1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11036.266),(2 36136.652),(3 77316.72),(4 127593.76),(5 192680.8),(6 266789.5),(7 349307),(8 430155.63),(9 515065.6),(10 589056),(11 655283.9),(12 710235.3),(13 763706.25),(14 808962.56),(15 853818.06),(16 895451.56),(17 938403.25),(18 984072.2),(19 1042561.7),(20 1108854),(21 1189857.3),(22 1268866.5),(23 1358259.8),(24 1433454),(25 1516410),(26 1589751.1),(27 1666491.5),(28 1737150.1),(29 1813571.5),(30 1884820.6),(31 1967668.1),(32 2056104.9),(33 2155283.8),(34 2243609.3),(35 2342917.3),(36 2422283.5),(37 2505541.3),(38 2566771.5),(39 2631656.3),(40 2682776.8),(41 2735065.3),(42 2777416.3),(43 2835858.3),(44 2882200.3),(45 2950844),(46 3028523.3),(47 3132148),(48 3246466),(49 3353998.8),(50 3438397),(51 3549063.3),(52 3649086.8),(53 3749476),(54 3832175.3),(55 3938483.3),(56 4034913.3),(57 4151791.3),(58 4271864.5),(59 4429579),(60 4565272.5),(61 4716944.5),(62 4849614),(63 5007711),(64 5158895),(65 5315942.5),(66 5445516),(67 5584268),(68 5706507.5),(69 5842112),(70 5981513.5),(71 6165212.5),(72 6356221.5),(73 6571168),(74 6770270.5),(75 6951952.5),(76 7122384),(77 7314500),(78 7488188),(79 7684722.5),
(1 78.34462),(2 99.06123),(3 112.67018),(4 123.30127),(5 132.91936),(6 137.36375),(7 144.8966),(8 149.22514),(9 151.41202),(10 155.8163),(11 159.60738),(12 161.72783),(13 162.28012),(14 162.95714),(15 164.84776),(16 164.50989),(17 168.5906),(18 169.12473),(19 170.93852),(20 170.12747),(21 169.1809),(22 169.85057),(23 169.72235),(24 170.1386),(25 169.29163),(26 169.4262),(27 170.49054),(28 170.96693),(29 168.935),(30 169.19041),(31 166.5035),(32 166.05278),(33 167.1665),(34 167.16675),(35 168.89894),(36 169.27014),(37 169.24686),(38 168.67207),(39 169.5184),(40 167.57028),(41 169.26965),(42 168.1722),(43 167.02815),(44 167.36317),(45 167.84712),(46 170.58728),(47 169.13814),(48 167.60516),(49 169.17226),(50 170.70772),(51 173.3863),(52 171.68056),(53 172.4074),(54 171.95543),(55 169.95164),(56 170.61421),(57 167.03621),(58 167.95128),(59 167.63503),(60 167.31311),(61 166.34201),(62 164.61954),(63 167.54517),(64 167.29369),(65 167.48862),(66 164.26936),(67 165.27286),(68 166.648),(69 165.3635),(70 168.45967),(71 167.77339),(72 166.82724),(73 167.61224),(74 168.00354),(75 170.87277),(76 171.4522),(77 171.34244),(78 169.80916),(79 172.18938),
(1 76.1174),(2 95.894005),(3 110.68531),(4 121.30528),(5 128.774),(6 132.63866),(7 136.48799),(8 140.62772),(9 144.01868),(10 149.19595),(11 152.50241),(12 153.17903),(13 154.00708),(14 154.4946),(15 159.9932),(16 160.1194),(17 163.2485),(18 164.71977),(19 166.94543),(20 166.8017),(21 165.36322),(22 167.40015),(23 166.2002),(24 166.9562),(25 166.91107),(26 166.06375),(27 168.94728),(28 166.59094),(29 165.49983),(30 162.30261),(31 163.72783),(32 163.03772),(33 162.0028),(34 161.86287),(35 160.56937),(36 159.1473),(37 159.79321),(38 156.63214),(39 156.566),(40 155.01877),(41 156.45981),(42 155.59837),(43 155.89577),(44 155.81235),(45 156.15588),(46 156.52708),(47 157.5529),(48 157.65746),(49 160.53175),(50 161.81696),(51 160.4758),(52 160.55072),(53 162.0007),(54 161.27122),(55 162.33257),(56 162.86559),(57 162.68205),(58 162.68666),(59 164.34448),(60 163.0136),(61 164.60599),(62 162.84901),(63 164.16016),(64 163.57066),(65 163.43541),(66 164.58025),(67 165.30959),(68 165.77267),(69 165.53674),(70 165.80511),(71 164.97685),(72 165.65065),(73 167.68301),(74 167.483),(75 167.01369),(76 164.412),(77 163.8251),(78 161.48415),(79 162.63408),
(1 75.48016),(2 98.41848),(3 111.572105),(4 121.265785),(5 129.31024),(6 131.8034),(7 136.29535),(8 140.9291),(9 146.11627),(10 148.23665),(11 153.48827),(12 154.01523),(13 154.94371),(14 155.50963),(15 158.54683),(16 159.30498),(17 159.91048),(18 160.58672),(19 160.4175),(20 157.87032),(21 157.02429),(22 157.5596),(23 155.79982),(24 157.6356),(25 160.2377),(26 159.08505),(27 161.42937),(28 161.77446),(29 162.0099),(30 161.69237),(31 161.1283),(32 163.24062),(33 162.16206),(34 162.55829),(35 163.58922),(36 163.8397),(37 165.0021),(38 165.45248),(39 162.38344),(40 161.17021),(41 164.95944),(42 164.60501),(43 164.45258),(44 164.7637),(45 164.63638),(46 166.32112),(47 167.12448),(48 167.45988),(49 166.36928),(50 166.58267),(51 166.75964),(52 166.84796),(53 165.44481),(54 163.3143),(55 162.21338),(56 160.62526),(57 159.32034),(58 160.36565),(59 158.60239),(60 157.39166),(61 158.38768),(62 160.12566),(63 161.9169),(64 158.82587),(65 163.1078),(66 164.14648),(67 165.43213),(68 166.23569),(69 165.27965),(70 164.61938),(71 162.50325),(72 162.94121),(73 162.02214),(74 162.60635),(75 164.3939),(76 163.60803),(77 162.5633),(78 161.03935),(79 161.23598),
(1 76.53166),(2 100.858215),(3 115.11587),(4 124.64868),(5 130.92618),(6 133.51968),(7 137.86444),(8 142.89638),(9 145.96579),(10 149.86406),(11 153.00278),(12 153.48863),(13 153.77745),(14 155.58958),(15 158.73169),(16 157.39378),(17 157.23647),(18 155.82176),(19 156.2641),(20 155.55618),(21 156.21973),(22 156.13069),(23 156.06607),(24 158.94142),(25 158.41457),(26 156.50659),(27 160.51068),(28 159.68604),(29 160.85245),(30 159.72205),(31 159.10844),(32 158.33485),(33 158.8702),(34 159.8406),(35 160.36688),(36 158.82155),(37 161.78217),(38 162.87234),(39 162.10262),(40 160.92273),(41 160.9449),(42 160.55171),(43 160.07472),(44 159.96086),(45 159.40787),(46 161.4404),(47 161.79318),(48 160.7346),(49 161.57072),(50 160.86383),(51 163.31805),(52 162.3503),(53 164.16315),(54 163.92778),(55 163.83801),(56 161.62361),(57 161.64818),(58 162.3763),(59 163.6754),(60 162.77017),(61 164.604),(62 162.90001),(63 163.41228),(64 162.55067),(65 162.77258),(66 162.79918),(67 162.45126),(68 161.87541),(69 163.73758),(70 163.81851),(71 161.46448),(72 161.38086),(73 162.30238),(74 161.12712),(75 164.11725),(76 163.72752),(77 165.46648),(78 166.55142),(79 169.60033),
(1 73.0252),(2 95.05443),(3 109.56212),(4 118.37686),(5 127.163155),(6 130.73524),(7 135.11201),(8 138.16222),(9 140.77055),(10 144.20442),(11 148.28926),(12 148.50288),(13 151.22348),(14 151.28477),(15 154.73795),(16 155.65166),(17 156.92645),(18 156.49341),(19 157.33847),(20 157.80301),(21 157.89378),(22 158.62498),(23 155.6661),(24 155.97627),(25 155.21559),(26 154.0204),(27 157.10362),(28 157.33482),(29 158.20686),(30 157.68095),(31 156.86482),(32 157.91296),(33 158.86201),(34 159.09856),(35 160.32849),(36 158.61609),(37 160.09636),(38 160.48648),(39 162.69832),(40 159.378),(41 161.6785),(42 162.54457),(43 160.34598),(44 159.98773),(45 160.96326),(46 162.05344),(47 160.93619),(48 160.60269),(49 161.1427),(50 160.74329),(51 161.47926),(52 160.81584),(53 159.81703),(54 160.35413),(55 162.33972),(56 162.20459),(57 163.1982),(58 162.79347),(59 161.81123),(60 160.0709),(61 162.50003),(62 161.00507),(63 161.9899),(64 164.19655),(65 162.95592),(66 162.98698),(67 163.9226),(68 164.18785),(69 164.49911),(70 165.59746),(71 165.082),(72 164.0254),(73 164.52377),(74 162.2331),(75 165.4993),(76 164.569),(77 165.00867),(78 163.31964),(79 162.83119),
(1 74.73588),(2 97.12753),(3 111.105736),(4 121.82388),(5 128.90865),(6 132.04549),(7 135.15053),(8 137.56207),(9 140.79472),(10 145.90306),(11 148.89677),(12 148.80446),(13 150.61858),(14 151.22002),(15 152.64925),(16 154.74872),(17 155.98625),(18 156.99628),(19 159.20955),(20 158.93423),(21 158.85074),(22 158.13374),(23 154.92024),(24 154.82512),(25 154.52919),(26 154.01605),(27 154.55489),(28 155.41003),(29 157.93066),(30 156.61624),(31 157.43767),(32 155.63712),(33 155.65604),(34 156.78575),(35 158.81482),(36 156.66824),(37 158.1097),(38 158.4937),(39 159.58171),(40 157.40572),(41 157.0788),(42 158.06097),(43 157.73723),(44 157.16188),(45 157.1191),(46 158.84523),(47 157.71466),(48 156.6957),(49 155.95555),(50 157.74922),(51 158.60506),(52 156.23206),(53 159.83624),(54 161.01186),(55 161.61053),(56 162.047),(57 165.5223),(58 164.82715),(59 164.79968),(60 165.13675),(61 167.14603),(62 167.91965),(63 170.85774),(64 170.38403),(65 171.14786),(66 169.1148),(67 169.69833),(68 167.98221),(69 167.94637),(70 170.07048),(71 169.18626),(72 168.2734),(73 166.54297),(74 167.46254),(75 167.67604),(76 163.89679),(77 162.56976),(78 164.57214),(79 161.99023),
(1 73.53173),(2 95.50126),(3 109.65063),(4 120.157135),(5 126.80719),(6 129.50204),(7 135.59998),(8 138.91411),(9 141.95448),(10 146.80412),(11 146.68773),(12 148.33957),(13 149.4352),(14 150.25453),(15 155.59183),(16 157.0582),(17 157.24606),(18 156.97209),(19 155.73944),(20 155.42224),(21 156.02238),(22 156.35756),(23 155.20305),(24 155.92459),(25 157.7032),(26 154.66757),(27 158.4856),(28 158.00351),(29 159.15846),(30 158.743),(31 158.00743),(32 157.5766),(33 155.94998),(34 157.452),(35 158.2637),(36 154.6392),(37 156.43054),(38 158.24968),(39 156.17729),(40 154.1371),(41 155.70753),(42 155.37242),(43 156.53549),(44 156.77846),(45 155.09264),(46 156.50409),(47 155.80505),(48 155.0849),(49 156.83226),(50 156.28833),(51 158.23434),(52 159.18938),(53 159.25656),(54 160.03127),(55 158.62575),(56 159.18439),(57 160.96161),(58 161.88155),(59 161.17262),(60 159.30339),(61 161.49327),(62 159.6072),(63 162.16997),(64 161.29677),(65 162.36256),(66 157.52814),(67 157.821),(68 156.93336),(69 158.41304),(70 160.0684),(71 158.58563),(72 158.85796),(73 158.33597),(74 158.17024),(75 157.87846),(76 156.82872),(77 155.31569),(78 155.83731),(79 155.27754),
(1 73.52106),(2 94.27407),(3 107.37219),(4 117.90749),(5 122.31114),(6 125.56069),(7 130.60756),(8 133.00235),(9 136.62689),(10 140.74557),(11 142.65163),(12 142.97958),(13 144.85983),(14 145.17737),(15 144.5466),(16 146.00964),(17 147.40219),(18 150.3379),(19 151.61728),(20 152.64906),(21 155.93405),(22 153.54036),(23 152.5686),(24 151.53287),(25 150.36482),(26 150.08261),(27 153.4981),(28 152.26346),(29 152.85811),(30 151.98502),(31 152.07916),(32 152.91707),(33 150.45282),(34 150.88982),(35 152.4784),(36 152.34853),(37 153.63278),(38 155.601),(39 154.99321),(40 154.78546),(41 153.97218),(42 153.64667),(43 152.9067),(44 153.88359),(45 155.22447),(46 156.81467),(47 156.9069),(48 156.14401),(49 157.37366),(50 155.06956),(51 156.76315),(52 158.54073),(53 160.2073),(54 160.77632),(55 159.19858),(56 159.79408),(57 159.96309),(58 158.48207),(59 158.86296),(60 158.26425),(61 159.22739),(62 160.2601),(63 163.38766),(64 163.14761),(65 163.69604),(66 163.39803),(67 165.2168),(68 165.15306),(69 167.39847),(70 166.31366),(71 166.83057),(72 167.78452),(73 166.60258),(74 166.53867),(75 166.841),(76 166.27127),(77 165.35046),(78 164.83054),(79 162.70584),
(1 72.921646),(2 92.765335),(3 106.67568),(4 116.849815),(5 122.21209),(6 126.03066),(7 130.38072),(8 135.41786),(9 140.81128),(10 145.49182),(11 146.25607),(12 148.60162),(13 150.09242),(14 151.03464),(15 151.64383),(16 152.16135),(17 151.44225),(18 152.62213),(19 153.12642),(20 155.293),(21 154.51257),(22 155.67783),(23 152.44264),(24 153.78426),(25 152.37167),(26 151.77641),(27 152.90715),(28 153.38814),(29 153.2338),(30 153.11487),(31 155.22603),(32 155.09108),(33 156.04604),(34 156.58543),(35 156.37428),(36 156.02652),(37 155.74512),(38 157.42018),(39 159.01859),(40 158.69254),(41 157.38449),(42 158.11562),(43 159.42284),(44 159.36763),(45 159.51546),(46 159.20987),(47 157.05852),(48 154.98456),(49 153.80705),(50 152.84052),(51 153.2004),(52 155.46834),(53 155.35426),(54 153.88695),(55 153.91563),(56 155.14575),(57 154.78339),(58 154.93784),(59 156.09349),(60 154.43393),(61 152.51999),(62 152.64705),(63 153.57724),(64 153.73332),(65 154.7788),(66 154.33333),(67 156.28995),(68 154.89711),(69 155.55518),(70 156.95918),(71 158.49895),(72 157.61346),(73 158.3188),(74 157.6994),(75 159.2331),(76 157.30591),(77 160.60634),(78 161.27458),(79 160.52054),
(1 71.268654),(2 91.06428),(3 106.259),(4 114.6968),(5 122.65902),(6 126.14971),(7 130.78586),(8 135.41043),(9 138.03355),(10 140.30026),(11 141.95961),(12 140.40976),(13 140.55014),(14 141.82796),(15 144.83125),(16 146.31009),(17 146.59084),(18 146.86244),(19 149.57576),(20 152.81421),(21 152.62634),(22 154.78827),(23 154.34294),(24 155.03581),(25 153.41464),(26 154.53516),(27 154.39818),(28 151.78966),(29 151.9838),(30 151.18018),(31 153.7026),(32 152.78699),(33 152.69513),(34 151.50208),(35 151.12999),(36 150.42259),(37 151.16853),(38 151.66646),(39 152.53937),(40 152.34447),(41 152.78444),(42 152.07448),(43 151.91699),(44 150.7639),(45 150.48938),(46 151.61034),(47 150.02705),(48 151.98907),(49 153.77567),(50 151.08641),(51 149.98213),(52 150.87973),(53 150.99747),(54 151.65576),(55 151.3863),(56 154.15068),(57 155.36322),(58 155.72983),(59 156.73875),(60 154.83888),(61 155.2137),(62 155.79851),(63 156.8053),(64 155.48064),(65 157.32657),(66 157.4993),(67 157.19539),(68 157.43141),(69 158.79958),(70 160.5467),(71 159.18161),(72 160.41562),(73 159.7806),(74 158.76982),(75 158.82353),(76 157.02025),(77 157.37192),(78 157.21774),(79 158.13652),
(1 71.543045),(2 93.57189),(3 105.6845),(4 117.08979),(5 122.9492),(6 127.75786),(7 133.72156),(8 138.38228),(9 141.14638),(10 143.86908),(11 147.41182),(12 146.13591),(13 146.45325),(14 147.35423),(15 149.38216),(16 150.13147),(17 150.28978),(18 152.37868),(19 149.76619),(20 152.25519),(21 153.07532),(22 152.08174),(23 151.27585),(24 151.49055),(25 151.32979),(26 152.11716),(27 154.25273),(28 153.96468),(29 153.0938),(30 151.84932),(31 154.25552),(32 155.11804),(33 154.85219),(34 154.42004),(35 152.70085),(36 152.19003),(37 152.35143),(38 153.86737),(39 154.97873),(40 155.49274),(41 155.61655),(42 155.185),(43 154.26778),(44 154.109),(45 155.15176),(46 154.93651),(47 153.62471),(48 152.95013),(49 154.60469),(50 153.15866),(51 153.38832),(52 153.7647),(53 154.13065),(54 155.34406),(55 156.0197),(56 158.2315),(57 158.84976),(58 160.96309),(59 160.19077),(60 159.916),(61 161.1474),(62 162.43498),(63 162.51118),(64 162.31995),(65 164.73586),(66 164.16441),(67 162.84375),(68 164.22295),(69 165.13243),(70 166.68835),(71 167.15341),(72 167.5099),(73 167.93098),(74 166.66794),(75 167.40318),(76 165.18112),(77 165.2465),(78 164.02682),(79 165.28146),
(1 72.57746),(2 90.286064),(3 104.0757),(4 114.1978),(5 122.60858),(6 126.51249),(7 129.68456),(8 135.95325),(9 138.37659),(10 139.42879),(11 142.89545),(12 142.31308),(13 143.37433),(14 144.36353),(15 147.59532),(16 149.08975),(17 151.44075),(18 151.9247),(19 152.15202),(20 152.4165),(21 152.62004),(22 150.74956),(23 151.65094),(24 151.28354),(25 148.90106),(26 149.57849),(27 150.5407),(28 150.10556),(29 149.96895),(30 149.02023),(31 150.15002),(32 151.58986),(33 152.10973),(34 154.24503),(35 153.77266),(36 152.0313),(37 152.26904),(38 151.95271),(39 151.33939),(40 150.16493),(41 152.11357),(42 151.86461),(43 151.8844),(44 151.00218),(45 151.55652),(46 152.85336),(47 151.89316),(48 151.53392),(49 151.8911),(50 153.61774),(51 152.74475),(52 153.49397),(53 152.21497),(54 152.96463),(55 154.25258),(56 155.7602),(57 155.1221),(58 154.79138),(59 154.79533),(60 155.0822),(61 155.3111),(62 155.53535),(63 156.63327),(64 156.12044),(65 155.94269),(66 157.02057),(67 156.91817),(68 158.99187),(69 160.41264),(70 160.15868),(71 158.79715),(72 159.36758),(73 159.5859),(74 158.07852),(75 159.08432),(76 158.04343),(77 157.74883),(78 157.54396),(79 157.62251),
(1 71.468765),(2 89.50865),(3 102.85899),(4 112.41521),(5 119.80814),(6 126.81363),(7 132.47458),(8 134.8885),(9 137.35265),(10 141.83928),(11 143.84497),(12 144.75772),(13 144.5965),(14 143.85529),(15 145.57661),(16 146.1821),(17 149.23558),(18 150.47116),(19 149.76195),(20 149.59982),(21 150.27943),(22 148.18593),(23 146.63068),(24 144.9296),(25 143.84642),(26 147.46764),(27 146.59007),(28 146.00227),(29 146.28175),(30 143.9375),(31 146.20134),(32 145.7669),(33 145.15309),(34 146.74821),(35 146.26979),(36 146.67775),(37 147.60512),(38 146.95663),(39 150.63712),(40 149.20128),(41 150.20442),(42 150.44289),(43 149.35596),(44 148.76132),(45 149.0416),(46 149.96689),(47 150.72852),(48 149.78185),(49 152.06317),(50 152.26791),(51 152.9302),(52 153.54167),(53 155.21155),(54 153.6398),(55 155.85342),(56 157.25761),(57 158.21541),(58 157.80069),(59 158.0368),(60 158.8972),(61 160.46407),(62 159.95912),(63 162.05081),(64 160.46295),(65 160.6756),(66 159.89633),(67 161.48242),(68 161.00148),(69 162.97243),(70 162.54678),(71 161.49544),(72 161.13489),(73 160.6362),(74 160.8613),(75 158.92526),(76 157.62102),(77 158.74039),(78 158.04259),(79 157.18463),
(1 71.22686),(2 90.13211),(3 103.39745),(4 111.587204),(5 118.7062),(6 123.796135),(7 128.32999),(8 132.66545),(9 135.92726),(10 138.40607),(11 143.20862),(12 144.24435),(13 144.50961),(14 145.79617),(15 149.3923),(16 148.1583),(17 151.18202),(18 151.2837),(19 151.13022),(20 151.94615),(21 151.76082),(22 151.07834),(23 149.12683),(24 147.93825),(25 146.96652),(26 147.2788),(27 145.57451),(28 144.7941),(29 143.9083),(30 142.56732),(31 144.86797),(32 146.26117),(33 147.56151),(34 149.47969),(35 149.80917),(36 151.2432),(37 151.8345),(38 151.91956),(39 152.55678),(40 150.85141),(41 152.2827),(42 152.6357),(43 152.9712),(44 153.14473),(45 153.33286),(46 154.55682),(47 154.7211),(48 155.1647),(49 154.57906),(50 154.75954),(51 157.20375),(52 156.90381),(53 154.93306),(54 155.17763),(55 157.68207),(56 156.96542),(57 157.93459),(58 157.8154),(59 155.98819),(60 155.63686),(61 154.55544),(62 153.03671),(63 152.57155),(64 150.58372),(65 150.07838),(66 147.17894),(67 148.99954),(68 149.06607),(69 150.29735),(70 148.47026),(71 146.41093),(72 145.83183),(73 146.8604),(74 146.85905),(75 147.19943),(76 147.3412),(77 148.91428),(78 147.43947),(79 148.95775),
(1 70.97314),(2 89.60695),(3 103.75605),(4 114.24537),(5 120.3274),(6 125.874954),(7 129.59602),(8 132.31741),(9 133.73262),(10 136.34056),(11 140.52168),(12 140.82841),(13 141.65588),(14 141.33458),(15 144.59477),(16 145.54065),(17 146.7466),(18 148.0347),(19 148.80328),(20 148.21451),(21 147.17538),(22 147.69748),(23 146.69551),(24 147.31236),(25 146.28586),(26 146.40962),(27 149.29544),(28 147.88799),(29 146.30183),(30 147.48256),(31 148.97195),(32 149.5137),(33 150.48122),(34 151.26134),(35 149.21709),(36 149.47592),(37 149.88481),(38 149.6249),(39 151.3333),(40 149.9434),(41 150.88556),(42 151.32668),(43 153.77956),(44 152.98557),(45 151.72633),(46 153.52927),(47 153.03926),(48 154.35538),(49 154.51974),(50 153.2575),(51 154.51947),(52 152.76973),(53 153.77452),(54 151.6233),(55 152.06676),(56 152.99635),(57 152.32936),(58 152.37799),(59 153.2119),(60 152.92278),(61 153.4168),(62 153.7696),(63 154.32063),(64 154.61214),(65 151.80191),(66 150.35031),(67 150.72993),(68 151.16556),(69 150.23734),(70 150.12708),(71 149.04486),(72 149.66061),(73 151.15524),(74 150.43814),(75 150.84216),(76 151.18909),(77 149.53366),(78 149.2146),(79 150.59761),
(1 68.85034),(2 87.49353),(3 101.32168),(4 111.51845),(5 120.124596),(6 123.24139),(7 127.73307),(8 131.58936),(9 134.3144),(10 138.57726),(11 141.69324),(12 140.92378),(13 141.78644),(14 140.59431),(15 143.36761),(16 144.7286),(17 143.44594),(18 145.1548),(19 143.78761),(20 142.59616),(21 143.56807),(22 142.60805),(23 143.2873),(24 142.86575),(25 145.90402),(26 146.71362),(27 148.2992),(28 147.11935),(29 146.96588),(30 145.15411),(31 147.12233),(32 148.03055),(33 147.54927),(34 149.49953),(35 149.66364),(36 151.26015),(37 152.28896),(38 151.64429),(39 153.07292),(40 151.53029),(41 151.9899),(42 154.99167),(43 154.10812),(44 153.85844),(45 153.39687),(46 152.62141),(47 150.99055),(48 148.77037),(49 149.42473),(50 148.34344),(51 148.97908),(52 149.74014),(53 148.86967),(54 147.57268),(55 148.21257),(56 147.93639),(57 151.14772),(58 151.96945),(59 152.61423),(60 153.56146),(61 152.2097),(62 152.11546),(63 152.50386),(64 150.72),(65 153.11371),(66 152.91753),(67 152.63603),(68 152.24232),(69 154.27881),(70 154.95422),(71 154.7304),(72 154.66707),(73 158.22807),(74 159.00078),(75 159.28711),(76 158.40277),(77 157.82642),(78 157.91127),(79 157.08704),
(1 70.33865),(2 87.55027),(3 101.85514),(4 113.34264),(5 119.047455),(6 123.40604),(7 128.66267),(8 133.02325),(9 134.81647),(10 139.3418),(11 142.88365),(12 142.36174),(13 141.79086),(14 142.81258),(15 142.55038),(16 143.44557),(17 145.6703),(18 146.67676),(19 148.43582),(20 149.4847),(21 148.8752),(22 151.02501),(23 149.70868),(24 148.92447),(25 150.89026),(26 150.18747),(27 152.6657),(28 152.6818),(29 151.18896),(30 149.55316),(31 150.71281),(32 152.22714),(33 151.70935),(34 152.45717),(35 153.203),(36 153.38225),(37 151.79129),(38 150.635),(39 152.7378),(40 152.37071),(41 153.21333),(42 153.38281),(43 153.58206),(44 155.94127),(45 153.38545),(46 154.18134),(47 153.80516),(48 154.54),(49 155.25134),(50 154.35022),(51 153.67247),(52 154.26547),(53 153.28407),(54 153.4483),(55 153.73749),(56 152.27919),(57 151.74443),(58 152.58078),(59 150.09114),(60 151.26726),(61 152.59135),(62 151.49634),(63 150.74042),(64 149.07884),(65 149.09735),(66 149.9477),(67 148.8555),(68 150.37758),(69 151.40678),(70 151.95416),(71 153.19978),(72 153.91597),(73 154.55643),(74 154.86455),(75 156.07254),(76 155.87454),(77 155.03728),(78 155.59668),(79 157.329),
