1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50900.31),(2 123329.23),(3 219128.83),(4 324899.63),(5 439119.88),(6 546389.44),(7 664579.4),(8 787888.7),(9 898756.7),(10 1021412.06),(11 1128045),(12 1222803.4),(13 1316224.6),(14 1405020),(15 1501184),(16 1604731),(17 1701262.4),(18 1771726.5),(19 1840429.6),(20 1903832.9),(21 1952456.9),(22 2003388),(23 2034905),(24 2053026.1),(25 2061887.9),(26 2062357.6),(27 2061285.6),(28 2055313.1),(29 2047146.9),(30 2036040.9),(31 2032744.1),(32 2034475),(33 2054295.1),(34 2093974.9),(35 2115523.8),(36 2113689.3),(37 2143377.8),(38 2148064.8),(39 2226781.5),(40 2253813.3),(41 2269708),(42 2263451.5),(43 2258065.3),(44 2248286.8),(45 2229594.3),(46 2205581),(47 2194379),(48 2196177),(49 2199119.3),(50 2203802),(51 2217469.3),(52 2233803),(53 2271288.8),(54 2307051.3),(55 2346029.8),(56 2400000.3),(57 2465438.8),(58 2517887.3),(59 2588456.3),(60 2644462),(61 2732607.8),(62 2816180.8),(63 2904876.3),(64 2997486),(65 3095411.3),(66 3191014.8),(67 3281671.3),(68 3378961.3),(69 3465760),(70 3541805.8),(71 3590064.3),(72 3619614.3),(73 3647885.3),(74 3666914.8),(75 3646847.8),(76 3653321),(77 3659090.8),(78 3640463.3),(79 3630212),
(1 83.43386),(2 96.3174),(3 103.200775),(4 107.60501),(5 112.507385),(6 112.95606),(7 115.53784),(8 118.262665),(9 117.95874),(10 119.78413),(11 122.52277),(12 121.20496),(13 121.17864),(14 122.48916),(15 121.80542),(16 122.8274),(17 125.53871),(18 124.80108),(19 125.244385),(20 125.97108),(21 126.8744),(22 126.42863),(23 128.07947),(24 126.82055),(25 126.697525),(26 127.14777),(27 126.214905),(28 127.05471),(29 127.124374),(30 126.80873),(31 125.51405),(32 125.56675),(33 124.84946),(34 124.79802),(35 125.478065),(36 124.808876),(37 125.39519),(38 126.067924),(39 123.57607),(40 124.25912),(41 121.39445),(42 123.38938),(43 123.62637),(44 122.72869),(45 124.01395),(46 126.66512),(47 124.048584),(48 125.200066),(49 125.36971),(50 122.43255),(51 123.7949),(52 124.20869),(53 123.39474),(54 124.608116),(55 125.10969),(56 122.74639),(57 123.8262),(58 125.17479),(59 123.07853),(60 125.11701),(61 124.75527),(62 125.00256),(63 126.776886),(64 126.40322),(65 125.05996),(66 126.59327),(67 126.07691),(68 126.30989),(69 127.59543),(70 126.31748),(71 125.50991),(72 127.54141),(73 126.38319),(74 126.34486),(75 128.12553),(76 127.01047),(77 126.55141),(78 128.46017),(79 126.90081),
(1 80.113304),(2 92.34293),(3 98.520294),(4 103.06462),(5 106.857895),(6 108.95975),(7 110.81576),(8 113.46834),(9 113.09816),(10 114.70989),(11 116.73752),(12 116.31006),(13 116.81552),(14 118.50078),(15 119.21065),(16 120.28228),(17 123.61534),(18 121.62955),(19 122.852684),(20 122.837494),(21 123.74693),(22 122.66509),(23 124.0729),(24 123.17444),(25 124.323746),(26 124.33406),(27 124.16557),(28 123.70408),(29 122.842636),(30 123.182755),(31 122.53979),(32 122.91716),(33 121.69147),(34 121.66605),(35 122.92512),(36 122.81566),(37 123.44473),(38 123.917404),(39 122.24752),(40 121.274),(41 120.802185),(42 121.54644),(43 121.61157),(44 120.91849),(45 121.38123),(46 122.2225),(47 121.0698),(48 120.35959),(49 121.15443),(50 120.22644),(51 120.98772),(52 122.67889),(53 120.51293),(54 121.00749),(55 122.08167),(56 120.651474),(57 120.17573),(58 121.45899),(59 119.539696),(60 120.8247),(61 119.45312),(62 119.334274),(63 121.47686),(64 120.46845),(65 120.31637),(66 121.78972),(67 120.63636),(68 119.0004),(69 120.70106),(70 120.146484),(71 119.585724),(72 122.088394),(73 119.304924),(74 118.6582),(75 121.73617),(76 121.39107),(77 120.43602),(78 121.722084),(79 119.80101),
(1 81.775185),(2 94.00729),(3 101.341866),(4 105.61158),(5 109.98992),(6 111.42929),(7 113.50049),(8 115.59331),(9 115.34848),(10 117.00189),(11 118.38823),(12 119.039406),(13 120.152725),(14 121.548744),(15 121.55886),(16 121.64206),(17 123.64128),(18 120.954544),(19 121.91427),(20 122.47968),(21 122.09112),(22 122.52121),(23 122.92706),(24 122.2522),(25 122.894646),(26 123.85672),(27 122.212555),(28 121.48413),(29 122.32223),(30 122.90086),(31 121.59063),(32 123.70416),(33 122.92558),(34 122.616035),(35 124.26991),(36 122.28852),(37 123.36225),(38 124.3061),(39 122.97317),(40 122.48375),(41 121.03035),(42 121.965836),(43 123.5311),(44 121.9084),(45 121.9239),(46 123.52248),(47 121.957596),(48 121.830826),(49 123.03562),(50 122.71038),(51 123.966354),(52 124.97424),(53 124.27909),(54 123.18602),(55 124.06265),(56 122.917694),(57 122.08823),(58 122.900375),(59 121.35973),(60 122.72578),(61 121.93282),(62 121.96651),(63 122.363396),(64 121.77191),(65 122.55046),(66 122.17096),(67 121.35863),(68 121.446815),(69 122.37419),(70 121.28702),(71 121.273834),(72 121.77072),(73 120.98114),(74 121.38559),(75 123.26886),(76 122.111374),(77 121.785194),(78 124.64705),(79 122.10653),
(1 79.5442),(2 91.71567),(3 98.27515),(4 103.90271),(5 108.79748),(6 110.072136),(7 113.24906),(8 114.73536),(9 115.57389),(10 116.968414),(11 117.86647),(12 118.5268),(13 119.344864),(14 119.47781),(15 118.434494),(16 119.578156),(17 123.18408),(18 120.501205),(19 121.06136),(20 120.80796),(21 119.93527),(22 120.5398),(23 120.83434),(24 121.01603),(25 121.315094),(26 122.51837),(27 121.81326),(28 120.7801),(29 122.455536),(30 121.20437),(31 120.7144),(32 122.26512),(33 121.15642),(34 120.806656),(35 121.54954),(36 120.510124),(37 122.159546),(38 121.51252),(39 121.125656),(40 120.95063),(41 120.20057),(42 121.19197),(43 121.38884),(44 120.88441),(45 120.609856),(46 120.56721),(47 119.870415),(48 120.1095),(49 121.31431),(50 120.29118),(51 120.42638),(52 123.469185),(53 121.29363),(54 120.124115),(55 121.56406),(56 121.13032),(57 120.8251),(58 121.801),(59 121.17257),(60 121.77627),(61 121.60371),(62 120.47491),(63 120.910774),(64 120.938774),(65 122.17815),(66 123.783104),(67 122.028046),(68 121.6958),(69 122.22964),(70 121.14201),(71 122.840866),(72 124.04433),(73 121.639786),(74 121.52145),(75 123.86589),(76 122.03598),(77 121.33747),(78 122.04511),(79 119.705246),
(1 79.85775),(2 91.70829),(3 98.771164),(4 103.16023),(5 107.48976),(6 108.635544),(7 110.37588),(8 113.525375),(9 113.39774),(10 113.815186),(11 115.33515),(12 115.13914),(13 116.090195),(14 117.59352),(15 118.06019),(16 118.39065),(17 121.09004),(18 119.84379),(19 118.605835),(20 119.401),(21 118.56457),(22 118.04421),(23 119.04863),(24 118.95184),(25 119.44435),(26 120.43458),(27 119.5732),(28 118.60915),(29 118.255905),(30 118.100655),(31 117.60989),(32 119.565384),(33 119.61241),(34 120.26243),(35 121.26968),(36 121.00793),(37 120.41428),(38 121.75941),(39 119.28697),(40 119.6019),(41 118.835396),(42 118.740776),(43 120.32513),(44 118.87651),(45 119.31282),(46 119.20799),(47 119.52931),(48 120.131996),(49 120.1939),(50 118.28792),(51 119.32909),(52 120.39988),(53 119.49903),(54 118.84951),(55 119.816414),(56 116.78931),(57 118.60008),(58 119.66807),(59 118.5505),(60 119.468925),(61 118.41942),(62 118.07239),(63 119.06923),(64 119.06997),(65 119.2604),(66 120.009415),(67 118.5016),(68 117.66512),(69 119.693924),(70 118.41719),(71 120.274826),(72 119.97892),(73 118.07153),(74 118.290054),(75 119.40076),(76 118.36573),(77 117.72662),(78 118.27735),(79 116.20752),
(1 77.57592),(2 89.750755),(3 96.104996),(4 100.58926),(5 105.0094),(6 105.97612),(7 108.4938),(8 110.03494),(9 110.1515),(10 110.80148),(11 112.416824),(12 112.84741),(13 113.2564),(14 114.42593),(15 115.34428),(16 116.34447),(17 117.554565),(18 116.212364),(19 117.75),(20 117.24696),(21 115.94335),(22 116.39072),(23 116.57094),(24 116.4313),(25 115.7179),(26 117.10297),(27 115.27399),(28 115.235085),(29 115.74315),(30 116.25887),(31 115.59921),(32 116.900925),(33 116.54465),(34 116.49117),(35 117.81414),(36 117.59992),(37 117.550446),(38 120.10786),(39 117.98447),(40 118.22159),(41 118.287865),(42 117.75007),(43 118.44752),(44 116.38555),(45 116.9802),(46 117.08598),(47 116.45727),(48 115.699295),(49 117.869835),(50 115.9567),(51 116.526184),(52 118.29952),(53 116.71057),(54 116.148674),(55 118.240685),(56 115.72527),(57 116.66296),(58 117.496284),(59 117.11739),(60 119.51144),(61 118.98488),(62 118.521484),(63 118.43929),(64 117.85696),(65 118.86444),(66 119.30091),(67 118.37251),(68 117.69294),(69 119.353615),(70 117.94774),(71 118.576645),(72 119.34166),(73 119.01535),(74 118.03416),(75 118.80551),(76 118.01198),(77 117.18335),(78 118.10316),(79 116.93849),
(1 77.392586),(2 88.944534),(3 95.02533),(4 98.63135),(5 103.839455),(6 105.20106),(7 107.974884),(8 111.204155),(9 110.669044),(10 111.181274),(11 112.167946),(12 113.03181),(13 112.64889),(14 113.44381),(15 113.41001),(16 113.59517),(17 115.67447),(18 113.86695),(19 114.01131),(20 113.68096),(21 114.30399),(22 113.635666),(23 113.567894),(24 113.15376),(25 113.614456),(26 114.16523),(27 112.556526),(28 113.04975),(29 112.72832),(30 114.055244),(31 113.37376),(32 115.44747),(33 113.96237),(34 114.05062),(35 115.66418),(36 116.24267),(37 116.528015),(38 117.03586),(39 115.69891),(40 116.68194),(41 116.67226),(42 115.79712),(43 117.44251),(44 117.06099),(45 117.20843),(46 118.067345),(47 118.086685),(48 116.4404),(49 118.67491),(50 117.61838),(51 116.41955),(52 117.09076),(53 115.280464),(54 115.15786),(55 117.05799),(56 115.87479),(57 116.45456),(58 116.95137),(59 116.00927),(60 117.47668),(61 117.640724),(62 117.03828),(63 117.40709),(64 116.27744),(65 116.96013),(66 118.00326),(67 116.99079),(68 116.25494),(69 118.01284),(70 117.0891),(71 117.55615),(72 118.42023),(73 117.722435),(74 116.273346),(75 118.8987),(76 116.73538),(77 116.31801),(78 117.68257),(79 115.73573),
(1 77.38302),(2 89.234245),(3 95.472946),(4 99.467705),(5 103.958046),(6 104.72936),(7 107.110504),(8 110.18245),(9 109.30091),(10 110.09108),(11 110.7146),(12 111.79809),(13 112.365845),(14 113.08334),(15 114.47265),(16 114.30476),(17 116.319496),(18 114.65463),(19 114.30554),(20 116.02552),(21 115.709656),(22 114.88378),(23 114.87861),(24 114.99754),(25 115.45584),(26 116.5651),(27 114.42447),(28 114.43311),(29 114.450874),(30 114.25872),(31 115.13087),(32 117.28153),(33 115.66885),(34 117.42473),(35 118.519264),(36 118.12532),(37 118.821175),(38 119.76816),(39 119.44788),(40 119.93161),(41 118.41158),(42 117.16933),(43 118.93977),(44 117.08416),(45 116.71117),(46 118.68635),(47 117.00869),(48 115.55064),(49 116.63587),(50 116.792984),(51 115.78392),(52 117.17519),(53 115.310814),(54 116.55767),(55 117.40745),(56 115.07702),(57 116.41264),(58 117.61287),(59 116.1995),(60 117.08332),(61 116.745995),(62 116.76146),(63 117.44251),(64 116.96827),(65 115.598434),(66 117.95682),(67 116.628456),(68 115.31456),(69 117.218864),(70 116.61761),(71 116.37809),(72 117.87459),(73 117.75784),(74 117.12762),(75 119.359146),(76 116.77642),(77 116.88106),(78 117.4368),(79 116.19852),
(1 74.60052),(2 85.74857),(3 92.96395),(4 97.51516),(5 100.963684),(6 102.13587),(7 104.92888),(8 106.59579),(9 106.46646),(10 106.85205),(11 109.40067),(12 109.07262),(13 110.887215),(14 111.96165),(15 112.21865),(16 112.10223),(17 114.308876),(18 111.70123),(19 112.35334),(20 114.05174),(21 112.54597),(22 112.94426),(23 112.45717),(24 113.3426),(25 113.08842),(26 112.54096),(27 112.32448),(28 111.2869),(29 112.215004),(30 110.34916),(31 111.23216),(32 113.06812),(33 113.05413),(34 113.14508),(35 114.955215),(36 114.06749),(37 114.99961),(38 115.374435),(39 115.992256),(40 116.05131),(41 114.89773),(42 115.46644),(43 116.56364),(44 114.941925),(45 115.100266),(46 115.97206),(47 115.94769),(48 114.164276),(49 115.83323),(50 114.85511),(51 114.747475),(52 115.11539),(53 113.333916),(54 114.24116),(55 115.08942),(56 113.12099),(57 113.60881),(58 113.548676),(59 112.94634),(60 114.513145),(61 113.54126),(62 114.2969),(63 115.6861),(64 115.049774),(65 115.152336),(66 114.998535),(67 114.54905),(68 112.672455),(69 114.251),(70 113.75501),(71 114.98929),(72 115.73559),(73 114.93489),(74 114.151184),(75 116.22785),(76 114.727844),(77 113.78625),(78 114.77488),(79 114.84967),
(1 73.79841),(2 84.78661),(3 92.72611),(4 97.27148),(5 101.421906),(6 102.784294),(7 104.85439),(8 107.80635),(9 106.714005),(10 108.65547),(11 110.98583),(12 109.03252),(13 109.94298),(14 111.29067),(15 111.51565),(16 111.01001),(17 113.03885),(18 111.806816),(19 112.39271),(20 114.232994),(21 113.29669),(22 112.768486),(23 113.49007),(24 113.68623),(25 113.41497),(26 114.14484),(27 113.06778),(28 111.48122),(29 112.96173),(30 111.132904),(31 111.51404),(32 112.093216),(33 112.36852),(34 113.12498),(35 114.64479),(36 113.71763),(37 113.83217),(38 115.285324),(39 115.520775),(40 116.08124),(41 115.46507),(42 114.16139),(43 114.90086),(44 113.859344),(45 114.564255),(46 115.065285),(47 114.55632),(48 114.506226),(49 117.03839),(50 116.150444),(51 116.39298),(52 116.59651),(53 116.061325),(54 116.40277),(55 117.73449),(56 116.17507),(57 116.58476),(58 116.90752),(59 116.27931),(60 116.88228),(61 114.65669),(62 115.737434),(63 116.92519),(64 114.80964),(65 114.57349),(66 114.15677),(67 114.32841),(68 114.054825),(69 115.64371),(70 115.28473),(71 115.1816),(72 115.32392),(73 114.51092),(74 114.379486),(75 114.90628),(76 114.402954),(77 114.2485),(78 114.665016),(79 113.62387),
(1 72.88494),(2 84.15965),(3 91.98445),(4 97.277214),(5 100.11266),(6 102.02946),(7 104.22738),(8 106.78352),(9 105.79842),(10 107.5336),(11 108.37631),(12 108.12878),(13 109.86784),(14 109.372505),(15 110.136894),(16 111.03376),(17 112.88766),(18 110.737854),(19 111.557785),(20 111.83799),(21 110.93387),(22 110.63679),(23 112.2024),(24 111.97995),(25 111.700554),(26 113.03229),(27 112.570366),(28 111.89847),(29 112.14161),(30 111.51234),(31 111.69469),(32 113.76585),(33 113.4007),(34 113.84317),(35 113.43596),(36 114.102646),(37 114.17951),(38 115.18325),(39 113.99871),(40 114.87793),(41 114.08529),(42 114.1451),(43 114.199005),(44 113.64481),(45 112.73723),(46 113.76086),(47 114.09533),(48 113.14113),(49 113.67458),(50 113.096725),(51 113.64556),(52 114.35299),(53 113.96006),(54 113.745865),(55 115.10273),(56 114.30154),(57 114.5438),(58 115.82603),(59 114.15039),(60 115.254166),(61 112.9221),(62 114.13658),(63 113.6504),(64 113.001564),(65 111.918755),(66 113.98244),(67 114.46368),(68 113.18487),(69 114.497826),(70 114.545876),(71 114.60116),(72 114.8221),(73 112.51747),(74 113.185936),(75 113.47673),(76 113.16541),(77 113.11443),(78 113.40604),(79 111.66755),
(1 72.503975),(2 83.36968),(3 91.464745),(4 94.82163),(5 98.31486),(6 100.63684),(7 102.19029),(8 104.34241),(9 103.455986),(10 104.75137),(11 105.408516),(12 106.3798),(13 107.309555),(14 108.07248),(15 108.16971),(16 108.857254),(17 110.14872),(18 109.41215),(19 110.14648),(20 110.74841),(21 110.88715),(22 110.74939),(23 111.90604),(24 111.54758),(25 111.15713),(26 111.88779),(27 110.92771),(28 109.639046),(29 109.812004),(30 109.36386),(31 108.6991),(32 110.192696),(33 109.14889),(34 109.78356),(35 110.67435),(36 109.977745),(37 110.33658),(38 111.95098),(39 112.00963),(40 112.12984),(41 112.00744),(42 110.66638),(43 111.73432),(44 110.4173),(45 110.139984),(46 109.6854),(47 108.50128),(48 108.647934),(49 111.01639),(50 109.77193),(51 110.853874),(52 111.64799),(53 111.52257),(54 111.26514),(55 112.403275),(56 110.81647),(57 112.78833),(58 112.80828),(59 111.98805),(60 113.29494),(61 110.21516),(62 112.28897),(63 112.431015),(64 110.602905),(65 110.931274),(66 112.10963),(67 112.17059),(68 111.17855),(69 113.153305),(70 113.08797),(71 112.785965),(72 112.74455),(73 111.370346),(74 112.200935),(75 113.49023),(76 112.116035),(77 111.66968),(78 113.516884),(79 112.74561),
(1 73.28923),(2 83.758415),(3 91.21498),(4 94.39188),(5 98.37218),(6 99.36287),(7 101.47206),(8 102.766815),(9 102.820435),(10 105.06562),(11 105.979935),(12 105.718956),(13 106.58868),(14 107.009445),(15 108.44262),(16 108.264275),(17 109.583885),(18 108.9878),(19 110.21455),(20 110.419975),(21 110.55439),(22 111.0318),(23 112.41782),(24 111.3915),(25 111.85951),(26 112.70026),(27 113.59187),(28 112.11404),(29 111.69016),(30 113.0051),(31 111.38237),(32 111.4776),(33 110.53238),(34 111.82805),(35 112.43499),(36 110.81976),(37 111.73632),(38 113.084175),(39 112.48995),(40 112.940674),(41 112.31036),(42 112.27006),(43 112.2764),(44 110.592606),(45 111.18254),(46 110.99927),(47 109.973434),(48 110.553444),(49 111.164116),(50 110.50129),(51 111.85598),(52 112.470795),(53 112.14458),(54 111.80147),(55 113.70492),(56 111.07539),(57 111.80383),(58 112.87617),(59 111.39432),(60 112.09494),(61 110.848854),(62 112.67938),(63 112.836235),(64 111.88727),(65 111.17334),(66 112.53306),(67 111.132126),(68 110.468315),(69 111.82596),(70 110.54221),(71 111.43499),(72 112.73486),(73 111.46305),(74 111.774124),(75 113.25996),(76 111.75287),(77 111.343895),(78 111.68941),(79 110.68357),
(1 70.38167),(2 79.8114),(3 87.347244),(4 90.70641),(5 94.82188),(6 96.484634),(7 98.34631),(8 99.381905),(9 100.29722),(10 101.71619),(11 101.996445),(12 101.607605),(13 102.28099),(14 102.84164),(15 103.02812),(16 103.00881),(17 104.543976),(18 103.88671),(19 104.87385),(20 104.66524),(21 105.810234),(22 105.298836),(23 105.42969),(24 104.70435),(25 104.7672),(26 106.164085),(27 106.02882),(28 104.66919),(29 104.33455),(30 105.15422),(31 104.006355),(32 104.29358),(33 104.29035),(34 104.686424),(35 105.49765),(36 105.14476),(37 105.34041),(38 106.45979),(39 106.09455),(40 106.07669),(41 105.09511),(42 104.9872),(43 105.96653),(44 105.94221),(45 106.11335),(46 107.40879),(47 106.812675),(48 105.9636),(49 106.936584),(50 105.6236),(51 105.11907),(52 106.19218),(53 105.44142),(54 106.14687),(55 107.465225),(56 106.073204),(57 106.7819),(58 108.50018),(59 106.376915),(60 107.75518),(61 107.22395),(62 107.31786),(63 108.349686),(64 108.201645),(65 108.607346),(66 109.391),(67 109.11804),(68 109.091736),(69 110.45983),(70 109.49835),(71 109.278114),(72 110.967026),(73 109.92649),(74 110.08243),(75 109.452576),(76 108.899506),(77 108.535774),(78 109.80638),(79 108.46611),
(1 70.71644),(2 80.40902),(3 87.46847),(4 90.68082),(5 95.579025),(6 96.19313),(7 97.849396),(8 98.68766),(9 99.72681),(10 100.73086),(11 102.4015),(12 101.84344),(13 102.58031),(14 102.654976),(15 103.13547),(16 102.58096),(17 104.37854),(18 103.724205),(19 104.611664),(20 104.36831),(21 105.44813),(22 104.80163),(23 105.07113),(24 104.137024),(25 105.01008),(26 106.14529),(27 105.60354),(28 105.0358),(29 105.07917),(30 105.6666),(31 104.30822),(32 105.77463),(33 104.56258),(34 105.64385),(35 106.13513),(36 106.68453),(37 107.350075),(38 108.381256),(39 107.2449),(40 107.62727),(41 106.56321),(42 106.99963),(43 107.964836),(44 106.73645),(45 106.415924),(46 106.245895),(47 105.97905),(48 106.250046),(49 106.75597),(50 105.79312),(51 106.021935),(52 107.00224),(53 106.509995),(54 107.84796),(55 107.92928),(56 107.29253),(57 107.444046),(58 108.38744),(59 107.336586),(60 108.91617),(61 107.64226),(62 107.70816),(63 108.74933),(64 107.7081),(65 108.635414),(66 108.81766),(67 108.219666),(68 108.26122),(69 109.59134),(70 108.98278),(71 107.90155),(72 109.640144),(73 108.036766),(74 108.04461),(75 109.47835),(76 107.51763),(77 106.8368),(78 107.79281),(79 106.50745),
(1 68.89904),(2 78.50909),(3 86.25416),(4 89.03315),(5 92.71788),(6 95.05717),(7 96.28854),(8 98.6994),(9 99.710335),(10 99.877335),(11 100.55819),(12 99.76354),(13 100.47142),(14 101.12312),(15 101.924034),(16 101.264366),(17 102.97401),(18 103.74482),(19 103.20364),(20 103.89462),(21 104.114136),(22 103.31523),(23 103.82602),(24 104.126595),(25 103.70313),(26 103.75358),(27 103.19829),(28 103.85631),(29 103.056274),(30 103.38065),(31 103.32772),(32 104.56764),(33 103.706696),(34 104.259865),(35 104.32279),(36 103.873634),(37 104.293335),(38 105.92333),(39 105.74685),(40 104.72653),(41 103.94171),(42 103.05349),(43 104.75566),(44 103.3976),(45 103.495636),(46 104.10417),(47 103.5754),(48 102.747826),(49 104.25737),(50 102.98288),(51 103.73458),(52 104.28304),(53 103.11914),(54 102.88787),(55 103.80014),(56 103.40239),(57 103.346725),(58 105.18717),(59 104.91895),(60 106.3872),(61 105.7448),(62 105.25307),(63 106.66434),(64 105.160835),(65 105.42829),(66 106.416245),(67 105.15727),(68 106.26677),(69 106.008675),(70 105.65856),(71 105.10453),(72 106.62596),(73 104.64046),(74 105.44304),(75 106.03353),(76 106.15404),(77 105.61453),(78 106.81802),(79 104.05137),
(1 68.989494),(2 79.4886),(3 86.835846),(4 90.275505),(5 93.878815),(6 96.38778),(7 96.932045),(8 98.88214),(9 100.73916),(10 100.582924),(11 101.53379),(12 100.46674),(13 102.15342),(14 102.80551),(15 103.03838),(16 103.20526),(17 104.640144),(18 103.95496),(19 103.32512),(20 104.93068),(21 104.79032),(22 103.45358),(23 103.6531),(24 104.28036),(25 104.63387),(26 106.07053),(27 105.45203),(28 105.131546),(29 104.54456),(30 104.099304),(31 103.914215),(32 105.275406),(33 105.25051),(34 105.276085),(35 105.24709),(36 105.08934),(37 105.51398),(38 107.13566),(39 106.7337),(40 107.002396),(41 105.79625),(42 105.87832),(43 106.37616),(44 104.99461),(45 104.67141),(46 105.66947),(47 105.38866),(48 103.71975),(49 105.31155),(50 105.57487),(51 105.59515),(52 105.411896),(53 104.67845),(54 106.38102),(55 106.28786),(56 106.398994),(57 105.41396),(58 106.294624),(59 105.54125),(60 107.031364),(61 106.77431),(62 106.09193),(63 107.70192),(64 106.56635),(65 106.13376),(66 107.00182),(67 107.494835),(68 106.97872),(69 109.26212),(70 107.73788),(71 109.05451),(72 109.84444),(73 109.06794),(74 109.40016),(75 110.10784),(76 108.51218),(77 107.74668),(78 108.5496),(79 107.113914),
