1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 188997.36),(2 444421.88),(3 728849.8),(4 1302254.3),(5 1960409.6),(6 2624098.3),(7 3582705.3),(8 4564520.5),(9 5538853.5),(10 6806086.5),(11 8099478.5),(12 9386329),(13 10926012),(14 12541963),(15 14012819),(16 15751984),(17 17643208),(18 19375764),(19 21558070),(20 23935978),(21 25823922),(22 28016654),(23 30368778),(24 32381698),(25 34594700),(26 36935868),(27 38792148),(28 40700420),(29 42898716),(30 44718496),(31 46897700),(32 49519884),(33 51615790),(34 54193268),(35 57555532),(36 60533132),(37 63678828),(38 67328030),(39 70488260),(40 73924730),(41 77806830),(42 81141384),(43 84477380),(44 88020700),(45 90758630),(46 93603480),(47 97255550),(48 100269270),(49 103664010),(50 107818180),(51 111378040),(52 114722390),(53 118414360),(54 121686080),(55 124394890),(56 127163240),(57 129586776),(58 131899140),(59 134674400),(60 137219920),(61 139162160),(62 140740140),(63 141227440),(64 141749090),(65 143124050),(66 144446720),(67 145946820),(68 147610800),(69 148513620),(70 149176450),(71 150113600),(72 150616690),(73 151348820),(74 152662350),(75 153746240),(76 155292350),(77 157092750),(78 159195090),(79 160688270),
(1 23917.54),(2 41877.703),(3 49150.793),(4 53266.035),(5 57870.29),(6 61139.72),(7 61587.742),(8 62319.203),(9 61502.625),(10 62008.727),(11 63899.633),(12 66409.42),(13 69567.586),(14 70025.484),(15 72063.4),(16 71541.01),(17 72867.08),(18 74606.99),(19 76359.9),(20 75756.34),(21 77642.375),(22 79725.77),(23 77722.484),(24 79187.5),(25 81447.96),(26 83340.88),(27 86213.24),(28 86670.25),(29 88660.92),(30 92652.2),(31 94315.56),(32 96539.79),(33 96996.53),(34 99134.695),(35 99266.41),(36 97398.5),(37 99950.58),(38 102514.555),(39 103360.43),(40 104389.06),(41 107136.93),(42 107663.38),(43 107658.47),(44 113172.836),(45 112702.164),(46 113427.8),(47 114705.94),(48 115073.766),(49 115035.67),(50 117010.95),(51 117409.27),(52 117059.37),(53 115824.7),(54 115666.766),(55 117695.47),(56 119348.65),(57 120606.66),(58 119617.31),(59 119855.16),(60 119443.04),(61 119241.48),(62 120276.805),(63 120902.734),(64 119307.4),(65 119406.35),(66 118378.8),(67 117685.37),(68 118644.586),(69 117969.05),(70 115907.08),(71 116604.59),(72 116542.12),(73 115560.77),(74 116610.41),(75 115927.76),(76 116511.62),(77 116383.625),(78 117783.51),(79 117852.875),
(1 24880.996),(2 43164.387),(3 49908.523),(4 55163.67),(5 59473.97),(6 61393.93),(7 62214.04),(8 63544.04),(9 63188.46),(10 64861.68),(11 65607.43),(12 67782.555),(13 69147.555),(14 71627.67),(15 74045.05),(16 74744.836),(17 76012.43),(18 75748.336),(19 76317.01),(20 77751.445),(21 77997.766),(22 78045.78),(23 79397.22),(24 82585.55),(25 84475.555),(26 85735.61),(27 86663.6),(28 87001.59),(29 88575.97),(30 88581.18),(31 91245.375),(32 91678.87),(33 93006.484),(34 96476.234),(35 96699.32),(36 94987.75),(37 95949.94),(38 95967.48),(39 96878.01),(40 96240.41),(41 95995.625),(42 96899.64),(43 100636.44),(44 104623.57),(45 104658.914),(46 105155.266),(47 107229.43),(48 108954.34),(49 109513.43),(50 108972.69),(51 108422.66),(52 109142),(53 109809.25),(54 109287.375),(55 110892.01),(56 111806.71),(57 111202.59),(58 111789.266),(59 112515.336),(60 115391.67),(61 115592.734),(62 114556.83),(63 114187.75),(64 113096.35),(65 112029.13),(66 111729.51),(67 111142.55),(68 112436.55),(69 111640.94),(70 110301.05),(71 108358.19),(72 106772.04),(73 104908.586),(74 107406.836),(75 108264.54),(76 107584.89),(77 107847.984),(78 107480.836),(79 108201.08),
(1 21811.998),(2 38206.39),(3 42795.703),(4 46455.785),(5 49100.066),(6 51749.746),(7 53430.79),(8 54059.176),(9 55603.25),(10 57689.75),(11 57581.137),(12 59930.51),(13 60463.758),(14 62298.91),(15 64707.37),(16 65015.02),(17 65931.1),(18 66225.08),(19 67984.5),(20 69249.68),(21 69765.18),(22 70237.46),(23 72076.06),(24 72508.37),(25 74286.48),(26 74180.84),(27 75945.17),(28 78949.69),(29 80071.48),(30 81519.66),(31 80994.695),(32 82122.22),(33 82630.9),(34 84495.32),(35 84732.11),(36 86128.62),(37 87636.9),(38 86894.28),(39 87438.9),(40 87369.836),(41 85713.664),(42 86942.07),(43 88662.67),(44 90446.12),(45 89876.516),(46 88837.58),(47 89079.67),(48 90047.78),(49 91652.805),(50 92410.69),(51 90937.47),(52 90456.1),(53 89583.484),(54 90175.6),(55 92236.79),(56 92100.086),(57 93640.84),(58 95166.15),(59 96141.87),(60 95459.73),(61 96372.35),(62 96221.664),(63 95081.7),(64 94411.95),(65 94366.86),(66 94817.01),(67 94989.61),(68 95076.98),(69 94244.47),(70 94965.94),(71 92661.22),(72 91319.984),(73 91214.24),(74 90715.445),(75 92141.58),(76 92924.55),(77 91394.46),(78 91183.43),(79 91850.36),
(1 22484.74),(2 37146.42),(3 44023.074),(4 48328.37),(5 52543.254),(6 55757.73),(7 57581.25),(8 58408.695),(9 58671.06),(10 60334.668),(11 61652.504),(12 63702.21),(13 63094.6),(14 64656.773),(15 66754.89),(16 66547.69),(17 68781.83),(18 69633.55),(19 71324.74),(20 74196.26),(21 72375.06),(22 73711.766),(23 75400.68),(24 75485.98),(25 77215.44),(26 78300.37),(27 80343.195),(28 83187.19),(29 82481.97),(30 82879.52),(31 84225.45),(32 84363.11),(33 86620.51),(34 87686.12),(35 86881.98),(36 87324.59),(37 88311.2),(38 88801.05),(39 89866.445),(40 90449.02),(41 91042.68),(42 92257.57),(43 94190.6),(44 93312.555),(45 91773.72),(46 91070.94),(47 91803.586),(48 90644.93),(49 90523.75),(50 91662.51),(51 93474.88),(52 91230.875),(53 89244.234),(54 88988.21),(55 89341.5),(56 89086.18),(57 89100.12),(58 90649.03),(59 91682.03),(60 92392.71),(61 90662.47),(62 91693.734),(63 92686.086),(64 91360.195),(65 90479.41),(66 90991.266),(67 92402.94),(68 92869.62),(69 93238.055),(70 92466.28),(71 91068.19),(72 89733.8),(73 90243.52),(74 90432.41),(75 91754.58),(76 92119.43),(77 92837.266),(78 93276.91),(79 93554.625),
(1 21590.016),(2 38351.074),(3 45812.457),(4 49115.46),(5 53307.184),(6 55881.67),(7 57094.074),(8 58101.02),(9 57858.773),(10 58334.965),(11 59001.902),(12 60940.965),(13 61771.426),(14 63248.227),(15 64078.574),(16 63949.035),(17 65459.83),(18 66130.73),(19 66788.8),(20 68139.93),(21 68429.54),(22 68938.84),(23 68507.125),(24 68417.21),(25 70333.75),(26 72309.586),(27 73868.75),(28 74351.64),(29 75749.21),(30 77237.56),(31 78407.875),(32 81222.164),(33 83768.33),(34 84572.27),(35 83534.53),(36 83543.695),(37 83669.21),(38 84733.62),(39 85138.5),(40 84494.266),(41 84558.41),(42 86187.68),(43 87047.305),(44 87561.5),(45 86869.54),(46 86186.53),(47 83938.914),(48 83943.9),(49 83233.734),(50 84290.37),(51 84023.03),(52 83645.28),(53 83561.24),(54 84000.89),(55 84142.16),(56 84678.07),(57 83425.68),(58 83699.93),(59 85485.48),(60 86229.26),(61 88899.58),(62 89028.78),(63 88206.414),(64 87391.24),(65 87075.15),(66 87628.94),(67 88178.984),(68 86864.914),(69 85388.62),(70 86086.16),(71 86605.21),(72 89102.016),(73 90123.5),(74 89567.16),(75 89369.56),(76 88470.8),(77 88610.55),(78 91519.71),(79 92022.2),
(1 19955.219),(2 33641.215),(3 39812.688),(4 42707.445),(5 46627.902),(6 47081.77),(7 48527.77),(8 49390.67),(9 50319.8),(10 52806.26),(11 52653.438),(12 54701.016),(13 56024.234),(14 59600.344),(15 60314.727),(16 61845.875),(17 62073.8),(18 62298.152),(19 64108.293),(20 66742.984),(21 66819.29),(22 67546.44),(23 69054.06),(24 69220.086),(25 70433.57),(26 71793.875),(27 72471.75),(28 73110.72),(29 74342.36),(30 74303.61),(31 75421.586),(32 76854.52),(33 79034.805),(34 80040.125),(35 81045.85),(36 81406.78),(37 80382.555),(38 80580.43),(39 80989.625),(40 81204.49),(41 81765.12),(42 82808.38),(43 82628.766),(44 84138.93),(45 83881.07),(46 83348.71),(47 82426.36),(48 82260.46),(49 82888.82),(50 82467.805),(51 82185.27),(52 82932.766),(53 82102.11),(54 81343.08),(55 81526.09),(56 81378.58),(57 81720.45),(58 82228.28),(59 82186.85),(60 82220.26),(61 82299.79),(62 82127.89),(63 81753.41),(64 82524),(65 82031.02),(66 80912.805),(67 81817.914),(68 80839.49),(69 80579.61),(70 80345.6),(71 81329.086),(72 82390.72),(73 83569.18),(74 81905.51),(75 81553.06),(76 82299.64),(77 81475.414),(78 82309.01),(79 82596.04),
(1 21184.16),(2 35676.805),(3 40237.51),(4 43432.652),(5 46563.54),(6 48996.68),(7 48917.633),(8 49179.293),(9 49637.055),(10 49870.434),(11 49159.035),(12 51167.992),(13 52689.1),(14 54952.406),(15 54710.953),(16 55569.734),(17 56980.023),(18 57963.49),(19 59952.46),(20 60989.688),(21 62091.99),(22 63538.383),(23 64480.938),(24 65676.54),(25 69359.1),(26 71586.38),(27 72744.67),(28 73550.3),(29 72912.59),(30 74995.984),(31 74591.125),(32 76947.336),(33 77782.64),(34 78282.44),(35 78547.23),(36 78573.12),(37 79751.06),(38 79274.04),(39 78698.65),(40 80000.695),(41 82326.445),(42 81916.23),(43 83392.06),(44 83433.35),(45 84046.2),(46 84629),(47 84343.73),(48 85497.08),(49 86710.414),(50 86570.02),(51 86153.12),(52 86552),(53 86099.71),(54 86350.38),(55 86749.98),(56 86758.055),(57 86943.67),(58 88549.99),(59 87908.555),(60 88080.72),(61 89279.58),(62 89217.14),(63 88956.94),(64 88375.375),(65 87589.03),(66 87984.4),(67 87785.75),(68 87387.36),(69 88397.445),(70 87847.81),(71 87933.43),(72 87950.484),(73 87256.27),(74 86734.6),(75 86953.44),(76 86880),(77 85371.74),(78 86500.06),(79 86167.75),
(1 20050.322),(2 32254.94),(3 37016.95),(4 41542.336),(5 44072.324),(6 46293.38),(7 47008.145),(8 46922.805),(9 47871.73),(10 47870.145),(11 47880.95),(12 49367.625),(13 49995.52),(14 51229.176),(15 51275.824),(16 53318.168),(17 55300.695),(18 57537.82),(19 60424.117),(20 59766.05),(21 60401.77),(22 61765.2),(23 62030.75),(24 62584.98),(25 62365.676),(26 63100.67),(27 64797.742),(28 65626.8),(29 68206.57),(30 69532.13),(31 70468.96),(32 72543.07),(33 73448.04),(34 74484.03),(35 74932.72),(36 75141.03),(37 77899.55),(38 79866.73),(39 80542.5),(40 80126.91),(41 79465.98),(42 80805.92),(43 81752.46),(44 81889.125),(45 81178.695),(46 81426.46),(47 81182.71),(48 81211.53),(49 82444.91),(50 80744.25),(51 80327.69),(52 80891.484),(53 80430.53),(54 81044.19),(55 79838.555),(56 79855.39),(57 80216.22),(58 81708.31),(59 80132.5),(60 79622.26),(61 81328.08),(62 81235.51),(63 81538.14),(64 81981.83),(65 82393.78),(66 81593.31),(67 81420.85),(68 81155.24),(69 80518.76),(70 80045.09),(71 79871.23),(72 81629.91),(73 81446.54),(74 80659.83),(75 80646.67),(76 79985.75),(77 78897.92),(78 78738.81),(79 78590.9),
(1 19523.715),(2 32069.404),(3 37500.418),(4 41658.773),(5 43378.8),(6 45153.58),(7 45832.996),(8 45927.773),(9 48135.773),(10 47815.582),(11 48674.074),(12 48781.266),(13 49937.355),(14 51925.1),(15 52673.203),(16 54446.785),(17 55109.41),(18 55679.13),(19 57232.164),(20 56880.777),(21 56913.15),(22 57105.48),(23 57541.125),(24 59341.766),(25 60752.207),(26 62273.863),(27 63836.984),(28 65013.617),(29 66344.586),(30 68204.47),(31 68702.37),(32 70761.52),(33 71332.25),(34 71977.46),(35 72610.195),(36 73661.84),(37 74841.83),(38 75399.86),(39 76981.01),(40 77489.49),(41 78101.305),(42 80106.016),(43 81270.78),(44 82793.53),(45 82776.805),(46 82575.94),(47 82247.35),(48 84041.38),(49 85187.086),(50 83841.16),(51 84798.3),(52 85292.086),(53 83568.83),(54 83893.16),(55 82798.22),(56 82412.055),(57 83723.984),(58 84761.37),(59 83741.53),(60 84034.016),(61 83951.51),(62 82892.75),(63 82803.96),(64 83594.92),(65 82531.695),(66 81768.36),(67 81698.25),(68 82458.55),(69 82139.17),(70 81476.43),(71 82009.07),(72 82467.17),(73 83723.25),(74 82190.984),(75 81805.555),(76 82425.234),(77 82722.9),(78 83259.64),(79 83252.82),
(1 18111.988),(2 31002.125),(3 36260.73),(4 39021.832),(5 41919.59),(6 43933.336),(7 45273.613),(8 44967.86),(9 46866.06),(10 46613.99),(11 47646.016),(12 48425.47),(13 49086.383),(14 50442.145),(15 52959.563),(16 53333.11),(17 54184.45),(18 54940.49),(19 55796.77),(20 57010.516),(21 58209.543),(22 59568.895),(23 61451.61),(24 62505.855),(25 63783.05),(26 64631.934),(27 65709.81),(28 66095.34),(29 65496.902),(30 65747.03),(31 66104.664),(32 67699.164),(33 67688.875),(34 69047.02),(35 68738.93),(36 68673.586),(37 70549.02),(38 71313.86),(39 71669.34),(40 72079.69),(41 71931.94),(42 72309.875),(43 74196.42),(44 74888.26),(45 74488.93),(46 75402.68),(47 74519.84),(48 75676.19),(49 75777.16),(50 76301.84),(51 76211.87),(52 76131.46),(53 75608.92),(54 74987.96),(55 74646.016),(56 74643.375),(57 73612.7),(58 73930.62),(59 73231.36),(60 72574.43),(61 72058.336),(62 72634.9),(63 74891.92),(64 74714.3),(65 74143.766),(66 74637.625),(67 74915.06),(68 75423.14),(69 76047.76),(70 75144.97),(71 75168.76),(72 74508.38),(73 75127.98),(74 75901.73),(75 75585.375),(76 75687.46),(77 75652.95),(78 74010.29),(79 73291.65),
(1 17386.916),(2 29279.416),(3 34521.94),(4 36883.79),(5 39432.117),(6 40589.477),(7 41955.348),(8 42627.59),(9 43439.117),(10 44405.652),(11 44236.91),(12 45181.57),(13 46421.492),(14 46316.67),(15 47345.3),(16 48698.05),(17 49782.426),(18 52606.313),(19 54198.813),(20 55244.434),(21 56797.7),(22 57002.484),(23 58098.62),(24 59451.56),(25 61088.906),(26 61336.24),(27 62428.88),(28 62729.65),(29 64035.875),(30 65281.453),(31 66047.695),(32 68204.18),(33 68218.64),(34 69260.93),(35 70478.305),(36 71630.34),(37 72632.125),(38 73574.945),(39 73980.63),(40 73071.89),(41 73346.8),(42 73447.914),(43 75285.76),(44 75809.82),(45 76496.8),(46 75657.695),(47 75815.46),(48 74683.76),(49 75088.125),(50 74766.5),(51 74607.66),(52 75012.59),(53 74904.89),(54 74840.18),(55 75388.805),(56 75947.586),(57 75372.72),(58 75729.336),(59 74252.836),(60 74449.73),(61 74392.914),(62 74753.02),(63 73198.945),(64 73845.305),(65 74371.42),(66 73944.18),(67 73551.734),(68 74601.61),(69 74397.82),(70 73628.23),(71 73810.63),(72 72998.766),(73 73923.14),(74 73403.016),(75 72595.086),(76 73265.89),(77 73100.875),(78 72225.53),(79 71529.93),
(1 17264.592),(2 28667.107),(3 35213.01),(4 37678.156),(5 39851),(6 41974.492),(7 44394.367),(8 44951.273),(9 44851.543),(10 45250.17),(11 46786.547),(12 47999.527),(13 49034.625),(14 50250.563),(15 49393.625),(16 50967.83),(17 52894.016),(18 54838.02),(19 53970.02),(20 55406.28),(21 57019.69),(22 58340.574),(23 59954.555),(24 60752.35),(25 61846.934),(26 61217.74),(27 62403.29),(28 62612.39),(29 63536.95),(30 64861.64),(31 65983.7),(32 66110.96),(33 66749.61),(34 67230.836),(35 68187.58),(36 70479.41),(37 71068.945),(38 71441.164),(39 71159.35),(40 72819.47),(41 72166.54),(42 72514.18),(43 73089.01),(44 73451.83),(45 74342.125),(46 75343.07),(47 75924.15),(48 77811.016),(49 77003.9),(50 75283.766),(51 77630.85),(52 78439.86),(53 78613.26),(54 78394.414),(55 77613.055),(56 78491.34),(57 79171.46),(58 80006.234),(59 78251.11),(60 78959.31),(61 77815.125),(62 77184.5),(63 77890.86),(64 78163.734),(65 79310.664),(66 79453.95),(67 78145.3),(68 78567.79),(69 78763.58),(70 80534.8),(71 79372.83),(72 78544.67),(73 79106.26),(74 78595.26),(75 77569.91),(76 77558.055),(77 76798.98),(78 76400.64),(79 76875.2),
(1 17158.65),(2 27787.555),(3 32315.89),(4 34906.645),(5 36033.06),(6 39037.992),(7 39953.31),(8 40121.887),(9 40004.1),(10 40531.906),(11 41838.77),(12 42708.637),(13 43795.992),(14 44741.746),(15 45122.695),(16 47172.594),(17 47445.82),(18 49497.992),(19 49365.453),(20 51448.51),(21 52201.92),(22 52814.797),(23 55134.492),(24 55847.945),(25 57694.164),(26 59333.434),(27 61489.51),(28 62584.22),(29 62186.254),(30 63429.566),(31 64882.125),(32 65411.754),(33 65948.04),(34 66220.06),(35 66791.49),(36 66460.984),(37 66540.27),(38 67200.59),(39 67387.88),(40 68030.1),(41 69629.39),(42 70732.77),(43 71859.04),(44 71419.62),(45 72483.05),(46 72923.62),(47 71224.875),(48 71335.62),(49 71292.305),(50 70596.4),(51 70630.72),(52 70081.56),(53 70361.07),(54 70285.28),(55 69419.375),(56 68851.61),(57 69075.01),(58 69613.48),(59 69331.25),(60 69446.99),(61 69233.93),(62 69126.086),(63 68086.93),(64 68239.58),(65 68139.77),(66 67973.914),(67 66834.59),(68 68121.914),(69 69187.15),(70 70094.94),(71 70275.305),(72 69629.65),(73 69454.89),(74 70016.33),(75 69505.66),(76 70039.12),(77 70654.82),(78 71257.57),(79 69908.516),
(1 16788.98),(2 27045.928),(3 32627.035),(4 35329.277),(5 36242.598),(6 37952.336),(7 38787.445),(8 38775.73),(9 39388.445),(10 39908.09),(11 41510.69),(12 42504.38),(13 43696.758),(14 44823.95),(15 46271.523),(16 47927.047),(17 48634.305),(18 48899.336),(19 49265.164),(20 51237.863),(21 51898.563),(22 52262.582),(23 54202.77),(24 54263.656),(25 55851.625),(26 56689.188),(27 57983.1),(28 58464.773),(29 58697.305),(30 60959.438),(31 60926.555),(32 62703.93),(33 63096.27),(34 63755.84),(35 64106.06),(36 62738.992),(37 64303.77),(38 65151.82),(39 65017.344),(40 64204.832),(41 64430.508),(42 66240.55),(43 66600.29),(44 67324.766),(45 67755.67),(46 67769.19),(47 67410.87),(48 68402.43),(49 67922.67),(50 68229.1),(51 69853.27),(52 69450.77),(53 69267.3),(54 69064.94),(55 68998.72),(56 70026.44),(57 70652.39),(58 70098.8),(59 69497.34),(60 69520.984),(61 69497.72),(62 70401.87),(63 70183.74),(64 69903.25),(65 70155.3),(66 69253.586),(67 70190.695),(68 70962),(69 69706.875),(70 69528.555),(71 68321.56),(72 67133.53),(73 68258.57),(74 69261.55),(75 69261.46),(76 69411.65),(77 68959.54),(78 68944.95),(79 67476.69),
(1 16273.4795),(2 27052.355),(3 31714.586),(4 33078.832),(5 34304.37),(6 35866.703),(7 36963.676),(8 36910.99),(9 37705.105),(10 38423.945),(11 39846.934),(12 39849.46),(13 40064.582),(14 40376.39),(15 42517.383),(16 45278.14),(17 46701.754),(18 47144.16),(19 48014.492),(20 49944.848),(21 49567.453),(22 50833.895),(23 52884.17),(24 54319.254),(25 55210.9),(26 56300.297),(27 55980.727),(28 55926.023),(29 56580.383),(30 57853.457),(31 57851.664),(32 58465.668),(33 59148.875),(34 60310.207),(35 61748.344),(36 60820.92),(37 61609.45),(38 62104.492),(39 62897.16),(40 63622.395),(41 63776.457),(42 65013.703),(43 66223.96),(44 66133.56),(45 65209.668),(46 64519.164),(47 65189.605),(48 66397.69),(49 65610.89),(50 65803.73),(51 66361.43),(52 66865.305),(53 67428.23),(54 66911.7),(55 66027),(56 66310.016),(57 67179.55),(58 67215.64),(59 67511.516),(60 67428.555),(61 67089.06),(62 66453.45),(63 66856.06),(64 66807.08),(65 65038.152),(66 64944.13),(67 64981.492),(68 64810.414),(69 64803.773),(70 65657.52),(71 64416.895),(72 63644.816),(73 63992.344),(74 63315.184),(75 64175.242),(76 64514.055),(77 63917.48),(78 64274.31),(79 64185.605),
(1 15983.244),(2 25557.686),(3 30070.16),(4 30972.852),(5 32998.926),(6 34603.684),(7 35939.977),(8 36224.18),(9 37565.816),(10 37925.445),(11 39273.21),(12 38735.7),(13 39817.625),(14 40703.305),(15 43204),(16 44918.418),(17 45448.055),(18 46133.45),(19 47150.93),(20 47894.754),(21 48026.55),(22 48847.227),(23 49368.395),(24 49392.414),(25 50206.195),(26 51328.832),(27 52976.11),(28 52756.742),(29 53645.332),(30 54956.023),(31 56261.992),(32 56373.785),(33 56396),(34 57034.418),(35 57799.29),(36 58460.65),(37 59600.184),(38 60735.285),(39 60321.17),(40 60542.246),(41 62246.184),(42 62321.79),(43 62672.13),(44 62550.582),(45 62081.64),(46 63090.52),(47 62083.668),(48 61737.402),(49 61686.277),(50 62504.68),(51 63050.67),(52 62757.766),(53 62960.332),(54 63346.2),(55 62340.7),(56 62935.49),(57 62942.543),(58 62201.66),(59 62536.914),(60 62681.434),(61 61481.31),(62 62153.816),(63 61804.18),(64 61853.234),(65 61746.594),(66 61518.65),(67 61802.734),(68 61459.97),(69 61267.902),(70 61186.84),(71 61232.566),(72 60812.863),(73 60215.52),(74 60541.406),(75 60093.99),(76 58752.79),(77 58463.203),(78 58722.957),(79 57861.68),
(1 16148.956),(2 26341.563),(3 29749.71),(4 31572.377),(5 33177.316),(6 33805.78),(7 35140.273),(8 35369.625),(9 35432.42),(10 36244.07),(11 38734.54),(12 39126.59),(13 39560.76),(14 39904.6),(15 42475.395),(16 43290.51),(17 44445.24),(18 45362.945),(19 46558.445),(20 48229.703),(21 48691.605),(22 49205.32),(23 49332.9),(24 50077.684),(25 51201.082),(26 52584.266),(27 52923.93),(28 53274.566),(29 54484.297),(30 55054.402),(31 55826.535),(32 56891.918),(33 56558.35),(34 56561.56),(35 56690.402),(36 57168.402),(37 57688.69),(38 58911.332),(39 58091.95),(40 59146.215),(41 59904.414),(42 60166.754),(43 60459.492),(44 61414.566),(45 62463.113),(46 62422.598),(47 62341.094),(48 61436.316),(49 61518.42),(50 62270),(51 62186.04),(52 61616.266),(53 62005.598),(54 61785.652),(55 61491.742),(56 61437.25),(57 61764.44),(58 61582.63),(59 61492.58),(60 60438.39),(61 60357.46),(62 60111.176),(63 60749.93),(64 60623.734),(65 60630.566),(66 60195.063),(67 60016.207),(68 59163.9),(69 58784.33),(70 58354.848),(71 58436.598),(72 58757.258),(73 59287.523),(74 59644.75),(75 59482.445),(76 59345.73),(77 60118.113),(78 59715.67),(79 59669.484),
(1 14976.953),(2 24370.531),(3 27611.404),(4 29917.936),(5 31338.494),(6 31793.977),(7 32336.281),(8 32491.441),(9 33274.332),(10 33996.13),(11 34896.586),(12 34893.984),(13 35198.496),(14 35316.848),(15 37305.715),(16 38191.008),(17 39840.89),(18 40013.24),(19 40859.957),(20 42013.387),(21 43214.465),(22 43857.707),(23 44183.3),(24 45226.586),(25 45855.38),(26 46933.305),(27 46918.617),(28 46496.1),(29 47315.805),(30 47812.246),(31 48780.918),(32 48425.574),(33 49540.496),(34 50569.25),(35 50504.797),(36 51104.367),(37 50942.88),(38 50855.24),(39 50769.742),(40 52085.555),(41 52757.613),(42 54081.508),(43 54978.586),(44 55132.023),(45 54864.62),(46 55348.684),(47 55499.063),(48 55845.004),(49 56274.33),(50 55851.164),(51 55097.14),(52 55728.24),(53 55669.027),(54 55006.965),(55 54607.26),(56 54794.06),(57 54947.133),(58 55506.11),(59 55075.12),(60 54228.14),(61 53451.754),(62 53688.34),(63 52204.07),(64 52799.73),(65 53022.766),(66 53389.613),(67 53363.99),(68 52912.18),(69 52092.117),(70 52358.727),(71 52114.6),(72 52123.53),(73 51997.26),(74 51751.66),(75 51589.223),(76 52202.305),(77 51430.273),(78 51554.656),(79 52531.004),
