1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1575.9131),(2 1854.7728),(3 2219.5562),(4 2384.5664),(5 2635.9517),(6 2722.831),(7 2799.0005),(8 2899.7607),(9 2939.0083),(10 3000.0598),(11 3084.5754),(12 3133.3582),(13 3222.8577),(14 3273.4207),(15 3424.9138),(16 3437.6584),(17 3535.5112),(18 3589.906),(19 3644.8596),(20 3709.814),(21 3859.45),(22 3896.0273),(23 3934.2124),(24 4046.6936),(25 4050.6057),(26 4125.9917),(27 4136.148),(28 4213.7065),(29 4248.378),(30 4312.232),(31 4345.6567),(32 4412.287),(33 4393.978),(34 4399.8022),(35 4356.5234),(36 4342.1484),(37 4337.548),(38 4302.8477),(39 4308.6465),(40 4333.034),(41 4307.488),(42 4268.822),(43 4285.6563),(44 4242.148),(45 4174.733),(46 4190.1074),(47 4186.3013),(48 4183.7188),(49 4114.2163),(50 4102.139),(51 4103.95),(52 4104.5703),(53 4089.7969),(54 4134.834),(55 4148.689),(56 4126.561),(57 4065.663),(58 4040.2913),(59 4051.684),(60 4048.7915),(61 4100.963),(62 4072.5369),(63 4116.982),(64 4070.3208),(65 4083.0154),(66 4073.863),(67 4104.6763),(68 4101.1616),(69 4097.534),(70 4091.1003),(71 4063.0813),(72 4062.0715),(73 4021.8042),(74 3997.311),(75 3988.148),(76 3974.023),(77 3981.0261),(78 3989.8757),(79 3954.6035),
(1 1571.6257),(2 1856.1957),(3 2136.9485),(4 2356.7432),(5 2549.6086),(6 2692.152),(7 2746.2654),(8 2848.4072),(9 2903.095),(10 2936.3264),(11 3042.593),(12 3110.1523),(13 3221.967),(14 3287.4468),(15 3437.4539),(16 3466.6406),(17 3565.6436),(18 3599.8054),(19 3700.7922),(20 3824.2234),(21 3901.083),(22 3992.631),(23 4114.579),(24 4227.781),(25 4274.409),(26 4278.757),(27 4355.903),(28 4432.9053),(29 4474.0527),(30 4543.156),(31 4549.2456),(32 4633.141),(33 4613.7046),(34 4670.728),(35 4655.0386),(36 4599.434),(37 4588.218),(38 4566.376),(39 4580.2925),(40 4558.891),(41 4522.5977),(42 4544.1553),(43 4458.756),(44 4398.3535),(45 4363.4473),(46 4367.2363),(47 4312.559),(48 4319.9604),(49 4265.8994),(50 4245.0415),(51 4257.0547),(52 4224.869),(53 4277.484),(54 4216.597),(55 4238.029),(56 4236.723),(57 4205.496),(58 4191.9927),(59 4170.4326),(60 4186.6475),(61 4216.032),(62 4240.3804),(63 4223.9214),(64 4257.8037),(65 4265.037),(66 4220.789),(67 4246.7793),(68 4212.1465),(69 4266.443),(70 4237.4575),(71 4177.018),(72 4193.229),(73 4177.7456),(74 4139.4966),(75 4161.7295),(76 4089.7312),(77 4066.0718),(78 4086.1116),(79 4070.6467),
(1 1533.2714),(2 1806.6301),(3 2102.5564),(4 2311.0325),(5 2506.2615),(6 2602.8677),(7 2693.1196),(8 2822.574),(9 2875.9258),(10 2942.7693),(11 3037.7297),(12 3138.2368),(13 3268.0715),(14 3311.2815),(15 3477.5735),(16 3472.7983),(17 3602.028),(18 3652.3618),(19 3738.9524),(20 3870.7107),(21 3934.4678),(22 4018.551),(23 4135.3545),(24 4227.2466),(25 4293.1914),(26 4330.2344),(27 4420.5444),(28 4436.9146),(29 4567.2085),(30 4593.3916),(31 4634.8657),(32 4682.8965),(33 4663.465),(34 4675.143),(35 4635.394),(36 4612.9893),(37 4573.6714),(38 4567.0537),(39 4545.838),(40 4512.6133),(41 4495.3916),(42 4487.287),(43 4428.99),(44 4355.96),(45 4310.9536),(46 4268.5503),(47 4206.4673),(48 4200.5264),(49 4128.965),(50 4124.582),(51 4096.177),(52 4095.7844),(53 4065.8242),(54 4034.7317),(55 4009.5864),(56 4036.3054),(57 4072.5112),(58 4021.2107),(59 4016.1711),(60 4010.1016),(61 3988.9502),(62 4006.8325),(63 4005.7175),(64 4059.0596),(65 4081.459),(66 4080.5864),(67 4078.2927),(68 4115.5586),(69 4077.109),(70 4094.3298),(71 4085.3257),(72 4053.1123),(73 4070.563),(74 4061.564),(75 4074.358),(76 4033.967),(77 4044.2153),(78 4034.995),(79 4044.4192),
(1 1498.3757),(2 1771.4495),(3 2066.2097),(4 2295.2275),(5 2474.7117),(6 2562.4814),(7 2650.0874),(8 2754.0583),(9 2846.6677),(10 2896.551),(11 2986.4321),(12 3086.8347),(13 3186.8403),(14 3228.233),(15 3344.0376),(16 3386.3718),(17 3500.2966),(18 3536.2905),(19 3591.6416),(20 3714.4329),(21 3830.956),(22 3870.7935),(23 4011.5684),(24 4108.1772),(25 4168.0127),(26 4222.7646),(27 4296.327),(28 4357.819),(29 4432.164),(30 4511.4067),(31 4499.9414),(32 4550.7197),(33 4556.9463),(34 4553.334),(35 4509.425),(36 4484.939),(37 4482.112),(38 4442.271),(39 4468.4907),(40 4433.0117),(41 4415.8364),(42 4331.852),(43 4278.2617),(44 4201.4316),(45 4172.8696),(46 4125.6104),(47 4065.6025),(48 4055.5742),(49 4033.1924),(50 4004.3472),(51 4001.7432),(52 4044.6294),(53 3982.4998),(54 4039.2798),(55 4006.976),(56 4006.9941),(57 4002.672),(58 4039.9724),(59 4011.2275),(60 4005.7703),(61 3977.5679),(62 4004.309),(63 4000.0615),(64 4042.8972),(65 4044.3464),(66 4055.6213),(67 4073.69),(68 4078.185),(69 4046.3174),(70 4017.5276),(71 4025.4065),(72 3988.816),(73 4012.5398),(74 3985.438),(75 3965.4006),(76 3935.4104),(77 3948.8774),(78 3943.1682),(79 3948.1667),
(1 1485.7052),(2 1728.7773),(3 2067.3975),(4 2259.4775),(5 2403.874),(6 2527.643),(7 2621.1284),(8 2707.5789),(9 2745.9343),(10 2828.9705),(11 2907.244),(12 3008.6006),(13 3125.6777),(14 3155.671),(15 3287.4976),(16 3327.579),(17 3450.3735),(18 3488.9731),(19 3598.9846),(20 3685.7234),(21 3816.016),(22 3900.214),(23 4048.5166),(24 4110.97),(25 4176.4634),(26 4203.2817),(27 4250.841),(28 4281.5425),(29 4385.933),(30 4387.3755),(31 4467.2007),(32 4427.6973),(33 4436.262),(34 4352.7837),(35 4351.028),(36 4351.343),(37 4289.014),(38 4266.2974),(39 4256.8677),(40 4196.8813),(41 4190.7046),(42 4187.28),(43 4118.7173),(44 4061.585),(45 4041.4448),(46 3966.1074),(47 3950.0203),(48 3914.7783),(49 3841.7349),(50 3856.4993),(51 3818.6982),(52 3839.072),(53 3838.563),(54 3879.3196),(55 3875.8816),(56 3883.6077),(57 3892.3354),(58 3928.2246),(59 3922.9944),(60 3941.4731),(61 3935.614),(62 3962.2769),(63 3974.1433),(64 4007.2637),(65 4046.083),(66 4022.4846),(67 4031.1077),(68 4051.6626),(69 4040.0295),(70 4018.8665),(71 3994.1172),(72 3986.14),(73 3966.4414),(74 3947.8765),(75 3949.5923),(76 3934.7095),(77 3903.6409),(78 3871.7065),(79 3864.5435),
(1 1470.93),(2 1719.6554),(3 2010.1304),(4 2202.5088),(5 2388.295),(6 2494.0974),(7 2601.783),(8 2635.4358),(9 2728.3914),(10 2818.8804),(11 2871.6682),(12 2975.0608),(13 3031.1265),(14 3126.3015),(15 3240.262),(16 3328.8936),(17 3399.8313),(18 3471.4412),(19 3537.3079),(20 3697.0635),(21 3850.3108),(22 3933.5115),(23 4041.4646),(24 4127.48),(25 4218.0044),(26 4284.9873),(27 4343.6567),(28 4394.3506),(29 4475.86),(30 4491.1),(31 4551.51),(32 4595.254),(33 4587.7134),(34 4600.631),(35 4574.1235),(36 4545.777),(37 4503.99),(38 4462.8247),(39 4491.3096),(40 4459.1855),(41 4443.7495),(42 4373.731),(43 4264.6),(44 4221.2065),(45 4205.3164),(46 4137.9614),(47 4135.248),(48 4060.6929),(49 4013.1768),(50 4001.8323),(51 3998.0945),(52 4005.156),(53 4000.7485),(54 4006.7217),(55 3989.4346),(56 3978.0095),(57 3972.9797),(58 4019.0398),(59 4036.2593),(60 4029.9104),(61 4021.922),(62 4018.486),(63 4026.343),(64 4085.3044),(65 4105.2163),(66 4132.3276),(67 4113.6445),(68 4081.0603),(69 4087.7507),(70 4038.85),(71 4009.0625),(72 4017.0515),(73 4050.4954),(74 4011.7373),(75 3970.7659),(76 3938.7954),(77 3967.7642),(78 3913.4978),(79 3889.8057),
(1 1371.8922),(2 1674.4065),(3 1957.1572),(4 2163.975),(5 2281.6775),(6 2409.919),(7 2493.705),(8 2559.2688),(9 2639.1738),(10 2727.8901),(11 2838.4617),(12 2934.9236),(13 3015.532),(14 3127.9944),(15 3253.8257),(16 3343.4275),(17 3407.4712),(18 3460.4807),(19 3531.3289),(20 3705.763),(21 3796.588),(22 3965.4258),(23 4007.1677),(24 4142.6245),(25 4204.6914),(26 4274.201),(27 4350.895),(28 4336.768),(29 4404.2656),(30 4440.127),(31 4516.9067),(32 4484.9536),(33 4418.8843),(34 4378.4326),(35 4337.1865),(36 4304.2397),(37 4266.4634),(38 4216.737),(39 4191.632),(40 4167.841),(41 4176.6357),(42 4092.2815),(43 4024.1445),(44 3975.8413),(45 3891.3025),(46 3873.939),(47 3828.2417),(48 3723.808),(49 3738.0027),(50 3722.321),(51 3743.0806),(52 3752.6597),(53 3759.0784),(54 3771.1526),(55 3804.187),(56 3833.3235),(57 3863.6309),(58 3838.8958),(59 3870.5159),(60 3883.4436),(61 3891.0664),(62 3926.343),(63 3945.7122),(64 4018.7114),(65 4080.1848),(66 4100.9883),(67 4125.0996),(68 4117.9844),(69 4213.802),(70 4203.7104),(71 4156.222),(72 4141.414),(73 4105.5044),(74 4083.283),(75 4057.3057),(76 4026.1436),(77 4034.0388),(78 3993.533),(79 3947.5483),
(1 1316.2405),(2 1590.9447),(3 1865.0632),(4 2040.5223),(5 2178.0168),(6 2298.5398),(7 2396.8145),(8 2474.6216),(9 2532.3074),(10 2595.878),(11 2687.455),(12 2811.5513),(13 2881.7268),(14 3038.3381),(15 3085.4775),(16 3210.031),(17 3276.2866),(18 3328.0247),(19 3406.0313),(20 3527.6465),(21 3666.1865),(22 3783.7166),(23 3847.9746),(24 3912.086),(25 4027.836),(26 4072.8167),(27 4185.961),(28 4200.5845),(29 4289.3135),(30 4334.7153),(31 4445.012),(32 4461.5796),(33 4435.459),(34 4417.6846),(35 4310.3105),(36 4291.9424),(37 4258.7817),(38 4251.5464),(39 4280.638),(40 4269.9893),(41 4228.719),(42 4170.3853),(43 4059.723),(44 4048.176),(45 4002.745),(46 3922.6123),(47 3894.8848),(48 3840.5735),(49 3776.027),(50 3755.5994),(51 3774.914),(52 3745.0962),(53 3807.8838),(54 3786.8892),(55 3757.4902),(56 3789.6663),(57 3787.73),(58 3762.1316),(59 3757.805),(60 3775.1348),(61 3723.9126),(62 3760.5327),(63 3780.5261),(64 3818.9282),(65 3873.595),(66 3855.2927),(67 3896.6714),(68 3889.0117),(69 3864.1184),(70 3840.5427),(71 3846.7256),(72 3800.6943),(73 3818.5588),(74 3792.6704),(75 3785.3147),(76 3775.3884),(77 3758.0906),(78 3766.3655),(79 3732.38),
(1 1365.8916),(2 1641.0243),(3 1924.6431),(4 2123.2095),(5 2221.9429),(6 2341.5383),(7 2434.528),(8 2537.969),(9 2611.4563),(10 2656.6792),(11 2728.071),(12 2792.118),(13 2930.1),(14 2996.4373),(15 3138.445),(16 3255.7173),(17 3275.631),(18 3325.168),(19 3377.4016),(20 3487.6807),(21 3599.142),(22 3696.9724),(23 3759.1677),(24 3872.111),(25 3914.7434),(26 3945.607),(27 4012.893),(28 4018.5146),(29 4175.462),(30 4153.473),(31 4207.789),(32 4249.7227),(33 4233.73),(34 4175.778),(35 4160.787),(36 4113.2393),(37 4093.328),(38 4066.8025),(39 4115.3994),(40 4086.418),(41 4052.821),(42 4003.8716),(43 3940.3735),(44 3971.5452),(45 3891.9924),(46 3881.3179),(47 3851.4915),(48 3775.8853),(49 3787.5352),(50 3751.4255),(51 3760.3228),(52 3730.0222),(53 3758.184),(54 3744.3108),(55 3785.1418),(56 3762.7646),(57 3747.2947),(58 3712.5608),(59 3716.5222),(60 3709.0776),(61 3714.444),(62 3765.632),(63 3805.152),(64 3861.1003),(65 3914.0298),(66 3922.277),(67 3953.4646),(68 3957.6292),(69 3957.0488),(70 3987.782),(71 3949.31),(72 3920.4631),(73 3926.6738),(74 3905.218),(75 3923.2668),(76 3887.5042),(77 3865.2065),(78 3800.482),(79 3768.9292),
(1 1276.5015),(2 1556.7875),(3 1817.0778),(4 2001.8334),(5 2116.5698),(6 2246.6924),(7 2290.6802),(8 2422.17),(9 2468.7312),(10 2554.402),(11 2589.4446),(12 2647.524),(13 2778.4387),(14 2830.229),(15 2938.0315),(16 2997.5938),(17 3082.3984),(18 3121.9258),(19 3215.5386),(20 3320.0313),(21 3458.0642),(22 3581.4382),(23 3598.0845),(24 3732.2368),(25 3800.0212),(26 3866.026),(27 3915.6345),(28 3913.0989),(29 3976.849),(30 4041.6716),(31 4086.071),(32 4071.6575),(33 4086.9502),(34 4052.2637),(35 4028.2388),(36 3969.802),(37 3947.475),(38 3907.6174),(39 3869.0627),(40 3870.7275),(41 3825.1492),(42 3808.625),(43 3715.8723),(44 3689.7659),(45 3657.1575),(46 3589.1985),(47 3591.6924),(48 3568.4983),(49 3565.9019),(50 3531.9697),(51 3550.4944),(52 3542.667),(53 3520.0205),(54 3538.0618),(55 3563.311),(56 3589.4858),(57 3560.0823),(58 3560.8408),(59 3546.098),(60 3560.3965),(61 3523.3142),(62 3559.1047),(63 3549.5303),(64 3579.8096),(65 3639.2266),(66 3608.0444),(67 3610.4604),(68 3581.5566),(69 3614.2493),(70 3601.412),(71 3584.1694),(72 3596.691),(73 3550.9648),(74 3543.6492),(75 3533.7544),(76 3516.24),(77 3519.177),(78 3474.1475),(79 3491.4622),
(1 1282.5393),(2 1563.9021),(3 1810.6501),(4 2031.2008),(5 2159.6418),(6 2256.0862),(7 2339.2273),(8 2441.2244),(9 2500.4292),(10 2553.4634),(11 2639.8948),(12 2655.6628),(13 2781.0542),(14 2832.8853),(15 2954.8726),(16 3062.7725),(17 3109.1172),(18 3191.2375),(19 3277.8096),(20 3396.777),(21 3542.943),(22 3635.9478),(23 3680.8108),(24 3795.2136),(25 3849.749),(26 3887.5203),(27 3957.3828),(28 3971.5754),(29 4038.3105),(30 4084.2756),(31 4126.448),(32 4123.4644),(33 4123.403),(34 4077.7063),(35 4054.288),(36 4019.451),(37 3972.603),(38 4006.8752),(39 3999.542),(40 3993.9353),(41 3940.306),(42 3930.245),(43 3924.8572),(44 3843.8835),(45 3828.159),(46 3735.6716),(47 3649.778),(48 3661.22),(49 3632.6438),(50 3619.4146),(51 3618.5652),(52 3572.7136),(53 3616.7297),(54 3571.9766),(55 3558.4397),(56 3578.861),(57 3555.9387),(58 3571.275),(59 3567.213),(60 3551.5583),(61 3581.5605),(62 3551.5425),(63 3579.1133),(64 3550.4575),(65 3593.6924),(66 3604.8813),(67 3606.642),(68 3616.3433),(69 3589.6196),(70 3590.6265),(71 3612.234),(72 3582.34),(73 3555.7344),(74 3558.672),(75 3553.7603),(76 3539.7634),(77 3528.1443),(78 3514.339),(79 3503.5024),
(1 1279.3319),(2 1545.485),(3 1783.7491),(4 1978.0105),(5 2114.3962),(6 2229.6516),(7 2326.3992),(8 2445.6104),(9 2495.604),(10 2514.1558),(11 2596.5825),(12 2638.2776),(13 2759.765),(14 2815.6404),(15 2956.699),(16 3016.7097),(17 3074.7468),(18 3112.0286),(19 3221.6357),(20 3315.5571),(21 3428.325),(22 3521.6284),(23 3595.3884),(24 3681.6797),(25 3739.8625),(26 3775.6328),(27 3835.8901),(28 3899.8677),(29 3960.8987),(30 3990.5132),(31 4036.051),(32 4042.491),(33 4011.8481),(34 4006.5132),(35 3972.1711),(36 3944.6099),(37 3916.1191),(38 3915.5898),(39 3944.1284),(40 3908.4504),(41 3896.589),(42 3868.4138),(43 3841.4304),(44 3761.933),(45 3712.811),(46 3670.8674),(47 3646.3489),(48 3662.4136),(49 3624.1392),(50 3608.8098),(51 3616.5898),(52 3618.829),(53 3613.7363),(54 3621.498),(55 3613.2112),(56 3612.5598),(57 3606.3457),(58 3595.9712),(59 3610.7595),(60 3604.4893),(61 3607.4138),(62 3615.7566),(63 3668.2754),(64 3673.894),(65 3688.6763),(66 3704.1838),(67 3692.7407),(68 3710.7854),(69 3692.5132),(70 3700.8086),(71 3670.593),(72 3690.598),(73 3651.5193),(74 3613.9875),(75 3574.1729),(76 3553.8455),(77 3566.5051),(78 3510.046),(79 3510.0686),
(1 1260.5471),(2 1528.636),(3 1760.7462),(4 1948.3203),(5 2080.941),(6 2193.6282),(7 2299.9556),(8 2352.0803),(9 2440.215),(10 2484.9993),(11 2525.5945),(12 2582.0942),(13 2674.5928),(14 2764.261),(15 2856.0447),(16 2918.3633),(17 3028.3887),(18 3094.3127),(19 3188.862),(20 3299.822),(21 3397.1848),(22 3504.8696),(23 3580.8918),(24 3636.9673),(25 3715.2378),(26 3772.7236),(27 3833.7441),(28 3867.3945),(29 3938.1372),(30 3974.317),(31 4042.5344),(32 4027.6462),(33 4075.7014),(34 4007.1912),(35 3983.3545),(36 3934.9092),(37 3879.4446),(38 3861.0793),(39 3886.2507),(40 3864.1643),(41 3859.4468),(42 3808.1714),(43 3749.4563),(44 3727.214),(45 3655.1772),(46 3679.1206),(47 3638.3718),(48 3595.8748),(49 3570.7815),(50 3548.7168),(51 3537.5454),(52 3517.4993),(53 3491.6936),(54 3496.0366),(55 3447.5266),(56 3489.7537),(57 3469.0771),(58 3447.5735),(59 3480.987),(60 3470.3894),(61 3488.107),(62 3512.0083),(63 3536.353),(64 3600.7097),(65 3600.8672),(66 3629.084),(67 3622.9429),(68 3598.0828),(69 3596.5186),(70 3599.2766),(71 3575.411),(72 3552.6672),(73 3525.5422),(74 3536.34),(75 3563.7046),(76 3521.8655),(77 3517.1267),(78 3491.874),(79 3466.5952),
(1 1250.5524),(2 1490.1228),(3 1749.0648),(4 1911.0962),(5 2067.8398),(6 2165.033),(7 2256.432),(8 2312.3757),(9 2374.2654),(10 2447.5393),(11 2476.693),(12 2561.9814),(13 2648.1724),(14 2695.8645),(15 2801.9995),(16 2904.0166),(17 2951.4026),(18 3029.253),(19 3097.874),(20 3197.7703),(21 3304.757),(22 3381.2527),(23 3469.5566),(24 3556.686),(25 3635.5283),(26 3702.8687),(27 3752.3708),(28 3810.6978),(29 3885.5242),(30 3917.4817),(31 3943.4114),(32 3995.8057),(33 3964.8572),(34 3954.9878),(35 3968.4866),(36 3930.153),(37 3893.7048),(38 3893.1658),(39 3916.1567),(40 3895.7817),(41 3860.7278),(42 3846.4802),(43 3795.3901),(44 3767.9868),(45 3679.3901),(46 3629.3079),(47 3598.6748),(48 3572.8367),(49 3532.1543),(50 3495.5034),(51 3509.1643),(52 3496.2776),(53 3501.5906),(54 3489.3801),(55 3481.8916),(56 3476.062),(57 3456.4692),(58 3434.5007),(59 3453.2925),(60 3463.659),(61 3472.2961),(62 3476.9006),(63 3505.898),(64 3506.7207),(65 3529.1038),(66 3530.912),(67 3542.1682),(68 3528.1855),(69 3517.3328),(70 3511.7056),(71 3500.5383),(72 3480.6897),(73 3473.6792),(74 3494.8562),(75 3473.9734),(76 3477.0798),(77 3473.537),(78 3446.5105),(79 3453.5928),
(1 1232.7626),(2 1444.3148),(3 1701.0886),(4 1850.5006),(5 2053.4739),(6 2103.304),(7 2202.9321),(8 2252.611),(9 2329.8328),(10 2387.7976),(11 2405.7717),(12 2498.9502),(13 2589.5662),(14 2669.484),(15 2734.6091),(16 2852.8987),(17 2899.5579),(18 2985.4712),(19 3071.291),(20 3188.1711),(21 3321.6582),(22 3377.4788),(23 3457.4807),(24 3543.9678),(25 3629.6733),(26 3651.2844),(27 3718.5488),(28 3792.38),(29 3874.4578),(30 3919.5298),(31 3959.6567),(32 4010.1008),(33 4050.9067),(34 4033.9841),(35 4025.9448),(36 4004.0159),(37 3982.227),(38 3979.1816),(39 3946.6143),(40 3919.1882),(41 3888.2434),(42 3859.71),(43 3805.5303),(44 3758.9622),(45 3691.977),(46 3678.8987),(47 3663.9468),(48 3604.2588),(49 3539.4084),(50 3513.3667),(51 3511.9302),(52 3476.7502),(53 3471.4082),(54 3469.8943),(55 3438.1577),(56 3414.2283),(57 3430.6614),(58 3443.8752),(59 3412.5442),(60 3418.7593),(61 3455.2126),(62 3456.9639),(63 3496.5369),(64 3513.7268),(65 3510.6128),(66 3497.9182),(67 3519.1155),(68 3560.7727),(69 3538.338),(70 3561.9646),(71 3559.6125),(72 3517.4707),(73 3524.713),(74 3539.3188),(75 3529.4143),(76 3513.1812),(77 3522.0315),(78 3524.7864),(79 3526.7769),
(1 1219.4017),(2 1459.9058),(3 1704.417),(4 1854.0847),(5 2031.0504),(6 2096.108),(7 2184.9236),(8 2265.283),(9 2325.3733),(10 2370.1086),(11 2396.5286),(12 2476.0244),(13 2520.678),(14 2583.0886),(15 2708.5825),(16 2786.7659),(17 2864.3237),(18 2918.3708),(19 2981.0623),(20 3096.8284),(21 3206.0718),(22 3250.3057),(23 3341.0774),(24 3401.0425),(25 3463.4094),(26 3540.4697),(27 3573.8848),(28 3596.2603),(29 3662.645),(30 3731.1118),(31 3768.5469),(32 3785.394),(33 3847.2844),(34 3788.0828),(35 3798.5918),(36 3739.8564),(37 3746.8152),(38 3746.7822),(39 3718.0256),(40 3666.7073),(41 3662.8406),(42 3634.9443),(43 3625.336),(44 3551.4673),(45 3480.55),(46 3467.1582),(47 3454.5886),(48 3406.805),(49 3401.0544),(50 3396.7166),(51 3427.1516),(52 3398.8247),(53 3407.0142),(54 3399.3933),(55 3346.5566),(56 3328.4102),(57 3345.1702),(58 3338.2473),(59 3336.528),(60 3354.2173),(61 3359.1067),(62 3386.0222),(63 3419.8806),(64 3420.364),(65 3401.347),(66 3416.0476),(67 3437.8809),(68 3487.705),(69 3463.1978),(70 3450.5166),(71 3437.4578),(72 3437.4592),(73 3414.0393),(74 3429.7842),(75 3426.129),(76 3387.929),(77 3391.9473),(78 3389.0735),(79 3400.9973),
(1 1170.974),(2 1431.7931),(3 1680.6263),(4 1841.4037),(5 2015.3762),(6 2072.8645),(7 2149.9644),(8 2227.706),(9 2279.5872),(10 2330.328),(11 2381.3638),(12 2467.5115),(13 2515.2363),(14 2621.9114),(15 2726.5684),(16 2804.6006),(17 2860.3394),(18 2913.6514),(19 2971.842),(20 3111.3835),(21 3208.9363),(22 3279.1816),(23 3366.5237),(24 3412.0269),(25 3517.3235),(26 3551.0928),(27 3604.0906),(28 3650.9688),(29 3697.796),(30 3764.8052),(31 3792.596),(32 3848.1826),(33 3888.6448),(34 3904.9329),(35 3887.5593),(36 3851.625),(37 3821.813),(38 3795.47),(39 3810.3164),(40 3826.4329),(41 3783.3184),(42 3777.773),(43 3721.8438),(44 3722.7263),(45 3660.9656),(46 3633.2388),(47 3598.1428),(48 3640.9663),(49 3587.5454),(50 3576.053),(51 3582.4563),(52 3560.2163),(53 3581.383),(54 3566.6),(55 3543.9346),(56 3523.1594),(57 3501.935),(58 3506.8423),(59 3520.1338),(60 3535.9194),(61 3547.744),(62 3517.8608),(63 3566.1602),(64 3537.5515),(65 3555.624),(66 3546.0688),(67 3549.316),(68 3556.884),(69 3555.0354),(70 3553.8845),(71 3551.5576),(72 3548.6702),(73 3542.977),(74 3525.8413),(75 3539.065),(76 3530.9487),(77 3528.8547),(78 3524.7612),(79 3558.4556),
