1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 24299.6),(2 56744.664),(3 71118.36),(4 70268.516),(5 68897.234),(6 72756.94),(7 78374.74),(8 81262.49),(9 83080.05),(10 86100.33),(11 89438.4),(12 91091.53),(13 92256.766),(14 92995.3),(15 94766.8),(16 97530.96),(17 98511.35),(18 96367.91),(19 96032.836),(20 101512.83),(21 106852.414),(22 105668.62),(23 102162.055),(24 102328.71),(25 105732.42),(26 108998.72),(27 109854.18),(28 110812.41),(29 112873.33),(30 116780.28),(31 121167.75),(32 124652.17),(33 126722.47),(34 130190.586),(35 133177.98),(36 134566.05),(37 136205),(38 138121.03),(39 138096.88),(40 138824.44),(41 141445.1),(42 143834.11),(43 144611.38),(44 143702.97),(45 143839.42),(46 145669.86),(47 148771.19),(48 150954.25),(49 150535.19),(50 150762.47),(51 152558.64),(52 155560.81),(53 157252.58),(54 156631.36),(55 156851.55),(56 157615.11),(57 158473.02),(58 158417.47),(59 159447.11),(60 162355.05),(61 165297.13),(62 165567.67),(63 164757.8),(64 166585.94),(65 169264.92),(66 170114.16),(67 170632.3),(68 170362.56),(69 171058.25),(70 174185),(71 173222.4),(72 168542.72),(73 167459.88),(74 170405.83),(75 171461.02),(76 171281.55),(77 170369.27),(78 169602.92),(79 169792.23),
(1 20645.21),(2 48594.21),(3 62514.95),(4 62734.4),(5 61542.723),(6 63480.05),(7 67096.016),(8 70119.414),(9 72686.35),(10 74988.81),(11 76261.01),(12 78294.26),(13 80780.01),(14 81061.64),(15 81088.71),(16 80360.96),(17 80575.336),(18 80279.36),(19 81965.45),(20 85874.26),(21 88735.59),(22 89255.92),(23 88415.69),(24 88335.74),(25 90058.88),(26 92274.03),(27 94750.27),(28 96354.055),(29 97324.81),(30 100850.19),(31 104315.086),(32 105204.2),(33 105531.78),(34 106899.77),(35 111836.19),(36 115869.6),(37 116600.91),(38 117815.984),(39 119236.52),(40 120520.31),(41 122766.875),(42 125956),(43 125885.836),(44 124649.94),(45 125530.68),(46 127493.734),(47 130501.9),(48 133963.33),(49 135603.06),(50 135705.44),(51 135675.69),(52 138263.52),(53 142914.36),(54 145295.22),(55 146085.88),(56 145941.22),(57 144239.72),(58 142340.63),(59 143109.2),(60 145802.64),(61 146760.98),(62 145151.44),(63 143922.44),(64 145654.42),(65 148170.77),(66 150011.31),(67 149436.66),(68 146869.55),(69 146605.92),(70 147049.55),(71 145596.33),(72 145047.97),(73 145890.55),(74 146762.48),(75 145631.67),(76 143490.42),(77 142212.77),(78 141268.55),(79 141471.31),
(1 23047.357),(2 53652.73),(3 64721.56),(4 61563.82),(5 62044.9),(6 67925.12),(7 73058.94),(8 73175.98),(9 72061.664),(10 72869.2),(11 78109.76),(12 82749.164),(13 83513.46),(14 83606.56),(15 85118.71),(16 87869.1),(17 88856.97),(18 88065.44),(19 88805.71),(20 93483.24),(21 99013.25),(22 100556.56),(23 98791.23),(24 98097.11),(25 99169.625),(26 99709.4),(27 100005.76),(28 101162.45),(29 104142.46),(30 109743.15),(31 115005.086),(32 116669.24),(33 117891.35),(34 120166.79),(35 124435.01),(36 131054.17),(37 135647.6),(38 136773.55),(39 136158.78),(40 136469.7),(41 138687.78),(42 143649.23),(43 145665.22),(44 144256.23),(45 144291.27),(46 146540.64),(47 150706.88),(48 153197.94),(49 153476),(50 151763.31),(51 150391.14),(52 152115.53),(53 155665.83),(54 156725.66),(55 157545.1),(56 160180.47),(57 160137.63),(58 157343.36),(59 158189.55),(60 162235.31),(61 162742.48),(62 161266.38),(63 160671.39),(64 160525.97),(65 161367.27),(66 163037.86),(67 164598.52),(68 164920.25),(69 164837.94),(70 165842.78),(71 164771.9),(72 164532.34),(73 166327.31),(74 165924.05),(75 164318.95),(76 164486.67),(77 164901.3),(78 163609.34),(79 162720.13),
(1 20202.69),(2 47022.664),(3 57496.723),(4 56774.027),(5 57154.945),(6 59597.55),(7 63217.65),(8 67281.266),(9 69389.164),(10 69668.04),(11 72277.1),(12 76426.88),(13 80761.37),(14 83454.12),(15 84657.375),(16 85857.73),(17 86922.96),(18 86402.64),(19 86818.25),(20 90252.195),(21 92104.68),(22 91904.484),(23 91588.49),(24 92912.03),(25 94618.69),(26 97271.21),(27 100704.94),(28 103351.21),(29 105165.51),(30 107422.81),(31 113277.87),(32 118305.34),(33 119822.516),(34 120887.875),(35 124087.51),(36 127639.45),(37 129913.984),(38 132066.84),(39 133142.39),(40 133492.42),(41 133778.06),(42 136065),(43 138404.47),(44 141049.02),(45 143832.53),(46 145922.02),(47 146904.84),(48 146654.8),(49 146330.89),(50 147029.03),(51 147518.44),(52 148187.47),(53 148508.03),(54 147834.84),(55 148378.33),(56 151091.53),(57 153235.7),(58 153142.98),(59 152988.73),(60 154200.78),(61 155273.8),(62 156390.8),(63 157759.69),(64 157733.75),(65 159094.33),(66 161111.19),(67 161644.66),(68 161215.48),(69 160242.73),(70 158104.2),(71 157172.73),(72 157398.8),(73 157581.66),(74 158666.38),(75 160027.22),(76 159053.56),(77 157132.64),(78 155089.48),(79 155091.97),
(1 22009.463),(2 51283.82),(3 61477.22),(4 58944.574),(5 58031.754),(6 61269.145),(7 64872.086),(8 67688.83),(9 67878.35),(10 68434.55),(11 72912.36),(12 75727),(13 76890.086),(14 78564.42),(15 80780.79),(16 82208.17),(17 81516.266),(18 80722.15),(19 82154.58),(20 84928.25),(21 87126.49),(22 86607.74),(23 85752.27),(24 87447),(25 89279.914),(26 91181.12),(27 94400.62),(28 98598.85),(29 100848.17),(30 102133.64),(31 107004.16),(32 111023.805),(33 112331.734),(34 114934.44),(35 119030.29),(36 122033.07),(37 122183.64),(38 122930.305),(39 123638.2),(40 124743),(41 126335.2),(42 129150.03),(43 130436.87),(44 131326.52),(45 133414.58),(46 136043.13),(47 138125.03),(48 138890.3),(49 139613.7),(50 139792.08),(51 140278.06),(52 140552.13),(53 140842.77),(54 141333.39),(55 142674.03),(56 144712.3),(57 145441.69),(58 145501.08),(59 144734.3),(60 144791.25),(61 147328.19),(62 151877.1),(63 155024.31),(64 156944.6),(65 158603.3),(66 158870.16),(67 159422.84),(68 159351.02),(69 158212),(70 156248.78),(71 154870.3),(72 154362.7),(73 154534.9),(74 155440.05),(75 157214.23),(76 158469.34),(77 156263.94),(78 154568.58),(79 155130.11),
(1 20728.873),(2 47700.15),(3 57001.93),(4 55482.18),(5 55954.92),(6 59348.76),(7 62085.477),(8 63913.16),(9 65124.88),(10 65722.59),(11 67834.89),(12 71841.5),(13 75599.03),(14 78678.94),(15 79466.29),(16 79157.74),(17 79901.125),(18 80357.49),(19 80608.875),(20 82902.69),(21 85293.81),(22 85982),(23 86738.91),(24 90908.6),(25 94932.27),(26 97171.414),(27 98346.414),(28 100275.586),(29 102481.7),(30 105505.31),(31 109517.13),(32 112848.17),(33 114709.375),(34 118224.63),(35 122479.28),(36 126626.53),(37 129775.41),(38 130898.89),(39 130224.77),(40 132377.67),(41 134928.1),(42 137596.89),(43 140408.45),(44 140863.1),(45 138599),(46 137743.9),(47 140205.11),(48 144090.45),(49 146156.6),(50 145023.98),(51 143513.69),(52 143742.77),(53 145232.44),(54 147588.75),(55 150053.23),(56 151510.44),(57 152148.95),(58 151854.28),(59 149907.02),(60 148769.13),(61 150770.05),(62 153533.34),(63 155990.95),(64 157763.61),(65 159115.11),(66 159733.47),(67 159283.11),(68 157709.3),(69 155383.28),(70 154149.36),(71 154380.34),(72 154819.47),(73 153652.55),(74 152896.52),(75 153827.13),(76 153259.63),(77 151552.78),(78 150790.39),(79 150940.67),
(1 20377.936),(2 47544.473),(3 56403.56),(4 53740.344),(5 53205.246),(6 56779.81),(7 60181.805),(8 62113.7),(9 62811.785),(10 64595.215),(11 65576.59),(12 65872.59),(13 68154.66),(14 70717.34),(15 73143.67),(16 72760.89),(17 72753.92),(18 74251.18),(19 77293.41),(20 80103.37),(21 80155.01),(22 78530.516),(23 79834.89),(24 83882.91),(25 87458.29),(26 88556.49),(27 88736.57),(28 90342.26),(29 92674.63),(30 96078.59),(31 99188.375),(32 101483.8),(33 102694.93),(34 104202.55),(35 106736.34),(36 109767.29),(37 113084.26),(38 114512.59),(39 113914.33),(40 115431.26),(41 116261.36),(42 116793.29),(43 119816.17),(44 122271.67),(45 121587.555),(46 119274.875),(47 119508.02),(48 121889.234),(49 124733.61),(50 124026.375),(51 122421.84),(52 122918.33),(53 124669.57),(54 126423.25),(55 128450.75),(56 129511.06),(57 129850.65),(58 128964.22),(59 128069.625),(60 128554),(61 128705.164),(62 128674.24),(63 129026.664),(64 132317.5),(65 135045.55),(66 134342.56),(67 132751.25),(68 132083.02),(69 131206.69),(70 130124.49),(71 131817),(72 132994.42),(73 132231.7),(74 131140.53),(75 131424.1),(76 131001.59),(77 129821.125),(78 128393.266),(79 127081.555),
(1 19835.482),(2 46091.89),(3 55086.613),(4 52766.14),(5 51020.887),(6 52953.78),(7 57919.14),(8 61905.324),(9 63085.05),(10 63223.85),(11 63545.625),(12 65556.36),(13 68073.836),(14 70456.55),(15 71474.38),(16 70152.12),(17 69440.7),(18 72695.055),(19 76998.66),(20 78735.336),(21 79133.8),(22 78883.87),(23 80057.195),(24 81520.36),(25 83045.51),(26 83663.23),(27 84822.836),(28 85426.88),(29 85301.086),(30 87830.2),(31 91669.555),(32 94661.5),(33 95410.19),(34 96911.734),(35 98442.65),(36 99881.6),(37 102161.414),(38 105009.82),(39 106774.92),(40 108596.25),(41 108485.63),(42 107434.92),(43 109162.75),(44 112236.13),(45 112815.85),(46 111848.984),(47 113110.33),(48 115267.96),(49 116337.21),(50 116018.32),(51 116037.79),(52 117346.195),(53 119480.12),(54 121193.914),(55 121866.79),(56 122173.61),(57 121707.41),(58 120660.94),(59 122886.984),(60 125390.086),(61 124647.34),(62 122422.875),(63 122936.15),(64 125299.414),(65 125386.34),(66 125231.195),(67 125233.61),(68 124195.234),(69 122005.3),(70 121420.31),(71 123227.75),(72 123142.74),(73 122121.67),(74 122834.54),(75 124338.66),(76 123257.03),(77 122184.59),(78 122100.805),(79 122798.984),
(1 18071.447),(2 40926.637),(3 48679.305),(4 47355.555),(5 48066.414),(6 51297.88),(7 54300.61),(8 55064.34),(9 55886.33),(10 57221.96),(11 57871.66),(12 59487.555),(13 62177.39),(14 64400.426),(15 65915.05),(16 66529.2),(17 66626.1),(18 68119.74),(19 70221.914),(20 71829.445),(21 71844.51),(22 72599.05),(23 74832.06),(24 77449.98),(25 79218.375),(26 80933.54),(27 82703.35),(28 83969.5),(29 85656.695),(30 87040.1),(31 87771.33),(32 89027.74),(33 90956.86),(34 92512.445),(35 94277.8),(36 96467.78),(37 99087.25),(38 99219.53),(39 98475.21),(40 100005.21),(41 101187.125),(42 101232.19),(43 102477.13),(44 104582.305),(45 105285.02),(46 105685.87),(47 106252.52),(48 107382.766),(49 109035.99),(50 109080.51),(51 109019.125),(52 111153.9),(53 113746.234),(54 113096.914),(55 112916.34),(56 114527.28),(57 115157.07),(58 114791.54),(59 115089.45),(60 116002.37),(61 115376.21),(62 113726.34),(63 113026.41),(64 113378.14),(65 114806.8),(66 116399.54),(67 115312.7),(68 114150.25),(69 114794.99),(70 115038.09),(71 115009.46),(72 115735.34),(73 115784.17),(74 115589.375),(75 115221.03),(76 114654.39),(77 114598.016),(78 114256.81),(79 114189.79),
(1 18896.36),(2 42110.207),(3 49058.68),(4 48571.6),(5 50453.86),(6 53590.746),(7 56303.227),(8 58004.16),(9 58431.43),(10 60074.68),(11 62306.88),(12 63689.85),(13 66119.27),(14 67692.91),(15 69328.05),(16 70202.48),(17 71380.38),(18 74021.23),(19 75300.875),(20 74008.17),(21 72517.74),(22 73724.086),(23 76044.92),(24 77807.78),(25 79566.805),(26 81582.88),(27 83293.97),(28 85506.47),(29 86809.66),(30 88996.24),(31 91426.84),(32 93409.96),(33 93639.79),(34 93688.04),(35 96025.625),(36 100447.195),(37 101301.68),(38 100516.93),(39 100038.43),(40 101317.41),(41 103305.58),(42 103976.29),(43 104115.516),(44 104508.79),(45 104572.23),(46 104666.92),(47 105326.47),(48 105332.89),(49 106088.85),(50 106758.85),(51 106905.04),(52 108128.41),(53 108918.78),(54 108666.91),(55 109723.875),(56 110458.87),(57 110385.414),(58 111138.93),(59 112329.93),(60 113058.266),(61 113435.42),(62 114237.34),(63 114215.89),(64 114272.34),(65 114956.195),(66 115877.45),(67 115923.9),(68 115155.766),(69 114789.76),(70 114241.46),(71 113414.27),(72 113217.44),(73 113731.08),(74 114594.1),(75 113452.57),(76 112301.586),(77 113403.63),(78 112798.58),(79 111413.26),
(1 18234.7),(2 40048.42),(3 45915.56),(4 44872.29),(5 46560.707),(6 49227.38),(7 53174.836),(8 56300.652),(9 56107.2),(10 56812.355),(11 59780.594),(12 62658.395),(13 63742.6),(14 64478.574),(15 65451.1),(16 66147.72),(17 67024.46),(18 68848.83),(19 70204.11),(20 69681.85),(21 68381.734),(22 69026.49),(23 70914.81),(24 72075.8),(25 73383.29),(26 75147.91),(27 75646.97),(28 77187.63),(29 79739.29),(30 82196.94),(31 85731.64),(32 90326.766),(33 92226.44),(34 92145.49),(35 94349.516),(36 97011.57),(37 99561.86),(38 100601.48),(39 100507.48),(40 100501.54),(41 101066.56),(42 102613.99),(43 103801.44),(44 105473.914),(45 106945.9),(46 108073.87),(47 108504.88),(48 107919.42),(49 108728.5),(50 109953.42),(51 110055.734),(52 111205.26),(53 112778.07),(54 112776.27),(55 112794.234),(56 113636.4),(57 114953.7),(58 115474.04),(59 116449.17),(60 116835.97),(61 116957.086),(62 117104.375),(63 116973.41),(64 118936.76),(65 120742.95),(66 120477.91),(67 118962.8),(68 118817.875),(69 118837.766),(70 119546.47),(71 118568.72),(72 117020.84),(73 117827.31),(74 118438.016),(75 116737.984),(76 116216.99),(77 115648.87),(78 113425.82),(79 113485.76),
(1 17511.967),(2 38008.348),(3 42838.156),(4 42129.684),(5 44391.973),(6 47257.71),(7 50462.97),(8 52389.766),(9 52818.81),(10 53422.71),(11 54970.266),(12 56537.914),(13 59095.246),(14 60483.516),(15 60400.645),(16 61344.383),(17 62589.156),(18 64499.074),(19 65769.836),(20 64974.645),(21 64266.684),(22 67077.75),(23 70848.52),(24 73098.65),(25 74926.46),(26 76679.586),(27 76521.87),(28 78422.6),(29 82013.04),(30 83521.79),(31 84564.29),(32 87533.66),(33 90570.914),(34 91963.25),(35 91686.85),(36 92706.85),(37 93684.516),(38 94914.35),(39 95874.305),(40 97253.47),(41 99367.984),(42 100692.53),(43 101020.805),(44 101704.85),(45 103316.34),(46 104168.586),(47 105452.21),(48 106084.24),(49 105620.03),(50 106173.03),(51 107273.445),(52 108720.29),(53 110075.02),(54 111189.016),(55 112298.695),(56 112733.04),(57 113223.69),(58 115923.18),(59 117301.22),(60 116446.8),(61 114839.33),(62 113676.01),(63 113533.09),(64 114346.555),(65 114324.664),(66 113615.86),(67 113627.73),(68 114648.46),(69 114860.67),(70 114158.445),(71 113680.38),(72 114185.53),(73 114555.08),(74 114224.25),(75 113613.445),(76 113161),(77 112099.766),(78 110952.85),(79 110157.36),
(1 17640.877),(2 37837.066),(3 42909.254),(4 42548.51),(5 44833.617),(6 48111.832),(7 50948.69),(8 52195.598),(9 52165.074),(10 53972.84),(11 57006.223),(12 58337.504),(13 58977.78),(14 60136.484),(15 62035.715),(16 63710.17),(17 64142.258),(18 65178.523),(19 67292.31),(20 68678.48),(21 69537.72),(22 71625.914),(23 75023.87),(24 75355.24),(25 75151.19),(26 77619.07),(27 78720.67),(28 79336.52),(29 82014.516),(30 85886.2),(31 87326.445),(32 88387.34),(33 91785.54),(34 93849.055),(35 93723.41),(36 95532.72),(37 96935.93),(38 98301.06),(39 99277.63),(40 100964.61),(41 101878.875),(42 101792.49),(43 102670),(44 104833.21),(45 106246.34),(46 105526.68),(47 105447.484),(48 104746.93),(49 105251.1),(50 107144.836),(51 108270.85),(52 108300.88),(53 108167.05),(54 108467.7),(55 108986.516),(56 110614.24),(57 111692.81),(58 112305.73),(59 113833.414),(60 115502.625),(61 115628.5),(62 114404.77),(63 114874.72),(64 115443.195),(65 114263.375),(66 113202.37),(67 114378.64),(68 115484.3),(69 114773.08),(70 114544.68),(71 114443.63),(72 113672.914),(73 113544.48),(74 113468.91),(75 113446.69),(76 112502.22),(77 111025.65),(78 109975.91),(79 108540.53),
(1 17477.707),(2 37387.76),(3 40092.844),(4 37313.1),(5 39136.965),(6 42824.777),(7 45017.56),(8 44552.188),(9 45275.227),(10 47683.785),(11 50014.414),(12 51947.49),(13 54138.645),(14 56214.543),(15 58150.098),(16 58952.934),(17 59577.395),(18 61183.348),(19 62333.504),(20 61722.973),(21 63074.27),(22 66258.63),(23 68029.164),(24 66764.93),(25 67319.96),(26 69817.13),(27 71290.92),(28 71352.44),(29 73378.57),(30 77433.62),(31 79458.48),(32 81306.55),(33 83860.83),(34 86153.43),(35 86995.695),(36 87445.766),(37 88163.836),(38 88403.98),(39 88301.3),(40 90642.54),(41 92525.31),(42 92685.875),(43 92951.305),(44 94462.984),(45 95843.92),(46 95729.64),(47 95567.91),(48 95524.984),(49 96412.11),(50 97397.016),(51 98159.42),(52 99706.14),(53 101666.21),(54 100830.67),(55 99917.53),(56 101774.32),(57 103104.99),(58 102728.78),(59 103392.27),(60 104167.03),(61 103299.99),(62 103335.21),(63 105445.51),(64 105527.445),(65 102922.805),(66 103127.59),(67 105417.07),(68 105546.38),(69 104098.8),(70 103872.21),(71 104319.91),(72 104653.5),(73 105638.05),(74 104951.07),(75 103995.05),(76 103230.016),(77 103352.984),(78 102649.55),(79 101663.51),
(1 16737.955),(2 36997.93),(3 41506.95),(4 39767.723),(5 40778.555),(6 44411.957),(7 47804.65),(8 49338.355),(9 48968.79),(10 50146.027),(11 53159.09),(12 55573.797),(13 57854.91),(14 57998.7),(15 57660.52),(16 57580.484),(17 58111.773),(18 59982.945),(19 61546.527),(20 61931.39),(21 62514.74),(22 65427.33),(23 67546.66),(24 66524.73),(25 66536.2),(26 68053.32),(27 69652.52),(28 71493.375),(29 74256.14),(30 76264.12),(31 78632.75),(32 81042.38),(33 83280.28),(34 85354.55),(35 85723.586),(36 85846.79),(37 88157.88),(38 91121.73),(39 92186.86),(40 92116.69),(41 92995.36),(42 93409.22),(43 93801.195),(44 94661.586),(45 94661.55),(46 94913.3),(47 96434.305),(48 98067.74),(49 98942.92),(50 99916.586),(51 101009.29),(52 101748.22),(53 102839.25),(54 102451.65),(55 102752.92),(56 104191.305),(57 105009.69),(58 105673.67),(59 106451.86),(60 105853.02),(61 105001),(62 105293.84),(63 104829.086),(64 103485.74),(65 103450.16),(66 104979.805),(67 105013.555),(68 104032.836),(69 103523.75),(70 102983.69),(71 101744.266),(72 101350.91),(73 101625.89),(74 100814.9),(75 99052.17),(76 98056.2),(77 97179.44),(78 96843.09),(79 96979.68),
(1 17016.314),(2 36807.805),(3 40010.4),(4 37679.32),(5 38808.316),(6 42172.426),(7 45145.59),(8 46108.83),(9 46147.824),(10 47456.344),(11 49308.633),(12 50745.086),(13 52970.95),(14 53654.9),(15 54063.36),(16 53906.23),(17 54577.086),(18 56898.27),(19 58200.117),(20 58031.21),(21 59561.09),(22 62492.99),(23 64160.086),(24 64089.367),(25 65157.41),(26 68135.016),(27 69135.2),(28 69555.45),(29 72117.414),(30 74578.42),(31 76909.86),(32 78628.09),(33 81341.46),(34 83715.35),(35 83875.875),(36 83768.875),(37 84582.3),(38 86767.75),(39 88803.9),(40 90537.91),(41 91279.86),(42 90543.28),(43 90302.336),(44 91876.43),(45 92842.03),(46 92489.66),(47 91887.06),(48 92141.87),(49 93781.83),(50 94730.1),(51 95925.1),(52 97725.86),(53 98523.82),(54 97396.62),(55 97917.78),(56 98772.66),(57 97564.86),(58 96684.38),(59 97605.57),(60 98601.28),(61 98814.375),(62 97909.48),(63 96349.72),(64 95695.875),(65 96073.29),(66 96034.555),(67 96124.875),(68 97176.734),(69 96898.4),(70 96319.07),(71 95946.34),(72 95690.89),(73 94138.195),(74 93165.34),(75 94058.266),(76 92811.26),(77 91511.875),(78 91698.5),(79 91926.06),
(1 17008.791),(2 35004.195),(3 37754.785),(4 37028.4),(5 38609.234),(6 41217.445),(7 44173.332),(8 46096.273),(9 46212.69),(10 47112.875),(11 49556.383),(12 51285.33),(13 51531.727),(14 50916.277),(15 51327.914),(16 51397.43),(17 52664.008),(18 54905.906),(19 57315.152),(20 59085.93),(21 60224.37),(22 62364.61),(23 64715.363),(24 66798.53),(25 68280.664),(26 69441.2),(27 70947.24),(28 73550.15),(29 75105.47),(30 76027.94),(31 77440.29),(32 80549.33),(33 82806.64),(34 84513.92),(35 86242.79),(36 87659.5),(37 89448.305),(38 91621.02),(39 93221.09),(40 93751.24),(41 94618.9),(42 94287.54),(43 93999.266),(44 96174.95),(45 98042.52),(46 97844.17),(47 98191.5),(48 99582.92),(49 101054.234),(50 101554.34),(51 102255.89),(52 103694.53),(53 104738.016),(54 104769.95),(55 104099.38),(56 103117.79),(57 101945.945),(58 101942.91),(59 102506.82),(60 102846.22),(61 102569.664),(62 102152.08),(63 102106.234),(64 102705.56),(65 102772.12),(66 102074.72),(67 101509.77),(68 101527.14),(69 101099.734),(70 100577.51),(71 100878.9),(72 100947.836),(73 100157),(74 99886.02),(75 100450.92),(76 99410.99),(77 98456),(78 99424.59),(79 99160.83),
(1 17877.348),(2 36224.883),(3 37390.098),(4 36224.75),(5 38753.137),(6 41382.777),(7 43544.883),(8 44900.67),(9 44522.11),(10 45594.97),(11 48053.05),(12 50172.773),(13 50655.574),(14 49875.863),(15 49209.473),(16 49441.945),(17 51445.668),(18 52829.633),(19 52452.316),(20 53823.816),(21 56089.293),(22 58044.3),(23 59140.504),(24 60365.39),(25 61845.19),(26 64352.64),(27 64977.582),(28 65384.184),(29 67036.87),(30 69161.58),(31 70093.69),(32 72631.8),(33 74248.984),(34 74597.22),(35 75669.766),(36 78072.51),(37 80827.13),(38 82649.945),(39 84164.21),(40 85771.945),(41 86930.58),(42 86710.47),(43 86949.38),(44 88621.984),(45 88844.45),(46 88868.57),(47 89112.15),(48 88253.45),(49 88417.36),(50 88863.52),(51 90280.945),(52 92742.06),(53 94203.28),(54 93556.74),(55 92891.4),(56 91883.34),(57 90605.46),(58 90608.414),(59 91586.625),(60 91706.68),(61 91184.3),(62 91149.58),(63 92467.23),(64 92737.15),(65 92924.73),(66 93093.4),(67 91790.336),(68 90863.805),(69 91433.41),(70 91954.46),(71 92534.63),(72 92298.6),(73 92481.36),(74 93032.22),(75 92224.09),(76 91339.836),(77 92183.21),(78 92616.41),(79 91777.55),
(1 15602.203),(2 32228.49),(3 33546.242),(4 32493.076),(5 34688.54),(6 37856.832),(7 39872.92),(8 40413.223),(9 39812.02),(10 39660.566),(11 41781.01),(12 43623.984),(13 43882.246),(14 43470.87),(15 43734.438),(16 44842.117),(17 46604.516),(18 47251.098),(19 46903.582),(20 48717.426),(21 51898.7),(22 53833.38),(23 54526.625),(24 55725.844),(25 57312.957),(26 57887.31),(27 57466.344),(28 59098.49),(29 60758.863),(30 61739.664),(31 62582.414),(32 65192.957),(33 67243.19),(34 68723.14),(35 70384.29),(36 71367.51),(37 73771.85),(38 74861.8),(39 74973.914),(40 75691.84),(41 75163.016),(42 75248.42),(43 76458.91),(44 76733.39),(45 76397.99),(46 76654.01),(47 78331.29),(48 78287.625),(49 78887.7),(50 79332.2),(51 79398.09),(52 81179.195),(53 82116.72),(54 82263.625),(55 82587.45),(56 81736.58),(57 81196.164),(58 82086.62),(59 83211.516),(60 84048.51),(61 84143.086),(62 84649.45),(63 86263.516),(64 86096.51),(65 85970.016),(66 86100.22),(67 84888.87),(68 83840.13),(69 84554.05),(70 85408.85),(71 85159.12),(72 84759.64),(73 85070.85),(74 84333.516),(75 84121.83),(76 85684.83),(77 86655.09),(78 85055.52),(79 85086.41),
