1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 432386.16),(2 1674917),(3 3623847.3),(4 6234372.5),(5 9296859),(6 12606337),(7 16028977),(8 19484614),(9 23545232),(10 27542736),(11 31627210),(12 36026012),(13 40828144),(14 46010916),(15 51673684),(16 57781676),(17 64517228),(18 71526060),(19 78580824),(20 85621690),(21 92265384),(22 98555384),(23 104533224),(24 110209880),(25 115574910),(26 120657770),(27 125079360),(28 129382056),(29 133978696),(30 138760940),(31 144133260),(32 149867250),(33 155532740),(34 161094800),(35 166982380),(36 173390240),(37 180857680),(38 188309760),(39 196345600),(40 204814460),(41 213527100),(42 222109620),(43 231156910),(44 240656460),(45 251220820),(46 262911820),(47 275538270),(48 289458500),(49 304869980),(50 320672800),(51 335268860),(52 349888830),(53 363873120),(54 378741020),(55 394534300),(56 411170430),(57 429607040),(58 448189440),(59 466394100),(60 483573980),(61 501690140),(62 519324400),(63 537924300),(64 556693570),(65 575319230),(66 594368600),(67 611857900),(68 628852160),(69 645859500),(70 661636350),(71 677702900),(72 695090300),(73 714512450),(74 734454000),(75 755209900),(76 775533060),(77 796151040),(78 815628600),(79 833647400),
(1 3947.2324),(2 4588.312),(3 4903.4004),(4 5145.258),(5 5219.353),(6 5357.7856),(7 5300.9927),(8 5463.673),(9 5577.318),(10 5709.9624),(11 5731.9307),(12 5846.7734),(13 6006.6733),(14 5941.1826),(15 6110.779),(16 6111.7715),(17 6112.6704),(18 6151.291),(19 6058.5996),(20 6167.834),(21 6209.478),(22 6279.614),(23 6307.236),(24 6340.247),(25 6313.101),(26 6363.1904),(27 6330.3726),(28 6359.1377),(29 6429.7407),(30 6373.636),(31 6440.614),(32 6498.2456),(33 6710.911),(34 6616.829),(35 6652.2393),(36 6580.2944),(37 6807.915),(38 6838.533),(39 6922.624),(40 7011.725),(41 7016.271),(42 6980.718),(43 7080.436),(44 7025.3135),(45 7105.168),(46 7026.0645),(47 7049.1143),(48 7089.771),(49 7062.5884),(50 7127.9746),(51 7227.124),(52 7079.7197),(53 7066.8325),(54 7039.3813),(55 6962.5796),(56 7071.2246),(57 7006.0273),(58 7062.226),(59 7002.926),(60 6925.3193),(61 6924.857),(62 6911.9155),(63 6940.122),(64 6809.0083),(65 6893.4746),(66 6880.8193),(67 6827.967),(68 6865.014),(69 6884.039),(70 6957.9355),(71 6956.0825),(72 6859.6396),(73 6894.146),(74 6841.7773),(75 6888.361),(76 6768.5376),(77 6722.489),(78 6776.6333),(79 6785.2866),
(1 3798.8423),(2 4412.769),(3 4834.985),(4 5003.7666),(5 5140.908),(6 5153.774),(7 5157.323),(8 5294.5566),(9 5441.102),(10 5509.9087),(11 5564.1743),(12 5583.672),(13 5675.579),(14 5684.77),(15 5695.9307),(16 5711.261),(17 5798.9956),(18 5746.5684),(19 5737.903),(20 5801.2485),(21 5751.8228),(22 5811.162),(23 5835.989),(24 5855.208),(25 5891.321),(26 5986.1904),(27 5883.1343),(28 5954.584),(29 5953.451),(30 6021.0005),(31 6047.559),(32 6149.2153),(33 6225.5845),(34 6118.1885),(35 6151.344),(36 6218.438),(37 6261.799),(38 6260.211),(39 6406.5015),(40 6395.486),(41 6283.9287),(42 6363.942),(43 6354.895),(44 6347.356),(45 6397.1514),(46 6451.4287),(47 6450.5356),(48 6529.8193),(49 6456.1787),(50 6437.944),(51 6412.023),(52 6413.9688),(53 6373.8735),(54 6433.7207),(55 6379.792),(56 6426.8384),(57 6499.201),(58 6423.713),(59 6484.87),(60 6389.5435),(61 6392.375),(62 6420.92),(63 6407.1797),(64 6395.746),(65 6415.8384),(66 6491.11),(67 6364.341),(68 6402.0854),(69 6355.053),(70 6394.786),(71 6455.9307),(72 6421.745),(73 6470.3315),(74 6448.8843),(75 6541.5444),(76 6413.3447),(77 6393.89),(78 6416.6235),(79 6368.2183),
(1 3677.0037),(2 4176.3315),(3 4503.985),(4 4642.1104),(5 4765.0522),(6 4799.0054),(7 4855.3535),(8 4879.5757),(9 5069.412),(10 5103.401),(11 5191.099),(12 5183.327),(13 5257.747),(14 5226.341),(15 5368.388),(16 5411.6484),(17 5446.7754),(18 5366.127),(19 5360.5947),(20 5448.2324),(21 5509.7744),(22 5469.705),(23 5463.4043),(24 5534.4443),(25 5510.4),(26 5713.418),(27 5662.875),(28 5726.0166),(29 5679.741),(30 5724.9985),(31 5738.589),(32 5736.4956),(33 5744.895),(34 5793.63),(35 5815.4424),(36 5880.8647),(37 5877.8906),(38 5968.95),(39 5987.662),(40 6015.2393),(41 5996.8105),(42 5987.853),(43 6062.9546),(44 6022.3696),(45 6012.847),(46 5935.472),(47 5975.292),(48 6027.313),(49 6019.044),(50 6021.9844),(51 6068.3545),(52 5972.839),(53 5964.588),(54 5971.4316),(55 5924.356),(56 6003.6035),(57 5924.5396),(58 6080.017),(59 6038.211),(60 6060.931),(61 6027.5425),(62 6046.4272),(63 6074.5576),(64 6024.393),(65 6020.4263),(66 6026.3076),(67 5912.983),(68 5936.272),(69 5964.7876),(70 5972.974),(71 5991.19),(72 6017.017),(73 6112.15),(74 6157.2217),(75 6130.318),(76 6032.989),(77 5998.0664),(78 5948.611),(79 5947.4365),
(1 3593.4055),(2 4120.999),(3 4362.911),(4 4492.073),(5 4717.9023),(6 4741.4443),(7 4812.891),(8 4969.634),(9 5157.0444),(10 5167.549),(11 5239.706),(12 5232.546),(13 5375.182),(14 5286.4014),(15 5392.9946),(16 5447.334),(17 5339.085),(18 5336.3604),(19 5425.685),(20 5444.593),(21 5401.8623),(22 5405.2373),(23 5422.4844),(24 5365.349),(25 5350.6187),(26 5526.878),(27 5478.291),(28 5546.5386),(29 5592.5923),(30 5614.638),(31 5720.0254),(32 5671.429),(33 5780.331),(34 5770.4976),(35 5820.1777),(36 5809.104),(37 5890.6753),(38 6002.4463),(39 6086.313),(40 6177.4434),(41 6102.7666),(42 6157.5645),(43 6182.832),(44 6135.3594),(45 6253.7363),(46 6137.407),(47 6191.469),(48 6126.927),(49 6069.2183),(50 6135.7837),(51 6078.746),(52 6133.6855),(53 6094.0645),(54 6170.8037),(55 6074.9077),(56 6084.8584),(57 6135.409),(58 6053.07),(59 6095.3335),(60 6092.7764),(61 6008.8696),(62 6021.2563),(63 6011.3267),(64 6036.464),(65 6094.834),(66 5984.6724),(67 6008.169),(68 6020.9873),(69 6062.017),(70 6053.748),(71 6071.7803),(72 6168.509),(73 6171.5083),(74 6172.895),(75 6223.2134),(76 6173.902),(77 6170.465),(78 6058.762),(79 6066.0835),
(1 3385.6147),(2 3840.6462),(3 4137.6265),(4 4298.508),(5 4436.196),(6 4545.3135),(7 4644.1597),(8 4715.139),(9 4897.4473),(10 4841.4355),(11 4905.448),(12 4975.584),(13 5006.5146),(14 4986.0503),(15 4991.3735),(16 5069.4814),(17 5063.436),(18 5081.8745),(19 5168.829),(20 5258.0967),(21 5188.6357),(22 5240.5894),(23 5263.856),(24 5274.431),(25 5219.1606),(26 5305.2344),(27 5300.945),(28 5326.1196),(29 5199.3545),(30 5284.601),(31 5354.0615),(32 5327.87),(33 5313.528),(34 5275.502),(35 5303.523),(36 5387.5635),(37 5290.1577),(38 5426.827),(39 5500.764),(40 5507.3413),(41 5499.152),(42 5573.477),(43 5648.4736),(44 5491.2827),(45 5535.674),(46 5482.102),(47 5510.144),(48 5538.1426),(49 5506.1543),(50 5590.533),(51 5533.857),(52 5616.382),(53 5637.289),(54 5614.3477),(55 5596.059),(56 5658.7227),(57 5639.928),(58 5664.1494),(59 5686.2085),(60 5716.7104),(61 5707.156),(62 5729.9424),(63 5814.5215),(64 5673.338),(65 5656.157),(66 5634.682),(67 5654.8545),(68 5590.8555),(69 5674.331),(70 5623.3267),(71 5648.011),(72 5640.1294),(73 5642.517),(74 5601.5747),(75 5688.9194),(76 5625.0938),(77 5640.2476),(78 5620.199),(79 5666.2954),
(1 3176.8228),(2 3778.5637),(3 3999.678),(4 4119.8286),(5 4217.8496),(6 4340.7),(7 4395.3677),(8 4516.827),(9 4626.533),(10 4728.4736),(11 4813.6914),(12 4824.267),(13 4791.936),(14 4913.6914),(15 4952.7324),(16 4943.636),(17 4948.2764),(18 4952.1626),(19 5050.006),(20 5151.216),(21 5101.292),(22 5194.4194),(23 5151.224),(24 5177.5654),(25 5079.9004),(26 5128.6323),(27 5138.334),(28 5115.0156),(29 5059.6787),(30 5163.8906),(31 5227.2563),(32 5254.0605),(33 5233.353),(34 5339.7246),(35 5301.921),(36 5369.3096),(37 5401.746),(38 5479.441),(39 5551.568),(40 5446.8667),(41 5531.575),(42 5561.8467),(43 5670.0464),(44 5600.4897),(45 5642.908),(46 5634.1006),(47 5606.474),(48 5676.2617),(49 5721.328),(50 5759.183),(51 5710.92),(52 5692.0195),(53 5575.958),(54 5671.127),(55 5673.251),(56 5695.72),(57 5612.8677),(58 5649.175),(59 5613.474),(60 5534.993),(61 5584.4346),(62 5652.3716),(63 5603.76),(64 5572.8984),(65 5617.3735),(66 5556.7813),(67 5528.7817),(68 5558.1274),(69 5567.0713),(70 5564.292),(71 5565.3354),(72 5530.863),(73 5529.555),(74 5640.9814),(75 5673.595),(76 5661.3374),(77 5684.331),(78 5741.992),(79 5721.3794),
(1 3162.6748),(2 3658.0273),(3 3898.997),(4 4169.029),(5 4275.9697),(6 4459.251),(7 4555.057),(8 4565.444),(9 4644.1504),(10 4676.4063),(11 4705.4043),(12 4812.4287),(13 4853.7407),(14 4815.9966),(15 4796.7134),(16 4876.8145),(17 4807.985),(18 4794.916),(19 4836.505),(20 4970.627),(21 4973.6045),(22 5012.0444),(23 5006.6494),(24 5121.2056),(25 5143.179),(26 5070.7446),(27 5186.997),(28 5099.194),(29 5129.9546),(30 5318.412),(31 5305.982),(32 5313.751),(33 5341.51),(34 5258.4844),(35 5343.172),(36 5346.208),(37 5521.0444),(38 5534.3574),(39 5660.559),(40 5624.5537),(41 5640.195),(42 5620.269),(43 5674.713),(44 5713.2617),(45 5709.321),(46 5704.3887),(47 5780.6025),(48 5773.11),(49 5766.732),(50 5722.5435),(51 5775.935),(52 5779.7925),(53 5705.405),(54 5636.307),(55 5759.9854),(56 5748.7266),(57 5765.776),(58 5687.1787),(59 5715.3447),(60 5622.9575),(61 5656.091),(62 5613.69),(63 5676.2676),(64 5703.085),(65 5614.8086),(66 5585.3574),(67 5635.7173),(68 5655.8843),(69 5680.375),(70 5703.5913),(71 5649.649),(72 5619.443),(73 5664.1626),(74 5583.3613),(75 5662.7837),(76 5637.4463),(77 5530.65),(78 5444.8555),(79 5436.2993),
(1 2989.241),(2 3478.549),(3 3797.4834),(4 3975.81),(5 4032.6902),(6 4225.304),(7 4230.898),(8 4325.402),(9 4450.446),(10 4486.004),(11 4451.6934),(12 4523.163),(13 4545.9297),(14 4560.239),(15 4673.9355),(16 4660.1396),(17 4665.122),(18 4713.6157),(19 4671.63),(20 4671.564),(21 4746.427),(22 4771.294),(23 4731.7803),(24 4760.6724),(25 4713.5063),(26 4736.377),(27 4733.501),(28 4680.0303),(29 4757.7246),(30 4798.4507),(31 4829.5444),(32 4874.5903),(33 4873.6563),(34 4914.1914),(35 4900.1035),(36 4902.4985),(37 4991.3574),(38 4971.8145),(39 5081.27),(40 5031.524),(41 5068.617),(42 5045.136),(43 5161.9497),(44 5148.728),(45 5193.5156),(46 5185.0625),(47 5171.268),(48 5160.4556),(49 5203.264),(50 5203.151),(51 5208.067),(52 5195.4243),(53 5155.23),(54 5191.7437),(55 5140.3965),(56 5146.008),(57 5183.1475),(58 5196.5103),(59 5230.1787),(60 5257.1074),(61 5186.903),(62 5115.1787),(63 5219.4644),(64 5296.9624),(65 5244.346),(66 5262.6914),(67 5343.1553),(68 5272.988),(69 5293.281),(70 5347.0566),(71 5355.9414),(72 5322.7666),(73 5311.848),(74 5284.783),(75 5376.9004),(76 5286.0435),(77 5381.392),(78 5266.97),(79 5294.099),
(1 2912.4548),(2 3398.607),(3 3587.7847),(4 3796.608),(5 3937.375),(6 4123.776),(7 4191.754),(8 4304.1904),(9 4305.1895),(10 4365.841),(11 4332.009),(12 4409.6343),(13 4394.0347),(14 4448.6553),(15 4514.669),(16 4544.0933),(17 4516.064),(18 4555.2734),(19 4548.4873),(20 4535.6426),(21 4526.944),(22 4530.0767),(23 4511.676),(24 4444.0137),(25 4528.5977),(26 4523.6216),(27 4498.2134),(28 4614.16),(29 4735.2114),(30 4670.805),(31 4665.6416),(32 4722.7983),(33 4717.8506),(34 4747.8867),(35 4789.5835),(36 4835.4063),(37 4826.4126),(38 4893.25),(39 5002.566),(40 4985.084),(41 4975.7085),(42 4974.2476),(43 4997.1235),(44 5027.5864),(45 5046.1016),(46 5077.333),(47 5113.452),(48 5082.521),(49 5136.858),(50 5101.535),(51 5218.29),(52 5161.756),(53 5182.568),(54 5169.359),(55 5168.354),(56 5189.2114),(57 5204.1616),(58 5145.155),(59 5268.2183),(60 5187.548),(61 5198.721),(62 5173.1377),(63 5199.437),(64 5180.123),(65 5166.289),(66 5159.1655),(67 5204.3564),(68 5180.35),(69 5200.3706),(70 5213.1475),(71 5173.1143),(72 5239.7305),(73 5225.7593),(74 5267.0327),(75 5319.6514),(76 5302.414),(77 5250.254),(78 5290.6377),(79 5333.2275),
(1 2790.0198),(2 3278.9116),(3 3543.835),(4 3683.0178),(5 3792.9292),(6 3881.223),(7 3872.3025),(8 4001.2864),(9 4045.3726),(10 4148.701),(11 4288.4106),(12 4297.5415),(13 4262.011),(14 4314.3276),(15 4354.8164),(16 4398.893),(17 4441.996),(18 4487.917),(19 4500.458),(20 4558.167),(21 4536.498),(22 4475.8506),(23 4582.9385),(24 4597.2646),(25 4566.2144),(26 4566.6865),(27 4663.886),(28 4715.108),(29 4747.6963),(30 4712.318),(31 4761.211),(32 4731.4863),(33 4825.5728),(34 4770.791),(35 4782.654),(36 4806.3643),(37 4831.5605),(38 4836.147),(39 4894.7036),(40 4898.58),(41 4909.591),(42 4997.277),(43 5025.5713),(44 4971.8174),(45 5039.1055),(46 5114.174),(47 5068.5474),(48 5105.9326),(49 5079.46),(50 5031.6743),(51 5156.6777),(52 5037.0166),(53 5092.8975),(54 4998.0815),(55 5036.4673),(56 4967.317),(57 4959.003),(58 4943.676),(59 4984.062),(60 4926.0225),(61 4896.071),(62 4877.7876),(63 4888.8374),(64 4842.2964),(65 4810.6724),(66 4837.5547),(67 4833.473),(68 4816.8013),(69 4857.558),(70 4854.1763),(71 4874.2207),(72 4915.0576),(73 4892.414),(74 4916.1084),(75 4931.1987),(76 4910.895),(77 4975.404),(78 4899.9023),(79 4850.284),
(1 2741.624),(2 3192.3027),(3 3435.0334),(4 3555.727),(5 3613.9739),(6 3683.2644),(7 3815.2522),(8 3865.848),(9 3965.7676),(10 3976.7668),(11 4044.0906),(12 4100.0024),(13 4096.2524),(14 4121.1465),(15 4266.4717),(16 4267.9204),(17 4266.751),(18 4299.2603),(19 4288.3345),(20 4316.026),(21 4343.8477),(22 4294.5366),(23 4344.565),(24 4363.055),(25 4342.5825),(26 4396.3716),(27 4485.5615),(28 4479.1865),(29 4461.4956),(30 4498.869),(31 4554.161),(32 4525.975),(33 4490.508),(34 4529.5386),(35 4552.873),(36 4624.252),(37 4666.866),(38 4665.3496),(39 4749.0205),(40 4768.9546),(41 4758.557),(42 4808.6875),(43 4887.9414),(44 4847.992),(45 4891.795),(46 4930.6025),(47 4947.291),(48 4913.3057),(49 4974.352),(50 4866.3394),(51 4899.255),(52 4778.8438),(53 4837.54),(54 4814.9067),(55 4893.3315),(56 4813.889),(57 4799.4077),(58 4875.9077),(59 4831.2876),(60 4875.004),(61 4834.0225),(62 4817.347),(63 4800.6494),(64 4758.0854),(65 4744.629),(66 4770.702),(67 4805.1377),(68 4776.9873),(69 4808.01),(70 4809.7295),(71 4789.0527),(72 4764.136),(73 4804.4756),(74 4841.389),(75 4915.064),(76 4843.362),(77 4834.492),(78 4804.4136),(79 4880.519),
(1 2659.7969),(2 3085.1367),(3 3236.2703),(4 3408.1477),(5 3523.508),(6 3594.5107),(7 3717.841),(8 3785.775),(9 3838.7363),(10 3937.3433),(11 3977.7444),(12 4040.1301),(13 4089.309),(14 4065.2454),(15 4100.847),(16 4111.503),(17 4114.6875),(18 4139.096),(19 4169.216),(20 4187.383),(21 4229.1797),(22 4269.23),(23 4233.625),(24 4186.536),(25 4250.085),(26 4249.526),(27 4281.1943),(28 4262.3193),(29 4303.668),(30 4268.1064),(31 4264.0044),(32 4271.9775),(33 4236.4204),(34 4294.101),(35 4280.816),(36 4300.585),(37 4318.331),(38 4349.836),(39 4406.465),(40 4403.827),(41 4438.3784),(42 4405.859),(43 4388.941),(44 4437.012),(45 4441.4478),(46 4461.926),(47 4505.585),(48 4474.4395),(49 4505.8936),(50 4451.74),(51 4454.1177),(52 4410.4365),(53 4480.5913),(54 4457.6504),(55 4477.619),(56 4472.356),(57 4499.336),(58 4519.2354),(59 4526.0913),(60 4484.518),(61 4534.489),(62 4514.1304),(63 4536.022),(64 4593.692),(65 4558.1494),(66 4605.2495),(67 4575.9097),(68 4605.048),(69 4560.674),(70 4596.7285),(71 4632.384),(72 4597.142),(73 4592.613),(74 4631.887),(75 4662.549),(76 4654.9307),(77 4675.257),(78 4618.1924),(79 4605.534),
(1 2535.8213),(2 2960.4895),(3 3133.9973),(4 3320.6152),(5 3360.85),(6 3485.6277),(7 3599.424),(8 3701.0544),(9 3776.6682),(10 3908.8545),(11 3924.01),(12 4042.1467),(13 4005.879),(14 3948.7427),(15 4027.0493),(16 3993.9675),(17 4033.8486),(18 4082.9014),(19 4053.339),(20 4061.6736),(21 4110.6816),(22 4147.0493),(23 4255.913),(24 4242.5615),(25 4284.567),(26 4320.084),(27 4335.345),(28 4372.689),(29 4319.4917),(30 4340.648),(31 4392.7065),(32 4308.2676),(33 4334.096),(34 4329.237),(35 4315.9653),(36 4394.5215),(37 4489.272),(38 4490.4756),(39 4558.9395),(40 4645.191),(41 4648.4243),(42 4714.596),(43 4662.088),(44 4703.932),(45 4679.2783),(46 4674.4463),(47 4728.239),(48 4624.184),(49 4684.684),(50 4648.1743),(51 4643.1865),(52 4629.5396),(53 4606.4756),(54 4570.864),(55 4580.1396),(56 4571.72),(57 4595.3774),(58 4579.6875),(59 4641.126),(60 4585.848),(61 4552.0273),(62 4547.858),(63 4540.3325),(64 4529.7866),(65 4535.7),(66 4544.037),(67 4511.563),(68 4580.947),(69 4558.102),(70 4546.0986),(71 4558.3506),(72 4556.9844),(73 4545.516),(74 4512.814),(75 4557.7627),(76 4491.0815),(77 4555.477),(78 4572.936),(79 4504.2114),
(1 2490.1501),(2 2910.3757),(3 3110.7039),(4 3271.8057),(5 3379.5935),(6 3449.4314),(7 3505.2202),(8 3594.28),(9 3595.534),(10 3715.809),(11 3709.144),(12 3817.497),(13 3847.8152),(14 3875.3489),(15 3938.6775),(16 3924.2542),(17 3916.536),(18 3925.216),(19 3997.1226),(20 3974.1577),(21 3990.7056),(22 3986.0903),(23 3988.3926),(24 3987.828),(25 4028.0627),(26 4025.2886),(27 3999.4224),(28 4028.731),(29 4031.136),(30 4066.3262),(31 4070.3992),(32 4062.7192),(33 4074.3723),(34 4095.0435),(35 4103.8037),(36 4097.0415),(37 4163.6074),(38 4166.5073),(39 4166.543),(40 4298.6025),(41 4277.758),(42 4344.863),(43 4365.851),(44 4462.6274),(45 4459.725),(46 4394.015),(47 4399.067),(48 4455.316),(49 4437.572),(50 4462.1016),(51 4457.9116),(52 4453.793),(53 4444.8945),(54 4445.5596),(55 4475.88),(56 4445.028),(57 4471.0767),(58 4450.592),(59 4529.8975),(60 4515.702),(61 4465.4717),(62 4550.4746),(63 4465.139),(64 4501.0654),(65 4483.5005),(66 4459.061),(67 4458.3687),(68 4467.6187),(69 4459.908),(70 4462.073),(71 4443.79),(72 4430.571),(73 4455.113),(74 4494.1563),(75 4488.4526),(76 4430.764),(77 4464.714),(78 4459.8267),(79 4450.046),
(1 2367.6555),(2 2785.515),(3 2983.5117),(4 3113.2483),(5 3206.7732),(6 3285.7124),(7 3363.3657),(8 3415.2034),(9 3488.4358),(10 3530.5894),(11 3566.492),(12 3579.8904),(13 3565.3535),(14 3656.023),(15 3733.4268),(16 3761.0957),(17 3752.2783),(18 3848.4192),(19 3833.8652),(20 3853.945),(21 3868.869),(22 3833.87),(23 3747.9583),(24 3799.6992),(25 3791.8398),(26 3773.5388),(27 3784.3845),(28 3820.553),(29 3837.3665),(30 3821.0444),(31 3857.1104),(32 3861.9),(33 3915.5588),(34 3919.6094),(35 3919.975),(36 3914.4272),(37 3940.029),(38 3966.7053),(39 3974.5498),(40 4053.4192),(41 4013.4724),(42 4076.0076),(43 4099.739),(44 4130.7764),(45 4134.3184),(46 4191.6987),(47 4160.229),(48 4152.903),(49 4208.909),(50 4143.683),(51 4157.845),(52 4164.2163),(53 4196.243),(54 4235.4937),(55 4255.0264),(56 4232.393),(57 4210.5083),(58 4206.3433),(59 4249.1333),(60 4200.007),(61 4220.852),(62 4258.472),(63 4294.879),(64 4251.272),(65 4294.257),(66 4269.006),(67 4217.0415),(68 4185.1304),(69 4231.7686),(70 4235.858),(71 4184.9307),(72 4179.1685),(73 4184.4556),(74 4234.007),(75 4309.7905),(76 4282.3413),(77 4311.2993),(78 4340.517),(79 4329.626),
(1 2294.8323),(2 2716.3193),(3 2871.1968),(4 3032.5125),(5 3151.8547),(6 3227.919),(7 3355.5212),(8 3422.9846),(9 3520.1616),(10 3551.3757),(11 3602.7808),(12 3581.0537),(13 3628.0933),(14 3655.2654),(15 3733.3176),(16 3753.7737),(17 3702.5469),(18 3788.8997),(19 3741.5923),(20 3787.4924),(21 3870.375),(22 3807.3682),(23 3842.4133),(24 3819.3315),(25 3883.9092),(26 3871.879),(27 3895.3435),(28 3895.8398),(29 3914.9912),(30 3976.5513),(31 3952.9756),(32 3940.9294),(33 4009.0332),(34 4023.0967),(35 4058.613),(36 4022.6355),(37 4048.7195),(38 4027.8374),(39 4164.3223),(40 4249.576),(41 4235.355),(42 4264.182),(43 4305.873),(44 4349.259),(45 4385.655),(46 4455.06),(47 4448.6445),(48 4446.4673),(49 4507.224),(50 4522.503),(51 4523.8135),(52 4461.376),(53 4434.6235),(54 4380.436),(55 4338.813),(56 4343.8584),(57 4377.86),(58 4355.882),(59 4337.273),(60 4327.418),(61 4289.541),(62 4298.95),(63 4319.5024),(64 4301.3716),(65 4320.312),(66 4333.594),(67 4300.972),(68 4246.212),(69 4303.483),(70 4275.397),(71 4243.696),(72 4248.6255),(73 4211.2354),(74 4233.1777),(75 4288.477),(76 4308.572),(77 4308.5923),(78 4354.7607),(79 4357.99),
