1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 182213.13),(2 667266.56),(3 1438462.1),(4 2441031.5),(5 3599467.3),(6 4935440.5),(7 6388870.5),(8 7955724.5),(9 9629229),(10 11321773),(11 12964251),(12 14694816),(13 16535397),(14 18594666),(15 20802070),(16 23141662),(17 25647750),(18 28206742),(19 30909590),(20 33700350),(21 36620532),(22 39861908),(23 43354012),(24 47102348),(25 51183956),(26 55287684),(27 59520252),(28 63900020),(29 68925064),(30 74950440),(31 82186490),(32 90337370),(33 98323030),(34 106546504),(35 115123256),(36 123917530),(37 133097660),(38 142282300),(39 151599220),(40 161342510),(41 170954190),(42 180980860),(43 191133000),(44 200980590),(45 211368960),(46 221447630),(47 231930420),(48 242176750),(49 252710530),(50 262518800),(51 272119520),(52 280696500),(53 288894300),(54 296926100),(55 305202000),(56 313332580),(57 321929380),(58 330092130),(59 338061020),(60 345782240),(61 353467420),(62 360411680),(63 367299100),(64 373212160),(65 379160220),(66 384839070),(67 390397800),(68 395438240),(69 400808480),(70 406129540),(71 411518560),(72 416028200),(73 421196500),(74 426008480),(75 430929060),(76 435337730),(77 439562750),(78 442947330),(79 445867520),
(1 437285.03),(2 1619764),(3 3359032),(4 5325605.5),(5 7437376),(6 9625891),(7 11665135),(8 13541433),(9 15316714),(10 16821356),(11 18043952),(12 18937186),(13 19450520),(14 19629412),(15 19525150),(16 19206414),(17 18744000),(18 18320106),(19 17989492),(20 17761844),(21 17633082),(22 17617350),(23 17624528),(24 17724006),(25 17971252),(26 18276820),(27 18722476),(28 19208256),(29 19711628),(30 20227386),(31 20657306),(32 21047334),(33 21406242),(34 21707012),(35 21960760),(36 22162914),(37 22342754),(38 22552606),(39 22802580),(40 23182224),(41 23567816),(42 24024460),(43 24462336),(44 24880080),(45 25311344),(46 25663742),(47 25871628),(48 25897242),(49 25819640),(50 25683548),(51 25512120),(52 25279418),(53 24981918),(54 24624790),(55 24255238),(56 23869414),(57 23471424),(58 23044438),(59 22615824),(60 22108428),(61 21548592),(62 21024968),(63 20537762),(64 20115244),(65 19735672),(66 19394274),(67 19126318),(68 18944540),(69 18840000),(70 18796428),(71 18782968),(72 18792356),(73 18818640),(74 18840604),(75 18820272),(76 18788674),(77 18705862),(78 18562588),(79 18414138),
(1 393995.88),(2 1448191.6),(3 2978240.3),(4 4645488.5),(5 6380682.5),(6 8103105.5),(7 9632684),(8 11013875),(9 12258785),(10 13224959),(11 13893304),(12 14307171),(13 14480517),(14 14396604),(15 14129071),(16 13731433),(17 13290143),(18 12880289),(19 12540053),(20 12271608),(21 12054709),(22 11881896),(23 11814147),(24 11823052),(25 11924484),(26 12051836),(27 12216657),(28 12378071),(29 12539501),(30 12720284),(31 12847325),(32 12987037),(33 13128319),(34 13287453),(35 13445035),(36 13623939),(37 13783779),(38 13958371),(39 14206005),(40 14522404),(41 14910344),(42 15306187),(43 15664419),(44 15989568),(45 16259744),(46 16463444),(47 16590579),(48 16581261),(49 16408893),(50 16103429),(51 15739768),(52 15338584),(53 14903771),(54 14432111),(55 13930304),(56 13452107),(57 13019219),(58 12670265),(59 12406760),(60 12168467),(61 12005821),(62 11876821),(63 11782616),(64 11727451),(65 11726056),(66 11784301),(67 11884564),(68 12034133),(69 12204452),(70 12382011),(71 12506372),(72 12639076),(73 12777325),(74 12938801),(75 13142675),(76 13370768),(77 13642373),(78 13962704),(79 14308147),
(1 427457.6),(2 1576796.5),(3 3242648.3),(4 5067590.5),(5 6920258.5),(6 8728548),(7 10307729),(8 11680677),(9 12860859),(10 13728572),(11 14338136),(12 14746793),(13 15025334),(14 15198141),(15 15245809),(16 15205988),(17 15107035),(18 15024515),(19 14962772),(20 14885491),(21 14849042),(22 14779049),(23 14685700),(24 14605020),(25 14561919),(26 14473024),(27 14309258),(28 14125420),(29 13894541),(30 13650842),(31 13466161),(32 13307725),(33 13193408),(34 13099144),(35 13030070),(36 13037391),(37 13034602),(38 13039227),(39 13064765),(40 13132916),(41 13210650),(42 13294769),(43 13385868),(44 13485221),(45 13544140),(46 13524865),(47 13443630),(48 13275036),(49 13011754),(50 12666989),(51 12296056),(52 11916508),(53 11549422),(54 11210429),(55 10891996),(56 10636268),(57 10422003),(58 10310395),(59 10302610),(60 10393348),(61 10505318),(62 10598248),(63 10677603),(64 10746674),(65 10754401),(66 10690722),(67 10548825),(68 10311266),(69 10011675),(70 9718300),(71 9453994),(72 9244500),(73 9106879),(74 9063400),(75 9115862),(76 9239650),(77 9406913),(78 9591965),(79 9760918),
(1 408385.6),(2 1493977.5),(3 3056540.8),(4 4776574),(5 6531339),(6 8229699),(7 9699933),(8 10959136),(9 12009658),(10 12710600),(11 13089988),(12 13245508),(13 13197659),(14 13054506),(15 12826423),(16 12534019),(17 12157037),(18 11758464),(19 11315875),(20 10913850),(21 10555487),(22 10208296),(23 9925909),(24 9679509),(25 9502705),(26 9379784),(27 9320380),(28 9326317),(29 9361982),(30 9447012),(31 9589900),(32 9804435),(33 10031824),(34 10245684),(35 10412518),(36 10564406),(37 10677216),(38 10749180),(39 10748052),(40 10761528),(41 10757926),(42 10756061),(43 10786825),(44 10872009),(45 10973580),(46 11131081),(47 11319186),(48 11519709),(49 11689879),(50 11796238),(51 11820380),(52 11750111),(53 11606033),(54 11423146),(55 11181674),(56 10926724),(57 10680477),(58 10479210),(59 10369029),(60 10330754),(61 10315228),(62 10321364),(63 10331053),(64 10362393),(65 10393613),(66 10404553),(67 10402237),(68 10384175),(69 10380760),(70 10382782),(71 10433487),(72 10492642),(73 10530380),(74 10570840),(75 10585652),(76 10606465),(77 10584041),(78 10522017),(79 10421253),
(1 416391.4),(2 1503235.9),(3 3014371.5),(4 4605006),(5 6113269.5),(6 7423942),(7 8399335),(8 9093720),(9 9575481),(10 9775345),(11 9832002),(12 9770867),(13 9635726),(14 9418994),(15 9112139),(16 8756749),(17 8365659.5),(18 8024794),(19 7726345),(20 7471418.5),(21 7263217),(22 7058645.5),(23 6915838),(24 6796137),(25 6711335),(26 6728369),(27 6827127),(28 7004057),(29 7237159.5),(30 7433828),(31 7565638),(32 7641424),(33 7700898.5),(34 7782976),(35 7919297),(36 8066774.5),(37 8186472.5),(38 8304243),(39 8421577),(40 8566846),(41 8765325),(42 9027191),(43 9335389),(44 9707787),(45 10070132),(46 10404632),(47 10662955),(48 10865694),(49 10975938),(50 11011199),(51 10967704),(52 10863701),(53 10702939),(54 10504856),(55 10271807),(56 10024783),(57 9744641),(58 9499789),(59 9307240),(60 9187683),(61 9155103),(62 9199211),(63 9258470),(64 9265863),(65 9181582),(66 9025538),(67 8827195),(68 8604934),(69 8377736.5),(70 8202491.5),(71 8077817.5),(72 8005295),(73 7952093.5),(74 7912633),(75 7916091.5),(76 7940406.5),(77 7954367),(78 8027117.5),(79 8095360.5),
(1 470778.9),(2 1698208.8),(3 3381707.8),(4 5112313),(5 6716869.5),(6 8048825.5),(7 8926788),(8 9371398),(9 9504177),(10 9335353),(11 8984886),(12 8551804),(13 8161265),(14 7894343),(15 7747965),(16 7662500.5),(17 7649075),(18 7687977.5),(19 7741985),(20 7763598),(21 7738252.5),(22 7669927.5),(23 7569760),(24 7458689.5),(25 7354861),(26 7290095),(27 7306830.5),(28 7427557.5),(29 7604031.5),(30 7789085.5),(31 7895607.5),(32 7951709),(33 8001133.5),(34 8055243),(35 8135180.5),(36 8230680),(37 8300035),(38 8334062),(39 8302906),(40 8231269.5),(41 8144769.5),(42 8054129),(43 7996710.5),(44 7958042),(45 7944782),(46 7964999),(47 7977199.5),(48 7993146),(49 7997034.5),(50 7976663),(51 7931523),(52 7880962.5),(53 7786417),(54 7677048.5),(55 7570217.5),(56 7484389.5),(57 7429562.5),(58 7405187.5),(59 7433407),(60 7482198.5),(61 7566934.5),(62 7662254.5),(63 7736212.5),(64 7806197.5),(65 7855381),(66 7859408.5),(67 7831676.5),(68 7812805),(69 7796773),(70 7781872.5),(71 7749595.5),(72 7694527),(73 7603488),(74 7516099.5),(75 7443195.5),(76 7398375),(77 7404547),(78 7448535.5),(79 7479674.5),
(1 444419.22),(2 1624561.8),(3 3246988.5),(4 4900272.5),(5 6415739.5),(6 7621627),(7 8369165),(8 8701521),(9 8705669),(10 8405592),(11 7988889),(12 7508194.5),(13 7072649.5),(14 6763599.5),(15 6632478),(16 6591540.5),(17 6601865.5),(18 6632045),(19 6667180.5),(20 6727957.5),(21 6777096.5),(22 6852530.5),(23 6939496.5),(24 7050089.5),(25 7194005.5),(26 7345987.5),(27 7489953),(28 7643419.5),(29 7739889.5),(30 7773996),(31 7753671),(32 7709128.5),(33 7682421.5),(34 7680996),(35 7729821),(36 7829929),(37 7941349),(38 7998586),(39 8046887.5),(40 8088044.5),(41 8092395),(42 8077228.5),(43 8033841),(44 7996792.5),(45 7995014),(46 7995525),(47 8001569),(48 8029091.5),(49 8076406.5),(50 8120514.5),(51 8142772),(52 8146354),(53 8111685.5),(54 8059961),(55 7981011),(56 7903749),(57 7847293),(58 7784641.5),(59 7733779.5),(60 7668316),(61 7577159.5),(62 7494676),(63 7404340.5),(64 7364155.5),(65 7382708.5),(66 7402725),(67 7432908.5),(68 7485875.5),(69 7544611),(70 7563815.5),(71 7520255),(72 7422087),(73 7239068),(74 6996577),(75 6749720.5),(76 6497529),(77 6280700),(78 6121630),(79 6002484),
(1 350382.66),(2 1256945.9),(3 2472856.3),(4 3695644.3),(5 4776362.5),(6 5655191.5),(7 6245587.5),(8 6587686.5),(9 6748183.5),(10 6713622.5),(11 6609567.5),(12 6467789.5),(13 6333701.5),(14 6249225.5),(15 6246623),(16 6290392),(17 6351153.5),(18 6428455.5),(19 6488768.5),(20 6583469),(21 6672362.5),(22 6724664),(23 6748837.5),(24 6726987),(25 6615187),(26 6440438.5),(27 6205031),(28 5963209.5),(29 5743272),(30 5524449),(31 5329424.5),(32 5193057),(33 5129988),(34 5148245),(35 5218447.5),(36 5351420),(37 5527527.5),(38 5727939),(39 5933191),(40 6154376),(41 6368785.5),(42 6544490),(43 6654235),(44 6721197.5),(45 6715619),(46 6622198),(47 6474027),(48 6308205.5),(49 6151143),(50 5978319),(51 5807260.5),(52 5677559.5),(53 5547748),(54 5439078),(55 5374209),(56 5343562),(57 5345336.5),(58 5377356.5),(59 5444705),(60 5539405.5),(61 5640376),(62 5743254.5),(63 5866661.5),(64 6009311),(65 6165738.5),(66 6309145),(67 6394358.5),(68 6430634.5),(69 6415208.5),(70 6371557.5),(71 6313591.5),(72 6257087),(73 6182672.5),(74 6075862.5),(75 5929751.5),(76 5786675),(77 5649555.5),(78 5542305),(79 5486700),
(1 339048.53),(2 1173718.8),(3 2214314.8),(4 3205991.5),(5 4057006),(6 4745945.5),(7 5227200),(8 5568862),(9 5784387),(10 5873381.5),(11 5861437),(12 5790808),(13 5690763),(14 5592838),(15 5523146.5),(16 5475232),(17 5445009),(18 5428347.5),(19 5457656),(20 5530635),(21 5611569),(22 5679900.5),(23 5723313.5),(24 5749138.5),(25 5714845),(26 5621714),(27 5469267),(28 5272982),(29 5072417),(30 4872331),(31 4703706),(32 4568561),(33 4501170.5),(34 4509671),(35 4589357.5),(36 4755963),(37 4953492),(38 5172197.5),(39 5381951),(40 5562622.5),(41 5733973.5),(42 5890677),(43 5997795),(44 6024314),(45 5993598),(46 5922388.5),(47 5812970),(48 5653204.5),(49 5473048.5),(50 5282534.5),(51 5086417),(52 4914682),(53 4761533.5),(54 4646110),(55 4566329),(56 4526735.5),(57 4505334),(58 4494988),(59 4517173),(60 4561212.5),(61 4589787),(62 4612133),(63 4611537),(64 4613512),(65 4620934),(66 4632110),(67 4627902),(68 4607484),(69 4575363),(70 4560206),(71 4559014.5),(72 4564898),(73 4571782),(74 4555728.5),(75 4508468),(76 4441887),(77 4358512),(78 4311394),(79 4288763),
(1 280392.66),(2 949577.94),(3 1767593.8),(4 2501037.3),(5 3122169.3),(6 3646918),(7 4050243.5),(8 4355787.5),(9 4568753.5),(10 4674243.5),(11 4704133),(12 4708014),(13 4716001.5),(14 4740676.5),(15 4792197),(16 4858919.5),(17 4932873.5),(18 4976559),(19 4977934.5),(20 4931280.5),(21 4812492),(22 4686136),(23 4566073.5),(24 4448267),(25 4342344),(26 4242487),(27 4142011.8),(28 4048433.3),(29 3955466.5),(30 3872672.5),(31 3811819.3),(32 3778404.3),(33 3800197.3),(34 3879820),(35 4012508.5),(36 4170160.5),(37 4317330),(38 4449261),(39 4547721.5),(40 4612191),(41 4645845.5),(42 4675476.5),(43 4698979.5),(44 4698211),(45 4678145),(46 4687601.5),(47 4754306),(48 4814868),(49 4856509),(50 4880664),(51 4849965.5),(52 4770250.5),(53 4629729.5),(54 4455831),(55 4289665.5),(56 4151296.5),(57 4070282),(58 4047333.5),(59 4071944.3),(60 4141200),(61 4222767),(62 4328441),(63 4436229),(64 4518193.5),(65 4582621.5),(66 4621414),(67 4643323),(68 4644760),(69 4630385.5),(70 4608694),(71 4594359.5),(72 4615767),(73 4631419),(74 4621929),(75 4614960.5),(76 4609949.5),(77 4632823),(78 4659128.5),(79 4676293),
(1 267231),(2 903266.94),(3 1686717.6),(4 2403470.8),(5 2988156.8),(6 3433790.8),(7 3702676.3),(8 3845235.3),(9 3902652),(10 3906738.8),(11 3837171.8),(12 3709407.3),(13 3582131.3),(14 3465268.8),(15 3402498.5),(16 3385837),(17 3414927.3),(18 3468522.8),(19 3500668),(20 3496862.8),(21 3451451),(22 3416705.3),(23 3399078),(24 3403316.5),(25 3411924.8),(26 3413940.3),(27 3411218.8),(28 3420121.5),(29 3442257.8),(30 3465964),(31 3492027.5),(32 3522371.3),(33 3565076.5),(34 3635140.5),(35 3729072),(36 3790771.3),(37 3807674.8),(38 3807533),(39 3804316.3),(40 3802961),(41 3842017.3),(42 3924632.8),(43 4007964),(44 4061535),(45 4094186),(46 4110107.5),(47 4081500.3),(48 4047753.3),(49 4023223.8),(50 3973766),(51 3918198),(52 3873586.3),(53 3847254),(54 3844652.8),(55 3860649.5),(56 3875273.3),(57 3896187.5),(58 3901947.5),(59 3912933.5),(60 3936968.3),(61 3934540.3),(62 3924435.3),(63 3910028.3),(64 3893660),(65 3884022),(66 3870680.8),(67 3850128.5),(68 3832123),(69 3817479.8),(70 3799385.8),(71 3779005.5),(72 3766732.5),(73 3786015),(74 3828981.5),(75 3869999.5),(76 3876509.8),(77 3857787),(78 3828039.3),(79 3790655.5),
(1 254824.25),(2 845062.7),(3 1539549),(4 2122952.5),(5 2550067),(6 2820196.5),(7 2931074.5),(8 2938232.8),(9 2895191.8),(10 2887225.5),(11 2885669),(12 2918478),(13 3007788.3),(14 3152947.8),(15 3328079),(16 3494133),(17 3621150.5),(18 3689645.8),(19 3687579.3),(20 3607993.5),(21 3491326.3),(22 3375074),(23 3309515.8),(24 3324655),(25 3387241.3),(26 3469432),(27 3573708.3),(28 3646692),(29 3664582.5),(30 3614973.3),(31 3578100.3),(32 3536964.8),(33 3518120.8),(34 3527323.3),(35 3555091.3),(36 3592003.3),(37 3615343),(38 3630167),(39 3622580),(40 3603096.3),(41 3566724.5),(42 3527033.3),(43 3473008.8),(44 3409272.5),(45 3347701.3),(46 3315154.3),(47 3334144.8),(48 3374490.3),(49 3435583),(50 3481521.3),(51 3507679),(52 3496571),(53 3459569.8),(54 3437283),(55 3435718.3),(56 3445269.8),(57 3466715.3),(58 3483807.5),(59 3494973.5),(60 3516353),(61 3536463.5),(62 3573141),(63 3594427),(64 3605597),(65 3610250.8),(66 3600537.3),(67 3611812.8),(68 3595351),(69 3549331.3),(70 3479784),(71 3402232.8),(72 3334870),(73 3272704),(74 3208703.5),(75 3157203),(76 3112362.8),(77 3068600.5),(78 3021194.8),(79 2963944.8),
(1 226138.14),(2 757003.94),(3 1391309.6),(4 1968026.4),(5 2438928.3),(6 2798333.5),(7 3013801),(8 3138629.5),(9 3197107.3),(10 3206020.5),(11 3209786.5),(12 3208919),(13 3227095.5),(14 3275973.3),(15 3314877),(16 3326408.5),(17 3335229.5),(18 3350424.3),(19 3350514.5),(20 3322307.8),(21 3252260),(22 3172659.3),(23 3108503.5),(24 3063896.5),(25 3028581.5),(26 2996125.8),(27 2976528),(28 2964269.5),(29 2919964.8),(30 2861878.3),(31 2815600.5),(32 2778176.3),(33 2752928),(34 2744468.8),(35 2753108.8),(36 2789377),(37 2835276.8),(38 2870071.8),(39 2897986.5),(40 2904183),(41 2902588.3),(42 2896135.5),(43 2878129),(44 2850314.8),(45 2826509.5),(46 2806322.5),(47 2814194.8),(48 2860179.3),(49 2918832.3),(50 2968089.3),(51 3000301.5),(52 3023137.8),(53 3043607.5),(54 3061461.5),(55 3083274.5),(56 3103596.8),(57 3134282.5),(58 3156153.8),(59 3163654.3),(60 3153800.5),(61 3125770.5),(62 3089760.8),(63 3055576.3),(64 3024577),(65 2996707.5),(66 2987771),(67 3009546.3),(68 3027676.8),(69 3036315.8),(70 3018849.5),(71 2987011.8),(72 2949881.8),(73 2907007),(74 2842481),(75 2771289),(76 2712314.5),(77 2675463.8),(78 2629088),(79 2580215.8),
(1 223278.48),(2 731359.3),(3 1316256.5),(4 1808170.5),(5 2200262),(6 2479853.8),(7 2640399),(8 2724164.3),(9 2754118.5),(10 2749343.3),(11 2742860.5),(12 2748927),(13 2756761),(14 2763484.5),(15 2784335),(16 2798982.5),(17 2820206),(18 2845631.8),(19 2864440.8),(20 2878419),(21 2884393.5),(22 2893225.3),(23 2906916.5),(24 2911932),(25 2928619.5),(26 2958409),(27 3000130.5),(28 3037869.8),(29 3077079),(30 3096277.3),(31 3093090.8),(32 3060681.5),(33 3016624.3),(34 2962912),(35 2902659.5),(36 2848816),(37 2820857.5),(38 2803452),(39 2809838.5),(40 2812872.5),(41 2803545.3),(42 2774057.8),(43 2717725),(44 2660568),(45 2612108.5),(46 2578265.5),(47 2571529.5),(48 2588775),(49 2633655.8),(50 2674778.8),(51 2716430.8),(52 2747422.8),(53 2767795.5),(54 2786129.3),(55 2795355.8),(56 2807507.3),(57 2813054.5),(58 2804822),(59 2785448.3),(60 2768685.5),(61 2777223),(62 2798865.5),(63 2823510.8),(64 2844006),(65 2870954.8),(66 2895489),(67 2901896.5),(68 2875809.8),(69 2844982.8),(70 2799699.3),(71 2770590.5),(72 2737149.8),(73 2695691.5),(74 2670338),(75 2651302.5),(76 2638729.8),(77 2619893.8),(78 2626803.5),(79 2648187.8),
(1 227470.1),(2 736772.9),(3 1303457.8),(4 1761820.3),(5 2086326.8),(6 2286431.8),(7 2398303),(8 2437159.3),(9 2411522.5),(10 2359331.5),(11 2287433),(12 2225018),(13 2172786.3),(14 2141172.3),(15 2140865.8),(16 2176162.8),(17 2242818.3),(18 2308445.8),(19 2330151),(20 2331911.5),(21 2340224.8),(22 2365805.8),(23 2399010.5),(24 2435707.8),(25 2463500.5),(26 2488293.3),(27 2496259.8),(28 2486360),(29 2445587.3),(30 2395674.3),(31 2353256),(32 2319057),(33 2301883.5),(34 2305551.3),(35 2318339.5),(36 2335042.3),(37 2375475.3),(38 2421094.8),(39 2459124.3),(40 2465389),(41 2432727),(42 2376182),(43 2307806.5),(44 2240632.5),(45 2172842.8),(46 2125048.3),(47 2115396.5),(48 2126583.8),(49 2162120.5),(50 2200012),(51 2223808.3),(52 2230388.3),(53 2222713.3),(54 2200244),(55 2175094.5),(56 2162455.5),(57 2162597.5),(58 2168682.3),(59 2172091.5),(60 2180383.8),(61 2198617.5),(62 2242250),(63 2295196.8),(64 2334031.5),(65 2348775.5),(66 2346655.8),(67 2328604),(68 2306430.3),(69 2279896.8),(70 2249308),(71 2203897.5),(72 2153344.5),(73 2096880.1),(74 2054190.4),(75 2022413.8),(76 2006228.6),(77 2021346.5),(78 2058507),(79 2107548),
(1 229659.42),(2 728524.7),(3 1262301),(4 1660095),(5 1918468.6),(6 2069488.6),(7 2149756.8),(8 2182094.5),(9 2195615.5),(10 2189606),(11 2163680.3),(12 2144554.3),(13 2122577.5),(14 2086996.3),(15 2066443.4),(16 2078593.8),(17 2118221),(18 2172976),(19 2212866.3),(20 2219266.8),(21 2223371.5),(22 2279273.3),(23 2368627.8),(24 2473612.5),(25 2555179),(26 2584865.5),(27 2557688),(28 2517053.8),(29 2473508.5),(30 2408963.5),(31 2345215.8),(32 2270143.8),(33 2206604.3),(34 2178267),(35 2184947),(36 2212163.5),(37 2263211.5),(38 2330034),(39 2380429),(40 2417027.5),(41 2426932.5),(42 2396722.3),(43 2348868.5),(44 2302864),(45 2241465.3),(46 2183745.5),(47 2151669.8),(48 2128411.5),(49 2124057.5),(50 2120234.8),(51 2115676.8),(52 2110606.5),(53 2112783.5),(54 2120085.3),(55 2129982.5),(56 2141215.5),(57 2164000.3),(58 2191103),(59 2203002.5),(60 2207187),(61 2202616.3),(62 2181578.8),(63 2174709.5),(64 2169798.8),(65 2167310.8),(66 2150712.3),(67 2124081.8),(68 2097380.5),(69 2087454.6),(70 2084115.6),(71 2071627.6),(72 2061996.8),(73 2052225.1),(74 2046661.9),(75 2056185.5),(76 2084574.1),(77 2126927.3),(78 2139360.8),(79 2128066.5),
(1 227932.69),(2 722726.56),(3 1238659.1),(4 1617088),(5 1838559.5),(6 1936504.5),(7 1929620.1),(8 1869914.6),(9 1815527.1),(10 1800553.6),(11 1836582.8),(12 1906649.6),(13 1970911.9),(14 1998099.9),(15 1991586),(16 1997254.6),(17 2018952),(18 2059000.4),(19 2083291.9),(20 2088366.6),(21 2077258.1),(22 2067016.4),(23 2066678.3),(24 2073358.9),(25 2087897.3),(26 2101926),(27 2111511.8),(28 2115151.8),(29 2104218.8),(30 2073480.8),(31 2022053.4),(32 1951712.4),(33 1886651.3),(34 1849219),(35 1829742.3),(36 1814237.1),(37 1814255.6),(38 1835415.9),(39 1859573.5),(40 1860922.6),(41 1854350.9),(42 1845632),(43 1840227.3),(44 1823839.3),(45 1800592),(46 1783624.9),(47 1788476.1),(48 1791014.8),(49 1802668.6),(50 1817162.9),(51 1820129.4),(52 1819136.8),(53 1818734.8),(54 1815399.1),(55 1814430.3),(56 1804462.3),(57 1774502.6),(58 1749686.8),(59 1726754.9),(60 1712758),(61 1687600.9),(62 1663755),(63 1649419.9),(64 1638191.3),(65 1626378.6),(66 1628704.4),(67 1628517.4),(68 1616113.6),(69 1588369.8),(70 1561947),(71 1538430.6),(72 1532758.9),(73 1551967.6),(74 1591620.3),(75 1647718.8),(76 1688451.8),(77 1737799.3),(78 1778830.4),(79 1824645.5),
(1 216892.64),(2 681415.5),(3 1159610.4),(4 1493401.6),(5 1696526.9),(6 1822443),(7 1875562.3),(8 1887440.6),(9 1877314),(10 1871079),(11 1876312.1),(12 1892847),(13 1898088.8),(14 1887764.5),(15 1881968.6),(16 1891067.8),(17 1900323.3),(18 1915879.6),(19 1924428.8),(20 1924806.1),(21 1913717.4),(22 1902314.9),(23 1885530.9),(24 1874510),(25 1868665.8),(26 1852997.6),(27 1827692.1),(28 1797577.8),(29 1756782.9),(30 1721761.9),(31 1707313.8),(32 1738911),(33 1807698.9),(34 1880888),(35 1932487.9),(36 1967151.4),(37 2007421.1),(38 2062512),(39 2099754),(40 2107682.3),(41 2075739.6),(42 2005407.6),(43 1935369.6),(44 1883834),(45 1856990),(46 1867398.6),(47 1883328.8),(48 1880498.9),(49 1866350.4),(50 1836100.1),(51 1805947.1),(52 1773539.1),(53 1735103.4),(54 1715827.9),(55 1711750),(56 1719713),(57 1711324.5),(58 1711404.5),(59 1703341.5),(60 1689170.3),(61 1686923.6),(62 1709099.9),(63 1746027.6),(64 1785226.5),(65 1812230),(66 1829657.8),(67 1820628.1),(68 1797642),(69 1767884.3),(70 1735034),(71 1703449.4),(72 1706200.8),(73 1731652.9),(74 1767267.1),(75 1813700.9),(76 1870542.1),(77 1910197.4),(78 1930714.6),(79 1946013.5),
