1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 182213.13),(2 667266.56),(3 1438462.1),(4 2441031.5),(5 3599467.3),(6 4935440.5),(7 6388870.5),(8 7955724.5),(9 9629229),(10 11321773),(11 12964251),(12 14694816),(13 16535397),(14 18594666),(15 20802070),(16 23141662),(17 25647750),(18 28206742),(19 30909590),(20 33700350),(21 36620532),(22 39861908),(23 43354012),(24 47102348),(25 51183956),(26 55287684),(27 59520252),(28 63900020),(29 68925064),(30 74950440),(31 82186490),(32 90337370),(33 98323030),(34 106546504),(35 115123256),(36 123917530),(37 133097660),(38 142282300),(39 151599220),(40 161342510),(41 170954190),(42 180980860),(43 191133000),(44 200980590),(45 211368960),(46 221447630),(47 231930420),(48 242176750),(49 252710530),(50 262518800),(51 272119520),(52 280696500),(53 288894300),(54 296926100),(55 305202000),(56 313332580),(57 321929380),(58 330092130),(59 338061020),(60 345782240),(61 353467420),(62 360411680),(63 367299100),(64 373212160),(65 379160220),(66 384839070),(67 390397800),(68 395438240),(69 400808480),(70 406129540),(71 411518560),(72 416028200),(73 421196500),(74 426008480),(75 430929060),(76 435337730),(77 439562750),(78 442947330),(79 445867520),
(1 6938.717),(2 9297.613),(3 9715.8),(4 9835.597),(5 10152.062),(6 10452.77),(7 10659.001),(8 10698.1045),(9 10534.176),(10 10814.483),(11 10905.578),(12 10840.079),(13 10560.545),(14 10553.482),(15 10659.37),(16 10673.173),(17 10809.614),(18 10498.077),(19 10471.96),(20 10539.075),(21 10314.383),(22 10327.96),(23 10363.82),(24 10389.876),(25 10571.574),(26 10680.857),(27 10624.878),(28 10459.098),(29 10386.069),(30 10122.839),(31 10341.634),(32 10447.309),(33 10585.308),(34 10390.423),(35 10424.892),(36 10698.7295),(37 10874.999),(38 10913.156),(39 10914.113),(40 10776.364),(41 10909.297),(42 10848.637),(43 10848.106),(44 10826.489),(45 10795.588),(46 10702.069),(47 10734.115),(48 10854.701),(49 10777.316),(50 10767.099),(51 10758.468),(52 10720.072),(53 10662.887),(54 10718.921),(55 10818.336),(56 10787.117),(57 10683.81),(58 10665.941),(59 10682.453),(60 10623.104),(61 10826.387),(62 10817.528),(63 10617.446),(64 10711.738),(65 10692.809),(66 10436.996),(67 10482.326),(68 10559.243),(69 10456.255),(70 10419.294),(71 10280.502),(72 10503.736),(73 10539.322),(74 10639.136),(75 10799.229),(76 10684.017),(77 10808.201),(78 10905.316),(79 10804.171),
(1 6447.2905),(2 8711.079),(3 9248.87),(4 9525.634),(5 9773.912),(6 9804.634),(7 9858.184),(8 10019.333),(9 10016.901),(10 10010.551),(11 10151.125),(12 10269.511),(13 10349.773),(14 10389.126),(15 10541.088),(16 10284.4375),(17 10277.773),(18 10304.981),(19 10263.338),(20 10353.982),(21 10226.777),(22 10182.619),(23 10439.855),(24 10574.411),(25 10561.404),(26 10598.012),(27 10511.102),(28 10440.996),(29 10339.482),(30 10428.265),(31 10449.741),(32 10504.7295),(33 10491.902),(34 10185.412),(35 10165.265),(36 10011.842),(37 10017.162),(38 9976.006),(39 10040.373),(40 10074.077),(41 10181.414),(42 10128.664),(43 9972.214),(44 9963.429),(45 9863.498),(46 9830.485),(47 9821.933),(48 9980.145),(49 10058.539),(50 10117.061),(51 9973.063),(52 9793.376),(53 9912.439),(54 9967.118),(55 10061.433),(56 10197.279),(57 9985.886),(58 9846.243),(59 9783.407),(60 9743.251),(61 9841.723),(62 9825.682),(63 9897.451),(64 9920.978),(65 9850.431),(66 9845.3),(67 9713.155),(68 9769.336),(69 10114.102),(70 10102.382),(71 10272.123),(72 10283.725),(73 10153.204),(74 10129.649),(75 10067.838),(76 9963.049),(77 10001.465),(78 10253.557),(79 10394.987),
(1 6621.834),(2 8724.694),(3 9229.361),(4 9303.306),(5 9349.716),(6 9498.517),(7 9774.367),(8 9980.89),(9 10129.768),(10 10053.757),(11 10132.618),(12 10340.192),(13 10240.037),(14 10080.081),(15 10078.7295),(16 10046.351),(17 10120.692),(18 10123.041),(19 10204.693),(20 10150.807),(21 10024.585),(22 9898.435),(23 9862.92),(24 9771.46),(25 9968.444),(26 10124.085),(27 10361.405),(28 10271.4),(29 10006.979),(30 9917.739),(31 9960.754),(32 9926.926),(33 10025.95),(34 9989.103),(35 9992.559),(36 10100.142),(37 10092.704),(38 10117.751),(39 10195.571),(40 9888.57),(41 10183.47),(42 10054.706),(43 10080.882),(44 9845.536),(45 9722.288),(46 9902.179),(47 9965.809),(48 9958.517),(49 9831.964),(50 9913.783),(51 9830.861),(52 9680.445),(53 9590.275),(54 9533.118),(55 9829.13),(56 9879.636),(57 9878.207),(58 9624.684),(59 9989.747),(60 9933.395),(61 9816.901),(62 9658.248),(63 9697.349),(64 9679.797),(65 9672.138),(66 9502.321),(67 9593.238),(68 9639.322),(69 9672.508),(70 9778.382),(71 9853.815),(72 9818.7295),(73 9678.221),(74 9653.365),(75 9758.054),(76 9759.536),(77 9926.891),(78 10000.293),(79 10031.935),
(1 6358.038),(2 8519.503),(3 8967.351),(4 9170.722),(5 9366.056),(6 9518.607),(7 9913.589),(8 10100.68),(9 10075.8125),(10 10088.626),(11 10002.269),(12 10189.255),(13 10112.619),(14 10127.258),(15 10174.962),(16 10132.333),(17 9972.015),(18 9845.242),(19 10008.525),(20 10002.1875),(21 9918.319),(22 9932.89),(23 9999.562),(24 9874.2705),(25 9937.633),(26 9945.918),(27 10125.281),(28 9789.356),(29 9597.494),(30 9821.876),(31 9812.958),(32 9742.355),(33 9653.445),(34 9517.113),(35 9557.612),(36 9548.745),(37 9797.313),(38 10078.008),(39 10003.931),(40 10117.413),(41 10125.216),(42 10002.87),(43 9851.644),(44 9832.765),(45 9667.315),(46 9522.635),(47 9669.059),(48 9805.63),(49 9925.845),(50 9966.835),(51 9962.116),(52 9859.541),(53 9654.034),(54 9640.089),(55 9850.881),(56 9899.905),(57 9840.802),(58 9717.863),(59 9651.914),(60 9864.493),(61 10081.831),(62 10011.268),(63 9909.624),(64 9963.932),(65 9958.582),(66 9855.101),(67 9805.504),(68 9860.881),(69 10002.464),(70 10089.079),(71 10125.137),(72 10195.228),(73 10262.501),(74 10268.776),(75 10271.097),(76 10186.585),(77 10121.392),(78 10025.025),(79 9882.7295),
(1 6098.7183),(2 8263.5625),(3 8470.779),(4 8900.369),(5 9369.093),(6 9466.878),(7 9589.071),(8 9723.688),(9 9566.057),(10 9474.26),(11 9549.658),(12 9648.586),(13 9617.265),(14 9593.58),(15 9843.324),(16 9705.334),(17 9706.835),(18 9514.951),(19 9418.257),(20 9281.484),(21 9275.553),(22 9505.969),(23 9616.691),(24 9547.042),(25 9646.221),(26 9506.712),(27 9447.502),(28 9367.348),(29 9428.297),(30 9300.48),(31 9188.666),(32 9233.271),(33 9215.818),(34 9200.412),(35 9007.583),(36 8954.942),(37 9046.067),(38 9075.23),(39 8937.324),(40 9203.748),(41 9206.358),(42 9131.11),(43 9076.358),(44 9125.778),(45 9144.483),(46 9276.184),(47 9170.119),(48 9180.588),(49 9432.809),(50 9427.17),(51 9389.294),(52 9201.742),(53 9280.181),(54 9281.196),(55 9082.088),(56 8884.984),(57 8875.317),(58 8875.865),(59 9033.937),(60 8984.224),(61 8988.421),(62 8914.571),(63 9067.775),(64 9074.044),(65 9074.779),(66 9082.492),(67 9172.753),(68 9421.902),(69 9465.472),(70 9373.42),(71 9513.114),(72 9598.853),(73 9625.223),(74 9459.111),(75 9401.949),(76 9541.965),(77 9539.267),(78 9539.138),(79 9656.988),
(1 5962.1465),(2 7985.046),(3 8441.133),(4 8706.354),(5 8862.714),(6 8936.248),(7 9134.67),(8 9511.136),(9 9362.708),(10 9251.151),(11 9403.266),(12 9397.056),(13 9413.517),(14 9409.86),(15 9347.724),(16 9140.742),(17 9058.626),(18 9193.782),(19 9206.23),(20 9159.5205),(21 9019.805),(22 9177.664),(23 9349.378),(24 9193.684),(25 9355.709),(26 9273.952),(27 9209.735),(28 9284.335),(29 9379.983),(30 9438.453),(31 9400.756),(32 9214.473),(33 9132.444),(34 9167.749),(35 9195.836),(36 9054.931),(37 9143.367),(38 8949.183),(39 9069.123),(40 9080.01),(41 9139.122),(42 9187.979),(43 9091.47),(44 9126.178),(45 8913.57),(46 8886.863),(47 9183.144),(48 9271.207),(49 9266.495),(50 9327.11),(51 9232.837),(52 9049.486),(53 9061.619),(54 9042.505),(55 8829.63),(56 8805.561),(57 8917.256),(58 9023.87),(59 8888.501),(60 8762.123),(61 8879.964),(62 8660.056),(63 8779.343),(64 8797.021),(65 8822.701),(66 8847.964),(67 8664.063),(68 8764.77),(69 8872.597),(70 8766.557),(71 8879.495),(72 9120.79),(73 8902.284),(74 8891.623),(75 9037.29),(76 9005.3),(77 8841.11),(78 8833.293),(79 8909.624),
(1 5661.2104),(2 7534.899),(3 8079.6714),(4 8274.89),(5 8520.909),(6 8652.596),(7 8867.14),(8 9005.021),(9 8972.598),(10 8953.084),(11 9019.334),(12 9028.695),(13 9025.209),(14 8817.945),(15 8772.834),(16 8972.498),(17 8837.561),(18 8771.569),(19 8787.561),(20 8839.312),(21 8799.742),(22 8889.009),(23 8859.633),(24 8803.193),(25 8863.03),(26 8798.806),(27 8897.489),(28 8913.146),(29 8908.265),(30 8917.416),(31 8939.549),(32 9016.16),(33 8875.634),(34 8769.894),(35 8761.844),(36 8748.288),(37 8666.271),(38 8698.883),(39 8965.616),(40 8899.54),(41 8981.614),(42 8939.658),(43 8959.439),(44 8848.227),(45 8724.192),(46 8843.323),(47 8694.42),(48 8667.529),(49 8616.616),(50 8786.132),(51 8863.551),(52 8756.247),(53 8691.058),(54 8598.174),(55 8731.845),(56 8839.383),(57 8884.76),(58 8888.501),(59 8882.371),(60 8632.462),(61 8694.892),(62 8764.886),(63 8809.129),(64 8810.424),(65 8942.304),(66 9025.054),(67 9115.446),(68 9247.386),(69 9180.953),(70 9190.223),(71 9242.772),(72 9127.175),(73 9040.084),(74 9054.384),(75 9008.966),(76 9110.598),(77 9218.827),(78 9241.558),(79 9157.947),
(1 5576.7837),(2 7468.7163),(3 7867.891),(4 8265.528),(5 8445.589),(6 8611.13),(7 8792.786),(8 9016.135),(9 9127.397),(10 9059.383),(11 8919.987),(12 8792.839),(13 8797.141),(14 8663.511),(15 8549.664),(16 8523.384),(17 8468.427),(18 8671.525),(19 8671.469),(20 8681.898),(21 8568.891),(22 8498.247),(23 8447.547),(24 8498.499),(25 8299.715),(26 8184.7495),(27 8357.669),(28 8419.312),(29 8463.562),(30 8544.486),(31 8620.903),(32 8592.184),(33 8492.964),(34 8540.633),(35 8484.721),(36 8553.962),(37 8493.269),(38 8337.341),(39 8311.226),(40 8432.742),(41 8366.016),(42 8345.21),(43 8208.639),(44 8260.781),(45 8369.081),(46 8391.935),(47 8499.815),(48 8634.88),(49 8684.0625),(50 8648.423),(51 8653.591),(52 8568.035),(53 8502.882),(54 8431.418),(55 8477.8545),(56 8532.775),(57 8366.638),(58 8285.845),(59 8169.388),(60 8184.9766),(61 8198.312),(62 8325.838),(63 8394.371),(64 8417.79),(65 8566.233),(66 8653.565),(67 8482.823),(68 8463.5205),(69 8371.215),(70 8481.904),(71 8303.378),(72 8419.734),(73 8586.824),(74 8522.961),(75 8464.029),(76 8508.686),(77 8584.917),(78 8587.647),(79 8742.847),
(1 5439.016),(2 7336.822),(3 7796.829),(4 7920.3677),(5 8094.924),(6 8423.449),(7 8490.164),(8 8660.336),(9 8792.652),(10 8677.6045),(11 8575.044),(12 8657.764),(13 8807.338),(14 8945.05),(15 9235.465),(16 9154.711),(17 8929.536),(18 8855.057),(19 8866.824),(20 8643.169),(21 8626.81),(22 8645.814),(23 8716.76),(24 8517.921),(25 8512.626),(26 8475.674),(27 8522.644),(28 8489.443),(29 8451.414),(30 8609.155),(31 8639.105),(32 8581.536),(33 8579.028),(34 8617.37),(35 8671.475),(36 8583.657),(37 8604.807),(38 8664.068),(39 8701.95),(40 8796.182),(41 8794.546),(42 8776.99),(43 8706.863),(44 8531.565),(45 8544.065),(46 8519.149),(47 8558.237),(48 8442.164),(49 8498.852),(50 8579.6455),(51 8307.394),(52 8269.367),(53 8355.033),(54 8353.819),(55 8368.404),(56 8406.931),(57 8410.803),(58 8491.838),(59 8289.833),(60 8325.404),(61 8372.456),(62 8458.416),(63 8519.856),(64 8416.334),(65 8423.264),(66 8170.4),(67 8046.0835),(68 7871.825),(69 7908.0225),(70 7997.449),(71 7970.0747),(72 7960.141),(73 8152.1416),(74 8188.902),(75 7985.1953),(76 8029.744),(77 8068.714),(78 8054.8545),(79 8055.8335),
(1 5350.6987),(2 7069.6978),(3 7673.333),(4 7900.0815),(5 8098.21),(6 8094.772),(7 8329.571),(8 8396.188),(9 8396.139),(10 8235.447),(11 8228.254),(12 8140.3213),(13 8243.286),(14 8487.728),(15 8611.996),(16 8699.88),(17 8695.621),(18 8757.917),(19 8584.737),(20 8392.436),(21 8205.607),(22 8187.225),(23 8272.152),(24 8347.098),(25 8375.891),(26 8314.971),(27 8230.852),(28 8198.24),(29 8111.428),(30 8163.504),(31 8254.087),(32 8158.162),(33 8207.806),(34 8022.6494),(35 8051.17),(36 8171.608),(37 8301.231),(38 8406.843),(39 8639.863),(40 8625.933),(41 8420.441),(42 8288.4795),(43 8284.893),(44 8177.856),(45 8232.839),(46 8169.1143),(47 8176.282),(48 8135.7153),(49 8136.129),(50 8194.108),(51 8232.086),(52 8210.837),(53 8203.83),(54 8070.393),(55 8146.7544),(56 8115.6914),(57 8249.786),(58 8289.243),(59 7988.4966),(60 7853.0796),(61 7916.656),(62 7991.3057),(63 8050.177),(64 7918.6367),(65 8054.25),(66 8143.237),(67 8244.871),(68 8130.658),(69 8142.1914),(70 8018.1465),(71 8189.263),(72 8089.4272),(73 8184.9395),(74 8206.061),(75 8181.15),(76 8134.8643),(77 8244.452),(78 8266.471),(79 8340.228),
(1 5232.8433),(2 6807.963),(3 7260.0156),(4 7499.732),(5 7723.5303),(6 7894.2603),(7 7880.0513),(8 8063.1187),(9 8159.4688),(10 8074.345),(11 7870.4473),(12 7819.5825),(13 7938.4004),(14 7899.6714),(15 7998.254),(16 8020.5054),(17 8034.467),(18 7995.9336),(19 7971.5894),(20 7913.0566),(21 8006.9795),(22 7792.3823),(23 7841.852),(24 7800.5728),(25 7848.3857),(26 7723.279),(27 7706.7837),(28 7691.1733),(29 7862.3325),(30 7952.292),(31 7874.3936),(32 7786.862),(33 7838.7954),(34 7641.4355),(35 7660.167),(36 7713.254),(37 7759.059),(38 7575.106),(39 7582.218),(40 7748.4087),(41 7887.4663),(42 7693.859),(43 7639.2534),(44 7658.9023),(45 7782.632),(46 7732.2),(47 7618.1807),(48 7587.7637),(49 7478.649),(50 7429.8657),(51 7446.499),(52 7503.6416),(53 7597.312),(54 7489.0557),(55 7599.914),(56 7597.2393),(57 7600.1567),(58 7560.528),(59 7673.028),(60 7633.9546),(61 7449.336),(62 7386),(63 7271.272),(64 7077.0645),(65 7271.109),(66 7295.0093),(67 7435.275),(68 7509.3423),(69 7570.972),(70 7590.5054),(71 7642.903),(72 7560.909),(73 7586.805),(74 7472.4106),(75 7497.1763),(76 7734.752),(77 7864.601),(78 7850.5596),(79 7875.5835),
(1 4982.55),(2 6619.895),(3 7191.68),(4 7448.38),(5 7723.5723),(6 7728.522),(7 7797.1836),(8 7823.865),(9 7855.313),(10 7842.7285),(11 8028.0615),(12 8046.5083),(13 8168.3315),(14 8170.835),(15 8175.8687),(16 8139.664),(17 8093.038),(18 7987.5356),(19 7917.572),(20 7892.02),(21 7960.941),(22 7948.7324),(23 7895.5933),(24 7962.119),(25 8002.004),(26 7871.4927),(27 7897.774),(28 7787.727),(29 7866.99),(30 7959.5566),(31 7885.6),(32 7697.858),(33 7594.365),(34 7594.0493),(35 7489.416),(36 7447.762),(37 7529.524),(38 7666.4507),(39 7699.387),(40 7788.61),(41 7797.17),(42 7723.3916),(43 7652.4546),(44 7663.2),(45 7807.609),(46 7868.737),(47 7924.769),(48 7728.969),(49 7671.9717),(50 7674.028),(51 7632.778),(52 7630.04),(53 7586.459),(54 7484.388),(55 7493.645),(56 7510.346),(57 7595.6113),(58 7659.8013),(59 7496.2),(60 7469.587),(61 7393.9336),(62 7371.4556),(63 7289.477),(64 7251.239),(65 7365.0005),(66 7511.4897),(67 7323.742),(68 7173.7583),(69 7255.46),(70 7236.957),(71 7239.9287),(72 7245.0195),(73 7499.0864),(74 7700.318),(75 7736.3164),(76 7760.717),(77 7690.634),(78 7689.681),(79 7627.2886),
(1 4837.0435),(2 6439.145),(3 6851.303),(4 7017.3643),(5 7014.2363),(6 7125.6533),(7 7200.5654),(8 7280.836),(9 7397.9834),(10 7487.1763),(11 7423.679),(12 7409.1914),(13 7521.006),(14 7419.554),(15 7470.6865),(16 7424.589),(17 7403.611),(18 7352.4326),(19 7258.522),(20 7362.8906),(21 7364.0576),(22 7392.52),(23 7427.7344),(24 7522.6865),(25 7486.472),(26 7436.2197),(27 7360.4624),(28 7259.107),(29 7258.0923),(30 7324.0615),(31 7327.981),(32 7182.314),(33 7269.5044),(34 7135.897),(35 7010.0977),(36 7017.8667),(37 7242.668),(38 7302.161),(39 7391.8276),(40 7338.148),(41 7379.221),(42 7332.098),(43 7294.074),(44 7262.665),(45 7268.027),(46 7368.7197),(47 7505.0063),(48 7364.8184),(49 7279.7627),(50 7154.201),(51 7221.914),(52 7182.8027),(53 7249.1855),(54 7210.258),(55 7196.8794),(56 7155.6914),(57 7138.5674),(58 7054.7876),(59 7124.402),(60 7098.7446),(61 7091.7627),(62 7141.485),(63 7267.541),(64 7176.1577),(65 6993.469),(66 6986.3423),(67 7017.0303),(68 7011.0654),(69 7013.6196),(70 7131.1807),(71 7194.4653),(72 7273.9453),(73 7424.854),(74 7474.4116),(75 7403.8066),(76 7357.8477),(77 7182.047),(78 7308.105),(79 7362.7974),
(1 4615.8853),(2 6227.212),(3 6589.1763),(4 6822.578),(5 6907.565),(6 7163.4517),(7 7200.484),(8 7353.771),(9 7450.523),(10 7397.298),(11 7371.9404),(12 7440.5005),(13 7330.7886),(14 7352.814),(15 7441.132),(16 7455.5366),(17 7446.363),(18 7293.2554),(19 7281.8203),(20 7329.298),(21 7299.711),(22 7252.7144),(23 7281.7866),(24 7301.138),(25 7263.4756),(26 7252.367),(27 7230.6797),(28 7250.426),(29 7324.3145),(30 7312.6265),(31 7338.852),(32 7245.8315),(33 7262.5522),(34 7249.094),(35 7207.413),(36 7147.8384),(37 7109.578),(38 7132.038),(39 7097.546),(40 7135.195),(41 7080.2607),(42 7083.88),(43 7276.804),(44 7230.691),(45 7243.0107),(46 7286.1553),(47 7371.678),(48 7371.905),(49 7242.732),(50 7012.6255),(51 7072.1685),(52 7126.4243),(53 7055.13),(54 7064.115),(55 6945.266),(56 6873.5635),(57 6808.3486),(58 6858.4688),(59 7025.5957),(60 7016.236),(61 7072.8286),(62 7094.7837),(63 7158.17),(64 6935.9717),(65 6839.664),(66 7035.357),(67 7141.0913),(68 7116.2686),(69 7150.857),(70 7218.202),(71 7166.846),(72 7392.9355),(73 7475.868),(74 7508.998),(75 7414.2197),(76 7271.6143),(77 7208.612),(78 7162.9453),(79 7092.021),
(1 4408.7393),(2 5718.6133),(3 6092.1963),(4 6298.35),(5 6721.1196),(6 6960.4717),(7 7131.1313),(8 7175.367),(9 7190.2114),(10 7085.883),(11 7034.5557),(12 6952.3086),(13 6945.019),(14 6871.406),(15 6971.9517),(16 6853.889),(17 6822.9526),(18 6981.7124),(19 7045.2207),(20 6935.889),(21 6826.853),(22 6761.739),(23 6820.935),(24 6786.501),(25 6814.6426),(26 6805.894),(27 6888.374),(28 6930.084),(29 7014.748),(30 6925.715),(31 7076.3896),(32 6985.9146),(33 7047.02),(34 6982.858),(35 6974.349),(36 6998.1064),(37 6964.845),(38 6907.765),(39 6910.662),(40 6786.8584),(41 6859.023),(42 6803.34),(43 6860.498),(44 6778.564),(45 6799.5728),(46 6886.2676),(47 7016.5586),(48 6955.5127),(49 6914.9253),(50 6835.7944),(51 6734.099),(52 6677.2036),(53 6621.8887),(54 6621.004),(55 6601.831),(56 6597.7163),(57 6608.1255),(58 6589.679),(59 6635.0913),(60 6640.9395),(61 6550.506),(62 6534.169),(63 6787.123),(64 6798.294),(65 6836.0146),(66 6764.1733),(67 6700.4434),(68 6703.9575),(69 6707.766),(70 6701.163),(71 6745.1973),(72 6757.617),(73 6618.0396),(74 6421.579),(75 6516.3223),(76 6672.905),(77 6729.8047),(78 6742.815),(79 6780.5547),
(1 4286.183),(2 5617.289),(3 6047.84),(4 6348.0435),(5 6560.874),(6 6735.6396),(7 6809.9634),(8 6942.8433),(9 6959.7954),(10 6932.3374),(11 6878.154),(12 6844.8774),(13 6917.1055),(14 6882.877),(15 6883.8643),(16 6741.5073),(17 6747.5586),(18 6781.869),(19 6991.675),(20 6945.2065),(21 6879.987),(22 6782.319),(23 6880.0713),(24 6774.4673),(25 6787.798),(26 6687.7725),(27 6619.139),(28 6580.8467),(29 6469.5913),(30 6412.0576),(31 6573.784),(32 6539.398),(33 6543.6113),(34 6577.541),(35 6569.4033),(36 6454.2363),(37 6391.357),(38 6376.0923),(39 6303.042),(40 6378.847),(41 6433.6226),(42 6530.401),(43 6623.9443),(44 6631.1255),(45 6736.2417),(46 6689.7627),(47 6715.1255),(48 6626.2983),(49 6478.8794),(50 6374.0425),(51 6469.3394),(52 6456.4336),(53 6495.8213),(54 6647.4297),(55 6566.3867),(56 6525.9927),(57 6454.7437),(58 6444.689),(59 6373.645),(60 6456.564),(61 6447.6025),(62 6576.7393),(63 6693.751),(64 6659.43),(65 6506.5947),(66 6353.5454),(67 6337.887),(68 6483.2207),(69 6571.144),(70 6494.569),(71 6455.2266),(72 6290.8296),(73 6317.3447),(74 6359.473),(75 6320.7876),(76 6429.5205),(77 6507.168),(78 6583.4043),(79 6494.2935),
(1 4150.163),(2 5544.2617),(3 5906.406),(4 6132.42),(5 6407.016),(6 6481.759),(7 6500.7554),(8 6683.0815),(9 6545.133),(10 6590.384),(11 6494.432),(12 6489.3247),(13 6539.2466),(14 6547.239),(15 6557.553),(16 6505.855),(17 6474.655),(18 6526.4565),(19 6551.5137),(20 6499.782),(21 6478.989),(22 6423.2793),(23 6338.708),(24 6271.957),(25 6338.165),(26 6250.0815),(27 6331.7163),(28 6468.6333),(29 6525.705),(30 6466.608),(31 6493.5947),(32 6423.966),(33 6421.964),(34 6364.5835),(35 6279.7397),(36 6323.702),(37 6158.4966),(38 6084.7896),(39 6031.4185),(40 6034.7866),(41 5978.101),(42 6017.3633),(43 6003.7163),(44 5918.861),(45 5916.5796),(46 6024.296),(47 6215.1563),(48 6241.7876),(49 6251.2603),(50 6181.6255),(51 6117.672),(52 6239.5024),(53 6173.694),(54 6142.7495),(55 6167.367),(56 6286.6084),(57 6211.5405),(58 6197.119),(59 6270.547),(60 6269.3335),(61 6259.1885),(62 6284.327),(63 6391.768),(64 6316.609),(65 6228.7397),(66 6327.7217),(67 6355.0503),(68 6342.8457),(69 6149.485),(70 6228.1665),(71 6195.6626),(72 6096.4404),(73 6239.035),(74 6270.823),(75 6344.506),(76 6273.199),(77 6230.794),(78 6237.3193),(79 6296.858),
