1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58842.574),(2 31528.922),(3 121242.664),(4 121859.53),(5 234717.33),(6 256879.36),(7 389852.88),(8 430593.72),(9 578805.3),(10 640119.6),(11 802896.7),(12 886735),(13 1068592.6),(14 1163564),(15 1339602.6),(16 1443457.5),(17 1652771.5),(18 1791450),(19 2013953.4),(20 2173581.8),(21 2429050.3),(22 2620841),(23 2881386.8),(24 3079138),(25 3361009),(26 3568547.3),(27 3884757),(28 4109508.8),(29 4424334.5),(30 4652320.5),(31 4953109.5),(32 5155605.5),(33 5455822),(34 5614805.5),(35 5831276.5),(36 5986150.5),(37 6217344),(38 6374432),(39 6577030.5),(40 6716812),(41 6918662.5),(42 7049838.5),(43 7212275.5),(44 7314622.5),(45 7440064.5),(46 7512197.5),(47 7616222.5),(48 7637705.5),(49 7712081.5),(50 7717224),(51 7768900),(52 7772518.5),(53 7829118),(54 7815086.5),(55 7873977.5),(56 7888916.5),(57 7971606.5),(58 7976929.5),(59 8047630.5),(60 8062290.5),(61 8134794.5),(62 8148311.5),(63 8249525.5),(64 8287009.5),(65 8409230),(66 8473760),(67 8596263),(68 8680116),(69 8829936),(70 8959995),(71 9165261),(72 9334968),(73 9524505),(74 9665278),(75 9878207),(76 9989256),(77 10145623),(78 10220636),(79 10346212),
(1 151.65771),(2 83.21005),(3 175.19475),(4 97.09794),(5 183.87613),(6 103.15497),(7 187.71396),(8 107.28522),(9 192.5889),(10 110.49794),(11 192.61101),(12 110.04173),(13 195.0685),(14 111.309166),(15 195.05434),(16 112.26349),(17 197.98785),(18 114.96565),(19 198.22789),(20 117.72541),(21 204.08722),(22 123.402084),(23 207.47604),(24 127.37546),(25 213.45612),(26 133.59653),(27 217.33644),(28 138.1012),(29 222.79608),(30 141.75099),(31 225.40738),(32 147.08693),(33 230.63434),(34 151.04782),(35 233.63722),(36 152.90099),(37 236.48363),(38 153.73087),(39 235.56848),(40 154.03859),(41 239.90108),(42 157.18886),(43 239.6761),(44 159.43683),(45 243.19269),(46 159.99823),(47 238.7783),(48 157.60468),(49 241.1147),(50 159.18036),(51 239.54869),(52 159.87172),(53 242.64445),(54 161.06529),(55 241.0928),(56 161.35744),(57 243.71594),(58 162.55714),(59 243.15027),(60 163.28018),(61 246.13419),(62 164.87407),(63 246.23097),(64 165.22597),(65 247.30746),(66 165.10997),(67 245.06665),(68 163.92036),(69 247.15356),(70 164.89236),(71 244.93652),(72 163.63759),(73 245.11229),(74 162.0134),(75 241.85324),(76 157.66927),(77 239.34232),(78 156.5501),(79 236.62689),
(1 153.99112),(2 83.7858),(3 175.69194),(4 96.77885),(5 184.91736),(6 104.45701),(7 188.56578),(8 107.639534),(9 192.53767),(10 109.83871),(11 192.56204),(12 109.66486),(13 192.66649),(14 111.13188),(15 194.73924),(16 112.08945),(17 197.7377),(18 115.12169),(19 198.30664),(20 116.69726),(21 201.48787),(22 122.30072),(23 204.9375),(24 125.20737),(25 211.36575),(26 131.62625),(27 215.94554),(28 135.55043),(29 220.42906),(30 139.8677),(31 225.39664),(32 144.64911),(33 229.41801),(34 148.53857),(35 232.85826),(36 151.08908),(37 236.35706),(38 154.8915),(39 237.07544),(40 155.98766),(41 240.62088),(42 158.65251),(43 242.77344),(44 161.09702),(45 245.62314),(46 161.53677),(47 242.71262),(48 160.18547),(49 242.24881),(50 161.91434),(51 241.02057),(52 160.11743),(53 242.17075),(54 159.40157),(55 240.16843),(56 160.30913),(57 244.50172),(58 161.18361),(59 242.75676),(60 161.23148),(61 243.86899),(62 163.49728),(63 244.86932),(64 163.95154),(65 247.97383),(66 165.2902),(67 246.96292),(68 163.93239),(69 247.794),(70 165.48897),(71 245.22308),(72 162.31122),(73 244.58298),(74 161.08524),(75 240.24821),(76 157.82043),(77 240.528),(78 156.06374),(79 238.0105),
(1 152.12823),(2 83.080536),(3 174.28833),(4 96.065155),(5 183.81346),(6 100.89754),(7 186.32016),(8 103.66259),(9 191.39702),(10 106.06584),(11 190.42438),(12 106.02463),(13 192.2893),(14 108.76582),(15 194.64575),(16 110.55341),(17 198.22598),(18 113.79005),(19 200.14871),(20 117.76154),(21 203.73305),(22 121.91951),(23 206.66107),(24 125.81503),(25 212.07591),(26 131.01764),(27 216.80164),(28 135.71896),(29 223.2364),(30 141.7245),(31 228.83725),(32 147.78595),(33 233.6427),(34 153.10272),(35 235.48404),(36 154.99483),(37 240.18015),(38 157.99048),(39 239.87068),(40 157.8287),(41 243.52919),(42 162.25887),(43 246.70294),(44 163.38106),(45 247.49072),(46 165.40747),(47 247.90585),(48 167.08466),(49 249.22928),(50 166.43773),(51 249.46875),(52 166.06535),(53 249.09615),(54 165.19354),(55 245.73512),(56 165.29938),(57 249.05101),(58 165.15207),(59 244.91652),(60 165.33905),(61 247.99371),(62 167.91928),(63 248.2561),(64 169.24155),(65 252.60231),(66 170.6649),(67 251.50136),(68 170.20015),(69 251.69931),(70 169.18216),(71 248.38557),(72 163.70027),(73 246.68713),(74 162.02286),(75 242.58633),(76 160.72635),(77 242.96089),(78 159.89484),(79 241.27095),
(1 150.0983),(2 81.51424),(3 172.57866),(4 95.660965),(5 183.80005),(6 102.84736),(7 187.34637),(8 106.06328),(9 192.2633),(10 109.5035),(11 192.66304),(12 109.4119),(13 194.6734),(14 112.190315),(15 194.33395),(16 111.95356),(17 198.09529),(18 115.51643),(19 198.90012),(20 117.49357),(21 201.90672),(22 121.783875),(23 206.31413),(24 126.24903),(25 212.62784),(26 132.56372),(27 216.09494),(28 136.84087),(29 222.87125),(30 143.48561),(31 226.87215),(32 148.74712),(33 231.45482),(34 149.60487),(35 231.2433),(36 149.92291),(37 234.07939),(38 152.56488),(39 233.29703),(40 153.30255),(41 235.80382),(42 156.39835),(43 237.82135),(44 158.51448),(45 241.69203),(46 158.96292),(47 238.18796),(48 157.1568),(49 239.54462),(50 158.3002),(51 238.00195),(52 157.8754),(53 239.11923),(54 158.4968),(55 236.81693),(56 158.08676),(57 241.3097),(58 160.40079),(59 239.92229),(60 160.92415),(61 242.15077),(62 162.96814),(63 242.68889),(64 164.09381),(65 246.69873),(66 165.6264),(67 246.5573),(68 168.04822),(69 250.28133),(70 167.37375),(71 245.78519),(72 163.19228),(73 243.84708),(74 160.82939),(75 240.66408),(76 158.36139),(77 239.54927),(78 158.16377),(79 236.31995),
(1 150.68907),(2 81.35061),(3 169.92218),(4 92.57561),(5 178.85385),(6 98.41014),(7 181.24512),(8 102.388985),(9 186.41876),(10 102.83332),(11 184.40187),(12 103.43583),(13 186.30687),(14 106.75928),(15 187.66402),(16 108.006836),(17 193.43842),(18 111.49911),(19 192.34428),(20 113.94539),(21 198.21646),(22 117.675255),(23 200.55908),(24 121.5252),(25 207.12619),(26 128.28357),(27 212.55539),(28 133.96036),(29 218.55943),(30 139.44528),(31 223.41238),(32 144.72386),(33 227.52954),(34 148.06047),(35 230.45906),(36 151.21545),(37 235.51932),(38 155.19711),(39 236.92827),(40 155.84225),(41 238.71599),(42 158.82857),(43 238.48724),(44 159.58644),(45 241.21452),(46 160.70491),(47 239.70439),(48 158.53339),(49 238.9981),(50 157.90561),(51 237.04825),(52 156.47462),(53 237.45758),(54 157.94203),(55 236.11871),(56 157.10951),(57 239.35564),(58 159.1754),(59 239.66568),(60 160.84894),(61 242.58075),(62 164.04315),(63 242.75436),(64 164.3961),(65 244.36714),(66 165.1671),(67 242.98534),(68 164.49988),(69 245.80223),(70 164.23499),(71 242.49902),(72 161.54213),(73 239.973),(74 159.41418),(75 237.56702),(76 154.9811),(77 236.83945),(78 154.05522),(79 234.62769),
(1 146.54596),(2 79.70716),(3 166.71358),(4 92.809494),(5 177.0377),(6 98.740974),(7 179.67545),(8 100.8434),(9 182.60883),(10 102.235435),(11 182.24142),(12 102.46605),(13 183.71376),(14 104.707054),(15 185.29471),(16 105.840164),(17 189.63774),(18 109.118744),(19 188.9542),(20 110.7691),(21 194.82623),(22 115.81853),(23 197.82117),(24 119.25463),(25 203.15714),(26 124.935104),(27 206.17142),(28 127.50935),(29 212.78033),(30 133.31924),(31 215.07248),(32 138.51389),(33 221.27422),(34 142.34657),(35 223.37085),(36 144.69937),(37 226.14407),(38 145.82657),(39 226.9746),(40 147.43114),(41 231.72536),(42 150.9538),(43 231.68056),(44 152.29446),(45 235.19725),(46 155.98096),(47 234.03287),(48 155.80008),(49 237.01521),(50 156.57492),(51 235.4643),(52 156.2367),(53 236.87973),(54 156.88777),(55 235.09973),(56 156.84944),(57 236.78851),(58 157.29091),(59 236.51164),(60 158.59572),(61 239.3027),(62 161.60023),(63 239.3143),(64 161.85036),(65 242.03705),(66 162.23784),(67 239.73099),(68 161.18196),(69 240.35963),(70 158.7559),(71 235.43996),(72 155.66869),(73 235.3588),(74 154.86623),(75 233.81523),(76 151.98299),(77 232.40182),(78 151.00986),(79 228.93857),
(1 146.86688),(2 78.02512),(3 165.87762),(4 90.72702),(5 176.34378),(6 97.43073),(7 179.98537),(8 99.91374),(9 184.49287),(10 104.0516),(11 185.6612),(12 104.88814),(13 188.26929),(14 106.32978),(15 187.75613),(16 107.03761),(17 191.27057),(18 111.8063),(19 192.48483),(20 113.500015),(21 197.67227),(22 118.759094),(23 201.33344),(24 122.60369),(25 207.55586),(26 127.82175),(27 210.2869),(28 131.41771),(29 217.23627),(30 136.96544),(31 218.82208),(32 141.83655),(33 224.78455),(34 145.81985),(35 227.40895),(36 146.4497),(37 229.3836),(38 147.707),(39 232.10274),(40 150.85188),(41 235.2742),(42 154.47992),(43 236.78299),(44 155.40483),(45 239.47275),(46 157.17686),(47 237.1885),(48 157.88051),(49 239.6077),(50 158.10162),(51 239.32938),(52 158.02863),(53 241.6512),(54 159.2006),(55 239.09825),(56 159.89272),(57 241.71812),(58 160.13072),(59 241.30568),(60 160.18488),(61 241.6568),(62 162.51952),(63 242.06532),(64 163.46649),(65 245.18582),(66 163.08263),(67 242.55838),(68 163.40706),(69 243.02664),(70 162.50243),(71 240.83603),(72 160.12636),(73 240.2715),(74 159.30405),(75 237.10492),(76 155.30334),(77 235.72377),(78 154.9447),(79 232.77293),
(1 144.80927),(2 75.99658),(3 163.34137),(4 89.29117),(5 173.8254),(6 95.562065),(7 177.58728),(8 99.11287),(9 181.11095),(10 101.96201),(11 180.41728),(12 101.12921),(13 182.31017),(14 103.2899),(15 181.1846),(16 103.04898),(17 186.54985),(18 108.501274),(19 187.76288),(20 110.8694),(21 193.53696),(22 115.57024),(23 196.76451),(24 119.0267),(25 201.06009),(26 123.56409),(27 203.79683),(28 127.050156),(29 209.25435),(30 132.33994),(31 212.34836),(32 136.0723),(33 217.17683),(34 139.95694),(35 219.78493),(36 142.63513),(37 224.36198),(38 145.40631),(39 224.14421),(40 146.6192),(41 227.32703),(42 149.5804),(43 227.65038),(44 150.52995),(45 229.61024),(46 151.445),(47 228.03401),(48 150.51279),(49 230.46214),(50 151.96675),(51 229.08836),(52 152.82774),(53 230.16313),(54 152.37582),(55 229.75856),(56 153.08449),(57 231.07083),(58 154.65518),(59 231.00833),(60 154.20624),(61 232.00584),(62 157.21985),(63 233.97226),(64 156.71947),(65 235.21779),(66 158.96881),(67 234.90044),(68 158.55678),(69 237.21611),(70 158.57549),(71 234.34192),(72 155.70415),(73 231.76552),(74 152.96219),(75 230.7268),(76 150.82103),(77 228.12198),(78 148.89618),(79 224.68245),
(1 140.15234),(2 75.060486),(3 158.77487),(4 87.39611),(5 168.43118),(6 91.82326),(7 170.42465),(8 94.98563),(9 175.72214),(10 97.45067),(11 174.98409),(12 97.98854),(13 177.1239),(14 100.11671),(15 177.29614),(16 101.557304),(17 181.08733),(18 105.39539),(19 183.43614),(20 108.69276),(21 189.30487),(22 113.627266),(23 192.29483),(24 115.37666),(25 196.20993),(26 120.52088),(27 199.34222),(28 125.58637),(29 205.899),(30 131.27464),(31 209.56253),(32 134.43523),(33 214.53117),(34 138.93304),(35 216.2222),(36 139.66145),(37 219.09125),(38 141.4011),(39 218.73676),(40 142.87657),(41 222.28734),(42 145.60318),(43 223.26282),(44 146.41945),(45 224.97398),(46 148.00336),(47 223.87398),(48 148.35324),(49 224.87418),(50 148.15858),(51 222.99734),(52 149.15146),(53 225.57372),(54 148.47528),(55 223.26886),(56 149.39136),(57 224.85527),(58 151.03079),(59 224.18098),(60 150.01091),(61 226.32004),(62 152.66133),(63 228.57855),(64 153.2327),(65 229.85672),(66 155.50447),(67 228.65405),(68 154.3071),(69 228.46446),(70 151.32277),(71 224.26031),(72 148.7365),(73 225.02731),(74 148.14854),(75 222.06128),(76 146.01851),(77 221.84448),(78 143.14067),(79 217.96129),
(1 141.10475),(2 75.85622),(3 160.5906),(4 87.9615),(5 169.25337),(6 92.97533),(7 171.27008),(8 95.120415),(9 175.13614),(10 98.78372),(11 177.71948),(12 100.09687),(13 179.33366),(14 103.18612),(15 178.62587),(16 103.4874),(17 183.0668),(18 106.92767),(19 185.14946),(20 109.96534),(21 190.40907),(22 115.59875),(23 192.81696),(24 118.126305),(25 198.87819),(26 122.80222),(27 201.28966),(28 127.35761),(29 205.9779),(30 130.78922),(31 208.81326),(32 134.39622),(33 213.49417),(34 138.1186),(35 214.8482),(36 139.34404),(37 216.46689),(38 141.38522),(39 218.04301),(40 141.14252),(41 219.1465),(42 143.03693),(43 219.96791),(44 145.3429),(45 223.79904),(46 147.44855),(47 222.02693),(48 145.69775),(49 222.47658),(50 146.66365),(51 222.00833),(52 145.11945),(53 222.28519),(54 145.3015),(55 219.44344),(56 143.91345),(57 219.56026),(58 144.41),(59 220.45123),(60 145.37679),(61 222.93034),(62 146.87956),(63 224.27135),(64 148.47472),(65 225.58084),(66 150.04839),(67 225.82352),(68 148.9736),(69 226.02974),(70 148.60927),(71 223.91492),(72 146.775),(73 223.4003),(74 146.58372),(75 220.11176),(76 143.31694),(77 220.50235),(78 142.34567),(79 218.47836),
(1 138.61317),(2 75.44292),(3 157.1635),(4 87.00727),(5 165.38644),(6 92.31355),(7 168.33505),(8 95.179474),(9 172.13123),(10 97.39504),(11 172.74634),(12 96.63234),(13 173.1495),(14 98.80282),(15 172.65291),(16 99.21898),(17 176.93484),(18 103.2413),(19 179.25604),(20 105.64528),(21 183.112),(22 109.15076),(23 184.64783),(24 111.52967),(25 189.86493),(26 116.2041),(27 192.7927),(28 120.45236),(29 198.56152),(30 124.669495),(31 201.23724),(32 128.17831),(33 205.38817),(34 131.76395),(35 207.21744),(36 133.80357),(37 211.40324),(38 136.50533),(39 212.08533),(40 135.62096),(41 213.06029),(42 139.43817),(43 214.1018),(44 139.54913),(45 218.25798),(46 142.07777),(47 218.21463),(48 143.43495),(49 221.12325),(50 146.06602),(51 218.90395),(52 144.07527),(53 220.44746),(54 146.14537),(55 218.78114),(56 145.73013),(57 219.87874),(58 144.5201),(59 217.12636),(60 144.1761),(61 219.77693),(62 146.66692),(63 221.77576),(64 146.4481),(65 224.6732),(66 149.83011),(67 222.47209),(68 145.2438),(69 221.77806),(70 146.45332),(71 218.98793),(72 142.85164),(73 218.70982),(74 142.58295),(75 215.36061),(76 139.68213),(77 214.93742),(78 138.96915),(79 212.34648),
(1 139.86891),(2 74.73158),(3 158.21712),(4 86.40921),(5 166.61588),(6 91.478806),(7 169.71252),(8 95.19419),(9 175.66661),(10 97.11822),(11 174.0388),(12 96.7573),(13 175.47575),(14 98.59592),(15 176.12363),(16 99.440186),(17 181.29716),(18 102.91041),(19 183.22388),(20 106.517654),(21 187.18526),(22 110.579094),(23 190.3654),(24 113.30874),(25 196.2039),(26 118.88261),(27 197.81778),(28 122.56125),(29 202.76517),(30 126.928604),(31 206.2385),(32 130.09767),(33 210.08398),(34 133.49733),(35 213.1509),(36 138.00137),(37 216.61363),(38 138.19391),(39 217.22096),(40 137.98987),(41 218.07603),(42 141.27797),(43 219.23564),(44 142.62164),(45 223.49234),(46 145.01044),(47 223.23677),(48 144.60835),(49 222.35551),(50 145.03238),(51 222.10548),(52 144.26901),(53 223.40921),(54 144.18918),(55 220.59921),(56 145.07889),(57 220.91403),(58 143.97003),(59 220.42068),(60 144.7281),(61 222.64473),(62 148.29091),(63 224.74155),(64 148.25171),(65 226.24304),(66 148.94992),(67 225.33153),(68 147.98392),(69 224.84424),(70 148.11931),(71 222.16104),(72 143.896),(73 221.50154),(74 142.98225),(75 217.90497),(76 141.6234),(77 219.5003),(78 141.34698),(79 217.30281),
(1 134.75998),(2 72.254326),(3 153.84927),(4 84.62835),(5 163.14574),(6 89.96528),(7 165.18468),(8 92.138664),(9 169.2498),(10 95.7169),(11 168.7882),(12 95.11549),(13 170.8287),(14 97.3812),(15 171.61557),(16 99.04475),(17 176.97653),(18 101.058556),(19 176.5851),(20 104.73128),(21 180.8646),(22 107.59874),(23 183.55525),(24 111.25309),(25 190.21475),(26 116.65225),(27 191.05025),(28 119.85799),(29 196.80225),(30 125.42839),(31 201.66087),(32 129.54338),(33 205.16672),(34 132.35968),(35 206.72342),(36 135.01355),(37 209.34607),(38 135.69061),(39 211.1589),(40 136.65291),(41 212.62892),(42 138.09798),(43 212.31813),(44 137.8547),(45 215.34242),(46 140.43333),(47 214.0835),(48 140.36421),(49 215.10815),(50 140.94635),(51 214.00168),(52 140.12465),(53 214.6661),(54 139.54723),(55 212.25735),(56 139.48883),(57 213.98128),(58 140.16083),(59 213.35042),(60 139.79395),(61 214.7237),(62 142.15547),(63 214.56073),(64 143.2378),(65 217.45328),(66 144.73476),(67 217.32788),(68 142.98555),(69 215.41734),(70 142.53365),(71 214.8515),(72 141.38998),(73 214.8768),(74 141.1753),(75 212.19383),(76 138.42035),(77 212.78445),(78 138.06879),(79 211.59497),
(1 132.41594),(2 71.12457),(3 149.70024),(4 81.97577),(5 157.90997),(6 87.84424),(7 161.34459),(8 91.311386),(9 166.42017),(10 94.22921),(11 166.83197),(12 93.920364),(13 168.627),(14 96.01917),(15 168.72125),(16 98.19186),(17 172.49782),(18 100.95962),(19 174.44006),(20 103.89259),(21 179.84213),(22 108.33917),(23 182.77077),(24 111.08074),(25 187.39908),(26 116.298805),(27 190.25589),(28 120.59525),(29 195.28487),(30 123.11816),(31 196.73755),(32 126.71095),(33 201.06773),(34 129.96513),(35 201.81393),(36 131.05919),(37 205.4946),(38 133.24687),(39 207.02992),(40 133.81291),(41 209.34074),(42 137.38052),(43 209.87204),(44 137.83186),(45 211.77458),(46 137.67693),(47 210.20595),(48 138.60631),(49 211.8883),(50 139.95119),(51 211.67908),(52 139.46675),(53 212.90488),(54 139.46281),(55 211.0335),(56 139.36143),(57 213.20462),(58 140.86702),(59 210.96028),(60 141.11176),(61 213.36009),(62 142.42638),(63 212.74158),(64 141.21637),(65 215.14444),(66 143.63626),(67 213.04378),(68 141.62177),(69 213.79318),(70 141.69508),(71 211.31622),(72 139.13206),(73 210.8709),(74 138.33788),(75 207.83484),(76 134.63449),(77 207.7512),(78 134.70183),(79 204.44293),
(1 135.38564),(2 71.89112),(3 154.27446),(4 83.032906),(5 162.22482),(6 87.92782),(7 164.75563),(8 91.04239),(9 169.18987),(10 93.03992),(11 167.8089),(12 91.98201),(13 169.06924),(14 94.52432),(15 170.32658),(16 96.49308),(17 176.48347),(18 99.68716),(19 176.99402),(20 102.77717),(21 181.36234),(22 106.76235),(23 185.74432),(24 110.48247),(25 189.7452),(26 115.83151),(27 193.45639),(28 120.129005),(29 199.15242),(30 124.84466),(31 201.46997),(32 128.59352),(33 206.54828),(34 131.2976),(35 208.99342),(36 133.70723),(37 211.8067),(38 136.21484),(39 213.20755),(40 136.94022),(41 214.28358),(42 139.21452),(43 213.71776),(44 138.4845),(45 215.52466),(46 139.96208),(47 214.09798),(48 140.06325),(49 215.22401),(50 140.97198),(51 215.25862),(52 141.23589),(53 217.11482),(54 141.45271),(55 216.86848),(56 140.60089),(57 217.90349),(58 142.37259),(59 216.26347),(60 141.76569),(61 218.27051),(62 144.43991),(63 218.21507),(64 143.77565),(65 220.67128),(66 145.08945),(67 217.556),(68 142.93452),(69 218.71886),(70 142.3172),(71 216.29881),(72 138.90045),(73 214.70547),(74 138.39185),(75 213.45766),(76 136.99373),(77 213.22192),(78 135.56969),(79 209.76234),
(1 132.59193),(2 70.46439),(3 150.56361),(4 81.63987),(5 157.17041),(6 86.51747),(7 160.31564),(8 87.99455),(9 164.2746),(10 91.83344),(11 163.75542),(12 91.232704),(13 166.1771),(14 94.39366),(15 166.66682),(16 94.75152),(17 169.90617),(18 96.867134),(19 170.37881),(20 99.65915),(21 176.02061),(22 103.510155),(23 177.39195),(24 105.97902),(25 181.11516),(26 109.82479),(27 185.13922),(28 115.01463),(29 190.39595),(30 118.461555),(31 192.64708),(32 122.55878),(33 197.21892),(34 125.60436),(35 199.95566),(36 128.21806),(37 202.14085),(38 130.84935),(39 204.2454),(40 132.44746),(41 207.0699),(42 133.46327),(43 206.41602),(44 135.63455),(45 209.7134),(46 137.28903),(47 207.87988),(48 136.08513),(49 209.68939),(50 137.6729),(51 208.6772),(52 137.61127),(53 211.49358),(54 139.06984),(55 210.10942),(56 137.87675),(57 212.58589),(58 140.1287),(59 212.1729),(60 140.10371),(61 214.312),(62 142.16469),(63 214.29315),(64 141.5909),(65 215.27061),(66 142.54497),(67 213.8177),(68 140.84259),(69 212.95558),(70 138.78035),(71 209.32857),(72 137.0736),(73 210.07875),(74 136.86713),(75 207.25217),(76 134.33922),(77 208.94955),(78 134.51872),(79 205.33942),
(1 135.28859),(2 69.5231),(3 152.69998),(4 81.037796),(5 161.07858),(6 86.96568),(7 163.6458),(8 89.13971),(9 167.81924),(10 92.51544),(11 169.02649),(12 91.85281),(13 169.70885),(14 94.484215),(15 169.32571),(16 94.00599),(17 172.72081),(18 96.9252),(19 174.65271),(20 101.303024),(21 180.10246),(22 104.874916),(23 183.40295),(24 108.10118),(25 186.61353),(26 112.75322),(27 189.45645),(28 116.35533),(29 196.32948),(30 121.29208),(31 198.8671),(32 124.89543),(33 203.68529),(34 128.61157),(35 206.35286),(36 132.54059),(37 207.7493),(38 134.39871),(39 209.17499),(40 134.52966),(41 212.67351),(42 137.23532),(43 213.15262),(44 139.15909),(45 215.76028),(46 141.25583),(47 216.14066),(48 141.6228),(49 217.27414),(50 142.83754),(51 216.5258),(52 143.36325),(53 218.10854),(54 144.56187),(55 217.93108),(56 145.00166),(57 220.8682),(58 146.26813),(59 221.18538),(60 148.30063),(61 223.81871),(62 151.33313),(63 224.77608),(64 149.84683),(65 226.76483),(66 150.39343),(67 224.43768),(68 149.16968),(69 225.22722),(70 148.47319),(71 221.21474),(72 145.57355),(73 221.39761),(74 145.50365),(75 218.40337),(76 141.96588),(77 217.92584),(78 139.91228),(79 213.93369),
