1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157629.83),(2 404759.75),(3 650030.94),(4 829897.2),(5 944940.2),(6 1009273.7),(7 1099954),(8 1128574.9),(9 1129578.9),(10 1153468.6),(11 1269724.4),(12 1436653.9),(13 1608212),(14 1744093.6),(15 1843834),(16 1909258.4),(17 1951378.9),(18 2037779),(19 2108723.3),(20 2121866.3),(21 2153803.8),(22 2211981.8),(23 2320465.3),(24 2428604.5),(25 2566063),(26 2674331.8),(27 2729830),(28 2612097),(29 2475431.8),(30 2344789.5),(31 2246532.3),(32 2153463.3),(33 2149177.8),(34 2227343),(35 2360973.3),(36 2483317),(37 2550141.8),(38 2509500),(39 2390493.3),(40 2241515.8),(41 2086307.1),(42 1961811.4),(43 1893495.4),(44 1925851.5),(45 2023523.9),(46 2146106.3),(47 2281394.3),(48 2340162.8),(49 2356317.8),(50 2299301.8),(51 2195588.8),(52 2191957),(53 2308920.8),(54 2388861.3),(55 2489286.8),(56 2620827.3),(57 2736773.5),(58 2787375.3),(59 2755212),(60 2672973.3),(61 2598045.3),(62 2486052.8),(63 2403039),(64 2358030),(65 2398460.8),(66 2450396.8),(67 2536170.3),(68 2595721.8),(69 2662389.8),(70 2610911.8),(71 2526287.8),(72 2377072),(73 2251733.8),(74 2098393.8),(75 1990928.4),(76 1964678.6),(77 2023689.1),(78 2215909.8),(79 2360556.8),
(1 105.89379),(2 129.5529),(3 132.63863),(4 140.02684),(5 143.73853),(6 144.85884),(7 148.56749),(8 150.02501),(9 148.96913),(10 150.99951),(11 150.22813),(12 153.10664),(13 153.32617),(14 154.68745),(15 152.3159),(16 154.08417),(17 154.40428),(18 155.48593),(19 156.5519),(20 155.54242),(21 156.5107),(22 155.78731),(23 157.15588),(24 159.5873),(25 158.30688),(26 158.43938),(27 157.80647),(28 158.56432),(29 159.79436),(30 158.99039),(31 160.42285),(32 160.04091),(33 160.43137),(34 162.57701),(35 160.73447),(36 162.61412),(37 161.19086),(38 162.05156),(39 158.80208),(40 158.88713),(41 158.89664),(42 159.99731),(43 161.23566),(44 161.02733),(45 162.26889),(46 161.11565),(47 161.69359),(48 162.06992),(49 162.86653),(50 163.32906),(51 161.99078),(52 162.28326),(53 163.04991),(54 160.5262),(55 162.1532),(56 161.41718),(57 161.35616),(58 162.8402),(59 160.2405),(60 161.10094),(61 160.01616),(62 162.39787),(63 159.61679),(64 159.50534),(65 160.0694),(66 158.70912),(67 160.12839),(68 159.18095),(69 158.86078),(70 159.09702),(71 159.42122),(72 161.80162),(73 163.8381),(74 162.67972),(75 161.60072),(76 161.82076),(77 164.1963),(78 164.59254),(79 165.25957),
(1 107.47808),(2 127.872505),(3 131.73555),(4 138.48909),(5 140.5867),(6 143.0408),(7 145.66512),(8 145.13528),(9 146.29382),(10 145.92995),(11 145.56633),(12 147.92424),(13 150.40636),(14 150.23425),(15 150.76123),(16 151.54857),(17 153.14473),(18 153.68889),(19 155.29726),(20 151.15044),(21 152.65433),(22 151.56845),(23 152.9843),(24 152.93071),(25 155.02089),(26 154.98058),(27 156.12871),(28 155.47942),(29 156.62372),(30 154.73091),(31 155.48991),(32 155.73247),(33 155.85526),(34 155.23042),(35 156.06361),(36 157.46097),(37 158.28348),(38 158.87244),(39 156.72546),(40 157.13013),(41 156.68916),(42 157.15051),(43 158.10565),(44 158.10025),(45 159.01439),(46 158.52304),(47 160.05026),(48 160.64598),(49 158.51872),(50 159.6373),(51 157.66873),(52 158.80658),(53 159.2934),(54 158.62703),(55 160.47379),(56 160.68575),(57 159.72925),(58 157.60023),(59 156.66083),(60 157.09146),(61 155.48627),(62 155.44043),(63 153.92519),(64 154.87706),(65 156.91676),(66 155.76509),(67 154.52309),(68 154.76495),(69 157.22543),(70 156.18065),(71 157.80522),(72 157.98257),(73 158.92245),(74 158.8315),(75 157.39204),(76 157.14778),(77 159.00728),(78 158.68839),(79 158.4587),
(1 106.26329),(2 123.72427),(3 130.97943),(4 135.28287),(5 138.2665),(6 141.66171),(7 142.93509),(8 144.60446),(9 145.06966),(10 146.7805),(11 145.99905),(12 146.66977),(13 147.33368),(14 148.862),(15 148.53653),(16 150.0683),(17 152.94624),(18 152.89252),(19 150.76414),(20 149.88373),(21 151.14131),(22 151.98578),(23 152.01807),(24 152.42953),(25 152.66055),(26 155.9233),(27 154.3522),(28 155.25038),(29 156.53033),(30 156.96266),(31 156.49727),(32 156.80324),(33 157.05745),(34 156.86833),(35 157.33392),(36 155.6427),(37 157.37137),(38 158.5179),(39 155.34212),(40 155.2724),(41 154.7871),(42 155.29417),(43 155.00726),(44 155.27031),(45 156.58943),(46 156.8396),(47 156.21536),(48 158.24437),(49 156.7628),(50 157.92688),(51 154.90591),(52 157.91351),(53 156.37552),(54 156.56282),(55 156.07951),(56 158.69743),(57 159.83362),(58 159.87222),(59 162.2991),(60 161.06404),(61 158.24692),(62 158.29422),(63 157.56885),(64 155.98596),(65 156.5797),(66 157.61433),(67 157.50558),(68 158.33586),(69 159.25172),(70 157.56564),(71 157.38322),(72 159.19656),(73 158.63635),(74 158.52953),(75 157.22816),(76 156.60437),(77 157.56447),(78 158.22575),(79 158.76836),
(1 102.462555),(2 122.9731),(3 128.0741),(4 131.911),(5 134.48315),(6 136.79463),(7 138.49634),(8 138.66364),(9 139.91705),(10 141.20506),(11 141.43776),(12 142.16577),(13 144.11136),(14 145.60732),(15 144.84978),(16 144.91125),(17 146.98195),(18 146.52605),(19 146.69809),(20 146.35313),(21 147.92242),(22 148.15205),(23 147.29668),(24 149.70679),(25 150.1158),(26 152.10278),(27 150.43031),(28 149.93753),(29 150.34564),(30 152.74332),(31 152.95314),(32 150.59479),(33 151.77148),(34 151.18707),(35 153.40005),(36 153.53062),(37 154.02217),(38 154.72159),(39 154.204),(40 153.89352),(41 153.44757),(42 152.05594),(43 151.65582),(44 150.18954),(45 150.49727),(46 151.0258),(47 149.70152),(48 149.58403),(49 147.8242),(50 150.61876),(51 148.08124),(52 149.5686),(53 148.9343),(54 150.8585),(55 149.72995),(56 150.42859),(57 152.1957),(58 152.52939),(59 149.9773),(60 151.05878),(61 150.647),(62 148.94385),(63 146.98041),(64 147.74536),(65 149.37253),(66 150.39595),(67 150.96645),(68 151.064),(69 152.26317),(70 153.6443),(71 154.19441),(72 155.41112),(73 152.90001),(74 152.9337),(75 149.82352),(76 149.99916),(77 151.06607),(78 153.22504),(79 153.20993),
(1 101.79353),(2 120.97033),(3 125.525925),(4 130.70357),(5 132.91959),(6 135.86371),(7 136.70792),(8 137.77826),(9 138.55518),(10 139.94983),(11 139.53001),(12 139.4293),(13 141.33319),(14 143.6428),(15 143.665),(16 142.6066),(17 144.94496),(18 144.19023),(19 145.32939),(20 144.08466),(21 144.36868),(22 145.06284),(23 146.64449),(24 146.61342),(25 148.1801),(26 148.54105),(27 147.68408),(28 148.85567),(29 148.27032),(30 148.38753),(31 147.67604),(32 147.89891),(33 149.83719),(34 149.80443),(35 149.5136),(36 151.06412),(37 149.82053),(38 150.42566),(39 148.01086),(40 148.41727),(41 147.63553),(42 148.72014),(43 148.82231),(44 149.77133),(45 149.65732),(46 150.22656),(47 152.55014),(48 152.80475),(49 152.07109),(50 153.092),(51 151.2656),(52 150.63135),(53 151.0733),(54 151.40076),(55 152.42035),(56 153.29056),(57 150.46495),(58 151.98755),(59 152.03362),(60 151.05098),(61 152.04236),(62 153.5038),(63 150.95549),(64 150.44803),(65 150.73837),(66 151.14136),(67 150.72702),(68 149.67714),(69 149.22202),(70 150.48315),(71 149.55603),(72 150.09921),(73 150.40504),(74 150.21974),(75 148.06534),(76 149.93732),(77 150.95403),(78 152.10825),(79 150.47188),
(1 101.15453),(2 118.42675),(3 124.105095),(4 128.93756),(5 132.39696),(6 132.83432),(7 135.30254),(8 137.65457),(9 137.71259),(10 139.84674),(11 141.91837),(12 142.53392),(13 143.71507),(14 144.11555),(15 142.53091),(16 144.84657),(17 145.88652),(18 145.72322),(19 144.29175),(20 144.3901),(21 145.29134),(22 145.65881),(23 146.00058),(24 147.17467),(25 146.6535),(26 147.64769),(27 146.24585),(28 147.28717),(29 147.43037),(30 147.9271),(31 147.93901),(32 148.67911),(33 147.34406),(34 148.10617),(35 146.65616),(36 147.31924),(37 148.05681),(38 151.47826),(39 148.8545),(40 150.31956),(41 148.90814),(42 150.1182),(43 150.26787),(44 150.83719),(45 150.15198),(46 150.49709),(47 150.71588),(48 151.50478),(49 151.78416),(50 151.38745),(51 148.00183),(52 146.48943),(53 149.21591),(54 151.2251),(55 152.254),(56 152.08687),(57 151.56685),(58 151.87491),(59 151.52498),(60 151.52736),(61 150.6822),(62 150.01086),(63 147.57188),(64 146.32642),(65 146.1053),(66 146.61809),(67 147.0356),(68 148.59071),(69 147.30339),(70 147.3252),(71 148.06013),(72 147.56656),(73 148.65855),(74 151.41382),(75 149.44072),(76 148.73033),(77 150.17943),(78 150.25725),(79 150.75488),
(1 101.01715),(2 119.30698),(3 125.29232),(4 130.30057),(5 131.91129),(6 134.60869),(7 135.1028),(8 137.43762),(9 135.68448),(10 136.1221),(11 137.07712),(12 138.91235),(13 142.0217),(14 142.15085),(15 141.20764),(16 142.98499),(17 144.21849),(18 143.60583),(19 143.87624),(20 143.62234),(21 145.62231),(22 143.38208),(23 143.73627),(24 143.85756),(25 143.87308),(26 144.78716),(27 144.53299),(28 144.42365),(29 146.3912),(30 144.39192),(31 145.5367),(32 146.45161),(33 147.05693),(34 148.68204),(35 147.7882),(36 147.92368),(37 148.13889),(38 149.20299),(39 146.72496),(40 148.02486),(41 148.9458),(42 148.3155),(43 148.34877),(44 149.39082),(45 149.26147),(46 148.92676),(47 150.21214),(48 151.68861),(49 151.10468),(50 151.0877),(51 150.14229),(52 150.01312),(53 149.89511),(54 150.8594),(55 151.63371),(56 151.06822),(57 152.2971),(58 153.25311),(59 152.45992),(60 153.0869),(61 152.29358),(62 150.35788),(63 150.15303),(64 148.67522),(65 149.8451),(66 149.75742),(67 149.56752),(68 150.21129),(69 149.10962),(70 149.02646),(71 150.72003),(72 150.45268),(73 151.7041),(74 151.82616),(75 148.99005),(76 150.73906),(77 150.309),(78 150.93738),(79 150.87901),
(1 100.54272),(2 119.07021),(3 124.53534),(4 129.62888),(5 131.95496),(6 132.60573),(7 135.37372),(8 136.93948),(9 138.291),(10 140.1771),(11 139.04175),(12 141.79085),(13 142.04932),(14 145.12352),(15 143.36848),(16 142.84981),(17 143.83386),(18 144.19223),(19 145.95523),(20 147.10306),(21 146.61333),(22 145.35176),(23 145.04437),(24 145.76755),(25 145.48164),(26 148.72797),(27 147.70369),(28 149.01602),(29 149.09962),(30 149.23914),(31 149.7337),(32 148.00296),(33 149.73613),(34 148.7806),(35 148.96472),(36 149.04025),(37 150.58827),(38 152.18262),(39 149.21756),(40 150.06133),(41 149.68086),(42 150.60675),(43 150.39189),(44 150.92686),(45 153.46793),(46 152.92632),(47 151.95438),(48 154.51947),(49 153.28973),(50 151.72728),(51 151.91235),(52 152.41795),(53 152.46185),(54 152.87914),(55 153.2533),(56 154.32095),(57 155.3228),(58 152.3534),(59 150.82681),(60 151.9424),(61 151.53918),(62 151.00546),(63 148.15416),(64 149.66914),(65 149.1269),(66 148.74684),(67 149.37619),(68 149.84181),(69 149.41638),(70 149.02051),(71 149.10794),(72 147.89818),(73 147.96666),(74 149.48494),(75 148.56454),(76 147.37756),(77 147.73416),(78 147.3585),(79 149.15747),
(1 96.56743),(2 115.23904),(3 119.905754),(4 124.310905),(5 126.680115),(6 127.46773),(7 130.01625),(8 130.6829),(9 132.74922),(10 133.01762),(11 134.5172),(12 136.77661),(13 137.73637),(14 138.04892),(15 136.18741),(16 136.62),(17 137.75891),(18 139.2108),(19 137.925),(20 136.85783),(21 137.4665),(22 137.39497),(23 139.71457),(24 139.24947),(25 139.94786),(26 140.86224),(27 140.0944),(28 139.56023),(29 140.45445),(30 142.18066),(31 142.88997),(32 144.12315),(33 144.53291),(34 144.30913),(35 143.4789),(36 144.55557),(37 144.28076),(38 145.31328),(39 142.26363),(40 143.3578),(41 142.84293),(42 144.01468),(43 143.8986),(44 144.38376),(45 144.12595),(46 145.03514),(47 146.66594),(48 145.88065),(49 146.4935),(50 145.74185),(51 143.53656),(52 144.8903),(53 144.67398),(54 144.91833),(55 145.60019),(56 145.1828),(57 145.57057),(58 146.17772),(59 146.291),(60 147.09026),(61 147.1731),(62 145.52505),(63 142.8392),(64 143.38295),(65 143.63313),(66 143.65767),(67 144.82498),(68 142.79979),(69 145.14104),(70 142.22774),(71 143.71437),(72 146.23715),(73 146.7288),(74 145.36963),(75 145.93132),(76 146.44653),(77 147.36992),(78 146.04529),(79 146.96245),
(1 98.93974),(2 116.45221),(3 121.7249),(4 126.815056),(5 129.19029),(6 132.23201),(7 134.7509),(8 136.17215),(9 136.16547),(10 137.44443),(11 137.83232),(12 139.22853),(13 140.7507),(14 141.22525),(15 140.01149),(16 141.29172),(17 142.45454),(18 143.72679),(19 143.03523),(20 143.47641),(21 142.35645),(22 142.09427),(23 141.18797),(24 143.39536),(25 144.6778),(26 144.49294),(27 144.76701),(28 144.69133),(29 144.13338),(30 145.42792),(31 144.96031),(32 146.31834),(33 145.51668),(34 146.53804),(35 147.54082),(36 147.32002),(37 147.6745),(38 147.28938),(39 146.02931),(40 145.1965),(41 146.11713),(42 145.30426),(43 145.55083),(44 145.75026),(45 146.08122),(46 146.15024),(47 148.16084),(48 148.48537),(49 147.362),(50 145.40225),(51 144.15524),(52 144.93767),(53 144.26593),(54 145.57338),(55 147.09276),(56 147.3361),(57 146.22792),(58 145.31052),(59 144.43909),(60 145.35037),(61 145.27469),(62 146.54387),(63 143.84695),(64 143.67464),(65 144.92078),(66 145.682),(67 146.1294),(68 145.56412),(69 147.04013),(70 145.9719),(71 146.40657),(72 148.06209),(73 147.6147),(74 149.42734),(75 147.69612),(76 148.17314),(77 149.6354),(78 149.16975),(79 148.88687),
(1 96.18108),(2 112.58749),(3 118.41183),(4 122.22569),(5 124.590416),(6 127.55015),(7 127.29994),(8 130.28401),(9 131.05125),(10 130.1841),(11 132.12122),(12 132.63582),(13 134.46817),(14 137.2264),(15 135.03893),(16 135.7834),(17 135.8281),(18 134.9177),(19 136.62863),(20 136.81924),(21 137.91818),(22 137.06035),(23 137.47139),(24 138.34189),(25 139.70198),(26 140.90427),(27 139.76962),(28 139.84123),(29 140.27292),(30 140.0753),(31 141.40248),(32 141.49797),(33 142.04042),(34 141.87567),(35 140.99188),(36 141.07396),(37 141.80971),(38 142.70638),(39 141.71405),(40 142.13808),(41 140.90245),(42 141.34303),(43 140.79811),(44 141.8806),(45 141.83426),(46 144.20741),(47 144.02048),(48 142.74524),(49 143.32706),(50 142.51146),(51 141.99309),(52 142.30956),(53 141.35544),(54 142.9917),(55 143.35173),(56 144.92792),(57 144.78949),(58 145.5218),(59 144.2962),(60 142.8396),(61 143.26006),(62 143.58907),(63 143.0777),(64 142.11702),(65 141.66772),(66 141.63731),(67 141.02695),(68 140.05763),(69 139.68253),(70 140.42194),(71 139.28079),(72 140.84573),(73 141.31349),(74 142.28978),(75 143.16113),(76 141.82477),(77 143.34532),(78 142.88666),(79 142.19734),
(1 96.68101),(2 113.30366),(3 119.08507),(4 125.418434),(5 127.73585),(6 130.68498),(7 130.23753),(8 130.74692),(9 133.64105),(10 135.1504),(11 134.46144),(12 136.54568),(13 137.87282),(14 138.60402),(15 137.19879),(16 138.04095),(17 138.70534),(18 138.37642),(19 138.33809),(20 137.54636),(21 137.59671),(22 137.04385),(23 137.86589),(24 137.57701),(25 139.35529),(26 140.68837),(27 139.98892),(28 140.43373),(29 140.71228),(30 140.96463),(31 140.7268),(32 140.92462),(33 140.35654),(34 141.91061),(35 141.16393),(36 142.32262),(37 141.85538),(38 142.3026),(39 140.03322),(40 138.87767),(41 141.10262),(42 140.9955),(43 140.51291),(44 141.23662),(45 142.03346),(46 142.62276),(47 142.51839),(48 141.42903),(49 141.38287),(50 141.6747),(51 141.56834),(52 140.59457),(53 142.08282),(54 141.47507),(55 142.06033),(56 140.94057),(57 141.55667),(58 142.49136),(59 142.11702),(60 141.59319),(61 141.8034),(62 142.29668),(63 139.4041),(64 138.49101),(65 137.64116),(66 138.62273),(67 138.7485),(68 139.78806),(69 140.21994),(70 139.67311),(71 139.44487),(72 140.03595),(73 141.6718),(74 142.26534),(75 143.2897),(76 142.49023),(77 143.48904),(78 143.05237),(79 143.94722),
(1 94.74223),(2 111.43683),(3 116.74531),(4 120.87949),(5 122.707214),(6 125.9509),(7 126.47234),(8 128.47894),(9 129.55147),(10 130.77046),(11 130.9143),(12 133.16972),(13 134.62538),(14 133.60715),(15 133.34401),(16 134.78712),(17 135.12224),(18 135.14514),(19 136.63202),(20 137.526),(21 136.17593),(22 135.90764),(23 137.05832),(24 136.37875),(25 135.74336),(26 138.22408),(27 136.04959),(28 137.86798),(29 137.50653),(30 137.89635),(31 139.04688),(32 140.53313),(33 140.92802),(34 138.80391),(35 138.37968),(36 138.09769),(37 136.98158),(38 139.79991),(39 137.92413),(40 137.32277),(41 137.33226),(42 137.86295),(43 137.80394),(44 136.71191),(45 137.55339),(46 139.02579),(47 138.42055),(48 137.575),(49 138.484),(50 138.53334),(51 137.39125),(52 138.96188),(53 139.51514),(54 139.09323),(55 139.55858),(56 140.24927),(57 139.27309),(58 141.82202),(59 140.53688),(60 141.18573),(61 141.63942),(62 140.09277),(63 139.54091),(64 139.78633),(65 139.8998),(66 138.63788),(67 140.39996),(68 138.8061),(69 140.32387),(70 139.81787),(71 138.50656),(72 139.32501),(73 140.58144),(74 141.81087),(75 141.05145),(76 140.27484),(77 141.3323),(78 142.38899),(79 141.445),
(1 92.4852),(2 109.79962),(3 114.25176),(4 117.740364),(5 120.9182),(6 122.219315),(7 125.21735),(8 125.56091),(9 126.49987),(10 126.985435),(11 127.31545),(12 128.30154),(13 129.2527),(14 130.27078),(15 130.00673),(16 130.67847),(17 132.76181),(18 132.00578),(19 133.57356),(20 132.76389),(21 132.78908),(22 132.24611),(23 132.26836),(24 133.17117),(25 132.66714),(26 133.91328),(27 134.43843),(28 135.55101),(29 136.26648),(30 137.85762),(31 138.15701),(32 138.86874),(33 138.82695),(34 136.59206),(35 136.98018),(36 136.96875),(37 137.58434),(38 139.43285),(39 136.89076),(40 137.67445),(41 136.8158),(42 138.48361),(43 137.32635),(44 137.55545),(45 137.17154),(46 139.86127),(47 139.00255),(48 138.71707),(49 138.7163),(50 137.5255),(51 136.10196),(52 136.69206),(53 136.21582),(54 135.7476),(55 136.7811),(56 136.42305),(57 136.1826),(58 136.63634),(59 135.38014),(60 136.3331),(61 136.19626),(62 135.56627),(63 133.50368),(64 132.56259),(65 133.99144),(66 134.61174),(67 135.272),(68 134.4755),(69 134.10373),(70 135.57307),(71 133.7582),(72 136.4403),(73 136.54457),(74 136.52316),(75 137.16614),(76 137.08798),(77 138.53691),(78 138.4075),(79 139.93402),
(1 90.75502),(2 106.8938),(3 113.48728),(4 118.02587),(5 121.13069),(6 122.6916),(7 126.23951),(8 127.1752),(9 127.01976),(10 127.897446),(11 128.00734),(12 129.82228),(13 130.67703),(14 130.96432),(15 130.80978),(16 131.05348),(17 132.88477),(18 132.62),(19 134.25078),(20 133.93204),(21 134.39346),(22 132.83315),(23 133.31572),(24 133.43575),(25 134.6177),(26 134.27151),(27 133.99852),(28 134.24826),(29 134.45773),(30 135.90384),(31 135.52449),(32 135.59898),(33 136.34726),(34 136.22612),(35 136.59608),(36 135.07379),(37 135.09515),(38 136.84059),(39 134.18236),(40 133.29674),(41 132.3648),(42 134.54448),(43 134.41261),(44 136.20848),(45 135.11212),(46 134.86504),(47 137.04057),(48 136.42209),(49 135.32939),(50 134.09898),(51 133.62262),(52 135.38759),(53 134.58263),(54 135.34476),(55 136.96329),(56 136.47758),(57 135.5058),(58 136.10924),(59 135.37257),(60 136.21507),(61 135.07375),(62 135.62447),(63 134.4122),(64 132.03754),(65 132.24994),(66 132.36348),(67 132.00172),(68 132.23457),(69 131.7649),(70 132.93289),(71 133.14157),(72 134.20108),(73 133.79868),(74 134.33041),(75 133.36871),(76 132.24152),(77 133.98647),(78 135.41362),(79 136.08943),
(1 93.11095),(2 110.68476),(3 115.15254),(4 120.056244),(5 124.49832),(6 127.13702),(7 127.326836),(8 128.40375),(9 127.74264),(10 129.74954),(11 131.46024),(12 133.06805),(13 133.25615),(14 132.83867),(15 132.09677),(16 131.37114),(17 132.59013),(18 132.22226),(19 133.62828),(20 130.58827),(21 131.1925),(22 131.26755),(23 131.92494),(24 133.32472),(25 133.55884),(26 133.33403),(27 132.72568),(28 133.03712),(29 134.8862),(30 134.85504),(31 134.78778),(32 134.18427),(33 136.31604),(34 134.71825),(35 134.77116),(36 134.87784),(37 134.6799),(38 136.67285),(39 133.79012),(40 134.53697),(41 135.02446),(42 135.93292),(43 134.3854),(44 135.76047),(45 136.02116),(46 136.71594),(47 138.17719),(48 139.36024),(49 137.62648),(50 138.00307),(51 135.82384),(52 136.61345),(53 135.4839),(54 138.14528),(55 137.7598),(56 137.30978),(57 137.21495),(58 137.44456),(59 134.60486),(60 135.45041),(61 134.98428),(62 135.3459),(63 134.72447),(64 134.30988),(65 134.3922),(66 135.46129),(67 135.4499),(68 137.00168),(69 136.83289),(70 135.29445),(71 135.80672),(72 135.28189),(73 136.67229),(74 136.72537),(75 136.62535),(76 137.34142),(77 138.76418),(78 137.3636),(79 137.70856),
(1 92.11455),(2 106.95908),(3 112.144394),(4 116.05264),(5 120.05479),(6 123.08682),(7 123.12326),(8 123.22048),(9 123.540306),(10 124.254364),(11 124.70259),(12 126.7114),(13 128.39876),(14 127.97639),(15 126.851326),(16 126.6671),(17 128.29779),(18 128.36586),(19 128.25551),(20 127.35206),(21 126.82418),(22 128.90045),(23 129.6016),(24 130.32692),(25 131.0725),(26 131.7246),(27 130.2854),(28 130.45708),(29 131.9686),(30 132.40398),(31 131.53592),(32 132.0708),(33 132.11278),(34 131.93977),(35 132.09732),(36 131.67465),(37 133.03905),(38 134.39929),(39 130.63615),(40 131.58737),(41 132.23898),(42 132.90918),(43 130.33159),(44 131.56667),(45 130.6203),(46 131.15005),(47 131.30501),(48 132.12975),(49 132.97978),(50 133.03233),(51 129.86455),(52 132.4645),(53 132.82771),(54 132.42093),(55 132.22812),(56 131.23134),(57 133.4926),(58 132.04144),(59 131.71432),(60 131.70221),(61 131.9151),(62 131.54622),(63 129.03198),(64 128.6596),(65 128.78123),(66 129.48318),(67 130.81816),(68 131.27219),(69 131.4189),(70 131.11476),(71 131.51936),(72 132.8677),(73 132.58017),(74 132.20197),(75 130.99048),(76 132.14662),(77 133.2038),(78 133.36974),(79 134.93675),
