1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 888.66144),(2 1325.1293),(3 1626.8269),(4 1861.5481),(5 2130.7485),(6 2268.5337),(7 2430.2283),(8 2492.5686),(9 2580.7258),(10 2682.8882),(11 2681.0906),(12 2724.7988),(13 2792.231),(14 2755.6912),(15 2775.3433),(16 2823.853),(17 2837.2559),(18 2879.0496),(19 2948.8647),(20 2924.427),(21 2943.7114),(22 2980.5688),(23 2966.9297),(24 2979.2292),(25 2988.6006),(26 2985.2917),(27 3031.7534),(28 3102.6357),(29 3097.24),(30 3134.6814),(31 3128.4111),(32 3106.7568),(33 3133.6584),(34 3098.1736),(35 3128.8691),(36 3143.45),(37 3114.802),(38 3091.1838),(39 3108.7896),(40 3062.6445),(41 3034.9583),(42 3052.369),(43 3005.6829),(44 2991.033),(45 3042.6064),(46 2989.4724),(47 2973.8064),(48 2966.8206),(49 2921.8757),(50 2937.9202),(51 2983.2693),(52 2953.5964),(53 3019.026),(54 3072.7852),(55 3057.1953),(56 3077.6528),(57 3086.343),(58 3088.1274),(59 3153.4387),(60 3216.5427),(61 3184.853),(62 3202.739),(63 3203.9614),(64 3164.0615),(65 3148.147),(66 3168.1143),(67 3126.8792),(68 3138.224),(69 3194.6516),(70 3175.2703),(71 3202.0754),(72 3220.9724),(73 3182.824),(74 3170.0325),(75 3191.0232),(76 3111.7097),(77 3139.791),(78 3189.469),(79 3135.4067),
(1 862.8691),(2 1286.4698),(3 1569.2488),(4 1814.0481),(5 2085.458),(6 2218.1846),(7 2342.3452),(8 2421.752),(9 2519.4197),(10 2625.5452),(11 2608.8818),(12 2649.329),(13 2735.6887),(14 2724.362),(15 2748.5112),(16 2811.9553),(17 2833.4001),(18 2844.3677),(19 2910.4045),(20 2881.613),(21 2891.7107),(22 2943.721),(23 2913.9302),(24 2921.5583),(25 2954.6218),(26 2945.2021),(27 2957.8315),(28 3030.9985),(29 3035.4424),(30 3092.2048),(31 3100.282),(32 3098.64),(33 3134.9436),(34 3116.8865),(35 3132.5532),(36 3113.883),(37 3081.3274),(38 3077.5615),(39 3096.4841),(40 3047.8662),(41 3036.2397),(42 3054.2178),(43 3025.139),(44 3006.693),(45 3032.7795),(46 2979.0454),(47 2923.4578),(48 2932.901),(49 2890.255),(50 2886.3596),(51 2929.1934),(52 2886.8286),(53 2903.6287),(54 2945.7107),(55 2916.6882),(56 2922.363),(57 2940.9092),(58 2934.9795),(59 2963.7998),(60 2991.2744),(61 2985.8374),(62 3016.3538),(63 3078.5518),(64 3019.3774),(65 3042.0452),(66 3060.1624),(67 3005.9294),(68 3002.311),(69 3059.0164),(70 3020.7502),(71 3015.4229),(72 3062.5427),(73 2993.133),(74 3011.9712),(75 3027.0405),(76 2997.511),(77 3024.6094),(78 3053.8857),(79 3005.3015),
(1 855.89197),(2 1239.1938),(3 1506.4044),(4 1738.2164),(5 1982.2471),(6 2138.9905),(7 2281.1243),(8 2345.6548),(9 2423.3994),(10 2522.2166),(11 2527.403),(12 2574.6448),(13 2649.044),(14 2640.3364),(15 2668.7197),(16 2735.1025),(17 2723.8635),(18 2722.7961),(19 2792.3518),(20 2792.9434),(21 2799.7952),(22 2834.137),(23 2806.2212),(24 2806.4656),(25 2831.28),(26 2837.3296),(27 2845.1694),(28 2907.4653),(29 2933.0042),(30 2975.476),(31 2986.2195),(32 2988.9233),(33 3072.1729),(34 3083.7),(35 3112.6624),(36 3117.5776),(37 3042.8154),(38 3033.931),(39 3034.676),(40 3011.7773),(41 3000.5437),(42 3028.6702),(43 2986.1445),(44 2970.2317),(45 2987.493),(46 2960.0938),(47 2908.1042),(48 2917.6978),(49 2872.9023),(50 2859.3047),(51 2872.2695),(52 2860.655),(53 2886.6284),(54 2938.7905),(55 2907.671),(56 2933.2095),(57 2975.528),(58 2958.292),(59 2991.655),(60 3019.599),(61 2993.471),(62 3005.6501),(63 3069.484),(64 3026.2217),(65 3033.8486),(66 3050.7393),(67 3013.093),(68 3017.7603),(69 3045.813),(70 3026.176),(71 3018.8022),(72 3095.0525),(73 3039.3887),(74 3009.446),(75 3011.4363),(76 2995.6328),(77 3038.4824),(78 3064.347),(79 3004.4556),
(1 848.4658),(2 1239.5497),(3 1520.2457),(4 1756.9977),(5 1979.3751),(6 2091.2874),(7 2200.2388),(8 2263.3167),(9 2347.5999),(10 2428.4497),(11 2457.62),(12 2488.6208),(13 2575.6062),(14 2572.0815),(15 2580.8577),(16 2638.9624),(17 2641.472),(18 2670.486),(19 2763.8467),(20 2746.5928),(21 2767.7012),(22 2845.3228),(23 2821.7864),(24 2832.2383),(25 2888.4648),(26 2894.6108),(27 2910.011),(28 2972.6216),(29 2955.2104),(30 2975.8481),(31 2945.706),(32 2937.91),(33 3002.138),(34 2988.6833),(35 2999.855),(36 3014.5256),(37 2987.3533),(38 2982.6387),(39 2973.7253),(40 2953.3755),(41 2979.3872),(42 3003.4683),(43 2967.7478),(44 2936.1067),(45 2966.8481),(46 2922.5967),(47 2879.476),(48 2892.053),(49 2849.2134),(50 2828.1853),(51 2853.3904),(52 2846.15),(53 2883.8179),(54 2911.9639),(55 2876.202),(56 2888.424),(57 2900.269),(58 2894.4424),(59 2939.056),(60 2993.5518),(61 2978.9063),(62 2998.8218),(63 3036.4355),(64 2986.5325),(65 2993.7693),(66 3027.5415),(67 2999.668),(68 3003.1777),(69 3043.3982),(70 3020.1877),(71 3019.781),(72 3038.7173),(73 2974.2686),(74 2979.9585),(75 3011.9954),(76 3002.2908),(77 3050.6936),(78 3090.1921),(79 3072.976),
(1 836.7909),(2 1238.5554),(3 1505.5941),(4 1747.4235),(5 1965.4532),(6 2081.3992),(7 2178.0713),(8 2235.1934),(9 2319.276),(10 2416.4414),(11 2431.0803),(12 2478.668),(13 2524.5957),(14 2505.5032),(15 2526.2239),(16 2581.5625),(17 2586.6255),(18 2613.6865),(19 2648.305),(20 2623.4634),(21 2645.2656),(22 2689.7168),(23 2700.0005),(24 2706.9202),(25 2742.7588),(26 2722.4514),(27 2738.405),(28 2780.9302),(29 2779.695),(30 2811.776),(31 2798.0356),(32 2787.0261),(33 2838.6682),(34 2828.6074),(35 2838.3735),(36 2881.9768),(37 2886.0845),(38 2876.2793),(39 2909.905),(40 2894.584),(41 2905.3494),(42 2967.6287),(43 2898.6687),(44 2894.6113),(45 2916.7332),(46 2908.2808),(47 2881.1992),(48 2887.583),(49 2814.889),(50 2834.7722),(51 2824.4788),(52 2799.7087),(53 2843.7139),(54 2870.1064),(55 2834.7327),(56 2825.985),(57 2850.9888),(58 2836.5713),(59 2871.9006),(60 2923.9707),(61 2907.6995),(62 2932.6157),(63 2935.436),(64 2909.6902),(65 2917.8774),(66 2942.191),(67 2931.743),(68 2920.9487),(69 2929.9614),(70 2922.9258),(71 2925.8855),(72 2958.6694),(73 2936.213),(74 2936.0789),(75 2968.1472),(76 2938.1646),(77 2946.9536),(78 2980.5127),(79 2945.2097),
(1 804.44867),(2 1201.2784),(3 1455.5559),(4 1686.688),(5 1913.3518),(6 2054.5225),(7 2165.1743),(8 2210.2446),(9 2305.5496),(10 2405.1682),(11 2401.5256),(12 2450.2986),(13 2479.1992),(14 2453.9744),(15 2458.4336),(16 2503.6384),(17 2505.945),(18 2527.0125),(19 2598.5388),(20 2608.9507),(21 2620.2585),(22 2686.8838),(23 2659.2256),(24 2657.3616),(25 2660.5754),(26 2634.5652),(27 2641.3586),(28 2693.5405),(29 2705.6487),(30 2696.242),(31 2680.2659),(32 2664.898),(33 2702.073),(34 2688.0513),(35 2684.151),(36 2737.7358),(37 2714.6802),(38 2722.5972),(39 2741.8193),(40 2731.157),(41 2739.5242),(42 2790.214),(43 2752.0059),(44 2767.9814),(45 2776.9233),(46 2772.485),(47 2758.027),(48 2769.6094),(49 2733.0935),(50 2728.3918),(51 2749.9382),(52 2722.119),(53 2752.671),(54 2769.8303),(55 2729.9573),(56 2741.518),(57 2785.7712),(58 2786.8164),(59 2821.9417),(60 2856.2693),(61 2833.7788),(62 2863.903),(63 2891.3928),(64 2859.674),(65 2853.5483),(66 2897.8071),(67 2854.8298),(68 2851.507),(69 2873.005),(70 2847.2502),(71 2836.7627),(72 2852.7363),(73 2834.089),(74 2840.1465),(75 2849.3018),(76 2805.4688),(77 2817.1377),(78 2812.3223),(79 2786.89),
(1 820.14777),(2 1204.6897),(3 1481.922),(4 1724.5687),(5 1943.0575),(6 2065.1245),(7 2167.0806),(8 2187.5667),(9 2280.5642),(10 2358.5657),(11 2387.77),(12 2447.653),(13 2495.0945),(14 2452.4575),(15 2476.3076),(16 2536.118),(17 2554.9192),(18 2570.1975),(19 2600.2456),(20 2612.2214),(21 2609.235),(22 2643.6318),(23 2610.911),(24 2585.758),(25 2609.6248),(26 2602.109),(27 2615.8574),(28 2674.4773),(29 2688.8147),(30 2684.2827),(31 2701.2168),(32 2673.5898),(33 2723.5483),(34 2750.0254),(35 2780.4453),(36 2834.787),(37 2809.055),(38 2800.537),(39 2836.8457),(40 2808.057),(41 2815.504),(42 2851.7224),(43 2820.4216),(44 2833.2017),(45 2841.634),(46 2824.459),(47 2829.6729),(48 2829.0789),(49 2800.4377),(50 2797.2253),(51 2841.332),(52 2788.38),(53 2802.972),(54 2813.0022),(55 2798.02),(56 2811.9175),(57 2850.3086),(58 2835.0347),(59 2870.6953),(60 2887.6963),(61 2872.2747),(62 2870.6223),(63 2877.9768),(64 2817.3333),(65 2813.159),(66 2833.403),(67 2811.4653),(68 2820.1882),(69 2849.7773),(70 2803.557),(71 2835.0164),(72 2866.3523),(73 2860.782),(74 2867.7603),(75 2916.7942),(76 2898.1938),(77 2921.5457),(78 2940.322),(79 2901.4033),
(1 815.60626),(2 1193.3597),(3 1454.6572),(4 1681.5039),(5 1869.3147),(6 1966.8729),(7 2085.617),(8 2125.204),(9 2177.4497),(10 2253.587),(11 2282.3945),(12 2325.355),(13 2376.6755),(14 2345.5552),(15 2360.2632),(16 2418.0835),(17 2412.8994),(18 2417.3557),(19 2467.6904),(20 2457.3496),(21 2473.3147),(22 2549.881),(23 2533.5552),(24 2513.1965),(25 2533.1895),(26 2528.3164),(27 2547.1702),(28 2596.7368),(29 2599.5344),(30 2625.259),(31 2629.9138),(32 2627.0586),(33 2632.8525),(34 2673.5337),(35 2669.5068),(36 2707.566),(37 2673.3298),(38 2675.4592),(39 2725.2769),(40 2693.4663),(41 2689.8003),(42 2702.384),(43 2650.6123),(44 2656.8076),(45 2686.5645),(46 2656.8042),(47 2646.113),(48 2659.8982),(49 2636.4714),(50 2620.248),(51 2662.8333),(52 2622.9219),(53 2644.4377),(54 2659.468),(55 2634.9055),(56 2651.9788),(57 2697.8958),(58 2685.7031),(59 2678.78),(60 2713.103),(61 2693.1885),(62 2695.6099),(63 2731.8337),(64 2690.107),(65 2702.6797),(66 2727.299),(67 2710.4402),(68 2707.3655),(69 2747.5828),(70 2697.2463),(71 2707.466),(72 2733.1865),(73 2699.928),(74 2717.3716),(75 2760.701),(76 2760.5872),(77 2784.5413),(78 2799.5496),(79 2773.9456),
(1 798.49524),(2 1164.6681),(3 1406.9078),(4 1622.3439),(5 1817.1865),(6 1929.4402),(7 2055.1494),(8 2111.9775),(9 2155.7231),(10 2222.1416),(11 2256.772),(12 2314.9382),(13 2362.2334),(14 2321.3591),(15 2323.127),(16 2353.9805),(17 2344.9685),(18 2373.6873),(19 2431.189),(20 2430.3984),(21 2418.537),(22 2477.38),(23 2456.7068),(24 2443.811),(25 2474.0117),(26 2478.9978),(27 2498.7488),(28 2534.9355),(29 2538.4656),(30 2530.839),(31 2516.6292),(32 2514.9595),(33 2532.0317),(34 2542.2424),(35 2555.0833),(36 2610.851),(37 2585.0793),(38 2592.2666),(39 2623.7803),(40 2587.721),(41 2589.5317),(42 2592.8599),(43 2541.7146),(44 2541.8774),(45 2547.2412),(46 2541.0728),(47 2533.4138),(48 2531.403),(49 2500.6035),(50 2511.019),(51 2533.6223),(52 2537.26),(53 2565.8354),(54 2609.7896),(55 2591.8694),(56 2594.7285),(57 2618.7192),(58 2601.013),(59 2605.6497),(60 2651.692),(61 2623.913),(62 2646.2664),(63 2655.848),(64 2606.3118),(65 2624.5396),(66 2632.659),(67 2609.7424),(68 2607.2617),(69 2638.9304),(70 2600.4187),(71 2595.1882),(72 2630.1387),(73 2613.817),(74 2617.2515),(75 2656.348),(76 2630.5483),(77 2656.106),(78 2705.5864),(79 2672.599),
(1 791.67126),(2 1162.5579),(3 1393.3276),(4 1597.8768),(5 1761.561),(6 1872.8691),(7 2016.4636),(8 2056.4705),(9 2110.1755),(10 2172.138),(11 2197.7297),(12 2251.9165),(13 2332.4768),(14 2319.4326),(15 2324.903),(16 2367.123),(17 2347.443),(18 2377.0967),(19 2409.922),(20 2383.5532),(21 2396.7002),(22 2435.396),(23 2422.5437),(24 2420.8838),(25 2416.184),(26 2401.6812),(27 2426.385),(28 2474.9253),(29 2477.009),(30 2480.838),(31 2465.0103),(32 2465.0134),(33 2471.582),(34 2473.8171),(35 2495.2644),(36 2550.5198),(37 2547.842),(38 2542.8835),(39 2567.6921),(40 2548.9229),(41 2542.1355),(42 2564.2485),(43 2499.1123),(44 2496.39),(45 2497.671),(46 2475.6208),(47 2470.4858),(48 2494.9775),(49 2476.451),(50 2477.8972),(51 2506.515),(52 2489.4888),(53 2506.874),(54 2547.721),(55 2539.2046),(56 2557.1545),(57 2583.9373),(58 2569.822),(59 2586.7258),(60 2635.1167),(61 2620.0425),(62 2616.954),(63 2629.3274),(64 2618.3203),(65 2595.9246),(66 2625.1414),(67 2584.1677),(68 2585.814),(69 2645.4182),(70 2602.8904),(71 2616.468),(72 2650.0051),(73 2630.9785),(74 2627.1025),(75 2653.187),(76 2617.7102),(77 2651.18),(78 2671.823),(79 2658.401),
(1 753.52594),(2 1107.8549),(3 1342.3651),(4 1524.1194),(5 1684.8511),(6 1791.4133),(7 1887.2505),(8 1936.4009),(9 2003.9517),(10 2080.6313),(11 2084.757),(12 2148.9954),(13 2186.1523),(14 2182.0967),(15 2193.3892),(16 2257.3638),(17 2260.8108),(18 2279.6392),(19 2308.4211),(20 2274.6094),(21 2295.0046),(22 2342.4124),(23 2326.6177),(24 2338.0442),(25 2347.8943),(26 2346.7117),(27 2348.2236),(28 2414.162),(29 2430.8972),(30 2458.6362),(31 2447.2683),(32 2448.609),(33 2440.2268),(34 2439.833),(35 2425.2356),(36 2454.047),(37 2453.3687),(38 2428.968),(39 2439.8516),(40 2431.6194),(41 2443.6545),(42 2454.2969),(43 2419.806),(44 2405.6423),(45 2429.3103),(46 2386.378),(47 2410.6985),(48 2429.1233),(49 2414.2227),(50 2426.179),(51 2455.5823),(52 2442.9453),(53 2456.1062),(54 2499.0298),(55 2462.2498),(56 2500.3877),(57 2529.2205),(58 2536.0693),(59 2550.755),(60 2619.2412),(61 2583.2217),(62 2582.6692),(63 2573.8083),(64 2525.852),(65 2542.9314),(66 2557.003),(67 2522.1858),(68 2528.57),(69 2583.332),(70 2543.7378),(71 2561.2852),(72 2559.6238),(73 2537.2578),(74 2532.8687),(75 2576.9248),(76 2538.4766),(77 2599.122),(78 2623.406),(79 2591.503),
(1 772.9284),(2 1112.1141),(3 1323.531),(4 1506.7153),(5 1685.3542),(6 1784.8518),(7 1910.7065),(8 1955.9946),(9 2031.4287),(10 2120.0837),(11 2120.3767),(12 2160.383),(13 2217.713),(14 2198.026),(15 2228.6675),(16 2285.1692),(17 2266.6792),(18 2290.5286),(19 2331.6313),(20 2305.7524),(21 2312.149),(22 2345.707),(23 2324.538),(24 2340.9573),(25 2397.6296),(26 2370.1902),(27 2373.9084),(28 2408.269),(29 2408.927),(30 2468.1777),(31 2481.308),(32 2476.759),(33 2496.249),(34 2457.6714),(35 2446.0605),(36 2468.9216),(37 2441.8333),(38 2434.6348),(39 2439.6035),(40 2434.461),(41 2441.2378),(42 2470.054),(43 2412.8125),(44 2406.075),(45 2452.27),(46 2424.8198),(47 2434.8186),(48 2433.1504),(49 2392.945),(50 2385.3064),(51 2422.3352),(52 2416.834),(53 2428.1277),(54 2461.3848),(55 2449.4294),(56 2489.3555),(57 2538.6262),(58 2512.0222),(59 2533.6548),(60 2576.4773),(61 2567.117),(62 2573.3027),(63 2620.801),(64 2587.4548),(65 2608.2314),(66 2646.6433),(67 2618.4888),(68 2617.171),(69 2657.594),(70 2625.9995),(71 2616.256),(72 2635.6777),(73 2621.187),(74 2592.715),(75 2643.3965),(76 2614.4858),(77 2626.7678),(78 2673.0486),(79 2613.6667),
(1 754.13947),(2 1069.8124),(3 1283.3235),(4 1465.1409),(5 1632.1931),(6 1723.3711),(7 1832.805),(8 1892.7603),(9 1991.3578),(10 2070.528),(11 2063.5833),(12 2095.7268),(13 2136.3513),(14 2139.7551),(15 2155.2175),(16 2219.7183),(17 2209.3694),(18 2226.9678),(19 2265.2737),(20 2247.175),(21 2265.3552),(22 2306.0413),(23 2272.7156),(24 2276.271),(25 2328.3552),(26 2325.833),(27 2372.8167),(28 2432.8984),(29 2456.131),(30 2465.198),(31 2449.199),(32 2444.2068),(33 2472.8752),(34 2453.9495),(35 2456.97),(36 2481.6335),(37 2459.0803),(38 2457.623),(39 2481.737),(40 2478.191),(41 2461.647),(42 2457.7954),(43 2389.7393),(44 2350.7866),(45 2369.4175),(46 2354.0627),(47 2343.3062),(48 2361.8516),(49 2317.8032),(50 2318.3926),(51 2323.1536),(52 2312.648),(53 2321.0588),(54 2366.9888),(55 2342.4973),(56 2368.2644),(57 2416.3953),(58 2376.99),(59 2403.2405),(60 2438.396),(61 2420.7156),(62 2436.129),(63 2492.993),(64 2462.0095),(65 2482.9492),(66 2502.2454),(67 2447.2551),(68 2454.8545),(69 2486.0864),(70 2447.6682),(71 2414.8733),(72 2438.3982),(73 2401.255),(74 2404.1902),(75 2462.7263),(76 2419.8694),(77 2436.6648),(78 2447.2666),(79 2452.1287),
(1 748.857),(2 1070.4329),(3 1293.7487),(4 1464.3965),(5 1617.0697),(6 1733.5948),(7 1869.1685),(8 1911.3488),(9 1983.0328),(10 2059.0068),(11 2065.5996),(12 2097.2505),(13 2169.951),(14 2151.4846),(15 2175.556),(16 2230.0107),(17 2205.0112),(18 2207.9973),(19 2261.249),(20 2229.8027),(21 2247.5002),(22 2288.4604),(23 2259.253),(24 2261.4146),(25 2299.5745),(26 2311.7803),(27 2345.5144),(28 2413.248),(29 2403.6045),(30 2368.475),(31 2358.1943),(32 2341.9355),(33 2366.0127),(34 2345.817),(35 2360.5134),(36 2382.762),(37 2375.4697),(38 2392.0063),(39 2427.753),(40 2407.4368),(41 2403.0012),(42 2413.8792),(43 2368.675),(44 2350.5942),(45 2376.601),(46 2349.487),(47 2337.1301),(48 2355.418),(49 2301.3884),(50 2284.8801),(51 2300.3794),(52 2307.031),(53 2325.5613),(54 2358.2295),(55 2341.8389),(56 2356.3447),(57 2396.368),(58 2362.6675),(59 2363.0078),(60 2392.7124),(61 2377.7756),(62 2386.9226),(63 2405.974),(64 2363.072),(65 2363.9045),(66 2389.712),(67 2362.3108),(68 2389.5598),(69 2434.5977),(70 2392.3694),(71 2366.4426),(72 2373.916),(73 2358.043),(74 2375.4958),(75 2413.078),(76 2396.702),(77 2424.4775),(78 2412.2212),(79 2385.4033),
(1 732.00934),(2 1056.9033),(3 1280.942),(4 1445.8428),(5 1605.9807),(6 1712.2886),(7 1836.5785),(8 1867.5284),(9 1934.5284),(10 2025.216),(11 2045.8522),(12 2072.1904),(13 2129.0488),(14 2107.0637),(15 2126.127),(16 2179.2788),(17 2166.161),(18 2185.2625),(19 2202.6104),(20 2197.3474),(21 2213.0825),(22 2271.233),(23 2253.0205),(24 2243.4807),(25 2276.6914),(26 2305.0142),(27 2332.5854),(28 2358.2783),(29 2380.1912),(30 2379.5396),(31 2379.4229),(32 2373.494),(33 2404.8752),(34 2388.9219),(35 2387.9626),(36 2399.927),(37 2377.2288),(38 2367.7976),(39 2404.3809),(40 2394.3171),(41 2381.499),(42 2417.042),(43 2387.1912),(44 2354.2285),(45 2362.555),(46 2341.1658),(47 2325.8508),(48 2317.9917),(49 2285.8267),(50 2263.5593),(51 2287.4595),(52 2296.7769),(53 2319.2234),(54 2349.0842),(55 2322.6333),(56 2350.599),(57 2377.8176),(58 2353.7134),(59 2358.5986),(60 2367.4739),(61 2357.571),(62 2366.1628),(63 2388.7146),(64 2361.0928),(65 2363.1624),(66 2378.9253),(67 2357.9458),(68 2365.0918),(69 2401.3271),(70 2353.943),(71 2352.5767),(72 2370.1472),(73 2346.8606),(74 2337.2483),(75 2392.7146),(76 2350.5513),(77 2372.1155),(78 2403.0012),(79 2344.625),
(1 729.9833),(2 1056.1091),(3 1269.4661),(4 1426.574),(5 1553.9872),(6 1629.6588),(7 1739.019),(8 1784.4791),(9 1837.946),(10 1928.859),(11 1930.331),(12 1959.168),(13 1990.695),(14 1972.6788),(15 1991.4766),(16 2028.1058),(17 2007.8745),(18 2010.0994),(19 2028.5906),(20 2001.8093),(21 2005.0774),(22 2061.5173),(23 2051.909),(24 2075.4534),(25 2112.356),(26 2093.2224),(27 2128.3357),(28 2176.857),(29 2200.0576),(30 2205.984),(31 2204.1611),(32 2205.0442),(33 2214.691),(34 2218.0625),(35 2222.6587),(36 2248.1787),(37 2223.9417),(38 2213.6448),(39 2247.1846),(40 2254.2024),(41 2269.1975),(42 2291.5732),(43 2271.3489),(44 2234.2214),(45 2244.2793),(46 2217.3079),(47 2195.4644),(48 2210.4824),(49 2205.4639),(50 2211.8293),(51 2223.0208),(52 2187.6492),(53 2216.9902),(54 2242.9746),(55 2242.2864),(56 2267.1072),(57 2291.328),(58 2266.17),(59 2256.5889),(60 2269.844),(61 2274.2637),(62 2286.5488),(63 2295.1887),(64 2266.7751),(65 2269.2798),(66 2300.9514),(67 2288.846),(68 2293.91),(69 2307.7332),(70 2280.1438),(71 2259.13),(72 2291.2266),(73 2262.5847),(74 2266.0288),(75 2272.3303),(76 2230.9192),(77 2249.3826),(78 2291.4844),(79 2257.8333),
(1 725.0974),(2 1052.645),(3 1241.5616),(4 1408.6367),(5 1560.4089),(6 1628.8712),(7 1732.7593),(8 1761.0076),(9 1825.8115),(10 1909.0134),(11 1913.5481),(12 1943.3322),(13 1996.3969),(14 1978.643),(15 2001.6871),(16 2043.1295),(17 2021.2656),(18 2018.5944),(19 2047.532),(20 2032.0884),(21 2029.3629),(22 2080.6357),(23 2086.5596),(24 2094.268),(25 2141.0483),(26 2131.1345),(27 2153.2673),(28 2193.1326),(29 2215.5266),(30 2246.6174),(31 2250.0244),(32 2256.558),(33 2279.5413),(34 2266.4946),(35 2270.502),(36 2313.4163),(37 2291.0825),(38 2304.7126),(39 2314.8286),(40 2300.9963),(41 2314.0527),(42 2323.3564),(43 2296.9033),(44 2264.9019),(45 2279.1772),(46 2263.8918),(47 2230.957),(48 2254.7842),(49 2230.2466),(50 2237.6804),(51 2266.1816),(52 2237.4092),(53 2251.834),(54 2297.7341),(55 2264.5032),(56 2285.7039),(57 2302.6099),(58 2281.9578),(59 2262.5447),(60 2297.8413),(61 2275.786),(62 2279.0313),(63 2282.2778),(64 2256.1316),(65 2265.0266),(66 2296.8303),(67 2275.3232),(68 2262.0586),(69 2287.357),(70 2242.6785),(71 2230.743),(72 2260.08),(73 2227.8538),(74 2214.925),(75 2218.5952),(76 2189.6223),(77 2217.9438),(78 2254.8857),(79 2227.5085),
