1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 99121.53),(2 311425.66),(3 629397.8),(4 1139418),(5 1736457.9),(6 2416208.3),(7 3274217),(8 4224550.5),(9 5213531.5),(10 6389996),(11 7671044),(12 9005787),(13 10562697),(14 12191344),(15 13952037),(16 15820727),(17 17775282),(18 19825786),(19 22073730),(20 24481750),(21 26960678),(22 29721776),(23 32700090),(24 35678420),(25 38874870),(26 42190690),(27 45615148),(28 49209876),(29 52836000),(30 56418910),(31 60230176),(32 64120436),(33 68063520),(34 72172560),(35 76464216),(36 80767380),(37 85198400),(38 89988504),(39 94618776),(40 99438040),(41 104365304),(42 109288216),(43 114488984),(44 119782950),(45 125120440),(46 130635390),(47 136289260),(48 141884560),(49 147600750),(50 153404590),(51 159327800),(52 165614020),(53 172292670),(54 178610450),(55 185225140),(56 191720460),(57 197958610),(58 204391380),(59 210762380),(60 216908180),(61 223533490),(62 230139700),(63 236386450),(64 242743980),(65 248709390),(66 254393020),(67 260187220),(68 265576720),(69 270697630),(70 276197220),(71 281362720),(72 286214880),(73 291372220),(74 295761340),(75 299910820),(76 303949660),(77 307897380),(78 311708320),(79 315943970),
(1 7915.506),(2 15642.892),(3 18445.62),(4 19724.953),(5 20095.87),(6 19403.633),(7 19334.76),(8 20089.387),(9 20494.768),(10 21075.717),(11 21903.848),(12 22550.707),(13 22887.283),(14 22337.549),(15 22169.658),(16 22952.848),(17 23596.035),(18 23503.072),(19 23789.248),(20 23892.598),(21 24306.451),(22 24125.828),(23 24270.271),(24 24845.436),(25 25324.46),(26 25549.924),(27 25428.568),(28 24921.36),(29 25037.41),(30 25543.352),(31 25913.205),(32 26019.166),(33 25682.451),(34 25489.117),(35 25910.092),(36 26388.834),(37 26328.324),(38 26235.438),(39 26659.639),(40 26927.732),(41 27394.309),(42 27994.697),(43 28053.787),(44 28220.637),(45 28906.617),(46 29285.816),(47 29317.422),(48 29567.41),(49 29754.398),(50 29689.863),(51 29876.24),(52 30009.434),(53 30124.229),(54 30025.043),(55 29495.748),(56 29215.078),(57 29135.197),(58 28960.723),(59 29067.652),(60 29346.67),(61 29211.396),(62 29353.996),(63 29751.424),(64 29756.516),(65 29920.074),(66 29869.682),(67 29907.654),(68 29929.977),(69 29960.713),(70 30223.602),(71 30543.715),(72 30268.188),(73 29974.527),(74 29718.613),(75 30062.832),(76 30375.645),(77 30596.344),(78 30556.182),(79 30810.604),
(1 8009.5645),(2 15383.421),(3 18180.133),(4 19372.594),(5 19507.309),(6 19342.736),(7 19379.549),(8 19975.182),(9 20361.377),(10 20481.02),(11 21020.932),(12 21743.979),(13 21921.387),(14 22006.584),(15 23331.424),(16 23790.451),(17 23712.566),(18 23952.885),(19 23925.445),(20 23757.375),(21 24264.967),(22 24534.86),(23 24591.498),(24 24414.553),(25 24411.373),(26 24504.932),(27 24408.898),(28 24507.695),(29 25172.484),(30 25490.623),(31 25498.26),(32 25519.625),(33 25050.201),(34 25039.049),(35 25481.582),(36 25474.098),(37 25609.473),(38 25922.09),(39 26122.695),(40 26325.82),(41 26897.258),(42 27443.11),(43 27406.861),(44 27631.174),(45 28347.73),(46 28836.861),(47 29208.512),(48 29109.277),(49 29285.047),(50 29187.578),(51 29145.326),(52 29321.713),(53 29642.996),(54 29724.41),(55 29547.088),(56 29029.045),(57 28542.781),(58 28070.287),(59 27816.207),(60 27224.58),(61 27560.33),(62 27965.852),(63 27744.844),(64 27757.4),(65 28284.002),(66 28124.793),(67 28172.076),(68 28291.213),(69 28531.98),(70 28567.748),(71 28543.646),(72 28932.758),(73 29351.01),(74 29208.943),(75 29320.723),(76 29579.533),(77 29822.11),(78 30116.293),(79 30058.137),
(1 7924.0244),(2 15331.665),(3 18217.037),(4 19043.951),(5 19526.611),(6 19446.318),(7 19233.293),(8 19691.578),(9 20348.059),(10 20800.168),(11 21474.262),(12 22178.768),(13 22516.701),(14 22434.379),(15 22992.508),(16 23654.768),(17 23869.934),(18 23910.639),(19 23852.115),(20 23963.434),(21 24437.324),(22 24515.398),(23 24175.12),(24 24244.178),(25 24471.168),(26 24404.992),(27 24033.422),(28 23962.063),(29 24058.623),(30 24131.197),(31 24279.645),(32 24469.379),(33 24304.076),(34 24775.83),(35 25228.094),(36 25167.904),(37 25122.754),(38 25158.145),(39 25415.97),(40 25368.896),(41 25649.943),(42 26248.01),(43 26682.355),(44 26629.168),(45 27028.123),(46 27227.773),(47 27031.86),(48 27371.332),(49 27367.645),(50 27182.822),(51 27532.104),(52 27549.814),(53 27343.176),(54 27266.28),(55 26828.988),(56 26657.021),(57 26953.611),(58 26917.654),(59 26779.266),(60 26699.98),(61 26553.55),(62 26807.129),(63 26808.078),(64 27016.86),(65 27458.578),(66 27524.3),(67 27442.414),(68 27630.537),(69 27938.604),(70 28179.37),(71 28179.115),(72 28300.01),(73 28721.81),(74 28861.867),(75 28780.025),(76 28699.846),(77 29374.424),(78 30240.281),(79 30803.068),
(1 7751.326),(2 14918.161),(3 17945.44),(4 19393.383),(5 19339.117),(6 18996.1),(7 19043.049),(8 19095.596),(9 19363.607),(10 19850.38),(11 20264.54),(12 20942.637),(13 21127.945),(14 21111.912),(15 21965.6),(16 21864.453),(17 21883.967),(18 22036.133),(19 21645.867),(20 21832.275),(21 22529.072),(22 22474.828),(23 22546.848),(24 22923.545),(25 23052.102),(26 22977.412),(27 23158.912),(28 23054.3),(29 23139.975),(30 23168.152),(31 23435.287),(32 24141.08),(33 24158.264),(34 24426.646),(35 24874.38),(36 25077.596),(37 25398.408),(38 24981.898),(39 24846.547),(40 25090.299),(41 25658.057),(42 25679.57),(43 25707.91),(44 25938.91),(45 26287.926),(46 26367.904),(47 26253.156),(48 26243.969),(49 26231.46),(50 26334.453),(51 26577),(52 26859.793),(53 26815.377),(54 26690.55),(55 26714.627),(56 26676.389),(57 26766.85),(58 26914.975),(59 27016.309),(60 27086.111),(61 27353.428),(62 27215.47),(63 27459.377),(64 27287.605),(65 27724.37),(66 27747.607),(67 27815.715),(68 28193.994),(69 28245.39),(70 28140.246),(71 28427.12),(72 28367.928),(73 28444.785),(74 28740.607),(75 28925.889),(76 29030.574),(77 29349.26),(78 29606.475),(79 30110.412),
(1 7579.232),(2 14869.417),(3 17803.617),(4 18821.865),(5 19317.283),(6 19356.271),(7 19308.479),(8 19490.066),(9 19715.164),(10 19825.998),(11 20075.764),(12 20792.428),(13 21376.2),(14 21586.012),(15 22136.797),(16 22566.564),(17 22368.379),(18 22372.56),(19 22378.805),(20 22413.768),(21 22837.982),(22 23123.11),(23 22957.172),(24 23259.459),(25 23448.902),(26 23557.482),(27 23283.875),(28 23404.352),(29 23675.037),(30 23262.217),(31 23295.45),(32 23458.69),(33 23255.35),(34 23529.607),(35 24309.336),(36 24583.717),(37 24894.285),(38 25022.492),(39 25037.752),(40 25050.602),(41 25187.92),(42 25041.297),(43 24978.402),(44 25002.402),(45 25363.445),(46 25565.148),(47 25452.078),(48 25701.615),(49 25623.926),(50 25519.586),(51 25779.477),(52 26148.748),(53 26205.72),(54 26053.537),(55 26211.17),(56 26014.758),(57 25937.953),(58 25892.936),(59 26160.646),(60 26420.736),(61 26457.545),(62 26441.59),(63 26617.684),(64 26824.623),(65 27028.3),(66 26827.86),(67 26666.023),(68 26790.58),(69 27183.768),(70 27378.246),(71 27630.625),(72 28026.314),(73 28799.852),(74 29042.697),(75 29211.617),(76 28893.063),(77 28608.912),(78 28844.459),(79 29332.217),
(1 7220.169),(2 14035.59),(3 16581.957),(4 17540.762),(5 18370.44),(6 18356.428),(7 18480.914),(8 18505.37),(9 18847.596),(10 19324.447),(11 19744.734),(12 20361.04),(13 20538.525),(14 20626.674),(15 21307.258),(16 21258.795),(17 21517.639),(18 22166.51),(19 21975.918),(20 21616.69),(21 22160.188),(22 22683.611),(23 22818.537),(24 22951.098),(25 23009.766),(26 22691.32),(27 22269.813),(28 22549.621),(29 22687.145),(30 22602.055),(31 22650.342),(32 22731.813),(33 22284.828),(34 22263.611),(35 22811.396),(36 23175.66),(37 22944.096),(38 22919.334),(39 23193.031),(40 23427.807),(41 24060.633),(42 23989.066),(43 23670.365),(44 23785.004),(45 23971.17),(46 24338.879),(47 24329.941),(48 24419.379),(49 24535.86),(50 25191.59),(51 25671.59),(52 26109.064),(53 26551.57),(54 27028.82),(55 26854.549),(56 26374.527),(57 26256.803),(58 26399.895),(59 26522.787),(60 26849.3),(61 27378.05),(62 27723.787),(63 27961.063),(64 28252.594),(65 28356.988),(66 28632.889),(67 28941.5),(68 29075.475),(69 29452.492),(70 29651.049),(71 29654.22),(72 30042.986),(73 30107.17),(74 30416.445),(75 30654.89),(76 30519.16),(77 30399.137),(78 30414.025),(79 30760.113),
(1 7505.7085),(2 14076.431),(3 16454.752),(4 17593.42),(5 17999.906),(6 17690.984),(7 17628.203),(8 17810.648),(9 17804.412),(10 17895.773),(11 18373.883),(12 18882.33),(13 19179.373),(14 19360.166),(15 20063.943),(16 20172.38),(17 20199.373),(18 20538.607),(19 20548.115),(20 20814.125),(21 21261.658),(22 21354.219),(23 21479.908),(24 21807.127),(25 21699.12),(26 21667.154),(27 21534.715),(28 21744.842),(29 21971.703),(30 21685.498),(31 22036.432),(32 21981.684),(33 21493.645),(34 22221.5),(35 22934.64),(36 22896.53),(37 23162.256),(38 23285.447),(39 23449.863),(40 23994.08),(41 24021.611),(42 24039.723),(43 24197.484),(44 24713.527),(45 24834.73),(46 24882.465),(47 25305.695),(48 26136.834),(49 26872.201),(50 27361.738),(51 27752.127),(52 28228.15),(53 28299.64),(54 28503.678),(55 28337.44),(56 27954.127),(57 28038.09),(58 27994.377),(59 28010.64),(60 28606.828),(61 28870.098),(62 29155.834),(63 29502.59),(64 29490.383),(65 29814.799),(66 29958.688),(67 29689.14),(68 29610.68),(69 29528.604),(70 29063.936),(71 29345.541),(72 29665.926),(73 29907.99),(74 29952.645),(75 30159.486),(76 30288.664),(77 30428.787),(78 30511.541),(79 31108.215),
(1 7092.25),(2 13753.507),(3 16362.5205),(4 17108.645),(5 17207.85),(6 16755.867),(7 16751.959),(8 17042.06),(9 17360.156),(10 17599.436),(11 17983.322),(12 18682.791),(13 19201.238),(14 19309.314),(15 19579.336),(16 19351.379),(17 19472.271),(18 19808.088),(19 19993.945),(20 20251.578),(21 20573.59),(22 20881.07),(23 21146.135),(24 21060.66),(25 21020.03),(26 20885.736),(27 20892.03),(28 20830.547),(29 20634.076),(30 20614.49),(31 20774.092),(32 20945.32),(33 21105.55),(34 21404.063),(35 21738.889),(36 21807.092),(37 21857.135),(38 22026.285),(39 22240.95),(40 22645.498),(41 23122.33),(42 23167.04),(43 23309.35),(44 23251.348),(45 23370.31),(46 23653.264),(47 23545.232),(48 23615.436),(49 23844.129),(50 24438.607),(51 25069.76),(52 25023.541),(53 25046.098),(54 25190.217),(55 25384.951),(56 25244.805),(57 24887.367),(58 24866.93),(59 25162.078),(60 24871.654),(61 24916.135),(62 25362.934),(63 25969.768),(64 26052.396),(65 26130.773),(66 26451.363),(67 26796.75),(68 27114.14),(69 27193.783),(70 27143.422),(71 27352.525),(72 27377.174),(73 27716.66),(74 28092.316),(75 28453.44),(76 28588.21),(77 28482.797),(78 28680.291),(79 29254.637),
(1 6942.404),(2 13035.61),(3 14997.352),(4 15853.058),(5 16007.467),(6 15911.484),(7 16263.396),(8 16128.636),(9 16323.701),(10 16828.02),(11 17439.855),(12 18110.475),(13 18027.979),(14 17826.45),(15 17903.299),(16 17690.486),(17 18206.875),(18 18969.508),(19 19130.055),(20 19515.47),(21 19764.086),(22 19865.1),(23 20256.523),(24 20211.627),(25 20396.965),(26 20278.41),(27 20346.266),(28 20379.34),(29 19828.395),(30 19590.264),(31 19820.406),(32 19598.143),(33 19836.422),(34 20300.494),(35 20519.178),(36 20799.004),(37 20691.883),(38 20655.09),(39 20812.781),(40 20743.146),(41 21413.12),(42 21884.45),(43 21985.514),(44 21898.336),(45 21849.18),(46 22186.346),(47 22526.79),(48 22873.234),(49 23011.598),(50 23104.836),(51 23248.45),(52 23451.83),(53 23196.375),(54 23354.982),(55 23670.252),(56 23772.803),(57 23945),(58 23741.463),(59 23769.07),(60 23586.521),(61 23506.346),(62 23540.86),(63 23711.826),(64 23705.914),(65 24093.78),(66 24276.037),(67 24379.93),(68 24687.037),(69 24715.633),(70 24860.988),(71 24606.496),(72 24614.707),(73 24938.193),(74 24898.646),(75 25155.34),(76 25224.352),(77 25182.771),(78 25091.314),(79 25136.736),
(1 7000.655),(2 12977.194),(3 15414.781),(4 16212.905),(5 16205.066),(6 15790.581),(7 15830.445),(8 15962.792),(9 16264.441),(10 16832.732),(11 17208.797),(12 17448.729),(13 17586.549),(14 17787.77),(15 17863.299),(16 17693.855),(17 18266.205),(18 18666.748),(19 18337.836),(20 18485.484),(21 18881.965),(22 19251.451),(23 19541.064),(24 19601.598),(25 19363.203),(26 19092.344),(27 19363.543),(28 19460.865),(29 19305.107),(30 19524.59),(31 19523.674),(32 19284.691),(33 19797.049),(34 20409.07),(35 20832.418),(36 21042.049),(37 21080.973),(38 21068.842),(39 21062.54),(40 21172.457),(41 21376.287),(42 21973.977),(43 22157.418),(44 22083.951),(45 21676.438),(46 21847.273),(47 22491.164),(48 22760.322),(49 23249.256),(50 23202.03),(51 23279.521),(52 23185.479),(53 23212.045),(54 23109.518),(55 23045.525),(56 22840.914),(57 22667.996),(58 22825.598),(59 22748.27),(60 22747.252),(61 22641.604),(62 22546.383),(63 22785.799),(64 22848.117),(65 22543.416),(66 22510),(67 22837.781),(68 23082.834),(69 23560.85),(70 23603.46),(71 23317.059),(72 23020.918),(73 22769.848),(74 22986.842),(75 22815.252),(76 22541.475),(77 22523.963),(78 22469.045),(79 22624.027),
(1 6988.5854),(2 12553.943),(3 14505.693),(4 15365.674),(5 15714.917),(6 15774.998),(7 15964.044),(8 16133.957),(9 16344.307),(10 16838.418),(11 17260.393),(12 17543.838),(13 17576.434),(14 17832.553),(15 17944.363),(16 17876.6),(17 18601.197),(18 18967.498),(19 18647.828),(20 18879.48),(21 18999.453),(22 19113.982),(23 19399.53),(24 19419.81),(25 19570.617),(26 19716.238),(27 20128.828),(28 20087.58),(29 20189.35),(30 20434.104),(31 20185.701),(32 20001.299),(33 20291.834),(34 20659.035),(35 20700.76),(36 20702.344),(37 20655.66),(38 20472.613),(39 20315.307),(40 20613.383),(41 20846.89),(42 20912.074),(43 21329.938),(44 21080.797),(45 20884.314),(46 21219.254),(47 21040.363),(48 21213.496),(49 21702.041),(50 21885.191),(51 22307.605),(52 22201.1),(53 22101.951),(54 22013.04),(55 21760.135),(56 21700.113),(57 21635.436),(58 21352.547),(59 21467.52),(60 21150.842),(61 20907.229),(62 20909.59),(63 20887.67),(64 21143.684),(65 21303.209),(66 21381.826),(67 21757.361),(68 21773.607),(69 21864.914),(70 21785.89),(71 21942.273),(72 22389.086),(73 22303.357),(74 21878.674),(75 22059.855),(76 21926.477),(77 22182.883),(78 22184.023),(79 22571.71),
(1 6804.1304),(2 12708.536),(3 14699.907),(4 15653.681),(5 15551.944),(6 15491.064),(7 15793.914),(8 16202.498),(9 16741.81),(10 17068.408),(11 17336.494),(12 17801.39),(13 17703.652),(14 18188.826),(15 18396.29),(16 18413.111),(17 18944.65),(18 19139.688),(19 19113.004),(20 19478.004),(21 19274.594),(22 19207.596),(23 19332.885),(24 19271.55),(25 19307.895),(26 19591.023),(27 19958.113),(28 19845.678),(29 19342.947),(30 19543.799),(31 19727.727),(32 20188.373),(33 20813.135),(34 21596.22),(35 21704.713),(36 21766.646),(37 21359.44),(38 21290.563),(39 21536.898),(40 21856.16),(41 21843.217),(42 21790.668),(43 21938.768),(44 21786.754),(45 21470.297),(46 21758.734),(47 22151.621),(48 22419.51),(49 22676.018),(50 22975.746),(51 23389.018),(52 23733.338),(53 23829.424),(54 23538.36),(55 23138.377),(56 22963.42),(57 22836.195),(58 22908.588),(59 23180.912),(60 23294.355),(61 23329.08),(62 23285.645),(63 23443.398),(64 23334.88),(65 23142.162),(66 23186.7),(67 23512),(68 23941.934),(69 24027.654),(70 23989.652),(71 24194.914),(72 24100.996),(73 23999.822),(74 24116.645),(75 24232.943),(76 24128.018),(77 24436.664),(78 24376.852),(79 24670.756),
(1 6733.9844),(2 12288.576),(3 13985.7),(4 14750.475),(5 14863.563),(6 14666.353),(7 14960.222),(8 15206.996),(9 15604.358),(10 16101.017),(11 16522.36),(12 16665.393),(13 16671.146),(14 16879.81),(15 16882.313),(16 17100.28),(17 17702.555),(18 17713.508),(19 17926.008),(20 18075.078),(21 17930.746),(22 18235.545),(23 18270.107),(24 18134.006),(25 18182.146),(26 18433.773),(27 18729.154),(28 18569.203),(29 18830.715),(30 19186.504),(31 19139.992),(32 19376.168),(33 19812.213),(34 20324.34),(35 20122.451),(36 19812.607),(37 19525.813),(38 19231.686),(39 19383.797),(40 19889.285),(41 20337.861),(42 20729.459),(43 21056.451),(44 20824.236),(45 20684.637),(46 20857.87),(47 21139.295),(48 21198.613),(49 21344.668),(50 21694.094),(51 22011.338),(52 22188.61),(53 22202.73),(54 22260.223),(55 22395.814),(56 22652.627),(57 22388.031),(58 22267.977),(59 22246.57),(60 22342.395),(61 22263.283),(62 22486.326),(63 22757.48),(64 22796.26),(65 22747.447),(66 22349.4),(67 22583.287),(68 22643.865),(69 22791.035),(70 22608.043),(71 22620.8),(72 22554.01),(73 22451.824),(74 22205.94),(75 22087.186),(76 21848.291),(77 22069.371),(78 22196.97),(79 22314.79),
(1 6559.441),(2 11918.351),(3 13762.509),(4 14445.114),(5 14378.915),(6 14152.082),(7 14376.856),(8 14637.411),(9 14979.082),(10 15337.903),(11 15331.14),(12 15743.709),(13 16069.6),(14 16317.764),(15 16375.035),(16 16487.17),(17 16899.143),(18 16981.61),(19 17210.73),(20 17535.574),(21 17638.281),(22 17762.746),(23 17901.174),(24 18043.098),(25 18093.748),(26 18240.389),(27 18504.256),(28 18327.742),(29 18800.03),(30 19071.666),(31 18960.16),(32 19421.105),(33 19521.633),(34 19966.082),(35 20150.967),(36 19971.865),(37 19660.295),(38 19952.695),(39 20327.32),(40 20735.396),(41 20993.734),(42 21506.346),(43 21527.047),(44 21151.07),(45 21037.676),(46 21107.47),(47 21494.012),(48 21520.629),(49 21510.139),(50 21687.533),(51 21999.01),(52 22009.941),(53 21779.316),(54 21751.049),(55 22276.674),(56 22527.117),(57 22552.824),(58 22412.3),(59 22572.727),(60 22560.553),(61 22151.53),(62 21961.457),(63 22141.72),(64 22435.654),(65 22309.273),(66 22138.867),(67 21842.266),(68 21727.453),(69 21902.873),(70 22027.068),(71 22154.666),(72 21938.584),(73 22069.271),(74 21962.24),(75 21721.658),(76 21357.666),(77 21225.018),(78 21317.777),(79 21302.266),
(1 6414.482),(2 11518.357),(3 13328.109),(4 14354.823),(5 14536.037),(6 14332.633),(7 14582.292),(8 14725.316),(9 14697.376),(10 15051.697),(11 15257.263),(12 15716.852),(13 16058.164),(14 16522.68),(15 16382.931),(16 16124.619),(17 16762.043),(18 17108.342),(19 17617.201),(20 18144.912),(21 18443.35),(22 18808.877),(23 18605.213),(24 18781.71),(25 18634.021),(26 18907.701),(27 19331.29),(28 19470.479),(29 19506.543),(30 19482.889),(31 19351.139),(32 19546.283),(33 19676.145),(34 19760.88),(35 20192.627),(36 20051.043),(37 20160.94),(38 20205.994),(39 20486.305),(40 20749.674),(41 20950.686),(42 21250.19),(43 21294.572),(44 21166.988),(45 21048.85),(46 21497.281),(47 21586.988),(48 21775.193),(49 21840.674),(50 21749.31),(51 22050.975),(52 22151.074),(53 21939.875),(54 21807.791),(55 22309.984),(56 22459.012),(57 22453.742),(58 22217.033),(59 22237.664),(60 22326.43),(61 22186.486),(62 21977.758),(63 22075.344),(64 22251.861),(65 22084.44),(66 21897.818),(67 21956.275),(68 22108.111),(69 22205.752),(70 22255.271),(71 22377.666),(72 22583.82),(73 22693.951),(74 22572.229),(75 22539.742),(76 22519.54),(77 22579.506),(78 22922.428),(79 22738.91),
(1 6505.2397),(2 11601.002),(3 13162.786),(4 13797.654),(5 14110.438),(6 14155.0625),(7 14377.477),(8 14523.279),(9 14882.781),(10 15160.102),(11 15487.688),(12 16174.386),(13 16621.398),(14 16860.992),(15 16538.516),(16 16375.093),(17 16653.178),(18 16640.553),(19 17211.422),(20 17419.816),(21 17534.814),(22 17713.355),(23 17607.719),(24 17753.254),(25 17965.691),(26 18153.305),(27 18061.352),(28 18106.574),(29 18324.729),(30 18153.525),(31 18069.305),(32 18559.148),(33 18936.203),(34 19325.8),(35 19407.475),(36 19195.736),(37 19145.42),(38 19100.697),(39 19622.184),(40 20122.117),(41 20679.145),(42 20973.938),(43 21009.297),(44 20868.596),(45 21175.479),(46 21280.057),(47 21325.854),(48 21355.326),(49 21489.22),(50 21900.428),(51 21810.352),(52 21805.613),(53 21361.291),(54 21454.275),(55 21771.354),(56 21756.217),(57 21816.848),(58 21756.596),(59 21756.832),(60 21651.895),(61 21395.035),(62 21294.252),(63 21241.969),(64 21403.357),(65 21488.057),(66 21304.125),(67 21310.896),(68 21461.396),(69 21599.852),(70 21249.736),(71 21194.787),(72 21593.918),(73 21709.082),(74 21614.436),(75 21563.924),(76 21642.074),(77 21501.893),(78 21255.262),(79 21348.395),
(1 6096.367),(2 10911.348),(3 12613.9795),(4 13554.666),(5 13466.768),(6 13663.671),(7 13863.409),(8 14191.78),(9 14508.028),(10 14708.144),(11 14951.977),(12 14986.132),(13 15126.333),(14 15443.201),(15 15366.381),(16 15385.476),(17 15595.702),(18 15749.934),(19 16126.523),(20 16194.386),(21 16129.297),(22 16370.793),(23 16426.098),(24 16500.82),(25 16662.174),(26 16852.344),(27 16885.676),(28 16839.549),(29 17001.01),(30 17238.127),(31 17892.701),(32 18237.795),(33 18326.447),(34 18512.393),(35 18542.01),(36 18263.043),(37 18210.252),(38 18576.34),(39 18937.205),(40 19134.477),(41 19840.84),(42 20321.508),(43 20403.83),(44 20358.8),(45 20493.203),(46 20583.27),(47 20671.885),(48 20916.834),(49 21075.723),(50 21377.066),(51 21529.861),(52 21516.21),(53 21538.08),(54 21596.885),(55 21640.824),(56 21565.035),(57 21283.465),(58 20881.7),(59 20704.178),(60 20656.828),(61 21023.82),(62 21081.525),(63 21213.041),(64 21440.844),(65 21398.111),(66 21023.51),(67 20978.857),(68 20957.943),(69 21061.295),(70 21200.182),(71 21422.16),(72 21566.732),(73 21427.73),(74 21401.662),(75 21489.096),(76 21360.236),(77 21273.203),(78 21454.473),(79 21427.877),
(1 6114.7407),(2 10813.643),(3 12413.964),(4 13405.981),(5 13390.363),(6 13335.869),(7 13693.303),(8 13914.139),(9 14126.072),(10 14480.098),(11 15007.865),(12 15373.579),(13 15950.649),(14 16055.384),(15 15925.761),(16 16061.591),(17 16397.588),(18 16505.61),(19 16829.66),(20 16953.584),(21 17106.836),(22 17239.88),(23 17102.988),(24 17337.895),(25 17509.443),(26 17673.598),(27 17988.63),(28 18091.287),(29 18555.96),(30 18566.139),(31 18836.12),(32 19083.121),(33 18799.844),(34 19140.988),(35 19276.74),(36 19254.93),(37 19523.658),(38 19466.932),(39 19576.42),(40 19853.004),(41 20141.262),(42 20370.896),(43 20629.873),(44 20786.96),(45 20783.008),(46 20991.723),(47 21342.033),(48 21765.54),(49 21953.404),(50 22029.547),(51 21923.057),(52 22134.645),(53 22240.057),(54 22329.76),(55 22373.107),(56 22382.52),(57 22182.805),(58 21904.72),(59 21784.553),(60 22122.615),(61 22228.012),(62 22380.01),(63 22309.076),(64 22305.297),(65 22077.314),(66 21909.87),(67 21904.328),(68 21591.902),(69 21799.834),(70 21767.281),(71 21550),(72 21534.273),(73 21399.48),(74 21274.438),(75 21427.406),(76 21570.563),(77 21924.855),(78 22274.525),(79 22393.72),
