1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132543.56),(2 350363.66),(3 735138.8),(4 1140684),(5 1676878.1),(6 2220630),(7 2854897.3),(8 3444966.8),(9 4146561.3),(10 4843720.5),(11 5685043.5),(12 6582182.5),(13 7635706.5),(14 8799037),(15 10184883),(16 11606072),(17 13128472),(18 14746492),(19 16324737),(20 17783534),(21 19279882),(22 20742718),(23 22450178),(24 23994480),(25 26090520),(26 27887952),(27 29853470),(28 31802064),(29 33739750),(30 35716590),(31 37607664),(32 39559284),(33 41426240),(34 43296476),(35 45051244),(36 46901136),(37 48611644),(38 50457388),(39 52221744),(40 54123890),(41 55935444),(42 57918224),(43 59865810),(44 61786268),(45 63732940),(46 65533140),(47 67304900),(48 68935780),(49 70715704),(50 72957610),(51 74637730),(52 76404440),(53 78181150),(54 79902230),(55 81818070),(56 83911624),(57 85859624),(58 87810056),(59 89857920),(60 91674600),(61 93621310),(62 95597560),(63 97607960),(64 100104424),(65 102531736),(66 104858410),(67 107319580),(68 109965290),(69 112988190),(70 115876320),(71 118747864),(72 121816856),(73 124699990),(74 127978370),(75 131561240),(76 134634770),(77 137587020),(78 140528140),(79 143155250),
(1 25106.258),(2 60386.48),(3 84473.58),(4 100659.05),(5 111435.38),(6 119603.086),(7 124645.52),(8 130341.42),(9 133941.19),(10 136807.11),(11 140374.75),(12 144573.67),(13 145442.3),(14 145421.97),(15 145420.72),(16 147251.19),(17 147600.08),(18 149477.08),(19 148744.98),(20 150475.17),(21 151456.86),(22 153448.53),(23 153406.97),(24 152485.42),(25 152207.6),(26 153366.17),(27 153868.83),(28 154118.08),(29 154773.17),(30 155665.64),(31 154725.22),(32 155722.13),(33 155492.22),(34 155976.06),(35 154087.61),(36 154761.75),(37 156127.39),(38 159224.17),(39 159284.98),(40 161159.67),(41 163311.31),(42 166851.97),(43 169979.38),(44 173386.61),(45 173625.75),(46 173976.19),(47 173400.88),(48 173952.94),(49 171170.86),(50 169502.7),(51 166826.97),(52 166792.1),(53 164836.28),(54 165618.81),(55 165191.78),(56 164971.78),(57 161715.19),(58 161553.72),(59 160109.84),(60 160485.22),(61 158921.77),(62 157804.33),(63 156172.5),(64 156020.73),(65 154306.86),(66 154896.72),(67 154465.1),(68 154570.16),(69 153138.39),(70 154228.89),(71 155979.38),(72 158490.39),(73 157598.89),(74 157645.72),(75 158693.06),(76 159905.39),(77 160186.88),(78 161897.89),(79 161087.17),
(1 23803.479),(2 56405.33),(3 79100.6),(4 94237.445),(5 103394.91),(6 109860.49),(7 113903.87),(8 118945.17),(9 122735.89),(10 126141.63),(11 129566.57),(12 132971.08),(13 133226.7),(14 134387.33),(15 134480.38),(16 135275.11),(17 134555.03),(18 134911.69),(19 134711.48),(20 137129.13),(21 137131),(22 139304.34),(23 139401.92),(24 140779.88),(25 140237.23),(26 141050.89),(27 141191.56),(28 143089.19),(29 143026.69),(30 144398.38),(31 143455.1),(32 142747.27),(33 142093.02),(34 143596.19),(35 142983.56),(36 143609.02),(37 144459.6),(38 146600.06),(39 147934.66),(40 150093.84),(41 151389.58),(42 153905.92),(43 154752.28),(44 157155.23),(45 157126.89),(46 157866.58),(47 156973.53),(48 157463.61),(49 155296.56),(50 155861.44),(51 155184.8),(52 156949.95),(53 155047.05),(54 154587.39),(55 153882.73),(56 155658.17),(57 155346.5),(58 156415.94),(59 156194.16),(60 157069.84),(61 155969.1),(62 156863.5),(63 155848.36),(64 157160.42),(65 156899.34),(66 158723.75),(67 157866.28),(68 158817.88),(69 158644.69),(70 160189.5),(71 161423.55),(72 162443.31),(73 160842.39),(74 160224.48),(75 159598.78),(76 159682.11),(77 158811.86),(78 159415),(79 159506.58),
(1 22705.512),(2 53888.168),(3 74824.484),(4 89464.53),(5 97426.96),(6 103368.57),(7 105963.57),(8 110954.26),(9 115106.836),(10 118115.15),(11 120383.016),(12 123653.23),(13 125145.945),(14 127848.66),(15 129119.64),(16 129702.695),(17 129098.97),(18 130463.2),(19 132960.58),(20 136886.78),(21 137824.02),(22 139998.19),(23 140785.48),(24 142976.3),(25 143321.36),(26 143255.02),(27 143538.86),(28 144130.38),(29 142934),(30 142743.97),(31 140428.06),(32 139712.06),(33 139280.64),(34 140787.75),(35 141185.66),(36 142442.08),(37 141797.81),(38 143398.03),(39 145270.73),(40 147152.89),(41 147360.73),(42 149364.9),(43 150232.11),(44 151886.16),(45 152730.19),(46 154519.14),(47 154364.19),(48 153852.13),(49 151200.06),(50 152261.52),(51 152522.34),(52 154471.02),(53 153854.77),(54 155951.78),(55 155796.02),(56 156703.23),(57 154894.78),(58 154619.81),(59 152484.25),(60 152202.47),(61 151966.63),(62 152391.86),(63 151272.2),(64 151471),(65 151072.38),(66 151693.03),(67 150032.9),(68 150925.14),(69 150195.56),(70 151504.72),(71 151215.22),(72 152186.11),(73 151485.9),(74 151935.3),(75 152623.56),(76 152950.4),(77 151468.27),(78 152821.44),(79 152566.05),
(1 22808.553),(2 54207),(3 74721.945),(4 88534.28),(5 96035.52),(6 101400.91),(7 106062.67),(8 112547.484),(9 118127.85),(10 122358.11),(11 125661.55),(12 129220.96),(13 129614),(14 129018.22),(15 128061.6),(16 128162.6),(17 128989.49),(18 131217.8),(19 132852.77),(20 136287.13),(21 137430.56),(22 138517.64),(23 139086.52),(24 141797.14),(25 145692.81),(26 146314.06),(27 145205.38),(28 146403.02),(29 144317.42),(30 143699.83),(31 141773.53),(32 141383.84),(33 139889.3),(34 139456.36),(35 139111.22),(36 140282.19),(37 140626.3),(38 142542.94),(39 143822.16),(40 147229.8),(41 148566.77),(42 149712.1),(43 150486.6),(44 152817.06),(45 152617.3),(46 153439.3),(47 152725.11),(48 151578.2),(49 148253.17),(50 148952.34),(51 149702.44),(52 152985.25),(53 152736.17),(54 153603.17),(55 152865.83),(56 153902.05),(57 154059.84),(58 155033.23),(59 154716.61),(60 155751.98),(61 156049.83),(62 156099.27),(63 153926.03),(64 153601.23),(65 153225.61),(66 155426.77),(67 156502.36),(68 158734.36),(69 158004.75),(70 158547.05),(71 156945.16),(72 157112.95),(73 154760.19),(74 154876.06),(75 156547.83),(76 158647.31),(77 158193.56),(78 157424.3),(79 155233.39),
(1 21981.074),(2 52611.098),(3 73194.21),(4 87282.28),(5 96150.54),(6 101219.3),(7 104127.1),(8 108692.734),(9 112160.51),(10 116209.67),(11 119345.36),(12 123119.945),(13 124114.18),(14 125026.55),(15 124011.87),(16 124456.42),(17 126560.06),(18 130870.46),(19 132035.3),(20 133814.73),(21 133980.69),(22 134776.92),(23 133644.58),(24 134288.03),(25 136820.2),(26 137298.77),(27 136262.31),(28 136969.66),(29 137262.19),(30 138948.33),(31 138642.28),(32 138636.23),(33 138946.86),(34 139925.33),(35 139333.58),(36 140292.52),(37 139870.52),(38 139604.52),(39 139758.05),(40 142370.89),(41 143688.84),(42 144782.72),(43 143178.64),(44 142957.48),(45 141682.84),(46 140783.9),(47 138784.81),(48 137863.23),(49 135772.5),(50 137995.89),(51 137242.83),(52 138142.31),(53 137595.61),(54 138039.8),(55 138417.98),(56 139725.88),(57 140666.64),(58 144329.05),(59 143817.72),(60 143562.92),(61 142583.38),(62 141661.1),(63 139580.86),(64 138840.11),(65 136652.8),(66 137829.13),(67 138245.94),(68 140467.5),(69 139841.52),(70 140979.69),(71 138667.4),(72 138423.88),(73 138399.97),(74 140737.94),(75 142075.58),(76 143841.95),(77 144666.36),(78 144377.69),(79 142542.06),
(1 22644.164),(2 53402.723),(3 74237.73),(4 88578.09),(5 97254.25),(6 102990.46),(7 106915.28),(8 111745.695),(9 114918.72),(10 118438.18),(11 121768.85),(12 124985.82),(13 123885.71),(14 123639.41),(15 125268.85),(16 127869.21),(17 128214.79),(18 130494.25),(19 131585.16),(20 133011.58),(21 132490.4),(22 133381.9),(23 133445.69),(24 134844.33),(25 134981.86),(26 135563.17),(27 135230.11),(28 135822.52),(29 135533.7),(30 137543.33),(31 138058.81),(32 139195.28),(33 138465.47),(34 139915.28),(35 140839),(36 142410.61),(37 141694.42),(38 142603.94),(39 141336.33),(40 142462.4),(41 141788.61),(42 142557.75),(43 142368.4),(44 143807.7),(45 143448.36),(46 143638.16),(47 141661.19),(48 141372.17),(49 141194.88),(50 143129.69),(51 142434.81),(52 142074.63),(53 139597.86),(54 139848.8),(55 139337.08),(56 141325.36),(57 141804.22),(58 144690.34),(59 145327.53),(60 147403.36),(61 147604.39),(62 147101.3),(63 144239.94),(64 142869.53),(65 140185.81),(66 138481.19),(67 137661.13),(68 137870.53),(69 137813.1),(70 139246.06),(71 138417.05),(72 140030.58),(73 140300.58),(74 140623),(75 142899.06),(76 145082.63),(77 145809.17),(78 145942.1),(79 144115.75),
(1 22104.904),(2 52010.49),(3 72573.15),(4 85989.055),(5 92178.266),(6 95758.55),(7 99994.484),(8 106683.63),(9 110243.63),(10 113063.44),(11 115616.445),(12 118404.42),(13 118646.99),(14 118595.28),(15 118106.055),(16 119063.5),(17 119586.55),(18 122533.07),(19 124698.64),(20 127824.3),(21 127693.086),(22 128203.87),(23 126155.62),(24 125088.39),(25 125772.54),(26 126528.08),(27 127248.98),(28 129463.18),(29 129481.88),(30 129639.805),(31 129990.86),(32 132364.48),(33 132579),(34 132777.14),(35 132434.03),(36 134154.66),(37 135562.75),(38 136317.3),(39 135682.69),(40 137678.44),(41 137321.84),(42 136672.05),(43 135819.14),(44 136128.16),(45 135130.81),(46 134231.95),(47 132868.16),(48 133933.16),(49 134719.23),(50 136334.3),(51 137015.08),(52 138456.67),(53 138385.55),(54 138684.03),(55 137083.56),(56 138267.9),(57 139718.72),(58 141892.72),(59 143410.86),(60 145741.56),(61 143996.53),(62 143053.2),(63 140917.97),(64 141586.13),(65 139562.77),(66 139115.45),(67 137445.56),(68 137837.28),(69 138361.47),(70 139866),(71 139518.33),(72 140988.58),(73 140501.88),(74 140667.7),(75 139027.23),(76 139854.86),(77 139951.08),(78 141825.5),(79 140816.75),
(1 21164.313),(2 48937.484),(3 67649.79),(4 80338.96),(5 86431.88),(6 91280.98),(7 95750.54),(8 101521.4),(9 103881.09),(10 107009.59),(11 109610.22),(12 111596.266),(13 112003.02),(14 113011.91),(15 112540.06),(16 113357.086),(17 113376.85),(18 115554.76),(19 117538.555),(20 120755.445),(21 121151.484),(22 121011.09),(23 119745.664),(24 120662.625),(25 123362.94),(26 124315.22),(27 124065.76),(28 124283.42),(29 123865.31),(30 124903.4),(31 124664.09),(32 125867.56),(33 126012.59),(34 127101.96),(35 127227.84),(36 128652.91),(37 127355.82),(38 127715.47),(39 127629.85),(40 128924.41),(41 128736.93),(42 128915.94),(43 128809.15),(44 129856.07),(45 129276.96),(46 130638.53),(47 129865.77),(48 129853.195),(49 128809.29),(50 131101.55),(51 132428.19),(52 134766.19),(53 133738.6),(54 134830.23),(55 134245.5),(56 135046.81),(57 135168.97),(58 136418.81),(59 136333.16),(60 137485.81),(61 136053.16),(62 137063.19),(63 136322.06),(64 137489),(65 136330.84),(66 136610.75),(67 135174.34),(68 135063.67),(69 134839.81),(70 135535.1),(71 135747.3),(72 135661.08),(73 134082.88),(74 133522.63),(75 134182.98),(76 134262.97),(77 134077.33),(78 134984.55),(79 134414.16),
(1 20950.02),(2 48833.49),(3 66214.53),(4 78411.016),(5 85091.24),(6 90354.66),(7 94477.53),(8 99586.875),(9 103739.87),(10 107071.7),(11 109336.85),(12 111697.9),(13 112234.336),(14 112297.31),(15 110931.28),(16 112362.31),(17 112376.734),(18 113369.84),(19 112445.19),(20 114288.18),(21 114877.266),(22 115467.086),(23 114389.35),(24 114828.375),(25 115656.164),(26 116614.53),(27 116728.62),(28 117646.06),(29 118165.6),(30 119471.9),(31 119625.6),(32 122112.72),(33 123854.31),(34 126680.99),(35 126597.7),(36 127286.95),(37 126085.836),(38 126845.625),(39 127259.69),(40 126783.164),(41 125214.12),(42 124947.82),(43 124847.086),(44 126617.51),(45 127137.17),(46 129425.03),(47 128713.766),(48 129505.8),(49 129660.71),(50 132398.34),(51 132590.72),(52 132945.6),(53 132061.69),(54 131796.1),(55 129359.01),(56 129776.984),(57 128970.24),(58 129706.54),(59 128429.055),(60 128165.74),(61 126701.664),(62 127679.6),(63 127584.87),(64 128891.664),(65 128953.086),(66 130017.88),(67 129287.5),(68 130194.71),(69 130166.3),(70 130968.65),(71 130532.516),(72 131474.63),(73 131350.58),(74 132083.88),(75 132705.38),(76 134242.8),(77 132944.17),(78 132819.64),(79 131475.6),
(1 20312.271),(2 46476.32),(3 62882.06),(4 74713.92),(5 81829.89),(6 87321.445),(7 90320.336),(8 94479.28),(9 97307.086),(10 100205.305),(11 103054.65),(12 105735.91),(13 106054.25),(14 106180.27),(15 104717.88),(16 104607.89),(17 104121.445),(18 105777.836),(19 105987.125),(20 106973.305),(21 107439.016),(22 107960.12),(23 106520.89),(24 106970.625),(25 109786.19),(26 111408.94),(27 111965.21),(28 112396.016),(29 112131.55),(30 113769.8),(31 113834.945),(32 115134.89),(33 115374.664),(34 117202.164),(35 117797.16),(36 119928.87),(37 120419.45),(38 121273.18),(39 120130.51),(40 119702.82),(41 118966.74),(42 120122.6),(43 121009.38),(44 121237.06),(45 119961.11),(46 119437.8),(47 119089.234),(48 120200.12),(49 119800.375),(50 122055.695),(51 122698.37),(52 124647.445),(53 124627.01),(54 125392.14),(55 123609.266),(56 124017.38),(57 122186.27),(58 121383.18),(59 119644.94),(60 119286.16),(61 118535.82),(62 119766.5),(63 120137.375),(64 120396.9),(65 119497.35),(66 120139.11),(67 120292.37),(68 121377.336),(69 120858.664),(70 121431.43),(71 120583.11),(72 120021.89),(73 118670.5),(74 118490.914),(75 119287.81),(76 120357.35),(77 119805.35),(78 120293.52),(79 119991.41),
(1 20412.703),(2 46400.918),(3 62980.47),(4 74428.66),(5 81108.484),(6 86276.04),(7 89674.55),(8 94322.74),(9 97298.1),(10 101268.96),(11 103909.47),(12 106011.06),(13 106080.83),(14 106813.53),(15 105677.69),(16 105003.21),(17 103871.51),(18 105855.55),(19 107019.66),(20 108950.28),(21 109224.62),(22 110515.086),(23 109117.37),(24 110033.4),(25 110639.336),(26 111599.13),(27 111370.07),(28 112438.93),(29 113235.38),(30 114632.45),(31 114426.516),(32 115301.45),(33 114694.4),(34 114998.55),(35 114781.66),(36 116992.26),(37 117299.234),(38 118442.93),(39 119312.27),(40 121790.94),(41 122308.81),(42 123937.875),(43 124185.32),(44 124352.34),(45 124534.234),(46 125183.43),(47 124635.164),(48 125353.13),(49 122862.22),(50 124095.38),(51 123899.07),(52 125775.02),(53 126429.63),(54 127755.73),(55 126615.98),(56 127916),(57 127174.086),(58 126849.125),(59 124833.47),(60 123947.89),(61 123981.85),(62 125041.06),(63 124369.72),(64 124032.64),(65 121870.836),(66 122253.43),(67 122178.02),(68 122980.79),(69 123137.32),(70 125117.37),(71 124143.26),(72 123770.45),(73 122782.1),(74 123423.53),(75 124307.21),(76 125510.93),(77 126117.555),(78 126797.26),(79 125177.984),
(1 20034.115),(2 45718.977),(3 62049.184),(4 73602.14),(5 80382.14),(6 85551.086),(7 89794.53),(8 94722.57),(9 98226.44),(10 103056.26),(11 106008.7),(12 108784.766),(13 108979.05),(14 109624.48),(15 109195.77),(16 110046.49),(17 108989.055),(18 110403.016),(19 111477.21),(20 113113.79),(21 112710.664),(22 114803.79),(23 114091.92),(24 115400.45),(25 115775.734),(26 116436.06),(27 115818.555),(28 115178.08),(29 113950.29),(30 114895.95),(31 114125.34),(32 114797.95),(33 114019.32),(34 114201.56),(35 112996.44),(36 114315.9),(37 114068.375),(38 116173.13),(39 117231.5),(40 119326.04),(41 120428.72),(42 121212.66),(43 120671.71),(44 120651.016),(45 118613.234),(46 119472.62),(47 119649.75),(48 122103.37),(49 121368),(50 121950.15),(51 121778.21),(52 123404.6),(53 122380.85),(54 123832.66),(55 124812.37),(56 126702.47),(57 126557.34),(58 128399.664),(59 129658),(60 131392.69),(61 129406.14),(62 127411.86),(63 125646.92),(64 124969.05),(65 123944.23),(66 124978.164),(67 124664.91),(68 126258.92),(69 127030.56),(70 128135.61),(71 125992.15),(72 125858.72),(73 125501.336),(74 125251.07),(75 126191.4),(76 126336.266),(77 125996.305),(78 126571.52),(79 125906.56),
(1 19120.822),(2 43993.22),(3 59961.918),(4 70525.19),(5 76346.664),(6 80482.04),(7 83289.48),(8 86741.93),(9 89145.47),(10 93560.17),(11 95716.56),(12 97051.45),(13 97237.03),(14 98805.98),(15 97828.3),(16 97944.1),(17 96141.18),(18 96388.25),(19 97836.22),(20 99127.99),(21 97660.59),(22 98083.484),(23 97893.92),(24 98891.44),(25 100205.03),(26 101649.125),(27 102706.68),(28 102958.945),(29 102369.43),(30 103936.266),(31 104200.02),(32 105354.5),(33 104120.62),(34 105128),(35 104986.69),(36 106055.23),(37 106321.9),(38 108150.08),(39 107943.664),(40 109001.71),(41 109819.65),(42 110927.45),(43 111138.64),(44 111410.92),(45 110662.055),(46 111019.15),(47 111331.37),(48 113460.03),(49 112813.336),(50 113972.24),(51 112533.9),(52 113023.195),(53 111317.11),(54 111305.31),(55 112496.24),(56 115302.89),(57 116297.97),(58 118438.945),(59 119360.14),(60 120395.22),(61 120015.414),(62 119716.19),(63 117477.52),(64 116888.4),(65 116431.67),(66 117139.32),(67 117448.82),(68 118641.125),(69 118943.92),(70 121830.21),(71 120359.51),(72 119234.52),(73 117499.195),(74 117149.48),(75 116559.51),(76 116581.32),(77 117525.38),(78 119458.52),(79 118952.92),
(1 19680.164),(2 45142.66),(3 61416.41),(4 72734.52),(5 78109.94),(6 81036.07),(7 83740.42),(8 88224.87),(9 91669.29),(10 96223.516),(11 98708.22),(12 101836.47),(13 103471.26),(14 105425.78),(15 104516.61),(16 104031.67),(17 102275.5),(18 102337.805),(19 102757.91),(20 104310.55),(21 103722.34),(22 103817.02),(23 103616.34),(24 105056.68),(25 106129.11),(26 107316.83),(27 107870.41),(28 107308.805),(29 106276.87),(30 106611.54),(31 106971.06),(32 107420.76),(33 106981.086),(34 108629.15),(35 109264.17),(36 110877.78),(37 111306.74),(38 112855.17),(39 112167.16),(40 112376.55),(41 112009.266),(42 113110.914),(43 113828.21),(44 115404.24),(45 115796.89),(46 116469.21),(47 116337.195),(48 117187.484),(49 115395.65),(50 116884.5),(51 115890.52),(52 116389.15),(53 116404.586),(54 118812.76),(55 119833.305),(56 121352.85),(57 121279.93),(58 122177.59),(59 121639.15),(60 122247.67),(61 122824.05),(62 124464.61),(63 124944.766),(64 125672.32),(65 124585.15),(66 124318.78),(67 123397.22),(68 123768.32),(69 122708.83),(70 123644.71),(71 122925),(72 122780.34),(73 121467.29),(74 120809.625),(75 121106.414),(76 121384.18),(77 120790.82),(78 121413.07),(79 118967.18),
(1 18667.28),(2 42470.496),(3 57706.996),(4 68293.54),(5 73734.69),(6 77465.39),(7 80294.99),(8 84072.76),(9 86514.266),(10 90422.03),(11 92024.09),(12 93942.2),(13 94470.18),(14 95548.1),(15 96229.43),(16 97693.46),(17 97122.35),(18 97438.836),(19 97323.484),(20 98281.46),(21 96816.94),(22 97210.37),(23 96759.66),(24 97323.41),(25 99289.555),(26 100636.81),(27 100540.15),(28 100135.36),(29 99574.266),(30 99321.23),(31 98077.11),(32 97886.32),(33 97658.17),(34 98890.89),(35 99650.46),(36 100261.31),(37 100648.12),(38 103005.84),(39 103453.86),(40 104311.23),(41 104717.35),(42 105798.03),(43 105408.195),(44 105849.21),(45 105851.484),(46 107267.555),(47 106440.55),(48 106389.99),(49 105369.91),(50 106268.15),(51 105603.8),(52 107311.52),(53 108162.86),(54 109338.375),(55 108032.76),(56 107076.02),(57 106384.14),(58 106897.77),(59 105994.61),(60 106634.37),(61 106692.2),(62 107992.3),(63 108293.51),(64 110040.25),(65 110564.15),(66 111502.23),(67 112006.89),(68 113193.23),(69 111959.875),(70 111304.76),(71 108531.16),(72 108672.57),(73 108602.03),(74 110467.6),(75 111045.04),(76 112399.18),(77 112007.18),(78 112132.57),(79 110614.734),
(1 18590.49),(2 41953.3),(3 56545.367),(4 66759.41),(5 71112.14),(6 74859),(7 78408.77),(8 82483.65),(9 84183.1),(10 86270.45),(11 87488.56),(12 88393.086),(13 87890.29),(14 89662.41),(15 90492.07),(16 92504.414),(17 93628.04),(18 96324.31),(19 96659.34),(20 97099.75),(21 95501.24),(22 95687.984),(23 95894.375),(24 96510.97),(25 97418.01),(26 98757.36),(27 98571.17),(28 98590.45),(29 98281.14),(30 99617.77),(31 99615.79),(32 100329.914),(33 98887.445),(34 99704.234),(35 100016.9),(36 101163.914),(37 101305.89),(38 103027.516),(39 102873.36),(40 103798.74),(41 104224.59),(42 105439.21),(43 106388.945),(44 107574.11),(45 107784.35),(46 107979.79),(47 106810.914),(48 107137.5),(49 106821.984),(50 109327.61),(51 109088.55),(52 110461.31),(53 109920.02),(54 110271.49),(55 109472.21),(56 109651.1),(57 109402.16),(58 109142.27),(59 107534.3),(60 108556.62),(61 108719.086),(62 109124.76),(63 109572.9),(64 110126.05),(65 109768.11),(66 110469.445),(67 110642.83),(68 111047.77),(69 109679.59),(70 109348.62),(71 108369.98),(72 108645.766),(73 107549.13),(74 108434.984),(75 110187.36),(76 110759.42),(77 110378.11),(78 110679.57),(79 110729.57),
(1 18391.934),(2 41562.176),(3 55258.164),(4 64094.793),(5 68689.305),(6 72382.25),(7 76251.79),(8 80978.36),(9 82252.266),(10 84404.91),(11 86116.96),(12 87317.89),(13 88227.414),(14 90987.61),(15 91753.74),(16 93005.055),(17 93870.85),(18 96462.2),(19 96053.77),(20 96170.53),(21 94376.73),(22 93894.08),(23 94171.13),(24 95302.41),(25 95177.5),(26 95434.07),(27 96291.75),(28 97792.984),(29 96970.5),(30 97137.336),(31 97177.17),(32 98618.65),(33 97474.7),(34 97801.11),(35 97127.12),(36 97002.055),(37 97109.11),(38 98159.17),(39 98129.375),(40 99243.45),(41 98383.125),(42 99376.28),(43 100563.87),(44 102304.414),(45 102951.15),(46 103586.69),(47 103134.78),(48 103629.63),(49 103048.016),(50 105448.32),(51 105996.766),(52 107619.56),(53 107589.28),(54 107787.18),(55 106071.586),(56 106306.83),(57 105564.32),(58 105318.39),(59 104716.45),(60 106076.65),(61 105729.24),(62 106958.04),(63 106982.18),(64 107735.45),(65 108420.484),(66 110269.98),(67 110476.34),(68 110067.42),(69 107260.984),(70 106245.98),(71 105466.58),(72 106630.914),(73 106067.31),(74 106325.35),(75 107152.39),(76 107887.89),(77 108068.82),(78 108797.82),(79 108535.836),
(1 17204.252),(2 38315.434),(3 51506.34),(4 60588.645),(5 65366.316),(6 69252.625),(7 73216.29),(8 77561.25),(9 80066.23),(10 82885.914),(11 84899.125),(12 87406.85),(13 87628.46),(14 88365.805),(15 88845.09),(16 90731.16),(17 91116.164),(18 93099.484),(19 92530.18),(20 92169.94),(21 91749.08),(22 93231.21),(23 92241.36),(24 92375.58),(25 93653.945),(26 94177.07),(27 93942.07),(28 95606.34),(29 95039.31),(30 95515.79),(31 94442.63),(32 94136.43),(33 93274.2),(34 93536.38),(35 93199.945),(36 94025.695),(37 93723.47),(38 94357.7),(39 93225.484),(40 93317.33),(41 93314.66),(42 95011.375),(43 95764.8),(44 97269.58),(45 98330.51),(46 99537.125),(47 99634.63),(48 99497.51),(49 98594.61),(50 99956.875),(51 99974.1),(52 100791.51),(53 99791.734),(54 100242.98),(55 100075.49),(56 100338.49),(57 99083.56),(58 98433.15),(59 97602.51),(60 98450.555),(61 98848.555),(62 100033.01),(63 99715.68),(64 100406.484),(65 99336.92),(66 99894.23),(67 98498.46),(68 98636.12),(69 97416.22),(70 98017.02),(71 96983.56),(72 98389.266),(73 98569.83),(74 99924.68),(75 100824.77),(76 100536.3),(77 100195.15),(78 101257.97),(79 100602.62),
