1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 269539.78),(2 909428.94),(3 1874665.9),(4 3147878),(5 4636596),(6 6351568.5),(7 8217545.5),(8 10166132),(9 12215216),(10 14369777),(11 16664520),(12 18878658),(13 21021994),(14 22967072),(15 24835546),(16 26524624),(17 28026928),(18 29366784),(19 30428862),(20 31291448),(21 32174090),(22 33010454),(23 34108268),(24 34970596),(25 35618148),(26 35992668),(27 36049948),(28 36003324),(29 35701204),(30 35484140),(31 35262684),(32 34520596),(33 33565600),(34 32617922),(35 31944274),(36 31568464),(37 31478666),(38 31415960),(39 31460134),(40 32001482),(41 32860464),(42 34153664),(43 35584852),(44 37157164),(45 38731412),(46 40640068),(47 42384868),(48 44089720),(49 45809100),(50 47272724),(51 48609936),(52 49932220),(53 51281572),(54 52670612),(55 53927620),(56 55130290),(57 56435744),(58 57777036),(59 59269652),(60 60815532),(61 62526572),(62 64283780),(63 66156096),(64 68201550),(65 70298090),(66 72531930),(67 75049760),(68 77658640),(69 80192510),(70 83087016),(71 86160390),(72 88927880),(73 91617090),(74 94230216),(75 96367864),(76 97894530),(77 98756260),(78 99305730),(79 99444840),
(1 32537.861),(2 62161.527),(3 86701.8),(4 109094.88),(5 125836.52),(6 136092.4),(7 143636.53),(8 148711.86),(9 152816.95),(10 155716.19),(11 160518.73),(12 164745.73),(13 169657.98),(14 174113.34),(15 177882.9),(16 181533.47),(17 186636.75),(18 190112.75),(19 194530.58),(20 198150.5),(21 201395.25),(22 205224.33),(23 205811.14),(24 206596.6),(25 206000.27),(26 204086.7),(27 204259.08),(28 206307.86),(29 208402.92),(30 208063.4),(31 207036.6),(32 203473.72),(33 199937.02),(34 197569.19),(35 196383.52),(36 195315.58),(37 193857.27),(38 191255.14),(39 190191.9),(40 189626.89),(41 189597.77),(42 189555.52),(43 190596.34),(44 190802.83),(45 190731.22),(46 190278.72),(47 188132.25),(48 186926.83),(49 186945.05),(50 189706.66),(51 190460.95),(52 190915.31),(53 192546.11),(54 192919.53),(55 192052.27),(56 190576.55),(57 188635.77),(58 187394.89),(59 184937.83),(60 182709.02),(61 180397.16),(62 178889.52),(63 179126.33),(64 181540.11),(65 183212.28),(66 184064.88),(67 184344.9),(68 183228.78),(69 180951.63),(70 178569.58),(71 177685.4),(72 176387.56),(73 177702.05),(74 180146.78),(75 181012.75),(76 181367.6),(77 180284.03),(78 176374.95),(79 173612.53),
(1 31718.555),(2 61055.457),(3 84520.06),(4 104803.61),(5 119116.74),(6 129124.54),(7 135286.44),(8 139512.52),(9 143244),(10 145061.58),(11 147212.95),(12 151307.66),(13 154996.92),(14 158343.4),(15 160466.92),(16 163127.13),(17 167120.52),(18 170215.08),(19 172462.05),(20 173065.56),(21 175367.78),(22 176843.64),(23 179639.52),(24 182626.67),(25 184439.61),(26 183933.34),(27 183201.22),(28 185007.64),(29 189116.16),(30 190593.64),(31 189328.6),(32 188297.08),(33 187200.28),(34 185188.39),(35 183915.97),(36 181985.16),(37 179460.53),(38 175341.53),(39 172730.06),(40 172360.34),(41 172488.98),(42 173522.92),(43 176951.42),(44 179525.06),(45 179550.83),(46 177164.77),(47 175148.13),(48 173152.3),(49 172367.11),(50 171818.34),(51 172403.92),(52 171684.56),(53 171359.81),(54 171192.4),(55 170013.33),(56 169650.08),(57 167987.56),(58 166924.1),(59 165877.61),(60 164868.19),(61 163767.36),(62 161833.88),(63 159672.73),(64 160099.08),(65 161112.1),(66 161266.88),(67 162232.03),(68 161432.31),(69 160373.7),(70 158299.44),(71 157162.27),(72 158481),(73 159882.2),(74 161203.48),(75 161886.06),(76 161451.47),(77 159336.44),(78 155191.28),(79 152671.73),
(1 30178.625),(2 58263.598),(3 80242.414),(4 98680.375),(5 111937.375),(6 120296.016),(7 127178.42),(8 131594.95),(9 135097.48),(10 138116.58),(11 142247.11),(12 146403.66),(13 150080.81),(14 153550.45),(15 153870.48),(16 156754.92),(17 159483.95),(18 161011.5),(19 162724),(20 165336.95),(21 167519.45),(22 171615.5),(23 173931.28),(24 174698.23),(25 174236.83),(26 174434.3),(27 175958.6),(28 178431.48),(29 180879.1),(30 181115.16),(31 183304.84),(32 183053.34),(33 182592.53),(34 182321.27),(35 179935.77),(36 177863.94),(37 176714),(38 173704.25),(39 171619.6),(40 170419.14),(41 171304.72),(42 173046.31),(43 174496.38),(44 175118.02),(45 174016.75),(46 172148.9),(47 170211.92),(48 168708.38),(49 168995.77),(50 166779.78),(51 165962.3),(52 166404.94),(53 167094.81),(54 167009.38),(55 166293.23),(56 166326.4),(57 165866.44),(58 165975.44),(59 166628.66),(60 164382.78),(61 164687.73),(62 164427),(63 164150.48),(64 163375.1),(65 164201.34),(66 164704.63),(67 164952.61),(68 164197.42),(69 163784.9),(70 162799.81),(71 161425.44),(72 160101.06),(73 159304.5),(74 159294.11),(75 159727.86),(76 159680.72),(77 159179.97),(78 158085.2),(79 156582.2),
(1 30379.771),(2 59252.64),(3 79930.58),(4 97742.086),(5 111357.484),(6 120880.5),(7 128225.42),(8 133435.66),(9 135869.84),(10 136926.64),(11 140751.61),(12 143284.88),(13 147275.92),(14 151350.72),(15 153542.61),(16 156958.3),(17 160937.98),(18 163182.75),(19 163676.78),(20 167219.75),(21 171194.55),(22 174216.52),(23 175646.4),(24 176298.98),(25 176542.66),(26 175992.11),(27 176764.66),(28 179495.16),(29 180872.13),(30 181847.73),(31 185491.36),(32 185248.92),(33 185036.45),(34 182786.28),(35 181674.5),(36 179312.06),(37 176941.83),(38 173562.66),(39 170427.9),(40 169326.27),(41 169438.27),(42 170072.22),(43 170582.55),(44 171429.66),(45 170159.02),(46 166684.14),(47 164251.81),(48 164100.52),(49 163964.75),(50 163257.89),(51 164010.98),(52 164269.58),(53 162983.81),(54 162816.17),(55 160485.69),(56 158870.28),(57 157963.97),(58 156745.92),(59 155619.42),(60 154864.17),(61 154338.39),(62 154752.56),(63 154282.81),(64 153608.53),(65 154453.19),(66 156585.73),(67 157976.2),(68 157079.02),(69 157089.27),(70 158989.05),(71 157142.2),(72 153825.89),(73 151324.8),(74 150346.83),(75 152547),(76 152946.66),(77 153519.2),(78 153219.75),(79 151582.55),
(1 29404.719),(2 58245.875),(3 80682.81),(4 97966.836),(5 111719.15),(6 118632.164),(7 123693.984),(8 129041.97),(9 132652.4),(10 135699.72),(11 139565.05),(12 143363),(13 146926.03),(14 148426.13),(15 148300.06),(16 148400.72),(17 147812.73),(18 148168.9),(19 148844.83),(20 151590.88),(21 155303.23),(22 159587.4),(23 164246.6),(24 164776.48),(25 164261.75),(26 163711.42),(27 165915.75),(28 167870.11),(29 169121.53),(30 167781.17),(31 167509.33),(32 167354.63),(33 167088.69),(34 165297.02),(35 163505.94),(36 161044.66),(37 158710.14),(38 156409.63),(39 155893.67),(40 157536.06),(41 159084.94),(42 159649.53),(43 158995.94),(44 157162.64),(45 154746.78),(46 153589.2),(47 154249.66),(48 154551.97),(49 154820.94),(50 155479.5),(51 157175.5),(52 158319.16),(53 159417.05),(54 159002.45),(55 157298.31),(56 156653.25),(57 156006.84),(58 155424.25),(59 154699.92),(60 154553.22),(61 154645.5),(62 153694.6),(63 150435.48),(64 147616.9),(65 146905.36),(66 149127.78),(67 150336.34),(68 149095.52),(69 149780.89),(70 149609.55),(71 148063.14),(72 145278.44),(73 144981.28),(74 143393.72),(75 141903.97),(76 143227.78),(77 143275.14),(78 143752.69),(79 143733.2),
(1 29172.889),(2 57499.7),(3 80373.08),(4 100136.98),(5 115355.195),(6 125012.24),(7 131912.13),(8 137575.53),(9 142428.36),(10 145775.39),(11 149492.34),(12 153097.67),(13 156762.56),(14 158217.03),(15 159721.02),(16 161270.25),(17 161707.81),(18 162563.28),(19 162331.53),(20 163398.58),(21 166658.61),(22 170463.16),(23 171472.53),(24 172506.97),(25 172032.98),(26 171892.27),(27 172350.05),(28 173452.77),(29 172509.17),(30 170549.56),(31 170545),(32 171589.27),(33 171956.7),(34 169153.95),(35 166911.81),(36 164228.56),(37 162480.1),(38 160980.17),(39 160844.69),(40 161866.97),(41 164579.95),(42 162828.48),(43 162497.97),(44 161549.94),(45 160400.17),(46 160575.63),(47 162694.95),(48 165186.7),(49 166698.95),(50 165921.11),(51 165016.2),(52 164179.72),(53 163034.47),(54 161236.55),(55 158948.67),(56 159979.23),(57 161474.11),(58 162561.4),(59 164682.78),(60 165857.42),(61 165828.27),(62 164541.84),(63 162747.56),(64 162464.9),(65 163228.16),(66 162939.52),(67 162272.28),(68 160555.38),(69 161175.7),(70 162784.52),(71 163028.44),(72 161563.4),(73 161362.58),(74 161356.81),(75 158917.03),(76 158135.23),(77 158201.6),(78 157213.84),(79 155939.63),
(1 28438.074),(2 54564.05),(3 74928.53),(4 93374.72),(5 104144.016),(6 111427.78),(7 118142.58),(8 121592.67),(9 123775.05),(10 128386.945),(11 133473.6),(12 137871.52),(13 141708.16),(14 145326.58),(15 147124.67),(16 148382.48),(17 149230.66),(18 150585.34),(19 152238.67),(20 154787.53),(21 158931.6),(22 161100.03),(23 160768.44),(24 160362.56),(25 160356.77),(26 160442.78),(27 160062.48),(28 160168.7),(29 159929.64),(30 158269.89),(31 158584.52),(32 159183.94),(33 159451.61),(34 156938.56),(35 154100.33),(36 154024.97),(37 153272.52),(38 151391.44),(39 150826.13),(40 151564.14),(41 151657.53),(42 149652.53),(43 148438),(44 147910.56),(45 148469.13),(46 149239.38),(47 150292.25),(48 151445.94),(49 151415.56),(50 151331.58),(51 151101.4),(52 150423.6),(53 149025.34),(54 147923.31),(55 145535.81),(56 143057.05),(57 142799.66),(58 142284.27),(59 143436.58),(60 144424.72),(61 144835.36),(62 144348.28),(63 143183.55),(64 143079.69),(65 143453.36),(66 142986.77),(67 143935.95),(68 143998.48),(69 144094.7),(70 143078.92),(71 141976),(72 141869.11),(73 141741.28),(74 142386.63),(75 142833.28),(76 141336.48),(77 140044.92),(78 139710.9),(79 139236.53),
(1 27120.723),(2 52089.383),(3 72562.03),(4 89448.63),(5 101140.14),(6 108326.62),(7 115046.18),(8 118276.78),(9 120487.93),(10 124515.62),(11 129075.96),(12 132328.58),(13 134352.95),(14 135977.25),(15 137854.69),(16 140246.42),(17 139666.89),(18 139259.13),(19 141375),(20 143621.19),(21 147476.52),(22 149767.77),(23 150095.94),(24 149670.02),(25 150406.08),(26 150435.94),(27 150126.69),(28 149819.47),(29 150386.69),(30 149151),(31 149741.83),(32 149204.23),(33 148784.27),(34 146158.77),(35 144741.86),(36 141914.17),(37 139858.28),(38 137629.39),(39 137830.75),(40 138834.66),(41 140631.78),(42 139372.05),(43 137213.27),(44 136413.02),(45 135298.39),(46 135197.92),(47 136776.05),(48 137418.06),(49 137591.83),(50 137957.94),(51 137191.14),(52 137241.63),(53 136996.36),(54 136715.53),(55 134720.11),(56 132445.58),(57 130667.695),(58 130382.36),(59 130150.125),(60 130845.31),(61 131316.58),(62 131606),(63 131034.086),(64 131446.23),(65 133258.84),(66 133295.8),(67 131727.38),(68 130752.63),(69 130752.62),(70 129234.44),(71 128543.195),(72 127847),(73 127466.695),(74 127473.93),(75 128089.234),(76 127643.875),(77 127137.984),(78 126928.234),(79 124503.69),
(1 27876.975),(2 51475.88),(3 70291.71),(4 84577.86),(5 94829.74),(6 99671.47),(7 105781.305),(8 110108.78),(9 112843.4),(10 116195.83),(11 119542.38),(12 121847.71),(13 124482.95),(14 124339.32),(15 124448.31),(16 125591.65),(17 126028.86),(18 126557.5),(19 129246.914),(20 130623.2),(21 133544.89),(22 136097.31),(23 137455.48),(24 136662.39),(25 138351.4),(26 138310.7),(27 137941.36),(28 136884.97),(29 136082.77),(30 136136.11),(31 135455.95),(32 135947.28),(33 136341.95),(34 135208.6),(35 135063.2),(36 133839.45),(37 131192.66),(38 128600.26),(39 127880.17),(40 129765.18),(41 132945),(42 132624.48),(43 131906.66),(44 129477.66),(45 127549.84),(46 125330.26),(47 125738.6),(48 126749.07),(49 127315.84),(50 128671.42),(51 127520.17),(52 127750.34),(53 128818.16),(54 128096.12),(55 127318.46),(56 126070.5),(57 124570.27),(58 124061.88),(59 123489.2),(60 123011.82),(61 122612.04),(62 122034.914),(63 123234.81),(64 122359.125),(65 123011.1),(66 122540.27),(67 122592.41),(68 122518.22),(69 122192.664),(70 121712.02),(71 119881.01),(72 119498.06),(73 118822.26),(74 118213.94),(75 119058.625),(76 119024.42),(77 119446.17),(78 118211.19),(79 115758.43),
(1 26858.428),(2 48756.5),(3 66436.97),(4 81023.56),(5 92151.695),(6 98173.36),(7 104209.65),(8 107769.13),(9 111033.34),(10 114621.59),(11 118830.41),(12 121460.45),(13 122907.5),(14 121940.945),(15 123378.984),(16 124428.82),(17 124904.27),(18 124955.98),(19 126276.336),(20 129704.45),(21 132277.44),(22 134599.28),(23 134194.23),(24 132639.08),(25 132076.97),(26 130804.7),(27 129583.5),(28 129263.95),(29 129765.52),(30 129622.516),(31 130636.086),(32 130894.45),(33 130536.664),(34 130923.41),(35 131301.17),(36 130173.38),(37 127379.65),(38 124333.445),(39 123274.945),(40 124356.97),(41 126091.52),(42 127919.625),(43 127740.63),(44 128162.85),(45 127393.52),(46 126135.47),(47 125400.555),(48 125942.15),(49 126350.89),(50 126531.3),(51 127164.766),(52 127303.34),(53 127674.37),(54 127101.13),(55 125856.016),(56 125433.36),(57 123254.87),(58 122742.06),(59 122852.62),(60 123040.5),(61 122143.56),(62 121689.85),(63 120860.1),(64 120648.766),(65 119903.65),(66 121681.37),(67 122310.21),(68 122163.11),(69 123224.54),(70 123152.21),(71 122838.54),(72 122806.37),(73 121942.45),(74 120167.38),(75 119310),(76 117723.63),(77 117963.4),(78 118727.57),(79 118630.62),
(1 25941.19),(2 48196.93),(3 66645.54),(4 81118.68),(5 91248.66),(6 98969.47),(7 106594.54),(8 111987.06),(9 115438.31),(10 119915.84),(11 125444.52),(12 128698.445),(13 129489.516),(14 129339.61),(15 130026.34),(16 131653.98),(17 131876.23),(18 132589.3),(19 132991.56),(20 136352.48),(21 138322.52),(22 139732.6),(23 139073.5),(24 139910.44),(25 139893.6),(26 140208.1),(27 138392.34),(28 136879.63),(29 136077.8),(30 136463.16),(31 135249.47),(32 132822.7),(33 131130.81),(34 130377.88),(35 130498.74),(36 128949.73),(37 125974.37),(38 123411.75),(39 123172.52),(40 123054.37),(41 124587.164),(42 126092.13),(43 126151.66),(44 126030.625),(45 124708.1),(46 123720.54),(47 123352.234),(48 124334.42),(49 124250.12),(50 123629.164),(51 122385.57),(52 122682.29),(53 123475.92),(54 123456.64),(55 122401.555),(56 122278.85),(57 120487.28),(58 120309.11),(59 120763.66),(60 121617.67),(61 121421.03),(62 122244.484),(63 121762.52),(64 120405.92),(65 119200.33),(66 119635.88),(67 119989.24),(68 120055.26),(69 120143.65),(70 120498.09),(71 120897.5),(72 120867.86),(73 119662.94),(74 118628.055),(75 119161.01),(76 119161.266),(77 119597.02),(78 120763.86),(79 120976.94),
(1 24778.61),(2 44760.87),(3 61099.62),(4 75219.77),(5 83573.086),(6 89153.17),(7 94260.39),(8 98925.07),(9 102245.375),(10 106462.02),(11 110896.36),(12 113272.29),(13 113772.914),(14 114057.78),(15 115769.78),(16 117031.11),(17 117345.59),(18 117154.31),(19 118883.12),(20 122245.086),(21 125155.05),(22 126373.49),(23 126620.984),(24 127583.35),(25 127541.625),(26 127775.555),(27 127687.23),(28 127161.02),(29 127329.85),(30 126475.805),(31 126130.516),(32 123342.266),(33 120399.84),(34 118652.54),(35 117179.18),(36 116931.18),(37 116428.78),(38 114755.11),(39 114196.59),(40 113836.625),(41 114310.24),(42 114042.266),(43 112985.46),(44 112211.76),(45 112381.82),(46 112222.12),(47 111282.336),(48 111983.89),(49 111805.05),(50 110196.41),(51 109382.98),(52 109415.695),(53 109652.8),(54 110723.53),(55 111131.71),(56 111379.984),(57 109976.77),(58 109356.38),(59 109164.13),(60 110577.016),(61 110662.05),(62 111089.82),(63 111553.88),(64 110966.89),(65 110574.336),(66 109935.02),(67 109461.78),(68 109787.96),(69 109927.06),(70 110001.96),(71 109139.47),(72 108476.31),(73 107185.09),(74 105836.18),(75 105299.695),(76 103922.13),(77 104140.95),(78 105462.516),(79 106931.16),
(1 24989.477),(2 44919.258),(3 61141.9),(4 74018.69),(5 83739.99),(6 89679.266),(7 95985.76),(8 99767.68),(9 103746.56),(10 109652.06),(11 114719.96),(12 117190.48),(13 117501.07),(14 118846.85),(15 120441.805),(16 119942.234),(17 118462.61),(18 118168.57),(19 119932.69),(20 121792.39),(21 123236.3),(22 125452.63),(23 124049.54),(24 123385.05),(25 123133.43),(26 123762.67),(27 124544.195),(28 125057.35),(29 125472.67),(30 124744.12),(31 123401.51),(32 121615.484),(33 119386.35),(34 117621.88),(35 116094.27),(36 115709.55),(37 115270.336),(38 115126.31),(39 114449.92),(40 113650.734),(41 113487.61),(42 114621.31),(43 113954.914),(44 114373.28),(45 114948.69),(46 115404.71),(47 114623.87),(48 114511.625),(49 113358.77),(50 112940.46),(51 112815.9),(52 113150.53),(53 113894.65),(54 115762.164),(55 116567.41),(56 115864.5),(57 115014.54),(58 114537.984),(59 113053.07),(60 112728.62),(61 112275.74),(62 112888.26),(63 113791.766),(64 114016.4),(65 112787.6),(66 112106.555),(67 111866.26),(68 111157.03),(69 110410.4),(70 109251.8),(71 108686.71),(72 107967.69),(73 106188.57),(74 104298.65),(75 103139.125),(76 102539.78),(77 103446.69),(78 103754.51),(79 105783.85),
(1 24611.563),(2 43606.438),(3 58447.25),(4 70358.63),(5 78330.086),(6 81635.164),(7 85303.02),(8 88537.14),(9 91697.36),(10 94988.984),(11 99140.336),(12 102494.79),(13 102834.16),(14 103529.16),(15 104699.84),(16 103886.48),(17 103449.01),(18 104073.93),(19 105501.17),(20 108190.375),(21 110155.73),(22 111831.79),(23 111558.92),(24 111159.65),(25 110295.8),(26 109655.15),(27 109650),(28 110088.41),(29 109790.04),(30 109687.7),(31 109978.26),(32 109200.086),(33 109506.85),(34 107602.58),(35 105503.766),(36 103565.74),(37 102710.2),(38 101936.78),(39 102513.28),(40 103103.08),(41 102858.766),(42 103366.09),(43 103395.45),(44 102901.15),(45 103010.99),(46 102761.67),(47 102663.96),(48 102341.086),(49 102113.94),(50 101641.03),(51 102032.65),(52 102626.74),(53 103422.555),(54 104359.59),(55 104159.81),(56 104261.836),(57 102982.53),(58 102804.164),(59 103264.32),(60 103065.766),(61 102476.39),(62 102377.86),(63 102899.195),(64 102157.74),(65 101774.48),(66 100703.55),(67 101203.45),(68 101150.43),(69 100814.87),(70 100291.98),(71 99019.2),(72 98196.28),(73 97720.625),(74 98245.375),(75 97389.805),(76 96812.97),(77 96480.51),(78 97202.06),(79 97933.56),
(1 24313.445),(2 42862.203),(3 57164.383),(4 69521.555),(5 77809.11),(6 81517.63),(7 85572.32),(8 88564.05),(9 90189.21),(10 94524.53),(11 98052.83),(12 99866.37),(13 99987.1),(14 100420.5),(15 100010.19),(16 99699.78),(17 99533.664),(18 99693.01),(19 102062.336),(20 103847.38),(21 105833.49),(22 106876.74),(23 107436.06),(24 107556.3),(25 107527.26),(26 107985),(27 108310),(28 108398.22),(29 108049.66),(30 107651.914),(31 106908.836),(32 105469.766),(33 104429.47),(34 103174.734),(35 101806.76),(36 99896.75),(37 99277.695),(38 98663.81),(39 98341.336),(40 98080.45),(41 97493.31),(42 97235.4),(43 97185.336),(44 97207.53),(45 97737.4),(46 97930.99),(47 97256.57),(48 95643.5),(49 96192.664),(50 96377.19),(51 96501.56),(52 96264.1),(53 95938.5),(54 95128.04),(55 93717.58),(56 92760.03),(57 91459.47),(58 91458.29),(59 91594.3),(60 90628.35),(61 91102.85),(62 91986.484),(63 91598.336),(64 91232.086),(65 90482.42),(66 89672.64),(67 89545.98),(68 89870.57),(69 90514.81),(70 91863.9),(71 91015.45),(72 90235.32),(73 90546.19),(74 91587.78),(75 92650.42),(76 92794.63),(77 92722.016),(78 92703.9),(79 93728.01),
(1 23696.994),(2 41636.38),(3 57718.54),(4 70762.19),(5 79913.336),(6 84846.17),(7 89574.586),(8 93318.195),(9 97171.06),(10 101510.086),(11 105048.445),(12 106964.18),(13 107157.445),(14 108403.53),(15 109308.2),(16 108768.39),(17 109419.664),(18 109980.266),(19 109979.305),(20 111466.85),(21 113374.48),(22 114764.74),(23 115284.47),(24 114372.664),(25 112261.56),(26 111049.98),(27 111341.914),(28 111249.47),(29 112020.02),(30 110847.95),(31 109666.33),(32 108111.28),(33 106405.625),(34 104473.05),(35 102439.766),(36 99895.3),(37 99100.016),(38 98965.94),(39 98394.69),(40 97956.03),(41 96617.15),(42 95724.21),(43 94939.47),(44 95917.58),(45 97096.63),(46 97167.89),(47 95974.43),(48 95224.45),(49 94883.555),(50 94974.336),(51 94035.03),(52 94039.055),(53 94991.664),(54 95148.72),(55 95251.5),(56 94342.305),(57 93852.38),(58 93201.5),(59 92939.8),(60 93735.89),(61 94483.586),(62 95548.44),(63 95679.83),(64 94827.3),(65 94656.93),(66 93042.664),(67 92365.07),(68 92738.18),(69 93460.836),(70 94404.77),(71 94669.41),(72 94732.05),(73 95715.28),(74 97368.05),(75 97273.29),(76 97087.125),(77 96809.38),(78 95377.57),(79 95269.76),
(1 23250.37),(2 41044.145),(3 56776.145),(4 70832.18),(5 78341.49),(6 83622.56),(7 87811.664),(8 90825.31),(9 93182.56),(10 95450.98),(11 98239.18),(12 100141.48),(13 100477.18),(14 101319.79),(15 101854.87),(16 101961.484),(17 103129.64),(18 104023.555),(19 104837.13),(20 105406.38),(21 105714.1),(22 106907.39),(23 107686.19),(24 106728.09),(25 104876.19),(26 103813.59),(27 103980.84),(28 104951.414),(29 105578.02),(30 105851.805),(31 106410.66),(32 105646.78),(33 103641.32),(34 101845.15),(35 100055.51),(36 99625.38),(37 99580.125),(38 98139.3),(39 97417.5),(40 97077.23),(41 96762.09),(42 96738.87),(43 96604.03),(44 97476.6),(45 97709.05),(46 98154.875),(47 98241.125),(48 97740.38),(49 97601.24),(50 97369.64),(51 98180.36),(52 98674.38),(53 99144.1),(54 98285.664),(55 98172.75),(56 96754.336),(57 95012.27),(58 95358.29),(59 95545.49),(60 95993.875),(61 96488.27),(62 96913.87),(63 97377.29),(64 98064.64),(65 97922.01),(66 96984.44),(67 96398.45),(68 95817.766),(69 96448.73),(70 96620.516),(71 96124.26),(72 95587.1),(73 95667.8),(74 96772.82),(75 96514.63),(76 96356.734),(77 96313.1),(78 95273.56),(79 95696.555),
(1 21656.094),(2 39154.203),(3 54994.758),(4 68397.07),(5 76000.4),(6 79867.2),(7 82663.28),(8 84350.94),(9 85816.71),(10 87817.43),(11 90680.07),(12 93022.875),(13 94214.016),(14 97383.234),(15 99069.89),(16 99821.66),(17 100239.414),(18 100185.76),(19 100506.32),(20 101345.37),(21 101076.98),(22 102176.14),(23 103810.13),(24 104115.086),(25 103865.125),(26 102396.13),(27 100878.09),(28 101041.53),(29 100997.16),(30 101135.43),(31 100739.41),(32 99988.37),(33 98377.375),(34 96963.09),(35 95849.45),(36 93956.59),(37 92601.82),(38 91215.79),(39 91336.84),(40 91240.32),(41 90932.07),(42 89834.734),(43 89000.58),(44 89089.664),(45 89315.31),(46 89305.82),(47 88386.875),(48 87880.21),(49 87603.57),(50 88171.22),(51 89847.555),(52 90570.38),(53 91771.34),(54 91831.125),(55 90287.875),(56 88714.15),(57 87469.27),(58 87713.59),(59 87618.43),(60 88043.71),(61 88748.836),(62 90298.16),(63 90653.17),(64 90777.516),(65 91059.87),(66 91261.37),(67 92482.266),(68 91945.56),(69 91422.32),(70 90857.68),(71 89755.586),(72 88905.97),(73 88500.4),(74 88446.17),(75 89186.95),(76 89460.35),(77 89632.7),(78 90438.6),(79 90822.086),
