1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16198.717),(2 24588.94),(3 26927.863),(4 29152.05),(5 30508.22),(6 29820.543),(7 29300.73),(8 30192.262),(9 32403.1),(10 33890.523),(11 34933.39),(12 35811.98),(13 36751.363),(14 36628.207),(15 36750.066),(16 36830.59),(17 36623.57),(18 37002.19),(19 37211.844),(20 36727.633),(21 36144.31),(22 35383.71),(23 35410.453),(24 35420.87),(25 35359.867),(26 35462.918),(27 34935.395),(28 34914.508),(29 34944.387),(30 34791.676),(31 34450.496),(32 34420.094),(33 33911.414),(34 33780.734),(35 33705.324),(36 33531.64),(37 33238.81),(38 33396.98),(39 34261.766),(40 34497.61),(41 34210.65),(42 34373.984),(43 34742.082),(44 35131.26),(45 35051.99),(46 35467.246),(47 36460.465),(48 37122.73),(49 38280.94),(50 38852.94),(51 39335.668),(52 39537.17),(53 40278.234),(54 40927.01),(55 41644.445),(56 41746.035),(57 41929.344),(58 42236.81),(59 42480.637),(60 43094.324),(61 43303.32),(62 43250.766),(63 43542.598),(64 43210.26),(65 43267.65),(66 43537.766),(67 43528.277),(68 43307.434),(69 43197.816),(70 42642.4),(71 42562.35),(72 42358.008),(73 42340.45),(74 42601.13),(75 43180.52),(76 43492.848),(77 43633.844),(78 44128.645),(79 44292.305),
(1 16060.199),(2 23796.627),(3 26306.33),(4 28635.064),(5 30705.639),(6 30489.018),(7 29814.967),(8 29973.963),(9 31648.441),(10 32666.018),(11 34154.535),(12 35114.215),(13 35323.453),(14 35419.566),(15 35544.445),(16 36369.555),(17 36135.16),(18 36902.906),(19 37227.973),(20 37384.715),(21 37606.816),(22 37106.727),(23 37057.855),(24 36792.758),(25 36733.71),(26 36449.832),(27 36182.473),(28 36375.805),(29 35933.375),(30 35409.582),(31 35145.14),(32 35252.254),(33 35031.56),(34 34717.383),(35 34709.254),(36 34894.906),(37 35188.332),(38 35336.367),(39 36018.164),(40 35787.348),(41 35828.08),(42 35931.77),(43 36347.78),(44 36944.7),(45 36874.695),(46 36587.547),(47 37359.15),(48 38549.68),(49 39350.824),(50 40459.68),(51 41056.965),(52 41528.973),(53 42819.344),(54 43626.63),(55 44602.457),(56 44671.184),(57 44633.65),(58 45021.043),(59 45520.953),(60 45640.727),(61 45656.434),(62 46118.168),(63 46731.742),(64 46557.473),(65 46258.715),(66 46320.56),(67 46096.37),(68 46049.805),(69 45317.6),(70 44764.953),(71 44552.895),(72 43708.945),(73 43495.85),(74 43515.273),(75 43624.195),(76 44056.043),(77 44122.926),(78 44787.652),(79 45029.848),
(1 15809.619),(2 23301.367),(3 26092.896),(4 28583.283),(5 30144.84),(6 29839.045),(7 28895.887),(8 29485.969),(9 31416.951),(10 32527.795),(11 33691.57),(12 34487.156),(13 34847.926),(14 35030.66),(15 34685.113),(16 35188.42),(17 34929.14),(18 35737.57),(19 36240.324),(20 36823.484),(21 37011.26),(22 35644.89),(23 35851.906),(24 35397.844),(25 35622.285),(26 35306.293),(27 35528.64),(28 36086.867),(29 35882.375),(30 34989.28),(31 34936.145),(32 35137.414),(33 35046.57),(34 35056.34),(35 34509.547),(36 34546.523),(37 34881.656),(38 35154.758),(39 35206.12),(40 35418.45),(41 35293.387),(42 35289.813),(43 35504.113),(44 35958.957),(45 35946.605),(46 36080.48),(47 36651.86),(48 37063.426),(49 37517.117),(50 38074.63),(51 38590.207),(52 39701.25),(53 40733.25),(54 41100.188),(55 41997.113),(56 42282.09),(57 42767.508),(58 43809.063),(59 44636.156),(60 44770.105),(61 45077.42),(62 45438.695),(63 45778.383),(64 45980.105),(65 46281.508),(66 46210.145),(67 46098.11),(68 45873.836),(69 45322.086),(70 45498.21),(71 45191.504),(72 44728.95),(73 44109.84),(74 43834.29),(75 43605.57),(76 43358.793),(77 42907.14),(78 42906.758),(79 42625.434),
(1 15763.591),(2 23339.234),(3 26218.91),(4 28933.115),(5 29665.113),(6 29229.729),(7 28031.846),(8 28516.918),(9 30476.607),(10 32066.5),(11 33549.56),(12 34981.71),(13 35198.574),(14 34500.55),(15 34107.77),(16 34072.344),(17 34362.15),(18 35485.113),(19 36263.324),(20 36181.836),(21 35904.367),(22 34920.707),(23 35370.727),(24 35186.996),(25 35409.03),(26 35660.61),(27 35531.94),(28 35835.51),(29 35216.766),(30 34764.3),(31 34439.344),(32 34121.145),(33 34076.617),(34 33413.32),(35 33407.62),(36 33943.496),(37 34415.703),(38 34285.727),(39 34410.063),(40 34459.473),(41 33873.777),(42 34125.86),(43 34196.223),(44 34991.094),(45 35174.504),(46 34963.895),(47 35142.953),(48 35560.703),(49 36546.777),(50 36819.85),(51 37066.246),(52 37706.76),(53 38383.504),(54 38622.242),(55 39397.266),(56 39828.836),(57 40477.13),(58 41235.375),(59 41898.195),(60 42203.094),(61 42909.766),(62 43014.61),(63 43186.426),(64 43762.74),(65 43722.246),(66 44285.098),(67 44286.17),(68 44094.95),(69 43953.207),(70 43655.566),(71 44342.727),(72 44410.1),(73 44682.34),(74 44687.82),(75 44300.07),(76 44197.082),(77 44671.863),(78 44490.547),(79 44407.03),
(1 15499.302),(2 22938.402),(3 26307.346),(4 29197.646),(5 29407.664),(6 29076.479),(7 28298.908),(8 28310.396),(9 29718.908),(10 31549.963),(11 33302.582),(12 35034.813),(13 34778.918),(14 33869.254),(15 33496.68),(16 33986.527),(17 34689.75),(18 35905.438),(19 36514.97),(20 36627.56),(21 36597.953),(22 35663.105),(23 35568.867),(24 35021.418),(25 34931.77),(26 35824.61),(27 35836.03),(28 36095.316),(29 35743.68),(30 35010.03),(31 34529.254),(32 34229.49),(33 34370.324),(34 34275.645),(35 33974.105),(36 33833.926),(37 34763.08),(38 34646.65),(39 34665.484),(40 34398.574),(41 34069.426),(42 34199.91),(43 34220.77),(44 34979.547),(45 35550.47),(46 35669.047),(47 35635.42),(48 36377.457),(49 36760.71),(50 37001.48),(51 37092.34),(52 37263.72),(53 37630.85),(54 38165.59),(55 38736.6),(56 39585.285),(57 40446.574),(58 41170.14),(59 41697.547),(60 41959.85),(61 42324.418),(62 42492.23),(63 42413.18),(64 42728.156),(65 42999.965),(66 43124.816),(67 43222.297),(68 43632.4),(69 44129.934),(70 43790.39),(71 44466.32),(72 44953.6),(73 45091.305),(74 44942.668),(75 44580.67),(76 44665.793),(77 44937.277),(78 44904.98),(79 44406.05),
(1 14884.275),(2 21831.352),(3 24673.604),(4 27485.336),(5 28225.887),(6 27819.586),(7 27500.518),(8 27667.746),(9 29352.883),(10 31604.105),(11 33478.355),(12 34546.51),(13 34723.78),(14 33525.73),(15 32949.824),(16 33468.043),(17 33735.246),(18 34564.664),(19 35119.215),(20 35402.996),(21 35254.004),(22 34264.793),(23 34273.813),(24 33998.176),(25 33750.54),(26 34439.773),(27 34801.4),(28 34916.78),(29 34571.348),(30 34365.96),(31 33283.71),(32 33058.3),(33 32733.422),(34 32601.299),(35 32386.543),(36 32494.396),(37 32535.848),(38 32193.957),(39 32323.346),(40 31940.264),(41 31678.393),(42 31627.873),(43 31824.781),(44 32665.834),(45 33393.54),(46 33534.21),(47 33918.133),(48 34392.523),(49 35497.234),(50 35562.887),(51 35765.508),(52 36042.434),(53 36804.54),(54 37222.504),(55 37785.633),(56 38633.633),(57 38939.027),(58 39742.836),(59 40061.293),(60 40562.363),(61 40719.09),(62 41080.1),(63 40771.305),(64 40601.22),(65 40842.07),(66 40935.81),(67 40901.145),(68 41337.695),(69 41813.67),(70 41505.4),(71 41990.46),(72 41959.707),(73 42043.863),(74 42696.484),(75 42969.977),(76 43355.12),(77 43515.332),(78 44010.83),(79 44146.62),
(1 15110.275),(2 21891.771),(3 24934.178),(4 27012.348),(5 27804.87),(6 27007.756),(7 26373.389),(8 26549.807),(9 28173.973),(10 30016.19),(11 32113.229),(12 33433.184),(13 33868.836),(14 32642.807),(15 32332.627),(16 32652.617),(17 33164.94),(18 34126.94),(19 34942.93),(20 35744.41),(21 35812.84),(22 35418.563),(23 36016.67),(24 35170.348),(25 34954.68),(26 35301.64),(27 35445.668),(28 35638.223),(29 35558.508),(30 35365.44),(31 34301.18),(32 34197.3),(33 34039.336),(34 33980.258),(35 34317.617),(36 34182.344),(37 34267.402),(38 33992.42),(39 33364.63),(40 33176.402),(41 32812.945),(42 33142.227),(43 33500.777),(44 34365.027),(45 34937.016),(46 34994.105),(47 35710.023),(48 36346.17),(49 37500.145),(50 37913.78),(51 38585.52),(52 38858.938),(53 39181.92),(54 39466.09),(55 39841.125),(56 40285.754),(57 41074.402),(58 41984.35),(59 42705.254),(60 43171.813),(61 43163.777),(62 43083.113),(63 42752.52),(64 42941.113),(65 43070.09),(66 42756.504),(67 42578.563),(68 42253.926),(69 42393.11),(70 42295.242),(71 42685.984),(72 42986.03),(73 43330.465),(74 44032.69),(75 44416.887),(76 45067.023),(77 44768.992),(78 44926.547),(79 45414.863),
(1 14369.333),(2 21329.633),(3 24214.137),(4 25954.49),(5 27038.826),(6 26501.771),(7 25697.775),(8 26370.773),(9 27572.484),(10 28964.783),(11 30948.87),(12 32848.41),(13 32556.313),(14 31232.092),(15 30985.53),(16 30965.703),(17 31288.123),(18 32139.658),(19 33224.47),(20 34117.895),(21 34010.043),(22 33741.227),(23 33909.25),(24 33068.605),(25 32932.113),(26 33161.06),(27 32958.33),(28 32856.207),(29 32391.807),(30 32058.86),(31 31514.178),(32 32048.766),(33 32039.297),(34 31923.248),(35 31564.412),(36 31636.78),(37 31353.838),(38 31048.723),(39 30851.12),(40 30533.498),(41 30247.748),(42 30494.78),(43 31034.463),(44 31911.59),(45 32428.896),(46 32859.734),(47 33316.66),(48 33861.17),(49 34502.832),(50 35235.082),(51 35712.41),(52 36230.652),(53 36422.918),(54 36464.992),(55 37610.08),(56 38614.62),(57 39183.73),(58 40052.527),(59 40397.883),(60 40948.555),(61 41221.66),(62 41829.152),(63 41300.23),(64 41211.76),(65 40950.004),(66 40799.098),(67 40673.1),(68 40112.613),(69 40346.758),(70 40630.06),(71 40528.867),(72 40199.824),(73 40262.684),(74 40621.555),(75 40676.52),(76 40922.883),(77 40497.145),(78 40743.13),(79 41487.22),
(1 13932.327),(2 20598.611),(3 23546.64),(4 25356.371),(5 26070.465),(6 25721.785),(7 24682.486),(8 25294.434),(9 26635.57),(10 28422),(11 30389.451),(12 31863.135),(13 31535.164),(14 30377.238),(15 30044.082),(16 30156.877),(17 30244.984),(18 31034.281),(19 32587.598),(20 33212.836),(21 32757.326),(22 32521.424),(23 32510.549),(24 31547.662),(25 31562.26),(26 31436.334),(27 31231.615),(28 31849.584),(29 31569.066),(30 31115.396),(31 30364.162),(32 30668.855),(33 31054.818),(34 31514.484),(35 31484.52),(36 31349.031),(37 31256.566),(38 30943.902),(39 31380.193),(40 31245.064),(41 30371.162),(42 30223.531),(43 30468.57),(44 31161.494),(45 31604.871),(46 32048.92),(47 32319.262),(48 33138.383),(49 33724.402),(50 34650.902),(51 35302.004),(52 36033.113),(53 36078.984),(54 35843.9),(55 36068.563),(56 36699.77),(57 37166.4),(58 37578.477),(59 37929.76),(60 37974.227),(61 38781.08),(62 39060.074),(63 39124.875),(64 39696.742),(65 39319.793),(66 39217.504),(67 38621.39),(68 38407.973),(69 38519.332),(70 38795.6),(71 39101.09),(72 39101.586),(73 39089.69),(74 39560.86),(75 39600.72),(76 39858.105),(77 39557.98),(78 39460.89),(79 40254.54),
(1 13774.407),(2 20268.686),(3 23290.412),(4 24574.205),(5 24977.182),(6 24362.441),(7 23114.549),(8 24073.346),(9 25468.516),(10 27561.51),(11 29533),(12 30548.287),(13 30138.256),(14 29292.932),(15 28734.666),(16 28571.707),(17 28774.475),(18 29557.164),(19 30893.723),(20 31431.918),(21 31460.76),(22 31169.42),(23 31072.498),(24 30978.648),(25 30748.822),(26 30820.777),(27 30754.709),(28 31580.297),(29 31035.143),(30 30796.307),(31 30293.8),(32 30320.137),(33 30302.021),(34 30480.379),(35 30060.568),(36 29313.926),(37 29341.98),(38 29052.041),(39 29185.168),(40 29229.68),(41 28836.15),(42 28940.244),(43 29038.824),(44 28814.639),(45 29037.412),(46 29600.555),(47 29883.488),(48 30486.768),(49 31198.588),(50 31700.895),(51 31809.012),(52 32472.121),(53 33166.535),(54 33167.234),(55 33939.15),(56 34303),(57 35207.492),(58 35142.453),(59 35420.074),(60 36018.94),(61 36515.176),(62 36436.07),(63 36774.57),(64 37249.426),(65 37197.77),(66 36979.44),(67 36848.125),(68 36758.188),(69 37106.016),(70 36582.12),(71 36655.81),(72 36780.195),(73 36252.355),(74 36113.43),(75 36198.88),(76 36186.902),(77 35664.27),(78 35415.703),(79 36107.59),
(1 13370.557),(2 19585.752),(3 22272.45),(4 23699.527),(5 24349.484),(6 23791.959),(7 22921.383),(8 23802.459),(9 25077.863),(10 26933.977),(11 28254.336),(12 28845.111),(13 28482.074),(14 28072.72),(15 27556.783),(16 27325.08),(17 27867.572),(18 28757.18),(19 29907.14),(20 30695.305),(21 31244.195),(22 31011.447),(23 30742.56),(24 29977.64),(25 29700.254),(26 29717.918),(27 29887.945),(28 30383.95),(29 30085.621),(30 29957.48),(31 29953.852),(32 29939.033),(33 29774.17),(34 30054.455),(35 29558.314),(36 29285.354),(37 28994.309),(38 28875.994),(39 28478.012),(40 28356.21),(41 27954.82),(42 28336.31),(43 28599.611),(44 28123.398),(45 28540.887),(46 28919.703),(47 29059.324),(48 29482.826),(49 29640.787),(50 30074.95),(51 30509.322),(52 30742.182),(53 30989.943),(54 31459.213),(55 32143.053),(56 32350.42),(57 32833.06),(58 33215.055),(59 33297.92),(60 33468.652),(61 33853.594),(62 34053.637),(63 34268.125),(64 34336.91),(65 34634.844),(66 34328.38),(67 34268.94),(68 34113.9),(69 34529.16),(70 34216.836),(71 34277.254),(72 34176.996),(73 34251.984),(74 34202.9),(75 34468.383),(76 34714.613),(77 34499.32),(78 34338.13),(79 34951.918),
(1 13143.842),(2 19465.04),(3 22332.783),(4 23748.201),(5 24527.836),(6 23605.715),(7 22919.6),(8 23834.715),(9 25569.879),(10 27381.943),(11 29323.322),(12 30075.012),(13 29711.602),(14 28998.604),(15 28393.246),(16 28557),(17 28700.18),(18 29668.064),(19 30820.75),(20 31188.79),(21 31326.852),(22 31404.73),(23 31077.232),(24 30381.523),(25 30055.45),(26 30468.021),(27 29864.172),(28 29733.69),(29 29976.113),(30 30014.496),(31 29889.041),(32 29320.834),(33 29699.371),(34 29622.434),(35 29342.107),(36 29186.947),(37 28892.555),(38 28612.805),(39 28346.979),(40 28272.434),(41 28342.291),(42 28415.998),(43 28345.281),(44 28300.512),(45 28827.191),(46 29128.234),(47 29186.54),(48 30224.592),(49 30831.54),(50 31265.809),(51 31812.742),(52 32107.75),(53 32386.404),(54 32863.367),(55 33474.49),(56 34003.59),(57 34520.777),(58 34414.207),(59 34217.75),(60 34336.723),(61 34720.3),(62 34831.754),(63 35447.78),(64 35405.242),(65 35513.723),(66 35182.63),(67 35040.918),(68 34785.414),(69 34766.465),(70 34508.89),(71 34524.95),(72 34656.234),(73 34916.125),(74 34889.387),(75 35396.918),(76 35531.207),(77 35319.098),(78 35178.387),(79 35498.246),
(1 12993.852),(2 19306.865),(3 21134.668),(4 22646.186),(5 23634.959),(6 23247.217),(7 22362.934),(8 23348.238),(9 25056.52),(10 26392.326),(11 28271.504),(12 29740.121),(13 29392.912),(14 28017.566),(15 27329.168),(16 27607.996),(17 27936.205),(18 29023.059),(19 30568.125),(20 30385.697),(21 30139.748),(22 29790.654),(23 29734.195),(24 28801.6),(25 28307.445),(26 28411.629),(27 28731.166),(28 28515.574),(29 28940.738),(30 28948.035),(31 28488.594),(32 27908.129),(33 28033.451),(34 27908.104),(35 27417.975),(36 27232.611),(37 26917.727),(38 26472.482),(39 26770.629),(40 26853.156),(41 26742.375),(42 26873.705),(43 27456.584),(44 28109.297),(45 28585.453),(46 28862.32),(47 29150.676),(48 29732.176),(49 29945.117),(50 30545.531),(51 31119.066),(52 31210.896),(53 31850.445),(54 32283.521),(55 33086.926),(56 33560.258),(57 34071.633),(58 34137.84),(59 34662.168),(60 34684.645),(61 35274.49),(62 35525.727),(63 35312.758),(64 35572.617),(65 35611.67),(66 35533.406),(67 35865.598),(68 36041.83),(69 36085.23),(70 35728.082),(71 35534.656),(72 35417.184),(73 35435.11),(74 35373.656),(75 36091.598),(76 36317.168),(77 36126.465),(78 36583.813),(79 36768.707),
(1 13036.781),(2 18886.195),(3 20709.13),(4 22083.871),(5 22990.615),(6 22742.697),(7 22137.479),(8 22715.049),(9 23778.146),(10 25274.992),(11 27224.89),(12 28509.559),(13 28324.771),(14 27216.746),(15 26582.36),(16 26748.596),(17 26933.064),(18 27623.857),(19 28584.111),(20 28967.188),(21 29241.34),(22 29344.822),(23 28572.787),(24 28060.354),(25 27421.963),(26 27290.729),(27 27295.127),(28 27369.174),(29 27348.473),(30 27959.8),(31 27249.664),(32 27017.525),(33 26907.707),(34 26567.99),(35 26053.266),(36 26457.49),(37 26098.215),(38 25538.488),(39 25799.596),(40 26163.64),(41 26243.986),(42 26202.031),(43 26093.914),(44 26315.979),(45 26614.666),(46 26586.889),(47 26723.746),(48 26881.66),(49 27487.422),(50 28098.1),(51 28577.54),(52 28920.615),(53 29424.93),(54 29268.297),(55 30134.46),(56 30534.912),(57 30773.875),(58 30849.521),(59 31063.377),(60 31622.945),(61 31875.105),(62 32178.98),(63 32308.209),(64 32541.602),(65 32613.244),(66 32719.94),(67 32742.662),(68 32288.502),(69 32604.244),(70 32561.6),(71 32305.479),(72 32278.62),(73 32409.979),(74 32311.893),(75 31930.5),(76 32014.842),(77 32205.07),(78 32303.014),(79 32429.494),
(1 12766.668),(2 18416.902),(3 19790.059),(4 21331.39),(5 22388.809),(6 21920.326),(7 21225.668),(8 21991.19),(9 23362.5),(10 24470.08),(11 26265.996),(12 27050.24),(13 26935.469),(14 25884.559),(15 25446.129),(16 25756.396),(17 26321.207),(18 26642.844),(19 27692.002),(20 28300.688),(21 28313.752),(22 28008.76),(23 27635.168),(24 26861.826),(25 26323.09),(26 26383.225),(27 26747.174),(28 26690.459),(29 26566.281),(30 27072.307),(31 26599.979),(32 26297.906),(33 26086.998),(34 25750.48),(35 25273.742),(36 25334.428),(37 24881.281),(38 24006.252),(39 24115.086),(40 24143.38),(41 24425.973),(42 24901.041),(43 24975.574),(44 25510.756),(45 25759.324),(46 25871.988),(47 25953.469),(48 26184.42),(49 26735.488),(50 27269.092),(51 27272.281),(52 27456.57),(53 27931.69),(54 28423.428),(55 29274.031),(56 29768.97),(57 30322.895),(58 30487.488),(59 30271.336),(60 30683.426),(61 31020.072),(62 31295.652),(63 31358.162),(64 31337.984),(65 31158.174),(66 31857.793),(67 31547.445),(68 31363.785),(69 31413.146),(70 31443.88),(71 31182.395),(72 31125.49),(73 31265.045),(74 31073.26),(75 30954.564),(76 31078.105),(77 31161.822),(78 31363.406),(79 31135.967),
(1 12305.663),(2 17600.148),(3 19033.39),(4 20267.521),(5 21387.707),(6 20611.537),(7 20072.232),(8 20705.65),(9 21898.395),(10 22968.443),(11 24771.238),(12 25318.205),(13 25050.234),(14 24408.1),(15 23981.65),(16 24157.63),(17 24346.77),(18 24992.51),(19 25779.63),(20 26683.244),(21 26944.5),(22 26652.738),(23 26063.688),(24 25233.084),(25 25169.21),(26 24953.635),(27 25642.146),(28 25874.525),(29 25688.732),(30 25743.166),(31 25626.842),(32 25340.1),(33 25042.594),(34 25218.611),(35 24906.578),(36 24291.521),(37 24117.467),(38 23672.69),(39 23729.443),(40 23906.701),(41 23758.502),(42 23881.24),(43 23983.49),(44 24188.379),(45 24583.219),(46 24675.475),(47 24680.746),(48 25015.438),(49 25499.898),(50 25762.807),(51 26102.758),(52 25760.05),(53 26268.502),(54 26760.043),(55 27624.615),(56 27342.363),(57 27345.28),(58 27271.355),(59 27626.766),(60 28042.373),(61 28337.615),(62 28398.592),(63 28677.975),(64 28741.672),(65 28563.164),(66 28528.424),(67 28415.559),(68 28381.186),(69 28545.855),(70 28789.693),(71 28964.068),(72 29381.344),(73 29573.766),(74 29398.973),(75 29380.414),(76 30044.803),(77 30307.584),(78 30611.033),(79 30651.629),
(1 12132.784),(2 16708.045),(3 18520.86),(4 19993.813),(5 20842.488),(6 20244.146),(7 20117.414),(8 20991.605),(9 21925.775),(10 23152.092),(11 24560.627),(12 25536.727),(13 25390.096),(14 25071.455),(15 24394.281),(16 24448.16),(17 24921.355),(18 25450.596),(19 26387.594),(20 26967.271),(21 26857.014),(22 26486.283),(23 26326.541),(24 25759.46),(25 25244.96),(26 25338.328),(27 25920.957),(28 25719.473),(29 25610.842),(30 25869.297),(31 25734.947),(32 25330.12),(33 25594.326),(34 25539.412),(35 24928.164),(36 24315.96),(37 24320.486),(38 24261.672),(39 24740.46),(40 24711.24),(41 24695.88),(42 24688.742),(43 24602.598),(44 24632.781),(45 24637.26),(46 25272.996),(47 25531.96),(48 26045.953),(49 26224.352),(50 27143.988),(51 27161.908),(52 27714.836),(53 28061.979),(54 28341.445),(55 28944.232),(56 29122.846),(57 29189.617),(58 29217.395),(59 29461.86),(60 29727.309),(61 29837.107),(62 29706.834),(63 30329.336),(64 30270.385),(65 30322.762),(66 30363.744),(67 30335.213),(68 29904.182),(69 29880.816),(70 29818.457),(71 29899.617),(72 30268.213),(73 29877.78),(74 29894.094),(75 29622.344),(76 29985.629),(77 30459.537),(78 30847.256),(79 31080.402),
(1 11676.232),(2 15878.658),(3 17664.945),(4 19040.291),(5 19765.053),(6 19320.725),(7 18927.762),(8 20019.793),(9 20784.215),(10 21754.979),(11 23020.3),(12 24122.83),(13 23734.434),(14 23325.111),(15 22866.291),(16 23227.51),(17 23530.54),(18 23948.549),(19 24733.51),(20 25740.55),(21 25834.47),(22 25409.105),(23 25099.71),(24 24529.934),(25 24459.963),(26 24363.05),(27 24608.744),(28 24658.541),(29 24412.535),(30 24697.531),(31 24710.94),(32 23885.19),(33 23693.566),(34 23803.51),(35 23377.307),(36 22992.42),(37 22945.34),(38 22700.895),(39 22814.064),(40 22847.016),(41 23025.549),(42 23097.7),(43 23225.363),(44 23749.387),(45 24008.309),(46 24165.88),(47 24448.01),(48 24822.422),(49 24844.643),(50 25704.346),(51 25689.143),(52 25971.531),(53 26156.807),(54 26273.947),(55 26833.572),(56 26908.23),(57 27156.568),(58 27405.107),(59 27696.066),(60 27789.797),(61 27925.47),(62 28046.492),(63 28070.104),(64 28213.79),(65 28290.756),(66 28281.748),(67 28256.664),(68 28150.309),(69 28278.09),(70 28202.469),(71 28127.676),(72 28277.672),(73 27817.357),(74 28351.922),(75 28094.863),(76 28392.621),(77 28364.021),(78 28388.773),(79 28585.85),
