1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1357.1561),(2 1680.3021),(3 1950.1672),(4 2075.7903),(5 2200.1953),(6 2277.3389),(7 2341.2744),(8 2362.7673),(9 2352.6663),(10 2432.5977),(11 2468.884),(12 2530.7856),(13 2637.534),(14 2657.9956),(15 2693.1125),(16 2708.2463),(17 2673.311),(18 2643.9697),(19 2664.2605),(20 2652.9614),(21 2663.6033),(22 2674.3699),(23 2684.8113),(24 2667.7156),(25 2674.4292),(26 2676.7258),(27 2685.2834),(28 2672.8115),(29 2632.772),(30 2642.3801),(31 2619.598),(32 2603.7605),(33 2613.7893),(34 2604.5203),(35 2597.0193),(36 2582.2036),(37 2610.352),(38 2582.84),(39 2601.289),(40 2554.7834),(41 2528.6335),(42 2555.2705),(43 2579.196),(44 2584.3503),(45 2649.009),(46 2686.6575),(47 2784.0208),(48 2784.9905),(49 2810.463),(50 2851.6064),(51 2877.6172),(52 2902.6467),(53 2935.9875),(54 2908.8813),(55 2954.8303),(56 2973.9768),(57 2966.1226),(58 3005.2815),(59 2992.86),(60 2948.2205),(61 2988.117),(62 2998.785),(63 3033.5696),(64 3037.9324),(65 3047.747),(66 3071.1414),(67 3128.776),(68 3124.9565),(69 3128.754),(70 3117.822),(71 3114.7437),(72 3117.3745),(73 3125.9902),(74 3137.1987),(75 3159.4385),(76 3116.1477),(77 3138.6345),(78 3101.3218),(79 3095.954),
(1 1325.4562),(2 1639.4235),(3 1892.9675),(4 2060.1309),(5 2186.9753),(6 2266.9526),(7 2329.7222),(8 2314.8887),(9 2337.909),(10 2415.8896),(11 2493.9224),(12 2559.2727),(13 2660.742),(14 2666.5325),(15 2690.7773),(16 2656.4995),(17 2639.1262),(18 2634.341),(19 2616.0095),(20 2588.5527),(21 2601.2686),(22 2657.425),(23 2667.2805),(24 2664.0386),(25 2668.006),(26 2654.2874),(27 2615.6616),(28 2610.2654),(29 2595.4814),(30 2600.3984),(31 2593.8062),(32 2574.5864),(33 2585.8547),(34 2550.8577),(35 2579.321),(36 2567.9443),(37 2599.9646),(38 2573.8699),(39 2599.9893),(40 2578.6094),(41 2527.9646),(42 2527.5083),(43 2539.2292),(44 2532.4766),(45 2586.6711),(46 2618.24),(47 2699.885),(48 2726.9988),(49 2749.4097),(50 2797.7517),(51 2837.839),(52 2900.396),(53 2932.557),(54 2916.0305),(55 2952.1047),(56 2920.3372),(57 2924.6416),(58 2918.6157),(59 2946.6868),(60 2944.2852),(61 2988.1558),(62 3000.6035),(63 3003.0935),(64 3046.8228),(65 3028.7798),(66 3042.9863),(67 3081.782),(68 3073.7017),(69 3088.4949),(70 3056.3337),(71 3099.2747),(72 3069.083),(73 3061.9385),(74 3054.8896),(75 3041.8523),(76 3035.3972),(77 3052.842),(78 3048.5198),(79 3050.2324),
(1 1292.5071),(2 1611.5126),(3 1882.5049),(4 2019.842),(5 2160.4592),(6 2226.4292),(7 2321.2637),(8 2257.3906),(9 2315.5176),(10 2355.9243),(11 2418.7212),(12 2470.785),(13 2580.3508),(14 2603.2732),(15 2618.573),(16 2547.568),(17 2529.8672),(18 2523.9722),(19 2517.852),(20 2497.9238),(21 2507.8528),(22 2543.0137),(23 2578.4194),(24 2573.3398),(25 2583.7288),(26 2561.8108),(27 2544.5583),(28 2549.9883),(29 2516.0647),(30 2502.3455),(31 2514.6162),(32 2503.0103),(33 2509.769),(34 2502.605),(35 2496.4324),(36 2493.7808),(37 2507.7551),(38 2501.2449),(39 2555.4526),(40 2518.072),(41 2494.6724),(42 2491.1687),(43 2517.562),(44 2531.87),(45 2557.824),(46 2605.053),(47 2654.3594),(48 2701.0715),(49 2730.9539),(50 2781.2559),(51 2814.0525),(52 2835.377),(53 2805.4678),(54 2834.7913),(55 2854.8428),(56 2847.0046),(57 2820.9883),(58 2802.6743),(59 2821.9275),(60 2795.3384),(61 2823.756),(62 2830.9287),(63 2843.5513),(64 2854.0066),(65 2848.2463),(66 2841.8145),(67 2892.679),(68 2865.1707),(69 2887.5369),(70 2858.9924),(71 2886.6912),(72 2869.358),(73 2897.979),(74 2905.2605),(75 2941.9553),(76 2935.269),(77 2915.681),(78 2935.8982),(79 2903.7769),
(1 1279.47),(2 1578.6012),(3 1854.3956),(4 1969.7053),(5 2106.9893),(6 2175.7102),(7 2254.7888),(8 2227.4172),(9 2281.381),(10 2313.4653),(11 2391.8975),(12 2425.3865),(13 2543.0144),(14 2579.2957),(15 2616.2947),(16 2543.8289),(17 2505.1682),(18 2482.6042),(19 2501.6262),(20 2476.2268),(21 2483.3281),(22 2476.369),(23 2502.1204),(24 2526.4597),(25 2509.4912),(26 2524.8901),(27 2530.095),(28 2506.4526),(29 2481.072),(30 2468.9453),(31 2477.3523),(32 2481.3127),(33 2492.2273),(34 2495.7878),(35 2488.2556),(36 2495.2317),(37 2562.7349),(38 2557.3875),(39 2561.0276),(40 2542.1448),(41 2500.9387),(42 2531.1074),(43 2528.9028),(44 2520.054),(45 2550.0461),(46 2602.1462),(47 2655.4697),(48 2711.1875),(49 2750.4114),(50 2775.2578),(51 2824.4556),(52 2839.0974),(53 2823.6677),(54 2835.0095),(55 2859.7769),(56 2884.1038),(57 2869.8708),(58 2849.3247),(59 2848.0933),(60 2865.6528),(61 2842.6208),(62 2865.9988),(63 2884.3794),(64 2892.1987),(65 2897.4712),(66 2925.411),(67 2950.635),(68 2957.8364),(69 2964.896),(70 2955.4622),(71 2933.9592),(72 2943.313),(73 2922.3928),(74 2940.108),(75 2927.8516),(76 2918.8457),(77 2904.3064),(78 2884.1748),(79 2879.9917),
(1 1279.1893),(2 1562.3011),(3 1846.0048),(4 1958.1038),(5 2089.772),(6 2137.2898),(7 2208.1467),(8 2165.4211),(9 2209.1433),(10 2240.9702),(11 2308.4282),(12 2346.1697),(13 2454.8225),(14 2472.3752),(15 2499.8635),(16 2406.3079),(17 2360.4822),(18 2331.1716),(19 2339.742),(20 2317.3945),(21 2321.2986),(22 2370.994),(23 2390.2764),(24 2401.6826),(25 2382.3726),(26 2375.9744),(27 2381.6396),(28 2362.514),(29 2344.9854),(30 2343.6191),(31 2339.8242),(32 2338.954),(33 2344.108),(34 2337.2542),(35 2315.6274),(36 2325.99),(37 2363.2402),(38 2348.0525),(39 2341.5964),(40 2317.6548),(41 2318.8171),(42 2304.3586),(43 2349.19),(44 2353.6873),(45 2398.1267),(46 2453.5361),(47 2511.4092),(48 2573.843),(49 2617.347),(50 2646.5452),(51 2678.5183),(52 2722.1853),(53 2718.6943),(54 2725.565),(55 2723.8242),(56 2750.8176),(57 2749.825),(58 2772.7205),(59 2773.2039),(60 2764.1501),(61 2742.093),(62 2730.0227),(63 2749.4766),(64 2747.8047),(65 2783.631),(66 2790.149),(67 2827.9421),(68 2825.2856),(69 2798.8457),(70 2799.736),(71 2780.3193),(72 2778.2583),(73 2754.8525),(74 2775.4973),(75 2777.2678),(76 2794.2769),(77 2773.0054),(78 2800.4956),(79 2797.382),
(1 1238.5298),(2 1503.745),(3 1762.7896),(4 1890.8197),(5 2007.4447),(6 2057.8606),(7 2117.2925),(8 2091.4697),(9 2132.251),(10 2181.9937),(11 2244.3074),(12 2315.9023),(13 2385.5781),(14 2431.882),(15 2447.9402),(16 2431.0276),(17 2363.2036),(18 2368.9282),(19 2353.7405),(20 2348.975),(21 2370.6772),(22 2424.1526),(23 2448.9185),(24 2478.5774),(25 2472.588),(26 2432.7634),(27 2434.435),(28 2401.0366),(29 2378.9365),(30 2350.5608),(31 2376.4956),(32 2395.2),(33 2401.757),(34 2395.0305),(35 2390.7534),(36 2391.8755),(37 2405.9446),(38 2380.062),(39 2381.4734),(40 2346.6287),(41 2361.4646),(42 2363.9512),(43 2372.3904),(44 2401.0208),(45 2449.2173),(46 2497.6812),(47 2541.9063),(48 2600.829),(49 2615.4995),(50 2618.804),(51 2661.2007),(52 2672.2017),(53 2660.9983),(54 2635.5867),(55 2640.4194),(56 2657.4744),(57 2669.8538),(58 2673.8074),(59 2682.2153),(60 2672.9387),(61 2700.6765),(62 2675.6365),(63 2693.968),(64 2685.573),(65 2663.3625),(66 2692.937),(67 2726.109),(68 2731.0996),(69 2716.7131),(70 2734.8884),(71 2734.203),(72 2754.5193),(73 2725.4753),(74 2722.604),(75 2761.145),(76 2743.1492),(77 2785.874),(78 2770.2222),(79 2788.0916),
(1 1212.8821),(2 1481.5206),(3 1723.7576),(4 1849.2932),(5 1988.1348),(6 2045.4033),(7 2102.5208),(8 2093.439),(9 2112.5916),(10 2211.0718),(11 2272.8784),(12 2343.7908),(13 2409.8958),(14 2489.8918),(15 2485.8284),(16 2450.112),(17 2376.7793),(18 2373.2869),(19 2386.4712),(20 2404.762),(21 2416.1782),(22 2462.4836),(23 2476.3862),(24 2460.4646),(25 2445.416),(26 2446.5247),(27 2423.9858),(28 2393.1726),(29 2402.175),(30 2397.9836),(31 2405.9717),(32 2380.9666),(33 2396.666),(34 2388.979),(35 2359.0266),(36 2359.507),(37 2383.3962),(38 2369.896),(39 2350.8872),(40 2334.6387),(41 2312.905),(42 2333.2395),(43 2359.7668),(44 2399.0168),(45 2416.4216),(46 2465.314),(47 2520.7617),(48 2547.3728),(49 2560.0889),(50 2554.0352),(51 2593.5708),(52 2650.1575),(53 2650.455),(54 2691.8442),(55 2704.6614),(56 2710.9417),(57 2739.7593),(58 2739.1711),(59 2724.4036),(60 2717.577),(61 2731.3428),(62 2734.8591),(63 2735.8474),(64 2743.7488),(65 2734.3127),(66 2748.1812),(67 2766.9119),(68 2752.458),(69 2755.523),(70 2745.4336),(71 2740.822),(72 2732.5806),(73 2725.9238),(74 2732.2075),(75 2753.9563),(76 2760.8257),(77 2759.666),(78 2762.6228),(79 2792.5715),
(1 1200.5784),(2 1494.4231),(3 1745.2737),(4 1900.0112),(5 2014.2139),(6 2053.3777),(7 2080.9333),(8 2060.6606),(9 2060.7007),(10 2149.7039),(11 2216.0398),(12 2313.1138),(13 2351.1804),(14 2397.5044),(15 2388.3384),(16 2335.3318),(17 2263.0703),(18 2243.0398),(19 2250.6963),(20 2269.2341),(21 2293.6162),(22 2331.3345),(23 2360.953),(24 2365.4648),(25 2340.747),(26 2334.2253),(27 2360.642),(28 2335.6812),(29 2310.4731),(30 2318.8948),(31 2315.7998),(32 2301.8928),(33 2292.5537),(34 2287.1406),(35 2267.1636),(36 2253.3762),(37 2266.78),(38 2262.0354),(39 2260.2417),(40 2267.96),(41 2264.0957),(42 2286.1787),(43 2299.1926),(44 2305.4294),(45 2334.5017),(46 2371.2932),(47 2407.9426),(48 2441.6506),(49 2432.3418),(50 2456.4924),(51 2485.2847),(52 2526.8801),(53 2540.5989),(54 2544.7444),(55 2555.8845),(56 2574.328),(57 2589.457),(58 2570.3105),(59 2578.88),(60 2582.1826),(61 2585.0598),(62 2623.0913),(63 2625.8533),(64 2634.3657),(65 2645.6267),(66 2644.6067),(67 2682.7664),(68 2683.6104),(69 2688.6042),(70 2715.9705),(71 2734.8154),(72 2752.9373),(73 2733.679),(74 2772.6838),(75 2783.4468),(76 2809.9219),(77 2817.8455),(78 2854.5886),(79 2857.547),
(1 1185.5333),(2 1468.0333),(3 1725.3633),(4 1846.8665),(5 1965.1812),(6 2030.1187),(7 2014.0443),(8 2001.6724),(9 2031.5123),(10 2113.2424),(11 2180.1519),(12 2282.5044),(13 2356.231),(14 2396.8462),(15 2405.3835),(16 2370.2305),(17 2315.7222),(18 2296.6494),(19 2284.559),(20 2307.8792),(21 2309.325),(22 2355.1348),(23 2333.9507),(24 2342.8428),(25 2306.5833),(26 2304.1372),(27 2322.5144),(28 2313.3865),(29 2308.4104),(30 2291.4585),(31 2280.7842),(32 2283.9692),(33 2275.0962),(34 2263.6758),(35 2264.2554),(36 2275.9648),(37 2284.0398),(38 2287.1482),(39 2302.4766),(40 2280.0469),(41 2286.1182),(42 2285.381),(43 2257.7813),(44 2293.9119),(45 2312.9421),(46 2348.7935),(47 2397.0403),(48 2422.588),(49 2444.2253),(50 2486.0044),(51 2505.2651),(52 2534.7996),(53 2556.9597),(54 2572.6165),(55 2563.5151),(56 2576.996),(57 2596.116),(58 2611.552),(59 2597.5483),(60 2620.0024),(61 2618.9783),(62 2647.1565),(63 2661.0244),(64 2671.94),(65 2681.5764),(66 2693.059),(67 2700.9766),(68 2702.7266),(69 2721.1458),(70 2744.151),(71 2757.143),(72 2786.2056),(73 2798.753),(74 2799.1123),(75 2830.4893),(76 2885.0627),(77 2872.4277),(78 2899.9277),(79 2915.4912),
(1 1123.6736),(2 1387.364),(3 1618.9697),(4 1763.8341),(5 1888.4739),(6 1950.3354),(7 1975.9922),(8 1984.9047),(9 2012.051),(10 2072.801),(11 2119.7217),(12 2182.2964),(13 2262.1729),(14 2321.071),(15 2324.8015),(16 2281.6978),(17 2243.5825),(18 2235.235),(19 2219.6658),(20 2243.781),(21 2243.4426),(22 2295.4822),(23 2293.928),(24 2298.089),(25 2280.1917),(26 2276.5881),(27 2280.4653),(28 2240.7373),(29 2238.4465),(30 2211.85),(31 2205.1172),(32 2209.894),(33 2213.3257),(34 2211.9097),(35 2211.3694),(36 2191.5884),(37 2236.3953),(38 2247.4429),(39 2234.555),(40 2239.0637),(41 2232.2854),(42 2229.4248),(43 2213.2732),(44 2224.957),(45 2224.1738),(46 2250.0854),(47 2260.2488),(48 2264.4834),(49 2299.5337),(50 2344.2612),(51 2382.8132),(52 2422.425),(53 2430.0083),(54 2452.049),(55 2479.9995),(56 2501.3835),(57 2494.7253),(58 2507.5352),(59 2477.7566),(60 2493.0598),(61 2504.844),(62 2496.936),(63 2507.977),(64 2515.7622),(65 2533.339),(66 2573.082),(67 2579.1199),(68 2621.0938),(69 2663.5315),(70 2681.7742),(71 2716.5925),(72 2747.9336),(73 2772.4744),(74 2798.078),(75 2814.509),(76 2809.6873),(77 2829.3127),(78 2851.6438),(79 2871.7385),
(1 1112.0043),(2 1360.9205),(3 1604.1848),(4 1734.1105),(5 1855.3024),(6 1941.7386),(7 1956.6525),(8 1960.3229),(9 2003.8582),(10 2080.4863),(11 2122.9314),(12 2175.6975),(13 2232.4087),(14 2264.79),(15 2259.4888),(16 2250.3909),(17 2203.0205),(18 2223.7559),(19 2224.8706),(20 2225.8115),(21 2242.974),(22 2304.509),(23 2306.982),(24 2300.5886),(25 2272.0283),(26 2288.1582),(27 2299.8035),(28 2283.1555),(29 2258.4092),(30 2242.1294),(31 2215.711),(32 2201.8022),(33 2194.454),(34 2200.5168),(35 2185.4646),(36 2180.4766),(37 2198.3157),(38 2209.747),(39 2189.5593),(40 2184.4758),(41 2181.3042),(42 2154.4465),(43 2168.6174),(44 2149.389),(45 2162.5178),(46 2179.3381),(47 2232.4788),(48 2255.695),(49 2281.479),(50 2334.8203),(51 2361.692),(52 2407.8247),(53 2409.3174),(54 2453.3408),(55 2458.2102),(56 2460.776),(57 2457.3843),(58 2460.0852),(59 2481.526),(60 2489.1824),(61 2519.1348),(62 2518.4329),(63 2532.0662),(64 2560.9563),(65 2586.7017),(66 2630.7996),(67 2660.219),(68 2669.366),(69 2700.8457),(70 2686.6377),(71 2699.7085),(72 2706.194),(73 2755.6794),(74 2753.536),(75 2810.1733),(76 2820.9822),(77 2811.0469),(78 2865.5378),(79 2855.7144),
(1 1080.5168),(2 1347.6222),(3 1565.3074),(4 1679.775),(5 1799.6252),(6 1875.2222),(7 1891.4756),(8 1894.0859),(9 1930.884),(10 2002.8035),(11 2052.2937),(12 2097.4407),(13 2178.3533),(14 2204.5366),(15 2211.5188),(16 2181.66),(17 2135.1614),(18 2140.2188),(19 2132.3638),(20 2123.3237),(21 2103.642),(22 2144.1711),(23 2148.6714),(24 2137.2444),(25 2153.8796),(26 2165.9944),(27 2176.3752),(28 2155.0088),(29 2133.5686),(30 2113.5557),(31 2090.8992),(32 2058.9937),(33 2067.5242),(34 2071.7866),(35 2061.8452),(36 2052.8884),(37 2056.8755),(38 2064.6362),(39 2090.505),(40 2090.1677),(41 2071.8157),(42 2077.7266),(43 2093.5144),(44 2084.5742),(45 2102.1213),(46 2109.86),(47 2128.5237),(48 2168.9924),(49 2178.7078),(50 2208.8625),(51 2261.9749),(52 2283.1484),(53 2298.4536),(54 2333.5999),(55 2354.7617),(56 2359.3987),(57 2400.2441),(58 2387.1975),(59 2386.152),(60 2380.31),(61 2391.5874),(62 2411.6763),(63 2449.9102),(64 2462.0068),(65 2482.2642),(66 2508.1877),(67 2530.4592),(68 2577.9177),(69 2603.1895),(70 2620.1853),(71 2646.2659),(72 2646.7944),(73 2666.714),(74 2694.282),(75 2732.8975),(76 2739.4011),(77 2741.9272),(78 2766.7876),(79 2777.9749),
(1 1062.7505),(2 1318.8956),(3 1536.0074),(4 1684.0193),(5 1768.4934),(6 1854.244),(7 1844.8483),(8 1848.6372),(9 1882.8395),(10 1914.2136),(11 1977.2485),(12 2012.4175),(13 2092.3323),(14 2113.2559),(15 2128.728),(16 2102.8577),(17 2091.9897),(18 2095.5322),(19 2095.3015),(20 2124.1843),(21 2126.9077),(22 2177.3726),(23 2178.7666),(24 2167.999),(25 2164.471),(26 2158.895),(27 2148.8782),(28 2124.8472),(29 2103.2937),(30 2074.665),(31 2069.9365),(32 2060.2173),(33 2064.2354),(34 2083.0513),(35 2066.8784),(36 2052.6272),(37 2058.0537),(38 2069.2773),(39 2064.935),(40 2036.2894),(41 2031.4836),(42 2023.0468),(43 2064.7458),(44 2054.231),(45 2074.5964),(46 2103.778),(47 2127.697),(48 2155.164),(49 2178.083),(50 2208.195),(51 2257.558),(52 2321.0808),(53 2350.785),(54 2404.806),(55 2424.8145),(56 2436.0781),(57 2461.6804),(58 2467.6233),(59 2488.504),(60 2504.8213),(61 2541.0032),(62 2556.9792),(63 2593.796),(64 2622.5273),(65 2633.5518),(66 2663.2112),(67 2689.398),(68 2722.6523),(69 2721.393),(70 2730.2202),(71 2742.2288),(72 2741.0369),(73 2743.157),(74 2732.5935),(75 2720.197),(76 2704.8325),(77 2706.4185),(78 2684.0508),(79 2673.7732),
(1 1059.3671),(2 1304.637),(3 1525.5782),(4 1666.2446),(5 1770.0997),(6 1835.6803),(7 1850.6666),(8 1873.1497),(9 1904.4052),(10 1942.9202),(11 2012.4943),(12 2046.7858),(13 2142.5762),(14 2171.1072),(15 2191.3408),(16 2184.3972),(17 2141.6382),(18 2146.5608),(19 2144.7505),(20 2165.8542),(21 2179.4373),(22 2208.5432),(23 2197.9),(24 2203.8523),(25 2205.1042),(26 2201.1309),(27 2217.3843),(28 2199.9268),(29 2191.0461),(30 2147.872),(31 2117.4097),(32 2097.23),(33 2105.0415),(34 2104.3848),(35 2096.1975),(36 2087.073),(37 2103.064),(38 2113.1096),(39 2104.723),(40 2102.532),(41 2079.9424),(42 2095.368),(43 2113.48),(44 2109.8457),(45 2133.3235),(46 2179.1626),(47 2203.35),(48 2237.1033),(49 2249.6),(50 2236.061),(51 2273.7058),(52 2296.718),(53 2328.4146),(54 2348.0398),(55 2362.543),(56 2390.2312),(57 2418.7512),(58 2414.1326),(59 2425.361),(60 2427.4133),(61 2423.455),(62 2423.1465),(63 2455.3958),(64 2493.5034),(65 2516.521),(66 2529.4958),(67 2556.643),(68 2578.4128),(69 2585.5688),(70 2585.266),(71 2617.478),(72 2617.2559),(73 2641.2327),(74 2628.2183),(75 2641.6765),(76 2669.1853),(77 2688.5085),(78 2696.754),(79 2690.3142),
(1 1037.1511),(2 1275.4427),(3 1491.1127),(4 1622.1704),(5 1738.5177),(6 1810.6221),(7 1862.6978),(8 1868.8496),(9 1895.3654),(10 1939.684),(11 2002.7925),(12 2011.7985),(13 2056.6987),(14 2085.1658),(15 2094.2449),(16 2072.5403),(17 2053.88),(18 2079.3486),(19 2105.706),(20 2108.2544),(21 2108.5554),(22 2125.4307),(23 2110.367),(24 2098.1892),(25 2086.658),(26 2084.5364),(27 2067.912),(28 2070.6833),(29 2078.174),(30 2062.5322),(31 2043.1399),(32 2030.5057),(33 2020.865),(34 2002.6005),(35 2012.5604),(36 2014.9213),(37 2002.5068),(38 1983.7268),(39 1998.3499),(40 1997.1212),(41 2023.1239),(42 2045.2384),(43 2043.3783),(44 2034.4962),(45 2062.3406),(46 2093.833),(47 2136.7607),(48 2162.7456),(49 2196.6257),(50 2216.679),(51 2223.652),(52 2253.563),(53 2283.9094),(54 2287.821),(55 2349.0518),(56 2364.079),(57 2384.442),(58 2399.3428),(59 2412.4343),(60 2434.1614),(61 2450.6213),(62 2449.0493),(63 2491.7234),(64 2506.3982),(65 2497.3372),(66 2505.7761),(67 2561.3528),(68 2560.6255),(69 2549.8757),(70 2544.6685),(71 2556.561),(72 2562.2468),(73 2565.7107),(74 2581.5652),(75 2608.0686),(76 2629.6057),(77 2639.7786),(78 2642.2932),(79 2686.3694),
(1 1057.1227),(2 1284.3984),(3 1503.6947),(4 1658.5219),(5 1742.194),(6 1803.3881),(7 1834.3848),(8 1847.7758),(9 1848.5999),(10 1893.3344),(11 1963.7838),(12 1994.589),(13 2008.4069),(14 2050.425),(15 2064.5662),(16 2050.4187),(17 2026.355),(18 2050.6226),(19 2083.5435),(20 2084.8965),(21 2086.3418),(22 2119.614),(23 2078.499),(24 2078.9934),(25 2048.1396),(26 2058.6548),(27 2090.452),(28 2097.9438),(29 2084.4575),(30 2067.163),(31 2044.5764),(32 2033.9872),(33 2012.8835),(34 2009.6758),(35 1978.289),(36 2002.231),(37 2001.6235),(38 2002.8458),(39 2026.6833),(40 2011.4414),(41 2042.6549),(42 2056.6072),(43 2064.9282),(44 2072.0762),(45 2092.5332),(46 2126.207),(47 2189.4944),(48 2191.7422),(49 2200.0347),(50 2232.9998),(51 2246.505),(52 2306.3323),(53 2335.9294),(54 2324.6453),(55 2337.0635),(56 2349.3672),(57 2366.8645),(58 2371.188),(59 2378.4226),(60 2359.0266),(61 2383.7888),(62 2380.2715),(63 2415.6848),(64 2420.7244),(65 2444.103),(66 2448.0835),(67 2491.8489),(68 2478.1323),(69 2492.1614),(70 2507.375),(71 2525.1829),(72 2536.2798),(73 2550.3137),(74 2551.3496),(75 2563.4043),(76 2566.897),(77 2555.7312),(78 2551.0034),(79 2551.7927),
(1 1011.7501),(2 1242.4642),(3 1441.5593),(4 1581.2363),(5 1657.6401),(6 1733.455),(7 1789.1815),(8 1826.6008),(9 1836.4078),(10 1876.9773),(11 1919.0223),(12 1952.9684),(13 1960.0962),(14 1987.3849),(15 1981.7715),(16 1956.2122),(17 1958.1042),(18 1941.9941),(19 1960.023),(20 1986.6866),(21 2003.673),(22 2038.807),(23 2033.43),(24 1987.6545),(25 1973.8514),(26 1980.6317),(27 1996.9178),(28 1980.3073),(29 1954.4465),(30 1940.7488),(31 1925.7777),(32 1908.8655),(33 1890.7615),(34 1891.7546),(35 1899.2263),(36 1898.2799),(37 1917.102),(38 1918.4658),(39 1922.0756),(40 1917.5531),(41 1929.7443),(42 1952.431),(43 1974.2969),(44 1967.2416),(45 1979.9346),(46 2030.0334),(47 2086.424),(48 2100.4736),(49 2128.3438),(50 2154.9885),(51 2182.367),(52 2188.6816),(53 2210.8657),(54 2235.3147),(55 2271.107),(56 2283.4917),(57 2301.231),(58 2295.674),(59 2294.5977),(60 2306.789),(61 2313.936),(62 2315.887),(63 2343.6235),(64 2348.44),(65 2347.3762),(66 2364.4968),(67 2394.9153),(68 2388.296),(69 2374.7832),(70 2404.8792),(71 2422.9797),(72 2427.8186),(73 2442.6821),(74 2455.955),(75 2470.16),(76 2497.5771),(77 2501.5557),(78 2500.8838),(79 2533.1448),
