1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.0004183212),(2 3.685094),(3 13.74344),(4 17.602785),(5 17.606525),(6 20.576488),(7 23.37666),(8 25.1211),(9 25.118628),(10 26.28575),(11 26.144365),(12 27.079758),(13 27.076515),(14 29.691025),(15 33.184483),(16 33.686703),(17 33.70044),(18 33.641346),(19 33.79466),(20 33.983727),(21 33.98196),(22 33.616943),(23 35.362896),(24 37.383316),(25 37.385864),(26 38.101818),(27 40.04478),(28 40.966293),(29 40.991974),(30 39.786613),(31 37.592583),(32 36.78926),(33 36.782314),(34 35.35431),(35 34.778152),(36 36.21977),(37 36.215702),(38 36.437183),(39 36.100403),(40 36.48512),(41 36.48845),
(1 0.00035997844),(2 0.29977506),(3 0.5411152),(4 0.62239486),(5 0.6223065),(6 0.63355446),(7 0.6799818),(8 0.7403084),(9 0.7403337),(10 0.7240576),(11 0.74488276),(12 0.77537215),(13 0.7749464),(14 0.7740244),(15 0.82675266),(16 0.8707471),(17 0.86940014),(18 0.8414603),(19 0.88147753),(20 0.92708296),(21 0.9264881),(22 0.880434),(23 0.90359867),(24 0.96898),(25 0.96730787),(26 0.9563072),(27 0.9600162),(28 0.97775465),(29 0.9727653),(30 0.9377588),(31 0.9220901),(32 0.93697035),(33 0.93440837),(34 0.942921),(35 0.8975997),(36 0.9278032),(37 0.9256736),(38 0.8974314),(39 0.879268),(40 0.9113238),(41 0.9114207),
(1 0.00032971916),(2 0.26031363),(3 0.44008076),(4 0.5010683),(5 0.5009818),(6 0.51175654),(7 0.5425075),(8 0.59171116),(9 0.5915924),(10 0.5788346),(11 0.5892717),(12 0.6192505),(13 0.6181458),(14 0.6208936),(15 0.6580121),(16 0.6958861),(17 0.6948961),(18 0.6787221),(19 0.69582427),(20 0.72118545),(21 0.7206742),(22 0.70892274),(23 0.7179609),(24 0.7830048),(25 0.7815601),(26 0.7643693),(27 0.75233704),(28 0.7750306),(29 0.7680071),(30 0.7433487),(31 0.7183059),(32 0.7218448),(33 0.7206021),(34 0.7381963),(35 0.72438216),(36 0.7485387),(37 0.7469824),(38 0.71423507),(39 0.7095271),(40 0.7302277),(41 0.7301333),
(1 0.00028479742),(2 0.229617),(3 0.33408347),(4 0.37811813),(5 0.37772542),(6 0.3851539),(7 0.40655443),(8 0.4368345),(9 0.43673307),(10 0.44272125),(11 0.45221168),(12 0.47636703),(13 0.4754088),(14 0.47563392),(15 0.49104598),(16 0.5321185),(17 0.53151035),(18 0.5177642),(19 0.52345115),(20 0.5574966),(21 0.5566659),(22 0.5445911),(23 0.5572583),(24 0.5921285),(25 0.591066),(26 0.56524324),(27 0.56030804),(28 0.5923711),(29 0.5874792),(30 0.58102363),(31 0.5460908),(32 0.5600212),(33 0.5586151),(34 0.5609288),(35 0.5474711),(36 0.57545775),(37 0.5746121),(38 0.53685594),(39 0.54166996),(40 0.5585593),(41 0.5585082),
(1 0.0002651887),(2 0.18891273),(3 0.26208434),(4 0.30122703),(5 0.30093184),(6 0.30380946),(7 0.3191468),(8 0.3449774),(9 0.34461686),(10 0.34968346),(11 0.35910514),(12 0.3743827),(13 0.37331247),(14 0.37648332),(15 0.38726103),(16 0.4187203),(17 0.41768017),(18 0.4052743),(19 0.4153823),(20 0.44743586),(21 0.44696322),(22 0.42632782),(23 0.44825232),(24 0.46498293),(25 0.46403003),(26 0.4504677),(27 0.44026393),(28 0.4880024),(29 0.48359066),(30 0.47135806),(31 0.43804166),(32 0.4621309),(33 0.46109688),(34 0.44994438),(35 0.43845484),(36 0.45851356),(37 0.45755565),(38 0.42769283),(39 0.43132144),(40 0.44885525),(41 0.44885695),
(1 0.00025557642),(2 0.15709254),(3 0.21689355),(4 0.24914525),(5 0.24883497),(6 0.25273368),(7 0.2575069),(8 0.2768124),(9 0.2764881),(10 0.28403273),(11 0.2912076),(12 0.3056199),(13 0.30512074),(14 0.3070578),(15 0.32175642),(16 0.3451476),(17 0.34481815),(18 0.33784387),(19 0.35264224),(20 0.3668489),(21 0.36645752),(22 0.3511654),(23 0.3677811),(24 0.38184416),(25 0.3811456),(26 0.37232968),(27 0.3744866),(28 0.40215638),(29 0.3988939),(30 0.37800017),(31 0.3675027),(32 0.3827792),(33 0.38170502),(34 0.3740296),(35 0.3512673),(36 0.36975387),(37 0.3688313),(38 0.35584012),(39 0.3571097),(40 0.36969066),(41 0.36957204),
(1 0.00024959323),(2 0.12684092),(3 0.18064778),(4 0.20888387),(5 0.20870923),(6 0.20880882),(7 0.21650769),(8 0.23539539),(9 0.23494719),(10 0.23641783),(11 0.24437073),(12 0.26065794),(13 0.2597915),(14 0.26026264),(15 0.27494934),(16 0.29195353),(17 0.29137635),(18 0.2871688),(19 0.2992017),(20 0.31109893),(21 0.31066686),(22 0.30123442),(23 0.3081032),(24 0.3261776),(25 0.32558692),(26 0.31805614),(27 0.32166097),(28 0.3343018),(29 0.33038604),(30 0.3151785),(31 0.31626302),(32 0.32590413),(33 0.32498273),(34 0.31011832),(35 0.29329145),(36 0.3054639),(37 0.30483136),(38 0.2993955),(39 0.2942172),(40 0.30599332),(41 0.3058473),
(1 0.00023475179),(2 0.09748204),(3 0.14435282),(4 0.17117123),(5 0.17072111),(6 0.17224474),(7 0.18002063),(8 0.19769493),(9 0.19751509),(10 0.19897416),(11 0.20366374),(12 0.21796091),(13 0.21735573),(14 0.22004797),(15 0.23046523),(16 0.24559039),(17 0.24503328),(18 0.2370357),(19 0.24729545),(20 0.2634306),(21 0.26311022),(22 0.2492803),(23 0.25928852),(24 0.2688374),(25 0.26809293),(26 0.2630457),(27 0.26555872),(28 0.27890027),(29 0.2759383),(30 0.26240787),(31 0.25996715),(32 0.26499036),(33 0.26415253),(34 0.25787696),(35 0.24405663),(36 0.2534165),(37 0.25262892),(38 0.24705276),(39 0.24845585),(40 0.25918883),(41 0.25922287),
(1 0.00021991687),(2 0.07585064),(3 0.119262815),(4 0.14140654),(5 0.14117603),(6 0.14679374),(7 0.15090297),(8 0.16642424),(9 0.16617072),(10 0.16541183),(11 0.16791041),(12 0.18018623),(13 0.17960472),(14 0.18288238),(15 0.19153753),(16 0.20768666),(17 0.20724042),(18 0.20207494),(19 0.20666817),(20 0.22434348),(21 0.2240541),(22 0.21342601),(23 0.21569917),(24 0.22358999),(25 0.22287929),(26 0.22110313),(27 0.22701234),(28 0.2316821),(29 0.22829777),(30 0.22240302),(31 0.21328236),(32 0.22206008),(33 0.2211827),(34 0.21709333),(35 0.2083126),(36 0.21233258),(37 0.2117583),(38 0.20753287),(39 0.20430833),(40 0.2126516),(41 0.2126793),
(1 0.00020754855),(2 0.05996457),(3 0.09676347),(4 0.11953895),(5 0.11918581),(6 0.12051391),(7 0.12631483),(8 0.13959587),(9 0.1393339),(10 0.13935971),(11 0.14221029),(12 0.15166296),(13 0.15108605),(14 0.15436167),(15 0.16316497),(16 0.17713436),(17 0.17660527),(18 0.1701568),(19 0.17500663),(20 0.1874145),(21 0.187052),(22 0.17921121),(23 0.18155023),(24 0.1880784),(25 0.18746595),(26 0.18766654),(27 0.19262624),(28 0.20049192),(29 0.19757423),(30 0.19133756),(31 0.18469965),(32 0.1890934),(33 0.18824913),(34 0.18450594),(35 0.17481725),(36 0.1788439),(37 0.17812197),(38 0.17405793),(39 0.1715674),(40 0.17941679),(41 0.17937402),
(1 0.00022010753),(2 0.055474818),(3 0.089825146),(4 0.11047613),(5 0.110161275),(6 0.11335249),(7 0.119431436),(8 0.1308647),(9 0.13045488),(10 0.12973042),(11 0.13350156),(12 0.14212444),(13 0.14168955),(14 0.14408593),(15 0.14844312),(16 0.16411015),(17 0.16338894),(18 0.15871267),(19 0.16112013),(20 0.17101862),(21 0.17053054),(22 0.16566363),(23 0.16444111),(24 0.17431222),(25 0.1734126),(26 0.17218007),(27 0.17469275),(28 0.18586269),(29 0.18222348),(30 0.17576529),(31 0.16711786),(32 0.17210926),(33 0.17146765),(34 0.16703098),(35 0.16351864),(36 0.16812424),(37 0.16750161),(38 0.16405314),(39 0.1609102),(40 0.16850801),(41 0.16844237),
(1 0.00020090469),(2 0.045061942),(3 0.076856315),(4 0.09559525),(5 0.09519082),(6 0.097328186),(7 0.10288147),(8 0.11388297),(9 0.11360464),(10 0.1132108),(11 0.11320851),(12 0.121558644),(13 0.120911844),(14 0.12470946),(15 0.12999065),(16 0.1427734),(17 0.14217381),(18 0.1379907),(19 0.13921233),(20 0.15044567),(21 0.14994906),(22 0.14438711),(23 0.14377697),(24 0.15184532),(25 0.15117112),(26 0.15090045),(27 0.15341851),(28 0.16162387),(29 0.15904933),(30 0.15442431),(31 0.14674784),(32 0.1514714),(33 0.15092212),(34 0.14685662),(35 0.14142865),(36 0.14577293),(37 0.1451339),(38 0.14194427),(39 0.14096272),(40 0.14649357),(41 0.14645194),
(1 0.00020520802),(2 0.04153466),(3 0.07098722),(4 0.0879533),(5 0.08761335),(6 0.08963405),(7 0.0928177),(8 0.10255626),(9 0.10237591),(10 0.102809645),(11 0.104869224),(12 0.11255358),(13 0.11205671),(14 0.115538),(15 0.121022254),(16 0.13295224),(17 0.13241035),(18 0.12719773),(19 0.12974438),(20 0.13818406),(21 0.1377298),(22 0.13391465),(23 0.13341656),(24 0.14169897),(25 0.14110918),(26 0.14101098),(27 0.14490308),(28 0.15201469),(29 0.14904565),(30 0.14386706),(31 0.13702735),(32 0.14176254),(33 0.14106773),(34 0.13671651),(35 0.1322753),(36 0.13597839),(37 0.13543648),(38 0.13266435),(39 0.12978533),(40 0.13739163),(41 0.13733059),
(1 0.00022928175),(2 0.040968467),(3 0.068896696),(4 0.085035115),(5 0.08458831),(6 0.08694196),(7 0.09019645),(8 0.10018227),(9 0.09970492),(10 0.098617285),(11 0.100343786),(12 0.10774283),(13 0.1072405),(14 0.112182654),(15 0.116666585),(16 0.12941432),(17 0.1287635),(18 0.12250618),(19 0.12588513),(20 0.13581942),(21 0.13540195),(22 0.1308278),(23 0.13119821),(24 0.1365182),(25 0.13571303),(26 0.13567579),(27 0.13850525),(28 0.14672673),(29 0.14362629),(30 0.13978611),(31 0.13240169),(32 0.13764639),(33 0.13686688),(34 0.13248345),(35 0.12693724),(36 0.13194525),(37 0.13126701),(38 0.12884885),(39 0.12471251),(40 0.13248105),(41 0.13241614),
(1 0.00023067764),(2 0.03862614),(3 0.06555426),(4 0.0814038),(5 0.08104016),(6 0.08352791),(7 0.08739129),(8 0.097089455),(9 0.09676878),(10 0.09497523),(11 0.09683257),(12 0.10427164),(13 0.10357146),(14 0.1049975),(15 0.1117092),(16 0.1231278),(17 0.12240181),(18 0.11803038),(19 0.11954046),(20 0.12986124),(21 0.12940064),(22 0.12539855),(23 0.12436508),(24 0.130921),(25 0.13010293),(26 0.12908082),(27 0.13219847),(28 0.14041501),(29 0.13664989),(30 0.13310266),(31 0.12642963),(32 0.13197096),(33 0.1310395),(34 0.12566774),(35 0.12125534),(36 0.12655437),(37 0.12577732),(38 0.123209156),(39 0.11877073),(40 0.12711416),(41 0.12707779),
(1 0.00021423107),(2 0.03532428),(3 0.060262356),(4 0.075507),(5 0.074962236),(6 0.076104224),(7 0.07984112),(8 0.090487),(9 0.090081476),(10 0.08816148),(11 0.08850095),(12 0.09541427),(13 0.09480828),(14 0.09602832),(15 0.10133747),(16 0.11336716),(17 0.112682596),(18 0.1086514),(19 0.11073957),(20 0.1203439),(21 0.119858064),(22 0.11541046),(23 0.11434844),(24 0.122569025),(25 0.12170251),(26 0.119581334),(27 0.12221227),(28 0.12911825),(29 0.12645976),(30 0.1225817),(31 0.11639961),(32 0.122924805),(33 0.12218826),(34 0.11706487),(35 0.11168421),(36 0.11643304),(37 0.11582476),(38 0.11295661),(39 0.11030464),(40 0.11610306),(41 0.11607646),
(1 0.00020770861),(2 0.031938404),(3 0.05491348),(4 0.06983406),(5 0.069439),(6 0.07022875),(7 0.07497745),(8 0.08320188),(9 0.082790606),(10 0.08140696),(11 0.0830493),(12 0.08991667),(13 0.08937318),(14 0.08928577),(15 0.09570302),(16 0.10575397),(17 0.105243005),(18 0.10105577),(19 0.10363064),(20 0.11304089),(21 0.11253272),(22 0.107332386),(23 0.10660413),(24 0.11441318),(25 0.113810286),(26 0.111209095),(27 0.114987165),(28 0.120798),(29 0.11768605),(30 0.11449328),(31 0.10869571),(32 0.11307211),(33 0.11248587),(34 0.10871071),(35 0.10476326),(36 0.10891197),(37 0.10826647),(38 0.10583805),(39 0.10252371),(40 0.108953476),(41 0.10893468),
(1 0.00022068077),(2 0.030836541),(3 0.05365601),(4 0.06776145),(5 0.067301326),(6 0.06788153),(7 0.07178415),(8 0.07905525),(9 0.07859961),(10 0.07729244),(11 0.07967802),(12 0.08458111),(13 0.08404677),(14 0.086091995),(15 0.09097672),(16 0.10080917),(17 0.100179136),(18 0.09642431),(19 0.09851677),(20 0.10666828),(21 0.10621449),(22 0.10260237),(23 0.102377556),(24 0.10942587),(25 0.10886361),(26 0.10801319),(27 0.11005887),(28 0.115585044),(29 0.11355594),(30 0.10995281),(31 0.10425247),(32 0.10818991),(33 0.10746885),(34 0.10363596),(35 0.10018832),(36 0.10470623),(37 0.10400837),(38 0.10070798),(39 0.097777575),(40 0.1035389),(41 0.10347188),
(1 0.0002449569),(2 0.031116817),(3 0.052961204),(4 0.06560783),(5 0.065089434),(6 0.06743925),(7 0.070571855),(8 0.07821791),(9 0.077834204),(10 0.07629326),(11 0.078166164),(12 0.083882906),(13 0.08344899),(14 0.08571291),(15 0.09091177),(16 0.10099637),(17 0.10036611),(18 0.09672349),(19 0.09805102),(20 0.10583785),(21 0.10548979),(22 0.10197563),(23 0.102232404),(24 0.1095287),(25 0.10902016),(26 0.10716246),(27 0.11030881),(28 0.1157617),(29 0.11313746),(30 0.11011778),(31 0.10374961),(32 0.1074925),(33 0.10679822),(34 0.103698865),(35 0.09878317),(36 0.103577934),(37 0.10304611),(38 0.10008472),(39 0.097692676),(40 0.10226375),(41 0.10219052),
(1 0.00023177112),(2 0.028336542),(3 0.048688654),(4 0.06105606),(5 0.060562376),(6 0.061485164),(7 0.06499806),(8 0.07286857),(9 0.07256478),(10 0.07110853),(11 0.072119966),(12 0.07737138),(13 0.076866165),(14 0.07958509),(15 0.08384392),(16 0.09321439),(17 0.09281762),(18 0.08993522),(19 0.0912765),(20 0.09720476),(21 0.0967555),(22 0.094097435),(23 0.09557982),(24 0.101029016),(25 0.10041425),(26 0.09979929),(27 0.102798395),(28 0.10719209),(29 0.10531082),(30 0.103207745),(31 0.09733352),(32 0.10060092),(33 0.10004541),(34 0.0976031),(35 0.09226383),(36 0.096441366),(37 0.09594958),(38 0.09190566),(39 0.09080918),(40 0.095320225),(41 0.09518907),
(1 0.00022524773),(2 0.02626212),(3 0.043893117),(4 0.054084044),(5 0.05374284),(6 0.055738237),(7 0.058371034),(8 0.06404647),(9 0.06375063),(10 0.06257141),(11 0.06457588),(12 0.06929674),(13 0.06886073),(14 0.07138914),(15 0.07530771),(16 0.08189382),(17 0.081431486),(18 0.07985743),(19 0.082216896),(20 0.08636429),(21 0.08601172),(22 0.083337896),(23 0.0836567),(24 0.08838698),(25 0.08792575),(26 0.08792577),(27 0.0898559),(28 0.09503309),(29 0.0929362),(30 0.09107557),(31 0.08535876),(32 0.088453315),(33 0.08792744),(34 0.08508083),(35 0.08263073),(36 0.08627172),(37 0.085770324),(38 0.084863916),(39 0.08245588),(40 0.086585075),(41 0.08652098),
(1 0.00014767837),(2 0.0151082305),(3 0.024002386),(4 0.0287929),(5 0.028615845),(6 0.029316999),(7 0.030933784),(8 0.033375334),(9 0.033096462),(10 0.032951124),(11 0.033273503),(12 0.03592478),(13 0.0357324),(14 0.036577065),(15 0.03786498),(16 0.04177525),(17 0.04146578),(18 0.040257324),(19 0.041392263),(20 0.044027563),(21 0.04378465),(22 0.04186229),(23 0.0416704),(24 0.044410516),(25 0.04412433),(26 0.044246897),(27 0.045586083),(28 0.04840931),(29 0.04708091),(30 0.046164833),(31 0.0438679),(32 0.04574596),(33 0.04540327),(34 0.04348567),(35 0.042450737),(36 0.044853766),(37 0.044612925),(38 0.043984003),(39 0.042502053),(40 0.045260146),(41 0.045175545),
(1 0.00008315454),(2 0.0055930847),(3 0.0070557278),(4 0.008620243),(5 0.008504902),(6 0.008104101),(7 0.008215958),(8 0.009432684),(9 0.009340963),(10 0.008511776),(11 0.0084894365),(12 0.009828644),(13 0.009730774),(14 0.008922954),(15 0.008784211),(16 0.010129549),(17 0.009989711),(18 0.009215026),(19 0.009179646),(20 0.01054989),(21 0.0104205655),(22 0.009431773),(23 0.009325867),(24 0.0107652815),(25 0.010566492),(26 0.009637456),(27 0.009498521),(28 0.010908358),(29 0.010279725),(30 0.009774721),(31 0.0093379645),(32 0.010792168),(33 0.01062841),(34 0.009524437),(35 0.009391946),(36 0.010697022),(37 0.010528846),(38 0.009733231),(39 0.009333499),(40 0.0108468635),(41 0.010834394),
(1 0.00007588519),(2 0.0045622536),(3 0.005744845),(4 0.0069367876),(5 0.0068499953),(6 0.006465157),(7 0.006596012),(8 0.0075947153),(9 0.007501075),(10 0.0069235247),(11 0.006776865),(12 0.007890698),(13 0.007777363),(14 0.007094337),(15 0.0071735554),(16 0.008204547),(17 0.008079858),(18 0.00741549),(19 0.0074128904),(20 0.008460429),(21 0.0083678495),(22 0.0074808155),(23 0.0074449284),(24 0.008676067),(25 0.00854216),(26 0.0077147773),(27 0.0075332993),(28 0.008578115),(29 0.008075728),(30 0.007793346),(31 0.0075556724),(32 0.008523023),(33 0.008387647),(34 0.0075580864),(35 0.007422934),(36 0.008501918),(37 0.008362287),(38 0.007950733),(39 0.0074847806),(40 0.008690271),(41 0.008672151),
(1 0.00004533996),(2 0.002519322),(3 0.0030663032),(4 0.0037807925),(5 0.0037358897),(6 0.0034875532),(7 0.0035917934),(8 0.004105763),(9 0.0040528183),(10 0.0037052638),(11 0.0036101504),(12 0.004210062),(13 0.004139644),(14 0.003762071),(15 0.0037462944),(16 0.004364362),(17 0.0042956662),(18 0.0039379704),(19 0.004023694),(20 0.0044762725),(21 0.0044285394),(22 0.003963055),(23 0.003981334),(24 0.004508789),(25 0.0044059474),(26 0.004124123),(27 0.003933392),(28 0.0045487056),(29 0.004259285),(30 0.004142631),(31 0.003990236),(32 0.0045527117),(33 0.004450681),(34 0.004045833),(35 0.0039864746),(36 0.004538508),(37 0.004462953),(38 0.004143411),(39 0.003906774),(40 0.004661604),(41 0.004652418),
(1 0.00004647525),(2 0.002439054),(3 0.002989242),(4 0.003584925),(5 0.0035480557),(6 0.0033438718),(7 0.003406762),(8 0.0039102496),(9 0.0038519655),(10 0.003503776),(11 0.0034434348),(12 0.004037689),(13 0.0039831675),(14 0.0036508935),(15 0.003622426),(16 0.004189008),(17 0.004110124),(18 0.0037391891),(19 0.0037691353),(20 0.0042474475),(21 0.004194948),(22 0.003779943),(23 0.003742978),(24 0.004309427),(25 0.0042340187),(26 0.0038858627),(27 0.0038849826),(28 0.004438186),(29 0.004130404),(30 0.003974015),(31 0.0038149536),(32 0.0043157004),(33 0.004221273),(34 0.003888049),(35 0.0037889872),(36 0.004304857),(37 0.0042207367),(38 0.0040206676),(39 0.0038030928),(40 0.004417074),(41 0.004410506),
