1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 184.40169),(2 231.30313),(3 247.45702),(4 257.89484),(5 267.70483),(6 274.70004),(7 281.02078),(8 285.13992),(9 288.3478),(10 289.6594),(11 291.4228),(12 293.15314),(13 292.37436),(14 294.37787),(15 293.53024),(16 292.66452),(17 294.97318),(18 295.40128),(19 299.12778),(20 299.9302),(21 301.30652),(22 303.84872),(23 306.04202),(24 300.5967),(25 302.02698),(26 305.71768),(27 307.48392),(28 308.9752),(29 310.51373),(30 312.18137),(31 309.8267),(32 310.09857),(33 310.5422),(34 311.82587),(35 314.63776),(36 314.532),(37 310.8731),(38 316.08795),(39 312.77655),(40 314.60287),(41 314.85968),(42 315.9762),(43 317.4084),(44 315.30826),(45 315.6148),(46 313.53424),(47 316.20532),(48 317.72964),(49 316.13687),(50 322.56537),(51 317.4522),(52 322.8485),(53 323.10992),(54 323.45374),(55 325.21323),(56 325.92816),(57 324.05383),(58 323.18454),(59 328.09146),(60 329.0025),(61 327.77597),(62 326.12805),(63 322.96207),(64 320.68814),(65 322.18707),(66 323.83456),(67 326.49698),(68 328.083),(69 326.11328),(70 324.80984),(71 329.5728),(72 332.16086),(73 328.33527),(74 331.56677),(75 328.89923),(76 330.61615),(77 331.20282),(78 329.33026),(79 328.62564),
(1 184.69972),(2 235.61958),(3 253.9205),(4 260.82452),(5 268.77658),(6 275.68668),(7 276.92197),(8 277.65775),(9 279.8954),(10 285.04562),(11 288.3091),(12 291.40656),(13 290.70505),(14 293.0869),(15 291.23407),(16 293.7193),(17 292.78763),(18 297.74103),(19 299.99146),(20 300.6271),(21 301.51752),(22 301.71283),(23 301.7217),(24 299.5236),(25 301.79785),(26 301.74362),(27 305.0437),(28 304.60303),(29 305.68237),(30 303.97153),(31 305.39545),(32 305.84927),(33 304.90576),(34 304.82352),(35 306.43903),(36 307.33795),(37 307.20764),(38 311.86865),(39 311.84357),(40 314.93594),(41 314.83142),(42 314.47452),(43 315.04553),(44 309.94608),(45 305.96722),(46 307.00076),(47 309.25784),(48 309.80185),(49 309.24222),(50 312.6755),(51 310.7468),(52 316.11288),(53 316.5417),(54 316.85233),(55 318.7114),(56 321.28333),(57 321.7116),(58 323.22665),(59 324.2307),(60 324.00894),(61 322.5896),(62 322.36124),(63 319.70798),(64 319.08267),(65 319.5944),(66 319.84637),(67 322.63803),(68 325.6754),(69 327.0981),(70 329.9285),(71 326.86215),(72 330.22375),(73 331.74292),(74 336.0303),(75 335.0986),(76 336.35458),(77 340.54663),(78 335.95367),(79 336.2242),
(1 182.17348),(2 233.85957),(3 249.5109),(4 257.4358),(5 262.88397),(6 274.44644),(7 279.0768),(8 284.0458),(9 288.32462),(10 290.1145),(11 290.74496),(12 291.6994),(13 291.71545),(14 295.46622),(15 294.22668),(16 294.86145),(17 295.42276),(18 295.04626),(19 294.43134),(20 293.35263),(21 295.6537),(22 300.15308),(23 301.9918),(24 300.4898),(25 300.7165),(26 305.1605),(27 302.6399),(28 302.10025),(29 304.9398),(30 303.89008),(31 304.80438),(32 303.47278),(33 299.24994),(34 299.8892),(35 301.22852),(36 303.60614),(37 303.2259),(38 305.2126),(39 308.22983),(40 306.53568),(41 309.82986),(42 309.06244),(43 309.27863),(44 307.25183),(45 304.99323),(46 307.27478),(47 308.23682),(48 307.54398),(49 307.53952),(50 309.96786),(51 312.3825),(52 312.3312),(53 315.41425),(54 314.42557),(55 315.2827),(56 316.96317),(57 317.9793),(58 314.57962),(59 316.69748),(60 318.4801),(61 318.4327),(62 317.2802),(63 314.998),(64 313.78177),(65 319.10132),(66 323.0438),(67 320.16),(68 319.65976),(69 325.38217),(70 325.24097),(71 326.23917),(72 327.79828),(73 329.23697),(74 331.81158),(75 328.63107),(76 326.27625),(77 328.32977),(78 326.31628),(79 329.2299),
(1 181.3953),(2 228.11409),(3 242.42961),(4 248.89046),(5 258.35004),(6 266.73895),(7 271.6316),(8 275.50018),(9 279.27234),(10 279.33102),(11 278.98465),(12 283.03217),(13 283.33228),(14 284.46246),(15 286.98862),(16 287.00632),(17 287.31918),(18 289.58856),(19 290.39603),(20 291.63205),(21 290.80185),(22 292.56375),(23 291.88385),(24 290.68875),(25 295.42236),(26 295.436),(27 291.51074),(28 293.32913),(29 292.54413),(30 293.43298),(31 294.39774),(32 292.24585),(33 292.33047),(34 291.98343),(35 291.7946),(36 292.92722),(37 293.72156),(38 294.94376),(39 295.60626),(40 294.58057),(41 295.53964),(42 296.62363),(43 297.36252),(44 293.53833),(45 298.65167),(46 297.8821),(47 300.14136),(48 301.9654),(49 302.14496),(50 304.50528),(51 304.24658),(52 303.60226),(53 305.94025),(54 308.75186),(55 307.90063),(56 306.76563),(57 308.06583),(58 307.62265),(59 307.1878),(60 305.97617),(61 305.49408),(62 306.695),(63 306.50137),(64 303.75046),(65 304.32675),(66 307.94467),(67 309.6582),(68 310.39404),(69 309.46683),(70 312.13702),(71 314.54968),(72 314.30194),(73 314.30154),(74 319.75952),(75 316.84274),(76 316.73416),(77 316.64322),(78 316.00842),(79 315.2585),
(1 181.73453),(2 229.28035),(3 242.3207),(4 250.66072),(5 261.46524),(6 267.10757),(7 268.68787),(8 272.32504),(9 275.84155),(10 275.87854),(11 281.09506),(12 281.6128),(13 284.982),(14 286.26956),(15 285.27325),(16 284.78088),(17 286.55914),(18 288.6518),(19 290.6968),(20 288.65906),(21 289.74866),(22 291.25708),(23 294.74216),(24 293.41888),(25 298.51752),(26 300.696),(27 299.2223),(28 300.05652),(29 296.57758),(30 295.4532),(31 298.8718),(32 298.17258),(33 299.65582),(34 297.87668),(35 297.3849),(36 297.95258),(37 297.23602),(38 299.57068),(39 302.48285),(40 305.45612),(41 304.61682),(42 306.87393),(43 306.91306),(44 305.36163),(45 302.58838),(46 302.5333),(47 301.61578),(48 301.67075),(49 305.05212),(50 307.24173),(51 306.40924),(52 307.31427),(53 306.92575),(54 308.6184),(55 312.24072),(56 312.38193),(57 314.994),(58 316.10895),(59 315.37326),(60 314.52634),(61 313.50726),(62 312.90375),(63 313.201),(64 309.26938),(65 309.98898),(66 310.43582),(67 313.04645),(68 313.37476),(69 318.0995),(70 318.2196),(71 321.0322),(72 322.52896),(73 323.46475),(74 331.2326),(75 331.86176),(76 329.3369),(77 334.32718),(78 331.13675),(79 332.77338),
(1 175.81302),(2 220.14812),(3 233.15057),(4 240.79948),(5 251.96489),(6 259.1239),(7 264.74872),(8 265.58475),(9 269.67648),(10 270.4657),(11 270.66772),(12 272.69836),(13 274.50046),(14 274.35104),(15 271.33453),(16 270.42593),(17 270.4482),(18 273.80258),(19 271.50027),(20 274.61005),(21 277.25327),(22 280.03888),(23 281.4507),(24 279.6861),(25 284.88513),(26 285.0335),(27 285.92783),(28 285.37515),(29 285.5312),(30 285.69037),(31 287.97263),(32 287.41437),(33 288.1236),(34 289.8597),(35 289.30264),(36 287.48737),(37 288.8814),(38 291.33133),(39 292.76605),(40 295.65927),(41 295.18777),(42 291.22418),(43 294.03284),(44 296.2898),(45 294.64496),(46 292.49323),(47 288.78723),(48 288.49982),(49 291.61218),(50 295.53253),(51 291.70102),(52 293.2081),(53 297.21454),(54 299.41394),(55 299.9847),(56 299.81122),(57 304.10696),(58 306.0487),(59 304.29684),(60 303.49423),(61 299.59644),(62 304.59775),(63 301.9702),(64 302.1973),(65 307.04),(66 305.81305),(67 305.3434),(68 307.1329),(69 306.96805),(70 309.59586),(71 312.3239),(72 314.21136),(73 316.24588),(74 320.67783),(75 320.75476),(76 317.0454),(77 317.81903),(78 317.28268),(79 319.8984),
(1 170.90388),(2 219.1041),(3 230.66525),(4 239.72844),(5 247.35626),(6 257.0235),(7 263.17184),(8 265.2745),(9 270.41922),(10 270.70905),(11 271.178),(12 272.3744),(13 273.5068),(14 278.873),(15 275.87894),(16 275.81882),(17 275.6809),(18 279.0706),(19 279.0688),(20 282.00485),(21 278.50024),(22 282.05515),(23 282.63766),(24 282.51736),(25 282.74615),(26 286.68295),(27 288.15237),(28 288.26437),(29 289.0233),(30 289.3746),(31 289.91412),(32 291.0792),(33 289.3233),(34 291.7599),(35 292.62143),(36 292.07123),(37 293.27353),(38 297.388),(39 296.17358),(40 295.11176),(41 296.56564),(42 297.8194),(43 299.29056),(44 295.6076),(45 292.54358),(46 291.49084),(47 292.3148),(48 294.19345),(49 297.05588),(50 298.66382),(51 292.00897),(52 295.48544),(53 297.05573),(54 298.63574),(55 299.25204),(56 299.17654),(57 301.1698),(58 299.1488),(59 302.93784),(60 299.3986),(61 296.26746),(62 300.47778),(63 296.1296),(64 292.96014),(65 292.73816),(66 292.13403),(67 297.3238),(68 298.5508),(69 302.81274),(70 303.0561),(71 304.35434),(72 305.57126),(73 308.46228),(74 311.19656),(75 307.18033),(76 308.55466),(77 310.71323),(78 311.00253),(79 312.11838),
(1 167.81996),(2 211.99721),(3 227.47792),(4 236.01132),(5 245.92824),(6 251.4426),(7 254.78084),(8 253.75984),(9 259.79953),(10 259.07016),(11 256.6116),(12 261.67944),(13 262.9677),(14 262.95068),(15 264.5018),(16 265.87842),(17 265.54398),(18 268.6883),(19 270.34515),(20 271.1869),(21 269.8693),(22 273.5909),(23 277.48227),(24 276.864),(25 277.64618),(26 283.9086),(27 285.13483),(28 284.82147),(29 283.89526),(30 285.28363),(31 283.40308),(32 283.83057),(33 284.49832),(34 286.71237),(35 282.21783),(36 282.52805),(37 282.60522),(38 284.24667),(39 283.12817),(40 285.24603),(41 286.35947),(42 288.15002),(43 289.63727),(44 287.3168),(45 283.92978),(46 281.45233),(47 284.41653),(48 285.1233),(49 286.38873),(50 288.71774),(51 284.33917),(52 285.79263),(53 286.97778),(54 288.3323),(55 288.80542),(56 287.60492),(57 289.8819),(58 290.15027),(59 291.1862),(60 288.66656),(61 291.05743),(62 292.09543),(63 288.68958),(64 288.77515),(65 288.95657),(66 293.0767),(67 296.50446),(68 300.07416),(69 301.45813),(70 302.34164),(71 303.0404),(72 306.97046),(73 309.12894),(74 310.27417),(75 308.31296),(76 307.70612),(77 310.35028),(78 310.12766),(79 311.5747),
(1 166.63245),(2 208.47157),(3 222.33382),(4 234.8971),(5 245.31459),(6 245.05054),(7 249.86505),(8 249.56235),(9 252.3267),(10 254.34338),(11 253.96057),(12 255.97537),(13 253.74698),(14 255.4513),(15 253.33882),(16 254.20934),(17 257.0221),(18 258.05893),(19 259.65204),(20 261.40747),(21 263.63745),(22 266.13495),(23 264.74292),(24 264.7423),(25 265.28937),(26 269.43643),(27 267.98886),(28 271.7846),(29 271.05264),(30 273.5977),(31 274.93237),(32 275.6411),(33 277.88452),(34 278.9586),(35 278.07452),(36 277.74976),(37 279.70895),(38 281.23074),(39 280.62326),(40 281.69183),(41 284.50735),(42 283.6075),(43 285.36566),(44 282.11194),(45 279.02524),(46 281.54672),(47 282.09268),(48 282.15494),(49 284.50076),(50 285.2192),(51 284.13574),(52 286.23392),(53 288.17426),(54 286.84662),(55 287.76416),(56 289.33835),(57 292.94077),(58 293.76584),(59 292.94083),(60 292.14938),(61 291.94434),(62 291.9124),(63 289.23163),(64 291.63376),(65 291.8206),(66 294.13266),(67 293.47345),(68 296.91513),(69 298.13687),(70 301.75107),(71 302.01413),(72 303.4904),(73 302.2791),(74 304.24387),(75 299.33923),(76 298.81702),(77 300.18286),(78 298.6922),(79 300.15198),
(1 168.80423),(2 213.38449),(3 223.91948),(4 235.29703),(5 244.4514),(6 250.98132),(7 254.05789),(8 255.61667),(9 258.64584),(10 260.7251),(11 264.53812),(12 266.64337),(13 263.88553),(14 264.37085),(15 264.03534),(16 262.88245),(17 265.083),(18 266.25394),(19 269.49817),(20 267.24826),(21 267.1189),(22 269.17334),(23 273.97906),(24 272.90356),(25 273.4696),(26 277.21143),(27 277.7266),(28 277.00916),(29 276.22604),(30 278.43137),(31 276.15784),(32 276.49634),(33 276.56818),(34 279.37988),(35 280.29242),(36 278.11682),(37 277.9566),(38 283.29044),(39 281.13696),(40 282.02463),(41 283.8099),(42 282.38528),(43 284.41937),(44 283.69836),(45 279.58664),(46 280.08896),(47 281.0752),(48 282.1567),(49 285.80933),(50 288.9573),(51 285.4523),(52 287.91827),(53 288.0907),(54 287.92264),(55 289.2897),(56 288.69482),(57 289.15247),(58 288.68854),(59 288.6968),(60 286.52145),(61 289.8323),(62 287.3382),(63 292.1491),(64 292.67926),(65 292.0185),(66 289.8239),(67 293.03638),(68 293.74387),(69 293.7667),(70 294.40417),(71 292.7253),(72 294.63596),(73 291.50308),(74 290.759),(75 288.70178),(76 290.9078),(77 290.5623),(78 292.3745),(79 294.91202),
(1 165.7287),(2 208.46033),(3 220.87685),(4 226.90047),(5 237.33958),(6 240.97282),(7 244.15215),(8 243.72183),(9 246.45067),(10 249.563),(11 249.93127),(12 250.49858),(13 252.35133),(14 256.33438),(15 251.90497),(16 251.00783),(17 253.63173),(18 255.15657),(19 255.42273),(20 253.16151),(21 257.43503),(22 257.64233),(23 260.34045),(24 257.36926),(25 257.06818),(26 262.39297),(27 261.21887),(28 262.2584),(29 264.41733),(30 268.10852),(31 269.17783),(32 266.35394),(33 267.69464),(34 271.83224),(35 268.81174),(36 267.8436),(37 270.38156),(38 274.01913),(39 271.4397),(40 273.21884),(41 275.23737),(42 273.05124),(43 275.33408),(44 272.3317),(45 272.04437),(46 271.14948),(47 272.46622),(48 271.58365),(49 275.60303),(50 278.36658),(51 277.97528),(52 279.12064),(53 277.70187),(54 276.24387),(55 276.1446),(56 276.34268),(57 278.22778),(58 278.33704),(59 279.8773),(60 280.04477),(61 280.5487),(62 279.95303),(63 281.23312),(64 278.52457),(65 280.64236),(66 282.4729),(67 283.8045),(68 289.459),(69 288.94812),(70 289.79904),(71 293.3431),(72 291.27258),(73 292.57245),(74 295.5709),(75 291.45767),(76 289.44217),(77 291.4294),(78 293.0549),(79 293.90164),
(1 162.41103),(2 204.72575),(3 215.44627),(4 225.66437),(5 230.46184),(6 238.62766),(7 239.76251),(8 243.99365),(9 248.62753),(10 249.81735),(11 251.1959),(12 253.74188),(13 253.06192),(14 254.85332),(15 253.70235),(16 254.01346),(17 252.92923),(18 255.2185),(19 255.9103),(20 258.53732),(21 262.61426),(22 265.6669),(23 267.1456),(24 265.04813),(25 264.15964),(26 266.87637),(27 266.51718),(28 267.6924),(29 266.8912),(30 269.04016),(31 270.38235),(32 271.0695),(33 271.5515),(34 270.675),(35 270.35745),(36 272.5085),(37 270.5999),(38 273.97925),(39 273.51633),(40 273.9431),(41 273.26868),(42 272.88632),(43 273.18457),(44 271.53137),(45 270.40082),(46 273.1076),(47 275.20804),(48 273.45813),(49 277.10178),(50 278.81995),(51 275.5839),(52 278.98126),(53 279.44623),(54 278.68802),(55 279.35556),(56 279.9397),(57 283.86694),(58 282.4708),(59 282.34396),(60 283.2011),(61 282.3104),(62 286.83618),(63 284.50848),(64 284.28442),(65 286.21167),(66 288.23227),(67 288.4705),(68 289.98627),(69 291.61862),(70 293.64337),(71 294.8),(72 294.25333),(73 296.361),(74 297.26752),(75 295.53778),(76 297.19595),(77 297.46545),(78 298.15182),(79 297.7256),
(1 159.4362),(2 200.90271),(3 213.25984),(4 221.73),(5 231.52507),(6 237.25995),(7 240.16782),(8 242.66768),(9 244.55763),(10 245.85043),(11 247.88998),(12 252.37354),(13 255.28036),(14 255.92424),(15 251.14182),(16 250.95087),(17 251.68669),(18 253.80753),(19 254.51895),(20 257.30652),(21 257.55927),(22 255.79547),(23 257.6659),(24 258.98502),(25 260.04892),(26 262.9243),(27 261.23682),(28 259.91547),(29 257.51117),(30 258.25153),(31 260.87506),(32 261.77582),(33 262.93268),(34 260.6245),(35 263.28635),(36 263.11996),(37 264.14667),(38 264.91196),(39 265.57568),(40 267.1695),(41 269.72348),(42 272.6847),(43 272.06577),(44 272.61447),(45 272.61032),(46 272.52863),(47 272.89487),(48 274.0853),(49 276.9726),(50 279.0688),(51 275.3024),(52 275.71997),(53 278.38367),(54 278.44107),(55 277.5391),(56 278.6623),(57 279.074),(58 278.04562),(59 279.5933),(60 277.26462),(61 274.4),(62 274.28555),(63 270.70517),(64 271.54346),(65 272.86615),(66 275.57864),(67 277.2574),(68 276.17712),(69 278.61298),(70 276.24274),(71 280.22598),(72 279.48743),(73 282.20932),(74 283.484),(75 280.87994),(76 278.8157),(77 278.09772),(78 277.35712),(79 278.42468),
(1 159.32692),(2 199.51009),(3 211.30069),(4 216.55737),(5 223.38675),(6 231.73274),(7 233.82515),(8 236.10463),(9 238.39029),(10 241.14838),(11 243.8651),(12 246.08575),(13 248.3018),(14 252.40329),(15 249.89838),(16 252.15556),(17 253.70828),(18 253.6216),(19 254.6235),(20 252.98718),(21 255.55852),(22 259.74582),(23 259.46173),(24 257.5783),(25 262.33054),(26 265.71173),(27 262.36865),(28 263.03775),(29 262.88635),(30 264.30255),(31 268.17877),(32 267.99826),(33 267.17975),(34 266.53372),(35 264.46735),(36 262.81305),(37 264.56622),(38 264.82227),(39 263.85965),(40 267.1286),(41 268.26163),(42 267.50473),(43 267.53918),(44 266.83005),(45 264.87738),(46 265.47058),(47 264.41727),(48 267.59625),(49 267.8476),(50 267.84625),(51 268.4998),(52 269.32608),(53 270.2137),(54 271.00848),(55 274.78403),(56 275.5669),(57 276.86954),(58 273.19272),(59 274.1723),(60 277.64078),(61 276.2796),(62 280.39615),(63 275.54056),(64 277.25217),(65 277.95044),(66 276.89624),(67 277.84702),(68 280.06213),(69 280.79962),(70 284.70288),(71 287.4673),(72 289.94318),(73 293.4354),(74 294.11456),(75 289.45953),(76 287.2624),(77 288.87393),(78 288.75925),(79 289.5726),
(1 159.77219),(2 198.22241),(3 210.5138),(4 214.81332),(5 221.95052),(6 226.97128),(7 231.78912),(8 231.91495),(9 236.93974),(10 237.24951),(11 236.85893),(12 238.42244),(13 238.70966),(14 243.6608),(15 242.3916),(16 243.78864),(17 245.1013),(18 244.07654),(19 246.03357),(20 245.12297),(21 246.7083),(22 249.25172),(23 248.26173),(24 246.2395),(25 248.02347),(26 251.92099),(27 254.25116),(28 254.8833),(29 256.81723),(30 257.09628),(31 257.54602),(32 256.40756),(33 256.98352),(34 258.0877),(35 257.1163),(36 255.76854),(37 255.93466),(38 258.05045),(39 256.73892),(40 256.05365),(41 254.16768),(42 255.08476),(43 255.54779),(44 257.19308),(45 256.47375),(46 256.04803),(47 257.6455),(48 257.70258),(49 258.35175),(50 260.35995),(51 256.8647),(52 258.47183),(53 262.4588),(54 260.19357),(55 261.87772),(56 261.9109),(57 265.33426),(58 261.61627),(59 262.54385),(60 263.36896),(61 262.06174),(62 266.89008),(63 267.06586),(64 268.19827),(65 269.5323),(66 272.3548),(67 271.74194),(68 270.76392),(69 270.97565),(70 273.96542),(71 275.52832),(72 281.36176),(73 278.4621),(74 278.52576),(75 276.4427),(76 278.1887),(77 275.59097),(78 278.66962),(79 281.7315),
(1 155.18661),(2 193.92282),(3 203.8821),(4 212.23552),(5 218.93059),(6 223.93953),(7 226.55325),(8 228.30615),(9 231.29999),(10 233.0556),(11 235.94305),(12 236.12709),(13 240.07571),(14 242.37483),(15 239.05994),(16 240.60556),(17 241.6937),(18 247.44537),(19 246.65108),(20 246.10988),(21 247.57881),(22 246.57973),(23 248.2572),(24 247.52348),(25 247.88235),(26 252.17856),(27 247.99731),(28 250.32396),(29 249.42374),(30 252.84862),(31 252.80069),(32 252.52628),(33 253.36147),(34 252.95079),(35 251.0237),(36 253.23575),(37 253.88614),(38 251.0613),(39 249.79399),(40 252.82068),(41 250.97137),(42 251.79846),(43 254.337),(44 253.82709),(45 253.88756),(46 253.9214),(47 257.5202),(48 257.93167),(49 258.69186),(50 261.83417),(51 261.9409),(52 264.2324),(53 264.77133),(54 263.8433),(55 263.0933),(56 262.93576),(57 262.6309),(58 260.51242),(59 258.59244),(60 260.1901),(61 260.35208),(62 262.37897),(63 260.35696),(64 258.62363),(65 258.85254),(66 260.8683),(67 257.6408),(68 256.86984),(69 259.0477),(70 259.18948),(71 259.5146),(72 260.24588),(73 260.29666),(74 262.1337),(75 263.0308),(76 266.64932),(77 265.71307),(78 267.5978),(79 265.81958),
(1 157.24146),(2 193.34239),(3 206.1294),(4 212.46323),(5 219.9298),(6 228.40817),(7 231.37183),(8 231.11368),(9 236.55031),(10 237.74881),(11 235.35242),(12 237.20912),(13 239.38914),(14 238.69255),(15 237.18604),(16 235.66554),(17 238.48064),(18 240.55916),(19 242.64706),(20 242.64165),(21 239.69319),(22 241.9062),(23 241.7858),(24 244.10631),(25 242.87039),(26 243.62685),(27 246.5563),(28 248.36272),(29 248.93585),(30 249.29378),(31 250.84334),(32 252.61046),(33 254.10167),(34 256.59628),(35 252.30777),(36 254.036),(37 252.81781),(38 253.93555),(39 252.17601),(40 255.56169),(41 252.0576),(42 252.05049),(43 251.34163),(44 250.82684),(45 251.49461),(46 251.81628),(47 254.74266),(48 258.64398),(49 259.741),(50 259.73676),(51 259.1695),(52 260.3991),(53 261.99063),(54 261.7243),(55 260.53302),(56 262.3984),(57 263.85992),(58 263.2139),(59 262.60867),(60 261.45905),(61 262.5128),(62 263.61972),(63 259.1923),(64 261.19058),(65 261.82523),(66 262.80753),(67 264.6709),(68 265.28204),(69 267.67422),(70 269.54276),(71 269.49628),(72 272.09613),(73 274.01538),(74 273.58008),(75 272.84894),(76 278.08725),(77 278.56522),(78 279.9369),(79 280.81326),
(1 151.07076),(2 188.82127),(3 201.22244),(4 206.81325),(5 214.60695),(6 221.61667),(7 225.86865),(8 227.25418),(9 230.57162),(10 231.99487),(11 234.00584),(12 234.19226),(13 240.2159),(14 241.84302),(15 238.47136),(16 234.52951),(17 236.45393),(18 236.64616),(19 240.1372),(20 238.75883),(21 241.63203),(22 242.14241),(23 242.31343),(24 241.24142),(25 241.82022),(26 244.64471),(27 244.81042),(28 245.76414),(29 243.66246),(30 244.74962),(31 245.98918),(32 244.87218),(33 247.14296),(34 247.66554),(35 247.8776),(36 245.0111),(37 245.14693),(38 248.26013),(39 248.08218),(40 247.04552),(41 247.61194),(42 247.15685),(43 247.36864),(44 247.83849),(45 248.70851),(46 247.13058),(47 250.67593),(48 249.45525),(49 249.22502),(50 250.98166),(51 249.6782),(52 248.90901),(53 251.63693),(54 252.74696),(55 256.74094),(56 254.06828),(57 255.83987),(58 255.2826),(59 257.67),(60 256.10242),(61 256.1652),(62 259.64114),(63 258.8953),(64 261.4631),(65 265.0279),(66 263.82486),(67 265.12534),(68 267.50427),(69 269.1609),(70 270.13672),(71 272.5772),(72 275.59286),(73 277.5888),(74 281.68073),(75 279.4077),(76 280.25937),(77 282.17377),(78 282.1992),(79 280.59924),
(1 151.26135),(2 189.27632),(3 200.78099),(4 207.24132),(5 214.39987),(6 221.92981),(7 220.91252),(8 221.66153),(9 222.31384),(10 223.61542),(11 227.56828),(12 226.11458),(13 228.89323),(14 231.80707),(15 231.67488),(16 230.84827),(17 232.53874),(18 232.92262),(19 235.76178),(20 236.53748),(21 236.68008),(22 237.34361),(23 235.96454),(24 238.47638),(25 238.67516),(26 242.38895),(27 242.62218),(28 243.76868),(29 244.19928),(30 243.33328),(31 246.35818),(32 244.29152),(33 243.10701),(34 245.82164),(35 240.77083),(36 242.93451),(37 241.68442),(38 240.50551),(39 240.42513),(40 242.18538),(41 243.06863),(42 245.95135),(43 247.1379),(44 243.53244),(45 240.74713),(46 241.73776),(47 244.53635),(48 246.35587),(49 246.05717),(50 248.46796),(51 245.94545),(52 245.28479),(53 247.10046),(54 247.01607),(55 248.94896),(56 248.43452),(57 249.90863),(58 248.72),(59 246.903),(60 249.28003),(61 246.98914),(62 248.1697),(63 247.27356),(64 246.42516),(65 245.07852),(66 246.82344),(67 248.15565),(68 248.79614),(69 250.69696),(70 251.41113),(71 250.26433),(72 251.58664),(73 251.10315),(74 256.68604),(75 256.56802),(76 258.39108),(77 258.98856),(78 259.17883),(79 258.5801),
