1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18812.049),(2 52842.332),(3 154064.94),(4 238775.33),(5 305641.7),(6 391292.6),(7 479315),(8 548039.94),(9 616642.9),(10 698963.7),(11 748801.3),(12 801576),(13 860886.56),(14 909127.94),(15 957738.2),(16 1020494.56),(17 1065824.5),(18 1122645.1),(19 1192329.1),(20 1253975.1),(21 1318782.4),(22 1394245),(23 1444536),(24 1461697.4),(25 1489392.4),(26 1527271.6),(27 1572642),(28 1648674.9),(29 1674551.4),(30 1724728),(31 1783598.5),(32 1860178),(33 1966887.4),(34 2086383.4),(35 2192411.3),(36 2298915.8),(37 2389718.3),(38 2459017.3),(39 2515248.8),(40 2563300.3),(41 2588299),(42 2617510.8),(43 2655716.3),(44 2673910.8),(45 2704146.3),(46 2719748.5),(47 2721159.8),(48 2713650),(49 2696006.3),(50 2684133.3),(51 2680527.3),(52 2688214.8),(53 2763570.5),(54 2791055.5),(55 2825477.3),(56 2860287.3),(57 2924668.8),(58 3025891),(59 3125353.3),(60 3277516),(61 3470436.8),(62 3691729.3),(63 3944413.3),(64 4258251),(65 4495230),(66 4737581.5),(67 5009884.5),(68 5247468.5),(69 5501891.5),(70 5757274),(71 5982065.5),(72 6225716.5),(73 6444844.5),(74 6580032.5),(75 6763980.5),(76 6942508.5),(77 7130767.5),(78 7398614),(79 7604016.5),
(1 410.40115),(2 570.94745),(3 704.6498),(4 774.93353),(5 835.3534),(6 877.3037),(7 921.4433),(8 940.8936),(9 963.83765),(10 989.0484),(11 995.83344),(12 1020.0676),(13 1035.4229),(14 1041.9417),(15 1057.9214),(16 1076.6617),(17 1076.3412),(18 1094.0852),(19 1099.5311),(20 1114.2714),(21 1117.9169),(22 1130.0002),(23 1127.781),(24 1124.3184),(25 1140.8827),(26 1142.3337),(27 1155.9957),(28 1147.0657),(29 1145.4563),(30 1138.7106),(31 1144.419),(32 1137.6975),(33 1148.3811),(34 1152.1278),(35 1155.339),(36 1148.1685),(37 1171.1819),(38 1158.7626),(39 1169.9769),(40 1176.3661),(41 1172.5189),(42 1159.7217),(43 1164.7897),(44 1163.1592),(45 1156.8257),(46 1158.0564),(47 1150.7875),(48 1156.3693),(49 1170.7924),(50 1190.5347),(51 1219.2867),(52 1245.483),(53 1221.3015),(54 1225.9618),(55 1232.5502),(56 1226.2562),(57 1231.977),(58 1230.502),(59 1223.5665),(60 1217.5839),(61 1224.0599),(62 1214.9565),(63 1208.9867),(64 1219.4851),(65 1209.6266),(66 1207.3074),(67 1217.1818),(68 1198.4663),(69 1191.9427),(70 1195.1884),(71 1171.998),(72 1160),(73 1161.1171),(74 1149.7633),(75 1149.0923),(76 1151.4054),(77 1132.2175),(78 1140.4006),(79 1147.9551),
(1 405.58987),(2 570.09753),(3 711.22424),(4 785.2588),(5 832.96405),(6 866.1143),(7 912.2154),(8 928.5639),(9 946.67285),(10 967.7313),(11 971.07306),(12 990.3977),(13 992.1376),(14 993.46136),(15 1020.6059),(16 1039.1742),(17 1043.3152),(18 1051.8965),(19 1064.405),(20 1070.3962),(21 1089.6696),(22 1119.0565),(23 1110.5763),(24 1109.9786),(25 1115.9341),(26 1106.0114),(27 1109.2922),(28 1113.6909),(29 1117.8575),(30 1107.2218),(31 1118.0547),(32 1117.2225),(33 1122.5519),(34 1130.9893),(35 1139.3032),(36 1133.8478),(37 1144.7946),(38 1129.07),(39 1139.3359),(40 1156.1619),(41 1149.6116),(42 1145.5166),(43 1153.9764),(44 1143.2567),(45 1145.1825),(46 1147.9222),(47 1134.3318),(48 1142.5546),(49 1153.6771),(50 1173.1309),(51 1188.987),(52 1219.6432),(53 1209.5032),(54 1211.8225),(55 1225.7632),(56 1215.2424),(57 1219.8214),(58 1220.3351),(59 1213.5234),(60 1226.4154),(61 1227.0991),(62 1214.0277),(63 1220.5778),(64 1237.8846),(65 1221.559),(66 1220.5856),(67 1227.4823),(68 1228.9924),(69 1222.2858),(70 1230.9138),(71 1203.4263),(72 1193.9142),(73 1200.4617),(74 1188.4777),(75 1188.0107),(76 1198.0082),(77 1182.624),(78 1183.1738),(79 1184.2639),
(1 403.5493),(2 562.431),(3 697.58685),(4 772.8468),(5 817.5686),(6 857.73535),(7 894.2523),(8 915.136),(9 930.9225),(10 962.84705),(11 970.78894),(12 978.3282),(13 987.8999),(14 985.8903),(15 1000.4921),(16 1008.79315),(17 1008.8041),(18 1024.2509),(19 1045.0957),(20 1050.3816),(21 1064.865),(22 1099.68),(23 1103.6243),(24 1120.6072),(25 1137.3488),(26 1132.4362),(27 1131.8528),(28 1132.1027),(29 1127.8853),(30 1123.7731),(31 1124.8955),(32 1126.4695),(33 1133.8735),(34 1141.1819),(35 1137.2529),(36 1128.224),(37 1144.5851),(38 1132.7299),(39 1147.4706),(40 1144.6957),(41 1138.0541),(42 1141.4607),(43 1146.0712),(44 1127.9456),(45 1142.7633),(46 1144.3407),(47 1138.2438),(48 1142.2495),(49 1154.3455),(50 1153.7496),(51 1170.2281),(52 1190.5609),(53 1177.1781),(54 1180.5457),(55 1188.8187),(56 1185.1176),(57 1194.8833),(58 1196.4172),(59 1188.372),(60 1196.5388),(61 1200.627),(62 1191.3066),(63 1194.9598),(64 1208.461),(65 1186.7946),(66 1181.9094),(67 1186.3904),(68 1182.7502),(69 1172.9005),(70 1176.2596),(71 1166.296),(72 1164.1002),(73 1170.3351),(74 1158.5128),(75 1162.8827),(76 1173.6072),(77 1158.4879),(78 1161.1239),(79 1164.973),
(1 406.44345),(2 560.1199),(3 688.3277),(4 759.78876),(5 807.4265),(6 849.9799),(7 888.5296),(8 915.54144),(9 938.2362),(10 965.158),(11 973.1141),(12 989.49664),(13 1009.05023),(14 1013.1697),(15 1028.1885),(16 1041.7423),(17 1051.6045),(18 1060.9124),(19 1074.2509),(20 1088.8213),(21 1093.6056),(22 1135.5999),(23 1121.4116),(24 1142.1893),(25 1160.0983),(26 1146.122),(27 1160.4049),(28 1171.3239),(29 1163.608),(30 1158.6873),(31 1152.6688),(32 1146.8405),(33 1141.8722),(34 1144.2389),(35 1145.7351),(36 1143.7416),(37 1159.8038),(38 1150.4597),(39 1161.6682),(40 1155.4885),(41 1143.1958),(42 1146.5431),(43 1146.3566),(44 1132.7773),(45 1129.1857),(46 1132.1935),(47 1138.3241),(48 1140.4095),(49 1147.6002),(50 1141.4679),(51 1147.361),(52 1151.1511),(53 1145.942),(54 1146.5645),(55 1147.8416),(56 1138.6858),(57 1150.8044),(58 1155.6309),(59 1141.8004),(60 1146.1031),(61 1155.5566),(62 1150.3402),(63 1148.0577),(64 1158.391),(65 1147.1134),(66 1139.9587),(67 1137.9713),(68 1121.1849),(69 1125.3005),(70 1130.2115),(71 1113.2985),(72 1107.3839),(73 1105.3557),(74 1096.4506),(75 1106.5635),(76 1124.2109),(77 1119.4421),(78 1132.6736),(79 1137.5614),
(1 402.13904),(2 552.98676),(3 679.39636),(4 749.9655),(5 798.37646),(6 841.5757),(7 877.30817),(8 895.9281),(9 911.6913),(10 931.8499),(11 935.27124),(12 957.8067),(13 977.19104),(14 975.67145),(15 1003.5522),(16 1019.5167),(17 1015.5744),(18 1019.8709),(19 1039.0402),(20 1041.4387),(21 1051.7343),(22 1080.0847),(23 1069.5433),(24 1081.2885),(25 1091.0258),(26 1079.0001),(27 1084.389),(28 1096.919),(29 1092.7422),(30 1089.007),(31 1092.2346),(32 1073.5455),(33 1069.5928),(34 1079.6449),(35 1073.5326),(36 1067.4603),(37 1086.7549),(38 1077.5022),(39 1085.746),(40 1100.5334),(41 1089.8234),(42 1087.5726),(43 1095.2488),(44 1091.677),(45 1088.7517),(46 1097.4906),(47 1102.1892),(48 1110.9064),(49 1130.312),(50 1134.9071),(51 1137.8483),(52 1151.4781),(53 1138.619),(54 1141.5599),(55 1145.3651),(56 1138.8463),(57 1140.9962),(58 1146.9806),(59 1144.0465),(60 1156.0692),(61 1161.3287),(62 1146.4435),(63 1141.6106),(64 1167.0913),(65 1152.7422),(66 1139.7323),(67 1142.7039),(68 1133.7128),(69 1122.1104),(70 1127.9998),(71 1105.5891),(72 1098.7753),(73 1098.9083),(74 1087.8064),(75 1097.1444),(76 1114.2448),(77 1108.8003),(78 1119.4906),(79 1124.4875),
(1 399.5719),(2 547.79456),(3 666.39886),(4 732.11206),(5 775.227),(6 818.564),(7 868.018),(8 888.66583),(9 905.9671),(10 930.02234),(11 934.58044),(12 944.57184),(13 957.3969),(14 952.3673),(15 979.40533),(16 993.57837),(17 989.254),(18 1005.05316),(19 1021.67645),(20 1029.4429),(21 1044.2268),(22 1065.9801),(23 1061.7377),(24 1075.6725),(25 1084.7133),(26 1071.1749),(27 1070.3234),(28 1067.0793),(29 1063.6929),(30 1060.8099),(31 1064.8196),(32 1054.061),(33 1055.2922),(34 1057.1316),(35 1058.5099),(36 1053.762),(37 1061.4739),(38 1064.3362),(39 1061.2898),(40 1065.9011),(41 1061.8685),(42 1067.3585),(43 1066.3457),(44 1061.3969),(45 1066.836),(46 1070.0612),(47 1068.9081),(48 1079.0887),(49 1097.6444),(50 1108.2932),(51 1114.8402),(52 1136.0895),(53 1115.0219),(54 1130.5829),(55 1136.9131),(56 1137.7965),(57 1139.8201),(58 1152.9325),(59 1143.3805),(60 1151.0779),(61 1155.3749),(62 1148.4482),(63 1143.7728),(64 1150.0211),(65 1133.2393),(66 1130.9852),(67 1121.7454),(68 1106.528),(69 1091.1113),(70 1089.7932),(71 1078.8713),(72 1066.8823),(73 1065.96),(74 1053.1318),(75 1058.797),(76 1067.397),(77 1060.8134),(78 1079.7561),(79 1074.3799),
(1 382.07263),(2 530.0979),(3 648.58075),(4 720.73175),(5 756.6766),(6 798.8094),(7 839.96423),(8 859.74963),(9 882.7347),(10 896.5922),(11 898.4803),(12 911.883),(13 928.8771),(14 924.9824),(15 939.876),(16 951.37476),(17 952.44183),(18 960.69946),(19 979.7367),(20 983.28894),(21 993.6634),(22 1011.2069),(23 1010.96094),(24 1024.0564),(25 1055.5828),(26 1042.8807),(27 1046.4946),(28 1050.32),(29 1053.2374),(30 1053.1597),(31 1055.7399),(32 1062.5747),(33 1068.0039),(34 1073.8125),(35 1073.7653),(36 1070.8906),(37 1077.9822),(38 1060.5862),(39 1085.9619),(40 1093.7965),(41 1089.6157),(42 1090.9474),(43 1088.7416),(44 1084.391),(45 1084.881),(46 1101.213),(47 1086.0975),(48 1104.5905),(49 1130.6876),(50 1129.234),(51 1143.5914),(52 1160.8109),(53 1149.5768),(54 1148.381),(55 1156.289),(56 1152.7839),(57 1152.6873),(58 1158.2706),(59 1154.9426),(60 1159.612),(61 1165.9087),(62 1150.0774),(63 1153.1345),(64 1148.4061),(65 1130.1266),(66 1125.6182),(67 1119.2903),(68 1104.029),(69 1089.405),(70 1087.4799),(71 1073.1194),(72 1062.5941),(73 1066.7894),(74 1053.5557),(75 1049.8892),(76 1053.7775),(77 1048.6774),(78 1056.1135),(79 1060.9309),
(1 387.69608),(2 528.5394),(3 659.6937),(4 721.47534),(5 766.48737),(6 805.002),(7 851.1272),(8 871.1448),(9 892.994),(10 907.531),(11 912.47485),(12 925.08105),(13 934.0479),(14 933.1566),(15 954.35834),(16 957.4433),(17 963.315),(18 968.9429),(19 986.4398),(20 985.727),(21 991.9084),(22 1007.1992),(23 1006.8002),(24 1009.4901),(25 1025.1296),(26 1023.26526),(27 1023.9724),(28 1023.1729),(29 1016.3443),(30 1012.56805),(31 1012.60156),(32 1015.49066),(33 1018.18414),(34 1029.5194),(35 1035.1611),(36 1036.1669),(37 1045.2836),(38 1028.5472),(39 1038.7839),(40 1047.3793),(41 1034.8455),(42 1035.9097),(43 1043.7434),(44 1032.5898),(45 1037.9434),(46 1050.5193),(47 1039.522),(48 1043.089),(49 1059.8793),(50 1050.616),(51 1065.3817),(52 1086.1407),(53 1073.4827),(54 1077.8694),(55 1089.5149),(56 1076.602),(57 1078.3635),(58 1077.577),(59 1080.0432),(60 1082.3074),(61 1098.4932),(62 1096.3378),(63 1100.7264),(64 1108.091),(65 1083.8647),(66 1079.8656),(67 1083.2356),(68 1071.4701),(69 1070.9854),(70 1075.6644),(71 1060.4465),(72 1055.8778),(73 1065.1334),(74 1066.4622),(75 1061.3938),(76 1061.5215),(77 1052.6907),(78 1052.1608),(79 1058.2756),
(1 371.89908),(2 511.90152),(3 646.9368),(4 713.94635),(5 752.48303),(6 783.98047),(7 830.1344),(8 854.09204),(9 871.03705),(10 889.56165),(11 891.93787),(12 900.68896),(13 910.9188),(14 918.7025),(15 946.6178),(16 959.6805),(17 957.5045),(18 972.08875),(19 990.2455),(20 977.87756),(21 984.6911),(22 1005.0047),(23 995.8262),(24 993.5827),(25 1003.4335),(26 999.60675),(27 1010.2059),(28 1015.35876),(29 1005.3149),(30 1000.8014),(31 1003.6911),(32 991.1559),(33 1005.1004),(34 1013.73865),(35 1009.7758),(36 1014.0744),(37 1016.5704),(38 1004.28577),(39 1008.4033),(40 1009.0162),(41 1002.08887),(42 1007.70325),(43 1012.8335),(44 996.11615),(45 1004.0397),(46 1016.5643),(47 1011.10144),(48 1019.68695),(49 1037.5964),(50 1024.3508),(51 1049.2721),(52 1067.4569),(53 1061.3639),(54 1067.7075),(55 1077.9214),(56 1076.7902),(57 1085.24),(58 1092.8053),(59 1077.2529),(60 1074.8811),(61 1091.1449),(62 1091.0858),(63 1089.5809),(64 1096.8845),(65 1073.1649),(66 1064.5964),(67 1066.9037),(68 1061.0865),(69 1057.9343),(70 1069.1224),(71 1060.4518),(72 1052.6008),(73 1050.0544),(74 1041.4899),(75 1044.8439),(76 1040.3163),(77 1034.3024),(78 1032.5359),(79 1025.954),
(1 380.81494),(2 518.60315),(3 640.25574),(4 705.21814),(5 747.1122),(6 787.7439),(7 830.93555),(8 847.1584),(9 865.943),(10 892.596),(11 888.7865),(12 903.2877),(13 912.2424),(14 914.4896),(15 928.4786),(16 949.25183),(17 956.09033),(18 969.96906),(19 987.9661),(20 989.84406),(21 997.5239),(22 1007.07),(23 1009.69244),(24 1010.60834),(25 1025.3274),(26 1028.8877),(27 1037.1332),(28 1039.2),(29 1037.0898),(30 1044.8734),(31 1046.2578),(32 1034.7258),(33 1033.4086),(34 1040.0845),(35 1037.4326),(36 1041.0067),(37 1043.8467),(38 1031.3314),(39 1035.9479),(40 1034.6777),(41 1022.8818),(42 1018.96075),(43 1031.7919),(44 1025.528),(45 1020.142),(46 1021.78845),(47 1025.7533),(48 1033.3417),(49 1054.4601),(50 1048.9016),(51 1070.2775),(52 1090.5773),(53 1071.5233),(54 1077.0054),(55 1095.3706),(56 1086.9193),(57 1086.4369),(58 1101.4084),(59 1090.658),(60 1093.3911),(61 1105.0854),(62 1083.8779),(63 1078.4337),(64 1085.2867),(65 1069.0245),(66 1063.827),(67 1066.9766),(68 1058.3765),(69 1048.0382),(70 1050.007),(71 1036.4725),(72 1019.07367),(73 999.94446),(74 993.15814),(75 1005.87964),(76 1010.6539),(77 1008.25714),(78 1013.92255),(79 1013.73615),
(1 374.61322),(2 515.63275),(3 638.3576),(4 702.70544),(5 736.80695),(6 769.55145),(7 803.01794),(8 826.3082),(9 837.8958),(10 865.2083),(11 867.2751),(12 877.95575),(13 900.34845),(14 902.95233),(15 922.4202),(16 942.8907),(17 952.0529),(18 958.1798),(19 979.4628),(20 970.56726),(21 971.2151),(22 976.896),(23 977.13086),(24 983.85657),(25 993.21484),(26 985.899),(27 986.94745),(28 1006.0132),(29 996.43933),(30 1005.6575),(31 999.4404),(32 990.05316),(33 986.3404),(34 990.5286),(35 991.57465),(36 985.1053),(37 998.06696),(38 989.8495),(39 991.95667),(40 999.33044),(41 984.17505),(42 978.96906),(43 986.40625),(44 969.8027),(45 965.37274),(46 968.4739),(47 967.7427),(48 974.95734),(49 992.51984),(50 996.5016),(51 1008.8136),(52 1028.2234),(53 1022.8662),(54 1024.1273),(55 1044.9424),(56 1040.8707),(57 1040.1127),(58 1049.3102),(59 1050.3643),(60 1051.8893),(61 1059.7904),(62 1050.0709),(63 1055.3997),(64 1054.4072),(65 1035.896),(66 1024.8959),(67 1028.8274),(68 1018.4109),(69 1009.2305),(70 1010.56555),(71 992.0473),(72 979.2881),(73 966.1427),(74 962.73285),(75 963.05524),(76 965.09424),(77 972.211),(78 973.16693),(79 989.7102),
(1 368.19934),(2 502.9496),(3 621.4909),(4 681.4035),(5 715.2992),(6 756.9081),(7 787.0494),(8 809.3792),(9 820.68677),(10 846.1061),(11 851.7503),(12 863.52625),(13 880.25226),(14 895.47406),(15 907.65955),(16 916.03815),(17 925.5711),(18 937.0953),(19 942.20917),(20 947.32306),(21 963.9642),(22 978.222),(23 979.37756),(24 975.5271),(25 989.0144),(26 990.7578),(27 1005.0449),(28 1016.8914),(29 1006.193),(30 997.1844),(31 998.96655),(32 978.22845),(33 978.51196),(34 974.5237),(35 967.6742),(36 972.40094),(37 990.20557),(38 980.6247),(39 977.75085),(40 981.9713),(41 968.82367),(42 961.4533),(43 970.4787),(44 956.16626),(45 958.18475),(46 966.01776),(47 952.15607),(48 950.55853),(49 976.5799),(50 971.6511),(51 986.7313),(52 1009.73364),(53 997.09906),(54 1012.38104),(55 1019.14026),(56 1014.0068),(57 1013.3506),(58 1019.9281),(59 1015.8925),(60 1018.6096),(61 1019.32574),(62 1012.2183),(63 1020.0285),(64 1015.2489),(65 1002.31824),(66 990.91364),(67 998.9503),(68 984.3889),(69 979.9807),(70 982.40247),(71 973.1215),(72 968.3135),(73 965.11566),(74 958.3326),(75 956.1135),(76 951.27655),(77 959.89307),(78 966.29376),(79 973.3496),
(1 361.72247),(2 488.72745),(3 601.1132),(4 668.29175),(5 697.42615),(6 735.6433),(7 770.0381),(8 784.2968),(9 802.26733),(10 829.1031),(11 827.6209),(12 838.6468),(13 851.3794),(14 860.5978),(15 868.2828),(16 878.902),(17 884.3827),(18 893.6938),(19 904.4631),(20 914.00397),(21 922.2663),(22 935.98267),(23 932.8176),(24 934.4358),(25 944.1425),(26 944.8497),(27 951.24884),(28 958.069),(29 955.01697),(30 946.65857),(31 951.36096),(32 933.7289),(33 941.00085),(34 944.68445),(35 943.3114),(36 937.02325),(37 941.2475),(38 935.2956),(39 924.4606),(40 919.0173),(41 912.8917),(42 909.3246),(43 911.72864),(44 906.67523),(45 906.46747),(46 921.9876),(47 922.8054),(48 935.5454),(49 955.29254),(50 949.5091),(51 958.9715),(52 974.0429),(53 963.3418),(54 962.5908),(55 975.01764),(56 974.30554),(57 972.23926),(58 988.01447),(59 990.3951),(60 994.08264),(61 1005.30054),(62 1003.03076),(63 997.9983),(64 1004.8714),(65 991.13074),(66 980.819),(67 976.67896),(68 958.33777),(69 946.74133),(70 944.68414),(71 936.0922),(72 932.5162),(73 918.7548),(74 910.1718),(75 909.70044),(76 917.2279),(77 914.3803),(78 914.53845),(79 921.79395),
(1 350.6072),(2 476.63492),(3 578.72174),(4 638.45197),(5 664.975),(6 699.6608),(7 726.80066),(8 749.3164),(9 761.81),(10 789.5351),(11 793.9865),(12 805.8069),(13 808.89777),(14 820.0788),(15 837.0574),(16 844.0873),(17 845.0663),(18 860.154),(19 871.58575),(20 879.1588),(21 882.23914),(22 904.01483),(23 893.8439),(24 898.7479),(25 920.9938),(26 912.1413),(27 920.8336),(28 921.8856),(29 924.2102),(30 917.09344),(31 923.427),(32 903.7853),(33 906.10175),(34 923.54504),(35 921.4279),(36 912.51025),(37 920.9141),(38 908.6161),(39 903.95776),(40 900.99786),(41 890.09656),(42 890.2592),(43 893.1046),(44 887.2135),(45 884.479),(46 884.6357),(47 880.04535),(48 889.3996),(49 909.425),(50 915.9535),(51 926.96533),(52 941.5856),(53 932.17896),(54 929.21124),(55 941.6282),(56 943.1372),(57 945.57434),(58 956.066),(59 959.6492),(60 960.809),(61 975.71954),(62 972.1645),(63 969.0995),(64 975.8465),(65 970.96216),(66 967.46356),(67 970.89703),(68 958.04535),(69 951.5919),(70 945.73486),(71 933.609),(72 920.7297),(73 917.6194),(74 906.37634),(75 908.4178),(76 914.92413),(77 908.3028),(78 906.25806),(79 907.54846),
(1 356.58453),(2 478.93405),(3 594.85406),(4 656.38513),(5 683.6964),(6 727.3957),(7 760.4934),(8 773.7523),(9 791.1294),(10 806.29346),(11 803.5792),(12 807.80273),(13 819.5736),(14 823.4138),(15 834.475),(16 852.201),(17 847.61597),(18 863.7308),(19 871.4066),(20 880.6637),(21 888.47876),(22 902.67926),(23 894.4277),(24 898.6381),(25 914.18585),(26 904.09424),(27 911.0873),(28 920.9106),(29 917.0346),(30 919.1842),(31 924.6592),(32 918.50543),(33 918.97974),(34 922.0401),(35 912.34753),(36 912.319),(37 926.3388),(38 921.86774),(39 915.88),(40 920.4147),(41 905.54065),(42 903.687),(43 904.16833),(44 897.04895),(45 900.87146),(46 900.2116),(47 896.9985),(48 903.2042),(49 918.9736),(50 927.2004),(51 936.5222),(52 965.6091),(53 958.6885),(54 959.2266),(55 970.2891),(56 965.0293),(57 972.6314),(58 971.912),(59 971.9384),(60 972.38806),(61 984.3197),(62 974.81335),(63 975.9552),(64 982.91156),(65 970.051),(66 968.97864),(67 977.2374),(68 962.151),(69 952.8534),(70 947.6038),(71 939.43713),(72 934.45905),(73 925.3599),(74 913.96747),(75 914.4263),(76 920.9387),(77 913.16034),(78 910.69696),(79 918.9217),
(1 353.36548),(2 473.6513),(3 577.9272),(4 641.73926),(5 673.3182),(6 709.36804),(7 743.7191),(8 763.7785),(9 773.2603),(10 787.25903),(11 782.68933),(12 785.84625),(13 798.03766),(14 793.0621),(15 806.0681),(16 832.6369),(17 832.741),(18 842.1114),(19 854.511),(20 865.97437),(21 874.52594),(22 886.354),(23 882.1213),(24 885.3466),(25 895.09607),(26 894.41235),(27 902.6407),(28 915.7314),(29 909.99536),(30 907.0226),(31 918.7992),(32 914.8621),(33 914.2961),(34 926.01025),(35 921.671),(36 918.4335),(37 931.44183),(38 919.30347),(39 914.1662),(40 921.80084),(41 904.96484),(42 900.8267),(43 912.28265),(44 899.5023),(45 885.6667),(46 890.7189),(47 883.90985),(48 888.7058),(49 901.19653),(50 896.1064),(51 904.029),(52 923.91376),(53 915.2522),(54 921.24884),(55 932.9388),(56 920.955),(57 933.65204),(58 942.1402),(59 937.6665),(60 945.04767),(61 950.004),(62 937.381),(63 933.59015),(64 934.17755),(65 919.7061),(66 915.48035),(67 917.11475),(68 900.22327),(69 893.62036),(70 886.0054),(71 873.25183),(72 869.5807),(73 867.98456),(74 856.56433),(75 856.23395),(76 860.9528),(77 853.3069),(78 860.8892),(79 862.4587),
(1 342.2615),(2 459.33548),(3 556.4889),(4 611.08813),(5 643.2958),(6 671.6385),(7 699.20685),(8 714.1998),(9 729.0533),(10 740.0241),(11 739.8824),(12 750.84296),(13 774.1723),(14 763.0924),(15 769.951),(16 788.5153),(17 786.34686),(18 791.3503),(19 807.7541),(20 813.7926),(21 818.63776),(22 839.8249),(23 838.63605),(24 837.1103),(25 862.0118),(26 860.75006),(27 864.6712),(28 873.2612),(29 869.4007),(30 870.64215),(31 875.8384),(32 866.03394),(33 868.9123),(34 873.5487),(35 868.82544),(36 875.8623),(37 890.817),(38 880.62085),(39 884.5591),(40 899.145),(41 886.2095),(42 883.31104),(43 892.7748),(44 876.2182),(45 873.89044),(46 882.8254),(47 867.83215),(48 872.89215),(49 885.41266),(50 890.3069),(51 912.0334),(52 929.5349),(53 910.3882),(54 913.57983),(55 930.72705),(56 921.527),(57 928.27313),(58 937.44745),(59 928.71075),(60 932.73083),(61 939.0203),(62 931.15485),(63 930.77136),(64 935.52795),(65 924.8049),(66 917.2876),(67 922.2977),(68 908.2392),(69 907.85724),(70 910.4683),(71 888.5004),(72 883.31256),(73 875.98865),(74 869.9611),(75 868.84717),(76 871.426),(77 865.0363),(78 869.33636),(79 868.3877),
