1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13947.489),(2 29795.47),(3 56500.49),(4 85563.414),(5 124971.18),(6 158149.58),(7 195722.95),(8 239057.11),(9 277029.97),(10 303581.72),(11 345245.53),(12 372172.6),(13 416610.66),(14 445290.03),(15 486158.66),(16 512550),(17 560861.44),(18 593365.2),(19 631663.3),(20 665264.8),(21 706173.2),(22 737003.8),(23 792471.25),(24 849409.75),(25 904051.25),(26 950333.3),(27 995733.75),(28 1022706.2),(29 1049843.4),(30 1084715.6),(31 1118897.9),(32 1148039.9),(33 1203965.1),(34 1232447),(35 1279553.3),(36 1311706.9),(37 1364595.1),(38 1376821.4),(39 1437595),(40 1483377.5),(41 1536919),(42 1602295.4),(43 1670807.4),(44 1721063.1),(45 1781094),(46 1824687.1),(47 1886759),(48 1954937.9),(49 2022458.9),(50 2058312.6),(51 2100084.8),(52 2129910.5),(53 2213605.3),(54 2236388.5),(55 2276775),(56 2336384),(57 2370076.8),(58 2459088.8),(59 2500764.3),(60 2571412.3),(61 2600913),(62 2676838),(63 2726018.8),(64 2797063),(65 2830754),(66 2897119.8),(67 3001246),(68 3050907.3),(69 3110470.3),(70 3171600),(71 3231120),(72 3311400),(73 3405833.3),(74 3497304),(75 3621352.8),(76 3749834.8),(77 3893242.3),(78 4345922.5),(79 4541686),
(1 711.5081),(2 970.9196),(3 1128.7224),(4 1262.2924),(5 1319.1757),(6 1359.451),(7 1393.2385),(8 1402.8497),(9 1426.9554),(10 1454.9028),(11 1462.5123),(12 1478.0287),(13 1472.0798),(14 1491.7024),(15 1504.481),(16 1539.4218),(17 1531.1898),(18 1547.6444),(19 1615.3264),(20 1621.736),(21 1645.0042),(22 1687.7863),(23 1681.0969),(24 1694.4034),(25 1722.0367),(26 1687.7443),(27 1690.6842),(28 1708.4612),(29 1693.7813),(30 1687.7946),(31 1695.7787),(32 1685.022),(33 1697.8488),(34 1687.6902),(35 1702.0721),(36 1674.82),(37 1690.7396),(38 1677.2715),(39 1713.4514),(40 1680.6572),(41 1676.0662),(42 1676.5629),(43 1651.016),(44 1654.6272),(45 1662.8379),(46 1637.5996),(47 1643.62),(48 1661.8872),(49 1648.1588),(50 1642.0198),(51 1677.8308),(52 1658.118),(53 1701.488),(54 1692.3678),(55 1694.4559),(56 1715.4778),(57 1721.012),(58 1717.1978),(59 1700.4097),(60 1708.8234),(61 1699.006),(62 1717.8191),(63 1704.4843),(64 1725.488),(65 1701.6455),(66 1691.0366),(67 1700.8674),(68 1703.5282),(69 1679.5697),(70 1706.1324),(71 1689.4617),(72 1672.8248),(73 1703.4673),(74 1695.1202),(75 1708.137),(76 1736.5292),(77 1716.4441),(78 1745.6213),(79 1745.1486),
(1 695.5674),(2 934.1292),(3 1098.9862),(4 1209.907),(5 1279.6096),(6 1316.1088),(7 1380.6879),(8 1379.4778),(9 1407.9845),(10 1446.6582),(11 1441.0333),(12 1463.3096),(13 1454.8132),(14 1462.0231),(15 1477.5701),(16 1513.8389),(17 1508.6278),(18 1526.8158),(19 1562.5376),(20 1591.3164),(21 1584.3397),(22 1613.267),(23 1597.4713),(24 1606.3446),(25 1641.2546),(26 1607.1329),(27 1625.38),(28 1625.0215),(29 1604.6106),(30 1607.173),(31 1630.8436),(32 1622.5089),(33 1634.9258),(34 1623.8855),(35 1633.3168),(36 1602.1077),(37 1601.3143),(38 1594.3967),(39 1625.5195),(40 1590.6067),(41 1579.6847),(42 1576.4407),(43 1545.5173),(44 1535.178),(45 1547.6196),(46 1547.754),(47 1549.3854),(48 1562.2472),(49 1536.2277),(50 1562.9863),(51 1622.5643),(52 1594.5239),(53 1622.5597),(54 1614.0641),(55 1636.9603),(56 1660.5857),(57 1650.6106),(58 1653.8119),(59 1646.1179),(60 1649.0093),(61 1630.0502),(62 1644.3557),(63 1628.2244),(64 1656.087),(65 1638.1627),(66 1631.91),(67 1639.3507),(68 1624.2877),(69 1608.49),(70 1626.4606),(71 1603.6222),(72 1601.0105),(73 1620.4978),(74 1598.1174),(75 1609.308),(76 1640.9736),(77 1625.5149),(78 1663.4601),(79 1652.8771),
(1 693.27484),(2 913.34845),(3 1064.254),(4 1180.4674),(5 1243.4282),(6 1284.45),(7 1358.1122),(8 1368.4537),(9 1400.2056),(10 1432.7672),(11 1420.5397),(12 1447.6116),(13 1443.908),(14 1450.7886),(15 1468.4199),(16 1483.9508),(17 1469.8273),(18 1495.2101),(19 1518.9323),(20 1532.539),(21 1533.5682),(22 1552.4963),(23 1536.8074),(24 1533.5393),(25 1559.7643),(26 1554.5323),(27 1564.3022),(28 1568.504),(29 1557.9961),(30 1561.6378),(31 1566.5886),(32 1550.8044),(33 1547.0454),(34 1560.919),(35 1577.6823),(36 1561.8528),(37 1570.0159),(38 1549.6036),(39 1594.1846),(40 1559.1729),(41 1560.596),(42 1562.4484),(43 1533.146),(44 1531.341),(45 1547.2797),(46 1527.0657),(47 1523.8333),(48 1552.7367),(49 1550.8126),(50 1573.8386),(51 1609.5303),(52 1567.4823),(53 1600.7677),(54 1579.069),(55 1579.6023),(56 1603.315),(57 1598.6283),(58 1621.6904),(59 1584.6743),(60 1585.3302),(61 1568.8624),(62 1595.5953),(63 1573.6604),(64 1591.2654),(65 1589.5227),(66 1593.7992),(67 1617.7352),(68 1602.9907),(69 1599.2493),(70 1618.9885),(71 1588.1206),(72 1590.0696),(73 1591.3813),(74 1586.3035),(75 1586.8411),(76 1615.9269),(77 1595.5261),(78 1634.075),(79 1622.9442),
(1 700.43207),(2 927.98004),(3 1078.6227),(4 1185.9958),(5 1245.9028),(6 1304.1868),(7 1366.4048),(8 1367.6677),(9 1390.3868),(10 1423.8873),(11 1428.6339),(12 1436.741),(13 1439.713),(14 1459.0494),(15 1456.6774),(16 1473.4865),(17 1461.8976),(18 1473.654),(19 1507.0411),(20 1510.2388),(21 1518.4564),(22 1530.8617),(23 1509.4379),(24 1519.441),(25 1546.7421),(26 1540.4371),(27 1554.3931),(28 1568.0023),(29 1544.465),(30 1544.6495),(31 1539.4028),(32 1519.2147),(33 1525.9166),(34 1524.4142),(35 1528.6516),(36 1512.5166),(37 1507.362),(38 1477.0958),(39 1511.0458),(40 1478.7135),(41 1480.9478),(42 1486.0397),(43 1460.9113),(44 1464.2488),(45 1466.4423),(46 1450.8829),(47 1460.5928),(48 1502.7668),(49 1482.813),(50 1493.2917),(51 1532.0226),(52 1502.684),(53 1524.1654),(54 1514.4109),(55 1526.3763),(56 1551.9655),(57 1544.2437),(58 1563.8058),(59 1548.5988),(60 1570.15),(61 1565.2954),(62 1577.5168),(63 1567.1462),(64 1590.9204),(65 1577.6002),(66 1572.7672),(67 1588.0083),(68 1581.3093),(69 1571.2551),(70 1575.028),(71 1555.7992),(72 1554.0792),(73 1595.9629),(74 1577.1632),(75 1591.1339),(76 1616.9276),(77 1605.4745),(78 1650.8954),(79 1647.1578),
(1 676.7611),(2 898.8212),(3 1034.867),(4 1132.8107),(5 1204.395),(6 1256.1313),(7 1318.0343),(8 1324.809),(9 1358.3871),(10 1388.6863),(11 1402.9353),(12 1432.4727),(13 1429.0265),(14 1455.9631),(15 1442.8743),(16 1467.7981),(17 1456.1097),(18 1487.4152),(19 1520.8214),(20 1528.0125),(21 1535.5797),(22 1561.8693),(23 1538.9233),(24 1552.8652),(25 1569.2744),(26 1555.4574),(27 1557.4319),(28 1558.283),(29 1533.7479),(30 1530.3761),(31 1527.8658),(32 1507.4551),(33 1519.4504),(34 1520.0192),(35 1522.6979),(36 1507.7328),(37 1499.0228),(38 1484.4186),(39 1516.8953),(40 1479.8229),(41 1474.8364),(42 1497.209),(43 1467.1746),(44 1465.596),(45 1470.2937),(46 1464.8511),(47 1477.5544),(48 1517.2893),(49 1509.2723),(50 1509.491),(51 1553.227),(52 1514.7737),(53 1545.3209),(54 1533.5636),(55 1541.9061),(56 1564.8413),(57 1552.4303),(58 1578.6018),(59 1578.2001),(60 1590.0928),(61 1578.0573),(62 1592.3956),(63 1578.4545),(64 1606.168),(65 1589.5552),(66 1572.3806),(67 1572.7064),(68 1554.0491),(69 1551.7499),(70 1569.8094),(71 1536.5022),(72 1520.587),(73 1545.056),(74 1531.5558),(75 1546.3771),(76 1568.0248),(77 1542.4187),(78 1579.551),(79 1558.6403),
(1 690.11975),(2 898.64526),(3 1048.1747),(4 1156.5787),(5 1217.0491),(6 1247.2117),(7 1314.8245),(8 1318.3989),(9 1343.1105),(10 1386.484),(11 1387.1013),(12 1426.5387),(13 1414.9835),(14 1460.4734),(15 1462.7212),(16 1499.8599),(17 1471.7036),(18 1483.4957),(19 1515.2174),(20 1503.8577),(21 1533.4053),(22 1534.1417),(23 1524.0918),(24 1548.0311),(25 1584.6686),(26 1562.3674),(27 1568.8453),(28 1580.6658),(29 1551.4017),(30 1549.9808),(31 1546.4503),(32 1532.9608),(33 1547.8422),(34 1535.0994),(35 1551.3153),(36 1523.4794),(37 1505.3927),(38 1498.8192),(39 1525.6206),(40 1491.953),(41 1488.499),(42 1491.6755),(43 1476.7244),(44 1470.4678),(45 1484.0587),(46 1456.9751),(47 1480.1045),(48 1519.7195),(49 1514.4231),(50 1531.9556),(51 1572.486),(52 1547.4656),(53 1572.902),(54 1570.9125),(55 1581.7206),(56 1594.5569),(57 1581.6307),(58 1588.0629),(59 1582.5598),(60 1588.9503),(61 1567.843),(62 1588.2173),(63 1580.302),(64 1599.708),(65 1592.3844),(66 1575.7831),(67 1588.1173),(68 1556.7107),(69 1568.7175),(70 1580.9414),(71 1546.2717),(72 1533.1272),(73 1562.3331),(74 1547.7416),(75 1549.6052),(76 1574.614),(77 1558.5674),(78 1574.2202),(79 1542.0115),
(1 664.7162),(2 879.7109),(3 1013.0964),(4 1116.0125),(5 1167.7012),(6 1206.5493),(7 1249.4026),(8 1259.2107),(9 1284.7284),(10 1327.1816),(11 1327.7002),(12 1359.8501),(13 1355.0967),(14 1384.084),(15 1391.4967),(16 1408.4362),(17 1404.3031),(18 1412.7073),(19 1433.9),(20 1423.1711),(21 1430.9329),(22 1449.6973),(23 1438.3873),(24 1444.1886),(25 1472.8547),(26 1447.6473),(27 1460.3639),(28 1461.9844),(29 1441.8495),(30 1453.4144),(31 1442.2871),(32 1430.7196),(33 1430.0344),(34 1411.917),(35 1434.9703),(36 1428.3348),(37 1434.4032),(38 1416.4088),(39 1457.8984),(40 1413.704),(41 1419.1781),(42 1432.8633),(43 1406.1261),(44 1409.1283),(45 1422.8282),(46 1404.3318),(47 1422.9271),(48 1449.3334),(49 1445.1775),(50 1480.3176),(51 1513.7574),(52 1490.9698),(53 1527.7914),(54 1511.5399),(55 1530.497),(56 1534.4757),(57 1533.2297),(58 1535.8942),(59 1511.3098),(60 1506.2953),(61 1495.2712),(62 1513.7662),(63 1498.633),(64 1537.5272),(65 1530.164),(66 1531.5515),(67 1554.905),(68 1531.9907),(69 1531.7152),(70 1561.7043),(71 1534.6106),(72 1524.018),(73 1537.2952),(74 1535.326),(75 1553.8875),(76 1568.3796),(77 1541.9784),(78 1570.9738),(79 1561.7869),
(1 663.73035),(2 882.4506),(3 1021.6759),(4 1111.276),(5 1174.3486),(6 1226.7008),(7 1273.3647),(8 1290.5002),(9 1297.0231),(10 1345.8127),(11 1338.7423),(12 1355.3751),(13 1347.7781),(14 1367.3529),(15 1360.5956),(16 1372.9412),(17 1372.5149),(18 1395.2273),(19 1430.5559),(20 1419.0427),(21 1433.5326),(22 1450.8419),(23 1438.5393),(24 1446.4801),(25 1482.1908),(26 1458.8439),(27 1485.396),(28 1478.5013),(29 1448.7766),(30 1457.9052),(31 1452.4834),(32 1442.7893),(33 1453.112),(34 1439.1567),(35 1450.937),(36 1434.1133),(37 1446.7513),(38 1433.2985),(39 1485.1812),(40 1452.3538),(41 1442.1554),(42 1467.4849),(43 1458.0149),(44 1448.8174),(45 1475.9421),(46 1452.68),(47 1459.5933),(48 1494.1816),(49 1485.4825),(50 1509.2906),(51 1548.1854),(52 1530.1152),(53 1546.1052),(54 1521.2161),(55 1532.1193),(56 1558.7148),(57 1542.0917),(58 1535.7786),(59 1525.6334),(60 1525.7767),(61 1501.702),(62 1509.858),(63 1496.0978),(64 1539.9037),(65 1519.3151),(66 1505.6273),(67 1522.1154),(68 1497.3037),(69 1487.9587),(70 1493.2927),(71 1494.5186),(72 1486.0148),(73 1501.9067),(74 1484.8901),(75 1487.4424),(76 1506.4539),(77 1491.5767),(78 1532.0406),(79 1516.134),
(1 662.0092),(2 879.2436),(3 1006.6323),(4 1099.3645),(5 1153.7266),(6 1202.019),(7 1240.6182),(8 1260.1084),(9 1273.9888),(10 1309.8717),(11 1304.0051),(12 1316.5651),(13 1315.3922),(14 1340.2312),(15 1341.4159),(16 1368.6987),(17 1373.7599),(18 1387.296),(19 1421.1053),(20 1399.9298),(21 1410.4448),(22 1420.3496),(23 1409.6558),(24 1410.8735),(25 1439.9941),(26 1421.9207),(27 1428.0203),(28 1438.6147),(29 1422.3713),(30 1423.5992),(31 1429.7284),(32 1427.7186),(33 1448.0616),(34 1437.0327),(35 1445.3245),(36 1426.7079),(37 1436.5967),(38 1425.8005),(39 1463.4677),(40 1438.7557),(41 1435.8467),(42 1449.8663),(43 1422.2401),(44 1418.9711),(45 1437.2509),(46 1422.5709),(47 1421.2814),(48 1446.2114),(49 1448.015),(50 1470.3282),(51 1518.9781),(52 1499.3944),(53 1513.625),(54 1515.0339),(55 1500.4308),(56 1507.3574),(57 1499.913),(58 1524.3287),(59 1521.7117),(60 1516.6027),(61 1505.6953),(62 1511.1262),(63 1518.2745),(64 1539.4131),(65 1523.6854),(66 1504.7291),(67 1500.125),(68 1480.4989),(69 1466.5409),(70 1468.8777),(71 1455.3447),(72 1455.6047),(73 1480.6344),(74 1472.7571),(75 1480.4086),(76 1493.5013),(77 1489.4103),(78 1522.9446),(79 1513.5447),
(1 641.9363),(2 843.3156),(3 974.7665),(4 1071.5669),(5 1127.3636),(6 1182.4132),(7 1226.2375),(8 1223.9417),(9 1245.9652),(10 1277.6554),(11 1280.5323),(12 1287.4346),(13 1285.6097),(14 1310.7836),(15 1311.0586),(16 1341.3489),(17 1352.4097),(18 1356.8074),(19 1393.8873),(20 1376.2452),(21 1391.3302),(22 1396.9758),(23 1373.2285),(24 1396.7296),(25 1424.3748),(26 1404.7694),(27 1413.4568),(28 1443.3928),(29 1430.1208),(30 1435.8337),(31 1439.868),(32 1427.1877),(33 1438.5178),(34 1428.1525),(35 1432.3625),(36 1428.7898),(37 1431.3729),(38 1416.1017),(39 1445.0311),(40 1411.6423),(41 1422.0852),(42 1438.9438),(43 1407.5513),(44 1396.3906),(45 1403.5029),(46 1387.2809),(47 1384.9392),(48 1424.073),(49 1405.519),(50 1441.1262),(51 1483.07),(52 1459.0664),(53 1475.6078),(54 1441.7734),(55 1449.8695),(56 1458.8143),(57 1450.9573),(58 1474.7211),(59 1463.6753),(60 1468.825),(61 1462.8947),(62 1479.891),(63 1477.5525),(64 1501.3674),(65 1501.3265),(66 1486.5936),(67 1495.9401),(68 1469.0203),(69 1461.9187),(70 1481.7854),(71 1450.2914),(72 1442.8505),(73 1480.5354),(74 1469.2301),(75 1472.2322),(76 1491.9486),(77 1477.3152),(78 1512.9142),(79 1517.0829),
(1 633.67957),(2 840.92773),(3 957.92896),(4 1054.4584),(5 1105.684),(6 1135.8481),(7 1170.4149),(8 1170.4316),(9 1193.2595),(10 1218.1924),(11 1220.8451),(12 1239.0204),(13 1238.4341),(14 1250.3154),(15 1265.2672),(16 1290.0051),(17 1295.2025),(18 1306.0471),(19 1348.3665),(20 1344.8932),(21 1357.3701),(22 1370.3231),(23 1354.2043),(24 1365.7557),(25 1392.7559),(26 1373.7677),(27 1374.5233),(28 1391.7124),(29 1386.3099),(30 1385.3824),(31 1390.9579),(32 1379.2449),(33 1393.1719),(34 1382.9264),(35 1380.9989),(36 1369.911),(37 1369.5085),(38 1363.2513),(39 1384.426),(40 1343.213),(41 1349.3585),(42 1359.5413),(43 1342.9929),(44 1335.8864),(45 1355.8665),(46 1336.4752),(47 1334.2054),(48 1351.99),(49 1358.3268),(50 1392.3402),(51 1445.3363),(52 1426.9796),(53 1441.435),(54 1428.4384),(55 1438.9114),(56 1435.7571),(57 1433.829),(58 1434.9142),(59 1418.4707),(60 1432.6886),(61 1436.0449),(62 1470.4019),(63 1464.5737),(64 1489.298),(65 1495.9146),(66 1487.9845),(67 1502.9581),(68 1474.0944),(69 1460.0065),(70 1474.1473),(71 1439.1798),(72 1415.4558),(73 1415.6179),(74 1402.0157),(75 1427.2261),(76 1439.9819),(77 1438.7463),(78 1462.1423),(79 1452.8868),
(1 624.1218),(2 818.7293),(3 935.23816),(4 1028.5161),(5 1079.0286),(6 1113.5215),(7 1157.9484),(8 1152.9711),(9 1163.9502),(10 1200.9258),(11 1208.4478),(12 1224.9792),(13 1218.514),(14 1237.889),(15 1242.8671),(16 1267.5511),(17 1260.8068),(18 1283.7383),(19 1319.0985),(20 1320.0078),(21 1338.0425),(22 1352.5663),(23 1342.0978),(24 1355.5593),(25 1378.7719),(26 1354.8575),(27 1374.9158),(28 1392.6489),(29 1392.9174),(30 1382.8116),(31 1399.2949),(32 1382.4768),(33 1382.2493),(34 1367.8513),(35 1362.6982),(36 1350.944),(37 1343.9836),(38 1330.2936),(39 1345.0713),(40 1317.2166),(41 1305.3835),(42 1321.1378),(43 1289.8297),(44 1288.7933),(45 1300.2095),(46 1290.6882),(47 1280.6455),(48 1312.353),(49 1316.1),(50 1339.2766),(51 1379.8473),(52 1358.179),(53 1378.4567),(54 1356.1757),(55 1373.7299),(56 1386.2972),(57 1370.61),(58 1380.8827),(59 1375.9574),(60 1400.7498),(61 1396.4805),(62 1415.13),(63 1402.3235),(64 1427.733),(65 1432.658),(66 1433.9244),(67 1441.8229),(68 1420.2622),(69 1399.9517),(70 1405.3773),(71 1375.984),(72 1360.7203),(73 1363.4407),(74 1364.4698),(75 1375.2892),(76 1389.0359),(77 1374.7336),(78 1408.2124),(79 1397.3794),
(1 635.87933),(2 824.17365),(3 961.08624),(4 1036.2229),(5 1096.8181),(6 1131.0554),(7 1176.1052),(8 1176.2678),(9 1194.049),(10 1218.8813),(11 1226.177),(12 1256.524),(13 1248.6426),(14 1279.1621),(15 1286.3313),(16 1302.388),(17 1311.289),(18 1331.2211),(19 1363.2043),(20 1348.2522),(21 1361.2942),(22 1382.7434),(23 1381.1136),(24 1393.0865),(25 1402.9448),(26 1400.888),(27 1403.4257),(28 1418.941),(29 1392.8914),(30 1397.8745),(31 1418.8977),(32 1402.2715),(33 1394.0135),(34 1383.1444),(35 1376.7279),(36 1364.9525),(37 1356.0186),(38 1344.108),(39 1358.9442),(40 1335.6876),(41 1339.2966),(42 1334.6628),(43 1317.887),(44 1314.5212),(45 1350.5538),(46 1311.2567),(47 1312.2992),(48 1344.5122),(49 1344.832),(50 1376.1581),(51 1404.6653),(52 1387.3079),(53 1402.2434),(54 1387.5074),(55 1402.1511),(56 1414.6694),(57 1391.2827),(58 1403.5634),(59 1393.6765),(60 1419.36),(61 1412.8334),(62 1428.1309),(63 1406.0016),(64 1427.9642),(65 1417.5907),(66 1414.1239),(67 1430.8297),(68 1394.0638),(69 1388.1129),(70 1402.2448),(71 1367.0851),(72 1354.6694),(73 1374.9679),(74 1362.6962),(75 1369.7924),(76 1393.7733),(77 1391.5944),(78 1426.8365),(79 1427.4283),
(1 612.96075),(2 802.5548),(3 914.78406),(4 996.7566),(5 1045.702),(6 1092.6694),(7 1132.9493),(8 1129.7653),(9 1159.8955),(10 1179.669),(11 1179.2443),(12 1208.3301),(13 1206.0354),(14 1235.5471),(15 1235.5867),(16 1272.2456),(17 1275.1296),(18 1280.2417),(19 1315.5469),(20 1309.6516),(21 1326.8679),(22 1348.8341),(23 1356.7593),(24 1360.3959),(25 1366.1255),(26 1358.1663),(27 1364.8708),(28 1359.8135),(29 1361.2032),(30 1372.5565),(31 1384.336),(32 1373.2397),(33 1383.5289),(34 1372.0157),(35 1372.2131),(36 1358.9171),(37 1348.1201),(38 1330.9941),(39 1350.9957),(40 1334.3079),(41 1328.5503),(42 1326.4147),(43 1304.6528),(44 1304.3013),(45 1329.6973),(46 1314.2458),(47 1322.2373),(48 1338.1064),(49 1324.7081),(50 1346.5983),(51 1378.5238),(52 1361.0948),(53 1394.4193),(54 1365.2775),(55 1367.528),(56 1377.0436),(57 1363.7161),(58 1377.8672),(59 1360.387),(60 1366.1415),(61 1346.7854),(62 1363.7462),(63 1347.0675),(64 1374.8539),(65 1357.4587),(66 1349.4524),(67 1350.1389),(68 1338.8625),(69 1345.881),(70 1356.3009),(71 1338.306),(72 1337.5271),(73 1348.8689),(74 1334.041),(75 1359.2235),(76 1382.7023),(77 1364.5559),(78 1405.0955),(79 1393.6235),
(1 629.4541),(2 823.0908),(3 932.1713),(4 1031.416),(5 1074.8752),(6 1110.3181),(7 1151.9287),(8 1140.467),(9 1152.4807),(10 1181.876),(11 1183.6942),(12 1200.5636),(13 1209.8011),(14 1220.3633),(15 1212.7806),(16 1230.9556),(17 1231.6163),(18 1229.2819),(19 1265.8431),(20 1255.925),(21 1274.9415),(22 1295.6713),(23 1277.8254),(24 1294.6465),(25 1305.9316),(26 1285.1625),(27 1289.1841),(28 1302.9241),(29 1297.5883),(30 1313.7247),(31 1330.0013),(32 1311.6522),(33 1318.2333),(34 1318.4938),(35 1336.3411),(36 1325.5824),(37 1326.0969),(38 1315.0333),(39 1340.0752),(40 1303.9537),(41 1293.7417),(42 1298.4182),(43 1270.9021),(44 1262.5896),(45 1287.8031),(46 1271.3477),(47 1280.7756),(48 1309.5708),(49 1303.3599),(50 1315.8893),(51 1327.6395),(52 1310.1512),(53 1345.7559),(54 1317.6891),(55 1325.9099),(56 1327.6915),(57 1321.9937),(58 1338.5792),(59 1313.456),(60 1309.9762),(61 1297.9761),(62 1311.5974),(63 1298.8444),(64 1317.9165),(65 1305.3464),(66 1296.4219),(67 1310.2),(68 1311.9192),(69 1325.6356),(70 1346.7126),(71 1322.9811),(72 1330.9147),(73 1335.3934),(74 1319.0667),(75 1340.0725),(76 1368.2623),(77 1373.5659),(78 1388.7502),(79 1379.6176),
(1 611.1842),(2 808.235),(3 924.04364),(4 999.81506),(5 1047.8035),(6 1087.4534),(7 1113.3444),(8 1115.526),(9 1136.9785),(10 1158.7749),(11 1161.5209),(12 1188.9352),(13 1186.66),(14 1195.6096),(15 1197.539),(16 1217.4384),(17 1217.0562),(18 1227.5182),(19 1244.3851),(20 1234.0568),(21 1250.2305),(22 1278.5402),(23 1272.6593),(24 1295.4915),(25 1323.5797),(26 1303.269),(27 1309.8579),(28 1324.9606),(29 1319.3906),(30 1319.9937),(31 1328.5496),(32 1310.5645),(33 1310.067),(34 1306.1305),(35 1316.2053),(36 1301.3328),(37 1308.1047),(38 1293.3285),(39 1308.7031),(40 1275.1011),(41 1252.9011),(42 1266.996),(43 1239.6508),(44 1230.193),(45 1247.7236),(46 1238.0833),(47 1243.8046),(48 1267.7554),(49 1274.5831),(50 1292.2645),(51 1322.3604),(52 1286.1893),(53 1303.5267),(54 1287.8508),(55 1300.1761),(56 1304.0343),(57 1286.4071),(58 1295.1265),(59 1279.6892),(60 1282.7302),(61 1268.0337),(62 1284.0935),(63 1269.6238),(64 1294.675),(65 1275.9236),(66 1274.1505),(67 1287.5999),(68 1274.6637),(69 1255.2736),(70 1264.9816),(71 1251.8811),(72 1244.4409),(73 1275.2498),(74 1265.5553),(75 1267.665),(76 1302.2719),(77 1303.8851),(78 1326.0173),(79 1310.2317),
