1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12894.102),(2 30612.74),(3 59356.074),(4 82426.94),(5 109304.914),(6 134452.48),(7 163138.23),(8 193307.05),(9 219926.27),(10 255097.17),(11 293320.22),(12 329219.97),(13 371068.5),(14 413881.72),(15 455095.53),(16 497330.25),(17 545210.56),(18 590757.2),(19 653023),(20 706626.8),(21 776757.06),(22 853320.5),(23 940855.5),(24 1058690.4),(25 1187144.6),(26 1314106.1),(27 1475282),(28 1670796.6),(29 1826763),(30 1989138),(31 2146963),(32 2337895.8),(33 2515241.8),(34 2674316.3),(35 2835393.3),(36 3003124),(37 3176736),(38 3384561),(39 3623331.3),(40 3840765.3),(41 4080018.8),(42 4372505),(43 4708668.5),(44 5069354),(45 5636265.5),(46 6283432.5),(47 6936461.5),(48 7580129.5),(49 8211440),(50 8765633),(51 9594339),(52 10308765),(53 11400023),(54 12279299),(55 13147520),(56 13910320),(57 14777055),(58 15536099),(59 16320293),(60 17146048),(61 17943586),(62 18583784),(63 19379576),(64 20066430),(65 20674512),(66 21262498),(67 21704906),(68 22046076),(69 22499432),(70 22822162),(71 23145000),(72 23455122),(73 23666218),(74 23721238),(75 23888592),(76 24022470),(77 24144848),(78 24398840),(79 24614734),
(1 603.90015),(2 833.8875),(3 1043.3606),(4 1150.2554),(5 1233.5511),(6 1282.5394),(7 1321.5588),(8 1367.27),(9 1391.4529),(10 1411.8904),(11 1461.9205),(12 1484.3196),(13 1503.6941),(14 1541.982),(15 1560.8135),(16 1587.5339),(17 1626.2379),(18 1635.3795),(19 1655.2299),(20 1691.5134),(21 1685.8909),(22 1690.3918),(23 1714.6646),(24 1708.1475),(25 1731.4257),(26 1734.1757),(27 1722.7301),(28 1751.0231),(29 1754.6221),(30 1741.2454),(31 1747.7836),(32 1745.4543),(33 1742.351),(34 1764.8585),(35 1762.5493),(36 1759.336),(37 1763.9596),(38 1775.2146),(39 1782.0206),(40 1770.1581),(41 1775.0641),(42 1753.476),(43 1742.7205),(44 1759.9366),(45 1751.2797),(46 1763.173),(47 1779.4979),(48 1780.3385),(49 1784.8014),(50 1803.7811),(51 1803.2759),(52 1793.8047),(53 1804.2559),(54 1777.3499),(55 1775.8514),(56 1773.3844),(57 1749.7201),(58 1741.2374),(59 1732.7759),(60 1712.8529),(61 1728.2095),(62 1723.6079),(63 1717.1366),(64 1727.5846),(65 1739.6287),(66 1728.9951),(67 1728.2671),(68 1736.4519),(69 1731.0323),(70 1735.1791),(71 1744.0247),(72 1745.6569),(73 1742.7214),(74 1755.98),(75 1742.9963),(76 1741.7214),(77 1733.4469),(78 1737.8221),(79 1741.1),
(1 596.13184),(2 826.77625),(3 1014.3559),(4 1134.2097),(5 1203.8766),(6 1256.2194),(7 1307.7191),(8 1354.2167),(9 1387.8402),(10 1421.1028),(11 1452.177),(12 1471.6647),(13 1503.8134),(14 1534.1057),(15 1548.9645),(16 1581.6583),(17 1609.7094),(18 1602.3333),(19 1622.2428),(20 1643.364),(21 1638.5503),(22 1671.4027),(23 1669.3944),(24 1666.8134),(25 1679.5646),(26 1684.6503),(27 1673.7885),(28 1681.596),(29 1685.1086),(30 1668.3857),(31 1658.2002),(32 1673.8732),(33 1666.6376),(34 1684.6603),(35 1692.0199),(36 1689.4473),(37 1699.8466),(38 1719.3347),(39 1709.3291),(40 1708.792),(41 1730.3037),(42 1709.4796),(43 1695.8193),(44 1713.4093),(45 1701.6028),(46 1715.7578),(47 1723.7616),(48 1735.0872),(49 1760.0349),(50 1768.299),(51 1781.048),(52 1758.3456),(53 1754.1849),(54 1750.0834),(55 1748.4529),(56 1735.3928),(57 1719.3455),(58 1710.6571),(59 1707.6532),(60 1707.7804),(61 1721.2285),(62 1738.655),(63 1738.036),(64 1731.7762),(65 1739.4108),(66 1744.2476),(67 1745.7732),(68 1733.67),(69 1744.2854),(70 1729.0425),(71 1742.2046),(72 1725.2085),(73 1727.0756),(74 1727.9585),(75 1718.7462),(76 1713.4897),(77 1715.3232),(78 1705.1106),(79 1700.8827),
(1 585.4319),(2 816.7406),(3 1013.1993),(4 1121.0004),(5 1207.5155),(6 1253.8533),(7 1297.8997),(8 1348.9761),(9 1370.3351),(10 1413.1819),(11 1449.8168),(12 1453.7211),(13 1484.5621),(14 1523.2314),(15 1540.9545),(16 1556.7424),(17 1587.5701),(18 1583.3151),(19 1599.3135),(20 1631.3688),(21 1631.2543),(22 1654.6443),(23 1661.4122),(24 1663.6079),(25 1693.6482),(26 1709.5468),(27 1710.7858),(28 1703.9332),(29 1713.6709),(30 1702.269),(31 1702.9722),(32 1696.7325),(33 1699.4856),(34 1705.4094),(35 1728.751),(36 1707.7142),(37 1709.8351),(38 1718.5378),(39 1713.743),(40 1702.3348),(41 1714.7285),(42 1695.2153),(43 1693.4133),(44 1701.2811),(45 1701.3666),(46 1707.4282),(47 1723.0653),(48 1732.7479),(49 1749.8047),(50 1767.4518),(51 1782.0262),(52 1759.6481),(53 1765.14),(54 1769.0497),(55 1767.6434),(56 1771.9618),(57 1760.5543),(58 1753.7372),(59 1756.3635),(60 1743.2999),(61 1755.9557),(62 1776.8558),(63 1757.1152),(64 1766.3081),(65 1760.7308),(66 1747.2369),(67 1765.4631),(68 1785.7594),(69 1763.9066),(70 1753.6674),(71 1764.9796),(72 1754.6603),(73 1761.6306),(74 1778.3212),(75 1768.499),(76 1770.5875),(77 1770.3279),(78 1745.8247),(79 1740.4244),
(1 596.0336),(2 825.05035),(3 1023.0914),(4 1130.675),(5 1221.7332),(6 1264.7516),(7 1300.4167),(8 1342.4375),(9 1350.8038),(10 1386.179),(11 1426.3309),(12 1439.3405),(13 1459.6361),(14 1484.6512),(15 1495.8699),(16 1501.2339),(17 1543.8993),(18 1547.8652),(19 1557.6672),(20 1582.7621),(21 1589.2346),(22 1623.0642),(23 1659.9143),(24 1650.6973),(25 1668.0988),(26 1681.8281),(27 1679.8053),(28 1688.8505),(29 1695.9512),(30 1678.998),(31 1682.0743),(32 1676.351),(33 1661.6965),(34 1672.4607),(35 1698.5503),(36 1678.3293),(37 1687.7511),(38 1700.0647),(39 1678.376),(40 1675.7214),(41 1688.3995),(42 1676.0935),(43 1669.3337),(44 1666.5405),(45 1667.1543),(46 1673.4209),(47 1679.0743),(48 1664.8759),(49 1681.2177),(50 1688.5977),(51 1690.3904),(52 1686.4331),(53 1714.7137),(54 1706.2743),(55 1702.3218),(56 1703.5957),(57 1696.9989),(58 1705.3236),(59 1696.063),(60 1678.8262),(61 1693.3461),(62 1712.8975),(63 1690.6505),(64 1690.2982),(65 1694.114),(66 1678.295),(67 1684.3329),(68 1720.8173),(69 1710.0731),(70 1699.3313),(71 1721.3464),(72 1721.5067),(73 1720.0243),(74 1734.2922),(75 1714.1697),(76 1730.6367),(77 1745.6208),(78 1724.277),(79 1727.4904),
(1 578.6767),(2 787.7377),(3 973.60596),(4 1082.6611),(5 1167.6194),(6 1201.4315),(7 1245.1646),(8 1288.5386),(9 1304.0756),(10 1321.8806),(11 1346.5221),(12 1353.7982),(13 1387.7468),(14 1404.1812),(15 1427.7021),(16 1446.392),(17 1467.394),(18 1483.8645),(19 1497.9563),(20 1515.7211),(21 1512.9849),(22 1528.4565),(23 1553.3234),(24 1548.9775),(25 1566.8956),(26 1581.4645),(27 1574.0654),(28 1594.9435),(29 1603.905),(30 1598.8282),(31 1612.6554),(32 1621.5294),(33 1611.2301),(34 1634.6289),(35 1649.9188),(36 1640.7615),(37 1642.9473),(38 1660.7815),(39 1650.7008),(40 1645.8973),(41 1665.001),(42 1647.7686),(43 1638.6741),(44 1630.1189),(45 1629.229),(46 1641.6865),(47 1662.9679),(48 1628.406),(49 1627.7577),(50 1636.8512),(51 1630.4236),(52 1621.9794),(53 1637.4329),(54 1631.665),(55 1630.7753),(56 1624.273),(57 1612.3732),(58 1608.0013),(59 1596.5963),(60 1584.2126),(61 1604.8582),(62 1620.381),(63 1596.8284),(64 1595.1954),(65 1618.765),(66 1613.054),(67 1588.4238),(68 1607.8701),(69 1594.4177),(70 1592.8754),(71 1617.7489),(72 1608.7009),(73 1618.7727),(74 1637.2709),(75 1634.1256),(76 1653.548),(77 1664.9391),(78 1662.9775),(79 1653.1072),
(1 581.90875),(2 801.40765),(3 972.875),(4 1061.5597),(5 1159.2225),(6 1193.18),(7 1247.7944),(8 1294.3573),(9 1327.5344),(10 1354.0934),(11 1383.657),(12 1397.7664),(13 1420.3765),(14 1440.6613),(15 1446.9838),(16 1460.8245),(17 1487.951),(18 1496.7354),(19 1509.9747),(20 1534.9753),(21 1533.22),(22 1569.0438),(23 1581.1455),(24 1583.655),(25 1604.4514),(26 1620.8624),(27 1618.3363),(28 1625.8114),(29 1630.8643),(30 1621.8137),(31 1629.0781),(32 1647.3624),(33 1645.8851),(34 1654.2771),(35 1675.2805),(36 1652.9816),(37 1669.6189),(38 1693.1981),(39 1687.1871),(40 1675.6674),(41 1687.8405),(42 1663.7421),(43 1649.4972),(44 1660.0637),(45 1642.8248),(46 1651.2268),(47 1649.908),(48 1633.9515),(49 1641.0582),(50 1667.8749),(51 1646.4702),(52 1648.657),(53 1655.9758),(54 1656.2726),(55 1655.8945),(56 1652.9113),(57 1639.7225),(58 1639.7493),(59 1629.2035),(60 1612.783),(61 1601.2317),(62 1625.6045),(63 1610.9602),(64 1594.6848),(65 1603.976),(66 1598.2914),(67 1596.8862),(68 1615.1316),(69 1609.535),(70 1611.2717),(71 1609.9833),(72 1599.4131),(73 1618.2432),(74 1630.1796),(75 1616.946),(76 1630.8269),(77 1640.8674),(78 1622.9073),(79 1633.9517),
(1 568.01843),(2 780.1852),(3 946.3324),(4 1038.7498),(5 1117.8152),(6 1152.7783),(7 1206.522),(8 1250.2333),(9 1268.6124),(10 1288.1157),(11 1327.8652),(12 1315.1687),(13 1336.491),(14 1347.209),(15 1379.855),(16 1399.848),(17 1434.2045),(18 1440.9595),(19 1457.7096),(20 1489.7703),(21 1489.6382),(22 1510.7184),(23 1518.6228),(24 1515.7362),(25 1531.9822),(26 1545.6151),(27 1538.3613),(28 1575.2507),(29 1575.536),(30 1564.3148),(31 1571.0217),(32 1575.9181),(33 1582.4087),(34 1595.9746),(35 1611.8987),(36 1597.864),(37 1600.9818),(38 1611.3901),(39 1599.7158),(40 1596.6394),(41 1604.0637),(42 1598.646),(43 1587.0481),(44 1602.5491),(45 1614.0354),(46 1627.4486),(47 1662.0145),(48 1656.139),(49 1650.4032),(50 1668.1058),(51 1636.3623),(52 1630.8513),(53 1652.314),(54 1644.4387),(55 1629.2544),(56 1618.2576),(57 1610.0433),(58 1617.7722),(59 1613.2073),(60 1603.4104),(61 1611.6151),(62 1606.874),(63 1605.535),(64 1581.7604),(65 1588.9678),(66 1578.7429),(67 1574.2673),(68 1590.5802),(69 1588.4586),(70 1591.787),(71 1592.3298),(72 1582.593),(73 1580.1659),(74 1582.1537),(75 1584.8909),(76 1588.2825),(77 1613.39),(78 1602.5447),(79 1608.8683),
(1 553.4964),(2 747.20874),(3 923.083),(4 1019.92255),(5 1079.1715),(6 1115.7699),(7 1171.4176),(8 1198.2435),(9 1224.3588),(10 1256.0245),(11 1299.57),(12 1303.5956),(13 1334.4824),(14 1346.3455),(15 1364.9324),(16 1379.6647),(17 1395.1162),(18 1413.2361),(19 1437.989),(20 1452.6288),(21 1470.3541),(22 1485.1211),(23 1504.7025),(24 1499.2698),(25 1510.302),(26 1523.1343),(27 1515.564),(28 1511.6615),(29 1517.806),(30 1493.6047),(31 1502.611),(32 1514.7833),(33 1516.5563),(34 1513.3942),(35 1533.245),(36 1525.139),(37 1523.2235),(38 1524.2902),(39 1517.0865),(40 1516.4127),(41 1509.1759),(42 1502.9891),(43 1519.6398),(44 1527.9269),(45 1526.6904),(46 1525.1599),(47 1555.676),(48 1552.7698),(49 1540.403),(50 1544.4552),(51 1543.4312),(52 1547.5538),(53 1553.2114),(54 1547.7596),(55 1541.0493),(56 1545.8029),(57 1534.9968),(58 1545.3812),(59 1554.7909),(60 1535.7922),(61 1561.73),(62 1575.6654),(63 1559.709),(64 1540.1602),(65 1546.651),(66 1544.6453),(67 1534.983),(68 1553.9055),(69 1535.279),(70 1538.5793),(71 1553.8345),(72 1560.7388),(73 1559.1971),(74 1572.4017),(75 1570.6786),(76 1558.5354),(77 1585.7603),(78 1578.7344),(79 1581.5352),
(1 558.9723),(2 754.8383),(3 918.2597),(4 1008.9059),(5 1074.3422),(6 1111.0287),(7 1167.2992),(8 1206.6582),(9 1241.5446),(10 1274.5309),(11 1314.4059),(12 1299.3691),(13 1318.6879),(14 1354.3931),(15 1351.9567),(16 1375.9305),(17 1392.0321),(18 1393.7517),(19 1408.9103),(20 1428.4275),(21 1448.987),(22 1468.2867),(23 1489.7692),(24 1491.2155),(25 1511.9172),(26 1539.109),(27 1541.1808),(28 1536.1056),(29 1544.2369),(30 1541.3751),(31 1535.0233),(32 1543.2656),(33 1546.5422),(34 1540.3364),(35 1562.0001),(36 1544.9276),(37 1544.6278),(38 1552.1072),(39 1557.3816),(40 1563.9863),(41 1566.6547),(42 1563.5442),(43 1565.5732),(44 1579.5043),(45 1563.154),(46 1561.6016),(47 1578.541),(48 1556.2946),(49 1545.7621),(50 1553.9026),(51 1548.5957),(52 1537.4587),(53 1547.4567),(54 1542.9318),(55 1551.4966),(56 1563.6895),(57 1545.9465),(58 1549.6066),(59 1556.6543),(60 1546.2251),(61 1550.4395),(62 1565.0862),(63 1570.9064),(64 1553.146),(65 1556.9237),(66 1553.2216),(67 1550.7546),(68 1554.6808),(69 1551.3558),(70 1554.3567),(71 1566.1675),(72 1580.7286),(73 1579.4159),(74 1602.0679),(75 1583.8644),(76 1585.1085),(77 1618.6293),(78 1607.5535),(79 1621.9413),
(1 558.7544),(2 747.3927),(3 912.0648),(4 999.4286),(5 1077.0951),(6 1117.3077),(7 1156.3616),(8 1192.6266),(9 1218.7931),(10 1235.5837),(11 1270.1378),(12 1286.1323),(13 1304.2009),(14 1318.1312),(15 1330.2268),(16 1350.1595),(17 1365.4928),(18 1373.1373),(19 1387.5155),(20 1408.417),(21 1404.7728),(22 1425.2045),(23 1446.3314),(24 1438.9464),(25 1444.7109),(26 1473.3306),(27 1475.6959),(28 1476.7877),(29 1483.8271),(30 1482.5927),(31 1497.1757),(32 1514.4021),(33 1500.8004),(34 1502.3945),(35 1526.8948),(36 1513.6897),(37 1517.3663),(38 1525.69),(39 1518.634),(40 1515.1632),(41 1517.5823),(42 1526.5643),(43 1520.5695),(44 1528.1155),(45 1527.1517),(46 1542.0012),(47 1568.5297),(48 1548.1992),(49 1544.5709),(50 1553.6992),(51 1547.3582),(52 1520.2349),(53 1531.1808),(54 1521.6229),(55 1545.214),(56 1561.9061),(57 1553.7794),(58 1557.5493),(59 1563.712),(60 1539.2493),(61 1547.6779),(62 1552.0055),(63 1541.796),(64 1539.5615),(65 1540.2649),(66 1534.1172),(67 1525.9126),(68 1547.9907),(69 1547.6102),(70 1541.3732),(71 1553.9183),(72 1550.5513),(73 1548.3156),(74 1543.8473),(75 1535.37),(76 1549.9863),(77 1569.5481),(78 1555.7107),(79 1557.9261),
(1 540.74646),(2 745.0572),(3 905.93835),(4 998.1938),(5 1078.0393),(6 1118.2463),(7 1150.077),(8 1193.9197),(9 1206.2681),(10 1227.0588),(11 1255.4545),(12 1279.6106),(13 1305.5669),(14 1316.5392),(15 1338.4662),(16 1351.4691),(17 1375.7147),(18 1395.9606),(19 1413.9924),(20 1456),(21 1447.1787),(22 1479.1898),(23 1487.7587),(24 1474.7865),(25 1481.5928),(26 1502.8878),(27 1511.5532),(28 1511.7778),(29 1528.3508),(30 1513.4458),(31 1522.9542),(32 1539.6876),(33 1520.9296),(34 1521.3334),(35 1538.0397),(36 1517.2804),(37 1515.6875),(38 1534.4945),(39 1530.5554),(40 1538.7804),(41 1551.2444),(42 1553.4264),(43 1557.7047),(44 1549.8186),(45 1548.2008),(46 1565.2319),(47 1577.9717),(48 1564.0752),(49 1552.578),(50 1555.6344),(51 1552.7659),(52 1542.5145),(53 1550.9686),(54 1546.2733),(55 1545.2606),(56 1558.0886),(57 1543.5964),(58 1545.3026),(59 1542.8773),(60 1515.422),(61 1518.1084),(62 1539.629),(63 1517.1901),(64 1518.4707),(65 1515.5055),(66 1500.7147),(67 1507.256),(68 1509.3942),(69 1496.0078),(70 1490.4907),(71 1498.0795),(72 1492.8674),(73 1488.4492),(74 1494.4165),(75 1501.3744),(76 1513.2175),(77 1540.1681),(78 1526.1129),(79 1522.504),
(1 531.8274),(2 723.27466),(3 886.2134),(4 967.9401),(5 1028.8693),(6 1077.254),(7 1120.5593),(8 1167.2985),(9 1191.5042),(10 1206.4396),(11 1225.5781),(12 1241.9178),(13 1260.5288),(14 1284.859),(15 1302.4794),(16 1311.5203),(17 1341.804),(18 1358.8171),(19 1360.581),(20 1398.117),(21 1396.8448),(22 1411.1138),(23 1418.5822),(24 1411.8704),(25 1426.9604),(26 1434.168),(27 1436.2104),(28 1450.9775),(29 1443.7355),(30 1427.2129),(31 1424.4814),(32 1440.217),(33 1435.6061),(34 1428.6833),(35 1446.1884),(36 1424.6118),(37 1426.8466),(38 1447.4656),(39 1439.1024),(40 1447.8499),(41 1456.1619),(42 1440.8737),(43 1441.3157),(44 1458.5486),(45 1444.9417),(46 1457.267),(47 1462.552),(48 1455.9183),(49 1451.8549),(50 1458.658),(51 1448.8665),(52 1444.7002),(53 1469.3285),(54 1459.7462),(55 1465.8252),(56 1470.7145),(57 1461.8937),(58 1469.9955),(59 1469.4581),(60 1453.6815),(61 1453.4673),(62 1455.2704),(63 1444.446),(64 1427.0262),(65 1428.8547),(66 1420.7242),(67 1421.4382),(68 1432.0118),(69 1424.6849),(70 1434.9976),(71 1440.5209),(72 1428.7242),(73 1432.1066),(74 1436.9001),(75 1451.2365),(76 1459.4835),(77 1466.9498),(78 1461.5779),(79 1443.4551),
(1 536.0948),(2 729.9831),(3 891.355),(4 973.6048),(5 1039.8842),(6 1060.7711),(7 1108.3434),(8 1157.169),(9 1181.3031),(10 1209.6774),(11 1242.0322),(12 1240.9734),(13 1274.4443),(14 1290.2697),(15 1296.0394),(16 1310.5044),(17 1330.4237),(18 1358.6051),(19 1365.9427),(20 1387.0562),(21 1394.1459),(22 1431.5486),(23 1437.1842),(24 1443.5742),(25 1459.2565),(26 1466.2925),(27 1457.7115),(28 1461.868),(29 1471.8278),(30 1462.581),(31 1454.3705),(32 1467.3367),(33 1464.1395),(34 1462.6643),(35 1469.9585),(36 1457.8035),(37 1460.9534),(38 1483.3181),(39 1477.777),(40 1462.2773),(41 1488.6912),(42 1472.4373),(43 1474.778),(44 1474.9734),(45 1473.7263),(46 1470.7827),(47 1488.1077),(48 1476.9482),(49 1490.889),(50 1509.2628),(51 1492.7334),(52 1485.6741),(53 1501.9866),(54 1493.4271),(55 1491.0372),(56 1497.8022),(57 1483.984),(58 1495.821),(59 1476.3069),(60 1459.8063),(61 1459.461),(62 1454.4772),(63 1447.9628),(64 1454.3729),(65 1448.328),(66 1434.7189),(67 1431.7556),(68 1443.8844),(69 1422.5458),(70 1441.5175),(71 1444.6255),(72 1432.0142),(73 1434.9438),(74 1456.1819),(75 1451.3959),(76 1463.1969),(77 1467.3322),(78 1453.6528),(79 1443.9237),
(1 512.7109),(2 706.8314),(3 870.3359),(4 943.6747),(5 1026.9805),(6 1057.708),(7 1083.8612),(8 1120.4923),(9 1142.5929),(10 1171.1052),(11 1201.0914),(12 1224.7094),(13 1248.4567),(14 1275.8802),(15 1280.8982),(16 1293.9487),(17 1319.1162),(18 1337.7811),(19 1346.7279),(20 1366.6147),(21 1369.2306),(22 1391.7872),(23 1413.8448),(24 1402.6273),(25 1416.5709),(26 1416.4805),(27 1428.7076),(28 1438.8549),(29 1459.8325),(30 1449.6439),(31 1443.0419),(32 1446.7476),(33 1435.692),(34 1445.6313),(35 1456.1893),(36 1444.4973),(37 1437.6418),(38 1435.7786),(39 1426.9241),(40 1419.8048),(41 1428.0112),(42 1422.9595),(43 1418.1456),(44 1412.8212),(45 1411.9453),(46 1424.9836),(47 1424.5002),(48 1417.1155),(49 1411.5814),(50 1424.2343),(51 1411.9225),(52 1403.735),(53 1415.57),(54 1406.3184),(55 1408.2227),(56 1413.0194),(57 1405.368),(58 1401.1187),(59 1388.9349),(60 1362.0513),(61 1376.7382),(62 1375.1553),(63 1372.9078),(64 1376.008),(65 1405.9989),(66 1393.8959),(67 1393.1864),(68 1396.6494),(69 1401.9529),(70 1399.6837),(71 1414.169),(72 1412.735),(73 1415.6384),(74 1426.2065),(75 1426.2867),(76 1419.6285),(77 1429.5696),(78 1428.4146),(79 1432.7953),
(1 523.2978),(2 699.87976),(3 844.0473),(4 925.8128),(5 998.5473),(6 1032.5032),(7 1063.7937),(8 1097.6108),(9 1126.466),(10 1142.1616),(11 1172.3678),(12 1185.5482),(13 1212.0759),(14 1230.1324),(15 1244.8837),(16 1264.0453),(17 1274.4347),(18 1283.9622),(19 1299.9956),(20 1327.8102),(21 1332.5564),(22 1352.7235),(23 1373.9829),(24 1358.1477),(25 1353.0803),(26 1350.0607),(27 1354.2059),(28 1361.2059),(29 1361.8962),(30 1349.7878),(31 1349.586),(32 1348.1312),(33 1350.2476),(34 1345.9608),(35 1355.2509),(36 1347.9965),(37 1336.1819),(38 1360.2573),(39 1348.7333),(40 1359.2622),(41 1361.6808),(42 1348.2015),(43 1367.2133),(44 1372.2202),(45 1365.9412),(46 1361.3027),(47 1383.1582),(48 1371.0104),(49 1389.9987),(50 1406.9596),(51 1396.5593),(52 1408.1418),(53 1413.421),(54 1419.4424),(55 1416.8855),(56 1408.7369),(57 1395.362),(58 1399.9591),(59 1393.8601),(60 1366.8807),(61 1376.1876),(62 1374.0402),(63 1381.3281),(64 1375.2457),(65 1381.565),(66 1365.9146),(67 1366.9425),(68 1362.9686),(69 1363.3689),(70 1362.7192),(71 1372.21),(72 1378.9055),(73 1390.817),(74 1411.0026),(75 1419.5793),(76 1415.6584),(77 1423.7909),(78 1406.5753),(79 1418.7216),
(1 520.9002),(2 689.87616),(3 850.1617),(4 913.7374),(5 990.73004),(6 1025.6486),(7 1065.9115),(8 1106.9813),(9 1136.3318),(10 1159.2554),(11 1191.1243),(12 1190.3246),(13 1207.6849),(14 1226.1975),(15 1239.874),(16 1262.0625),(17 1279.6736),(18 1300.6136),(19 1314.0763),(20 1330.3173),(21 1330.1964),(22 1357.8956),(23 1375.8881),(24 1370.831),(25 1369.8248),(26 1385.1042),(27 1376.32),(28 1368.1205),(29 1369.0961),(30 1357.8724),(31 1346.5007),(32 1355.4175),(33 1354.4352),(34 1351.8954),(35 1366.5732),(36 1353.1705),(37 1359.6306),(38 1376.4183),(39 1358.066),(40 1357.5498),(41 1369.495),(42 1354.388),(43 1360.0974),(44 1352.5469),(45 1345.6512),(46 1342.9496),(47 1367.8506),(48 1355.3236),(49 1358.7725),(50 1381.7292),(51 1368.603),(52 1362.3856),(53 1383.7845),(54 1383.9862),(55 1381.0111),(56 1375.8645),(57 1374.1338),(58 1382.5098),(59 1389.5927),(60 1375.6615),(61 1390.0063),(62 1391.9237),(63 1388.6527),(64 1390.3857),(65 1400.4519),(66 1383.823),(67 1386.2776),(68 1389.8195),(69 1385.3369),(70 1383.6986),(71 1383.4968),(72 1381.347),(73 1387.1188),(74 1397.875),(75 1399.1019),(76 1403.6527),(77 1412.3762),(78 1391.9862),(79 1385.2715),
