1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12894.102),(2 30612.74),(3 59356.074),(4 82426.94),(5 109304.914),(6 134452.48),(7 163138.23),(8 193307.05),(9 219926.27),(10 255097.17),(11 293320.22),(12 329219.97),(13 371068.5),(14 413881.72),(15 455095.53),(16 497330.25),(17 545210.56),(18 590757.2),(19 653023),(20 706626.8),(21 776757.06),(22 853320.5),(23 940855.5),(24 1058690.4),(25 1187144.6),(26 1314106.1),(27 1475282),(28 1670796.6),(29 1826763),(30 1989138),(31 2146963),(32 2337895.8),(33 2515241.8),(34 2674316.3),(35 2835393.3),(36 3003124),(37 3176736),(38 3384561),(39 3623331.3),(40 3840765.3),(41 4080018.8),(42 4372505),(43 4708668.5),(44 5069354),(45 5636265.5),(46 6283432.5),(47 6936461.5),(48 7580129.5),(49 8211440),(50 8765633),(51 9594339),(52 10308765),(53 11400023),(54 12279299),(55 13147520),(56 13910320),(57 14777055),(58 15536099),(59 16320293),(60 17146048),(61 17943586),(62 18583784),(63 19379576),(64 20066430),(65 20674512),(66 21262498),(67 21704906),(68 22046076),(69 22499432),(70 22822162),(71 23145000),(72 23455122),(73 23666218),(74 23721238),(75 23888592),(76 24022470),(77 24144848),(78 24398840),(79 24614734),
(1 2851.4907),(2 6068.2607),(3 8612.294),(4 10086.108),(5 11791.146),(6 12891.387),(7 13436.061),(8 13978.012),(9 14676.814),(10 15367.767),(11 15692.218),(12 15772.534),(13 16113.484),(14 16556.54),(15 16933.068),(16 17337.328),(17 17806.875),(18 17897.832),(19 18042.809),(20 18161.361),(21 18246.893),(22 18412.684),(23 18631.043),(24 18494.543),(25 18634.582),(26 18791.246),(27 19096.695),(28 19636.291),(29 19790.26),(30 19893.479),(31 20148.287),(32 20313.572),(33 20167.225),(34 20002.16),(35 20114.014),(36 19992.84),(37 20090.043),(38 20251.186),(39 20234.09),(40 20212.086),(41 20300.008),(42 20351.777),(43 20539.434),(44 20711.197),(45 20684.14),(46 20728.422),(47 20711.902),(48 20620.3),(49 20593.65),(50 20707.469),(51 20714.264),(52 20501.344),(53 20760.973),(54 20922.068),(55 21042.125),(56 21100.934),(57 21043.934),(58 21138.854),(59 21105.49),(60 21061.39),(61 21218.96),(62 21441.805),(63 21411.58),(64 21492.297),(65 21603.42),(66 21696.088),(67 21679.156),(68 21620.316),(69 21434.518),(70 21306.057),(71 21282.633),(72 21160.248),(73 21160.514),(74 21093.857),(75 21112.053),(76 20965.514),(77 21087.592),(78 21085.748),(79 21104.703),
(1 2743.6375),(2 5771.0615),(3 8164.2783),(4 9485.37),(5 10967.995),(6 12124.338),(7 12611.05),(8 13067.029),(9 13762.817),(10 14372.8),(11 14664.532),(12 14659.5625),(13 14940.759),(14 15302.93),(15 15618.25),(16 15931.856),(17 16396.98),(18 16626.494),(19 16857.432),(20 17124.428),(21 17198.846),(22 17405.057),(23 17469.932),(24 17401.748),(25 17470.879),(26 17434.768),(27 17519.174),(28 17991.58),(29 18242.152),(30 18409.906),(31 18613.844),(32 18778.813),(33 18731.842),(34 18693.787),(35 18788.463),(36 18837.883),(37 18912.525),(38 19066.96),(39 19133.643),(40 19226.41),(41 19329.021),(42 19337.742),(43 19543.893),(44 19727.229),(45 19748.857),(46 19814.871),(47 19907.295),(48 19859.76),(49 19960.967),(50 20098.201),(51 20084.127),(52 20089.818),(53 20335.992),(54 20472.336),(55 20549.63),(56 20545.838),(57 20488.057),(58 20522.959),(59 20668.393),(60 20675),(61 20790.266),(62 20847.588),(63 20800.588),(64 20918.736),(65 21042.307),(66 20907.607),(67 20921.125),(68 20920.111),(69 20891.055),(70 20730.3),(71 20763.645),(72 20557.143),(73 20472.955),(74 20372.516),(75 20336.744),(76 20319.277),(77 20506.303),(78 20537.69),(79 20739.984),
(1 2663.9214),(2 5646.692),(3 7908.8086),(4 9262.783),(5 10768.366),(6 11830.911),(7 12451.289),(8 12922.067),(9 13501.008),(10 14102.034),(11 14356.103),(12 14413.857),(13 14731.25),(14 15182.714),(15 15637.561),(16 16011.285),(17 16367.899),(18 16548.03),(19 16681.97),(20 16895.326),(21 17008.121),(22 17195),(23 17309.453),(24 17177.951),(25 17158.076),(26 17134.105),(27 17276.896),(28 17494.441),(29 17755.906),(30 17933.55),(31 18133.635),(32 18332.227),(33 18411.273),(34 18593.705),(35 18726.7),(36 18781.766),(37 18964.313),(38 19111.066),(39 19127.76),(40 19228.586),(41 19338.193),(42 19253.04),(43 19189.717),(44 19322.74),(45 19539.72),(46 19746.012),(47 19976.883),(48 19877.758),(49 20108.893),(50 20213.309),(51 19990.715),(52 19766.342),(53 19962.549),(54 19994.742),(55 19936.102),(56 19958.193),(57 19917.52),(58 20005.508),(59 20222.992),(60 20343.508),(61 20488.088),(62 20519.95),(63 20346.203),(64 20421.486),(65 20462.576),(66 20424.607),(67 20470.604),(68 20511.238),(69 20518.664),(70 20504.773),(71 20489.309),(72 20338.176),(73 20307.547),(74 20187.053),(75 19999.73),(76 20059.998),(77 20081.705),(78 20069.094),(79 20178.508),
(1 2690.7842),(2 5676.297),(3 8003.5386),(4 9279.731),(5 10827.967),(6 11903.88),(7 12496.011),(8 13104.36),(9 13764.588),(10 14343.662),(11 14710.848),(12 14916.585),(13 15254.282),(14 15667.273),(15 16078.019),(16 16491.883),(17 16782.176),(18 16953.938),(19 17143.72),(20 17234.705),(21 17401.697),(22 17653.555),(23 17736.543),(24 17509.854),(25 17402.023),(26 17404.166),(27 17450.201),(28 17671.627),(29 17869),(30 17890.266),(31 18020.793),(32 18177.05),(33 18117.078),(34 18162.113),(35 18314.588),(36 18296.416),(37 18320.648),(38 18287.186),(39 18180.092),(40 18220.42),(41 18432.572),(42 18540.18),(43 18619.64),(44 18663.252),(45 18768.19),(46 19023.5),(47 19257.77),(48 19285.271),(49 19246.27),(50 19277.053),(51 18998.898),(52 18748.412),(53 18778.959),(54 18963.338),(55 18994.09),(56 19058.975),(57 19112.912),(58 19298.723),(59 19643.191),(60 19754.977),(61 19906.477),(62 19912.287),(63 19748.42),(64 19726.049),(65 19726.607),(66 19681.014),(67 19713.682),(68 19724.738),(69 19584.396),(70 19563.545),(71 19518.055),(72 19352.863),(73 19378.77),(74 19498.393),(75 19464.535),(76 19494.658),(77 19536.406),(78 19541.068),(79 19678.64),
(1 2572.1196),(2 5377.6455),(3 7552.7725),(4 8740.688),(5 10172.061),(6 11282.332),(7 11825.739),(8 12405.029),(9 13118.903),(10 13777.394),(11 14049.38),(12 14145.819),(13 14556.719),(14 14994.541),(15 15231.176),(16 15409.148),(17 15610.068),(18 15616.535),(19 15753.5),(20 15828.322),(21 15946.18),(22 16081.508),(23 16192.925),(24 16070.519),(25 16126.783),(26 16202.729),(27 16273.241),(28 16585.826),(29 16672.795),(30 16799.998),(31 17014.035),(32 17173.975),(33 17099.186),(34 17060.959),(35 17267.193),(36 17277.363),(37 17289.816),(38 17334.873),(39 17306.955),(40 17399.31),(41 17491.72),(42 17476.676),(43 17551.602),(44 17681.555),(45 17711.031),(46 17685.877),(47 17655.65),(48 17694.477),(49 17779.234),(50 18003.098),(51 17990.951),(52 18044.982),(53 18146.873),(54 18242.705),(55 18407.748),(56 18556.912),(57 18625.506),(58 18830.666),(59 18965.35),(60 19012.61),(61 19053.02),(62 19088.373),(63 18954.621),(64 18915.389),(65 18888.34),(66 18773.195),(67 18794.17),(68 18824.016),(69 18635.404),(70 18533.555),(71 18557.037),(72 18433.828),(73 18445.229),(74 18513.15),(75 18530.72),(76 18583.742),(77 18684.115),(78 18686.102),(79 18753.771),
(1 2517.2622),(2 5236.493),(3 7302.3955),(4 8518.3955),(5 9913.532),(6 10985.589),(7 11625.05),(8 12234.35),(9 12920.054),(10 13628.223),(11 13951.896),(12 14105.527),(13 14393.912),(14 14861.341),(15 15139.977),(16 15373.464),(17 15478.461),(18 15447.796),(19 15512.883),(20 15624.63),(21 15827.015),(22 15981.329),(23 16205.279),(24 16234.817),(25 16191.1045),(26 16295.1455),(27 16476.28),(28 16897.646),(29 17115.617),(30 17292.338),(31 17499.922),(32 17664.303),(33 17599.068),(34 17599.76),(35 17601.814),(36 17594.54),(37 17628.21),(38 17740.809),(39 17726.01),(40 17646.475),(41 17701.193),(42 17697.74),(43 17870.588),(44 17922.148),(45 17863.914),(46 17866.477),(47 17750.766),(48 17659.09),(49 17650.086),(50 17719.158),(51 17623.31),(52 17579.467),(53 17844.885),(54 17976.21),(55 18054.613),(56 18144.557),(57 18152.441),(58 18218.184),(59 18350.123),(60 18290.016),(61 18204.477),(62 18152.027),(63 17853.969),(64 17680.467),(65 17698.521),(66 17782.742),(67 17935.488),(68 18153.705),(69 17918.4),(70 17699.795),(71 17535.643),(72 17238.248),(73 17080.275),(74 16987.342),(75 16879.893),(76 16849.201),(77 16891.89),(78 16987.79),(79 17059.71),
(1 2432.8857),(2 5013.9136),(3 6956.8076),(4 8011.448),(5 9321.187),(6 10300.093),(7 10760.086),(8 11269.979),(9 11951.627),(10 12541.075),(11 12758.81),(12 12880.279),(13 13230.542),(14 13633.935),(15 13884.532),(16 14133.319),(17 14314.126),(18 14424.913),(19 14479.563),(20 14614.058),(21 14828.302),(22 15088.011),(23 15325.531),(24 15397.597),(25 15425.286),(26 15521.283),(27 15711.761),(28 16005.647),(29 16063.6455),(30 16039.953),(31 16055.623),(32 16144.792),(33 16000.791),(34 16012.763),(35 16141.981),(36 16212.609),(37 16342.053),(38 16481.96),(39 16395.438),(40 16392.865),(41 16480.379),(42 16565.928),(43 16665.889),(44 16767.781),(45 16806.064),(46 16816.078),(47 16869.436),(48 16781.254),(49 16883.91),(50 17006.97),(51 16989.861),(52 16953.516),(53 17092.887),(54 17132.094),(55 17132.861),(56 17201.752),(57 17129.662),(58 17146.453),(59 17272.357),(60 17225.248),(61 17197.479),(62 17169.414),(63 17060.938),(64 17090.404),(65 17185.383),(66 17191.424),(67 17331.586),(68 17365.559),(69 17075.928),(70 16820.709),(71 16706.13),(72 16530.225),(73 16364.747),(74 16370.885),(75 16284.271),(76 16385.805),(77 16457.752),(78 16424.096),(79 16402.008),
(1 2427.7957),(2 5002.297),(3 6842.108),(4 7930.5654),(5 9178.879),(6 10144.153),(7 10568.652),(8 11011.912),(9 11720.691),(10 12272.148),(11 12434.523),(12 12509.788),(13 12798.513),(14 13084.054),(15 13352.798),(16 13664.9375),(17 13891.09),(18 13937.634),(19 14037.531),(20 14139.794),(21 14223.799),(22 14320.387),(23 14542.368),(24 14686.326),(25 14792.19),(26 15052.262),(27 15361.539),(28 15729.924),(29 15793.205),(30 15807.442),(31 15984.031),(32 16192.619),(33 16239.743),(34 16376.889),(35 16539.018),(36 16451.09),(37 16410.059),(38 16485.06),(39 16474.459),(40 16628.57),(41 16751.217),(42 16784.852),(43 16837.125),(44 16922.31),(45 16940.32),(46 16919.848),(47 16876.723),(48 16764.188),(49 16796.541),(50 16849.318),(51 16839.523),(52 16837.479),(53 17048.236),(54 17065.453),(55 17061.713),(56 17052.16),(57 17071.416),(58 17268.223),(59 17366.877),(60 17367.975),(61 17374.695),(62 17412.336),(63 17421.668),(64 17489.871),(65 17500.037),(66 17391.76),(67 17321.18),(68 17171.467),(69 16997.754),(70 16875.162),(71 16835.4),(72 16706.432),(73 16719.209),(74 16721.648),(75 16692.346),(76 16702.244),(77 16725.799),(78 16703.613),(79 16697.854),
(1 2344.5151),(2 4809.5444),(3 6556.268),(4 7592.3066),(5 8808.368),(6 9682.498),(7 10142.847),(8 10621.556),(9 11274.06),(10 11833.952),(11 12112.577),(12 12279.381),(13 12477.251),(14 12745.527),(15 12990.441),(16 13256.322),(17 13414.57),(18 13463.78),(19 13628.36),(20 13748.514),(21 13806.038),(22 13941.293),(23 14184.026),(24 14336.617),(25 14547.811),(26 14739.566),(27 14840.177),(28 15113.226),(29 15253.476),(30 15292.043),(31 15551.593),(32 15758.684),(33 15686.815),(34 15678.043),(35 15733.587),(36 15627.34),(37 15708.068),(38 15809.1),(39 15822.208),(40 15874.864),(41 15952.191),(42 15971.867),(43 15930.775),(44 15993.292),(45 15956.154),(46 15936.321),(47 15921.479),(48 15818.4795),(49 15914.498),(50 16052.4),(51 15940.85),(52 15895.519),(53 16183.401),(54 16280.237),(55 16374.233),(56 16417.924),(57 16416.307),(58 16611.738),(59 16761.066),(60 16730.56),(61 16814.393),(62 17018),(63 17132.72),(64 17172.717),(65 17251.002),(66 17173.479),(67 17110.455),(68 16981.477),(69 16810.133),(70 16612.543),(71 16579.08),(72 16533.186),(73 16603.385),(74 16586.154),(75 16474.963),(76 16399.88),(77 16287.491),(78 16191.25),(79 16134.241),
(1 2307.3794),(2 4681.4966),(3 6449.6567),(4 7574.288),(5 8806.006),(6 9651.51),(7 10029.12),(8 10509.317),(9 11187.323),(10 11789.035),(11 12086.415),(12 12287.178),(13 12638.092),(14 13010.512),(15 13323.822),(16 13558.444),(17 13783.52),(18 13813.692),(19 13947.2295),(20 14175.68),(21 14170.114),(22 14227.384),(23 14457.385),(24 14510.196),(25 14562.829),(26 14604.349),(27 14650.364),(28 14927.997),(29 14976.311),(30 14899.269),(31 15029.644),(32 15213.81),(33 15236.911),(34 15236.056),(35 15251.892),(36 15197.638),(37 15281.895),(38 15296.669),(39 15335.855),(40 15337.548),(41 15395.1455),(42 15461.528),(43 15450.325),(44 15535.92),(45 15603.839),(46 15637.589),(47 15745.45),(48 15649.214),(49 15702.764),(50 15830.413),(51 15763.356),(52 15707.505),(53 15790.111),(54 15818.014),(55 15772.501),(56 15820.699),(57 15948.321),(58 16135.946),(59 16341.059),(60 16261.799),(61 16284.554),(62 16428.674),(63 16609.479),(64 16639.922),(65 16707.371),(66 16595.39),(67 16655.727),(68 16593.314),(69 16441.723),(70 16294.612),(71 16202.108),(72 16025.982),(73 15966.209),(74 15993.146),(75 15908.552),(76 15859.886),(77 15891.2),(78 15900.344),(79 15903.903),
(1 2268.3606),(2 4618.593),(3 6277.8228),(4 7355.893),(5 8512.065),(6 9326.99),(7 9737.888),(8 10269.119),(9 10838.444),(10 11325.756),(11 11580.311),(12 11807.982),(13 12203.506),(14 12460.383),(15 12729.876),(16 12984.077),(17 13134.417),(18 13222.915),(19 13399.122),(20 13678.36),(21 13718.507),(22 13768.267),(23 13976.7705),(24 14024.551),(25 14140.678),(26 14204.544),(27 14236.125),(28 14317.798),(29 14331.536),(30 14252.07),(31 14254.69),(32 14355.268),(33 14351.406),(34 14413.237),(35 14517.037),(36 14438.0625),(37 14494.253),(38 14638.397),(39 14681.801),(40 14687.801),(41 14787.624),(42 14830.762),(43 14868.762),(44 14946.913),(45 15020.034),(46 15144.22),(47 15235.408),(48 15203.115),(49 15284.485),(50 15414.612),(51 15366.993),(52 15288.698),(53 15344.608),(54 15280.473),(55 15211.128),(56 15193.139),(57 15207.295),(58 15288.002),(59 15431.276),(60 15446.758),(61 15461.331),(62 15492.518),(63 15424.434),(64 15412.518),(65 15381.608),(66 15270.34),(67 15311.037),(68 15256.164),(69 15050.178),(70 14965.446),(71 14966.516),(72 14805.788),(73 14691.974),(74 14676.884),(75 14724.384),(76 14709.629),(77 14766.276),(78 14828.787),(79 14904.558),
(1 2192.0051),(2 4350.7324),(3 5929.9883),(4 6972.236),(5 8073.5737),(6 8816.776),(7 9182.116),(8 9575.684),(9 10072.249),(10 10420.009),(11 10560.58),(12 10805.751),(13 11109.706),(14 11327.096),(15 11581.45),(16 11759.296),(17 11958.549),(18 12027.349),(19 12294.875),(20 12648.13),(21 12902.136),(22 13056.066),(23 13293.906),(24 13359.297),(25 13457.9),(26 13480.727),(27 13525.335),(28 13673.618),(29 13751.144),(30 13750.467),(31 13782.38),(32 13884.124),(33 13852.228),(34 13957.753),(35 14271.304),(36 14289.193),(37 14338.961),(38 14328.332),(39 14301.742),(40 14402.735),(41 14488.154),(42 14451.53),(43 14436.653),(44 14531.261),(45 14562.144),(46 14533.186),(47 14491.458),(48 14511.203),(49 14589.309),(50 14662.761),(51 14536.689),(52 14522.33),(53 14601.477),(54 14530.991),(55 14465.145),(56 14332.886),(57 14271.603),(58 14236.151),(59 14182.256),(60 14077.901),(61 14072.458),(62 14125.334),(63 14139.53),(64 14193.842),(65 14342.78),(66 14409.906),(67 14535.892),(68 14452.046),(69 14337.328),(70 14386.564),(71 14528.138),(72 14451.523),(73 14434.145),(74 14436.799),(75 14475.257),(76 14530.153),(77 14571.365),(78 14636.394),(79 14714.625),
(1 2161.4507),(2 4298.4644),(3 5855.169),(4 6874.0903),(5 7956.312),(6 8674.311),(7 9061.699),(8 9474.308),(9 10050.029),(10 10461.591),(11 10666.105),(12 10807.789),(13 11008.149),(14 11214.762),(15 11363.56),(16 11454.385),(17 11571.93),(18 11638.45),(19 11771.369),(20 12001.778),(21 12230.328),(22 12375.834),(23 12597.275),(24 12799.781),(25 12930.147),(26 13054.528),(27 13155.503),(28 13243.69),(29 13346.963),(30 13375.05),(31 13368.8545),(32 13486.396),(33 13471.878),(34 13480.426),(35 13670.395),(36 13848.846),(37 13964.012),(38 13983.794),(39 13921.635),(40 13991.001),(41 14030),(42 13941.316),(43 13978.841),(44 14065.951),(45 14051.637),(46 14013.93),(47 13970.152),(48 13956.945),(49 13917.397),(50 13860.988),(51 13598.695),(52 13464.466),(53 13517.001),(54 13463.655),(55 13387.634),(56 13373.892),(57 13355.142),(58 13472.388),(59 13604.541),(60 13530.207),(61 13529.401),(62 13601.257),(63 13707.885),(64 13756.279),(65 13845.722),(66 13877.184),(67 13955.999),(68 13986.343),(69 13853.486),(70 13882.242),(71 14028.45),(72 14028.976),(73 14139.979),(74 14329.618),(75 14381.187),(76 14441.673),(77 14520.561),(78 14671.485),(79 14717.313),
(1 2103.651),(2 4186.494),(3 5681.632),(4 6723.568),(5 7718.4175),(6 8353.543),(7 8784.254),(8 9241.782),(9 9687.291),(10 10044.678),(11 10245.163),(12 10440.661),(13 10770.952),(14 11038.387),(15 11188.83),(16 11326.104),(17 11525.607),(18 11540.391),(19 11650.82),(20 11849.867),(21 11931.287),(22 12126.456),(23 12380.57),(24 12515.92),(25 12695.517),(26 12803.038),(27 12822.629),(28 12906.094),(29 12990.07),(30 13058.359),(31 13213.965),(32 13339.849),(33 13346.79),(34 13382.247),(35 13479.219),(36 13360.257),(37 13368.526),(38 13323.968),(39 13181.279),(40 13202.052),(41 13206.914),(42 13075.466),(43 13137.354),(44 13234.017),(45 13229.686),(46 13319.031),(47 13309.1),(48 13355.956),(49 13349.086),(50 13307.821),(51 13086.073),(52 12875.067),(53 12824.968),(54 12701.011),(55 12610.278),(56 12592.072),(57 12489.8125),(58 12581.932),(59 12738.624),(60 12792.927),(61 13031.408),(62 13308.277),(63 13497.958),(64 13566.725),(65 13723.906),(66 13731.377),(67 13702.655),(68 13753.549),(69 13706.162),(70 13721.786),(71 13865.097),(72 13899.266),(73 13979.248),(74 14037.006),(75 14033.096),(76 14081.899),(77 14084.374),(78 14207.654),(79 14326.677),
(1 2006.1545),(2 3938.507),(3 5356.8345),(4 6308.5415),(5 7266.0645),(6 7820.8677),(7 8181.9663),(8 8650.556),(9 9058.013),(10 9372.65),(11 9549.431),(12 9767.723),(13 10198.719),(14 10549.716),(15 10845.278),(16 11084.118),(17 11277.971),(18 11352.258),(19 11488.092),(20 11638.37),(21 11696.313),(22 11769.951),(23 11973.176),(24 12020.642),(25 12126.782),(26 12232.951),(27 12278.994),(28 12499.756),(29 12640.262),(30 12656.449),(31 12772.67),(32 12859.07),(33 12837.707),(34 12824.527),(35 12861.963),(36 12674.772),(37 12620.88),(38 12640.1875),(39 12571.732),(40 12616.8125),(41 12646.184),(42 12551.995),(43 12546.834),(44 12612.8955),(45 12558.056),(46 12615.381),(47 12689.219),(48 12709.302),(49 12688.2),(50 12700.361),(51 12629.64),(52 12509.343),(53 12570.989),(54 12538.581),(55 12595.021),(56 12637.096),(57 12639.117),(58 12630.893),(59 12703.39),(60 12716.905),(61 12816.345),(62 13022.814),(63 13143.929),(64 13193.048),(65 13259.563),(66 13214.274),(67 13203.818),(68 13148.181),(69 13017.852),(70 13010.236),(71 13138.682),(72 13132.591),(73 13135.1875),(74 13194.579),(75 13149.279),(76 13167.659),(77 13243.338),(78 13333.67),(79 13449.078),
(1 2007.1898),(2 3919.983),(3 5433.524),(4 6350.233),(5 7300.675),(6 7873.0537),(7 8302.749),(8 8808.699),(9 9187.242),(10 9415.449),(11 9497.839),(12 9702.239),(13 10052.813),(14 10352.504),(15 10627.763),(16 10878.3955),(17 11045.626),(18 11137.355),(19 11250.893),(20 11373.258),(21 11413.836),(22 11458.84),(23 11604.635),(24 11670.129),(25 11848.409),(26 11983.75),(27 12119.755),(28 12374.172),(29 12492.812),(30 12453.554),(31 12590.018),(32 12720.519),(33 12690.143),(34 12643.045),(35 12749.414),(36 12686.0625),(37 12613.286),(38 12660.267),(39 12744.541),(40 12741.026),(41 12680.982),(42 12480.116),(43 12389.099),(44 12418.286),(45 12245.167),(46 12271.48),(47 12260.45),(48 12275.529),(49 12369.728),(50 12407.958),(51 12371.442),(52 12392.369),(53 12461.592),(54 12393.675),(55 12337.875),(56 12312.396),(57 12278.468),(58 12334.445),(59 12443.052),(60 12356.304),(61 12355.428),(62 12452.041),(63 12400.001),(64 12372.296),(65 12392.502),(66 12312.39),(67 12292.943),(68 12309.123),(69 12265.67),(70 12283.035),(71 12407.217),(72 12407.516),(73 12378.039),(74 12422.6875),(75 12467.98),(76 12613.888),(77 12728.215),(78 12826.431),(79 12886.834),
(1 1884.8429),(2 3637.9285),(3 4977.8506),(4 5860.973),(5 6759.303),(6 7303.321),(7 7684.2573),(8 8160.889),(9 8623.444),(10 8850.49),(11 8996.441),(12 9180.753),(13 9484.17),(14 9815.403),(15 10050.251),(16 10308.417),(17 10519.208),(18 10622.048),(19 10792.411),(20 10914.933),(21 10985.359),(22 11067.631),(23 11219.869),(24 11172.023),(25 11223.636),(26 11355.935),(27 11534.891),(28 11779.949),(29 11914.392),(30 11872.3125),(31 11830.907),(32 11914.392),(33 11936.074),(34 12023.962),(35 12148.286),(36 12148.642),(37 12186.606),(38 12302.506),(39 12293.241),(40 12322.485),(41 12355.591),(42 12261.278),(43 12149.411),(44 12095.581),(45 12068.218),(46 12193.222),(47 12332.342),(48 12263.345),(49 12229.565),(50 12304.292),(51 12270.993),(52 12170.352),(53 12226.363),(54 12087.487),(55 11984.452),(56 12015.89),(57 11977.27),(58 12056.32),(59 12143.576),(60 12177.096),(61 12187.539),(62 12205.966),(63 12155.585),(64 12193.378),(65 12181.756),(66 12107.674),(67 12073.037),(68 12093.763),(69 12076.375),(70 12110.791),(71 12213.033),(72 12215.759),(73 12205.689),(74 12228.817),(75 12287.018),(76 12368.366),(77 12435.607),(78 12366.358),(79 12357.639),
