1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 57473.074),(2 206642.7),(3 422873.22),(4 667298.2),(5 902020.2),(6 1088178.3),(7 1221194.6),(8 1294497.8),(9 1345718.8),(10 1391630.4),(11 1451861.5),(12 1541745.1),(13 1676268.1),(14 1839846),(15 2016658),(16 2204318.3),(17 2360169),(18 2497985.5),(19 2584969.3),(20 2637567),(21 2669589.3),(22 2690547.3),(23 2726242),(24 2821354.8),(25 2948735.3),(26 3129298),(27 3391830),(28 3690906),(29 4029405.8),(30 4384986),(31 4722005.5),(32 5039144.5),(33 5274604.5),(34 5457317),(35 5601530.5),(36 5806132),(37 6006117.5),(38 6212861.5),(39 6448798),(40 6700975.5),(41 6919514.5),(42 7119082.5),(43 7237200.5),(44 7302214.5),(45 7300587.5),(46 7269360.5),(47 7212292),(48 7192128.5),(49 7203390.5),(50 7299288),(51 7399690.5),(52 7514574.5),(53 7661976),(54 7781574),(55 7932717.5),(56 8104984),(57 8228163.5),(58 8329098.5),(59 8372531.5),(60 8381815.5),(61 8431094),(62 8492199),(63 8623167),(64 8816149),(65 9039448),(66 9311745),(67 9609343),(68 9938908),(69 10276278),(70 10593262),(71 10892597),(72 11192744),(73 11478723),(74 11798309),(75 12167941),(76 12580496),(77 12966013),(78 13399500),(79 13875051),
(1 406.73526),(2 582.32434),(3 675.86615),(4 733.0746),(5 770.2767),(6 793.6683),(7 803.79193),(8 816.71356),(9 827.9675),(10 829.42474),(11 830.10046),(12 832.9062),(13 841.1132),(14 849.8123),(15 852.3092),(16 855.78253),(17 866.7933),(18 864.68646),(19 869.4055),(20 872.36414),(21 872.897),(22 866.42755),(23 867.7729),(24 867.10516),(25 866.21497),(26 884.29614),(27 884.20264),(28 879.8126),(29 884.88324),(30 880.7225),(31 884.98627),(32 879.2367),(33 883.94244),(34 873.0156),(35 870.2494),(36 878.3192),(37 886.8813),(38 896.0714),(39 893.8203),(40 895.7859),(41 887.79565),(42 882.4401),(43 895.50073),(44 899.94965),(45 916.69574),(46 907.3892),(47 902.34204),(48 907.7518),(49 908.962),(50 915.118),(51 915.3802),(52 907.85846),(53 913.15717),(54 910.813),(55 902.15393),(56 912.72375),(57 913.19946),(58 911.44794),(59 917.3951),(60 924.11945),(61 921.9757),(62 917.20593),(63 929.65936),(64 922.38556),(65 918.44086),(66 913.02545),(67 914.35614),(68 906.4713),(69 906.65216),(70 905.6529),(71 902.63586),(72 901.5598),(73 908.5703),(74 917.4852),(75 905.7936),(76 895.29095),(77 895.57715),(78 902.3009),(79 900.5449),
(1 402.0425),(2 575.1367),(3 669.09393),(4 722.6089),(5 756.0967),(6 780.7676),(7 793.87177),(8 812.6727),(9 811.74945),(10 817.6001),(11 817.92114),(12 826.6908),(13 835.31964),(14 841.28296),(15 844.5328),(16 848.8609),(17 851.4649),(18 852.8124),(19 855.4674),(20 857.53516),(21 853.4051),(22 848.9244),(23 853.38043),(24 862.6629),(25 850.3023),(26 856.7083),(27 854.09326),(28 853.0734),(29 861.67706),(30 866.13184),(31 866.3932),(32 861.8351),(33 860.0224),(34 852.04755),(35 850.73596),(36 855.57965),(37 859.7738),(38 868.2067),(39 870.5592),(40 866.0379),(41 864.81866),(42 866.1425),(43 868.65173),(44 872.6083),(45 878.93304),(46 878.4857),(47 875.1695),(48 872.4409),(49 863.1285),(50 871.94415),(51 871.603),(52 872.7375),(53 872.71497),(54 877.80975),(55 875.7445),(56 872.3908),(57 878.97626),(58 881.55493),(59 881.4747),(60 878.75635),(61 871.40906),(62 864.42053),(63 858.439),(64 860.9087),(65 854.8242),(66 854.7898),(67 859.54266),(68 866.74615),(69 870.5729),(70 880.21643),(71 880.6706),(72 872.7266),(73 876.4648),(74 874.37915),(75 874.20404),(76 868.5272),(77 864.66754),(78 871.7294),(79 867.2719),
(1 391.46243),(2 554.65753),(3 646.00586),(4 704.86383),(5 729.7674),(6 749.6983),(7 760.2088),(8 769.69586),(9 778.34186),(10 779.9527),(11 793.1321),(12 797.2981),(13 808.8389),(14 822.0124),(15 818.83575),(16 814.5284),(17 815.0392),(18 819.8498),(19 815.12354),(20 815.6102),(21 822.95764),(22 820.4448),(23 821.4198),(24 827.85114),(25 829.4928),(26 837.57886),(27 839.217),(28 833.54346),(29 843.6704),(30 842.6429),(31 850.32166),(32 848.93866),(33 846.804),(34 844.1428),(35 843.7319),(36 841.8194),(37 843.94116),(38 845.827),(39 849.0493),(40 852.0085),(41 853.1712),(42 852.46826),(43 863.1397),(44 865.07166),(45 875.55347),(46 865.367),(47 861.8524),(48 861.9524),(49 868.1038),(50 870.81903),(51 865.4788),(52 861.105),(53 859.0834),(54 861.8534),(55 859.68134),(56 849.25494),(57 850.5536),(58 852.7362),(59 848.1892),(60 847.8537),(61 848.96436),(62 852.4319),(63 854.69806),(64 853.0393),(65 847.6531),(66 852.07874),(67 851.7859),(68 866.916),(69 869.3371),(70 877.77527),(71 880.81555),(72 879.0224),(73 876.6066),(74 876.4088),(75 874.50476),(76 869.8485),(77 868.1495),(78 868.40656),(79 867.76117),
(1 391.17166),(2 553.58026),(3 646.63367),(4 701.8686),(5 731.1697),(6 751.77203),(7 761.32),(8 765.70966),(9 782.30505),(10 788.04083),(11 795.67004),(12 803.71063),(13 806.41534),(14 815.52295),(15 815.80145),(16 813.57794),(17 811.56354),(18 813.33167),(19 817.06775),(20 810.5892),(21 817.3309),(22 813.9317),(23 812.5468),(24 822.42834),(25 824.8186),(26 834.484),(27 829.62085),(28 835.8893),(29 833.30133),(30 832.91675),(31 825.6104),(32 823.2565),(33 827.00336),(34 826.86896),(35 830.1732),(36 836.18207),(37 834.2711),(38 834.6364),(39 843.1394),(40 843.7063),(41 848.3579),(42 845.8566),(43 847.26636),(44 846.30786),(45 853.9339),(46 850.7859),(47 850.01575),(48 859.7394),(49 857.5731),(50 855.409),(51 848.5874),(52 847.8556),(53 848.4027),(54 840.6705),(55 847.39026),(56 848.7696),(57 849.041),(58 847.65515),(59 845.8383),(60 848.2154),(61 844.8592),(62 852.69977),(63 850.42224),(64 852.80115),(65 851.8876),(66 856.06116),(67 853.8505),(68 857.6835),(69 850.05066),(70 860.8568),(71 858.0336),(72 857.44434),(73 854.9809),(74 864.6684),(75 866.34644),(76 859.7659),(77 864.08356),(78 865.556),(79 866.6479),
(1 372.74292),(2 534.122),(3 617.1762),(4 669.15564),(5 698.852),(6 716.447),(7 726.35913),(8 742.135),(9 745.20325),(10 758.3612),(11 769.8618),(12 778.59766),(13 772.2513),(14 785.3944),(15 779.921),(16 775.20123),(17 782.5946),(18 777.86694),(19 785.0046),(20 789.4398),(21 794.5729),(22 801.0629),(23 811.6792),(24 808.87115),(25 803.1976),(26 809.25916),(27 808.38464),(28 804.1015),(29 801.2736),(30 809.01294),(31 810.75),(32 811.1422),(33 816.12384),(34 817.27997),(35 805.7946),(36 811.6221),(37 814.2603),(38 815.96106),(39 812.4657),(40 814.85657),(41 814.8395),(42 812.5566),(43 808.6996),(44 809.26495),(45 814.5544),(46 816.1182),(47 817.1035),(48 811.3247),(49 808.2381),(50 812.85834),(51 812.5894),(52 809.06433),(53 821.7328),(54 818.1902),(55 820.97046),(56 820.26666),(57 818.093),(58 820.89233),(59 815.73944),(60 814.86285),(61 812.8584),(62 818.6177),(63 807.5527),(64 812.8839),(65 814.5857),(66 819.98804),(67 816.97675),(68 813.76154),(69 816.44934),(70 824.27264),(71 824.8574),(72 823.51056),(73 818.1441),(74 823.03125),(75 818.7697),(76 807.26544),(77 814.8728),(78 818.83),(79 826.33093),
(1 371.02765),(2 528.4916),(3 612.7745),(4 664.6924),(5 692.5437),(6 710.21704),(7 719.683),(8 723.5058),(9 736.0426),(10 743.64343),(11 746.72327),(12 750.80963),(13 759.58093),(14 766.2116),(15 764.19836),(16 772.24493),(17 780.97864),(18 776.68756),(19 780.2558),(20 782.19257),(21 781.9394),(22 783.65295),(23 778.15735),(24 770.99884),(25 772.63226),(26 783.1641),(27 791.60223),(28 795.77893),(29 788.2749),(30 791.1577),(31 799.11084),(32 804.1496),(33 807.8472),(34 807.35614),(35 810.2109),(36 806.1817),(37 801.5273),(38 804.3693),(39 803.30707),(40 806.06604),(41 812.73816),(42 808.5783),(43 802.41077),(44 807.6229),(45 806.65924),(46 805.9417),(47 810.94763),(48 815.1157),(49 818.284),(50 827.3397),(51 825.0841),(52 825.27106),(53 825.5026),(54 826.9887),(55 828.7051),(56 821.13684),(57 821.4214),(58 824.78815),(59 824.7399),(60 824.8297),(61 827.7345),(62 816.2426),(63 817.2303),(64 807.82153),(65 812.81824),(66 816.1243),(67 815.9508),(68 816.8079),(69 815.74603),(70 819.4348),(71 815.1123),(72 809.2743),(73 809.28613),(74 812.26373),(75 808.7924),(76 810.33124),(77 815.4182),(78 817.4746),(79 822.54114),
(1 362.5501),(2 516.10645),(3 595.57965),(4 642.57715),(5 666.5729),(6 680.33295),(7 704.2907),(8 713.45795),(9 714.50415),(10 725.3344),(11 731.566),(12 732.2554),(13 741.21747),(14 754.4466),(15 750.30005),(16 749.5255),(17 756.4377),(18 756.6871),(19 759.7976),(20 761.67316),(21 763.9508),(22 767.296),(23 762.6808),(24 764.89777),(25 767.99066),(26 773.7593),(27 766.23395),(28 766.39526),(29 766.40594),(30 766.8879),(31 769.6744),(32 771.841),(33 778.31067),(34 782.45233),(35 786.3708),(36 787.23004),(37 780.61084),(38 785.8097),(39 790.4444),(40 787.1078),(41 788.9657),(42 793.6167),(43 788.2535),(44 784.3096),(45 782.5648),(46 775.62787),(47 774.46106),(48 779.44),(49 782.69073),(50 785.9572),(51 784.4653),(52 788.49866),(53 791.8043),(54 791.2588),(55 788.7361),(56 785.2766),(57 783.9845),(58 781.0522),(59 785.85345),(60 789.25275),(61 777.5239),(62 784.7307),(63 785.28955),(64 783.04425),(65 788.9452),(66 792.3143),(67 790.02966),(68 780.9188),(69 779.5484),(70 786.1235),(71 774.31305),(72 771.1785),(73 774.29315),(74 782.3241),(75 773.2633),(76 769.9553),(77 779.3654),(78 777.42316),(79 775.56464),
(1 362.4558),(2 509.48828),(3 587.3982),(4 636.7197),(5 662.55835),(6 679.8833),(7 699.5737),(8 710.2998),(9 718.2016),(10 718.98303),(11 726.0779),(12 730.3297),(13 738.4926),(14 748.9655),(15 753.71423),(16 750.3364),(17 764.22577),(18 766.1738),(19 768.9741),(20 770.5255),(21 766.9858),(22 767.29004),(23 767.13574),(24 768.4178),(25 773.60535),(26 783.3462),(27 787.3392),(28 781.4202),(29 784.3595),(30 780.5767),(31 778.6212),(32 778.8914),(33 780.823),(34 779.9328),(35 782.13477),(36 781.3971),(37 781.1672),(38 788.7263),(39 785.6349),(40 790.6903),(41 794.3923),(42 787.26917),(43 795.10583),(44 785.3323),(45 786.78595),(46 782.96173),(47 778.8928),(48 773.29535),(49 771.8345),(50 777.852),(51 784.9562),(52 784.0633),(53 788.00055),(54 784.59265),(55 772.7061),(56 776.11237),(57 771.48145),(58 778.1378),(59 772.99384),(60 770.5236),(61 769.7671),(62 776.6477),(63 770.4958),(64 767.93207),(65 766.91064),(66 772.4356),(67 769.8912),(68 774.8494),(69 776.38336),(70 779.0242),(71 771.1402),(72 763.5298),(73 764.237),(74 769.7509),(75 769.5264),(76 772.91364),(77 768.89764),(78 765.2249),(79 766.6507),
(1 356.83722),(2 506.20337),(3 586.22473),(4 629.86566),(5 656.3542),(6 672.317),(7 685.9357),(8 695.40656),(9 708.43896),(10 719.4334),(11 716.43933),(12 727.702),(13 734.472),(14 740.07495),(15 752.2103),(16 747.4877),(17 745.2531),(18 753.2479),(19 752.8411),(20 757.22076),(21 758.7114),(22 767.6144),(23 759.87134),(24 759.7826),(25 766.2465),(26 776.8793),(27 777.43475),(28 772.5344),(29 775.2035),(30 771.4206),(31 770.22925),(32 773.64343),(33 777.0816),(34 789.34033),(35 792.49133),(36 784.5287),(37 782.3661),(38 776.9193),(39 784.04083),(40 779.7499),(41 788.43396),(42 783.24603),(43 788.6728),(44 786.3545),(45 788.3286),(46 779.34314),(47 781.2889),(48 780.9799),(49 784.41095),(50 791.82184),(51 792.54846),(52 790.9349),(53 776.5298),(54 779.8123),(55 780.2849),(56 785.1128),(57 785.3249),(58 781.0123),(59 778.6477),(60 775.664),(61 776.7333),(62 769.8014),(63 777.92755),(64 785.1502),(65 780.1432),(66 774.7112),(67 773.1916),(68 774.8001),(69 771.0333),(70 773.65393),(71 778.57446),(72 774.3249),(73 778.79236),(74 792.35876),(75 791.5424),(76 787.72534),(77 793.9869),(78 796.8762),(79 797.0872),
(1 347.65872),(2 481.17078),(3 555.9696),(4 603.69867),(5 631.352),(6 653.51904),(7 667.75885),(8 683.68445),(9 685.43854),(10 689.27844),(11 705.2321),(12 709.75183),(13 718.16895),(14 715.32153),(15 722.21936),(16 718.67303),(17 715.26794),(18 723.41473),(19 721.04486),(20 733.1058),(21 726.1125),(22 731.838),(23 731.37415),(24 728.1591),(25 724.11725),(26 733.81586),(27 738.0277),(28 732.6739),(29 731.9638),(30 730.912),(31 731.65466),(32 733.7719),(33 734.53394),(34 741.12537),(35 750.4435),(36 743.3352),(37 738.2439),(38 747.8079),(39 749.07587),(40 738.74744),(41 740.96686),(42 741.4087),(43 746.3718),(44 740.2576),(45 738.09247),(46 739.2733),(47 739.63715),(48 752.44196),(49 750.1322),(50 745.443),(51 749.9076),(52 755.6462),(53 750.9586),(54 749.4556),(55 742.47406),(56 741.2839),(57 752.4954),(58 749.6922),(59 750.2276),(60 748.2636),(61 739.60956),(62 746.10455),(63 749.0464),(64 756.9306),(65 754.67316),(66 751.16046),(67 742.58344),(68 745.1525),(69 743.10364),(70 744.2544),(71 744.2961),(72 743.29706),(73 745.519),(74 744.70087),(75 744.4794),(76 748.86444),(77 754.5607),(78 759.2218),(79 760.1933),
(1 351.2833),(2 485.5665),(3 557.5115),(4 599.6473),(5 626.00745),(6 647.848),(7 656.6037),(8 677.6395),(9 675.6997),(10 681.9075),(11 697.84393),(12 697.65),(13 701.40186),(14 714.4211),(15 722.6164),(16 719.9579),(17 723.15485),(18 723.76843),(19 724.81134),(20 726.4619),(21 728.8523),(22 732.286),(23 738.9754),(24 737.906),(25 739.5698),(26 738.94696),(27 731.234),(28 737.56244),(29 740.4093),(30 737.6341),(31 736.08905),(32 738.9065),(33 744.89136),(34 741.96747),(35 743.5348),(36 744.81085),(37 738.93634),(38 740.76874),(39 738.0718),(40 737.4732),(41 739.23444),(42 732.8761),(43 741.7881),(44 737.5933),(45 740.45306),(46 742.8401),(47 743.9639),(48 743.86615),(49 747.85455),(50 747.5793),(51 750.7891),(52 741.3466),(53 741.88184),(54 735.7687),(55 730.6185),(56 731.4542),(57 729.01465),(58 734.05457),(59 730.79736),(60 739.001),(61 731.20917),(62 733.8554),(63 740.8376),(64 730.2634),(65 727.3304),(66 731.5146),(67 737.1619),(68 744.54834),(69 743.279),(70 746.7876),(71 752.37164),(72 750.5857),(73 742.581),(74 748.39484),(75 745.9142),(76 743.13336),(77 742.0286),(78 744.4262),(79 744.57776),
(1 333.98404),(2 467.13138),(3 543.8732),(4 582.7276),(5 606.4515),(6 620.3598),(7 632.1496),(8 650.08264),(9 658.7616),(10 663.1344),(11 675.62744),(12 681.0416),(13 685.1246),(14 694.8191),(15 701.3686),(16 699.0964),(17 698.12854),(18 702.27985),(19 706.5311),(20 704.02075),(21 695.54645),(22 696.8651),(23 693.931),(24 691.74994),(25 701.3339),(26 711.3271),(27 710.3817),(28 712.94196),(29 714.0752),(30 714.39435),(31 714.21173),(32 712.5162),(33 702.7418),(34 701.72406),(35 704.6697),(36 707.8265),(37 709.6548),(38 713.4559),(39 717.02856),(40 716.4582),(41 720.0831),(42 721.4968),(43 734.1117),(44 727.69965),(45 725.08105),(46 720.83856),(47 722.82733),(48 724.50226),(49 719.7585),(50 718.79504),(51 725.0202),(52 719.7757),(53 714.7741),(54 714.5097),(55 711.443),(56 712.05194),(57 711.17596),(58 708.0766),(59 708.067),(60 708.80865),(61 707.9011),(62 706.2049),(63 711.54504),(64 707.7168),(65 710.3242),(66 712.86865),(67 708.1216),(68 709.25214),(69 709.8),(70 711.88495),(71 711.2048),(72 711.6835),(73 710.6613),(74 722.4899),(75 725.106),(76 721.5078),(77 722.8274),(78 723.06445),(79 722.0483),
(1 332.4416),(2 466.3878),(3 538.57056),(4 583.5704),(5 609.10315),(6 628.50806),(7 633.37933),(8 655.2547),(9 660.9268),(10 668.845),(11 671.9887),(12 674.9275),(13 679.8526),(14 691.1806),(15 694.6278),(16 694.59985),(17 696.5466),(18 694.4059),(19 690.09863),(20 688.7676),(21 687.01953),(22 692.01807),(23 694.00854),(24 694.9786),(25 694.46484),(26 699.1467),(27 692.2812),(28 704.27167),(29 702.55365),(30 702.8685),(31 709.8553),(32 720.24536),(33 719.1254),(34 706.0492),(35 700.64386),(36 702.8801),(37 710.40247),(38 719.73944),(39 726.39685),(40 718.0231),(41 719.5831),(42 724.6195),(43 727.72797),(44 721.6886),(45 718.3973),(46 720.6097),(47 716.1914),(48 713.70593),(49 718.0294),(50 721.77924),(51 717.78534),(52 709.9553),(53 703.03564),(54 702.1458),(55 707.7646),(56 709.3841),(57 711.2169),(58 708.94543),(59 707.854),(60 718.1014),(61 715.1286),(62 710.4601),(63 705.67865),(64 705.52844),(65 707.5242),(66 708.7308),(67 703.7074),(68 711.31116),(69 705.0843),(70 713.3667),(71 711.6029),(72 709.77545),(73 716.8416),(74 719.23315),(75 715.2016),(76 712.299),(77 712.3311),(78 718.65985),(79 711.0693),
(1 335.41965),(2 465.92816),(3 536.2842),(4 574.2671),(5 607.92084),(6 617.4721),(7 624.90045),(8 639.12),(9 645.8817),(10 656.44836),(11 664.80865),(12 669.21533),(13 669.80316),(14 678.93585),(15 683.68964),(16 678.64905),(17 679.6027),(18 682.0912),(19 679.84106),(20 674.2059),(21 671.03436),(22 667.9953),(23 666.7914),(24 678.52637),(25 684.68243),(26 688.415),(27 689.7877),(28 689.8191),(29 681.0657),(30 686.8809),(31 695.3295),(32 689.45044),(33 694.7686),(34 691.81824),(35 700.7894),(36 702.0796),(37 696.411),(38 708.6804),(39 716.85095),(40 710.7136),(41 699.319),(42 699.4329),(43 701.31915),(44 700.85016),(45 704.2178),(46 707.7824),(47 704.22986),(48 704.2975),(49 694.2113),(50 698.01654),(51 697.0245),(52 700.7169),(53 697.00934),(54 695.74884),(55 694.19855),(56 693.6601),(57 702.78394),(58 698.5588),(59 702.78845),(60 710.15686),(61 708.08075),(62 712.24115),(63 710.45825),(64 698.7173),(65 698.63617),(66 694.00397),(67 696.41736),(68 695.0593),(69 692.98236),(70 702.79596),(71 697.3925),(72 703.7751),(73 708.267),(74 704.3772),(75 699.9943),(76 695.0201),(77 690.3736),(78 692.2752),(79 694.6743),
(1 328.02222),(2 455.27884),(3 522.00836),(4 567.0944),(5 584.0017),(6 603.2581),(7 615.4671),(8 623.9115),(9 631.0916),(10 638.37555),(11 640.4237),(12 651.78876),(13 652.92303),(14 663.3689),(15 664.3765),(16 657.5948),(17 660.0841),(18 663.7918),(19 666.5876),(20 665.4907),(21 665.24445),(22 665.73596),(23 664.64905),(24 662.56775),(25 657.6001),(26 667.99756),(27 673.26276),(28 673.93567),(29 682.2802),(30 680.779),(31 678.5686),(32 674.2169),(33 668.7571),(34 672.5901),(35 673.8625),(36 679.1577),(37 684.26965),(38 690.17834),(39 692.60425),(40 685.61487),(41 682.3639),(42 686.57996),(43 682.16296),(44 687.0024),(45 692.60815),(46 695.60333),(47 696.55725),(48 687.0847),(49 689.6821),(50 687.2758),(51 691.11127),(52 684.6731),(53 684.38727),(54 685.2849),(55 685.23126),(56 680.89355),(57 683.9083),(58 689.88715),(59 693.89294),(60 692.5959),(61 691.0105),(62 692.5516),(63 694.7491),(64 695.7555),(65 693.9181),(66 701.7746),(67 699.05084),(68 689.2758),(69 685.9712),(70 691.069),(71 683.18585),(72 683.6104),(73 683.8599),(74 685.5847),(75 684.7326),(76 679.366),(77 680.92377),(78 684.1161),(79 679.0114),
(1 329.40598),(2 456.06268),(3 513.0213),(4 555.0179),(5 571.53503),(6 586.51556),(7 597.50964),(8 604.5783),(9 608.1293),(10 626.4767),(11 629.83167),(12 628.2531),(13 628.67505),(14 634.9557),(15 638.46405),(16 638.0985),(17 647.00574),(18 648.9966),(19 652.73126),(20 657.69464),(21 648.0382),(22 649.5524),(23 652.7456),(24 653.9812),(25 650.4118),(26 663.6489),(27 668.77655),(28 674.37885),(29 675.2675),(30 677.0316),(31 672.4068),(32 675.27026),(33 670.9716),(34 672.4132),(35 676.5685),(36 679.2735),(37 681.91766),(38 689.70685),(39 683.92474),(40 680.40344),(41 683.7428),(42 689.0444),(43 686.5435),(44 685.2798),(45 682.79596),(46 680.81415),(47 680.9752),(48 679.6248),(49 683.7089),(50 682.32623),(51 683.11316),(52 685.5216),(53 683.9),(54 685.6),(55 691.15765),(56 690.82904),(57 687.38196),(58 688.19775),(59 680.7774),(60 681.8751),(61 681.2174),(62 683.83136),(63 689.28375),(64 683.3223),(65 679.1413),(66 687.0241),(67 686.3321),(68 685.8075),(69 683.9633),(70 687.30804),(71 679.5383),(72 679.07007),(73 678.3306),(74 681.52747),(75 683.81775),(76 673.5648),(77 675.5773),(78 676.71204),(79 669.7973),
(1 320.11267),(2 446.82507),(3 506.95395),(4 550.4923),(5 575.9845),(6 585.88696),(7 590.9285),(8 607.6119),(9 619.1301),(10 625.9525),(11 628.551),(12 634.03125),(13 631.6756),(14 642.9934),(15 642.44684),(16 641.25525),(17 633.5068),(18 631.57635),(19 645.0666),(20 652.1849),(21 653.517),(22 657.7072),(23 654.54156),(24 655.5212),(25 654.85706),(26 655.9372),(27 650.85846),(28 651.3426),(29 652.7278),(30 654.7965),(31 648.2574),(32 651.74756),(33 653.2941),(34 654.7278),(35 651.36426),(36 655.7863),(37 660.2774),(38 671.1023),(39 667.3216),(40 667.5376),(41 662.3676),(42 661.264),(43 665.66077),(44 658.7369),(45 660.3303),(46 659.54675),(47 658.4729),(48 661.95215),(49 664.08563),(50 670.6864),(51 674.1027),(52 669.8867),(53 671.9071),(54 667.8903),(55 661.6551),(56 657.9051),(57 662.49945),(58 661.46466),(59 653.8496),(60 661.35846),(61 653.4193),(62 662.24695),(63 665.30225),(64 657.819),(65 657.0834),(66 660.83673),(67 667.2459),(68 668.54504),(69 671.06256),(70 673.081),(71 673.1743),(72 663.9314),(73 661.4839),(74 662.55304),(75 658.3479),(76 653.2428),(77 653.7319),(78 657.0574),(79 655.44305),
(1 313.08136),(2 435.64584),(3 499.60245),(4 536.89014),(5 551.3723),(6 564.5959),(7 574.78577),(8 596.8876),(9 608.8781),(10 614.243),(11 615.2472),(12 617.72284),(13 619.46106),(14 627.913),(15 630.4446),(16 626.2614),(17 623.72626),(18 630.8685),(19 632.00824),(20 632.9821),(21 635.945),(22 636.6799),(23 636.37897),(24 639.62885),(25 640.0369),(26 641.79315),(27 639.7928),(28 645.3118),(29 645.002),(30 640.68677),(31 636.62244),(32 646.28394),(33 639.8554),(34 639.4475),(35 640.11804),(36 640.4558),(37 637.17865),(38 652.25433),(39 651.8068),(40 659.01575),(41 661.0486),(42 656.98425),(43 656.86536),(44 656.6459),(45 656.792),(46 651.8416),(47 654.2061),(48 658.21484),(49 657.40027),(50 661.1248),(51 664.89276),(52 669.2473),(53 671.83014),(54 673.11334),(55 664.3821),(56 667.21466),(57 661.9949),(58 658.26605),(59 649.86206),(60 657.855),(61 655.04767),(62 661.55005),(63 658.3693),(64 655.6867),(65 656.8744),(66 661.46747),(67 669.02167),(68 660.82623),(69 659.58044),(70 663.4052),(71 658.4776),(72 655.9683),(73 659.9441),(74 660.5154),(75 652.5553),(76 655.26355),(77 657.10474),(78 657.811),(79 651.59357),
