1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1475.2633),(2 2915.148),(3 4334.4946),(4 5602.7246),(5 6421.248),(6 7204.1675),(7 8119.0024),(8 8689.933),(9 9115.635),(10 9579.962),(11 9867.901),(12 10084.455),(13 9764.426),(14 9669.165),(15 9686.132),(16 9615.588),(17 9717.123),(18 9755.263),(19 9616.003),(20 9643.788),(21 9748.493),(22 9834.198),(23 10030.8955),(24 10267.074),(25 10343.619),(26 10868.68),(27 11242.5625),(28 11149.371),(29 11195.202),(30 11244.911),(31 11170.044),(32 11172.531),(33 11167.511),(34 10987.621),(35 10986.634),(36 10912.08),(37 10889.337),(38 10916.418),(39 10940.892),(40 10940.267),(41 10968.121),(42 10905.457),(43 10827.695),(44 10527.611),(45 10384.068),(46 10319.036),(47 10076.323),(48 9978.384),(49 10024.155),(50 9940.278),(51 10010.941),(52 10082.472),(53 10024.854),(54 10339.289),(55 10557.319),(56 10536.565),(57 10848.932),(58 11055.712),(59 11079.235),(60 11290.911),(61 11376.353),(62 11476.106),(63 11300.644),(64 11181.168),(65 11110.124),(66 11015.597),(67 11087.788),(68 11197.325),(69 11186.476),(70 11289.652),(71 11407.819),(72 11769.692),(73 11988.131),(74 12286.565),(75 12302.78),(76 12366.984),(77 12491.579),(78 12305.516),(79 12287.888),
(1 1489.0825),(2 2926.4067),(3 4324.6694),(4 5525.252),(5 6295.4673),(6 7047.7964),(7 7903.456),(8 8417.867),(9 8760.76),(10 9212.288),(11 9482.4795),(12 9708.534),(13 9449.519),(14 9438.009),(15 9497.079),(16 9530.042),(17 9687.567),(18 9808.167),(19 9719.285),(20 9722.229),(21 9773.538),(22 9762.469),(23 9842.653),(24 9971.679),(25 9977.257),(26 10405.264),(27 10757.953),(28 10723.122),(29 10780.56),(30 10902.821),(31 10830.269),(32 10775.893),(33 10718.297),(34 10572.19),(35 10462.396),(36 10319.608),(37 10272.514),(38 10255.705),(39 10283.473),(40 10274.734),(41 10210.796),(42 10166.357),(43 10109.311),(44 9875.3125),(45 9735.267),(46 9659.144),(47 9351.448),(48 9268.794),(49 9275.257),(50 9197.824),(51 9435.497),(52 9595.252),(53 9566.675),(54 9869.912),(55 10104.118),(56 10116.28),(57 10348.709),(58 10472.321),(59 10501.807),(60 10778.629),(61 10879.016),(62 10984.145),(63 10923.221),(64 10922.522),(65 10913.131),(66 10743.918),(67 10789.991),(68 10885.379),(69 11001.438),(70 11126.555),(71 11317.261),(72 11404.031),(73 11555.053),(74 11804.553),(75 11822.97),(76 11857.209),(77 11973.882),(78 11895.009),(79 11997.055),
(1 1446.1725),(2 2856.3826),(3 4251.821),(4 5431.8467),(5 6158.4775),(6 6894.882),(7 7712.574),(8 8227.272),(9 8584.769),(10 8915.403),(11 9123.639),(12 9260.057),(13 9088.284),(14 9025.975),(15 9081.602),(16 9072.934),(17 9205.95),(18 9271.439),(19 9190.454),(20 9169.368),(21 9208.86),(22 9282.822),(23 9412.828),(24 9622.131),(25 9695.333),(26 10099.304),(27 10428.951),(28 10316.023),(29 10415.762),(30 10535.525),(31 10467.203),(32 10577.509),(33 10634.057),(34 10451.602),(35 10331.679),(36 10243.7295),(37 10255.15),(38 10231.574),(39 10211.528),(40 10129.002),(41 10084.191),(42 10066.379),(43 10075.391),(44 9866.59),(45 9743.092),(46 9682.812),(47 9567.904),(48 9468.7295),(49 9488.543),(50 9340.899),(51 9388.613),(52 9426.356),(53 9381.167),(54 9650.325),(55 9873.591),(56 9953.6455),(57 10273.961),(58 10474.941),(59 10571.546),(60 10818.172),(61 10967.071),(62 11144.682),(63 11112.299),(64 11076.904),(65 11051.373),(66 10897.729),(67 10966.676),(68 11005.023),(69 10990.917),(70 11010.66),(71 11087.788),(72 11115.408),(73 11197.269),(74 11368.095),(75 11363.359),(76 11555.087),(77 11778.985),(78 11750.3),(79 11800.887),
(1 1432.5961),(2 2815.517),(3 4142.922),(4 5307.964),(5 6018.8066),(6 6730.6504),(7 7445.301),(8 7855.031),(9 8151.399),(10 8562.302),(11 8821.603),(12 9035.888),(13 8769.097),(14 8677.774),(15 8691.9375),(16 8646.006),(17 8739.124),(18 8795.041),(19 8640.144),(20 8636.348),(21 8697.945),(22 8752.467),(23 8831.479),(24 8968.847),(25 8978.0625),(26 9437.826),(27 9805.889),(28 9713.679),(29 9782.335),(30 9911.288),(31 9909.524),(32 10041.567),(33 10143.153),(34 10117.1875),(35 10112.679),(36 10101.097),(37 10104.804),(38 9997.827),(39 10008.084),(40 10000.591),(41 10045.776),(42 10088.338),(43 10121.254),(44 9954.188),(45 9821.2295),(46 9740.693),(47 9556.585),(48 9397.431),(49 9342.6045),(50 9241.574),(51 9288.751),(52 9326.146),(53 9235.989),(54 9577.924),(55 9858.13),(56 10049.57),(57 10322.814),(58 10429.859),(59 10510.731),(60 10607.433),(61 10696.141),(62 10816.372),(63 10855.477),(64 10910.219),(65 10953.579),(66 10785.477),(67 10835.104),(68 10859.996),(69 10813.492),(70 10799.555),(71 10834.568),(72 10786.384),(73 10758.117),(74 10824.851),(75 10779.044),(76 10895.929),(77 11008.56),(78 10947.0625),(79 11094.876),
(1 1376.1959),(2 2691.968),(3 3987.5117),(4 5135.702),(5 5830.7666),(6 6589.0747),(7 7465.7993),(8 7971.045),(9 8246.289),(10 8637.211),(11 8878.028),(12 9085.882),(13 8814.341),(14 8772.098),(15 8784.873),(16 8636.163),(17 8671.801),(18 8708.466),(19 8688.019),(20 8705.409),(21 8789.319),(22 8806.965),(23 8922.35),(24 9039.537),(25 9033.305),(26 9508.051),(27 9849.028),(28 9662.839),(29 9621.326),(30 9715.225),(31 9754.399),(32 9849.659),(33 9914.044),(34 9919.822),(35 10011.171),(36 10031.791),(37 10067.153),(38 10023.346),(39 10102.134),(40 10104.06),(41 10004.165),(42 9956.965),(43 9939.366),(44 9715.181),(45 9511.86),(46 9359.529),(47 9122.919),(48 8985.898),(49 8969.649),(50 8877.729),(51 8986.064),(52 9081.539),(53 8986.0625),(54 9202.814),(55 9404.429),(56 9433.607),(57 9723.16),(58 9853.737),(59 9868.709),(60 9925.178),(61 10015.988),(62 10153.906),(63 10254.463),(64 10348.647),(65 10438.015),(66 10340.746),(67 10349.708),(68 10351.032),(69 10198.09),(70 10192.249),(71 10215.077),(72 10358.109),(73 10432.509),(74 10590.8955),(75 10592.728),(76 10672.621),(77 10784.463),(78 10735.49),(79 10864.921),
(1 1274.2534),(2 2496.2754),(3 3698.3499),(4 4737.942),(5 5430.3296),(6 6161.7886),(7 6935.6724),(8 7354.504),(9 7660.3955),(10 8051.6504),(11 8299.193),(12 8534.649),(13 8284.163),(14 8258.687),(15 8293.944),(16 8117.3867),(17 8093.189),(18 8077.906),(19 7955.347),(20 7931.916),(21 7946.4175),(22 7975.164),(23 8108.501),(24 8264.703),(25 8328.146),(26 8785.178),(27 9162.069),(28 9072.388),(29 9185.183),(30 9282.845),(31 9282.131),(32 9250.089),(33 9245.486),(34 9191.412),(35 9219.669),(36 9203.778),(37 9231.845),(38 9190.536),(39 9270.216),(40 9311.964),(41 9333.693),(42 9267.524),(43 9237.442),(44 9104.102),(45 8958.946),(46 8863.994),(47 8574.655),(48 8492.354),(49 8517.086),(50 8426.028),(51 8551.711),(52 8637.359),(53 8566.204),(54 8890.1045),(55 9146.335),(56 9232.383),(57 9497.087),(58 9566.79),(59 9630.541),(60 9778.443),(61 9860.284),(62 9948.156),(63 9990.217),(64 10050.057),(65 10106.55),(66 9962.538),(67 9986.803),(68 9972.009),(69 9854.026),(70 9823.78),(71 9853.86),(72 10002.7705),(73 10074.934),(74 10265.649),(75 10250.892),(76 10322.609),(77 10445.918),(78 10447.133),(79 10504.923),
(1 1261.8813),(2 2465.1736),(3 3612.2412),(4 4588.3247),(5 5220.107),(6 5859.5776),(7 6604.4023),(8 7044.7495),(9 7336.481),(10 7590.4653),(11 7773.9883),(12 7959.3022),(13 7819.374),(14 7814.855),(15 7896.0405),(16 7846.401),(17 7907.3403),(18 7939.8857),(19 7831.001),(20 7868.5977),(21 7909.859),(22 7980.573),(23 8183.185),(24 8392.987),(25 8514.146),(26 8904.994),(27 9152.614),(28 8997.903),(29 9089.085),(30 9266.797),(31 9265.641),(32 9282.772),(33 9252.717),(34 9135.757),(35 9101.453),(36 9002.812),(37 8953.086),(38 8945.027),(39 8932.603),(40 8924.877),(41 8898.382),(42 8862.78),(43 8879.892),(44 8679.555),(45 8603.851),(46 8536.649),(47 8289.228),(48 8210.146),(49 8232.712),(50 8242.679),(51 8317.887),(52 8360.118),(53 8258.337),(54 8514.914),(55 8748.689),(56 8854.328),(57 9093.319),(58 9218.391),(59 9185.746),(60 9236.311),(61 9204.675),(62 9224.959),(63 9154.119),(64 9136.304),(65 9126.098),(66 9044.82),(67 9011.432),(68 8975.954),(69 8848.073),(70 8855.107),(71 8887.815),(72 9001.358),(73 9114.08),(74 9309.813),(75 9350.687),(76 9418.087),(77 9554.783),(78 9510.792),(79 9569.126),
(1 1248.6039),(2 2455.7632),(3 3604.285),(4 4530.3145),(5 5113.0547),(6 5704.0103),(7 6450.2427),(8 6905.3247),(9 7178.139),(10 7503.809),(11 7697.1553),(12 7877.417),(13 7671.316),(14 7575.247),(15 7606.9136),(16 7607.038),(17 7703.0664),(18 7783.2905),(19 7714.41),(20 7721.581),(21 7740.8447),(22 7908.218),(23 8168.2715),(24 8460.74),(25 8544.662),(26 8971.82),(27 9256.057),(28 9140.138),(29 9142.345),(30 9232.838),(31 9180.057),(32 9168.172),(33 9135.934),(34 9025.634),(35 8986.707),(36 8941.595),(37 8893.162),(38 8880.309),(39 8896.456),(40 8872.49),(41 8854.937),(42 8839.451),(43 8833.803),(44 8570.801),(45 8379.051),(46 8269.189),(47 8044.6865),(48 7936.209),(49 7904.5015),(50 7819.538),(51 7913.554),(52 8007.8984),(53 7917.012),(54 8142.0166),(55 8402.672),(56 8532.181),(57 8785.654),(58 8866.963),(59 8849.076),(60 8905.796),(61 8900.324),(62 8950.935),(63 8789.938),(64 8716.447),(65 8647.069),(66 8575.77),(67 8563.524),(68 8562.207),(69 8537.033),(70 8526.416),(71 8558.004),(72 8634.006),(73 8759.754),(74 8971.761),(75 9087.819),(76 9109.338),(77 9217.378),(78 9196.77),(79 9355.564),
(1 1212.8219),(2 2380.1135),(3 3461.2795),(4 4308.615),(5 4869.826),(6 5452.6807),(7 6116.202),(8 6509.6885),(9 6709.538),(10 7036.394),(11 7238.085),(12 7425.6865),(13 7213.294),(14 7205.8857),(15 7295.9536),(16 7326.4497),(17 7416.2134),(18 7447.1304),(19 7350.9395),(20 7392.201),(21 7466.6284),(22 7657.2056),(23 7819.815),(24 8019.551),(25 8061.2603),(26 8394.272),(27 8667.799),(28 8522.899),(29 8445.165),(30 8502.569),(31 8447.998),(32 8471.429),(33 8498.994),(34 8472.08),(35 8450.968),(36 8428.5625),(37 8403.165),(38 8307.096),(39 8288.14),(40 8279.977),(41 8288.596),(42 8266.702),(43 8261.347),(44 8069.209),(45 7918.6064),(46 7814.932),(47 7581.1143),(48 7456.636),(49 7413.3174),(50 7337.989),(51 7466.7754),(52 7588.0767),(53 7559.1064),(54 7690.394),(55 7871.472),(56 7928.85),(57 8201.284),(58 8296.808),(59 8363.263),(60 8494.088),(61 8511.131),(62 8555.682),(63 8405.971),(64 8369.407),(65 8321.95),(66 8196.162),(67 8165.8955),(68 8164.0366),(69 8115.088),(70 8122.6426),(71 8155.174),(72 8280.364),(73 8427.188),(74 8648.148),(75 8744.275),(76 8807.631),(77 8938.755),(78 8881.443),(79 8965.025),
(1 1175.4325),(2 2302.7805),(3 3375.386),(4 4266.509),(5 4834.0493),(6 5455.3022),(7 6221.1885),(8 6627.4067),(9 6822.6777),(10 7053.9785),(11 7253.7275),(12 7434.045),(13 7169.631),(14 7094.237),(15 7116.993),(16 7045.748),(17 7111.7056),(18 7112.9614),(19 6976.9536),(20 6981.56),(21 7028.7686),(22 7179.726),(23 7287.1675),(24 7425.7334),(25 7499.401),(26 7917.735),(27 8176.1973),(28 8109.8037),(29 8115.7964),(30 8197.665),(31 8208.599),(32 8269.134),(33 8338.776),(34 8272.423),(35 8235.971),(36 8187.999),(37 8181.498),(38 8116.2505),(39 8091.5776),(40 8057.8228),(41 8053.5854),(42 8018.2056),(43 7998.8936),(44 7810.4624),(45 7686.1895),(46 7617.908),(47 7404.6006),(48 7320.532),(49 7325.6436),(50 7301.896),(51 7469.99),(52 7596.5977),(53 7632.467),(54 7890.9004),(55 8094.524),(56 8157.0933),(57 8442.54),(58 8564.341),(59 8572.013),(60 8629.687),(61 8662.953),(62 8721.226),(63 8623.709),(64 8594.32),(65 8543.02),(66 8470.529),(67 8508.002),(68 8552.194),(69 8470.814),(70 8475.208),(71 8519.48),(72 8749.057),(73 8899.855),(74 9091.293),(75 9153.785),(76 9219.178),(77 9302.2705),(78 9179.131),(79 9232.913),
(1 1168.3147),(2 2276.0298),(3 3369.0952),(4 4233.9023),(5 4821.133),(6 5410.3413),(7 6074.0957),(8 6468.163),(9 6682.0913),(10 6957.9414),(11 7135.974),(12 7310.908),(13 7126.0986),(14 7092.2227),(15 7138.9097),(16 7085.2783),(17 7160.639),(18 7156.876),(19 7040.1597),(20 7027.4717),(21 7074.0957),(22 7258.9946),(23 7408.202),(24 7589.3887),(25 7717.9355),(26 8184.594),(27 8533.9),(28 8377.661),(29 8384.859),(30 8501.691),(31 8527.781),(32 8607.847),(33 8681),(34 8628.1875),(35 8576.025),(36 8483.989),(37 8442.773),(38 8313.484),(39 8242.337),(40 8184.177),(41 8107.9277),(42 8054.9805),(43 8022.47),(44 7731.7334),(45 7590.6104),(46 7469.884),(47 7315.2334),(48 7197.4063),(49 7209.3164),(50 7193.1475),(51 7310.57),(52 7407.5063),(53 7373.66),(54 7631.2524),(55 7853.0947),(56 7940.486),(57 8169.2456),(58 8267.825),(59 8312.459),(60 8451.03),(61 8502.194),(62 8599.822),(63 8681.518),(64 8752.57),(65 8800.785),(66 8689.245),(67 8634.675),(68 8590.446),(69 8390.151),(70 8380.9375),(71 8417.439),(72 8565.471),(73 8656.887),(74 8800.881),(75 8783.095),(76 8863.602),(77 8977.863),(78 8981.601),(79 9120.009),
(1 1119.1688),(2 2174.1697),(3 3202.2405),(4 4014.9724),(5 4547.8555),(6 5095.6816),(7 5720.804),(8 6119.3345),(9 6395.469),(10 6746.0264),(11 6960.2363),(12 7130.4585),(13 6966.607),(14 6913.893),(15 6959.8945),(16 6794.6885),(17 6808.4614),(18 6778.9507),(19 6608.5635),(20 6617.1323),(21 6647.0044),(22 6625.378),(23 6704.5503),(24 6844.31),(25 6867.443),(26 7233.221),(27 7503.187),(28 7447.6885),(29 7439.7993),(30 7527.1914),(31 7557.1323),(32 7634.692),(33 7679.7593),(34 7626.134),(35 7587.5415),(36 7493.282),(37 7460.334),(38 7382.5854),(39 7387.9526),(40 7382.2744),(41 7381.1636),(42 7386.018),(43 7414.0757),(44 7244.275),(45 7105.052),(46 7004.916),(47 6810.5044),(48 6726.59),(49 6739.7993),(50 6730.1934),(51 6881.2686),(52 6991.0557),(53 6933.661),(54 7159.384),(55 7372.884),(56 7447.8096),(57 7644.484),(58 7744.8545),(59 7751.538),(60 7936.8784),(61 8002.769),(62 8142.213),(63 8269.541),(64 8312.328),(65 8335.131),(66 8200.281),(67 8169.86),(68 8133.7695),(69 7890.6226),(70 7853.365),(71 7863.792),(72 8012.9326),(73 8075.8135),(74 8233.46),(75 8291.864),(76 8342.899),(77 8429.238),(78 8448.912),(79 8504.113),
(1 1095.8577),(2 2114.1187),(3 3085.9224),(4 3884.3127),(5 4441.8022),(6 5026.8945),(7 5654.3564),(8 6019.1426),(9 6259.0537),(10 6580.344),(11 6781.0757),(12 6951.8247),(13 6739.521),(14 6665.2305),(15 6693.0474),(16 6594.5996),(17 6611.222),(18 6611.291),(19 6481.156),(20 6535.6626),(21 6618.976),(22 6622.795),(23 6722.16),(24 6855.5093),(25 6925.3853),(26 7337.401),(27 7625.273),(28 7628.723),(29 7707.7646),(30 7831.956),(31 7819.3125),(32 7815.852),(33 7769.1724),(34 7628.0776),(35 7504.0146),(36 7383.0127),(37 7303.4976),(38 7238.894),(39 7258.538),(40 7277.118),(41 7341.4814),(42 7391.347),(43 7463.559),(44 7261.646),(45 7146.058),(46 7045.709),(47 6904.0527),(48 6822.8794),(49 6841.7188),(50 6791.3755),(51 6861.66),(52 6907.9556),(53 6901.757),(54 7191.0083),(55 7470.527),(56 7688.5815),(57 8016.449),(58 8218.492),(59 8272.973),(60 8407.477),(61 8446.435),(62 8505.959),(63 8479.691),(64 8439.586),(65 8445.259),(66 8268.599),(67 8199.166),(68 8151.184),(69 7939.7026),(70 7918.463),(71 7932.2915),(72 8099.4414),(73 8203.159),(74 8387.073),(75 8456.245),(76 8503.886),(77 8582.7),(78 8523.68),(79 8519.448),
(1 1062.4237),(2 2053.943),(3 3017.777),(4 3849.1506),(5 4395.2495),(6 4929.3877),(7 5467.9614),(8 5766.9233),(9 5983.131),(10 6265.035),(11 6460.461),(12 6618.524),(13 6380.0703),(14 6304.463),(15 6300.138),(16 6230.7993),(17 6229.818),(18 6212.9414),(19 6104.6284),(20 6131.168),(21 6188.249),(22 6262.1616),(23 6325.7437),(24 6461.2866),(25 6506.2446),(26 6861.025),(27 7122.2007),(28 7096.722),(29 7162.86),(30 7289.5894),(31 7273.482),(32 7264.191),(33 7223.994),(34 7178.2637),(35 7125.0967),(36 7050.051),(37 7022.8804),(38 6956.8164),(39 6942.946),(40 6914.1),(41 6865.159),(42 6872.598),(43 6896.4263),(44 6747.529),(45 6699.2715),(46 6677.8525),(47 6616.0146),(48 6606.795),(49 6672.625),(50 6659.75),(51 6706.606),(52 6749.926),(53 6682.2285),(54 6850.443),(55 6989.2974),(56 6995.381),(57 7162.7417),(58 7200.524),(59 7185.611),(60 7299.217),(61 7356.0693),(62 7413.6416),(63 7265.0522),(64 7183.871),(65 7119.051),(66 7059.6753),(67 7089.7866),(68 7112.78),(69 7016.035),(70 6996.7783),(71 7029.3647),(72 7224.4395),(73 7340.096),(74 7538.9614),(75 7628.759),(76 7793.626),(77 7921.386),(78 7892.634),(79 7961.418),
(1 1000.9696),(2 1959.8689),(3 2857.4836),(4 3616.2554),(5 4134.662),(6 4638.803),(7 5179.115),(8 5534.856),(9 5743.7466),(10 6011.7104),(11 6183.161),(12 6336.0986),(13 6178.2134),(14 6093.03),(15 6086.8745),(16 6021.0767),(17 6026.525),(18 6045.993),(19 5928.734),(20 5937.8887),(21 5976.903),(22 6073.7104),(23 6156.447),(24 6296.2437),(25 6348.617),(26 6606.463),(27 6870.2925),(28 6830.384),(29 6857.335),(30 6947.7705),(31 7007.275),(32 7072.6035),(33 7121.8647),(34 7137.3857),(35 7164.6597),(36 7130.972),(37 7143.188),(38 6987.4087),(39 6973.421),(40 6940.242),(41 6943.5146),(42 6933.009),(43 6946.118),(44 6801.6006),(45 6733.54),(46 6725.6563),(47 6625.3677),(48 6569.896),(49 6583.467),(50 6569.915),(51 6669.3677),(52 6720.393),(53 6622.926),(54 6729.57),(55 6829.9595),(56 6875.2236),(57 6996.3354),(58 6999.874),(59 7010.2573),(60 7039.831),(61 7039.9785),(62 7071.3613),(63 7041.131),(64 7050.2207),(65 7074.568),(66 7067.9893),(67 7128.3447),(68 7196.0835),(69 7155.4707),(70 7179.993),(71 7233.181),(72 7398.8594),(73 7491.0967),(74 7663.736),(75 7727.0776),(76 7885.525),(77 8043.8),(78 8091.364),(79 8153.844),
(1 934.6282),(2 1811.301),(3 2669.8762),(4 3401.7668),(5 3884.6301),(6 4357.8076),(7 4888.284),(8 5230.7744),(9 5400.122),(10 5595.3228),(11 5744.7324),(12 5859.5605),(13 5718.646),(14 5677.0933),(15 5688.2476),(16 5642.9404),(17 5677.884),(18 5681.3613),(19 5650.3965),(20 5662.913),(21 5692.3613),(22 5742.9565),(23 5870.7827),(24 6038.5127),(25 6093.795),(26 6358.2627),(27 6562.4883),(28 6468.721),(29 6486.7666),(30 6525.9434),(31 6519.764),(32 6624.846),(33 6651.2095),(34 6600.954),(35 6567.7163),(36 6514.0664),(37 6519.2183),(38 6507.5425),(39 6592.1567),(40 6637.362),(41 6541.349),(42 6515.2246),(43 6472.4707),(44 6356.0234),(45 6234.7915),(46 6184.9717),(47 6000.164),(48 5956.871),(49 5998.49),(50 6024.5093),(51 6148.824),(52 6274.8047),(53 6210.703),(54 6325.7095),(55 6410.7227),(56 6445.164),(57 6623.148),(58 6673.1836),(59 6733.8228),(60 6825.632),(61 6882.612),(62 6956.5396),(63 6979.867),(64 7039.0806),(65 7081.5566),(66 6928.8467),(67 6942.427),(68 6933.005),(69 6874.7007),(70 6886.0835),(71 6925.8423),(72 7152.6606),(73 7241.654),(74 7412.086),(75 7508.737),(76 7622.336),(77 7753.145),(78 7710.4453),(79 7800.758),
(1 904.0312),(2 1741.9127),(3 2573.1917),(4 3262.5757),(5 3708.8555),(6 4155.7837),(7 4703.609),(8 5045.137),(9 5247.132),(10 5480.758),(11 5644.359),(12 5792.932),(13 5603.1577),(14 5552.3267),(15 5552.052),(16 5476.0015),(17 5534.9614),(18 5561.3516),(19 5540.3),(20 5579.9585),(21 5663.249),(22 5781.8774),(23 5935.618),(24 6107.8613),(25 6189.2056),(26 6468.0693),(27 6682.2056),(28 6662.131),(29 6656.1006),(30 6696.4907),(31 6672.167),(32 6705.2),(33 6689.0986),(34 6588.8794),(35 6489.1665),(36 6397.359),(37 6340.9707),(38 6299.196),(39 6296.4004),(40 6303.216),(41 6241.368),(42 6233.734),(43 6225.414),(44 6061.614),(45 5953.609),(46 5936.7725),(47 5793.962),(48 5754.3203),(49 5791.8545),(50 5823.297),(51 5928.539),(52 5992.5977),(53 5963.2246),(54 6126.156),(55 6242.78),(56 6287.361),(57 6405.566),(58 6457.8413),(59 6522.0796),(60 6638.679),(61 6680.4434),(62 6720.4404),(63 6702.634),(64 6678.271),(65 6680.0303),(66 6478.8364),(67 6455.8335),(68 6437.822),(69 6405.2446),(70 6447.442),(71 6493.9927),(72 6707.633),(73 6836.8433),(74 7011.865),(75 7043.2266),(76 7113.922),(77 7233.459),(78 7211.047),(79 7296.3174),
(1 903.8363),(2 1727.5828),(3 2543.3064),(4 3195.3398),(5 3596.4507),(6 4025.4924),(7 4507.408),(8 4830.4043),(9 5030.5083),(10 5332.4634),(11 5551.1157),(12 5737.1323),(13 5562.699),(14 5525.254),(15 5544.599),(16 5466.6494),(17 5487.0444),(18 5479.766),(19 5324.623),(20 5300.1074),(21 5310.1206),(22 5365.9517),(23 5445.4873),(24 5537.6836),(25 5590.0215),(26 5891.248),(27 6102.2275),(28 6052.62),(29 6098.208),(30 6199.232),(31 6247.187),(32 6298.926),(33 6310.0703),(34 6252.585),(35 6257.693),(36 6195.0313),(37 6161.3003),(38 6138.929),(39 6138.2485),(40 6173.5723),(41 6162.3726),(42 6151.2305),(43 6139.7056),(44 5935.4805),(45 5826.1616),(46 5769.86),(47 5640.2915),(48 5574.7305),(49 5601.3633),(50 5574.6567),(51 5689.456),(52 5755.7446),(53 5709.5537),(54 5834.192),(55 5963.6655),(56 6051.033),(57 6271.8896),(58 6380.588),(59 6474.575),(60 6543.784),(61 6579.1333),(62 6645.982),(63 6668.1055),(64 6679.5464),(65 6685.094),(66 6521.239),(67 6445.833),(68 6383.991),(69 6407.9595),(70 6416.403),(71 6446.608),(72 6448.796),(73 6455.562),(74 6544.0537),(75 6590.478),(76 6697.4478),(77 6819.805),(78 6837.942),(79 6894.7397),
