1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 103.30412),(2 160.67485),(3 210.57983),(4 231.95721),(5 247.17584),(6 261.94495),(7 272.35797),(8 279.99966),(9 291.39185),(10 297.55438),(11 300.73154),(12 303.9723),(13 296.57404),(14 296.37128),(15 298.3595),(16 299.75272),(17 301.1135),(18 304.52322),(19 298.8329),(20 298.93414),(21 298.1637),(22 297.05768),(23 299.10614),(24 301.36932),(25 302.85947),(26 312.5448),(27 317.0122),(28 320.4076),(29 321.80746),(30 322.98477),(31 321.388),(32 320.52582),(33 319.02536),(34 321.57153),(35 317.57983),(36 315.8502),(37 314.0479),(38 310.59528),(39 309.5947),(40 308.43933),(41 313.0428),(42 313.27228),(43 312.65778),(44 312.01498),(45 313.48846),(46 316.08167),(47 312.2586),(48 309.2174),(49 307.16165),(50 309.04126),(51 312.17126),(52 313.29398),(53 315.05765),(54 320.24097),(55 325.49347),(56 332.9778),(57 342.65643),(58 347.7004),(59 351.19632),(60 353.02768),(61 357.5646),(62 361.7722),(63 364.2675),(64 366.6497),(65 368.07626),(66 370.38818),(67 370.50656),(68 370.64227),(69 363.5674),(70 363.03595),(71 362.9182),(72 367.15326),(73 369.3716),(74 369.4229),(75 373.79025),(76 373.62955),(77 375.4024),(78 375.48013),(79 376.15155),
(1 104.80991),(2 162.84346),(3 213.67014),(4 235.8138),(5 251.72331),(6 267.7537),(7 281.34335),(8 288.59915),(9 297.02167),(10 302.00998),(11 303.53888),(12 307.57538),(13 299.61914),(14 300.28586),(15 302.6262),(16 302.33664),(17 304.4981),(18 307.14493),(19 302.5554),(20 302.44775),(21 299.91068),(22 300.47238),(23 303.5388),(24 306.20035),(25 309.5824),(26 314.19992),(27 317.74524),(28 321.09863),(29 323.2382),(30 325.75446),(31 327.25595),(32 326.72888),(33 325.96228),(34 324.47748),(35 319.22345),(36 317.3725),(37 317.0041),(38 315.33066),(39 318.3594),(40 317.5767),(41 320.54388),(42 322.69278),(43 325.33066),(44 321.51666),(45 323.7959),(46 325.43723),(47 321.08487),(48 320.20944),(49 317.79236),(50 321.03436),(51 320.52072),(52 321.88428),(53 321.3729),(54 322.97498),(55 323.9925),(56 326.80515),(57 331.82095),(58 333.26187),(59 338.9958),(60 337.66827),(61 338.69177),(62 340.9957),(63 346.12973),(64 348.28503),(65 349.52744),(66 346.72525),(67 347.56613),(68 346.794),(69 342.6557),(70 342.75998),(71 342.65002),(72 346.9888),(73 347.88876),(74 349.00497),(75 355.8075),(76 355.3879),(77 360.27536),(78 359.5363),(79 360.1773),
(1 101.63923),(2 156.87311),(3 207.36835),(4 229.51752),(5 246.01935),(6 261.55457),(7 273.51587),(8 280.77832),(9 290.58948),(10 296.41138),(11 301.20752),(12 306.1753),(13 296.12204),(14 298.46194),(15 299.76266),(16 302.40543),(17 303.88007),(18 305.07697),(19 295.86578),(20 296.01944),(21 295.36475),(22 298.19452),(23 301.67557),(24 304.59625),(25 308.63153),(26 313.57773),(27 316.2403),(28 314.8182),(29 317.60626),(30 319.02707),(31 319.52667),(32 318.581),(33 316.35196),(34 315.45032),(35 315.9857),(36 315.48544),(37 315.86356),(38 309.2126),(39 313.06412),(40 313.6016),(41 313.84607),(42 314.71774),(43 317.65982),(44 316.31955),(45 313.35358),(46 309.80585),(47 305.0046),(48 303.53085),(49 303.6652),(50 306.57242),(51 310.2401),(52 311.1648),(53 312.0926),(54 315.65512),(55 315.5004),(56 317.9675),(57 322.09662),(58 325.53857),(59 327.8953),(60 331.31442),(61 335.0506),(62 338.08023),(63 342.78143),(64 343.90454),(65 347.01343),(66 347.53894),(67 349.65643),(68 351.49225),(69 348.89883),(70 350.5189),(71 352.78983),(72 357.05576),(73 362.47098),(74 367.53528),(75 371.18842),(76 372.75305),(77 376.94662),(78 380.13403),(79 378.25363),
(1 98.90767),(2 152.3161),(3 202.08311),(4 221.71625),(5 234.67726),(6 249.39827),(7 261.2363),(8 268.5428),(9 273.8782),(10 280.90588),(11 287.20947),(12 293.37045),(13 287.29068),(14 286.68973),(15 286.86353),(16 286.73767),(17 287.00385),(18 287.30103),(19 282.84747),(20 285.13913),(21 285.71066),(22 286.98743),(23 289.23764),(24 289.7376),(25 290.8471),(26 295.07178),(27 301.51752),(28 298.30795),(29 300.94003),(30 299.03705),(31 300.55078),(32 299.9075),(33 301.20813),(34 301.18347),(35 300.60306),(36 300.0987),(37 299.23715),(38 296.31335),(39 298.88647),(40 300.3495),(41 301.75626),(42 302.8287),(43 305.3228),(44 303.05188),(45 303.747),(46 302.55563),(47 296.8876),(48 294.41962),(49 294.66687),(50 298.48474),(51 299.87238),(52 301.2975),(53 302.9685),(54 306.2758),(55 309.55008),(56 315.82767),(57 317.50995),(58 319.53046),(59 321.102),(60 323.64093),(61 326.11826),(62 329.17993),(63 331.92667),(64 331.99228),(65 332.84674),(66 331.4055),(67 330.46246),(68 333.89972),(69 331.13223),(70 332.79376),(71 332.73605),(72 333.48624),(73 337.4121),(74 339.66748),(75 345.27365),(76 348.9249),(77 350.28595),(78 352.93692),(79 355.791),
(1 98.42749),(2 152.34418),(3 203.17665),(4 222.98877),(5 237.58691),(6 251.19756),(7 263.20383),(8 270.97067),(9 280.64307),(10 284.66412),(11 287.15192),(12 292.1917),(13 290.25397),(14 291.14023),(15 294.35287),(16 292.2165),(17 293.5015),(18 295.43625),(19 288.27222),(20 289.45813),(21 289.99057),(22 290.4476),(23 292.23386),(24 293.85318),(25 296.2753),(26 299.70737),(27 304.47577),(28 305.7741),(29 311.2367),(30 310.2553),(31 308.33365),(32 307.11914),(33 304.61456),(34 307.3155),(35 305.82147),(36 303.55783),(37 300.3892),(38 295.72528),(39 292.9548),(40 294.41263),(41 297.9563),(42 299.34326),(43 301.21335),(44 301.31778),(45 302.29886),(46 302.51358),(47 298.32986),(48 297.29706),(49 296.62497),(50 296.56525),(51 295.9818),(52 296.82205),(53 301.50375),(54 304.44717),(55 306.04672),(56 311.67755),(57 316.80896),(58 318.17102),(59 320.62915),(60 323.14996),(61 325.2603),(62 329.24313),(63 330.77148),(64 330.9351),(65 331.16812),(66 334.28198),(67 334.7214),(68 336.47858),(69 333.27966),(70 332.21545),(71 331.89856),(72 333.8518),(73 332.72028),(74 333.90762),(75 342.654),(76 343.02618),(77 344.74612),(78 347.42795),(79 352.0107),
(1 97.30508),(2 149.87082),(3 199.04132),(4 217.57185),(5 229.34358),(6 245.92697),(7 256.23602),(8 262.88644),(9 270.9714),(10 276.9768),(11 282.35266),(12 286.8621),(13 280.74716),(14 279.56433),(15 279.39606),(16 278.71786),(17 283.20715),(18 283.92282),(19 278.73178),(20 279.78122),(21 280.1865),(22 283.95605),(23 286.91602),(24 288.17966),(25 288.434),(26 295.3051),(27 301.95395),(28 299.27203),(29 299.6871),(30 299.80142),(31 301.9555),(32 300.3885),(33 299.1516),(34 296.27603),(35 294.7471),(36 293.8037),(37 293.07086),(38 295.11557),(39 294.91922),(40 295.32135),(41 295.3705),(42 296.66553),(43 297.09872),(44 297.2075),(45 295.93085),(46 291.90182),(47 286.32886),(48 285.97186),(49 285.58447),(50 287.07907),(51 289.10968),(52 292.5446),(53 296.74268),(54 300.05634),(55 304.27496),(56 308.35156),(57 314.22015),(58 315.22427),(59 316.3457),(60 318.37256),(61 321.30167),(62 325.76578),(63 330.41647),(64 334.15402),(65 336.93298),(66 333.9187),(67 334.0939),(68 331.98453),(69 331.21936),(70 332.3513),(71 332.73923),(72 333.70453),(73 338.1484),(74 342.0984),(75 350.20493),(76 350.4999),(77 351.82077),(78 349.39175),(79 348.83868),
(1 96.031075),(2 149.9224),(3 197.28613),(4 214.94582),(5 226.49875),(6 237.451),(7 247.21573),(8 254.79631),(9 264.93115),(10 267.65704),(11 273.07785),(12 277.01428),(13 275.7143),(14 274.137),(15 272.44632),(16 271.46838),(17 274.41452),(18 275.96085),(19 271.21652),(20 271.11368),(21 269.58255),(22 272.40436),(23 275.81503),(24 277.97562),(25 280.66492),(26 286.0842),(27 293.3371),(28 292.8568),(29 295.49176),(30 295.4242),(31 296.992),(32 294.8334),(33 293.9352),(34 294.47717),(35 291.56372),(36 290.54608),(37 290.13556),(38 294.3329),(39 295.31915),(40 294.2728),(41 294.38644),(42 295.27646),(43 295.05038),(44 294.60693),(45 293.49576),(46 290.85706),(47 286.48627),(48 283.01868),(49 280.79117),(50 280.11066),(51 279.4625),(52 281.9909),(53 285.26025),(54 285.64325),(55 287.67606),(56 292.70465),(57 296.607),(58 299.1448),(59 302.22626),(60 301.13208),(61 300.20074),(62 302.05875),(63 305.223),(64 307.46866),(65 308.774),(66 309.15225),(67 309.18994),(68 308.05072),(69 306.93112),(70 304.73337),(71 304.84668),(72 307.16998),(73 308.8141),(74 309.55124),(75 316.55438),(76 317.22815),(77 321.98355),(78 320.22638),(79 326.23157),
(1 92.5086),(2 142.85747),(3 188.76776),(4 203.9504),(5 215.31133),(6 228.14508),(7 237.41634),(8 245.93126),(9 250.46442),(10 253.89485),(11 258.86887),(12 264.0155),(13 259.60385),(14 257.5687),(15 257.53806),(16 257.69482),(17 258.89288),(18 259.64423),(19 254.8339),(20 256.82727),(21 259.92276),(22 260.8559),(23 266.04633),(24 269.59436),(25 272.3173),(26 279.51498),(27 282.1367),(28 279.8639),(29 280.83197),(30 279.85406),(31 277.97025),(32 278.382),(33 277.5542),(34 277.2295),(35 274.00723),(36 273.3549),(37 272.61606),(38 272.94025),(39 270.9874),(40 269.9217),(41 271.4094),(42 271.85992),(43 274.0273),(44 274.85086),(45 273.41135),(46 272.3794),(47 270.92566),(48 269.41302),(49 267.6211),(50 268.34683),(51 269.33734),(52 269.11038),(53 269.947),(54 272.6072),(55 275.75284),(56 277.92307),(57 283.46863),(58 287.29898),(59 294.07828),(60 295.71533),(61 295.774),(62 298.43823),(63 299.559),(64 300.93707),(65 300.33554),(66 298.3962),(67 298.317),(68 297.7669),(69 298.24445),(70 297.65894),(71 297.922),(72 298.8335),(73 300.28128),(74 301.8059),(75 305.33212),(76 309.1724),(77 312.9552),(78 316.1061),(79 315.48502),
(1 93.25926),(2 142.93303),(3 185.1501),(4 203.41904),(5 213.6021),(6 222.42046),(7 231.26003),(8 237.85425),(9 246.13586),(10 248.58777),(11 252.87247),(12 256.2728),(13 254.48166),(14 254.22813),(15 253.48183),(16 251.74529),(17 252.00452),(18 252.40256),(19 249.82114),(20 251.59966),(21 253.80238),(22 254.89192),(23 256.97318),(24 260.15454),(25 262.8041),(26 267.16458),(27 271.1735),(28 270.77963),(29 274.49176),(30 273.77222),(31 272.93112),(32 275.46872),(33 275.42273),(34 276.9576),(35 272.8026),(36 270.84985),(37 270.90158),(38 271.53055),(39 272.31808),(40 272.01645),(41 273.98456),(42 273.28577),(43 276.08054),(44 277.30484),(45 276.80136),(46 273.6965),(47 272.51425),(48 270.57874),(49 270.8863),(50 273.4911),(51 273.02124),(52 272.79727),(53 274.9001),(54 276.6758),(55 280.02664),(56 285.40903),(57 286.78967),(58 289.69662),(59 294.2659),(60 292.66684),(61 293.21393),(62 295.86197),(63 297.9778),(64 299.06543),(65 300.3164),(66 298.94608),(67 297.4095),(68 293.6582),(69 293.95923),(70 293.05414),(71 292.93704),(72 295.07846),(73 297.10583),(74 300.44214),(75 306.10065),(76 309.00836),(77 311.8209),(78 314.3785),(79 312.6868),
(1 91.390976),(2 141.2093),(3 183.04507),(4 202.1329),(5 213.5988),(6 225.59753),(7 232.97067),(8 239.5568),(9 247.02594),(10 250.36101),(11 254.18935),(12 257.30157),(13 255.26854),(14 255.74034),(15 254.55606),(16 255.79793),(17 256.5331),(18 258.32483),(19 252.3957),(20 253.36263),(21 254.92303),(22 257.53336),(23 259.4555),(24 261.99615),(25 263.10684),(26 268.9173),(27 274.71725),(28 277.593),(29 276.8144),(30 278.50323),(31 280.55908),(32 279.81012),(33 279.81027),(34 279.6941),(35 276.47534),(36 275.65912),(37 276.74786),(38 276.4686),(39 275.85324),(40 276.3268),(41 276.76407),(42 277.1726),(43 280.66953),(44 280.0624),(45 279.45157),(46 280.90268),(47 277.84616),(48 276.11307),(49 277.0242),(50 279.49606),(51 280.09525),(52 280.09113),(53 281.93997),(54 282.426),(55 282.69052),(56 284.43488),(57 282.19675),(58 282.26117),(59 284.11185),(60 284.7535),(61 286.02637),(62 287.60965),(63 287.65308),(64 288.76407),(65 288.18008),(66 286.3781),(67 285.69778),(68 283.42685),(69 281.25815),(70 280.45847),(71 280.20804),(72 280.85516),(73 282.0189),(74 285.8954),(75 290.0043),(76 292.92554),(77 295.72678),(78 297.82974),(79 298.0668),
(1 92.04611),(2 142.02148),(3 188.3852),(4 205.0455),(5 214.98337),(6 225.9054),(7 235.03366),(8 243.35587),(9 248.62376),(10 251.08687),(11 252.3443),(12 254.50699),(13 250.90692),(14 251.8134),(15 253.99727),(16 252.969),(17 252.27191),(18 252.3586),(19 249.42775),(20 250.01599),(21 249.84752),(22 252.97035),(23 256.6062),(24 261.28064),(25 262.2031),(26 266.29013),(27 271.7505),(28 272.41733),(29 273.8873),(30 272.7608),(31 275.16867),(32 274.83463),(33 273.60437),(34 271.9348),(35 270.76703),(36 271.19757),(37 272.20813),(38 270.74646),(39 269.1105),(40 269.44382),(41 271.05728),(42 273.41217),(43 274.57166),(44 272.6025),(45 275.14285),(46 274.73),(47 274.46994),(48 273.80347),(49 273.1812),(50 271.90393),(51 273.60855),(52 273.46927),(53 276.3158),(54 279.61346),(55 282.30838),(56 285.06177),(57 287.88773),(58 290.1183),(59 290.78864),(60 292.85306),(61 294.91824),(62 296.0528),(63 295.09308),(64 295.99612),(65 295.73016),(66 295.0973),(67 296.7738),(68 296.91547),(69 294.19183),(70 294.6064),(71 294.76947),(72 297.17084),(73 298.9254),(74 300.7083),(75 305.64267),(76 308.21408),(77 310.63718),(78 310.68057),(79 310.26907),
(1 88.237915),(2 134.1939),(3 176.49818),(4 193.99664),(5 203.9358),(6 217.57999),(7 228.0062),(8 234.19476),(9 238.64091),(10 241.82983),(11 246.74799),(12 249.30171),(13 246.98456),(14 247.37679),(15 246.94533),(16 248.58327),(17 249.80978),(18 250.74425),(19 250.11497),(20 249.52647),(21 250.51976),(22 250.01508),(23 250.99348),(24 253.39586),(25 255.70227),(26 260.7217),(27 262.65076),(28 262.23346),(29 262.6305),(30 262.24997),(31 265.10458),(32 264.62283),(33 263.50403),(34 261.27286),(35 259.70135),(36 260.62402),(37 259.87875),(38 261.82654),(39 263.29324),(40 264.40985),(41 265.3877),(42 265.93646),(43 268.2607),(44 266.38324),(45 264.56635),(46 264.83267),(47 265.51044),(48 264.64255),(49 264.01605),(50 265.74835),(51 266.62503),(52 267.93344),(53 270.84512),(54 272.53943),(55 275.08353),(56 278.86017),(57 279.8783),(58 280.18503),(59 282.45996),(60 283.16037),(61 281.78674),(62 281.28592),(63 280.86954),(64 281.89792),(65 281.7924),(66 282.62393),(67 285.59598),(68 286.17044),(69 284.6307),(70 284.12143),(71 282.4436),(72 284.59015),(73 285.3112),(74 289.27698),(75 292.4322),(76 294.47482),(77 296.44797),(78 297.73215),(79 299.99872),
(1 87.10687),(2 132.99661),(3 174.91435),(4 192.45439),(5 201.92879),(6 212.39873),(7 221.01129),(8 225.59682),(9 229.64432),(10 234.29742),(11 239.49823),(12 243.93518),(13 242.50131),(14 241.34813),(15 243.13211),(16 241.68845),(17 243.05667),(18 242.99774),(19 240.05075),(20 239.91759),(21 239.06363),(22 239.58899),(23 241.16891),(24 243.51807),(25 247.8616),(26 251.8838),(27 255.38307),(28 254.9826),(29 257.0309),(30 258.37665),(31 261.0847),(32 261.5411),(33 260.3479),(34 259.56458),(35 256.8465),(36 256.0556),(37 255.94586),(38 253.8258),(39 251.90312),(40 253.10294),(41 255.79755),(42 255.99522),(43 256.72678),(44 255.11229),(45 252.86478),(46 252.6384),(47 252.13715),(48 250.6303),(49 250.65877),(50 251.92928),(51 252.42612),(52 251.64177),(53 250.61514),(54 253.7666),(55 256.56393),(56 259.99957),(57 260.76825),(58 261),(59 263.16974),(60 266.44666),(61 266.64694),(62 267.60474),(63 272.2058),(64 273.97208),(65 275.3842),(66 274.78223),(67 275.0411),(68 275.12155),(69 273.8321),(70 274.42236),(71 273.3876),(72 275.51715),(73 277.92166),(74 281.62207),(75 284.4048),(76 283.8679),(77 286.33636),(78 289.578),(79 290.90024),
(1 86.21683),(2 132.86768),(3 173.99681),(4 192.84442),(5 205.31635),(6 217.36273),(7 225.38399),(8 230.1693),(9 236.08142),(10 241.3467),(11 246.26529),(12 250.66052),(13 248.54073),(14 248.03926),(15 246.5847),(16 246.38333),(17 247.74254),(18 247.02005),(19 243.56084),(20 242.73763),(21 242.26454),(22 242.46901),(23 242.99098),(24 245.11485),(25 248.37616),(26 252.35431),(27 254.41022),(28 256.80188),(29 255.97754),(30 257.25192),(31 258.4904),(32 258.16092),(33 255.9592),(34 256.27625),(35 254.21172),(36 254.00291),(37 254.17206),(38 251.32384),(39 253.12485),(40 253.61801),(41 255.57529),(42 256.0603),(43 255.5812),(44 252.13095),(45 253.37582),(46 255.39801),(47 254.51003),(48 253.66164),(49 252.93094),(50 253.97234),(51 257.86697),(52 259.38074),(53 262.48364),(54 264.9676),(55 267.21176),(56 269.4659),(57 273.5283),(58 275.1547),(59 278.0159),(60 283.54758),(61 286.3573),(62 289.0418),(63 287.1506),(64 286.06036),(65 286.70056),(66 287.0857),(67 289.04767),(68 293.38678),(69 290.63773),(70 290.3872),(71 289.23676),(72 290.70642),(73 291.1626),(74 291.59122),(75 291.71158),(76 291.66132),(77 294.7624),(78 298.20786),(79 298.09094),
(1 84.650955),(2 129.39238),(3 169.30824),(4 185.00443),(5 195.11562),(6 207.11801),(7 216.05286),(8 220.98149),(9 225.14342),(10 228.15315),(11 230.68091),(12 233.93867),(13 233.50798),(14 234.85077),(15 234.84123),(16 234.51079),(17 234.34886),(18 235.01988),(19 235.36539),(20 236.74167),(21 237.52681),(22 240.38155),(23 241.68997),(24 244.80405),(25 248.49092),(26 251.5322),(27 254.04732),(28 254.07791),(29 252.24635),(30 251.7403),(31 251.48459),(32 251.46277),(33 251.30487),(34 249.89749),(35 251.82289),(36 251.20477),(37 252.20796),(38 250.45062),(39 251.25525),(40 252.19357),(41 254.4669),(42 254.74861),(43 253.69293),(44 251.7065),(45 250.08328),(46 249.17792),(47 247.94423),(48 248.86224),(49 248.56569),(50 249.36157),(51 251.3545),(52 252.59065),(53 257.67712),(54 256.72705),(55 257.11853),(56 257.97696),(57 257.67844),(58 257.81946),(59 261.18155),(60 261.36462),(61 262.91757),(62 264.65158),(63 267.37112),(64 268.9036),(65 269.23358),(66 267.3171),(67 267.7672),(68 269.13644),(69 269.16025),(70 268.9417),(71 269.43405),(72 271.89603),(73 274.98233),(74 276.62253),(75 278.30453),(76 281.29456),(77 284.6899),(78 284.5077),(79 282.91562),
(1 83.39746),(2 126.64856),(3 164.15186),(4 178.1635),(5 187.583),(6 198.67758),(7 206.43843),(8 212.41508),(9 216.70685),(10 219.63542),(11 225.10489),(12 229.03015),(13 228.86287),(14 230.25949),(15 228.91231),(16 228.04778),(17 230.42009),(18 230.6186),(19 232.27751),(20 232.1869),(21 232.71654),(22 233.37741),(23 236.05127),(24 238.52719),(25 238.98114),(26 242.10986),(27 245.23448),(28 244.46689),(29 245.71739),(30 246.54193),(31 249.86488),(32 249.9686),(33 249.81502),(34 250.10217),(35 250.74141),(36 250.29922),(37 250.74745),(38 249.65746),(39 248.34016),(40 246.99577),(41 248.68594),(42 249.15881),(43 249.68445),(44 250.34164),(45 249.33273),(46 248.9582),(47 246.7938),(48 243.47421),(49 242.53983),(50 246.15498),(51 246.9122),(52 248.2257),(53 250.88815),(54 252.58626),(55 252.99263),(56 253.29736),(57 254.25679),(58 252.68106),(59 254.64685),(60 258.176),(61 261.2022),(62 262.86307),(63 266.44217),(64 267.19806),(65 268.2859),(66 268.58316),(67 266.60202),(68 264.62808),(69 265.79446),(70 266.2149),(71 265.2252),(72 264.7415),(73 265.47525),(74 267.92026),(75 271.22974),(76 273.15924),(77 275.06967),(78 275.53394),(79 275.24496),
(1 82.47078),(2 127.97097),(3 165.89572),(4 179.93327),(5 190.49666),(6 202.61925),(7 209.87917),(8 214.44405),(9 216.44035),(10 216.94878),(11 219.51263),(12 220.86635),(13 220.01239),(14 221.71808),(15 222.6139),(16 221.02815),(17 221.73209),(18 222.82814),(19 221.2035),(20 223.69829),(21 225.60924),(22 229.94493),(23 232.17113),(24 235.20985),(25 236.08363),(26 240.22105),(27 240.60039),(28 240.99416),(29 243.07896),(30 243.59235),(31 246.90591),(32 245.0676),(33 245.81865),(34 246.11778),(35 244.02577),(36 243.46292),(37 242.32089),(38 242.0008),(39 242.96545),(40 243.8644),(41 244.80786),(42 243.06343),(43 243.96973),(44 243.15253),(45 243.6518),(46 243.4278),(47 240.33453),(48 239.91446),(49 240.69492),(50 245.22765),(51 243.34581),(52 242.65057),(53 244.48792),(54 246.52765),(55 248.19405),(56 250.42468),(57 256.38913),(58 257.8024),(59 261.35046),(60 259.41974),(61 260.6197),(62 261.07416),(63 261.23145),(64 261.97192),(65 263.04443),(66 262.27045),(67 262.23752),(68 261.13525),(69 261.15912),(70 262.73145),(71 263.54816),(72 263.52145),(73 265.95132),(74 268.779),(75 272.76163),(76 272.59036),(77 273.6634),(78 273.37878),(79 274.47324),
(1 78.91469),(2 120.52598),(3 154.74086),(4 169.3286),(5 179.17621),(6 189.18182),(7 195.08476),(8 199.23083),(9 203.10715),(10 207.74393),(11 211.84137),(12 215.86275),(13 212.37657),(14 214.30942),(15 215.7398),(16 218.46327),(17 220.67348),(18 222.91011),(19 221.51227),(20 223.25037),(21 224.88048),(22 225.41174),(23 228.54408),(24 232.97255),(25 234.37308),(26 235.79565),(27 237.90816),(28 236.54555),(29 236.76376),(30 237.0198),(31 236.70517),(32 235.86488),(33 237.29585),(34 239.51682),(35 240.44383),(36 240.22305),(37 240.99538),(38 238.98445),(39 238.48094),(40 238.03035),(41 237.10588),(42 235.40735),(43 236.27858),(44 236.14749),(45 236.2917),(46 236.65216),(47 235.68445),(48 234.48347),(49 235.09908),(50 236.60535),(51 237.07535),(52 236.36047),(53 239.17963),(54 238.2067),(55 238.31029),(56 237.8102),(57 239.57391),(58 239.17012),(59 242.9194),(60 242.34569),(61 243.64113),(62 245.77672),(63 245.45432),(64 246.57352),(65 247.30878),(66 248.79062),(67 249.58237),(68 249.29932),(69 249.92738),(70 249.24849),(71 249.67506),(72 246.85262),(73 248.13022),(74 250.45726),(75 252.20497),(76 251.84673),(77 254.25743),(78 256.62772),(79 256.11392),
(1 81.10326),(2 123.54861),(3 159.6426),(4 172.99156),(5 183.29471),(6 193.79016),(7 200.7025),(8 205.78862),(9 211.95384),(10 213.05637),(11 216.4831),(12 220.33958),(13 220.69202),(14 222.01622),(15 223.14018),(16 224.42801),(17 226.65437),(18 226.11491),(19 224.11371),(20 223.652),(21 225.28687),(22 228.09476),(23 231.5354),(24 235.47075),(25 236.70157),(26 237.17314),(27 239.16676),(28 238.2766),(29 237.2406),(30 238.17268),(31 236.94768),(32 238.66733),(33 237.26277),(34 235.97897),(35 233.6712),(36 235.33673),(37 235.04105),(38 235.65268),(39 234.8645),(40 234.26126),(41 236.18102),(42 235.97417),(43 236.2702),(44 236.60823),(45 235.15215),(46 234.74187),(47 233.66965),(48 234.26392),(49 234.0891),(50 235.31573),(51 236.19586),(52 238.7415),(53 243.17146),(54 242.14859),(55 240.03593),(56 240.41339),(57 242.65018),(58 241.99376),(59 246.17778),(60 247.63063),(61 251.1851),(62 254.35165),(63 253.01833),(64 253.27159),(65 252.55003),(66 252.59203),(67 252.46184),(68 250.73994),(69 251.95053),(70 251.82387),(71 251.46164),(72 250.51875),(73 251.87854),(74 253.90497),(75 255.3307),(76 257.65845),(77 259.2504),(78 258.86777),(79 259.78784),
