1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 698.82367),(2 990.92084),(3 1190.5173),(4 1314.4003),(5 1431.5826),(6 1534.3671),(7 1624.9902),(8 1693.781),(9 1745.4957),(10 1797.5284),(11 1854.4807),(12 1881.5128),(13 1938.1023),(14 1980.7648),(15 2026.1046),(16 2039.9043),(17 2067.4014),(18 2079.4944),(19 2115.017),(20 2128.2039),(21 2139.5698),(22 2150.932),(23 2170.2056),(24 2196.9033),(25 2203.589),(26 2203.014),(27 2212.6658),(28 2235.6514),(29 2244.6018),(30 2232.6216),(31 2230.685),(32 2256.1174),(33 2245.0315),(34 2237.2249),(35 2249.9148),(36 2267.1443),(37 2269.472),(38 2284.4004),(39 2306.2698),(40 2304.9575),(41 2327.1172),(42 2336.2634),(43 2344.2551),(44 2335.5366),(45 2328.6584),(46 2331.873),(47 2352.9382),(48 2364.081),(49 2366.6475),(50 2343.288),(51 2336.6873),(52 2341.2527),(53 2351.7708),(54 2354.7573),(55 2351.2866),(56 2354.8635),(57 2352.408),(58 2367.2422),(59 2361.3262),(60 2375.0276),(61 2393.8794),(62 2401.1814),(63 2421.3242),(64 2412.7537),(65 2415.1172),(66 2416.043),(67 2425.963),(68 2427.3506),(69 2424.0962),(70 2419.005),(71 2422.0725),(72 2422.6304),(73 2436.1543),(74 2423.505),(75 2428.9531),(76 2413.9778),(77 2440.0662),(78 2431.3342),(79 2444.732),
(1 675.1497),(2 951.06226),(3 1171.7028),(4 1294.6345),(5 1399.5872),(6 1491.7443),(7 1567.4185),(8 1660.3666),(9 1718.4664),(10 1764.5681),(11 1809.2239),(12 1862.8586),(13 1942.129),(14 1988.4677),(15 2032.0359),(16 2060.2295),(17 2069.528),(18 2103.5225),(19 2115.5654),(20 2142.4773),(21 2150.1868),(22 2180.3057),(23 2216.8943),(24 2240.7231),(25 2238.6455),(26 2241.2634),(27 2263.5706),(28 2293.333),(29 2302.1694),(30 2298.5078),(31 2295.469),(32 2305.0305),(33 2316.4802),(34 2309.5962),(35 2311.2983),(36 2308.7637),(37 2310.7954),(38 2321.2585),(39 2335.4438),(40 2343.386),(41 2335.3843),(42 2328.4204),(43 2332.7026),(44 2325.8945),(45 2318.1433),(46 2337.4465),(47 2333.1929),(48 2329.3765),(49 2328.9993),(50 2320.0835),(51 2325.9915),(52 2336.4316),(53 2344.3584),(54 2360.4011),(55 2373.726),(56 2375.445),(57 2396.2327),(58 2394.5308),(59 2405.0955),(60 2414.489),(61 2408.0156),(62 2403.8008),(63 2433.6785),(64 2441.435),(65 2434.784),(66 2425.9685),(67 2429.8345),(68 2422.118),(69 2409.821),(70 2402.0461),(71 2397.669),(72 2398.3933),(73 2415.7046),(74 2416.726),(75 2416.1885),(76 2394.6892),(77 2385.2117),(78 2381.0535),(79 2384.1133),
(1 674.805),(2 960.1733),(3 1170.375),(4 1297.425),(5 1413.7205),(6 1521.7328),(7 1599.1262),(8 1673.0293),(9 1711.0869),(10 1761.2312),(11 1804.6816),(12 1839.0055),(13 1897.4993),(14 1910.802),(15 1946.7803),(16 1980.615),(17 2000.3145),(18 2014.3862),(19 2024.503),(20 2033.3727),(21 2058.3394),(22 2093.0068),(23 2120.6526),(24 2134.5657),(25 2152.8037),(26 2160.2378),(27 2165.942),(28 2169.7673),(29 2170.344),(30 2172.5427),(31 2191.9539),(32 2210.2637),(33 2228.2368),(34 2217.5664),(35 2237.7366),(36 2227.8442),(37 2227.9265),(38 2234.3313),(39 2254.3335),(40 2261.913),(41 2262.6235),(42 2276.523),(43 2269.7266),(44 2253.2341),(45 2239.626),(46 2248.1006),(47 2245.1743),(48 2261.0884),(49 2271.042),(50 2281.8586),(51 2285.326),(52 2284.312),(53 2281.079),(54 2287.537),(55 2283.8682),(56 2287.986),(57 2295.437),(58 2293.6782),(59 2299.4731),(60 2290.893),(61 2292.4023),(62 2296.741),(63 2309.0422),(64 2312.807),(65 2304.19),(66 2303.3425),(67 2306.8882),(68 2309.276),(69 2303.1409),(70 2300.5674),(71 2302.9275),(72 2293.884),(73 2307.4258),(74 2298.1292),(75 2314.9512),(76 2313.6545),(77 2315.0486),(78 2307.5923),(79 2316.0984),
(1 658.06915),(2 927.8013),(3 1131.5405),(4 1265.2124),(5 1374.5336),(6 1450.8239),(7 1517.1625),(8 1577.501),(9 1614.9706),(10 1664.8232),(11 1694.8668),(12 1724.0361),(13 1787.4421),(14 1817.3452),(15 1864.072),(16 1891.8567),(17 1893.828),(18 1910.9138),(19 1935.626),(20 1942.1692),(21 1948.7689),(22 1978.5261),(23 2009.6589),(24 2030.1969),(25 2057.1565),(26 2072.882),(27 2105.0803),(28 2122.287),(29 2140.404),(30 2160.3271),(31 2169.6252),(32 2173.2068),(33 2173.7507),(34 2159.909),(35 2167.9836),(36 2187.937),(37 2174.489),(38 2178.8364),(39 2174.9492),(40 2158.2488),(41 2153.6003),(42 2149.0764),(43 2176.11),(44 2169.4993),(45 2171.266),(46 2180.65),(47 2173.0625),(48 2172.039),(49 2177.2207),(50 2184.6821),(51 2190.0144),(52 2197.3296),(53 2220.8535),(54 2220.1394),(55 2238.1624),(56 2220.281),(57 2216.196),(58 2230.9702),(59 2226.7993),(60 2211.1128),(61 2213.2253),(62 2235.9568),(63 2270.5076),(64 2285.252),(65 2292.6775),(66 2274.1711),(67 2258.9456),(68 2266.2485),(69 2262.6902),(70 2256.0718),(71 2244.8765),(72 2241.75),(73 2276.6755),(74 2261.913),(75 2299.5251),(76 2295.6318),(77 2299.104),(78 2301.6782),(79 2289.3835),
(1 658.25323),(2 938.4426),(3 1138.2219),(4 1258.9133),(5 1377.7737),(6 1464.9009),(7 1520.3771),(8 1586.4869),(9 1633.5876),(10 1682.0255),(11 1737.3867),(12 1766.3379),(13 1837.9996),(14 1871.945),(15 1910.5732),(16 1929.6398),(17 1953.9556),(18 1959.9916),(19 1974.9557),(20 1964.1285),(21 1983.3726),(22 2010.3417),(23 2041.2548),(24 2065.5864),(25 2079.2842),(26 2096.1917),(27 2113.8616),(28 2146.5598),(29 2144.6504),(30 2163.51),(31 2167.9365),(32 2155.5923),(33 2172.4722),(34 2157.8667),(35 2150.0513),(36 2136.609),(37 2140.6094),(38 2132.5327),(39 2129.476),(40 2136.429),(41 2141.0215),(42 2132.1926),(43 2144.806),(44 2141.0576),(45 2137.2876),(46 2133.0117),(47 2120.4504),(48 2119.1028),(49 2134.6792),(50 2129.8562),(51 2121.7437),(52 2116.323),(53 2127.261),(54 2139.876),(55 2151.178),(56 2140.0254),(57 2147.9006),(58 2146.5332),(59 2160.7144),(60 2166.0208),(61 2169.0186),(62 2172.242),(63 2193.5115),(64 2193.2617),(65 2182.3264),(66 2177.77),(67 2161.5994),(68 2157.6165),(69 2154.6057),(70 2167.4734),(71 2182.0774),(72 2180.3093),(73 2214.9604),(74 2214.196),(75 2240.1563),(76 2230.7097),(77 2228.5947),(78 2226.0715),(79 2237.8604),
(1 649.7511),(2 908.49713),(3 1113.8883),(4 1243.3685),(5 1338.4589),(6 1424.9406),(7 1488.0236),(8 1559.0175),(9 1588.9272),(10 1611.5684),(11 1642.0503),(12 1677.3514),(13 1751.3817),(14 1772.2006),(15 1804.809),(16 1823.1588),(17 1860.9313),(18 1883.2322),(19 1896.1763),(20 1897.3248),(21 1910.5824),(22 1950.5723),(23 1987.8641),(24 2008.093),(25 2025.9333),(26 2043.4886),(27 2053.6318),(28 2086.5935),(29 2075.4028),(30 2085.9575),(31 2092.287),(32 2083.905),(33 2083.1074),(34 2081.53),(35 2078.6697),(36 2064.0286),(37 2074.5107),(38 2068.1577),(39 2094.8145),(40 2095.1453),(41 2083.086),(42 2071.8972),(43 2071.8289),(44 2071.1902),(45 2055.3513),(46 2070.8242),(47 2066.4966),(48 2067.6724),(49 2066.5732),(50 2071.4363),(51 2079.4636),(52 2081.8972),(53 2088.7898),(54 2093.407),(55 2107.2876),(56 2102.7756),(57 2107.43),(58 2097.2375),(59 2098.4702),(60 2087.0823),(61 2098.8008),(62 2091.7185),(63 2120.055),(64 2119.9329),(65 2110.0505),(66 2111.0732),(67 2113.325),(68 2110.9153),(69 2115.541),(70 2119.5925),(71 2137.8308),(72 2137.4272),(73 2164.9885),(74 2158.6162),(75 2163.43),(76 2165.038),(77 2162.6785),(78 2161.0557),(79 2176.864),
(1 642.44366),(2 910.27386),(3 1095.6279),(4 1205.6912),(5 1310.2429),(6 1395.0193),(7 1469.2457),(8 1523.6584),(9 1556.1842),(10 1604.2091),(11 1629.0122),(12 1662.2872),(13 1724.1748),(14 1738.8285),(15 1780.4402),(16 1799.9078),(17 1820.6073),(18 1831.854),(19 1871.0416),(20 1889.115),(21 1912.1558),(22 1958.4867),(23 1968.3755),(24 1994.4996),(25 2015.2545),(26 2015.6268),(27 2017.4188),(28 2052.158),(29 2056.2522),(30 2076.7744),(31 2089.7634),(32 2087.7444),(33 2102.4116),(34 2106.6326),(35 2101.1418),(36 2108.5642),(37 2111.6199),(38 2114.012),(39 2131.6572),(40 2139.4556),(41 2136.152),(42 2130.968),(43 2138.9148),(44 2120.1887),(45 2116.5356),(46 2114.3638),(47 2115.9236),(48 2118.2837),(49 2109.0046),(50 2086.715),(51 2099.9023),(52 2096.289),(53 2099.587),(54 2099.4316),(55 2093.3604),(56 2097.2832),(57 2087.1763),(58 2089.3057),(59 2084.8054),(60 2083.5764),(61 2075.8318),(62 2089.3289),(63 2106.7568),(64 2100.085),(65 2105.6633),(66 2100.0774),(67 2097.4502),(68 2090.303),(69 2098.729),(70 2088.497),(71 2105.2556),(72 2124.6704),(73 2135.071),(74 2134.786),(75 2129.9167),(76 2145.1062),(77 2153.03),(78 2164.832),(79 2170.05),
(1 640.92163),(2 893.3987),(3 1089.8412),(4 1206.9183),(5 1307.0082),(6 1393.782),(7 1479.8796),(8 1527.1968),(9 1563.0778),(10 1598.5238),(11 1645.9039),(12 1675.4344),(13 1753.4188),(14 1777.8027),(15 1819.3116),(16 1842.1543),(17 1857.911),(18 1869.58),(19 1892.4108),(20 1906.071),(21 1911.4781),(22 1944.8531),(23 1979.138),(24 1995.8585),(25 1998.805),(26 2012.4133),(27 2038.8318),(28 2040.8833),(29 2045.598),(30 2042.5686),(31 2062.2722),(32 2057.3354),(33 2068.874),(34 2056.0464),(35 2031.7899),(36 2033.391),(37 2023.2468),(38 2023.5498),(39 2040.74),(40 2058.0576),(41 2037.2965),(42 2040.6809),(43 2062.5642),(44 2061.697),(45 2050.4553),(46 2069.6333),(47 2058.0288),(48 2056.977),(49 2069.2087),(50 2054.8772),(51 2056.4338),(52 2040.7002),(53 2043.1459),(54 2057.1118),(55 2066.1487),(56 2070.5566),(57 2063.0225),(58 2062.8008),(59 2065.2483),(60 2076.4167),(61 2087.8943),(62 2085.5505),(63 2101.3145),(64 2101.44),(65 2114.368),(66 2120.0073),(67 2127.621),(68 2135.2654),(69 2143.8906),(70 2164.982),(71 2182.9167),(72 2188.0906),(73 2185.6958),(74 2208.1714),(75 2214.3862),(76 2224.1643),(77 2245.956),(78 2250.7354),(79 2263.4976),
(1 628.587),(2 871.59094),(3 1058.9553),(4 1162.0807),(5 1265.1195),(6 1351.2944),(7 1429.8793),(8 1494.7008),(9 1532.2936),(10 1573.611),(11 1601.7706),(12 1635.3788),(13 1688.5605),(14 1702.8562),(15 1744.211),(16 1758.8665),(17 1777.7102),(18 1785.1057),(19 1784.801),(20 1792.606),(21 1808.8196),(22 1818.4419),(23 1833.1957),(24 1847.2755),(25 1856.9546),(26 1871.1207),(27 1884.0833),(28 1907.8728),(29 1912.9636),(30 1907.841),(31 1914.6334),(32 1917.8203),(33 1918.4255),(34 1906.7976),(35 1899.2096),(36 1887.3982),(37 1896.8649),(38 1893.2788),(39 1912.4194),(40 1925.0935),(41 1918.5798),(42 1928.5602),(43 1959.7096),(44 1962.012),(45 1962.4803),(46 1961.75),(47 1962.4788),(48 1956.2245),(49 1965.5774),(50 1983.9595),(51 1998.2977),(52 1974.9961),(53 1978.5111),(54 1972.3585),(55 1973.9694),(56 1977.9535),(57 1977.2028),(58 1986.4634),(59 1989.4741),(60 1997.2312),(61 2003.2532),(62 2015.1182),(63 2033.0754),(64 2017.4106),(65 2019.132),(66 2030.9618),(67 2036.8774),(68 2034.9862),(69 2032.4152),(70 2041.1477),(71 2036.0789),(72 2021.8721),(73 2044.317),(74 2040.5967),(75 2052.8096),(76 2043.0428),(77 2069.7004),(78 2084.8557),(79 2096.0708),
(1 617.3088),(2 856.49927),(3 1041.7587),(4 1146.4844),(5 1238.9957),(6 1315.0193),(7 1383.5995),(8 1432.1278),(9 1462.9473),(10 1508.84),(11 1551.7778),(12 1583.5206),(13 1634.6875),(14 1656.0879),(15 1683.2739),(16 1691.3718),(17 1713.0118),(18 1714.4232),(19 1728.8247),(20 1740.1952),(21 1755.9592),(22 1774.4144),(23 1790.7185),(24 1803.3099),(25 1819.8063),(26 1839.8041),(27 1864.884),(28 1863.4462),(29 1873.867),(30 1868.4208),(31 1876.4373),(32 1886.3842),(33 1874.5566),(34 1865.0898),(35 1858.0372),(36 1869.5767),(37 1886.7335),(38 1891.0348),(39 1901.0985),(40 1901.4039),(41 1904.7029),(42 1914.2386),(43 1926.0403),(44 1911.7463),(45 1907.1172),(46 1904.026),(47 1910.5458),(48 1901.35),(49 1900.2076),(50 1909.4923),(51 1911.4745),(52 1906.067),(53 1901.1913),(54 1910.3368),(55 1914.755),(56 1928.9408),(57 1938.3479),(58 1959.7141),(59 1954.166),(60 1974.5045),(61 1983.6478),(62 1980.054),(63 1984.424),(64 1991.7335),(65 1999.3948),(66 2010.9438),(67 2019.2477),(68 2019.1075),(69 2020.3113),(70 2021.4116),(71 2035.4861),(72 2050.1802),(73 2053.9282),(74 2059.631),(75 2060.3938),(76 2050.6272),(77 2063.3418),(78 2060.3901),(79 2071.5352),
(1 615.8175),(2 855.8304),(3 1036.9331),(4 1142.8247),(5 1231.4756),(6 1312.6433),(7 1375.0028),(8 1439.3297),(9 1474.0303),(10 1520.9934),(11 1562.2214),(12 1584.6432),(13 1641.9653),(14 1660.3716),(15 1697.8108),(16 1705.9146),(17 1720.9398),(18 1731.2831),(19 1730.6948),(20 1759.9641),(21 1781.1936),(22 1802.6062),(23 1820.9674),(24 1837.5009),(25 1848.1608),(26 1856.9431),(27 1863.1066),(28 1897.2303),(29 1912.6556),(30 1915.0952),(31 1899.5044),(32 1911.7864),(33 1911.0135),(34 1906.1626),(35 1910.5615),(36 1923.1709),(37 1914.4877),(38 1902.784),(39 1911.944),(40 1917.4628),(41 1915.8945),(42 1919.0398),(43 1934.3483),(44 1917.6744),(45 1925.5773),(46 1917.2142),(47 1910.6206),(48 1920.995),(49 1913.5745),(50 1919.7673),(51 1923.3746),(52 1925.9249),(53 1922.465),(54 1928.2837),(55 1935.4316),(56 1934.9044),(57 1945.1171),(58 1961.0645),(59 1954.2335),(60 1967.9442),(61 1985.8732),(62 1997.3983),(63 2004.073),(64 1995.2096),(65 2002.5494),(66 1997.4823),(67 2000.2253),(68 2005.7891),(69 1990.1542),(70 2002.7307),(71 2007.2325),(72 2020.9482),(73 2024.1202),(74 2023.3333),(75 2032.9695),(76 2038.8203),(77 2032.8595),(78 2038.741),(79 2043.8932),
(1 586.9042),(2 821.1166),(3 1004.5643),(4 1103.0697),(5 1187.5607),(6 1270.5039),(7 1326.9572),(8 1378.863),(9 1428.2686),(10 1477.8771),(11 1520.3367),(12 1543.2762),(13 1596.3772),(14 1622.7438),(15 1643.0604),(16 1651.5906),(17 1666.994),(18 1680.0853),(19 1698.7905),(20 1713.5411),(21 1716.6627),(22 1732.184),(23 1750.7073),(24 1762.3507),(25 1780.8597),(26 1781.8693),(27 1784.9402),(28 1825.2797),(29 1827.3999),(30 1841.1804),(31 1852.0907),(32 1861.1804),(33 1868.5935),(34 1865.9669),(35 1862.8827),(36 1875.0726),(37 1889.9194),(38 1905.3289),(39 1948.6902),(40 1952.4158),(41 1948.1227),(42 1954.286),(43 1971.014),(44 1967.0192),(45 1973.6841),(46 1971.7648),(47 1964.3918),(48 1976.1205),(49 1972.7786),(50 1972.1411),(51 1978.4591),(52 1980.4415),(53 1980.8873),(54 1990.6067),(55 1982.755),(56 1987.4305),(57 1971.3091),(58 1973.7803),(59 1971.9415),(60 1953.4803),(61 1957.1423),(62 1950.6204),(63 1954.488),(64 1951.6735),(65 1956.3613),(66 1943.5394),(67 1946.1521),(68 1946.3545),(69 1929.4321),(70 1928.2732),(71 1929.4796),(72 1947.255),(73 1961.3842),(74 1957.972),(75 1973.3353),(76 1978.4412),(77 1969.748),(78 1979.6615),(79 1985.711),
(1 594.2349),(2 831.94025),(3 1007.2674),(4 1114.1821),(5 1227.5012),(6 1313.1443),(7 1365.792),(8 1424.9065),(9 1463.1041),(10 1496.753),(11 1552.4349),(12 1571.5977),(13 1620.5298),(14 1640.097),(15 1670.7914),(16 1688.3181),(17 1707.697),(18 1720.4297),(19 1732.599),(20 1750.7311),(21 1762.351),(22 1797.6),(23 1799.9371),(24 1807.0511),(25 1825.3958),(26 1844.222),(27 1861.188),(28 1893.6974),(29 1905.1278),(30 1905.045),(31 1923.132),(32 1933.4982),(33 1958.326),(34 1950.4552),(35 1963.3457),(36 1948.799),(37 1946.0756),(38 1949.0009),(39 1981.8397),(40 1981.7236),(41 1972.21),(42 1987.1152),(43 2000.8901),(44 1987.4539),(45 1988.3152),(46 1989.972),(47 1982.3094),(48 1976.8351),(49 1963.8767),(50 1953.1797),(51 1948.3527),(52 1942.848),(53 1928.7494),(54 1929.227),(55 1916.2614),(56 1919.3611),(57 1919.0132),(58 1908.1401),(59 1908.475),(60 1902.5304),(61 1907.8188),(62 1916.8541),(63 1912.5245),(64 1909.5154),(65 1901.0381),(66 1917.9059),(67 1919.2222),(68 1905.5962),(69 1903.0115),(70 1917.5032),(71 1918.3364),(72 1925.3658),(73 1935.3774),(74 1937.512),(75 1953.8909),(76 1954.7076),(77 1952.8162),(78 1946.954),(79 1946.2971),
(1 580.2903),(2 804.2742),(3 958.8811),(4 1062.5101),(5 1142.8322),(6 1218.1105),(7 1272.0822),(8 1329.9543),(9 1365.618),(10 1401.7845),(11 1442.537),(12 1466.6036),(13 1524.1205),(14 1543.1348),(15 1572.238),(16 1580.9241),(17 1605.383),(18 1620.6455),(19 1630.4099),(20 1647.9926),(21 1654.4077),(22 1663.27),(23 1661.1354),(24 1678.4747),(25 1712.713),(26 1718.0765),(27 1719.854),(28 1726.4436),(29 1721.3416),(30 1732.5627),(31 1728.347),(32 1745.6196),(33 1753.3392),(34 1761.6088),(35 1765.5459),(36 1768.3752),(37 1792.3053),(38 1792.2046),(39 1819.2448),(40 1828.3087),(41 1818.4637),(42 1809.83),(43 1820.3595),(44 1819.6322),(45 1823.6003),(46 1810.2627),(47 1804.3109),(48 1807.4604),(49 1800.1422),(50 1795.7959),(51 1807.8064),(52 1821.5515),(53 1823.8442),(54 1820.0988),(55 1826.4166),(56 1822.5447),(57 1832.263),(58 1837.2567),(59 1839.661),(60 1834.9265),(61 1831.0635),(62 1842.0851),(63 1847.0994),(64 1857.6053),(65 1850.4382),(66 1846.7415),(67 1856.1956),(68 1857.3743),(69 1862.7678),(70 1866.0078),(71 1870.0703),(72 1857.3868),(73 1869.4768),(74 1860.3094),(75 1865.5521),(76 1851.131),(77 1854.3323),(78 1860.9161),(79 1860.7965),
(1 579.3814),(2 803.7295),(3 969.761),(4 1066.4648),(5 1151.2521),(6 1220.9408),(7 1280.934),(8 1331.1213),(9 1368.9204),(10 1415.9966),(11 1443.9902),(12 1456.0787),(13 1525.6206),(14 1552.526),(15 1581.3405),(16 1596.087),(17 1612.5608),(18 1635.594),(19 1648.959),(20 1656.9468),(21 1671.1816),(22 1650.6045),(23 1665.7668),(24 1681.4437),(25 1685.9995),(26 1685.5437),(27 1693.9904),(28 1715.2932),(29 1712.4143),(30 1734.1202),(31 1736.641),(32 1755.3928),(33 1776.5686),(34 1762.3308),(35 1775.4017),(36 1780.8756),(37 1769.0953),(38 1771.6461),(39 1782.8823),(40 1789.2842),(41 1788.6154),(42 1780.3353),(43 1796.5736),(44 1792.6326),(45 1795.8663),(46 1815.7552),(47 1830.2426),(48 1833.392),(49 1816.0714),(50 1806.265),(51 1824.1493),(52 1813.2156),(53 1816.8193),(54 1793.2054),(55 1806.1151),(56 1789.9829),(57 1786.5619),(58 1783.5781),(59 1764.8973),(60 1763.8483),(61 1771.6216),(62 1781.1311),(63 1788.8118),(64 1798.1498),(65 1800.8058),(66 1793.6132),(67 1803.1265),(68 1800.1393),(69 1789.513),(70 1795.4569),(71 1807.2451),(72 1808.4728),(73 1822.502),(74 1815.8925),(75 1835.311),(76 1834.0962),(77 1833.4192),(78 1850.8348),(79 1860.9553),
(1 567.79736),(2 788.05347),(3 959.1048),(4 1058.527),(5 1143.729),(6 1209.2864),(7 1261.1532),(8 1321.2975),(9 1365.198),(10 1415.1339),(11 1451.3939),(12 1479.6423),(13 1542.3334),(14 1575.8605),(15 1608.7358),(16 1622.5559),(17 1630.8279),(18 1652.5049),(19 1669.7368),(20 1678.4673),(21 1679.3866),(22 1690.7087),(23 1699.4584),(24 1713.8071),(25 1736.1472),(26 1736.442),(27 1753.2635),(28 1765.6923),(29 1751.7135),(30 1756.8861),(31 1769.3049),(32 1779.4514),(33 1795.8889),(34 1797.2534),(35 1801.02),(36 1795.6174),(37 1791.1908),(38 1801.3013),(39 1811.7871),(40 1812.0737),(41 1796.4388),(42 1794.3552),(43 1800.9858),(44 1794.3604),(45 1799.3804),(46 1808.2002),(47 1812.1194),(48 1826.0336),(49 1824.7534),(50 1817.2736),(51 1812.14),(52 1800.605),(53 1809.3584),(54 1791.2815),(55 1787.387),(56 1778.8522),(57 1777.4304),(58 1778.9701),(59 1780.9421),(60 1784.9829),(61 1768.5994),(62 1778.0188),(63 1796.7704),(64 1804.749),(65 1805.44),(66 1803.1647),(67 1805.0985),(68 1818.0078),(69 1820.5944),(70 1833.526),(71 1834.0928),(72 1828.5898),(73 1827.0276),(74 1805.9971),(75 1822.8851),(76 1827.7443),(77 1826.8597),(78 1832.3755),(79 1845.6863),
(1 569.4703),(2 782.6629),(3 945.7078),(4 1042.9688),(5 1118.5831),(6 1184.624),(7 1246.4962),(8 1292.313),(9 1336.5728),(10 1379.9583),(11 1413.6422),(12 1429.1074),(13 1488.1217),(14 1500.5776),(15 1523.683),(16 1522.9305),(17 1537.2177),(18 1545.132),(19 1551.7834),(20 1558.9703),(21 1574.0669),(22 1571.5049),(23 1580.9376),(24 1587.5881),(25 1585.1013),(26 1594.5073),(27 1616.8497),(28 1642.2225),(29 1643.0864),(30 1653.598),(31 1658.1848),(32 1660.5566),(33 1671.1704),(34 1667.3542),(35 1686.4292),(36 1692.1783),(37 1701.2034),(38 1691.7424),(39 1700.5393),(40 1706.1218),(41 1705.4426),(42 1701.5876),(43 1715.2042),(44 1728.0109),(45 1726.0446),(46 1743.7708),(47 1747.7766),(48 1753.0725),(49 1754.6752),(50 1739.5245),(51 1748.4607),(52 1753.4832),(53 1752.3126),(54 1751.72),(55 1733.7058),(56 1739.1373),(57 1738.4153),(58 1736.5668),(59 1737.8881),(60 1742.3433),(61 1745.6871),(62 1746.7428),(63 1765.0679),(64 1757.8654),(65 1754.3016),(66 1761.048),(67 1743.891),(68 1743.9585),(69 1733.3519),(70 1724.1453),(71 1722.0149),(72 1730.8405),(73 1735.2577),(74 1725.6627),(75 1745.3234),(76 1749.2719),(77 1750.12),(78 1741.2102),(79 1735.6506),
