1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 875.9218),(2 1294.6519),(3 1608.7522),(4 1794.5436),(5 1965.0466),(6 2102.5474),(7 2222.015),(8 2333.712),(9 2415.8967),(10 2483.7595),(11 2545.2996),(12 2585.5413),(13 2678.4312),(14 2745.1409),(15 2792.2722),(16 2811.9214),(17 2862.6125),(18 2910.9478),(19 2961.4385),(20 2989.7754),(21 3009.1677),(22 3015.7283),(23 3014.9404),(24 3015.2935),(25 3020.764),(26 3034.1802),(27 3043.8367),(28 3046.9463),(29 3064.3806),(30 3064.5332),(31 3090.606),(32 3099.9792),(33 3112.6711),(34 3113.109),(35 3120.8674),(36 3124.7742),(37 3113.986),(38 3102.8909),(39 3110.355),(40 3081.926),(41 3086.9592),(42 3066.1663),(43 3083.8992),(44 3097.9683),(45 3110.949),(46 3123.5322),(47 3143.1912),(48 3121.0884),(49 3125.984),(50 3127.1448),(51 3127.1267),(52 3130.341),(53 3126.8965),(54 3135.7424),(55 3139.956),(56 3130.715),(57 3128.5881),(58 3159.5781),(59 3176.9604),(60 3190.8713),(61 3191.2224),(62 3200.1145),(63 3222.9343),(64 3226.8264),(65 3228.881),(66 3245.6187),(67 3262.929),(68 3260.1357),(69 3273.7405),(70 3293.0037),(71 3326.9153),(72 3310.3074),(73 3348.2075),(74 3337.7048),(75 3332.331),(76 3315.3467),(77 3320.2048),(78 3332.0645),(79 3318.6833),
(1 860.4917),(2 1252.7445),(3 1565.7096),(4 1761.6522),(5 1924.8999),(6 2043.0837),(7 2155.241),(8 2251.698),(9 2332.027),(10 2393.9424),(11 2451.5935),(12 2516.5713),(13 2610.2576),(14 2657.8765),(15 2708.19),(16 2724.9563),(17 2768.1035),(18 2811.879),(19 2836.046),(20 2843.7166),(21 2848.1758),(22 2858.2898),(23 2877.5706),(24 2892.836),(25 2898.8984),(26 2907.7532),(27 2925.4722),(28 2958.3608),(29 2979.8354),(30 2984.4324),(31 3012.9456),(32 3021.159),(33 3023.426),(34 3007.0757),(35 3020.498),(36 3004.89),(37 2986.3748),(38 2957.4136),(39 2959.132),(40 2965.6902),(41 2967.095),(42 2960.9402),(43 2959.5173),(44 2927.962),(45 2935.0527),(46 2960.879),(47 2980.5146),(48 2994.8357),(49 3026.1357),(50 3042.0789),(51 3047.43),(52 3039.5535),(53 3054.2441),(54 3039.0313),(55 3044.3562),(56 3067.925),(57 3092.885),(58 3113.3547),(59 3114.7944),(60 3105.6782),(61 3130.337),(62 3122.9446),(63 3138.401),(64 3112.3003),(65 3096.6309),(66 3092.3604),(67 3099.1072),(68 3116.3604),(69 3128.5984),(70 3149.0164),(71 3163.7332),(72 3143.7273),(73 3144.7476),(74 3144.2463),(75 3157.913),(76 3167.1372),(77 3165.593),(78 3173.5776),(79 3175.905),
(1 839.9711),(2 1233.0996),(3 1532.2501),(4 1720.9264),(5 1894.0465),(6 1996.2776),(7 2112.686),(8 2200.1792),(9 2283.599),(10 2333.1501),(11 2384.664),(12 2449.0588),(13 2536.505),(14 2588.5095),(15 2639.268),(16 2668.7617),(17 2678.3887),(18 2714.6196),(19 2723.8904),(20 2740.7817),(21 2749.794),(22 2758.7952),(23 2767.4412),(24 2793.6182),(25 2784.6626),(26 2791.1106),(27 2809.5476),(28 2862.506),(29 2834.3562),(30 2826.56),(31 2844.3103),(32 2873.897),(33 2889.9692),(34 2888.5984),(35 2902.4683),(36 2912.1216),(37 2920.2268),(38 2920.229),(39 2933.7473),(40 2917.9893),(41 2917.1406),(42 2928.8254),(43 2974.6604),(44 2989.087),(45 2987.2473),(46 2989.3428),(47 3014.5044),(48 3005.7014),(49 3009.2078),(50 3019.915),(51 3024.106),(52 3018.1143),(53 3008.2234),(54 3028.9292),(55 3061.2122),(56 3051.9805),(57 3082.2883),(58 3121.8582),(59 3105.8982),(60 3095.6033),(61 3108.6978),(62 3114.7688),(63 3137.6511),(64 3152.5454),(65 3148.5479),(66 3157.1855),(67 3169.0286),(68 3174.1323),(69 3196.569),(70 3192.2456),(71 3186.1555),(72 3168.1045),(73 3195.3342),(74 3190.258),(75 3207.112),(76 3187.631),(77 3177.5544),(78 3173.7307),(79 3183.1313),
(1 850.44525),(2 1224.8314),(3 1513.5237),(4 1699.0459),(5 1857.4066),(6 1973.4662),(7 2094.853),(8 2209.6396),(9 2291.32),(10 2348.9485),(11 2394.1028),(12 2437.4924),(13 2537.2683),(14 2557.4285),(15 2618.9573),(16 2661.1045),(17 2696.9712),(18 2738.5972),(19 2763.2605),(20 2785.2615),(21 2820.3418),(22 2851.0151),(23 2876.7722),(24 2874.5903),(25 2867.4202),(26 2871.9773),(27 2875.1697),(28 2879.4517),(29 2886.4387),(30 2870.3188),(31 2884.548),(32 2888.4727),(33 2897.2356),(34 2881.0432),(35 2901.173),(36 2929.5657),(37 2912.464),(38 2919.4595),(39 2912.4548),(40 2890.7163),(41 2873.7046),(42 2872.1487),(43 2873.4897),(44 2872.7192),(45 2872.697),(46 2884.5898),(47 2907.9548),(48 2903.5215),(49 2918.6216),(50 2929.802),(51 2956.122),(52 2946.512),(53 2948.6074),(54 2981.998),(55 2991.7834),(56 2978.5093),(57 2974.8677),(58 3006.2366),(59 3026.478),(60 3028.866),(61 3053.721),(62 3086.2466),(63 3129.0916),(64 3165.111),(65 3179.6802),(66 3193.7556),(67 3185.7393),(68 3181.0684),(69 3180.1309),(70 3195.9424),(71 3184.1445),(72 3177.069),(73 3220.6404),(74 3222.6729),(75 3231.6995),(76 3232.7456),(77 3245.1384),(78 3262.3618),(79 3280.3289),
(1 828.18365),(2 1210.981),(3 1486.0077),(4 1649.1259),(5 1801.186),(6 1931.4985),(7 2059.0132),(8 2152.4226),(9 2212.2175),(10 2267.627),(11 2301.3538),(12 2336.5327),(13 2436.031),(14 2469.5781),(15 2527.637),(16 2528.9111),(17 2560.648),(18 2579.2847),(19 2606.8735),(20 2639.0222),(21 2659.8276),(22 2671.689),(23 2691.9514),(24 2696.5205),(25 2707.212),(26 2719.1658),(27 2723.341),(28 2749.2686),(29 2764.9136),(30 2763.4314),(31 2774.7046),(32 2777.9204),(33 2797.3574),(34 2805.3633),(35 2841.238),(36 2870.4573),(37 2878.9717),(38 2886.6208),(39 2904.0854),(40 2891.8237),(41 2877.3628),(42 2864.8855),(43 2854.8977),(44 2868.1423),(45 2859.4485),(46 2885.6868),(47 2905.5273),(48 2929.4905),(49 2956.1882),(50 2941.2468),(51 2938.2012),(52 2954.2183),(53 2959.8616),(54 2942.3843),(55 2941.8064),(56 2910.135),(57 2905.0674),(58 2908.2935),(59 2901.2239),(60 2888.925),(61 2884.566),(62 2893.694),(63 2895.5405),(64 2911.807),(65 2903.6785),(66 2908.0337),(67 2909.466),(68 2901.2266),(69 2892.3132),(70 2893.6895),(71 2917.313),(72 2909.6692),(73 2928.924),(74 2929.5857),(75 2976.8088),(76 2975.5762),(77 2973.7617),(78 2985.0657),(79 3000.3723),
(1 822.0276),(2 1203.3218),(3 1480.5691),(4 1660.779),(5 1806.9673),(6 1944.4175),(7 2062.8342),(8 2159.409),(9 2220.336),(10 2268.7546),(11 2307.6245),(12 2351.8738),(13 2437.268),(14 2472.376),(15 2539.1497),(16 2555.8413),(17 2586.162),(18 2621.9246),(19 2644.9517),(20 2669.2559),(21 2687.0674),(22 2715.8337),(23 2734.693),(24 2753.6487),(25 2760.4233),(26 2771.702),(27 2781.922),(28 2782.4492),(29 2792.9883),(30 2795.429),(31 2809.399),(32 2819.6172),(33 2826.988),(34 2843.5198),(35 2860.0845),(36 2903.335),(37 2938.8865),(38 2928.0293),(39 2962.122),(40 2956.4521),(41 2961.4802),(42 2950.3672),(43 2947.6157),(44 2918.9883),(45 2908.8013),(46 2937.5405),(47 2921.3064),(48 2925.8188),(49 2922.0713),(50 2926.117),(51 2901.5872),(52 2900.6394),(53 2877.4487),(54 2885.024),(55 2879.5317),(56 2872.6978),(57 2867.844),(58 2882.5715),(59 2862.6052),(60 2855.0725),(61 2862.414),(62 2871.3516),(63 2873.0603),(64 2880.5886),(65 2892.0867),(66 2905.7676),(67 2940.3984),(68 2928.7039),(69 2928.256),(70 2924.358),(71 2926.5586),(72 2944.7693),(73 2967.2537),(74 2983.7307),(75 3020.6172),(76 3016.817),(77 3000.2),(78 2998.6833),(79 3007.937),
(1 812.65186),(2 1170.9271),(3 1443.0831),(4 1616.1088),(5 1757.2697),(6 1895.7013),(7 1988.1476),(8 2073.431),(9 2139.942),(10 2197.5964),(11 2259.056),(12 2318.127),(13 2382.2844),(14 2425.7827),(15 2458.23),(16 2502.3923),(17 2533.899),(18 2571.5776),(19 2578.0483),(20 2618.3174),(21 2632.8416),(22 2652.2883),(23 2664.391),(24 2683.0615),(25 2695.6648),(26 2696.2954),(27 2716.0217),(28 2752.217),(29 2732.786),(30 2734.2886),(31 2752.796),(32 2771.8176),(33 2789.609),(34 2783.11),(35 2795.624),(36 2806.8928),(37 2831.8777),(38 2831.9846),(39 2860.9324),(40 2863.6782),(41 2873.8145),(42 2892.6),(43 2906.069),(44 2910.4546),(45 2912.5317),(46 2947.9573),(47 2959.371),(48 2972.2942),(49 2955.5676),(50 2940.2554),(51 2946.3833),(52 2949.043),(53 2955.2087),(54 2971.747),(55 2990.5723),(56 2991.4553),(57 3015.0623),(58 3014.6765),(59 2999.7588),(60 3002.8384),(61 3010.8413),(62 3018.4841),(63 3035.3992),(64 3043.1719),(65 3032.9346),(66 3040.1719),(67 3045.4534),(68 3032.215),(69 3013.9995),(70 3026.0415),(71 3047.7168),(72 3064.9785),(73 3070.5374),(74 3091.4783),(75 3093.7832),(76 3102.1582),(77 3096.702),(78 3091.2673),(79 3094.7974),
(1 789.34467),(2 1138.4858),(3 1412.5731),(4 1574.6168),(5 1702.1128),(6 1820.2418),(7 1926.1366),(8 2014.9878),(9 2084.583),(10 2156.4773),(11 2217.8323),(12 2266.5007),(13 2374.2563),(14 2384.8806),(15 2441.6277),(16 2454.1345),(17 2499.3687),(18 2522.7424),(19 2539.0176),(20 2566.4055),(21 2599.2876),(22 2618.899),(23 2636.3108),(24 2636.9727),(25 2622.6003),(26 2649.0925),(27 2655.982),(28 2661.0234),(29 2680.8992),(30 2675.6924),(31 2693.885),(32 2712.4219),(33 2723.724),(34 2718.5854),(35 2733.1348),(36 2746.0818),(37 2727.997),(38 2715.4712),(39 2731.4475),(40 2708.0823),(41 2701.8423),(42 2699.4702),(43 2704.4875),(44 2674.362),(45 2676.7388),(46 2684.143),(47 2682.7024),(48 2677.5725),(49 2703.2449),(50 2695.6816),(51 2697.7527),(52 2721.7754),(53 2726.8977),(54 2754.928),(55 2743.0125),(56 2753.876),(57 2754.292),(58 2774.4326),(59 2768.8513),(60 2773.5012),(61 2762.3523),(62 2777.2178),(63 2799.7976),(64 2800.5884),(65 2811.6138),(66 2816.699),(67 2829.5078),(68 2852.0737),(69 2855.6035),(70 2869.427),(71 2897.3594),(72 2919.535),(73 2904.521),(74 2910.4358),(75 2946.3765),(76 2955.817),(77 2955.3528),(78 2972.7563),(79 2981.6604),
(1 781.6164),(2 1125.0664),(3 1390.5961),(4 1569.7659),(5 1727.5308),(6 1856.5692),(7 1946.4377),(8 2045.6719),(9 2119.7793),(10 2174.7),(11 2246.4658),(12 2288.3948),(13 2371.199),(14 2411.3442),(15 2476.238),(16 2514.295),(17 2552.6953),(18 2575.8684),(19 2604.9148),(20 2647.1885),(21 2659.5215),(22 2679.7048),(23 2713.0364),(24 2726.6995),(25 2723.2012),(26 2727.6484),(27 2739.8394),(28 2771.4934),(29 2770.471),(30 2761.5964),(31 2798.0798),(32 2794.2249),(33 2807.1143),(34 2797.928),(35 2803.2153),(36 2783.052),(37 2777.2913),(38 2794.115),(39 2797.7153),(40 2799.006),(41 2769.9946),(42 2767.1626),(43 2776.8179),(44 2771.3909),(45 2774.044),(46 2771.965),(47 2763.9717),(48 2748.0378),(49 2748.145),(50 2787.8054),(51 2777.5596),(52 2797.429),(53 2823.3896),(54 2852.6162),(55 2857.7014),(56 2883.5266),(57 2909.0935),(58 2919.4885),(59 2927.7473),(60 2940.3206),(61 2944.563),(62 2950.274),(63 2959.526),(64 2968.2607),(65 2953.9075),(66 2957.8281),(67 2947.5154),(68 2938.6243),(69 2924.7808),(70 2934.5508),(71 2923.3357),(72 2922.3103),(73 2917.3225),(74 2899.3318),(75 2901.4155),(76 2911.5608),(77 2901.8047),(78 2911.113),(79 2918.2666),
(1 777.89685),(2 1106.6649),(3 1380.7017),(4 1556.2153),(5 1700.5011),(6 1803.6884),(7 1901.7109),(8 1981.3129),(9 2022.3394),(10 2071.1582),(11 2118.6116),(12 2151.3933),(13 2240.235),(14 2266.0146),(15 2333.3252),(16 2374.4243),(17 2418.484),(18 2459.7195),(19 2496.431),(20 2528.911),(21 2554.817),(22 2568.0862),(23 2588.212),(24 2597.3994),(25 2567.028),(26 2557.1436),(27 2543.1921),(28 2542.308),(29 2527.5723),(30 2552.3286),(31 2549.5698),(32 2558.356),(33 2559.1584),(34 2536.316),(35 2539.6372),(36 2551.5754),(37 2546.0042),(38 2564.1968),(39 2593.976),(40 2598.2058),(41 2596.6086),(42 2600.6003),(43 2618.1653),(44 2603.9502),(45 2597.0728),(46 2608.2598),(47 2615.9456),(48 2622.3713),(49 2616.7192),(50 2634.0469),(51 2628.222),(52 2607.175),(53 2620.7258),(54 2616.688),(55 2631.2805),(56 2642.271),(57 2657.8093),(58 2648.4944),(59 2635.8296),(60 2634.4402),(61 2625.7336),(62 2637.357),(63 2653.3765),(64 2669.4363),(65 2652.5315),(66 2639.4998),(67 2647.6614),(68 2646.2039),(69 2658.0503),(70 2684.0886),(71 2683.719),(72 2670.4077),(73 2693.1396),(74 2684.3552),(75 2685.8906),(76 2698.0842),(77 2682.3774),(78 2693.1467),(79 2695.1028),
(1 758.80096),(2 1095.0953),(3 1353.2847),(4 1514.9453),(5 1649.5607),(6 1746.6563),(7 1839.6748),(8 1935.2833),(9 1995.3556),(10 2048.7585),(11 2106.0483),(12 2160.1738),(13 2253.1035),(14 2303.7725),(15 2370.0674),(16 2413.469),(17 2436.3325),(18 2501.4805),(19 2518.1528),(20 2560.2336),(21 2593.0176),(22 2628.8865),(23 2659.0825),(24 2669.25),(25 2644.6248),(26 2651.4026),(27 2659.0913),(28 2677.4285),(29 2657.5356),(30 2643.9827),(31 2657.2888),(32 2657.9048),(33 2656.8213),(34 2638.8135),(35 2645.1392),(36 2663.6934),(37 2653.6),(38 2668.2625),(39 2693.988),(40 2688.7212),(41 2680.4177),(42 2680.0637),(43 2704.8994),(44 2698.3154),(45 2703.3447),(46 2721.9573),(47 2710.137),(48 2716.3374),(49 2726.8342),(50 2747.814),(51 2742.129),(52 2747.0144),(53 2751.0544),(54 2766.7527),(55 2782.7634),(56 2765.6182),(57 2784.6292),(58 2805.8098),(59 2793.1768),(60 2809.678),(61 2819.4568),(62 2836.8477),(63 2856.0679),(64 2871.1294),(65 2882.6304),(66 2896.4607),(67 2905.6377),(68 2905.7212),(69 2901.5002),(70 2925.0903),(71 2931.835),(72 2932.055),(73 2956.7039),(74 2954.2466),(75 2965.9578),(76 2978.7642),(77 2990.341),(78 2995.4756),(79 2992.3887),
(1 740.93304),(2 1067.372),(3 1307.5402),(4 1469.4299),(5 1600.8108),(6 1707.0231),(7 1778.4364),(8 1868.5947),(9 1938.2806),(10 2003.5502),(11 2062.1133),(12 2085.5024),(13 2184.1853),(14 2229.645),(15 2272.674),(16 2293.8708),(17 2332.9348),(18 2366.508),(19 2394.2632),(20 2423.7314),(21 2456.604),(22 2488.8523),(23 2524.631),(24 2528.4053),(25 2526.5664),(26 2530.589),(27 2534.1526),(28 2540.9712),(29 2524.606),(30 2530.084),(31 2541.2742),(32 2554.696),(33 2553.696),(34 2533.5872),(35 2545.2803),(36 2539.9614),(37 2514.1997),(38 2496.6484),(39 2525.5544),(40 2514.822),(41 2504.9524),(42 2505.5537),(43 2524.8682),(44 2509.1377),(45 2505.024),(46 2527.7004),(47 2517.1843),(48 2513.2788),(49 2504.1077),(50 2516.2937),(51 2508.3838),(52 2506.353),(53 2517.8276),(54 2535.4548),(55 2545.02),(56 2535.4302),(57 2561.4546),(58 2614.1978),(59 2613.798),(60 2629.1643),(61 2655.0342),(62 2656.4263),(63 2683.7603),(64 2703.1401),(65 2712.4756),(66 2724.065),(67 2744.3804),(68 2772.5166),(69 2791.309),(70 2791.581),(71 2795.0432),(72 2799.2112),(73 2793.7832),(74 2780.011),(75 2791.7793),(76 2809.1025),(77 2819.6794),(78 2833.253),(79 2821.6172),
(1 739.5652),(2 1055.4009),(3 1287.54),(4 1448.2091),(5 1576.5361),(6 1697.3737),(7 1775.7832),(8 1857.541),(9 1915.7092),(10 1967.6001),(11 2025.1405),(12 2069.8381),(13 2147.8381),(14 2185.6584),(15 2228.834),(16 2268.1243),(17 2292.7302),(18 2323.3591),(19 2363.0066),(20 2386.3037),(21 2395.2463),(22 2421.2952),(23 2453.1985),(24 2465.2922),(25 2472.6113),(26 2454.2703),(27 2434.796),(28 2447.5886),(29 2443.2698),(30 2437.6594),(31 2456.7737),(32 2467.9438),(33 2463.6743),(34 2478.7456),(35 2490.9338),(36 2490.3179),(37 2487.0967),(38 2498.8389),(39 2500.1033),(40 2494.7126),(41 2484.9707),(42 2477.875),(43 2473.379),(44 2448.7668),(45 2451.502),(46 2452.7686),(47 2468.4128),(48 2488.628),(49 2505.4236),(50 2519.1838),(51 2534.3813),(52 2532.1443),(53 2552.76),(54 2564.669),(55 2560.586),(56 2556.6108),(57 2576.4448),(58 2583.932),(59 2583.913),(60 2586.6882),(61 2596.2039),(62 2591.753),(63 2600.977),(64 2594.5327),(65 2597.6301),(66 2601.3604),(67 2621.209),(68 2634.6792),(69 2639.5315),(70 2672.5889),(71 2690.4697),(72 2713.7236),(73 2697.753),(74 2688.997),(75 2684.5198),(76 2671.0132),(77 2686.0786),(78 2684.0244),(79 2693.0596),
(1 737.31647),(2 1044.1367),(3 1283.4768),(4 1432.9248),(5 1554.1987),(6 1673.987),(7 1753.5546),(8 1835.7183),(9 1881.1238),(10 1935.1675),(11 1974.4675),(12 2009.6041),(13 2099.086),(14 2141.17),(15 2208.8718),(16 2250.5344),(17 2283.5425),(18 2310.3892),(19 2318.3489),(20 2343.3184),(21 2354.8801),(22 2380.165),(23 2390.5818),(24 2406.8992),(25 2408.5962),(26 2399.9446),(27 2406.1626),(28 2425.432),(29 2401.695),(30 2406.9514),(31 2410.234),(32 2402.1145),(33 2415.0447),(34 2415.169),(35 2454.9258),(36 2463.7788),(37 2462.955),(38 2474.7393),(39 2501.918),(40 2519.3599),(41 2510.5642),(42 2519.5474),(43 2514.2625),(44 2505.7534),(45 2512.2056),(46 2529.4756),(47 2522.9712),(48 2554.6338),(49 2557.5635),(50 2555.9673),(51 2565.094),(52 2560.2937),(53 2552.65),(54 2536.647),(55 2530.8047),(56 2533.9294),(57 2534.246),(58 2550.82),(59 2560.684),(60 2560.202),(61 2561.3955),(62 2572.7727),(63 2575.0894),(64 2574.6829),(65 2554.1382),(66 2557.2014),(67 2560.1116),(68 2570.4639),(69 2557.6743),(70 2583.758),(71 2579.2783),(72 2597.1436),(73 2590.1086),(74 2581.7253),(75 2559.3113),(76 2556.697),(77 2584.454),(78 2583.506),(79 2605.0874),
(1 723.02264),(2 1026.8868),(3 1260.8057),(4 1418.4667),(5 1523.2356),(6 1627.3177),(7 1695.7394),(8 1746.666),(9 1792.2191),(10 1838.8285),(11 1892.199),(12 1919.4476),(13 2006.9032),(14 2034.8965),(15 2091.411),(16 2122.2039),(17 2167.1694),(18 2198.778),(19 2217.304),(20 2218.298),(21 2216.1677),(22 2242.4983),(23 2234.529),(24 2256.6199),(25 2278.4502),(26 2275.2825),(27 2286.171),(28 2296.8584),(29 2291.9854),(30 2290.6484),(31 2306.659),(32 2312.3062),(33 2328.0706),(34 2350.4795),(35 2359.183),(36 2390.0376),(37 2382.9385),(38 2382.923),(39 2405.4224),(40 2412.173),(41 2418.5476),(42 2440.5806),(43 2452.7207),(44 2459.2034),(45 2470.1897),(46 2482.5498),(47 2491.36),(48 2492.025),(49 2503.9243),(50 2499.342),(51 2511.9104),(52 2504.7393),(53 2512.7727),(54 2531.2832),(55 2545.397),(56 2530.8015),(57 2541.0154),(58 2552.4202),(59 2562.0461),(60 2562.7393),(61 2554.289),(62 2533.4976),(63 2542.8503),(64 2555.4673),(65 2552.8276),(66 2575.0686),(67 2593.9102),(68 2594.3132),(69 2594.3662),(70 2604.822),(71 2611.5562),(72 2598.702),(73 2595.5637),(74 2589.5095),(75 2571.643),(76 2566.5894),(77 2594.1023),(78 2584.3098),(79 2598.0464),
(1 713.70264),(2 999.6124),(3 1209.5225),(4 1334.9028),(5 1443.8296),(6 1543.5927),(7 1638.3912),(8 1710.08),(9 1775.9735),(10 1821.2815),(11 1862.35),(12 1906.517),(13 1981.0945),(14 2020.1803),(15 2074.6003),(16 2122.95),(17 2149.4128),(18 2146.7148),(19 2170.9946),(20 2185.9922),(21 2207.958),(22 2239.4746),(23 2265.0593),(24 2293.1685),(25 2296.9553),(26 2297.9382),(27 2330.7273),(28 2341.8896),(29 2333.3464),(30 2325.5085),(31 2345.1194),(32 2352.9993),(33 2378.701),(34 2398.9968),(35 2395.6921),(36 2388.5378),(37 2372.6538),(38 2373.8408),(39 2377.4397),(40 2379.2969),(41 2377.7915),(42 2373.6233),(43 2368.5125),(44 2367.5483),(45 2366.284),(46 2374.823),(47 2364.103),(48 2346.9307),(49 2353.4478),(50 2356.0544),(51 2357.1675),(52 2352.3826),(53 2357.4226),(54 2369.2903),(55 2375.7844),(56 2386.4016),(57 2383.6504),(58 2362.215),(59 2351.4248),(60 2357.5835),(61 2369.04),(62 2383.3398),(63 2378.1646),(64 2376.637),(65 2374.8481),(66 2391.8677),(67 2396.9636),(68 2397.432),(69 2393.282),(70 2408.9822),(71 2425.2764),(72 2427.9724),(73 2444.214),(74 2434.563),(75 2437.4546),(76 2438.3896),(77 2461.506),(78 2463.5676),(79 2459.6162),
(1 701.3401),(2 996.5969),(3 1214.2548),(4 1332.9567),(5 1436.0197),(6 1525.1344),(7 1622.3368),(8 1695.9901),(9 1746.243),(10 1790.7374),(11 1831.0072),(12 1868.7404),(13 1955.2015),(14 1986.886),(15 2032.8755),(16 2066.9658),(17 2116.0344),(18 2132.551),(19 2157.1055),(20 2175.9265),(21 2201.8203),(22 2228.3203),(23 2243.3796),(24 2269.4119),(25 2278.279),(26 2289.816),(27 2298.5112),(28 2312.8508),(29 2297.8728),(30 2296.8208),(31 2318.9863),(32 2331.7378),(33 2346.3928),(34 2330.1978),(35 2326.8423),(36 2340.5156),(37 2348.3152),(38 2360.4045),(39 2365.384),(40 2372.4358),(41 2357.6838),(42 2342.6975),(43 2343.9468),(44 2367.5925),(45 2369.6086),(46 2388.8545),(47 2380.5623),(48 2374.8967),(49 2366.0613),(50 2350.8562),(51 2350.5073),(52 2347.326),(53 2344.888),(54 2347.5752),(55 2378.0078),(56 2380.2249),(57 2373.5032),(58 2377.3848),(59 2370.5535),(60 2378.0596),(61 2397.4714),(62 2410.2546),(63 2430.232),(64 2429.81),(65 2443.7097),(66 2446.8318),(67 2459.9976),(68 2461.9775),(69 2468.765),(70 2462.6135),(71 2476.3406),(72 2474.9722),(73 2476.9353),(74 2486.3071),(75 2511.5273),(76 2517.972),(77 2523.1082),(78 2507.5034),(79 2534.7727),
