1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70975.15),(2 223554.67),(3 440536),(4 692990.44),(5 982536.8),(6 1286102.9),(7 1596502.6),(8 1893981.6),(9 2140689.5),(10 2378770.3),(11 2658207.8),(12 2940128),(13 3243970.8),(14 3594105.3),(15 3947717.8),(16 4333174),(17 4727620),(18 5159465),(19 5567538),(20 6021074.5),(21 6442915.5),(22 6870345.5),(23 7281324),(24 7669944),(25 8187238.5),(26 8637676),(27 9102051),(28 9611809),(29 10059185),(30 10547430),(31 11050407),(32 11540931),(33 11992876),(34 12432843),(35 12780568),(36 13187699),(37 13522301),(38 13800200),(39 13977712),(40 14171347),(41 14291421),(42 14469448),(43 14621256),(44 14826277),(45 15012043),(46 15207432),(47 15454704),(48 15699285),(49 15776795),(50 15897829),(51 15868308),(52 15812751),(53 15707023),(54 15634709),(55 15563667),(56 15473220),(57 15434701),(58 15254421),(59 15087695),(60 15061149),(61 15055271),(62 15116203),(63 15144837),(64 15229203),(65 15276720),(66 15411079),(67 15567953),(68 15820963),(69 16122405),(70 16458775),(71 16923116),(72 17452706),(73 18067502),(74 18814046),(75 19631930),(76 20558102),(77 21557230),(78 22616920),(79 23773334),
(1 13955.868),(2 33925.188),(3 48185.5),(4 57025.242),(5 62297.824),(6 67025.05),(7 69207.45),(8 70448.02),(9 70684.84),(10 72548.85),(11 73858.7),(12 75019.74),(13 76041.01),(14 77557.68),(15 80104.86),(16 81349.75),(17 82487.13),(18 82995.484),(19 82961.58),(20 83939.31),(21 84493.75),(22 84155.13),(23 83295.66),(24 83943.36),(25 84176.07),(26 85392.51),(27 86325.75),(28 87577.45),(29 89104.35),(30 89916.47),(31 91173.39),(32 92517.69),(33 92872.48),(34 94126.41),(35 93962.71),(36 94576.26),(37 94384.31),(38 95262.74),(39 95520.07),(40 95904.125),(41 95916.72),(42 96318.64),(43 96531.38),(44 97403.83),(45 96828.31),(46 96771.29),(47 96380.02),(48 96638.79),(49 95638.516),(50 95073.484),(51 93654.45),(52 92547.336),(53 93065.73),(54 93564.16),(55 93593.28),(56 92802.41),(57 93096.25),(58 93639.29),(59 93403.95),(60 92621.664),(61 93008.59),(62 92578.49),(63 94011.65),(64 93955.05),(65 93931.125),(66 93704.34),(67 93622.08),(68 92867.31),(69 91959.37),(70 91543.81),(71 92004.6),(72 91541.69),(73 91137.695),(74 89978.01),(75 90557.766),(76 90762.92),(77 91524.5),(78 91902.31),(79 91368.98),
(1 13730.13),(2 33019.574),(3 47015.273),(4 55153.92),(5 60851.28),(6 65740.586),(7 68264.086),(8 69612.97),(9 69617.03),(10 70930.24),(11 71707.664),(12 73312.375),(13 73995.97),(14 75764.914),(15 78719.38),(16 80390.69),(17 80868.03),(18 81060.195),(19 80778.94),(20 81065.516),(21 80624.46),(22 79777.32),(23 79090.836),(24 79051.64),(25 80095.05),(26 80647.03),(27 81532.9),(28 83434.55),(29 84543.56),(30 85082.04),(31 85853.06),(32 86274.36),(33 85903.15),(34 86491.76),(35 85829.04),(36 85953.95),(37 85231.9),(38 85947.07),(39 86240.66),(40 86924.48),(41 87350.86),(42 89318.516),(43 90645.58),(44 93013.71),(45 94210.97),(46 95187.14),(47 94431.2),(48 94125.25),(49 91502.48),(50 92008.28),(51 91770.02),(52 91630.85),(53 92648.26),(54 92817.02),(55 93556.08),(56 92684.55),(57 92225.305),(58 91367.46),(59 91471.93),(60 90678),(61 91331.95),(62 91615.266),(63 92501.54),(64 91627.414),(65 92390.89),(66 91753.31),(67 91299.07),(68 90596.64),(69 90598.555),(70 90067.5),(71 89871.76),(72 89519.7),(73 89595.695),(74 88622.41),(75 89564.1),(76 89070.914),(77 88544.805),(78 87944.62),(79 86804.98),
(1 13696.81),(2 31922.977),(3 44649.598),(4 52620.688),(5 58391.547),(6 63709.496),(7 66491.96),(8 68566.03),(9 69098.2),(10 70074.14),(11 70803.7),(12 72084.65),(13 73099.48),(14 73991.055),(15 75832.28),(16 76335.984),(17 76608.96),(18 77052.5),(19 76797.37),(20 76662.09),(21 75552.43),(22 74935.164),(23 74200.44),(24 75059.805),(25 76300.51),(26 77359.85),(27 78121.805),(28 78818.83),(29 79927.51),(30 80965.45),(31 81082.17),(32 81773.46),(33 81593.62),(34 82195.12),(35 81628.71),(36 81197.22),(37 80136),(38 80347.99),(39 80783.22),(40 82137.29),(41 83145.77),(42 85056.875),(43 86102.13),(44 88608.17),(45 89133.164),(46 89866.81),(47 88733.4),(48 87778.016),(49 86426.04),(50 85327.46),(51 84257.875),(52 84216.445),(53 85647.664),(54 86282.625),(55 87409.266),(56 86515.375),(57 86702.73),(58 86496.516),(59 86487.01),(60 85686.04),(61 85073.76),(62 84333.234),(63 84920.84),(64 85280.14),(65 85826.84),(66 85758.31),(67 86145.3),(68 85860.56),(69 86418.27),(70 86200.695),(71 86011.55),(72 85436.57),(73 85136.66),(74 83973.17),(75 84935.81),(76 84498.875),(77 83677.484),(78 83662.02),(79 83610.305),
(1 13333.836),(2 30848.994),(3 43053.098),(4 50461.094),(5 55655.945),(6 60833.383),(7 63902.645),(8 65190.887),(9 65367.324),(10 66370.336),(11 67145.32),(12 68372.08),(13 69147.516),(14 70662.83),(15 73007.055),(16 73701.97),(17 74196.46),(18 75466.48),(19 75948.6),(20 76433.88),(21 75141.46),(22 74446.375),(23 73496.336),(24 73708.89),(25 74793.2),(26 75859.96),(27 76421.02),(28 76798.3),(29 78282.484),(30 78603.3),(31 79328.74),(32 79905.77),(33 79229.09),(34 79677.48),(35 78585.24),(36 78117.48),(37 77047.84),(38 77220.41),(39 77031.3),(40 77981.6),(41 78354.734),(42 79621.82),(43 79312.58),(44 80282.13),(45 80356.3),(46 80918.96),(47 79990),(48 80398.95),(49 79561.07),(50 80535.61),(51 80762.36),(52 81215.39),(53 81623.414),(54 81559.695),(55 81270.1),(56 81149.79),(57 82309.77),(58 82257.31),(59 82800.77),(60 83167.13),(61 84016.52),(62 84287.99),(63 85024.07),(64 85056.42),(65 86072.4),(66 85409.52),(67 85125.95),(68 84285.44),(69 84049.94),(70 83390.72),(71 83061.79),(72 81904.08),(73 81490.28),(74 80299.23),(75 80565.95),(76 79449.58),(77 78409.086),(78 78631.89),(79 79449.13),
(1 12978.497),(2 30538.502),(3 43163.6),(4 50736.875),(5 55345.957),(6 59788.137),(7 62230.582),(8 63451.734),(9 64209.406),(10 66444.44),(11 68007.47),(12 69275.79),(13 70074.45),(14 71257.49),(15 73352.414),(16 73738.805),(17 74003.53),(18 74897.16),(19 75420.625),(20 76105.086),(21 76029.164),(22 76212.46),(23 75579.336),(24 75343.8),(25 75730.02),(26 76278.58),(27 75613.1),(28 75680.94),(29 76917.234),(30 77814.73),(31 78389.16),(32 78522.94),(33 78469.25),(34 79379.51),(35 78363.945),(36 77901.1),(37 76220.84),(38 76321.79),(39 75348.7),(40 76281.664),(41 76275.195),(42 76465.98),(43 76021.26),(44 77169.305),(45 78002.51),(46 79336.21),(47 78835.305),(48 78750.82),(49 77791.28),(50 78024.734),(51 77797.99),(52 77595.375),(53 78986.75),(54 78481.484),(55 78306.91),(56 77219.32),(57 77141.414),(58 76589.34),(59 76877.42),(60 77849.266),(61 78559.305),(62 78057.734),(63 78522.45),(64 79004.34),(65 78870.31),(66 78527.945),(67 78879.32),(68 78705.164),(69 78745.09),(70 78657.45),(71 78502.82),(72 77731.914),(73 77620.51),(74 77095.266),(75 77723.72),(76 76884.68),(77 77094.82),(78 77817.49),(79 78082.02),
(1 12987.878),(2 29572.406),(3 41025.73),(4 48065.863),(5 53254.742),(6 58044.863),(7 60338.38),(8 62021.395),(9 62889.652),(10 64279.2),(11 65140.63),(12 66360.234),(13 67633.19),(14 68598.5),(15 70862.305),(16 71516.45),(17 71602.99),(18 72771.695),(19 73192.31),(20 74497.8),(21 74553.14),(22 74590.57),(23 74384.445),(24 74437.55),(25 74346.625),(26 75063.96),(27 74575.54),(28 74977.24),(29 75886.11),(30 76260.195),(31 76255.05),(32 77048.79),(33 76884.445),(34 77369.875),(35 76593.28),(36 76286.375),(37 75494.15),(38 75723.96),(39 75350.28),(40 75834.64),(41 74640.29),(42 74492.664),(43 75014.87),(44 76691.734),(45 77485.984),(46 78343.19),(47 77854.2),(48 78193.91),(49 77565.586),(50 78569.53),(51 78937.95),(52 79159.16),(53 79601.9),(54 79172.26),(55 79376.77),(56 78692.555),(57 78569.77),(58 78235.09),(59 78526.17),(60 78499.5),(61 78898.83),(62 78653.625),(63 79022.88),(64 78794.695),(65 79386.64),(66 79080.76),(67 78717.96),(68 78381.836),(69 78200.805),(70 78636.5),(71 79111.09),(72 78977.555),(73 79306.43),(74 78759.09),(75 79932.93),(76 79790.555),(77 79164.234),(78 78655.99),(79 78035.4),
(1 12917.019),(2 29529.016),(3 40602.656),(4 47093.918),(5 51094.973),(6 55268.258),(7 57668.367),(8 59833.12),(9 61062.69),(10 62981.56),(11 64061.277),(12 65473.195),(13 66671.875),(14 68076.91),(15 69744.11),(16 70185.99),(17 70425.46),(18 70956.414),(19 71564.07),(20 72287.875),(21 72035.69),(22 71688.28),(23 71871.336),(24 72334.516),(25 73628.9),(26 74829.836),(27 74377.04),(28 74128.34),(29 74070.44),(30 73905.76),(31 73636.31),(32 73342.28),(33 72282.66),(34 71974.84),(35 71701.11),(36 72320.375),(37 72304.12),(38 73341.15),(39 73427.88),(40 74053.46),(41 74275.195),(42 75329.51),(43 75807.79),(44 76640.2),(45 76518.76),(46 76804.05),(47 76076.55),(48 75958.734),(49 75124.414),(50 75641.79),(51 76048.13),(52 75561.32),(53 75533.21),(54 74965.3),(55 75683.91),(56 75646.99),(57 75859.97),(58 75573.41),(59 75663.24),(60 75296.75),(61 75349.01),(62 74997.02),(63 75490.4),(64 75930.25),(65 76114.41),(66 75345.74),(67 74909.38),(68 75163.164),(69 75547.99),(70 75053.055),(71 75141.266),(72 74740.83),(73 75036.68),(74 74727.94),(75 75415.98),(76 74826.42),(77 75406.39),(78 75804.516),(79 75750.29),
(1 12677.25),(2 29465.703),(3 40303.316),(4 46648.75),(5 50412.004),(6 53859.613),(7 55744.62),(8 57571.33),(9 58211.22),(10 59409.715),(11 59762.645),(12 60911.668),(13 62013.707),(14 63511.23),(15 65653.945),(16 66692.195),(17 67443.08),(18 68797.73),(19 69470.4),(20 70364.85),(21 70281.12),(22 70246.016),(23 70176.48),(24 70827.77),(25 71872.71),(26 73167.1),(27 73123.82),(28 73176.47),(29 73031.47),(30 72646.99),(31 72392.49),(32 72452.65),(33 70843.016),(34 70679.79),(35 70279.21),(36 71075.58),(37 71130.836),(38 71869.76),(39 72264.664),(40 73218.34),(41 73236.945),(42 73575.13),(43 73023.1),(44 72836.61),(45 71896.086),(46 72136.66),(47 72359.62),(48 73218.04),(49 73240.04),(50 74088.01),(51 74387.414),(52 74498.02),(53 74962.805),(54 74158.8),(55 73908.69),(56 73043.57),(57 72858.28),(58 72219.57),(59 72588.41),(60 72112.8),(61 71942.48),(62 71360.73),(63 71645.74),(64 71682.26),(65 72111.086),(66 71577.35),(67 71562.086),(68 71876.18),(69 72292.5),(70 72640.24),(71 73097.97),(72 72951.38),(73 72942.31),(74 72168.32),(75 72114),(76 71665.12),(77 72348.46),(78 73277.586),(79 73522.22),
(1 12271.7),(2 28091.715),(3 39211.473),(4 45835.316),(5 50274.832),(6 53631.344),(7 55438.19),(8 58025.617),(9 59580.94),(10 61524.4),(11 61891.344),(12 63203.43),(13 64422.37),(14 65597.04),(15 66886.38),(16 67052.945),(17 67443.06),(18 68352.29),(19 68858.305),(20 69599.19),(21 69771.56),(22 70786.055),(23 70859.4),(24 71372.05),(25 73269.46),(26 74294.4),(27 73201.65),(28 73163.6),(29 72987.4),(30 72555.4),(31 72713.53),(32 73659.62),(33 73196.8),(34 72644.02),(35 71156.4),(36 71185.89),(37 70794.17),(38 71804.71),(39 71641.61),(40 72943.914),(41 73623.484),(42 74184.195),(43 74168.18),(44 74785.08),(45 74707.28),(46 75164.63),(47 75092.96),(48 75680.445),(49 75046.53),(50 75694.32),(51 75944.93),(52 76156.62),(53 76808.59),(54 75850.16),(55 76026.44),(56 75289.29),(57 74348.875),(58 73241.6),(59 73039.85),(60 73442.62),(61 74947.46),(62 74833.32),(63 75811.99),(64 75599.336),(65 76009.62),(66 75854.11),(67 76044.73),(68 75334.62),(69 74784.664),(70 74209.66),(71 74595.47),(72 74573.46),(73 75148.63),(74 74325.93),(75 75423.12),(76 75298.55),(77 75246.96),(78 75360.62),(79 74840.65),
(1 12128.829),(2 27287.957),(3 37473.74),(4 43790.547),(5 48084.12),(6 52101.344),(7 54508.62),(8 56517.055),(9 57476.9),(10 58649.156),(11 59196),(12 59821.62),(13 60049.22),(14 61062.836),(15 62237.777),(16 62756.06),(17 64020.69),(18 65649.42),(19 65857.3),(20 66139.305),(21 65827),(22 66336.04),(23 67045.52),(24 68691.44),(25 70187.87),(26 70859.94),(27 70226.98),(28 70144.66),(29 70274.65),(30 70594.734),(31 71083.14),(32 71974.66),(33 71220.81),(34 71051.96),(35 71040.37),(36 71102.33),(37 71182.87),(38 72200.5),(39 72429.3),(40 73589.51),(41 73535.37),(42 74449.14),(43 74735.63),(44 74728.23),(45 74042.11),(46 73930.266),(47 72695.31),(48 72605.7),(49 71901.445),(50 72205.234),(51 72551),(52 72866.6),(53 74072.11),(54 74249.12),(55 74366.13),(56 73371.42),(57 73124.94),(58 72015.38),(59 71531.56),(60 71281.28),(61 71927.086),(62 71598.15),(63 71889.37),(64 71640.29),(65 72043.55),(66 71347.5),(67 71727.555),(68 71638.99),(69 71736.08),(70 71268.34),(71 71496.305),(72 71805.945),(73 72236.16),(74 71806.86),(75 72961.04),(76 73069.125),(77 72655.22),(78 72240.18),(79 71752.24),
(1 11699.95),(2 26127.172),(3 35515.395),(4 40700.168),(5 44488.004),(6 48673.973),(7 51150.438),(8 53209.715),(9 54445.094),(10 56026.22),(11 56854.336),(12 58694.38),(13 60357.13),(14 61989.75),(15 63244.53),(16 63088.316),(17 63306.895),(18 63664.953),(19 63618.832),(20 63816.168),(21 63592.46),(22 63656.797),(23 63817.63),(24 64953.8),(25 66559.23),(26 67241.555),(27 66743.74),(28 66426.69),(29 66834.555),(30 66544.664),(31 66225.49),(32 66465.73),(33 66245.16),(34 67033.54),(35 67353.09),(36 68025.9),(37 67627.17),(38 68033.09),(39 68245.65),(40 69797.305),(41 70595.42),(42 71660.07),(43 71496.57),(44 72002.35),(45 71478.27),(46 71283.69),(47 70738.49),(48 71338.47),(49 70953.54),(50 72037.04),(51 72727.56),(52 73127.76),(53 74129.04),(54 74550.73),(55 75340.02),(56 74955.875),(57 74709.484),(58 73953.73),(59 73467.54),(60 73200.055),(61 73266.6),(62 72169.96),(63 71728.914),(64 71094.09),(65 71635.04),(66 71540.664),(67 71621.68),(68 71795.74),(69 71650.12),(70 70458.96),(71 69973.58),(72 69300.234),(73 69427.39),(74 68157.14),(75 68586.97),(76 68070.54),(77 68055.71),(78 69003.08),(79 69352.11),
(1 11361.05),(2 24783.346),(3 33203.504),(4 37811.86),(5 41106.242),(6 44766.992),(7 47099.344),(8 49228.57),(9 50155.914),(10 51751.37),(11 52388.164),(12 54001.984),(13 55334.41),(14 56059.613),(15 56952.21),(16 56606.42),(17 57243.523),(18 57896.348),(19 58040.902),(20 58085.855),(21 57511.227),(22 57875.78),(23 57983.516),(24 58945.535),(25 59898.27),(26 60614.78),(27 60136.69),(28 60570.57),(29 61415.77),(30 61686.777),(31 61693.43),(32 61910.402),(33 61779.26),(34 62723.406),(35 62683.58),(36 63187.85),(37 62576.637),(38 62800.35),(39 62602.992),(40 63864.14),(41 64452.324),(42 66250.81),(43 65642.18),(44 65661.18),(45 65045.527),(46 65337.547),(47 65357.637),(48 66627.43),(49 66706.01),(50 67782.21),(51 67677.83),(52 66692.83),(53 66531.75),(54 66206.99),(55 65849.43),(56 65416.953),(57 65843.69),(58 66131.09),(59 66879.3),(60 66363.98),(61 66350.94),(62 65631.87),(63 65081.176),(64 65033.98),(65 65000.508),(66 64434.79),(67 64725.21),(68 64367.996),(69 63734.86),(70 63362.543),(71 62620.242),(72 62098.055),(73 62120.957),(74 61770.324),(75 63113.1),(76 63311.547),(77 63646.938),(78 64047.477),(79 64324.74),
(1 11173.113),(2 24825.982),(3 33148.504),(4 37942.848),(5 41132.453),(6 44867.38),(7 47260.586),(8 49527.773),(9 50503.11),(10 51656.754),(11 51837.684),(12 52821.098),(13 53812.535),(14 55472.313),(15 57365.508),(16 57951.98),(17 58862.332),(18 59410.605),(19 59446.652),(20 60247.902),(21 60753.81),(22 60946.03),(23 60939.492),(24 61259.64),(25 61967.965),(26 62570.58),(27 62068.72),(28 62146.7),(29 62899.645),(30 62775.61),(31 62339.344),(32 62600.89),(33 62231.97),(34 62735.027),(35 61902.39),(36 61965.332),(37 61876.02),(38 62530.99),(39 62595.92),(40 63778.227),(41 64104.934),(42 64221.816),(43 63206.984),(44 62894.656),(45 62411.496),(46 62656.7),(47 62887.793),(48 63987.164),(49 64233.74),(50 65881.97),(51 66530.07),(52 66616.5),(53 66907.28),(54 66685.664),(55 67055.93),(56 67035.086),(57 68023.37),(58 68593.74),(59 69789.59),(60 69966.4),(61 69820.29),(62 69525.44),(63 69502.695),(64 68921.586),(65 68238.086),(66 67152.664),(67 67130.75),(68 66597.63),(69 66345.84),(70 65226.23),(71 64703.848),(72 64026.78),(73 64378.8),(74 64089.887),(75 65773.11),(76 65059.137),(77 64300.207),(78 64082.906),(79 63798.594),
(1 11075.969),(2 24466.924),(3 32924.406),(4 38236.6),(5 41126.723),(6 44157.754),(7 46713.074),(8 48742.637),(9 49620.227),(10 51216.93),(11 51612.04),(12 52763.49),(13 53412.31),(14 54386.29),(15 55902.777),(16 56298.09),(17 57045.453),(18 57276.07),(19 57054.17),(20 57996.64),(21 58503.355),(22 58939.25),(23 59049.4),(24 59148.92),(25 59668.215),(26 60191.99),(27 59994.566),(28 60553.598),(29 61427.477),(30 61171.97),(31 60840.793),(32 61266.227),(33 61077.344),(34 61898.57),(35 62219.043),(36 63216.67),(37 63219.11),(38 64421.37),(39 64856.945),(40 65755.35),(41 65672.766),(42 66013.86),(43 64681.324),(44 64907.59),(45 64797.516),(46 65520.996),(47 65402.516),(48 65875.84),(49 65999.734),(50 66253.42),(51 66196.96),(52 66104.6),(53 66136.65),(54 65032.395),(55 64845.523),(56 64215.676),(57 63777.66),(58 63803.37),(59 64353.59),(60 64785.492),(61 65245.242),(62 65240.117),(63 65599.3),(64 64800.547),(65 64583.637),(66 63818.94),(67 63811.477),(68 63754.242),(69 64031.36),(70 63182.39),(71 63367.785),(72 63164.6),(73 63760.715),(74 63617.902),(75 64747.848),(76 64006.43),(77 63873.1),(78 64134.152),(79 63915.125),
(1 10928.162),(2 24706.53),(3 33593.45),(4 38921.637),(5 42183.67),(6 45025.953),(7 47348.727),(8 49594.105),(9 50870.26),(10 51882.043),(11 52117.23),(12 53524.62),(13 55022.063),(14 56267.01),(15 57884.832),(16 58102.79),(17 58140.594),(18 58064.31),(19 57915.793),(20 58384.95),(21 58248.742),(22 58657.38),(23 58387.336),(24 58985.125),(25 59526.715),(26 60398.727),(27 60872.19),(28 61642.32),(29 61750.14),(30 60731.043),(31 60296.53),(32 60810.063),(33 61367.82),(34 63292.895),(35 63190.777),(36 63462.86),(37 63592.496),(38 65010.58),(39 65313.23),(40 66260.57),(41 66357.17),(42 66613),(43 65998.33),(44 66410.086),(45 65968.39),(46 66069.7),(47 65011.26),(48 65206.395),(49 64215.664),(50 64838.742),(51 64893.38),(52 65434.543),(53 65802.75),(54 64800.57),(55 64836.67),(56 64607.027),(57 64874.2),(58 64953.383),(59 65010.42),(60 65264.65),(61 65251.88),(62 64978.98),(63 65201.94),(64 64547.496),(65 64285.98),(66 63944.406),(67 64083.707),(68 64075.15),(69 64478.105),(70 63888.39),(71 63275.086),(72 62285.59),(73 62595.18),(74 62316.215),(75 62719.07),(76 62171.39),(77 62441.094),(78 63214.527),(79 63631.105),
(1 10325.636),(2 22787.912),(3 30674.598),(4 35223.387),(5 38346.277),(6 41716.17),(7 43613.195),(8 45337.063),(9 46307.742),(10 47635.9),(11 48431.57),(12 50038.492),(13 51081.805),(14 51939.137),(15 53201.113),(16 53802.984),(17 54112.29),(18 54157.848),(19 53968.965),(20 53887.43),(21 53565.836),(22 54102.62),(23 54615.414),(24 55729.1),(25 56754.555),(26 57028.766),(27 56498.492),(28 56663.17),(29 56638.27),(30 55940.35),(31 55297.21),(32 54876.43),(33 54407.887),(34 54783.14),(35 54460.234),(36 55070.395),(37 55680.723),(38 56840.313),(39 56920.3),(40 57166.37),(41 57501.293),(42 58123.484),(43 57330.355),(44 57144.426),(45 56477.582),(46 56762.43),(47 55928.98),(48 56567.797),(49 56123.64),(50 56808.88),(51 56679.02),(52 57291.063),(53 58051.375),(54 58238.29),(55 58550.145),(56 57986.066),(57 58301.035),(58 58815.35),(59 59203.88),(60 59349.977),(61 59671.902),(62 59383.703),(63 59706.395),(64 59397.69),(65 59998.78),(66 59994.36),(67 59985.063),(68 59074.29),(69 58538.71),(70 58160.297),(71 58246.277),(72 57534.6),(73 57744.777),(74 57370.25),(75 57950.996),(76 57435.4),(77 57563.605),(78 57709.668),(79 57420.723),
(1 10452.748),(2 22738.354),(3 30926.068),(4 35971.375),(5 39116.992),(6 42128.895),(7 43776.41),(8 45294.74),(9 45889.33),(10 47121.477),(11 48084.387),(12 49598.15),(13 50048.36),(14 50428.492),(15 51830.176),(16 52101.695),(17 52500.25),(18 52749.91),(19 52915.605),(20 53529.72),(21 53812.29),(22 54425.652),(23 54882.59),(24 55744.55),(25 56958.863),(26 57757.957),(27 57393.34),(28 57931.527),(29 58654.26),(30 58280.164),(31 58143.164),(32 58265.047),(33 57735.492),(34 57814.375),(35 57317.47),(36 57888.223),(37 57981.668),(38 58408.65),(39 58310.22),(40 59063.656),(41 59401.773),(42 59752.426),(43 59011.258),(44 58709.086),(45 57695.973),(46 57447.797),(47 56866.918),(48 56667.45),(49 56215.9),(50 56788.063),(51 56879.313),(52 57017.53),(53 57827.92),(54 57631.547),(55 57750.84),(56 57876.82),(57 58795.22),(58 58903.47),(59 59378.824),(60 59198.41),(61 58545.87),(62 57735.68),(63 58303.9),(64 58526.42),(65 59037.74),(66 58851.89),(67 58971.477),(68 58565.18),(69 58655.035),(70 58534.918),(71 58517.89),(72 57676.984),(73 57968.125),(74 57286.44),(75 58130.21),(76 58100.953),(77 57937.188),(78 58163.836),(79 58518.758),
(1 10554.871),(2 22934.898),(3 30602.58),(4 35544.61),(5 39080.863),(6 42540.754),(7 44349.777),(8 45801.484),(9 46313.24),(10 47422.62),(11 48301.758),(12 49894.094),(13 50907.164),(14 51829.64),(15 53177.742),(16 53187.426),(17 53235.766),(18 52719.406),(19 52386.992),(20 52487.445),(21 52459.914),(22 53030.324),(23 53267.34),(24 54306.453),(25 54930.266),(26 55599.094),(27 55098.836),(28 55131.563),(29 56086.637),(30 55800.438),(31 55325.266),(32 55073.42),(33 54447.453),(34 54256.777),(35 54114.7),(36 54841.258),(37 55472.555),(38 56334.133),(39 56280.797),(40 56598.813),(41 56447.387),(42 56772.652),(43 56346.125),(44 56780.125),(45 56133.195),(46 56515.156),(47 56188.5),(48 56863.145),(49 56854.496),(50 57645.164),(51 57753.156),(52 57561.293),(53 57670.94),(54 57133.914),(55 57251.492),(56 57230.02),(57 57381.594),(58 57666.246),(59 58207.766),(60 57943.043),(61 58220.72),(62 57858.063),(63 58247.7),(64 57925.242),(65 58130.46),(66 58052.535),(67 58240.234),(68 58167.598),(69 58444.676),(70 57925.3),(71 57706.2),(72 57286.92),(73 57769.66),(74 57142.086),(75 57879.04),(76 57637.387),(77 57346.414),(78 57402.773),(79 57256.332),
