1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 208.69899),(2 262.83698),(3 285.32083),(4 305.707),(5 317.28333),(6 324.28317),(7 333.4268),(8 339.42715),(9 343.2672),(10 346.32535),(11 347.34045),(12 351.48895),(13 352.0219),(14 361.40433),(15 366.8677),(16 368.0761),(17 368.29242),(18 370.46048),(19 371.58673),(20 372.11877),(21 372.8432),(22 372.78384),(23 373.5248),(24 376.0498),(25 376.68167),(26 377.50412),(27 381.73218),(28 375.96848),(29 374.33438),(30 377.3239),(31 376.56213),(32 380.46988),(33 380.3972),(34 377.09515),(35 374.22504),(36 376.63904),(37 374.4329),(38 384.74356),(39 379.52313),(40 378.90237),(41 380.04242),(42 381.65866),(43 385.09796),(44 382.90445),(45 381.6177),(46 384.05585),(47 379.14697),(48 378.0711),(49 382.3577),(50 387.104),(51 383.35175),(52 382.77826),(53 380.44232),(54 384.64017),(55 383.3072),(56 391.93872),(57 392.53293),(58 383.868),(59 382.10855),(60 382.62537),(61 379.3266),(62 380.07874),(63 380.8166),(64 382.23178),(65 381.09018),(66 383.98407),(67 380.39267),(68 385.46024),(69 385.0567),(70 382.0576),(71 383.43613),(72 383.2707),(73 382.1471),(74 385.82523),(75 383.50864),(76 378.9521),(77 374.32523),(78 368.26337),(79 369.3271),
(1 210.10426),(2 260.97272),(3 285.71432),(4 304.29312),(5 312.4331),(6 321.4199),(7 333.6214),(8 341.10187),(9 347.7124),(10 350.15512),(11 357.17545),(12 357.84488),(13 365.60507),(14 367.7878),(15 367.98987),(16 368.91656),(17 372.23212),(18 382.22687),(19 381.46606),(20 381.80228),(21 382.32257),(22 384.72165),(23 382.10474),(24 381.30258),(25 385.08685),(26 384.50494),(27 387.80984),(28 388.5163),(29 389.3122),(30 386.51215),(31 386.3691),(32 386.9722),(33 386.36212),(34 386.16064),(35 380.74954),(36 385.51248),(37 383.99503),(38 394.73053),(39 388.87958),(40 387.56558),(41 388.82626),(42 392.50876),(43 389.71927),(44 388.46704),(45 384.91858),(46 383.50003),(47 380.88666),(48 380.04724),(49 382.7548),(50 385.65915),(51 380.22714),(52 383.68286),(53 378.07355),(54 382.8388),(55 378.8827),(56 384.44363),(57 386.63803),(58 383.19604),(59 379.14908),(60 382.90955),(61 380.56696),(62 385.8231),(63 385.0882),(64 385.11475),(65 379.22424),(66 384.66446),(67 380.67715),(68 384.70117),(69 382.29013),(70 385.5583),(71 377.98355),(72 377.79303),(73 377.5056),(74 376.48062),(75 376.15347),(76 370.5055),(77 369.0896),(78 368.50803),(79 362.138),
(1 204.7355),(2 256.44046),(3 282.43228),(4 300.83752),(5 311.28336),(6 318.0413),(7 324.41437),(8 330.58707),(9 335.32367),(10 338.9744),(11 342.4335),(12 343.67508),(13 347.2421),(14 352.62155),(15 360.1173),(16 360.93845),(17 362.29547),(18 371.23868),(19 369.1123),(20 370.3248),(21 373.15274),(22 373.72495),(23 370.09705),(24 366.6892),(25 372.33276),(26 371.6972),(27 376.40704),(28 373.41644),(29 369.4525),(30 369.62015),(31 370.2022),(32 369.316),(33 369.65143),(34 369.45615),(35 366.48383),(36 368.79028),(37 361.29645),(38 369.1646),(39 367.1153),(40 364.694),(41 365.0676),(42 362.5384),(43 359.3678),(44 358.96582),(45 361.8939),(46 361.74188),(47 360.58435),(48 361.4797),(49 359.76218),(50 363.82974),(51 363.9385),(52 365.77255),(53 364.84573),(54 361.75836),(55 366.392),(56 368.89465),(57 371.3019),(58 373.15637),(59 365.78976),(60 365.22485),(61 369.77936),(62 372.7992),(63 373.1097),(64 377.04556),(65 373.73706),(66 367.9201),(67 366.01056),(68 368.93314),(69 367.88403),(70 372.01343),(71 369.76065),(72 366.3406),(73 369.03345),(74 373.05786),(75 363.56738),(76 363.30634),(77 363.75912),(78 356.28543),(79 354.01004),
(1 207.32759),(2 260.06592),(3 282.1606),(4 303.2321),(5 315.71497),(6 325.13815),(7 328.5483),(8 332.81128),(9 342.891),(10 348.73233),(11 351.85446),(12 355.40317),(13 356.24762),(14 359.4118),(15 361.42966),(16 362.73694),(17 366.9877),(18 370.43045),(19 370.25128),(20 369.48407),(21 368.45694),(22 370.67325),(23 370.1314),(24 372.53192),(25 369.66443),(26 371.4158),(27 371.50003),(28 371.95038),(29 374.12708),(30 374.3498),(31 377.62894),(32 374.24097),(33 373.22327),(34 374.29202),(35 370.46515),(36 373.34583),(37 374.94086),(38 381.5809),(39 377.20532),(40 378.22028),(41 383.30057),(42 376.96652),(43 376.44745),(44 377.23615),(45 378.21826),(46 379.73453),(47 377.16418),(48 379.16904),(49 371.68536),(50 373.92175),(51 372.84787),(52 373.39084),(53 375.8004),(54 373.5536),(55 373.42563),(56 379.98938),(57 380.367),(58 375.3271),(59 376.45712),(60 373.0005),(61 372.41876),(62 374.943),(63 377.20956),(64 375.9517),(65 378.61597),(66 378.3698),(67 377.5172),(68 382.09665),(69 380.9222),(70 377.05792),(71 378.6386),(72 377.72806),(73 378.9064),(74 374.8988),(75 371.6558),(76 364.9745),(77 367.52448),(78 360.76123),(79 364.01593),
(1 203.5619),(2 252.75673),(3 279.4367),(4 299.35995),(5 307.95648),(6 318.70386),(7 325.26236),(8 330.8139),(9 336.66058),(10 337.675),(11 338.016),(12 347.52304),(13 350.20587),(14 352.94125),(15 355.88477),(16 357.21985),(17 357.5897),(18 359.13812),(19 361.59756),(20 358.98624),(21 358.3804),(22 359.4579),(23 360.5416),(24 358.60327),(25 358.57245),(26 361.72482),(27 362.8782),(28 361.03842),(29 364.9832),(30 366.7504),(31 367.51868),(32 367.6843),(33 367.93436),(34 365.43182),(35 362.34378),(36 365.74316),(37 361.64606),(38 369.8969),(39 370.20938),(40 362.34756),(41 364.88434),(42 362.76776),(43 362.4838),(44 364.07596),(45 367.29156),(46 368.8959),(47 362.15393),(48 367.7761),(49 365.7163),(50 369.92456),(51 369.4977),(52 370.7368),(53 371.39636),(54 372.79883),(55 371.08826),(56 377.15466),(57 377.98477),(58 378.0988),(59 374.48474),(60 371.9361),(61 367.60098),(62 371.3599),(63 369.14694),(64 366.81046),(65 368.54965),(66 370.5657),(67 367.91092),(68 374.90906),(69 376.09464),(70 371.09955),(71 367.2812),(72 364.97696),(73 365.57764),(74 366.09653),(75 362.76584),(76 361.4328),(77 362.15216),(78 356.59537),(79 350.3328),
(1 203.09476),(2 250.76009),(3 276.83487),(4 293.76358),(5 302.49915),(6 313.91156),(7 316.99884),(8 324.662),(9 327.7451),(10 335.0503),(11 333.80923),(12 337.3016),(13 339.02435),(14 344.85162),(15 345.54004),(16 345.25446),(17 347.63705),(18 350.77817),(19 354.9907),(20 354.14047),(21 354.04358),(22 353.66727),(23 356.22607),(24 353.64282),(25 353.79056),(26 355.3868),(27 357.06735),(28 354.9597),(29 352.80493),(30 354.37292),(31 356.9832),(32 358.36203),(33 356.25833),(34 357.03513),(35 353.75827),(36 357.3768),(37 355.72537),(38 365.99414),(39 365.39703),(40 360.0457),(41 361.77597),(42 359.0824),(43 355.46902),(44 358.54153),(45 360.29114),(46 359.37708),(47 355.4428),(48 358.881),(49 354.557),(50 357.7767),(51 357.24298),(52 359.6575),(53 360.13922),(54 359.03897),(55 360.3896),(56 362.56705),(57 365.98764),(58 361.34518),(59 357.9184),(60 360.31998),(61 358.33835),(62 359.3568),(63 355.3787),(64 355.8869),(65 358.5819),(66 358.00348),(67 358.88898),(68 360.72302),(69 359.1021),(70 356.45886),(71 355.58444),(72 357.5182),(73 355.551),(74 355.6447),(75 353.28226),(76 351.9722),(77 349.4615),(78 342.7324),(79 342.69598),
(1 198.17236),(2 247.82272),(3 272.39462),(4 284.24384),(5 292.6084),(6 303.16888),(7 312.29437),(8 318.2838),(9 321.5382),(10 322.18143),(11 327.67294),(12 327.5163),(13 331.29144),(14 337.40872),(15 336.39545),(16 337.3995),(17 341.22214),(18 345.13165),(19 345.25766),(20 347.013),(21 346.9945),(22 348.864),(23 351.60544),(24 346.85434),(25 347.73843),(26 355.26486),(27 354.78088),(28 358.31506),(29 355.7097),(30 352.48962),(31 355.06308),(32 358.0861),(33 356.06082),(34 357.69672),(35 355.26624),(36 354.41776),(37 353.2801),(38 357.62344),(39 358.287),(40 352.41098),(41 355.2719),(42 356.66724),(43 352.5171),(44 354.8624),(45 356.32697),(46 356.599),(47 353.96335),(48 353.39297),(49 354.13757),(50 355.93988),(51 358.0785),(52 357.72852),(53 355.1292),(54 355.78802),(55 358.32056),(56 359.7727),(57 361.4966),(58 357.32706),(59 354.4757),(60 356.56616),(61 352.47385),(62 350.84247),(63 347.3563),(64 348.81757),(65 350.0071),(66 349.96814),(67 350.745),(68 355.37),(69 353.40482),(70 355.9552),(71 353.143),(72 350.6264),(73 350.7571),(74 351.65683),(75 348.21466),(76 342.58447),(77 338.2511),(78 336.7388),(79 336.4193),
(1 192.05266),(2 239.5134),(3 262.03235),(4 277.76797),(5 287.89557),(6 293.47745),(7 300.46008),(8 311.52042),(9 318.89966),(10 322.6669),(11 322.3323),(12 326.56097),(13 326.86163),(14 333.78156),(15 331.63644),(16 334.16183),(17 335.94034),(18 338.5904),(19 341.54623),(20 340.91495),(21 340.32654),(22 339.82495),(23 343.44577),(24 346.9407),(25 348.26727),(26 351.67148),(27 351.8295),(28 355.1683),(29 351.83658),(30 348.5366),(31 343.16672),(32 344.73935),(33 346.7963),(34 345.2547),(35 339.74832),(36 341.79324),(37 336.36942),(38 347.28778),(39 347.07944),(40 340.0709),(41 341.20724),(42 343.1542),(43 342.3203),(44 342.22623),(45 342.7069),(46 343.58133),(47 340.29855),(48 339.5088),(49 338.62906),(50 340.89368),(51 344.8346),(52 344.41785),(53 339.65878),(54 343.10275),(55 343.37274),(56 344.11545),(57 350.629),(58 343.418),(59 341.59958),(60 345.40402),(61 344.35046),(62 350.57526),(63 346.9361),(64 347.59464),(65 349.70718),(66 348.68155),(67 348.98758),(68 345.94696),(69 351.0848),(70 352.6894),(71 351.4271),(72 349.72784),(73 346.9768),(74 346.77606),(75 341.53162),(76 338.42993),(77 335.14252),(78 333.8876),(79 331.01678),
(1 187.75221),(2 233.46904),(3 256.7232),(4 275.37912),(5 283.98416),(6 288.16345),(7 293.05228),(8 302.76257),(9 307.39664),(10 307.80908),(11 314.5377),(12 313.64667),(13 318.79245),(14 320.01215),(15 322.63843),(16 319.4598),(17 322.90103),(18 327.9905),(19 331.61194),(20 331.67963),(21 331.57983),(22 332.58804),(23 328.77536),(24 330.9741),(25 329.9575),(26 335.21326),(27 335.1184),(28 334.63718),(29 337.25702),(30 337.32663),(31 334.87512),(32 334.28638),(33 334.75897),(34 334.24615),(35 332.38715),(36 329.23138),(37 332.02966),(38 336.58182),(39 336.41803),(40 334.01404),(41 333.1009),(42 334.16544),(43 333.16364),(44 332.86676),(45 333.8478),(46 332.6155),(47 329.6298),(48 332.35657),(49 331.09134),(50 332.19763),(51 328.92783),(52 331.15833),(53 330.64594),(54 328.7448),(55 331.44547),(56 333.7653),(57 338.07193),(58 336.5244),(59 335.85648),(60 335.26395),(61 334.83948),(62 338.87958),(63 335.83487),(64 340.8062),(65 336.82532),(66 334.60355),(67 334.21033),(68 337.03094),(69 336.11548),(70 340.77335),(71 336.9524),(72 337.96576),(73 339.97278),(74 337.88266),(75 332.70334),(76 331.3423),(77 331.45404),(78 329.0447),(79 325.9607),
(1 187.55403),(2 236.86696),(3 257.60675),(4 269.5761),(5 280.20847),(6 285.352),(7 289.86285),(8 296.01556),(9 302.42642),(10 308.00262),(11 310.1755),(12 310.26355),(13 315.0958),(14 318.92572),(15 321.54605),(16 321.247),(17 325.51096),(18 329.61255),(19 329.17664),(20 328.09366),(21 328.60046),(22 332.60788),(23 333.41025),(24 333.19),(25 332.81754),(26 335.7762),(27 337.62372),(28 336.59738),(29 334.5652),(30 336.45694),(31 337.57675),(32 340.50336),(33 338.01746),(34 342.21402),(35 337.32373),(36 339.1),(37 334.6976),(38 341.96936),(39 340.33347),(40 337.34653),(41 338.70862),(42 340.05093),(43 337.88312),(44 338.34616),(45 336.77722),(46 335.08582),(47 332.5273),(48 336.09857),(49 339.3866),(50 340.02115),(51 337.34564),(52 336.80856),(53 334.50253),(54 336.1963),(55 336.385),(56 340.1817),(57 342.05136),(58 337.85303),(59 335.5385),(60 334.58112),(61 332.50766),(62 338.76273),(63 335.6111),(64 339.34012),(65 340.75766),(66 338.90317),(67 334.18103),(68 337.2458),(69 339.72784),(70 341.01816),(71 336.1773),(72 334.8962),(73 335.2305),(74 335.28525),(75 332.6084),(76 326.21384),(77 324.4499),(78 321.74493),(79 320.564),
(1 186.00665),(2 229.41896),(3 253.87958),(4 263.17075),(5 271.67892),(6 282.68762),(7 289.9593),(8 296.9312),(9 304.44534),(10 305.1634),(11 310.0118),(12 309.7572),(13 311.67496),(14 312.705),(15 316.02826),(16 316.33987),(17 318.67468),(18 322.9575),(19 323.4154),(20 328.46133),(21 325.5508),(22 328.17926),(23 329.32785),(24 326.7722),(25 325.51324),(26 328.73645),(27 328.14603),(28 327.30948),(29 329.62823),(30 328.61557),(31 328.32135),(32 326.63315),(33 326.9024),(34 328.76727),(35 325.91464),(36 332.51218),(37 329.51596),(38 333.67706),(39 330.81143),(40 330.31375),(41 330.32574),(42 334.1537),(43 333.77255),(44 336.58514),(45 331.99252),(46 329.92664),(47 330.25073),(48 331.62628),(49 332.5922),(50 329.72183),(51 323.9914),(52 327.11703),(53 331.02176),(54 330.80228),(55 329.88638),(56 333.0839),(57 332.8303),(58 333.34262),(59 332.3129),(60 333.491),(61 329.8989),(62 336.8505),(63 334.54248),(64 337.89798),(65 331.4144),(66 332.17783),(67 330.5194),(68 333.5268),(69 334.6346),(70 336.1506),(71 330.13687),(72 329.86078),(73 330.6816),(74 332.79434),(75 334.79373),(76 333.55237),(77 331.3353),(78 323.9031),(79 320.9073),
(1 181.29332),(2 225.16812),(3 244.63675),(4 261.26157),(5 269.95554),(6 275.98273),(7 286.2889),(8 292.25116),(9 295.89188),(10 296.18878),(11 298.69894),(12 299.43314),(13 307.03934),(14 309.96976),(15 310.69632),(16 314.2693),(17 314.90466),(18 314.40146),(19 318.9414),(20 318.85458),(21 318.57288),(22 319.39328),(23 318.49826),(24 318.19864),(25 319.3265),(26 320.5333),(27 322.99524),(28 322.07065),(29 318.6427),(30 318.65213),(31 319.65976),(32 320.9585),(33 320.88095),(34 322.07718),(35 316.50735),(36 321.51834),(37 320.4696),(38 324.33054),(39 321.95242),(40 318.6761),(41 316.89066),(42 318.9796),(43 318.09167),(44 316.42532),(45 318.28156),(46 321.5554),(47 314.50995),(48 313.7024),(49 313.32718),(50 314.61646),(51 313.73788),(52 316.5444),(53 315.0933),(54 314.3864),(55 316.9929),(56 321.48703),(57 326.23264),(58 324.162),(59 319.15143),(60 322.74454),(61 320.07513),(62 320.69385),(63 319.02438),(64 323.37607),(65 321.40668),(66 322.07263),(67 318.73193),(68 319.15445),(69 321.06134),(70 321.43185),(71 316.4376),(72 317.52997),(73 317.34442),(74 321.6016),(75 320.9448),(76 318.53595),(77 317.86066),(78 311.69888),(79 307.27545),
(1 180.03053),(2 221.89622),(3 242.72942),(4 260.2241),(5 268.9542),(6 277.1576),(7 281.9067),(8 285.75604),(9 292.01892),(10 291.85977),(11 292.58698),(12 295.3586),(13 302.7682),(14 304.90366),(15 306.1),(16 308.40518),(17 315.0331),(18 314.71408),(19 317.06247),(20 315.17377),(21 315.56915),(22 318.92532),(23 317.85455),(24 314.53223),(25 310.86307),(26 314.2783),(27 312.1879),(28 314.80524),(29 317.112),(30 317.27725),(31 317.97742),(32 317.52945),(33 318.5028),(34 318.57104),(35 313.39716),(36 314.76395),(37 313.69943),(38 318.93674),(39 321.00635),(40 321.19504),(41 319.57565),(42 322.8553),(43 317.57623),(44 320.12686),(45 318.48535),(46 321.1887),(47 320.0737),(48 318.65845),(49 319.61163),(50 322.49545),(51 323.87744),(52 323.37955),(53 319.75195),(54 322.4129),(55 322.08224),(56 323.34915),(57 324.01788),(58 323.12888),(59 316.50812),(60 318.8045),(61 314.7391),(62 318.55573),(63 317.5751),(64 319.43088),(65 317.14932),(66 319.89777),(67 318.22836),(68 324.23486),(69 324.631),(70 326.5435),(71 323.34372),(72 321.27087),(73 320.9517),(74 323.74475),(75 323.77524),(76 320.7407),(77 315.04904),(78 311.0022),(79 309.0741),
(1 180.94691),(2 222.63538),(3 245.98576),(4 259.50226),(5 265.85306),(6 274.71356),(7 275.78476),(8 283.84903),(9 286.2319),(10 287.08868),(11 288.45786),(12 290.9582),(13 292.39163),(14 299.177),(15 298.6371),(16 297.90234),(17 303.75974),(18 308.5069),(19 304.8103),(20 307.59158),(21 308.5451),(22 310.71466),(23 309.40042),(24 310.63055),(25 307.396),(26 308.39136),(27 309.6113),(28 309.8223),(29 309.66867),(30 314.05173),(31 310.93387),(32 310.61307),(33 310.86346),(34 309.6706),(35 308.39557),(36 309.22382),(37 306.3892),(38 310.71396),(39 313.24994),(40 310.2467),(41 311.64893),(42 310.7646),(43 309.36835),(44 312.69806),(45 313.94244),(46 312.39673),(47 310.86847),(48 309.57925),(49 309.97),(50 313.42203),(51 313.28806),(52 312.80734),(53 308.9421),(54 311.08395),(55 311.2113),(56 320.12717),(57 322.31827),(58 318.25388),(59 317.02628),(60 316.64713),(61 315.19046),(62 319.7136),(63 319.32938),(64 321.45218),(65 317.9308),(66 318.75568),(67 318.94806),(68 318.13937),(69 322.6249),(70 324.6244),(71 317.93433),(72 322.2429),(73 318.93622),(74 316.7592),(75 318.54935),(76 315.74313),(77 314.2637),(78 308.9469),(79 307.5115),
(1 176.22668),(2 215.8504),(3 235.79683),(4 247.07802),(5 256.47495),(6 265.73663),(7 266.1448),(8 272.37122),(9 276.82272),(10 279.93924),(11 282.3258),(12 282.33182),(13 285.77844),(14 291.41077),(15 294.09277),(16 295.58945),(17 295.66794),(18 301.54507),(19 302.83383),(20 302.78104),(21 302.72104),(22 303.23074),(23 306.23212),(24 300.9929),(25 300.73483),(26 300.5834),(27 306.0869),(28 304.43777),(29 304.75598),(30 303.95667),(31 302.16263),(32 304.12726),(33 305.5541),(34 304.57968),(35 304.354),(36 305.90228),(37 303.4224),(38 305.68478),(39 307.7748),(40 303.85544),(41 303.22256),(42 305.03354),(43 305.41537),(44 308.03525),(45 305.70062),(46 306.96808),(47 303.41855),(48 303.27203),(49 307.7189),(50 309.60782),(51 306.0774),(52 309.60052),(53 307.7603),(54 308.50674),(55 308.1008),(56 308.8954),(57 310.25018),(58 307.56714),(59 306.2739),(60 304.27618),(61 303.31537),(62 305.19644),(63 302.69415),(64 303.62576),(65 306.0812),(66 305.03348),(67 306.05463),(68 304.6553),(69 309.10074),(70 308.84787),(71 306.5094),(72 306.63446),(73 303.10364),(74 308.90775),(75 302.9631),(76 302.0235),(77 300.1698),(78 293.97775),(79 291.8931),
(1 173.64621),(2 215.96956),(3 236.03781),(4 248.35258),(5 258.85),(6 262.824),(7 265.3214),(8 270.01816),(9 276.08582),(10 281.39407),(11 281.16284),(12 286.01077),(13 286.0011),(14 287.70404),(15 289.73245),(16 291.30646),(17 292.82855),(18 295.13858),(19 298.1843),(20 298.8958),(21 299.97458),(22 301.40445),(23 299.6043),(24 299.33435),(25 300.07358),(26 302.23206),(27 303.43652),(28 300.57596),(29 303.37457),(30 302.09833),(31 301.57974),(32 304.15955),(33 307.5782),(34 303.825),(35 303.5981),(36 303.51077),(37 304.21255),(38 311.51132),(39 313.98788),(40 309.84836),(41 312.0269),(42 312.45758),(43 313.0725),(44 309.24017),(45 310.1811),(46 308.5135),(47 307.8386),(48 312.6092),(49 305.68863),(50 311.24582),(51 306.32922),(52 307.63184),(53 307.8313),(54 306.77237),(55 310.10336),(56 310.45956),(57 308.10852),(58 304.99896),(59 305.24817),(60 303.3116),(61 304.84787),(62 308.32065),(63 307.03317),(64 307.4889),(65 307.26245),(66 309.9846),(67 310.27368),(68 310.58575),(69 311.32883),(70 312.51688),(71 308.19873),(72 307.9684),(73 306.8919),(74 309.6683),(75 307.35193),(76 306.8961),(77 302.93332),(78 297.7896),(79 295.4464),
(1 170.87381),(2 207.40373),(3 227.78828),(4 240.98494),(5 250.6138),(6 256.76892),(7 263.75323),(8 267.7898),(9 276.56436),(10 274.661),(11 278.82455),(12 278.03378),(13 278.6304),(14 284.184),(15 284.19263),(16 286.51605),(17 291.8553),(18 295.15103),(19 296.52466),(20 296.8731),(21 295.70328),(22 295.24014),(23 297.2852),(24 297.48572),(25 298.25696),(26 299.46292),(27 298.38922),(28 297.5068),(29 298.84393),(30 300.08307),(31 299.78174),(32 302.66824),(33 301.79733),(34 301.90417),(35 302.1828),(36 302.44534),(37 301.48083),(38 305.3423),(39 304.7827),(40 302.61447),(41 301.73615),(42 303.25928),(43 301.9506),(44 301.47873),(45 301.0602),(46 301.77893),(47 298.61646),(48 298.32962),(49 294.0355),(50 296.62958),(51 299.6397),(52 298.6051),(53 299.74344),(54 300.36258),(55 301.72794),(56 299.48547),(57 300.00232),(58 298.58997),(59 299.55807),(60 298.15247),(61 294.72995),(62 299.33084),(63 299.65204),(64 299.7201),(65 298.6704),(66 297.46072),(67 297.6519),(68 298.0375),(69 299.46844),(70 298.97302),(71 299.8231),(72 296.5305),(73 299.4987),(74 298.01932),(75 295.94467),(76 295.6509),(77 292.31815),(78 288.68106),(79 288.03424),
(1 170.9383),(2 209.48067),(3 229.72882),(4 242.2366),(5 251.92203),(6 256.9056),(7 262.56985),(8 267.56845),(9 273.20355),(10 274.66388),(11 276.96045),(12 279.23798),(13 283.01187),(14 285.94608),(15 285.53732),(16 286.62457),(17 290.03488),(18 292.977),(19 291.72876),(20 292.37814),(21 291.30222),(22 289.90076),(23 291.43558),(24 290.4648),(25 292.14597),(26 291.9559),(27 290.6826),(28 293.07294),(29 295.55243),(30 297.3476),(31 296.57278),(32 292.29926),(33 297.94006),(34 295.81573),(35 295.4835),(36 294.0118),(37 294.76395),(38 300.8886),(39 296.42786),(40 298.65884),(41 295.71066),(42 298.51227),(43 297.2976),(44 296.31293),(45 298.60062),(46 297.63626),(47 298.2944),(48 297.69296),(49 297.48605),(50 297.9839),(51 298.53464),(52 300.33322),(53 303.99557),(54 298.67026),(55 300.201),(56 301.78616),(57 302.01727),(58 297.1995),(59 298.10815),(60 298.67874),(61 294.98764),(62 300.24985),(63 301.09412),(64 298.02725),(65 301.5575),(66 300.2926),(67 297.5666),(68 296.01752),(69 300.8552),(70 302.1538),(71 304.70078),(72 303.3721),(73 300.7858),(74 302.92593),(75 298.62762),(76 297.32806),(77 296.20718),(78 291.19373),(79 287.2059),
(1 166.9004),(2 203.8798),(3 220.52902),(4 230.39696),(5 240.07625),(6 249.66208),(7 252.629),(8 258.50726),(9 261.94946),(10 264.21786),(11 265.5701),(12 267.86148),(13 273.95142),(14 278.5677),(15 275.5549),(16 273.85126),(17 277.4954),(18 280.85077),(19 285.20905),(20 286.5505),(21 283.3707),(22 287.1747),(23 286.82748),(24 287.16412),(25 285.07053),(26 288.84085),(27 288.39832),(28 291.64874),(29 289.76022),(30 291.49606),(31 291.32166),(32 293.00055),(33 291.9136),(34 290.35892),(35 290.37643),(36 291.35806),(37 287.75888),(38 292.8012),(39 292.11835),(40 287.81885),(41 287.85223),(42 291.9869),(43 292.00266),(44 289.7273),(45 289.65112),(46 293.971),(47 291.65472),(48 293.8912),(49 289.94727),(50 292.68518),(51 293.64084),(52 293.1917),(53 292.25516),(54 290.2137),(55 294.5722),(56 293.89026),(57 294.20938),(58 294.0684),(59 293.3032),(60 293.47696),(61 291.10806),(62 295.96844),(63 292.38705),(64 290.83698),(65 290.37494),(66 292.49677),(67 291.7558),(68 288.70523),(69 289.14554),(70 289.6454),(71 290.58643),(72 291.5381),(73 291.03247),(74 290.89008),(75 286.06387),(76 285.68143),(77 286.6707),(78 284.2559),(79 278.36996),
