1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 73473.38),(2 289803.84),(3 669959.2),(4 1229411.8),(5 1964020.6),(6 2838171.3),(7 3787889.3),(8 4849382.5),(9 6032494.5),(10 7379048),(11 8876078),(12 10447477),(13 12083709),(14 13783003),(15 15377909),(16 16988098),(17 18698138),(18 20519200),(19 22284266),(20 24043642),(21 25895354),(22 27707274),(23 29448502),(24 31089326),(25 32633494),(26 34081188),(27 35456636),(28 36693516),(29 37841950),(30 38832416),(31 39641350),(32 40320924),(33 40845330),(34 41355696),(35 41785390),(36 42272420),(37 42856452),(38 43390932),(39 43814836),(40 44248004),(41 44713390),(42 45103630),(43 45350940),(44 45508228),(45 45701456),(46 45966110),(47 46259372),(48 46594030),(49 47105644),(50 47602270),(51 48265004),(52 49072596),(53 50059536),(54 51140640),(55 52226196),(56 53345068),(57 54430108),(58 55430416),(59 56364816),(60 57213570),(61 58217108),(62 59326976),(63 60378380),(64 61546496),(65 62897570),(66 64381396),(67 66058450),(68 67870860),(69 69809270),(70 71836104),(71 73975224),(72 76080630),(73 78084760),(74 79912250),(75 81638870),(76 83428490),(77 85209110),(78 87078770),(79 89007530),
(1 24364.492),(2 72423.36),(3 120568.516),(4 161304.06),(5 192804.13),(6 218071.27),(7 237160.67),(8 251944.45),(9 263666.22),(10 272782.3),(11 279742.38),(12 287119.1),(13 293216.75),(14 298653.2),(15 305405.56),(16 312225.9),(17 318080.66),(18 322909.53),(19 325051.38),(20 323105.78),(21 318199.38),(22 313790.66),(23 311315.34),(24 310603.78),(25 310601.7),(26 315199.63),(27 322160.22),(28 328725.5),(29 331925.6),(30 335031.44),(31 338177.25),(32 342966.13),(33 345665.03),(34 346208.75),(35 345689.06),(36 343132.28),(37 341781.1),(38 341961.8),(39 341439.97),(40 343411.78),(41 347012.13),(42 349812.06),(43 352510.75),(44 357136.94),(45 359918.47),(46 366149.25),(47 375510.28),(48 383814.3),(49 387874.75),(50 388912.9),(51 390293.97),(52 392178.9),(53 393473.84),(54 393068.1),(55 391180.13),(56 390074.8),(57 390762.25),(58 391356.4),(59 394523.8),(60 398808.38),(61 403294.03),(62 405867.5),(63 409939.78),(64 415371.72),(65 421243.5),(66 423794.25),(67 424930.56),(68 424785.06),(69 425098.06),(70 428484),(71 431625.38),(72 432548.56),(73 434229.7),(74 437374.72),(75 439323.2),(76 439727.72),(77 437062.66),(78 432627.13),(79 426715.4),
(1 26014.473),(2 78383.516),(3 131418.16),(4 177473.06),(5 213889.33),(6 241634.36),(7 262140.13),(8 274892.6),(9 283350.7),(10 290472.88),(11 300129.47),(12 309198.66),(13 318023.56),(14 322733.28),(15 325726.88),(16 326522.22),(17 325415.03),(18 325837.9),(19 324602.88),(20 323670.6),(21 320738.3),(22 318939.13),(23 319144.7),(24 319525.38),(25 319931.56),(26 322256.3),(27 325956.06),(28 327468.53),(29 329067.3),(30 334458.44),(31 340630.97),(32 346502.94),(33 350860.25),(34 354896.38),(35 357565.7),(36 359485.16),(37 362464.56),(38 364781.34),(39 366417.34),(40 367842.75),(41 367901.38),(42 365830.25),(43 362387.75),(44 358915.13),(45 358474.38),(46 359125.28),(47 359488.22),(48 362768.44),(49 367294.84),(50 371964.56),(51 376116.7),(52 377515),(53 377445.5),(54 373899.8),(55 369377.7),(56 367597.22),(57 368415.44),(58 371153.8),(59 373157.7),(60 376100.44),(61 381762.44),(62 385535.1),(63 388130.03),(64 392449.6),(65 395137.06),(66 397255.75),(67 400623.63),(68 407410.16),(69 411552.38),(70 416042.63),(71 419673.97),(72 424546.16),(73 429657.5),(74 434814.44),(75 438778.53),(76 441625.22),(77 440829.75),(78 436836.47),(79 432207.88),
(1 25354.535),(2 74994.11),(3 125522.48),(4 169220.88),(5 202501.4),(6 227471.8),(7 245930.27),(8 260653.52),(9 272130.2),(10 282054.3),(11 291171.44),(12 296775.25),(13 301737.25),(14 302029.97),(15 301456.38),(16 298767.34),(17 295205.63),(18 292513.34),(19 293580.3),(20 297428.97),(21 301111.9),(22 301776.25),(23 303921.3),(24 307338.13),(25 309294.44),(26 308530.78),(27 306477.97),(28 305156.75),(29 306394.66),(30 311856.7),(31 320367.8),(32 331373),(33 340225.16),(34 348087.25),(35 353200.7),(36 357959.13),(37 362526.2),(38 365720.1),(39 368780.4),(40 369768.7),(41 370800.2),(42 371426.6),(43 371362.2),(44 369719.78),(45 370435.53),(46 373299.25),(47 376956.2),(48 382146.8),(49 386067.13),(50 387804.44),(51 386854.13),(52 385911.78),(53 382282.9),(54 377978.7),(55 373611.56),(56 370845.8),(57 371699.66),(58 372822.97),(59 375993.22),(60 380011.66),(61 383530.7),(62 387039.03),(63 393700.7),(64 400249.8),(65 404146.44),(66 407542.2),(67 410357.75),(68 412806.25),(69 411013.53),(70 411277.44),(71 411506.1),(72 411603.56),(73 410545.3),(74 410142.8),(75 410217.8),(76 410764.34),(77 414424.88),(78 414562.8),(79 411560.03),
(1 24767.188),(2 73374.484),(3 121493.52),(4 159589.92),(5 189854.77),(6 213947.23),(7 236101.98),(8 256511.47),(9 271535.3),(10 279405.78),(11 283438.03),(12 286118.4),(13 289941.06),(14 292215.63),(15 289322.7),(16 284351.84),(17 283040.72),(18 285701.06),(19 290063.13),(20 293973.5),(21 294336.8),(22 292907),(23 293892.34),(24 296585.03),(25 297540.88),(26 295599.3),(27 292481.44),(28 291964.25),(29 294175.53),(30 295659.78),(31 297827.13),(32 300787.75),(33 303163.2),(34 305576.38),(35 308492.13),(36 312389.13),(37 317170.4),(38 318771.97),(39 319554.1),(40 320372.1),(41 319756.1),(42 317133.72),(43 316936.47),(44 321020.28),(45 326427),(46 330001.3),(47 331697.6),(48 331569.75),(49 330191.9),(50 330818.22),(51 331524.63),(52 333750.03),(53 335321.97),(54 336106.2),(55 338573.47),(56 340982.84),(57 342114.6),(58 341540.16),(59 339538.22),(60 339517.44),(61 343120.88),(62 347244.72),(63 352245.3),(64 354649.6),(65 355900.97),(66 358678.03),(67 362629.3),(68 364930.03),(69 363462.4),(70 362490.03),(71 361125.47),(72 361907.66),(73 362660.13),(74 363855.3),(75 365603.84),(76 368522.63),(77 369294.9),(78 366485.38),(79 363369.38),
(1 24563.822),(2 73881.05),(3 122693.98),(4 162990.64),(5 193744.6),(6 217990.97),(7 236551.95),(8 250601.19),(9 261384.08),(10 268378.34),(11 275385.97),(12 283036.34),(13 291237.3),(14 297578.25),(15 300280.28),(16 300916.25),(17 301087.4),(18 299448.25),(19 297910.9),(20 294319.9),(21 290483.06),(22 286981.75),(23 285300.63),(24 287267.84),(25 289902.1),(26 290912.28),(27 290385.2),(28 289931.53),(29 291574.56),(30 293535.25),(31 297184.4),(32 299192.3),(33 300408.47),(34 298945.75),(35 297775.9),(36 295837.97),(37 295833.25),(38 297439.97),(39 301752.44),(40 304865.28),(41 304839.72),(42 302995.9),(43 302665.63),(44 305509.28),(45 310364.5),(46 317909.72),(47 324558.84),(48 327512.94),(49 329939.7),(50 332946.94),(51 336219.56),(52 337451.53),(53 337348.13),(54 335707.16),(55 335712.63),(56 338212.94),(57 339007.25),(58 337878.06),(59 336492.7),(60 336128.1),(61 339261.6),(62 344282.22),(63 350288.5),(64 354420.13),(65 356084.3),(66 357383.22),(67 358847.7),(68 358445.47),(69 356742.13),(70 353762.53),(71 350501.8),(72 349655.88),(73 350541.34),(74 350151),(75 347844),(76 346279.38),(77 345071.06),(78 346219.4),(79 346631.72),
(1 24920.139),(2 74706.96),(3 124278.125),(4 164799.94),(5 196381.81),(6 220473.89),(7 237094.06),(8 248192.11),(9 255538.13),(10 260126.81),(11 264693.1),(12 266653),(13 267916.44),(14 269936.22),(15 273978.75),(16 277794.97),(17 279755.22),(18 279555.6),(19 279930.47),(20 279942.3),(21 281948.03),(22 283550.1),(23 285635.75),(24 288536.63),(25 289197.16),(26 287486.25),(27 286675.2),(28 289233.78),(29 293768.38),(30 295628.38),(31 297196.88),(32 298685.38),(33 300537.78),(34 304107.78),(35 306989.38),(36 307660.38),(37 306908.84),(38 308084.1),(39 311194.5),(40 311906.78),(41 312124.3),(42 312115.44),(43 315166.1),(44 321377.78),(45 328305.53),(46 333920.3),(47 338522.56),(48 341585.72),(49 343696.4),(50 345270.9),(51 348084.3),(52 349870.25),(53 349847.2),(54 349259.03),(55 349851.1),(56 351852.4),(57 354631.9),(58 355194.3),(59 354127.7),(60 352794.97),(61 351345.63),(62 350173.2),(63 350668.97),(64 348800.53),(65 343782.13),(66 340531.1),(67 342488.28),(68 344918.97),(69 343312.53),(70 341673.38),(71 341116.44),(72 341817.53),(73 343530.84),(74 345751.78),(75 346513.7),(76 345353.3),(77 343038.63),(78 340711.7),(79 338932.47),
(1 24740.313),(2 72751.164),(3 117090.28),(4 150818.28),(5 174236.61),(6 190203.47),(7 202927.72),(8 214854.95),(9 225385.45),(10 235391.42),(11 245637.58),(12 254922.75),(13 259806.95),(14 264021.28),(15 266409.72),(16 268164.5),(17 267238.94),(18 266800.44),(19 268327),(20 272870.34),(21 279030.06),(22 283279.44),(23 284741.47),(24 283848.9),(25 282832.78),(26 280616.03),(27 279060.13),(28 279455.53),(29 279082.88),(30 277634.94),(31 275458.78),(32 271601.94),(33 268920.22),(34 269986.72),(35 272106.47),(36 273099.84),(37 272257),(38 271048.66),(39 270243.2),(40 269199.22),(41 270456.84),(42 272169.13),(43 273769.84),(44 279494.2),(45 286886.25),(46 290179.72),(47 290552.78),(48 291222.94),(49 293678.88),(50 295870.84),(51 299365.03),(52 302970.66),(53 307398.5),(54 310513.3),(55 310576.28),(56 309992.66),(57 309471.3),(58 310805.47),(59 315030.44),(60 320359),(61 323153),(62 321540.44),(63 319703.4),(64 319075.5),(65 320484.44),(66 322017.97),(67 324375.16),(68 326021.63),(69 326713.63),(70 325438.72),(71 323608.3),(72 322004.5),(73 323990.63),(74 326406.2),(75 329127.03),(76 328225.22),(77 323867.78),(78 320296.97),(79 317927),
(1 23249.268),(2 68784.79),(3 111201.82),(4 143901.4),(5 167105.11),(6 183641.05),(7 196044.89),(8 205902.45),(9 214343.4),(10 226063.69),(11 236884.66),(12 244139.72),(13 246502),(14 246977.34),(15 246846.98),(16 248517.78),(17 251292.72),(18 252509.83),(19 254212.28),(20 257330.95),(21 259836.72),(22 260422.72),(23 260955.55),(24 262560.5),(25 263929.88),(26 259965.48),(27 254144.3),(28 249680.39),(29 246879.69),(30 247138.77),(31 249172.8),(32 253438.14),(33 258439.36),(34 265148.28),(35 271587.72),(36 276544.7),(37 279095.47),(38 278447.56),(39 274881.16),(40 271169.7),(41 270445.66),(42 269437.22),(43 268192.47),(44 269555.88),(45 273322.03),(46 275141.3),(47 278237),(48 282500.16),(49 286450),(50 289058.72),(51 290012.1),(52 290756.72),(53 291662.1),(54 291538.4),(55 291304.75),(56 290369.9),(57 290646.63),(58 292179.22),(59 295699.16),(60 299688.84),(61 301222.56),(62 302047.97),(63 301892.44),(64 298225.03),(65 295080.1),(66 291995.13),(67 290750.22),(68 291601.66),(69 294128.84),(70 297670.53),(71 303258.25),(72 305125.8),(73 305351.28),(74 305719.25),(75 307842.94),(76 309606.2),(77 305987.1),(78 302170.4),(79 301456.47),
(1 21725.234),(2 62134.727),(3 100276.99),(4 130069.67),(5 152658.7),(6 170739.64),(7 183681.03),(8 191532.94),(9 197047.36),(10 203742.73),(11 210915.89),(12 216969.75),(13 219200.8),(14 220798.63),(15 225021.2),(16 228009.02),(17 229632.1),(18 229897.44),(19 231491.89),(20 233905.3),(21 238013.52),(22 242577.34),(23 245461.52),(24 246783.45),(25 247563.55),(26 245631.66),(27 243085.94),(28 241510.44),(29 242731.08),(30 243956.55),(31 244102.45),(32 242833.22),(33 243593.38),(34 247386.13),(35 252932.44),(36 259273.73),(37 263326.97),(38 266054.25),(39 265402.6),(40 261720.44),(41 259321.22),(42 259435.75),(43 259166.08),(44 259965.63),(45 262477.94),(46 266049.38),(47 268763.22),(48 271304.5),(49 272296.25),(50 269979.2),(51 264808.84),(52 262318.63),(53 264570.1),(54 269091.06),(55 273059.28),(56 273566.75),(57 272080.84),(58 271271.78),(59 272047.88),(60 271452),(61 273570.44),(62 276706.5),(63 279088.44),(64 279020.16),(65 276678.22),(66 273759.1),(67 272454.75),(68 271927.4),(69 273217.25),(70 276690.84),(71 282343.4),(72 286518.34),(73 288193.56),(74 286912.5),(75 284032.44),(76 280598.22),(77 274994.13),(78 274073.75),(79 274776.97),
(1 22847.326),(2 65708.68),(3 104008.96),(4 131063.91),(5 149535.31),(6 163909.6),(7 175557.44),(8 184638.9),(9 192169.77),(10 199532.73),(11 205070.31),(12 209986.53),(13 212490.08),(14 216412.06),(15 220082.56),(16 221440.22),(17 222730.53),(18 225891.52),(19 229884.14),(20 232919.13),(21 235173.3),(22 237239.67),(23 239219.36),(24 240974.66),(25 243111.44),(26 243998.31),(27 243997.88),(28 245002.14),(29 245048.03),(30 243431.22),(31 242378.48),(32 243495.89),(33 247128.19),(34 252010.97),(35 256029.6),(36 261436.97),(37 267077.84),(38 271036.34),(39 271778.47),(40 269087.2),(41 268146.75),(42 270262.03),(43 272186.16),(44 274901.5),(45 277027.2),(46 277357.63),(47 276416.88),(48 275211.84),(49 271711.06),(50 266065.63),(51 262733),(52 260908.95),(53 261116.11),(54 261169.33),(55 262123.44),(56 263653.56),(57 265146.63),(58 265903.28),(59 265536.5),(60 262417.94),(61 261764.25),(62 260693.47),(63 261937.19),(64 263111.75),(65 262506.34),(66 261746.11),(67 260328.63),(68 261294.72),(69 262172.6),(70 263542.34),(71 267813.28),(72 272316.78),(73 275496.84),(74 276202.38),(75 276650.8),(76 275254.75),(77 275960.13),(78 277784),(79 278844.47),
(1 21735.352),(2 62357.72),(3 97423.29),(4 123126.11),(5 143148.25),(6 160890.6),(7 173375.16),(8 182252.1),(9 188213.2),(10 193016.6),(11 197909.78),(12 203763.47),(13 208912.55),(14 212633.83),(15 217563.36),(16 222078.5),(17 225621.98),(18 227631.28),(19 227770.5),(20 228043.39),(21 228774.22),(22 230051.02),(23 232041.5),(24 232985.9),(25 233176.08),(26 232089.36),(27 230286.23),(28 228643.77),(29 228370.08),(30 229831.69),(31 234016.66),(32 240901.92),(33 247446.5),(34 251275.27),(35 253406.97),(36 255223.13),(37 257442),(38 260011.13),(39 261991.66),(40 262565.7),(41 263534.88),(42 264834.4),(43 267408.06),(44 268780.75),(45 268362.63),(46 266907.25),(47 265324.94),(48 263370.8),(49 261549.4),(50 258107.53),(51 255148.1),(52 252390.88),(53 249416.5),(54 245905.27),(55 242540.25),(56 241951.13),(57 244654.36),(58 248511.25),(59 252024.05),(60 252721.9),(61 253479.61),(62 254966.55),(63 259246.1),(64 261497.25),(65 260449.83),(66 260262.2),(67 262528.53),(68 265523.1),(69 267276.75),(70 266195.56),(71 265310.53),(72 263789.78),(73 261381.58),(74 260466.02),(75 261225.06),(76 259796.66),(77 259990.2),(78 261305.25),(79 263084.8),
(1 22465.527),(2 64497.305),(3 99675.96),(4 124693.77),(5 141842.86),(6 155928.77),(7 166435.08),(8 173748.28),(9 176892),(10 180577.36),(11 185415.55),(12 191424.17),(13 195488.73),(14 198047.97),(15 199966.39),(16 200233.97),(17 201701.88),(18 204852.25),(19 208355.61),(20 213456.77),(21 218627.22),(22 222741.44),(23 226126.08),(24 228629.28),(25 228511.14),(26 228336.34),(27 227151.5),(28 226270.73),(29 227463.88),(30 230166.64),(31 233119.38),(32 233727.98),(33 234308.98),(34 235212.08),(35 237424.9),(36 240334.31),(37 242341.06),(38 244267.08),(39 247583.89),(40 249671.52),(41 250715.81),(42 250722.34),(43 250247.34),(44 249805.7),(45 248960.2),(46 248898.97),(47 250292.77),(48 250777.8),(49 251377.08),(50 252346.94),(51 252347.45),(52 251831.44),(53 250156.02),(54 248348.3),(55 248774.13),(56 250418.83),(57 254057.17),(58 257517.27),(59 259073.98),(60 258851.08),(61 259176.25),(62 259431.52),(63 260715.92),(64 263428.34),(65 265057.75),(66 265350.75),(67 264845.3),(68 263866.47),(69 263454.66),(70 263850.47),(71 264568.63),(72 263980.97),(73 264836.4),(74 267845.44),(75 271057.44),(76 273938.8),(77 275137.94),(78 274409.1),(79 274234.56),
(1 21771.096),(2 62092.74),(3 96015.6),(4 120280.63),(5 138342.45),(6 154410.31),(7 165154.11),(8 172191.56),(9 178779.48),(10 185358.77),(11 193157.48),(12 200090.47),(13 204556.2),(14 208038.03),(15 212532.17),(16 216621.14),(17 219743.94),(18 222072.19),(19 223717.7),(20 226396.72),(21 229339.9),(22 229384.33),(23 229653.72),(24 230675.4),(25 229686.1),(26 227474.05),(27 226024.17),(28 225010.73),(29 225793.84),(30 227477.02),(31 230938.34),(32 234011.47),(33 238037.88),(34 242021.48),(35 242460.56),(36 240209.42),(37 236375.55),(38 233375.77),(39 233309.16),(40 234663.6),(41 236687),(42 238451.6),(43 238739.58),(44 237981.7),(45 235995.16),(46 235294.19),(47 235597.72),(48 235940.89),(49 236093.16),(50 238104.66),(51 239982.34),(52 241193.61),(53 240702.48),(54 241721.45),(55 242651.1),(56 243419.27),(57 244131.48),(58 244339.13),(59 245856.31),(60 245720.38),(61 244423.66),(62 243904.31),(63 244444.72),(64 245461.7),(65 246538.7),(66 248680.75),(67 250389.86),(68 252264.73),(69 255503.3),(70 258055.03),(71 258879.19),(72 257992.28),(73 256945.6),(74 256670.34),(75 256762.56),(76 255892.17),(77 255125.2),(78 254561.3),(79 254528.14),
(1 20395.617),(2 57859.848),(3 91394),(4 116877.61),(5 137133.27),(6 152750.9),(7 161936.98),(8 168439.5),(9 172352.3),(10 174778.11),(11 178707.64),(12 183057.73),(13 186245.83),(14 189074.47),(15 191600.11),(16 194415.88),(17 196548.83),(18 197802.6),(19 198000.55),(20 198166.06),(21 199542.44),(22 200646.86),(23 201148.16),(24 201410.1),(25 197947.27),(26 195056.92),(27 193554.83),(28 195308.17),(29 198499.66),(30 200943.45),(31 204611.6),(32 207814.34),(33 210067.05),(34 210656.75),(35 209860.83),(36 208978.27),(37 207725.5),(38 206770.95),(39 208625.44),(40 212306.61),(41 215699.84),(42 220603.66),(43 225225.69),(44 228138.55),(45 227765.92),(46 227899.23),(47 228059.5),(48 229188.28),(49 232141.81),(50 235629.9),(51 236931.45),(52 234728.52),(53 233856.78),(54 235851.36),(55 236857.34),(56 235511.03),(57 233981.88),(58 234677.31),(59 235970.36),(60 238595.63),(61 239874.25),(62 243018.88),(63 245803.55),(64 247440.02),(65 250004.22),(66 252731.39),(67 254815.06),(68 256534.67),(69 257963.33),(70 258375.61),(71 256835.42),(72 255698.36),(73 254274.13),(74 252202.28),(75 249702.8),(76 247845.31),(77 249050.58),(78 250853.33),(79 252779.7),
(1 21073.723),(2 60316.91),(3 95674),(4 120525.96),(5 138003.7),(6 150281.64),(7 158425.48),(8 164579.11),(9 166757.31),(10 167984.28),(11 170168.42),(12 173121.9),(13 175345.69),(14 177227.05),(15 178808.67),(16 180929.44),(17 182069.52),(18 181906.52),(19 184299.73),(20 187782.53),(21 191545.48),(22 191898.05),(23 190650.95),(24 190728.53),(25 190524.95),(26 192666.23),(27 196737.81),(28 199260.34),(29 200420.58),(30 200888.03),(31 202132.03),(32 204111.75),(33 205933.03),(34 208067.84),(35 210435.2),(36 212043.77),(37 212961.63),(38 213155.36),(39 213706.28),(40 214340.25),(41 214201.66),(42 215422.92),(43 217267.33),(44 219015.39),(45 219814.83),(46 222424.27),(47 223266.66),(48 221001.06),(49 220158.98),(50 220472.36),(51 221544.02),(52 224026.8),(53 227049.05),(54 228013.28),(55 227283.19),(56 226483.88),(57 226135.69),(58 227322.31),(59 228769.45),(60 230169.16),(61 230783.75),(62 232905.06),(63 236491.3),(64 241614.23),(65 247137.75),(66 251213.83),(67 252139.95),(68 252258.3),(69 251933.36),(70 251070.84),(71 248716.64),(72 246791.6),(73 243594.61),(74 240214.05),(75 238246.77),(76 237730.42),(77 237601.05),(78 237071.81),(79 237376.67),
(1 19866.857),(2 57473.598),(3 90079.31),(4 113096.13),(5 128750.22),(6 141539.94),(7 151089.03),(8 157146.92),(9 161339.9),(10 166058.23),(11 171139.83),(12 174737.73),(13 177237.6),(14 181023.39),(15 185928.33),(16 190372.22),(17 192175.8),(18 192044.03),(19 193626.64),(20 196725.23),(21 197682.33),(22 197731.14),(23 198376.17),(24 199153.27),(25 199459.28),(26 201268.03),(27 202204.22),(28 202640.72),(29 203702.92),(30 205227.48),(31 206729.58),(32 207115.36),(33 205918.73),(34 205916.72),(35 206755.63),(36 208139.53),(37 208802.22),(38 209151.77),(39 210279.77),(40 212369.19),(41 212752.44),(42 212696.6),(43 211088.77),(44 208161.63),(45 205876.94),(46 206181.19),(47 207406.56),(48 207950.19),(49 208171.97),(50 208051),(51 207869.83),(52 208846.83),(53 209927.03),(54 210730.47),(55 212126.23),(56 214149.81),(57 215965.44),(58 219220.61),(59 219450.94),(60 218395.7),(61 217068.81),(62 215131.17),(63 214978.9),(64 216561.38),(65 218576.6),(66 218674.77),(67 218923.52),(68 220188.9),(69 220449.77),(70 222539.1),(71 224816.6),(72 224401.38),(73 224535.94),(74 225143.92),(75 224582.53),(76 225219.4),(77 226978.86),(78 228917.81),(79 230497.8),
(1 19875.3),(2 55674.855),(3 86499.96),(4 108646.45),(5 123479.06),(6 134538.94),(7 141239.45),(8 146365.98),(9 150889.08),(10 154668.95),(11 157612.17),(12 160457.2),(13 163157.38),(14 166448.7),(15 169582.3),(16 171923.3),(17 174048.36),(18 176202.63),(19 179325.64),(20 183015.44),(21 185151.53),(22 186240.53),(23 184938.33),(24 183303.56),(25 182093.05),(26 182486.61),(27 185267.78),(28 187742.78),(29 189393.84),(30 191747.6),(31 193851.95),(32 194463.61),(33 193318.23),(34 192750.06),(35 193696.8),(36 195862.48),(37 196475.63),(38 194768.78),(39 194742.64),(40 195263.39),(41 195478.02),(42 196615.84),(43 197523.98),(44 197135.27),(45 196137.31),(46 196173.22),(47 198291.94),(48 198945.06),(49 197631.25),(50 194433.36),(51 192290.78),(52 191018.77),(53 189671.6),(54 188999.45),(55 189158.17),(56 190811.1),(57 193367.06),(58 195445.89),(59 196840.92),(60 198084.33),(61 198931.83),(62 199439.58),(63 200495.5),(64 201053.55),(65 200399.34),(66 200511.95),(67 203798.03),(68 206007.47),(69 206156.1),(70 206069.22),(71 206995.02),(72 208870.17),(73 211213.48),(74 212849.47),(75 213903.58),(76 213298.64),(77 214243.55),(78 215109.72),(79 214242.98),
(1 19543.326),(2 54577.12),(3 85824.79),(4 108589.73),(5 124606.04),(6 135134.73),(7 141394.19),(8 145816.75),(9 151087.8),(10 156954.66),(11 161271.55),(12 162023.78),(13 162421.63),(14 164913.63),(15 166957.95),(16 168337.06),(17 168611.55),(18 169330),(19 172274.67),(20 175840.84),(21 177560.97),(22 177900.89),(23 176461.39),(24 175174.84),(25 175973.58),(26 177384.81),(27 179422.13),(28 179862.63),(29 179395.88),(30 179065.84),(31 179595.14),(32 181222.72),(33 182074.86),(34 183730.23),(35 186540.08),(36 190512.39),(37 194124.31),(38 196673.47),(39 199550.83),(40 202972.86),(41 203126.45),(42 201894.36),(43 200843.97),(44 199768.94),(45 198417.73),(46 200298.19),(47 203698.64),(48 203980.66),(49 200494.2),(50 196589.31),(51 196182.23),(52 196897.28),(53 195920.17),(54 193574.36),(55 193462.66),(56 193705.06),(57 192679.94),(58 191079.16),(59 191058.13),(60 191774.95),(61 192518.64),(62 193810.8),(63 193088.27),(64 191248.89),(65 191007.08),(66 193088.42),(67 194109.14),(68 194047.84),(69 193507.33),(70 193164.31),(71 194162.5),(72 196331.08),(73 196692.75),(74 195999.97),(75 195228.17),(76 194546.05),(77 196144.73),(78 198662.16),(79 199120.38),
