1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 73473.38),(2 289803.84),(3 669959.2),(4 1229411.8),(5 1964020.6),(6 2838171.3),(7 3787889.3),(8 4849382.5),(9 6032494.5),(10 7379048),(11 8876078),(12 10447477),(13 12083709),(14 13783003),(15 15377909),(16 16988098),(17 18698138),(18 20519200),(19 22284266),(20 24043642),(21 25895354),(22 27707274),(23 29448502),(24 31089326),(25 32633494),(26 34081188),(27 35456636),(28 36693516),(29 37841950),(30 38832416),(31 39641350),(32 40320924),(33 40845330),(34 41355696),(35 41785390),(36 42272420),(37 42856452),(38 43390932),(39 43814836),(40 44248004),(41 44713390),(42 45103630),(43 45350940),(44 45508228),(45 45701456),(46 45966110),(47 46259372),(48 46594030),(49 47105644),(50 47602270),(51 48265004),(52 49072596),(53 50059536),(54 51140640),(55 52226196),(56 53345068),(57 54430108),(58 55430416),(59 56364816),(60 57213570),(61 58217108),(62 59326976),(63 60378380),(64 61546496),(65 62897570),(66 64381396),(67 66058450),(68 67870860),(69 69809270),(70 71836104),(71 73975224),(72 76080630),(73 78084760),(74 79912250),(75 81638870),(76 83428490),(77 85209110),(78 87078770),(79 89007530),
(1 70994.83),(2 260974),(3 542244),(4 893889.6),(5 1291729),(6 1706679.9),(7 2107568),(8 2485140.5),(9 2842761),(10 3163772.5),(11 3447234.8),(12 3696100.8),(13 3922774.3),(14 4139510.3),(15 4351559.5),(16 4547387),(17 4740624),(18 4922610.5),(19 5099833),(20 5273788.5),(21 5448990),(22 5606435),(23 5750052),(24 5899212),(25 6053363.5),(26 6222350),(27 6397257.5),(28 6601735.5),(29 6812982.5),(30 7034579.5),(31 7270615),(32 7508453),(33 7765529.5),(34 8033150),(35 8277831),(36 8512792),(37 8733796),(38 8933974),(39 9097166),(40 9217722),(41 9312865),(42 9384662),(43 9432617),(44 9432723),(45 9432445),(46 9419571),(47 9432001),(48 9473741),(49 9554988),(50 9668135),(51 9788699),(52 9916772),(53 10064764),(54 10212984),(55 10363216),(56 10488623),(57 10602465),(58 10678627),(59 10725785),(60 10741928),(61 10757825),(62 10831453),(63 11017117),(64 11240557),(65 11472881),(66 11664060),(67 11803021),(68 11909649),(69 11993682),(70 12034152),(71 12008387),(72 11946209),(73 11852928),(74 11734443),(75 11601312),(76 11461937),(77 11335228),(78 11230767),(79 11140956),
(1 74470.445),(2 282273.22),(3 600367.7),(4 1010914.8),(5 1488105.1),(6 2002184.5),(7 2518527.3),(8 3014421),(9 3489590),(10 3919203.3),(11 4314981),(12 4694764),(13 5052906.5),(14 5402813),(15 5738278.5),(16 6037880.5),(17 6315378),(18 6572484),(19 6806806),(20 7025304),(21 7240117.5),(22 7442448.5),(23 7664357.5),(24 7900544),(25 8140062.5),(26 8401545),(27 8649361),(28 8899201),(29 9149678),(30 9403681),(31 9646675),(32 9896981),(33 10129691),(34 10338499),(35 10482910),(36 10566829),(37 10602551),(38 10606049),(39 10563606),(40 10497525),(41 10422939),(42 10354849),(43 10306289),(44 10261456),(45 10240293),(46 10243311),(47 10262619),(48 10308347),(49 10365366),(50 10417455),(51 10470013),(52 10522896),(53 10569659),(54 10604190),(55 10631909),(56 10662090),(57 10682556),(58 10681795),(59 10669091),(60 10635632),(61 10591335),(62 10568923),(63 10604504),(64 10651669),(65 10709297),(66 10769947),(67 10834440),(68 10911568),(69 10988817),(70 11037920),(71 11072707),(72 11115727),(73 11162001),(74 11194207),(75 11247003),(76 11290263),(77 11340381),(78 11413167),(79 11504757),
(1 78536.49),(2 300340.56),(3 641194.44),(4 1073749.6),(5 1552469.5),(6 2039417.3),(7 2506094.8),(8 2948010),(9 3356578.5),(10 3714250),(11 4025726.8),(12 4317608),(13 4589280.5),(14 4834994),(15 5058375.5),(16 5246630),(17 5404258),(18 5566838),(19 5739563.5),(20 5916115),(21 6085494.5),(22 6231158),(23 6376868),(24 6513688.5),(25 6646082),(26 6787881.5),(27 6934638.5),(28 7112408.5),(29 7305035),(30 7516466),(31 7726461.5),(32 7940062),(33 8131678.5),(34 8302078.5),(35 8436760),(36 8535704),(37 8609523),(38 8666518),(39 8695501),(40 8681780),(41 8658408),(42 8641429),(43 8659233),(44 8682420),(45 8721023),(46 8769393),(47 8833258),(48 8912102),(49 9015870),(50 9114087),(51 9222075),(52 9322518),(53 9407820),(54 9472353),(55 9523807),(56 9553819),(57 9574696),(58 9561309),(59 9522238),(60 9456820),(61 9361217),(62 9254851),(63 9152675),(64 9065431),(65 8989660),(66 8915816),(67 8841698),(68 8773973),(69 8696848),(70 8623570),(71 8549171),(72 8486602),(73 8453811),(74 8442126),(75 8440593),(76 8454958),(77 8496872),(78 8539456),(79 8584673),
(1 69949.58),(2 270836.47),(3 583036.25),(4 983761.7),(5 1423881.6),(6 1867229.8),(7 2294903.3),(8 2699635.5),(9 3070445.8),(10 3396083.5),(11 3679944.8),(12 3947322.3),(13 4208098),(14 4455645.5),(15 4704988),(16 4947200.5),(17 5163347.5),(18 5387584.5),(19 5599972),(20 5815176.5),(21 6003757.5),(22 6201152.5),(23 6421808),(24 6643393.5),(25 6862420),(26 7079067.5),(27 7282841),(28 7489282),(29 7692331),(30 7886854.5),(31 8070607.5),(32 8238781),(33 8398495),(34 8552780),(35 8700669),(36 8838776),(37 8992086),(38 9147887),(39 9320452),(40 9479002),(41 9613928),(42 9729292),(43 9809544),(44 9859461),(45 9886348),(46 9894733),(47 9896749),(48 9903690),(49 9929770),(50 9943272),(51 9926501),(52 9903266),(53 9868092),(54 9811777),(55 9721008),(56 9600265),(57 9459037),(58 9312360),(59 9135389),(60 8937722),(61 8735914),(62 8560378),(63 8426002),(64 8328856.5),(65 8244926),(66 8161462),(67 8078105.5),(68 7999339.5),(69 7906463.5),(70 7808731),(71 7697072.5),(72 7597495),(73 7514714),(74 7437192.5),(75 7372518.5),(76 7336228),(77 7344978),(78 7391822),(79 7442811.5),
(1 60870.074),(2 224393.7),(3 460616.22),(4 751558.4),(5 1070245.3),(6 1392687.1),(7 1705885.4),(8 1994635.1),(9 2260224.3),(10 2500726),(11 2718593.8),(12 2922682),(13 3104862.5),(14 3268206.5),(15 3407578.8),(16 3525054.3),(17 3633210.3),(18 3736291),(19 3841165.8),(20 3949231),(21 4052226.3),(22 4154694.3),(23 4268400),(24 4380722),(25 4494035.5),(26 4614298.5),(27 4731127),(28 4839301.5),(29 4932124.5),(30 5002478),(31 5062933.5),(32 5133499.5),(33 5196513),(34 5272181.5),(35 5355728.5),(36 5454530.5),(37 5578032.5),(38 5711131.5),(39 5844513),(40 5973094),(41 6097708.5),(42 6205964),(43 6301796.5),(44 6410192.5),(45 6514378),(46 6616548.5),(47 6716489),(48 6825606.5),(49 6936828.5),(50 7045008.5),(51 7143001),(52 7243860),(53 7315187.5),(54 7364335.5),(55 7387689.5),(56 7395114),(57 7379856.5),(58 7360131),(59 7317742),(60 7273991.5),(61 7226182.5),(62 7168239.5),(63 7106525),(64 7044756.5),(65 6983452.5),(66 6936613.5),(67 6879989.5),(68 6820532),(69 6773309.5),(70 6740972.5),(71 6730876.5),(72 6736180),(73 6762336),(74 6814623),(75 6865147.5),(76 6925708.5),(77 6998707),(78 7069713),(79 7128043.5),
(1 71146.17),(2 263490.84),(3 549094.94),(4 905382.9),(5 1300975.4),(6 1695968.3),(7 2057356.9),(8 2381491),(9 2661741),(10 2888713.5),(11 3076799.5),(12 3233172.8),(13 3364066.5),(14 3485506.5),(15 3607802.8),(16 3728542.8),(17 3855687),(18 3996681.3),(19 4137197.5),(20 4278954),(21 4410146),(22 4536547),(23 4662782.5),(24 4784571),(25 4911630),(26 5035000),(27 5152144),(28 5265237),(29 5369763),(30 5444822.5),(31 5518110.5),(32 5592070),(33 5667706),(34 5739812.5),(35 5811673.5),(36 5892905.5),(37 6003247.5),(38 6117639.5),(39 6234220.5),(40 6344521),(41 6431235.5),(42 6495376.5),(43 6539365.5),(44 6596147),(45 6649455.5),(46 6709920.5),(47 6786594),(48 6870939.5),(49 6966728.5),(50 7061769),(51 7138958),(52 7206543),(53 7261009),(54 7287972.5),(55 7305591.5),(56 7319265),(57 7309798.5),(58 7303262.5),(59 7273715),(60 7249265),(61 7242138),(62 7259419),(63 7293009),(64 7333083.5),(65 7352948.5),(66 7399685.5),(67 7430044.5),(68 7423566),(69 7407256.5),(70 7389811.5),(71 7396793.5),(72 7402129.5),(73 7415274),(74 7443552.5),(75 7471021),(76 7511325),(77 7534997),(78 7538723),(79 7538424),
(1 65728.1),(2 244063.19),(3 511817.8),(4 839373.44),(5 1192998.5),(6 1545167.4),(7 1864125.1),(8 2138972.3),(9 2369079.8),(10 2557169),(11 2707837.8),(12 2835583.3),(13 2954859.3),(14 3067979.3),(15 3183140.8),(16 3290055.8),(17 3384304.5),(18 3471814.8),(19 3556828.3),(20 3642648.8),(21 3738213.3),(22 3842768),(23 3952958.8),(24 4070280.3),(25 4194117.3),(26 4321251),(27 4447646),(28 4594167.5),(29 4727902.5),(30 4849724.5),(31 4959830.5),(32 5053833.5),(33 5146782),(34 5232563.5),(35 5306021),(36 5374748.5),(37 5453994.5),(38 5529198),(39 5604209.5),(40 5676234.5),(41 5737695),(42 5778529),(43 5798162.5),(44 5799653),(45 5797044.5),(46 5811847),(47 5839263),(48 5882782),(49 5928860.5),(50 5978464),(51 6026114),(52 6075511.5),(53 6116197.5),(54 6128901.5),(55 6124642),(56 6111066),(57 6084670),(58 6063764),(59 6037750.5),(60 6023520),(61 6017293),(62 6027690.5),(63 6043012.5),(64 6044926.5),(65 6051862.5),(66 6073535),(67 6095260),(68 6102285.5),(69 6104283.5),(70 6084350),(71 6076784),(72 6070994),(73 6085783.5),(74 6117809),(75 6176078.5),(76 6267020),(77 6358923.5),(78 6435942),(79 6484674),
(1 63066.945),(2 228181.97),(3 472615.13),(4 765928.1),(5 1078077.9),(6 1376126.8),(7 1651017.3),(8 1902327.9),(9 2128465),(10 2329555),(11 2505709.5),(12 2669955),(13 2817145.8),(14 2961948.5),(15 3101740),(16 3239264.5),(17 3366746),(18 3492926),(19 3607622.8),(20 3729113.3),(21 3863284),(22 4010810.8),(23 4139096.8),(24 4251393.5),(25 4341251),(26 4412155),(27 4463618.5),(28 4499735.5),(29 4505694),(30 4500243.5),(31 4486829.5),(32 4473132.5),(33 4471598),(34 4484806),(35 4500473),(36 4518249.5),(37 4559816),(38 4609977),(39 4685622.5),(40 4776510),(41 4866668),(42 4938431),(43 5007022.5),(44 5064600),(45 5109568),(46 5137381.5),(47 5169069.5),(48 5192371),(49 5215640),(50 5236808),(51 5269953),(52 5307571.5),(53 5337666),(54 5363738),(55 5387320),(56 5410157),(57 5433294.5),(58 5459400.5),(59 5471296),(60 5470650.5),(61 5471580.5),(62 5477942.5),(63 5469409),(64 5447067),(65 5442889.5),(66 5466487),(67 5506595.5),(68 5529799),(69 5538929.5),(70 5549483.5),(71 5578064),(72 5601816),(73 5608849.5),(74 5606384.5),(75 5585615.5),(76 5556304),(77 5527343.5),(78 5497130),(79 5472936),
(1 62360.03),(2 226981.69),(3 469625.44),(4 754920.5),(5 1056859.3),(6 1357671),(7 1641595.3),(8 1919405.8),(9 2183678),(10 2426727),(11 2650665),(12 2844125.5),(13 3019912),(14 3179890.8),(15 3327662),(16 3452185),(17 3565239.5),(18 3661919.3),(19 3759294.5),(20 3864229),(21 3979724),(22 4111978.5),(23 4250645),(24 4376993),(25 4482737),(26 4575024),(27 4654229),(28 4723944.5),(29 4761198),(30 4764706.5),(31 4740035),(32 4702029.5),(33 4668254),(34 4642120.5),(35 4631281),(36 4632319),(37 4634665.5),(38 4646069),(39 4660282),(40 4673465.5),(41 4672329),(42 4668956),(43 4657658.5),(44 4631647.5),(45 4592808.5),(46 4549932),(47 4515410.5),(48 4490476.5),(49 4482423),(50 4484323.5),(51 4498361),(52 4529845),(53 4576641.5),(54 4635669),(55 4700794),(56 4765904),(57 4835723),(58 4906875),(59 4971633),(60 5023452),(61 5063252.5),(62 5118961.5),(63 5167809),(64 5217647.5),(65 5271351.5),(66 5352147),(67 5455668),(68 5566903),(69 5685018),(70 5810756),(71 5932290),(72 6036895),(73 6111315),(74 6154944),(75 6155625),(76 6138682),(77 6113083.5),(78 6088087),(79 6058675.5),
(1 54564.414),(2 201697.34),(3 418520.1),(4 669287.56),(5 928625.3),(6 1184835.5),(7 1419394.1),(8 1633590.3),(9 1826448.9),(10 1996211.9),(11 2149160.5),(12 2289297.3),(13 2420435),(14 2541119.5),(15 2657956.3),(16 2766094.5),(17 2868690.3),(18 2959284.3),(19 3041275.8),(20 3126691),(21 3222819.5),(22 3333669.3),(23 3451718),(24 3568529),(25 3684117.5),(26 3795842.5),(27 3900837.3),(28 4009358.3),(29 4115635.5),(30 4208692.5),(31 4295772),(32 4375849),(33 4442886.5),(34 4497639),(35 4545488.5),(36 4588097.5),(37 4618900),(38 4641026.5),(39 4659538),(40 4675457.5),(41 4679930),(42 4691444),(43 4710515),(44 4727398.5),(45 4738406),(46 4742723.5),(47 4748525.5),(48 4749979),(49 4760706.5),(50 4779503.5),(51 4797172),(52 4826882),(53 4850234),(54 4874063.5),(55 4910475),(56 4942749.5),(57 4967086),(58 4976528),(59 4978124),(60 4973197),(61 4962330),(62 4961362),(63 4945467),(64 4913550),(65 4864165),(66 4815521.5),(67 4766649),(68 4721021.5),(69 4688908),(70 4672282),(71 4659825.5),(72 4651928),(73 4633581),(74 4605757.5),(75 4566658),(76 4517828.5),(77 4472542),(78 4439502.5),(79 4431399),
(1 62255.81),(2 226008.4),(3 466108.56),(4 744620.06),(5 1025505.6),(6 1291959.4),(7 1535251.9),(8 1746121),(9 1937418.5),(10 2109880),(11 2271783.8),(12 2428501.5),(13 2563035.5),(14 2674647.8),(15 2771537),(16 2857734),(17 2937560.8),(18 3014583.8),(19 3091937),(20 3165684),(21 3242289.8),(22 3319810.8),(23 3399158.8),(24 3465716),(25 3530642.5),(26 3565432.5),(27 3585084.3),(28 3595689.8),(29 3608231),(30 3619755.3),(31 3630810.5),(32 3648732.5),(33 3668811.3),(34 3697219.8),(35 3733545),(36 3766943.8),(37 3796953.3),(38 3808806.3),(39 3813155.3),(40 3803681.8),(41 3777559.8),(42 3751513.3),(43 3738413.5),(44 3740569.5),(45 3756119.5),(46 3790031.3),(47 3837957.5),(48 3902455.8),(49 3974987),(50 4044058.5),(51 4100904.8),(52 4159273.3),(53 4201123),(54 4225522.5),(55 4234900),(56 4223749),(57 4201400),(58 4178103.3),(59 4150278.8),(60 4123588.5),(61 4077298.3),(62 4046430.3),(63 4028152.8),(64 4015546.5),(65 4001823),(66 3995380),(67 3998216.3),(68 4007003),(69 4029985.3),(70 4063337.3),(71 4097637.5),(72 4139868),(73 4167781.5),(74 4178200.3),(75 4169627.5),(76 4149947),(77 4131662.3),(78 4126758),(79 4123610.5),
(1 56708.395),(2 206138.64),(3 417542.03),(4 656804.2),(5 903913.75),(6 1150234.1),(7 1386245.9),(8 1598368.9),(9 1798164.6),(10 1990672.6),(11 2173494.3),(12 2348052.5),(13 2506311.8),(14 2650131.3),(15 2779707.3),(16 2883443.3),(17 2968087.3),(18 3037131),(19 3097214),(20 3149491),(21 3196613),(22 3235168),(23 3269753),(24 3293191.5),(25 3326902),(26 3352206.3),(27 3382787),(28 3410714.8),(29 3449645),(30 3506055.5),(31 3576192.5),(32 3655168),(33 3734242.3),(34 3801629),(35 3856348),(36 3893481.3),(37 3910001),(38 3909826.8),(39 3902546.3),(40 3885817.8),(41 3873467.5),(42 3880155),(43 3886750.8),(44 3889740.5),(45 3879390.8),(46 3856991.5),(47 3835884),(48 3811723),(49 3779241),(50 3751153.3),(51 3709748),(52 3668140.5),(53 3627635),(54 3588558),(55 3550619.3),(56 3533519),(57 3528114),(58 3541622.3),(59 3567769.3),(60 3597708.5),(61 3624489.8),(62 3664849.3),(63 3716412.5),(64 3765275),(65 3811728),(66 3858491.5),(67 3898317),(68 3939240.5),(69 3980873.3),(70 4014821.8),(71 4032629.8),(72 4034302.3),(73 4015989.3),(74 3990383.5),(75 3963119.5),(76 3956091),(77 3952375.5),(78 3950259),(79 3930178.3),
(1 55045.29),(2 197442.34),(3 393171.25),(4 610232.4),(5 830555),(6 1043957),(7 1236578.3),(8 1400091),(9 1541613.4),(10 1663720.9),(11 1769774),(12 1866950),(13 1959442.4),(14 2047920.1),(15 2124512.3),(16 2188105.5),(17 2239999.8),(18 2289463),(19 2342752.3),(20 2389346),(21 2434613.5),(22 2473441),(23 2507251.3),(24 2536820.3),(25 2566596),(26 2595222.8),(27 2625070.5),(28 2648402.3),(29 2676147.8),(30 2708033),(31 2718457.3),(32 2716335.3),(33 2703719),(34 2682243.3),(35 2662478),(36 2650274),(37 2651714.3),(38 2660507.3),(39 2682515.3),(40 2702326.8),(41 2724124.8),(42 2756096.3),(43 2792314.8),(44 2819530.8),(45 2845688.3),(46 2864262),(47 2883555.3),(48 2892299.3),(49 2889583),(50 2879013.3),(51 2856320.5),(52 2826540),(53 2794919.8),(54 2774896.8),(55 2757543.8),(56 2745872.8),(57 2741297),(58 2754260.8),(59 2778450.5),(60 2801370.5),(61 2827731.3),(62 2850935),(63 2880559),(64 2910752),(65 2939953.8),(66 2969554.5),(67 2994414.3),(68 3006366.5),(69 3016598.8),(70 3026873.8),(71 3026933.3),(72 3021271),(73 3016203),(74 3011438),(75 3025522.8),(76 3058555),(77 3102569.5),(78 3148772.5),(79 3189220),
(1 50887.727),(2 177423.88),(3 343463.66),(4 521608.2),(5 695072.25),(6 859266.5),(7 1015055.2),(8 1168781.1),(9 1320494.3),(10 1464283.8),(11 1599600),(12 1722587.8),(13 1834739.3),(14 1936020.6),(15 2027095.9),(16 2107272.5),(17 2177867.3),(18 2236721),(19 2280388),(20 2311436.8),(21 2340183),(22 2367862.8),(23 2394890.8),(24 2424620),(25 2456514.3),(26 2497064.8),(27 2546938.8),(28 2607049),(29 2675159.3),(30 2744921.8),(31 2807088.3),(32 2863727.8),(33 2911395.3),(34 2948405),(35 2992723.3),(36 3039605),(37 3085149.5),(38 3125599),(39 3166979.5),(40 3201778.5),(41 3226307.3),(42 3253200),(43 3276963.5),(44 3288771.5),(45 3291893.3),(46 3284016),(47 3270962.5),(48 3251484.8),(49 3218141.8),(50 3177441),(51 3136733.5),(52 3103398.5),(53 3072404.3),(54 3044208.8),(55 3017552.8),(56 3000938),(57 2991676.8),(58 2994184.5),(59 2994301.5),(60 2988181.3),(61 2981269.8),(62 2971011.8),(63 2966356.8),(64 2962199.5),(65 2947492.3),(66 2925988.5),(67 2907100.8),(68 2887405),(69 2869605),(70 2868553),(71 2870091.8),(72 2879707.5),(73 2902268.8),(74 2932622.3),(75 2970745.3),(76 3020131.3),(77 3067070.5),(78 3115132.5),(79 3159516.5),
(1 52157.285),(2 182675.98),(3 363310.56),(4 556411),(5 740885.1),(6 905490.3),(7 1051268.4),(8 1178957.1),(9 1290752.9),(10 1394321.1),(11 1491345.3),(12 1578109.5),(13 1659048.8),(14 1728460.3),(15 1788796.1),(16 1850839.9),(17 1910519.3),(18 1970800.1),(19 2034095.6),(20 2094270.6),(21 2148352.8),(22 2199024),(23 2243976),(24 2278818.3),(25 2307504.8),(26 2334771.5),(27 2367509.3),(28 2399668),(29 2428750),(30 2466354.3),(31 2507757.3),(32 2551338),(33 2593679.3),(34 2630165.5),(35 2668830.3),(36 2706570),(37 2738148),(38 2765374.5),(39 2782524.5),(40 2781228.5),(41 2762910.5),(42 2731627.5),(43 2694218.8),(44 2658876.5),(45 2627018.8),(46 2596186.8),(47 2572740.5),(48 2552765.8),(49 2541920),(50 2526479),(51 2508720.3),(52 2492404.5),(53 2475042.3),(54 2456558.5),(55 2440604),(56 2426560.8),(57 2413860.5),(58 2405349.3),(59 2400129.5),(60 2404327.8),(61 2424317.3),(62 2450327.3),(63 2485280.3),(64 2519200.3),(65 2550632.8),(66 2570568.5),(67 2573194.3),(68 2568760.5),(69 2554235.5),(70 2538962.3),(71 2526404.5),(72 2532540.3),(73 2558431.8),(74 2599143),(75 2647117.3),(76 2689516),(77 2719770.8),(78 2743796),(79 2773853.5),
(1 55233.99),(2 194956.92),(3 389995.8),(4 603877),(5 810619.6),(6 998706.9),(7 1166232),(8 1310152),(9 1429777.1),(10 1530744.9),(11 1613236.3),(12 1681234.3),(13 1741883.6),(14 1792578.1),(15 1835476.4),(16 1865480.3),(17 1889344),(18 1911009.5),(19 1935992.8),(20 1961145.9),(21 1987663.3),(22 2008332.4),(23 2020782.9),(24 2024501.4),(25 2012965),(26 1990570.3),(27 1963661.9),(28 1930559.3),(29 1891021.8),(30 1855501),(31 1824896.3),(32 1805806.3),(33 1796773.9),(34 1795514.9),(35 1803857.9),(36 1822338.1),(37 1846611.4),(38 1880417.4),(39 1918744),(40 1953365.4),(41 1974801.9),(42 1978453),(43 1973937.4),(44 1968560.8),(45 1960473.4),(46 1953501.4),(47 1955488.6),(48 1959045.5),(49 1958811),(50 1955876.3),(51 1946377.9),(52 1947664.8),(53 1956382.9),(54 1974748.4),(55 2003874.3),(56 2038535.3),(57 2069950.5),(58 2098775),(59 2122809.3),(60 2159666),(61 2203593.8),(62 2244279.8),(63 2286519.3),(64 2323423.5),(65 2350870.8),(66 2368013.3),(67 2378361.5),(68 2381152.8),(69 2384898.3),(70 2388946.3),(71 2395157),(72 2415503.3),(73 2441904),(74 2462576.5),(75 2470802),(76 2468849),(77 2463344.5),(78 2457258),(79 2451168.5),
(1 51303.8),(2 181747.28),(3 357754.13),(4 539340.8),(5 708790.4),(6 858555.44),(7 982394.7),(8 1078662.5),(9 1156202.8),(10 1219446.6),(11 1267515.9),(12 1305864.5),(13 1336179.3),(14 1365867.9),(15 1400384.9),(16 1441292.8),(17 1496095.5),(18 1550679.1),(19 1604049.4),(20 1651166.9),(21 1689889.6),(22 1725940.6),(23 1748418.6),(24 1763916.8),(25 1773401.3),(26 1781477.4),(27 1785300.6),(28 1787370.9),(29 1788186.9),(30 1783864.9),(31 1778095.1),(32 1775832.8),(33 1778021.8),(34 1785669.5),(35 1796863.6),(36 1813502.8),(37 1831968.1),(38 1852494.8),(39 1869995.8),(40 1887026.9),(41 1905705.3),(42 1930534),(43 1953021.5),(44 1975552.8),(45 1991695.9),(46 1996186.1),(47 1993995.8),(48 1990094.9),(49 1987258.3),(50 1988422.8),(51 1988771),(52 1994606.6),(53 1999918.9),(54 2008167.1),(55 2022721.4),(56 2045521.6),(57 2076876.6),(58 2108324.3),(59 2135744.8),(60 2163231.8),(61 2187013.8),(62 2207722.3),(63 2225810.3),(64 2240562),(65 2245159.8),(66 2246684),(67 2253772.8),(68 2269118.3),(69 2288847),(70 2302617.8),(71 2310056.3),(72 2326588),(73 2335433),(74 2348497.8),(75 2362631.8),(76 2373631),(77 2378208.3),(78 2376771.5),(79 2383277.5),
