1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1327.8889),(2 1706.305),(3 1859.4938),(4 2015.6235),(5 2098.096),(6 2156.691),(7 2279.208),(8 2386.8855),(9 2464.458),(10 2485.796),(11 2530.0298),(12 2592.4995),(13 2594.7385),(14 2651.9812),(15 2699.4475),(16 2748.5798),(17 2721.4475),(18 2724.3325),(19 2781.9763),(20 2829.1057),(21 2869.084),(22 2872.7144),(23 2867.4854),(24 2857.6462),(25 2847.0022),(26 2859.3818),(27 2870.5784),(28 2805.203),(29 2812.7388),(30 2798.1685),(31 2833.06),(32 2825.7632),(33 2819.6907),(34 2817.7537),(35 2850.59),(36 2853.0615),(37 2839.691),(38 2828.731),(39 2880.7266),(40 2886.7957),(41 2947.7478),(42 2985.2712),(43 3068.8772),(44 3090.1633),(45 3085.2024),(46 3091.9275),(47 3139.9573),(48 3129.8643),(49 3153.5256),(50 3206.3818),(51 3201.0771),(52 3161.6904),(53 3215.6072),(54 3261.2341),(55 3251.111),(56 3330.1272),(57 3410.956),(58 3471.5537),(59 3546.6467),(60 3612.8357),(61 3608.3196),(62 3620.3154),(63 3697.542),(64 3733.697),(65 3773.1108),(66 3837.8975),(67 3896.847),(68 3909.9282),(69 3913.4922),(70 3942.5923),(71 3972.0369),(72 3976.3484),(73 4040.883),(74 4031.5398),(75 4017.2302),(76 4010.486),(77 4017.3225),(78 4023.6135),(79 4046.432),
(1 1314.7769),(2 1694.2727),(3 1840.5465),(4 1987.1434),(5 2030.5391),(6 2080.155),(7 2230.552),(8 2345.7415),(9 2424.3296),(10 2456.6162),(11 2486.7944),(12 2546.053),(13 2561.375),(14 2631.5308),(15 2642.5623),(16 2705.9082),(17 2709.8562),(18 2730.2644),(19 2736.895),(20 2735.064),(21 2754.2544),(22 2781.9917),(23 2811.986),(24 2801.8264),(25 2781.4521),(26 2766.5493),(27 2781.9885),(28 2763.7805),(29 2777.1838),(30 2825.7942),(31 2821.611),(32 2836.3982),(33 2809.9958),(34 2847.689),(35 2842.2239),(36 2854.1704),(37 2824.5369),(38 2828.746),(39 2874.264),(40 2889.3032),(41 2902.5708),(42 2940.7202),(43 2968.9849),(44 2992.7483),(45 3032.7112),(46 3049.3848),(47 3068.9453),(48 3083.9387),(49 3139.1716),(50 3137.9465),(51 3155.0942),(52 3185.751),(53 3228.5369),(54 3248.0186),(55 3264.301),(56 3282.1873),(57 3363.314),(58 3423.0486),(59 3492.8281),(60 3511.442),(61 3520.5564),(62 3552.1484),(63 3622.6357),(64 3663.1975),(65 3718.995),(66 3730.194),(67 3818.82),(68 3804.9124),(69 3841.8445),(70 3884.3977),(71 3916.9229),(72 3972.4128),(73 3967.7168),(74 3977.2039),(75 3960.1572),(76 3966.2773),(77 3992.6975),(78 4011.6006),(79 4015.5315),
(1 1292.4622),(2 1671.6962),(3 1809.3867),(4 1963.4376),(5 2059.5896),(6 2086.1917),(7 2238.9922),(8 2332.6892),(9 2396.2754),(10 2441.4285),(11 2466.2217),(12 2503.8413),(13 2569.2642),(14 2640.5188),(15 2706.864),(16 2722.6199),(17 2731.7737),(18 2763.6226),(19 2796.2322),(20 2820.8752),(21 2810.6262),(22 2810.407),(23 2806.9424),(24 2843.8406),(25 2819.7312),(26 2817.9421),(27 2815.449),(28 2784.3042),(29 2807.666),(30 2817.6033),(31 2813.6497),(32 2801.5166),(33 2801.5908),(34 2813.414),(35 2800.959),(36 2826.0361),(37 2792.6729),(38 2793.11),(39 2828.7583),(40 2784.6855),(41 2865.9968),(42 2909.7842),(43 2926.022),(44 2972.1555),(45 3003.2358),(46 3006.737),(47 3010.0254),(48 3062.7622),(49 3085.3472),(50 3111.542),(51 3145.6003),(52 3177.2693),(53 3222.0112),(54 3266.9602),(55 3320.7498),(56 3343.7476),(57 3412.3325),(58 3529.625),(59 3565.3894),(60 3596.5032),(61 3654.1929),(62 3711.4905),(63 3765.2747),(64 3811.7483),(65 3859.6956),(66 3910.8516),(67 3920.4028),(68 3942.2957),(69 3991.2688),(70 4026.0173),(71 4069.271),(72 4103.995),(73 4133.5684),(74 4124.637),(75 4181.0796),(76 4222.2803),(77 4253.1973),(78 4253.5),(79 4279.436),
(1 1242.2214),(2 1610.7784),(3 1751.5189),(4 1892.6305),(5 1982.4723),(6 2009.5823),(7 2129.167),(8 2221.0085),(9 2319.071),(10 2372.197),(11 2400.9685),(12 2434.3508),(13 2455.9868),(14 2525.71),(15 2546.8494),(16 2584.2632),(17 2603.5383),(18 2611.3164),(19 2647.6946),(20 2680.3186),(21 2666.71),(22 2683.8403),(23 2688.3806),(24 2701.2317),(25 2697.5786),(26 2693.361),(27 2688.0051),(28 2669.7444),(29 2687.2788),(30 2695.3047),(31 2685.15),(32 2651.2458),(33 2682.5645),(34 2699.0493),(35 2688.7368),(36 2716.481),(37 2675.263),(38 2662.1533),(39 2689.1804),(40 2704.852),(41 2742.1877),(42 2774.7363),(43 2791.0125),(44 2819.297),(45 2845.6685),(46 2885.7195),(47 2874.652),(48 2893.324),(49 2929.5833),(50 2959.1143),(51 2990.6042),(52 3001.6714),(53 3022.303),(54 3077.624),(55 3113.4775),(56 3152.6616),(57 3193.6702),(58 3244.8967),(59 3303.064),(60 3343.1365),(61 3398.0728),(62 3451.744),(63 3502.6611),(64 3537.95),(65 3596.2014),(66 3652.3958),(67 3680.0403),(68 3721.1265),(69 3733.2383),(70 3745.25),(71 3738.5723),(72 3770.0757),(73 3798.2397),(74 3840.6072),(75 3879.3533),(76 3914.697),(77 3963.5862),(78 3954.933),(79 3977.2466),
(1 1268.175),(2 1640.4067),(3 1771.523),(4 1936.5403),(5 2028.506),(6 2047.7875),(7 2207.7751),(8 2295.489),(9 2406.595),(10 2421.8955),(11 2469.4927),(12 2517.9006),(13 2549.2087),(14 2562.8584),(15 2627.802),(16 2659.7427),(17 2666.7288),(18 2680.2195),(19 2719.864),(20 2720.6204),(21 2704.1597),(22 2713.7644),(23 2714.463),(24 2712.594),(25 2694.7146),(26 2707.4697),(27 2693.201),(28 2687.3076),(29 2672.5452),(30 2686.151),(31 2714.6697),(32 2694.1555),(33 2672.3225),(34 2711.943),(35 2735.8716),(36 2690.174),(37 2672.347),(38 2638.201),(39 2689.7778),(40 2716.5227),(41 2792.444),(42 2838.4905),(43 2872.301),(44 2917.464),(45 2958.8943),(46 3012.678),(47 3007.7893),(48 3007.2146),(49 3039.3562),(50 3046.3408),(51 3065.7021),(52 3088.404),(53 3124.1616),(54 3189.5586),(55 3226.4219),(56 3256.4885),(57 3319.7258),(58 3390.368),(59 3444.3845),(60 3502.3264),(61 3582.1025),(62 3626.0867),(63 3650.3123),(64 3706.6155),(65 3759.4358),(66 3796.743),(67 3853.6755),(68 3882.3938),(69 3865.1804),(70 3910.2576),(71 3884.5186),(72 3906.2107),(73 3957.0032),(74 4001.0483),(75 4029.2766),(76 4038.4658),(77 4098.936),(78 4097.5825),(79 4113.3066),
(1 1232.0828),(2 1566.0634),(3 1715.7513),(4 1861.6261),(5 1966.6586),(6 2006.2584),(7 2149.3105),(8 2244.12),(9 2314.0684),(10 2387.5425),(11 2406.4937),(12 2460.4724),(13 2511.4612),(14 2584.775),(15 2641.1458),(16 2653.629),(17 2672.5708),(18 2676.9402),(19 2716.7136),(20 2703.8835),(21 2747.386),(22 2727.1868),(23 2745.3022),(24 2781.967),(25 2770.6099),(26 2743.2856),(27 2687.4521),(28 2698.2615),(29 2692.055),(30 2659.7646),(31 2676.1252),(32 2657.1755),(33 2673.193),(34 2685.0608),(35 2721.7195),(36 2728.9487),(37 2716.447),(38 2718.0994),(39 2777.2751),(40 2775.896),(41 2788.7866),(42 2823.0889),(43 2884.5554),(44 2924.1338),(45 2976.4702),(46 3016.6414),(47 3003.7734),(48 3009.3113),(49 3042.5322),(50 3112.329),(51 3150.2437),(52 3157.4163),(53 3179.724),(54 3245.451),(55 3311.324),(56 3345.7517),(57 3418.1309),(58 3516.1865),(59 3537.255),(60 3593.7644),(61 3689.3894),(62 3733.2),(63 3767.855),(64 3824.5337),(65 3841.0505),(66 3900.8474),(67 3937.8994),(68 3953.056),(69 3975.2249),(70 3976.0234),(71 3950.0847),(72 3991.42),(73 4015.1492),(74 4033.689),(75 4060.5588),(76 4074.2412),(77 4086.0554),(78 4099.8584),(79 4100.0947),
(1 1234.0035),(2 1544.6602),(3 1684.879),(4 1795.5562),(5 1908.7722),(6 1946.0282),(7 2047.1327),(8 2180.5732),(9 2264.872),(10 2266.323),(11 2318.0183),(12 2340.098),(13 2379.0981),(14 2421.6702),(15 2507.5347),(16 2518.6514),(17 2535.4858),(18 2541.4587),(19 2581.9302),(20 2605.339),(21 2622.3318),(22 2601.2515),(23 2614.679),(24 2582.5618),(25 2608.6985),(26 2623.3418),(27 2589.5188),(28 2590.5073),(29 2596.218),(30 2613.186),(31 2593.4604),(32 2600.023),(33 2607.1108),(34 2667.6016),(35 2660.5422),(36 2662.3013),(37 2655.5825),(38 2665.911),(39 2725.2402),(40 2718.0564),(41 2736.4246),(42 2750.3577),(43 2808.1733),(44 2847.2837),(45 2891.797),(46 2908.2102),(47 2940.1523),(48 2958.2556),(49 3005.036),(50 3053.7844),(51 3050.7961),(52 3047.328),(53 3160.2087),(54 3225.586),(55 3259.523),(56 3323.7524),(57 3395.012),(58 3444.9521),(59 3498.531),(60 3546.9705),(61 3634.5232),(62 3669.47),(63 3714.0408),(64 3743.4182),(65 3758.6323),(66 3797.3281),(67 3843.0627),(68 3891.9543),(69 3914.081),(70 3935.0413),(71 3967.5881),(72 3990.112),(73 4025.7244),(74 4070.6108),(75 4068.258),(76 4056.2769),(77 4061.9324),(78 4043.587),(79 4005.0212),
(1 1237.11),(2 1557.4413),(3 1678.6814),(4 1819.0437),(5 1944.7604),(6 1983.4199),(7 2086.9749),(8 2214.5798),(9 2302.2537),(10 2300.645),(11 2392.1057),(12 2405.8164),(13 2447.5166),(14 2487.5627),(15 2561.2476),(16 2558.295),(17 2591.352),(18 2615.995),(19 2645.452),(20 2682.722),(21 2689.1772),(22 2680.7585),(23 2715.847),(24 2690.644),(25 2690.695),(26 2690.5708),(27 2703.5952),(28 2689.8474),(29 2710.6133),(30 2701.56),(31 2697.0623),(32 2665.4595),(33 2664.3787),(34 2703.3176),(35 2703.1736),(36 2695.8113),(37 2661.41),(38 2643.1907),(39 2689.4592),(40 2699.2507),(41 2710.2178),(42 2724.3413),(43 2795.047),(44 2871.0288),(45 2868.5532),(46 2876.536),(47 2902.0444),(48 2912.2595),(49 2950.4805),(50 2972.2896),(51 2984.6387),(52 2986.0793),(53 3053.715),(54 3110.8599),(55 3121.5413),(56 3186.9238),(57 3217.2651),(58 3283.473),(59 3325.1292),(60 3362.9827),(61 3426.5366),(62 3495.465),(63 3529.309),(64 3564.111),(65 3581.9026),(66 3616.388),(67 3648.6213),(68 3700.7366),(69 3737.1653),(70 3727.0002),(71 3737.2695),(72 3790.6985),(73 3844.8633),(74 3896.101),(75 3904.6438),(76 3929.7832),(77 3916.3496),(78 3947.669),(79 3922.9675),
(1 1160.6406),(2 1485.0756),(3 1607.311),(4 1749.692),(5 1840.6343),(6 1892.0458),(7 1977.151),(8 2073.5957),(9 2164.8115),(10 2203.2295),(11 2220.1475),(12 2291.333),(13 2325.1545),(14 2370.4473),(15 2401.3042),(16 2405.0217),(17 2414.303),(18 2455.9092),(19 2488.0518),(20 2481.522),(21 2512.3992),(22 2495.508),(23 2531.2336),(24 2531.2886),(25 2524.8513),(26 2524.8035),(27 2503.8162),(28 2504.9348),(29 2515.7566),(30 2499.9326),(31 2483.7336),(32 2481.1714),(33 2489.4397),(34 2510.8728),(35 2527.0457),(36 2533.4993),(37 2496.761),(38 2542.2996),(39 2554.1707),(40 2565.134),(41 2581.0151),(42 2608.4033),(43 2658.192),(44 2713.5203),(45 2725.6624),(46 2761.2168),(47 2736.7683),(48 2772.589),(49 2805.4585),(50 2824.2437),(51 2833.6853),(52 2878.5928),(53 2898.1687),(54 2975.7979),(55 2962.4192),(56 2988.3975),(57 3021.37),(58 3081.0684),(59 3140.5269),(60 3192.1006),(61 3266.275),(62 3295.1472),(63 3350.752),(64 3379.5896),(65 3409.9304),(66 3436.9673),(67 3457.8064),(68 3493.547),(69 3532.466),(70 3586.1775),(71 3602.979),(72 3641.5308),(73 3718.7),(74 3728.0159),(75 3797.9558),(76 3804.2512),(77 3823.4404),(78 3841.7332),(79 3797.9268),
(1 1179.077),(2 1492.7775),(3 1602.86),(4 1752.9475),(5 1843.279),(6 1871.2427),(7 1988.431),(8 2098.0208),(9 2190.3364),(10 2230.128),(11 2292.9622),(12 2329.2996),(13 2386.8381),(14 2403.8567),(15 2458.025),(16 2482.7815),(17 2496.5266),(18 2488.2886),(19 2552.499),(20 2534.553),(21 2567.5435),(22 2589.4019),(23 2563.6218),(24 2580.6753),(25 2595.2585),(26 2581.865),(27 2576.5735),(28 2543.5386),(29 2547.333),(30 2557.052),(31 2542.0562),(32 2522.098),(33 2552.812),(34 2569.6934),(35 2584.209),(36 2581.7856),(37 2557.671),(38 2578.3193),(39 2593.3457),(40 2611.312),(41 2629.155),(42 2659.1401),(43 2693.6262),(44 2743.0737),(45 2737.7827),(46 2786.64),(47 2771.695),(48 2755.3247),(49 2753.776),(50 2785.1628),(51 2819.4063),(52 2836.174),(53 2895.637),(54 2947.8018),(55 2995.9487),(56 3056.4924),(57 3139.7244),(58 3198.7524),(59 3214.8455),(60 3290.3193),(61 3377.743),(62 3386.5605),(63 3451.423),(64 3458.4998),(65 3526.6125),(66 3551.612),(67 3571.6504),(68 3622.7336),(69 3655.5417),(70 3660.3843),(71 3649.594),(72 3682.4163),(73 3736.3464),(74 3779.2766),(75 3796.0962),(76 3837.782),(77 3876.1125),(78 3930.7617),(79 3904.14),
(1 1168.1895),(2 1446.6853),(3 1584.5328),(4 1717.2136),(5 1824.3373),(6 1831.9299),(7 1937.7509),(8 2043.323),(9 2099.6265),(10 2151.2148),(11 2202.1897),(12 2224.4673),(13 2222.6765),(14 2276.405),(15 2305.589),(16 2366.0657),(17 2369.5615),(18 2384.0027),(19 2425.3945),(20 2451.0862),(21 2468.9238),(22 2451.9602),(23 2451.4673),(24 2455.5183),(25 2493.3125),(26 2456.9707),(27 2478.5552),(28 2452.4817),(29 2472.724),(30 2465.5925),(31 2469.821),(32 2468.2095),(33 2467.761),(34 2526.8362),(35 2521.2632),(36 2510.8628),(37 2484.4053),(38 2506.6973),(39 2534.3145),(40 2511.577),(41 2546.427),(42 2555.6082),(43 2639.3665),(44 2663.1353),(45 2673.0793),(46 2676.6824),(47 2715.887),(48 2742.132),(49 2723.7163),(50 2759.595),(51 2745.7654),(52 2781.286),(53 2843.2854),(54 2891.3257),(55 2928.0933),(56 3008.0713),(57 3044.5217),(58 3053.7573),(59 3108.48),(60 3156.2158),(61 3201.9731),(62 3244.3127),(63 3306.4277),(64 3323.4556),(65 3397.1667),(66 3445.5313),(67 3457.8916),(68 3510.0823),(69 3526.624),(70 3569.5764),(71 3571.2842),(72 3623.0571),(73 3671.625),(74 3686.5593),(75 3729.5496),(76 3750.875),(77 3775.8303),(78 3804.0796),(79 3819.0073),
(1 1150.6284),(2 1443.2914),(3 1556.2311),(4 1656.3439),(5 1734.0334),(6 1758.9752),(7 1852.9294),(8 1949.4047),(9 2033.7877),(10 2053.2969),(11 2089.1218),(12 2090.8635),(13 2125.5742),(14 2174.69),(15 2198.8867),(16 2181.3313),(17 2221.8684),(18 2241.0313),(19 2261.9214),(20 2282.1821),(21 2306.0054),(22 2312.802),(23 2333.1445),(24 2330.6885),(25 2345.5376),(26 2342.8228),(27 2350.9065),(28 2368.7002),(29 2370.1047),(30 2342.0732),(31 2334.4219),(32 2343.2734),(33 2337.9412),(34 2358.9722),(35 2367.3782),(36 2364.8975),(37 2318.0046),(38 2307.6826),(39 2347.1162),(40 2340.0593),(41 2383.8389),(42 2413.5737),(43 2463.2917),(44 2502.1584),(45 2542.398),(46 2591.7185),(47 2627.6533),(48 2645.5354),(49 2662.009),(50 2653.5498),(51 2659.1296),(52 2688.4316),(53 2718.674),(54 2756.1216),(55 2755.4084),(56 2794.452),(57 2835.2693),(58 2868.4385),(59 2914.2073),(60 2947.0127),(61 3020.1406),(62 3086.3115),(63 3134.7888),(64 3141.1565),(65 3197.5645),(66 3244.6963),(67 3309.186),(68 3334.773),(69 3347.654),(70 3385.2927),(71 3444.865),(72 3500.0679),(73 3536.7585),(74 3593.5122),(75 3630.7378),(76 3693.3894),(77 3770.4792),(78 3753.0212),(79 3776.564),
(1 1126.2911),(2 1426.2395),(3 1518.427),(4 1675.6602),(5 1764.4742),(6 1826.3068),(7 1926.7289),(8 2001.7242),(9 2093.3386),(10 2131.651),(11 2166.4976),(12 2190.6704),(13 2219.7344),(14 2291.8562),(15 2350.6895),(16 2335.0422),(17 2347.0881),(18 2372.653),(19 2399.9692),(20 2418.0225),(21 2410.7563),(22 2430.515),(23 2435.9302),(24 2440.9648),(25 2450.4204),(26 2418.8591),(27 2441.6904),(28 2422.0664),(29 2399.1204),(30 2399.54),(31 2399.122),(32 2401.6606),(33 2419.662),(34 2432.7188),(35 2442.2605),(36 2424.3574),(37 2399.3547),(38 2400.2188),(39 2429.7532),(40 2430.3193),(41 2437.1614),(42 2462.7249),(43 2511.172),(44 2539.4604),(45 2543.4768),(46 2568.2214),(47 2598.205),(48 2624.3264),(49 2630.5159),(50 2647.669),(51 2657.285),(52 2662.2905),(53 2676.9404),(54 2734.6323),(55 2756.7197),(56 2811.1614),(57 2854.1702),(58 2905.4045),(59 2970.3455),(60 2999.906),(61 3046.8694),(62 3133.6685),(63 3165.7446),(64 3195.8398),(65 3225.7588),(66 3294.8154),(67 3331.5903),(68 3355.0193),(69 3398.8547),(70 3421.4832),(71 3463.2117),(72 3502.5596),(73 3555.7126),(74 3576.8904),(75 3611.742),(76 3634.9382),(77 3656.04),(78 3651.5464),(79 3646.3672),
(1 1070.731),(2 1355.0037),(3 1468.2653),(4 1617.7151),(5 1688.2815),(6 1748.2139),(7 1844.4791),(8 1911.6621),(9 2025.7762),(10 2057.8777),(11 2103.2952),(12 2132.6394),(13 2142.9683),(14 2197.3376),(15 2233.4575),(16 2247.7612),(17 2275.8022),(18 2257.0256),(19 2251.8596),(20 2262.2712),(21 2265.6367),(22 2238.4446),(23 2248.77),(24 2261.1328),(25 2286.3313),(26 2241.08),(27 2241.9514),(28 2231.3171),(29 2245.5525),(30 2225.2703),(31 2244.8994),(32 2245.1372),(33 2293.5667),(34 2283.2578),(35 2281.1187),(36 2292.329),(37 2300.6858),(38 2295.8892),(39 2320.8108),(40 2339.6973),(41 2364.7183),(42 2411.6333),(43 2470.5955),(44 2456.1665),(45 2467.4028),(46 2494.3098),(47 2515.5776),(48 2517.6543),(49 2529.7734),(50 2543.2092),(51 2621.474),(52 2619.753),(53 2650.3809),(54 2696.6313),(55 2709.1252),(56 2757.9568),(57 2796.4895),(58 2865.5283),(59 2910.149),(60 2921.7825),(61 2984.5928),(62 3061.8464),(63 3089.0972),(64 3127.3293),(65 3172.8862),(66 3246.6753),(67 3274.4573),(68 3344.586),(69 3339.1384),(70 3359.9211),(71 3361.6619),(72 3407.4307),(73 3461.79),(74 3458.6042),(75 3493.398),(76 3490.3557),(77 3520.25),(78 3543.5347),(79 3550.1262),
(1 1054.7079),(2 1331.5109),(3 1442.5258),(4 1570.3242),(5 1641.9542),(6 1691.1141),(7 1781.3483),(8 1867.0061),(9 1948.012),(10 1966.6866),(11 2016.875),(12 2055.1604),(13 2067.4902),(14 2105.804),(15 2128.5469),(16 2159.9922),(17 2170.7048),(18 2189.1853),(19 2201.3594),(20 2255.9512),(21 2234.8467),(22 2243.4373),(23 2259.4949),(24 2268.2322),(25 2260.1807),(26 2229.2666),(27 2241.4307),(28 2263.4277),(29 2265.898),(30 2243.979),(31 2263.631),(32 2244.7244),(33 2266.246),(34 2267.9678),(35 2261.6519),(36 2280.0098),(37 2288.189),(38 2263.6624),(39 2272.742),(40 2299.2651),(41 2337.4897),(42 2351.7964),(43 2390.4766),(44 2398.0764),(45 2410.8628),(46 2443.8994),(47 2453.9727),(48 2429.121),(49 2466.844),(50 2478.745),(51 2500.9507),(52 2521.0593),(53 2554.4727),(54 2600.3604),(55 2606.567),(56 2668.1064),(57 2726.409),(58 2813.2449),(59 2874.1677),(60 2904.913),(61 2953.1084),(62 3008.885),(63 3060.5056),(64 3072.3674),(65 3125.4226),(66 3195.9773),(67 3228.2224),(68 3243.6218),(69 3221.315),(70 3262.5442),(71 3287.5793),(72 3293.386),(73 3340.095),(74 3372.8906),(75 3424.0256),(76 3411.265),(77 3453.3242),(78 3482.831),(79 3478.916),
(1 1053.3662),(2 1310.1415),(3 1435.5485),(4 1575.4119),(5 1674.5054),(6 1719.4817),(7 1822.4656),(8 1906.3466),(9 1979.8276),(10 2023.7219),(11 2054.2903),(12 2091.377),(13 2105.8503),(14 2152.117),(15 2225.3586),(16 2217.8242),(17 2220.062),(18 2220.334),(19 2250.5117),(20 2272.8557),(21 2236.5005),(22 2240.2136),(23 2264.7166),(24 2250.6873),(25 2233.9531),(26 2241.735),(27 2253.261),(28 2268.2917),(29 2288.5942),(30 2294.5776),(31 2280.6345),(32 2257.8428),(33 2271.4243),(34 2279.8489),(35 2262.0134),(36 2261.0154),(37 2255.2092),(38 2256.3525),(39 2285.784),(40 2280.6836),(41 2288.4138),(42 2312.0632),(43 2344.7502),(44 2375.6643),(45 2361.1921),(46 2381.6873),(47 2416.586),(48 2463.3708),(49 2504.62),(50 2519.0286),(51 2544.2234),(52 2574.0623),(53 2590.1453),(54 2657.2683),(55 2667.0017),(56 2716.6875),(57 2772.5264),(58 2811.814),(59 2851.6162),(60 2882.5361),(61 2939.7473),(62 3002.2305),(63 3043.162),(64 3077.903),(65 3119.8413),(66 3154.8423),(67 3204.3916),(68 3228.5054),(69 3257.9219),(70 3275.7024),(71 3294.7986),(72 3336.5974),(73 3353.9817),(74 3367.7253),(75 3399.8787),(76 3408.2852),(77 3386.7134),(78 3396.772),(79 3368.896),
(1 1040.6046),(2 1305.4158),(3 1428.3022),(4 1564.8158),(5 1642.0808),(6 1696.9365),(7 1795.538),(8 1856.282),(9 1933.056),(10 1979.3618),(11 1994.3843),(12 2028.091),(13 2077.413),(14 2107.7312),(15 2153.646),(16 2138.838),(17 2156.799),(18 2196.8555),(19 2199.132),(20 2213.1409),(21 2226.2202),(22 2227.5117),(23 2236.907),(24 2219.72),(25 2221.573),(26 2195.2544),(27 2178.1),(28 2175.0786),(29 2195.5383),(30 2179.2615),(31 2184.2512),(32 2179.567),(33 2190.869),(34 2204.579),(35 2178.3152),(36 2199.5544),(37 2221.583),(38 2222.2195),(39 2234.3865),(40 2276.0535),(41 2321.1602),(42 2348.4927),(43 2376.6628),(44 2369.1895),(45 2375.1743),(46 2393.9082),(47 2405.0764),(48 2458.745),(49 2475.835),(50 2507.9766),(51 2533.5488),(52 2563.8796),(53 2596.2751),(54 2630.91),(55 2680.2898),(56 2719.8325),(57 2762.1113),(58 2839.8054),(59 2859.606),(60 2894.507),(61 2982.5825),(62 3005.0146),(63 3048.311),(64 3053.6985),(65 3089.6921),(66 3148.7056),(67 3178.6926),(68 3180.314),(69 3199.7808),(70 3227.205),(71 3254.8926),(72 3292.4402),(73 3321.8943),(74 3333.8044),(75 3362.9932),(76 3359.687),(77 3339.3718),(78 3366.8867),(79 3348.0852),
