1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80680.02),(2 265613.1),(3 559391.7),(4 934469.8),(5 1363246.6),(6 1809229),(7 2326638.3),(8 2906831),(9 3529492.8),(10 4262826.5),(11 5058085.5),(12 5869247.5),(13 6731688.5),(14 7633114.5),(15 8377838.5),(16 9209313),(17 10085229),(18 10970784),(19 11864137),(20 12781965),(21 13636429),(22 14487453),(23 15313467),(24 16021315),(25 16768757),(26 17550296),(27 18231382),(28 18911842),(29 19577758),(30 20119554),(31 20565690),(32 20986218),(33 21352976),(34 21750172),(35 22188162),(36 22702464),(37 23298962),(38 23973454),(39 24616542),(40 25236736),(41 25883230),(42 26492376),(43 27137986),(44 27857568),(45 28681472),(46 29575734),(47 30396304),(48 31210730),(49 31895128),(50 32404330),(51 32894294),(52 33421666),(53 33964932),(54 34504944),(55 35024732),(56 35488216),(57 36114340),(58 36916148),(59 37719460),(60 38556984),(61 39498970),(62 40478670),(63 41568170),(64 42684340),(65 43819836),(66 44973588),(67 46140692),(68 47346124),(69 48530836),(70 49883572),(71 51203612),(72 52598336),(73 54012110),(74 55450720),(75 56882988),(76 58390944),(77 60098196),(78 61861250),(79 63384110),
(1 6776.0703),(2 12575.403),(3 14889.269),(4 15735.42),(5 16468.371),(6 17090.715),(7 17376.52),(8 17428.543),(9 17555.225),(10 18286.445),(11 19145.611),(12 19363.1),(13 19566.61),(14 20097.018),(15 20430.36),(16 20347.896),(17 20265.914),(18 20505.512),(19 20898.258),(20 20957.072),(21 21146.184),(22 21868.516),(23 22283.713),(24 22024.445),(25 22184.16),(26 22575.514),(27 22651.701),(28 22577.67),(29 22654.686),(30 23180.771),(31 23692.227),(32 23854.652),(33 23811.063),(34 23597.018),(35 23543.688),(36 23349.3),(37 23440.334),(38 23609.012),(39 23685.287),(40 23366.361),(41 23297.613),(42 23568.281),(43 23514.336),(44 23385.084),(45 23451.625),(46 23589.877),(47 23506.97),(48 23011.49),(49 22699.973),(50 22391.69),(51 22571.652),(52 22694.754),(53 22437.31),(54 22167.334),(55 21858.713),(56 22079.996),(57 22116.902),(58 22118.217),(59 22086.553),(60 21825.703),(61 22111.297),(62 22610.744),(63 22256.914),(64 22433.645),(65 22806.54),(66 22735.42),(67 22483.617),(68 22287.396),(69 22401.613),(70 22826.61),(71 22631.893),(72 22726.127),(73 22825.232),(74 23001.717),(75 23008.037),(76 23225.762),(77 23066.594),(78 22810.902),(79 22518.848),
(1 6699.934),(2 12137.276),(3 14123.632),(4 15312.497),(5 16320.672),(6 17233.357),(7 17836.512),(8 17954.79),(9 18195.281),(10 18565.748),(11 18945.43),(12 19383.943),(13 19767.533),(14 20353.504),(15 21011.998),(16 21255.777),(17 21295.541),(18 21461.797),(19 21382.46),(20 21379.088),(21 21578.678),(22 21932.168),(23 22075.906),(24 22041.21),(25 22038.691),(26 22298.83),(27 22542.885),(28 22459.53),(29 22380.049),(30 22307.234),(31 22249.61),(32 22688.4),(33 22557.902),(34 22208.414),(35 21977.736),(36 21997.566),(37 21889.014),(38 21944.441),(39 21808.996),(40 21533.086),(41 21477.977),(42 21533.021),(43 21537.68),(44 21639.84),(45 21487.309),(46 21493.635),(47 21560.621),(48 21545.643),(49 21648.52),(50 21616.78),(51 21581.408),(52 21821.814),(53 21852.844),(54 22051.463),(55 22268.969),(56 22102.969),(57 21765.645),(58 21362.783),(59 21007.986),(60 21034.01),(61 21442.459),(62 21439.459),(63 21325.766),(64 21963.54),(65 22280.809),(66 22003.03),(67 21635.244),(68 21417.6),(69 21499.344),(70 21665.592),(71 21939.72),(72 22324.158),(73 22352.46),(74 22276.16),(75 22094.738),(76 22115.574),(77 21951.758),(78 21977.43),(79 22226.893),
(1 6668.146),(2 12113.048),(3 14418.403),(4 15490.009),(5 16329.1),(6 16885.34),(7 17524.156),(8 17710.32),(9 17567.18),(10 17788.205),(11 17890.795),(12 18300.66),(13 18770.934),(14 19416.889),(15 20193.979),(16 20426.621),(17 20430.213),(18 20914.97),(19 21147.855),(20 21038.354),(21 21137.836),(22 21480.42),(23 21545.486),(24 21797.578),(25 21965.623),(26 22341.076),(27 22498.303),(28 22330.588),(29 22489.613),(30 22952.04),(31 23117.184),(32 23322.385),(33 23332.895),(34 22910.95),(35 22684.084),(36 23013.416),(37 22866.139),(38 22685.1),(39 22486.023),(40 22522.197),(41 22750.168),(42 23414.135),(43 23225.219),(44 23386.586),(45 23650.56),(46 23888.537),(47 24232.896),(48 24059.26),(49 23945.797),(50 23813.447),(51 23984.807),(52 23911.316),(53 23626.746),(54 23790.12),(55 23976.285),(56 23484.973),(57 22945.438),(58 22734.846),(59 22406.105),(60 22135.207),(61 22337.434),(62 22234.465),(63 21816.967),(64 21743.443),(65 21733.93),(66 21727.969),(67 21763.797),(68 21670.797),(69 21639.244),(70 21591.115),(71 21609.86),(72 21581.979),(73 21306.633),(74 21587.863),(75 21870.707),(76 21907.629),(77 21849.813),(78 21736.629),(79 22010.105),
(1 6641.0894),(2 12198.438),(3 14291.154),(4 15263.4),(5 16218.653),(6 16936.758),(7 17493.918),(8 17750.652),(9 17922.555),(10 18274.979),(11 18670.379),(12 18853.291),(13 18970.125),(14 19069.744),(15 19243.615),(16 19442.078),(17 19630.654),(18 19822.193),(19 19952.744),(20 19776.504),(21 20157.262),(22 20772.963),(23 21213.154),(24 21696.143),(25 22089.53),(26 22403.447),(27 22243.809),(28 21991.709),(29 22201.533),(30 22316.8),(31 22420.219),(32 22534.33),(33 22784.447),(34 22931.59),(35 22938.89),(36 22871.852),(37 22635.354),(38 22064.7),(39 21812.342),(40 22013.563),(41 22271.047),(42 22485.941),(43 22300.877),(44 22159.63),(45 22203.766),(46 22351.477),(47 22437.436),(48 22562.682),(49 22606.516),(50 22392.742),(51 22329.938),(52 21977.156),(53 21598.604),(54 21549.924),(55 21597.455),(56 21420.61),(57 21425.182),(58 21212.178),(59 20722.813),(60 20436.883),(61 20200.08),(62 20223.479),(63 20245.758),(64 20333.844),(65 20213.139),(66 20245.867),(67 20387.123),(68 20665.889),(69 20816.89),(70 21066.76),(71 21273.37),(72 21046.98),(73 20932.738),(74 21354.39),(75 21763.37),(76 22122.432),(77 22434.742),(78 22521.467),(79 22918.666),
(1 6536.068),(2 11779.023),(3 13975.816),(4 15145.192),(5 16193.16),(6 16924.346),(7 17294.48),(8 17459.938),(9 17752.068),(10 18026.541),(11 18196.922),(12 18448.324),(13 18780.287),(14 18755.791),(15 18708.006),(16 18989.922),(17 19142.607),(18 19355.473),(19 19405.002),(20 19458.168),(21 19654.121),(22 19997.135),(23 20398.025),(24 20543.89),(25 20697.045),(26 20814.23),(27 20484.271),(28 20396.207),(29 20390.66),(30 20619.404),(31 20930.133),(32 20983.72),(33 20986.39),(34 20965.797),(35 20901.947),(36 20951.367),(37 20878.69),(38 21235.531),(39 21262.389),(40 21134.027),(41 21527.684),(42 21362.477),(43 21235.64),(44 21125.455),(45 21529.857),(46 21902.996),(47 21846.95),(48 21527.57),(49 21415.834),(50 21694.676),(51 21965.473),(52 21688.844),(53 21194.059),(54 21370.314),(55 21245.629),(56 21422.742),(57 21677.117),(58 21265.604),(59 21030.264),(60 20454.406),(61 20430.623),(62 20379.418),(63 20604.795),(64 20730.648),(65 20508.805),(66 20229.447),(67 20010.418),(68 20108.754),(69 20057.994),(70 20229.367),(71 20505.932),(72 20561.621),(73 20467.73),(74 20675.67),(75 20823.623),(76 21315.256),(77 21451.684),(78 21543.822),(79 21740.465),
(1 6632.008),(2 11781.132),(3 13956.637),(4 14822.217),(5 15766.436),(6 16327.934),(7 16596.81),(8 16786.555),(9 17051.844),(10 17352.58),(11 17716.922),(12 17801.18),(13 18377.635),(14 18805.37),(15 19316.887),(16 19147.998),(17 19067.47),(18 19761.494),(19 19887.94),(20 19629.164),(21 19953.008),(22 20486.69),(23 21016.604),(24 21207.773),(25 21710.11),(26 21447.982),(27 20908.582),(28 20965.783),(29 20964.494),(30 21097.32),(31 21331.852),(32 21316.576),(33 21204.445),(34 21447.336),(35 21798.379),(36 21949.23),(37 22004.451),(38 22377.71),(39 22424.053),(40 22293.148),(41 22486.07),(42 22536.043),(43 22516.055),(44 22361.525),(45 22324.049),(46 22424.584),(47 22605.45),(48 22768.87),(49 22590.186),(50 22749.79),(51 22691.54),(52 22341.094),(53 22187.844),(54 22158.27),(55 22098.04),(56 22296.576),(57 22137.34),(58 22056.922),(59 22002.32),(60 21892.508),(61 21517.225),(62 21142.006),(63 20916.914),(64 20861.729),(65 20701.203),(66 20669.055),(67 20313.299),(68 20516.982),(69 20814.684),(70 21005.754),(71 20951.219),(72 20855.275),(73 21165.36),(74 21521.582),(75 21760.453),(76 21768.084),(77 21592.5),(78 21845.988),(79 22125.344),
(1 6343.792),(2 11290.542),(3 13290.341),(4 14371.762),(5 14963.9),(6 15505.7),(7 15977.852),(8 16236.071),(9 16555.191),(10 16922.867),(11 17004.959),(12 17236.766),(13 17145.58),(14 17876.434),(15 18634.832),(16 18475.42),(17 18629.877),(18 19372.664),(19 19502.395),(20 19283.543),(21 19837.068),(22 20090.184),(23 20378.914),(24 20400.723),(25 20544.646),(26 20364.46),(27 20021.025),(28 20077.52),(29 20483.342),(30 20739.96),(31 21033.895),(32 20840.258),(33 20932.14),(34 21109.12),(35 21238.166),(36 21096.271),(37 21417.654),(38 21399.707),(39 21412.96),(40 21139.797),(41 20942.408),(42 21092.092),(43 20880.504),(44 20734.555),(45 20759.832),(46 20794.313),(47 20605.227),(48 20590.129),(49 20611.893),(50 20978.287),(51 21204.994),(52 20861.38),(53 20867.098),(54 20636.936),(55 20647.818),(56 20661.568),(57 20342.568),(58 20200.066),(59 20548.445),(60 20423.783),(61 20279.672),(62 19915.549),(63 19522.313),(64 19274.488),(65 18851.004),(66 18796.916),(67 18937.572),(68 18906.082),(69 19047.314),(70 19403.672),(71 19738.246),(72 19903.393),(73 20072.992),(74 20011.246),(75 20453.068),(76 20592.492),(77 20638.338),(78 20324.426),(79 20616.209),
(1 6240.93),(2 11019.751),(3 12949.63),(4 14063.972),(5 14772.063),(6 15366.506),(7 15975.277),(8 16110.764),(9 16373.585),(10 17042.709),(11 17245.574),(12 17346.781),(13 17544.568),(14 18163.47),(15 19082.373),(16 19361.121),(17 19718.104),(18 20298.574),(19 20061.742),(20 19780.662),(21 20099.746),(22 20352.398),(23 20431.604),(24 20575.426),(25 20876.572),(26 20979.088),(27 20950.037),(28 20804.072),(29 21040.5),(30 21284.307),(31 21296.248),(32 21146.398),(33 21128.506),(34 21225.016),(35 21075.867),(36 21007.266),(37 21240.332),(38 21693.84),(39 21778.828),(40 21447.598),(41 20966.492),(42 21039.012),(43 20988.646),(44 20983.443),(45 21291.541),(46 21484.705),(47 21773.889),(48 21695.598),(49 21617.19),(50 21978.436),(51 22057.244),(52 21920.303),(53 21735.658),(54 21717.502),(55 21635.36),(56 21403.027),(57 20888.287),(58 20730.668),(59 20503.756),(60 19877.934),(61 19468.453),(62 19367.361),(63 19329.674),(64 19275.9),(65 19605.426),(66 19637.709),(67 19667.377),(68 19483.277),(69 19647.31),(70 19825.428),(71 20234.287),(72 20410.72),(73 20827.625),(74 20757.025),(75 20770.121),(76 20973.72),(77 21087.41),(78 20761.613),(79 20634.004),
(1 5912.5933),(2 10529.994),(3 12370.402),(4 13003.988),(5 13289.013),(6 13857.62),(7 14487.2705),(8 14615.207),(9 14825.419),(10 15158.367),(11 15458.685),(12 15984.826),(13 16493.62),(14 17024.514),(15 17593.707),(16 17999.027),(17 18316.135),(18 18927.938),(19 18878.088),(20 18749.525),(21 19371.758),(22 19989.566),(23 20391.453),(24 20452.88),(25 20900.188),(26 20940.596),(27 20914.607),(28 21003.467),(29 21324.129),(30 21200.934),(31 20993.072),(32 20886.832),(33 20973.125),(34 20908.824),(35 20828.973),(36 20883.574),(37 21010.775),(38 21076.156),(39 21045.041),(40 20872.215),(41 20865.441),(42 20989.004),(43 20976.73),(44 20863.322),(45 20650.895),(46 20500.357),(47 20102.121),(48 19921.953),(49 19924.658),(50 20004.287),(51 19954),(52 20020.94),(53 19769.54),(54 19741.715),(55 19717.828),(56 19699.404),(57 19430.895),(58 19058.242),(59 19017.426),(60 18759.86),(61 18375.951),(62 18134.262),(63 17852.473),(64 17899.58),(65 18163.53),(66 18420.857),(67 18368.576),(68 18485.531),(69 18669.486),(70 18620.809),(71 18594.41),(72 18894.93),(73 19043.682),(74 19236.168),(75 19260.79),(76 19188.771),(77 19174.79),(78 19110.639),(79 19073.535),
(1 5722.8887),(2 10371.348),(3 12010.907),(4 12868.228),(5 13431.555),(6 13835.949),(7 14311.23),(8 14665.941),(9 14650.754),(10 14608.947),(11 14780.658),(12 15377.954),(13 15900.996),(14 16360.935),(15 16752.436),(16 17189.928),(17 17328.465),(18 17621.713),(19 17385.914),(20 17253.504),(21 17814.086),(22 18391.885),(23 18625.316),(24 19119.281),(25 19293.072),(26 19096.15),(27 19002.469),(28 19106.47),(29 19140.213),(30 19116.29),(31 19177.537),(32 19324.781),(33 19512.008),(34 19620.41),(35 19461.412),(36 19429.564),(37 19382.465),(38 19654.5),(39 19710.502),(40 19957.895),(41 19739.842),(42 19706.482),(43 19570.492),(44 19740.412),(45 19974.785),(46 19902.643),(47 19761.746),(48 19685.395),(49 19592.26),(50 19562.584),(51 19581.932),(52 19534.527),(53 19544.832),(54 19365.02),(55 19026.855),(56 18697.873),(57 18518.727),(58 18368.73),(59 17904.945),(60 17616.166),(61 17553.504),(62 17759.865),(63 17505.621),(64 17445.854),(65 17664.697),(66 17733.934),(67 18023.553),(68 18186.336),(69 18267.318),(70 18114.172),(71 18118.436),(72 18271.559),(73 18382.428),(74 18388.08),(75 18370.885),(76 18196.084),(77 18064.85),(78 17858.434),(79 18270.941),
(1 5912.037),(2 10354.613),(3 12183.192),(4 13351.801),(5 13769.068),(6 13995.037),(7 14296.474),(8 14710.027),(9 14817.966),(10 14923.154),(11 15328.639),(12 15951.726),(13 16625.049),(14 16702.422),(15 17331.953),(16 18084.623),(17 18349.236),(18 18468.037),(19 18341.383),(20 18482.137),(21 18975.574),(22 19240.092),(23 19440.115),(24 19909.268),(25 19881.854),(26 19760.885),(27 19641.447),(28 19635.86),(29 19628.238),(30 19588.037),(31 19629.979),(32 19488.217),(33 19518.52),(34 19348.867),(35 19355.248),(36 19669.188),(37 19751.654),(38 19589.162),(39 19292.816),(40 19302.195),(41 19172.934),(42 18971.316),(43 19195.086),(44 19129.252),(45 19317.674),(46 19396.115),(47 19239.213),(48 18764.863),(49 18722.078),(50 18821.775),(51 18926.557),(52 19175.906),(53 19003.055),(54 18892.314),(55 18741.484),(56 18328.604),(57 18066.396),(58 18075.998),(59 17870.924),(60 17563.205),(61 17339.006),(62 17557.693),(63 17751.611),(64 17842.46),(65 17736.955),(66 17618.219),(67 17645.598),(68 18132.492),(69 18621.389),(70 18477.158),(71 18264.443),(72 18306.648),(73 18195.021),(74 18238.047),(75 18373.324),(76 18705.258),(77 18770.82),(78 18840.918),(79 18873.992),
(1 5769.6865),(2 10059.658),(3 11732.966),(4 12525.006),(5 13383.7),(6 13982.817),(7 14390.66),(8 14808.088),(9 14985.425),(10 15160.796),(11 15386.246),(12 15864.844),(13 16260.5625),(14 16645.7),(15 17124.234),(16 17603.063),(17 17696.242),(18 17993.49),(19 18113.31),(20 18367.355),(21 18652.951),(22 18654.197),(23 18946.355),(24 19128.469),(25 19132.154),(26 18761.71),(27 18525.012),(28 18517.037),(29 18714.082),(30 18661.92),(31 18612.83),(32 18441.912),(33 18525.775),(34 18292.479),(35 18198.486),(36 18413.85),(37 18372.896),(38 18317.85),(39 18265.35),(40 18415.447),(41 18162.559),(42 18057.635),(43 18235.229),(44 18420.596),(45 18548.885),(46 18454.963),(47 18406.719),(48 18239.855),(49 18332.908),(50 18202.102),(51 17981.824),(52 17805.477),(53 17896.436),(54 17574.924),(55 17517.17),(56 17453.15),(57 17257.176),(58 17094.242),(59 17137.842),(60 17064.848),(61 16840.723),(62 16567.254),(63 16840.455),(64 16826.951),(65 16885.545),(66 16916.654),(67 16938.309),(68 16949.443),(69 17147.297),(70 17248.855),(71 17128.102),(72 17085.58),(73 17147.217),(74 17555.193),(75 17862.729),(76 18105.271),(77 18090.31),(78 18272.006),(79 18535.178),
(1 5623.623),(2 9937.037),(3 11824.565),(4 12972.502),(5 13888.052),(6 14308.693),(7 14947.206),(8 15218.467),(9 15016.956),(10 15071.395),(11 15562.603),(12 15867.055),(13 16480.574),(14 16954.79),(15 17358.313),(16 17727.307),(17 17802.252),(18 17997.668),(19 17917.27),(20 17951.285),(21 18011.617),(22 18135.965),(23 18057.313),(24 18334.066),(25 18451.451),(26 18603.104),(27 18219.47),(28 18179.096),(29 18306.814),(30 18538.77),(31 18455.412),(32 18458.72),(33 18759.785),(34 18786.473),(35 18759.15),(36 18689.033),(37 18479.717),(38 18381.842),(39 18051.063),(40 18246.338),(41 18631.803),(42 18684.092),(43 18696.443),(44 18792.096),(45 18799.283),(46 18637.883),(47 18644.945),(48 18679.328),(49 18670.832),(50 18568.246),(51 18451.91),(52 18302.521),(53 18086.54),(54 18237.498),(55 18005.885),(56 17799.703),(57 17974.734),(58 17780.299),(59 17520.71),(60 17420.768),(61 17232.914),(62 17186.648),(63 17037.799),(64 17234.193),(65 17198.877),(66 17301.006),(67 17300.693),(68 17224.518),(69 17200.385),(70 17382.098),(71 17397.418),(72 17470.98),(73 17478.15),(74 17525.611),(75 17667.217),(76 17630.21),(77 17820.896),(78 17622.16),(79 17789.79),
(1 5553.717),(2 9711.023),(3 11193.069),(4 12407.68),(5 12943.233),(6 13552.114),(7 14265.471),(8 14500.718),(9 14564.724),(10 14646.023),(11 15078.955),(12 15295.584),(13 15399.086),(14 15649.247),(15 16383.736),(16 16922.977),(17 17029.813),(18 17071.686),(19 17128.732),(20 17370.117),(21 17329.059),(22 17519.83),(23 17569.025),(24 17884.998),(25 17859.295),(26 17735.887),(27 17466.012),(28 17784.35),(29 18090.781),(30 18040.502),(31 18224.338),(32 18522.89),(33 18600.053),(34 18434.387),(35 18409.703),(36 18462.14),(37 18723.285),(38 18689.846),(39 18526.658),(40 18532.002),(41 18387.79),(42 18213.11),(43 18252.486),(44 18140.826),(45 18109.555),(46 17971.166),(47 17814.143),(48 17747.588),(49 17545.941),(50 17506.615),(51 17719.531),(52 17479.156),(53 17488.639),(54 17468.037),(55 17035.207),(56 17025.637),(57 17199.244),(58 17332.719),(59 17217.656),(60 16994.277),(61 16938.059),(62 17034.842),(63 17056.258),(64 17072.209),(65 17269.47),(66 17171.467),(67 17246.5),(68 17553.918),(69 17600.379),(70 17653.973),(71 17744.111),(72 17791.135),(73 17887.496),(74 18085.012),(75 18387.818),(76 18659.455),(77 18746.707),(78 18768.555),(79 18691.06),
(1 5719.7563),(2 9778.729),(3 11239.774),(4 12031.171),(5 12648.863),(6 13198.031),(7 13691.659),(8 13984.164),(9 14099.156),(10 14288.06),(11 14499.401),(12 14785.459),(13 14660.86),(14 14710.658),(15 15369.786),(16 15742.111),(17 15849.384),(18 16156.704),(19 16284.698),(20 16572.377),(21 16820.578),(22 16926.84),(23 17030.443),(24 17112.639),(25 16800.09),(26 16842.691),(27 16881.574),(28 17266.604),(29 17660.62),(30 17787.367),(31 17807.693),(32 17894.9),(33 17753.686),(34 17694.746),(35 17605.115),(36 17753.695),(37 17912.713),(38 17663.201),(39 17450.416),(40 17441.781),(41 17543.684),(42 17580.336),(43 17796.436),(44 17848.191),(45 17664.484),(46 17504.732),(47 17277.473),(48 17296.848),(49 17039.004),(50 16930.72),(51 16651.053),(52 16663.895),(53 16679.965),(54 16674.133),(55 16429.508),(56 16095.141),(57 15963.139),(58 16053.84),(59 16094.297),(60 16094.8955),(61 16265.002),(62 16249.882),(63 16207.511),(64 16094.016),(65 16214.119),(66 16325.77),(67 16276.64),(68 16315.595),(69 16578.506),(70 16771.443),(71 17051.338),(72 17296.818),(73 17255.912),(74 17332.842),(75 17452.729),(76 17683.807),(77 17935.715),(78 18217.266),(79 18408.996),
(1 5437.6787),(2 9550.1),(3 10947.025),(4 11743.836),(5 12379.49),(6 12552.775),(7 12936.092),(8 13222.099),(9 13524.53),(10 13518.917),(11 13817.515),(12 13954.968),(13 14280.674),(14 14502.679),(15 14833.654),(16 14962.002),(17 15115.118),(18 15446.769),(19 15850.8545),(20 16268.608),(21 16329.167),(22 16301.667),(23 16364.832),(24 16427.76),(25 16192.89),(26 16378.7295),(27 16319.599),(28 16582.518),(29 16764.98),(30 16732.014),(31 16687.656),(32 16836.988),(33 16752.668),(34 16520.633),(35 16346.062),(36 16791.615),(37 16869.977),(38 16739.03),(39 16522.873),(40 16231.533),(41 15994.577),(42 15949.614),(43 16100.939),(44 16231.14),(45 16571.895),(46 16530.102),(47 16267.781),(48 16238.504),(49 16402.611),(50 16343.411),(51 16004.751),(52 16097.795),(53 16378.8955),(54 16121.148),(55 15954.622),(56 16028.854),(57 15745.024),(58 15353.777),(59 15285.821),(60 15331.015),(61 15554.717),(62 15776.658),(63 15673.85),(64 15622.41),(65 15656.068),(66 15675.725),(67 15621.44),(68 15402.936),(69 15692.066),(70 15877.226),(71 16142.754),(72 16316.812),(73 16319.138),(74 16560.775),(75 16470.842),(76 16403.71),(77 16527.49),(78 16705.457),(79 16961.17),
(1 5291.545),(2 9275.924),(3 10786.425),(4 11495.187),(5 11901.093),(6 12645.643),(7 13070.201),(8 13046.593),(9 13342.549),(10 13636.384),(11 13947.701),(12 14044.045),(13 14168.122),(14 14291.712),(15 14709.183),(16 15077.52),(17 15276.536),(18 15320.178),(19 15512.899),(20 16043.431),(21 15905.076),(22 15890.693),(23 16017.059),(24 16052.922),(25 16053.997),(26 16290.714),(27 16315.763),(28 16474.492),(29 16379.576),(30 16178.059),(31 16295.568),(32 16375.084),(33 16366.906),(34 16238.466),(35 16162.37),(36 16312.158),(37 16219.131),(38 16048.12),(39 15998.695),(40 15995.23),(41 16220.124),(42 16155.543),(43 16086.321),(44 16262.046),(45 16301.123),(46 16190.271),(47 16088.891),(48 15895.195),(49 15905.227),(50 15687.375),(51 15492.391),(52 15390.663),(53 15393.637),(54 15346.387),(55 15379.904),(56 15536.83),(57 15355.272),(58 15488.713),(59 15495.181),(60 15254.459),(61 15228.76),(62 15410.935),(63 15406.081),(64 15378.926),(65 15312.35),(66 15316.199),(67 15325.272),(68 15330),(69 15538.08),(70 15539.566),(71 15640.93),(72 15574.406),(73 15542.356),(74 15742.934),(75 15939.684),(76 16064.076),(77 15851.211),(78 16040.928),(79 16361.601),
(1 5351.386),(2 9129.525),(3 10611.651),(4 11247.438),(5 11775.323),(6 12514.3955),(7 12831.23),(8 12894.352),(9 13254.822),(10 13689.024),(11 13877.511),(12 13879.831),(13 14102.339),(14 14203.019),(15 14467.72),(16 14770.8955),(17 14872.155),(18 15087.495),(19 15358.842),(20 15663.741),(21 15561.236),(22 15698.597),(23 15795.566),(24 15883.943),(25 15758.984),(26 15758.028),(27 15955.671),(28 16477.938),(29 16319.082),(30 15936.171),(31 16011.8125),(32 15994.851),(33 15836.179),(34 15614.522),(35 15936.041),(36 16420.44),(37 16505.857),(38 16414.584),(39 16439.447),(40 16494.805),(41 16455.703),(42 16291.114),(43 16258.088),(44 16320.294),(45 16348.846),(46 15964.533),(47 15910.699),(48 15769.504),(49 15779.314),(50 15616.522),(51 15177.148),(52 14962.344),(53 15106.316),(54 15258.8125),(55 15369.264),(56 15318.948),(57 15307.329),(58 15230.247),(59 15261.428),(60 15276.399),(61 15437.312),(62 15528.929),(63 15264.613),(64 15077.276),(65 14889.407),(66 14577.846),(67 14582.041),(68 14662.271),(69 15014.454),(70 15156.04),(71 15249.523),(72 15359.322),(73 15551.366),(74 15541.248),(75 15923.53),(76 16070.689),(77 16145.07),(78 16293.396),(79 16739.443),
