1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16117.138),(2 57506.38),(3 115100.664),(4 179244.67),(5 241390.19),(6 294864.8),(7 337251.44),(8 368748.88),(9 390598.4),(10 402961.4),(11 407167.38),(12 403691.22),(13 394521.25),(14 382375.66),(15 372348.38),(16 363285.53),(17 355595.4),(18 346883.22),(19 338229.9),(20 327745.97),(21 318570.44),(22 310921.25),(23 309266.4),(24 311719.97),(25 317111.75),(26 322345.34),(27 329244.5),(28 338221.66),(29 348942.53),(30 359121.75),(31 368063.03),(32 374419.9),(33 375931.1),(34 374832.63),(35 373303.63),(36 371800.63),(37 369273.9),(38 365004.47),(39 361586.16),(40 357888.34),(41 354708.9),(42 351781.38),(43 348757.03),(44 345738.63),(45 343843.44),(46 343537.5),(47 343541.9),(48 343449.5),(49 343318.4),(50 341267.9),(51 338891.84),(52 335173.34),(53 330425.1),(54 326497.72),(55 324352.16),(56 322610.44),(57 321242.28),(58 322077.5),(59 326062.66),(60 331380.66),(61 335104.97),(62 337455.16),(63 339499.03),(64 339335.6),(65 337999.63),(66 335948.97),(67 332092.34),(68 325099.8),(69 319865.28),(70 318139.9),(71 321168.6),(72 328587.84),(73 338095.1),(74 346272.9),(75 354005.5),(76 362848.03),(77 372172.1),(78 381921.72),(79 387949.34),
(1 12968.698),(2 45424.734),(3 89048.13),(4 137703.44),(5 185106.63),(6 226380.94),(7 260141.81),(8 287792.4),(9 309358.44),(10 321875.03),(11 326414.7),(12 325559.1),(13 322480.3),(14 315879.8),(15 307285.84),(16 298167.53),(17 288937.2),(18 280959.3),(19 274900.75),(20 272554.78),(21 274199.16),(22 278537.78),(23 286254.63),(24 293768.63),(25 301671.34),(26 309094.88),(27 314816.16),(28 317596.78),(29 314750.7),(30 309003.25),(31 301456.3),(32 292784.3),(33 283439.53),(34 275177.1),(35 268301.75),(36 263752.03),(37 260449.67),(38 260778.25),(39 263492.56),(40 267898.25),(41 274303),(42 281268),(43 287746.9),(44 290895.06),(45 292508.78),(46 290636.9),(47 286098.03),(48 279461.38),(49 272527.78),(50 265833.84),(51 260102.39),(52 257779.28),(53 259448.1),(54 264794.25),(55 271409.97),(56 277357.5),(57 281474.88),(58 284665),(59 287015.94),(60 288798.7),(61 288317.63),(62 283939.38),(63 278466.88),(64 272530.88),(65 268186.94),(66 266050.2),(67 266568.97),(68 270540.7),(69 277310),(70 285123.75),(71 289471.53),(72 290288.13),(73 288189.56),(74 285058.06),(75 280246.5),(76 274165.56),(77 267035.88),(78 261559.11),(79 257122.28),
(1 13500.438),(2 46950.95),(3 91037.195),(4 138529.48),(5 184996.55),(6 225824.39),(7 258199.33),(8 280957.13),(9 296188.44),(10 303593.9),(11 304076.88),(12 296847.4),(13 284323.25),(14 270613.75),(15 257556.72),(16 246494.63),(17 238379.7),(18 233694.84),(19 234034.7),(20 237618.52),(21 245739.84),(22 257160.92),(23 272976.03),(24 288624.13),(25 303842.4),(26 317488.16),(27 329847.06),(28 337605.25),(29 340172.94),(30 336576.78),(31 328326.4),(32 315619.7),(33 300591.63),(34 284652.8),(35 271510.53),(36 263603.22),(37 260811.22),(38 261426.45),(39 265017.6),(40 268935.28),(41 272650.16),(42 274963.94),(43 277011.13),(44 277375.13),(45 275742.8),(46 274323.7),(47 273535.03),(48 271428.7),(49 268749.75),(50 266456.2),(51 263214.66),(52 259235.78),(53 256032.98),(54 254537.61),(55 253350.4),(56 253074.98),(57 251415.47),(58 248167.1),(59 243377.7),(60 238708.84),(61 233613.77),(62 226669.25),(63 220538),(64 216008.02),(65 213719.88),(66 214755.4),(67 218130.6),(68 224604),(69 231180.6),(70 236766.13),(71 240579.3),(72 244418.86),(73 247198.86),(74 248672.06),(75 249022.08),(76 248487.88),(77 246091.94),(78 243611.06),(79 243519.3),
(1 13427.303),(2 47107.29),(3 92143.78),(4 140404.08),(5 184158.47),(6 219168.75),(7 245796.81),(8 265064.7),(9 279374.6),(10 285392.03),(11 283235.13),(12 275084.9),(13 262533.8),(14 249115.55),(15 236855),(16 225544.48),(17 217177.77),(18 210553.05),(19 207359.2),(20 208274.81),(21 214370.25),(22 225852.25),(23 239172.66),(24 250567.56),(25 260045.14),(26 268191.66),(27 274870.72),(28 281765.75),(29 287045.06),(30 287970.38),(31 286685.4),(32 282018.84),(33 275200.3),(34 266931.03),(35 258768.02),(36 251305.64),(37 245431.42),(38 240638.88),(39 235468.13),(40 230469.25),(41 226824.58),(42 223442),(43 221348.81),(44 218097.4),(45 216275.13),(46 217570.36),(47 220246.95),(48 222507.63),(49 223806.52),(50 222133.11),(51 218726.47),(52 214266.55),(53 210461.33),(54 208687.86),(55 209727.31),(56 212353.47),(57 214679.66),(58 216314.14),(59 218035.48),(60 221667.31),(61 224058.03),(62 225325.92),(63 225657.47),(64 226170.55),(65 226810),(66 224943.88),(67 221325.7),(68 218790.42),(69 217690.6),(70 217130.6),(71 217852.44),(72 219658.2),(73 221564.73),(74 223185.77),(75 224109.48),(76 223152.77),(77 220921.14),(78 218221.4),(79 215658.95),
(1 12971.759),(2 45177.25),(3 85795.25),(4 126813.95),(5 163214.19),(6 192704.14),(7 215167),(8 231821.58),(9 242280.4),(10 246346.4),(11 243605.98),(12 235735.08),(13 225279.25),(14 213973.69),(15 202517.8),(16 191074.03),(17 181288.2),(18 174502.97),(19 171299.83),(20 170319.73),(21 171672.78),(22 175243.86),(23 179895.03),(24 184700.67),(25 189364.53),(26 193563.42),(27 198684.17),(28 202964.4),(29 207690.16),(30 212055.7),(31 215328.77),(32 216146.39),(33 216165.94),(34 216099.83),(35 216514.44),(36 216108.64),(37 214032.94),(38 213001.5),(39 211129.45),(40 209913.27),(41 207631.84),(42 205010.3),(43 202767.77),(44 200073.84),(45 198509.83),(46 199467.27),(47 202024.33),(48 205367.4),(49 208004.48),(50 210757.94),(51 212755.16),(52 213776.6),(53 214633.61),(54 215076.53),(55 213699.1),(56 211825.77),(57 210127.14),(58 209550.17),(59 210278.97),(60 210713.05),(61 208930.8),(62 206499.89),(63 204732.97),(64 203008.44),(65 201393.58),(66 199629.61),(67 195731.97),(68 191211.83),(69 187142),(70 184137.86),(71 182944.19),(72 183687.45),(73 186607.92),(74 191595.36),(75 197973.89),(76 205339.67),(77 211863.52),(78 215936.45),(79 217479.06),
(1 12756.982),(2 43666.027),(3 83043.53),(4 123385.32),(5 159138.64),(6 188844.42),(7 213160.8),(8 231817.58),(9 239495.06),(10 240081.27),(11 236180.88),(12 230231.44),(13 223797.36),(14 217520.08),(15 212491.02),(16 208632.67),(17 204960.02),(18 201717.55),(19 199039.1),(20 197080.02),(21 197021.89),(22 198807.66),(23 202013.03),(24 205209),(25 208521.73),(26 210562.27),(27 212002.53),(28 212056.38),(29 210471.2),(30 207696.92),(31 203340.3),(32 200185.33),(33 199093.97),(34 198915.22),(35 197503.84),(36 195602.83),(37 195019.02),(38 194297.88),(39 193808.9),(40 195378.98),(41 197763.92),(42 200179.66),(43 200046.06),(44 197803.22),(45 194055.78),(46 189532.52),(47 185466.67),(48 183132.75),(49 182785.73),(50 183262.8),(51 183948.06),(52 185268.98),(53 188022.02),(54 189896.42),(55 191289.44),(56 192302.53),(57 193673.13),(58 193957.81),(59 194266.52),(60 195305.47),(61 197189.17),(62 200801.9),(63 206972.8),(64 212252.3),(65 215936.42),(66 218806.81),(67 218652.22),(68 215403.55),(69 210449.7),(70 204889.92),(71 200063.34),(72 195469.13),(73 190786.83),(74 187770.53),(75 183967.2),(76 180002.27),(77 176578.48),(78 175067.06),(79 175602.88),
(1 12489.881),(2 43116.867),(3 81789.4),(4 120868.71),(5 156029.77),(6 185540.9),(7 207935.8),(8 220572.77),(9 225513.61),(10 223234.3),(11 214531.02),(12 202569.52),(13 191594.16),(14 184468.92),(15 181932.42),(16 183585.28),(17 187611.58),(18 192933.97),(19 199773.53),(20 206651.11),(21 215103.98),(22 222952.66),(23 227344.89),(24 226984.45),(25 222743.56),(26 215561.06),(27 206433.44),(28 196961.25),(29 188290.89),(30 181604.72),(31 177073.38),(32 174411.86),(33 173336.53),(34 172233.88),(35 171830.88),(36 171222.67),(37 171968.42),(38 173113.08),(39 172685.14),(40 173412.95),(41 174452.64),(42 175798.92),(43 177451.38),(44 178509.22),(45 179325.11),(46 180213.67),(47 181567.53),(48 182293.13),(49 181945.98),(50 180555.66),(51 178321.4),(52 175489.64),(53 172774.33),(54 169899.13),(55 167320.98),(56 166514.1),(57 166952.92),(58 168762.64),(59 170101.56),(60 172910.23),(61 176511.86),(62 180525.73),(63 183849.27),(64 184361.31),(65 182508.92),(66 178898.55),(67 173727.22),(68 167008.28),(69 160531.84),(70 156800.4),(71 154519.58),(72 154828.33),(73 158013.02),(74 161745.11),(75 164496.02),(76 166969.94),(77 168867.4),(78 169507.7),(79 169172.23),
(1 12433.648),(2 42135.58),(3 78511.984),(4 113386),(5 143481.95),(6 166442.28),(7 180070.73),(8 184459.2),(9 182292.14),(10 175997.81),(11 166919.83),(12 158166.73),(13 151275.63),(14 148201.72),(15 147735.52),(16 148967.86),(17 152919.86),(18 159225.38),(19 167690.27),(20 176322.7),(21 184691.83),(22 192183.02),(23 199003.66),(24 202336.61),(25 202194.53),(26 198974.17),(27 192792.73),(28 186635.89),(29 181078.39),(30 177390.86),(31 175718.97),(32 175913.3),(33 177302.77),(34 178748.97),(35 180459.86),(36 183096.63),(37 185877.47),(38 187375.52),(39 188234.6),(40 189735.03),(41 190870.72),(42 192117.94),(43 192828.23),(44 194342.31),(45 196489.4),(46 198034.83),(47 198071.94),(48 194634.97),(49 188872.39),(50 182285.48),(51 175931.11),(52 169539.83),(53 164981.44),(54 162254.3),(55 163299.53),(56 166082.8),(57 170925.52),(58 177136.7),(59 181864.97),(60 184644.1),(61 185943.4),(62 186153.31),(63 183940.56),(64 180456.36),(65 176688.31),(66 172912.4),(67 169117.28),(68 165747.11),(69 164596.6),(70 166395.48),(71 169286.97),(72 172167.55),(73 175181.06),(74 175698.19),(75 172375.39),(76 165503.06),(77 158913.77),(78 152429.31),(79 146997.6),
(1 11255.731),(2 37686.85),(3 70153.18),(4 100529.19),(5 126306.06),(6 146306.4),(7 157959.8),(8 160820.98),(9 158511.44),(10 153417.53),(11 145675.69),(12 139766.19),(13 138512.63),(14 140397.5),(15 142722.81),(16 144976.72),(17 148292.34),(18 151876.97),(19 155414.66),(20 159275.95),(21 163048.14),(22 165536.83),(23 168024.28),(24 169856.1),(25 170784.3),(26 170974.02),(27 171164.92),(28 171686.69),(29 170988.53),(30 169543.73),(31 166852.5),(32 164315.45),(33 163479.73),(34 160912.94),(35 156902.53),(36 153525.4),(37 151509.05),(38 149307.25),(39 147756.14),(40 146352.45),(41 145271.9),(42 145751.94),(43 145879.22),(44 146461.05),(45 147128.33),(46 148216.8),(47 150060.66),(48 150596.53),(49 150029.2),(50 148918.08),(51 148379.08),(52 147832.36),(53 148421.6),(54 148061.02),(55 148077.25),(56 148199.17),(57 148828.33),(58 149268.45),(59 148834.31),(60 148418.83),(61 148799.55),(62 148593.58),(63 147844.1),(64 147717.95),(65 147397.39),(66 147101.08),(67 147199.98),(68 148237.88),(69 149424.16),(70 151801.8),(71 154265.75),(72 155198.2),(73 154917.05),(74 154545.42),(75 153007.97),(76 150515.17),(77 147420.31),(78 143667.58),(79 140943.77),
(1 12043.624),(2 40289.273),(3 73829.48),(4 104562.37),(5 129142.8),(6 147102.58),(7 156997.48),(8 159187.69),(9 156396.4),(10 151074.64),(11 145906.34),(12 141778.19),(13 141387.67),(14 143610),(15 147052.38),(16 150013.86),(17 152319.5),(18 153755.56),(19 154959.5),(20 156067.95),(21 158347.69),(22 161776.55),(23 164025.97),(24 165530.5),(25 166877.23),(26 167796.16),(27 167988.06),(28 167336.03),(29 167197.61),(30 167281.75),(31 166742.47),(32 165609.05),(33 164642.23),(34 163626.4),(35 161404.89),(36 158843.25),(37 158530.11),(38 160086.83),(39 162721),(40 166170.92),(41 170166.22),(42 173758.73),(43 175178.38),(44 174699.72),(45 171939.08),(46 167538.22),(47 162687.25),(48 159205.11),(49 156375.36),(50 154405.81),(51 154246.47),(52 155781.44),(53 158370.17),(54 161271.3),(55 163723.44),(56 164575.9),(57 165748.16),(58 166782.2),(59 166534.38),(60 165812.97),(61 164770.9),(62 163046.28),(63 161815.84),(64 161343.44),(65 160995.48),(66 160844.81),(67 160461.27),(68 161070.88),(69 161077.17),(70 161248.92),(71 162234.28),(72 163075.48),(73 163584.23),(74 164152.73),(75 164427.45),(76 163798.19),(77 162451.67),(78 160614.94),(79 158275.66),
(1 12115.57),(2 39919.832),(3 72074.7),(4 102365.89),(5 127581.914),(6 145367.78),(7 155661.88),(8 158977.73),(9 155363.92),(10 148949.81),(11 141335.92),(12 136082.69),(13 134927),(14 136493.08),(15 139454.86),(16 142114.72),(17 144475.48),(18 146947.3),(19 149533),(20 152381.95),(21 154660.36),(22 156538.05),(23 156364.22),(24 154577.64),(25 152928.98),(26 151777.97),(27 151430),(28 151338.98),(29 151636.7),(30 152163.98),(31 152501.52),(32 151637.27),(33 150001.8),(34 146747.94),(35 142567.94),(36 139993.05),(37 140293.2),(38 142604.98),(39 145937.19),(40 149930.48),(41 154342.13),(42 157870.63),(43 158000.97),(44 156497.94),(45 154258.84),(46 151695.2),(47 147703.92),(48 143710.28),(49 140490.3),(50 138240.72),(51 137216.94),(52 137298.47),(53 138558.36),(54 141338.36),(55 144182.14),(56 145876.89),(57 146766.19),(58 146523.73),(59 145998.34),(60 143946.06),(61 141986.2),(62 140076.53),(63 140490.8),(64 142665.86),(65 146304.64),(66 147469.4),(67 146768.2),(68 146218.16),(69 144540.22),(70 141725.77),(71 138319.89),(72 135880.55),(73 135828.81),(74 136962.28),(75 138417.19),(76 140658.28),(77 142666.73),(78 144116.69),(79 146142.36),
(1 11714.833),(2 39065.516),(3 72518.65),(4 104224.45),(5 128783.81),(6 145810.3),(7 156746.06),(8 161759.45),(9 159376.73),(10 153512.67),(11 146629.47),(12 141038.9),(13 137724.67),(14 137100.6),(15 139032.53),(16 142155.61),(17 144617.4),(18 146755.78),(19 149761.95),(20 153358.56),(21 154363.67),(22 151554.81),(23 147033.66),(24 142376.42),(25 137117.9),(26 132154.75),(27 128617.64),(28 126853.8),(29 127816.305),(30 130387.16),(31 132300.58),(32 132637.98),(33 131677.11),(34 129740.05),(35 128580.97),(36 127478.81),(37 127748.03),(38 129320.05),(39 131087.38),(40 132682.02),(41 134542.38),(42 136251.42),(43 138193.27),(44 138851.03),(45 138310.25),(46 136687.5),(47 134764.38),(48 133088.95),(49 132112.66),(50 131928.42),(51 132776.48),(52 133446.28),(53 134414.78),(54 134747.98),(55 133760.72),(56 131018.73),(57 127815.65),(58 125509.97),(59 123587.64),(60 123543.336),(61 126118.1),(62 130675.36),(63 136735.78),(64 142064.3),(65 145434.67),(66 145871.55),(67 144512.83),(68 141682.23),(69 137773.48),(70 135630.17),(71 135126.81),(72 135220.31),(73 136033.16),(74 138341.58),(75 140416.7),(76 142312.77),(77 143550.67),(78 143603.45),(79 142892.94),
(1 10707.619),(2 35409.496),(3 64946.313),(4 92068.266),(5 112649.49),(6 125324.08),(7 133055.28),(8 134934.78),(9 131069),(10 125244.836),(11 119367.61),(12 115262.85),(13 114776.87),(14 116950.586),(15 118511.91),(16 119145.15),(17 120082.18),(18 121179.51),(19 122437.15),(20 125603.734),(21 129341.7),(22 132331.83),(23 134052.86),(24 134615.13),(25 134434.13),(26 133089.22),(27 130536.13),(28 128315.7),(29 128162.87),(30 128314.25),(31 129592.49),(32 129501.51),(33 127878.016),(34 126294),(35 126023.76),(36 126775.39),(37 128306.266),(38 130542.97),(39 132574.92),(40 134007.78),(41 133723.73),(42 130037.95),(43 124863.914),(44 119935.92),(45 116373.734),(46 115130.06),(47 116097.3),(48 118687.88),(49 122955.555),(50 126250.66),(51 128295.06),(52 128103.25),(53 126964.625),(54 125544.12),(55 121916.77),(56 117564.72),(57 113920.266),(58 111717.57),(59 110494.76),(60 111794.96),(61 115337.77),(62 119979.586),(63 124641.71),(64 128323.03),(65 130754.805),(66 130562.54),(67 128775.61),(68 125952.75),(69 121384.25),(70 115879.3),(71 111456.69),(72 110560.586),(73 112258.69),(74 115087.9),(75 117220.15),(76 117869.85),(77 118316.18),(78 116858.4),(79 114998.875),
(1 10137.212),(2 33048.875),(3 58780.43),(4 81015.21),(5 97853.76),(6 108565.03),(7 113056.58),(8 112327.04),(9 109075.875),(10 105585.11),(11 102436.71),(12 102167.2),(13 102639.805),(14 102678.04),(15 102163.86),(16 100781.94),(17 100278.37),(18 100804.34),(19 103383),(20 107058.14),(21 111201.55),(22 114973.25),(23 117223.055),(24 118661.44),(25 119736.48),(26 119411.48),(27 118575.234),(28 118064.58),(29 118097.47),(30 118484.586),(31 118760.27),(32 118073.836),(33 117201.414),(34 116701.04),(35 117091.62),(36 117327.89),(37 117457.14),(38 117093.97),(39 117516.164),(40 117778.414),(41 116890.055),(42 116029.37),(43 115242.27),(44 115085.69),(45 116077.75),(46 118335.31),(47 120692.89),(48 121959),(49 122622.91),(50 122101.26),(51 120478.97),(52 118280.73),(53 116241.75),(54 114974.48),(55 113621.25),(56 111419.69),(57 109718.2),(58 110045.85),(59 111436.97),(60 113805.8),(61 116049.586),(62 117020.875),(63 117466.52),(64 117432.63),(65 116996.875),(66 116554.44),(67 116105.55),(68 115592.56),(69 115243.52),(70 115695.51),(71 117385.33),(72 120123.195),(73 122213.195),(74 124102.875),(75 124880.42),(76 124205.73),(77 122691.15),(78 120352.97),(79 119018.18),
(1 10143.701),(2 33015.42),(3 59190.64),(4 82116.26),(5 97921.84),(6 106685.41),(7 110383.82),(8 110771.5),(9 109535.22),(10 107772.16),(11 107139.625),(12 107685.36),(13 109859.3),(14 112131.04),(15 113204.57),(16 111494.125),(17 110220.19),(18 110104.59),(19 110620.53),(20 111428.734),(21 112072.586),(22 112353.16),(23 111901.734),(24 110864.766),(25 110017.96),(26 109802.2),(27 110578.22),(28 112134.05),(29 114648.62),(30 117074.25),(31 118897.93),(32 119122.18),(33 118964.14),(34 119001.445),(35 118376.586),(36 116230.32),(37 115855.64),(38 116350.79),(39 117165.47),(40 117250.11),(41 117133.836),(42 116488.445),(43 115356.625),(44 115002.66),(45 116091.68),(46 118628.875),(47 121558.47),(48 125275.57),(49 128421.09),(50 130100.22),(51 130469.91),(52 129257.195),(53 127424.97),(54 125237.11),(55 123107.914),(56 121064.414),(57 119482.016),(58 118371.336),(59 117843.72),(60 118753.59),(61 119820.21),(62 121211.25),(63 123841.695),(64 126755.46),(65 131200.86),(66 135268.47),(67 136956.84),(68 135113.06),(69 131783.39),(70 127995),(71 125565.16),(72 124268.305),(73 124168.164),(74 124706.836),(75 124652.234),(76 122996),(77 119845.664),(78 116314.57),(79 113666.625),
(1 11126.091),(2 36266.26),(3 64557.074),(4 88788.516),(5 106186.26),(6 115926.555),(7 119205.29),(8 117708.49),(9 115327.375),(10 113742.125),(11 113255.05),(12 114146.375),(13 116043.38),(14 116571.51),(15 117120.44),(16 118550.76),(17 122018.336),(18 126686.64),(19 130538.93),(20 132440.75),(21 131784.05),(22 130132.17),(23 128000.45),(24 126218.55),(25 125093.48),(26 124845.27),(27 126421.74),(28 127596.87),(29 127173.51),(30 123863.32),(31 121502.945),(32 120325.35),(33 121743.305),(34 124005.59),(35 126786.42),(36 128967.85),(37 130456.95),(38 129097.13),(39 125158.61),(40 120350.76),(41 116244.45),(42 111746.64),(43 108079.484),(44 105689.7),(45 105623.73),(46 107730.25),(47 111050.22),(48 113874),(49 116175.51),(50 117123.05),(51 117993.164),(52 117716.04),(53 117529.695),(54 117761.65),(55 117479.65),(56 116378.85),(57 115483.1),(58 113815.16),(59 112752.22),(60 112446.98),(61 112736.38),(62 113323.35),(63 114177.6),(64 115347.1),(65 118094.87),(66 119732.61),(67 119679.29),(68 118570.05),(69 117187.91),(70 116063.98),(71 116282.58),(72 116142.266),(73 115666.65),(74 114595.87),(75 113740.81),(76 113728.07),(77 113902.016),(78 114247.87),(79 115141.375),
(1 10355.023),(2 33464.36),(3 59530.88),(4 82359.21),(5 99218.52),(6 109519.32),(7 113432.32),(8 113310.93),(9 111149.08),(10 107854.016),(11 104938.36),(12 102867.12),(13 102270.05),(14 102618.46),(15 103442.43),(16 104986.97),(17 106811.72),(18 107908.8),(19 109177.09),(20 110335.62),(21 111257.875),(22 112254.91),(23 112216.85),(24 112806.51),(25 113887.68),(26 114597.76),(27 114579.62),(28 114302.19),(29 114264.2),(30 112477.414),(31 110493.266),(32 108790.52),(33 108582.09),(34 110285.21),(35 112194.56),(36 113178.45),(37 113914.09),(38 113749.8),(39 111970.7),(40 109476.625),(41 107999.56),(42 107181.914),(43 106185.33),(44 105306.16),(45 106399.695),(46 107828.77),(47 109000.84),(48 110504.14),(49 110079.086),(50 107945.07),(51 105756.78),(52 104231.234),(53 103673.516),(54 103180.77),(55 103339.8),(56 103716.734),(57 102982.46),(58 101102.445),(59 100038.05),(60 100073.266),(61 100714.22),(62 101036.56),(63 101467.414),(64 101904.59),(65 103684.11),(66 104662.81),(67 105764.69),(68 106546.57),(69 107814.8),(70 110045.12),(71 111491.06),(72 110714.8),(73 109121.46),(74 107905.32),(75 106470.48),(76 104355.625),(77 104078.99),(78 104509.5),(79 105507.59),
(1 10700.666),(2 35332.438),(3 63092.082),(4 85588.39),(5 100187.39),(6 107156.93),(7 108340.22),(8 106923.26),(9 104485.48),(10 102977.72),(11 101557.305),(12 101111.305),(13 100955.22),(14 101201.51),(15 103471.445),(16 106658.41),(17 109798.83),(18 112203.11),(19 113528.33),(20 113003.75),(21 111171.555),(22 109709.336),(23 109311.66),(24 109974.65),(25 111905.266),(26 114159.93),(27 114955.445),(28 113748.375),(29 111866.38),(30 109802.47),(31 107313.52),(32 105738.66),(33 106063.53),(34 108156.234),(35 110089.58),(36 109950.78),(37 109104.445),(38 107688.516),(39 105938.11),(40 103644.375),(41 103356.88),(42 105163.04),(43 108453.28),(44 112429.25),(45 115249.484),(46 116362.91),(47 115343.07),(48 113582.24),(49 110941.23),(50 107841.62),(51 105321.234),(52 103387.63),(53 103650.73),(54 106141.6),(55 108876.28),(56 111210.32),(57 112031.14),(58 111049.69),(59 109476.08),(60 107985.26),(61 106766.05),(62 106838.92),(63 107973.27),(64 109163.48),(65 110844.336),(66 111990.875),(67 112305.195),(68 111387.38),(69 110555.96),(70 108896.76),(71 106908.52),(72 105081.49),(73 104493.01),(74 104876.96),(75 104585.26),(76 104885.98),(77 104495.17),(78 103415.8),(79 103183.26),
(1 9824.818),(2 31144.854),(3 54472.406),(4 73505.46),(5 85971.95),(6 91965.266),(7 93813.664),(8 93256.73),(9 92795.44),(10 92070.84),(11 90462.61),(12 89443.44),(13 89734.14),(14 90050.65),(15 90270.96),(16 91156.445),(17 92404.516),(18 93508.39),(19 93937.31),(20 93479.73),(21 93115.07),(22 93504.55),(23 94264.68),(24 95131.93),(25 96410.4),(26 97211.12),(27 97978.625),(28 98424.39),(29 97619.555),(30 96695.95),(31 96831.875),(32 97133.23),(33 97366.16),(34 97203.21),(35 97142.484),(36 97189.44),(37 97880.36),(38 98571.695),(39 99221.625),(40 99817.82),(41 100432.98),(42 100181.83),(43 99392.12),(44 98632.3),(45 98251.13),(46 98659.65),(47 100588.45),(48 101969.84),(49 101957.01),(50 101639.46),(51 100844.766),(52 99311.95),(53 99171.61),(54 99589.81),(55 100061.73),(56 99465.35),(57 97413.44),(58 95267.695),(59 94125.17),(60 93964.86),(61 94446.02),(62 94957.02),(63 96271.54),(64 96883.56),(65 96460.984),(66 95726),(67 95338.59),(68 94917.51),(69 95064.68),(70 95889.945),(71 96483.164),(72 96513.125),(73 95485.62),(74 94940.88),(75 94489.1),(76 94047.32),(77 94380.58),(78 95239.23),(79 95885.77),
