1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2210.5427),(2 4253.07),(3 5484.4546),(4 6241.047),(5 6648.614),(6 6989.266),(7 7282.1455),(8 7551.1187),(9 7641.69),(10 7757.4736),(11 7833.892),(12 7909.467),(13 7992.8276),(14 8059.68),(15 8036.6475),(16 8136.78),(17 8301.761),(18 8332.557),(19 8358.258),(20 8385.508),(21 8407.914),(22 8481.19),(23 8556.776),(24 8584.656),(25 8574.977),(26 8578.192),(27 8620.475),(28 8707.89),(29 8802.432),(30 8844.773),(31 8833.3125),(32 8903.756),(33 8890.189),(34 8929.407),(35 8858.443),(36 8729.613),(37 8694.65),(38 8716.233),(39 8660.263),(40 8662.273),(41 8692.482),(42 8629.988),(43 8626.389),(44 8680.106),(45 8688.882),(46 8693.554),(47 8673.283),(48 8643.496),(49 8668.632),(50 8767.939),(51 8878.553),(52 8876.332),(53 8852.43),(54 8921.052),(55 8941.665),(56 8989.029),(57 9019.457),(58 8980.438),(59 8913.273),(60 8837.256),(61 8783.908),(62 8784.029),(63 8775.168),(64 8784.346),(65 8820.947),(66 8873.519),(67 8922.748),(68 9084.877),(69 9123.891),(70 9126.488),(71 9077.261),(72 9070.313),(73 9054.179),(74 9007.79),(75 8926.904),(76 8788.19),(77 8673.563),(78 8659.8),(79 8711.388),
(1 2193.689),(2 4172.4106),(3 5381.191),(4 6162.7397),(5 6614.4844),(6 6966.4585),(7 7182.0103),(8 7378.3984),(9 7497.1226),(10 7546.8174),(11 7664.403),(12 7733.691),(13 7837.011),(14 7902.6475),(15 7935.3896),(16 8030.735),(17 8114.601),(18 8174.7163),(19 8278.65),(20 8305.745),(21 8256.31),(22 8256.753),(23 8302.86),(24 8296.275),(25 8394.448),(26 8555.99),(27 8589.005),(28 8620.308),(29 8612.754),(30 8617.525),(31 8571.359),(32 8527.074),(33 8532.972),(34 8562.963),(35 8565.49),(36 8584.469),(37 8602.212),(38 8621.197),(39 8531.703),(40 8546.782),(41 8638.708),(42 8618.823),(43 8629.336),(44 8661.995),(45 8758.859),(46 8751.353),(47 8650.957),(48 8597.368),(49 8554.065),(50 8585.828),(51 8638.907),(52 8547.026),(53 8564.337),(54 8586.361),(55 8649.718),(56 8678.052),(57 8725.8545),(58 8758.82),(59 8762.743),(60 8745.622),(61 8747.686),(62 8735.904),(63 8698.482),(64 8577.2),(65 8512.387),(66 8496.8125),(67 8498.962),(68 8583.65),(69 8646.771),(70 8749.253),(71 8786.1455),(72 8814.607),(73 8850.449),(74 8843.141),(75 8908.217),(76 8823.425),(77 8866.296),(78 8870.842),(79 8798.772),
(1 2177.55),(2 4196.8457),(3 5383.3506),(4 6117.911),(5 6583.0864),(6 6854.784),(7 7065.9595),(8 7266.956),(9 7335.1963),(10 7409.813),(11 7572.278),(12 7676.035),(13 7868.465),(14 7972.0166),(15 8012.661),(16 7948.751),(17 7984.408),(18 8058.6533),(19 8091.4155),(20 8072.187),(21 8098.8013),(22 8026.5024),(23 8089.981),(24 8149.088),(25 8204.308),(26 8344.777),(27 8403.205),(28 8406.242),(29 8404.769),(30 8478.822),(31 8512.831),(32 8446.993),(33 8316.353),(34 8226.933),(35 8172.9863),(36 8138.365),(37 8179.8555),(38 8197.077),(39 8216.848),(40 8204.52),(41 8268.34),(42 8290.792),(43 8220.253),(44 8182.0933),(45 8210.796),(46 8223.101),(47 8219.084),(48 8241.669),(49 8207.45),(50 8150.0264),(51 8111.452),(52 7994.9526),(53 8023.354),(54 8024.1445),(55 8020.94),(56 8070.2915),(57 8168.658),(58 8235.148),(59 8335.872),(60 8380.649),(61 8411.552),(62 8503.803),(63 8531.047),(64 8546.778),(65 8478.926),(66 8458.22),(67 8371.328),(68 8419.356),(69 8392.572),(70 8411.964),(71 8442.222),(72 8414.193),(73 8393.749),(74 8368.211),(75 8326.562),(76 8313.309),(77 8376.766),(78 8389.003),(79 8449.618),
(1 2070.4656),(2 3916.7224),(3 4993.0015),(4 5686.17),(5 6117.33),(6 6406.8193),(7 6674.6987),(8 6909.1904),(9 6979.968),(10 7095.92),(11 7233.8696),(12 7307.276),(13 7498.186),(14 7631.4663),(15 7643.3613),(16 7709.5186),(17 7786.325),(18 7758.0483),(19 7791.264),(20 7820.8677),(21 7926.794),(22 7902.164),(23 7896.127),(24 7963.917),(25 8087.8506),(26 8175.914),(27 8267.939),(28 8283.09),(29 8283.1),(30 8318.447),(31 8291.701),(32 8301.69),(33 8238.498),(34 8213.874),(35 8124.0566),(36 8032.5127),(37 8025.7476),(38 8099.0327),(39 8083.994),(40 8083.8506),(41 8040.407),(42 7945.664),(43 7895.9595),(44 7927.2715),(45 8008.9976),(46 8012.6177),(47 7983.993),(48 7939.8247),(49 8015.832),(50 8023.591),(51 7921.562),(52 7880.162),(53 7882.1655),(54 7875.542),(55 7906.01),(56 7907.427),(57 7946.4536),(58 7935.091),(59 7850.3687),(60 7875.3843),(61 7893.8433),(62 7974.776),(63 7942.9194),(64 7874.8223),(65 7843.852),(66 7859.083),(67 7842.86),(68 7922.821),(69 7880.888),(70 7801.329),(71 7763.285),(72 7756.3247),(73 7740.867),(74 7759.3813),(75 7774.6416),(76 7789.3516),(77 7859.524),(78 7854.797),(79 7919.3867),
(1 2026.735),(2 3853.8933),(3 4893.6016),(4 5507.6987),(5 5846.7744),(6 6098.3027),(7 6262.7827),(8 6474.496),(9 6581.8843),(10 6595.0737),(11 6626.513),(12 6673.4204),(13 6786.6924),(14 6941.801),(15 7110.4116),(16 7206.223),(17 7262.376),(18 7267.1333),(19 7410.0537),(20 7424.8076),(21 7403.4907),(22 7401.3105),(23 7506.497),(24 7544.2437),(25 7658.9517),(26 7828.214),(27 7920.1104),(28 7931.3105),(29 7925.5796),(30 7876.9595),(31 7847.944),(32 7841.2876),(33 7860.2),(34 7792.141),(35 7674.0576),(36 7603.5767),(37 7624.3037),(38 7737.618),(39 7745.1733),(40 7684.2295),(41 7689.1367),(42 7691.3184),(43 7727.296),(44 7759.987),(45 7728.161),(46 7680.144),(47 7668.5537),(48 7674.7593),(49 7690.972),(50 7661.1387),(51 7685.8457),(52 7673.8613),(53 7637.8296),(54 7646.1133),(55 7625.539),(56 7584.2563),(57 7579.7544),(58 7544.226),(59 7512.6704),(60 7540.1597),(61 7536.1704),(62 7553.931),(63 7569.7954),(64 7550.332),(65 7478.097),(66 7441.04),(67 7496.4287),(68 7646.421),(69 7593.6113),(70 7509.2607),(71 7464.2007),(72 7424.4824),(73 7437.8267),(74 7483.258),(75 7523.098),(76 7510.7974),(77 7534.675),(78 7526.4463),(79 7572.224),
(1 1971.7206),(2 3713.009),(3 4742.348),(4 5397.39),(5 5804.3594),(6 6088.1006),(7 6304.6255),(8 6420.25),(9 6516.2817),(10 6612.3384),(11 6695.8),(12 6764.235),(13 6810.2456),(14 6877.3315),(15 6960.9834),(16 7065.5596),(17 7025.7695),(18 7033.022),(19 7118.499),(20 7227.0913),(21 7378.3994),(22 7436.9243),(23 7553.043),(24 7515.1494),(25 7545.174),(26 7595.2607),(27 7701.2793),(28 7659.1523),(29 7602.249),(30 7577.0483),(31 7529.657),(32 7505.209),(33 7466.274),(34 7421.0415),(35 7338.463),(36 7345.269),(37 7373.13),(38 7437.689),(39 7470.2705),(40 7477.963),(41 7474.932),(42 7464.0513),(43 7435.3506),(44 7505.599),(45 7469.9927),(46 7423.8467),(47 7392.8726),(48 7396.2305),(49 7395.9077),(50 7410.3794),(51 7407.858),(52 7391.3926),(53 7347.419),(54 7395.4585),(55 7350.319),(56 7298.0967),(57 7331.6357),(58 7314.4546),(59 7239.751),(60 7232.1895),(61 7195.8643),(62 7277.091),(63 7316.494),(64 7331.2544),(65 7322.2114),(66 7356.497),(67 7320.3325),(68 7421.4893),(69 7443.6616),(70 7495.6206),(71 7466.4434),(72 7438.682),(73 7453.9976),(74 7424.932),(75 7397.0347),(76 7405.316),(77 7434.2627),(78 7437.7363),(79 7504.814),
(1 1896.0243),(2 3580.0386),(3 4550.7456),(4 5172.0493),(5 5527.1187),(6 5728.581),(7 5927.642),(8 6034.364),(9 6137.8335),(10 6242.7524),(11 6340.223),(12 6360.684),(13 6420.0576),(14 6520.1797),(15 6569.3516),(16 6564.206),(17 6560.87),(18 6623.9004),(19 6653.3516),(20 6729.636),(21 6859.3296),(22 6882.7017),(23 6906.637),(24 6944.5015),(25 7005.8926),(26 7142.9463),(27 7275.531),(28 7301.0103),(29 7299.855),(30 7300.886),(31 7285.7153),(32 7227.268),(33 7220.4375),(34 7259.328),(35 7156.5576),(36 7067.8833),(37 7049.97),(38 7102.8105),(39 7180.3525),(40 7201.7036),(41 7293.5474),(42 7348.078),(43 7360.649),(44 7376.659),(45 7305.4497),(46 7286.9766),(47 7255.795),(48 7256.7734),(49 7250.8936),(50 7246.967),(51 7292.764),(52 7267.632),(53 7257.7256),(54 7293.929),(55 7299.391),(56 7338.955),(57 7333.019),(58 7424.3267),(59 7427.501),(60 7447.033),(61 7450.53),(62 7410.4497),(63 7378.97),(64 7354.6484),(65 7372.8013),(66 7393.567),(67 7324.95),(68 7312.163),(69 7290.2793),(70 7272.982),(71 7250.11),(72 7234.3384),(73 7290.586),(74 7266.708),(75 7214.4414),(76 7174.9243),(77 7151.4233),(78 7151.4204),(79 7174.9756),
(1 1856.0775),(2 3520.3516),(3 4471.04),(4 5129.5625),(5 5502.2046),(6 5734.6685),(7 5916.643),(8 6065.687),(9 6229.8),(10 6283.2646),(11 6287.6523),(12 6290.88),(13 6394.294),(14 6466.3936),(15 6444.342),(16 6393.713),(17 6375.2764),(18 6396.699),(19 6419.3228),(20 6436.6533),(21 6448.471),(22 6379.358),(23 6317.085),(24 6352.5684),(25 6392.8296),(26 6461.364),(27 6480.258),(28 6484.355),(29 6498.8726),(30 6604.43),(31 6697.2666),(32 6744.4463),(33 6801.617),(34 6797.0317),(35 6734.8237),(36 6788.9385),(37 6826.889),(38 6867.0776),(39 6879.592),(40 6886.551),(41 6873.4004),(42 6811.3604),(43 6787.791),(44 6738.0557),(45 6734.5083),(46 6762.627),(47 6738.3755),(48 6780.825),(49 6802.1475),(50 6803.5146),(51 6851.1597),(52 6878.3467),(53 6915.68),(54 6932.6885),(55 6924.842),(56 6925.9067),(57 7003.2524),(58 7060.63),(59 7042.59),(60 6970.493),(61 6931.064),(62 6883.326),(63 6861.8193),(64 6810.742),(65 6816.874),(66 6826.6216),(67 6773.501),(68 6780.852),(69 6803.79),(70 6811.208),(71 6800.4683),(72 6773.8647),(73 6753.0576),(74 6747.253),(75 6799.8813),(76 6769.5913),(77 6752.234),(78 6741.0986),(79 6707.4727),
(1 1814.227),(2 3371.5571),(3 4280.986),(4 4841.482),(5 5165.4785),(6 5443.8433),(7 5689.179),(8 5867.2754),(9 5957.451),(10 5971.647),(11 6044.7393),(12 6042.3003),(13 6054.1567),(14 6081.1855),(15 6056.267),(16 6067.1777),(17 6079.9688),(18 6112.272),(19 6149.564),(20 6189.2446),(21 6290.5513),(22 6300.3223),(23 6320.6694),(24 6382.714),(25 6422.571),(26 6483.93),(27 6458.3267),(28 6435.894),(29 6376.382),(30 6436.6265),(31 6514.003),(32 6500.54),(33 6519.5107),(34 6553.428),(35 6590.1143),(36 6659.6113),(37 6720.6587),(38 6804.657),(39 6751.3247),(40 6722.2026),(41 6730.5684),(42 6721.4565),(43 6714.012),(44 6702.592),(45 6656.2197),(46 6619.522),(47 6562.272),(48 6594.1387),(49 6622.1973),(50 6690.693),(51 6782.9404),(52 6805.8765),(53 6816.5273),(54 6781.756),(55 6770.052),(56 6734.8),(57 6739.3794),(58 6663.177),(59 6602.361),(60 6562.733),(61 6544.851),(62 6571.803),(63 6564.646),(64 6568.5513),(65 6550.0454),(66 6535.254),(67 6497.549),(68 6524.9253),(69 6536.9614),(70 6506.3),(71 6451.328),(72 6409.0503),(73 6415.7554),(74 6373.403),(75 6340.861),(76 6365.174),(77 6398.208),(78 6385.893),(79 6456.6206),
(1 1762.5851),(2 3308.302),(3 4185.478),(4 4748.4775),(5 5092.6826),(6 5341.246),(7 5611.558),(8 5834.466),(9 5883.3237),(10 5825.2173),(11 5834.9233),(12 5867.632),(13 5969.7944),(14 6072.3945),(15 6103.3276),(16 6126.4224),(17 6139.186),(18 6117.0923),(19 6179.549),(20 6250.443),(21 6288.5674),(22 6340.1626),(23 6368.172),(24 6391.4565),(25 6464.0547),(26 6550.1216),(27 6569.6313),(28 6534.307),(29 6520.8535),(30 6533.171),(31 6548.721),(32 6490.769),(33 6514.5454),(34 6530.62),(35 6563.044),(36 6678.199),(37 6678.4956),(38 6714.9785),(39 6767.6997),(40 6742.0713),(41 6783.5615),(42 6812.6855),(43 6849.5044),(44 6912.3813),(45 6949.0396),(46 7000.813),(47 7021.612),(48 7041.9204),(49 7052.8457),(50 7068.482),(51 7097.617),(52 7047.6396),(53 6988.2373),(54 6957.864),(55 6964.595),(56 6956.0874),(57 6889.1685),(58 6819.3843),(59 6765.071),(60 6720.3965),(61 6690.076),(62 6689.7515),(63 6715.243),(64 6680.0728),(65 6570.9736),(66 6553.8945),(67 6576.2856),(68 6557.8564),(69 6567.042),(70 6557.184),(71 6525.854),(72 6546.3115),(73 6567.012),(74 6583.557),(75 6622.352),(76 6593.7993),(77 6517.6733),(78 6453.187),(79 6495.1475),
(1 1723.9962),(2 3183.2192),(3 4052.5862),(4 4560.316),(5 4910.399),(6 5153.57),(7 5312.5103),(8 5489.3687),(9 5587.6206),(10 5598.383),(11 5620.2524),(12 5659.5605),(13 5737.076),(14 5837.208),(15 5882.3276),(16 5820.5386),(17 5838.057),(18 5859.463),(19 5902.348),(20 5914.434),(21 5958.4175),(22 6000.7183),(23 6035.2744),(24 6013.608),(25 6010.11),(26 6064.835),(27 6078.243),(28 6117.305),(29 6140.9873),(30 6125.318),(31 6109.6396),(32 6095.4707),(33 6171.7803),(34 6155.8887),(35 6197.0806),(36 6254.681),(37 6287.7773),(38 6372.083),(39 6423.974),(40 6456.433),(41 6527.1924),(42 6565.883),(43 6557.623),(44 6532.4697),(45 6620.2783),(46 6683.851),(47 6650.1367),(48 6676.261),(49 6695.131),(50 6725.3237),(51 6788.5693),(52 6775.749),(53 6743.3306),(54 6758.3647),(55 6785.1367),(56 6741.6064),(57 6693.1953),(58 6668.283),(59 6598.607),(60 6539.6924),(61 6522.816),(62 6486.844),(63 6475.026),(64 6437.1885),(65 6392.974),(66 6352.2764),(67 6310.194),(68 6334.4873),(69 6345.867),(70 6315.875),(71 6284.4087),(72 6287.4478),(73 6365.8213),(74 6424.9824),(75 6418.406),(76 6373.602),(77 6328.2183),(78 6267.1343),(79 6284.0273),
(1 1685.5345),(2 3147.336),(3 4038.3672),(4 4564.898),(5 4890.7),(6 5148.7046),(7 5330.672),(8 5455.3003),(9 5534.237),(10 5579.0454),(11 5623.868),(12 5640.7764),(13 5671.483),(14 5683.6304),(15 5709.0586),(16 5732.76),(17 5815.1836),(18 5788.3564),(19 5812.5483),(20 5842.9946),(21 5901.208),(22 5931.9507),(23 5928.3174),(24 5940.4976),(25 5954.148),(26 6044.55),(27 6048.0625),(28 6043.9346),(29 6036.18),(30 6076.686),(31 6071.511),(32 6102.0728),(33 6063.0347),(34 6022.2344),(35 6069.695),(36 6147.882),(37 6226.594),(38 6336.7456),(39 6379.4023),(40 6449.1035),(41 6463.9546),(42 6418.5986),(43 6429.281),(44 6420.1646),(45 6455.1816),(46 6505.478),(47 6463.3877),(48 6444.02),(49 6450.847),(50 6526.756),(51 6525.751),(52 6477.4927),(53 6461.4917),(54 6410.391),(55 6406.2964),(56 6433.7456),(57 6407.0054),(58 6421.25),(59 6388.0054),(60 6304.7876),(61 6327.115),(62 6327.468),(63 6256.842),(64 6228.0728),(65 6267.606),(66 6264.45),(67 6275.4897),(68 6263.696),(69 6278.2036),(70 6313.0884),(71 6313.6016),(72 6328.6494),(73 6330.044),(74 6274.8457),(75 6264.041),(76 6214.2705),(77 6173.4463),(78 6166.1655),(79 6137.94),
(1 1603.5829),(2 2938.9849),(3 3730.2493),(4 4252.237),(5 4591.001),(6 4857.559),(7 4982.715),(8 5188.852),(9 5246.5625),(10 5295.641),(11 5326.1167),(12 5304.8613),(13 5357.0444),(14 5407.805),(15 5456.6655),(16 5554.723),(17 5621.8325),(18 5632.6343),(19 5614.759),(20 5629.982),(21 5656.469),(22 5679.558),(23 5684.935),(24 5709.894),(25 5740.6846),(26 5793.347),(27 5816.4624),(28 5795.6196),(29 5842.128),(30 5876.665),(31 5883.7),(32 5870.8804),(33 5817.3486),(34 5874.1123),(35 5893.6626),(36 5928.9814),(37 5989.7686),(38 6049.848),(39 6069.9756),(40 6098.1924),(41 6111.844),(42 6093.6216),(43 6081.837),(44 6111.912),(45 6054.8633),(46 6090.4146),(47 6059.5854),(48 6063.076),(49 6059.078),(50 6118.3745),(51 6153.512),(52 6083.9897),(53 6115.4443),(54 6144.8125),(55 6107.343),(56 6145.7715),(57 6172.2476),(58 6174.5957),(59 6109.322),(60 6047.4907),(61 6026.1255),(62 6067.0176),(63 6063.2827),(64 6020.3354),(65 6024.02),(66 6028.3726),(67 6013.034),(68 6017.189),(69 5966.751),(70 5928.4834),(71 5955.5894),(72 6018.3086),(73 6091.727),(74 6046.056),(75 6020.151),(76 6023.5317),(77 6026.1733),(78 6044.594),(79 6114.785),
(1 1606.2968),(2 3004.6914),(3 3823.8916),(4 4290.7593),(5 4550.1597),(6 4749.3975),(7 4854.7734),(8 5068.953),(9 5143.4316),(10 5178.1196),(11 5239.328),(12 5276.277),(13 5377.9414),(14 5487.543),(15 5514.437),(16 5558.041),(17 5625.371),(18 5571.0967),(19 5571.3555),(20 5552.541),(21 5528.1357),(22 5523.985),(23 5515.4194),(24 5513.7744),(25 5556.131),(26 5623.6084),(27 5683.7246),(28 5732.5474),(29 5708.3906),(30 5735.1553),(31 5820.157),(32 5849.797),(33 5834.6055),(34 5816.7227),(35 5782.6533),(36 5768.48),(37 5752.549),(38 5778.439),(39 5760.594),(40 5803.0547),(41 5899.3276),(42 5970.754),(43 5992.852),(44 6019.074),(45 5973.7007),(46 5948.353),(47 5939.922),(48 5926.437),(49 5921.915),(50 5988.883),(51 5995.729),(52 5914.116),(53 5915.2334),(54 5941.4336),(55 5917.4736),(56 5945.8135),(57 5987.1167),(58 5981.197),(59 5891.127),(60 5863.7793),(61 5815.9946),(62 5807.2183),(63 5835.4834),(64 5835.614),(65 5806.549),(66 5843.303),(67 5903.7334),(68 5970.557),(69 5941.811),(70 5872.8525),(71 5790.7017),(72 5730.484),(73 5710.5894),(74 5712.338),(75 5696.0225),(76 5681.766),(77 5723.043),(78 5780.0864),(79 5815.123),
(1 1591.4067),(2 2932.313),(3 3699.1328),(4 4128.1436),(5 4326.3896),(6 4493.077),(7 4652.7163),(8 4805.126),(9 4840.36),(10 4925.48),(11 4997.311),(12 5003.025),(13 5057.2837),(14 5132.4907),(15 5124.072),(16 5145.0947),(17 5171.07),(18 5215.2417),(19 5228.709),(20 5315.634),(21 5302.921),(22 5289.7715),(23 5310.0635),(24 5369.198),(25 5461.7095),(26 5508.361),(27 5533.9434),(28 5572.0464),(29 5547.924),(30 5596.39),(31 5567.394),(32 5550.4673),(33 5574.1753),(34 5637.1914),(35 5664.9473),(36 5685.605),(37 5691.1763),(38 5744.13),(39 5736.803),(40 5720.6143),(41 5704.0957),(42 5713.0625),(43 5707.88),(44 5712.736),(45 5683.9033),(46 5688.115),(47 5662.261),(48 5697.959),(49 5676.2153),(50 5658.672),(51 5688.143),(52 5650.1113),(53 5638.318),(54 5676.1587),(55 5670.027),(56 5684.348),(57 5671.0566),(58 5641.136),(59 5556.1274),(60 5514.042),(61 5507.1865),(62 5516.5444),(63 5522.837),(64 5565.195),(65 5571.3125),(66 5613.458),(67 5619.023),(68 5630.7153),(69 5619.2476),(70 5622.0137),(71 5611.489),(72 5607.3984),(73 5608.023),(74 5593.446),(75 5634.545),(76 5646.295),(77 5620.829),(78 5649.976),(79 5717.507),
(1 1536.6049),(2 2825.7473),(3 3545.7217),(4 3958.4478),(5 4188.8613),(6 4362.6045),(7 4506.6694),(8 4641.1587),(9 4716.2446),(10 4766.325),(11 4858.623),(12 4891.1685),(13 4943.299),(14 5019.9595),(15 5011.027),(16 5063.3433),(17 5156.0264),(18 5148.692),(19 5169.9053),(20 5203.1284),(21 5211.7905),(22 5247.904),(23 5310.386),(24 5380.504),(25 5427.6577),(26 5494.499),(27 5557.8145),(28 5604.907),(29 5574.7427),(30 5607.9014),(31 5612.3853),(32 5573.811),(33 5559.4346),(34 5557.131),(35 5506.3037),(36 5496.095),(37 5504.547),(38 5580.8877),(39 5640.354),(40 5699.083),(41 5681.2515),(42 5668.7197),(43 5695.8486),(44 5681.3804),(45 5655.9297),(46 5636.5273),(47 5609.588),(48 5596.351),(49 5601.468),(50 5606.5806),(51 5598.357),(52 5543.175),(53 5482.542),(54 5503.453),(55 5549.368),(56 5549.822),(57 5504.2017),(58 5486.1846),(59 5546.041),(60 5530.579),(61 5418.4277),(62 5362.7495),(63 5342.3403),(64 5300.738),(65 5290.115),(66 5301.635),(67 5286.996),(68 5303.5347),(69 5283.6963),(70 5251.7236),(71 5279.749),(72 5326.8384),(73 5404.6523),(74 5449.3315),(75 5492.8135),(76 5507.3877),(77 5460.7983),(78 5509.081),(79 5559.0986),
(1 1495.4473),(2 2705.5305),(3 3388.687),(4 3832.9683),(5 4063.3801),(6 4204.199),(7 4330.2163),(8 4457.852),(9 4560.9355),(10 4615.9565),(11 4696.6943),(12 4732.0884),(13 4762.7725),(14 4812.181),(15 4841.3467),(16 4912.6475),(17 5006.707),(18 5048.8384),(19 5118.9766),(20 5140.593),(21 5157.8345),(22 5141.1216),(23 5154.4766),(24 5178.753),(25 5245.5693),(26 5240.412),(27 5291.907),(28 5324.1274),(29 5343.557),(30 5350.8184),(31 5364.597),(32 5355.1616),(33 5309.041),(34 5312.9497),(35 5280.911),(36 5288.3477),(37 5254.1616),(38 5246.5),(39 5259.6406),(40 5262.598),(41 5313.4146),(42 5304.4775),(43 5321.4795),(44 5343.188),(45 5324.5366),(46 5305.1045),(47 5266.126),(48 5285.255),(49 5265.3374),(50 5230.914),(51 5219.592),(52 5206.9185),(53 5215.3105),(54 5230.127),(55 5255.48),(56 5303.262),(57 5293.0073),(58 5300.094),(59 5281.7573),(60 5266.674),(61 5169.785),(62 5093.099),(63 5092.847),(64 5116.7397),(65 5084.3013),(66 5126.433),(67 5077.4624),(68 5104.0557),(69 5119.196),(70 5119.124),(71 5148.515),(72 5183.888),(73 5202.964),(74 5206.3027),(75 5279.152),(76 5295.1807),(77 5236.9927),(78 5204.0986),(79 5187.0146),
