1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1447.9312),(2 2647.8057),(3 3324.2627),(4 3706.8857),(5 3898.3477),(6 4083.3674),(7 4230.4194),(8 4361.7666),(9 4455.557),(10 4517.598),(11 4611.9155),(12 4687.7773),(13 4703.148),(14 4754.879),(15 4769.1646),(16 4793.182),(17 4866.2188),(18 4956.181),(19 5022.909),(20 5020.5444),(21 5021.7886),(22 4999.307),(23 5025.7397),(24 5095.2725),(25 5138.1914),(26 5141.5356),(27 5096.5303),(28 5105.136),(29 5114.0034),(30 5089.2036),(31 5056.333),(32 5052.5586),(33 5043.3984),(34 5049.156),(35 5056.7534),(36 5015.3223),(37 5051.2686),(38 5049.972),(39 5069.553),(40 5123.4727),(41 5143.906),(42 5153.2437),(43 5165.8125),(44 5140.1245),(45 5121.8696),(46 5139.709),(47 5102.0347),(48 5084.584),(49 5046.441),(50 5031.839),(51 5048.8154),(52 5038.1333),(53 5034.3677),(54 5041.081),(55 5049.973),(56 5063.915),(57 5051.7783),(58 5012.197),(59 4969.5757),(60 4921.577),(61 4842.1743),(62 4813.4756),(63 4855.7954),(64 4908.7314),(65 4884.432),(66 4915.2134),(67 4952.529),(68 4955.7305),(69 4947.1504),(70 4977.483),(71 5002.8945),(72 5012.9604),(73 5062.909),(74 5103.18),(75 5126.226),(76 5077.664),(77 5058.339),(78 5076.9756),(79 5070.0034),
(1 1446.195),(2 2600.735),(3 3253.8079),(4 3582.4016),(5 3790.975),(6 3982.3381),(7 4105.8716),(8 4263.0283),(9 4382.631),(10 4465.6587),(11 4508.5923),(12 4516.5474),(13 4600.3584),(14 4655.8394),(15 4682.4233),(16 4721.344),(17 4771.708),(18 4827.7305),(19 4829.4863),(20 4816.1714),(21 4819.451),(22 4795.7183),(23 4814.04),(24 4885.698),(25 4968.6196),(26 5024.7593),(27 5011.2485),(28 4997.386),(29 4974.961),(30 4990.595),(31 5047.0024),(32 5063.46),(33 5082.2085),(34 5035.6113),(35 5007.491),(36 5024.81),(37 5036.0874),(38 5083.46),(39 5104.4023),(40 5158.8203),(41 5198.8755),(42 5165.5264),(43 5117.081),(44 5121.048),(45 5156.14),(46 5178.547),(47 5140.3813),(48 5145.8164),(49 5128.75),(50 5156.278),(51 5170.453),(52 5198.428),(53 5232.242),(54 5234.419),(55 5238.528),(56 5239.469),(57 5203.8677),(58 5146.153),(59 5087.745),(60 5001.075),(61 4967.4497),(62 4987.915),(63 5007.8613),(64 5057.055),(65 4994.1953),(66 4965.699),(67 4957.276),(68 4997.563),(69 4999.0854),(70 5005.337),(71 5005.305),(72 5024.823),(73 5048.83),(74 5093.2246),(75 5142.303),(76 5123.076),(77 5126.6436),(78 5108.9497),(79 5084.832),
(1 1428.4244),(2 2536.9795),(3 3168.4219),(4 3487.733),(5 3682.7827),(6 3888.9546),(7 4044.9255),(8 4167.2173),(9 4229.666),(10 4275.9053),(11 4276.2764),(12 4317.2803),(13 4319.449),(14 4368.1196),(15 4417.505),(16 4517.4307),(17 4588.092),(18 4569.475),(19 4603.1313),(20 4644.3594),(21 4623.287),(22 4588.6904),(23 4639.248),(24 4620.7637),(25 4598.5454),(26 4677.579),(27 4670.691),(28 4701.62),(29 4681.399),(30 4654.4053),(31 4665.6187),(32 4705.7974),(33 4729.1104),(34 4727.1157),(35 4788.864),(36 4863.1094),(37 4905.1494),(38 4977.9575),(39 5044.555),(40 5042.574),(41 5009.6177),(42 5042.7637),(43 5035.5137),(44 5018.2173),(45 4994.463),(46 5000.4063),(47 5016.033),(48 5051.9155),(49 5120.117),(50 5181.143),(51 5180.0425),(52 5154.1714),(53 5155.425),(54 5131.371),(55 5119.1587),(56 5069.605),(57 5085.715),(58 5070.5806),(59 5015.784),(60 4938.623),(61 4876.129),(62 4894.503),(63 4907.02),(64 4891.455),(65 4842.191),(66 4840.4985),(67 4853.456),(68 4853.549),(69 4876.051),(70 4879.1),(71 4875.3545),(72 4889.4106),(73 4912.4844),(74 4923.9053),(75 4898.0786),(76 4898.23),(77 4892.2295),(78 4905.397),(79 4884.2734),
(1 1382.1226),(2 2435.2542),(3 3014.461),(4 3370.812),(5 3596.356),(6 3763.1123),(7 3883.4429),(8 4021.4792),(9 4078.661),(10 4164.5854),(11 4230.975),(12 4257.8325),(13 4337.2485),(14 4316.555),(15 4346.6567),(16 4362.8037),(17 4415.372),(18 4422.569),(19 4448.1387),(20 4429.155),(21 4421.786),(22 4401.2476),(23 4449.3706),(24 4478.623),(25 4540.834),(26 4597.659),(27 4621.5356),(28 4620.001),(29 4605.0117),(30 4619.6357),(31 4587.8584),(32 4590.327),(33 4615.232),(34 4626.0728),(35 4603.3438),(36 4635.3066),(37 4632.3535),(38 4669.506),(39 4725.138),(40 4753.8735),(41 4777.419),(42 4769.1045),(43 4777.87),(44 4770.011),(45 4750.6074),(46 4768.577),(47 4761.1206),(48 4733.317),(49 4747.0674),(50 4751.1455),(51 4753.4473),(52 4749.765),(53 4764.9565),(54 4757.469),(55 4750.4985),(56 4779.079),(57 4763.848),(58 4701.925),(59 4653.6484),(60 4634.966),(61 4584.2935),(62 4584.112),(63 4586.6763),(64 4616.2803),(65 4645.714),(66 4620.56),(67 4597.5986),(68 4604.694),(69 4594.1953),(70 4642.1294),(71 4686.0137),(72 4687.713),(73 4658.0576),(74 4639.3384),(75 4700.1875),(76 4680.3896),(77 4641.8506),(78 4630.5166),(79 4618.2354),
(1 1319.6888),(2 2346.5305),(3 2984.9983),(4 3358.3557),(5 3578.8367),(6 3736.6873),(7 3901.6846),(8 4047.656),(9 4084.6624),(10 4148.147),(11 4121.1074),(12 4131.842),(13 4206.345),(14 4252.1987),(15 4266.857),(16 4286.545),(17 4285.508),(18 4300.365),(19 4340.1787),(20 4383.018),(21 4343.7783),(22 4332.936),(23 4371.844),(24 4440.666),(25 4476.5986),(26 4550.3994),(27 4525.1685),(28 4492.063),(29 4507.4756),(30 4524.9224),(31 4518.0996),(32 4526.2314),(33 4516.452),(34 4548.109),(35 4566.57),(36 4608.308),(37 4609.4927),(38 4632.248),(39 4608.226),(40 4606.4937),(41 4591.089),(42 4592.274),(43 4617.719),(44 4606.822),(45 4582.3433),(46 4558.02),(47 4532.76),(48 4504.44),(49 4538.4746),(50 4553.7354),(51 4572.121),(52 4480.551),(53 4409.308),(54 4379.617),(55 4410.8604),(56 4420.8027),(57 4378.279),(58 4313.8784),(59 4308.727),(60 4286.091),(61 4324.998),(62 4352.0474),(63 4343.787),(64 4387.104),(65 4434.7856),(66 4475.5137),(67 4532.7725),(68 4547.2417),(69 4506.3755),(70 4484.2104),(71 4491.309),(72 4489.665),(73 4536.5435),(74 4533.9595),(75 4530.7026),(76 4507.5767),(77 4486.98),(78 4493.7427),(79 4490.1216),
(1 1297.0919),(2 2310.35),(3 2882.1445),(4 3177.8022),(5 3376.5862),(6 3554.3389),(7 3663.4607),(8 3758.7751),(9 3826.733),(10 3871.0154),(11 3924.9985),(12 3974.6975),(13 3995.8572),(14 4044.571),(15 4058.3252),(16 4075.9514),(17 4107.817),(18 4109.7915),(19 4185.09),(20 4230.753),(21 4249.331),(22 4224.0796),(23 4236.851),(24 4207.261),(25 4165.237),(26 4205.974),(27 4210.4907),(28 4218.448),(29 4253.1973),(30 4264.174),(31 4265.422),(32 4290.739),(33 4311.7583),(34 4302.423),(35 4286.934),(36 4266.8228),(37 4283.3223),(38 4336.1255),(39 4357.335),(40 4331.815),(41 4314.2437),(42 4261.0273),(43 4231.3853),(44 4273.7266),(45 4312.671),(46 4284.34),(47 4208.128),(48 4210.2534),(49 4252.071),(50 4263.091),(51 4269.5996),(52 4245.2954),(53 4242.423),(54 4267.412),(55 4277.049),(56 4298.8804),(57 4272.66),(58 4265.0293),(59 4259.578),(60 4247.9746),(61 4268.665),(62 4279.16),(63 4244.804),(64 4176.6543),(65 4172.82),(66 4176.789),(67 4187.2524),(68 4209.2505),(69 4232.4033),(70 4259.8843),(71 4263.6753),(72 4243.3604),(73 4251.105),(74 4285.539),(75 4276.606),(76 4226.8433),(77 4233.987),(78 4238.778),(79 4307.982),
(1 1282.5985),(2 2258.4602),(3 2812.6047),(4 3098.851),(5 3243.6934),(6 3363.0652),(7 3456.4731),(8 3529.0696),(9 3584.8616),(10 3663.218),(11 3676.4932),(12 3676.684),(13 3720.6353),(14 3748.86),(15 3765.9985),(16 3808.2754),(17 3850.4546),(18 3878.2385),(19 3894.1677),(20 3925.3555),(21 3926.7402),(22 3901.9866),(23 3954.9478),(24 3973.8855),(25 3999.1475),(26 4068.7559),(27 4079.4639),(28 4104.9233),(29 4137.8364),(30 4108.2246),(31 4110.204),(32 4129.4478),(33 4127.5195),(34 4121.007),(35 4110.1606),(36 4109.777),(37 4082.5579),(38 4148.663),(39 4180.263),(40 4153.848),(41 4115.498),(42 4081.7988),(43 4093.6445),(44 4104.965),(45 4084.5522),(46 4095.4766),(47 4100.984),(48 4123.557),(49 4157.3613),(50 4179.729),(51 4164.505),(52 4147.747),(53 4126.8926),(54 4094.423),(55 4056.5283),(56 4088.038),(57 4136.3394),(58 4126.362),(59 4099.55),(60 4088.8997),(61 4088.9695),(62 4063.758),(63 3988.1963),(64 3976.3174),(65 3984.842),(66 3990.2568),(67 3994.1497),(68 4020.7502),(69 3999.9565),(70 3990.2397),(71 3983.9236),(72 3951.5427),(73 3971.862),(74 3956.7395),(75 3963.0725),(76 3990.1775),(77 3977.0508),(78 3970.4438),(79 4006.2964),
(1 1256.624),(2 2221.0334),(3 2795.8396),(4 3119.0193),(5 3272.1687),(6 3397.032),(7 3465.702),(8 3600.0417),(9 3643.1357),(10 3636.0564),(11 3672.1938),(12 3686.2383),(13 3683.9321),(14 3718.2183),(15 3717.1814),(16 3717.6055),(17 3738.6719),(18 3747.3406),(19 3779.5476),(20 3830.401),(21 3876.1987),(22 3881.8374),(23 3925.2979),(24 3961.9463),(25 4010.307),(26 4051.4092),(27 4118.4243),(28 4133.0356),(29 4149.712),(30 4147.0806),(31 4109.039),(32 4116.686),(33 4132.5977),(34 4140.827),(35 4134.8823),(36 4092.4138),(37 4102.7007),(38 4170.6836),(39 4188.9736),(40 4193.358),(41 4181.2354),(42 4171.967),(43 4167.717),(44 4165.5815),(45 4163.184),(46 4185.5366),(47 4153.745),(48 4136.9824),(49 4086.7637),(50 4075.2368),(51 4038.9739),(52 4023.0786),(53 4078.7058),(54 4111.876),(55 4098.4526),(56 4095.1143),(57 4109.7134),(58 4096.531),(59 4075.8606),(60 4002.6484),(61 4006.7795),(62 4010.9028),(63 4009.5427),(64 3962.5645),(65 3955.1013),(66 3988.8613),(67 3967.9797),(68 4023.4172),(69 4055.3357),(70 4026.0596),(71 4001.7358),(72 3979.4119),(73 3986.1218),(74 4010.2534),(75 4022.3994),(76 4017.1277),(77 4027.3806),(78 4033.348),(79 4059.9675),
(1 1214.057),(2 2134.2505),(3 2687.1125),(4 3003.8323),(5 3158.568),(6 3246.3682),(7 3318.8765),(8 3458.1807),(9 3530.472),(10 3569.5789),(11 3559.86),(12 3581.6648),(13 3616.682),(14 3635.8813),(15 3671.1382),(16 3700.889),(17 3743.9016),(18 3758.9163),(19 3781.4211),(20 3813.6768),(21 3873.3564),(22 3896.571),(23 3950.3396),(24 3972.7322),(25 4008.6921),(26 4002.9963),(27 4019.367),(28 4005.0313),(29 3968.3132),(30 3966.0107),(31 3948.0251),(32 3965.565),(33 3995.5295),(34 3985.6045),(35 3972.71),(36 3948.4766),(37 3973.3213),(38 4030.9133),(39 4048.422),(40 4062.1208),(41 4109.2183),(42 4116.258),(43 4121.1714),(44 4166.8457),(45 4179.8965),(46 4154.2725),(47 4111.3623),(48 4124.495),(49 4109.667),(50 4091.3044),(51 4104.3223),(52 4085.1904),(53 4113.565),(54 4095.2656),(55 4051.2156),(56 4027.8337),(57 4015.4055),(58 4001.12),(59 3998.807),(60 3984.9236),(61 3996.555),(62 3968.4626),(63 3938.4983),(64 3915.7397),(65 3890.4397),(66 3878.5962),(67 3875.6838),(68 3942.0256),(69 3952.242),(70 3958.9978),(71 3978.0015),(72 3987.0193),(73 3976.4255),(74 3971.858),(75 4024.2642),(76 4000.6953),(77 4007.0703),(78 4019.5586),(79 4012.1194),
(1 1189.6401),(2 2073.2727),(3 2649.7336),(4 2948.58),(5 3127.5957),(6 3220.3442),(7 3271.65),(8 3371.5405),(9 3415.42),(10 3443.9016),(11 3497.4321),(12 3528.599),(13 3565.237),(14 3599.1355),(15 3641.1316),(16 3670.8347),(17 3674.2854),(18 3654.6055),(19 3682.722),(20 3727.3252),(21 3757.9143),(22 3764.1887),(23 3778.0486),(24 3792.2249),(25 3816.0615),(26 3818.855),(27 3891.9563),(28 3920.718),(29 3922.384),(30 3944.6365),(31 3967.9136),(32 3954.1816),(33 3946.3857),(34 3941.5498),(35 3915.1768),(36 3923.5652),(37 3918.9902),(38 3932.737),(39 3959.8057),(40 3976.8555),(41 3963.7039),(42 3965.3486),(43 3971.6008),(44 4018.449),(45 4030.9978),(46 4010.2734),(47 4006.117),(48 4015.2717),(49 3989.3113),(50 3972.7107),(51 3988.1428),(52 4000.5112),(53 4021.626),(54 3997.4978),(55 3982.705),(56 3949.7832),(57 3892.9072),(58 3866.1934),(59 3855.493),(60 3852.1533),(61 3866.5664),(62 3869.467),(63 3847.303),(64 3791.6104),(65 3758.734),(66 3735.1226),(67 3751.9805),(68 3784.9268),(69 3809.4539),(70 3838.0654),(71 3887.9792),(72 3881.1965),(73 3889.1604),(74 3856.0186),(75 3846.749),(76 3798.9421),(77 3787.6904),(78 3790.7346),(79 3809.6865),
(1 1136.7551),(2 1983.0292),(3 2472.2048),(4 2748.919),(5 2899.0374),(6 3031.0261),(7 3129.0479),(8 3228.4888),(9 3296.9421),(10 3355.372),(11 3432.8433),(12 3449.1057),(13 3463.5837),(14 3494.093),(15 3507.8506),(16 3513.9465),(17 3512.0693),(18 3485.6802),(19 3486.5),(20 3473.227),(21 3492.4712),(22 3496.0398),(23 3499.7288),(24 3517.4307),(25 3555.1775),(26 3615.1948),(27 3616.3289),(28 3642.2327),(29 3636.6584),(30 3661.512),(31 3661.0085),(32 3670.34),(33 3697.7366),(34 3684.6646),(35 3687.586),(36 3724.381),(37 3736.2207),(38 3780.6797),(39 3796.961),(40 3777.5105),(41 3803.948),(42 3806.8975),(43 3802.3215),(44 3788.0508),(45 3788.9824),(46 3830.6902),(47 3823.9722),(48 3809.4172),(49 3790.2397),(50 3796.1833),(51 3797.643),(52 3828.8958),(53 3848.628),(54 3830.4763),(55 3792.2712),(56 3811.962),(57 3822.0806),(58 3835.179),(59 3832.1064),(60 3835.8438),(61 3805.0964),(62 3766.6006),(63 3745.7227),(64 3713.91),(65 3726.4302),(66 3763.5852),(67 3756.2124),(68 3789.5186),(69 3798.0222),(70 3832.9993),(71 3816.9736),(72 3814.0464),(73 3843.3394),(74 3827.6768),(75 3809.0225),(76 3790.8638),(77 3779.5627),(78 3759.2068),(79 3747.653),
(1 1116.5168),(2 1950.3706),(3 2443.6563),(4 2752.0583),(5 2946.5256),(6 3054.3064),(7 3128.3132),(8 3194.8767),(9 3234.3877),(10 3276.4822),(11 3309.7354),(12 3358.72),(13 3373.9048),(14 3365.043),(15 3344.311),(16 3346.8083),(17 3400.942),(18 3393.9314),(19 3435.1902),(20 3448.4016),(21 3462.5913),(22 3446.9795),(23 3452.957),(24 3481.9985),(25 3497.417),(26 3548.657),(27 3563.989),(28 3576.5952),(29 3597.9924),(30 3598.6462),(31 3601.9966),(32 3627.518),(33 3647.3333),(34 3639.4656),(35 3620.554),(36 3641.1978),(37 3648.315),(38 3675.8013),(39 3703.389),(40 3686.518),(41 3709.7961),(42 3735.1226),(43 3706.99),(44 3724.2363),(45 3708.7524),(46 3707.207),(47 3688.8042),(48 3702.4668),(49 3723.7146),(50 3716.1162),(51 3730.6267),(52 3755.298),(53 3797.0786),(54 3798.13),(55 3766.473),(56 3749.048),(57 3766.5305),(58 3804.0889),(59 3791.192),(60 3763.417),(61 3749.2493),(62 3713.0186),(63 3670.946),(64 3647.5776),(65 3630.1387),(66 3670.264),(67 3679.713),(68 3741.5413),(69 3783.554),(70 3789.388),(71 3789.0754),(72 3759.1729),(73 3707.846),(74 3696.067),(75 3699.4138),(76 3697.15),(77 3676.5667),(78 3690.6145),(79 3705.0076),
(1 1098.4487),(2 1892.3289),(3 2372.4656),(4 2651.8088),(5 2845.6157),(6 2942.8538),(7 3004.1355),(8 3071.447),(9 3122.9001),(10 3141.5623),(11 3193.56),(12 3221.3333),(13 3269.2666),(14 3279.513),(15 3296.2896),(16 3328.8538),(17 3355.477),(18 3357.6472),(19 3426.3252),(20 3452.803),(21 3461.6387),(22 3455.5151),(23 3466.8418),(24 3504.2234),(25 3542.5918),(26 3570.7507),(27 3587.9573),(28 3613.8499),(29 3599.5654),(30 3565.678),(31 3585.624),(32 3614.129),(33 3612.6577),(34 3647.7156),(35 3655.6575),(36 3689.9343),(37 3695.416),(38 3745.0688),(39 3771.9646),(40 3731.29),(41 3696.2039),(42 3670.4275),(43 3678.6475),(44 3689.4705),(45 3669.7126),(46 3687.024),(47 3631.348),(48 3597.7131),(49 3596.9534),(50 3587.7297),(51 3610.1892),(52 3597.772),(53 3598.7605),(54 3633.0012),(55 3635.0388),(56 3628.1362),(57 3632.0278),(58 3629.1157),(59 3623.6646),(60 3586.542),(61 3571.1917),(62 3587.1738),(63 3587.7844),(64 3592.2878),(65 3568.1748),(66 3579.6738),(67 3585.4192),(68 3620.5955),(69 3654.0603),(70 3646.513),(71 3629.9211),(72 3593.4802),(73 3610.603),(74 3625.7424),(75 3612.872),(76 3617.5127),(77 3613.1863),(78 3588.1536),(79 3597.2166),
(1 1082.3168),(2 1875.257),(3 2292.9084),(4 2521.0674),(5 2663.183),(6 2766.2048),(7 2830.1804),(8 2900.4956),(9 2938.4714),(10 2997.1543),(11 3036.2283),(12 3077.1995),(13 3126.608),(14 3144.5923),(15 3135.312),(16 3114.4602),(17 3141.6157),(18 3178.5488),(19 3261.5815),(20 3277.318),(21 3294.7998),(22 3305.4556),(23 3312.0466),(24 3334.2844),(25 3336.021),(26 3362.708),(27 3365.8806),(28 3380.316),(29 3407.5164),(30 3432.3928),(31 3474.3662),(32 3479.657),(33 3484.7266),(34 3495.5894),(35 3496.891),(36 3548.1248),(37 3576.737),(38 3617.7634),(39 3650.0688),(40 3597.149),(41 3565.393),(42 3569.6062),(43 3556.0107),(44 3538.3896),(45 3524.2927),(46 3536.1287),(47 3516.1677),(48 3466.0833),(49 3442.5444),(50 3464.4326),(51 3477.59),(52 3488.7134),(53 3493.673),(54 3492.1414),(55 3455.8142),(56 3442.6042),(57 3418.1592),(58 3417.028),(59 3431.2158),(60 3410.5068),(61 3407.4294),(62 3424.8398),(63 3443.7156),(64 3452.006),(65 3448.8372),(66 3470.6382),(67 3482.3262),(68 3484.9746),(69 3492.2917),(70 3526.5056),(71 3543.3315),(72 3523.6086),(73 3524.7454),(74 3524.8376),(75 3513.619),(76 3518.3843),(77 3525.3035),(78 3512.751),(79 3509.5134),
(1 1043.2881),(2 1779.1372),(3 2188.6284),(4 2426.5967),(5 2574.7803),(6 2693.7734),(7 2756.5183),(8 2844.4783),(9 2906.2158),(10 2962.4336),(11 2972.152),(12 2987.334),(13 2986.5007),(14 3020.0178),(15 3052.911),(16 3056.6545),(17 3057.0771),(18 3043.897),(19 3101.4868),(20 3129.2617),(21 3174.7305),(22 3185.173),(23 3191.6274),(24 3174.9658),(25 3197.4421),(26 3232.0496),(27 3270.0706),(28 3332.6365),(29 3335.27),(30 3326.8828),(31 3335.6843),(32 3329.9817),(33 3320.4104),(34 3327.1042),(35 3314.967),(36 3332.2224),(37 3327.3599),(38 3348.4119),(39 3345.0898),(40 3376.9187),(41 3411.9343),(42 3433.927),(43 3428.974),(44 3472.1685),(45 3448.241),(46 3438.4495),(47 3411.2866),(48 3382.0623),(49 3352.7683),(50 3353.3984),(51 3325.5208),(52 3295.1797),(53 3290.359),(54 3294.3533),(55 3281.2942),(56 3289.8152),(57 3275.228),(58 3257.8457),(59 3257.7485),(60 3296.3936),(61 3287.1804),(62 3285.1743),(63 3278.696),(64 3286.792),(65 3300.1619),(66 3314.4329),(67 3354.0762),(68 3332.436),(69 3305.2107),(70 3321.2642),(71 3360.7727),(72 3342.2214),(73 3335.583),(74 3333.3845),(75 3287.3022),(76 3267.3577),(77 3264.7368),(78 3264.0989),(79 3261.5132),
(1 1035.4166),(2 1782.0188),(3 2162.231),(4 2421.5735),(5 2559.6804),(6 2679.7078),(7 2757.4856),(8 2850.0635),(9 2893.1423),(10 2922.8787),(11 2943.0896),(12 2949.024),(13 2986.356),(14 3015.3237),(15 3037.346),(16 3066.8853),(17 3053.346),(18 3020.5164),(19 3070.8357),(20 3121.1025),(21 3127.8843),(22 3108.834),(23 3112.0977),(24 3164.1248),(25 3180.2637),(26 3187.6147),(27 3207.8718),(28 3230.9717),(29 3215.4426),(30 3211.3389),(31 3206.806),(32 3199.5422),(33 3221.274),(34 3228.274),(35 3214.3452),(36 3216.1946),(37 3199.5952),(38 3225.3708),(39 3257.2817),(40 3253.9497),(41 3262.2903),(42 3271.5696),(43 3274.6265),(44 3278.8225),(45 3259.054),(46 3258.6746),(47 3264.9963),(48 3238.12),(49 3242.0798),(50 3279.5225),(51 3308.2234),(52 3282.1843),(53 3277.7356),(54 3267.261),(55 3249.881),(56 3204.5093),(57 3218.1235),(58 3219.8484),(59 3249.4417),(60 3287.15),(61 3298.1104),(62 3293.061),(63 3285.6714),(64 3282.5146),(65 3296.082),(66 3323.078),(67 3348.4424),(68 3355.6282),(69 3370.9866),(70 3368.002),(71 3342.6816),(72 3301.7554),(73 3312.6208),(74 3334.72),(75 3307.661),(76 3262.3076),(77 3230.1008),(78 3239.9211),(79 3235.0298),
(1 997.30457),(2 1707.3292),(3 2090.8726),(4 2321.202),(5 2461.429),(6 2600.7556),(7 2667.1487),(8 2730.7544),(9 2780.8567),(10 2827.469),(11 2886.1294),(12 2894.9973),(13 2894.4568),(14 2881.2458),(15 2894.4326),(16 2871.572),(17 2872.597),(18 2876.5303),(19 2898.7935),(20 2935.33),(21 2978.0967),(22 2978.241),(23 2982.1462),(24 2999.032),(25 3025.216),(26 3033.5835),(27 3022.5151),(28 3017.0264),(29 3011.9043),(30 3073.3096),(31 3114.3767),(32 3144.33),(33 3148.892),(34 3164.0464),(35 3173.587),(36 3189.1934),(37 3172.9727),(38 3183.1953),(39 3218.623),(40 3201.8357),(41 3181.1577),(42 3211.212),(43 3255.9812),(44 3269.1816),(45 3268.6782),(46 3229.6812),(47 3211.3242),(48 3201.725),(49 3212.586),(50 3199.8992),(51 3189.283),(52 3163.033),(53 3168.0852),(54 3167.2795),(55 3192.884),(56 3205.748),(57 3208.6997),(58 3198.932),(59 3186.7644),(60 3194.3484),(61 3202.2542),(62 3242.0562),(63 3236.9558),(64 3226.8308),(65 3221.7139),(66 3218.7402),(67 3211.5842),(68 3216.3867),(69 3219.7473),(70 3237.5535),(71 3233.2285),(72 3222.5764),(73 3201.0566),(74 3193.9368),(75 3149.759),(76 3114.4727),(77 3109.1897),(78 3108.9878),(79 3093.9768),
