1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4684.344),(2 7071.9814),(3 9698.509),(4 11304.909),(5 12695.596),(6 13830.962),(7 14715.572),(8 15499.6),(9 16101.389),(10 16476.752),(11 16753.719),(12 16774.518),(13 16785.002),(14 16918.295),(15 16584.852),(16 16441.76),(17 16227.688),(18 15886.377),(19 15448.586),(20 15223.023),(21 15077.656),(22 14966.914),(23 14916.616),(24 15063.948),(25 15169.421),(26 15384.24),(27 15619.568),(28 15670.026),(29 15849.95),(30 16022.418),(31 16282.91),(32 16551.525),(33 16704.15),(34 17180.531),(35 17470.113),(36 17616.436),(37 17695.266),(38 17659.518),(39 17403.375),(40 17025.031),(41 16877.627),(42 16760.521),(43 16423.924),(44 16385.223),(45 16215.591),(46 16476.217),(47 16447.754),(48 16371.138),(49 16316.479),(50 16314.574),(51 16255.919),(52 16219.933),(53 16362.624),(54 16473.916),(55 16481.387),(56 16533.096),(57 16711.713),(58 16648.123),(59 16815.164),(60 16895.75),(61 16894.596),(62 16765.707),(63 16688.156),(64 16771.893),(65 16964.215),(66 16938.04),(67 16750.143),(68 16751.3),(69 17056.508),(70 16976.156),(71 17157.775),(72 17034.768),(73 17100.877),(74 17406.924),(75 17363.592),(76 17434.104),(77 17395.328),(78 17194.98),(79 17205.69),
(1 4501.801),(2 6920.0894),(3 9361.81),(4 10851.673),(5 12033.904),(6 12951.257),(7 13851.477),(8 14476.506),(9 15086.456),(10 15392.356),(11 15621.63),(12 15706.782),(13 15634.886),(14 15658.733),(15 15293.155),(16 15111.351),(17 14914.257),(18 14666.01),(19 14506.847),(20 14528.47),(21 14260.295),(22 14194.32),(23 14133.719),(24 13957.546),(25 14011.039),(26 14089.573),(27 14150.284),(28 14264.811),(29 14471.736),(30 14748.093),(31 14911.965),(32 15144.556),(33 15246.735),(34 15655.177),(35 15783.407),(36 15926.114),(37 16189.524),(38 16068.839),(39 15875.707),(40 15700.167),(41 15786.438),(42 15475.726),(43 15225.558),(44 15167.753),(45 15144.086),(46 15418.224),(47 15277.055),(48 15336.16),(49 15281.838),(50 15300.566),(51 15374.863),(52 15379.152),(53 15519.718),(54 15685.696),(55 15791.751),(56 15926.814),(57 15939.694),(58 16085.698),(59 16131),(60 16103.707),(61 15899.774),(62 15716.265),(63 15757.666),(64 15705.09),(65 15534.729),(66 15578.753),(67 15570.922),(68 15495.738),(69 15727.76),(70 15761.405),(71 15991.091),(72 16205.401),(73 16434.55),(74 16696.643),(75 16722.818),(76 16840.154),(77 16893.822),(78 16668.656),(79 16650.354),
(1 4456.575),(2 6762.668),(3 9070.391),(4 10681.943),(5 11910.872),(6 13022.946),(7 13966.303),(8 14692.62),(9 15313.785),(10 15664.356),(11 16055.119),(12 16131.5),(13 16309.129),(14 16243.604),(15 15977.346),(16 15483.989),(17 15102.697),(18 14641.729),(19 14342.787),(20 14019.34),(21 13445.79),(22 13364.018),(23 13023.823),(24 13081.055),(25 13097.98),(26 13354.697),(27 13669.998),(28 13729.687),(29 13928.983),(30 14163.319),(31 14466.109),(32 14840.596),(33 14939.356),(34 15260.799),(35 15509.054),(36 15660.75),(37 15776.428),(38 15730.914),(39 15496.322),(40 15272.463),(41 15235.694),(42 14919.196),(43 14533.576),(44 14417.301),(45 14210.903),(46 14197.692),(47 14143.269),(48 14169.703),(49 14104.257),(50 14175.037),(51 14472.411),(52 14710.989),(53 14964.603),(54 15217.266),(55 15246.486),(56 15327.636),(57 15494.709),(58 15544.688),(59 15349.655),(60 15398.3545),(61 15477.093),(62 15332.105),(63 15286.098),(64 15223.796),(65 14963.526),(66 14871.545),(67 14753.763),(68 14741.378),(69 14733.402),(70 14963.111),(71 15208.095),(72 15519.286),(73 15838.904),(74 16001.891),(75 16168.399),(76 16344.218),(77 16262.355),(78 16325.828),(79 16261.994),
(1 4185.7466),(2 6466.804),(3 8913.068),(4 10307.925),(5 11599.983),(6 12840.038),(7 13774.888),(8 14513.513),(9 15303.753),(10 15640.901),(11 16039.188),(12 16146.197),(13 16302.192),(14 16318.228),(15 16028.938),(16 15567.055),(17 15288.69),(18 14819.79),(19 14350.812),(20 13924.032),(21 13583.418),(22 13401.545),(23 13172.195),(24 13356.831),(25 13320.811),(26 13454.343),(27 13636.292),(28 13643.487),(29 13740.765),(30 13810.402),(31 14025.394),(32 14196.113),(33 14308.811),(34 14612.406),(35 14794.476),(36 15065.711),(37 15268.662),(38 15219.039),(39 15171.403),(40 15094.325),(41 14853.448),(42 14715.628),(43 14298.648),(44 14015.446),(45 13830.627),(46 13950.677),(47 13850.96),(48 13718.186),(49 13743.759),(50 13921.367),(51 14364.474),(52 14587.248),(53 14890.053),(54 15223.713),(55 15186.179),(56 15272.312),(57 15261.093),(58 15312.163),(59 15198.782),(60 15222.695),(61 15241.422),(62 15289.794),(63 15175.467),(64 14959.61),(65 14718.83),(66 14729.151),(67 14691.112),(68 14715.429),(69 14491.75),(70 14603.542),(71 14734.133),(72 14752.578),(73 14862.097),(74 14895.383),(75 14928.006),(76 15189.893),(77 15183.25),(78 15529.566),(79 15524.461),
(1 4150.139),(2 6395.563),(3 8779.562),(4 10166.233),(5 11275.807),(6 12370.518),(7 13143.157),(8 13876.004),(9 14651.398),(10 14927.497),(11 15366.916),(12 15576.634),(13 15589.417),(14 15556.396),(15 15232.694),(16 14979.887),(17 14782.52),(18 14440.304),(19 14003.196),(20 13735.483),(21 13378.606),(22 13226.172),(23 13284.3955),(24 13569.949),(25 13446.456),(26 13484.127),(27 13690.213),(28 13919.304),(29 14101.386),(30 14117.393),(31 14312.147),(32 14477.786),(33 14485.309),(34 14656.186),(35 14919.467),(36 15072.338),(37 15319.188),(38 15397.159),(39 15499.788),(40 15592.129),(41 15404.871),(42 15242.961),(43 15008.294),(44 14762.47),(45 14493.5),(46 14368.663),(47 14027.314),(48 13784.751),(49 13845.857),(50 14047.046),(51 14186.194),(52 14249.771),(53 14456.622),(54 14705.797),(55 14894.954),(56 14962.232),(57 15007.403),(58 15174.369),(59 15019.308),(60 15052.26),(61 15029.5),(62 14832.172),(63 14723.063),(64 14462.692),(65 14361.694),(66 14419.624),(67 14507.67),(68 14753.621),(69 14730.764),(70 14667.031),(71 14676.318),(72 14636.854),(73 14607.258),(74 14659.994),(75 14586.703),(76 14654.008),(77 14664.163),(78 14936.212),(79 15091.052),
(1 3930.765),(2 5835.829),(3 7911.982),(4 9093.99),(5 9939.612),(6 10817.457),(7 11482.619),(8 11991.571),(9 12510.749),(10 12627.757),(11 13102.806),(12 13258.193),(13 13240.546),(14 13303.918),(15 13125.323),(16 12997.139),(17 12888.917),(18 12632.164),(19 12368.071),(20 12308.065),(21 12133.74),(22 12048.016),(23 12127.092),(24 12396.634),(25 12366.467),(26 12438.794),(27 12750.885),(28 12832.66),(29 12990.122),(30 13180.093),(31 13315.661),(32 13511.221),(33 13622.876),(34 13707.68),(35 13806.8125),(36 13774.028),(37 13984.547),(38 13977.982),(39 13957.019),(40 13962.573),(41 13750.794),(42 13667.185),(43 13475.447),(44 13325.32),(45 13185.076),(46 12902.101),(47 12752.698),(48 12764.509),(49 12903.672),(50 13077.945),(51 13200.84),(52 13230.64),(53 13259.862),(54 13559.66),(55 13585.934),(56 13862.966),(57 13843.206),(58 13823.653),(59 13820.147),(60 13761.079),(61 13685.156),(62 13569.153),(63 13453.273),(64 13355.407),(65 13176.667),(66 13229.913),(67 13160.19),(68 13307.039),(69 13395.634),(70 13409.62),(71 13561.023),(72 13491.713),(73 13649.052),(74 13670.379),(75 13579.632),(76 13721.173),(77 13736.701),(78 13828.522),(79 13704.342),
(1 3909.6218),(2 5901.509),(3 8190.047),(4 9416.229),(5 10537.645),(6 11450.536),(7 12123.587),(8 12770.58),(9 13239.073),(10 13436.521),(11 13706.798),(12 13844.316),(13 13851.226),(14 13886.278),(15 13712.019),(16 13702.617),(17 13445.988),(18 13176.873),(19 12882.161),(20 12783.004),(21 12425.401),(22 12239.945),(23 12237.27),(24 12139.2),(25 12122.685),(26 12230.097),(27 12667.362),(28 12925.936),(29 13138.978),(30 13478.771),(31 13800.238),(32 14118.871),(33 14417.22),(34 14714.036),(35 14892.89),(36 14928.8),(37 15066.516),(38 15346.042),(39 15222.786),(40 15042.278),(41 14822.009),(42 14633.622),(43 14277.6),(44 14197.235),(45 14129.501),(46 13825.925),(47 13799.7),(48 13689.802),(49 13680.835),(50 13870.723),(51 13948.216),(52 13861.968),(53 14049.931),(54 14084.927),(55 14197.194),(56 14351.133),(57 14436.622),(58 14568.985),(59 14449.801),(60 14439.662),(61 14457.228),(62 14332.12),(63 14418.059),(64 14358.369),(65 14238.205),(66 14104.877),(67 14018.739),(68 13939.282),(69 13913.208),(70 13867.925),(71 13974.391),(72 14075.046),(73 14155.028),(74 14144.432),(75 14213.898),(76 14286.074),(77 14293.159),(78 14261.717),(79 14183.208),
(1 3658.7334),(2 5496.0815),(3 7841.503),(4 9149.348),(5 10393.688),(6 11135.014),(7 11948.113),(8 12501.189),(9 12957.305),(10 13366.597),(11 13576.45),(12 13683.105),(13 13590.981),(14 13537.852),(15 13325.129),(16 12964.488),(17 12708.44),(18 12297.925),(19 12074.262),(20 11900.647),(21 11769.201),(22 11572.303),(23 11719.58),(24 11701.302),(25 11925.143),(26 12128.929),(27 12429.871),(28 12630.663),(29 12957.609),(30 13280.595),(31 13473.475),(32 13755.868),(33 13942.034),(34 14225.093),(35 14349.735),(36 14423.326),(37 14523.767),(38 14575.671),(39 14433.053),(40 14326.961),(41 14122.798),(42 13746.298),(43 13453.718),(44 13283.398),(45 13174.318),(46 12983.489),(47 12635.08),(48 12595.35),(49 12560.023),(50 12592.45),(51 12643.989),(52 12674.335),(53 12877.62),(54 12977.995),(55 13098.123),(56 13182.096),(57 13285.94),(58 13375.973),(59 13372.725),(60 13467.866),(61 13463.271),(62 13495.377),(63 13594.594),(64 13561.055),(65 13494.504),(66 13404.198),(67 13543.231),(68 13591.895),(69 13609.251),(70 13590.26),(71 13686.068),(72 13688.074),(73 13813.488),(74 13822.928),(75 13842.269),(76 13791.872),(77 13757.362),(78 13639.621),(79 13561.095),
(1 3642.0007),(2 5512.2095),(3 7574.1143),(4 8869.062),(5 9924.073),(6 10646.148),(7 11436.911),(8 11946.205),(9 12503.93),(10 12804.693),(11 13035.286),(12 13102.099),(13 12913.236),(14 12570.002),(15 12336.04),(16 12119.712),(17 11850.468),(18 11544.553),(19 11397.33),(20 11198.408),(21 10939.147),(22 10981.934),(23 11215.68),(24 11371.144),(25 11659.214),(26 11921.981),(27 12176.966),(28 12423.175),(29 12785.615),(30 13107.827),(31 13355.569),(32 13614.609),(33 13583.02),(34 13627.755),(35 13734.238),(36 13730.771),(37 13872.576),(38 13704.606),(39 13755.876),(40 13613.213),(41 13328.82),(42 13090.327),(43 12720.704),(44 12487.343),(45 12456.958),(46 12338.539),(47 12086.516),(48 12025.846),(49 11930.455),(50 11969.316),(51 12142.959),(52 12228.919),(53 12406.259),(54 12491.401),(55 12526.241),(56 12524.149),(57 12659.912),(58 12721.164),(59 12763.804),(60 12838.07),(61 12850.424),(62 12845.684),(63 12860.243),(64 12796.903),(65 12766.815),(66 12697.841),(67 12678.188),(68 12837.227),(69 12914.618),(70 12936.273),(71 12982.727),(72 13091.1455),(73 13123.533),(74 13072.506),(75 12892.656),(76 12849.16),(77 12856.966),(78 12795.231),(79 12902.485),
(1 3572.635),(2 5409.626),(3 7302.2056),(4 8472.824),(5 9561.49),(6 10265.929),(7 10843.621),(8 11500.364),(9 12005.59),(10 12167.129),(11 12364.013),(12 12264.055),(13 12229.76),(14 12196.735),(15 11975.021),(16 11759.16),(17 11604.2295),(18 11432.643),(19 11212.326),(20 10949.037),(21 10655.429),(22 10713.459),(23 10669.198),(24 10727.508),(25 10915.9795),(26 11115.072),(27 11238.246),(28 11619.357),(29 11801.404),(30 12110.967),(31 12305.107),(32 12573.783),(33 12493.234),(34 12653.551),(35 12626.608),(36 12632.615),(37 12724.336),(38 12502.165),(39 12476.893),(40 12243.551),(41 12146.374),(42 11991.168),(43 11703.232),(44 11593.317),(45 11421.644),(46 11246.532),(47 11147.905),(48 11114.943),(49 11002.504),(50 11064.799),(51 11350.717),(52 11379.479),(53 11528.802),(54 11774.854),(55 12009.619),(56 12052.088),(57 12177.067),(58 12260.432),(59 12276.262),(60 12277.33),(61 12228.232),(62 12148.905),(63 12065.893),(64 11910.499),(65 11732.925),(66 11806.071),(67 11800.545),(68 11797.493),(69 11963.735),(70 11890.156),(71 12174.114),(72 12268.985),(73 12407.31),(74 12454.565),(75 12313.731),(76 12374.324),(77 12235.905),(78 12235.425),(79 12326.12),
(1 3390.828),(2 5139.7915),(3 7095.3994),(4 8156.7886),(5 9226.688),(6 10130.126),(7 10759.547),(8 11313.095),(9 11756.056),(10 12101.844),(11 12337.799),(12 12383.176),(13 12332.713),(14 12377.825),(15 12234.959),(16 12011.772),(17 11910.436),(18 11513.972),(19 11210.936),(20 10969.551),(21 10565.442),(22 10523.804),(23 10453.44),(24 10329.161),(25 10443.64),(26 10528.498),(27 10783.493),(28 11047.021),(29 11350.934),(30 11769.014),(31 12135.674),(32 12392.593),(33 12459.006),(34 12626.061),(35 12622.123),(36 12678.116),(37 12571.952),(38 12291.506),(39 12291.043),(40 11903.297),(41 11863.097),(42 11616.513),(43 11375.609),(44 11336.394),(45 11269.326),(46 11292.456),(47 11185.63),(48 11414.392),(49 11528.925),(50 11724.7),(51 11814.869),(52 11936.071),(53 12011.052),(54 12107.219),(55 12329.103),(56 12398.265),(57 12395.242),(58 12372.359),(59 12304.164),(60 12275.312),(61 12236.569),(62 11927.286),(63 11836.561),(64 11757.152),(65 11565.194),(66 11502.8125),(67 11418.833),(68 11432.37),(69 11479.105),(70 11528.702),(71 11787.292),(72 11988.287),(73 12206.908),(74 12409.911),(75 12411.066),(76 12487.582),(77 12478.928),(78 12610.94),(79 12717.403),
(1 3302.403),(2 5017.0728),(3 7000.642),(4 8084.0938),(5 9206.926),(6 10184.216),(7 10901.304),(8 11334.888),(9 11839.179),(10 12043.368),(11 12245.954),(12 12454.328),(13 12426.998),(14 12311.243),(15 12133.361),(16 11882.115),(17 11664.847),(18 11355.482),(19 11060.32),(20 10854.829),(21 10514.015),(22 10488.463),(23 10358.459),(24 10218.781),(25 10205.818),(26 10343.922),(27 10563.457),(28 10704.331),(29 11025.807),(30 11199.103),(31 11563.911),(32 11798.14),(33 11982.366),(34 12234.154),(35 12375.6045),(36 12455.891),(37 12542.839),(38 12315.161),(39 12051.83),(40 11766.409),(41 11699.535),(42 11376.263),(43 11118.575),(44 10903.338),(45 10874.523),(46 10891.233),(47 10933.339),(48 11111.766),(49 11268.985),(50 11466.56),(51 11718.644),(52 11859.585),(53 12052.762),(54 12249.801),(55 12331.179),(56 12329.049),(57 12328.148),(58 12292.686),(59 12286.989),(60 12219.82),(61 12126.376),(62 11860.432),(63 11772.155),(64 11544.946),(65 11307.838),(66 11395.152),(67 11412.299),(68 11503.936),(69 11546.54),(70 11682.827),(71 11925.478),(72 12133.069),(73 12322.585),(74 12332.898),(75 12264.309),(76 12360.899),(77 12298.575),(78 12334.386),(79 12356.963),
(1 3217.4883),(2 4850.4033),(3 6623.147),(4 7721.14),(5 8640.53),(6 9577.455),(7 10110.128),(8 10503.169),(9 10854.551),(10 10946.219),(11 11221.429),(12 11312.217),(13 11258.704),(14 11246.5),(15 11194.562),(16 11053.915),(17 10781.3125),(18 10550.103),(19 10358.549),(20 10320.371),(21 10099.406),(22 10078.5625),(23 9981.196),(24 9900.973),(25 9908.799),(26 9941.204),(27 10194.039),(28 10358.583),(29 10644.242),(30 10812.976),(31 11100.633),(32 11318.762),(33 11337.905),(34 11577.721),(35 11654.338),(36 11680.687),(37 11767.187),(38 11685.712),(39 11595.813),(40 11412.814),(41 11312.787),(42 11137.842),(43 10967.654),(44 10819.436),(45 10824.217),(46 10756.117),(47 10760.025),(48 10743.265),(49 10747.94),(50 10813.854),(51 10984.152),(52 10950.509),(53 11015.438),(54 11029.884),(55 11152.205),(56 11091.844),(57 11306.234),(58 11369.308),(59 11394.927),(60 11557.446),(61 11435.209),(62 11264.905),(63 11149.924),(64 10881.311),(65 10705.942),(66 10909.19),(67 10854.009),(68 11076.397),(69 11122.469),(70 11160.733),(71 11352.991),(72 11398.452),(73 11554.331),(74 11654.959),(75 11588.471),(76 11732.579),(77 11745.713),(78 11688.905),(79 11730.968),
(1 3222.386),(2 4809.8516),(3 6629.9624),(4 7672.623),(5 8580.903),(6 9390.002),(7 9886.56),(8 10372.058),(9 10707.204),(10 10924.04),(11 11116.326),(12 11202.662),(13 11316.624),(14 11367.6455),(15 11304.239),(16 11062.468),(17 10939.6455),(18 10654.291),(19 10380.414),(20 10085.899),(21 9975.579),(22 9815.901),(23 9717.212),(24 9699.104),(25 9670.5625),(26 9836.593),(27 10004.813),(28 10200.54),(29 10362.7705),(30 10665.146),(31 11007.311),(32 11210.157),(33 11241.862),(34 11333.784),(35 11267.273),(36 11268.756),(37 11234.556),(38 11026.504),(39 10881.804),(40 10824.5625),(41 10785.371),(42 10703.28),(43 10667.707),(44 10645.655),(45 10659.403),(46 10809.257),(47 10707.903),(48 10674.103),(49 10591.435),(50 10624.159),(51 10672.599),(52 10674.174),(53 10770.571),(54 10822.661),(55 10808.805),(56 10913.365),(57 11118.154),(58 11366.212),(59 11330.704),(60 11407.572),(61 11415.836),(62 11294),(63 11339.861),(64 11084.961),(65 10902.287),(66 10946.863),(67 10828.496),(68 10864.121),(69 10866.982),(70 11015.8125),(71 11263.538),(72 11378.994),(73 11480.752),(74 11752.691),(75 11577.95),(76 11654.372),(77 11630.849),(78 11664.001),(79 11734.25),
(1 3052.4434),(2 4603.918),(3 6370.504),(4 7401.9917),(5 8263.037),(6 9088.132),(7 9504.478),(8 9953.947),(9 10375.286),(10 10660.316),(11 10966.352),(12 11247.139),(13 11272.536),(14 11323.221),(15 11165.077),(16 10870.151),(17 10707.652),(18 10461.385),(19 10225.816),(20 10020.678),(21 9797.496),(22 9613.89),(23 9604.015),(24 9620.455),(25 9673.605),(26 9747.375),(27 9900.811),(28 10130.397),(29 10257.571),(30 10423.292),(31 10729.066),(32 10851.925),(33 10891.433),(34 10905.886),(35 10930.274),(36 10885.323),(37 10802.1875),(38 10534.927),(39 10311.174),(40 10065.654),(41 9876.812),(42 9803.115),(43 9692.083),(44 9632.116),(45 9659.796),(46 9893.49),(47 10039.057),(48 10137.94),(49 10226.523),(50 10401.717),(51 10430.717),(52 10542.897),(53 10567.31),(54 10615.115),(55 10568.916),(56 10569.004),(57 10600.311),(58 10696.263),(59 10621.503),(60 10530.924),(61 10573.55),(62 10498.254),(63 10386.806),(64 10291.281),(65 10311.389),(66 10409.84),(67 10418.558),(68 10511.255),(69 10559.058),(70 10604.517),(71 10598.488),(72 10653.933),(73 10712.27),(74 10907.013),(75 10814.441),(76 10846.188),(77 10855.504),(78 10858.523),(79 10930.309),
(1 3022.7122),(2 4541.9287),(3 6249.293),(4 7142.097),(5 8019.7275),(6 8643.965),(7 9039.767),(8 9307.704),(9 9577.596),(10 9809.965),(11 10226.83),(12 10389.585),(13 10424.768),(14 10460.21),(15 10308.051),(16 10210.025),(17 9982.751),(18 9715.549),(19 9533.464),(20 9501.74),(21 9263.864),(22 9180.231),(23 9219.356),(24 9295.372),(25 9291.465),(26 9356.751),(27 9470.719),(28 9671.777),(29 9865.76),(30 10044.938),(31 10265.451),(32 10337.524),(33 10512.666),(34 10533.243),(35 10553.4375),(36 10564.687),(37 10437.439),(38 10327.798),(39 10145.261),(40 9834.457),(41 9617.446),(42 9437.957),(43 9239.5),(44 9260.63),(45 9225.937),(46 9180.54),(47 9340.023),(48 9365.021),(49 9521.454),(50 9567.707),(51 9737.752),(52 9898.95),(53 10085.551),(54 10264.706),(55 10267.753),(56 10206.238),(57 10185.198),(58 10206.812),(59 9993.479),(60 9916.874),(61 9861.244),(62 9710.241),(63 9579.433),(64 9421.691),(65 9409.195),(66 9504.597),(67 9651.16),(68 9820.866),(69 9874.536),(70 9877.98),(71 10043.492),(72 10089.06),(73 10193.996),(74 10360.52),(75 10427.672),(76 10528.038),(77 10489.409),(78 10485.501),(79 10545.753),
(1 2972.8665),(2 4394.15),(3 5977.995),(4 6860.4126),(5 7713.22),(6 8366.051),(7 8969.052),(8 9271.651),(9 9680.48),(10 9856.989),(11 10102.143),(12 10154.068),(13 10154.984),(14 10211.645),(15 10049.571),(16 9990.797),(17 9808.48),(18 9530.155),(19 9343.46),(20 9215.817),(21 8996.4375),(22 8915.101),(23 8858.845),(24 8995.984),(25 9061.021),(26 9142.651),(27 9256.553),(28 9389.581),(29 9524.84),(30 9578.553),(31 9731.929),(32 9924.504),(33 9948.815),(34 10086.704),(35 10161.7705),(36 10138.378),(37 10104.325),(38 9972.872),(39 9886.348),(40 9635.874),(41 9551.565),(42 9459.2295),(43 9468.762),(44 9466.482),(45 9395.71),(46 9252.866),(47 9306.6875),(48 9209.023),(49 9220.504),(50 9277.8),(51 9388.802),(52 9554.6),(53 9638.056),(54 9851.78),(55 9927.254),(56 9964.749),(57 9984.179),(58 10009.454),(59 9965.052),(60 9824.226),(61 9721.518),(62 9509.881),(63 9521.371),(64 9363.923),(65 9341.448),(66 9452.976),(67 9542.467),(68 9727.449),(69 9746.133),(70 9956.755),(71 10194.477),(72 10296.873),(73 10398.778),(74 10435.7705),(75 10356.352),(76 10487.729),(77 10421.081),(78 10349.223),(79 10347.909),
(1 2868.1968),(2 4262.42),(3 5766.5835),(4 6647.126),(5 7334.6094),(6 7879.1123),(7 8413.426),(8 8745.132),(9 9100.275),(10 9186.677),(11 9381.598),(12 9527.557),(13 9654.765),(14 9761.089),(15 9647.456),(16 9518.505),(17 9368.232),(18 9097.905),(19 8859.865),(20 8702.281),(21 8513.566),(22 8348.259),(23 8300.774),(24 8411.005),(25 8422.226),(26 8494.493),(27 8664.568),(28 8794.815),(29 9005.569),(30 9232.266),(31 9387.528),(32 9505.118),(33 9631.562),(34 9739.7),(35 9806.828),(36 9807.775),(37 9848.536),(38 9752.048),(39 9704.587),(40 9534.364),(41 9436.474),(42 9335.144),(43 9262.032),(44 9246.338),(45 9221.624),(46 9307.161),(47 9308.745),(48 9259.255),(49 9331.744),(50 9344.33),(51 9426.256),(52 9576.648),(53 9744.895),(54 10002.337),(55 9949.25),(56 9997.79),(57 9840.179),(58 9769.711),(59 9735.661),(60 9545.456),(61 9339.946),(62 9262.195),(63 9241.016),(64 9158.293),(65 9071.759),(66 9060.801),(67 9292.652),(68 9320.391),(69 9397.095),(70 9497.124),(71 9619.663),(72 9700.364),(73 9727.122),(74 9739.624),(75 9706.136),(76 9773.807),(77 9767.249),(78 9881.712),(79 9933.437),
