1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 227122.64),(2 619736.94),(3 1191533.9),(4 1963317.6),(5 2805551.3),(6 3590965.8),(7 4427659.5),(8 5271096.5),(9 6056567.5),(10 6864248.5),(11 7799810),(12 8643026),(13 9634541),(14 10743433),(15 11886117),(16 13140669),(17 14544432),(18 15996008),(19 17682094),(20 19360334),(21 21041500),(22 22847210),(23 24809930),(24 26664818),(25 28776890),(26 30999762),(27 33243654),(28 35698996),(29 38259108),(30 40514292),(31 43081024),(32 45605716),(33 48064460),(34 50652240),(35 53295840),(36 55571804),(37 58006420),(38 60349788),(39 62297010),(40 64172236),(41 66163700),(42 67644610),(43 69218760),(44 70741800),(45 71989080),(46 73059990),(47 74217240),(48 74894856),(49 75776540),(50 76676080),(51 77493160),(52 78352760),(53 79500470),(54 80287890),(55 81215190),(56 82166776),(57 82988536),(58 83763864),(59 84722970),(60 85310664),(61 86025430),(62 86862940),(63 87625540),(64 88321976),(65 89574070),(66 90555960),(67 91803000),(68 93247750),(69 94673090),(70 95883710),(71 97711560),(72 99247510),(73 100784936),(74 102542570),(75 104278184),(76 105661720),(77 107368184),(78 108797416),(79 110111850),
(1 1561.1227),(2 1910.5836),(3 2116.8005),(4 2247.3093),(5 2349.0686),(6 2474.1248),(7 2600.2725),(8 2717.3577),(9 2884.463),(10 2986.4976),(11 3054.3684),(12 3146.0117),(13 3232.087),(14 3250.7373),(15 3296.8752),(16 3296.0598),(17 3288.1536),(18 3278.828),(19 3213.9448),(20 3154.6782),(21 3120.475),(22 3122.6545),(23 3079.3835),(24 3033.562),(25 2981.4084),(26 2978.9138),(27 2994.8665),(28 2979.18),(29 3030.718),(30 3025.722),(31 3017.1965),(32 3017.0334),(33 3057.0305),(34 3046.165),(35 3005.6084),(36 3015.6196),(37 3074.536),(38 3057.938),(39 3094.0176),(40 3060.0261),(41 3040.3967),(42 3064.1426),(43 3047.457),(44 3049.368),(45 3056.5588),(46 3033.2803),(47 3008.8525),(48 3011.2231),(49 2987.9468),(50 2894.1316),(51 2862.0273),(52 2875.9846),(53 2808.5093),(54 2751.008),(55 2739.6824),(56 2720.994),(57 2740.713),(58 2755.758),(59 2787.2402),(60 2795.8037),(61 2830.7117),(62 2856.1677),(63 2941.446),(64 3004.1165),(65 3041.1665),(66 3067.2363),(67 3128.6536),(68 3144.3462),(69 3187.0676),(70 3219.87),(71 3267.0698),(72 3286.0344),(73 3338.5032),(74 3346.7983),(75 3402.9512),(76 3413.7515),(77 3398.8481),(78 3327.0798),(79 3264.8),
(1 1585.007),(2 1964.4508),(3 2167.6968),(4 2315.0447),(5 2456.8247),(6 2561.0725),(7 2659.3015),(8 2802.364),(9 2898.2317),(10 3002.8206),(11 3084.9375),(12 3142.3845),(13 3243.027),(14 3286.8486),(15 3328.8994),(16 3337.1084),(17 3308.501),(18 3267.6633),(19 3193.3018),(20 3180.389),(21 3083.7969),(22 3047.1826),(23 3024.074),(24 3017.0322),(25 2992.169),(26 2987.661),(27 3036.3018),(28 2998.7283),(29 2982.7852),(30 2988.8289),(31 2973.2678),(32 2965.7446),(33 2980.2947),(34 2988.5054),(35 2961.873),(36 2968.326),(37 2976.3909),(38 2968.9626),(39 3026.9624),(40 3029.0547),(41 3003.492),(42 3013.848),(43 3012.9885),(44 2974.807),(45 2965.5244),(46 3002.653),(47 3001.6587),(48 2951.942),(49 2920.002),(50 2933.3403),(51 2901.0823),(52 2864.712),(53 2867.8516),(54 2894.328),(55 2858.9807),(56 2805.756),(57 2816.4536),(58 2774.2627),(59 2762.6396),(60 2796.8992),(61 2830.9272),(62 2837.1658),(63 2888.2368),(64 2916.4165),(65 2960.8796),(66 3018.277),(67 3078.9),(68 3093.3877),(69 3137.0376),(70 3225.464),(71 3246.922),(72 3243.919),(73 3275.333),(74 3236.4985),(75 3309.8704),(76 3328.7827),(77 3301.6265),(78 3238.3452),(79 3261.379),
(1 1536.2798),(2 1859.3729),(3 2095.066),(4 2205.8945),(5 2323.4133),(6 2448.754),(7 2563.1387),(8 2709.8223),(9 2809.1729),(10 2917.8523),(11 2993.6372),(12 3061.153),(13 3102.1526),(14 3131.1118),(15 3151.8264),(16 3120.4707),(17 3108.7354),(18 3091.33),(19 3017.2844),(20 2951.5862),(21 2957.6365),(22 2942.433),(23 2858.7493),(24 2852.7776),(25 2827.2349),(26 2779.4087),(27 2826.6277),(28 2819.3547),(29 2802.5466),(30 2857.0176),(31 2819.5576),(32 2799.7256),(33 2866.504),(34 2862.1665),(35 2858.103),(36 2898.36),(37 2912.841),(38 2913.6023),(39 2925.791),(40 2920.2446),(41 2933.3093),(42 2923.142),(43 2939.3289),(44 2941.2683),(45 2921.434),(46 2895.7637),(47 2879.0776),(48 2840.5054),(49 2860.5046),(50 2831.088),(51 2775.6348),(52 2767.7954),(53 2745.166),(54 2740.7898),(55 2744.9336),(56 2720.9373),(57 2713.4565),(58 2727.2126),(59 2760.538),(60 2770.2554),(61 2772.8171),(62 2804.9087),(63 2867.6902),(64 2875.0586),(65 2890.6384),(66 2916.1296),(67 2985.1675),(68 3027.0881),(69 3026.7336),(70 3090.062),(71 3131.4495),(72 3161.6228),(73 3169.8215),(74 3180.6145),(75 3192.0554),(76 3156.7317),(77 3149.1646),(78 3115.8523),(79 3092.2515),
(1 1508.1097),(2 1823.3077),(3 2040.031),(4 2206.048),(5 2266.0144),(6 2366.2832),(7 2529.6306),(8 2654.9626),(9 2781.2524),(10 2895.811),(11 2983.417),(12 3049.4666),(13 3099.7202),(14 3140.1633),(15 3173.4902),(16 3137.3555),(17 3156.9885),(18 3145.0007),(19 3044.7903),(20 3009.391),(21 2982.6968),(22 2988.3184),(23 2946.3027),(24 2915.9983),(25 2926.1726),(26 2901.2097),(27 2929.689),(28 2937.4888),(29 2942.792),(30 2923.9055),(31 2885.2915),(32 2924.4429),(33 2929.2197),(34 2970.4797),(35 2944.5833),(36 2956.897),(37 2974.7832),(38 2956.1895),(39 2989.271),(40 3005.2805),(41 2943.074),(42 2967.7915),(43 2986.3284),(44 2986.518),(45 2960.541),(46 2933.3381),(47 2901.605),(48 2866.0823),(49 2875.6096),(50 2850.1023),(51 2765.871),(52 2749.459),(53 2728.815),(54 2657.6338),(55 2630.9294),(56 2610.185),(57 2631.2322),(58 2643.1765),(59 2637.185),(60 2662.5571),(61 2709.6633),(62 2723.52),(63 2788.8218),(64 2846.5505),(65 2840.6006),(66 2890.7134),(67 2939.153),(68 2951.1821),(69 2998.7104),(70 3062.116),(71 3063.8655),(72 3082.8303),(73 3117.237),(74 3140.262),(75 3173.208),(76 3132.0269),(77 3115.825),(78 3105.3677),(79 3068.4663),
(1 1462),(2 1788.9463),(3 1964.8981),(4 2111.8215),(5 2247.8425),(6 2365.8552),(7 2506.29),(8 2628.7278),(9 2747.3955),(10 2846.8484),(11 2949.3723),(12 3033.4373),(13 3087.7268),(14 3129.6418),(15 3151.359),(16 3105.0564),(17 3086.834),(18 3028.9531),(19 2981.121),(20 2942.4004),(21 2925.5154),(22 2869.1455),(23 2795.5208),(24 2751.9775),(25 2746.6978),(26 2723.4255),(27 2723.684),(28 2727.074),(29 2725.595),(30 2731.2578),(31 2717.9424),(32 2727.745),(33 2744.9875),(34 2778.4377),(35 2773.485),(36 2778.6558),(37 2833.665),(38 2850.0698),(39 2840.4612),(40 2876.5696),(41 2886.8848),(42 2892.464),(43 2898.0696),(44 2885.9004),(45 2907.416),(46 2927.9314),(47 2932.3481),(48 2904.3684),(49 2894.7769),(50 2835.3643),(51 2769.7976),(52 2735.155),(53 2739.751),(54 2734.2336),(55 2664.6829),(56 2631.3447),(57 2647.8042),(58 2638.2405),(59 2618.867),(60 2649.7097),(61 2669.7913),(62 2710.24),(63 2734.04),(64 2748.3257),(65 2741.6204),(66 2788.4253),(67 2819.8843),(68 2863.2842),(69 2926.3186),(70 2956.8818),(71 2985.8093),(72 3016.484),(73 3072.427),(74 3076.1306),(75 3104.0186),(76 3073.73),(77 3091.3904),(78 3063.4414),(79 3030.5552),
(1 1460.353),(2 1760.2578),(3 1978.2974),(4 2151.4382),(5 2231.381),(6 2379.6787),(7 2489.6257),(8 2657.9485),(9 2759.0757),(10 2852.348),(11 2948.0876),(12 3021.654),(13 3094.8005),(14 3127.078),(15 3199.0588),(16 3195.032),(17 3200.7202),(18 3197.9492),(19 3113.4749),(20 3077.8257),(21 3046.8384),(22 3011.4092),(23 2941.296),(24 2937.0322),(25 2864.2788),(26 2837.137),(27 2873.1494),(28 2858.9995),(29 2871.1086),(30 2897.401),(31 2861.0916),(32 2848.3083),(33 2861.9685),(34 2831.3835),(35 2831.5957),(36 2840.9568),(37 2887.426),(38 2899.1787),(39 2966.8687),(40 2942.9893),(41 2960.9905),(42 2957.6477),(43 2953.9453),(44 2955.3577),(45 2963.3916),(46 2967.5557),(47 2964.5994),(48 2900.7773),(49 2874.6377),(50 2820.2563),(51 2797.9353),(52 2760.9382),(53 2716.4521),(54 2670.75),(55 2641.2256),(56 2622.4534),(57 2600.4111),(58 2602.9993),(59 2593.6213),(60 2615.8289),(61 2666.7815),(62 2699.468),(63 2743.8467),(64 2775.7588),(65 2784.169),(66 2815.505),(67 2857.6396),(68 2905.4492),(69 2924.6619),(70 2947.6912),(71 3027.168),(72 3081.2915),(73 3088.154),(74 3117.8838),(75 3160.0354),(76 3167.065),(77 3136.1604),(78 3119.3508),(79 3134.2952),
(1 1456.2582),(2 1730.3055),(3 1955.5642),(4 2117.1833),(5 2213.43),(6 2324.6055),(7 2448.8547),(8 2567.9934),(9 2675.2095),(10 2740.1028),(11 2805.1914),(12 2909.849),(13 2963.7917),(14 2951.8462),(15 2977.574),(16 2968.0137),(17 2960.4363),(18 2950.5417),(19 2893.7615),(20 2889.6006),(21 2821.491),(22 2804.395),(23 2759.3965),(24 2760.7693),(25 2739.8718),(26 2756.084),(27 2763.0586),(28 2755.4636),(29 2752.952),(30 2743.183),(31 2716.2168),(32 2720.5862),(33 2742.7615),(34 2736.9058),(35 2748.566),(36 2757.5278),(37 2789.9675),(38 2782.812),(39 2793.7341),(40 2780.7273),(41 2799.5732),(42 2821.3218),(43 2822.6477),(44 2828.88),(45 2846.4573),(46 2849.968),(47 2826.3096),(48 2810.2163),(49 2799.2024),(50 2792.1555),(51 2768.2737),(52 2748.1606),(53 2688.203),(54 2661.1677),(55 2638.045),(56 2631.499),(57 2599.8635),(58 2592.7373),(59 2610.1938),(60 2586.5474),(61 2611.1702),(62 2629.017),(63 2687.9282),(64 2721.1396),(65 2713.1887),(66 2764.532),(67 2799.8098),(68 2877.0469),(69 2929.3818),(70 2969.8977),(71 3025.6353),(72 3083.8298),(73 3080.8164),(74 3117.3635),(75 3134.9814),(76 3147.0566),(77 3125.1797),(78 3063.5066),(79 3072.3704),
(1 1440.2924),(2 1753.435),(3 1943.8479),(4 2078.3345),(5 2135.0503),(6 2244.6064),(7 2385.2012),(8 2477.6304),(9 2554.7632),(10 2648.1252),(11 2719.3333),(12 2778.3516),(13 2865.191),(14 2895.0286),(15 2971.2422),(16 2944.2595),(17 2932.9243),(18 2915.9153),(19 2861.3865),(20 2844.293),(21 2815.305),(22 2771.0237),(23 2781.7317),(24 2759.2522),(25 2705.5447),(26 2702.7104),(27 2705.2566),(28 2696.042),(29 2712.039),(30 2665.9158),(31 2660.9883),(32 2659.4563),(33 2652.845),(34 2655.1829),(35 2684.8923),(36 2679.9915),(37 2711.6292),(38 2702.3137),(39 2698.8271),(40 2767.8186),(41 2756.966),(42 2719.1672),(43 2710.9685),(44 2725.9268),(45 2710.9194),(46 2721.857),(47 2713.9873),(48 2681.3005),(49 2701.93),(50 2662.1187),(51 2640.2861),(52 2593.4934),(53 2573.6829),(54 2554.8105),(55 2535.6848),(56 2493.0798),(57 2472.148),(58 2494.0237),(59 2482.3892),(60 2531.4038),(61 2540.6418),(62 2582.7737),(63 2634.753),(64 2666.1162),(65 2672.404),(66 2689.734),(67 2719.8474),(68 2786.1272),(69 2822.8982),(70 2816.2085),(71 2884.6921),(72 2894.7507),(73 2924.7534),(74 2949.3943),(75 2943.8672),(76 2927.297),(77 2880.1265),(78 2839.6719),(79 2822.1433),
(1 1402.8638),(2 1714.7706),(3 1912.2145),(4 2052.0186),(5 2165.386),(6 2245.7053),(7 2309.41),(8 2423.1843),(9 2529.793),(10 2653.8706),(11 2734.6245),(12 2804.4368),(13 2850.339),(14 2852.302),(15 2922.7917),(16 2901.6162),(17 2914.794),(18 2872.0168),(19 2816.1973),(20 2802.1157),(21 2760.5298),(22 2724.4275),(23 2719.1807),(24 2692.343),(25 2635.9094),(26 2659.5762),(27 2685.3591),(28 2683.703),(29 2686.1807),(30 2688.0977),(31 2682.2532),(32 2676.3254),(33 2665.4595),(34 2703.7712),(35 2744.2432),(36 2771.9268),(37 2822.5498),(38 2815.1184),(39 2818.9067),(40 2859.1868),(41 2846.3223),(42 2839.8147),(43 2837.9304),(44 2870.1318),(45 2865.1387),(46 2875.9377),(47 2836.239),(48 2802.2815),(49 2783.6326),(50 2736.2134),(51 2686.6812),(52 2625.3655),(53 2592.1138),(54 2548.1353),(55 2482.6387),(56 2457.6646),(57 2443.9058),(58 2458.6548),(59 2405.6748),(60 2415.4165),(61 2445.3223),(62 2483.1123),(63 2551.1865),(64 2594.7522),(65 2628.206),(66 2651.9365),(67 2723.8782),(68 2758.5498),(69 2779.463),(70 2788.8877),(71 2828.315),(72 2861.4744),(73 2937.4932),(74 2977.172),(75 2989.7395),(76 2985.0283),(77 2998.6316),(78 2969.556),(79 2946.5212),
(1 1329.7504),(2 1617.5936),(3 1802.22),(4 1947.4431),(5 2065.8352),(6 2153.9155),(7 2256.2173),(8 2346.3784),(9 2466.8552),(10 2556.4854),(11 2636.8506),(12 2688.4106),(13 2738.3987),(14 2774.841),(15 2823.5725),(16 2802.9312),(17 2830.1572),(18 2811.2136),(19 2758.6138),(20 2756.7075),(21 2720.9543),(22 2681.8855),(23 2626.0747),(24 2607.5059),(25 2566.3135),(26 2613.2773),(27 2603.4192),(28 2553.776),(29 2580.9417),(30 2553.422),(31 2530.8887),(32 2538.7317),(33 2547.6775),(34 2558.1536),(35 2544.4465),(36 2578.116),(37 2584.239),(38 2615.978),(39 2644.32),(40 2629.895),(41 2682.0005),(42 2678.696),(43 2678.4565),(44 2682.3984),(45 2682.0159),(46 2698.9773),(47 2689.059),(48 2657.0508),(49 2611.734),(50 2566.701),(51 2505.1138),(52 2490.6514),(53 2446.5017),(54 2396.8894),(55 2347.212),(56 2347.1301),(57 2343.0244),(58 2337.648),(59 2348.473),(60 2374.4695),(61 2381.4685),(62 2399.3188),(63 2426.4558),(64 2457.903),(65 2490.1145),(66 2498.8933),(67 2527.716),(68 2570.3647),(69 2595.7683),(70 2643.0579),(71 2689.9792),(72 2757.067),(73 2793.7512),(74 2787.6929),(75 2786.8613),(76 2778.9707),(77 2753.0017),(78 2749.0928),(79 2738.6758),
(1 1335.1858),(2 1580.832),(3 1800.3718),(4 1980.7778),(5 2083.2869),(6 2158.5984),(7 2261.2092),(8 2374.39),(9 2461.3418),(10 2512.086),(11 2561.1582),(12 2602.598),(13 2653.8345),(14 2699.726),(15 2744.1565),(16 2766.7253),(17 2795.0188),(18 2785.2593),(19 2732.9934),(20 2694.0344),(21 2673.9365),(22 2634.483),(23 2580.9946),(24 2566.1274),(25 2528.562),(26 2536.317),(27 2528.0056),(28 2522.9312),(29 2529.252),(30 2503.6821),(31 2483.6724),(32 2539.969),(33 2511.257),(34 2519.1484),(35 2563.3535),(36 2584.495),(37 2595.315),(38 2621.4507),(39 2648.7576),(40 2646.487),(41 2670.3357),(42 2701.737),(43 2737.4187),(44 2722.7568),(45 2721.4424),(46 2729.7534),(47 2760.0085),(48 2774.0896),(49 2723.4675),(50 2689.5244),(51 2676.063),(52 2631.369),(53 2565.6006),(54 2543.4907),(55 2500.0627),(56 2455.1956),(57 2434.7292),(58 2392.985),(59 2380.8474),(60 2391.7122),(61 2372.726),(62 2367.7056),(63 2432.711),(64 2445.292),(65 2453.7642),(66 2485.9595),(67 2501.4724),(68 2547.656),(69 2585.816),(70 2635.8445),(71 2686.2786),(72 2677.4163),(73 2718.6858),(74 2760.068),(75 2786.9644),(76 2772.6313),(77 2738.4988),(78 2754.434),(79 2733.7156),
(1 1331.1129),(2 1578.4504),(3 1790.1605),(4 1908.511),(5 2004.8457),(6 2102.9019),(7 2184.456),(8 2257.9407),(9 2355.353),(10 2417.293),(11 2501.8018),(12 2586.725),(13 2676.1191),(14 2702.6182),(15 2734.8628),(16 2758.7258),(17 2772.3044),(18 2764.775),(19 2727.0664),(20 2671.13),(21 2682.8071),(22 2653.441),(23 2597.7207),(24 2597.622),(25 2575.2302),(26 2544.7734),(27 2542.7432),(28 2542.5679),(29 2569.056),(30 2558.3),(31 2511.2273),(32 2531.155),(33 2536.1138),(34 2574.5789),(35 2589.5405),(36 2606.7664),(37 2610.5107),(38 2668.4382),(39 2694.3623),(40 2672.5286),(41 2737.152),(42 2772.603),(43 2771.6838),(44 2742.4849),(45 2753.0833),(46 2726.6194),(47 2729.9863),(48 2715.3882),(49 2674.3906),(50 2623.043),(51 2574.903),(52 2525.6213),(53 2483.7007),(54 2457.8005),(55 2416.5933),(56 2385.6118),(57 2353.3794),(58 2328.1638),(59 2324.057),(60 2331.0938),(61 2354.363),(62 2356.9922),(63 2403.0273),(64 2427.406),(65 2469.0627),(66 2484.0771),(67 2543.909),(68 2568.0737),(69 2605.816),(70 2604.6477),(71 2646.3965),(72 2661.5806),(73 2709.3792),(74 2712.6702),(75 2728.5679),(76 2754.2039),(77 2733.7434),(78 2734.423),(79 2723.6953),
(1 1310.1958),(2 1572.2206),(3 1753.5975),(4 1895.429),(5 2012.5785),(6 2113.7202),(7 2222.4214),(8 2286.3975),(9 2365.1033),(10 2421.6216),(11 2492.302),(12 2549.6096),(13 2637.5503),(14 2642.545),(15 2682.3452),(16 2683.0454),(17 2733.1772),(18 2701.0403),(19 2648.0952),(20 2612.0051),(21 2604.3752),(22 2566.856),(23 2531.5908),(24 2516.5862),(25 2501.8787),(26 2450.6113),(27 2485.2551),(28 2468.0562),(29 2463.445),(30 2472.0225),(31 2484.123),(32 2467.4548),(33 2440.0999),(34 2456.8103),(35 2475.995),(36 2505.6047),(37 2515.7817),(38 2554.7236),(39 2582.869),(40 2638.5518),(41 2698.658),(42 2715.8623),(43 2745.438),(44 2730.5186),(45 2759.9617),(46 2716.2952),(47 2701.1638),(48 2695.6577),(49 2670.6338),(50 2601.9016),(51 2606.6338),(52 2547.5674),(53 2485.4668),(54 2468.7556),(55 2398.0842),(56 2341.6133),(57 2309.0203),(58 2292.1602),(59 2318.912),(60 2332.3867),(61 2354.3645),(62 2391.8713),(63 2432.7244),(64 2460.7996),(65 2510.072),(66 2534.13),(67 2595.748),(68 2617.5608),(69 2642.5603),(70 2681.5798),(71 2713.83),(72 2779.9844),(73 2808.2097),(74 2829.4155),(75 2849.7014),(76 2881.0032),(77 2882.9038),(78 2890.6018),(79 2902.4812),
(1 1280.1123),(2 1569.7288),(3 1712.0786),(4 1836.2858),(5 1927.2659),(6 2017.472),(7 2091.5308),(8 2187.9517),(9 2288.343),(10 2313.896),(11 2405.0747),(12 2450.9536),(13 2473.6213),(14 2504.3203),(15 2517.046),(16 2518.0867),(17 2533.236),(18 2526.1682),(19 2491.6047),(20 2453.1487),(21 2426.537),(22 2407.2275),(23 2403.3665),(24 2390.255),(25 2377.2178),(26 2349.9985),(27 2361.7732),(28 2333.6086),(29 2337.7139),(30 2337.0037),(31 2335.0393),(32 2339.9885),(33 2331.6616),(34 2384.3586),(35 2418.5261),(36 2429.0671),(37 2410.4077),(38 2456.0645),(39 2459.1313),(40 2473.6575),(41 2481.3394),(42 2489.6777),(43 2543.3547),(44 2543.191),(45 2553.6082),(46 2530.3965),(47 2523.7568),(48 2525.9153),(49 2483.5645),(50 2466.1719),(51 2448.1235),(52 2393.2834),(53 2346.6204),(54 2292.9927),(55 2256.9204),(56 2227.7063),(57 2195.4248),(58 2177.2668),(59 2184.2705),(60 2183.6204),(61 2204.4255),(62 2277.8828),(63 2297.9404),(64 2349.0942),(65 2382.448),(66 2424.2744),(67 2440.9797),(68 2443.0378),(69 2476.609),(70 2504.5159),(71 2539.7021),(72 2570.385),(73 2612.3367),(74 2603.5134),(75 2625.4983),(76 2636.3877),(77 2625.8203),(78 2622.4248),(79 2603.412),
(1 1235.6022),(2 1512.5774),(3 1693.7572),(4 1817.6064),(5 1922.5955),(6 2037.6414),(7 2142.9548),(8 2231.2678),(9 2279.295),(10 2349.2532),(11 2448.993),(12 2479.6853),(13 2570.8313),(14 2613.9114),(15 2622.5532),(16 2643.4685),(17 2653.7183),(18 2644.5305),(19 2629.3386),(20 2588.0256),(21 2600.3694),(22 2526.353),(23 2516.3972),(24 2514.0261),(25 2497.6934),(26 2481.0994),(27 2479.4282),(28 2428.5344),(29 2402.1204),(30 2367.8665),(31 2365.6855),(32 2361.7793),(33 2350.5962),(34 2382.891),(35 2391.8162),(36 2442.1978),(37 2445.5696),(38 2459.2148),(39 2506.865),(40 2544.188),(41 2564.5017),(42 2573.5771),(43 2580.974),(44 2619.7642),(45 2642.9148),(46 2637.1067),(47 2616.0776),(48 2621.892),(49 2574.6853),(50 2571.1064),(51 2511.2388),(52 2473.3162),(53 2397.976),(54 2365.7598),(55 2320.4849),(56 2303.6538),(57 2254.1382),(58 2238.3245),(59 2256.8743),(60 2262.7559),(61 2271.358),(62 2295.8943),(63 2303.3892),(64 2355.0198),(65 2353.7722),(66 2377.2542),(67 2387.399),(68 2382.736),(69 2412.485),(70 2453.2444),(71 2509.1768),(72 2565.3367),(73 2582.5173),(74 2582.2026),(75 2570.7117),(76 2577.2202),(77 2584.4875),(78 2569.4568),(79 2575.524),
(1 1245.1022),(2 1551.0261),(3 1695.3608),(4 1787.208),(5 1921.9283),(6 1983.4724),(7 2059.7656),(8 2173.2139),(9 2248.3115),(10 2310.3093),(11 2359.7136),(12 2427.2412),(13 2503.5386),(14 2509.4878),(15 2533.8892),(16 2571.7434),(17 2561.186),(18 2517.395),(19 2503.097),(20 2496.1707),(21 2477.6335),(22 2421.4211),(23 2410.615),(24 2387.5835),(25 2390.865),(26 2382.5193),(27 2397.6125),(28 2347.21),(29 2312.8135),(30 2293.2688),(31 2290.8774),(32 2316.942),(33 2311.4294),(34 2306.6714),(35 2355.059),(36 2406.6443),(37 2424.5342),(38 2433.2036),(39 2457.8467),(40 2487.7244),(41 2537.2297),(42 2533.2202),(43 2548.7957),(44 2586.9536),(45 2608.7102),(46 2601.4526),(47 2620.3584),(48 2583.893),(49 2542.666),(50 2509.8704),(51 2481.2312),(52 2440.828),(53 2413.7974),(54 2363.853),(55 2312.6072),(56 2261.2002),(57 2229.59),(58 2212.6086),(59 2217.9155),(60 2232.1682),(61 2248.67),(62 2253.1157),(63 2257.0183),(64 2270.4006),(65 2299.8625),(66 2344.2017),(67 2355.9849),(68 2386.5586),(69 2393.5715),(70 2411.7085),(71 2431.882),(72 2473.9368),(73 2502.6294),(74 2487.48),(75 2541.8093),(76 2550.6868),(77 2550.0623),(78 2548.0264),(79 2542.2278),
