1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 6859.155),(2 7692.1685),(3 9006.535),(4 8246.295),(5 10473.859),(6 9520.704),(7 11609.544),(8 11679.84),(9 12574.242),(10 9658.056),(11 13363.03),(12 12984.419),(13 13499.733),(14 12129.117),(15 13743.505),(16 12235.147),(17 13778.961),(18 13341.267),(19 13713.086),(20 10312.2295),(21 13945.075),(22 13784.8545),(23 14455.29),(24 13267.653),(25 14993.368),(26 13592.362),(27 15152.852),(28 14921.802),(29 15386.362),(30 12028.961),(31 15515.753),(32 15209.169),(33 15650.648),(34 14210.77),(35 15623.341),(36 13975.829),(37 15435.133),(38 14948.403),(39 15103.97),(40 11712.481),(41 15568.024),(42 15436.672),(43 16300.602),(44 15160.677),(45 16945.6),(46 15656),(47 17430.756),(48 17043.852),(49 17741.646),(50 14495.198),(51 17977.826),(52 17603.178),(53 18155.35),(54 16618.295),(55 18215.41),(56 16690.467),(57 18005.012),(58 17493.283),(59 17939.615),(60 14256.958),(61 17927.725),(62 17719.85),(63 18409.416),(64 17301.281),(65 19036.547),(66 17689.244),(67 19374.404),(68 19091.746),(69 19742.744),(70 16469.79),(71 20036.768),(72 19828.02),(73 20393.064),(74 18992.818),(75 20583.709),(76 19097.756),(77 20560.6),(78 20033.62),(79 20388.973),
(1 113.586685),(2 135.57596),(3 143.17093),(4 145.44322),(5 146.81325),(6 147.50575),(7 148.17102),(8 148.29895),(9 149.3431),(10 146.54683),(11 149.80403),(12 149.34428),(13 149.96378),(14 149.94505),(15 149.96144),(16 149.75267),(17 150.16814),(18 150.0433),(19 150.11584),(20 147.03807),(21 150.36737),(22 150.25595),(23 150.55316),(24 150.24576),(25 150.43176),(26 150.37872),(27 150.36859),(28 150.23482),(29 150.83264),(30 147.80151),(31 150.94693),(32 150.69229),(33 151.02544),(34 151.15637),(35 151.10667),(36 151.02303),(37 151.25272),(38 151.06987),(39 151.30028),(40 148.33255),(41 151.23557),(42 151.00883),(43 151.27489),(44 151.27353),(45 151.42627),(46 151.34216),(47 151.4333),(48 151.00772),(49 151.39468),(50 148.74316),(51 151.63223),(52 151.35034),(53 151.7744),(54 151.79912),(55 151.83188),(56 151.80965),(57 152.03052),(58 151.90974),(59 152.19505),(60 149.23235),(61 152.2204),(62 151.91188),(63 152.21274),(64 151.95454),(65 151.96783),(66 151.93433),(67 152.09587),(68 151.86594),(69 152.22325),(70 149.67065),(71 152.50192),(72 152.0744),(73 152.59546),(74 152.48042),(75 152.47604),(76 152.38815),(77 152.52705),(78 152.34633),(79 152.71303),
(1 113.457405),(2 135.39749),(3 143.03865),(4 145.38603),(5 146.84602),(6 147.48524),(7 148.17473),(8 148.35481),(9 149.35031),(10 146.69673),(11 149.83739),(12 149.47038),(13 149.8552),(14 150.08882),(15 150.04774),(16 150.11774),(17 150.38545),(18 150.23082),(19 150.4269),(20 147.33603),(21 150.5272),(22 150.25957),(23 150.51552),(24 150.441),(25 150.57271),(26 150.77084),(27 150.77155),(28 150.55315),(29 150.9538),(30 147.8193),(31 150.99881),(32 150.7356),(33 151.12112),(34 151.14162),(35 151.15521),(36 151.09431),(37 151.28172),(38 151.0266),(39 151.38922),(40 148.45201),(41 151.57964),(42 151.2982),(43 151.64453),(44 151.58441),(45 151.51117),(46 151.6856),(47 151.57024),(48 151.449),(49 151.74527),(50 148.77345),(51 151.74611),(52 151.51949),(53 151.99504),(54 151.87447),(55 151.79152),(56 151.8786),(57 152.10417),(58 151.97859),(59 152.2154),(60 149.41006),(61 152.48897),(62 152.17264),(63 152.3461),(64 152.40521),(65 152.23195),(66 152.34105),(67 152.24149),(68 152.0519),(69 152.28583),(70 149.75807),(71 152.44044),(72 152.24516),(73 152.5569),(74 152.64693),(75 152.53874),(76 152.76302),(77 152.65315),(78 152.64604),(79 152.76003),
(1 113.88615),(2 135.88834),(3 143.45416),(4 145.77782),(5 146.99365),(6 147.82356),(7 148.60414),(8 148.78964),(9 149.80334),(10 147.18172),(11 150.26183),(12 149.86508),(13 150.38107),(14 150.4647),(15 150.36171),(16 150.44691),(17 150.49611),(18 150.4082),(19 150.80655),(20 147.59558),(21 150.85797),(22 150.49217),(23 150.73778),(24 150.71246),(25 150.91188),(26 151.31558),(27 151.11069),(28 150.72527),(29 151.38586),(30 148.3074),(31 151.532),(32 151.07852),(33 151.50479),(34 151.54684),(35 151.37335),(36 151.6466),(37 151.80101),(38 151.74937),(39 152.06363),(40 148.93738),(41 152.0141),(42 151.61734),(43 151.86847),(44 151.78563),(45 151.86928),(46 151.91566),(47 151.96783),(48 151.68497),(49 152.13528),(50 148.90413),(51 151.96933),(52 151.89952),(53 152.22374),(54 152.44087),(55 152.16278),(56 152.20085),(57 152.3724),(58 152.36119),(59 152.70941),(60 149.74905),(61 152.6659),(62 152.35555),(63 152.4822),(64 152.5876),(65 152.49394),(66 152.73238),(67 152.62921),(68 152.50685),(69 153.02487),(70 150.18971),(71 152.95409),(72 152.52332),(73 152.8779),(74 153.07751),(75 152.78381),(76 152.84338),(77 152.89288),(78 152.79391),(79 153.16388),
(1 113.59141),(2 135.32555),(3 142.96939),(4 145.49763),(5 146.72403),(6 147.4188),(7 147.98337),(8 148.14081),(9 149.25465),(10 146.5878),(11 149.8334),(12 149.33394),(13 149.81174),(14 150.1315),(15 149.7686),(16 150.06703),(17 150.12413),(18 149.87329),(19 150.16772),(20 146.97581),(21 150.32738),(22 149.98743),(23 150.37056),(24 150.2722),(25 150.04416),(26 150.5363),(27 150.49817),(28 149.99773),(29 150.59288),(30 147.56268),(31 150.7522),(32 150.23401),(33 150.79454),(34 150.95053),(35 150.89656),(36 151.10246),(37 151.1219),(38 150.89246),(39 151.44096),(40 148.35835),(41 151.34961),(42 151.10538),(43 151.32271),(44 151.36385),(45 151.22272),(46 151.4698),(47 151.3384),(48 151.08263),(49 151.58778),(50 148.56026),(51 151.53722),(52 151.16028),(53 151.40974),(54 151.81848),(55 151.68457),(56 151.72034),(57 151.8601),(58 151.67712),(59 152.18404),(60 149.12868),(61 152.1917),(62 151.9927),(63 152.14284),(64 152.123),(65 152.0152),(66 152.23386),(67 152.23544),(68 151.81157),(69 152.22682),(70 149.38286),(71 152.22789),(72 151.76338),(73 152.28386),(74 152.29645),(75 152.11147),(76 152.34065),(77 152.42976),(78 152.16656),(79 152.5676),
(1 113.62962),(2 135.4363),(3 142.96596),(4 145.4071),(5 146.8612),(6 147.75401),(7 148.25247),(8 148.3915),(9 149.39479),(10 146.86682),(11 149.8809),(12 149.34787),(13 149.91982),(14 150.01448),(15 149.84413),(16 150.05772),(17 150.09172),(18 149.8168),(19 150.10275),(20 146.89922),(21 150.36618),(22 150.01175),(23 150.15886),(24 150.317),(25 150.04112),(26 150.42744),(27 150.33714),(28 149.97424),(29 150.61316),(30 147.62296),(31 150.7561),(32 150.29506),(33 150.79451),(34 151.00487),(35 150.83408),(36 151.05171),(37 151.27605),(38 151.06395),(39 151.44725),(40 148.44806),(41 151.65692),(42 151.17412),(43 151.36652),(44 151.45534),(45 151.3067),(46 151.62721),(47 151.33775),(48 151.0172),(49 151.6617),(50 148.50041),(51 151.38858),(52 151.14781),(53 151.5204),(54 151.71793),(55 151.6394),(56 151.83159),(57 151.83684),(58 151.81052),(59 152.21501),(60 149.35402),(61 152.37093),(62 151.99257),(63 152.17975),(64 152.30481),(65 152.16953),(66 152.35428),(67 152.18771),(68 151.91693),(69 152.22012),(70 149.58748),(71 152.36989),(72 152.06584),(73 152.25604),(74 152.26794),(75 152.23332),(76 152.40437),(77 152.39812),(78 152.11102),(79 152.45955),
(1 113.15979),(2 134.88991),(3 142.37317),(4 144.9766),(5 146.1021),(6 146.95967),(7 147.5796),(8 147.45755),(9 148.62001),(10 146.08871),(11 149.1821),(12 148.60806),(13 149.23425),(14 149.57237),(15 149.1451),(16 149.35855),(17 149.43591),(18 149.19373),(19 149.71625),(20 146.38277),(21 149.69756),(22 149.49649),(23 149.73169),(24 149.72539),(25 149.55089),(26 149.94247),(27 149.77887),(28 149.58308),(29 150.062),(30 147.09),(31 150.12045),(32 149.79843),(33 150.11984),(34 150.29117),(35 150.14029),(36 150.43575),(37 150.5068),(38 150.36179),(39 150.66634),(40 147.67973),(41 150.81155),(42 150.50919),(43 150.7189),(44 150.72017),(45 150.73746),(46 150.95592),(47 150.72537),(48 150.30763),(49 150.86275),(50 147.90121),(51 150.8696),(52 150.61041),(53 150.97438),(54 151.15256),(55 151.02545),(56 151.14014),(57 151.28181),(58 151.1385),(59 151.45189),(60 148.66449),(61 151.50606),(62 151.11432),(63 151.2372),(64 151.25774),(65 151.36125),(66 151.58875),(67 151.60081),(68 151.1751),(69 151.6297),(70 148.82426),(71 151.71329),(72 151.40019),(73 151.66751),(74 151.68936),(75 151.35579),(76 151.6854),(77 151.74162),(78 151.47198),(79 151.85359),
(1 113.31909),(2 134.92046),(3 142.48236),(4 144.93546),(5 146.29826),(6 147.03188),(7 147.58305),(8 147.5578),(9 148.63336),(10 146.04466),(11 149.26938),(12 148.86508),(13 149.3179),(14 149.34352),(15 149.05772),(16 149.33524),(17 149.46823),(18 149.2866),(19 149.80733),(20 146.44043),(21 149.71373),(22 149.39917),(23 149.59161),(24 149.65305),(25 149.77576),(26 149.94496),(27 149.878),(28 149.67068),(29 150.32442),(30 147.33632),(31 150.32098),(32 149.87),(33 150.38235),(34 150.43585),(35 150.25311),(36 150.55447),(37 150.56483),(38 150.35338),(39 150.83032),(40 147.79364),(41 150.92503),(42 150.54095),(43 150.76367),(44 150.62433),(45 150.68948),(46 150.92337),(47 150.88033),(48 150.47762),(49 150.81683),(50 148.0417),(51 150.87225),(52 150.4639),(53 150.99869),(54 151.12563),(55 150.93407),(56 151.19733),(57 151.25568),(58 151.06543),(59 151.69324),(60 148.90457),(61 151.88078),(62 151.35942),(63 151.50346),(64 151.4463),(65 151.53506),(66 151.6537),(67 151.58035),(68 151.21976),(69 151.68677),(70 148.86197),(71 151.79593),(72 151.47513),(73 151.88342),(74 151.98563),(75 151.81743),(76 151.88283),(77 151.79283),(78 151.67523),(79 152.0614),
(1 113.305244),(2 134.86703),(3 142.44469),(4 144.82489),(5 146.16049),(6 147.10458),(7 147.55782),(8 147.53146),(9 148.70827),(10 145.98332),(11 149.18135),(12 148.79945),(13 149.138),(14 149.30008),(15 149.12006),(16 149.33313),(17 149.31004),(18 149.23143),(19 149.6287),(20 146.31721),(21 149.56348),(22 149.18443),(23 149.5195),(24 149.52269),(25 149.52095),(26 149.70273),(27 149.85036),(28 149.45923),(29 150.13394),(30 147.24245),(31 150.11949),(32 149.75299),(33 150.0775),(34 150.37042),(35 150.07639),(36 150.3839),(37 150.49951),(38 150.231),(39 150.80258),(40 147.76732),(41 150.85808),(42 150.47002),(43 150.73706),(44 150.69287),(45 150.62863),(46 150.85959),(47 150.73286),(48 150.41914),(49 150.86919),(50 148.08069),(51 150.94022),(52 150.59116),(53 150.98454),(54 151.09496),(55 150.86609),(56 151.26013),(57 151.30959),(58 151.18845),(59 151.55441),(60 148.63554),(61 151.53178),(62 151.21048),(63 151.4523),(64 151.59029),(65 151.27708),(66 151.5711),(67 151.31642),(68 151.04901),(69 151.65833),(70 148.81104),(71 151.66353),(72 151.21027),(73 151.62152),(74 151.68234),(75 151.56088),(76 151.70746),(77 151.83032),(78 151.46738),(79 151.85442),
(1 112.95209),(2 134.5423),(3 142.02722),(4 144.55258),(5 145.79285),(6 146.60085),(7 147.00044),(8 147.2107),(9 148.30653),(10 145.84505),(11 148.84818),(12 148.3512),(13 148.69606),(14 148.82568),(15 148.74786),(16 148.78621),(17 148.93254),(18 148.71684),(19 149.13322),(20 146.09361),(21 149.19736),(22 148.80162),(23 149.03601),(24 149.15248),(25 149.11781),(26 149.46004),(27 149.2767),(28 148.80399),(29 149.52289),(30 146.79453),(31 149.79068),(32 149.29442),(33 149.74059),(34 149.89291),(35 149.763),(36 149.9083),(37 149.99234),(38 149.71465),(39 150.23814),(40 147.37663),(41 150.28851),(42 150.03693),(43 150.19347),(44 150.28343),(45 150.1408),(46 150.27592),(47 150.09276),(48 149.84164),(49 150.43013),(50 147.61603),(51 150.40341),(52 149.97047),(53 150.27269),(54 150.57872),(55 150.4668),(56 150.58597),(57 150.65982),(58 150.55045),(59 151.03163),(60 148.2636),(61 151.10878),(62 150.6941),(63 150.93317),(64 151.12529),(65 151.05357),(66 151.12439),(67 151.0036),(68 150.76595),(69 151.26419),(70 148.52603),(71 151.13568),(72 150.72354),(73 150.9075),(74 151.08923),(75 150.97694),(76 151.03203),(77 151.19435),(78 150.97375),(79 151.45839),
(1 112.96223),(2 134.77757),(3 142.21434),(4 144.39027),(5 145.7958),(6 146.65343),(7 147.15324),(8 147.00032),(9 148.24928),(10 145.5615),(11 148.79593),(12 147.96138),(13 148.67137),(14 148.70792),(15 148.55762),(16 148.50934),(17 148.65273),(18 148.27272),(19 148.90793),(20 145.76842),(21 149.19984),(22 148.86545),(23 149.068),(24 148.91081),(25 149.16925),(26 149.3455),(27 149.25461),(28 148.77756),(29 149.56354),(30 146.62016),(31 149.7443),(32 149.10709),(33 149.79765),(34 149.86966),(35 149.85597),(36 149.84616),(37 150.05923),(38 149.70386),(39 150.16623),(40 147.26039),(41 150.28314),(42 149.9355),(43 150.19693),(44 150.0296),(45 150.15755),(46 150.32915),(47 150.2019),(48 149.85771),(49 150.47871),(50 147.65022),(51 150.7416),(52 149.89523),(53 150.55043),(54 150.58435),(55 150.45917),(56 150.49196),(57 150.68327),(58 150.38629),(59 151.05806),(60 148.2207),(61 151.11621),(62 150.60234),(63 150.89247),(64 150.89655),(65 150.85),(66 150.95032),(67 150.82877),(68 150.48477),(69 151.09),(70 148.15938),(71 151.1683),(72 150.45581),(73 151.09174),(74 150.95114),(75 150.94434),(76 150.96292),(77 151.12851),(78 150.70323),(79 151.28793),
(1 112.809),(2 134.35097),(3 141.89212),(4 144.3382),(5 145.74086),(6 146.33386),(7 146.8553),(8 146.65239),(9 148.05536),(10 145.4728),(11 148.50758),(12 147.67334),(13 148.32475),(14 148.39886),(15 148.2952),(16 148.20471),(17 148.56427),(18 148.21123),(19 148.71115),(20 145.636),(21 148.78386),(22 148.30464),(23 148.66963),(24 148.6742),(25 148.83289),(26 148.88573),(27 148.83698),(28 148.40327),(29 149.2961),(30 146.49644),(31 149.32118),(32 148.78407),(33 149.30338),(34 149.37215),(35 149.39822),(36 149.321),(37 149.60516),(38 149.32721),(39 149.85475),(40 147.0964),(41 149.91718),(42 149.5023),(43 149.86205),(44 149.77396),(45 149.91132),(46 149.86089),(47 149.84102),(48 149.34915),(49 149.97285),(50 147.37283),(51 150.07324),(52 149.46808),(53 149.99457),(54 150.0505),(55 150.14185),(56 150.13217),(57 150.41364),(58 149.99509),(59 150.40546),(60 147.70839),(61 150.69292),(62 150.0695),(63 150.41214),(64 150.33597),(65 150.4248),(66 150.49332),(67 150.55716),(68 150.10811),(69 150.6914),(70 148.10568),(71 150.69374),(72 150.13713),(73 150.63783),(74 150.64865),(75 150.44197),(76 150.6385),(77 150.62936),(78 150.23744),(79 150.75786),
(1 112.548355),(2 133.9758),(3 141.5161),(4 143.91756),(5 145.39975),(6 146.08453),(7 146.66008),(8 146.54236),(9 147.61986),(10 145.2371),(11 148.1502),(12 147.48784),(13 148.12193),(14 148.17087),(15 148.10042),(16 147.93958),(17 148.22386),(18 147.8734),(19 148.46574),(20 145.50095),(21 148.47238),(22 147.94673),(23 148.32379),(24 148.2243),(25 148.45702),(26 148.61513),(27 148.68048),(28 148.14061),(29 148.83463),(30 146.06291),(31 149.00977),(32 148.43959),(33 148.97722),(34 149.04205),(35 149.0531),(36 149.05937),(37 149.2294),(38 148.86734),(39 149.33846),(40 146.62057),(41 149.44699),(42 148.8552),(43 149.34154),(44 149.20518),(45 149.15169),(46 149.32898),(47 149.4981),(48 148.98277),(49 149.53943),(50 146.98163),(51 149.76173),(52 149.08823),(53 149.79134),(54 149.75052),(55 149.70953),(56 149.74152),(57 149.9548),(58 149.60455),(59 150.06323),(60 147.3443),(61 150.11928),(62 149.60266),(63 149.98615),(64 149.82353),(65 149.89061),(66 149.96646),(67 150.0497),(68 149.67319),(69 150.26797),(70 147.71788),(71 150.23082),(72 149.88309),(73 150.20306),(74 150.16432),(75 150.14346),(76 150.28786),(77 150.31317),(78 149.94061),(79 150.43872),
(1 112.38089),(2 133.94131),(3 141.39192),(4 143.42867),(5 145.0178),(6 145.53297),(7 146.1821),(8 146.08539),(9 147.27597),(10 145.01007),(11 147.81866),(12 147.05437),(13 147.81949),(14 147.80522),(15 147.75351),(16 147.60936),(17 147.72002),(18 147.62567),(19 148.09447),(20 145.30789),(21 148.12514),(22 147.7825),(23 148.05623),(24 147.91208),(25 148.16708),(26 148.35568),(27 148.34587),(28 148.0019),(29 148.62189),(30 145.98888),(31 148.80522),(32 148.2093),(33 148.801),(34 148.86195),(35 148.83513),(36 148.69518),(37 148.92712),(38 148.59502),(39 149.02983),(40 146.30722),(41 149.21983),(42 148.77939),(43 148.99184),(44 148.95569),(45 148.99857),(46 149.21373),(47 149.3386),(48 148.94572),(49 149.493),(50 146.8552),(51 149.28038),(52 148.93681),(53 149.43694),(54 149.44872),(55 149.39417),(56 149.39975),(57 149.4778),(58 149.2128),(59 149.63286),(60 147.05473),(61 149.83069),(62 149.40201),(63 149.79645),(64 149.7255),(65 149.7559),(66 149.92772),(67 150.0252),(68 149.51668),(69 150.10805),(70 147.67714),(71 150.08176),(72 149.62775),(73 150.04393),(74 149.93535),(75 149.94962),(76 149.94284),(77 150.02652),(78 149.7402),(79 150.1773),
(1 112.21246),(2 133.62567),(3 141.11798),(4 143.25679),(5 144.91533),(6 145.26672),(7 145.93813),(8 145.77373),(9 146.9625),(10 144.86972),(11 147.44096),(12 146.68735),(13 147.34299),(14 147.54811),(15 147.47821),(16 147.15216),(17 147.5175),(18 147.19698),(19 147.70953),(20 144.95331),(21 147.8069),(22 147.39534),(23 147.84549),(24 147.698),(25 147.8886),(26 147.93602),(27 147.95767),(28 147.62732),(29 148.28268),(30 145.80566),(31 148.45671),(32 147.7719),(33 148.27275),(34 148.28568),(35 148.34235),(36 148.20888),(37 148.45709),(38 148.33),(39 148.6553),(40 146.20242),(41 148.63985),(42 148.31705),(43 148.58311),(44 148.50359),(45 148.70494),(46 148.66518),(47 148.70103),(48 148.34694),(49 148.93051),(50 146.61824),(51 148.98943),(52 148.44144),(53 149.08029),(54 148.97554),(55 148.98723),(56 148.9126),(57 149.06383),(58 148.75337),(59 149.27466),(60 146.83302),(61 149.44673),(62 149.12515),(63 149.38861),(64 149.07901),(65 149.44035),(66 149.31285),(67 149.26256),(68 149.02031),(69 149.5406),(70 147.19145),(71 149.44498),(72 149.06653),(73 149.55919),(74 149.40717),(75 149.48915),(76 149.34532),(77 149.73997),(78 149.24434),(79 149.65987),
(1 112.364944),(2 133.82066),(3 141.36073),(4 143.42203),(5 144.96138),(6 145.47179),(7 146.12172),(8 145.94688),(9 146.977),(10 144.7004),(11 147.50694),(12 147.05775),(13 147.64595),(14 147.52106),(15 147.71692),(16 147.50746),(17 147.80443),(18 147.45592),(19 147.83278),(20 145.115),(21 147.91077),(22 147.62248),(23 147.89767),(24 147.73488),(25 148.1721),(26 148.13188),(27 148.12903),(28 147.8077),(29 148.4402),(30 145.9506),(31 148.44714),(32 148.09227),(33 148.65955),(34 148.54507),(35 148.5762),(36 148.4368),(37 148.66307),(38 148.54114),(39 148.87195),(40 146.2615),(41 148.93237),(42 148.38945),(43 148.7939),(44 148.69473),(45 148.78705),(46 148.83644),(47 148.96164),(48 148.58182),(49 149.037),(50 146.66972),(51 149.08827),(52 148.61943),(53 149.21877),(54 149.22287),(55 149.42091),(56 149.09834),(57 149.41376),(58 148.87704),(59 149.29988),(60 146.96368),(61 149.53957),(62 149.25331),(63 149.45647),(64 149.35152),(65 149.61377),(66 149.54526),(67 149.6351),(68 149.2628),(69 149.77107),(70 147.39764),(71 149.68085),(72 149.23497),(73 149.70038),(74 149.60555),(75 149.71385),(76 149.49698),(77 149.70473),(78 149.29628),(79 149.84622),
(1 111.911224),(2 133.37602),(3 140.8921),(4 142.94138),(5 144.4941),(6 144.86682),(7 145.48228),(8 145.38986),(9 146.46269),(10 144.3073),(11 146.96185),(12 146.46292),(13 147.0034),(14 146.99355),(15 147.10127),(16 146.94124),(17 147.22874),(18 146.85959),(19 147.20563),(20 144.71204),(21 147.35709),(22 147.05408),(23 147.41135),(24 147.2049),(25 147.58847),(26 147.40144),(27 147.46889),(28 147.16423),(29 147.81325),(30 145.50134),(31 147.79274),(32 147.38686),(33 147.99414),(34 147.84935),(35 148.1157),(36 148.01352),(37 148.2399),(38 147.75323),(39 148.12285),(40 145.83446),(41 148.25478),(42 147.96384),(43 148.32678),(44 148.12703),(45 148.40039),(46 148.2124),(47 148.51266),(48 148.00337),(49 148.55164),(50 146.23767),(51 148.44057),(52 148.16394),(53 148.66838),(54 148.55165),(55 148.67805),(56 148.49562),(57 148.83665),(58 148.48013),(59 148.8955),(60 146.62738),(61 148.7724),(62 148.56648),(63 148.98935),(64 148.7671),(65 149.09889),(66 148.72583),(67 148.893),(68 148.51953),(69 148.98694),(70 146.90721),(71 149.03586),(72 148.6426),(73 149.08212),(74 149.05608),(75 149.28305),(76 149.10129),(77 149.18265),(78 148.66269),(79 149.08641),
(1 111.77426),(2 133.2982),(3 140.45934),(4 142.48804),(5 144.1792),(6 144.39023),(7 145.09763),(8 145.11377),(9 146.18924),(10 144.09517),(11 146.54404),(12 146.01483),(13 146.66254),(14 146.63918),(15 146.90172),(16 146.64503),(17 146.96307),(18 146.5305),(19 146.8623),(20 144.3951),(21 147.1828),(22 146.72397),(23 147.0194),(24 146.76538),(25 147.14394),(26 147.0873),(27 147.35365),(28 146.85811),(29 147.44637),(30 145.12534),(31 147.63402),(32 147.12665),(33 147.56424),(34 147.41396),(35 147.73337),(36 147.4154),(37 147.60942),(38 147.49138),(39 147.91328),(40 145.65512),(41 148.14076),(42 147.66843),(43 148.03087),(44 147.72232),(45 148.20361),(46 148.05531),(47 148.0809),(48 147.77013),(49 148.2358),(50 146.11739),(51 148.24806),(52 147.75502),(53 148.42186),(54 148.2011),(55 148.22208),(56 148.05998),(57 148.38693),(58 148.05147),(59 148.50604),(60 146.1554),(61 148.53905),(62 148.23157),(63 148.44661),(64 148.3599),(65 148.59674),(66 148.42328),(67 148.64471),(68 148.16447),(69 148.7903),(70 146.57631),(71 148.60243),(72 148.2167),(73 148.68103),(74 148.65375),(75 148.94258),(76 148.669),(77 148.9322),(78 148.41751),(79 148.90839),
