1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46923.785),(2 120002.445),(3 228615.2),(4 354052.16),(5 492098.84),(6 659831.8),(7 818681.94),(8 1001360.3),(9 1343350.3),(10 1548902.1),(11 1755852.4),(12 2031369.1),(13 2245230.3),(14 2474821.8),(15 2702882.5),(16 2977923.3),(17 3230476),(18 3514612),(19 3744251.3),(20 3990944.3),(21 4254235.5),(22 4477639.5),(23 4709871.5),(24 4958456),(25 5162673.5),(26 5389143.5),(27 5589849.5),(28 5760838),(29 5934964.5),(30 6046950),(31 6120592.5),(32 6232088),(33 6375606.5),(34 6533177.5),(35 6706216.5),(36 6914054),(37 7091493.5),(38 7271792),(39 7486092),(40 7790464.5),(41 8051112),(42 8288782),(43 8525697),(44 8772478),(45 9024197),(46 9298242),(47 9593951),(48 9902485),(49 10237347),(50 10547779),(51 10883897),(52 11461325),(53 11942875),(54 12353089),(55 12773040),(56 13168301),(57 13583393),(58 14004464),(59 14372293),(60 14728892),(61 15086607),(62 15417725),(63 15807325),(64 16173421),(65 16514509),(66 16863008),(67 17179974),(68 17482284),(69 17729214),(70 17955000),(71 18278166),(72 18574986),(73 18927790),(74 19591182),(75 20078000),(76 20549852),(77 21083558),(78 21723890),(79 22231030),
(1 61.11943),(2 69.79972),(3 75.625885),(4 78.146355),(5 80.15894),(6 82.84251),(7 82.45933),(8 83.45123),(9 85.63072),(10 85.507484),(11 86.09256),(12 87.82784),(13 87.62663),(14 87.86934),(15 87.83851),(16 87.0075),(17 86.12645),(18 87.21924),(19 86.10736),(20 85.38492),(21 85.26305),(22 84.28616),(23 83.119225),(24 84.32794),(25 85.4685),(26 86.847595),(27 88.162994),(28 86.79998),(29 87.39352),(30 87.32608),(31 86.3736),(32 86.380455),(33 85.33652),(34 85.1521),(35 84.97486),(36 85.754265),(37 86.894714),(38 87.52551),(39 86.86829),(40 87.414474),(41 88.797104),(42 89.04751),(43 88.665375),(44 89.28614),(45 89.16916),(46 88.453964),(47 88.729744),(48 88.36109),(49 87.03383),(50 87.61455),(51 86.69052),(52 86.086914),(53 84.258446),(54 84.50393),(55 85.4812),(56 84.32929),(57 84.61647),(58 84.98901),(59 85.02622),(60 86.04546),(61 86.28201),(62 86.40463),(63 86.01149),(64 86.657265),(65 87.135445),(66 87.92058),(67 87.75409),(68 88.29226),(69 88.59309),(70 89.39331),(71 88.8898),(72 89.41776),(73 88.540184),(74 89.02006),(75 89.02897),(76 87.53591),(77 88.31439),(78 88.42857),(79 88.47167),
(1 61.409546),(2 69.4412),(3 74.81092),(4 76.52144),(5 78.682785),(6 81.14239),(7 81.49552),(8 82.09604),(9 85.37002),(10 85.75695),(11 86.40648),(12 87.15637),(13 87.27063),(14 88.3366),(15 88.846535),(16 87.777016),(17 87.72411),(18 87.25526),(19 85.93005),(20 86.09082),(21 85.93592),(22 85.10031),(23 84.62949),(24 85.23105),(25 85.42219),(26 86.711815),(27 87.70766),(28 87.17341),(29 87.13994),(30 87.02),(31 87.01999),(32 86.922226),(33 85.989174),(34 85.326744),(35 85.713936),(36 85.80113),(37 85.65766),(38 86.97809),(39 86.7414),(40 86.615814),(41 86.97402),(42 88.45375),(43 88.40657),(44 89.102),(45 88.1768),(46 87.83879),(47 87.4622),(48 86.34592),(49 86.03847),(50 84.74579),(51 83.76916),(52 84.077156),(53 83.52085),(54 83.01093),(55 83.66973),(56 82.91754),(57 83.64621),(58 83.56182),(59 84.63836),(60 85.41288),(61 85.295074),(62 84.63277),(63 85.82246),(64 85.815575),(65 85.414406),(66 86.61753),(67 87.34335),(68 86.45238),(69 87.82051),(70 88.429855),(71 88.38993),(72 88.69337),(73 88.81957),(74 88.4164),(75 88.717606),(76 88.13037),(77 89.26441),(78 89.64255),(79 89.15277),
(1 60.084564),(2 67.470116),(3 72.6032),(4 74.0679),(5 76.22496),(6 78.93726),(7 79.47576),(8 79.64859),(9 82.20829),(10 82.9597),(11 82.84751),(12 84.586464),(13 84.80937),(14 85.09783),(15 84.78537),(16 85.86293),(17 85.22946),(18 85.46818),(19 83.91902),(20 83.77936),(21 83.41913),(22 82.256294),(23 81.70848),(24 82.54596),(25 82.25819),(26 83.85349),(27 84.37309),(28 84.54556),(29 84.01596),(30 83.88267),(31 84.33102),(32 84.29828),(33 83.92665),(34 82.50099),(35 82.88214),(36 83.06647),(37 82.96613),(38 83.5957),(39 83.157234),(40 82.856865),(41 83.31111),(42 83.42963),(43 82.53366),(44 83.57281),(45 83.433556),(46 84.570274),(47 84.34117),(48 82.8259),(49 83.64139),(50 81.722755),(51 81.428375),(52 82.21131),(53 81.910645),(54 81.86402),(55 81.808784),(56 81.28382),(57 82.832924),(58 82.94264),(59 82.74296),(60 84.56132),(61 84.6106),(62 84.37974),(63 84.50268),(64 84.19206),(65 84.2872),(66 84.96876),(67 85.23168),(68 84.66099),(69 86.0477),(70 85.65826),(71 85.61342),(72 86.48899),(73 85.341484),(74 85.331474),(75 85.97409),(76 85.1625),(77 85.58609),(78 86.22138),(79 84.621),
(1 60.720623),(2 68.404045),(3 74.48853),(4 76.50478),(5 78.47431),(6 80.652916),(7 81.043274),(8 81.001854),(9 83.10618),(10 84.470345),(11 85.62285),(12 87.06635),(13 86.71063),(14 87.03434),(15 86.5364),(16 85.51567),(17 85.73495),(18 85.43487),(19 84.7646),(20 84.2829),(21 84.28519),(22 84.231575),(23 82.22578),(24 82.01373),(25 83.35641),(26 84.09927),(27 85.338036),(28 85.25685),(29 85.483116),(30 85.37105),(31 85.25215),(32 84.501884),(33 83.8723),(34 83.0288),(35 84.11883),(36 84.25702),(37 83.83677),(38 84.840126),(39 84.98559),(40 85.02088),(41 84.97321),(42 85.17987),(43 84.36797),(44 85.58094),(45 85.40683),(46 85.69462),(47 86.5093),(48 84.89927),(49 85.0934),(50 84.57334),(51 84.039696),(52 84.1511),(53 83.43692),(54 83.560646),(55 83.37264),(56 83.59596),(57 84.508446),(58 84.9862),(59 84.800156),(60 85.09636),(61 85.63576),(62 85.31854),(63 86.082),(64 85.26323),(65 85.55285),(66 86.61925),(67 86.68441),(68 86.500626),(69 87.46999),(70 87.48559),(71 87.47691),(72 87.56413),(73 88.10292),(74 87.23618),(75 88.052025),(76 87.34303),(77 87.31603),(78 87.73471),(79 86.60162),
(1 59.049664),(2 66.78352),(3 71.401215),(4 73.45375),(5 75.83325),(6 77.62628),(7 78.22665),(8 78.90705),(9 80.89678),(10 82.50139),(11 82.940025),(12 83.623665),(13 83.80019),(14 84.71677),(15 84.036964),(16 84.05529),(17 83.93812),(18 84.26768),(19 82.80628),(20 81.8164),(21 82.07966),(22 82.01821),(23 80.87837),(24 81.20998),(25 81.916016),(26 83.38782),(27 84.21275),(28 84.169785),(29 84.56963),(30 84.45296),(31 84.069824),(32 83.90547),(33 83.3531),(34 82.804726),(35 83.53777),(36 82.971436),(37 83.30516),(38 83.570206),(39 82.73437),(40 83.71822),(41 83.93668),(42 84.553345),(43 84.11077),(44 84.57941),(45 85.28864),(46 83.872444),(47 84.64083),(48 83.33169),(49 82.79987),(50 82.77656),(51 81.67074),(52 81.831955),(53 80.84977),(54 81.14521),(55 81.56511),(56 81.64362),(57 81.89212),(58 82.42862),(59 82.005554),(60 82.47319),(61 82.725464),(62 82.87991),(63 83.76546),(64 83.54056),(65 84.371315),(66 84.16603),(67 84.76044),(68 84.757866),(69 85.59569),(70 86.30118),(71 85.970474),(72 85.385315),(73 86.50274),(74 86.87269),(75 87.967834),(76 87.06927),(77 86.52982),(78 87.5077),(79 86.82873),
(1 59.09868),(2 66.54487),(3 71.885414),(4 73.58518),(5 76.18409),(6 78.70986),(7 78.92064),(8 80.5659),(9 83.01677),(10 83.08513),(11 82.832924),(12 84.63089),(13 84.19504),(14 84.43867),(15 84.33887),(16 83.659386),(17 83.83414),(18 83.586914),(19 82.523445),(20 82.20959),(21 82.18301),(22 81.39194),(23 81.88647),(24 81.81095),(25 82.33138),(26 84.06172),(27 84.852455),(28 84.28409),(29 84.62741),(30 84.63042),(31 84.77419),(32 84.013535),(33 84.24298),(34 83.535416),(35 84.17092),(36 83.953896),(37 84.39348),(38 84.87433),(39 85.14789),(40 85.54676),(41 85.728134),(42 85.34017),(43 84.84888),(44 85.85002),(45 86.41304),(46 84.72215),(47 84.86236),(48 83.543594),(49 82.74976),(50 82.94173),(51 81.84637),(52 82.70581),(53 81.76506),(54 81.98149),(55 81.80711),(56 81.47365),(57 82.37539),(58 82.92247),(59 82.622696),(60 83.234856),(61 83.2702),(62 83.656136),(63 84.32411),(64 84.43745),(65 84.620056),(66 84.54826),(67 84.417206),(68 85.03116),(69 86.6333),(70 87.14352),(71 86.45052),(72 87.456055),(73 87.270134),(74 87.296005),(75 87.76101),(76 87.35127),(77 86.51316),(78 87.830666),(79 87.77077),
(1 59.785603),(2 67.08432),(3 72.94827),(4 74.67658),(5 76.99212),(6 79.88463),(7 80.22851),(8 81.31034),(9 83.68805),(10 83.54586),(11 82.92301),(12 84.91027),(13 84.08314),(14 84.78392),(15 84.70817),(16 84.12354),(17 84.43744),(18 84.30707),(19 83.090706),(20 83.55365),(21 83.08965),(22 82.48371),(23 82.003174),(24 82.60336),(25 83.21591),(26 84.872505),(27 84.99505),(28 85.599945),(29 85.338524),(30 86.4913),(31 85.21023),(32 84.47475),(33 84.04469),(34 83.31844),(35 82.382),(36 83.978645),(37 84.02615),(38 84.27576),(39 84.01465),(40 84.24432),(41 84.3826),(42 84.47863),(43 84.45485),(44 85.68973),(45 85.947),(46 84.628876),(47 85.045746),(48 84.477234),(49 83.86419),(50 84.06361),(51 83.154976),(52 83.26474),(53 82.22094),(54 82.42902),(55 83.123276),(56 82.172134),(57 83.194214),(58 84.16603),(59 83.7716),(60 84.837875),(61 85.90435),(62 85.66981),(63 84.882675),(64 84.573166),(65 84.96336),(66 84.50981),(67 84.80253),(68 84.68359),(69 84.91111),(70 85.93169),(71 86.44343),(72 85.71101),(73 85.89415),(74 86.176575),(75 86.78016),(76 86.49445),(77 85.70186),(78 86.233986),(79 86.00025),
(1 56.945965),(2 64.03954),(3 68.786125),(4 70.49797),(5 72.51057),(6 74.639366),(7 75.816246),(8 75.884735),(9 79.0143),(10 78.85478),(11 80.07694),(12 81.709984),(13 81.04388),(14 81.15077),(15 81.192894),(16 81.13794),(17 80.76881),(18 81.43908),(19 79.96285),(20 79.845955),(21 79.64838),(22 79.33984),(23 78.77944),(24 78.75012),(25 78.21273),(26 79.381516),(27 80.07647),(28 80.57246),(29 79.90327),(30 80.76439),(31 80.0287),(32 79.37506),(33 80.08121),(34 78.681),(35 79.024734),(36 79.40603),(37 79.998695),(38 80.80377),(39 79.73731),(40 79.63914),(41 81.180466),(42 81.32709),(43 80.982735),(44 81.55527),(45 81.44553),(46 80.84184),(47 81.058044),(48 80.27987),(49 79.64601),(50 79.61595),(51 79.25376),(52 79.71729),(53 79.32896),(54 79.400604),(55 78.79219),(56 77.428),(57 78.07956),(58 78.346664),(59 78.210976),(60 79.413),(61 79.05279),(62 79.167854),(63 78.66459),(64 79.51769),(65 79.5348),(66 80.0633),(67 80.0463),(68 79.76902),(69 81.19841),(70 81.442024),(71 80.88551),(72 80.69652),(73 80.719124),(74 81.348465),(75 81.53512),(76 81.31249),(77 81.753075),(78 82.432816),(79 81.948),
(1 57.527367),(2 65.82357),(3 70.912674),(4 73.53979),(5 75.821106),(6 77.84152),(7 78.13136),(8 78.42981),(9 80.38592),(10 79.990036),(11 80.16262),(12 82.13783),(13 81.721886),(14 82.187775),(15 82.7137),(16 80.84433),(17 80.87285),(18 80.6145),(19 80.00598),(20 79.79341),(21 79.082306),(22 78.17149),(23 78.93551),(24 78.47285),(25 79.09506),(26 79.35457),(27 80.73245),(28 80.490234),(29 80.906044),(30 81.7109),(31 81.43297),(32 81.06408),(33 80.79579),(34 79.570404),(35 79.48676),(36 80.480835),(37 80.67916),(38 80.99346),(39 81.831345),(40 81.700645),(41 83.41058),(42 83.34826),(43 82.794426),(44 83.53835),(45 83.239426),(46 82.67877),(47 83.80844),(48 82.77044),(49 81.09551),(50 80.83624),(51 81.12799),(52 80.88888),(53 80.153595),(54 80.48971),(55 80.39222),(56 79.911095),(57 80.517296),(58 80.545746),(59 80.97997),(60 82.10426),(61 81.028244),(62 81.36184),(63 80.41062),(64 82.106705),(65 81.40735),(66 82.33607),(67 81.85921),(68 82.5839),(69 83.070656),(70 83.86582),(71 82.901024),(72 83.58424),(73 83.854675),(74 83.850365),(75 85.113556),(76 84.298195),(77 84.41237),(78 85.693634),(79 84.87266),
(1 56.92242),(2 64.88089),(3 69.71483),(4 71.70695),(5 73.3327),(6 76.02527),(7 76.63078),(8 76.168045),(9 78.81363),(10 78.98939),(11 79.25553),(12 80.003456),(13 80.24786),(14 81.08398),(15 81.14541),(16 80.38594),(17 80.52592),(18 79.93718),(19 78.73553),(20 78.163216),(21 78.236145),(22 77.517944),(23 77.52582),(24 78.17289),(25 78.26492),(26 78.41676),(27 79.72787),(28 79.705864),(29 79.823746),(30 80.697945),(31 80.15329),(32 79.35945),(33 80.18993),(34 79.38673),(35 79.583916),(36 80.26653),(37 80.23361),(38 80.63118),(39 80.53578),(40 80.65658),(41 81.532974),(42 82.24085),(43 81.26689),(44 81.55109),(45 81.55615),(46 81.404175),(47 81.299225),(48 80.3116),(49 80.395294),(50 80.399414),(51 80.50946),(52 80.880516),(53 79.84625),(54 80.02573),(55 80.14244),(56 79.71481),(57 79.61766),(58 80.20485),(59 80.28918),(60 80.62713),(61 81.23269),(62 81.48652),(63 81.60042),(64 80.996254),(65 81.18157),(66 80.96227),(67 80.91911),(68 80.63962),(69 81.2963),(70 82.1738),(71 81.59826),(72 81.93091),(73 81.59433),(74 81.86767),(75 82.127716),(76 81.273315),(77 81.19413),(78 82.51441),(79 82.01718),
(1 56.30985),(2 64.243416),(3 69.41281),(4 70.96259),(5 73.418625),(6 75.933235),(7 76.68919),(8 77.68154),(9 79.028275),(10 79.19184),(11 79.66003),(12 81.181564),(13 81.580696),(14 82.18782),(15 82.72062),(16 81.22705),(17 81.113075),(18 81.48951),(19 79.93292),(20 80.38777),(21 79.68658),(22 78.77399),(23 78.80281),(24 79.78258),(25 79.86258),(26 79.858025),(27 80.80936),(28 81.115425),(29 80.97619),(30 81.31594),(31 81.93166),(32 81.46123),(33 80.78749),(34 80.162415),(35 79.354454),(36 80.014595),(37 80.292305),(38 81.512596),(39 81.43198),(40 81.56699),(41 82.546936),(42 82.80772),(43 82.68235),(44 82.44982),(45 82.18298),(46 81.88627),(47 80.96011),(48 80.72573),(49 80.38168),(50 80.089516),(51 79.9658),(52 80.77078),(53 78.90665),(54 78.755295),(55 78.93974),(56 78.95504),(57 78.83245),(58 79.33148),(59 79.26501),(60 80.17813),(61 80.29496),(62 80.29333),(63 80.75139),(64 80.52055),(65 80.92248),(66 80.61373),(67 81.74285),(68 81.14077),(69 82.165565),(70 82.510994),(71 83.080795),(72 83.25279),(73 83.39936),(74 83.536354),(75 83.552956),(76 83.06195),(77 83.38896),(78 84.03264),(79 83.750984),
(1 56.008057),(2 64.412476),(3 68.83133),(4 70.88354),(5 73.23311),(6 75.58092),(7 75.16931),(8 76.286934),(9 77.10215),(10 77.97277),(11 78.779755),(12 79.7602),(13 79.32231),(14 79.42357),(15 80.21209),(16 79.23324),(17 79.13874),(18 80.00524),(19 78.513115),(20 78.41998),(21 78.583176),(22 77.8534),(23 77.16436),(24 77.17406),(25 77.653366),(26 78.254684),(27 79.20842),(28 78.81755),(29 78.1381),(30 79.04629),(31 79.37381),(32 79.05963),(33 78.880226),(34 78.00992),(35 77.91347),(36 78.48369),(37 78.63279),(38 79.13788),(39 79.18469),(40 79.36597),(41 80.32163),(42 79.770584),(43 79.82633),(44 80.18731),(45 80.17953),(46 79.99208),(47 79.89718),(48 79.32322),(49 79.550934),(50 79.78213),(51 79.45256),(52 79.73172),(53 78.58745),(54 78.8654),(55 79.1531),(56 78.466515),(57 77.85097),(58 78.573906),(59 78.904915),(60 79.229904),(61 79.188324),(62 79.16502),(63 79.62976),(64 80.20979),(65 81.14921),(66 80.70323),(67 81.1572),(68 80.79174),(69 82.7436),(70 82.06035),(71 82.65465),(72 82.36442),(73 82.347404),(74 82.28505),(75 82.02175),(76 81.84342),(77 81.081764),(78 82.055984),(79 81.52326),
(1 55.938282),(2 62.903805),(3 68.71753),(4 70.63436),(5 72.57577),(6 74.80627),(7 74.94013),(8 75.673256),(9 76.49422),(10 76.55502),(11 78.47386),(12 79.48011),(13 80.3791),(14 79.86707),(15 80.54528),(16 78.90042),(17 79.237076),(18 79.524826),(19 78.690765),(20 78.399315),(21 78.58009),(22 77.893906),(23 77.58043),(24 77.88695),(25 78.31942),(26 78.5245),(27 80.36458),(28 79.037285),(29 78.73615),(30 79.74529),(31 79.37173),(32 79.22122),(33 78.80745),(34 78.17044),(35 78.03325),(36 78.29551),(37 78.986244),(38 79.49679),(39 78.97175),(40 80.04548),(41 80.32472),(42 80.723366),(43 80.32229),(44 81.51636),(45 80.99561),(46 80.41059),(47 80.97782),(48 79.96168),(49 79.75151),(50 80.00663),(51 79.05865),(52 78.609924),(53 77.97018),(54 78.18623),(55 78.17572),(56 78.10841),(57 78.604164),(58 78.71967),(59 79.15688),(60 79.76079),(61 80.235214),(62 79.95526),(63 80.5136),(64 80.51589),(65 80.063736),(66 80.00752),(67 79.90235),(68 79.196),(69 80.26641),(70 80.55314),(71 80.35412),(72 81.32336),(73 81.17218),(74 81.205055),(75 81.69405),(76 80.943535),(77 81.242035),(78 81.54596),(79 81.25632),
(1 55.238297),(2 62.298813),(3 68.414505),(4 70.028366),(5 72.61474),(6 74.70611),(7 74.771385),(8 75.11594),(9 77.2022),(10 77.51286),(11 77.55887),(12 79.42072),(13 79.335785),(14 79.26586),(15 80.327286),(16 79.7209),(17 79.894966),(18 79.6005),(19 78.18603),(20 78.40143),(21 77.29344),(22 76.542046),(23 76.02122),(24 76.63768),(25 76.83486),(26 77.519684),(27 78.69132),(28 77.91896),(29 78.84404),(30 79.87679),(31 79.316216),(32 78.82715),(33 78.523705),(34 77.34896),(35 78.41479),(36 78.292854),(37 78.79692),(38 78.730125),(39 79.1068),(40 79.75517),(41 79.94958),(42 80.782936),(43 80.67387),(44 80.451706),(45 79.85756),(46 80.007065),(47 80.58103),(48 79.63863),(49 79.01761),(50 79.371864),(51 78.60904),(52 78.85944),(53 77.84652),(54 78.73127),(55 78.14932),(56 78.67142),(57 79.334206),(58 79.01874),(59 79.251884),(60 80.596504),(61 79.80456),(62 80.135735),(63 79.90013),(64 79.7288),(65 79.51963),(66 80.201775),(67 80.11517),(68 80.28044),(69 80.38659),(70 80.49119),(71 81.40476),(72 80.580864),(73 80.670525),(74 81.529915),(75 82.32031),(76 81.01247),(77 80.536026),(78 81.14155),(79 80.44696),
(1 55.443756),(2 61.918),(3 67.319664),(4 69.51856),(5 71.532875),(6 74.14387),(7 74.39044),(8 75.03496),(9 76.24163),(10 75.876114),(11 76.38039),(12 77.97406),(13 77.812706),(14 78.28956),(15 78.57251),(16 77.80195),(17 77.75135),(18 78.28162),(19 76.877205),(20 76.50526),(21 77.019165),(22 76.399765),(23 75.88684),(24 76.383736),(25 76.21768),(26 76.622765),(27 77.624146),(28 77.74565),(29 78.079834),(30 78.63245),(31 78.00938),(32 78.42349),(33 78.394775),(34 77.48101),(35 78.16983),(36 77.91967),(37 77.757996),(38 78.6357),(39 78.95918),(40 79.97028),(41 80.00835),(42 79.622795),(43 79.478546),(44 80.46129),(45 79.87649),(46 79.512596),(47 79.33645),(48 78.50043),(49 78.36583),(50 78.35059),(51 77.4789),(52 77.3087),(53 76.97745),(54 77.049255),(55 76.70293),(56 76.440674),(57 76.87329),(58 76.79475),(59 77.49589),(60 78.504196),(61 78.81313),(62 77.97971),(63 78.49678),(64 78.45576),(65 78.086395),(66 78.92376),(67 79.17888),(68 79.40033),(69 80.2715),(70 80.677734),(71 81.27215),(72 81.424255),(73 80.978874),(74 80.8399),(75 81.130714),(76 80.60713),(77 80.15228),(78 81.37483),(79 81.20972),
(1 53.841263),(2 61.522373),(3 67.71053),(4 69.44035),(5 71.44886),(6 73.49991),(7 73.83197),(8 74.35375),(9 76.83458),(10 76.66142),(11 77.58188),(12 78.32813),(13 78.47044),(14 79.40287),(15 79.28068),(16 78.90329),(17 78.861465),(18 79.66922),(19 78.50215),(20 77.528),(21 77.90905),(22 77.79717),(23 76.80576),(24 77.00598),(25 77.09022),(26 77.074135),(27 78.08545),(28 78.06565),(29 78.04684),(30 78.65137),(31 77.954445),(32 77.457),(33 77.326706),(34 77.11818),(35 76.92612),(36 76.42568),(37 76.51712),(38 77.7781),(39 77.27972),(40 78.035545),(41 79.23947),(42 79.55508),(43 79.33527),(44 79.01192),(45 79.66439),(46 78.71422),(47 79.00968),(48 77.418945),(49 77.58422),(50 77.260635),(51 76.84949),(52 77.58642),(53 77.35517),(54 77.612915),(55 77.7571),(56 78.403564),(57 78.009224),(58 78.05087),(59 78.1159),(60 78.57184),(61 79.41336),(62 79.00242),(63 80.05808),(64 79.05079),(65 78.91656),(66 79.97369),(67 79.21328),(68 79.28472),(69 79.65113),(70 79.69666),(71 80.240486),(72 81.01403),(73 81.0634),(74 81.04403),(75 80.85445),(76 80.14379),(77 79.833244),(78 80.73786),(79 80.11968),
(1 54.350903),(2 62.14368),(3 67.00265),(4 68.54358),(5 70.50884),(6 72.76883),(7 73.622536),(8 73.5926),(9 75.60215),(10 75.606674),(11 75.886765),(12 76.846115),(13 76.63344),(14 77.32728),(15 76.77855),(16 76.65276),(17 76.46633),(18 76.53674),(19 75.94953),(20 76.1894),(21 75.47352),(22 74.95764),(23 74.73737),(24 75.19681),(25 75.47465),(26 75.3134),(27 76.05819),(28 75.72186),(29 76.29157),(30 76.48226),(31 76.63365),(32 76.18404),(33 75.78887),(34 75.468925),(35 75.87826),(36 76.54241),(37 75.50586),(38 76.3929),(39 76.91342),(40 77.48099),(41 78.05223),(42 78.1975),(43 77.56932),(44 77.83696),(45 78.12198),(46 77.41135),(47 77.57221),(48 76.904816),(49 76.64487),(50 76.56055),(51 75.79084),(52 77.18156),(53 75.56248),(54 76.10364),(55 76.896034),(56 76.22896),(57 76.514946),(58 77.240074),(59 77.08611),(60 77.352974),(61 77.243095),(62 77.46481),(63 77.199135),(64 76.76662),(65 77.18822),(66 77.55695),(67 77.35529),(68 77.5683),(69 78.001076),(70 79.07417),(71 78.99492),(72 79.21942),(73 79.46922),(74 79.900826),(75 79.7269),(76 78.76264),(77 79.275276),(78 80.46323),(79 79.46855),
(1 53.492386),(2 60.753654),(3 65.271034),(4 67.29878),(5 69.511566),(6 72.41278),(7 72.961945),(8 73.65954),(9 75.32115),(10 75.26444),(11 76.26854),(12 77.170105),(13 77.2116),(14 78.183044),(15 77.71192),(16 77.2715),(17 76.76733),(18 77.1414),(19 76.74086),(20 75.51269),(21 74.96985),(22 73.910576),(23 74.39677),(24 74.01617),(25 74.604195),(26 74.53793),(27 75.88931),(28 75.39209),(29 76.35027),(30 76.55086),(31 75.252014),(32 75.451996),(33 75.68821),(34 75.677025),(35 75.952034),(36 75.921135),(37 75.57923),(38 75.945984),(39 76.21758),(40 76.64753),(41 76.87037),(42 78.005165),(43 77.31986),(44 78.181885),(45 77.876274),(46 76.65956),(47 75.89386),(48 75.915375),(49 75.306015),(50 75.47481),(51 74.33191),(52 75.378235),(53 74.49985),(54 74.55759),(55 75.509346),(56 75.39331),(57 75.612816),(58 76.20806),(59 76.34012),(60 77.164955),(61 77.69775),(62 77.229546),(63 77.87824),(64 76.98498),(65 77.62465),(66 79.00006),(67 78.2812),(68 78.54668),(69 79.16486),(70 79.64488),(71 79.21018),(72 79.527336),(73 79.4401),(74 79.9739),(75 79.69194),(76 78.7981),(77 78.180595),(78 79.59182),(79 78.5286),
