1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 114255.46),(2 221001.23),(3 331838.2),(4 387908.34),(5 523272.6),(6 701961.5),(7 876763.5),(8 841722.8),(9 882427.7),(10 951233.06),(11 984074.3),(12 922474.8),(13 918091.7),(14 976569.2),(15 981302.2),(16 991517.3),(17 986909.25),(18 1076241),(19 1128285.1),(20 1180304.9),(21 1202184),(22 1255953.9),(23 1318091),(24 1382296.9),(25 1399808),(26 1436873),(27 1508901),(28 1565401.6),(29 1637799.6),(30 1657420.5),(31 1714800.6),(32 1811369.4),(33 1970134.6),(34 1958990),(35 1980926),(36 1991465.4),(37 2073880.6),(38 1992827),(39 1925245.4),(40 1853256.1),(41 1812138.6),(42 1766508.9),(43 1706106.4),(44 1651991.4),(45 1606194.5),(46 1535402.1),(47 1485478.1),(48 1456857),(49 1519614.6),(50 1504579),(51 1443202.4),(52 1457630.4),(53 1504423.4),(54 1547216.6),(55 1550621.6),(56 1535003.6),(57 1631723.6),(58 1630272),(59 1638542.4),(60 1577478.6),(61 1582361),(62 1630271),(63 1630434.9),(64 1579126),(65 1538209),(66 1599158),(67 1680504.6),(68 1634296.4),(69 1661047),(70 1689385.1),(71 1754982.4),(72 1787021.6),(73 1849323),(74 1928653),(75 2020078.4),(76 2036019.6),(77 2087212.5),(78 2116014.8),(79 2176664.3),
(1 291.259),(2 371.4248),(3 410.2081),(4 428.36856),(5 443.25784),(6 443.39014),(7 449.66812),(8 453.59683),(9 461.55627),(10 460.1335),(11 470.10098),(12 465.4892),(13 470.306),(14 471.6126),(15 474.54764),(16 471.70883),(17 478.13925),(18 476.40778),(19 479.41693),(20 474.17722),(21 477.66797),(22 473.04312),(23 475.58618),(24 468.74594),(25 469.7496),(26 458.37958),(27 461.56494),(28 459.02682),(29 466.73325),(30 464.8911),(31 468.9192),(32 463.2282),(33 465.3673),(34 462.57352),(35 464.78992),(36 459.21054),(37 464.0889),(38 458.84528),(39 467.40405),(40 457.18005),(41 462.75256),(42 464.36865),(43 468.88358),(44 466.53275),(45 476.6238),(46 467.26132),(47 471.04565),(48 466.82907),(49 472.66544),(50 464.73953),(51 477.27368),(52 476.46857),(53 483.6195),(54 477.36655),(55 484.59595),(56 480.3323),(57 482.55014),(58 474.3642),(59 480.96378),(60 479.31982),(61 483.10464),(62 479.85803),(63 488.76846),(64 484.46677),(65 481.60852),(66 477.56516),(67 484.6266),(68 481.8656),(69 485.91934),(70 484.66232),(71 485.3544),(72 481.80093),(73 485.26172),(74 480.9539),(75 484.23788),(76 478.74902),(77 476.36032),(78 472.4768),(79 478.93646),
(1 284.36444),(2 362.01477),(3 409.45184),(4 419.30203),(5 434.1817),(6 441.6495),(7 450.26187),(8 447.8523),(9 454.96002),(10 459.92746),(11 464.67758),(12 459.30756),(13 460.7402),(14 457.4895),(15 465.47205),(16 456.10324),(17 458.24802),(18 451.81512),(19 459.69662),(20 459.13644),(21 460.26526),(22 454.52393),(23 457.84384),(24 455.74313),(25 453.09622),(26 445.1791),(27 450.56793),(28 442.75037),(29 447.57214),(30 447.39612),(31 453.60242),(32 446.79007),(33 448.926),(34 449.61307),(35 453.1831),(36 443.00082),(37 447.25876),(38 442.54816),(39 455.2222),(40 452.87115),(41 453.5798),(42 451.27588),(43 454.36282),(44 447.01852),(45 453.4299),(46 451.6952),(47 457.38788),(48 448.38968),(49 456.0852),(50 447.41693),(51 453.4522),(52 458.97),(53 466.14325),(54 459.28085),(55 467.34537),(56 463.57138),(57 471.6575),(58 470.63812),(59 472.84528),(60 469.80795),(61 474.87552),(62 472.81973),(63 473.25977),(64 472.3038),(65 480.2478),(66 477.64474),(67 482.46735),(68 478.54816),(69 485.62253),(70 483.10318),(71 485.5987),(72 484.34198),(73 491.45172),(74 482.49112),(75 487.24222),(76 479.99594),(77 485.22556),(78 477.3284),(79 480.70105),
(1 283.93524),(2 357.69745),(3 404.45944),(4 420.66214),(5 435.4953),(6 437.97534),(7 449.90912),(8 449.27716),(9 453.83322),(10 452.17908),(11 456.4344),(12 457.93274),(13 460.60117),(14 458.62543),(15 465.7852),(16 452.57703),(17 460.14264),(18 455.26007),(19 455.25854),(20 447.36682),(21 453.83536),(22 449.11475),(23 456.08414),(24 452.2983),(25 452.87958),(26 446.72122),(27 455.78867),(28 444.70688),(29 447.65753),(30 448.87216),(31 458.05914),(32 451.93115),(33 454.07666),(34 447.04642),(35 452.74493),(36 451.95663),(37 451.4976),(38 448.94308),(39 454.55676),(40 446.11566),(41 448.96115),(42 448.8501),(43 451.69107),(44 446.4667),(45 457.3954),(46 453.51245),(47 457.70358),(48 453.3321),(49 452.99796),(50 450.48105),(51 459.73782),(52 457.10373),(53 460.86777),(54 458.7863),(55 472.84534),(56 466.96887),(57 472.47446),(58 467.6204),(59 469.4636),(60 465.0133),(61 467.39847),(62 466.8133),(63 473.41708),(64 465.36047),(65 465.30542),(66 459.21707),(67 458.45755),(68 462.20502),(69 468.64636),(70 463.70737),(71 469.07913),(72 466.3229),(73 469.5393),(74 465.70627),(75 465.4858),(76 462.2345),(77 466.61484),(78 466.53076),(79 469.52066),
(1 278.53696),(2 351.44315),(3 395.6384),(4 404.30035),(5 418.61176),(6 424.82043),(7 432.0897),(8 435.78378),(9 448.8939),(10 448.9559),(11 450.82452),(12 448.91443),(13 453.28293),(14 448.7619),(15 455.70337),(16 448.90515),(17 458.20978),(18 453.64304),(19 454.0551),(20 452.91577),(21 460.0162),(22 450.63782),(23 452.33804),(24 447.96832),(25 450.83405),(26 445.88135),(27 447.79153),(28 441.6046),(29 447.92838),(30 446.94656),(31 447.0708),(32 441.70123),(33 443.35004),(34 443.30478),(35 447.87958),(36 445.78375),(37 448.67175),(38 446.37585),(39 454.98755),(40 448.16904),(41 451.82486),(42 447.20547),(43 447.66846),(44 445.0796),(45 451.03403),(46 443.44757),(47 448.84418),(48 445.8891),(49 453.7897),(50 446.9322),(51 450.93576),(52 449.88333),(53 454.92786),(54 454.36206),(55 460.154),(56 455.47784),(57 457.95398),(58 452.9405),(59 459.39902),(60 457.23157),(61 460.9219),(62 456.96008),(63 460.55756),(64 452.1432),(65 456.26175),(66 455.24976),(67 460.15994),(68 452.14505),(69 457.1275),(70 452.1853),(71 455.93674),(72 451.23157),(73 457.66116),(74 448.24332),(75 451.97012),(76 449.26978),(77 447.86877),(78 444.22964),(79 446.44855),
(1 278.62686),(2 352.11176),(3 391.58963),(4 406.27908),(5 424.52127),(6 427.26962),(7 437.13593),(8 436.57184),(9 444.49805),(10 437.85187),(11 441.61737),(12 439.6656),(13 445.74646),(14 445.6905),(15 450.7345),(16 446.45584),(17 447.62372),(18 447.69748),(19 447.2419),(20 445.0325),(21 452.62112),(22 444.97623),(23 449.91083),(24 445.01248),(25 452.54303),(26 446.7324),(27 449.0635),(28 441.75955),(29 442.42798),(30 441.61362),(31 441.54102),(32 436.2227),(33 438.78946),(34 435.64987),(35 435.99658),(36 429.4807),(37 430.60526),(38 430.51636),(39 439.55295),(40 437.09235),(41 439.29337),(42 439.35822),(43 444.47733),(44 433.70526),(45 440.89178),(46 436.45834),(47 436.5524),(48 434.98663),(49 439.53735),(50 435.3588),(51 441.8399),(52 435.77533),(53 445.96588),(54 441.30356),(55 448.20996),(56 440.88455),(57 443.793),(58 443.8658),(59 445.32263),(60 444.22446),(61 445.12048),(62 443.79016),(63 456.84088),(64 453.30038),(65 454.1528),(66 449.78125),(67 451.78476),(68 457.90866),(69 460.44092),(70 454.91162),(71 458.32062),(72 454.9987),(73 458.95657),(74 456.80676),(75 457.39487),(76 453.6051),(77 451.58627),(78 448.53595),(79 451.77856),
(1 271.49994),(2 342.7042),(3 384.52863),(4 396.6619),(5 412.39578),(6 408.43262),(7 419.53915),(8 421.48303),(9 431.54517),(10 431.09082),(11 433.9524),(12 430.24692),(13 441.08725),(14 443.08914),(15 442.38345),(16 437.50165),(17 442.7949),(18 433.23355),(19 435.7439),(20 438.29175),(21 437.78452),(22 436.36862),(23 445.29144),(24 441.61154),(25 440.82822),(26 435.57358),(27 437.25),(28 432.04852),(29 444.15198),(30 435.16565),(31 435.37515),(32 436.42828),(33 436.5864),(34 433.06744),(35 435.0391),(36 430.04013),(37 434.49207),(38 436.3573),(39 444.31458),(40 434.89896),(41 441.64795),(42 439.9244),(43 446.29596),(44 443.17053),(45 446.4278),(46 443.54117),(47 446.13333),(48 444.34586),(49 443.76758),(50 436.2514),(51 444.53412),(52 447.68573),(53 452.027),(54 447.28827),(55 457.69077),(56 451.80698),(57 452.46747),(58 447.92715),(59 450.6713),(60 447.53952),(61 446.53015),(62 446.28177),(63 448.2866),(64 446.08093),(65 447.90695),(66 442.8407),(67 447.95248),(68 449.44705),(69 446.48605),(70 439.4508),(71 449.0837),(72 449.82443),(73 458.14737),(74 449.23965),(75 454.86743),(76 446.45367),(77 443.86957),(78 447.9325),(79 452.01343),
(1 265.10782),(2 329.02243),(3 364.13892),(4 379.44595),(5 394.5673),(6 399.2115),(7 407.27997),(8 409.66953),(9 414.92334),(10 413.6011),(11 416.22687),(12 413.62946),(13 419.44165),(14 416.85388),(15 420.21713),(16 412.48657),(17 416.4952),(18 412.06567),(19 417.09476),(20 415.5745),(21 418.4179),(22 416.16425),(23 422.67975),(24 422.33835),(25 422.8322),(26 416.4797),(27 416.55554),(28 411.02686),(29 411.97906),(30 411.79535),(31 415.93518),(32 410.33105),(33 414.3119),(34 411.26218),(35 417.73996),(36 409.61523),(37 418.47128),(38 408.86746),(39 419.95438),(40 418.11716),(41 419.7869),(42 416.40674),(43 424.26605),(44 419.84967),(45 418.04572),(46 414.6273),(47 419.64328),(48 418.70926),(49 422.11783),(50 414.87814),(51 416.6869),(52 415.04602),(53 423.13467),(54 419.83597),(55 431.0448),(56 423.26355),(57 432.1668),(58 432.60822),(59 439.12167),(60 430.3771),(61 430.39944),(62 428.7549),(63 428.6113),(64 429.4772),(65 427.62292),(66 427.11963),(67 431.64362),(68 428.88254),(69 429.30542),(70 429.67615),(71 432.6758),(72 430.95755),(73 431.1005),(74 430.13168),(75 438.31543),(76 433.91788),(77 429.68),(78 433.38977),(79 430.4586),
(1 262.89233),(2 329.89807),(3 368.01917),(4 380.64587),(5 393.2062),(6 396.03207),(7 402.839),(8 405.75113),(9 409.16467),(10 413.11603),(11 421.91898),(12 419.1786),(13 426.8976),(14 428.18127),(15 430.7927),(16 424.39407),(17 428.4778),(18 420.34512),(19 424.17194),(20 419.5064),(21 424.03067),(22 422.31128),(23 422.98563),(24 414.87506),(25 419.67273),(26 414.65997),(27 417.50446),(28 408.76547),(29 415.40863),(30 411.40784),(31 414.7062),(32 412.09848),(33 416.81772),(34 414.48438),(35 415.68237),(36 411.23312),(37 414.91266),(38 412.4109),(39 416.17184),(40 412.85175),(41 422.5736),(42 416.0109),(43 421.73584),(44 415.17303),(45 417.22134),(46 415.07303),(47 414.74234),(48 414.59885),(49 415.65884),(50 414.0959),(51 417.1767),(52 418.48508),(53 424.8399),(54 422.04114),(55 425.60715),(56 422.1121),(57 428.9183),(58 425.0544),(59 427.82483),(60 427.36984),(61 432.15897),(62 428.51233),(63 432.25034),(64 428.76822),(65 435.16245),(66 432.69403),(67 435.0182),(68 432.57578),(69 437.3854),(70 434.83945),(71 444.7389),(72 437.39377),(73 436.5754),(74 431.52148),(75 436.99985),(76 434.32907),(77 440.54565),(78 439.06796),(79 439.1701),
(1 261.5031),(2 324.06302),(3 364.60983),(4 378.34055),(5 391.56427),(6 391.38483),(7 405.0082),(8 405.47318),(9 410.76157),(10 413.2716),(11 414.5994),(12 414.01404),(13 415.2445),(14 411.22568),(15 421.61288),(16 418.41135),(17 418.65527),(18 419.34073),(19 419.2428),(20 418.13086),(21 418.92505),(22 416.08298),(23 417.78705),(24 416.9466),(25 418.0595),(26 415.95947),(27 416.61203),(28 411.76202),(29 416.42203),(30 409.31067),(31 410.2218),(32 411.80148),(33 413.2178),(34 405.5519),(35 408.358),(36 409.29037),(37 412.32074),(38 408.48163),(39 415.99365),(40 409.65625),(41 415.0131),(42 414.39447),(43 415.30054),(44 407.6637),(45 409.22913),(46 410.90204),(47 412.38104),(48 406.48663),(49 407.13895),(50 408.9711),(51 414.98465),(52 414.63477),(53 420.18558),(54 419.74994),(55 420.6206),(56 418.81924),(57 425.41345),(58 423.68796),(59 428.3651),(60 419.49957),(61 426.39737),(62 422.84488),(63 427.28613),(64 421.612),(65 423.99554),(66 420.45947),(67 426.72665),(68 423.21957),(69 427.19818),(70 422.13727),(71 428.41656),(72 422.2142),(73 424.4681),(74 427.0821),(75 431.43985),(76 427.00098),(77 429.3771),(78 421.5583),(79 423.64883),
(1 258.42593),(2 325.77307),(3 363.30774),(4 374.8841),(5 390.29504),(6 395.1603),(7 405.87836),(8 410.36258),(9 414.98672),(10 414.9148),(11 414.2452),(12 415.99155),(13 416.38892),(14 414.2603),(15 417.81155),(16 408.64447),(17 413.00174),(18 408.9064),(19 411.7311),(20 413.43176),(21 415.3943),(22 407.36804),(23 410.57724),(24 407.5857),(25 410.42062),(26 404.66022),(27 406.4497),(28 401.6244),(29 407.34418),(30 399.41382),(31 406.9402),(32 407.07098),(33 407.92502),(34 406.8146),(35 408.38132),(36 406.89554),(37 411.0361),(38 408.20798),(39 413.04437),(40 408.7646),(41 413.04486),(42 407.5782),(43 410.70355),(44 403.76187),(45 404.05774),(46 403.85916),(47 410.4687),(48 407.7398),(49 411.88522),(50 407.24277),(51 413.16504),(52 411.14587),(53 418.73203),(54 414.36447),(55 415.3635),(56 413.1589),(57 415.0342),(58 414.98767),(59 415.7364),(60 410.37048),(61 414.22076),(62 413.69662),(63 420.306),(64 415.40094),(65 415.75702),(66 419.37448),(67 423.6751),(68 422.89963),(69 424.02335),(70 418.71262),(71 428.77643),(72 420.99545),(73 422.91223),(74 415.9098),(75 421.77682),(76 417.59296),(77 420.9397),(78 420.2542),(79 426.1507),
(1 253.85208),(2 318.94568),(3 353.48434),(4 369.69437),(5 382.9027),(6 379.70074),(7 383.87506),(8 390.7827),(9 398.1755),(10 393.22037),(11 401.46262),(12 404.91098),(13 407.5872),(14 405.81787),(15 410.91653),(16 409.09506),(17 409.35126),(18 404.99347),(19 407.76407),(20 400.89624),(21 407.99094),(22 406.45667),(23 405.38205),(24 400.83292),(25 403.56638),(26 403.80963),(27 407.51874),(28 404.5556),(29 406.7173),(30 399.0742),(31 402.34787),(32 399.51004),(33 400.83875),(34 396.36084),(35 401.2547),(36 396.2013),(37 404.0045),(38 400.16638),(39 405.98334),(40 407.16458),(41 408.0787),(42 401.60193),(43 401.13153),(44 395.9805),(45 401.12436),(46 400.81464),(47 404.31396),(48 400.0561),(49 405.30365),(50 401.44308),(51 408.37003),(52 408.24216),(53 412.27887),(54 408.77145),(55 415.77826),(56 415.30856),(57 420.31277),(58 416.79187),(59 417.7517),(60 414.7741),(61 411.2291),(62 414.02347),(63 422.41187),(64 418.61496),(65 419.83594),(66 421.27017),(67 425.91107),(68 421.42126),(69 423.27124),(70 418.7599),(71 426.85715),(72 423.16052),(73 425.3822),(74 419.61295),(75 423.11963),(76 418.56436),(77 422.0347),(78 418.1912),(79 418.51514),
(1 251.13208),(2 310.96628),(3 342.87228),(4 354.4737),(5 375.04935),(6 374.35794),(7 380.78427),(8 380.14676),(9 386.0193),(10 386.7093),(11 391.60632),(12 393.01443),(13 395.42236),(14 395.62335),(15 402.70163),(16 396.57162),(17 401.1916),(18 398.06055),(19 400.67236),(20 394.37988),(21 401.53708),(22 401.27878),(23 403.12256),(24 400.79355),(25 404.823),(26 400.17206),(27 403.9172),(28 396.95178),(29 398.40356),(30 394.71515),(31 396.54425),(32 394.6691),(33 393.99796),(34 388.3723),(35 395.6315),(36 391.828),(37 393.33682),(38 390.83032),(39 392.90186),(40 388.0008),(41 391.56473),(42 388.3762),(43 388.85422),(44 387.4153),(45 394.4666),(46 388.28104),(47 389.69662),(48 385.4459),(49 394.34326),(50 390.51404),(51 392.9995),(52 389.7684),(53 395.29092),(54 391.47308),(55 401.05466),(56 395.58633),(57 402.2092),(58 401.38995),(59 401.2392),(60 394.56702),(61 397.66147),(62 394.57687),(63 399.58685),(64 402.05286),(65 408.0454),(66 408.0718),(67 409.84354),(68 408.57617),(69 411.72977),(70 409.8704),(71 413.00214),(72 405.0095),(73 410.152),(74 405.1666),(75 405.03928),(76 399.56894),(77 404.01093),(78 402.53833),(79 405.961),
(1 253.71423),(2 316.51593),(3 350.79877),(4 363.13504),(5 376.3024),(6 377.1958),(7 385.15024),(8 389.37268),(9 393.80222),(10 392.2433),(11 396.09106),(12 398.11823),(13 402.0932),(14 401.99847),(15 401.12753),(16 393.24374),(17 394.36627),(18 394.51703),(19 397.64142),(20 395.2192),(21 395.06253),(22 393.8941),(23 394.0042),(24 393.184),(25 393.50113),(26 387.30145),(27 389.53632),(28 386.46466),(29 390.29492),(30 387.6573),(31 386.3921),(32 383.694),(33 389.5706),(34 388.40228),(35 388.9871),(36 387.4418),(37 388.2908),(38 389.22546),(39 400.9771),(40 394.40497),(41 398.74435),(42 393.768),(43 396.25406),(44 395.58945),(45 397.71466),(46 396.00302),(47 394.0332),(48 394.33127),(49 394.56732),(50 392.38),(51 400.21686),(52 398.9797),(53 403.70142),(54 400.13834),(55 407.71225),(56 400.1033),(57 407.27475),(58 402.2465),(59 401.82748),(60 397.0593),(61 400.71973),(62 398.67175),(63 409.69348),(64 402.95786),(65 408.69855),(66 405.58496),(67 406.08768),(68 406.1455),(69 410.94147),(70 405.7956),(71 408.45435),(72 403.96643),(73 405.94138),(74 399.79178),(75 403.9577),(76 398.18988),(77 399.3634),(78 395.1384),(79 399.08926),
(1 244.87051),(2 303.00693),(3 340.67538),(4 351.5957),(5 361.6059),(6 365.18982),(7 369.6281),(8 369.67975),(9 381.4039),(10 382.3249),(11 384.1788),(12 387.86343),(13 389.01926),(14 387.68817),(15 391.21777),(16 387.17203),(17 386.475),(18 384.6564),(19 387.12607),(20 382.5177),(21 387.59497),(22 382.9449),(23 384.24963),(24 380.87726),(25 385.23782),(26 384.3336),(27 384.64063),(28 378.956),(29 382.14578),(30 376.48956),(31 378.6278),(32 377.15594),(33 380.86465),(34 377.76355),(35 383.44785),(36 379.1118),(37 382.68),(38 382.7528),(39 386.6914),(40 381.73553),(41 381.87866),(42 377.9201),(43 381.53992),(44 378.63406),(45 385.33313),(46 383.14096),(47 382.6608),(48 384.4772),(49 388.63617),(50 385.51385),(51 389.78952),(52 383.68756),(53 388.3733),(54 384.61047),(55 392.7474),(56 389.8325),(57 394.0649),(58 390.84824),(59 399.7198),(60 396.78308),(61 397.21036),(62 393.08658),(63 398.39996),(64 396.8083),(65 395.0156),(66 396.28525),(67 396.09454),(68 393.65994),(69 397.645),(70 396.09076),(71 400.67484),(72 397.27884),(73 396.1027),(74 391.3255),(75 394.32047),(76 386.84842),(77 385.89676),(78 387.03854),(79 392.7243),
(1 243.63828),(2 301.48807),(3 333.27283),(4 343.6294),(5 355.07123),(6 364.52567),(7 367.25616),(8 372.96048),(9 378.20834),(10 380.69568),(11 383.26263),(12 380.74597),(13 383.26935),(14 379.14493),(15 383.78934),(16 381.84152),(17 385.46042),(18 385.28027),(19 383.6476),(20 379.41803),(21 387.30215),(22 381.55722),(23 388.1364),(24 384.43195),(25 385.09607),(26 380.4919),(27 387.0049),(28 381.3147),(29 381.84326),(30 378.7468),(31 386.71652),(32 381.47794),(33 383.48245),(34 378.43387),(35 381.682),(36 379.60468),(37 386.70615),(38 386.48187),(39 390.79532),(40 389.86383),(41 390.92487),(42 386.33984),(43 386.55304),(44 381.41843),(45 388.04715),(46 387.55505),(47 389.32733),(48 385.65695),(49 391.34204),(50 388.49963),(51 389.60336),(52 385.9633),(53 393.08795),(54 390.4118),(55 394.20566),(56 386.53497),(57 389.59268),(58 391.81857),(59 393.2454),(60 389.1638),(61 397.10892),(62 395.94635),(63 402.13446),(64 395.44852),(65 390.4472),(66 389.74283),(67 391.47446),(68 388.9226),(69 391.1157),(70 390.43472),(71 394.21936),(72 387.65356),(73 389.59235),(74 389.16452),(75 395.29553),(76 385.97836),(77 385.80215),(78 384.92328),(79 387.8702),
(1 235.1745),(2 289.00095),(3 323.1365),(4 334.87033),(5 343.24518),(6 347.8796),(7 353.68027),(8 353.6659),(9 357.66727),(10 357.67236),(11 364.43042),(12 367.00812),(13 369.42395),(14 370.95795),(15 376.79312),(16 373.1183),(17 373.88452),(18 373.5944),(19 378.62796),(20 371.20868),(21 376.89108),(22 374.17435),(23 376.4558),(24 373.58292),(25 369.52322),(26 366.3025),(27 371.0266),(28 369.0489),(29 369.16418),(30 367.45874),(31 367.77438),(32 361.45972),(33 364.65823),(34 362.5798),(35 364.1978),(36 361.42593),(37 364.33694),(38 363.4262),(39 369.27023),(40 365.19852),(41 362.94913),(42 360.9227),(43 364.26776),(44 362.57388),(45 366.98074),(46 363.8136),(47 370.36404),(48 367.07553),(49 366.71088),(50 369.27206),(51 368.55002),(52 370.04272),(53 372.0341),(54 366.94525),(55 374.34882),(56 376.8311),(57 376.9465),(58 377.06845),(59 378.98984),(60 380.38336),(61 385.22034),(62 381.93793),(63 384.5956),(64 376.83258),(65 381.89554),(66 379.3176),(67 383.56503),(68 380.7654),(69 382.1209),(70 378.75162),(71 380.42017),(72 378.09836),(73 377.41788),(74 373.34592),(75 380.99445),(76 373.33453),(77 378.93073),(78 377.0933),(79 379.3439),
(1 232.73901),(2 289.5314),(3 320.97763),(4 334.1788),(5 346.6839),(6 352.65552),(7 356.71378),(8 356.45908),(9 364.0301),(10 366.44257),(11 365.13135),(12 365.18613),(13 369.45184),(14 365.28125),(15 373.89932),(16 365.87646),(17 371.04514),(18 366.26346),(19 370.0641),(20 368.4219),(21 371.0938),(22 370.39783),(23 371.19226),(24 370.7183),(25 372.16196),(26 367.83432),(27 367.7052),(28 363.4685),(29 368.56613),(30 363.89026),(31 363.44562),(32 364.97607),(33 363.9031),(34 358.5392),(35 366.49213),(36 362.02847),(37 359.59753),(38 357.84726),(39 367.5124),(40 366.0133),(41 371.73242),(42 365.01755),(43 368.0677),(44 364.95773),(45 374.15524),(46 369.51404),(47 371.486),(48 368.03003),(49 372.88623),(50 371.3431),(51 369.88492),(52 365.43878),(53 370.92993),(54 364.7776),(55 372.88733),(56 370.73373),(57 372.8294),(58 370.33514),(59 382.04346),(60 374.63684),(61 376.12463),(62 377.6223),(63 382.9888),(64 378.19843),(65 379.6152),(66 378.40854),(67 384.25424),(68 378.76434),(69 380.86047),(70 381.57056),(71 385.25632),(72 378.98123),(73 383.47073),(74 376.0511),(75 378.24088),(76 368.89267),(77 372.00906),(78 369.4013),(79 372.36414),
