1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 498.12726),(2 718.8176),(3 766.38794),(4 798.2388),(5 821.603),(6 862.8678),(7 859.31537),(8 864.50165),(9 880.0453),(10 888.5263),(11 917.9096),(12 908.55865),(13 903.4762),(14 924.68274),(15 940.7824),(16 939.9642),(17 936.2943),(18 949.7509),(19 949.92706),(20 956.5509),(21 956.1692),(22 968.16235),(23 968.7862),(24 962.7667),(25 962.07996),(26 986.13617),(27 997.57275),(28 991.69116),(29 992.96344),(30 987.36957),(31 986.43176),(32 982.71606),(33 993.8663),(34 997.94977),(35 990.3013),(36 993.4436),(37 988.91284),(38 986.63184),(39 986.2292),(40 986.35297),(41 992.9331),(42 999.1127),(43 991.37103),(44 983.94885),(45 994.7354),(46 982.27124),(47 975.85815),(48 960.0236),(49 959.1431),(50 962.9233),(51 956.75354),(52 947.146),(53 952.62177),(54 947.0651),(55 942.6464),(56 947.45685),(57 940.2867),(58 936.4534),(59 932.7391),(60 922.1737),(61 927.3583),(62 937.5916),(63 946.6004),(64 945.46497),(65 938.37024),(66 933.2701),(67 942.51404),(68 942.38385),(69 943.3275),(70 953.29266),(71 943.76245),(72 939.16815),(73 938.31366),(74 934.6246),(75 948.32544),(76 937.4487),(77 940.27496),(78 955.15265),(79 964.1506),
(1 508.33786),(2 715.78723),(3 769.5276),(4 791.1746),(5 822.8629),(6 840.1455),(7 845.0015),(8 852.63696),(9 852.27106),(10 853.16437),(11 868.57684),(12 877.10535),(13 877.2377),(14 901.23706),(15 907.64996),(16 921.4312),(17 918.5444),(18 917.89996),(19 912.8712),(20 906.7629),(21 908.5197),(22 913.7592),(23 920.36475),(24 917.2039),(25 926.6974),(26 936.57477),(27 925.8886),(28 927.1472),(29 929.90344),(30 943.43243),(31 936.4506),(32 922.5933),(33 929.8644),(34 936.2703),(35 933.30927),(36 944.64886),(37 956.78564),(38 956.97675),(39 953.906),(40 948.4277),(41 953.19147),(42 956.42004),(43 933.1373),(44 933.33734),(45 955.9743),(46 951.94037),(47 949.31824),(48 939.85736),(49 933.9345),(50 933.1695),(51 925.01794),(52 925.5424),(53 924.5389),(54 919.05096),(55 921.8296),(56 928.55145),(57 941.0839),(58 923.8887),(59 911.6235),(60 922.1474),(61 910.3703),(62 928.9962),(63 930.0099),(64 936.0508),(65 926.0644),(66 916.6973),(67 931.33093),(68 920.4654),(69 915.7559),(70 924.2089),(71 930.531),(72 925.7095),(73 919.06476),(74 936.64246),(75 941.8433),(76 936.5297),(77 945.1102),(78 967.5517),(79 976.5101),
(1 498.67764),(2 698.9926),(3 743.08746),(4 778.85895),(5 812.002),(6 854.81305),(7 856.0552),(8 851.1778),(9 853.252),(10 864.4458),(11 888.11786),(12 886.92633),(13 881.31305),(14 887.7219),(15 897.6535),(16 896.28345),(17 888.23285),(18 895.1369),(19 896.7535),(20 893.4156),(21 899.9459),(22 910.4218),(23 914.39984),(24 901.36346),(25 915.34076),(26 934.1625),(27 919.5326),(28 934.5294),(29 945.41986),(30 954.28125),(31 943.18713),(32 927.97754),(33 930.7594),(34 941.52),(35 937.6704),(36 933.7149),(37 932.59283),(38 944.98474),(39 949.9757),(40 940.6371),(41 948.4165),(42 942.4142),(43 930.67505),(44 934.5888),(45 957.9701),(46 950.5781),(47 934.24927),(48 920.31964),(49 915.27844),(50 910.6463),(51 894.23444),(52 883.87537),(53 884.0158),(54 897.08984),(55 881.47394),(56 887.77686),(57 895.7013),(58 898.0919),(59 894.4563),(60 903.92487),(61 895.3669),(62 904.7212),(63 902.44324),(64 892.65936),(65 883.7225),(66 897.8548),(67 911.3697),(68 901.7405),(69 908.3607),(70 911.34875),(71 907.162),(72 917.0991),(73 919.723),(74 932.4111),(75 937.08417),(76 922.33954),(77 925.8186),(78 933.3803),(79 933.70703),
(1 476.9463),(2 659.0387),(3 699.355),(4 731.14777),(5 746.79443),(6 774.6467),(7 770.4998),(8 787.467),(9 799.91876),(10 809.97815),(11 821.06616),(12 834.7808),(13 824.62537),(14 845.0082),(15 845.81464),(16 846.5644),(17 847.55884),(18 864.7792),(19 875.48346),(20 871.98376),(21 859.4068),(22 876.2839),(23 889.3633),(24 888.10205),(25 893.2927),(26 910.2034),(27 898.62885),(28 898.856),(29 909.52966),(30 904.32495),(31 906.0433),(32 914.3733),(33 898.26685),(34 901.77747),(35 899.46954),(36 901.6861),(37 910.0838),(38 911.90497),(39 901.3765),(40 893.96985),(41 881.2799),(42 893.92883),(43 889.0102),(44 892.4135),(45 905.7242),(46 900.2682),(47 898.56885),(48 887.94885),(49 900.5708),(50 894.75037),(51 883.1698),(52 877.50995),(53 859.1877),(54 869.8376),(55 865.3733),(56 858.73676),(57 847.09796),(58 855.39307),(59 850.1279),(60 848.0436),(61 861.5907),(62 879.95435),(63 870.7987),(64 877.1593),(65 863.6426),(66 852.90875),(67 854.5303),(68 861.3808),(69 879.10693),(70 873.42883),(71 865.79254),(72 870.7858),(73 854.536),(74 869.42236),(75 874.7253),(76 878.364),(77 894.2563),(78 900.0372),(79 906.0048),
(1 467.67627),(2 652.2352),(3 712.8612),(4 730.42035),(5 762.9556),(6 793.4801),(7 786.2182),(8 789.263),(9 818.123),(10 827.87573),(11 832.27563),(12 835.62067),(13 839.3756),(14 849.80945),(15 854.24365),(16 850.211),(17 843.35767),(18 844.6342),(19 855.78125),(20 845.3461),(21 838.29065),(22 862.44183),(23 867.42694),(24 862.7504),(25 869.8563),(26 874.95337),(27 877.9757),(28 892.7898),(29 898.3951),(30 889.12335),(31 887.6503),(32 887.40643),(33 894.56244),(34 891.1956),(35 898.2614),(36 892.2253),(37 903.72736),(38 901.0953),(39 894.3726),(40 896.38715),(41 901.7155),(42 900.54425),(43 904.91547),(44 901.05457),(45 892.58734),(46 887.9076),(47 881.2709),(48 886.51855),(49 896.23566),(50 900.3577),(51 896.3425),(52 887.2808),(53 878.4513),(54 867.5138),(55 853.80237),(56 849.0747),(57 855.5088),(58 869.65405),(59 862.5463),(60 844.6787),(61 842.5559),(62 850.35175),(63 852.1112),(64 858.5727),(65 857.80975),(66 855.7649),(67 856.98804),(68 845.1426),(69 854.16754),(70 870.2581),(71 871.13776),(72 868.7677),(73 860.95325),(74 880.6611),(75 886.08075),(76 873.1387),(77 871.16675),(78 880.56726),(79 870.20306),
(1 461.3988),(2 636.8785),(3 680.3399),(4 697.85925),(5 735.1717),(6 753.36096),(7 756.7761),(8 771.37006),(9 787.023),(10 796.05994),(11 795.5113),(12 793.06616),(13 805.90894),(14 814.69293),(15 818.27594),(16 803.8102),(17 799.5455),(18 818.5758),(19 836.8093),(20 823.8555),(21 832.41266),(22 838.14984),(23 831.7195),(24 839.52716),(25 837.87836),(26 841.64575),(27 835.0411),(28 838.9295),(29 849.3441),(30 844.8715),(31 856.7366),(32 851.6652),(33 849.893),(34 857.1217),(35 866.3261),(36 857.257),(37 857.4615),(38 870.9588),(39 868.6767),(40 876.69025),(41 875.1023),(42 859.36346),(43 864.03613),(44 876.5092),(45 873.3189),(46 861.3867),(47 863.4327),(48 872.72656),(49 878.0078),(50 875.9028),(51 855.7358),(52 858.9556),(53 866.80493),(54 861.74896),(55 847.53204),(56 849.8482),(57 847.12915),(58 846.65094),(59 843.2151),(60 836.0935),(61 841.27875),(62 845.7641),(63 854.8799),(64 850.3054),(65 845.46954),(66 844.91156),(67 847.77856),(68 847.65814),(69 838.90436),(70 832.0595),(71 849.2834),(72 856.43616),(73 848.64844),(74 849.1117),(75 845.58636),(76 843.4983),(77 853.13403),(78 869.72925),(79 864.7127),
(1 450.34756),(2 634.0216),(3 671.84186),(4 679.326),(5 711.3566),(6 743.5083),(7 743.57745),(8 748.15356),(9 754.70807),(10 762.5897),(11 760.72845),(12 770.16595),(13 781.88885),(14 779.7),(15 786.17303),(16 794.47253),(17 788.4605),(18 801.21674),(19 808.5405),(20 806.1313),(21 824.0944),(22 825.9669),(23 816.7252),(24 822.41473),(25 826.1559),(26 840.28705),(27 837.36633),(28 845.0056),(29 840.48047),(30 831.92944),(31 828.74475),(32 832.48566),(33 831.3111),(34 838.7789),(35 839.9702),(36 831.7252),(37 835.9919),(38 848.63104),(39 849.8264),(40 844.64374),(41 843.424),(42 839.11005),(43 843.19995),(44 842.1799),(45 838.2093),(46 839.0536),(47 838.8944),(48 845.0188),(49 843.12213),(50 839.7663),(51 827.9807),(52 823.53265),(53 827.5078),(54 828.482),(55 812.247),(56 807.79694),(57 819.6393),(58 823.03467),(59 818.58875),(60 826.932),(61 815.5317),(62 805.8328),(63 810.20953),(64 811.2332),(65 813.80347),(66 813.5897),(67 817.56476),(68 814.4668),(69 822.0504),(70 820.6924),(71 824.20667),(72 820.39935),(73 815.34454),(74 827.69434),(75 823.271),(76 811.5513),(77 813.21265),(78 813.557),(79 815.1553),
(1 441.52206),(2 612.9749),(3 659.6906),(4 671.25366),(5 702.29987),(6 742.91785),(7 726.45624),(8 719.5436),(9 737.8371),(10 746.13525),(11 758.32324),(12 764.0257),(13 777.9216),(14 793.489),(15 785.5108),(16 781.67053),(17 766.68134),(18 771.84564),(19 783.7603),(20 784.8522),(21 791.1055),(22 795.19476),(23 787.56525),(24 797.86316),(25 804.2476),(26 793.65546),(27 807.35614),(28 813.0612),(29 819.40625),(30 810.31506),(31 810.04346),(32 821.14264),(33 831.7363),(34 825.5953),(35 831.1799),(36 806.41895),(37 809.52026),(38 810.5371),(39 820.2077),(40 824.56494),(41 824.0455),(42 831.08105),(43 840.1274),(44 832.10834),(45 835.82996),(46 836.866),(47 825.3742),(48 822.35913),(49 829.3442),(50 829.91504),(51 814.30817),(52 812.0549),(53 819.357),(54 814.70374),(55 813.55505),(56 793.9683),(57 797.1008),(58 806.54755),(59 792.9137),(60 790.84875),(61 801.11383),(62 798.3174),(63 792.9532),(64 795.517),(65 796.89575),(66 785.52203),(67 792.16394),(68 793.3289),(69 798.5518),(70 812.0557),(71 823.2945),(72 813.89984),(73 810.7769),(74 810.4794),(75 816.1897),(76 821.8434),(77 816.2215),(78 817.69073),(79 817.30646),
(1 446.08975),(2 606.7678),(3 635.2415),(4 647.1653),(5 670.4738),(6 689.9017),(7 698.20337),(8 696.2954),(9 711.0049),(10 728.4231),(11 725.51135),(12 738.0033),(13 737.8417),(14 743.8701),(15 743.17065),(16 752.1143),(17 743.5072),(18 738.54755),(19 748.8803),(20 748.31085),(21 755.69824),(22 754.6838),(23 761.82465),(24 759.04126),(25 753.5892),(26 762.25354),(27 763.04504),(28 771.90283),(29 772.67426),(30 770.9096),(31 775.5883),(32 768.1512),(33 771.0508),(34 766.2123),(35 763.49243),(36 767.8269),(37 790.0376),(38 790.3311),(39 800.9476),(40 793.04767),(41 792.6984),(42 794.1235),(43 804.6802),(44 790.4514),(45 796.32776),(46 802.46765),(47 786.9163),(48 777.3948),(49 790.6858),(50 790.5791),(51 773.90643),(52 769.47125),(53 782.4209),(54 795.2831),(55 787.9096),(56 769.9256),(57 775.6875),(58 768.86096),(59 750.8731),(60 750.4385),(61 764.3773),(62 755.47125),(63 745.7483),(64 753.21936),(65 751.4952),(66 752.14667),(67 738.4492),(68 748.3723),(69 758.22656),(70 754.20245),(71 772.1216),(72 776.2463),(73 771.57275),(74 763.1707),(75 762.70465),(76 761.62537),(77 766.9164),(78 766.06647),(79 760.29175),
(1 429.76895),(2 598.6473),(3 650.5037),(4 657.9664),(5 678.80853),(6 712.7652),(7 707.08276),(8 716.2724),(9 728.7587),(10 734.5337),(11 737.4369),(12 749.62164),(13 753.0231),(14 757.60547),(15 748.87494),(16 754.3359),(17 754.70624),(18 753.6264),(19 763.91833),(20 762.8815),(21 764.3293),(22 757.89984),(23 762.2156),(24 777.5492),(25 773.6791),(26 765.57263),(27 772.7986),(28 781.00433),(29 773.5137),(30 777.0355),(31 771.948),(32 775.6078),(33 784.6104),(34 797.3918),(35 791.12885),(36 791.9921),(37 807.71893),(38 804.775),(39 822.46405),(40 815.0616),(41 800.5217),(42 800.9135),(43 800.533),(44 794.019),(45 795.4139),(46 806.8527),(47 799.5918),(48 796.6162),(49 796.19745),(50 790.2897),(51 786.9654),(52 785.8244),(53 782.5533),(54 775.8051),(55 774.3819),(56 775.29565),(57 780.9973),(58 780.93024),(59 766.2391),(60 776.3473),(61 771.8615),(62 760.21606),(63 760.6285),(64 767.4913),(65 765.82306),(66 763.6629),(67 755.5307),(68 770.18677),(69 773.491),(70 780.6209),(71 781.37854),(72 779.6994),(73 776.725),(74 764.9242),(75 779.6694),(76 778.0619),(77 770.83453),(78 768.7968),(79 774.5768),
(1 424.62766),(2 577.73816),(3 618.71814),(4 633.59357),(5 655.36084),(6 686.0512),(7 685.3045),(8 679.6505),(9 693.35913),(10 700.11664),(11 705.3709),(12 723.2767),(13 719.1822),(14 738.5546),(15 721.80865),(16 738.6054),(17 734.2547),(18 723.6151),(19 733.9306),(20 739.4216),(21 747.4105),(22 742.2457),(23 745.4518),(24 750.55225),(25 740.1928),(26 752.6369),(27 761.7629),(28 763.6524),(29 756.9158),(30 764.34644),(31 767.57385),(32 758.3916),(33 767.3069),(34 778.67926),(35 765.77527),(36 763.82605),(37 776.4185),(38 786.8941),(39 787.4708),(40 781.16614),(41 777.37616),(42 792.94006),(43 780.26184),(44 767.08887),(45 769.0365),(46 778.2527),(47 771.1353),(48 773.4173),(49 766.31995),(50 766.2467),(51 759.8899),(52 754.6724),(53 753.49036),(54 752.12885),(55 746.5299),(56 741.651),(57 740.6883),(58 734.6285),(59 731.9625),(60 739.24493),(61 731.09296),(62 733.46234),(63 729.154),(64 732.3823),(65 729.28394),(66 725.8765),(67 727.9793),(68 736.6877),(69 722.2408),(70 730.2454),(71 726.56),(72 730.7051),(73 729.3396),(74 734.1956),(75 735.5907),(76 737.1355),(77 732.5369),(78 728.0694),(79 725.70844),
(1 415.80084),(2 563.0925),(3 586.6222),(4 604.1239),(5 638.5806),(6 658.48474),(7 663.2109),(8 665.3081),(9 676.76556),(10 663.8328),(11 673.52057),(12 681.1865),(13 690.7116),(14 696.591),(15 691.311),(16 708.2393),(17 710.8439),(18 702.0969),(19 712.5895),(20 714.29004),(21 722.4458),(22 718.7626),(23 711.83185),(24 706.3221),(25 708.30646),(26 708.2949),(27 719.5717),(28 717.39264),(29 732.457),(30 738.8419),(31 741.49603),(32 732.33044),(33 728.22375),(34 722.1525),(35 730.7228),(36 741.5343),(37 749.77527),(38 754.0526),(39 751.63043),(40 756.61163),(41 756.453),(42 763.94226),(43 754.27606),(44 751.7878),(45 759.6957),(46 758.1696),(47 737.47833),(48 742.6379),(49 751.8394),(50 745.5378),(51 730.63116),(52 741.81464),(53 744.1353),(54 745.18365),(55 742.5535),(56 730.009),(57 732.743),(58 718.6891),(59 713.0588),(60 720.5864),(61 709.31213),(62 713.4045),(63 700.8198),(64 701.63776),(65 699.7353),(66 702.6404),(67 707.6412),(68 706.89343),(69 710.61786),(70 721.1943),(71 724.6125),(72 728.85114),(73 712.53436),(74 713.1598),(75 719.3141),(76 711.09033),(77 728.02155),(78 724.1077),(79 732.095),
(1 403.06198),(2 543.63214),(3 585.0196),(4 614.35925),(5 627.14),(6 643.7477),(7 636.5035),(8 642.35846),(9 660.61597),(10 656.9191),(11 669.38226),(12 680.8737),(13 683.4561),(14 685.0846),(15 693.6646),(16 710.1718),(17 698.3126),(18 681.53314),(19 692.604),(20 688.4514),(21 682.70294),(22 677.44183),(23 686.65063),(24 691.2968),(25 705.26654),(26 708.43835),(27 717.7523),(28 719.4957),(29 722.16437),(30 735.579),(31 716.32904),(32 715.5984),(33 717.4722),(34 707.7541),(35 714.8855),(36 722.14124),(37 736.59937),(38 741.4536),(39 737.00916),(40 743.1174),(41 746.6536),(42 735.67065),(43 741.6191),(44 744.06085),(45 749.0306),(46 750.1424),(47 734.2583),(48 737.06085),(49 730.85803),(50 718.91394),(51 717.42126),(52 715.8209),(53 721.763),(54 730.21576),(55 731.205),(56 718.43085),(57 730.7661),(58 720.8931),(59 714.11615),(60 713.8161),(61 710.0504),(62 704.83203),(63 698.70776),(64 693.3429),(65 697.1039),(66 692.09326),(67 688.8817),(68 695.678),(69 698.5754),(70 690.8562),(71 697.1261),(72 701.67676),(73 706.2121),(74 714.5042),(75 719.7173),(76 713.4434),(77 709.05505),(78 705.85986),(79 710.03656),
(1 384.35095),(2 513.78687),(3 547.76013),(4 575.521),(5 593.3144),(6 608.3337),(7 617.20905),(8 631.2143),(9 637.24457),(10 639.1196),(11 641.0067),(12 649.3731),(13 658.3208),(14 662.543),(15 654.83734),(16 658.92255),(17 653.03064),(18 650.81616),(19 657.6881),(20 664.4461),(21 669.4866),(22 661.7001),(23 668.5184),(24 667.32623),(25 662.2576),(26 668.84155),(27 677.8284),(28 683.67786),(29 673.17865),(30 692.00494),(31 688.74286),(32 682.2922),(33 684.15796),(34 675.4069),(35 674.64276),(36 687.8645),(37 687.58716),(38 691.7488),(39 697.7227),(40 716.40344),(41 722.8162),(42 715.6957),(43 709.9482),(44 707.68005),(45 698.5707),(46 707.7088),(47 697.00604),(48 701.7222),(49 694.6625),(50 698.3513),(51 691.2451),(52 691.9496),(53 694.98773),(54 695.9544),(55 691.82135),(56 676.43036),(57 676.40204),(58 676.65594),(59 661.9946),(60 657.1556),(61 656.37317),(62 654.51105),(63 661.5099),(64 657.5241),(65 658.1638),(66 643.19),(67 640.44354),(68 656.13464),(69 651.2719),(70 651.1428),(71 649.09094),(72 650.78894),(73 653.52435),(74 660.74347),(75 661.8434),(76 655.43054),(77 659.84717),(78 653.2442),(79 656.37994),
(1 379.33646),(2 509.71265),(3 541.35535),(4 555.3279),(5 579.9907),(6 594.7226),(7 595.4757),(8 606.9231),(9 615.6055),(10 620.04315),(11 618.21967),(12 628.4675),(13 621.14233),(14 635.5341),(15 646.07605),(16 660.89777),(17 659.5532),(18 664.7971),(19 674.44946),(20 672.50165),(21 665.30817),(22 649.0931),(23 661.57544),(24 671.58624),(25 659.9883),(26 659.0524),(27 671.26697),(28 671.94794),(29 678.307),(30 683.9943),(31 672.10425),(32 677.82874),(33 676.45337),(34 674.0616),(35 678.4575),(36 684.0881),(37 696.0635),(38 694.1295),(39 696.9571),(40 703.50055),(41 702.3539),(42 701.95776),(43 693.502),(44 698.0798),(45 686.44574),(46 690.14386),(47 682.9392),(48 686.53595),(49 685.7685),(50 680.7919),(51 669.71136),(52 669.6884),(53 666.9748),(54 673.2134),(55 675.50024),(56 662.9125),(57 666.553),(58 663.28577),(59 655.8838),(60 650.465),(61 653.1534),(62 652.2545),(63 650.5633),(64 647.1793),(65 645.8841),(66 649.3627),(67 642.6656),(68 647.0309),(69 646.24207),(70 643.8597),(71 649.0212),(72 652.7349),(73 656.7329),(74 661.08514),(75 649.0497),(76 655.121),(77 668.666),(78 668.01373),(79 664.4054),
(1 367.3484),(2 492.42197),(3 539.27454),(4 554.60406),(5 579.4646),(6 591.9081),(7 590.86957),(8 601.40454),(9 619.24396),(10 615.3021),(11 620.91144),(12 629.7695),(13 634.5274),(14 648.6588),(15 658.34674),(16 654.228),(17 654.70056),(18 655.22235),(19 663.10754),(20 669.29974),(21 668.8076),(22 657.60114),(23 662.13495),(24 670.502),(25 672.2841),(26 666.2175),(27 675.74695),(28 680.1959),(29 664.706),(30 674.45514),(31 670.06976),(32 679.3196),(33 676.6705),(34 660.96497),(35 652.5157),(36 660.067),(37 667.0327),(38 673.9047),(39 670.0486),(40 686.79065),(41 682.6544),(42 686.5968),(43 675.93964),(44 678.31464),(45 672.73096),(46 674.67426),(47 679.8282),(48 681.3409),(49 668.4499),(50 668.4988),(51 652.76013),(52 647.63403),(53 653.1208),(54 649.9973),(55 660.28766),(56 650.32056),(57 654.7849),(58 661.03973),(59 648.997),(60 645.07446),(61 644.3848),(62 642.1934),(63 649.32574),(64 646.6626),(65 642.3847),(66 650.4744),(67 652.49347),(68 645.5353),(69 641.3155),(70 646.9564),(71 641.40454),(72 641.18384),(73 643.6301),(74 657.54865),(75 644.4325),(76 650.82556),(77 660.57544),(78 648.41394),(79 651.82776),
(1 363.6835),(2 481.7231),(3 515.61993),(4 531.3714),(5 556.4099),(6 567.1819),(7 578.40247),(8 584.1528),(9 595.5889),(10 596.23456),(11 594.87695),(12 598.64935),(13 609.4079),(14 614.02527),(15 615.47626),(16 619.9189),(17 622.58655),(18 615.7965),(19 620.3684),(20 623.1639),(21 636.333),(22 634.1408),(23 631.9413),(24 631.3403),(25 634.1473),(26 620.5306),(27 640.4245),(28 646.6411),(29 640.9646),(30 656.33),(31 655.61975),(32 652.5775),(33 646.8265),(34 643.1325),(35 636.22687),(36 638.08704),(37 643.5396),(38 644.8815),(39 644.5093),(40 654.1292),(41 649.27893),(42 643.7705),(43 639.4446),(44 644.2878),(45 642.1926),(46 648.9814),(47 643.4624),(48 637.8965),(49 631.7803),(50 631.36017),(51 628.1894),(52 624.59717),(53 624.5405),(54 619.31433),(55 617.54395),(56 617.7752),(57 625.907),(58 622.6533),(59 609.59467),(60 612.95355),(61 617.5325),(62 614.7581),(63 617.1231),(64 616.0022),(65 616.82196),(66 617.2903),(67 613.6056),(68 620.07764),(69 620.3386),(70 619.90796),(71 614.2451),(72 622.16345),(73 622.36926),(74 628.8775),(75 642.91315),(76 643.0565),(77 646.0688),(78 636.95013),(79 638.9871),
(1 355.93982),(2 468.42322),(3 507.43643),(4 527.33496),(5 539.24255),(6 557.1496),(7 568.428),(8 571.43256),(9 575.78204),(10 577.8001),(11 582.5233),(12 586.65735),(13 591.91925),(14 601.3877),(15 613.67303),(16 620.49554),(17 617.10504),(18 618.8982),(19 617.5299),(20 629.54895),(21 627.8907),(22 615.7188),(23 621.4284),(24 629.3546),(25 625.709),(26 626.41925),(27 632.89496),(28 629.0576),(29 627.41815),(30 642.3606),(31 631.3688),(32 631.2504),(33 624.857),(34 625.8247),(35 623.38947),(36 623.00464),(37 621.15955),(38 622.1219),(39 620.1694),(40 621.63715),(41 626.6426),(42 630.14056),(43 633.511),(44 622.01227),(45 616.2439),(46 622.3067),(47 628.8427),(48 627.19006),(49 619.8424),(50 617.6929),(51 604.2409),(52 602.0868),(53 614.07043),(54 613.5275),(55 600.99),(56 597.1653),(57 601.2794),(58 612.421),(59 603.4734),(60 604.74414),(61 595.19556),(62 600.2353),(63 609.23596),(64 603.3048),(65 593.25745),(66 603.01215),(67 610.1523),(68 609.88586),(69 610.21515),(70 611.902),(71 606.0417),(72 612.9953),(73 608.93964),(74 605.1075),(75 616.76965),(76 620.13904),(77 618.4755),(78 617.1685),(79 626.6173),
(1 348.9228),(2 453.5602),(3 485.69296),(4 511.17343),(5 518.8539),(6 543.2902),(7 557.7519),(8 565.9879),(9 555.0629),(10 558.7868),(11 563.90857),(12 569.6162),(13 575.23004),(14 575.8531),(15 574.4194),(16 576.005),(17 577.7993),(18 577.2088),(19 584.13293),(20 577.76),(21 586.8148),(22 578.0326),(23 586.7046),(24 600.4323),(25 596.39105),(26 595.73804),(27 600.4966),(28 597.4748),(29 602.1113),(30 610.60254),(31 608.7894),(32 612.7647),(33 609.1803),(34 607.18604),(35 615.5424),(36 615.69745),(37 622.6132),(38 630.6264),(39 624.68207),(40 619.7843),(41 619.2636),(42 622.143),(43 620.1283),(44 612.5071),(45 601.78784),(46 608.6773),(47 613.0173),(48 616.5394),(49 618.7794),(50 605.6099),(51 601.9909),(52 594.0666),(53 592.6911),(54 596.75867),(55 593.9405),(56 600.1858),(57 600.96436),(58 601.3293),(59 593.39404),(60 600.6254),(61 587.61816),(62 584.5506),(63 590.681),(64 588.3424),(65 591.7519),(66 592.65045),(67 593.1937),(68 594.1332),(69 597.43115),(70 602.87506),(71 600.87494),(72 602.8473),(73 605.9138),(74 606.73346),(75 617.224),(76 618.24445),(77 603.49603),(78 599.8808),(79 611.37897),
