1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 506001.72),(2 1981244),(3 4415576.5),(4 7843569.5),(5 12029848),(6 17030354),(7 22740774),(8 28968968),(9 35608990),(10 42552732),(11 49552108),(12 56704332),(13 63954908),(14 71091870),(15 78189560),(16 84669620),(17 90695810),(18 95896450),(19 100495010),(20 104151450),(21 106871170),(22 108798750),(23 110058820),(24 110426340),(25 109688600),(26 108038970),(27 105705280),(28 103129960),(29 98528616),(30 92452030),(31 87906810),(32 83636650),(33 79683544),(34 76220650),(35 73517416),(36 71453336),(37 70126904),(38 69728856),(39 70098376),(40 71281256),(41 73168190),(42 75935610),(43 79334664),(44 83133544),(45 87714696),(46 92643864),(47 97888040),(48 103392200),(49 108743000),(50 113045350),(51 116337624),(52 119699010),(53 122341400),(54 124142840),(55 125667240),(56 126740730),(57 127403224),(58 127802720),(59 127609064),(60 126981920),(61 126129430),(62 124913240),(63 123502776),(64 121886664),(65 120254730),(66 118399320),(67 116372904),(68 114139620),(69 111626856),(70 108883510),(71 106141256),(72 103496320),(73 100877720),(74 98580960),(75 96784160),(76 95420600),(77 94559576),(78 93786020),(79 93829800),
(1 661.7853),(2 887.4272),(3 949.4956),(4 1006.5893),(5 1072.4171),(6 1083.2987),(7 1087.6288),(8 1122.8755),(9 1097.7557),(10 1079.7651),(11 1119.3789),(12 1092.2507),(13 1095.3458),(14 1099.2816),(15 1105.4563),(16 1102.016),(17 1100.9379),(18 1100.8218),(19 1118.778),(20 1125.1798),(21 1133.3838),(22 1145.742),(23 1153.9227),(24 1148.7495),(25 1157.1748),(26 1166.1951),(27 1159.5911),(28 1170.9443),(29 1190.1365),(30 1196.8535),(31 1201.1976),(32 1206.2777),(33 1199.8292),(34 1202.0195),(35 1189.7555),(36 1172.609),(37 1155.8961),(38 1143.1282),(39 1139.5404),(40 1139.3138),(41 1135.3368),(42 1121.5852),(43 1130.5531),(44 1135.2988),(45 1146.2068),(46 1134.1718),(47 1114.7426),(48 1129.0675),(49 1141.0422),(50 1151.6089),(51 1166.8193),(52 1185.937),(53 1194.3242),(54 1198.481),(55 1217.0374),(56 1239.6971),(57 1246.952),(58 1261.0435),(59 1297.789),(60 1323.3245),(61 1338.938),(62 1350.4362),(63 1370.3351),(64 1370.487),(65 1377.323),(66 1383.0391),(67 1395.5612),(68 1400.2046),(69 1394.5643),(70 1408.1187),(71 1409.3451),(72 1426.4469),(73 1448.4917),(74 1454.9813),(75 1460.9127),(76 1458.3948),(77 1455.9808),(78 1449.3019),(79 1446.1051),
(1 653.6198),(2 898.04553),(3 994.134),(4 1062.0225),(5 1132.6309),(6 1146.8633),(7 1174.0481),(8 1187.266),(9 1165.6128),(10 1153.6187),(11 1186.6766),(12 1179.0432),(13 1158.4196),(14 1182.9471),(15 1189.5261),(16 1194.2792),(17 1199.3635),(18 1189.7742),(19 1208.7362),(20 1223.2942),(21 1236.6932),(22 1230.1362),(23 1227.1583),(24 1226.9263),(25 1216.621),(26 1217.4904),(27 1211.2783),(28 1231.3978),(29 1254.4088),(30 1252.5983),(31 1254.4751),(32 1249.4672),(33 1238.1876),(34 1241.43),(35 1231.8224),(36 1220.8142),(37 1209.6982),(38 1211.6914),(39 1225.5618),(40 1216.763),(41 1200.2026),(42 1190.6305),(43 1210.743),(44 1207.6326),(45 1209.692),(46 1188.3834),(47 1192.1134),(48 1220.0846),(49 1226.02),(50 1228.8406),(51 1233.0127),(52 1249.9602),(53 1266.0193),(54 1275.2603),(55 1275.1292),(56 1279.9386),(57 1286.8704),(58 1299.1967),(59 1322.0677),(60 1331.6238),(61 1366.5554),(62 1384.8945),(63 1395.2156),(64 1389.4603),(65 1398.2374),(66 1397.1292),(67 1400.5457),(68 1404.5182),(69 1400.4272),(70 1422.9117),(71 1431.3488),(72 1422.3658),(73 1435.4059),(74 1443),(75 1445.1886),(76 1443.345),(77 1437.384),(78 1429.1138),(79 1422.9337),
(1 655.43097),(2 895.78595),(3 974.02423),(4 1051.5782),(5 1119.9512),(6 1142.6921),(7 1174.7347),(8 1197.5975),(9 1182.5934),(10 1160.1234),(11 1175.4116),(12 1166.776),(13 1162.5862),(14 1179.2269),(15 1184.1094),(16 1190.4702),(17 1183.0817),(18 1177.0991),(19 1182.5972),(20 1179.7394),(21 1189.5552),(22 1204.236),(23 1219.1908),(24 1217.6671),(25 1215.9454),(26 1233.3634),(27 1233.9735),(28 1255.1067),(29 1263.5347),(30 1267.7833),(31 1269.9945),(32 1270.9208),(33 1265.7329),(34 1257.488),(35 1251.2556),(36 1235.0896),(37 1214.0264),(38 1187.7201),(39 1194.2734),(40 1192.8158),(41 1180.8402),(42 1185.8749),(43 1207.3489),(44 1203.2411),(45 1208.3002),(46 1188.8877),(47 1188.7294),(48 1214.358),(49 1208.7606),(50 1221.3574),(51 1237.5952),(52 1258.6974),(53 1279.0486),(54 1276.8219),(55 1293.5726),(56 1321.5193),(57 1319.2047),(58 1329.536),(59 1351.7814),(60 1375.9939),(61 1387.6644),(62 1390.2467),(63 1411.2805),(64 1423.1254),(65 1450.0255),(66 1461.142),(67 1479.4899),(68 1475.5361),(69 1449.4933),(70 1449.9503),(71 1446.042),(72 1441.0599),(73 1453.183),(74 1458.6045),(75 1456.3458),(76 1446.2705),(77 1441.0372),(78 1438.7284),(79 1440.2639),
(1 629.32806),(2 847.9988),(3 961.8364),(4 1044.2391),(5 1127.7325),(6 1135.86),(7 1167.3218),(8 1195.1823),(9 1173.0812),(10 1178.593),(11 1198.9564),(12 1182.1964),(13 1178.6707),(14 1193.6602),(15 1190.38),(16 1191.3904),(17 1186.112),(18 1188.397),(19 1197.6575),(20 1201.4323),(21 1224.8413),(22 1218.32),(23 1212.7218),(24 1207.9369),(25 1212.12),(26 1227.8655),(27 1201.5345),(28 1215.5557),(29 1229.9297),(30 1224.3151),(31 1235.6388),(32 1223.7616),(33 1214.0059),(34 1203.8623),(35 1194.693),(36 1169.335),(37 1149.2637),(38 1150.0583),(39 1140.4938),(40 1133.1548),(41 1119.1893),(42 1119.5637),(43 1133.511),(44 1119.244),(45 1129.6707),(46 1111.3651),(47 1090.6599),(48 1130.7576),(49 1120.1123),(50 1131.1206),(51 1154.8958),(52 1176.9728),(53 1191.5515),(54 1207.4838),(55 1215.1069),(56 1232.7545),(57 1233.9954),(58 1266.6992),(59 1288.9609),(60 1293.7799),(61 1323.7845),(62 1340.7261),(63 1358.8591),(64 1363.7457),(65 1364.6918),(66 1362.9219),(67 1374.3035),(68 1370.5021),(69 1355.783),(70 1363.6649),(71 1366.6722),(72 1359.6189),(73 1373.1761),(74 1375.3295),(75 1372.3322),(76 1376.418),(77 1380.3436),(78 1383.82),(79 1380.7871),
(1 618.4748),(2 846.69824),(3 947.78625),(4 1026.1978),(5 1103.24),(6 1120.281),(7 1145.8428),(8 1179.0668),(9 1159.3632),(10 1136.6069),(11 1143.9945),(12 1145.9978),(13 1139.0043),(14 1142.2001),(15 1133.4038),(16 1133.6749),(17 1135.0194),(18 1142.8219),(19 1154.1207),(20 1161.7941),(21 1189.5448),(22 1193.1422),(23 1211.9762),(24 1208.9587),(25 1221.2719),(26 1224.7699),(27 1235.95),(28 1266.5914),(29 1284.0323),(30 1265.6158),(31 1273.8121),(32 1276.0051),(33 1260.2793),(34 1243.0847),(35 1227.8507),(36 1195.2302),(37 1180.4589),(38 1170.0839),(39 1166.2357),(40 1162.9801),(41 1152.8468),(42 1159.0701),(43 1183.3301),(44 1182.0771),(45 1185.1847),(46 1165.2131),(47 1173.288),(48 1201.832),(49 1186.9697),(50 1188.217),(51 1191.6681),(52 1214.1285),(53 1227.1259),(54 1236.7039),(55 1239.7167),(56 1244.1096),(57 1250.6658),(58 1276.2286),(59 1293.9943),(60 1298.5338),(61 1309.8796),(62 1317.71),(63 1343.2601),(64 1353.8488),(65 1368.0518),(66 1374.9841),(67 1381.437),(68 1369.5094),(69 1347.2959),(70 1349.7684),(71 1344.1174),(72 1347.8899),(73 1361.0802),(74 1364.7566),(75 1368.1981),(76 1371.8492),(77 1389.3231),(78 1399.301),(79 1406.3401),
(1 600.5302),(2 820.5803),(3 919.8055),(4 1009.1738),(5 1072.2542),(6 1090.8843),(7 1115.5771),(8 1135.002),(9 1110.1519),(10 1100.7572),(11 1108.1223),(12 1114.1771),(13 1105.48),(14 1103.4888),(15 1102.7529),(16 1097.4025),(17 1107.7296),(18 1107.6243),(19 1121.9556),(20 1133.2152),(21 1152.4695),(22 1171.9211),(23 1178.0847),(24 1163.0641),(25 1171.794),(26 1177.1283),(27 1171.4302),(28 1175.1604),(29 1189.591),(30 1183.5447),(31 1175.7245),(32 1158.4098),(33 1137.1628),(34 1133.6101),(35 1122.4801),(36 1109.7412),(37 1093.541),(38 1097.4344),(39 1105.407),(40 1109.1285),(41 1116.2023),(42 1123.8239),(43 1134.1888),(44 1111.8693),(45 1113.6237),(46 1126.5315),(47 1129.0171),(48 1151.4246),(49 1158.9854),(50 1166.0737),(51 1170.6595),(52 1200.1563),(53 1212.3289),(54 1217.646),(55 1223.1368),(56 1231.7776),(57 1237.5228),(58 1276.5848),(59 1306.4391),(60 1327.5367),(61 1347.9283),(62 1358.3702),(63 1366.4305),(64 1376.022),(65 1379.462),(66 1394.8254),(67 1403.0524),(68 1410.7324),(69 1403.467),(70 1407.7466),(71 1410.1951),(72 1421.159),(73 1432.1089),(74 1428.076),(75 1437.4496),(76 1436.2671),(77 1431.6141),(78 1439.5948),(79 1437.3916),
(1 585.64734),(2 806.04517),(3 902.60077),(4 966.9273),(5 1011.2738),(6 1030.6057),(7 1059.4885),(8 1090.8701),(9 1076.2578),(10 1040.5474),(11 1046.1208),(12 1042.8542),(13 1044.5504),(14 1048.3253),(15 1055.962),(16 1059.5137),(17 1048.7803),(18 1033.1342),(19 1036.9722),(20 1044.4619),(21 1055.2703),(22 1075.1454),(23 1084.3889),(24 1085.6349),(25 1107.3901),(26 1129.1307),(27 1140.4624),(28 1157.8616),(29 1149.3527),(30 1149.2786),(31 1150.4224),(32 1150.0172),(33 1149.6205),(34 1140.787),(35 1140.4025),(36 1129.5281),(37 1113.3633),(38 1113.0986),(39 1118.5615),(40 1114.063),(41 1112.5273),(42 1113.1367),(43 1126.4617),(44 1111.9172),(45 1104.296),(46 1093.5978),(47 1095.0342),(48 1115.8173),(49 1111.1843),(50 1118.6737),(51 1118.1244),(52 1135.8591),(53 1153.8087),(54 1168.2458),(55 1187.2319),(56 1206.3043),(57 1216.2161),(58 1232.7715),(59 1253.9451),(60 1245.6149),(61 1257.9343),(62 1271.166),(63 1288.9224),(64 1308.6288),(65 1315.6279),(66 1331.7241),(67 1327.5242),(68 1335.7908),(69 1332.7844),(70 1327.245),(71 1329.2356),(72 1335.608),(73 1326.9244),(74 1324.5654),(75 1325.2091),(76 1327.6378),(77 1330.0375),(78 1339.756),(79 1331.8485),
(1 562.5635),(2 766.59235),(3 860.2613),(4 927.45404),(5 990.7773),(6 998.9078),(7 1025.9172),(8 1065.6182),(9 1043.1115),(10 1020.61566),(11 1023.89087),(12 1019.6902),(13 1014.497),(14 1020.24677),(15 1027.5621),(16 1026.4166),(17 1039.1841),(18 1036.2942),(19 1047.6163),(20 1058.8285),(21 1072.8738),(22 1083.4955),(23 1078.6885),(24 1070.8593),(25 1065.1765),(26 1060.0813),(27 1047.9525),(28 1065.5831),(29 1072.3524),(30 1063.2754),(31 1068.2266),(32 1066.3958),(33 1053.6658),(34 1053.6442),(35 1034.3982),(36 1026.8314),(37 1008.9019),(38 1000.7352),(39 1023.087),(40 1026.613),(41 1032.6746),(42 1042.3967),(43 1064.8605),(44 1043.7404),(45 1042.7792),(46 1059.1835),(47 1062.3961),(48 1086.0479),(49 1105.0486),(50 1119.9413),(51 1136.6693),(52 1159.6193),(53 1176.6179),(54 1171.9712),(55 1166.3206),(56 1185.1805),(57 1187.7916),(58 1221.0189),(59 1253.3077),(60 1256.8833),(61 1277.1525),(62 1283.7058),(63 1287.3218),(64 1294.8239),(65 1293.266),(66 1291.6938),(67 1291.8354),(68 1295.094),(69 1290.4182),(70 1289.3015),(71 1287.2784),(72 1294.5575),(73 1302.1514),(74 1303.0881),(75 1302.531),(76 1308.5223),(77 1310.5393),(78 1305.3312),(79 1302.583),
(1 542.2987),(2 729.7408),(3 817.1884),(4 879.15155),(5 919.3116),(6 937.92017),(7 957.9315),(8 991.7765),(9 999.94617),(10 972.02795),(11 980.79346),(12 1001.6738),(13 1002.0788),(14 1002.1506),(15 1008.4405),(16 1025.5411),(17 1023.9588),(18 1022.3027),(19 1024.9177),(20 1040.7482),(21 1061.6046),(22 1068.7849),(23 1075.3092),(24 1074.6995),(25 1093.1093),(26 1090.0612),(27 1081.9419),(28 1098.4746),(29 1109.0695),(30 1089.2582),(31 1086.9773),(32 1065.8519),(33 1043.0563),(34 1019.1448),(35 1021.697),(36 998.4345),(37 987.50214),(38 981.8162),(39 989.8813),(40 983.36346),(41 985.86365),(42 995.1831),(43 1011.6799),(44 988.3185),(45 987.0699),(46 987.09845),(47 989.86053),(48 1004.5175),(49 1015.5412),(50 1014.102),(51 1009.48035),(52 1034.0986),(53 1049.5674),(54 1069.301),(55 1093.4747),(56 1101.7711),(57 1104.2374),(58 1116.6716),(59 1125.2396),(60 1130.0148),(61 1142.4165),(62 1157.9072),(63 1180.3293),(64 1184.1517),(65 1185.696),(66 1197.061),(67 1202.0122),(68 1216.8226),(69 1216.6959),(70 1219.759),(71 1211.9977),(72 1209.2665),(73 1202.5253),(74 1208.2441),(75 1211.1763),(76 1222.0844),(77 1227.7137),(78 1229.2212),(79 1239.6908),
(1 537.25525),(2 715.15344),(3 796.37775),(4 860.1218),(5 911.3668),(6 923.24475),(7 956.29095),(8 991.3094),(9 978.08765),(10 939.5541),(11 959.1413),(12 967.35803),(13 973.8296),(14 981.14233),(15 1004.24756),(16 1020.2919),(17 1017.0493),(18 1002.4063),(19 1005.876),(20 1017.66595),(21 1027.0784),(22 1041.5446),(23 1044.5236),(24 1034.331),(25 1033.9119),(26 1037.1804),(27 1034.0571),(28 1056.3817),(29 1060.0304),(30 1044.0264),(31 1045.3364),(32 1040.3806),(33 1034.7628),(34 1025.5946),(35 1011.6269),(36 999.2684),(37 979.85333),(38 975.70013),(39 985.60535),(40 990.7529),(41 992.6057),(42 989.4059),(43 999.1462),(44 975.10956),(45 972.3266),(46 967.10706),(47 992.7216),(48 1007.0864),(49 999.18536),(50 1000.08234),(51 1012.6606),(52 1031.8896),(53 1046.6896),(54 1055.8124),(55 1064.3942),(56 1074.3209),(57 1070.0803),(58 1094.7242),(59 1115.4901),(60 1117.8906),(61 1127.7993),(62 1130.456),(63 1146.7023),(64 1156.8273),(65 1164.9894),(66 1185.4121),(67 1196.8003),(68 1185.6417),(69 1163.3112),(70 1160.94),(71 1148.7583),(72 1164.2025),(73 1169.0209),(74 1169.3181),(75 1173.2407),(76 1172.7825),(77 1187.7705),(78 1178.0413),(79 1180.5172),
(1 535.62177),(2 699.21747),(3 764.7831),(4 814.83203),(5 861.13214),(6 880.2911),(7 891.3886),(8 933.69525),(9 950.09155),(10 911.83545),(11 915.76636),(12 943.2714),(13 941.4275),(14 936.1203),(15 957.7807),(16 952.3053),(17 969.10144),(18 965.0812),(19 968.691),(20 983.8036),(21 988.79),(22 983.02167),(23 970.455),(24 955.96545),(25 951.0358),(26 957.7829),(27 957.12006),(28 972.6306),(29 991.7189),(30 985.4455),(31 1003.36096),(32 1002.5793),(33 990.6437),(34 982.0251),(35 971.6817),(36 963.97687),(37 959.4487),(38 935.52234),(39 941.42926),(40 949.50745),(41 948.88293),(42 945.5829),(43 942.9674),(44 930.32947),(45 926.3527),(46 919.2438),(47 934.4261),(48 951.37476),(49 963.1123),(50 969.3082),(51 976.97705),(52 998.3667),(53 1012.01526),(54 1005.008),(55 1019.259),(56 1028.7693),(57 1035.9581),(58 1058.0759),(59 1087.3445),(60 1103.8203),(61 1108.8655),(62 1123.0155),(63 1138.688),(64 1131.963),(65 1132.1191),(66 1147.7728),(67 1154.2672),(68 1158.1171),(69 1147.3658),(70 1143.4806),(71 1142.8297),(72 1139.4176),(73 1136.5878),(74 1134.106),(75 1124.7672),(76 1124.3085),(77 1123.6414),(78 1124.5739),(79 1127.954),
(1 526.7304),(2 696.9819),(3 748.15717),(4 798.82074),(5 844.9179),(6 863.14667),(7 894.3093),(8 949.2373),(9 939.754),(10 910.91614),(11 916.0326),(12 930.6502),(13 930.6066),(14 941.1347),(15 963.45056),(16 965.92896),(17 979.9272),(18 997.50275),(19 1006.36993),(20 1011.332),(21 1033.6738),(22 1036.2996),(23 1025.1113),(24 1006.93585),(25 1003.5128),(26 1001.00793),(27 989.342),(28 1006.32166),(29 1011.3435),(30 1016.1857),(31 1020.01196),(32 1014.53314),(33 998.94324),(34 1002.51886),(35 996.75214),(36 989.0822),(37 971.2718),(38 964.15106),(39 969.45166),(40 966.3218),(41 956.971),(42 955.79333),(43 941.77136),(44 922.82526),(45 927.5284),(46 927.0012),(47 937.0284),(48 958.45624),(49 937.61334),(50 948.9457),(51 974.9066),(52 1003.70197),(53 1013.56854),(54 1019.8126),(55 1027.3595),(56 1037.4231),(57 1042.2645),(58 1062.804),(59 1081.7661),(60 1084.376),(61 1103.3876),(62 1100.741),(63 1107.2656),(64 1125.1083),(65 1122.7673),(66 1124.9773),(67 1135.3783),(68 1148.6979),(69 1139.7491),(70 1137.0863),(71 1148.6505),(72 1158.7032),(73 1159.1633),(74 1151.0402),(75 1138.5514),(76 1142.6189),(77 1140.4492),(78 1141.9548),(79 1162.3842),
(1 517.9696),(2 658.0717),(3 721.98364),(4 775.1537),(5 818.4908),(6 836.26166),(7 848.85156),(8 890.65),(9 909.38086),(10 881.0083),(11 884.21),(12 901.39526),(13 884.2029),(14 869.0531),(15 891.5486),(16 901.0767),(17 902.9662),(18 912.10474),(19 921.89087),(20 936.6234),(21 955.2304),(22 956.2274),(23 959.3954),(24 945.1234),(25 938.7417),(26 936.4443),(27 931.25714),(28 935.1332),(29 948.00714),(30 960.78125),(31 970.1688),(32 969.65204),(33 981.0024),(34 966.28345),(35 945.45844),(36 944.358),(37 944.5197),(38 923.13586),(39 928.8519),(40 925.0149),(41 921.0558),(42 919.94434),(43 906.9294),(44 908.6788),(45 927.42267),(46 921.93054),(47 927.77136),(48 933.3621),(49 937.1482),(50 965.9229),(51 964.37604),(52 983.1219),(53 989.3786),(54 992.9252),(55 1003.68646),(56 1004.84686),(57 1011.80725),(58 1030.0001),(59 1050.5089),(60 1067.1436),(61 1082.6698),(62 1087.9093),(63 1108.1194),(64 1113.5223),(65 1131.2126),(66 1130.1626),(67 1134.0089),(68 1140.6112),(69 1148.0281),(70 1153.2057),(71 1138.0966),(72 1148.8407),(73 1152.2621),(74 1163.3146),(75 1157.4104),(76 1161.0107),(77 1170.7373),(78 1170.291),(79 1171.8553),
(1 505.7014),(2 654.38116),(3 699.3814),(4 746.94763),(5 785.7025),(6 797.1772),(7 818.43604),(8 862.8921),(9 858.6652),(10 838.2554),(11 867.1408),(12 877.0115),(13 871.47626),(14 875.5125),(15 897.03125),(16 898.21466),(17 907.1267),(18 903.15906),(19 901.75397),(20 917.5551),(21 930.2716),(22 940.8341),(23 925.0265),(24 912.81866),(25 908.72986),(26 908.30273),(27 908.10956),(28 931.5838),(29 937.0196),(30 943.6916),(31 952.5329),(32 958.6593),(33 965.5309),(34 962.5518),(35 962.18964),(36 966.2745),(37 952.41455),(38 936.1878),(39 927.6506),(40 933.09985),(41 922.2779),(42 922.3565),(43 925.38904),(44 898.9002),(45 907.15686),(46 901.4298),(47 916.655),(48 933.5316),(49 935.8626),(50 954.16394),(51 955.95325),(52 976.7352),(53 964.10077),(54 962.30066),(55 967.0709),(56 981.0314),(57 976.96344),(58 994.8148),(59 1011.7665),(60 1020.00543),(61 1043.5812),(62 1055.3735),(63 1071.6222),(64 1090.5461),(65 1091.4388),(66 1099.4995),(67 1113.6042),(68 1118.0576),(69 1109.5079),(70 1120.5867),(71 1110.6191),(72 1120.0396),(73 1125.4912),(74 1121.4569),(75 1133.1466),(76 1136.7415),(77 1138.4376),(78 1135.5815),(79 1144.2979),
(1 495.51215),(2 635.52747),(3 695.10114),(4 723.95465),(5 759.7361),(6 783.93005),(7 795.0032),(8 822.91724),(9 838.1015),(10 827.95654),(11 858.5367),(12 876.1983),(13 867.8451),(14 856.2294),(15 864.5345),(16 866.19806),(17 867.87823),(18 871.7728),(19 876.7238),(20 883.6111),(21 902.01996),(22 911.7039),(23 914.775),(24 899.2121),(25 895.3378),(26 893.73956),(27 887.4783),(28 892.23944),(29 901.87256),(30 896.8495),(31 905.6523),(32 904.91595),(33 905.4461),(34 907.1042),(35 889.2155),(36 886.61),(37 889.956),(38 875.56946),(39 855.37164),(40 857.32904),(41 854.5503),(42 842.29785),(43 824.525),(44 823.3126),(45 840.3074),(46 827.037),(47 839.6139),(48 850.77203),(49 847.6494),(50 861.7591),(51 858.2137),(52 871.1459),(53 889.6348),(54 901.2492),(55 906.54047),(56 910.74567),(57 917.7558),(58 933.25287),(59 953.6087),(60 968.42584),(61 982.2655),(62 989.1839),(63 1004.9083),(64 1004.2221),(65 1010.8791),(66 1007.83704),(67 1012.02936),(68 1012.9622),(69 1006.2208),(70 1009.2804),(71 1006.7815),(72 1003.20105),(73 1004.0919),(74 1004.71796),(75 1004.54895),(76 1008.14276),(77 1010.4975),(78 1007.68713),(79 1011.3014),
(1 491.39212),(2 617.2468),(3 667.60394),(4 705.3554),(5 739.74316),(6 763.783),(7 788.37366),(8 817.0012),(9 816.0502),(10 812.0641),(11 838.6108),(12 851.0693),(13 846.91156),(14 846.62195),(15 858.34534),(16 857.10114),(17 857.9371),(18 865.0092),(19 871.49255),(20 874.1064),(21 892.98975),(22 904.1515),(23 893.66376),(24 880.3697),(25 875.4872),(26 881.203),(27 879.5596),(28 892.2884),(29 914.3815),(30 912.4396),(31 927.5602),(32 949.1114),(33 934.2866),(34 947.371),(35 954.05743),(36 946.62317),(37 933.55347),(38 931.97156),(39 928.5269),(40 919.5186),(41 908.1835),(42 892.5159),(43 876.51807),(44 861.3647),(45 862.039),(46 866.0573),(47 875.12036),(48 890.8561),(49 894.87976),(50 906.8322),(51 905.6322),(52 920.1896),(53 931.9231),(54 941.32996),(55 947.51904),(56 954.13153),(57 943.2566),(58 953.1053),(59 966.9522),(60 980.31866),(61 1007.1875),(62 1007.5495),(63 1012.661),(64 1022.5959),(65 1034.637),(66 1051.1958),(67 1059.7614),(68 1061.4833),(69 1048.611),(70 1042.502),(71 1041.4143),(72 1041.063),(73 1048.4265),(74 1048.1187),(75 1059.9049),(76 1058.9873),(77 1061.0048),(78 1056.8011),(79 1058.9823),
