1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1305624),(2 4778769.5),(3 10103526),(4 16857928),(5 24841968),(6 33763364),(7 43747256),(8 54369580),(9 65167660),(10 75995990),(11 86559970),(12 96953896),(13 106595330),(14 115260696),(15 122785816),(16 129500420),(17 134763380),(18 138972060),(19 142114990),(20 144501460),(21 146183260),(22 147275660),(23 148049220),(24 148418180),(25 148444910),(26 148136460),(27 147791020),(28 147164050),(29 146703090),(30 146353940),(31 145628740),(32 145303860),(33 144992340),(34 144874220),(35 144103020),(36 142968560),(37 141870930),(38 141417780),(39 140597500),(40 140022050),(41 139517580),(42 139164500),(43 138601980),(44 138053440),(45 137654610),(46 136954580),(47 135866770),(48 133980990),(49 130514270),(50 126426880),(51 122455550),(52 118688260),(53 114909500),(54 111250500),(55 107439770),(56 102583040),(57 97460510),(58 94192570),(59 90758210),(60 88400930),(61 87266950),(62 87300030),(63 88740600),(64 91932230),(65 96536856),(66 102584320),(67 109951400),(68 118624260),(69 128491370),(70 138832420),(71 150145810),(72 161786540),(73 173972370),(74 186784020),(75 199889200),(76 213398860),(77 226516880),(78 238965040),(79 249725010),
(1 30202.262),(2 43192.504),(3 52662.367),(4 54446.81),(5 53092.81),(6 54763.684),(7 55160.805),(8 56016.39),(9 58121.23),(10 60058.29),(11 59821.855),(12 62297.11),(13 63646.438),(14 64138.465),(15 65471.15),(16 64592.707),(17 64872.855),(18 67136.02),(19 67728.42),(20 68186.86),(21 65330.066),(22 67471.13),(23 69719.82),(24 71582.79),(25 69399.09),(26 68911.9),(27 67090.39),(28 67945.06),(29 68072.23),(30 69380.68),(31 70372.234),(32 72989.82),(33 70151.18),(34 69825.47),(35 68740.47),(36 69992.28),(37 70255.01),(38 69902.28),(39 71927.58),(40 71707.98),(41 73128.74),(42 72437.84),(43 72929.22),(44 70218.64),(45 69830.11),(46 71299.5),(47 71552.5),(48 72369.195),(49 75833.4),(50 74608.71),(51 74234.58),(52 73906.09),(53 73534.49),(54 73192.81),(55 73698.055),(56 72723.6),(57 72606.234),(58 74040.516),(59 73777.78),(60 73405.555),(61 72122.47),(62 71445.74),(63 71366.26),(64 74460.8),(65 75566.81),(66 74970.61),(67 74220.98),(68 75705.22),(69 75168.88),(70 73690.7),(71 73413.94),(72 75212.016),(73 75191.21),(74 74921.695),(75 75076.945),(76 76306.63),(77 77370.984),(78 76380.16),(79 74887.51),
(1 28147.227),(2 40762.895),(3 50062.402),(4 51243.39),(5 50762.445),(6 51015.723),(7 51602.164),(8 52986.766),(9 54909.742),(10 57563.51),(11 57514.5),(12 59287.79),(13 59540.18),(14 60385.945),(15 61782.113),(16 61383.7),(17 62657.88),(18 62909.855),(19 63487.043),(20 63886.668),(21 62908.324),(22 63881.957),(23 63912.367),(24 65774.83),(25 64754.01),(26 64443.62),(27 63637.164),(28 65192.348),(29 64145.688),(30 64984.8),(31 65546.516),(32 68344.94),(33 65421.676),(34 65719.95),(35 63684.125),(36 64680.297),(37 64971.992),(38 65800.25),(39 66329.484),(40 66312.49),(41 66763.28),(42 66368.44),(43 66895.18),(44 66317.695),(45 66646.27),(46 65513.766),(47 65872.59),(48 66564.92),(49 67540.97),(50 67370.62),(51 68706.82),(52 69210.44),(53 71068.35),(54 70298.96),(55 70297.51),(56 68601.71),(57 70007.65),(58 70391.02),(59 70079.93),(60 69475.984),(61 69162.04),(62 70026.59),(63 70185.8),(64 71084.85),(65 71203.805),(66 71503.945),(67 70932.62),(68 71504.695),(69 70812.34),(70 70504.695),(71 69750.38),(72 69516.46),(73 69833.67),(74 70647.44),(75 71695.695),(76 71934.086),(77 71635.445),(78 70115.98),(79 70965.84),
(1 29357.02),(2 43584.695),(3 53143.75),(4 53750.406),(5 53429.305),(6 53973.098),(7 54062.637),(8 54975.266),(9 57305.496),(10 60331.832),(11 61427.832),(12 64086.23),(13 64009.01),(14 64376.348),(15 64796.13),(16 63674.902),(17 65483.84),(18 65303.547),(19 67549.72),(20 68342.016),(21 66969.31),(22 66544.53),(23 66570.58),(24 69151.625),(25 68263.59),(26 67928.414),(27 67074.23),(28 67820.76),(29 67297.59),(30 68034.805),(31 67322.305),(32 69876.51),(33 68308.016),(34 68295.234),(35 66752.2),(36 67920.82),(37 68803.62),(38 69096.43),(39 70231.2),(40 70717.016),(41 71188.16),(42 71518.12),(43 71446.77),(44 70031.65),(45 69023.69),(46 67737.22),(47 70307.3),(48 71280.41),(49 71501.74),(50 72754.54),(51 72731.94),(52 71255.87),(53 73326.016),(54 73863.49),(55 74202.1),(56 71992.13),(57 72995.95),(58 72995.01),(59 72819.16),(60 73757.54),(61 73109.07),(62 73289.39),(63 72140.555),(64 74352.6),(65 75767.38),(66 76157.91),(67 75295.39),(68 77088.99),(69 76215.055),(70 75667.31),(71 75029.46),(72 74696.54),(73 75144.305),(74 74847.04),(75 74327.57),(76 74441.78),(77 75406.51),(78 75097.086),(79 74532.08),
(1 27123.746),(2 40428.094),(3 50893.68),(4 52205.816),(5 51093.29),(6 52001.586),(7 52805.563),(8 53543.215),(9 55143.883),(10 56356.555),(11 59018.527),(12 61522.09),(13 60921.543),(14 60530.094),(15 61018.93),(16 60187.563),(17 62393.87),(18 62371.813),(19 63448.598),(20 63698.473),(21 62808.23),(22 62973.184),(23 63723.957),(24 64412.29),(25 63502.02),(26 63460.945),(27 63803.313),(28 63544.094),(29 65228.414),(30 66115.33),(31 64717.277),(32 66559.15),(33 64311.824),(34 64749.023),(35 64006.113),(36 64617.61),(37 65272.113),(38 66088.16),(39 65252.113),(40 65106.77),(41 65378.36),(42 65535.24),(43 65450.043),(44 64786.945),(45 64415.598),(46 64391.816),(47 65014.313),(48 66040.61),(49 66731.79),(50 67330.6),(51 66791.195),(52 67382.43),(53 67409.59),(54 68119.35),(55 68858.89),(56 67485.57),(57 66907.93),(58 67019.5),(59 67283.84),(60 68480.19),(61 66808.26),(62 66969.13),(63 65982.35),(64 67790.96),(65 67495.75),(66 68298.984),(67 67886.77),(68 68515.234),(69 67802.15),(70 67618.13),(71 67727.44),(72 67495.4),(73 67877.484),(74 67427.08),(75 68111.98),(76 68507.81),(77 68455.55),(78 67194.96),(79 67197.04),
(1 26319.629),(2 38418.793),(3 46974.242),(4 49923.98),(5 50835.277),(6 51285.19),(7 51296.594),(8 51859.605),(9 53542.49),(10 55571.64),(11 57546.414),(12 60533.285),(13 60467.13),(14 61183.863),(15 61470.156),(16 59414.55),(17 61397.754),(18 61169.477),(19 62849.184),(20 63205.074),(21 62975.35),(22 63459.703),(23 63681.574),(24 64765.938),(25 63686.746),(26 62570.5),(27 62870.84),(28 63240.61),(29 64252.234),(30 64510.125),(31 63525.418),(32 64997.684),(33 62468.625),(34 63741.023),(35 62623.05),(36 63922.816),(37 62534.85),(38 65181.438),(39 63269.5),(40 63336.055),(41 64102.957),(42 63822.156),(43 63065.234),(44 62586.45),(45 62947.816),(46 62213.938),(47 63363.67),(48 64829.29),(49 64960.297),(50 65274.727),(51 64722.902),(52 64927.332),(53 64664.063),(54 65414.18),(55 66877.54),(56 66592.9),(57 65632.95),(58 65729.34),(59 65092.543),(60 65400.39),(61 64423.97),(62 64486.777),(63 64576.15),(64 66149.07),(65 65701.56),(66 66296.19),(67 66087.836),(68 66788.586),(69 66595.414),(70 67683.79),(71 66452.81),(72 66057.67),(73 66820.66),(74 66211.3),(75 66846.84),(76 66533.836),(77 66559.836),(78 64004.65),(79 63497.65),
(1 26284.197),(2 39070.418),(3 46802.598),(4 48860.664),(5 49891.688),(6 51216.523),(7 51866.098),(8 52934.04),(9 55038.02),(10 55474.168),(11 56025.125),(12 59081.164),(13 58997.082),(14 59972.59),(15 59918.754),(16 59142.465),(17 60554.496),(18 59765.887),(19 62542.09),(20 61923.277),(21 60800.203),(22 62043.39),(23 61974.01),(24 62880.54),(25 62068.465),(26 61237.504),(27 60645.383),(28 62383.555),(29 63927.42),(30 63733),(31 62791.184),(32 63749.055),(33 61291.887),(34 61842.508),(35 61994.44),(36 64229.9),(37 63077.75),(38 65097.574),(39 64928.332),(40 64879.66),(41 64508.754),(42 64597.516),(43 62200.34),(44 62923.848),(45 63519.41),(46 63069.27),(47 65617.875),(48 65726.055),(49 65875.734),(50 65520.44),(51 65347.555),(52 66752.695),(53 68246.96),(54 67919.92),(55 68152.5),(56 67194.83),(57 66675.695),(58 66520.73),(59 65409.816),(60 67213.02),(61 67186.83),(62 65401.73),(63 64515.29),(64 65979.75),(65 67142.49),(66 66429.664),(67 67067.26),(68 67217.71),(69 66600.2),(70 66818.38),(71 66499.24),(72 65920.72),(73 67345.34),(74 66920.555),(75 66714.2),(76 67892.15),(77 68978.05),(78 67228.336),(79 66463.78),
(1 24124.357),(2 36405.613),(3 44263.246),(4 46350.426),(5 47857.977),(6 48875.836),(7 49234.438),(8 49961.94),(9 51982.62),(10 52493.543),(11 54168.363),(12 55897.035),(13 56804.42),(14 57682.8),(15 57051.824),(16 56767.27),(17 57596.89),(18 56511.973),(19 58694.99),(20 57189.387),(21 57862.25),(22 59210.59),(23 60160.703),(24 59796.19),(25 58798.316),(26 58465.332),(27 58665.438),(28 58546.168),(29 60124.438),(30 58346.457),(31 59299.65),(32 60606.105),(33 58539.996),(34 59963.797),(35 58615.016),(36 60359.94),(37 59254.72),(38 60080.434),(39 60539.813),(40 60785.555),(41 60083.777),(42 61617.32),(43 59089.063),(44 59008.133),(45 59194.754),(46 59542.21),(47 60933.6),(48 62484.156),(49 62646.46),(50 61387.426),(51 63007.402),(52 62133.332),(53 62191.367),(54 62623.47),(55 63670.65),(56 63253.316),(57 63725.19),(58 64216.54),(59 63752.703),(60 62669.67),(61 62517.004),(62 62365.25),(63 62683.707),(64 63831.05),(65 63862.727),(66 63276.996),(67 62985.344),(68 63724.516),(69 62569.035),(70 63004.555),(71 63720.082),(72 63319.99),(73 62368.375),(74 63091.742),(75 64032.58),(76 64117.76),(77 63778.844),(78 62849.41),(79 61916.684),
(1 25141.203),(2 37493.742),(3 45586.434),(4 47432.582),(5 49594.23),(6 49739.824),(7 50001.082),(8 49458.137),(9 51472.355),(10 52263.383),(11 54685.39),(12 56390.203),(13 56675.867),(14 56793.38),(15 56984.88),(16 56573.72),(17 56902.52),(18 56857.523),(19 58066.72),(20 57030.902),(21 57083.09),(22 57295.008),(23 58891.367),(24 58943.27),(25 57527.88),(26 57177.063),(27 58982.52),(28 56883.727),(29 59068.84),(30 58134.152),(31 58721.047),(32 60032.492),(33 56843.36),(34 58709.695),(35 57381.574),(36 58835.23),(37 57942.074),(38 58596.02),(39 58164.89),(40 60466.797),(41 60714.73),(42 60810.066),(43 57992.89),(44 57928.67),(45 59176.098),(46 60101.51),(47 59856.383),(48 61452.72),(49 61509.945),(50 61196.727),(51 61843.465),(52 61201.88),(53 61756.902),(54 64473.12),(55 65037.652),(56 63114.023),(57 63155.688),(58 64023.195),(59 63469.87),(60 62830.445),(61 63703.848),(62 63310.508),(63 61669.293),(64 62794.535),(65 63587.184),(66 63675.184),(67 62726.883),(68 62120.414),(69 62815.066),(70 63729.355),(71 63023.664),(72 61289.242),(73 61455.203),(74 62664.23),(75 62806.5),(76 62397.566),(77 62919.66),(78 61724.76),(79 60665.742),
(1 24377.975),(2 37335.27),(3 45240.08),(4 45719.055),(5 46706.113),(6 47379.473),(7 48878.293),(8 48492.95),(9 51709.668),(10 52693.93),(11 54369.434),(12 56071.887),(13 55303.74),(14 55822.715),(15 56101.703),(16 55910.273),(17 55597.6),(18 55057.582),(19 56113.75),(20 55876.26),(21 55424.902),(22 54812.92),(23 56821.664),(24 57843.184),(25 56622.645),(26 55780.47),(27 56776.668),(28 55214.023),(29 57416.656),(30 56938.453),(31 56797.633),(32 57946.914),(33 57274.793),(34 58152.96),(35 57031.715),(36 57502.69),(37 56830.313),(38 58110.453),(39 57033.26),(40 58699.023),(41 58945.875),(42 58575.72),(43 56433.58),(44 57449.83),(45 57031.336),(46 57702.12),(47 58548.703),(48 58857.863),(49 57686.46),(50 57821.996),(51 58682.668),(52 59055.56),(53 58703.484),(54 59454.418),(55 59614.2),(56 59405.133),(57 60205.367),(58 59597.36),(59 59570.32),(60 59771.258),(61 59685.15),(62 58730.08),(63 58962.1),(64 60866.74),(65 60932.12),(66 60553.58),(67 60284.418),(68 60560.8),(69 60586.965),(70 61587.25),(71 61783.816),(72 59974.293),(73 60274.164),(74 60313.867),(75 60647.527),(76 61655.984),(77 61997.566),(78 60115.22),(79 59565.594),
(1 24069.283),(2 36862.41),(3 43776.066),(4 44041.582),(5 44196.934),(6 43955.344),(7 44899.91),(8 45844.297),(9 47827.617),(10 48300.47),(11 49481.336),(12 51371.277),(13 51587.727),(14 51961.64),(15 51496.727),(16 52419.727),(17 52663.953),(18 52292.688),(19 52933.16),(20 52637.516),(21 51994.09),(22 51093.184),(23 53442.125),(24 53603.035),(25 53033.42),(26 51074.496),(27 52387.75),(28 51541.1),(29 53427.69),(30 53121.03),(31 53219.25),(32 53081.703),(33 53207.555),(34 53135.957),(35 53508.047),(36 53696.48),(37 53007.77),(38 54459.17),(39 53749.863),(40 54045.39),(41 55227.1),(42 55062.55),(43 53090.586),(44 54641.83),(45 54211.688),(46 54087.875),(47 55909.793),(48 57283.383),(49 55134.84),(50 55941.26),(51 55550.055),(52 55514.24),(53 57110.816),(54 58391.723),(55 58522.54),(56 58524.7),(57 58952.52),(58 58080.906),(59 58644.176),(60 58968.496),(61 58276.58),(62 58539.656),(63 58772.676),(64 60106.266),(65 59083.55),(66 59485.645),(67 59765.84),(68 59391.957),(69 58763.574),(70 59351.242),(71 58874.957),(72 58246.797),(73 57780.543),(74 58340.496),(75 59033.117),(76 59146.816),(77 59394.805),(78 58596.17),(79 58229.195),
(1 23448.639),(2 36735.918),(3 42696.434),(4 42787.688),(5 44098.082),(6 43777.273),(7 45199.3),(8 45957.445),(9 47366.934),(10 48855.715),(11 50575.125),(12 51761.215),(13 52332.61),(14 51905.71),(15 51765.957),(16 52760.977),(17 52916.332),(18 52457.164),(19 52662.227),(20 52873.426),(21 53266.285),(22 51232.3),(23 52534.664),(24 52840.13),(25 52714.59),(26 51282.38),(27 51082.97),(28 50818.445),(29 52117.58),(30 51442.816),(31 52093.58),(32 52134.508),(33 52580.344),(34 51920.113),(35 52631.16),(36 52645.906),(37 52697.3),(38 53382.32),(39 53315.434),(40 52876.242),(41 53911.957),(42 53943.508),(43 53340.61),(44 54455.38),(45 54386.273),(46 54493.1),(47 55405.85),(48 56514.76),(49 55718.883),(50 55460.125),(51 54453.86),(52 54665.043),(53 55743.688),(54 55979.39),(55 57000.035),(56 56527.332),(57 56839.92),(58 56171.824),(59 56778.496),(60 56887.55),(61 57185.555),(62 56246.332),(63 55787.68),(64 56667.86),(65 57290.758),(66 56949.957),(67 56196.105),(68 56324.75),(69 56432.37),(70 56652.203),(71 56179.586),(72 56526.38),(73 56493.188),(74 57330.773),(75 57675.99),(76 58071.918),(77 58859.15),(78 57559.75),(79 57009.76),
(1 23110.86),(2 35475.746),(3 40689.117),(4 41065.234),(5 41606.71),(6 41905.125),(7 44723.32),(8 44804.613),(9 45542.58),(10 47057.535),(11 48858.31),(12 49328.637),(13 50829.406),(14 51941),(15 50941.38),(16 52426.277),(17 50868.363),(18 51812.387),(19 51520.965),(20 51668.113),(21 52992.31),(22 49444.18),(23 51196.305),(24 50709.254),(25 51118.81),(26 49632.45),(27 49982.242),(28 49995.094),(29 51622.254),(30 51358.547),(31 51439.637),(32 51027.996),(33 50878.33),(34 51253.953),(35 52019.527),(36 51286.414),(37 51652.137),(38 51748.54),(39 52489.723),(40 52195.574),(41 52383.074),(42 52441.926),(43 51320.06),(44 53786.367),(45 53544.66),(46 54280.746),(47 53744.3),(48 54809.223),(49 54127.465),(50 54656.906),(51 54691.43),(52 53610.6),(53 54532.355),(54 55687.65),(55 56653.996),(56 55076.67),(57 54890.855),(58 54881.613),(59 55666.2),(60 55496.04),(61 55836.063),(62 55182.914),(63 54754.01),(64 55032.516),(65 56234.344),(66 56373.406),(67 54937.01),(68 55308.645),(69 55453.063),(70 54969.54),(71 54705.62),(72 54755.168),(73 54474.254),(74 55101.668),(75 55431.1),(76 56019.94),(77 56026.94),(78 54937.5),(79 54217.06),
(1 22498.168),(2 34453.77),(3 39550.688),(4 40443.54),(5 40263.375),(6 40953.695),(7 43513.766),(8 43597.934),(9 44049.133),(10 46154.453),(11 47479.57),(12 47929.1),(13 49496.355),(14 51072.96),(15 50060.11),(16 51417.68),(17 50394.28),(18 52043.813),(19 50393.566),(20 50233.836),(21 51129.715),(22 49175.26),(23 50435.38),(24 49578.246),(25 49711.953),(26 48396.59),(27 49249.613),(28 48221.766),(29 50302.516),(30 49378.594),(31 50072.37),(32 49609.137),(33 49453.555),(34 49112.695),(35 49542.098),(36 49675.605),(37 49478.77),(38 50294.184),(39 49326.63),(40 50014.996),(41 50971.344),(42 50240.96),(43 49473.28),(44 51225.984),(45 51002.902),(46 51846.26),(47 51378.707),(48 51383.074),(49 50975.43),(50 51988.383),(51 50893.293),(52 50700.777),(53 51301.367),(54 51815.44),(55 53189.133),(56 52639.52),(57 53290.8),(58 53096.617),(59 53720.38),(60 53159.652),(61 53378.26),(62 53265.188),(63 52442.086),(64 52137.08),(65 52219.305),(66 52056.715),(67 52509.457),(68 52055.188),(69 52049.188),(70 52180.11),(71 51839.59),(72 52259.813),(73 52669.406),(74 52872.766),(75 53396.836),(76 53257.23),(77 53392.16),(78 53075.99),(79 51589.656),
(1 22631.186),(2 34331.477),(3 37916.484),(4 38196.637),(5 39648.26),(6 39762.426),(7 41914.95),(8 43343.61),(9 43828.61),(10 44972.273),(11 46406.316),(12 47250.973),(13 47535.637),(14 48326.277),(15 48013.773),(16 49256.297),(17 49078.01),(18 49166.805),(19 48295.082),(20 47929.95),(21 48323.508),(22 48075.387),(23 47424.973),(24 47789.023),(25 47222.387),(26 47263.29),(27 47400.16),(28 46280.098),(29 47924.31),(30 47543.027),(31 47464.625),(32 47158.824),(33 47004.48),(34 46533.258),(35 46820.2),(36 47381.57),(37 46316.902),(38 48554.24),(39 47478.477),(40 48139.734),(41 49209.363),(42 48463.77),(43 48094.4),(44 48746.785),(45 49473.777),(46 50207.023),(47 49875.867),(48 50497.293),(49 50018.105),(50 50171.426),(51 49987.242),(52 50031.703),(53 49684.563),(54 49798.11),(55 51039.21),(56 50935.863),(57 50377.96),(58 50094.563),(59 51771.45),(60 51471.176),(61 51152.2),(62 50416.59),(63 50673.39),(64 51320.504),(65 50844.71),(66 51368.25),(67 51668.215),(68 50921.625),(69 52324.25),(70 52548.254),(71 52090.836),(72 51453.69),(73 51480.375),(74 51678.03),(75 51242.55),(76 50894.742),(77 51345.484),(78 51116.48),(79 49901.348),
(1 22728.467),(2 34827.836),(3 38162.758),(4 38135.07),(5 40362.61),(6 40472.688),(7 42915.176),(8 44129.668),(9 43841.563),(10 45211.797),(11 47092.06),(12 47183.715),(13 47623.023),(14 49331.19),(15 48282.55),(16 49856.434),(17 50003.406),(18 50098.504),(19 50807.32),(20 49583.96),(21 49578.734),(22 49155.832),(23 48674.18),(24 49149.63),(25 48103.832),(26 48023.73),(27 47938.824),(28 47654.137),(29 49100.477),(30 49320.395),(31 48529.297),(32 48166.906),(33 47759.45),(34 47452.332),(35 46691.063),(36 47404.594),(37 47150.168),(38 48508.145),(39 48375.555),(40 47504.6),(41 49166.617),(42 49061.46),(43 48037.336),(44 47916.863),(45 48282.086),(46 48838.945),(47 49334.46),(48 49493.453),(49 49111.23),(50 49473.246),(51 49827.996),(52 50217.086),(53 50458.266),(54 49653.41),(55 50736.727),(56 51660.23),(57 51743.035),(58 51853.785),(59 53336.094),(60 52481.832),(61 52667.945),(62 52889.973),(63 53455.594),(64 51867.945),(65 51684.137),(66 52926.87),(67 52587.37),(68 51922.04),(69 51777.77),(70 52067.266),(71 52756.566),(72 52610.203),(73 52089.37),(74 53388.875),(75 52972.09),(76 53320.438),(77 53361.19),(78 53622.445),(79 52981.77),
(1 22394.605),(2 33694.64),(3 37213.668),(4 37415.973),(5 39677.832),(6 40400.086),(7 42222.867),(8 43281.242),(9 43632.73),(10 44169.676),(11 46307.016),(12 46911.496),(13 47473.81),(14 47842.57),(15 46354.426),(16 47506.246),(17 47501.79),(18 48460.258),(19 47570.543),(20 47246.91),(21 46862.746),(22 47619.883),(23 46834.957),(24 46780.566),(25 46404.74),(26 46396.465),(27 46741.418),(28 46102.035),(29 47573.26),(30 46725.504),(31 46195.867),(32 46297.504),(33 45482.27),(34 45007.484),(35 45195.426),(36 45389.15),(37 45739.965),(38 46098.59),(39 47089.426),(40 47199.844),(41 48462.82),(42 48693.43),(43 48032.957),(44 47918.516),(45 48214.977),(46 48854.563),(47 49658.844),(48 49314.64),(49 48716.074),(50 49646.688),(51 48779.027),(52 49637.152),(53 49044.68),(54 48457.477),(55 48728.6),(56 49255.613),(57 50007.234),(58 50106.688),(59 50705.72),(60 49473.563),(61 50366.313),(62 50739.62),(63 49668.094),(64 49046.965),(65 50670.742),(66 50944.324),(67 50254.68),(68 50593.28),(69 51335.19),(70 52569.96),(71 52501.883),(72 52072.418),(73 52318.324),(74 53458.113),(75 53486.82),(76 53132.74),(77 52331.21),(78 52756.92),(79 52115.117),
(1 21098.38),(2 30651.059),(3 33264.85),(4 33853.027),(5 35541.26),(6 37306.996),(7 38657.344),(8 39277.82),(9 39179.137),(10 40105.645),(11 41647.79),(12 42373.67),(13 42857.453),(14 42938.207),(15 42639.684),(16 44150.4),(17 43937.973),(18 44777.363),(19 43525.688),(20 45355.92),(21 44280.78),(22 45089.016),(23 43597.6),(24 44650.816),(25 44050.92),(26 44357.836),(27 44282.684),(28 43782.473),(29 44646.895),(30 44744.285),(31 44179.31),(32 43489.895),(33 44239.027),(34 43907.656),(35 44032.92),(36 43132.027),(37 43008.145),(38 43049.273),(39 44750.82),(40 45572.11),(41 45660.79),(42 46653.035),(43 46042.438),(44 46125.84),(45 45282.313),(46 45562.09),(47 46014.168),(48 45683.855),(49 45713.824),(50 46016.54),(51 45745.43),(52 46751.996),(53 45841.145),(54 45656.84),(55 46140.508),(56 47167.164),(57 47403.348),(58 47339.57),(59 48556.133),(60 48473.637),(61 48379.496),(62 48031.9),(63 48012.195),(64 48058.402),(65 48012.49),(66 48271.043),(67 48533.93),(68 48126.625),(69 49416.1),(70 50484.69),(71 49978.48),(72 50067.566),(73 49751.4),(74 50162.61),(75 50025.51),(76 49969.78),(77 50508.164),(78 50070.816),(79 48580.027),
(1 20706.844),(2 31166.535),(3 33515.33),(4 33866.637),(5 35404.504),(6 36557.082),(7 38685.105),(8 39341.074),(9 39721.387),(10 40338.867),(11 41833.05),(12 42571.895),(13 43175.12),(14 43774.285),(15 43053.223),(16 43415.793),(17 42919.54),(18 43841.555),(19 42390.95),(20 43390.063),(21 42914.027),(22 43253.62),(23 42883.258),(24 43257.773),(25 43338.46),(26 42341.9),(27 43275.777),(28 42877.453),(29 43251.715),(30 43253.72),(31 42910.426),(32 42540.77),(33 43456.86),(34 43205.99),(35 43118.215),(36 42882.25),(37 43225.14),(38 43536.586),(39 44752.387),(40 45082.805),(41 46377.46),(42 46527.36),(43 46024.54),(44 46176.684),(45 45906.777),(46 47586.984),(47 47121.65),(48 46602.246),(49 46397.387),(50 46857.977),(51 47449.164),(52 46894.094),(53 46651.82),(54 46094.383),(55 46393.6),(56 46942.297),(57 47266.18),(58 46746.203),(59 47420.81),(60 46724.195),(61 47281.81),(62 47336.11),(63 47269.4),(64 45723.64),(65 45860.203),(66 47549.3),(67 47518.46),(68 46802.324),(69 48190.81),(70 49097.36),(71 49206.066),(72 49086.996),(73 49091.133),(74 49763.945),(75 50047.297),(76 50322.15),(77 50504.906),(78 49824.984),(79 48416.867),
