1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 288.02463),(2 326.42682),(3 369.70715),(4 383.9478),(5 402.88962),(6 424.07245),(7 440.7931),(8 450.95898),(9 453.46268),(10 459.19873),(11 471.75308),(12 472.92426),(13 478.21887),(14 488.4188),(15 491.11768),(16 499.55307),(17 499.94635),(18 503.09192),(19 499.91873),(20 505.07562),(21 499.62115),(22 497.61862),(23 495.66977),(24 494.53177),(25 495.43826),(26 500.2139),(27 498.85297),(28 498.86505),(29 498.1832),(30 498.2147),(31 502.14566),(32 499.81088),(33 503.7425),(34 501.90518),(35 507.20502),(36 501.74835),(37 510.53168),(38 509.35428),(39 511.17252),(40 514.34607),(41 515.8047),(42 520.3562),(43 517.8936),(44 525.784),(45 521.1879),(46 526.0358),(47 526.1896),(48 533.3106),(49 529.5635),(50 533.3163),(51 535.62225),(52 529.4411),(53 534.18695),(54 539.9617),(55 537.9472),(56 536.725),(57 538.87775),(58 541.01215),(59 535.169),(60 535.3096),(61 548.3673),(62 541.99),(63 548.34247),(64 547.219),(65 543.03326),(66 538.25775),(67 542.77875),(68 538.75476),(69 544.0388),(70 550.8541),(71 548.3427),(72 543.01404),(73 537.4865),(74 536.30853),(75 539.0495),(76 536.944),(77 533.913),(78 532.35205),(79 531.26013),
(1 283.97385),(2 323.2312),(3 366.06067),(4 381.93027),(5 395.7393),(6 406.39728),(7 423.6054),(8 436.9711),(9 442.78275),(10 451.05417),(11 464.88904),(12 467.9959),(13 470.57388),(14 481.57794),(15 486.01413),(16 485.71698),(17 492.4376),(18 501.4748),(19 497.8988),(20 500.57016),(21 494.78973),(22 494.60345),(23 490.12234),(24 491.24008),(25 489.10388),(26 494.79736),(27 493.75684),(28 495.96564),(29 492.497),(30 493.23743),(31 492.82758),(32 494.83792),(33 505.7715),(34 502.24777),(35 501.06824),(36 502.738),(37 510.37128),(38 508.52023),(39 510.55862),(40 515.8774),(41 518.70667),(42 519.1048),(43 517.7999),(44 521.71625),(45 525.1698),(46 524.46423),(47 523.1747),(48 530.74426),(49 528.08246),(50 524.4783),(51 527.7996),(52 518.50586),(53 524.6525),(54 521.8041),(55 526.78314),(56 524.0418),(57 531.8277),(58 530.93567),(59 526.22614),(60 528.3544),(61 527.75903),(62 521.6399),(63 532.44775),(64 523.2523),(65 522.12134),(66 517.57495),(67 520.6784),(68 521.14545),(69 524.6204),(70 529.4244),(71 525.1025),(72 519.56085),(73 520.338),(74 520.056),(75 515.65735),(76 514.28467),(77 512.1584),(78 510.67944),(79 508.22046),
(1 274.7148),(2 313.82745),(3 357.59073),(4 373.3288),(5 390.5489),(6 403.75385),(7 417.52518),(8 426.6699),(9 434.22977),(10 444.91553),(11 456.36212),(12 464.46066),(13 461.54163),(14 470.8849),(15 472.4645),(16 478.7483),(17 482.23184),(18 481.74152),(19 481.17926),(20 480.1638),(21 482.3982),(22 487.31677),(23 482.25864),(24 485.12683),(25 487.3849),(26 494.73306),(27 484.84784),(28 480.40335),(29 482.49857),(30 483.84634),(31 483.5822),(32 487.82867),(33 494.8678),(34 492.80594),(35 495.30353),(36 500.25238),(37 500.37122),(38 497.00894),(39 500.00156),(40 495.61426),(41 496.19247),(42 498.8155),(43 494.6383),(44 502.31845),(45 504.52673),(46 506.65225),(47 507.77405),(48 509.3693),(49 506.22052),(50 507.2874),(51 507.5444),(52 509.64536),(53 510.81937),(54 512.156),(55 514.8944),(56 515.8627),(57 516.13446),(58 517.3638),(59 515.19525),(60 516.1338),(61 516.58295),(62 515.0455),(63 520.5317),(64 521.7048),(65 521.08813),(66 529.5894),(67 529.511),(68 526.7708),(69 524.7422),(70 525.51416),(71 521.8487),(72 524.7336),(73 518.91864),(74 521.50397),(75 525.3102),(76 519.7544),(77 518.05945),(78 514.6889),(79 512.2406),
(1 269.3568),(2 308.88434),(3 346.97504),(4 365.199),(5 378.00983),(6 396.24753),(7 410.16412),(8 421.23138),(9 419.60153),(10 427.8987),(11 438.3355),(12 444.1856),(13 445.6818),(14 454.23422),(15 458.66922),(16 461.7168),(17 468.9894),(18 475.66907),(19 469.54028),(20 472.13327),(21 475.39706),(22 473.32196),(23 476.07108),(24 475.3135),(25 484.75613),(26 486.32202),(27 480.9397),(28 480.4448),(29 480.68945),(30 480.4841),(31 480.0087),(32 480.5279),(33 488.05566),(34 484.91434),(35 484.1441),(36 481.83218),(37 481.98148),(38 485.4429),(39 486.18295),(40 487.02582),(41 485.49744),(42 488.28738),(43 487.68216),(44 492.13397),(45 492.24506),(46 493.13138),(47 489.3172),(48 492.20642),(49 497.5242),(50 491.65146),(51 496.0725),(52 491.04852),(53 490.24976),(54 492.94348),(55 487.23462),(56 488.54816),(57 497.8429),(58 492.92014),(59 492.69556),(60 492.93777),(61 490.1973),(62 490.94708),(63 506.29486),(64 495.87225),(65 496.9335),(66 500.38367),(67 496.5987),(68 499.0623),(69 496.74515),(70 496.2456),(71 490.1372),(72 490.16632),(73 491.2941),(74 491.72412),(75 491.61395),(76 485.9001),(77 490.62827),(78 489.47977),(79 489.12796),
(1 268.6786),(2 311.04245),(3 349.2851),(4 367.41702),(5 386.28482),(6 400.12903),(7 408.8187),(8 418.995),(9 423.29147),(10 428.12134),(11 439.57144),(12 442.2983),(13 445.3598),(14 454.79178),(15 457.93594),(16 468.07916),(17 470.26096),(18 474.3088),(19 469.93942),(20 472.44333),(21 470.13416),(22 469.66394),(23 465.9997),(24 466.08237),(25 468.78168),(26 474.45474),(27 470.99307),(28 474.33456),(29 474.99307),(30 474.18314),(31 467.15543),(32 474.98157),(33 478.03336),(34 476.42297),(35 476.53986),(36 479.15335),(37 481.2952),(38 484.2149),(39 484.78552),(40 481.06073),(41 479.9974),(42 482.1068),(43 485.7221),(44 488.75845),(45 493.4668),(46 497.42816),(47 494.86914),(48 495.43286),(49 494.60928),(50 492.0233),(51 497.55533),(52 490.94522),(53 489.39005),(54 489.00284),(55 487.555),(56 482.203),(57 485.7033),(58 485.65045),(59 488.03656),(60 487.4513),(61 485.23233),(62 492.76813),(63 500.70944),(64 494.20905),(65 488.89764),(66 497.26218),(67 496.20578),(68 495.80725),(69 490.54956),(70 494.1858),(71 487.3779),(72 491.79346),(73 489.32077),(74 489.89993),(75 484.4054),(76 486.7847),(77 484.7762),(78 486.75314),(79 485.39352),
(1 269.52975),(2 309.35532),(3 344.52155),(4 355.3906),(5 377.50546),(6 396.35785),(7 400.79422),(8 411.33377),(9 414.82825),(10 420.7786),(11 430.53928),(12 430.48288),(13 436.51602),(14 444.39572),(15 448.02026),(16 454.4102),(17 460.46707),(18 467.32553),(19 464.92377),(20 462.5013),(21 459.29312),(22 462.60168),(23 456.80045),(24 449.99628),(25 458.08218),(26 467.24136),(27 463.8843),(28 469.12106),(29 473.47653),(30 464.7358),(31 465.66888),(32 460.09155),(33 465.9845),(34 472.56036),(35 476.5244),(36 473.04218),(37 473.40778),(38 478.73303),(39 472.00824),(40 472.88934),(41 477.93527),(42 478.62885),(43 479.13068),(44 479.91275),(45 481.48264),(46 482.58707),(47 486.3481),(48 491.48724),(49 488.01993),(50 488.28647),(51 486.96313),(52 486.7009),(53 483.3643),(54 483.99982),(55 485.20865),(56 478.00662),(57 480.21216),(58 486.3515),(59 490.10657),(60 489.37103),(61 493.63882),(62 498.6911),(63 498.96912),(64 500.4498),(65 497.84702),(66 502.07962),(67 499.82956),(68 498.264),(69 495.37006),(70 490.57986),(71 491.7985),(72 491.9809),(73 486.72098),(74 489.71863),(75 489.601),(76 489.53473),(77 491.26077),(78 493.8313),(79 490.42838),
(1 260.40533),(2 300.5553),(3 337.46155),(4 354.53238),(5 368.97107),(6 382.25748),(7 390.95428),(8 404.806),(9 412.19437),(10 416.86453),(11 425.434),(12 429.2667),(13 432.7819),(14 434.23178),(15 438.65015),(16 440.03668),(17 444.66885),(18 450.31018),(19 442.36383),(20 452.1693),(21 449.77072),(22 449.59003),(23 448.62177),(24 446.28766),(25 450.2934),(26 451.4366),(27 459.51675),(28 456.85214),(29 460.8781),(30 454.55972),(31 451.5386),(32 454.537),(33 451.2078),(34 459.00766),(35 459.72433),(36 460.12814),(37 461.29645),(38 467.62158),(39 464.19217),(40 465.8955),(41 469.37283),(42 467.44995),(43 471.24725),(44 473.25308),(45 479.28094),(46 476.6842),(47 476.80652),(48 475.16873),(49 475.17307),(50 480.20276),(51 477.77618),(52 477.66452),(53 477.5655),(54 475.05453),(55 472.4632),(56 465.19482),(57 470.15945),(58 474.44205),(59 476.10837),(60 473.59183),(61 472.27197),(62 477.62842),(63 481.11133),(64 480.87094),(65 481.81583),(66 480.72128),(67 477.53903),(68 479.08875),(69 472.43796),(70 469.0424),(71 474.42987),(72 469.283),(73 470.15836),(74 464.80258),(75 470.4341),(76 467.4685),(77 464.63962),(78 466.68073),(79 464.9882),
(1 260.6984),(2 292.45792),(3 330.21466),(4 348.76788),(5 358.582),(6 378.96976),(7 388.41772),(8 399.6284),(9 407.18976),(10 418.65854),(11 420.145),(12 421.5377),(13 426.8609),(14 430.62286),(15 436.46136),(16 432.8833),(17 439.90134),(18 450.20227),(19 448.9664),(20 446.22083),(21 442.91763),(22 446.6282),(23 442.9225),(24 443.193),(25 442.41544),(26 442.90665),(27 443.88797),(28 445.17844),(29 439.515),(30 440.23514),(31 438.65457),(32 434.57236),(33 443.29846),(34 442.90613),(35 448.4527),(36 450.46988),(37 450.08627),(38 451.7388),(39 450.84256),(40 450.59637),(41 450.05057),(42 455.54095),(43 454.65674),(44 458.14352),(45 462.84903),(46 458.16193),(47 461.17365),(48 460.20178),(49 458.51697),(50 459.48468),(51 457.9911),(52 450.6241),(53 454.04156),(54 458.23898),(55 457.40982),(56 452.926),(57 455.46594),(58 459.23917),(59 465.11786),(60 461.23383),(61 460.49402),(62 464.38873),(63 467.08286),(64 466.12842),(65 465.6732),(66 466.1421),(67 462.97406),(68 463.50266),(69 461.82843),(70 457.433),(71 457.15723),(72 457.59305),(73 454.142),(74 458.83118),(75 454.1557),(76 455.56506),(77 454.6985),(78 453.31223),(79 450.31116),
(1 258.21558),(2 288.7657),(3 322.9802),(4 340.27432),(5 356.1553),(6 369.95612),(7 379.93808),(8 391.16586),(9 401.47717),(10 402.93637),(11 409.18808),(12 417.81003),(13 424.75003),(14 426.76242),(15 434.95172),(16 429.23892),(17 438.55066),(18 447.7531),(19 438.46317),(20 440.61533),(21 435.3325),(22 442.47086),(23 440.14734),(24 432.63406),(25 437.16092),(26 444.38638),(27 437.89166),(28 443.5806),(29 441.47006),(30 441.19086),(31 439.151),(32 439.18134),(33 439.33514),(34 444.27274),(35 444.4653),(36 450.12766),(37 446.49527),(38 452.8546),(39 450.34186),(40 453.58176),(41 452.24628),(42 457.5425),(43 464.0698),(44 461.70377),(45 465.47562),(46 461.68207),(47 462.96555),(48 465.05103),(49 461.88416),(50 467.45746),(51 460.1826),(52 459.4451),(53 461.5412),(54 462.05765),(55 460.96713),(56 463.73923),(57 461.27307),(58 457.29782),(59 461.51166),(60 457.53198),(61 457.96103),(62 460.3841),(63 461.5748),(64 461.47406),(65 466.37247),(66 462.90756),(67 461.80707),(68 456.0953),(69 457.9679),(70 456.62842),(71 457.37213),(72 456.61166),(73 451.4902),(74 453.30908),(75 450.17142),(76 449.3947),(77 444.368),(78 441.89807),(79 440.55328),
(1 245.50534),(2 280.86432),(3 317.5855),(4 335.49332),(5 352.0175),(6 368.2169),(7 375.98795),(8 388.07205),(9 393.5282),(10 395.90472),(11 408.52097),(12 411.9252),(13 420.7304),(14 422.88083),(15 428.5896),(16 425.3602),(17 426.7593),(18 433.85843),(19 428.08865),(20 428.12137),(21 431.4388),(22 433.02896),(23 433.08258),(24 435.95883),(25 432.78476),(26 433.86734),(27 434.45328),(28 432.997),(29 429.54883),(30 431.76038),(31 427.5051),(32 429.1336),(33 427.69098),(34 429.45313),(35 437.52353),(36 435.85312),(37 442.077),(38 441.76767),(39 443.03546),(40 442.54016),(41 443.36703),(42 444.1707),(43 449.69724),(44 453.34998),(45 454.53195),(46 455.01254),(47 453.9066),(48 455.78873),(49 455.0096),(50 459.03494),(51 459.6442),(52 458.14807),(53 458.3631),(54 463.71756),(55 461.24118),(56 456.5148),(57 456.1959),(58 455.0607),(59 457.0868),(60 453.64792),(61 454.6632),(62 453.7434),(63 461.2422),(64 462.25473),(65 456.89908),(66 460.8574),(67 457.3633),(68 454.89685),(69 453.44162),(70 448.32373),(71 453.0153),(72 451.45764),(73 449.78052),(74 449.2526),(75 445.74707),(76 441.273),(77 439.49585),(78 442.49002),(79 440.99573),
(1 247.0026),(2 284.13925),(3 316.57303),(4 335.74548),(5 349.20462),(6 362.8122),(7 372.48608),(8 382.8885),(9 386.85416),(10 395.57434),(11 405.8646),(12 412.80084),(13 417.85092),(14 417.71683),(15 425.7318),(16 424.82684),(17 429.00998),(18 437.06082),(19 431.8668),(20 434.24808),(21 432.3973),(22 435.4481),(23 436.6291),(24 431.74777),(25 434.20535),(26 434.4776),(27 433.7509),(28 430.93738),(29 429.37134),(30 422.49622),(31 426.1635),(32 423.58847),(33 429.39575),(34 432.90677),(35 437.18103),(36 434.80823),(37 436.34277),(38 443.4091),(39 443.7569),(40 446.07675),(41 444.35132),(42 444.9357),(43 443.5519),(44 444.46634),(45 443.79968),(46 445.00098),(47 442.15564),(48 445.05908),(49 441.94003),(50 447.64252),(51 445.97455),(52 448.77908),(53 449.79996),(54 451.4492),(55 448.44067),(56 451.09225),(57 448.58444),(58 448.87924),(59 445.81055),(60 442.26306),(61 445.8946),(62 447.35168),(63 452.11407),(64 449.01035),(65 446.93503),(66 446.27554),(67 449.0128),(68 448.0519),(69 446.86865),(70 451.53918),(71 449.64285),(72 448.75763),(73 447.50494),(74 448.2945),(75 447.0084),(76 442.85184),(77 437.8608),(78 436.48288),(79 436.44846),
(1 241.2836),(2 275.98416),(3 311.6102),(4 327.52225),(5 341.79544),(6 353.76312),(7 365.13882),(8 376.99005),(9 386.43015),(10 391.46646),(11 398.22794),(12 405.21606),(13 408.921),(14 411.3559),(15 420.79645),(16 415.79175),(17 419.4607),(18 428.30988),(19 423.5261),(20 423.2084),(21 421.9436),(22 426.4696),(23 426.6476),(24 427.0066),(25 424.1844),(26 428.0527),(27 426.90613),(28 428.9534),(29 426.64398),(30 426.88425),(31 424.67648),(32 422.72656),(33 424.2569),(34 421.3738),(35 427.6137),(36 425.81583),(37 427.7872),(38 432.58118),(39 436.5401),(40 436.90878),(41 431.48355),(42 433.57324),(43 436.7666),(44 436.91696),(45 439.0602),(46 442.3662),(47 443.68515),(48 447.12253),(49 444.5174),(50 448.88498),(51 445.34238),(52 443.08853),(53 446.217),(54 444.0177),(55 442.26593),(56 442.05392),(57 444.51038),(58 446.58994),(59 443.32117),(60 441.6343),(61 441.2177),(62 442.93573),(63 448.66125),(64 446.3608),(65 446.17514),(66 448.04965),(67 442.32172),(68 444.37445),(69 443.86127),(70 438.3282),(71 437.36145),(72 437.63998),(73 439.12738),(74 444.25992),(75 443.2518),(76 443.05557),(77 439.94464),(78 440.93707),(79 437.55972),
(1 239.63687),(2 271.5075),(3 308.1872),(4 325.17792),(5 339.38922),(6 351.85812),(7 358.28278),(8 369.69553),(9 374.40927),(10 377.76572),(11 384.91824),(12 392.06305),(13 394.07867),(14 399.4703),(15 407.30295),(16 405.9145),(17 408.39307),(18 413.12698),(19 414.958),(20 411.9005),(21 407.94116),(22 412.5252),(23 415.642),(24 414.9142),(25 417.11575),(26 416.9124),(27 419.5011),(28 415.39438),(29 419.58487),(30 417.23068),(31 412.12558),(32 411.3791),(33 418.21048),(34 414.75912),(35 421.07092),(36 423.54858),(37 421.8366),(38 423.98),(39 427.06415),(40 425.58942),(41 428.18668),(42 431.00485),(43 434.01303),(44 432.5542),(45 431.5244),(46 432.35928),(47 431.97052),(48 435.14966),(49 432.82596),(50 436.5341),(51 436.0754),(52 434.73453),(53 434.53094),(54 435.37183),(55 432.35327),(56 434.43835),(57 436.36844),(58 439.57773),(59 441.30075),(60 438.45758),(61 439.8756),(62 436.5772),(63 441.54758),(64 442.7651),(65 444.6326),(66 442.88208),(67 440.2443),(68 436.94067),(69 436.22546),(70 432.7106),(71 432.3767),(72 427.3348),(73 433.92126),(74 429.00217),(75 434.1619),(76 429.19263),(77 429.7698),(78 426.60367),(79 430.99246),
(1 239.5621),(2 272.5573),(3 304.25586),(4 324.83142),(5 336.72205),(6 346.72165),(7 352.75778),(8 360.49707),(9 366.733),(10 374.69955),(11 381.39377),(12 385.06027),(13 389.37985),(14 394.92712),(15 403.15628),(16 401.069),(17 408.27826),(18 416.21158),(19 417.53165),(20 409.75482),(21 404.9178),(22 405.42517),(23 405.32855),(24 406.75247),(25 406.32294),(26 407.90942),(27 414.07272),(28 413.56348),(29 417.3218),(30 417.5662),(31 412.62585),(32 413.46402),(33 417.90677),(34 416.55402),(35 418.74045),(36 418.52548),(37 419.0097),(38 417.3313),(39 416.7541),(40 417.8904),(41 423.28812),(42 421.8439),(43 421.45984),(44 420.42734),(45 418.60904),(46 426.91812),(47 427.30615),(48 431.87646),(49 430.77756),(50 435.91165),(51 434.3754),(52 433.47052),(53 434.3549),(54 437.00317),(55 437.9501),(56 437.24487),(57 432.0512),(58 436.9977),(59 436.38586),(60 434.89865),(61 431.2674),(62 441.18076),(63 445.9747),(64 447.68958),(65 445.16495),(66 448.86084),(67 446.28214),(68 444.9989),(69 447.46484),(70 444.1729),(71 445.51556),(72 442.50635),(73 443.89737),(74 443.05054),(75 440.35907),(76 439.44052),(77 438.39084),(78 444.2062),(79 442.0117),
(1 226.53754),(2 253.88416),(3 292.61063),(4 306.43616),(5 317.6247),(6 329.368),(7 336.37555),(8 345.0121),(9 348.20663),(10 354.98026),(11 363.0109),(12 363.73297),(13 373.88083),(14 374.19595),(15 384.65018),(16 385.5996),(17 392.76865),(18 397.90186),(19 393.29916),(20 396.93283),(21 393.52176),(22 393.4314),(23 393.8394),(24 400.2667),(25 399.54047),(26 407.105),(27 401.0657),(28 405.8638),(29 406.0487),(30 405.60468),(31 402.62747),(32 402.93466),(33 410.14163),(34 405.04672),(35 411.26907),(36 415.50278),(37 412.24127),(38 411.4102),(39 414.27765),(40 416.15976),(41 413.5641),(42 415.3403),(43 412.61768),(44 414.13943),(45 412.59744),(46 415.10687),(47 414.62344),(48 416.37857),(49 426.1823),(50 420.29214),(51 426.44867),(52 422.43985),(53 418.0043),(54 422.97055),(55 420.51096),(56 420.06232),(57 421.7667),(58 424.137),(59 420.751),(60 415.94495),(61 417.43988),(62 420.37546),(63 425.9283),(64 431.3069),(65 423.7553),(66 425.56747),(67 424.89102),(68 422.4647),(69 422.2315),(70 419.85526),(71 416.98965),(72 417.01715),(73 417.3919),(74 414.07285),(75 412.8568),(76 416.47345),(77 415.15918),(78 409.3438),(79 414.5376),
(1 224.22113),(2 253.28923),(3 286.78488),(4 296.8482),(5 308.10794),(6 319.25168),(7 328.38824),(8 343.5843),(9 343.11856),(10 346.0539),(11 354.3692),(12 358.4168),(13 364.839),(14 364.77023),(15 369.50156),(16 372.72076),(17 382.74387),(18 388.19363),(19 388.32034),(20 387.90237),(21 389.05502),(22 386.69217),(23 383.33295),(24 385.7042),(25 385.98145),(26 393.59033),(27 392.24957),(28 394.3736),(29 393.97302),(30 398.73926),(31 396.74646),(32 398.05057),(33 397.9003),(34 392.83734),(35 395.72824),(36 399.62454),(37 400.37573),(38 402.5634),(39 402.2518),(40 407.22623),(41 404.13858),(42 403.78476),(43 406.7328),(44 405.87793),(45 407.09717),(46 406.91867),(47 405.3046),(48 404.98584),(49 410.8757),(50 413.67816),(51 413.45145),(52 412.7542),(53 412.15405),(54 411.1842),(55 415.67456),(56 414.3867),(57 413.38593),(58 413.23346),(59 415.0502),(60 414.33258),(61 415.13965),(62 416.77448),(63 422.94296),(64 425.91953),(65 424.37036),(66 427.48257),(67 421.2022),(68 422.40063),(69 421.7233),(70 419.55634),(71 414.41272),(72 413.9646),(73 414.40112),(74 413.43207),(75 412.39838),(76 415.9711),(77 413.16965),(78 415.99466),(79 414.83905),
(1 223.87924),(2 251.26106),(3 289.20792),(4 300.97653),(5 313.6005),(6 327.2724),(7 336.90952),(8 348.47742),(9 349.03375),(10 358.25214),(11 362.4575),(12 368.86008),(13 374.38867),(14 375.65115),(15 379.96606),(16 379.404),(17 386.82324),(18 388.67438),(19 385.04547),(20 382.68546),(21 382.97678),(22 387.48535),(23 388.01126),(24 387.95413),(25 391.06354),(26 392.67188),(27 390.88696),(28 387.43887),(29 389.55917),(30 386.82336),(31 386.6685),(32 386.24948),(33 388.41528),(34 391.85056),(35 390.52148),(36 391.87143),(37 392.28888),(38 393.60477),(39 388.79562),(40 391.71527),(41 391.52533),(42 394.58945),(43 396.0007),(44 398.90393),(45 397.67102),(46 399.19016),(47 396.94598),(48 399.83902),(49 401.40115),(50 402.15118),(51 404.96252),(52 406.50406),(53 401.18994),(54 404.12186),(55 404.82632),(56 405.8555),(57 406.01895),(58 405.67148),(59 406.5336),(60 405.72797),(61 404.46057),(62 407.67844),(63 414.26422),(64 409.26657),(65 410.2234),(66 411.3992),(67 411.27734),(68 410.3261),(69 410.7549),(70 407.53378),(71 404.32788),(72 405.5719),(73 405.42383),(74 403.4978),(75 407.8291),(76 407.40656),(77 405.94247),(78 408.2579),(79 407.79214),
(1 219.66971),(2 248.9271),(3 278.8163),(4 292.31113),(5 300.68805),(6 312.21613),(7 324.86926),(8 334.00964),(9 336.54727),(10 344.05463),(11 348.28973),(12 358.03152),(13 358.22842),(14 366.47775),(15 371.4155),(16 367.634),(17 374.8822),(18 373.05093),(19 374.85083),(20 373.033),(21 374.48627),(22 379.4443),(23 380.77335),(24 380.4027),(25 378.98816),(26 382.33344),(27 384.4642),(28 385.03998),(29 381.87158),(30 383.29654),(31 379.89322),(32 377.34518),(33 385.19913),(34 384.97458),(35 386.8196),(36 384.05255),(37 390.4245),(38 386.45792),(39 383.64642),(40 385.81686),(41 386.14508),(42 389.52957),(43 391.8056),(44 390.4933),(45 388.46512),(46 388.47406),(47 385.68906),(48 394.8315),(49 392.12256),(50 388.10394),(51 393.11862),(52 389.6017),(53 392.0583),(54 392.4005),(55 390.22946),(56 388.9367),(57 388.4479),(58 392.68814),(59 392.53296),(60 393.19943),(61 395.55692),(62 395.68408),(63 403.0069),(64 400.80783),(65 402.9255),(66 401.71524),(67 402.42447),(68 402.8463),(69 403.79752),(70 403.1342),(71 401.59918),(72 399.63196),(73 403.35602),(74 401.98294),(75 404.6464),(76 405.57047),(77 403.3307),(78 406.48026),(79 403.6202),
(1 216.30223),(2 245.0302),(3 277.03528),(4 292.1633),(5 303.00708),(6 312.4761),(7 324.54572),(8 334.86252),(9 338.31644),(10 341.64758),(11 344.787),(12 345.88965),(13 352.39258),(14 361.304),(15 362.31488),(16 362.49786),(17 369.03772),(18 373.80695),(19 376.85114),(20 373.7919),(21 371.31244),(22 372.4579),(23 373.8451),(24 373.46167),(25 374.57632),(26 378.28622),(27 378.25702),(28 379.98795),(29 378.45078),(30 375.9634),(31 373.7771),(32 379.02023),(33 379.3684),(34 381.35107),(35 386.2458),(36 383.37308),(37 387.2507),(38 388.49677),(39 382.97272),(40 385.88895),(41 389.574),(42 391.46988),(43 394.0779),(44 391.97076),(45 394.46173),(46 392.25186),(47 396.05353),(48 398.72412),(49 394.30508),(50 399.25745),(51 398.20264),(52 399.8446),(53 399.06265),(54 404.6312),(55 397.63998),(56 397.97235),(57 397.2338),(58 397.70126),(59 398.0422),(60 398.23773),(61 400.5077),(62 403.51364),(63 407.33258),(64 404.88257),(65 403.34192),(66 407.5325),(67 411.02292),(68 413.7155),(69 412.79532),(70 412.24323),(71 407.4277),(72 406.40445),(73 407.4197),(74 406.8154),(75 407.04288),(76 408.85458),(77 408.75842),(78 411.56622),(79 410.0419),
