1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18523.568),(2 42512.586),(3 62977.145),(4 106227.75),(5 136960.86),(6 168024.98),(7 196027.38),(8 221660.83),(9 251718.67),(10 283548.38),(11 311289.72),(12 334793.34),(13 369914.16),(14 399529.6),(15 428988.5),(16 456713.88),(17 490498.25),(18 520883.72),(19 556225.7),(20 588132.75),(21 624022.44),(22 677595.2),(23 727766.2),(24 768286.7),(25 857054.7),(26 916244),(27 969661.75),(28 1046093.3),(29 1120675.6),(30 1217008.5),(31 1335604),(32 1427992.9),(33 1500207.6),(34 1570289.6),(35 1624148),(36 1667196.1),(37 1711026.5),(38 1762098.6),(39 1803420.6),(40 1841187.5),(41 1841621.5),(42 1857196.4),(43 1861919.6),(44 1853774),(45 1844677.1),(46 1858994.5),(47 1854062),(48 1854667.9),(49 1861259.1),(50 1858583),(51 1839819),(52 1830258.1),(53 1796196),(54 1761803.1),(55 1726275.4),(56 1685652.4),(57 1650132),(58 1614926.5),(59 1578746),(60 1566241.5),(61 1559834.1),(62 1564459),(63 1549167.9),(64 1538498.9),(65 1532260.5),(66 1513203.4),(67 1519624.6),(68 1523360.9),(69 1605427.1),(70 1632149.1),(71 1667560.4),(72 1647562.1),(73 1669018.6),(74 1668677.9),(75 1675639),(76 1716176.6),(77 1743385.5),(78 1757084.6),(79 1824954.4),
(1 352.2351),(2 454.18),(3 513.9804),(4 565.63354),(5 588.21173),(6 613.37384),(7 630.1915),(8 638.1571),(9 640.8214),(10 661.64056),(11 660.7839),(12 663.95514),(13 675.67163),(14 671.7937),(15 678.7306),(16 685.96075),(17 678.9192),(18 681.00433),(19 692.2097),(20 689.24744),(21 678.7892),(22 691.8947),(23 690.2814),(24 686.28107),(25 692.49207),(26 688.90375),(27 685.81964),(28 685.8387),(29 680.7325),(30 679.3393),(31 692.0897),(32 692.8958),(33 697.2209),(34 708.2788),(35 703.9505),(36 701.427),(37 704.2936),(38 705.5622),(39 706.7143),(40 713.57996),(41 698.3756),(42 700.1305),(43 714.78064),(44 700.6387),(45 706.9704),(46 714.1943),(47 721.26996),(48 733.3879),(49 727.99097),(50 729.7161),(51 739.3358),(52 731.41644),(53 732.94763),(54 746.33405),(55 736.30365),(56 744.8592),(57 754.5176),(58 750.5396),(59 746.44183),(60 752.9261),(61 737.0767),(62 756.85657),(63 771.1225),(64 760.2335),(65 772.8904),(66 793.19794),(67 784.1327),(68 776.2356),(69 773.43805),(70 765.32745),(71 766.4927),(72 770.0835),(73 754.9503),(74 759.2829),(75 771.0711),(76 758.31885),(77 772.7067),(78 780.74896),(79 773.11316),
(1 347.8662),(2 444.83786),(3 503.9905),(4 551.86707),(5 573.63745),(6 594.04675),(7 611.9713),(8 619.86005),(9 626.2753),(10 640.8794),(11 647.018),(12 649.3604),(13 665.7574),(14 661.68024),(15 666.493),(16 672.47736),(17 664.9477),(18 667.1493),(19 674.0624),(20 676.08264),(21 668.03534),(22 673.5889),(23 677.8338),(24 674.1602),(25 679.06903),(26 671.32904),(27 663.44836),(28 666.3092),(29 664.598),(30 665.2111),(31 672.60767),(32 669.6601),(33 674.83215),(34 685.0587),(35 681.4185),(36 683.72473),(37 687.84326),(38 689.8414),(39 693.04846),(40 697.8873),(41 689.58417),(42 695.34235),(43 708.005),(44 693.7058),(45 691.7719),(46 700.9244),(47 702.8229),(48 715.5579),(49 713.54486),(50 716.6645),(51 728.11505),(52 712.6574),(53 713.30237),(54 719.80334),(55 708.60095),(56 710.6407),(57 723.11945),(58 713.55383),(59 716.77295),(60 718.80524),(61 708.5892),(62 718.4337),(63 750.83435),(64 734.77167),(65 743.6765),(66 751.296),(67 748.7127),(68 739.76166),(69 741.4771),(70 728.12085),(71 725.74414),(72 729.9813),(73 725.8956),(74 727.97815),(75 747.12585),(76 734.24695),(77 735.26794),(78 738.6118),(79 733.4177),
(1 352.5985),(2 453.65103),(3 519.0784),(4 558.5639),(5 573.28204),(6 590.9207),(7 610.0706),(8 622.2879),(9 631.25995),(10 646.0887),(11 648.77563),(12 656.1337),(13 670.8113),(14 661.02356),(15 664.36786),(16 667.07837),(17 660.0892),(18 669.03735),(19 674.7718),(20 671.0135),(21 663.63043),(22 685.5993),(23 686.5729),(24 680.9662),(25 678.80237),(26 672.32983),(27 672.9778),(28 677.4766),(29 670.73596),(30 667.43695),(31 674.2024),(32 671.785),(33 684.22595),(34 694.81177),(35 692.5662),(36 692.1075),(37 701.3238),(38 703.1591),(39 697.29553),(40 710.0703),(41 696.62195),(42 705.8026),(43 719.1846),(44 704.4135),(45 709.34357),(46 721.63043),(47 714.0193),(48 719.9392),(49 717.42834),(50 714.29315),(51 731.7747),(52 719.9356),(53 719.56055),(54 721.5141),(55 715.4495),(56 714.7344),(57 726.16846),(58 717.32184),(59 716.3929),(60 732.11414),(61 712.3762),(62 715.2209),(63 740.279),(64 724.2426),(65 734.74915),(66 748.51746),(67 743.5123),(68 734.0313),(69 743.8027),(70 726.84784),(71 731.8565),(72 738.0832),(73 731.69824),(74 730.1883),(75 749.7682),(76 740.62946),(77 738.13293),(78 750.28),(79 746.18933),
(1 341.11362),(2 437.79916),(3 502.06702),(4 544.93445),(5 570.3271),(6 586.26746),(7 599.7532),(8 608.9006),(9 621.4226),(10 640.2227),(11 640.215),(12 645.5797),(13 660.1984),(14 655.69824),(15 657.6912),(16 664.10834),(17 656.44604),(18 657.1259),(19 665.63165),(20 660.2288),(21 660.2845),(22 679.51624),(23 677.8308),(24 670.0668),(25 681.2233),(26 671.9191),(27 665.87103),(28 674.9937),(29 677.1157),(30 670.7747),(31 686.4965),(32 673.3742),(33 676.3048),(34 686.9904),(35 681.0334),(36 686.44324),(37 690.68634),(38 693.3463),(39 695.88477),(40 702.36646),(41 689.6714),(42 693.51294),(43 703.0301),(44 692.2804),(45 695.2296),(46 712.18713),(47 696.81995),(48 703.9947),(49 703.2072),(50 697.48987),(51 712.2556),(52 701.28076),(53 708.5233),(54 713.0322),(55 707.3165),(56 706.33765),(57 715.25775),(58 715.85657),(59 717.0245),(60 723.2386),(61 724.0659),(62 711.4701),(63 733.60223),(64 723.70264),(65 730.48627),(66 747.96924),(67 741.2512),(68 736.34717),(69 744.3983),(70 739.3665),(71 743.1834),(72 746.7349),(73 740.0809),(74 731.72656),(75 738.9365),(76 730.31274),(77 735.963),(78 748.0325),(79 739.3343),
(1 341.69968),(2 435.4933),(3 494.05),(4 539.9418),(5 565.97906),(6 584.15497),(7 597.8745),(8 604.5449),(9 615.63855),(10 627.91254),(11 620.1489),(12 627.39014),(13 641.4266),(14 641.3854),(15 642.64453),(16 648.2132),(17 644.652),(18 646.40607),(19 661.79913),(20 655.49414),(21 657.76184),(22 668.0809),(23 666.35785),(24 661.4216),(25 668.74414),(26 661.04095),(27 650.8845),(28 660.2594),(29 657.0304),(30 655.0566),(31 662.4886),(32 661.6048),(33 673.71735),(34 680.9246),(35 665.92737),(36 677.1069),(37 683.2686),(38 676.37213),(39 678.1557),(40 684.6186),(41 669.678),(42 674.3725),(43 682.93646),(44 671.0122),(45 672.0987),(46 687.2751),(47 674.3963),(48 678.1331),(49 675.1403),(50 673.31445),(51 686.92334),(52 679.272),(53 680.1131),(54 692.8657),(55 681.2374),(56 676.96497),(57 688.84406),(58 683.88947),(59 682.17645),(60 695.5474),(61 691.85345),(62 686.8332),(63 712.9124),(64 704.5164),(65 716.7594),(66 732.73157),(67 727.6109),(68 720.8451),(69 728.76196),(70 721.58154),(71 726.70074),(72 730.2454),(73 727.8686),(74 719.2659),(75 730.76904),(76 723.30536),(77 716.9282),(78 728.09155),(79 714.83405),
(1 344.98312),(2 438.71075),(3 490.95132),(4 534.45386),(5 553.9571),(6 577.31696),(7 589.4307),(8 594.4681),(9 609.3778),(10 627.85645),(11 625.2903),(12 633.1986),(13 642.3338),(14 640.6924),(15 645.29297),(16 653.11017),(17 648.4783),(18 649.49915),(19 661.86237),(20 647.89935),(21 645.6657),(22 657.3124),(23 652.2856),(24 646.1821),(25 657.2074),(26 649.1345),(27 642.1413),(28 658.2898),(29 651.3758),(30 652.35065),(31 656.2908),(32 657.9526),(33 661.9085),(34 669.619),(35 660.84686),(36 668.27075),(37 681.16797),(38 674.97833),(39 673.5601),(40 684.728),(41 671.3162),(42 675.4566),(43 682.0339),(44 671.7437),(45 666.69147),(46 677.0559),(47 666.80054),(48 674.71423),(49 669.09424),(50 663.0997),(51 683.1906),(52 665.88184),(53 669.40155),(54 683.3042),(55 667.9103),(56 670.6561),(57 682.01215),(58 669.5025),(59 677.85986),(60 686.65625),(61 686.44336),(62 692.7936),(63 702.85626),(64 696.26624),(65 700.5468),(66 721.0193),(67 725.2118),(68 707.841),(69 704.89325),(70 698.8033),(71 702.3034),(72 714.77277),(73 708.5253),(74 708.4201),(75 715.6133),(76 698.7409),(77 701.5015),(78 713.744),(79 700.99457),
(1 337.86612),(2 426.63565),(3 480.71756),(4 530.42725),(5 546.30005),(6 568.077),(7 587.1732),(8 598.7943),(9 614.65485),(10 623.912),(11 622.61346),(12 627.0077),(13 640.43787),(14 636.3061),(15 638.39557),(16 651.9827),(17 639.3432),(18 642.6778),(19 652.4617),(20 637.8001),(21 634.4764),(22 645.36707),(23 635.17163),(24 634.7729),(25 648.4234),(26 637.1573),(27 638.3457),(28 649.64746),(29 643.40265),(30 642.8308),(31 648.6803),(32 653.1154),(33 666.1582),(34 669.9486),(35 659.8261),(36 650.21625),(37 664.0881),(38 660.1746),(39 665.73627),(40 673.28357),(41 659.56506),(42 661.9221),(43 665.49854),(44 656.43427),(45 658.0788),(46 670.43274),(47 665.96136),(48 670.55994),(49 670.3714),(50 666.2828),(51 680.0704),(52 675.5014),(53 673.9396),(54 688.1914),(55 664.48914),(56 663.3312),(57 677.571),(58 674.09625),(59 675.7751),(60 683.1051),(61 681.85455),(62 684.4256),(63 706.02954),(64 698.29803),(65 701.9),(66 721.28674),(67 719.5912),(68 718.08795),(69 710.3621),(70 702.56714),(71 707.744),(72 714.1938),(73 703.98004),(74 695.68335),(75 704.8576),(76 691.9302),(77 689.60236),(78 698.63354),(79 689.3692),
(1 338.58377),(2 429.60263),(3 484.55634),(4 531.237),(5 551.0823),(6 577.65393),(7 590.9245),(8 598.07935),(9 614.2565),(10 627.14667),(11 620.4277),(12 628.1998),(13 633.7596),(14 629.6174),(15 629.3119),(16 645.2528),(17 641.94366),(18 644.28986),(19 651.33167),(20 647.07227),(21 636.64044),(22 651.3607),(23 641.3111),(24 638.88074),(25 645.5847),(26 638.39716),(27 642.21454),(28 653.3213),(29 652.7686),(30 641.5448),(31 658.90125),(32 657.652),(33 660.4487),(34 662.635),(35 661.3461),(36 661.51917),(37 673.06116),(38 667.9018),(39 667.7853),(40 674.2827),(41 668.2301),(42 670.30426),(43 669.18896),(44 656.39355),(45 660.457),(46 672.78613),(47 663.5692),(48 674.36926),(49 662.12494),(50 665.9516),(51 685.74866),(52 678.6265),(53 680.3505),(54 689.33154),(55 674.5633),(56 679.6236),(57 699.1066),(58 693.7232),(59 694.489),(60 702.82684),(61 691.8662),(62 695.328),(63 712.35754),(64 703.8793),(65 708.9322),(66 720.2898),(67 717.94855),(68 718.3826),(69 711.93036),(70 702.9756),(71 708.3262),(72 715.62494),(73 696.4017),(74 695.82904),(75 707.8371),(76 692.1227),(77 699.3637),(78 707.80664),(79 696.5057),
(1 325.44928),(2 412.46597),(3 456.42627),(4 498.25504),(5 528.2759),(6 547.3285),(7 560.9974),(8 563.84375),(9 578.63983),(10 600.85046),(11 594.0675),(12 601.37946),(13 603.1142),(14 598.0064),(15 599.46594),(16 609.6869),(17 606.755),(18 603.40814),(19 609.1853),(20 606.8029),(21 601.15753),(22 608.93835),(23 595.9143),(24 597.71375),(25 601.1522),(26 596.1902),(27 601.2833),(28 611.16516),(29 605.26056),(30 608.26196),(31 622.0127),(32 622.9828),(33 623.4034),(34 634.94147),(35 631.1358),(36 639.7029),(37 646.47485),(38 637.73535),(39 639.2482),(40 641.96967),(41 629.7223),(42 625.9579),(43 632.00934),(44 627.92334),(45 623.8953),(46 638.6204),(47 633.9199),(48 638.06805),(49 633.40576),(50 630.68945),(51 649.8821),(52 642.53156),(53 641.5863),(54 645.66486),(55 640.3266),(56 639.3726),(57 661.0264),(58 644.29974),(59 642.7971),(60 652.17),(61 644.5312),(62 652.74744),(63 674.6564),(64 669.77826),(65 675.63806),(66 685.04865),(67 678.79803),(68 676.7183),(69 679.55096),(70 664.2093),(71 668.42395),(72 674.91895),(73 662.69946),(74 658.11285),(75 673.855),(76 656.88544),(77 657.1635),(78 660.6512),(79 658.2641),
(1 332.73486),(2 421.1079),(3 470.20428),(4 517.4364),(5 545.65173),(6 559.73315),(7 575.7447),(8 577.6239),(9 591.0494),(10 609.7721),(11 606.01636),(12 612.29047),(13 617.4656),(14 613.92474),(15 615.0823),(16 626.5021),(17 624.47687),(18 622.6445),(19 636.69885),(20 633.9712),(21 623.1696),(22 632.56946),(23 628.8533),(24 624.6146),(25 633.0914),(26 628.176),(27 632.9492),(28 631.69965),(29 624.9536),(30 626.52234),(31 638.6683),(32 641.465),(33 644.081),(34 649.62744),(35 649.7101),(36 649.5863),(37 658.0334),(38 653.1382),(39 653.1541),(40 654.7824),(41 638.8774),(42 638.5536),(43 645.8706),(44 638.72906),(45 638.47974),(46 649.3344),(47 644.59814),(48 654.098),(49 644.65247),(50 645.3072),(51 662.04126),(52 654.88806),(53 653.8742),(54 657.3326),(55 651.7707),(56 654.6253),(57 661.803),(58 652.8497),(59 648.99976),(60 664.2617),(61 655.423),(62 659.79767),(63 679.19965),(64 673.6778),(65 680.32404),(66 691.7492),(67 683.4983),(68 687.3468),(69 691.87164),(70 677.9369),(71 682.0546),(72 684.77826),(73 670.73895),(74 671.0127),(75 690.4613),(76 681.37177),(77 677.1899),(78 680.7159),(79 674.1053),
(1 325.29837),(2 408.51837),(3 450.48938),(4 494.9306),(5 522.4973),(6 542.6721),(7 557.5883),(8 569.1312),(9 577.351),(10 592.28284),(11 588.8274),(12 586.9983),(13 599.5906),(14 599.93536),(15 599.48755),(16 611.03674),(17 608.62634),(18 606.2454),(19 615.40076),(20 614.61884),(21 609.4183),(22 610.8006),(23 604.9604),(24 602.1938),(25 606.3033),(26 594.2226),(27 598.69385),(28 601.5815),(29 592.94965),(30 597.55054),(31 605.044),(32 604.7885),(33 608.3409),(34 619.28827),(35 616.9925),(36 616.6492),(37 622.3961),(38 612.0543),(39 614.066),(40 618.35706),(41 600.7802),(42 607.4816),(43 605.80774),(44 607.1767),(45 613.2087),(46 630.6457),(47 619.8226),(48 627.95074),(49 624.0641),(50 623.9838),(51 643.30884),(52 631.72125),(53 633.80365),(54 631.0475),(55 636.4903),(56 631.4324),(57 640.3875),(58 627.5514),(59 629.80896),(60 632.5033),(61 629.61707),(62 636.68445),(63 658.6835),(64 657.87427),(65 658.4787),(66 676.0672),(67 674.1401),(68 675.48926),(69 672.9191),(70 664.88586),(71 668.1565),(72 670.9056),(73 661.1691),(74 658.5981),(75 675.23505),(76 667.97955),(77 669.5665),(78 673.4569),(79 661.95825),
(1 318.71667),(2 399.26163),(3 449.93762),(4 491.3105),(5 516.5682),(6 540.1134),(7 560.03534),(8 564.6849),(9 571.42474),(10 581.44415),(11 578.3141),(12 582.9326),(13 594.37756),(14 591.29425),(15 597.406),(16 606.37396),(17 598.2414),(18 595.9526),(19 602.0655),(20 594.2085),(21 601.9087),(22 601.0812),(23 602.4642),(24 600.72394),(25 602.26074),(26 603.37537),(27 597.9375),(28 601.6134),(29 593.3934),(30 597.1486),(31 611.6474),(32 610.38043),(33 619.98627),(34 629.4451),(35 621.75464),(36 619.8055),(37 623.44904),(38 623.55225),(39 630.00745),(40 634.3757),(41 619.3479),(42 626.37305),(43 636.0083),(44 622.3337),(45 625.01385),(46 642.45844),(47 634.54987),(48 646.916),(49 632.91797),(50 629.4045),(51 655.8529),(52 638.62775),(53 633.66797),(54 638.8977),(55 625.17786),(56 622.9172),(57 635.738),(58 622.0629),(59 628.9299),(60 634.2998),(61 631.5125),(62 632.67126),(63 659.29834),(64 649.3603),(65 654.11865),(66 668.68176),(67 669.3379),(68 665.1363),(69 663.5901),(70 652.9908),(71 654.51605),(72 656.71173),(73 649.8016),(74 643.93774),(75 657.0995),(76 653.3393),(77 658.49),(78 663.5164),(79 663.651),
(1 316.31888),(2 398.03168),(3 439.86945),(4 486.62616),(5 506.3917),(6 524.65784),(7 544.0668),(8 554.95044),(9 561.68024),(10 575.0841),(11 574.04816),(12 575.4876),(13 581.51245),(14 576.3496),(15 583.63184),(16 591.95294),(17 583.754),(18 586.2798),(19 590.6322),(20 583.21625),(21 590.69934),(22 597.61884),(23 595.61786),(24 592.8295),(25 592.1118),(26 594.42706),(27 588.884),(28 592.4757),(29 587.4829),(30 589.95575),(31 599.42914),(32 593.52374),(33 603.9902),(34 617.74396),(35 610.099),(36 613.8218),(37 621.892),(38 616.4974),(39 622.30176),(40 628.8453),(41 616.6859),(42 623.9918),(43 623.8335),(44 617.01807),(45 623.9968),(46 633.74036),(47 625.83594),(48 627.747),(49 615.322),(50 625.4511),(51 643.0511),(52 629.3984),(53 630.26996),(54 641.12463),(55 630.6035),(56 629.8669),(57 639.77454),(58 627.9381),(59 637.76025),(60 640.9469),(61 631.2361),(62 628.3456),(63 650.9507),(64 643.0357),(65 656.4181),(66 671.6987),(67 671.64825),(68 669.7789),(69 669.25757),(70 660.3897),(71 656.41766),(72 656.9043),(73 646.3542),(74 646.1047),(75 657.322),(76 656.3585),(77 657.63995),(78 658.2772),(79 647.9256),
(1 307.83273),(2 395.83438),(3 439.11414),(4 482.58215),(5 501.56937),(6 524.00916),(7 537.4619),(8 540.89685),(9 550.81824),(10 567.93604),(11 566.7195),(12 572.8476),(13 572.95715),(14 566.38873),(15 574.5978),(16 579.48236),(17 573.33234),(18 575.5569),(19 579.7428),(20 577.1017),(21 575.81305),(22 595.42834),(23 594.1142),(24 585.3438),(25 587.36273),(26 586.67535),(27 582.5968),(28 590.44116),(29 583.3431),(30 576.0193),(31 586.9383),(32 584.52234),(33 595.5332),(34 604.054),(35 602.125),(36 611.41895),(37 618.18384),(38 615.6398),(39 616.80096),(40 622.9357),(41 612.7947),(42 614.1516),(43 620.3697),(44 610.319),(45 613.58014),(46 626.84753),(47 619.7639),(48 628.7669),(49 612.16327),(50 622.65594),(51 641.6027),(52 626.2694),(53 626.9524),(54 634.6499),(55 631.3328),(56 631.60504),(57 636.35675),(58 625.7077),(59 629.00977),(60 639.1614),(61 629.4294),(62 627.17114),(63 659.15485),(64 644.2598),(65 653.9466),(66 660.2076),(67 657.7485),(68 656.3434),(69 658.6796),(70 656.2013),(71 656.77673),(72 660.34546),(73 648.2453),(74 646.62524),(75 650.5702),(76 642.9227),(77 650.17114),(78 654.6902),(79 638.0558),
(1 306.4431),(2 396.51648),(3 446.5233),(4 483.5883),(5 506.79678),(6 529.2477),(7 542.01685),(8 543.9308),(9 549.47675),(10 561.0856),(11 558.5755),(12 566.9859),(13 570.0016),(14 568.6091),(15 576.57806),(16 585.23444),(17 579.98065),(18 575.0568),(19 579.9573),(20 573.2047),(21 563.4899),(22 575.04926),(23 575.61615),(24 568.8204),(25 570.5758),(26 568.38995),(27 570.3453),(28 570.1067),(29 572.6835),(30 570.08417),(31 590.553),(32 590.16516),(33 592.7343),(34 602.8427),(35 595.02466),(36 599.13666),(37 609.99994),(38 601.6255),(39 599.8082),(40 615.5137),(41 608.13776),(42 607.96155),(43 619.47144),(44 603.8792),(45 605.70416),(46 622.0307),(47 617.8805),(48 621.7494),(49 614.1951),(50 624.6053),(51 643.8272),(52 627.29083),(53 635.2653),(54 635.6004),(55 619.66223),(56 617.4319),(57 633.12366),(58 627.2392),(59 628.68134),(60 627.6281),(61 624.1209),(62 626.3306),(63 648.45667),(64 636.7852),(65 643.9777),(66 656.5594),(67 655.9935),(68 648.98706),(69 661.0188),(70 654.4056),(71 659.81976),(72 661.8941),(73 650.2957),(74 653.5482),(75 650.7416),(76 639.4915),(77 646.2971),(78 647.2143),(79 634.2885),
(1 305.77307),(2 386.93875),(3 442.95993),(4 481.0129),(5 500.62607),(6 517.2252),(7 536.14435),(8 545.80676),(9 546.9435),(10 554.4582),(11 553.79626),(12 555.16864),(13 564.7467),(14 563.8053),(15 571.87756),(16 583.0593),(17 580.4307),(18 571.16656),(19 574.4091),(20 569.18634),(21 567.4863),(22 570.6508),(23 575.30505),(24 562.4818),(25 569.80133),(26 565.8887),(27 564.98834),(28 567.738),(29 569.4291),(30 575.41693),(31 590.3435),(32 594.17865),(33 593.0707),(34 602.5986),(35 595.39514),(36 593.5532),(37 597.1854),(38 588.4632),(39 585.0472),(40 595.0536),(41 585.8266),(42 592.6247),(43 596.54755),(44 589.61444),(45 596.00806),(46 610.1473),(47 599.1833),(48 604.42975),(49 606.3746),(50 615.87915),(51 625.77606),(52 611.9231),(53 608.2868),(54 614.8687),(55 604.3005),(56 607.8038),(57 623.6612),(58 612.2979),(59 617.2735),(60 620.86554),(61 616.5367),(62 618.95245),(63 639.80566),(64 630.4322),(65 638.0128),(66 655.07416),(67 639.2872),(68 637.6043),(69 643.2429),(70 637.6714),(71 642.53796),(72 642.7713),(73 631.17535),(74 635.772),(75 638.42615),(76 634.1863),(77 637.4352),(78 638.948),(79 630.6998),
(1 300.08496),(2 380.08282),(3 430.8252),(4 474.6009),(5 491.75864),(6 514.2579),(7 534.5163),(8 540.02423),(9 544.6451),(10 558.59875),(11 561.1492),(12 553.64325),(13 568.8496),(14 563.467),(15 571.59076),(16 575.4014),(17 569.35394),(18 564.2663),(19 568.7314),(20 564.7113),(21 552.7143),(22 561.14197),(23 558.61194),(24 554.2984),(25 567.6316),(26 558.12756),(27 557.753),(28 557.50586),(29 558.29645),(30 557.96533),(31 565.2393),(32 570.2628),(33 576.0393),(34 585.16724),(35 586.3075),(36 583.7201),(37 584.05),(38 576.8195),(39 579.0335),(40 587.7194),(41 581.35834),(42 581.6898),(43 585.471),(44 574.0846),(45 576.9273),(46 592.08484),(47 585.77),(48 592.6959),(49 594.12585),(50 594.0756),(51 603.987),(52 598.3997),(53 600.74365),(54 608.1631),(55 599.53973),(56 598.4776),(57 606.82086),(58 601.4941),(59 604.89087),(60 616.036),(61 610.2757),(62 612.25574),(63 630.902),(64 615.27167),(65 620.8195),(66 641.79205),(67 643.5115),(68 650.05676),(69 648.72906),(70 635.4457),(71 635.58215),(72 639.08075),(73 633.22107),(74 626.5091),(75 637.92267),(76 625.99243),(77 629.65094),(78 638.5459),(79 626.4335),
(1 296.58395),(2 374.00296),(3 426.67148),(4 468.21918),(5 484.107),(6 506.2252),(7 517.7902),(8 523.70325),(9 526.6998),(10 531.00806),(11 534.9872),(12 532.85114),(13 548.526),(14 544.0885),(15 552.12787),(16 557.6261),(17 557.454),(18 551.9485),(19 555.17633),(20 554.1463),(21 546.76105),(22 554.9995),(23 552.9326),(24 548.518),(25 555.4519),(26 554.7636),(27 550.8984),(28 550.90405),(29 555.66046),(30 554.9871),(31 569.34894),(32 568.91547),(33 575.0769),(34 589.2659),(35 581.90607),(36 581.5406),(37 581.9636),(38 575.3086),(39 581.49835),(40 581.2251),(41 570.3257),(42 563.50775),(43 575.05927),(44 565.58746),(45 565.8234),(46 587.0334),(47 576.0355),(48 585.45166),(49 578.85565),(50 583.3023),(51 598.77893),(52 593.38983),(53 593.61865),(54 596.8261),(55 581.6953),(56 584.21545),(57 596.8853),(58 593.4862),(59 601.47876),(60 613.0232),(61 608.4638),(62 612.25586),(63 628.39825),(64 607.7906),(65 615.66425),(66 629.0443),(67 621.4099),(68 624.313),(69 625.9753),(70 622.59247),(71 625.56036),(72 623.88617),(73 616.8308),(74 616.40204),(75 624.1629),(76 615.08704),(77 626.7046),(78 627.3886),(79 616.85504),
