1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 163047.39),(2 555505.6),(3 1111277.9),(4 1748039.9),(5 2431500.5),(6 3166634.8),(7 3928789.3),(8 4726218.5),(9 5546374.5),(10 6393225.5),(11 7255646.5),(12 8181403.5),(13 9107907),(14 10025417),(15 11172259),(16 12476199),(17 13755648),(18 15189288),(19 16725772),(20 18428184),(21 20318320),(22 22127586),(23 24090928),(24 26153878),(25 28431808),(26 30846136),(27 33408638),(28 36402900),(29 39372188),(30 42529364),(31 45761076),(32 49162676),(33 52531904),(34 56045716),(35 59867056),(36 63870740),(37 67910020),(38 71910590),(39 76319030),(40 80587670),(41 85200020),(42 90031300),(43 95601864),(44 100926920),(45 106806780),(46 112780220),(47 118880904),(48 125005976),(49 131383870),(50 137633340),(51 144101010),(52 150675000),(53 157329520),(54 163694530),(55 170493940),(56 176842080),(57 183512910),(58 190525250),(59 197107630),(60 203755780),(61 210825330),(62 217924880),(63 225567060),(64 232808450),(65 240057300),(66 246955260),(67 253804270),(68 260587570),(69 268043950),(70 274993630),(71 282658850),(72 290148450),(73 297964400),(74 305212000),(75 312771800),(76 320269920),(77 327937800),(78 335042720),(79 342379230),
(1 28770.926),(2 61848.2),(3 77533.58),(4 84086.76),(5 90952.555),(6 97894.945),(7 104295.72),(8 109503.42),(9 112808.85),(10 114792.04),(11 116401.25),(12 119106.45),(13 122707.766),(14 125766.66),(15 127559.805),(16 128778.04),(17 129467.82),(18 128968.53),(19 128500.48),(20 127945.55),(21 127106.26),(22 128336.97),(23 129784.83),(24 130742.57),(25 129719.03),(26 129126.055),(27 129750.8),(28 130189.766),(29 129634.22),(30 128994.516),(31 129610.48),(32 130025.96),(33 130611.88),(34 131494.53),(35 132626.92),(36 132966.73),(37 131063.05),(38 130207.61),(39 128955.445),(40 129142.99),(41 129528.02),(42 129198.75),(43 128078.14),(44 128338.36),(45 128734),(46 127937.125),(47 125044.08),(48 122753.82),(49 121563.57),(50 120000.1),(51 119365.11),(52 120039.51),(53 121565.625),(54 123422.945),(55 123256.63),(56 123281.52),(57 124088.89),(58 123966.97),(59 123964.95),(60 123556.44),(61 123033.055),(62 123064.43),(63 123538.12),(64 123832.44),(65 124291.96),(66 123190.875),(67 121106.12),(68 121137.43),(69 122162.39),(70 122808.08),(71 124245.586),(72 125260.83),(73 123928.1),(74 121559.8),(75 120314.35),(76 120221.07),(77 120404.945),(78 119522.24),(79 118932.16),
(1 28607.54),(2 62303.426),(3 77053.97),(4 82030.53),(5 85172.55),(6 88599.57),(7 94098.11),(8 101191.625),(9 107130.914),(10 109487.99),(11 109953.5),(12 111652.07),(13 115311.58),(14 118132.38),(15 120263.29),(16 121972.195),(17 123274.63),(18 124905.56),(19 125491.234),(20 127060.414),(21 127670.34),(22 128474.78),(23 130536.945),(24 132873.05),(25 132487.31),(26 130169.96),(27 127932.195),(28 127798.27),(29 127479.45),(30 126110.66),(31 125616.26),(32 125009.45),(33 123776.38),(34 122273.195),(35 120940.31),(36 120249.91),(37 119019.63),(38 119324.11),(39 120649.234),(40 121757.62),(41 122388.26),(42 122613.18),(43 122550.11),(44 122751.74),(45 123551.4),(46 124257.44),(47 123395.805),(48 122236.71),(49 121916.016),(50 120577.4),(51 120198.71),(52 119930.38),(53 118550.85),(54 117267.89),(55 117763.37),(56 118256.93),(57 117395.89),(58 115494.73),(59 114082.2),(60 113414.89),(61 113540.19),(62 114682.83),(63 115939.82),(64 117448),(65 118777.2),(66 119262.62),(67 119065.945),(68 118574.78),(69 117878.91),(70 118379.195),(71 119344.27),(72 119067.14),(73 119255.8),(74 119437.42),(75 120556.016),(76 121152.2),(77 120937.11),(78 119391.18),(79 117840.73),
(1 27320.402),(2 59026.242),(3 72412.57),(4 76373.93),(5 80476.39),(6 86737.86),(7 92917.9),(8 98509.16),(9 101836.46),(10 101111.71),(11 99302.12),(12 100450.055),(13 102972.49),(14 104964.12),(15 105373.54),(16 106726.53),(17 110151.266),(18 113345.36),(19 114548.66),(20 115272.9),(21 115766.234),(22 114769.62),(23 114920.25),(24 115407.06),(25 115092.31),(26 113293.98),(27 110563.266),(28 108420.94),(29 107546.08),(30 106706.21),(31 107414.26),(32 109880.86),(33 110955.07),(34 110418.5),(35 111118.625),(36 111631.375),(37 112966.016),(38 112528.33),(39 110605.71),(40 109602.016),(41 110901.98),(42 112924.21),(43 114204.74),(44 114898.9),(45 114583.61),(46 114082.695),(47 113160.39),(48 112377.57),(49 113261.2),(50 113913.07),(51 113345.125),(52 112701.3),(53 111152.81),(54 111124.734),(55 110987.71),(56 111598.18),(57 112734.22),(58 112163.23),(59 112693.24),(60 114635.2),(61 114681.32),(62 112994.25),(63 111374.68),(64 111857.86),(65 112859.46),(66 113942.42),(67 114458.195),(68 114029.94),(69 113122.33),(70 112639.03),(71 111685.414),(72 111914.93),(73 112050.93),(74 112501.59),(75 112033.67),(76 111481.49),(77 111072),(78 111066.33),(79 111531.57),
(1 27287.041),(2 58046.043),(3 71238.29),(4 76147.15),(5 80585.984),(6 85864.82),(7 92736.24),(8 98170.91),(9 100709.484),(10 102287.44),(11 104283.07),(12 106875.36),(13 108891.17),(14 110951.17),(15 111779.13),(16 113036.945),(17 113959.71),(18 113289.484),(19 111785.96),(20 111637.625),(21 113349.71),(22 113440.18),(23 113428.5),(24 115194.29),(25 114506.73),(26 112521.96),(27 110261.65),(28 109245.875),(29 108483.61),(30 107432.68),(31 107839.09),(32 109439.26),(33 110921.75),(34 111963.75),(35 113515.89),(36 114717.73),(37 115053.5),(38 115410.54),(39 115036.64),(40 114075.56),(41 113924.68),(42 113721.09),(43 113637.8),(44 114050.41),(45 114812.48),(46 113752.47),(47 111657.734),(48 110645.03),(49 108683.4),(50 107075.76),(51 106067.055),(52 105850.19),(53 106139.445),(54 105918.5),(55 105362.125),(56 105127.375),(57 104868.95),(58 103565.99),(59 101812.29),(60 101311.37),(61 101642.7),(62 102129.89),(63 100911.2),(64 101009.39),(65 101565.79),(66 102027.01),(67 102537.64),(68 103492.93),(69 104630.41),(70 106206.08),(71 108207.96),(72 108835.664),(73 108185.5),(74 106612.05),(75 106464.375),(76 107053.94),(77 107951.17),(78 107433.13),(79 106608.11),
(1 26845.646),(2 57920.332),(3 71283.664),(4 77153.055),(5 81861.62),(6 87091.18),(7 94069.64),(8 98270.16),(9 99904.95),(10 100763.18),(11 101295.81),(12 103674.32),(13 106365.31),(14 108725.75),(15 110123.11),(16 111667.98),(17 113831.1),(18 113878.5),(19 111886.37),(20 109475.34),(21 107514.18),(22 107567.08),(23 108043.49),(24 107308.13),(25 107104.73),(26 108341.47),(27 109761.71),(28 109158.016),(29 107840.6),(30 107152.7),(31 108061.94),(32 107858.82),(33 105474.08),(34 103630.84),(35 103419.86),(36 103908.37),(37 106346.35),(38 109477.5),(39 110436.34),(40 110088.6),(41 109350.695),(42 109045.46),(43 108649.18),(44 108117.18),(45 106871.5),(46 105545.61),(47 105430.33),(48 106455.766),(49 106841.34),(50 106523.44),(51 106135.98),(52 105764.016),(53 105679.3),(54 104128.016),(55 101831.77),(56 101211.78),(57 101549.79),(58 101917.36),(59 101352.72),(60 99731.6),(61 99127.164),(62 98825.87),(63 98882.9),(64 98754.62),(65 98183.1),(66 98435.86),(67 98767),(68 98782.1),(69 99959.28),(70 101906.75),(71 104590.74),(72 104724.23),(73 103511.42),(74 101692.86),(75 101218.1),(76 100311.24),(77 98529.54),(78 98118.1),(79 98609.67),
(1 24848.178),(2 52202.89),(3 63848.1),(4 69446.14),(5 72640.73),(6 75658.5),(7 80641.94),(8 86271.664),(9 88522.66),(10 88807.45),(11 90507.625),(12 93851.086),(13 96512.12),(14 96811.64),(15 96234.64),(16 95968.34),(17 95472.29),(18 97241.54),(19 97795.66),(20 97988.7),(21 98658.51),(22 99651.94),(23 101160.266),(24 101557.76),(25 100100.9),(26 98345.164),(27 97829.11),(28 98627.195),(29 99244.88),(30 98971.92),(31 100370.87),(32 101234.44),(33 100927.17),(34 99779.42),(35 99238.31),(36 98517.766),(37 99018.07),(38 99483.92),(39 98537.94),(40 97924.85),(41 98729.19),(42 99551.26),(43 99539.22),(44 99777.01),(45 98726.734),(46 98203.945),(47 98862.99),(48 98787.4),(49 98288.625),(50 97788.84),(51 98045.53),(52 98303.695),(53 98910.54),(54 98724.17),(55 98451.23),(56 99033.8),(57 99310.95),(58 98883.086),(59 98392.12),(60 98039.56),(61 99312.49),(62 100388.67),(63 101486.51),(64 99921.555),(65 97693.62),(66 95931.6),(67 94601.54),(68 94958.8),(69 95894.51),(70 96189.625),(71 95608.664),(72 94494.83),(73 93149.914),(74 93096.24),(75 93671.99),(76 94260.41),(77 93548.04),(78 92620.805),(79 91644.78),
(1 26040.998),(2 54261.355),(3 65936.97),(4 72402.2),(5 77053.695),(6 80883.13),(7 85056.16),(8 89090.45),(9 90625.01),(10 90367.08),(11 90914.63),(12 93215.41),(13 95612.85),(14 95773.73),(15 95992.3),(16 97299.625),(17 99378.44),(18 100633.4),(19 98960.62),(20 97479.73),(21 97884.234),(22 98360.875),(23 100173.48),(24 101240.86),(25 100718.36),(26 100945.76),(27 100881.97),(28 100651.39),(29 101332.93),(30 101525.445),(31 101959.63),(32 102073.31),(33 101707.04),(34 101193.45),(35 100577.97),(36 100119.07),(37 101281.12),(38 101672.164),(39 101556.35),(40 102264.79),(41 103735.91),(42 105191.38),(43 106366.13),(44 107389.984),(45 108408.87),(46 107492.45),(47 106824.43),(48 107548.414),(49 109543.8),(50 109523.72),(51 108123.43),(52 107446.5),(53 107687.67),(54 108583.8),(55 109452.2),(56 108848.4),(57 107512.58),(58 106179.625),(59 106109.96),(60 106509.32),(61 106229.91),(62 104790.59),(63 104194.63),(64 103533.93),(65 103386.87),(66 104044.18),(67 104632.15),(68 103940.336),(69 103850.1),(70 103828.11),(71 102996.61),(72 101452.72),(73 100652.32),(74 100323.13),(75 100748.984),(76 101154.4),(77 100360.64),(78 100066.97),(79 100326.95),
(1 25205.74),(2 51753.645),(3 61453.457),(4 65985.49),(5 71609.72),(6 76404.55),(7 80951.02),(8 83857.14),(9 85240.94),(10 86148.1),(11 87583.11),(12 89673.914),(13 90422.51),(14 90102.914),(15 91299.82),(16 92694.79),(17 93744.664),(18 94472.77),(19 94799.41),(20 94295.586),(21 94306.82),(22 94267.17),(23 94605.234),(24 96206.21),(25 98571.79),(26 100358.21),(27 100246.09),(28 98772.16),(29 98490.94),(30 98224.89),(31 97571.38),(32 96523.84),(33 96746.72),(34 97629.695),(35 97595.625),(36 97708.45),(37 98031.67),(38 97830.57),(39 98344.39),(40 98125.94),(41 97019.94),(42 96638.04),(43 96204.83),(44 96319.125),(45 95947.41),(46 96358.21),(47 96533.78),(48 96462.75),(49 96875.5),(50 97908.11),(51 97541.74),(52 97532.195),(53 97580.76),(54 98536.46),(55 99698.72),(56 99799.04),(57 99111.72),(58 97533.1),(59 96777.305),(60 97192.984),(61 98255.66),(62 98158.23),(63 97211.26),(64 96197.57),(65 96419.43),(66 97702.016),(67 98571.94),(68 98584.58),(69 97799.73),(70 97265.85),(71 96529.95),(72 95208.484),(73 94346.766),(74 94322.5),(75 96037.234),(76 98126.35),(77 98343.48),(78 97120.34),(79 96126.766),
(1 23695.646),(2 49547.773),(3 60617.055),(4 65358.168),(5 69322.1),(6 74633.87),(7 79554.72),(8 81979.62),(9 83568.195),(10 85752.82),(11 88608.28),(12 90893.84),(13 91566.04),(14 90822.13),(15 90021.75),(16 89892.66),(17 90538.73),(18 91125.58),(19 89432.734),(20 86800.484),(21 86312.71),(22 87541.59),(23 88161.484),(24 88654.125),(25 88872.54),(26 89410.55),(27 89863.17),(28 89105.016),(29 89934.81),(30 91557.17),(31 92579.664),(32 91548.82),(33 90953.164),(34 91238.72),(35 90865.63),(36 88703.18),(37 88362.58),(38 88858.805),(39 88684.91),(40 88030.555),(41 86749.66),(42 86249.01),(43 85078.36),(44 85577.63),(45 86505.22),(46 86738.78),(47 85822.6),(48 86308.06),(49 87957.016),(50 88654.016),(51 88686.44),(52 88974.875),(53 89874.516),(54 91637.26),(55 91620.1),(56 91795.87),(57 91647.6),(58 90085.66),(59 90016.125),(60 91530.08),(61 92736.59),(62 92350.09),(63 92200.94),(64 91077.95),(65 90159.48),(66 89478.03),(67 89286.64),(68 89392.55),(69 89516.58),(70 89385.85),(71 88814.6),(72 88463.35),(73 88441.92),(74 88119.6),(75 88373.78),(76 91368.125),(77 93352.07),(78 93972.51),(79 92945.49),
(1 23563.545),(2 48639.082),(3 59018.184),(4 64647.844),(5 68483.695),(6 72569.945),(7 77425.77),(8 82035.38),(9 85180.88),(10 87378.19),(11 89901.96),(12 91318.74),(13 90476.68),(14 90649.58),(15 90556.43),(16 90449.02),(17 90252.76),(18 90449.53),(19 89326.59),(20 86319.63),(21 85483.73),(22 88384.15),(23 90766.945),(24 90108.664),(25 88694.41),(26 88589.8),(27 88756.73),(28 88245.4),(29 87677.37),(30 87770.06),(31 86591.16),(32 84647.44),(33 84205.914),(34 85834.73),(35 86417.41),(36 86574.68),(37 86932.38),(38 87167.586),(39 87383.5),(40 87801.27),(41 88946.41),(42 89242.95),(43 89221.96),(44 88801.59),(45 89624.53),(46 90623.18),(47 89664.45),(48 87200.22),(49 86237.914),(50 85813.9),(51 85491.9),(52 85689.836),(53 86912.664),(54 87967.05),(55 89136.31),(56 89226.25),(57 87371.07),(58 84715.26),(59 85813.81),(60 86400.72),(61 85574.516),(62 84329.17),(63 84164.445),(64 83724.62),(65 83630.78),(66 84206.09),(67 85701.07),(68 86873.44),(69 86932.805),(70 86116.664),(71 85526.1),(72 85007.734),(73 84721.59),(74 84481.07),(75 84874.88),(76 85612.695),(77 85431.41),(78 84679.67),(79 84765.53),
(1 23867.46),(2 47678.29),(3 57403.625),(4 62104.96),(5 65096.62),(6 67673.04),(7 71412.08),(8 75152.14),(9 78480.164),(10 80380.09),(11 83504.58),(12 86351.29),(13 87240.22),(14 87245.64),(15 87186.9),(16 87692.49),(17 87387.15),(18 86242.52),(19 84851.97),(20 83488.92),(21 84094.086),(22 85395.29),(23 86988.445),(24 87527.1),(25 86028.266),(26 83064.19),(27 81586.57),(28 81831.93),(29 82558.734),(30 82914.92),(31 83409.36),(32 83682.484),(33 83286.18),(34 83504.21),(35 83102.62),(36 82887.6),(37 83309.71),(38 82967.836),(39 82419.086),(40 82487.69),(41 82711.9),(42 83009.94),(43 83607.55),(44 83810.31),(45 83612.664),(46 83604.19),(47 83121.06),(48 83037.08),(49 83510.14),(50 84044.97),(51 83693.984),(52 83556.69),(53 83813.03),(54 84424.31),(55 85023.98),(56 84875.03),(57 83784.2),(58 82419.29),(59 83132.195),(60 84118.74),(61 84165.58),(62 83885.76),(63 83975.01),(64 84257.836),(65 84352.375),(66 83811.99),(67 83982.76),(68 84689.41),(69 85083.72),(70 84995.39),(71 83788.555),(72 82694.875),(73 82403.39),(74 82622.35),(75 83350.77),(76 84153.3),(77 83367.32),(78 83028.75),(79 82958.82),
(1 23731.148),(2 48467.83),(3 58362.188),(4 63266.543),(5 65939.48),(6 68748.164),(7 73644.234),(8 77400.234),(9 79780.914),(10 80896.9),(11 82568.36),(12 84416.21),(13 83998.68),(14 84497.76),(15 85800.82),(16 86424.14),(17 85057.836),(18 84583.305),(19 85724.9),(20 85243.31),(21 84721.9),(22 84850.41),(23 84826.08),(24 84941.21),(25 84231.266),(26 84827.41),(27 85497.6),(28 85616.484),(29 86377.72),(30 87117.41),(31 87203.84),(32 86919.45),(33 87181.43),(34 86624.01),(35 85879.08),(36 86523.19),(37 87252.26),(38 87156.2),(39 86134.914),(40 85283.984),(41 84558.21),(42 84314.34),(43 85488.45),(44 86715.625),(45 86303.125),(46 86131.16),(47 85137.71),(48 84291.95),(49 83707.6),(50 83331.51),(51 83418.52),(52 84135.35),(53 84703.234),(54 85815.586),(55 86142.266),(56 85853.09),(57 85177.82),(58 83305.914),(59 81604.02),(60 80839.63),(61 80389.29),(62 80643.875),(63 81805.01),(64 82853.484),(65 82991.43),(66 82198.484),(67 81445.87),(68 81772.73),(69 82576.016),(70 82616.484),(71 82494.28),(72 82372.41),(73 82406.695),(74 83767.375),(75 85735.46),(76 86764.95),(77 86652.44),(78 85713.97),(79 85210.23),
(1 23045.203),(2 46343.133),(3 55810.74),(4 61710.1),(5 65599.23),(6 68881.93),(7 73313.77),(8 77022.01),(9 79498.72),(10 81117.13),(11 81870.93),(12 82609.266),(13 83147.99),(14 83737.97),(15 84579.76),(16 84556.89),(17 84099.82),(18 83855.18),(19 83074.06),(20 82664.52),(21 84243.49),(22 85343.34),(23 85369.71),(24 84961.5),(25 84390.46),(26 84786.08),(27 84861.555),(28 84490.08),(29 84617.29),(30 84027.16),(31 82858.664),(32 82593.44),(33 83355.625),(34 84043.8),(35 84211.336),(36 83506.08),(37 84105.62),(38 84986.69),(39 84532.68),(40 83521.44),(41 81836.19),(42 81024.39),(43 80985.76),(44 80938.766),(45 80605.055),(46 81152.195),(47 81229.63),(48 81747.65),(49 83043.29),(50 82677.32),(51 81383.375),(52 81437.88),(53 82532.09),(54 82884.8),(55 82489.8),(56 83426.28),(57 84488.48),(58 84113.86),(59 83228.445),(60 82425.84),(61 82223.945),(62 81626.35),(63 81560.63),(64 82209.37),(65 83793.055),(66 84573.22),(67 84075.6),(68 82940.12),(69 82555.766),(70 82707.23),(71 82361.266),(72 81968.67),(73 81606.766),(74 82273.695),(75 82767.34),(76 82632.34),(77 82250.24),(78 82031.39),(79 81691.33),
(1 22561.463),(2 45422.84),(3 54838.313),(4 60280.734),(5 63400.152),(6 66981.78),(7 72059.695),(8 76658.695),(9 79556.44),(10 80695.33),(11 81289.1),(12 82847.66),(13 83604.234),(14 84044.48),(15 84431.625),(16 83982.78),(17 82945.45),(18 81980.695),(19 82009.71),(20 82647.38),(21 84451.91),(22 85956.16),(23 84820.35),(24 83429.836),(25 83490.87),(26 83582.89),(27 82516.26),(28 81834.2),(29 80905.016),(30 80082.01),(31 80139.74),(32 80321.4),(33 80892.02),(34 81427.305),(35 81836.83),(36 81423.94),(37 80353.28),(38 80412.84),(39 80352.81),(40 79079.91),(41 78392.3),(42 77911.33),(43 77250.11),(44 77560.68),(45 78393.46),(46 78333.484),(47 76710.56),(48 75691.74),(49 75954.21),(50 76555.46),(51 76747.24),(52 77768.766),(53 79176.26),(54 79014.086),(55 77750.04),(56 77705.164),(57 79208.664),(58 78959.18),(59 77803.984),(60 77250.2),(61 76497.375),(62 76223.7),(63 75698.43),(64 75476.18),(65 75764.65),(66 76698.65),(67 77274.414),(68 77122.78),(69 77536.04),(70 78865.43),(71 79571.984),(72 79714.45),(73 79557.22),(74 79448.805),(75 79251.88),(76 78778.42),(77 79456.25),(78 80430.234),(79 79971.695),
(1 21677.121),(2 43217.664),(3 51595.23),(4 56255.445),(5 60610.84),(6 64657.45),(7 68475.79),(8 72234),(9 73968.12),(10 74882.305),(11 75434.65),(12 76542.44),(13 77075.87),(14 77114.18),(15 77856.43),(16 78507.9),(17 79110.45),(18 78837.766),(19 78141.59),(20 77492.695),(21 78960.48),(22 79441.914),(23 79425.05),(24 78593.4),(25 77918.54),(26 77773.625),(27 78460.305),(28 78636.97),(29 77956.87),(30 77344.14),(31 77402.086),(32 77533.875),(33 77749.555),(34 78030.12),(35 78294.53),(36 76865.32),(37 75046.44),(38 74097.17),(39 74346.87),(40 75443.914),(41 76653.59),(42 76343.35),(43 75285.76),(44 74353.52),(45 74101.66),(46 74692.914),(47 75044.97),(48 75450.76),(49 75135.7),(50 74008.09),(51 73468.59),(52 73722.08),(53 74750.6),(54 75618.44),(55 75523.88),(56 74753.79),(57 74619.664),(58 74872.81),(59 74492.41),(60 74191.55),(61 73966.13),(62 74018.11),(63 74473.48),(64 74911.68),(65 75582.58),(66 75770.83),(67 75892.58),(68 75581.72),(69 75880.89),(70 76823.5),(71 78284.305),(72 79143.07),(73 79052.914),(74 78780.484),(75 78473.33),(76 78871.87),(77 79705.664),(78 80162.51),(79 80588.375),
(1 21325.367),(2 42255.54),(3 49705.66),(4 54057.35),(5 58968.996),(6 63544.32),(7 67671.92),(8 69721.29),(9 70426.6),(10 71367.9),(11 73177.31),(12 75012.53),(13 74388.25),(14 73486.54),(15 74633.98),(16 76077.75),(17 76569.3),(18 76974.91),(19 76850.97),(20 76174.76),(21 75975.88),(22 76147.29),(23 77003.2),(24 77810),(25 77713.48),(26 77751.58),(27 77720),(28 76609.36),(29 75807.3),(30 76738.64),(31 78198.27),(32 79189.875),(33 78878.66),(34 78299.234),(35 77274.6),(36 76972.625),(37 77297.055),(38 76624.68),(39 75891.3),(40 75578.06),(41 75003.88),(42 74199.7),(43 73777.484),(44 74233.805),(45 74265.234),(46 73577.336),(47 73538.83),(48 74034.375),(49 75004.555),(50 74918.42),(51 73657.4),(52 72802.68),(53 72908.94),(54 73391.555),(55 72972.2),(56 72133.66),(57 71557.164),(58 71598.17),(59 72609.62),(60 73020.84),(61 72999.02),(62 72876.4),(63 72571.05),(64 72492.42),(65 72529.516),(66 72504.76),(67 72937.98),(68 73033.16),(69 74012.42),(70 75484.68),(71 76573.83),(72 76802.81),(73 76010.76),(74 75220.625),(75 74686.66),(76 73984.31),(77 74320.34),(78 74534.86),(79 74693.79),
(1 21072.883),(2 41858.746),(3 49611.52),(4 53489.703),(5 56673.027),(6 59840.457),(7 63121.94),(8 65827.85),(9 67061.48),(10 67076.85),(11 67894.03),(12 69214.19),(13 70721.086),(14 71827.92),(15 72050.27),(16 72160.8),(17 72414.88),(18 72677.86),(19 72756.56),(20 72388.305),(21 71689.34),(22 71563.09),(23 71574.84),(24 71508.88),(25 71304.19),(26 71526.7),(27 71256.77),(28 71347.375),(29 72621.65),(30 73050.08),(31 72408.14),(32 72165.38),(33 72485.31),(34 72769.33),(35 73333.195),(36 73895.875),(37 74588.82),(38 73667.234),(39 72871.71),(40 73456.164),(41 73323.71),(42 73370.46),(43 73536.65),(44 73510.375),(45 74046.65),(46 73642.36),(47 73768.8),(48 75496.47),(49 75961.74),(50 75812.69),(51 75546.52),(52 74867.81),(53 74502.24),(54 75680.3),(55 76440.875),(56 76313.2),(57 75868.49),(58 75379.16),(59 75261.055),(60 74965.41),(61 74593.39),(62 74173.92),(63 72832.54),(64 73069.266),(65 73936.5),(66 74086.734),(67 73849.8),(68 73587.93),(69 73643.47),(70 74161.75),(71 75148.57),(72 75872.33),(73 75559.836),(74 75359.09),(75 75937.57),(76 76658.99),(77 77228.125),(78 77104.75),(79 76713.414),
(1 20718.252),(2 40622.5),(3 48342.293),(4 52688.344),(5 57318.223),(6 60246.477),(7 63484.57),(8 66361.1),(9 68492.06),(10 69567.68),(11 70566.664),(12 71930.14),(13 72119.75),(14 72211.14),(15 73222.9),(16 72798.83),(17 71383.89),(18 70541.875),(19 71129.26),(20 71382.34),(21 71140.51),(22 70188.39),(23 69448.195),(24 68950.445),(25 68258.61),(26 67213.15),(27 66789.82),(28 66781.85),(29 67847.54),(30 68559.31),(31 68538.01),(32 68925.71),(33 69497.34),(34 69842.58),(35 70421.734),(36 71021.76),(37 70566.14),(38 70117.46),(39 69917.45),(40 70325.12),(41 70535.58),(42 69702.54),(43 68617.77),(44 69009.125),(45 70937.98),(46 71808.12),(47 71653.875),(48 71026.03),(49 71213.516),(50 70939.01),(51 70357.76),(52 70193.19),(53 69835.49),(54 70317.875),(55 71330.94),(56 72196.35),(57 72250.46),(58 72522.18),(59 72921.26),(60 72319.805),(61 71670.766),(62 70378.13),(63 69750.97),(64 69295.51),(65 68932.62),(66 69199.98),(67 68795.61),(68 68780.055),(69 69395.55),(70 69758.35),(71 70110.555),(72 70105.734),(73 69898.31),(74 69143.58),(75 69048.664),(76 69451.83),(77 70086.9),(78 70681.62),(79 71230.86),
