1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10387.816),(2 13977.68),(3 14666.116),(4 15272.292),(5 15984.289),(6 15949.536),(7 16117.392),(8 16972.125),(9 17050.16),(10 17141.078),(11 17482.385),(12 17889.236),(13 17903.521),(14 17929.26),(15 17913.963),(16 18015.813),(17 17852.572),(18 18251.67),(19 18739.2),(20 18856.766),(21 19091.328),(22 19581.428),(23 19891.236),(24 19354.87),(25 19485.553),(26 19291.258),(27 19187.053),(28 18954.264),(29 18871.244),(30 18907.707),(31 18808.463),(32 18954.271),(33 18689.705),(34 19201.023),(35 19394.594),(36 19278.775),(37 19553.46),(38 19321.754),(39 19388.008),(40 19027.736),(41 18666.996),(42 18673.695),(43 19146.422),(44 18983.543),(45 18436.22),(46 18613.033),(47 18934.564),(48 18983.465),(49 19263.967),(50 19125.063),(51 19267.705),(52 19164.383),(53 19197.7),(54 19428.697),(55 20088.385),(56 20086.088),(57 19921.984),(58 20250.22),(59 20309.85),(60 19533.594),(61 19782.012),(62 19803.404),(63 20088.984),(64 19638.738),(65 19728.705),(66 20276.896),(67 19667.75),(68 19423.277),(69 19420.53),(70 20027.023),(71 20241.29),(72 19598.71),(73 19805.088),(74 19650.213),(75 19350.854),(76 19359.709),(77 19555.541),(78 19186.264),(79 19193.39),
(1 10539.258),(2 14350.242),(3 15079.928),(4 15300.62),(5 16136.594),(6 16321.234),(7 16625.672),(8 17556.217),(9 17459.781),(10 17284.877),(11 17335.91),(12 17951.895),(13 17957.248),(14 17882.338),(15 17976.31),(16 17851.797),(17 17869.535),(18 18252.615),(19 18420.666),(20 18567.072),(21 18533.547),(22 18997.318),(23 19364.6),(24 19186.066),(25 19110.264),(26 18656.451),(27 18822.781),(28 18812.15),(29 18857.537),(30 19045.182),(31 18724.408),(32 18851.145),(33 19210.55),(34 18961.572),(35 19140.076),(36 19239.576),(37 19401.965),(38 19537.926),(39 19473.576),(40 19142.113),(41 19020.143),(42 19053.371),(43 19177.836),(44 18937.145),(45 18805.203),(46 18697.316),(47 18852.697),(48 19039.158),(49 19225.375),(50 19332.367),(51 19371.96),(52 18960.357),(53 18992.729),(54 19105.34),(55 19587.982),(56 19683.588),(57 19795.395),(58 19934.908),(59 20114.666),(60 19517.355),(61 19766.027),(62 19755.053),(63 19930.371),(64 19414.395),(65 19348.154),(66 19545.244),(67 19200.848),(68 19422.938),(69 19427.494),(70 19821.02),(71 19780.227),(72 19455.576),(73 19499.46),(74 19891.975),(75 19167.637),(76 19190.295),(77 19235.078),(78 19086.992),(79 18835.428),
(1 10042.714),(2 13637.006),(3 14163.1045),(4 13893.734),(5 14839.379),(6 15658.796),(7 15722.518),(8 15993.802),(9 16112.071),(10 16152.451),(11 16181.028),(12 16626.652),(13 17116.648),(14 16694.443),(15 16870.541),(16 16614.248),(17 16703.258),(18 17150.719),(19 17453.658),(20 17558.836),(21 17494.574),(22 17843.785),(23 18188.246),(24 17957.951),(25 18029.088),(26 18127.682),(27 18195.11),(28 17813.639),(29 17884.285),(30 17918.361),(31 18003.186),(32 18225.586),(33 18203.459),(34 17880.803),(35 18260.664),(36 18184.008),(37 18096.852),(38 18127.186),(39 18432.945),(40 18037.746),(41 18113.639),(42 18245.758),(43 17880.936),(44 17959.295),(45 17663.762),(46 17860.012),(47 17806.744),(48 18026.662),(49 18444.238),(50 18242.03),(51 18578.436),(52 17947.13),(53 17938.215),(54 18204.79),(55 18433.363),(56 18397.629),(57 17935.143),(58 18327.238),(59 18578.879),(60 18273.188),(61 18286.453),(62 18567.979),(63 18755.102),(64 18196.928),(65 18306.53),(66 18920.092),(67 18282.955),(68 18154.809),(69 18367.566),(70 18639.455),(71 18436.654),(72 18280.78),(73 18685.412),(74 18453.074),(75 18157.719),(76 18090.775),(77 18193.068),(78 18781.281),(79 18705.492),
(1 9959.358),(2 13603.094),(3 13931.114),(4 14034.034),(5 15168.636),(6 15558.027),(7 15529.75),(8 15673.819),(9 15873.338),(10 15901.741),(11 16087.871),(12 16261.586),(13 16989.672),(14 16763.232),(15 16890.822),(16 16651.9),(17 16721.09),(18 17054.9),(19 17334.143),(20 17604.379),(21 17652.71),(22 17737.219),(23 17992.97),(24 18019.32),(25 17755.096),(26 17513.193),(27 17677.076),(28 17711.709),(29 17810.902),(30 17831.531),(31 17859.105),(32 17790.74),(33 18039.408),(34 18196.13),(35 18299.256),(36 17592.844),(37 17683.83),(38 18038.092),(39 18079.594),(40 17782.738),(41 17647.732),(42 17641.041),(43 17781.852),(44 17736.547),(45 17742.5),(46 18198.797),(47 18321.244),(48 18340.135),(49 18459.42),(50 18050.877),(51 18515.6),(52 18237.457),(53 18311.342),(54 18364.36),(55 18299.85),(56 18162.404),(57 17972.553),(58 18207.861),(59 18169.309),(60 17676.775),(61 17825.344),(62 18065.4),(63 18171.813),(64 17588.06),(65 17553.941),(66 18049.148),(67 18198.344),(68 18141.65),(69 17937.111),(70 18039.248),(71 18088.494),(72 17862.508),(73 18306.328),(74 18238.426),(75 18145.063),(76 17849.982),(77 18315.379),(78 18709.35),(79 18533.695),
(1 9430.485),(2 12816.418),(3 13371.528),(4 13361.823),(5 14329.47),(6 14735.126),(7 14900.977),(8 15108.377),(9 15163.54),(10 15107.789),(11 15050.383),(12 15045.519),(13 15976.715),(14 15816.252),(15 15561.035),(16 15493.24),(17 15609.054),(18 16294.81),(19 16461.283),(20 16789.582),(21 16558.174),(22 16574.598),(23 16992.404),(24 16964.322),(25 16895.568),(26 16632.725),(27 16915.36),(28 16719.803),(29 16710.55),(30 16708.799),(31 16952.06),(32 16984.588),(33 16588.494),(34 16895.275),(35 16988.408),(36 16417.94),(37 16550.836),(38 16633.41),(39 16888.727),(40 16645.459),(41 16387.414),(42 16171.893),(43 16404.531),(44 16223.328),(45 16375.729),(46 16642.16),(47 16882.186),(48 16951.994),(49 16926.451),(50 16787.488),(51 16914.197),(52 16826.85),(53 16663.129),(54 16523.088),(55 16631.209),(56 16671.9),(57 16834.08),(58 17062.68),(59 17069.434),(60 16817.547),(61 16804.87),(62 16749.213),(63 17164.473),(64 16875.953),(65 16594.12),(66 16580.902),(67 16822.127),(68 16795.57),(69 16952.525),(70 16986.521),(71 17120.979),(72 16736.93),(73 17222.57),(74 17103.322),(75 16967.867),(76 16785.35),(77 16828.969),(78 17102.63),(79 16582.572),
(1 9442.269),(2 12796.073),(3 13438.463),(4 13337.354),(5 14202.102),(6 14721.978),(7 14960.343),(8 15076.444),(9 15069.305),(10 15141.443),(11 15134.621),(12 15403.798),(13 15745.7705),(14 15531.485),(15 15669.736),(16 15304.614),(17 15185.617),(18 15754.428),(19 15886.604),(20 16128.638),(21 15964.209),(22 15982.28),(23 16147.182),(24 16322.343),(25 16354.118),(26 16121.846),(27 16053.587),(28 16006.285),(29 15994.042),(30 16029.598),(31 15836.637),(32 16249.42),(33 16108.432),(34 16459.318),(35 16444.266),(36 16102.442),(37 16365.92),(38 16273.103),(39 16243.143),(40 16230.318),(41 16107.874),(42 16116.238),(43 16115.608),(44 16037.444),(45 15903.642),(46 16153.705),(47 16424.861),(48 16379.738),(49 16511.195),(50 16529.238),(51 16618.313),(52 16383.382),(53 16264.314),(54 16406.072),(55 16232.121),(56 16400.916),(57 16524.451),(58 16606.14),(59 16640.713),(60 16279.48),(61 16664.297),(62 16549.586),(63 16804.578),(64 16410.898),(65 16211.249),(66 16432.79),(67 16576.973),(68 16406.98),(69 16321.521),(70 16582.193),(71 16517.129),(72 16072.326),(73 16638.383),(74 16726.979),(75 16482.197),(76 16112.517),(77 16209.119),(78 16573.68),(79 16218.173),
(1 8573.004),(2 11557.403),(3 12149.153),(4 12414.796),(5 13136.605),(6 13592.083),(7 13728.685),(8 13673.544),(9 13829.491),(10 13840.556),(11 13725.886),(12 13924.565),(13 14444.949),(14 14522.651),(15 14346.144),(16 13918.986),(17 14076.583),(18 14533.851),(19 14641.313),(20 14924.1045),(21 14940.823),(22 14855.865),(23 15006.748),(24 15023.22),(25 15355.166),(26 15075.694),(27 15170.2),(28 15199.296),(29 15218.79),(30 15052.819),(31 15080.106),(32 15454.789),(33 15378.551),(34 15235.544),(35 15345.58),(36 15405.479),(37 15525.644),(38 15597.045),(39 15633.101),(40 15407.6),(41 15351.214),(42 15422.574),(43 15367.775),(44 15070.056),(45 14842.914),(46 14952.172),(47 15089.845),(48 15260.239),(49 15436.579),(50 15103.9),(51 15314.196),(52 15249.201),(53 15276.813),(54 15526.882),(55 15299.706),(56 15160.837),(57 15341.136),(58 15860.16),(59 15810.627),(60 15420.349),(61 15698.606),(62 15797.535),(63 15917.114),(64 15384.346),(65 15222.373),(66 15870.608),(67 15666.319),(68 15580.842),(69 15370.641),(70 15648.259),(71 15753.645),(72 15497.62),(73 15791.239),(74 15524.68),(75 15740.055),(76 15471.726),(77 15405.371),(78 15376.166),(79 15311.953),
(1 8684.454),(2 11631.767),(3 12006.996),(4 11854.011),(5 12504.702),(6 13007.841),(7 13289.674),(8 13357.544),(9 13317.765),(10 13204.727),(11 13478.7),(12 13661.972),(13 13944.015),(14 13868.1455),(15 13682.321),(16 13561.872),(17 13739.195),(18 13910.159),(19 14197.073),(20 14392.291),(21 14608.462),(22 14491.726),(23 14758.944),(24 15005.417),(25 15010.248),(26 14739.802),(27 14975.861),(28 14942.694),(29 15050.151),(30 14630.326),(31 14663.962),(32 15247.607),(33 15199.623),(34 15189.506),(35 15196.641),(36 15194.944),(37 15271.617),(38 15254.974),(39 15215.734),(40 14854.273),(41 14850.784),(42 15096.097),(43 14858.522),(44 14872.468),(45 14727.255),(46 14803.078),(47 15103.679),(48 14970.172),(49 15052.287),(50 15002.18),(51 15112.248),(52 15016.656),(53 15217.804),(54 15288.041),(55 15244.305),(56 15425.743),(57 15442.182),(58 15660.488),(59 15657.367),(60 15564.288),(61 15555.795),(62 15892.254),(63 15906.7705),(64 15377.229),(65 15087.522),(66 15560.865),(67 15491.227),(68 15552.571),(69 15412.762),(70 15589.758),(71 15811.61),(72 15430.782),(73 15790.146),(74 15677.207),(75 15596.396),(76 15356.448),(77 15373.548),(78 15347.367),(79 15292.979),
(1 8348.031),(2 11128.456),(3 11772.739),(4 11540.438),(5 12044.614),(6 12693.329),(7 13173.117),(8 13300.638),(9 13088.921),(10 13297.761),(11 13477.798),(12 13467.552),(13 14084.683),(14 13810.773),(15 13840.344),(16 13647.853),(17 13908.431),(18 14061.338),(19 14219.67),(20 14130.961),(21 14147.314),(22 14282.74),(23 14630.339),(24 14698.914),(25 14640.509),(26 14637.528),(27 14605.766),(28 14501.742),(29 14530.839),(30 14302.312),(31 14524.915),(32 14693.26),(33 14863.552),(34 15061.268),(35 15220.961),(36 14947.39),(37 15151.849),(38 14990.574),(39 14831.461),(40 14582.954),(41 14505.306),(42 14654.281),(43 14677.692),(44 14862.147),(45 14844.751),(46 14925.693),(47 14927.864),(48 14903.031),(49 15081.104),(50 15109.719),(51 15157.431),(52 14952.985),(53 14888.1045),(54 15123.531),(55 15005.147),(56 14895.552),(57 14895.379),(58 15141.184),(59 15317.009),(60 15211.175),(61 15214.468),(62 15077.518),(63 15368.281),(64 14851.629),(65 14542.651),(66 14734.725),(67 14894.042),(68 14604.751),(69 14450.194),(70 14589.671),(71 14673.197),(72 14554.112),(73 14889.854),(74 15078.416),(75 14846.185),(76 14458.999),(77 14401.612),(78 14853.462),(79 14607.708),
(1 7966.968),(2 10775.462),(3 11265.459),(4 11109.979),(5 11824.694),(6 12273.849),(7 12752.637),(8 12627.999),(9 12584.671),(10 12701.21),(11 13029.135),(12 12917.815),(13 13280.714),(14 13334.675),(15 13042.893),(16 12952.383),(17 13071.109),(18 13267.905),(19 13526.429),(20 13572.264),(21 13569.017),(22 13773.11),(23 13954.231),(24 13966.591),(25 13791.181),(26 13754.107),(27 13856.277),(28 13862.074),(29 13891.225),(30 13981.968),(31 13979.246),(32 14009.307),(33 14138.761),(34 14224.801),(35 14479.768),(36 14541.594),(37 14456.66),(38 14153.04),(39 14257.72),(40 14087.007),(41 13950.979),(42 13916.72),(43 14026.682),(44 14060.422),(45 14090.822),(46 14051.517),(47 14163.442),(48 14201.426),(49 14313.258),(50 14327.101),(51 14470.863),(52 14353.336),(53 14351.258),(54 14451.385),(55 14287.866),(56 14279.812),(57 13933.1875),(58 14182.009),(59 14172.2705),(60 14109.758),(61 14392.386),(62 14319.4375),(63 14614.223),(64 14279.066),(65 13943.032),(66 13994.29),(67 14405.88),(68 14125.977),(69 13920.364),(70 13928.853),(71 14063.953),(72 13881.639),(73 14069.363),(74 14138.335),(75 13937.431),(76 13955.59),(77 14008.876),(78 14194.736),(79 13967.931),
(1 7658.978),(2 10290.295),(3 10725.296),(4 10658.166),(5 11251.158),(6 11565.791),(7 12134.349),(8 12001.295),(9 11833.667),(10 12148.729),(11 12422.597),(12 12292.901),(13 12654.481),(14 12732.051),(15 12857.534),(16 12704.762),(17 12772.106),(18 13209.142),(19 13333.865),(20 13251.729),(21 13177.478),(22 13305.943),(23 13611.221),(24 13579.745),(25 13776.212),(26 13498.536),(27 13715.767),(28 13688.858),(29 13678.421),(30 13696.729),(31 13898.978),(32 13549.069),(33 13468.096),(34 13449.905),(35 13537.721),(36 13656.186),(37 13531.632),(38 13535.913),(39 13818.252),(40 13584.177),(41 13532.251),(42 13590.294),(43 13726.684),(44 13917.966),(45 13854.546),(46 13930.742),(47 14059.209),(48 13988.042),(49 14216.512),(50 14180.126),(51 14217.792),(52 14177.342),(53 14083.044),(54 13747.988),(55 13793.099),(56 13804.398),(57 13710.686),(58 13861.302),(59 14029.66),(60 13920.659),(61 14245.514),(62 13931.629),(63 13870.106),(64 13831.943),(65 13713.938),(66 13704.956),(67 13878.939),(68 13896.738),(69 13872.468),(70 13898.887),(71 14192.21),(72 13869.882),(73 14074.459),(74 14138.092),(75 13795.595),(76 13739.011),(77 13794.879),(78 13841.677),(79 13610.149),
(1 7482.5195),(2 9853.155),(3 10343.9795),(4 10189.513),(5 10662.292),(6 11130.755),(7 11596.219),(8 11532.921),(9 11556.514),(10 11926.201),(11 12071.67),(12 11869.693),(13 12447.213),(14 12459.561),(15 12398.096),(16 12214.046),(17 12250.225),(18 12433.061),(19 12728.793),(20 12803.791),(21 12732.537),(22 12813.895),(23 12971.255),(24 12782.34),(25 12979.614),(26 12914.853),(27 13017.864),(28 12787.477),(29 12876.907),(30 13117.023),(31 13058.089),(32 12977.208),(33 12966.557),(34 12807.975),(35 12866.486),(36 13085.524),(37 12990.399),(38 12944.372),(39 12814.311),(40 12856.514),(41 12685.18),(42 12759.155),(43 12953.292),(44 13066.656),(45 12939.662),(46 13100.509),(47 13288.951),(48 13475.264),(49 13545.807),(50 13625.544),(51 13703.614),(52 13636.569),(53 13557.239),(54 13620.943),(55 13293.826),(56 13214.844),(57 13153.345),(58 13121.533),(59 13181.551),(60 13317.546),(61 13426.067),(62 13299.145),(63 13267.456),(64 13103.793),(65 13159.395),(66 13027.325),(67 13324.168),(68 13408.336),(69 13367.362),(70 13409.596),(71 13497.871),(72 13201.199),(73 13466.162),(74 13384.047),(75 13447.581),(76 13210.113),(77 13284.414),(78 13166.747),(79 13106.011),
(1 7190.618),(2 9490.283),(3 10040.722),(4 10021.626),(5 10627.953),(6 11153.17),(7 11316.146),(8 11113.544),(9 11431.334),(10 11639.687),(11 11780.964),(12 11636.062),(13 12030.583),(14 12191.81),(15 12377.638),(16 11867.777),(17 11815.857),(18 12029.017),(19 12287.453),(20 12334.685),(21 12221.539),(22 12332.038),(23 12551.646),(24 12474.392),(25 12543.009),(26 12455.14),(27 12530.271),(28 12511.876),(29 12692.5205),(30 12887.235),(31 12751.522),(32 12869.058),(33 12741.411),(34 12869.586),(35 12938.054),(36 13098.42),(37 13136.777),(38 13133.476),(39 13140.352),(40 12917.868),(41 12739.424),(42 12835.142),(43 12929.273),(44 12908.604),(45 12812.548),(46 13005.538),(47 13014.43),(48 12977.536),(49 13227.258),(50 13302.522),(51 13312.918),(52 13055.924),(53 13068.733),(54 13253.495),(55 12978.053),(56 13041.83),(57 12987.787),(58 12979.569),(59 13027.158),(60 13006.505),(61 13338.599),(62 13190.279),(63 13252.118),(64 13004.805),(65 12885.08),(66 12803.198),(67 13061.711),(68 13066.973),(69 12960.672),(70 12881.614),(71 13079.967),(72 12913.865),(73 13049.45),(74 12803.379),(75 12884.008),(76 12687.748),(77 12742.497),(78 12829.873),(79 12685.939),
(1 6927.129),(2 9263.836),(3 9870.693),(4 9877.712),(5 10390.925),(6 11082.686),(7 11297.386),(8 11112.725),(9 11272.552),(10 11664.545),(11 11990.432),(12 11714.079),(13 12114.177),(14 12093.272),(15 12289.737),(16 12087.902),(17 11998.905),(18 12059.204),(19 12252.839),(20 12474.912),(21 12415.772),(22 12298.527),(23 12433.861),(24 12491.116),(25 12542.107),(26 12349.802),(27 12327.434),(28 12265.455),(29 12374.603),(30 12322.754),(31 12212.67),(32 12309.517),(33 12218.012),(34 12337.388),(35 12345.192),(36 12427.147),(37 12504.074),(38 12488.16),(39 12573.66),(40 12207.167),(41 12131.61),(42 12177.633),(43 12175.976),(44 12122.194),(45 12068.965),(46 12275.925),(47 12313.137),(48 12276.308),(49 12373.226),(50 12418.831),(51 12629.173),(52 12354.519),(53 12390.487),(54 12504.679),(55 12457.305),(56 12544.311),(57 12442.6455),(58 12465.861),(59 12391.884),(60 12349.799),(61 12632.074),(62 12447.132),(63 12618.499),(64 12512.288),(65 12658.41),(66 12851.777),(67 12991.444),(68 13085.657),(69 12983.549),(70 13099.319),(71 13207.575),(72 13183.298),(73 13285.616),(74 13042.275),(75 13134.749),(76 13021.645),(77 13076.611),(78 13048.619),(79 12854.246),
(1 6602.198),(2 8809.807),(3 9313.318),(4 9440.508),(5 10019.798),(6 10599.304),(7 10902.7295),(8 10762.147),(9 10751.662),(10 11108.589),(11 11355.289),(12 11165.802),(13 11465.411),(14 11407.033),(15 11537.491),(16 11660.971),(17 11597.784),(18 11719.434),(19 11927.805),(20 11912.381),(21 12007.89),(22 11973.786),(23 12008.305),(24 11928.897),(25 12092.745),(26 12246.392),(27 12218.676),(28 12189.148),(29 12281.457),(30 12215.664),(31 12272.045),(32 12234.526),(33 12197.784),(34 12217.94),(35 12200.819),(36 12122.966),(37 12091.509),(38 12003.081),(39 12084.5205),(40 11811.472),(41 11833.516),(42 11923.169),(43 11913.604),(44 11975.211),(45 11889.606),(46 11999.635),(47 12148.671),(48 12053.304),(49 12011.374),(50 11968.711),(51 12167.581),(52 11861.915),(53 11882.546),(54 12054.5205),(55 11900.363),(56 12095.509),(57 12081.623),(58 12321.566),(59 12336.219),(60 12264.9375),(61 12551.011),(62 12342.418),(63 12434.569),(64 12284.553),(65 12353.421),(66 12412.205),(67 12402.278),(68 12411.147),(69 12460.567),(70 12633.931),(71 12697.549),(72 12285.5),(73 12466.08),(74 12342.905),(75 12296.84),(76 12359.223),(77 12381.371),(78 12396.802),(79 12258.349),
(1 6627.6943),(2 8676.949),(3 9081.732),(4 9185.561),(5 9600.879),(6 10303.676),(7 10514.532),(8 10577.884),(9 10592.797),(10 10821.326),(11 11060.807),(12 11037.262),(13 11171.684),(14 11123.303),(15 11428.669),(16 11390.665),(17 11398.139),(18 11562.987),(19 11871.058),(20 12009.434),(21 11898.04),(22 11719.104),(23 11858.102),(24 11854.619),(25 12139.347),(26 12105.005),(27 12182.174),(28 12034.299),(29 12124.151),(30 12253.681),(31 12084.402),(32 12246.48),(33 12124.926),(34 12144.801),(35 12096.135),(36 11921.789),(37 12121.314),(38 11904.226),(39 11890.498),(40 11771.513),(41 11725.701),(42 11866.712),(43 11853.974),(44 11936.607),(45 11870.387),(46 12059.87),(47 12048.765),(48 11764.908),(49 12092.159),(50 12020.129),(51 12212.297),(52 12032.12),(53 12012.652),(54 12084.094),(55 11874.97),(56 12097.506),(57 11724.742),(58 11862.393),(59 11891.019),(60 11790.412),(61 11875.117),(62 11756.273),(63 11999.744),(64 11847.164),(65 11804.289),(66 11876.899),(67 11846.251),(68 11985.455),(69 11960.2295),(70 11948.504),(71 12017.513),(72 11898.902),(73 11974.314),(74 11893.014),(75 11988.009),(76 12058.986),(77 12142.54),(78 12229.744),(79 11870.528),
(1 6319.3867),(2 8263),(3 8735.712),(4 8891.545),(5 9196.747),(6 9682.468),(7 10164.514),(8 9905.925),(9 9939.9),(10 10214.708),(11 10508.586),(12 10546.858),(13 10643.724),(14 10657.181),(15 10770.337),(16 10669.43),(17 10662.845),(18 10899.033),(19 11089.693),(20 11164.7295),(21 11054.059),(22 11118.142),(23 11239.523),(24 11271.157),(25 11696.063),(26 11499.664),(27 11632.251),(28 11443.875),(29 11614.239),(30 11774.783),(31 11764.889),(32 11725.787),(33 11587.211),(34 11702.03),(35 11849.926),(36 11588.821),(37 11787.809),(38 11623.582),(39 11483.001),(40 11395.696),(41 11509.156),(42 11677.625),(43 11662.465),(44 11676.45),(45 11562.8125),(46 11725.882),(47 11739.002),(48 11615.425),(49 11889.706),(50 11778.789),(51 11861.908),(52 11805.008),(53 11807.514),(54 11856.063),(55 11785.749),(56 11923.438),(57 11498.942),(58 11459.415),(59 11573.9),(60 11416.938),(61 11559.752),(62 11426.84),(63 11612.741),(64 11581.014),(65 11701.258),(66 11779.168),(67 11725.836),(68 11817.079),(69 11812.035),(70 11793.967),(71 11975.552),(72 11679.235),(73 11652.772),(74 11713.624),(75 11714.116),(76 11563.425),(77 11447.754),(78 11770.981),(79 11506.977),
(1 6256.8853),(2 8026.381),(3 8682.379),(4 8746.895),(5 9178.442),(6 9596.345),(7 9865.362),(8 9766.759),(9 9601.361),(10 9701.294),(11 9768.545),(12 9813.172),(13 9974.368),(14 9936.373),(15 10154.017),(16 10074.752),(17 9987.113),(18 10247.704),(19 10590.897),(20 10643.675),(21 10789.512),(22 10964.851),(23 11191.744),(24 11303.234),(25 11429.784),(26 11228.975),(27 11371.927),(28 11286.796),(29 11195.501),(30 11304.994),(31 11495.344),(32 11416.594),(33 11410.624),(34 11431.624),(35 11452.731),(36 11270.753),(37 11239.362),(38 11141.635),(39 11092.293),(40 10984.436),(41 11036.805),(42 11199.239),(43 11145.78),(44 11313.957),(45 11047.092),(46 11098.368),(47 11129.177),(48 11207.79),(49 11277.528),(50 11227.509),(51 11301.155),(52 11215.452),(53 11271.922),(54 11261.684),(55 11234.159),(56 11196.661),(57 11072.401),(58 11057.812),(59 10996.346),(60 10999.442),(61 11354.234),(62 11109.882),(63 11353.075),(64 11201.444),(65 11288.313),(66 11224.798),(67 11303.911),(68 11225.657),(69 11051.397),(70 11079.253),(71 11191.842),(72 11156.806),(73 11130.503),(74 10999.118),(75 11031.087),(76 11128.2),(77 11106.48),(78 10956.942),(79 10939.65),
