1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 89102.02),(2 315194.3),(3 630956.3),(4 1013582.94),(5 1410893.5),(6 1867401.6),(7 2329679.3),(8 2733127.8),(9 3032591.3),(10 3299556),(11 3554622.8),(12 3904032),(13 4355074),(14 4886665.5),(15 5415057.5),(16 5942387.5),(17 6533862),(18 7052522.5),(19 7569811.5),(20 7933914.5),(21 8210248),(22 8295641.5),(23 8373144.5),(24 8425420),(25 8671425),(26 9001905),(27 9367571),(28 9795100),(29 10239081),(30 10726045),(31 11139531),(32 11492772),(33 11671289),(34 11740455),(35 11759780),(36 11748467),(37 11734640),(38 11763309),(39 11804053),(40 11775856),(41 11733080),(42 11698437),(43 11708125),(44 11580997),(45 11463127),(46 11261837),(47 11012031),(48 10745560),(49 10442671),(50 10186489),(51 10030701),(52 10042473),(53 10083641),(54 10151999),(55 10202923),(56 10291908),(57 10392111),(58 10464894),(59 10588323),(60 10854931),(61 11194533),(62 11699445),(63 12333359),(64 13092972),(65 13917280),(66 14869723),(67 15941175),(68 17060192),(69 18213422),(70 19503474),(71 20799556),(72 22044158),(73 23198752),(74 24428878),(75 25589358),(76 26824768),(77 28131718),(78 29575726),(79 31069320),
(1 3148.9636),(2 4190.402),(3 4651.54),(4 4831.8755),(5 5028.931),(6 5237.659),(7 5451.541),(8 5589.319),(9 5794.543),(10 5804.577),(11 6026.95),(12 6091.9556),(13 6268.1465),(14 6401.585),(15 6482.209),(16 6516.5605),(17 6643.8047),(18 6689.871),(19 6842.839),(20 6950.4717),(21 7132.6978),(22 7188.2197),(23 7179.0083),(24 7223.66),(25 7264.199),(26 7232.1724),(27 7195.4053),(28 7219.7856),(29 7198.5747),(30 7266.3027),(31 7223.173),(32 7240.6416),(33 7233.736),(34 7228.426),(35 7175.3677),(36 7246.346),(37 7275.6074),(38 7316.9717),(39 7377.1416),(40 7251.055),(41 7296.488),(42 7235.969),(43 7206.036),(44 7157.748),(45 7212.9434),(46 7227.3335),(47 7143.864),(48 7229.131),(49 7163.5415),(50 7163.395),(51 7129.704),(52 7073.1675),(53 6976.08),(54 7030.763),(55 6986.5493),(56 6987.1196),(57 6841.8555),(58 6832.185),(59 6813.7764),(60 6968.0327),(61 6907.361),(62 6830.3276),(63 6913.767),(64 6789.8433),(65 6773.276),(66 6763.823),(67 6766.219),(68 6806.9155),(69 6863.3364),(70 6884.2495),(71 6735.6074),(72 6749.456),(73 6800.8438),(74 6778.172),(75 6844.0127),(76 6840.318),(77 6789.8647),(78 6808.9277),(79 6918.1895),
(1 3086.238),(2 4123.4517),(3 4541.6304),(4 4739.9487),(5 4866.9355),(6 5007.713),(7 5187.001),(8 5304.8296),(9 5492.5933),(10 5483.737),(11 5670.5854),(12 5830.4155),(13 5997.2515),(14 6078.4546),(15 6148.661),(16 6274.7417),(17 6434.484),(18 6411.7266),(19 6435.858),(20 6536.7256),(21 6637.4336),(22 6607.96),(23 6667.079),(24 6659.567),(25 6678.4395),(26 6722.828),(27 6747.036),(28 6815.879),(29 6721.9697),(30 6782.154),(31 6787.41),(32 6788.936),(33 6781.9023),(34 6779.3135),(35 6714.928),(36 6711.299),(37 6768.7656),(38 6752.667),(39 6865.5874),(40 6775.431),(41 6877.453),(42 6845.941),(43 6856.739),(44 6912.092),(45 6951.7),(46 6938.2573),(47 6851.0493),(48 6847.146),(49 6835.756),(50 6792.6963),(51 6785.1655),(52 6661.253),(53 6613.8174),(54 6536.564),(55 6525.321),(56 6505.3423),(57 6586.4507),(58 6538.856),(59 6607.126),(60 6503.9004),(61 6546.4043),(62 6480.019),(63 6438.958),(64 6470.04),(65 6503.816),(66 6428.8555),(67 6404.302),(68 6390.9775),(69 6386.477),(70 6401.644),(71 6411.51),(72 6562.047),(73 6410.9272),(74 6411.529),(75 6470.3057),(76 6550.034),(77 6477.973),(78 6518.2896),(79 6701.9785),
(1 2971.4702),(2 3845.3564),(3 4278.2314),(4 4505.4053),(5 4637.257),(6 4828.519),(7 4941.645),(8 5067.955),(9 5258.22),(10 5312.0947),(11 5518.9785),(12 5735.536),(13 5836.643),(14 5925.181),(15 6077.529),(16 6099.5835),(17 6302.374),(18 6308.2085),(19 6346.216),(20 6327.7217),(21 6523.4844),(22 6497.0576),(23 6564.2104),(24 6580.2524),(25 6599.9023),(26 6682.262),(27 6664.963),(28 6712.723),(29 6645.652),(30 6664.782),(31 6623.1294),(32 6581.8174),(33 6531.896),(34 6540.6865),(35 6570.131),(36 6545.5845),(37 6598.527),(38 6631.621),(39 6621.386),(40 6575.5767),(41 6595.9487),(42 6637.753),(43 6592.9766),(44 6611.9937),(45 6604.7373),(46 6523.2983),(47 6476.039),(48 6443.0376),(49 6623.469),(50 6563.268),(51 6569.2026),(52 6470.9536),(53 6411.085),(54 6332.102),(55 6396.513),(56 6379.3867),(57 6399.704),(58 6357.0063),(59 6281.2324),(60 6264.7847),(61 6429.0884),(62 6402.581),(63 6421.8643),(64 6374.1514),(65 6336.8677),(66 6357.646),(67 6435.237),(68 6363.0874),(69 6325.8545),(70 6344.3135),(71 6410.2827),(72 6439.8174),(73 6369.6436),(74 6309.9023),(75 6436.826),(76 6418.319),(77 6406.9067),(78 6476.7153),(79 6493.9805),
(1 2817.76),(2 3704.6094),(3 4107.038),(4 4330.233),(5 4479.4863),(6 4566.671),(7 4686.532),(8 4765.2627),(9 4992.9595),(10 5086.3765),(11 5311.3853),(12 5414.177),(13 5473.956),(14 5607.934),(15 5736.038),(16 5815.839),(17 5909.6123),(18 6006.5225),(19 6122.1147),(20 6119.5356),(21 6189.2764),(22 6186.7856),(23 6323.0967),(24 6431.723),(25 6487.1113),(26 6470.8784),(27 6429.967),(28 6483.072),(29 6577.4585),(30 6595.9033),(31 6509.274),(32 6493.1006),(33 6453.206),(34 6385.6914),(35 6402.568),(36 6425.585),(37 6390.384),(38 6438.2773),(39 6329.533),(40 6292.498),(41 6308.987),(42 6332.565),(43 6256.1543),(44 6252.2793),(45 6237.2383),(46 6244.446),(47 6261.0977),(48 6218.1353),(49 6297.2065),(50 6251.5083),(51 6272.7554),(52 6180.336),(53 6226.882),(54 6138.0386),(55 6164.4966),(56 6154.662),(57 6149.6567),(58 6084.851),(59 6172.786),(60 6160.872),(61 6127.072),(62 6107.808),(63 6086.928),(64 6065.226),(65 6066.1523),(66 6096.139),(67 6018.535),(68 5937.6294),(69 6050.9526),(70 5946.5522),(71 5926.941),(72 5939.2295),(73 5983.5415),(74 5907.7944),(75 6029.1084),(76 6083.6587),(77 5988.848),(78 6033.329),(79 6121.9844),
(1 2770.5303),(2 3724.527),(3 4093.507),(4 4312.3496),(5 4458.736),(6 4575.8833),(7 4785.5493),(8 4879.1367),(9 5090.8916),(10 5203.3145),(11 5425.283),(12 5529.6553),(13 5521.9043),(14 5673.3994),(15 5820.2017),(16 5856.2217),(17 5894.926),(18 6024.6514),(19 6084.161),(20 6086.697),(21 6151.876),(22 6102.776),(23 6087.5737),(24 6158.6733),(25 6349.9346),(26 6335.325),(27 6307.5664),(28 6365.2153),(29 6407.6626),(30 6475.623),(31 6355.657),(32 6343.3745),(33 6364.206),(34 6321.3306),(35 6341.708),(36 6294.8765),(37 6329.2026),(38 6246.278),(39 6314.234),(40 6261.0337),(41 6319.4316),(42 6322.0625),(43 6328.6133),(44 6320.731),(45 6345.725),(46 6328.1816),(47 6326.321),(48 6269.1875),(49 6282.8525),(50 6241.122),(51 6238.757),(52 6254.132),(53 6261.191),(54 6189.949),(55 6177.096),(56 6085.874),(57 6059.943),(58 6095.7876),(59 6119.0293),(60 6048.257),(61 6103.808),(62 6113.042),(63 6097.5825),(64 6072.2744),(65 6050.3647),(66 5980.387),(67 5856.404),(68 5852.337),(69 5984.9854),(70 5832.6113),(71 5881.8813),(72 5856.9614),(73 5866.7744),(74 5814.6235),(75 5998.3096),(76 6060.3325),(77 6029.192),(78 6001.437),(79 6043.2856),
(1 2739.399),(2 3651.7383),(3 4069.2722),(4 4177.674),(5 4260.3857),(6 4403.43),(7 4555.8433),(8 4705.2417),(9 4804.0117),(10 5004.9946),(11 5105.8755),(12 5220.4414),(13 5200.1987),(14 5292.422),(15 5426.743),(16 5477.47),(17 5550.721),(18 5711.1353),(19 5854.12),(20 5805.475),(21 5855.406),(22 5963.445),(23 5925.3755),(24 5970.8984),(25 6051.2935),(26 6080.341),(27 6146.69),(28 6186.4385),(29 6129.2124),(30 6133.7593),(31 6112.251),(32 6042.2266),(33 5995.255),(34 5952.31),(35 6058.5923),(36 6087.5474),(37 6079.245),(38 5992.579),(39 6034.8267),(40 5942.2153),(41 6024.5796),(42 6059.923),(43 5999.285),(44 5856.78),(45 5859.5615),(46 5842.5054),(47 5786.4243),(48 5769.2153),(49 5838.3213),(50 5680.197),(51 5721.9785),(52 5824.202),(53 5794.7456),(54 5784.493),(55 5840.8457),(56 5741.048),(57 5694.4634),(58 5687.8696),(59 5661.2983),(60 5709.94),(61 5648.389),(62 5646.551),(63 5613.4004),(64 5645.0728),(65 5584.479),(66 5563.1304),(67 5568.1255),(68 5532.1235),(69 5582.488),(70 5455.951),(71 5515.9766),(72 5574.2236),(73 5589.0273),(74 5500.6597),(75 5624.9937),(76 5661.7485),(77 5687.525),(78 5702.454),(79 5741.0396),
(1 2673.301),(2 3541.0823),(3 3997.783),(4 4108.7036),(5 4248.695),(6 4363.8545),(7 4547.053),(8 4670.2754),(9 4711.6514),(10 4896.1387),(11 4966.6694),(12 5003.5264),(13 5040.726),(14 5155.999),(15 5227.073),(16 5341.9917),(17 5409.7813),(18 5531.2793),(19 5633.328),(20 5621.638),(21 5581.817),(22 5725.798),(23 5761.7456),(24 5658.611),(25 5725.9),(26 5803.9785),(27 5946.319),(28 5926.5454),(29 5925.0674),(30 5828.531),(31 5862.6143),(32 5816.2476),(33 5902.256),(34 5848.852),(35 5842.319),(36 5816.7783),(37 5769.86),(38 5709.533),(39 5764.4287),(40 5822.9585),(41 5821.072),(42 5803.973),(43 5747.291),(44 5712.8174),(45 5789.4956),(46 5807.0815),(47 5766.1904),(48 5639.911),(49 5663.004),(50 5626.5205),(51 5714.6577),(52 5665.682),(53 5589.0396),(54 5522.5146),(55 5563.421),(56 5412.738),(57 5500.643),(58 5443.926),(59 5504.354),(60 5503.1606),(61 5436.1553),(62 5483.1045),(63 5460.8853),(64 5459.245),(65 5454.0303),(66 5323.288),(67 5356.1016),(68 5415.786),(69 5458.992),(70 5344.268),(71 5366.336),(72 5364.8735),(73 5365.6772),(74 5414.521),(75 5488.3574),(76 5499.467),(77 5485.338),(78 5606.1577),(79 5576.2134),
(1 2592.531),(2 3391.447),(3 3799.1826),(4 3908.1978),(5 4033.8813),(6 4167.082),(7 4337.8735),(8 4484.2183),(9 4547.0786),(10 4663.109),(11 4738.371),(12 4776.91),(13 4908.027),(14 5038.146),(15 5130.251),(16 5177.9946),(17 5258.861),(18 5357.0264),(19 5370.627),(20 5459.552),(21 5484.3306),(22 5610.676),(23 5661.921),(24 5509.2515),(25 5687.0493),(26 5683.333),(27 5734.6055),(28 5699.0674),(29 5724.494),(30 5709.076),(31 5709.1006),(32 5704.7803),(33 5689.949),(34 5618.133),(35 5675.5137),(36 5638.1714),(37 5666.1567),(38 5670.747),(39 5673.737),(40 5748.925),(41 5719.4424),(42 5694.821),(43 5647.7476),(44 5599.9067),(45 5724.8403),(46 5735.9517),(47 5717.404),(48 5695.2124),(49 5689.2207),(50 5652.693),(51 5736.908),(52 5730.3687),(53 5617.046),(54 5565.414),(55 5585.795),(56 5539.1196),(57 5618.5474),(58 5527.7065),(59 5549.397),(60 5414.4014),(61 5526.7603),(62 5542.4365),(63 5489.2866),(64 5558.356),(65 5525.5977),(66 5430.9746),(67 5364.52),(68 5383.2646),(69 5428.6733),(70 5430.47),(71 5419.314),(72 5337.3687),(73 5350.9033),(74 5423.7075),(75 5415.6777),(76 5375.1377),(77 5359.563),(78 5407.463),(79 5450.878),
(1 2467.8794),(2 3211.7773),(3 3565.8826),(4 3686.1504),(5 3755.3704),(6 3932.0525),(7 4191.109),(8 4342.4893),(9 4397.6914),(10 4508.598),(11 4687.0566),(12 4851.9316),(13 5063.3525),(14 5089.454),(15 5173.5386),(16 5236.1514),(17 5292.367),(18 5327.03),(19 5369.4756),(20 5358.633),(21 5460.5146),(22 5539.421),(23 5559.851),(24 5529.2656),(25 5607.332),(26 5530.622),(27 5636.009),(28 5622.9746),(29 5655.838),(30 5663.1284),(31 5696.8154),(32 5614.366),(33 5547.542),(34 5535.762),(35 5592.436),(36 5463.167),(37 5511.0986),(38 5508.7837),(39 5631.4355),(40 5560.788),(41 5518.6235),(42 5485.663),(43 5517.139),(44 5471.6177),(45 5472.3467),(46 5415.6533),(47 5392.777),(48 5395.6523),(49 5394.58),(50 5378.9937),(51 5385.3447),(52 5428.1934),(53 5336.7563),(54 5307.202),(55 5273.0156),(56 5212.7256),(57 5231.1934),(58 5229.0967),(59 5264.475),(60 5165.114),(61 5209.0825),(62 5191.7676),(63 5181.8315),(64 5258.046),(65 5199.258),(66 5085.2456),(67 5033.504),(68 5154.325),(69 5134.9683),(70 5103.3936),(71 5076.315),(72 5063.03),(73 5103.209),(74 5086.758),(75 5130.724),(76 5114.469),(77 5066.4004),(78 5060.9063),(79 5133.219),
(1 2366.963),(2 3122.149),(3 3446.776),(4 3567.736),(5 3674.1858),(6 3776.377),(7 4037.6028),(8 4169.999),(9 4197.2134),(10 4239.8843),(11 4368.729),(12 4536.9253),(13 4659.1646),(14 4691.7065),(15 4798.586),(16 4816.03),(17 4780.9673),(18 4794.4346),(19 4839.0767),(20 4884.594),(21 4977.0874),(22 4966.4473),(23 4962.0337),(24 4967.729),(25 4994.8496),(26 4955.0786),(27 5010.8047),(28 5056.3975),(29 5056.378),(30 5091.635),(31 5100.986),(32 5015.1543),(33 4994.1133),(34 5069.8022),(35 5069.666),(36 5062.2876),(37 5108.02),(38 5083.673),(39 5199.661),(40 5119.6353),(41 5096.981),(42 5089.991),(43 5073.563),(44 5079.17),(45 5150.8496),(46 5135.535),(47 5120.846),(48 5102.289),(49 5062.3296),(50 5033.8086),(51 5050.2114),(52 5105.5825),(53 5077.0127),(54 4956.896),(55 5002.238),(56 4957.109),(57 4908.4497),(58 4980.583),(59 4954.3604),(60 4955.3584),(61 4973.171),(62 4900.1553),(63 4880.5996),(64 4869.4194),(65 4891.4536),(66 4895.151),(67 4871.2593),(68 4844.859),(69 4780.1543),(70 4777.5205),(71 4714.7646),(72 4760.799),(73 4742.1655),(74 4785.17),(75 4844.327),(76 4813.077),(77 4889.953),(78 4868.9824),(79 4915.2993),
(1 2304.4448),(2 2975.5452),(3 3298.145),(4 3453.6348),(5 3536.6807),(6 3661.2654),(7 3863.9978),(8 4012.6255),(9 4109.308),(10 4190.9165),(11 4272.1714),(12 4406.181),(13 4505.6973),(14 4572.9473),(15 4595.8374),(16 4649.5327),(17 4637.148),(18 4702.6084),(19 4702.21),(20 4719.48),(21 4832.2056),(22 4796.3125),(23 4849.502),(24 4932.5215),(25 4902.7065),(26 4936.0566),(27 5031.861),(28 4965.771),(29 4953.784),(30 4976.021),(31 4975.8267),(32 4928.8115),(33 4948.463),(34 4936.8926),(35 4926.6357),(36 4912.7583),(37 4938.3374),(38 4960.735),(39 5008.1704),(40 4952.092),(41 4945.8936),(42 4921.227),(43 4983.6016),(44 4966.389),(45 4968.387),(46 4911.9556),(47 4844.1904),(48 4754.6304),(49 4783.777),(50 4873.5093),(51 4819.39),(52 4758.4927),(53 4800.651),(54 4686.8125),(55 4690.389),(56 4712.6016),(57 4720.187),(58 4782.946),(59 4714.927),(60 4784.334),(61 4725.785),(62 4628.9063),(63 4708.9175),(64 4702.969),(65 4681.3364),(66 4686.927),(67 4614.234),(68 4615.022),(69 4663.227),(70 4663.374),(71 4636.029),(72 4577.2266),(73 4505.8545),(74 4654.1563),(75 4681.0845),(76 4696.4453),(77 4658.176),(78 4702.75),(79 4700.6006),
(1 2241.494),(2 2895.0955),(3 3156.508),(4 3293.9116),(5 3363.5505),(6 3514.9612),(7 3706.1055),(8 3843.1646),(9 3923.6316),(10 4007.6975),(11 4086.6367),(12 4125.251),(13 4220.4063),(14 4301.954),(15 4364.856),(16 4347.988),(17 4454.2427),(18 4465.7197),(19 4511.1465),(20 4657.752),(21 4692.3335),(22 4669.455),(23 4654.468),(24 4735.4834),(25 4697.127),(26 4690.4063),(27 4730.9834),(28 4613.0034),(29 4611.6133),(30 4624.0464),(31 4606.9355),(32 4617.8057),(33 4632.0415),(34 4648.2373),(35 4575.0464),(36 4618.821),(37 4576.998),(38 4603.2),(39 4622.1),(40 4499.2876),(41 4574.8667),(42 4606.343),(43 4644.616),(44 4591.4063),(45 4586.5234),(46 4555.6157),(47 4492.6636),(48 4518.259),(49 4575.2417),(50 4647.559),(51 4631.692),(52 4593.715),(53 4607.0776),(54 4614.9263),(55 4563.3936),(56 4610.7837),(57 4611.071),(58 4534.416),(59 4526.0566),(60 4530.377),(61 4558.9478),(62 4534.5757),(63 4519.6147),(64 4478.4907),(65 4443.7563),(66 4435.758),(67 4467.4185),(68 4448.637),(69 4461.8823),(70 4423.94),(71 4449.2017),(72 4443.593),(73 4397.931),(74 4441.679),(75 4527.911),(76 4533.5166),(77 4470.4375),(78 4551.2227),(79 4563.553),
(1 2152.1414),(2 2814.2996),(3 3075.184),(4 3201.1165),(5 3261.9856),(6 3409.603),(7 3591.3062),(8 3680.9033),(9 3767.9646),(10 3846.3677),(11 3906.947),(12 3939.1357),(13 4058.4023),(14 4126.0103),(15 4160.145),(16 4231.572),(17 4279.1113),(18 4337.8394),(19 4421.021),(20 4513.5103),(21 4503.303),(22 4529.33),(23 4478.0566),(24 4508.409),(25 4581.7715),(26 4577.19),(27 4640.69),(28 4569.4893),(29 4564.6865),(30 4614.3135),(31 4611.9497),(32 4576.104),(33 4569.256),(34 4614.8125),(35 4621.124),(36 4604.1235),(37 4587.361),(38 4574.6826),(39 4600.599),(40 4469.2837),(41 4500.2974),(42 4563.777),(43 4579.1636),(44 4630.0938),(45 4633.1216),(46 4521.9814),(47 4498.677),(48 4561.9575),(49 4567.0635),(50 4556.6),(51 4537.262),(52 4527.812),(53 4458.5776),(54 4472.6616),(55 4414.916),(56 4478.7),(57 4472.0806),(58 4423.311),(59 4452.3115),(60 4416.1733),(61 4413.697),(62 4378.337),(63 4408.1494),(64 4399.155),(65 4324.0967),(66 4436.595),(67 4379.7393),(68 4305.6045),(69 4302.0557),(70 4319.4624),(71 4393.187),(72 4352.0576),(73 4309.3413),(74 4297.1655),(75 4385.755),(76 4469.1807),(77 4446.77),(78 4550.074),(79 4535.0903),
(1 2018.6957),(2 2614.9177),(3 2877.1091),(4 2980.539),(5 3073.922),(6 3228.4236),(7 3346.9502),(8 3480.941),(9 3563.9148),(10 3645.9067),(11 3667.443),(12 3718.7588),(13 3779.339),(14 3857.1355),(15 3904.0098),(16 3951.3967),(17 3948.5618),(18 3998.9858),(19 4066.198),(20 4092.0703),(21 4113.419),(22 4150.674),(23 4176.829),(24 4157.64),(25 4223.9),(26 4292.6367),(27 4311.9277),(28 4279.5527),(29 4258.7407),(30 4282.4946),(31 4340.0913),(32 4326.361),(33 4281.1855),(34 4284.448),(35 4281.4253),(36 4223.1563),(37 4249.169),(38 4243.9067),(39 4300.859),(40 4238.6226),(41 4263.0664),(42 4342.283),(43 4309.762),(44 4282.9907),(45 4323.7876),(46 4256.0703),(47 4212.6255),(48 4270.901),(49 4205.783),(50 4244.482),(51 4230.9966),(52 4202.533),(53 4227.164),(54 4169.161),(55 4157.9727),(56 4133.0435),(57 4146.121),(58 4119.122),(59 4085.6052),(60 4118.9287),(61 4100.5044),(62 4037.7117),(63 4082.1833),(64 4085.374),(65 4071.5125),(66 4005.0452),(67 3972.5754),(68 3959.6426),(69 3927.7124),(70 3967.162),(71 3959.5574),(72 3937.2942),(73 3907.309),(74 3918.9846),(75 3986.1824),(76 4038.178),(77 3994.5867),(78 4025.6653),(79 4117.838),
(1 2020.8711),(2 2592.385),(3 2895.6804),(4 2959.6287),(5 3084.189),(6 3171.9883),(7 3300.2312),(8 3432.109),(9 3551.595),(10 3684.6506),(11 3736.1008),(12 3790.3125),(13 3898.5046),(14 3959.658),(15 4015.2566),(16 4108.455),(17 4130.6406),(18 4239.302),(19 4273.0176),(20 4240.7275),(21 4256.621),(22 4226.1353),(23 4234.2627),(24 4225.2056),(25 4265.2847),(26 4241.9365),(27 4362.876),(28 4321.316),(29 4301.1343),(30 4343.354),(31 4346.6416),(32 4322.359),(33 4309.6455),(34 4280.4956),(35 4255.1904),(36 4210.1816),(37 4192.542),(38 4207.836),(39 4237.118),(40 4199.4155),(41 4183.8335),(42 4239.194),(43 4189.822),(44 4246.4336),(45 4307.389),(46 4250.796),(47 4255.5947),(48 4234.3726),(49 4192.2095),(50 4227.3857),(51 4145.484),(52 4151.877),(53 4133.0005),(54 4114.568),(55 4088.6685),(56 4121.955),(57 4083.0383),(58 4089.3027),(59 4085.342),(60 4103.531),(61 4144.597),(62 4068.6807),(63 4129.39),(64 4066.5667),(65 4022.7551),(66 4050.569),(67 4016.051),(68 3975.1814),(69 4014.7078),(70 4047.0713),(71 3959.6777),(72 3974.0027),(73 3931.4866),(74 3939.0022),(75 4079.3472),(76 4131.895),(77 4052.6755),(78 4093.7412),(79 4120.412),
(1 1962.0475),(2 2505.8076),(3 2812.7847),(4 2929.3938),(5 3032.815),(6 3094.541),(7 3250.107),(8 3410.399),(9 3523.9119),(10 3609.2732),(11 3615.7188),(12 3674.234),(13 3758.492),(14 3808.6638),(15 3895.0254),(16 3983.3123),(17 4069.278),(18 4070.9019),(19 4170.414),(20 4229.9395),(21 4236.6563),(22 4282.081),(23 4328.0522),(24 4355.7656),(25 4421.4546),(26 4392.1626),(27 4448.6973),(28 4429.2163),(29 4440.9507),(30 4413.473),(31 4376.378),(32 4404.8574),(33 4422.7456),(34 4356.5957),(35 4269.852),(36 4227.583),(37 4248.9585),(38 4186.673),(39 4249.2627),(40 4195.115),(41 4159.292),(42 4185.4805),(43 4189.932),(44 4145.256),(45 4211.319),(46 4219.554),(47 4221.083),(48 4152.315),(49 4165.7617),(50 4168.0283),(51 4117.516),(52 4102.942),(53 4143.243),(54 4070.9912),(55 4072.8977),(56 4111.0757),(57 4101.2295),(58 4107.115),(59 4051.2163),(60 4080.766),(61 4087.3906),(62 4029.487),(63 4075.6929),(64 4095.094),(65 4059.4812),(66 4012.6519),(67 3941.9114),(68 3876.1707),(69 3979.4124),(70 4005.5908),(71 4018.863),(72 4028.9316),(73 3984.15),(74 3941.5737),(75 4028.608),(76 4067.2837),(77 4057.857),(78 4060.095),(79 4109.0254),
