1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88752.29),(2 295033.16),(3 532462.3),(4 741883.8),(5 893463.44),(6 988912.56),(7 1054799.6),(8 1117643.3),(9 1176605.6),(10 1228807.6),(11 1281285.5),(12 1326102.4),(13 1357600.6),(14 1385469.6),(15 1398381.4),(16 1388996),(17 1363688.5),(18 1336369.6),(19 1314972.6),(20 1310340.9),(21 1306349.9),(22 1280065.4),(23 1239433.6),(24 1208754.1),(25 1194569.5),(26 1202537.4),(27 1241342.5),(28 1298744),(29 1342144.9),(30 1369718),(31 1380261.9),(32 1375421.5),(33 1367451.9),(34 1357795.9),(35 1351676.1),(36 1357854.9),(37 1366142.6),(38 1371422.1),(39 1368531.5),(40 1367829.1),(41 1374348.5),(42 1385271.9),(43 1395753.6),(44 1396904.9),(45 1383278.8),(46 1362120.1),(47 1341324.4),(48 1328581.1),(49 1332386.6),(50 1355353.8),(51 1381280.1),(52 1397886.3),(53 1397471.8),(54 1385394.6),(55 1375811),(56 1376051.5),(57 1388222.5),(58 1414052.4),(59 1474745.4),(60 1559277.5),(61 1638649),(62 1691100),(63 1704992),(64 1694194.4),(65 1674338.9),(66 1658840.4),(67 1660661.6),(68 1676090.6),(69 1705248.6),(70 1730871.6),(71 1739514),(72 1736621),(73 1736440.6),(74 1754215),(75 1777576),(76 1793223.6),(77 1799605.9),(78 1811672.6),(79 1825474.6),
(1 78279.47),(2 256709.98),(3 456928.44),(4 640311.1),(5 791401.7),(6 896664),(7 958317.5),(8 1005826.44),(9 1048479.56),(10 1080382.4),(11 1116122.6),(12 1149020.4),(13 1177849.3),(14 1209257.8),(15 1235981.1),(16 1237848.1),(17 1214886.8),(18 1182989.6),(19 1160448.1),(20 1157368.5),(21 1169829),(22 1180647.1),(23 1187287.8),(24 1193060.1),(25 1192590.3),(26 1190306.3),(27 1203149.4),(28 1225671.4),(29 1236893.8),(30 1240403.1),(31 1247648.5),(32 1259781.4),(33 1275433.8),(34 1293069.3),(35 1309029.1),(36 1315547.5),(37 1323239.8),(38 1344764.3),(39 1372215.5),(40 1406349.4),(41 1437488.3),(42 1452754.3),(43 1451231.5),(44 1434127.5),(45 1406071.1),(46 1373446.6),(47 1334867.4),(48 1304142.5),(49 1286375.3),(50 1289328.9),(51 1313439.1),(52 1345501.4),(53 1365659.9),(54 1360621.3),(55 1339160.9),(56 1318062),(57 1301653.6),(58 1287063.3),(59 1283202),(60 1293571),(61 1316530.4),(62 1343965.1),(63 1380132.9),(64 1410240),(65 1420700.3),(66 1415137.4),(67 1402419.5),(68 1391700.4),(69 1386833.6),(70 1380172.5),(71 1366420.5),(72 1340470),(73 1314975.1),(74 1298653.8),(75 1290590.4),(76 1288765.1),(77 1291581.1),(78 1298158),(79 1292389.6),
(1 80430.625),(2 267687.22),(3 470898.4),(4 636743.7),(5 755290.4),(6 826605.94),(7 870196.3),(8 907998.7),(9 940968),(10 963314.25),(11 984762.4),(12 1003743.75),(13 1027473.9),(14 1055722.3),(15 1072100.4),(16 1068922.4),(17 1054597.9),(18 1055018.3),(19 1072449.8),(20 1093500.3),(21 1110288.1),(22 1110623.6),(23 1106120.6),(24 1111400.1),(25 1135010.9),(26 1165035.3),(27 1193330.9),(28 1204680.6),(29 1205962.5),(30 1216321),(31 1228695.1),(32 1244272.5),(33 1261777),(34 1275481.8),(35 1282247.4),(36 1273051.1),(37 1253995),(38 1249810.6),(39 1261098.5),(40 1282521.6),(41 1301903.9),(42 1305776.5),(43 1288245),(44 1257139.6),(45 1223230),(46 1197834),(47 1185167.6),(48 1190354.6),(49 1217854.6),(50 1254723.3),(51 1298937.6),(52 1339824.4),(53 1371074.3),(54 1378295.6),(55 1353711),(56 1316467.6),(57 1289286.8),(58 1278302.6),(59 1291623.8),(60 1327686.1),(61 1367862.9),(62 1400943.4),(63 1423940.5),(64 1444190.9),(65 1457878.3),(66 1472014.3),(67 1491126.4),(68 1505392.5),(69 1510727.9),(70 1503552.4),(71 1497211.5),(72 1484684.9),(73 1464017.3),(74 1449616.1),(75 1451246.3),(76 1473490.3),(77 1502516.4),(78 1533051.9),(79 1559512.1),
(1 74033.05),(2 244023.08),(3 426209.75),(4 577628),(5 694865.06),(6 784761.06),(7 847989.4),(8 886554.6),(9 910096.9),(10 916002.3),(11 919925.3),(12 947071.94),(13 991629.8),(14 1040306.6),(15 1065352.4),(16 1056328.9),(17 1038769.75),(18 1034487),(19 1050812.9),(20 1079194.6),(21 1101546.3),(22 1104166),(23 1097608.8),(24 1088899.9),(25 1081728.9),(26 1078392.8),(27 1073639.8),(28 1061511.3),(29 1054354.5),(30 1063734),(31 1077637.4),(32 1096215.4),(33 1115800.4),(34 1124049.1),(35 1111291),(36 1094120.4),(37 1087945),(38 1091119),(39 1096221.3),(40 1100203),(41 1098584.9),(42 1094437.1),(43 1083190.6),(44 1056280.6),(45 1020050.7),(46 987863),(47 960911.25),(48 947317.44),(49 953692.6),(50 974405.06),(51 997658.5),(52 1015789.8),(53 1019661.4),(54 1009589.9),(55 990522.06),(56 973144.3),(57 975937.5),(58 1006830.25),(59 1053834),(60 1108394.9),(61 1158319.9),(62 1201314),(63 1228130.1),(64 1232147.6),(65 1221672.4),(66 1216630.1),(67 1220424.4),(68 1221758.5),(69 1216167.1),(70 1212883),(71 1216018.4),(72 1223565.3),(73 1228532.4),(74 1233974.8),(75 1246947.5),(76 1259029.5),(77 1266755.8),(78 1268376.6),(79 1263055.1),
(1 72876.516),(2 243237.6),(3 428330.78),(4 572053.4),(5 669781.06),(6 736316.94),(7 779991.44),(8 806525.9),(9 823151.3),(10 833275.75),(11 844975.6),(12 865244.8),(13 892920.25),(14 918750.25),(15 932640),(16 935809.06),(17 939697.25),(18 947379.44),(19 956336.56),(20 966724.2),(21 980887.8),(22 1003333.44),(23 1026554.44),(24 1035398.8),(25 1034427.9),(26 1034904.2),(27 1029718),(28 1024481.6),(29 1034276.7),(30 1047030),(31 1053034.9),(32 1058015.3),(33 1069040.1),(34 1078172.1),(35 1073550.3),(36 1069664.6),(37 1067641.1),(38 1062551.4),(39 1050998.5),(40 1042115.3),(41 1039404.7),(42 1035462.8),(43 1027255.44),(44 1021996.94),(45 1017269.4),(46 1006997.2),(47 993910.1),(48 988382.9),(49 986890.94),(50 987765.2),(51 990150.8),(52 984000.25),(53 970764),(54 955486.7),(55 948832.25),(56 958862.25),(57 969566.4),(58 976126.6),(59 984031.6),(60 989812.4),(61 983816.7),(62 975785.9),(63 975170.75),(64 981467.56),(65 986473.25),(66 994367.06),(67 1006384.8),(68 1014139.44),(69 1014336.06),(70 1016605.4),(71 1022520.75),(72 1030590.8),(73 1035159.75),(74 1041509.3),(75 1053400.3),(76 1074329.3),(77 1101354.8),(78 1129984.8),(79 1147892.8),
(1 71192.195),(2 232537.33),(3 406939.3),(4 549483.7),(5 657618.2),(6 739579.75),(7 805394.6),(8 849298.25),(9 878179.3),(10 892750.8),(11 904836.3),(12 936625.2),(13 979070.2),(14 1015313.3),(15 1029433.44),(16 1021745.06),(17 1006693.2),(18 991528.44),(19 985485.56),(20 977852.25),(21 968542.44),(22 962996.1),(23 967459.6),(24 977642.25),(25 992947),(26 1010536.75),(27 1015739.7),(28 1010585.75),(29 1019456.6),(30 1035041.5),(31 1052881.4),(32 1072249),(33 1075249.6),(34 1057473.5),(35 1035260.7),(36 1017001.75),(37 997453.9),(38 967652.75),(39 940108.25),(40 918535.1),(41 913509.1),(42 928231.94),(43 942804.7),(44 946436.25),(45 944925),(46 937170.94),(47 928092.5),(48 926841.06),(49 931996.7),(50 935703.6),(51 937808.44),(52 936754.25),(53 932691),(54 927108),(55 923473.3),(56 934051.75),(57 945088.44),(58 942918.25),(59 932231.5),(60 919952.6),(61 912729.2),(62 909367.6),(63 904640.9),(64 908653.2),(65 922776.6),(66 931409.5),(67 933843.3),(68 936682.1),(69 943814.06),(70 951641.06),(71 958978.44),(72 967638.6),(73 975522.44),(74 989317.44),(75 1006280.3),(76 1019011.2),(77 1024356.25),(78 1030601.3),(79 1040026.1),
(1 63776.73),(2 208704.27),(3 364304.22),(4 488220),(5 579187.94),(6 655554.6),(7 729176.25),(8 788085.9),(9 827969.56),(10 855271.75),(11 876582.4),(12 891821.2),(13 899592.94),(14 894733.1),(15 881101.06),(16 872727.4),(17 876891.5),(18 886583.56),(19 896371.9),(20 895688.25),(21 881476.1),(22 863955.94),(23 849051.44),(24 839132.3),(25 838699),(26 850610.75),(27 861316.25),(28 865859.5),(29 878423),(30 887449.8),(31 897169.44),(32 906416.3),(33 912724.94),(34 912118.06),(35 911317.2),(36 906219.56),(37 896736.4),(38 883171.5),(39 867404.6),(40 858463.5),(41 854209.6),(42 860830.44),(43 872058.06),(44 877281.44),(45 874402.5),(46 865468.4),(47 852283.44),(48 840833.8),(49 834395.4),(50 829616.9),(51 829478.3),(52 838572.56),(53 859631.4),(54 891426.8),(55 918531.25),(56 927228.1),(57 925321.06),(58 920549.5),(59 915557.6),(60 910805.25),(61 907418.5),(62 901086.9),(63 893574.3),(64 891387.6),(65 896994.75),(66 905039.5),(67 914762.4),(68 924229.5),(69 940412.9),(70 962125.75),(71 986851.56),(72 1005224.1),(73 1017200.5),(74 1033820.44),(75 1055664),(76 1068252.8),(77 1068499.6),(78 1060098.1),(79 1051390.3),
(1 62722.42),(2 203085.39),(3 355513.75),(4 482025.78),(5 587533.1),(6 675900.25),(7 744673.06),(8 789545.2),(9 818542.75),(10 838561.25),(11 859859.3),(12 884532.94),(13 893884.25),(14 887425.5),(15 861775.06),(16 834847.2),(17 816531.3),(18 801700),(19 790510.75),(20 781247.8),(21 769432.1),(22 756886.94),(23 749007.56),(24 742460.7),(25 741915.94),(26 744485.94),(27 736584),(28 733371.25),(29 740188.25),(30 747743.3),(31 754809.2),(32 760633.6),(33 770290.9),(34 791927.06),(35 815211.2),(36 827900.25),(37 824442.6),(38 816240.25),(39 810296.6),(40 805745.75),(41 799988.06),(42 791970.6),(43 783266.75),(44 775012),(45 769898.25),(46 762499.9),(47 750070),(48 736133.25),(49 728601.4),(50 728959.94),(51 736997.2),(52 750916.44),(53 769436.25),(54 790963.3),(55 811582.44),(56 830123.56),(57 844687.75),(58 852531.2),(59 859156.44),(60 863280.9),(61 870448.1),(62 877753.6),(63 879926.6),(64 883149.25),(65 888879.56),(66 893236),(67 903591.3),(68 921211.1),(69 941893.25),(70 954939.2),(71 963010.75),(72 965053.06),(73 958603.25),(74 951962.5),(75 953372.4),(76 955077.4),(77 960553.9),(78 972665.06),(79 996777.2),
(1 55744.38),(2 180734.02),(3 312903.94),(4 413953),(5 482469.94),(6 530740.56),(7 575810.5),(8 610492.7),(9 636662.56),(10 662611.44),(11 688403),(12 705944.4),(13 711702.44),(14 704295.44),(15 687438.4),(16 673514.94),(17 668671.75),(18 668111.4),(19 671475.2),(20 673651.94),(21 669509.1),(22 665453.75),(23 666935.5),(24 669089.9),(25 671553.3),(26 668420.2),(27 658155.44),(28 650629.3),(29 649539.7),(30 649294.7),(31 654403.56),(32 662825.56),(33 673084),(34 683251.9),(35 695828.44),(36 710935.4),(37 728402.44),(38 743263.7),(39 753506.6),(40 758409.6),(41 760687.1),(42 761942),(43 756175.9),(44 743990.4),(45 732896.94),(46 725363.3),(47 718885.6),(48 716914.2),(49 716087.8),(50 720374.9),(51 727480.1),(52 739700.9),(53 757177.94),(54 768040.3),(55 769552.7),(56 766152.25),(57 758189.6),(58 751642.56),(59 751667.7),(60 753834.6),(61 759105.94),(62 768108.75),(63 769329.3),(64 773575.6),(65 781412.75),(66 787660.75),(67 794079.56),(68 802458),(69 806869.9),(70 804379.3),(71 798791.5),(72 796176.5),(73 798030.25),(74 797414.2),(75 794008),(76 784465.3),(77 777981.56),(78 782339),(79 794264.5),
(1 55632.863),(2 179604.03),(3 309700.34),(4 410872.66),(5 485426.3),(6 543408.5),(7 587079.9),(8 614076.06),(9 633061.56),(10 651517.4),(11 673377.8),(12 691273.5),(13 694329.56),(14 683409.8),(15 660828.56),(16 640101.7),(17 624582.9),(18 616280.25),(19 616186.5),(20 624990.75),(21 635645.06),(22 645494.44),(23 653394.44),(24 654185.2),(25 652172.3),(26 647998.56),(27 645058.4),(28 651142),(29 653855.9),(30 644431.9),(31 627050.5),(32 608793.6),(33 599978.06),(34 599965.94),(35 606127.5),(36 612330.06),(37 623867.56),(38 640843.44),(39 656756.25),(40 668946.56),(41 675762.2),(42 686866.94),(43 694003.44),(44 694922.6),(45 687881.1),(46 676226.06),(47 667620.2),(48 659040.7),(49 652380.4),(50 651700.06),(51 658422.94),(52 670199.5),(53 684148.56),(54 693357.4),(55 693161.4),(56 685590.75),(57 674086.9),(58 663996.25),(59 664389.44),(60 666721),(61 667976.6),(62 675962.44),(63 683868.5),(64 691751),(65 697396.44),(66 703622.94),(67 709723.7),(68 714840.2),(69 721612.3),(70 725095.25),(71 727173.94),(72 732469.56),(73 737906.9),(74 736011.8),(75 733902.1),(76 732851.56),(77 732767.06),(78 738012.06),(79 743930.06),
(1 52088.86),(2 164564.06),(3 277327.2),(4 360620.75),(5 421903.66),(6 472902.75),(7 520303.9),(8 558211.2),(9 583840.5),(10 607367.25),(11 633964.44),(12 658520.1),(13 674056.1),(14 679198.4),(15 678852.7),(16 676804.2),(17 672877.7),(18 673272.44),(19 677753.1),(20 681841.9),(21 685170.25),(22 683734.44),(23 673986.94),(24 658481.4),(25 643858.2),(26 632450.75),(27 634917.5),(28 650079.5),(29 660716.1),(30 660792.5),(31 655747.3),(32 651059.6),(33 646042.3),(34 644968.6),(35 639726),(36 636751.4),(37 640916.56),(38 642474.4),(39 636523.44),(40 625826.6),(41 619138.7),(42 611700.94),(43 606006.1),(44 608329.1),(45 616954.2),(46 622631.7),(47 625520.8),(48 624472.5),(49 622152.2),(50 622423.06),(51 631863.2),(52 642334.44),(53 648434.6),(54 649070.1),(55 645462.75),(56 649001.44),(57 654055.4),(58 650872.75),(59 646850.75),(60 644200.9),(61 639316.25),(62 640608.06),(63 652416.2),(64 671935.7),(65 692897.8),(66 710417.9),(67 728238.5),(68 741391.9),(69 751590.3),(70 763632.9),(71 778096.7),(72 786846.2),(73 788926),(74 789832.9),(75 791690.8),(76 792604.25),(77 792169.9),(78 800286.3),(79 816844.2),
(1 51588.07),(2 160758.31),(3 270091.38),(4 352227.13),(5 411168.7),(6 456901.03),(7 490895.13),(8 513821.16),(9 536143.8),(10 557263.25),(11 575953.6),(12 589267.2),(13 589205.2),(14 580767.9),(15 573419.4),(16 578192.25),(17 592822.6),(18 611781.4),(19 626419.6),(20 636524.94),(21 640463.25),(22 635586.6),(23 628661.94),(24 624721.25),(25 622304.7),(26 619598.56),(27 626908.9),(28 640668.94),(29 644418.1),(30 640704.4),(31 638593.9),(32 639327.6),(33 640411.8),(34 642941.94),(35 647095.5),(36 650241.25),(37 651976.75),(38 649652.8),(39 642874.9),(40 635829.94),(41 632696.4),(42 627648.4),(43 615674.06),(44 603002.9),(45 592577.2),(46 590209.4),(47 596716.4),(48 610618),(49 629864.4),(50 645301.25),(51 657844.6),(52 662479.9),(53 657285.8),(54 643726.44),(55 634153.75),(56 632227.4),(57 631908.2),(58 626387.6),(59 619311.7),(60 621406.9),(61 628072.4),(62 636058.25),(63 646348.4),(64 655425.4),(65 664407.2),(66 676800.06),(67 692423.7),(68 706519.75),(69 717800.94),(70 729235.25),(71 744182.94),(72 755149.1),(73 753975.06),(74 747261.2),(75 741731.94),(76 741238.5),(77 742291.4),(78 744854),(79 751396.5),
(1 53161.844),(2 162383.31),(3 271089.97),(4 355090.5),(5 415107.16),(6 464641.5),(7 506735.94),(8 535627.6),(9 551749.5),(10 565507),(11 571921.1),(12 571052.1),(13 565213.7),(14 561760.2),(15 563965.3),(16 564599.3),(17 561070.9),(18 560679.75),(19 562931.3),(20 566958),(21 573620.4),(22 579564.5),(23 586726.3),(24 592513.94),(25 594860.8),(26 595891.25),(27 600335.06),(28 601956.75),(29 600345.25),(30 602333.6),(31 608843.56),(32 613280.3),(33 610600.75),(34 606724.44),(35 600549.25),(36 598795.56),(37 602087.6),(38 600716.9),(39 594391.4),(40 590770),(41 588150.56),(42 589712.94),(43 595292.44),(44 601059.75),(45 609805.3),(46 618545.94),(47 624854.9),(48 632680.5),(49 639658.75),(50 645497.8),(51 646687.4),(52 646629.94),(53 650781.25),(54 656681.44),(55 662566.44),(56 668773.9),(57 674489.06),(58 677219.94),(59 683374.3),(60 690598.94),(61 697824),(62 704507.8),(63 707673.25),(64 706454.94),(65 702078.94),(66 702068.1),(67 708215.2),(68 717927.9),(69 727787.56),(70 733613.06),(71 729531.25),(72 720665.25),(73 707407.9),(74 684101.6),(75 660144),(76 645086.2),(77 638574.75),(78 638027.8),(79 639013.6),
(1 50600.516),(2 155625.28),(3 261130.9),(4 339229.25),(5 393197.5),(6 434718.97),(7 468574.4),(8 493398.4),(9 512408.88),(10 526293.1),(11 525100.7),(12 513989.16),(13 500245.9),(14 494361.16),(15 495131.13),(16 494607.5),(17 490888.56),(18 492876.56),(19 498077.47),(20 502071.78),(21 504448.88),(22 508127.44),(23 514329.22),(24 516990.9),(25 523519.13),(26 537731.2),(27 556215.9),(28 564348.94),(29 561659.4),(30 563714.75),(31 566611.2),(32 564521.3),(33 556415.5),(34 547594.3),(35 541845.56),(36 538532.94),(37 538437.06),(38 539606.8),(39 543580.7),(40 549712.1),(41 557964.06),(42 561151.9),(43 559426.94),(44 559233.6),(45 563477.06),(46 568598.25),(47 572517.7),(48 575722.9),(49 576800.2),(50 575776.75),(51 574333.1),(52 571276.6),(53 570374.8),(54 572794.2),(55 577597.8),(56 586665.56),(57 595203.6),(58 603718),(59 609022.94),(60 608266.06),(61 607529),(62 603288.8),(63 596087.3),(64 594528.2),(65 595532.9),(66 598718.9),(67 607567.2),(68 617692.7),(69 627527.75),(70 634325.1),(71 638144.8),(72 640400.7),(73 638805.4),(74 633241.44),(75 627401.9),(76 620614.3),(77 613264.2),(78 610688.9),(79 611282.8),
(1 48503.887),(2 145075.16),(3 237648.72),(4 311306.06),(5 368349.63),(6 414813.63),(7 451020.97),(8 477309.28),(9 492862.34),(10 506207.44),(11 510726.22),(12 508124.88),(13 507548.56),(14 519813.34),(15 537981.44),(16 548465.6),(17 548089.9),(18 544556.1),(19 541065.44),(20 533465.25),(21 522935.34),(22 513549.06),(23 511147.34),(24 512888),(25 515253.22),(26 519368.66),(27 528574.25),(28 540778.9),(29 548453.5),(30 554633.7),(31 555139.44),(32 545044),(33 530738.9),(34 518904.78),(35 511257.34),(36 508419.88),(37 508552.22),(38 509111.34),(39 512160),(40 517917.5),(41 519077.13),(42 518865.78),(43 518276.78),(44 520610.34),(45 529324.6),(46 541441.4),(47 554455.6),(48 564972.75),(49 568554.6),(50 567134.44),(51 566053.44),(52 563775.6),(53 559938.9),(54 556788.25),(55 555664.9),(56 557829.75),(57 560813.5),(58 566361.7),(59 572648.44),(60 578230.56),(61 579086.3),(62 578801.7),(63 575396.3),(64 573882.94),(65 578753),(66 585343.75),(67 587227),(68 585022.6),(69 583540.9),(70 588395.9),(71 596496.9),(72 601824.1),(73 603987.8),(74 607046.44),(75 614085.56),(76 618133.44),(77 614461.5),(78 609120.8),(79 605575.75),
(1 49384.074),(2 147971.08),(3 244949.36),(4 325082.84),(5 384395.4),(6 431938.66),(7 468579),(8 499199.2),(9 516832.06),(10 524814.2),(11 522336.6),(12 517104.53),(13 513903.66),(14 514666.66),(15 513919.8),(16 513362.56),(17 514695.88),(18 523085.56),(19 533480.5),(20 536347.3),(21 537395.94),(22 538533.25),(23 543288.7),(24 549226.44),(25 557214.75),(26 566623.56),(27 572231.5),(28 567232.06),(29 563375.75),(30 556277.06),(31 538455.9),(32 519162.38),(33 501751.2),(34 494657.03),(35 496398.5),(36 497618.38),(37 497787.6),(38 500277.44),(39 503828),(40 510501.28),(41 519922.9),(42 532437),(43 543949.1),(44 549222.94),(45 555357.7),(46 565678.7),(47 574718.6),(48 582055.5),(49 588239.7),(50 594089.5),(51 600114.2),(52 606942.9),(53 612778.75),(54 616745.25),(55 615657.5),(56 612114.5),(57 605638.1),(58 600425.4),(59 593933.1),(60 589710.1),(61 584782.3),(62 582540.2),(63 580409.44),(64 577224.1),(65 577196.4),(66 580045.75),(67 585533.2),(68 596533.56),(69 612953.8),(70 630237.94),(71 640459),(72 643927.5),(73 644041.25),(74 639512.4),(75 633379.5),(76 627300.9),(77 614851.5),(78 600892.9),(79 592909.44),
(1 50680.89),(2 151993.84),(3 240218.94),(4 303411.94),(5 349527.78),(6 383187.2),(7 405241.53),(8 423883.16),(9 437121.9),(10 443657.53),(11 443604.1),(12 439435.22),(13 438583.78),(14 446373.7),(15 451297.2),(16 448946.28),(17 450899.1),(18 459607.03),(19 469569.5),(20 475251.1),(21 477160.44),(22 476164.28),(23 478883.3),(24 481595.16),(25 484493),(26 494376.75),(27 503919.2),(28 507774.56),(29 505307.94),(30 500830.25),(31 486392.53),(32 469025.34),(33 457532.47),(34 452615.2),(35 453452.6),(36 454263.03),(37 455859.3),(38 462618.63),(39 474523.56),(40 480222.66),(41 481413.97),(42 483463.16),(43 489243.3),(44 496390.4),(45 502160.44),(46 509404.6),(47 517897.9),(48 524143.25),(49 522001.38),(50 516592.44),(51 510355.9),(52 509689.34),(53 512016.3),(54 512431.16),(55 510418.13),(56 506789.13),(57 505839.9),(58 502904.1),(59 502321.28),(60 501558.2),(61 500864.06),(62 506419.47),(63 507409.28),(64 506201.72),(65 509994.66),(66 518519.16),(67 528646.75),(68 539804.8),(69 556100.06),(70 571783.94),(71 577074.7),(72 572362.5),(73 562486.5),(74 559238.2),(75 561924.75),(76 565147.75),(77 568419.3),(78 571092.2),(79 577401.6),
(1 45834.035),(2 136265.52),(3 215925.48),(4 274637.3),(5 313720.88),(6 337304.5),(7 354805.78),(8 373813.47),(9 386921.84),(10 386858.3),(11 377222.5),(12 373838.38),(13 376666.9),(14 378521.38),(15 378168.8),(16 381395.9),(17 396788.34),(18 416533.44),(19 428810.2),(20 431589.25),(21 431406.78),(22 426865.3),(23 423845.03),(24 423040.8),(25 425421.56),(26 427113.34),(27 426842.16),(28 427205.75),(29 432369.47),(30 431979.56),(31 426692.06),(32 424828.75),(33 422731.2),(34 419961.53),(35 416736.1),(36 411492.7),(37 405838.75),(38 404914.7),(39 413161.5),(40 424914.5),(41 432255.7),(42 431914.63),(43 423736.47),(44 425692.22),(45 433552.66),(46 436578.3),(47 432909.53),(48 431407.75),(49 436642.7),(50 444983.4),(51 449849.63),(52 454642.44),(53 459860.53),(54 464444.8),(55 464951.78),(56 459022.53),(57 456933.3),(58 455748.44),(59 452475.53),(60 451362.22),(61 454646.28),(62 457348.88),(63 458027.03),(64 458620.97),(65 463555.56),(66 475976.3),(67 497838.38),(68 516359.9),(69 524856.44),(70 526005.8),(71 524747.56),(72 522471.13),(73 519013.34),(74 521760.22),(75 532091),(76 543233),(77 548772.1),(78 549532.2),(79 551996.3),
