1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31663.898),(2 74972.695),(3 95866.1),(4 104293.03),(5 109272.95),(6 121578.86),(7 132747.92),(8 136384.17),(9 136486.95),(10 138624.45),(11 136534.36),(12 134974.89),(13 137032.52),(14 141204.08),(15 143898.4),(16 144565.4),(17 142616.98),(18 139616.08),(19 141551.88),(20 145819.7),(21 151282.56),(22 153559.64),(23 153509.64),(24 156169.47),(25 162688.97),(26 166923.34),(27 167395.86),(28 167952.08),(29 168889.56),(30 168873.3),(31 164812.48),(32 162340.67),(33 160510.56),(34 162765.89),(35 167276.81),(36 170890.39),(37 174340.77),(38 173438.17),(39 174149.69),(40 174690.84),(41 175501.78),(42 178740.14),(43 178276.28),(44 176561.69),(45 176142.86),(46 172704.88),(47 172546.61),(48 174754.64),(49 176230.1),(50 176397.56),(51 177595.52),(52 178886.14),(53 176564.02),(54 175601.75),(55 173493.83),(56 171849.45),(57 172870.7),(58 171501.22),(59 171589.17),(60 171163.61),(61 169533.9),(62 170112.22),(63 172168.25),(64 173021.48),(65 172758.98),(66 174040.9),(67 176399.02),(68 179358.98),(69 182803.48),(70 185905.89),(71 185357.3),(72 185303.08),(73 186749.08),(74 188028.78),(75 188981.33),(76 190549.77),(77 191049.27),(78 190658.9),(79 189851.03),
(1 29803.416),(2 71350.44),(3 92180.55),(4 100659.26),(5 105036.266),(6 113663.07),(7 121203.35),(8 123835.51),(9 127566.97),(10 130788.48),(11 130124.76),(12 129539.27),(13 131022.14),(14 134004.25),(15 135196.2),(16 135199.45),(17 132938.78),(18 134099.52),(19 138105.25),(20 142243.67),(21 143300.55),(22 140529.17),(23 138744.84),(24 141508.63),(25 144157.25),(26 144088.45),(27 142404.88),(28 144326.89),(29 148583.17),(30 151109.33),(31 149357.77),(32 149423.8),(33 150190.42),(34 150404.77),(35 150729.88),(36 150567.23),(37 153580.86),(38 156961.77),(39 155813.9),(40 153498.84),(41 156913.69),(42 161008.88),(43 162092.9),(44 161313.42),(45 159677.34),(46 161076.2),(47 163170.94),(48 166388.39),(49 172534),(50 175565.81),(51 175807.27),(52 177764.8),(53 176424.06),(54 172701.84),(55 170026.34),(56 169221.86),(57 166034.98),(58 164052.23),(59 165784.63),(60 167102.9),(61 169084.72),(62 170943.2),(63 173795.97),(64 178771.72),(65 181625.61),(66 182556.56),(67 184487.8),(68 186713.75),(69 186187.02),(70 183598.58),(71 182510.75),(72 181072.81),(73 180479.8),(74 180322.38),(75 180808.98),(76 182482.63),(77 183177.03),(78 182715.19),(79 183796.75),
(1 28740.701),(2 66374.84),(3 84129.61),(4 91491.18),(5 95722.35),(6 103792.99),(7 110663.984),(8 111609.13),(9 113049.44),(10 115905.1),(11 117487.18),(12 120670.72),(13 126577.39),(14 134635.78),(15 136350.9),(16 134262.25),(17 132275.66),(18 129421.16),(19 129796.086),(20 133823.6),(21 134876.7),(22 133433.39),(23 134928.25),(24 136604.77),(25 140212.17),(26 141856.86),(27 141961.52),(28 143245.25),(29 144616.38),(30 142233.8),(31 142142.73),(32 141528.39),(33 139572.52),(34 140862.92),(35 139257.4),(36 138663.36),(37 138417.61),(38 141396.83),(39 143115.7),(40 142840.44),(41 145142.88),(42 146090.17),(43 145285.11),(44 145826.17),(45 145035.08),(46 146588.53),(47 145273.7),(48 144388.55),(49 147455.83),(50 151903.78),(51 154348.31),(52 153084.3),(53 152107.13),(54 154078.17),(55 154128.89),(56 153136.98),(57 151156.75),(58 148496.58),(59 149111.17),(60 150851.08),(61 150685.89),(62 153658.27),(63 154915.52),(64 154671.97),(65 155304.78),(66 157486.13),(67 159593.05),(68 158958.1),(69 156496.69),(70 155553.11),(71 156756.44),(72 159279.2),(73 159287.83),(74 161341.13),(75 161559.36),(76 161932.84),(77 162439.34),(78 162873.63),(79 163826.19),
(1 28062.32),(2 65331.22),(3 84446.11),(4 92856.484),(5 98341.82),(6 106927.53),(7 110713.38),(8 110811.25),(9 113469.86),(10 114687.22),(11 115104.8),(12 117462.78),(13 119843.96),(14 120905.05),(15 119127.23),(16 116422.71),(17 114059.79),(18 112260.39),(19 114415.55),(20 119046.79),(21 120953.33),(22 120866.48),(23 121468.55),(24 122166.45),(25 123142.2),(26 127669.805),(27 133490.72),(28 135412.02),(29 134788.13),(30 134006.25),(31 132779.64),(32 130879.96),(33 131874.4),(34 132314.8),(35 130338.22),(36 130811.36),(37 131779.83),(38 131625.44),(39 130636.086),(40 131187.8),(41 132903.61),(42 133702.56),(43 134331.16),(44 133779.38),(45 134470.34),(46 134355.61),(47 134399.56),(48 138545.23),(49 141075.28),(50 141385.16),(51 139635.19),(52 138674.16),(53 140417.34),(54 141331.67),(55 142249.89),(56 142727.36),(57 144154.72),(58 144134.48),(59 145496.34),(60 149368.67),(61 153807.9),(62 156780.23),(63 160022.69),(64 159480.78),(65 159742.39),(66 162824.89),(67 162291.25),(68 159361.42),(69 159201.13),(70 158959.23),(71 156730.38),(72 156706.69),(73 157250.56),(74 157509.56),(75 159703.66),(76 161255.89),(77 163191.23),(78 164575.9),(79 165869.88),
(1 28275.271),(2 63791.1),(3 82043.81),(4 93006.234),(5 100130.445),(6 108725.14),(7 112799.37),(8 110380.28),(9 111964.3),(10 111608.79),(11 112669.93),(12 116153.93),(13 120477.734),(14 122205.04),(15 121417.46),(16 121394.086),(17 122011.53),(18 121019.63),(19 122658.56),(20 125663.12),(21 125488.6),(22 127243.164),(23 130271.7),(24 131240.5),(25 131885.13),(26 135310.92),(27 139081.14),(28 139752.47),(29 137388.53),(30 137382.94),(31 139557.63),(32 137527.28),(33 138794.66),(34 141280.53),(35 142582.28),(36 143235.19),(37 140215.11),(38 136691.28),(39 135763.13),(40 136693.72),(41 137349.28),(42 139304.5),(43 140134),(44 139114),(45 138969.42),(46 138317.69),(47 139778.67),(48 142134.69),(49 143642.17),(50 141585.97),(51 143181.36),(52 144086.3),(53 144547.03),(54 142637.88),(55 142546.19),(56 144032.78),(57 145680.38),(58 146891.2),(59 148428.13),(60 148004.98),(61 150455.14),(62 153445.58),(63 157495.97),(64 158774),(65 158624.67),(66 158277.58),(67 158371),(68 159847.03),(69 162024.67),(70 160679),(71 159753.7),(72 161595.48),(73 162733.2),(74 162882.7),(75 165274.56),(76 167473.2),(77 167739.27),(78 167847.5),(79 167259.19),
(1 27639.59),(2 62869.97),(3 79593.96),(4 89063.62),(5 95601.914),(6 104665.69),(7 108795.32),(8 106831.055),(9 109642.01),(10 113297.58),(11 115221.97),(12 117653.31),(13 120104.414),(14 121480.32),(15 123717.54),(16 123718.195),(17 121485.91),(18 119576.36),(19 118765.38),(20 119135.81),(21 117121.42),(22 119061.18),(23 121385.36),(24 120681.484),(25 123443.77),(26 128684.07),(27 129099.78),(28 128521.61),(29 127125.914),(30 125677.41),(31 122966.016),(32 121561.14),(33 122822.266),(34 125344.03),(35 127800.81),(36 129417.75),(37 128831.84),(38 129603.18),(39 129400.25),(40 129182.92),(41 130343.76),(42 130198.37),(43 131032.17),(44 132477.33),(45 132995.6),(46 132371.25),(47 134600.11),(48 138751.27),(49 141276.28),(50 141973.7),(51 142862.17),(52 144005.66),(53 145280.81),(54 148131.84),(55 153062.67),(56 155829.72),(57 153261.55),(58 150560.31),(59 149929.34),(60 150675.95),(61 153061.89),(62 154118.84),(63 154249.47),(64 152510.44),(65 151182.97),(66 151181.56),(67 153153.64),(68 152641.28),(69 151258.17),(70 152106.4),(71 152488.56),(72 151292.47),(73 150028.33),(74 149300.58),(75 147125.19),(76 145310.84),(77 144190.72),(78 144165.58),(79 144114.47),
(1 27295.65),(2 61148.188),(3 78540.016),(4 89792.03),(5 98404.3),(6 105631.15),(7 106539.63),(8 104608.336),(9 104842.2),(10 103781.41),(11 103116.2),(12 105690.74),(13 108535.83),(14 106108.15),(15 105701.58),(16 106968.91),(17 104416.54),(18 105728.734),(19 108220.1),(20 108042.16),(21 108877.97),(22 112061.53),(23 115667.36),(24 116039.22),(25 116354.34),(26 118188.23),(27 117454.26),(28 114728.7),(29 113525.32),(30 114859.86),(31 112514.875),(32 111061.36),(33 112058.29),(34 113793.75),(35 116457.55),(36 116829.19),(37 118658),(38 121762.86),(39 122783.07),(40 122844.766),(41 121751.24),(42 121944.37),(43 123151.734),(44 125655.04),(45 127356.77),(46 125965.71),(47 127123.23),(48 128549.93),(49 131428.55),(50 135749.8),(51 135490.95),(52 133917.02),(53 133292.47),(54 133432.31),(55 135338.4),(56 135437.5),(57 134210.69),(58 134629.02),(59 136422.81),(60 139998.52),(61 144478.67),(62 149300.66),(63 149807.61),(64 149925.28),(65 149225.5),(66 145948.42),(67 144309.7),(68 144718.67),(69 144990.47),(70 144864.55),(71 141830.63),(72 141596.64),(73 143229.94),(74 144902.39),(75 144456.98),(76 143432.75),(77 142193.38),(78 140262.31),(79 137663.63),
(1 26734.62),(2 59082.65),(3 71200.47),(4 79070.83),(5 86105.6),(6 92325.414),(7 92078.13),(8 91032.51),(9 92732.55),(10 92841.83),(11 92543.23),(12 96173.54),(13 100364.086),(14 101342.51),(15 101581.38),(16 99901.484),(17 99513.11),(18 100534.516),(19 103314.33),(20 102563.88),(21 101045.87),(22 104114.414),(23 105363.41),(24 105897.68),(25 109719.01),(26 109190.19),(27 107533.24),(28 107892.33),(29 106278.22),(30 105069.25),(31 104470.97),(32 104672.555),(33 106407.24),(34 107386.54),(35 108838.664),(36 110722.45),(37 114826.57),(38 117122.73),(39 117860.96),(40 119848.49),(41 121215.055),(42 122717.39),(43 123000.65),(44 122848.28),(45 121773.664),(46 121793.67),(47 124146.81),(48 128114.71),(49 129568.61),(50 130078.32),(51 130135.49),(52 127871.23),(53 126655.42),(54 128581.88),(55 128470.68),(56 125477.05),(57 124496.25),(58 128608.586),(59 131978.28),(60 135452.02),(61 135919.22),(62 134850.67),(63 135805.19),(64 136678.17),(65 137368.22),(66 136210.06),(67 134860.06),(68 134912.4),(69 133649.81),(70 130639.836),(71 129061.305),(72 131031.97),(73 132865.69),(74 133385.92),(75 131968.33),(76 131686.11),(77 130290.984),(78 129188.12),(79 127890.35),
(1 25231.838),(2 56465.94),(3 70368.21),(4 77673.89),(5 84047.88),(6 90899.15),(7 93634.234),(8 93232.75),(9 94025.15),(10 93405.27),(11 92874.35),(12 96244.32),(13 101198.86),(14 101675.89),(15 102452.734),(16 103226.91),(17 103277.53),(18 106190.97),(19 107929.43),(20 106929.3),(21 106996.09),(22 107936.46),(23 107824.67),(24 108496.59),(25 110253.305),(26 111357.234),(27 111383.086),(28 110014.23),(29 106688.65),(30 105259.88),(31 104911.59),(32 106750.05),(33 105641.87),(34 104894.875),(35 106894.484),(36 110333.414),(37 112775.07),(38 112884.15),(39 112480.96),(40 113071.68),(41 113814.35),(42 114303.6),(43 115484.95),(44 117872.086),(45 116403.28),(46 114658.52),(47 115830.93),(48 118024.65),(49 118867.53),(50 116099.375),(51 115316.016),(52 116791.914),(53 118864.88),(54 120876.59),(55 119875.2),(56 119441.586),(57 120909.664),(58 122839.45),(59 124981.7),(60 126627.58),(61 126626.9),(62 128222.34),(63 131828.44),(64 132557.33),(65 132690.55),(66 133945.05),(67 134807.7),(68 135538.58),(69 136415.17),(70 133862.1),(71 133104.19),(72 134551.45),(73 135853.19),(74 135285.58),(75 133149.98),(76 132182.7),(77 132933.17),(78 133298.72),(79 131598.03),
(1 25384.586),(2 56545.742),(3 69342.76),(4 74518.96),(5 80045.23),(6 85308.46),(7 84727.766),(8 84252.945),(9 85539.945),(10 86759.22),(11 89179.08),(12 92301.914),(13 93789.195),(14 94066.06),(15 93757.62),(16 93034.75),(17 92484.47),(18 95488.68),(19 99886.76),(20 97245.18),(21 96369.62),(22 96870.125),(23 99948.33),(24 102693.56),(25 102297.1),(26 100018.586),(27 98816.234),(28 97725.38),(29 94913.055),(30 94352.945),(31 94299.87),(32 96400.2),(33 96627.23),(34 97294.125),(35 99304.49),(36 101170.16),(37 104820.75),(38 105023.32),(39 105317.95),(40 106861.555),(41 108990.04),(42 111957.836),(43 112991.57),(44 112278.35),(45 113051.85),(46 113091.17),(47 113275.16),(48 113948.945),(49 112400.77),(50 112446.57),(51 112280.1),(52 113835.42),(53 118203.94),(54 120085.6),(55 119412.19),(56 120064.05),(57 123314.9),(58 124075.664),(59 121825.875),(60 120735.914),(61 121964.42),(62 124870.195),(63 125615.52),(64 124589.85),(65 125181.97),(66 126007.01),(67 126941.15),(68 126852.61),(69 126759.914),(70 126515.84),(71 127888.65),(72 129627.305),(73 130265.08),(74 130873.67),(75 129729.02),(76 128684.086),(77 128329.58),(78 127213.305),(79 124972.22),
(1 23596.328),(2 51733.56),(3 65200.715),(4 72390.69),(5 77569.27),(6 82545.086),(7 83652.914),(8 84315.01),(9 85630.445),(10 86177.89),(11 88229.07),(12 89819.62),(13 92304.47),(14 94677.35),(15 95494.2),(16 93792.37),(17 91957.64),(18 93799.9),(19 95104.09),(20 95069.2),(21 96905.27),(22 95945.516),(23 96619.4),(24 100238.51),(25 102247.18),(26 102415.625),(27 101895.46),(28 100281.4),(29 98338.25),(30 97214.39),(31 96204.36),(32 97142.15),(33 96411.25),(34 95578.31),(35 97798.8),(36 101651.63),(37 103577.01),(38 104602.88),(39 104703.89),(40 105137.87),(41 107217.38),(42 108716.76),(43 109449.48),(44 109623.74),(45 109802.46),(46 110633.62),(47 112173.33),(48 115726.734),(49 115838.42),(50 114259.76),(51 115178.11),(52 119294.03),(53 120880.24),(54 120141.14),(55 121306.74),(56 122206.22),(57 122981.97),(58 121817.16),(59 118770.2),(60 117481.664),(61 117726.08),(62 119557.68),(63 118396.43),(64 116723.36),(65 116662.14),(66 118273.29),(67 118266),(68 117452.555),(69 116286.125),(70 116594.34),(71 117894),(72 118305.125),(73 117956.88),(74 118180.18),(75 119317.52),(76 121560.65),(77 122145.95),(78 119858.25),(79 118184.336),
(1 24541.592),(2 52803.88),(3 66041.98),(4 73330.21),(5 80114.57),(6 85393.7),(7 87171),(8 88193.664),(9 89171.55),(10 89104.51),(11 89127.445),(12 90633.25),(13 93174.586),(14 95697.93),(15 96101.914),(16 92383.73),(17 90125.14),(18 92487.125),(19 95868.82),(20 97391.15),(21 98137.9),(22 98037.53),(23 99165.26),(24 99869.6),(25 99064.086),(26 99233.77),(27 100001.76),(28 98594.3),(29 98459.67),(30 97350.39),(31 98425.2),(32 98392.484),(33 97296.48),(34 98180.91),(35 100460.945),(36 104870.1),(37 108165.65),(38 108196.836),(39 107473.766),(40 106548.234),(41 106976.72),(42 107227.7),(43 107159.09),(44 108737.72),(45 108729.04),(46 108415.54),(47 109569.875),(48 111568.164),(49 112529.62),(50 111864.87),(51 112421.71),(52 114166.53),(53 116755.805),(54 115835.14),(55 116492.34),(56 118243.32),(57 117954.6),(58 116283.07),(59 115199.734),(60 113877.16),(61 114157.8),(62 114701.875),(63 114105.7),(64 113573.55),(65 113845.85),(66 112290.12),(67 111605.4),(68 112727.67),(69 114161.96),(70 115433.086),(71 117282.55),(72 117662.5),(73 117180.28),(74 116295.52),(75 116241.52),(76 116146.07),(77 115739.45),(78 116103.15),(79 116598.22),
(1 23878.465),(2 51543.637),(3 64487.063),(4 71727.414),(5 76214.39),(6 78907.94),(7 78634.125),(8 80259.336),(9 81042.305),(10 83510.03),(11 89432.51),(12 91910.6),(13 93007.56),(14 94309.96),(15 95040.72),(16 93062.92),(17 92508.09),(18 93764.39),(19 94591.234),(20 96654.51),(21 97369.664),(22 95108.28),(23 94475.82),(24 94281.97),(25 90825.31),(26 89666.45),(27 90457.35),(28 89668.28),(29 88836.11),(30 89070.13),(31 90560.875),(32 91363.516),(33 88763.4),(34 88108.555),(35 90236.805),(36 94185.67),(37 96905.67),(38 97274.87),(39 96408.984),(40 98994.05),(41 101180.51),(42 101764.484),(43 103287.66),(44 104932.2),(45 107226.375),(46 106319.516),(47 107430.22),(48 109519.89),(49 109715.25),(50 110173.65),(51 112971.24),(52 115908.805),(53 117582.73),(54 118774.13),(55 117292.05),(56 118157.91),(57 116714.914),(58 114954.93),(59 113678.66),(60 114851.72),(61 116028.086),(62 116166.52),(63 116454.65),(64 115881.984),(65 115215.836),(66 114490.914),(67 115644.125),(68 117369.17),(69 118308.66),(70 118141.19),(71 119015.58),(72 121455.23),(73 122268.016),(74 122661.15),(75 122916.13),(76 122757.65),(77 123143.49),(78 125122.51),(79 124056.914),
