1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88896.16),(2 292732.03),(3 605527.2),(4 1032595.3),(5 1577867.9),(6 2204158.3),(7 2875019),(8 3644136.3),(9 4354212.5),(10 5140851.5),(11 5923248),(12 6705922),(13 7493973.5),(14 8239054.5),(15 9029049),(16 9845652),(17 10626463),(18 11414989),(19 12241317),(20 13118216),(21 14051335),(22 15007809),(23 16154381),(24 17121662),(25 18122216),(26 19102728),(27 20072338),(28 21051182),(29 21912782),(30 22822352),(31 23800886),(32 24830634),(33 25976182),(34 27082838),(35 28224746),(36 29338746),(37 30452674),(38 31636922),(39 32601824),(40 33753052),(41 34804092),(42 35923470),(43 37176890),(44 38355380),(45 39758156),(46 41228876),(47 42693130),(48 44232308),(49 45892340),(50 47813108),(51 49792964),(52 51737236),(53 53492252),(54 55328828),(55 57305090),(56 59264910),(57 61153044),(58 62896428),(59 64603036),(60 66287680),(61 67899384),(62 69517620),(63 71029416),(64 72342000),(65 73501490),(66 74538860),(67 75464020),(68 76247080),(69 76915210),(70 77618250),(71 77901950),(72 77729160),(73 77341070),(74 77092040),(75 76657410),(76 76096730),(77 75356160),(78 74515704),(79 73829976),
(1 12773.886),(2 20921.588),(3 22895.121),(4 24006.16),(5 25896.193),(6 26480.053),(7 26091.07),(8 25895.748),(9 26247.063),(10 26287.32),(11 26514.768),(12 26881.158),(13 27785.18),(14 28045.668),(15 28145.572),(16 28453.072),(17 29108.98),(18 29036.432),(19 29145.334),(20 29437.246),(21 30408.18),(22 31309.77),(23 32279.918),(24 32839.06),(25 33053.934),(26 32667.264),(27 32785.574),(28 33440.906),(29 33811.984),(30 35069.145),(31 36057.613),(32 36749.555),(33 36874.06),(34 37141.867),(35 38269.785),(36 38848.39),(37 39123.98),(38 39597.7),(39 40638.094),(40 40532.367),(41 40537.234),(42 41546.92),(43 42862.14),(44 43456.4),(45 43305.926),(46 43156.637),(47 44044.637),(48 44274.633),(49 44517.92),(50 45207.52),(51 45848.953),(52 45803.934),(53 45409.563),(54 45723.1),(55 46218.805),(56 46063.082),(57 46125.996),(58 47102.68),(59 47188.797),(60 47420.3),(61 47170.492),(62 47228.94),(63 47130.28),(64 46658.805),(65 46894.92),(66 47293.32),(67 47330.152),(68 46641.105),(69 46045.973),(70 46077.758),(71 46753.242),(72 46568.215),(73 46114.004),(74 45759.184),(75 45881.563),(76 46052.832),(77 45780.668),(78 45589.12),(79 45297.54),
(1 12524.126),(2 20324.545),(3 21813.22),(4 22401.23),(5 24115.768),(6 24879.152),(7 24749.787),(8 24894.93),(9 25286.77),(10 25491.707),(11 25711.813),(12 25550.553),(13 26136.809),(14 26482.037),(15 26661.674),(16 26828.197),(17 27506.854),(18 27784.896),(19 27886.014),(20 28736.38),(21 29627.043),(22 30154.768),(23 30911.402),(24 31219.36),(25 31273.137),(26 31198.064),(27 31130.092),(28 31708.775),(29 32237.492),(30 32827.184),(31 33300.188),(32 33227.496),(33 33614.977),(34 33950.45),(35 34929.207),(36 35561.215),(37 35989.98),(38 36273.813),(39 36679.816),(40 37131.63),(41 37059.66),(42 37861.96),(43 38991.016),(44 38721.094),(45 38734.36),(46 38623.74),(47 38552.836),(48 39363.22),(49 40204.613),(50 41172.996),(51 41724.598),(52 41267.027),(53 41837.934),(54 42071.703),(55 41780.906),(56 41794.98),(57 42750.816),(58 43192.707),(59 43024.445),(60 43432.848),(61 42695.48),(62 42747.43),(63 43216.176),(64 42993.715),(65 43028.984),(66 43318.83),(67 43705.387),(68 43808.727),(69 43583.395),(70 43110.313),(71 42779.31),(72 42804.066),(73 43142.23),(74 42732.58),(75 42616.094),(76 42254.75),(77 42322.387),(78 42210.926),(79 42174.047),
(1 12009.793),(2 19807.416),(3 21476.375),(4 21766.547),(5 22773.002),(6 23873.916),(7 23834.828),(8 23890.54),(9 24811.945),(10 25024.717),(11 25447.428),(12 25389.623),(13 25467.547),(14 25882.443),(15 26192.521),(16 26128.81),(17 26796.898),(18 27204.186),(19 27157.54),(20 28088.758),(21 29714.264),(22 29612.049),(23 29623.875),(24 30154.438),(25 30001.313),(26 30423.8),(27 30891.994),(28 31365.404),(29 32264.412),(30 32840.125),(31 32721.262),(32 32556.201),(33 33648.31),(34 34722.797),(35 35270.523),(36 36055.383),(37 36490.57),(38 36654.58),(39 36972.023),(40 37416.605),(41 38114.855),(42 38543.023),(43 39553.668),(44 39387.293),(45 39424.195),(46 38761.258),(47 38310.75),(48 39616.12),(49 40945.83),(50 41561.902),(51 41363.57),(52 41214.297),(53 42066.277),(54 42018.484),(55 41950.53),(56 42414.43),(57 42697.97),(58 42680.137),(59 43016.375),(60 43796.848),(61 43062.477),(62 42760.625),(63 42697.926),(64 42509.734),(65 43476.81),(66 43399.625),(67 43473.598),(68 43556.1),(69 43419.69),(70 43263.477),(71 43132.117),(72 43186.996),(73 43236.285),(74 43438.453),(75 43431.91),(76 42462.35),(77 42424.09),(78 42753.9),(79 42800.402),
(1 11841.579),(2 18943.305),(3 20075.027),(4 20777.982),(5 22106.508),(6 22873.18),(7 22872.232),(8 22821.55),(9 23706.832),(10 24005.816),(11 23903.127),(12 24036.027),(13 24661.104),(14 24913.176),(15 24817.1),(16 24807.795),(17 25311.734),(18 25817.607),(19 26483.363),(20 27382.998),(21 28461.936),(22 28433.375),(23 28306.139),(24 28862.803),(25 29643.273),(26 30118.098),(27 30242.297),(28 30988.285),(29 31293.492),(30 32007.715),(31 32330.828),(32 32604.432),(33 33276.035),(34 34358.59),(35 34105.633),(36 34780.504),(37 35756.945),(38 36125.98),(39 36425.438),(40 36668.805),(41 37710.848),(42 37662.617),(43 38534.547),(44 38438.156),(45 39124.38),(46 38728.035),(47 38687.1),(48 39621.28),(49 40482.84),(50 40797.207),(51 40555.684),(52 40960.598),(53 41580.51),(54 41575.54),(55 40719.258),(56 40341.887),(57 41013.97),(58 41154.688),(59 41233.918),(60 41612.176),(61 41535.684),(62 41734.8),(63 41458.16),(64 41006.62),(65 41579.56),(66 41769.133),(67 41418.484),(68 41419.727),(69 41360.863),(70 41631.996),(71 41703.855),(72 41172.57),(73 40878.434),(74 41012.406),(75 40985.375),(76 40599.57),(77 40554.223),(78 40387.258),(79 40328.664),
(1 11865.348),(2 18664.771),(3 19677.365),(4 20568.387),(5 22252.488),(6 23405.844),(7 23401.928),(8 22957.396),(9 23889.684),(10 24456.158),(11 23851.695),(12 24276.113),(13 24886.717),(14 25177.055),(15 25600.23),(16 25925.805),(17 26275.973),(18 26403.533),(19 27032.168),(20 28120.076),(21 28990.264),(22 29088.959),(23 28704.752),(24 28991.738),(25 29270.848),(26 30211.52),(27 30377.793),(28 30885.604),(29 31552.998),(30 31980.936),(31 31588.389),(32 31899.459),(33 32788.54),(34 33293.75),(35 33520.34),(36 33621.914),(37 33871.984),(38 34470.83),(39 34997.863),(40 35319.426),(41 36603.39),(42 36967.543),(43 36630.004),(44 36536.605),(45 37418.16),(46 37433.59),(47 37465.156),(48 37980.824),(49 38976.027),(50 39093.38),(51 38969.793),(52 38859.496),(53 39188.043),(54 40549.758),(55 40276.79),(56 40139.117),(57 40545),(58 40461.63),(59 40239.703),(60 40152.676),(61 40382.637),(62 40627.707),(63 40288.91),(64 39908.2),(65 40011.473),(66 39718.82),(67 39366.54),(68 39552.11),(69 39780.086),(70 39957.293),(71 39665.773),(72 39471.027),(73 39547.895),(74 39281.86),(75 39050.15),(76 39037.867),(77 38462.93),(78 38389.543),(79 38368.35),
(1 11820.207),(2 18752.096),(3 19818.168),(4 21185.547),(5 22774.082),(6 23572.898),(7 23443.984),(8 23124.965),(9 23652.154),(10 23961.893),(11 23674.021),(12 23726.604),(13 24531.256),(14 24942.336),(15 24975.72),(16 25552.994),(17 25579.658),(18 25233.506),(19 26258.658),(20 27917.896),(21 28432.678),(22 28181.242),(23 28257.607),(24 28532.5),(25 28819.994),(26 29464.785),(27 30019.45),(28 31127.016),(29 31731.822),(30 31334.582),(31 31271.465),(32 32474.201),(33 32769.74),(34 33536.63),(35 33729.47),(36 34111.977),(37 34870.344),(38 35272.92),(39 35739.625),(40 36131.785),(41 37201.258),(42 37512.36),(43 38056.25),(44 37707.918),(45 38121.504),(46 38234.08),(47 38067.375),(48 38852.684),(49 39232.703),(50 39817.613),(51 40147.12),(52 39964.31),(53 39903.176),(54 40454.81),(55 40846.824),(56 40648.81),(57 40716.83),(58 41225.832),(59 41052.535),(60 41220.355),(61 41289.43),(62 41482.395),(63 40918.87),(64 40435.24),(65 40578.805),(66 40196.25),(67 40105.957),(68 40594.516),(69 41080.723),(70 40930.258),(71 40615.813),(72 40547.395),(73 40076.094),(74 39587.043),(75 39259.582),(76 39283.758),(77 39071.906),(78 39242.582),(79 38863.805),
(1 11067.285),(2 17570.467),(3 18352.883),(4 19276.723),(5 20964.086),(6 21746.451),(7 21490.26),(8 21496.736),(9 21893.27),(10 22544.715),(11 22875.879),(12 22871.252),(13 22998.66),(14 23500.873),(15 23476.1),(16 23937.063),(17 24452.193),(18 24579.057),(19 25271.156),(20 26043.328),(21 25529.064),(22 25746.049),(23 26494.258),(24 26632.959),(25 26674.82),(26 26642.04),(27 27059.576),(28 27478.39),(29 27631.438),(30 27768.83),(31 28033.898),(32 28582.668),(33 29217.926),(34 29662.066),(35 29609.924),(36 29633.428),(37 30490.055),(38 30958.357),(39 31117.9),(40 31375.223),(41 32013.398),(42 32734.344),(43 33159.93),(44 33259.563),(45 33545.227),(46 33602.414),(47 33414.324),(48 33845.824),(49 33912.797),(50 34145.6),(51 35221.36),(52 35371.4),(53 34963.76),(54 35110.203),(55 35946.1),(56 36258.402),(57 36454.066),(58 36531.645),(59 36387.207),(60 36254.164),(61 36283.734),(62 36773.78),(63 36655.19),(64 36792.965),(65 37392.332),(66 36844.92),(67 36117.86),(68 36368.54),(69 36718.715),(70 36441.668),(71 36113.63),(72 36268.56),(73 35807.54),(74 35293.06),(75 35165.848),(76 35305.77),(77 34639.535),(78 34803.13),(79 35033.633),
(1 11082.225),(2 17756.646),(3 18716.867),(4 19949.111),(5 21348.59),(6 21935.223),(7 21840.857),(8 21480.125),(9 21784.875),(10 22006.035),(11 22358.35),(12 22569.498),(13 22979.154),(14 23597.24),(15 23888.186),(16 23712.266),(17 23506.916),(18 23742.238),(19 24829.21),(20 25656.809),(21 25520.986),(22 25500.686),(23 25590.275),(24 25823.11),(25 25648.775),(26 26132.836),(27 26208.672),(28 26677.498),(29 26984.814),(30 26836.21),(31 27016.154),(32 28171.615),(33 28669.736),(34 28986.89),(35 29003.229),(36 28575.523),(37 29134.889),(38 29494.89),(39 29549.643),(40 29915.96),(41 30614.566),(42 31221.092),(43 31574.834),(44 31669.451),(45 31507.117),(46 31659.416),(47 31942.834),(48 32300.81),(49 32580.549),(50 33027.297),(51 33834.31),(52 34008.367),(53 33491.855),(54 33538.367),(55 33743.223),(56 33780.68),(57 34218.367),(58 34062.27),(59 34130.37),(60 34902.516),(61 34720.594),(62 34529.332),(63 34100.105),(64 34534.758),(65 35467.46),(66 34722.28),(67 34401.215),(68 34717.984),(69 34674.465),(70 34601.242),(71 33777.566),(72 33715.977),(73 33832.254),(74 33512.71),(75 33565.938),(76 33726.133),(77 33506.332),(78 33448.805),(79 32924.523),
(1 11242.751),(2 17418.352),(3 18233.549),(4 19619.014),(5 20771.455),(6 22003.068),(7 22010.72),(8 21399.705),(9 21478.633),(10 21366.969),(11 21598.81),(12 21827.906),(13 22421.576),(14 22932.459),(15 22884.803),(16 23275.645),(17 23985.701),(18 24251.066),(19 25014.03),(20 25622.982),(21 25885.068),(22 26317.855),(23 26857.11),(24 27029.32),(25 27416.334),(26 27912.377),(27 27707.127),(28 28099.652),(29 28986.105),(30 29187.934),(31 29533.191),(32 30294.217),(33 30767.107),(34 31438.787),(35 31629.645),(36 31554.86),(37 32300.54),(38 32554.283),(39 32748.121),(40 32840.54),(41 33542.2),(42 34101.848),(43 34740.63),(44 34564.984),(45 35103.535),(46 35356.67),(47 35800.566),(48 36041.086),(49 35748.055),(50 36208.008),(51 36646.05),(52 36551.105),(53 36548.86),(54 36252.977),(55 36754.867),(56 37091.19),(57 37174.453),(58 36419.176),(59 36041.793),(60 36773.684),(61 36891.43),(62 36838.97),(63 36742.13),(64 36857.16),(65 37067.676),(66 36239.074),(67 36215.652),(68 36367.004),(69 36350.113),(70 36001.74),(71 35393.656),(72 35054.492),(73 35319.234),(74 35222.324),(75 35062.42),(76 34896.17),(77 34687.875),(78 34381.156),(79 34400.684),
(1 11564.271),(2 17767.7),(3 18064.07),(4 19063.398),(5 20453.785),(6 21241.518),(7 21302.273),(8 20766.271),(9 20593.24),(10 20994.91),(11 21568.432),(12 22411.627),(13 22756.592),(14 22854.525),(15 22494.637),(16 22871.357),(17 23342.082),(18 23595.998),(19 24992.123),(20 25709.959),(21 25616.184),(22 26224.266),(23 26263.053),(24 26003.018),(25 26606.783),(26 27206.578),(27 26990.178),(28 27681.813),(29 28245.76),(30 28483.67),(31 29038.26),(32 29398.672),(33 28929.387),(34 29046.756),(35 29519.719),(36 29649.295),(37 30296.432),(38 30590.129),(39 30563.055),(40 30466.363),(41 30611.588),(42 31081.543),(43 31688.902),(44 31376.809),(45 31396.654),(46 31352.564),(47 31529.156),(48 31722.195),(49 31692.793),(50 31942.592),(51 32216.977),(52 32413.377),(53 32504.324),(54 32177.67),(55 32776.19),(56 32927.875),(57 32340.69),(58 31881.004),(59 31786.604),(60 32540.697),(61 32801.79),(62 32966.1),(63 33177.07),(64 32883.305),(65 32596.027),(66 32539.479),(67 32943.094),(68 32848.52),(69 32685.963),(70 33020.902),(71 32820.05),(72 32486.1),(73 32644.688),(74 32371.65),(75 32467.172),(76 32313.813),(77 31893.008),(78 31785.434),(79 31797.504),
(1 10859.603),(2 16896.31),(3 17314.422),(4 18614.084),(5 20183.703),(6 20573.316),(7 20245.32),(8 19830.299),(9 20155.18),(10 20440.473),(11 20781.115),(12 21175.195),(13 21980.018),(14 21734.797),(15 21821.873),(16 22194.518),(17 22758.76),(18 22926.17),(19 23914.982),(20 24589.465),(21 24685),(22 24928.086),(23 24916.393),(24 25040.996),(25 25562.287),(26 25995.912),(27 25687.822),(28 26315.736),(29 27101.701),(30 27344.555),(31 27504.291),(32 27577.477),(33 27897.658),(34 28178.861),(35 27892.123),(36 27712.648),(37 28393.184),(38 28978.951),(39 29563.615),(40 29791.516),(41 30012.791),(42 29847.537),(43 30622.334),(44 30571.596),(45 30563.75),(46 30988.877),(47 30811.822),(48 30951.422),(49 30826.014),(50 30947.643),(51 31259.213),(52 31549.217),(53 31519.21),(54 30967.928),(55 30571.53),(56 30758.662),(57 31325.389),(58 31267.166),(59 31166.326),(60 31271.717),(61 31398.56),(62 31602.275),(63 31431.36),(64 30916.475),(65 30566.234),(66 30806.107),(67 31324.342),(68 30938.867),(69 30709.549),(70 30831.81),(71 30949.816),(72 30533.986),(73 30596.35),(74 30609.758),(75 30571.346),(76 30969.47),(77 30573.814),(78 30021.938),(79 30107.637),
(1 10358.066),(2 16056.679),(3 16710.055),(4 18019.246),(5 19343.117),(6 19554.664),(7 19319.14),(8 19119.314),(9 19321.928),(10 19327.996),(11 19767.223),(12 20290.262),(13 20827.725),(14 20881.371),(15 20996.764),(16 20801.64),(17 21021.633),(18 21803.22),(19 22461.46),(20 23145.58),(21 23240.674),(22 23289.393),(23 23605.24),(24 23994.123),(25 24301.697),(26 24562.498),(27 24324.635),(28 24879.756),(29 25402.47),(30 25900.406),(31 25977.3),(32 26161.223),(33 26729.367),(34 26825.2),(35 26706.016),(36 26987.86),(37 27287.53),(38 27131.854),(39 27466.508),(40 27455.496),(41 27938.934),(42 28292.72),(43 28385.994),(44 28476.2),(45 28662.887),(46 28949.645),(47 28639.338),(48 29249.172),(49 29408.21),(50 29319.56),(51 29436.59),(52 29569.646),(53 29276.346),(54 29186.146),(55 29415.396),(56 29476.094),(57 29414.186),(58 29689.111),(59 29828.518),(60 30183.654),(61 29862.484),(62 29799.736),(63 29840.3),(64 29913.479),(65 29942.594),(66 29949.426),(67 29810.375),(68 29413.535),(69 29642.117),(70 29652.148),(71 29139.777),(72 29087.877),(73 29110.66),(74 29122.396),(75 28755.057),(76 29070.684),(77 28710.62),(78 28453.523),(79 28821.744),
(1 10991.062),(2 16817.31),(3 17215.064),(4 18867.346),(5 19711.91),(6 20429.104),(7 20412.389),(8 19666.186),(9 19766.26),(10 19574.025),(11 19819.438),(12 20660.512),(13 21632.719),(14 21973.89),(15 21868.797),(16 22006.756),(17 21776.094),(18 22351.08),(19 23219.648),(20 23779.166),(21 24201.072),(22 24507.148),(23 24417.336),(24 24695.035),(25 25322.127),(26 25824.621),(27 25545.705),(28 26125.975),(29 26551.41),(30 27233.516),(31 27953.092),(32 28194.568),(33 28369.535),(34 28683.1),(35 28651.947),(36 29449.93),(37 29861.342),(38 29827.914),(39 29933.484),(40 29883.256),(41 30878.904),(42 31290.148),(43 31165.521),(44 31232.16),(45 31639.959),(46 31658.027),(47 31830.12),(48 31903.46),(49 31986.734),(50 32428.023),(51 32559.248),(52 32429.281),(53 32560.822),(54 32288.314),(55 32992.43),(56 32790.938),(57 32503.53),(58 32436.342),(59 32590.973),(60 33127.332),(61 32193.17),(62 32110.852),(63 32466.086),(64 32404.342),(65 32369.297),(66 31834.854),(67 31534.785),(68 31675.807),(69 31641.15),(70 31324.268),(71 30979.8),(72 30635.363),(73 30356.92),(74 30464.543),(75 30551.432),(76 30797.66),(77 30726.473),(78 30641.73),(79 30829.59),
(1 10477.359),(2 15619.313),(3 15886.674),(4 17382.12),(5 18117.852),(6 18670.918),(7 19279.254),(8 19031.08),(9 18812.572),(10 18716.69),(11 19242.424),(12 19757.074),(13 20105.15),(14 20564.613),(15 20851.11),(16 20965.727),(17 20988.438),(18 21770.969),(19 22508.557),(20 23087.639),(21 23192.205),(22 23804.553),(23 23887.326),(24 24090.55),(25 24843.031),(26 25839.738),(27 25471.324),(28 25861.031),(29 26227.574),(30 26729.352),(31 27318.277),(32 27476.586),(33 27638.969),(34 28240.666),(35 28186.082),(36 29319.244),(37 29726.01),(38 29896.387),(39 29889.47),(40 29987.287),(41 31061.045),(42 31245.033),(43 31172.914),(44 30989.479),(45 31412.127),(46 32005.158),(47 32178.313),(48 32040.857),(49 32350.533),(50 32669.04),(51 32919.59),(52 32864.18),(53 33109.832),(54 33051.59),(55 33105.03),(56 32926.406),(57 32688.633),(58 32547.893),(59 32421.977),(60 32628.367),(61 31967.313),(62 32092.41),(63 32050.393),(64 31536.38),(65 31695.81),(66 31306.207),(67 30933.54),(68 30818.316),(69 30623.107),(70 30954.625),(71 30889.176),(72 30094.09),(73 30039.78),(74 30450.523),(75 30490.053),(76 30398.725),(77 29906.674),(78 29861.93),(79 29833.758),
(1 9954.142),(2 15108.268),(3 15873.834),(4 17677.953),(5 18114.547),(6 18319.629),(7 18781.912),(8 18544.146),(9 18449.887),(10 18468.97),(11 18852.19),(12 19434.81),(13 19581.264),(14 20416.74),(15 20624.252),(16 19865.898),(17 20126.885),(18 20686.59),(19 20800.654),(20 21588.59),(21 21905.32),(22 22495.354),(23 22819.932),(24 22856.379),(25 23368.049),(26 23855.645),(27 23611.633),(28 24052.84),(29 24558.51),(30 25137.021),(31 25793.877),(32 26195.03),(33 26192.414),(34 26463.693),(35 26418.031),(36 27323.201),(37 27626.514),(38 28142.504),(39 27938.518),(40 28051.805),(41 28598.922),(42 29134.973),(43 29867.174),(44 29518.684),(45 29888.822),(46 29997.314),(47 30431.748),(48 30771.477),(49 30837.27),(50 30900.584),(51 30961.596),(52 31241.834),(53 31455.14),(54 31301.436),(55 31380.09),(56 31085.885),(57 30888.076),(58 30984.5),(59 30834.895),(60 31195.6),(61 30551.445),(62 30484.832),(63 30581.223),(64 29780.244),(65 30124.521),(66 30139.527),(67 29723.85),(68 29284.537),(69 29666.02),(70 29956.936),(71 29489.49),(72 28860.193),(73 28768.947),(74 28811.328),(75 28928.87),(76 29172.86),(77 28485.973),(78 28603.379),(79 28665.57),
(1 10079.15),(2 15039.618),(3 15554.232),(4 17001.277),(5 17970.342),(6 18614.064),(7 18779.988),(8 19016.246),(9 19100.59),(10 18776.2),(11 19145.57),(12 20146.047),(13 20780.23),(14 20956.996),(15 20747.008),(16 20503.482),(17 20757.111),(18 21107.451),(19 21454.506),(20 22048.66),(21 22158.668),(22 22293.203),(23 22857.727),(24 23173.496),(25 23458.088),(26 23668.06),(27 23682.58),(28 24072.254),(29 24424.477),(30 24930.525),(31 25417.795),(32 25914.068),(33 26104.658),(34 25934.814),(35 26087.691),(36 26895.012),(37 27197.813),(38 27759.914),(39 28071.363),(40 27855.941),(41 28499.137),(42 28521.627),(43 29267.016),(44 28979.717),(45 29153.863),(46 29374.268),(47 29817.2),(48 30353.49),(49 30299.14),(50 30318.2),(51 30117.61),(52 30007.695),(53 30125.701),(54 29824.533),(55 30178.232),(56 30340.418),(57 30059.346),(58 29497.51),(59 29389.19),(60 29876.574),(61 29450.535),(62 29708.031),(63 29820.688),(64 29636.572),(65 29782.723),(66 29243.945),(67 28735.777),(68 28293.484),(69 28455.871),(70 28782.938),(71 28653.117),(72 27988.793),(73 27846.48),(74 27539.93),(75 27774.266),(76 28010.316),(77 28013.97),(78 28003.207),(79 27481.662),
(1 10003.933),(2 14616.949),(3 14741.667),(4 16379.513),(5 17372.088),(6 17664.975),(7 17818.623),(8 17609.375),(9 18018.621),(10 17949.598),(11 18388.637),(12 19005.537),(13 19857.559),(14 19960.629),(15 19721.84),(16 19489.51),(17 19481.94),(18 20140.135),(19 20649.666),(20 21423.137),(21 21728.963),(22 22002.098),(23 22227.863),(24 22486.459),(25 23282.139),(26 23192.232),(27 23068.55),(28 23529.973),(29 23818.525),(30 24721.941),(31 25109.723),(32 25230.156),(33 25512.66),(34 25525.97),(35 25881.07),(36 26404.396),(37 26945.926),(38 27429.453),(39 27779.213),(40 27588.615),(41 27883.463),(42 27703.041),(43 28252.77),(44 28088.807),(45 28362.264),(46 28378.916),(47 28489.658),(48 29174.463),(49 28932.06),(50 28847.11),(51 28575.525),(52 28585.975),(53 28765.322),(54 28784.363),(55 29006.621),(56 28781.07),(57 28513.57),(58 28749.174),(59 28857.531),(60 28934.777),(61 28715.213),(62 28954.777),(63 28894.133),(64 28846.184),(65 28811.621),(66 28512.857),(67 28183.768),(68 28076.93),(69 28191.732),(70 28283.324),(71 27997.883),(72 27789.83),(73 27655.344),(74 27465.873),(75 27370.875),(76 27355.684),(77 27097.508),(78 27266.598),(79 26975.193),
(1 9584.141),(2 13843.371),(3 14057.964),(4 15697.904),(5 16439.887),(6 16839.174),(7 16902.074),(8 16929.234),(9 17384.53),(10 17208.043),(11 17662.756),(12 18276.967),(13 19008.129),(14 19334.87),(15 18955.229),(16 19032.025),(17 19124.666),(18 19378.121),(19 20164.16),(20 20821.648),(21 21039.096),(22 21439.207),(23 21833.035),(24 21913.537),(25 22644.496),(26 22666.377),(27 22882.967),(28 23165.998),(29 23462.805),(30 24069.621),(31 24232.537),(32 24200.408),(33 24655.748),(34 24766.818),(35 24807.16),(36 25157.586),(37 25542.4),(38 26010.209),(39 26187.506),(40 26406.47),(41 26698.984),(42 26885.727),(43 27333.846),(44 27213.572),(45 27626.96),(46 27451.904),(47 27758.543),(48 28261.44),(49 28009.459),(50 28239.605),(51 28087.064),(52 28028.52),(53 28428.947),(54 28263.111),(55 28284.605),(56 28284.3),(57 28146.342),(58 28541.379),(59 28511.98),(60 28097.53),(61 27883.754),(62 28246.262),(63 28265.71),(64 27992.18),(65 27749.057),(66 27393.758),(67 27546.6),(68 27517.465),(69 27274.525),(70 27234.322),(71 27075.154),(72 26674.197),(73 26625.396),(74 26540.898),(75 26256.963),(76 26208.602),(77 25927.129),(78 26149.97),(79 26078.012),
