1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35832.313),(2 63176.766),(3 74952.17),(4 83721.3),(5 89951.62),(6 95691.37),(7 99822.03),(8 103908.016),(9 107099.086),(10 109053.734),(11 109478.56),(12 111660.555),(13 114759.01),(14 116852.164),(15 119565.21),(16 121155.96),(17 121311.24),(18 122914.38),(19 121360.21),(20 121245.18),(21 122822.72),(22 123919.07),(23 124535.74),(24 125161.4),(25 124379.64),(26 125206.34),(27 125290.36),(28 124526.9),(29 125331.89),(30 126998.12),(31 126127.875),(32 125884.34),(33 127581.86),(34 128255.73),(35 128000.37),(36 128070.97),(37 126091.41),(38 126095.93),(39 127462.13),(40 125830.875),(41 125786.34),(42 127452.73),(43 125593.086),(44 124459.13),(45 124016.19),(46 123167.83),(47 123615.12),(48 123416.625),(49 122801.28),(50 122250.54),(51 121279.03),(52 119157.86),(53 117922.586),(54 118093.3),(55 117527.2),(56 118103.41),(57 120015.53),(58 120352.734),(59 118655.59),(60 119101.02),(61 120089.375),(62 120032.64),(63 120074.66),(64 121250.71),(65 121991.24),(66 122533.92),(67 123499.71),(68 122115.414),(69 121007.586),(70 121157.92),(71 121450.83),(72 121242.17),(73 120198.2),(74 118960.93),(75 118192.47),(76 116362.6),(77 115813.26),(78 115682.234),(79 116402.195),
(1 36712.574),(2 64034.383),(3 73468.164),(4 80195.555),(5 85657.516),(6 91233.9),(7 94215.8),(8 95884.75),(9 98793.9),(10 100441.625),(11 100052.46),(12 101823.7),(13 105903.79),(14 106679.25),(15 107882.77),(16 110060.46),(17 110980.305),(18 109981.51),(19 107686.984),(20 108203.586),(21 109053.24),(22 109734.81),(23 111263.586),(24 112994.42),(25 113633.9),(26 114731.97),(27 113717.88),(28 113975.21),(29 114423.65),(30 114594.42),(31 115345.57),(32 116845.05),(33 118077.22),(34 117912.164),(35 119461.79),(36 119542.35),(37 118512.55),(38 119229.08),(39 119698.56),(40 119267.164),(41 117618.91),(42 117944.76),(43 117835.734),(44 118513.59),(45 118800.3),(46 115860.55),(47 116452.98),(48 118016.94),(49 116549.57),(50 114754.16),(51 112945.45),(52 111864.164),(53 109832.836),(54 109019.45),(55 108452.88),(56 110069.2),(57 112267.336),(58 111540.05),(59 111967.38),(60 113532.17),(61 115100.04),(62 114461.36),(63 112082.51),(64 110565.234),(65 111840.914),(66 114440.42),(67 115356.336),(68 114882.266),(69 114638.19),(70 115241.43),(71 115540.59),(72 116014.5),(73 113592.945),(74 111291.52),(75 112061.95),(76 112149.3),(77 112326.29),(78 111894.76),(79 112481.32),
(1 36023.37),(2 61026.87),(3 70124.17),(4 78775.414),(5 84811.68),(6 90061.69),(7 93449.414),(8 95013.664),(9 98754.555),(10 99781.27),(11 98751.055),(12 102059.98),(13 106271.83),(14 107018.85),(15 106312.77),(16 109285.016),(17 108654.695),(18 107647.88),(19 107999.73),(20 108248.695),(21 107488.34),(22 107895.414),(23 110132.09),(24 111868.65),(25 110968.68),(26 111304.15),(27 111073.83),(28 111067.35),(29 110112.875),(30 108337.9),(31 108680.52),(32 109309.305),(33 109402.41),(34 108566.47),(35 110278.78),(36 111118.836),(37 108782.98),(38 109051.25),(39 111375.21),(40 112355.95),(41 111955.85),(42 112087.445),(43 113611.32),(44 114644.54),(45 114116.35),(46 114301.59),(47 114739.07),(48 114844.016),(49 114339.9),(50 114212.87),(51 112800.266),(52 111937.83),(53 110636.336),(54 108094.305),(55 107187.305),(56 108095.84),(57 108030.24),(58 108880.81),(59 110346.22),(60 110481.79),(61 111447.03),(62 110372.28),(63 110409.55),(64 112134.85),(65 114145.48),(66 115794.79),(67 117264.836),(68 116569.25),(69 115464.25),(70 115550.83),(71 115959.664),(72 114562.97),(73 114392.73),(74 114447.22),(75 114674.89),(76 115278.01),(77 116097.07),(78 115902.92),(79 115799.36),
(1 34747.01),(2 58824.05),(3 68836.63),(4 76169.945),(5 79371.875),(6 82873.83),(7 87366.31),(8 89273.62),(9 90538.68),(10 90789.16),(11 91184.51),(12 93940.56),(13 96911.36),(14 98077.23),(15 99831.484),(16 101396.414),(17 99832.12),(18 100952.5),(19 102059.43),(20 103024.77),(21 105024.25),(22 105858.11),(23 105227.87),(24 105517.23),(25 103885.59),(26 103380.46),(27 104465.38),(28 104892.19),(29 103212.72),(30 103379.99),(31 104665.53),(32 105025.3),(33 106550.19),(34 107399.22),(35 109772.375),(36 108239.234),(37 105196.84),(38 105421.8),(39 104841.91),(40 103658.5),(41 103449.5),(42 105605.8),(43 106324.02),(44 105665.47),(45 105182.77),(46 106051.51),(47 107248.93),(48 106842.516),(49 107446.44),(50 107452.12),(51 105765.47),(52 103411.4),(53 102607.43),(54 102091.98),(55 101788.77),(56 100576.586),(57 100441.82),(58 102328.13),(59 102743.41),(60 102761.7),(61 103664.734),(62 104001.266),(63 103802.98),(64 103545),(65 104502.65),(66 105184.41),(67 103807.5),(68 102735.88),(69 103890.29),(70 104110.78),(71 101986.125),(72 102328.77),(73 103117.5),(74 101158.26),(75 101108.49),(76 102902.13),(77 103111.12),(78 102224.19),(79 104445.98),
(1 32632.043),(2 55199.547),(3 65994.73),(4 74298.77),(5 79126.94),(6 81937.03),(7 86313.01),(8 88750.41),(9 91085.625),(10 94581.27),(11 97157.234),(12 98232.6),(13 100555.77),(14 102429.12),(15 103277.74),(16 104520.945),(17 103928.29),(18 104045.77),(19 105589.41),(20 105808.65),(21 105778.734),(22 107219.766),(23 107653.85),(24 106324.766),(25 105624.375),(26 105913.65),(27 105861.914),(28 105022.31),(29 103498.1),(30 103775.41),(31 105368.39),(32 106863.08),(33 105795.19),(34 106239.89),(35 106920.32),(36 106224.19),(37 107563.11),(38 108114.17),(39 107798.664),(40 108654.1),(41 110031.97),(42 112584.664),(43 112574.57),(44 111353.984),(45 111022.27),(46 112004.63),(47 112074.32),(48 109967.33),(49 110398.32),(50 110206.305),(51 108842.77),(52 106934.195),(53 106804.14),(54 107393.77),(55 106270.9),(56 105567.51),(57 105625.32),(58 104396.5),(59 102190.836),(60 101922.945),(61 101670.2),(62 102879.64),(63 105317.12),(64 106682.33),(65 108081.15),(66 107112.03),(67 107088.19),(68 106204.734),(69 105458.77),(70 106562.34),(71 107480.36),(72 105810.5),(73 105193.01),(74 104739.27),(75 103769.336),(76 104359.87),(77 104402.734),(78 104398.36),(79 106334.68),
(1 32387.87),(2 53629.227),(3 62134.223),(4 68771.46),(5 73067.34),(6 76823.03),(7 80392.61),(8 82210.36),(9 85611.27),(10 87540.21),(11 88248.36),(12 90420.625),(13 90882.95),(14 90402.11),(15 91925.11),(16 93297.52),(17 92555.02),(18 93228.82),(19 94619.65),(20 94608.27),(21 94419.64),(22 95727.57),(23 96675.484),(24 97467.59),(25 97352.25),(26 97969.7),(27 100369.44),(28 101348.914),(29 100062.58),(30 101660.61),(31 103422.74),(32 104298.59),(33 105882.375),(34 106078.12),(35 105438.914),(36 105770.61),(37 108084.49),(38 106873.66),(39 106934.164),(40 107601.76),(41 107325.44),(42 107682.12),(43 106986.61),(44 106686.24),(45 107470.43),(46 108500.28),(47 108857.836),(48 107647.87),(49 106681.21),(50 106678.85),(51 105995.805),(52 106680.33),(53 106939.67),(54 105588.28),(55 103661.086),(56 103465.55),(57 103395.1),(58 102044.03),(59 102024.77),(60 100873.8),(61 101514.25),(62 104456.71),(63 104842),(64 104789.195),(65 103647.664),(66 103308.35),(67 105054.33),(68 104912.18),(69 102815.85),(70 103177.74),(71 103135.85),(72 100608.72),(73 99149.04),(74 99828.06),(75 101483.414),(76 103256.72),(77 103538.375),(78 102567.13),(79 101656.77),
(1 30009.912),(2 50426.855),(3 58463.797),(4 65411.77),(5 71030.3),(6 73361.66),(7 76489.69),(8 77631.8),(9 80903.93),(10 83146.586),(11 82880.55),(12 84380.35),(13 84855.74),(14 84774.33),(15 87032.555),(16 87288.82),(17 86360.45),(18 87325.19),(19 88517.695),(20 88801.695),(21 88262.3),(22 89735.98),(23 90608.07),(24 89980.07),(25 89355.914),(26 90586.59),(27 90152.42),(28 89644.45),(29 90823.41),(30 92532),(31 93688.945),(32 93492.86),(33 92486.14),(34 93446.69),(35 93668.11),(36 93281.56),(37 92271.9),(38 92652.82),(39 94048.91),(40 94221.83),(41 93968.96),(42 94327.53),(43 94591.14),(44 94949.32),(45 94418.84),(46 94423.3),(47 94134.21),(48 93901.3),(49 95116.445),(50 95024.96),(51 94710.1),(52 94302.99),(53 93989.68),(54 93049.516),(55 92432.43),(56 93055.54),(57 92783.36),(58 92617.04),(59 94092.97),(60 94036.11),(61 95224.1),(62 95284.625),(63 94404.6),(64 93707.11),(65 93924.62),(66 95072.7),(67 95731.16),(68 96264.95),(69 95867.1),(70 96305.51),(71 96807.78),(72 97225.23),(73 97905.58),(74 98080.12),(75 98623.914),(76 99747.87),(77 99697.5),(78 99635.06),(79 100109.1),
(1 30114.61),(2 50998.027),(3 59235.027),(4 66658.58),(5 70550.625),(6 72304.34),(7 75101.13),(8 78586.24),(9 80744.88),(10 81589.15),(11 82391.945),(12 84389.64),(13 84860.82),(14 86363.17),(15 89530.266),(16 90509.72),(17 88587.51),(18 88713.63),(19 90771.86),(20 91639.09),(21 91435.85),(22 93168.34),(23 91535.875),(24 90673.625),(25 91988.47),(26 91666.72),(27 91238.98),(28 91357.08),(29 93151.09),(30 95217.17),(31 95365.234),(32 95515.88),(33 98085.78),(34 98202.03),(35 97863.9),(36 98056.12),(37 97166.766),(38 97024.36),(39 96237.74),(40 94326.04),(41 94777.36),(42 96511.414),(43 96234.74),(44 94632.45),(45 93226.25),(46 92272.266),(47 91084.79),(48 91473.64),(49 92516.9),(50 92983.63),(51 93878.42),(52 92211.9),(53 91554.56),(54 91344.38),(55 91520.46),(56 92223.44),(57 92227.164),(58 91892.45),(59 91611.27),(60 92086.195),(61 94354.66),(62 95229.98),(63 94455.15),(64 93287.805),(65 94421.96),(66 95784.43),(67 95551.3),(68 94930.52),(69 94448.664),(70 94665.73),(71 94593.984),(72 94719.195),(73 94424.23),(74 92946.625),(75 92516.39),(76 92322.516),(77 92688.29),(78 92941.734),(79 93343.805),
(1 29860.725),(2 49965.594),(3 57631.215),(4 64423.848),(5 68479.59),(6 70912.086),(7 74512.27),(8 76532.56),(9 78816.734),(10 79317.984),(11 81126.9),(12 83428.97),(13 83824.41),(14 84140.13),(15 85798.57),(16 85908.086),(17 84874.68),(18 84547.64),(19 85244.85),(20 86871.89),(21 87001.17),(22 86692.85),(23 86830.32),(24 87983.7),(25 89984.79),(26 90568.23),(27 89519.91),(28 90134.414),(29 92278.664),(30 94369.64),(31 94705.086),(32 94854.055),(33 94904.7),(34 93112.055),(35 93001.68),(36 94693.375),(37 93666.83),(38 93202.375),(39 93295.516),(40 91698.06),(41 92043.6),(42 94274.73),(43 93571.57),(44 93605.695),(45 92481.67),(46 90966.06),(47 91385.43),(48 90971.7),(49 91057.85),(50 92411.51),(51 91795.42),(52 90178.99),(53 90110.805),(54 88992.195),(55 88923.734),(56 89285.26),(57 88835.88),(58 88769.06),(59 87656.22),(60 87039.97),(61 88048.54),(62 88307.85),(63 87936.69),(64 89016.29),(65 89984.914),(66 89802.91),(67 90159.445),(68 89876.64),(69 90586.44),(70 91513.414),(71 91751.266),(72 91277.98),(73 90517.91),(74 90105.09),(75 89222.38),(76 89160.02),(77 90220.19),(78 91983.8),(79 93590.75),
(1 28807.908),(2 47816.234),(3 54521.375),(4 59608.844),(5 62071.227),(6 64868.453),(7 69041.64),(8 71304.78),(9 73444.086),(10 73587),(11 73685.29),(12 75826.555),(13 77243.305),(14 78635.055),(15 80642.82),(16 81391.6),(17 80522.484),(18 80755.695),(19 82273.61),(20 84603.52),(21 85174.31),(22 85073.02),(23 85133.54),(24 85030.086),(25 86407.22),(26 87480.62),(27 86266.85),(28 85157.27),(29 85609.92),(30 87311.34),(31 87309.03),(32 87539.125),(33 87251.97),(34 85668.89),(35 86117.14),(36 86313.07),(37 85640.64),(38 86113.62),(39 86075.94),(40 85437.19),(41 86795.805),(42 86626.88),(43 85732.53),(44 86674.15),(45 86266.13),(46 85857.54),(47 85923.836),(48 86650.99),(49 87855.086),(50 87816.914),(51 85042.03),(52 85900.266),(53 87141.64),(54 86777.945),(55 87115.31),(56 88051.055),(57 87559.62),(58 86585.69),(59 87390.42),(60 87237.375),(61 87424.63),(62 88777.8),(63 87964.67),(64 87756.21),(65 87750.8),(66 87960.27),(67 88456.69),(68 86875.234),(69 86883.96),(70 88105.664),(71 87521.88),(72 86817.68),(73 86431.64),(74 85304.08),(75 85166.06),(76 86141.85),(77 86036.44),(78 85131.875),(79 84804.414),
(1 29379.854),(2 48446.805),(3 54318.25),(4 60332.816),(5 63745.598),(6 65081.406),(7 66577.96),(8 70044.88),(9 72878.66),(10 72824.57),(11 73055.13),(12 75264.96),(13 76345.43),(14 78357.87),(15 80586.555),(16 80403.18),(17 80130.18),(18 79587.875),(19 79917.555),(20 81040.52),(21 81623.99),(22 81811.766),(23 83088.15),(24 82476),(25 82429.38),(26 84626.164),(27 84259.3),(28 82760.086),(29 83172.66),(30 84689.99),(31 84555.7),(32 83462.84),(33 83867.26),(34 84015.25),(35 84084.95),(36 84157.73),(37 84785.58),(38 85136.69),(39 85102.42),(40 85941.38),(41 88153.71),(42 89305.97),(43 89381.31),(44 89054.766),(45 87166.19),(46 86558.57),(47 86609.84),(48 85749.555),(49 84795.4),(50 84046.234),(51 83611.04),(52 83704.79),(53 83216.62),(54 84585.91),(55 84152.766),(56 84444.84),(57 85122.555),(58 86149.8),(59 85964.4),(60 84738.94),(61 85629.32),(62 87453.14),(63 86150.25),(64 85150.11),(65 86294.54),(66 87703.5),(67 88475.59),(68 87519.04),(69 86290.734),(70 85678.695),(71 85503.9),(72 85145.2),(73 83710.13),(74 82478.15),(75 81558.54),(76 83304.66),(77 84408.59),(78 84730.08),(79 84919.19),
(1 26794.338),(2 43875.992),(3 48846.973),(4 53847.953),(5 56979.742),(6 58568.426),(7 61317.348),(8 64407.9),(9 65426.465),(10 65538.7),(11 66129.766),(12 66627.055),(13 67926.36),(14 69373.51),(15 70891.2),(16 71276.97),(17 71171.12),(18 71919.96),(19 71992.93),(20 72476.484),(21 73847.28),(22 74468.05),(23 73947.09),(24 74087.26),(25 74836.09),(26 75922.79),(27 75526.51),(28 74523.51),(29 74433.46),(30 74648.09),(31 73872.8),(32 74575.12),(33 75039.69),(34 73865.31),(35 74345.516),(36 75440.26),(37 75717.81),(38 76069.54),(39 77851.516),(40 77605.42),(41 76631.266),(42 76740.5),(43 76434.336),(44 77332.42),(45 77122.31),(46 77010.65),(47 76819.33),(48 76155.24),(49 76386.53),(50 76977.65),(51 75967.15),(52 75785.055),(53 76441.914),(54 77052.71),(55 77762.43),(56 78400.35),(57 78180.555),(58 78991.71),(59 78965.14),(60 78047.5),(61 79634.8),(62 79149.25),(63 78438.375),(64 79085.13),(65 80673.336),(66 80722.23),(67 80872.88),(68 79806.09),(69 79217.54),(70 80392.375),(71 81420.086),(72 80254.945),(73 79511.664),(74 78337.91),(75 76869.016),(76 76938.35),(77 77167.91),(78 77385.5),(79 77458.66),
(1 26558.854),(2 42926.32),(3 47961.582),(4 52014.55),(5 55987.855),(6 59216.492),(7 61110.375),(8 63122.684),(9 65194.78),(10 66353.945),(11 67332.79),(12 69476.75),(13 70904.18),(14 71546.19),(15 72683.375),(16 72711.74),(17 73795.35),(18 74432.13),(19 75352.87),(20 74940.72),(21 75442.305),(22 76659.336),(23 76138.03),(24 76539.086),(25 76524.15),(26 78274.55),(27 78980.55),(28 79186.25),(29 80049.82),(30 81276.71),(31 80372.05),(32 80767.57),(33 80764.34),(34 80390.414),(35 80550.65),(36 81056.125),(37 81925.39),(38 81825.58),(39 82024.875),(40 82153.64),(41 81286.5),(42 82007.57),(43 81741.35),(44 82167.734),(45 81983.32),(46 80660.17),(47 79816.2),(48 79961.305),(49 79969.24),(50 79668.586),(51 79464.97),(52 79987.414),(53 80534.66),(54 80097.164),(55 80125.25),(56 81681.53),(57 81424.12),(58 80774.86),(59 80889.34),(60 81149.36),(61 81285.37),(62 81248.53),(63 79780.01),(64 80818.4),(65 82371.29),(66 82726.97),(67 81887.125),(68 80056.586),(69 79999.27),(70 81738.59),(71 81764.11),(72 80176.07),(73 80066),(74 80581.96),(75 80208.24),(76 79423.71),(77 79452.08),(78 80028.82),(79 79510.97),
(1 26200.543),(2 41411.902),(3 47569.25),(4 51674.89),(5 54466.92),(6 56083.008),(7 57595.53),(8 60210.496),(9 61493.805),(10 62033.066),(11 63216.203),(12 65097.156),(13 66548.47),(14 68017.18),(15 69536.836),(16 69286.445),(17 69191.13),(18 70116.086),(19 70868.6),(20 70894.38),(21 71555.836),(22 71989.57),(23 71301.3),(24 72349.48),(25 74417.516),(26 75478.94),(27 76029.63),(28 75344.75),(29 75061.875),(30 75456.51),(31 75479.14),(32 77311.18),(33 76899.664),(34 75302.46),(35 75343.16),(36 74582.52),(37 73625.555),(38 73907.05),(39 73771.08),(40 74038.38),(41 74527.234),(42 74029.8),(43 74066.78),(44 73945.14),(45 73140.38),(46 72805.125),(47 72880.21),(48 73734.5),(49 73954.06),(50 73517.81),(51 74481.79),(52 75088.95),(53 75121.12),(54 74875.914),(55 74938.586),(56 75586.81),(57 76091.59),(58 76672.81),(59 77241.98),(60 76889.305),(61 76906.74),(62 77185.9),(63 76144.03),(64 75249.305),(65 75952.9),(66 76153.81),(67 76212.63),(68 77136.24),(69 76773.66),(70 77476.54),(71 77014.9),(72 76182.43),(73 75601.78),(74 75707.055),(75 75935.83),(76 76412.03),(77 76093.18),(78 75820),(79 75617.05),
(1 25193.152),(2 40321.62),(3 46677.86),(4 50911.04),(5 53641.945),(6 56771.918),(7 58063.574),(8 58264.906),(9 59760.637),(10 61337.617),(11 63223.297),(12 64824.535),(13 65571.63),(14 67196.63),(15 68078.53),(16 67164.29),(17 66846.195),(18 66966.484),(19 68033.53),(20 68164.03),(21 68541.016),(22 68436.21),(23 68849.78),(24 69629.63),(25 69360.4),(26 69814.43),(27 71641.2),(28 72425.5),(29 71812.43),(30 73324.305),(31 74006.11),(32 73848.06),(33 73295.74),(34 73432.85),(35 73451.625),(36 73079.27),(37 72144.73),(38 71825.58),(39 72542.3),(40 72085.27),(41 71435.56),(42 72476.234),(43 72938.95),(44 71932.63),(45 70584.05),(46 71529.53),(47 71623.73),(48 70929.3),(49 71306.45),(50 72252.79),(51 72547.56),(52 72766.03),(53 72298.375),(54 71354.695),(55 71762.91),(56 72083.33),(57 71467.99),(58 70620.945),(59 70203.75),(60 70021.63),(61 71099.89),(62 71435.16),(63 71372.445),(64 70942.19),(65 72362),(66 72895.625),(67 74052.46),(68 75236.695),(69 75034.73),(70 75508.46),(71 76451.59),(72 75813.875),(73 74970.43),(74 75928.61),(75 75354.45),(76 74495.586),(77 74350.25),(78 74631.11),(79 74398.48),
(1 24532.53),(2 38672.23),(3 45800.992),(4 50906.992),(5 53900.098),(6 57447.293),(7 59749.93),(8 60803.902),(9 62860.57),(10 64039.516),(11 65334.38),(12 66135.055),(13 67291.12),(14 69566.734),(15 70284.07),(16 69733.54),(17 69989.67),(18 69649.61),(19 69769.45),(20 70411.49),(21 70503.11),(22 70026.945),(23 70369.28),(24 70027.2),(25 70462.984),(26 70081.49),(27 70471.89),(28 71574.18),(29 71497.125),(30 72416.45),(31 72652.49),(32 71754.26),(33 71734.086),(34 72732.22),(35 72575.3),(36 73229.32),(37 72552.22),(38 71590.59),(39 73523.664),(40 73837.95),(41 73612.62),(42 74072.63),(43 74222.34),(44 74035.734),(45 73212.555),(46 73721.52),(47 74433.68),(48 74280.22),(49 73737.76),(50 72792.14),(51 72505.69),(52 72982.98),(53 72932.85),(54 73005.414),(55 74578.45),(56 75437.79),(57 74160.266),(58 74591.62),(59 74705.86),(60 73058.42),(61 72445.4),(62 73528.86),(63 73054.37),(64 73036.125),(65 73305.72),(66 73296.6),(67 73260.1),(68 73622.7),(69 74287.875),(70 75329.414),(71 75973.31),(72 76692.7),(73 77632.43),(74 77770.08),(75 77926.26),(76 77573.01),(77 77480.54),(78 77984.95),(79 78675.49),
(1 23226.898),(2 38304.29),(3 44165),(4 48309.348),(5 51143.535),(6 53832.52),(7 56005.348),(8 56808.02),(9 57080.703),(10 58173.99),(11 58613.98),(12 59431.465),(13 60654.6),(14 61867.566),(15 62928.32),(16 63771.68),(17 64345.387),(18 65201.832),(19 65208.668),(20 64867.945),(21 64281.18),(22 63689.965),(23 64097.4),(24 64471),(25 64926.168),(26 65464.363),(27 66611.35),(28 67605.9),(29 68028.68),(30 69386.57),(31 69542.984),(32 69149.055),(33 68815.28),(34 69203.68),(35 69035.41),(36 70066.19),(37 69865.875),(38 69314.04),(39 70370.29),(40 70332.96),(41 70134.53),(42 71069.97),(43 71905.12),(44 70867.73),(45 71695.75),(46 71213.23),(47 70767.11),(48 70672.74),(49 70560.24),(50 70943.77),(51 71204.35),(52 71161.44),(53 72019.4),(54 72667.805),(55 72272.71),(56 71650.94),(57 71258.734),(58 70844.055),(59 70218.06),(60 69618.6),(61 70084.76),(62 69938.59),(63 68704.27),(64 68492.6),(65 69363.42),(66 69531.83),(67 69028.23),(68 68942.734),(69 69078.59),(70 69651.484),(71 69828.125),(72 70328.26),(73 70087.836),(74 70633),(75 70484.68),(76 70018.805),(77 70571.03),(78 70660.81),(79 71354.54),
(1 22562.271),(2 36154.965),(3 42751.53),(4 47526.1),(5 50442.4),(6 52738.27),(7 53941.12),(8 54523.05),(9 54234.664),(10 54015.063),(11 54901.16),(12 56357.535),(13 58651.86),(14 59903.87),(15 61028.266),(16 62382.01),(17 62623.555),(18 62422.098),(19 62692.676),(20 62870.453),(21 62553.297),(22 62681.266),(23 63089.4),(24 63015.1),(25 63076.824),(26 63446.07),(27 63727.11),(28 64768.047),(29 64998.918),(30 64814.832),(31 64273.305),(32 63546.156),(33 64381.563),(34 65649.28),(35 65998.89),(36 66545.84),(37 66154.195),(38 66323.6),(39 66726.54),(40 66048.69),(41 66750.8),(42 66898.445),(43 66460.516),(44 67395.73),(45 66567.36),(46 66058.81),(47 66494.914),(48 66718.49),(49 65719.39),(50 65965.89),(51 65895.52),(52 65317.066),(53 65685.49),(54 66564.54),(55 66729.6),(56 67403.984),(57 68121.46),(58 67814.914),(59 67346.305),(60 67323.01),(61 67419.55),(62 67785.91),(63 68592.85),(64 69667.9),(65 69414.09),(66 69623.5),(67 70219.66),(68 69708.88),(69 69929.39),(70 70106.984),(71 69923.05),(72 69741.31),(73 70660.09),(74 71854.805),(75 71552),(76 71472.195),(77 71366.87),(78 71069.664),(79 70435.836),
(1 22222.768),(2 34997.418),(3 40901.727),(4 44884.676),(5 47049.676),(6 49458.01),(7 51218.676),(8 51870.516),(9 51734.734),(10 52504.92),(11 54129.215),(12 55326.605),(13 56377.91),(14 57454.617),(15 58057.83),(16 58925.23),(17 58938.496),(18 57974.836),(19 58683.137),(20 58531.02),(21 58834.152),(22 59128.254),(23 59070.055),(24 59515.203),(25 59760.793),(26 60386.746),(27 60403.3),(28 60067.42),(29 61008.414),(30 61943.746),(31 61720.59),(32 61961.52),(33 61880.543),(34 62007.7),(35 62470.438),(36 61922.527),(37 61266.563),(38 61748.195),(39 62171.62),(40 62367.13),(41 63535.848),(42 63183.414),(43 63028.527),(44 64075.492),(45 63445.09),(46 63590.688),(47 63259.266),(48 62848.184),(49 63102.605),(50 63201.55),(51 63134.25),(52 63219.656),(53 63141.08),(54 62895.094),(55 62823.266),(56 63143.586),(57 63501.53),(58 63743.29),(59 64079.14),(60 64161.113),(61 63858.164),(62 64191.934),(63 64470.504),(64 64195.42),(65 64606.285),(66 64921.63),(67 64410.02),(68 63772.77),(69 62856.566),(70 62246.09),(71 63195.45),(72 63781.39),(73 65060.863),(74 65623.63),(75 65371.297),(76 64509.94),(77 63767.336),(78 63488.883),(79 63375.273),
