1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12271.816),(2 39055.855),(3 83020.586),(4 139796.11),(5 203716.58),(6 261375.33),(7 325685.97),(8 404015.34),(9 474964.63),(10 550506.44),(11 633567.56),(12 739941.44),(13 852312.75),(14 986349),(15 1151457.4),(16 1324302.5),(17 1502736.1),(18 1688173.4),(19 1904986.6),(20 2134763),(21 2352161.3),(22 2584254.8),(23 2808211.3),(24 3057122.8),(25 3312610.8),(26 3599530.8),(27 3975324),(28 4358986.5),(29 4740877),(30 5218119.5),(31 5658296.5),(32 6129092),(33 6561521.5),(34 6991064),(35 7414197.5),(36 7833580),(37 8244606.5),(38 8672944),(39 9130784),(40 9625225),(41 10093247),(42 10614895),(43 11158509),(44 11746789),(45 12311741),(46 12912591),(47 13522744),(48 14081125),(49 14619725),(50 15144451),(51 15666651),(52 16199063),(53 16730783),(54 17278808),(55 17860766),(56 18465258),(57 19057558),(58 19565448),(59 20105330),(60 20671052),(61 21229990),(62 21774966),(63 22338758),(64 22912498),(65 23428762),(66 23957478),(67 24483190),(68 24963554),(69 25535390),(70 26092608),(71 26690170),(72 27251594),(73 27821310),(74 28352438),(75 28885934),(76 29394880),(77 29925494),(78 30441018),(79 31039186),
(1 35.04984),(2 41.331337),(3 43.768803),(4 46.31695),(5 47.61086),(6 49.78164),(7 50.722763),(8 51.929962),(9 53.028378),(10 53.03399),(11 53.991367),(12 54.16647),(13 55.555542),(14 55.03453),(15 55.13514),(16 55.089222),(17 54.97028),(18 54.981693),(19 55.834705),(20 56.044422),(21 56.484955),(22 56.642246),(23 56.709545),(24 57.093575),(25 57.43503),(26 57.685654),(27 58.386578),(28 58.1414),(29 57.980564),(30 57.446186),(31 56.870472),(32 57.996033),(33 58.837524),(34 58.221493),(35 58.217484),(36 57.4306),(37 57.37023),(38 57.386692),(39 58.618027),(40 59.023483),(41 58.250298),(42 57.754974),(43 58.028244),(44 58.55803),(45 57.691807),(46 57.614414),(47 57.848625),(48 57.64481),(49 58.97881),(50 57.89343),(51 59.00126),(52 58.788822),(53 58.493526),(54 58.24539),(55 57.5884),(56 58.79163),(57 58.40164),(58 58.659023),(59 58.868122),(60 59.37493),(61 59.303177),(62 59.482857),(63 59.607162),(64 60.23125),(65 59.290974),(66 59.712433),(67 59.328842),(68 59.55803),(69 60.16745),(70 59.904846),(71 60.240635),(72 60.368027),(73 60.884895),(74 61.090454),(75 61.70102),(76 61.64754),(77 61.430607),(78 60.39317),(79 60.087444),
(1 35.492996),(2 40.84456),(3 44.310547),(4 46.765102),(5 47.69438),(6 49.732586),(7 50.25507),(8 52.119),(9 52.21791),(10 52.63033),(11 53.363537),(12 53.292927),(13 54.872696),(14 56.048782),(15 55.982124),(16 55.320362),(17 55.47632),(18 56.66025),(19 56.202656),(20 55.577488),(21 55.98992),(22 55.40941),(23 56.160076),(24 55.38745),(25 55.67369),(26 55.819447),(27 57.043526),(28 56.542927),(29 56.307552),(30 56.744083),(31 56.423237),(32 57.10353),(33 57.294693),(34 57.67675),(35 57.15417),(36 57.449566),(37 56.955566),(38 56.483498),(39 58.034344),(40 56.77706),(41 57.236485),(42 56.250626),(43 56.56858),(44 56.23927),(45 56.08871),(46 56.471107),(47 56.51549),(48 55.921593),(49 56.266655),(50 55.36639),(51 55.18613),(52 54.851166),(53 55.570515),(54 55.198044),(55 55.264862),(56 55.414677),(57 55.58676),(58 56.617916),(59 56.13238),(60 55.69101),(61 55.946777),(62 56.600723),(63 56.40141),(64 56.534813),(65 56.54283),(66 57.145393),(67 57.6288),(68 56.90917),(69 56.684383),(70 56.542778),(71 56.982746),(72 57.462154),(73 58.015995),(74 58.684208),(75 59.773495),(76 59.443535),(77 59.237335),(78 58.547092),(79 58.818775),
(1 35.08613),(2 40.941715),(3 44.616592),(4 46.82589),(5 48.03711),(6 49.2647),(7 49.923233),(8 50.449158),(9 51.997467),(10 52.57119),(11 52.393326),(12 53.828594),(13 54.66111),(14 54.64607),(15 55.34521),(16 55.13676),(17 54.9876),(18 55.104065),(19 55.472034),(20 55.48435),(21 56.196228),(22 56.187195),(23 56.0728),(24 55.75762),(25 56.04897),(26 56.807655),(27 57.385403),(28 57.24959),(29 56.378357),(30 56.741364),(31 56.815697),(32 57.62776),(33 57.524086),(34 57.610363),(35 57.99485),(36 57.85397),(37 57.571667),(38 57.836967),(39 57.819332),(40 58.36164),(41 58.568638),(42 57.744522),(43 57.90586),(44 57.411224),(45 56.766617),(46 57.107372),(47 56.288036),(48 56.496117),(49 56.42019),(50 56.060905),(51 56.278206),(52 55.946075),(53 55.98922),(54 57.039288),(55 56.668396),(56 57.271317),(57 57.496395),(58 57.272167),(59 57.255135),(60 57.620052),(61 57.658947),(62 57.87943),(63 58.45216),(64 58.119797),(65 57.71189),(66 57.865192),(67 57.692837),(68 57.888367),(69 57.819515),(70 56.711315),(71 57.915733),(72 57.693844),(73 58.511406),(74 58.337234),(75 59.77497),(76 59.32705),(77 59.67312),(78 59.444157),(79 58.857216),
(1 35.598835),(2 40.84051),(3 45.56339),(4 46.607533),(5 49.11434),(6 50.719498),(7 50.85378),(8 52.04954),(9 53.51233),(10 53.277283),(11 54.306763),(12 55.01833),(13 56.20376),(14 56.198944),(15 56.093727),(16 55.59747),(17 55.53512),(18 55.75714),(19 55.810894),(20 56.14626),(21 56.96297),(22 56.830017),(23 57.350567),(24 56.194664),(25 56.170246),(26 57.004234),(27 57.332996),(28 56.51788),(29 57.60629),(30 58.196636),(31 57.859093),(32 58.644886),(33 58.050426),(34 58.405727),(35 58.177517),(36 57.7457),(37 57.709347),(38 57.356873),(39 58.6944),(40 58.654884),(41 58.2758),(42 57.87609),(43 57.5804),(44 56.85802),(45 57.182377),(46 57.278458),(47 57.225567),(48 57.148296),(49 57.26433),(50 56.768127),(51 57.05021),(52 56.628403),(53 56.902916),(54 57.83154),(55 56.887505),(56 57.07428),(57 57.118008),(58 57.194187),(59 58.289368),(60 58.64605),(61 58.49497),(62 58.539585),(63 58.004158),(64 58.17751),(65 58.481945),(66 58.058426),(67 58.41636),(68 58.42842),(69 58.39066),(70 57.337868),(71 57.980923),(72 57.627316),(73 58.68706),(74 57.908703),(75 59.25588),(76 59.26473),(77 59.262985),(78 58.540375),(79 57.883053),
(1 34.85932),(2 40.449574),(3 43.889492),(4 46.058445),(5 47.786205),(6 48.7927),(7 48.97831),(8 50.99278),(9 51.74795),(10 51.796936),(11 52.168884),(12 52.33337),(13 53.031536),(14 53.61642),(15 54.249016),(16 54.135365),(17 54.09226),(18 54.351135),(19 54.71763),(20 55.41738),(21 55.991795),(22 56.113068),(23 57.39448),(24 56.763184),(25 57.871662),(26 56.666885),(27 56.83366),(28 56.811424),(29 57.20091),(30 57.041832),(31 57.087925),(32 57.320656),(33 57.439434),(34 57.553738),(35 56.55634),(36 56.520348),(37 56.016277),(38 56.55556),(39 57.0694),(40 57.630707),(41 57.601627),(42 56.632267),(43 56.5384),(44 56.20797),(45 56.72172),(46 56.370895),(47 57.220306),(48 56.54196),(49 56.17165),(50 56.443726),(51 56.0911),(52 56.21091),(53 56.231495),(54 56.25461),(55 57.041405),(56 56.84618),(57 56.78369),(58 57.788578),(59 57.956894),(60 57.511387),(61 57.80438),(62 58.024364),(63 58.54886),(64 59.200256),(65 58.886917),(66 58.33197),(67 59.187893),(68 59.430527),(69 59.487514),(70 58.36085),(71 58.82989),(72 57.84783),(73 59.32767),(74 59.337994),(75 59.16341),(76 59.03272),(77 59.62012),(78 58.73371),(79 57.739353),
(1 35.4669),(2 41.156586),(3 45.33923),(4 45.89711),(5 46.98586),(6 48.632065),(7 49.636097),(8 51.02909),(9 51.725903),(10 52.289345),(11 51.899494),(12 52.419704),(13 53.796925),(14 53.93404),(15 53.77732),(16 53.58703),(17 53.438118),(18 53.943977),(19 53.948452),(20 54.283817),(21 54.958294),(22 54.988712),(23 55.20092),(24 54.985825),(25 55.5609),(26 56.0934),(27 56.736523),(28 55.89742),(29 56.394726),(30 56.978283),(31 55.62536),(32 56.252357),(33 56.94388),(34 56.67938),(35 56.72158),(36 56.595898),(37 56.99665),(38 56.76101),(39 58.11948),(40 56.482456),(41 56.742336),(42 56.172485),(43 55.705986),(44 56.051895),(45 56.7909),(46 55.923565),(47 56.627987),(48 56.685974),(49 57.489532),(50 56.943153),(51 56.73476),(52 57.26706),(53 56.36441),(54 57.225765),(55 56.902496),(56 56.850174),(57 56.805866),(58 56.73599),(59 57.331573),(60 57.15642),(61 57.877018),(62 57.558147),(63 58.190784),(64 58.292126),(65 58.38223),(66 58.18344),(67 58.594963),(68 58.00542),(69 57.90645),(70 57.63487),(71 59.540462),(72 57.981148),(73 58.29514),(74 58.558113),(75 58.98487),(76 59.709396),(77 59.422573),(78 59.547764),(79 58.594963),
(1 35.316463),(2 41.00864),(3 43.738277),(4 45.600925),(5 47.075645),(6 48.26708),(7 49.002045),(8 50.824177),(9 51.560543),(10 52.87784),(11 52.88248),(12 52.855446),(13 53.94217),(14 53.53946),(15 54.291794),(16 54.23606),(17 55.279716),(18 55.2678),(19 54.650574),(20 55.122387),(21 55.45134),(22 55.693726),(23 55.685246),(24 55.15793),(25 56.483185),(26 56.21127),(27 56.646713),(28 57.361015),(29 57.117924),(30 56.741833),(31 57.145294),(32 57.629185),(33 57.69948),(34 56.804466),(35 56.812298),(36 56.957836),(37 56.94539),(38 56.308186),(39 57.0978),(40 57.486195),(41 57.07626),(42 56.85981),(43 55.63557),(44 55.785053),(45 55.614033),(46 55.801163),(47 55.67536),(48 55.822098),(49 55.439297),(50 55.744946),(51 56.585697),(52 56.701763),(53 56.61852),(54 56.71189),(55 55.96053),(56 56.11411),(57 56.94956),(58 57.25373),(59 57.192104),(60 57.40261),(61 57.783913),(62 57.05855),(63 57.290478),(64 57.43794),(65 57.73299),(66 56.848434),(67 56.49917),(68 56.91564),(69 56.989815),(70 56.111965),(71 56.014793),(72 55.27481),(73 55.68978),(74 56.051018),(75 56.922874),(76 58.82625),(77 57.53451),(78 56.895035),(79 57.26056),
(1 35.831486),(2 40.366577),(3 44.269936),(4 46.5215),(5 46.742996),(6 48.362984),(7 48.341476),(8 49.39627),(9 50.551468),(10 51.230858),(11 51.662266),(12 51.702847),(13 52.50997),(14 52.66044),(15 53.176994),(16 53.499325),(17 52.824547),(18 53.127083),(19 53.837086),(20 53.647484),(21 53.88649),(22 54.201595),(23 54.096687),(24 54.4421),(25 54.70675),(26 55.10328),(27 55.12832),(28 55.098633),(29 55.392044),(30 54.818626),(31 55.85442),(32 56.263786),(33 55.815125),(34 55.724712),(35 55.841316),(36 55.852592),(37 56.144314),(38 56.299854),(39 56.80231),(40 57.10192),(41 56.7537),(42 57.21271),(43 56.767586),(44 57.12839),(45 56.72061),(46 57.10784),(47 57.591133),(48 56.837452),(49 57.06577),(50 56.32644),(51 56.923923),(52 56.49917),(53 56.20974),(54 56.717743),(55 56.59964),(56 56.30954),(57 56.51805),(58 56.940834),(59 56.245743),(60 56.59096),(61 57.109573),(62 55.967598),(63 56.548138),(64 56.34171),(65 55.20696),(66 57.054035),(67 56.867603),(68 56.860416),(69 57.32449),(70 56.507725),(71 57.068687),(72 56.27259),(73 56.789307),(74 57.029243),(75 57.85619),(76 58.620445),(77 57.605175),(78 57.416435),(79 56.95996),
(1 34.093323),(2 39.330032),(3 42.55661),(4 43.822582),(5 45.50177),(6 46.390316),(7 47.00837),(8 48.11803),(9 49.135582),(10 49.572063),(11 50.47794),(12 50.974335),(13 52.03781),(14 51.610825),(15 52.014534),(16 51.96795),(17 52.487907),(18 52.475334),(19 53.26948),(20 53.07582),(21 54.151596),(22 54.019928),(23 54.8255),(24 54.124573),(25 53.778545),(26 54.12623),(27 55.042557),(28 55.324257),(29 54.994602),(30 55.080765),(31 55.865818),(32 55.56889),(33 54.85755),(34 55.645134),(35 55.44579),(36 56.401318),(37 56.095818),(38 55.370037),(39 54.56146),(40 54.560844),(41 55.609165),(42 55.70841),(43 54.602013),(44 55.19109),(45 55.26627),(46 54.68065),(47 55.476963),(48 54.132534),(49 54.80282),(50 54.23289),(51 54.334667),(52 54.374973),(53 54.20243),(54 54.01013),(55 53.89171),(56 54.778713),(57 55.02228),(58 55.65886),(59 55.28918),(60 55.188984),(61 55.035133),(62 55.023888),(63 54.662193),(64 54.378902),(65 55.078285),(66 55.725006),(67 55.723965),(68 55.695957),(69 56.046417),(70 54.729313),(71 54.688423),(72 54.70001),(73 54.612335),(74 54.665333),(75 54.581257),(76 54.500717),(77 54.986004),(78 55.16091),(79 54.24299),
(1 34.350445),(2 39.637817),(3 42.947643),(4 44.78981),(5 45.853188),(6 46.46281),(7 47.548542),(8 48.41151),(9 49.258472),(10 49.704857),(11 50.221123),(12 50.942665),(13 51.492935),(14 51.916714),(15 52.293903),(16 51.784584),(17 52.304333),(18 52.513912),(19 52.43452),(20 52.941154),(21 53.515312),(22 53.437),(23 54.000652),(24 53.990208),(25 54.177353),(26 54.055813),(27 54.573524),(28 54.503433),(29 53.855667),(30 54.704144),(31 54.869442),(32 55.17492),(33 55.124176),(34 54.51916),(35 54.73853),(36 54.33658),(37 54.57776),(38 54.093304),(39 53.921143),(40 54.155647),(41 54.574726),(42 53.98793),(43 53.87218),(44 54.176373),(45 54.407513),(46 54.42127),(47 54.891056),(48 54.31782),(49 55.10789),(50 54.296104),(51 54.81091),(52 54.424747),(53 54.542225),(54 54.06497),(55 53.993652),(56 54.940536),(57 55.134342),(58 55.533897),(59 55.558895),(60 55.05807),(61 55.926083),(62 55.862484),(63 56.033134),(64 56.113853),(65 55.69391),(66 55.656445),(67 55.99034),(68 55.92114),(69 55.68653),(70 54.907677),(71 54.932693),(72 54.89565),(73 55.43873),(74 55.38941),(75 55.822025),(76 56.64359),(77 56.294712),(78 56.519855),(79 56.6819),
(1 34.019844),(2 39.474865),(3 43.402443),(4 45.433903),(5 46.389374),(6 47.22008),(7 47.843815),(8 49.328884),(9 49.8607),(10 49.822044),(11 50.297943),(12 51.013306),(13 51.574852),(14 52.13347),(15 52.039963),(16 52.230724),(17 52.638508),(18 52.98439),(19 52.464176),(20 52.379616),(21 53.08484),(22 52.825226),(23 53.14576),(24 52.953514),(25 52.36761),(26 52.756382),(27 54.00839),(28 53.757423),(29 53.130054),(30 53.876156),(31 53.44583),(32 53.201187),(33 52.990314),(34 52.86345),(35 54.01192),(36 54.179253),(37 54.332268),(38 53.981823),(39 54.632),(40 55.030552),(41 54.653286),(42 55.46312),(43 55.42328),(44 55.2084),(45 54.794327),(46 55.430046),(47 55.27346),(48 55.386703),(49 55.042416),(50 55.232185),(51 55.833256),(52 55.395798),(53 55.568935),(54 55.2518),(55 55.147858),(56 55.76373),(57 55.95788),(58 55.04111),(59 56.15626),(60 55.83261),(61 55.568344),(62 55.95187),(63 56.054947),(64 56.238113),(65 56.546528),(66 57.464893),(67 56.78074),(68 56.150517),(69 55.5769),(70 55.204556),(71 54.677467),(72 54.847248),(73 54.27732),(74 55.305347),(75 55.543407),(76 55.010082),(77 54.473568),(78 54.657127),(79 54.91186),
(1 34.035355),(2 39.88708),(3 43.493576),(4 45.247566),(5 46.941715),(6 48.282036),(7 48.15651),(8 49.92752),(9 50.864094),(10 50.028328),(11 51.56983),(12 52.01278),(13 52.90437),(14 53.132618),(15 53.268967),(16 53.394115),(17 53.100815),(18 53.721478),(19 53.210403),(20 53.551216),(21 54.553825),(22 53.567207),(23 53.934692),(24 54.249336),(25 53.983856),(26 54.038578),(27 55.135826),(28 55.18482),(29 55.68423),(30 56.279366),(31 56.449013),(32 56.43502),(33 55.880894),(34 55.61818),(35 56.106983),(36 56.445217),(37 57.221798),(38 56.636692),(39 57.190334),(40 57.153767),(41 57.55372),(42 57.252445),(43 57.357063),(44 57.18421),(45 57.72598),(46 57.63798),(47 57.10773),(48 56.50229),(49 56.87987),(50 55.87569),(51 56.65868),(52 56.824398),(53 55.9625),(54 56.27713),(55 55.361137),(56 56.308964),(57 57.144974),(58 56.192272),(59 57.734676),(60 57.692844),(61 58.24262),(62 58.401222),(63 58.886044),(64 58.088825),(65 58.625874),(66 58.92382),(67 58.5666),(68 58.326794),(69 59.036438),(70 58.488674),(71 58.690083),(72 57.987286),(73 57.730534),(74 57.761456),(75 58.126736),(76 58.06587),(77 58.290306),(78 58.62507),(79 58.900257),
(1 34.071045),(2 39.576378),(3 42.154526),(4 43.92051),(5 45.287476),(6 45.496944),(7 45.79989),(8 47.170185),(9 48.409092),(10 48.159607),(11 49.568882),(12 49.459183),(13 49.99364),(14 51.644997),(15 51.45782),(16 52.181416),(17 51.45289),(18 51.895733),(19 51.59727),(20 52.095306),(21 52.561665),(22 53.10869),(23 52.915993),(24 53.337315),(25 53.52359),(26 53.76942),(27 53.95809),(28 54.834522),(29 53.977028),(30 54.215904),(31 54.645706),(32 54.380424),(33 54.937534),(34 55.36985),(35 54.62161),(36 54.769497),(37 55.98996),(38 55.655838),(39 55.482),(40 55.534214),(41 55.797543),(42 55.672203),(43 55.553776),(44 55.50288),(45 55.169525),(46 54.94337),(47 54.565605),(48 54.572437),(49 54.699955),(50 54.55063),(51 55.612732),(52 55.252457),(53 54.376854),(54 54.93349),(55 54.0178),(56 55.503033),(57 55.18342),(58 55.16414),(59 55.03905),(60 54.780125),(61 55.707996),(62 55.126743),(63 55.873924),(64 55.79756),(65 55.377087),(66 55.853615),(67 55.9898),(68 55.23421),(69 55.74707),(70 55.467247),(71 56.037933),(72 54.695736),(73 54.887497),(74 54.25358),(75 54.404522),(76 54.886803),(77 54.098206),(78 54.244186),(79 54.680954),
(1 34.42709),(2 39.31423),(3 41.97355),(4 44.199066),(5 46.15336),(6 46.660618),(7 47.82737),(8 47.87024),(9 48.06368),(10 48.687244),(11 48.628204),(12 48.82553),(13 49.900753),(14 50.27284),(15 50.544266),(16 51.215263),(17 51.927773),(18 51.788857),(19 52.17785),(20 52.15652),(21 52.61207),(22 52.343403),(23 52.437622),(24 51.652412),(25 52.624565),(26 51.849422),(27 52.41706),(28 52.18463),(29 51.336765),(30 52.362595),(31 52.219482),(32 52.38492),(33 51.750916),(34 51.96858),(35 52.07353),(36 52.400753),(37 52.963696),(38 53.54398),(39 53.83284),(40 53.487537),(41 53.24154),(42 52.685684),(43 52.40728),(44 53.44577),(45 53.878353),(46 53.641346),(47 53.753365),(48 54.318436),(49 53.56841),(50 53.202316),(51 53.972206),(52 54.04921),(53 54.393475),(54 54.230194),(55 54.543697),(56 54.46118),(57 55.111088),(58 55.05705),(59 55.929173),(60 54.57407),(61 54.675266),(62 54.50019),(63 55.096832),(64 55.36989),(65 55.709652),(66 55.288807),(67 55.041565),(68 54.6928),(69 55.220737),(70 54.3925),(71 55.066692),(72 54.21713),(73 54.65682),(74 54.330364),(75 54.15812),(76 54.572342),(77 53.756096),(78 54.387974),(79 53.68727),
(1 33.689407),(2 39.466747),(3 42.329514),(4 44.706543),(5 45.52963),(6 46.810085),(7 47.67946),(8 48.804302),(9 49.11877),(10 49.5534),(11 50.545033),(12 50.769646),(13 50.89672),(14 52.000336),(15 53.22819),(16 52.131313),(17 52.546215),(18 52.64305),(19 54.101753),(20 52.82669),(21 53.159424),(22 53.488464),(23 52.95426),(24 53.43999),(25 53.209427),(26 52.89332),(27 53.687218),(28 53.520687),(29 53.746033),(30 54.0145),(31 53.81159),(32 54.246067),(33 54.205803),(34 53.217663),(35 53.66957),(36 53.64395),(37 54.475464),(38 54.80091),(39 54.660076),(40 54.031685),(41 54.426502),(42 53.486294),(43 53.42082),(44 54.49522),(45 54.742523),(46 54.100533),(47 54.240562),(48 53.94758),(49 53.844612),(50 54.37514),(51 55.11207),(52 53.72926),(53 53.59512),(54 54.372173),(55 54.53777),(56 54.393936),(57 54.421127),(58 53.94266),(59 54.080402),(60 54.155388),(61 54.70489),(62 54.151974),(63 55.07285),(64 54.935143),(65 54.994865),(66 54.699944),(67 55.4999),(68 54.77916),(69 55.16335),(70 54.348328),(71 53.988567),(72 53.75808),(73 54.12696),(74 53.998108),(75 54.68073),(76 54.262993),(77 53.83299),(78 54.337704),(79 54.683487),
(1 33.61159),(2 38.44134),(3 41.745846),(4 43.961613),(5 45.29441),(6 46.262283),(7 46.758858),(8 47.79632),(9 48.235474),(10 48.31541),(11 48.880074),(12 49.01796),(13 49.513336),(14 50.189007),(15 50.95059),(16 51.16213),(17 51.096626),(18 51.155075),(19 51.173576),(20 50.483658),(21 50.54881),(22 50.635937),(23 50.711365),(24 51.823124),(25 52.31176),(26 52.15917),(27 51.953465),(28 52.413914),(29 52.521973),(30 53.03087),(31 52.608852),(32 53.0822),(33 53.344204),(34 53.136604),(35 53.496014),(36 53.40041),(37 53.61832),(38 53.522804),(39 54.04864),(40 54.15332),(41 53.17955),(42 53.264736),(43 52.379642),(44 53.196495),(45 53.261627),(46 54.202286),(47 54.148735),(48 53.849304),(49 53.764957),(50 53.04719),(51 54.055683),(52 54.22559),(53 53.957302),(54 55.068253),(55 54.48876),(56 55.366882),(57 55.894382),(58 55.749466),(59 56.61476),(60 56.11154),(61 55.372158),(62 55.87708),(63 56.26255),(64 55.578),(65 55.753826),(66 55.63169),(67 55.220726),(68 55.21893),(69 56.209248),(70 55.585537),(71 54.682594),(72 55.70473),(73 55.560646),(74 54.91051),(75 55.132687),(76 55.765064),(77 55.244377),(78 55.40529),(79 55.070587),
(1 33.222157),(2 38.267643),(3 40.104744),(4 42.80295),(5 44.427402),(6 45.484165),(7 45.958622),(8 47.643127),(9 48.205303),(10 47.652477),(11 48.74545),(12 48.629482),(13 48.48288),(14 48.93262),(15 49.59576),(16 49.536457),(17 49.841553),(18 50.32441),(19 49.94512),(20 50.52886),(21 51.41544),(22 51.0368),(23 50.820503),(24 50.84118),(25 51.025208),(26 51.849766),(27 52.225197),(28 51.92929),(29 50.935047),(30 51.044624),(31 51.444687),(32 52.472107),(33 52.75937),(34 51.29931),(35 51.425377),(36 52.07038),(37 52.460896),(38 52.937836),(39 53.410072),(40 53.606243),(41 52.842236),(42 52.741737),(43 52.404896),(44 52.93603),(45 53.593987),(46 53.55568),(47 54.290558),(48 54.86557),(49 55.69551),(50 54.530354),(51 55.05244),(52 54.55806),(53 54.808033),(54 54.941643),(55 54.204353),(56 54.737087),(57 55.108517),(58 54.75423),(59 54.89212),(60 54.71047),(61 54.72527),(62 55.060642),(63 55.40228),(64 55.349693),(65 55.127865),(66 54.924084),(67 55.729332),(68 55.461994),(69 55.463078),(70 54.727005),(71 54.452667),(72 54.61197),(73 55.438515),(74 55.160988),(75 55.17926),(76 55.37207),(77 54.508377),(78 54.61491),(79 54.587273),
(1 32.56618),(2 37.52065),(3 40.172104),(4 41.873287),(5 43.129036),(6 44.592632),(7 44.772697),(8 45.201824),(9 45.871372),(10 46.779335),(11 47.99286),(12 47.93014),(13 47.72326),(14 48.118946),(15 48.65465),(16 48.31451),(17 48.427296),(18 49.118168),(19 49.29994),(20 49.16802),(21 49.67496),(22 50.49523),(23 50.228672),(24 50.91451),(25 51.272884),(26 51.324623),(27 51.262844),(28 50.75787),(29 51.472923),(30 52.081512),(31 51.0594),(32 51.923893),(33 52.00925),(34 52.546738),(35 51.867634),(36 51.618473),(37 52.557713),(38 52.09813),(39 52.931873),(40 51.876526),(41 51.033745),(42 51.22161),(43 51.544327),(44 51.42876),(45 52.443085),(46 51.87042),(47 52.10115),(48 52.441578),(49 52.406933),(50 51.604687),(51 52.45126),(52 52.784767),(53 52.67334),(54 53.293518),(55 52.78646),(56 53.3536),(57 54.03493),(58 54.057564),(59 54.177536),(60 54.308193),(61 54.236977),(62 54.91481),(63 54.750576),(64 54.8556),(65 54.745197),(66 55.297375),(67 55.02379),(68 55.00026),(69 55.49742),(70 55.586918),(71 55.56948),(72 55.900597),(73 56.076153),(74 56.846397),(75 56.194637),(76 55.86732),(77 54.794556),(78 54.95997),(79 55.6054),
