1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 726318.06),(2 2043110),(3 3419749.8),(4 4336164),(5 5234471.5),(6 6104669.5),(7 7037050.5),(8 8217792),(9 9678833),(10 10774543),(11 11633835),(12 11964169),(13 12451037),(14 13263048),(15 14565968),(16 15811289),(17 17571978),(18 19285386),(19 20172176),(20 20895414),(21 21310664),(22 21877842),(23 22717472),(24 23505146),(25 24222208),(26 24825272),(27 25033264),(28 25013058),(29 25039654),(30 25312808),(31 25422678),(32 26106912),(33 26736698),(34 27120304),(35 26868288),(36 26884336),(37 27416266),(38 28570558),(39 29620738),(40 30360258),(41 30740752),(42 31372808),(43 32232000),(44 32775090),(45 33289712),(46 33300682),(47 33638436),(48 34386236),(49 34706884),(50 35061810),(51 35587970),(52 35995276),(53 37033668),(54 38781748),(55 40720132),(56 42467212),(57 43424144),(58 43422364),(59 44400124),(60 45539996),(61 47232660),(62 48858450),(63 50782156),(64 52198420),(65 53533588),(66 53829764),(67 54630370),(68 56302468),(69 57341748),(70 57908850),(71 58223584),(72 58716588),(73 60438060),(74 61752896),(75 62905860),(76 63828864),(77 64885390),(78 65315820),(79 66165580),
(1 40798.234),(2 42783.617),(3 42987.203),(4 44071.813),(5 43643.438),(6 43464.215),(7 43550.664),(8 43666.773),(9 43551.145),(10 43200.336),(11 43160.383),(12 43441.758),(13 43097.883),(14 43221.87),(15 43490.145),(16 43132.945),(17 44314.68),(18 43876.066),(19 42400.273),(20 42992.242),(21 43575.703),(22 43435.766),(23 43234.344),(24 43726.496),(25 42935.445),(26 43067.563),(27 43639.848),(28 42541.516),(29 43423.2),(30 43105.957),(31 43439.574),(32 43690.645),(33 42460.25),(34 43614.105),(35 43035.69),(36 43973.07),(37 43337.223),(38 42786.555),(39 43568.85),(40 42415.81),(41 42763.395),(42 42791.223),(43 41731.484),(44 42791.594),(45 42827.13),(46 42831.258),(47 41271.676),(48 42024.566),(49 42213.848),(50 42066.39),(51 41828.81),(52 42533.086),(53 41569.273),(54 41085.07),(55 43239.113),(56 41835.258),(57 41296.094),(58 41232.33),(59 42483.668),(60 41876.152),(61 41771.277),(62 41984.23),(63 43059.426),(64 41694.215),(65 41436.145),(66 41471.625),(67 41915.44),(68 42735.414),(69 42369.523),(70 41830.223),(71 41832.664),(72 42776.57),(73 42405.08),(74 41453.535),(75 41865.297),(76 41407.605),(77 41933.176),(78 43084.71),(79 42628.727),
(1 42058.8),(2 42596),(3 41853.188),(4 42573.453),(5 42768.99),(6 43258.71),(7 42097.477),(8 42464.926),(9 42387.24),(10 42641.56),(11 43038.156),(12 41868.09),(13 42693.277),(14 42293.453),(15 42829.957),(16 42670.203),(17 44010.332),(18 43503.477),(19 41401.453),(20 43003.117),(21 43553.406),(22 43283.23),(23 43060.953),(24 41848.586),(25 42978.914),(26 42191.934),(27 43405.098),(28 43534.105),(29 43489.48),(30 43674.18),(31 43199.254),(32 43063.97),(33 43080.215),(34 43177.465),(35 42744.4),(36 43027.516),(37 43881.875),(38 43433.03),(39 42897.707),(40 43027.2),(41 42545.86),(42 42998.29),(43 42269.266),(44 42587.12),(45 42367.926),(46 42578.355),(47 42627.227),(48 42047.758),(49 41634.184),(50 41594.58),(51 42249.68),(52 41555.645),(53 41713.785),(54 41578.19),(55 42029.547),(56 41556.734),(57 41852.188),(58 41743.33),(59 41993.74),(60 41766.363),(61 41656.586),(62 42292.254),(63 42033.586),(64 40632.96),(65 42239.355),(66 41997.09),(67 41900.426),(68 42231.836),(69 42790.28),(70 41057.844),(71 41827.594),(72 42293.992),(73 42744.203),(74 41145.652),(75 41536.62),(76 40832.746),(77 40564),(78 41827.86),(79 41545.203),
(1 39365.137),(2 39625.14),(3 40424.89),(4 40182.094),(5 39902.313),(6 40829.688),(7 40282.61),(8 39363.12),(9 40077.523),(10 40374.004),(11 40503.266),(12 40435.758),(13 40212.61),(14 39981.695),(15 39892.85),(16 39803.484),(17 39706.37),(18 40516.055),(19 39217.152),(20 39994.51),(21 40129.83),(22 40350.777),(23 40460.758),(24 40407.08),(25 40425.742),(26 40541.285),(27 39574.293),(28 40581.406),(29 40013.414),(30 40488.457),(31 40692.76),(32 39711.055),(33 40516.36),(34 40130.117),(35 39745.86),(36 39322.594),(37 40177.19),(38 40157.57),(39 39804.414),(40 38836.27),(41 39246.04),(42 39876.664),(43 38935.22),(44 39649.97),(45 39956.117),(46 39484.27),(47 39245.563),(48 39356.043),(49 39260.902),(50 38921.625),(51 39788.94),(52 39389.86),(53 39196.27),(54 39586.293),(55 39453.383),(56 39858.805),(57 39563.977),(58 39038),(59 39483.152),(60 39055.656),(61 39934.88),(62 39787.063),(63 39750.89),(64 40045.777),(65 39491.305),(66 40307.844),(67 40306.574),(68 40315.742),(69 40900.156),(70 40275.836),(71 40226.39),(72 39924.016),(73 40222.13),(74 39306.195),(75 39921.902),(76 39693.617),(77 39894.4),(78 40070.29),(79 39111.42),
(1 37889.848),(2 38815.496),(3 39935.945),(4 39448.703),(5 38997.746),(6 39028.797),(7 39040.57),(8 38595.484),(9 39099.4),(10 39032.78),(11 38306.99),(12 38791.516),(13 40021.91),(14 38214.895),(15 39606.848),(16 39233.855),(17 39595.3),(18 39374.676),(19 39625.617),(20 39096.957),(21 38778.734),(22 38834.38),(23 38662.723),(24 39667.375),(25 38781.703),(26 39969.13),(27 39625.48),(28 39700.445),(29 39796.734),(30 39968.906),(31 39876.33),(32 39270.76),(33 39570.543),(34 39088.79),(35 38836.16),(36 39585.707),(37 39565.613),(38 38632.43),(39 38759.426),(40 38992.97),(41 39091.023),(42 39591.387),(43 38524.867),(44 38973.02),(45 39250.24),(46 39532.797),(47 39751.82),(48 39011.715),(49 38052.46),(50 38295.848),(51 38116.53),(52 39076.63),(53 38383.44),(54 38345.31),(55 37694.7),(56 38745.824),(57 38427.047),(58 38497.38),(59 38006.625),(60 38590.06),(61 38615.477),(62 38178.426),(63 38294.563),(64 37693.723),(65 37399.234),(66 38734.49),(67 37577.094),(68 38501.355),(69 38249.543),(70 37955.13),(71 38940.293),(72 38811.566),(73 38314.48),(74 38346.035),(75 38416.465),(76 37312.89),(77 38240.453),(78 38406.82),(79 38242.938),
(1 36983.953),(2 37821.61),(3 38320.242),(4 38045.043),(5 38079.04),(6 37878.395),(7 38210.87),(8 38501.92),(9 38139.055),(10 37589.03),(11 38199.133),(12 38668),(13 38356.883),(14 37568.13),(15 38122.547),(16 38355.547),(17 37840.28),(18 38290.19),(19 38347.484),(20 38096.4),(21 37406.72),(22 38697.098),(23 38329.33),(24 38222.477),(25 37603.754),(26 37601.965),(27 39377.168),(28 38141.074),(29 37936.44),(30 38490.523),(31 38747.65),(32 38464.523),(33 38554.12),(34 38023.938),(35 38853.785),(36 38087.242),(37 37765.41),(38 38401.316),(39 37657.234),(40 38401.918),(41 37909.33),(42 38366.977),(43 37811.715),(44 37289.688),(45 37444.52),(46 37135.406),(47 37546.383),(48 37465.76),(49 37243.902),(50 38506.523),(51 37801.75),(52 37275.477),(53 37469.484),(54 37306.48),(55 38064),(56 37080.793),(57 36459.273),(58 37477.56),(59 36829.71),(60 37244.008),(61 36653.793),(62 37132.664),(63 35990.03),(64 36120.734),(65 36114.055),(66 37098.098),(67 36594.79),(68 36916.813),(69 37846.8),(70 36746.977),(71 37938.668),(72 37578.527),(73 36649.484),(74 36465.63),(75 37414.508),(76 36913.37),(77 36822.24),(78 37322.063),(79 37470.85),
(1 34512.207),(2 34746.67),(3 36346.934),(4 35710.46),(5 36129.03),(6 35796.883),(7 35753.613),(8 35717.457),(9 36316.117),(10 36125.758),(11 35697.836),(12 36069.633),(13 35704.617),(14 35087),(15 35439.19),(16 35351.02),(17 35475.43),(18 35937.246),(19 35447.64),(20 35423.41),(21 35380.805),(22 34922.88),(23 35556.86),(24 35021.12),(25 35299.996),(26 35059.645),(27 35545.027),(28 36247.86),(29 35088.957),(30 35107.23),(31 35456.254),(32 35070.703),(33 34915.813),(34 35570.063),(35 35307.85),(36 35168.42),(37 34902.15),(38 34347.34),(39 34286.305),(40 35433.273),(41 34854.95),(42 35341.07),(43 34009.71),(44 34280.32),(45 34613.938),(46 34981.246),(47 34705.754),(48 35403.805),(49 34988.14),(50 34870.645),(51 34161.23),(52 34618.742),(53 34425.15),(54 34462.727),(55 35115.95),(56 34678.625),(57 34275.78),(58 34129.293),(59 34145.926),(60 34772.715),(61 34810.7),(62 35014.02),(63 34407.367),(64 34446.605),(65 34052.12),(66 34882.242),(67 34896.203),(68 35097.98),(69 34791.66),(70 34881.266),(71 35229.547),(72 35117.688),(73 34947.047),(74 34694.453),(75 34955.313),(76 35470.367),(77 34064.203),(78 34987.063),(79 34752.516),
(1 34303.81),(2 35744.816),(3 35719.44),(4 35847.79),(5 36512.83),(6 35740.926),(7 35993.94),(8 36559.875),(9 35690.62),(10 36484.953),(11 35388.176),(12 36097.97),(13 35924.547),(14 35777.62),(15 35732.297),(16 35775.656),(17 35222.992),(18 36254.984),(19 36310.383),(20 36110.035),(21 36236.715),(22 35894.867),(23 36265.203),(24 36016.46),(25 36701.33),(26 35514.78),(27 36465.164),(28 35866.67),(29 34853.74),(30 35441.78),(31 35750.875),(32 34850.44),(33 35865.254),(34 36169.46),(35 35060.574),(36 35413.48),(37 35118.625),(38 34803.758),(39 35105.793),(40 35215.734),(41 35322.02),(42 35752.258),(43 36154.05),(44 35417.82),(45 35862.28),(46 35645.504),(47 35171.51),(48 34607.42),(49 35268.46),(50 34794.813),(51 35138.418),(52 34932.035),(53 35271.07),(54 35388.875),(55 34795.336),(56 34523.84),(57 35031.254),(58 34681.56),(59 34673.746),(60 34890.4),(61 34946.426),(62 35116.65),(63 33824.977),(64 35333.63),(65 35090.37),(66 34842.973),(67 34802.18),(68 34891.008),(69 34971.367),(70 34769.22),(71 35181.707),(72 35652.26),(73 34991.11),(74 36114.246),(75 34968.547),(76 35140.754),(77 34809.016),(78 34541.438),(79 35856.887),
(1 32980.22),(2 33230.23),(3 33147.45),(4 33415.707),(5 33283.797),(6 33939.715),(7 32868.2),(8 34124.06),(9 33076.727),(10 33019.49),(11 33472.938),(12 33700.336),(13 33562.098),(14 33319.094),(15 33875.523),(16 33660.313),(17 33663.117),(18 33704.266),(19 33793.375),(20 34000.05),(21 33403.625),(22 33638.906),(23 33829.58),(24 33811.863),(25 33589.62),(26 33336.26),(27 33487.14),(28 33421.45),(29 33218.887),(30 33244.902),(31 33187.688),(32 32920.727),(33 33075.34),(34 34305.25),(35 33587.926),(36 33253.91),(37 33598.36),(38 33016.69),(39 33691.125),(40 33608.92),(41 33168.6),(42 33276.64),(43 33367.766),(44 33257.246),(45 33162.28),(46 33494.82),(47 33200.42),(48 32583.82),(49 33030.004),(50 33604.01),(51 32798.926),(52 33301.773),(53 33149.24),(54 32933.637),(55 32142.764),(56 33235.43),(57 32469.664),(58 32417.36),(59 32950.605),(60 33160.406),(61 33013.684),(62 32665.705),(63 32612.465),(64 33266.01),(65 33147.387),(66 32627.334),(67 32861.508),(68 33411.79),(69 33097.867),(70 32075.246),(71 32654.676),(72 33214.043),(73 33354.703),(74 33506.074),(75 33020.332),(76 32915.152),(77 32391.656),(78 33411.8),(79 32926.434),
(1 32042.426),(2 33290.734),(3 32788.45),(4 33232.832),(5 33679.387),(6 33573.816),(7 32934.285),(8 33915.168),(9 33007.055),(10 33248.28),(11 33530.137),(12 32904.11),(13 33760.17),(14 32539.695),(15 33013.83),(16 33080.2),(17 33664.38),(18 33012.492),(19 32569.86),(20 33193.69),(21 33080.258),(22 33100.164),(23 33450.703),(24 32833.574),(25 32957.18),(26 32930.79),(27 32310.703),(28 32685.238),(29 33116.574),(30 33430.035),(31 32839.945),(32 32684.162),(33 33284.484),(34 32641.555),(35 32105.121),(36 32675.484),(37 32334.701),(38 32925.01),(39 33282.37),(40 32866.83),(41 32456.342),(42 32943.516),(43 32951.574),(44 33206.754),(45 32468.914),(46 32145.701),(47 32829.824),(48 32934.38),(49 32189.818),(50 33389.41),(51 32629.994),(52 31965.959),(53 32782.242),(54 31945.545),(55 32328.057),(56 32037.297),(57 32790.95),(58 33185.18),(59 32340.127),(60 32588.406),(61 32548.742),(62 31862.482),(63 32646.61),(64 32374.707),(65 32397.055),(66 32842.91),(67 32395.893),(68 32378.063),(69 32055.816),(70 31848.848),(71 32346.117),(72 32863.98),(73 32733.043),(74 32325.707),(75 32176.72),(76 31944.902),(77 32504.836),(78 32519.658),(79 32497.705),
(1 31554.072),(2 30598.84),(3 31360.24),(4 31684.887),(5 31480.873),(6 32215.76),(7 30940.725),(8 30997.602),(9 31437.11),(10 31154.385),(11 30661.55),(12 31338.402),(13 31285.213),(14 30738.154),(15 31385.373),(16 30714.414),(17 31494.373),(18 31375.96),(19 31013.285),(20 31372.059),(21 31371.727),(22 30784.69),(23 31172.111),(24 31278.115),(25 31195.816),(26 31695.44),(27 31115.55),(28 31320.184),(29 31286.941),(30 30943.807),(31 31091.715),(32 30979.238),(33 31795.926),(34 31170.945),(35 30856.393),(36 31325.004),(37 31002.379),(38 31076.66),(39 30832.453),(40 30962.967),(41 30622.783),(42 31574.637),(43 30516.879),(44 31458.832),(45 30462.41),(46 31200.979),(47 31431.451),(48 30714.045),(49 30689.635),(50 31560.729),(51 31075.266),(52 30911.928),(53 30708.34),(54 31097.299),(55 30981.393),(56 30122.07),(57 30798.852),(58 30951.277),(59 31208.13),(60 31327.32),(61 31040.533),(62 30498.3),(63 30667.094),(64 31455.521),(65 31511.03),(66 30848.715),(67 30635.875),(68 30647.94),(69 30451.242),(70 30181.594),(71 30108.828),(72 30297.754),(73 30826.82),(74 30344.35),(75 30383.281),(76 30536.69),(77 30336.857),(78 30870.133),(79 30722.871),
(1 30403.098),(2 29787.66),(3 30446.271),(4 30171.877),(5 30800.66),(6 31776.834),(7 30759.111),(8 30729.965),(9 30229.158),(10 30614.385),(11 30596.55),(12 30529.121),(13 30122.383),(14 30178.637),(15 30400.615),(16 30181.734),(17 30309.521),(18 30940.934),(19 30716.54),(20 30558.48),(21 30095.473),(22 30491.316),(23 30832.19),(24 30719.766),(25 30785.738),(26 30654.98),(27 30880.357),(28 30038.236),(29 29789.723),(30 30076.81),(31 30671.03),(32 30217.324),(33 30201.143),(34 30111.355),(35 30439.799),(36 29824.98),(37 29646.469),(38 29732.928),(39 29502.023),(40 29956.098),(41 29426.39),(42 29571.834),(43 29412.098),(44 29510.906),(45 29342.719),(46 29584.824),(47 28987.377),(48 29145.354),(49 29339.848),(50 29472.3),(51 29369.53),(52 29596.277),(53 29100.596),(54 29508.977),(55 28667.605),(56 28870.088),(57 29196.432),(58 29253.988),(59 29325.723),(60 29639.58),(61 29537.201),(62 29204.7),(63 29203.887),(64 28812.469),(65 29050.531),(66 29443.74),(67 29173.553),(68 28517.686),(69 29122.42),(70 28646.455),(71 28968.678),(72 29327.797),(73 29259.877),(74 29208.27),(75 29857.578),(76 29716.303),(77 28555.182),(78 29602.473),(79 28913.582),
(1 29039.719),(2 29267.049),(3 29038.91),(4 29194.041),(5 29109.59),(6 29423.951),(7 29504.31),(8 29296.959),(9 28685.023),(10 29193.81),(11 29419.268),(12 28981.691),(13 29410.412),(14 29110.225),(15 29225.875),(16 28320.895),(17 28772.637),(18 28687.053),(19 29426.734),(20 29052.514),(21 28787.564),(22 29304.271),(23 29164.123),(24 29197.87),(25 29523.46),(26 29626.043),(27 29129.84),(28 28817.951),(29 29222.705),(30 29361.918),(31 29532.219),(32 28812.309),(33 29723.28),(34 29678.445),(35 29309.145),(36 28911.932),(37 29062.533),(38 28680.97),(39 28998.111),(40 28941.732),(41 28706.467),(42 28730.664),(43 28524.375),(44 28734.186),(45 28472.95),(46 28789.85),(47 28463.607),(48 28800.945),(49 29188.078),(50 28748.6),(51 28169.848),(52 28846.676),(53 28777.998),(54 28086.082),(55 28748.373),(56 28558.049),(57 27888.082),(58 28668.445),(59 29018.605),(60 28755.645),(61 28441.932),(62 28455.453),(63 28482.926),(64 28164.637),(65 28104.637),(66 28391.8),(67 28396.576),(68 28603.367),(69 28453.234),(70 28368.76),(71 27940.475),(72 28475.746),(73 28210.125),(74 28865.307),(75 28854.453),(76 28625.94),(77 28140.861),(78 28666.725),(79 28767.313),
(1 27205.092),(2 27309.082),(3 27898.623),(4 27649.064),(5 27818.729),(6 27807.361),(7 27663.033),(8 27677.988),(9 27758.768),(10 27882.42),(11 28166.273),(12 27822.78),(13 26867.518),(14 27626.348),(15 27495.137),(16 27136.56),(17 27595.424),(18 27494.363),(19 27450.758),(20 27251.367),(21 27597.883),(22 27331.246),(23 27549.197),(24 27713.236),(25 27054.096),(26 27456.232),(27 27199.783),(28 27075.89),(29 26992.527),(30 27380.074),(31 27196.506),(32 27118.027),(33 27420.566),(34 27232.787),(35 27587.34),(36 27586.06),(37 27237.723),(38 27342.693),(39 27263.096),(40 27133.72),(41 26833.02),(42 27460.145),(43 27104.059),(44 27290.338),(45 27465.428),(46 27005.092),(47 27083.402),(48 26900.12),(49 26459.475),(50 27061.463),(51 26812.496),(52 27173.36),(53 26941.941),(54 27164.38),(55 27267.115),(56 27233.355),(57 27217.506),(58 27092.262),(59 26558.344),(60 27323.096),(61 27031.723),(62 27345.822),(63 27256.967),(64 27059.855),(65 26526.771),(66 27121.713),(67 27256.605),(68 26994.72),(69 26905.092),(70 27166.95),(71 27506.545),(72 27130.957),(73 26923.95),(74 27270.447),(75 27139.295),(76 26697.004),(77 26818.02),(78 26985.873),(79 27606.72),
(1 26745.297),(2 26159.322),(3 27288.37),(4 26803.574),(5 27420.031),(6 26899.773),(7 26974.932),(8 26933.193),(9 27042.293),(10 26715.715),(11 26985.914),(12 27096.006),(13 27071.473),(14 26847.617),(15 26695.576),(16 26920.502),(17 27700.393),(18 27314.928),(19 26998.623),(20 27269.463),(21 27369.758),(22 27177.307),(23 26936.521),(24 26489.28),(25 26049.008),(26 26782.479),(27 26297.695),(28 27209.568),(29 27154.982),(30 26943.393),(31 26930.412),(32 26993.225),(33 26578.959),(34 26940.979),(35 27258.209),(36 26463.371),(37 26600.367),(38 26211.521),(39 26623.223),(40 26082.338),(41 26907.361),(42 26683),(43 26449.758),(44 26927.324),(45 26222.506),(46 26377.21),(47 26698.86),(48 26286.258),(49 25857.586),(50 25648.613),(51 26179.893),(52 26220.09),(53 26261.441),(54 26111.322),(55 26404.818),(56 26327.846),(57 26395.215),(58 26405.54),(59 25934.52),(60 26494.205),(61 26093.82),(62 26350.799),(63 26613.354),(64 26112.666),(65 26424.988),(66 26018.639),(67 26466.06),(68 26707.36),(69 26423.135),(70 26342.205),(71 26542.51),(72 26324.822),(73 26709.857),(74 26452.998),(75 26259.57),(76 26389.738),(77 26466.371),(78 26518.52),(79 26663.326),
(1 24323.924),(2 24872.932),(3 24689.908),(4 24733.104),(5 24918.49),(6 25445.68),(7 25110.346),(8 25112.797),(9 24959.992),(10 24786.021),(11 25175.037),(12 24777.814),(13 25391.748),(14 25111.201),(15 24908.908),(16 24894.334),(17 25495.516),(18 25164.492),(19 25015.125),(20 25554.977),(21 25237.473),(22 25988.01),(23 25614.441),(24 24941.871),(25 24959.621),(26 25432.082),(27 24746.432),(28 25356.451),(29 25427.916),(30 25438.604),(31 25346.059),(32 24887.162),(33 25317.283),(34 24468.555),(35 24597.658),(36 25160.818),(37 24903.908),(38 24633.938),(39 24587.125),(40 24460.174),(41 24517.875),(42 24714.168),(43 24284.908),(44 24734.14),(45 24584.643),(46 24593.303),(47 24529.38),(48 24804.254),(49 24766.04),(50 24475.559),(51 24611.129),(52 24754.355),(53 24268.307),(54 24436.24),(55 24298.361),(56 23939.64),(57 24566.037),(58 24328.982),(59 24436.71),(60 24579.303),(61 24531.541),(62 24242.41),(63 24989.309),(64 24303.344),(65 24456.37),(66 25092.805),(67 25281.533),(68 24313.045),(69 25117.313),(70 24735.078),(71 24897.854),(72 25030.95),(73 24860.996),(74 24564.066),(75 24469.531),(76 24868.904),(77 25182.785),(78 25278.78),(79 24808.406),
(1 24803.16),(2 24656.898),(3 24771.979),(4 24773.158),(5 25140.97),(6 24912.346),(7 25103.396),(8 25059.045),(9 24934.275),(10 25161.44),(11 25334.992),(12 24852.756),(13 25155.559),(14 25264.047),(15 25370.152),(16 24817.857),(17 24844.465),(18 24973.053),(19 24922.357),(20 25169.152),(21 24811.318),(22 24931.797),(23 24783.643),(24 24596.273),(25 24765.326),(26 25042.313),(27 24820.924),(28 24908.883),(29 24797.057),(30 24999.705),(31 24998.14),(32 24913.49),(33 25320.168),(34 24448.95),(35 24667.41),(36 24607.887),(37 24755.195),(38 24690.96),(39 24481.46),(40 24708.678),(41 24454.354),(42 24561.33),(43 24799.738),(44 24371.994),(45 24638.492),(46 24910.55),(47 24365.75),(48 25117.371),(49 24304.04),(50 24548.48),(51 24618.697),(52 24311.158),(53 24723.488),(54 24560.844),(55 24462.5),(56 24585.79),(57 24620.031),(58 24725.715),(59 24430.09),(60 24692.521),(61 24321.855),(62 24621.266),(63 24826.129),(64 24230.23),(65 24543.623),(66 25205.457),(67 24873.873),(68 24982.682),(69 25247.525),(70 25051.75),(71 25607.127),(72 24941.469),(73 25446.21),(74 25031.63),(75 25432.82),(76 24971.23),(77 25022.31),(78 25494.742),(79 25642.46),
(1 23992.36),(2 23946.832),(3 24008.674),(4 24186.875),(5 24316.613),(6 24675.623),(7 24190.344),(8 24152.107),(9 24763.582),(10 24564.035),(11 24047.695),(12 24024.041),(13 24573.31),(14 24442.424),(15 24290.285),(16 24396.604),(17 24078.37),(18 24435.504),(19 24573.617),(20 24066.92),(21 23868.285),(22 24101.154),(23 24426.193),(24 24474.654),(25 24141.129),(26 24673.084),(27 23730.984),(28 24118.55),(29 24427.012),(30 24544.1),(31 24144.473),(32 23996.293),(33 24332.996),(34 24130.588),(35 24384.648),(36 23892.248),(37 24262.627),(38 24304.96),(39 24276.348),(40 23823.014),(41 23875.768),(42 23869.887),(43 23837.904),(44 23914.51),(45 24171.605),(46 24131.275),(47 23689.7),(48 24034.78),(49 24042.03),(50 23542.824),(51 24087.662),(52 23743.895),(53 23486.443),(54 23961.48),(55 23793.72),(56 23562.336),(57 23770.396),(58 23834.23),(59 23770.482),(60 24237.012),(61 23966.924),(62 23680.377),(63 24228.926),(64 23543.914),(65 23478.799),(66 24141.963),(67 23899.21),(68 24085.113),(69 24336.37),(70 23812.168),(71 24340.26),(72 23680.166),(73 24178.684),(74 24105.34),(75 24207.637),(76 23809.777),(77 23977.164),(78 23835.271),(79 24074.521),
(1 22114.082),(2 22682.031),(3 22686.852),(4 22470.875),(5 22694.826),(6 22666.402),(7 22453.434),(8 23069.62),(9 23195.258),(10 23113.477),(11 23068.047),(12 22685.555),(13 23050.996),(14 22806.969),(15 22669.375),(16 22725.047),(17 23207.07),(18 22992.758),(19 22720.557),(20 22755.383),(21 22762.191),(22 22743.86),(23 22899.404),(24 22979.563),(25 23024.494),(26 22917.246),(27 22568.383),(28 22594.188),(29 22472.078),(30 22849.422),(31 22348.299),(32 22402.307),(33 22367.854),(34 22247.496),(35 22916.625),(36 22502.15),(37 22119.695),(38 22732.852),(39 22133.262),(40 21502.93),(41 22358.738),(42 22368.115),(43 22504.428),(44 22265.547),(45 22187.389),(46 22322.3),(47 22271.625),(48 22438.785),(49 22339.15),(50 22121.22),(51 21906.71),(52 22460.428),(53 21992.959),(54 22293.953),(55 22580.98),(56 22080.025),(57 21775.287),(58 22337.012),(59 22626.838),(60 22132.25),(61 21995.371),(62 22337.602),(63 22301.107),(64 22371.895),(65 22162.34),(66 22550.814),(67 22330.248),(68 22292.25),(69 22084.855),(70 22168.55),(71 22785.203),(72 22245.291),(73 22004.158),(74 22137.514),(75 22789.967),(76 22179.234),(77 22437.693),(78 22135.918),(79 22482.258),
