1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 726318.06),(2 2043110),(3 3419749.8),(4 4336164),(5 5234471.5),(6 6104669.5),(7 7037050.5),(8 8217792),(9 9678833),(10 10774543),(11 11633835),(12 11964169),(13 12451037),(14 13263048),(15 14565968),(16 15811289),(17 17571978),(18 19285386),(19 20172176),(20 20895414),(21 21310664),(22 21877842),(23 22717472),(24 23505146),(25 24222208),(26 24825272),(27 25033264),(28 25013058),(29 25039654),(30 25312808),(31 25422678),(32 26106912),(33 26736698),(34 27120304),(35 26868288),(36 26884336),(37 27416266),(38 28570558),(39 29620738),(40 30360258),(41 30740752),(42 31372808),(43 32232000),(44 32775090),(45 33289712),(46 33300682),(47 33638436),(48 34386236),(49 34706884),(50 35061810),(51 35587970),(52 35995276),(53 37033668),(54 38781748),(55 40720132),(56 42467212),(57 43424144),(58 43422364),(59 44400124),(60 45539996),(61 47232660),(62 48858450),(63 50782156),(64 52198420),(65 53533588),(66 53829764),(67 54630370),(68 56302468),(69 57341748),(70 57908850),(71 58223584),(72 58716588),(73 60438060),(74 61752896),(75 62905860),(76 63828864),(77 64885390),(78 65315820),(79 66165580),
(1 167.80106),(2 182.70924),(3 189.52802),(4 194.56482),(5 197.1265),(6 197.1505),(7 193.32071),(8 194.17183),(9 190.1989),(10 190.73914),(11 193.66454),(12 193.95142),(13 193.2515),(14 195.73538),(15 192.69719),(16 192.98878),(17 192.38678),(18 189.04507),(19 188.23805),(20 186.63408),(21 184.14853),(22 185.50587),(23 186.93564),(24 185.52655),(25 185.68533),(26 187.91815),(27 183.69125),(28 186.38583),(29 186.33163),(30 184.77055),(31 186.05196),(32 185.30458),(33 185.80952),(34 187.59583),(35 188.41539),(36 186.87413),(37 187.26822),(38 184.47217),(39 184.08504),(40 186.30525),(41 185.97382),(42 188.27336),(43 192.59337),(44 192.88937),(45 189.24689),(46 186.06088),(47 185.01028),(48 179.69687),(49 179.93494),(50 182.62123),(51 182.55836),(52 186.03741),(53 185.14815),(54 183.0664),(55 183.98471),(56 185.58731),(57 185.31543),(58 185.99324),(59 186.37355),(60 192.06476),(61 190.78857),(62 191.75018),(63 187.59888),(64 184.4366),(65 187.03355),(66 190.95549),(67 191.0688),(68 190.81761),(69 194.84917),(70 196.02365),(71 188.61957),(72 189.56252),(73 186.20891),(74 188.46698),(75 189.9723),(76 186.83113),(77 186.0398),(78 189.91093),(79 193.56747),
(1 163.73108),(2 178.81729),(3 185.25693),(4 187.87827),(5 186.5681),(6 186.1099),(7 181.49046),(8 181.46484),(9 183.49603),(10 186.13202),(11 187.1966),(12 185.178),(13 187.61244),(14 185.00346),(15 181.36436),(16 182.84349),(17 184.76671),(18 186.68867),(19 188.3493),(20 186.31903),(21 185.18622),(22 183.24506),(23 182.65211),(24 181.41647),(25 182.37057),(26 186.38374),(27 182.16512),(28 186.38092),(29 182.38097),(30 182.15271),(31 185.41019),(32 187.38922),(33 185.58508),(34 186.56464),(35 185.84705),(36 186.32774),(37 186.87321),(38 186.1063),(39 183.2318),(40 185.26094),(41 184.3073),(42 186.50653),(43 183.02907),(44 183.68968),(45 184.13965),(46 181.06934),(47 180.44704),(48 182.24777),(49 178.2788),(50 179.23979),(51 178.67722),(52 180.0348),(53 182.60564),(54 180.73167),(55 181.83269),(56 177.89127),(57 177.15836),(58 180.81609),(59 180.64502),(60 184.90045),(61 186.30151),(62 188.40923),(63 185.67505),(64 183.65318),(65 181.88464),(66 181.1177),(67 180.60866),(68 182.90913),(69 188.07892),(70 191.63118),(71 185.38689),(72 180.14742),(73 179.19588),(74 176.48904),(75 177.16624),(76 180.47568),(77 180.87862),(78 184.22485),(79 185.11542),
(1 164.36655),(2 181.98932),(3 186.3433),(4 187.0769),(5 190.06815),(6 185.36975),(7 184.63846),(8 184.99289),(9 187.42128),(10 188.12814),(11 186.05423),(12 186.30249),(13 188.82234),(14 188.7201),(15 185.81635),(16 186.03075),(17 188.13545),(18 190.65887),(19 190.31386),(20 188.8956),(21 186.43137),(22 186.24704),(23 183.61194),(24 184.1719),(25 185.21286),(26 188.85982),(27 184.81561),(28 189.6421),(29 186.367),(30 183.12181),(31 184.36322),(32 185.77975),(33 188.6153),(34 188.92146),(35 188.47386),(36 188.47496),(37 188.80884),(38 187.39166),(39 187.16919),(40 187.40025),(41 185.26825),(42 190.30322),(43 186.33578),(44 188.1631),(45 186.73326),(46 186.15137),(47 184.33649),(48 182.97014),(49 182.42265),(50 179.24818),(51 179.89986),(52 184.70354),(53 184.43874),(54 184.86354),(55 181.90517),(56 181.74042),(57 179.35144),(58 182.64171),(59 188.0122),(60 192.98366),(61 190.337),(62 193.07607),(63 186.83145),(64 185.81058),(65 185.2592),(66 185.96298),(67 186.86813),(68 189.4744),(69 192.19547),(70 190.50865),(71 186.32579),(72 181.83534),(73 182.46706),(74 183.44199),(75 182.12505),(76 183.90456),(77 182.13582),(78 186.98299),(79 184.6847),
(1 162.62047),(2 177.4235),(3 182.88034),(4 186.31882),(5 186.88882),(6 189.46523),(7 184.61778),(8 182.60547),(9 181.09064),(10 181.13136),(11 182.55492),(12 185.52864),(13 186.22223),(14 188.07397),(15 183.72101),(16 184.91977),(17 183.64333),(18 181.50156),(19 182.0077),(20 178.88202),(21 179.99515),(22 178.97568),(23 178.78978),(24 180.53792),(25 178.31277),(26 180.88403),(27 178.58717),(28 182.4858),(29 180.90947),(30 181.30063),(31 178.80928),(32 179.72707),(33 179.69753),(34 181.12132),(35 182.83711),(36 180.50395),(37 181.49516),(38 181.72043),(39 179.82182),(40 179.13861),(41 179.72142),(42 183.8248),(43 184.91945),(44 184.48817),(45 183.63899),(46 180.36696),(47 176.77205),(48 176.95999),(49 176.42451),(50 179.64188),(51 178.46893),(52 181.9963),(53 179.94183),(54 178.57689),(55 178.36603),(56 178.37646),(57 180.10497),(58 179.81918),(59 182.11838),(60 184.82674),(61 184.96347),(62 185.48125),(63 181.78934),(64 181.47191),(65 181.80441),(66 183.4142),(67 184.9553),(68 184.22163),(69 183.44955),(70 186.41351),(71 184.67633),(72 181.02408),(73 180.1733),(74 180.8286),(75 181.74684),(76 179.6648),(77 178.74919),(78 183.8226),(79 186.00313),
(1 163.61829),(2 182.24484),(3 186.30986),(4 187.23354),(5 186.82022),(6 187.42511),(7 186.90921),(8 187.01492),(9 188.22),(10 188.87437),(11 185.84212),(12 186.78938),(13 189.80754),(14 188.00085),(15 187.0488),(16 185.74883),(17 187.54756),(18 189.30307),(19 189.50067),(20 187.59251),(21 189.95538),(22 184.6754),(23 184.64613),(24 185.33466),(25 184.65457),(26 188.75266),(27 187.17763),(28 187.74228),(29 185.92863),(30 184.62148),(31 184.03152),(32 185.1045),(33 185.61034),(34 188.89832),(35 187.81891),(36 186.77266),(37 188.97041),(38 188.81279),(39 187.04047),(40 184.70161),(41 184.5438),(42 186.37299),(43 188.27272),(44 184.94746),(45 184.2059),(46 183.62761),(47 184.2253),(48 183.64557),(49 181.60094),(50 181.98384),(51 178.55592),(52 180.0996),(53 185.04225),(54 182.67207),(55 185.01576),(56 180.96286),(57 178.37798),(58 179.96246),(59 184.68347),(60 190.25533),(61 187.82387),(62 191.84927),(63 187.66022),(64 185.30058),(65 181.21938),(66 181.66154),(67 183.16638),(68 183.0723),(69 186.39284),(70 189.86255),(71 185.22336),(72 181.34114),(73 180.53874),(74 180.42723),(75 177.63115),(76 180.88133),(77 181.73294),(78 183.22845),(79 186.32703),
(1 166.92607),(2 181.83128),(3 189.54868),(4 189.04395),(5 190.31161),(6 188.50514),(7 186.07806),(8 187.09183),(9 187.15944),(10 187.97041),(11 189.42407),(12 191.29268),(13 190.33636),(14 190.0204),(15 187.98062),(16 186.69641),(17 187.81375),(18 187.90527),(19 188.24812),(20 188.6422),(21 184.53955),(22 186.46454),(23 186.31244),(24 185.23817),(25 186.7042),(26 187.37152),(27 185.62016),(28 189.04558),(29 185.69675),(30 183.72113),(31 184.96968),(32 186.59763),(33 186.08778),(34 187.07587),(35 188.09921),(36 186.2866),(37 186.90689),(38 187.84764),(39 185.55821),(40 186.9203),(41 187.69153),(42 188.07124),(43 188.41719),(44 188.00896),(45 187.78079),(46 187.1165),(47 185.30739),(48 181.57951),(49 183.1203),(50 182.67854),(51 182.30956),(52 185.49846),(53 185.86415),(54 183.52193),(55 184.47945),(56 182.55966),(57 180.56575),(58 182.75229),(59 188.64003),(60 188.08571),(61 189.97946),(62 191.72028),(63 188.35881),(64 187.0102),(65 186.02203),(66 188.0235),(67 185.04245),(68 189.34024),(69 189.55771),(70 188.51248),(71 186.7244),(72 182.74388),(73 181.12117),(74 182.43814),(75 182.607),(76 186.07607),(77 184.0315),(78 185.33641),(79 186.79105),
(1 160.64006),(2 174.6286),(3 182.99504),(4 187.25847),(5 185.4417),(6 187.46472),(7 183.38644),(8 183.18997),(9 180.3164),(10 181.24918),(11 184.4906),(12 183.8222),(13 186.32584),(14 184.06506),(15 182.81178),(16 183.40483),(17 182.53625),(18 178.4996),(19 177.45717),(20 175.93349),(21 175.32228),(22 177.1789),(23 175.36855),(24 175.7859),(25 176.94807),(26 178.34575),(27 175.73228),(28 177.33997),(29 177.8197),(30 174.96461),(31 174.98709),(32 173.81377),(33 175.02242),(34 177.35014),(35 179.75227),(36 176.8988),(37 176.66899),(38 177.25241),(39 174.46228),(40 177.01901),(41 177.53052),(42 180.25186),(43 180.84886),(44 180.11641),(45 179.31024),(46 177.20851),(47 176.4596),(48 171.10942),(49 171.27396),(50 174.66661),(51 174.5393),(52 176.70053),(53 178.3887),(54 175.00931),(55 174.26196),(56 174.33534),(57 173.5994),(58 177.73524),(59 179.01193),(60 181.47522),(61 181.14386),(62 183.22408),(63 179.18349),(64 175.3357),(65 176.49788),(66 178.7311),(67 180.56796),(68 181.36726),(69 181.55511),(70 184.17975),(71 180.67368),(72 179.67946),(73 175.32114),(74 179.87483),(75 176.867),(76 177.44197),(77 176.55011),(78 179.7072),(79 182.70813),
(1 164.06207),(2 180.75015),(3 186.01051),(4 186.89427),(5 184.22624),(6 184.90791),(7 179.70715),(8 181.08153),(9 183.14575),(10 182.90842),(11 184.6119),(12 185.11227),(13 183.99011),(14 183.84868),(15 180.27672),(16 181.79509),(17 184.73422),(18 184.94975),(19 185.83153),(20 186.3907),(21 184.24847),(22 182.58092),(23 180.60237),(24 180.79904),(25 182.77385),(26 184.23088),(27 182.25287),(28 184.00127),(29 182.32494),(30 179.56139),(31 180.48398),(32 181.80049),(33 184.09302),(34 185.88603),(35 181.72087),(36 182.87408),(37 181.11693),(38 183.91095),(39 183.10999),(40 182.22108),(41 179.84381),(42 181.10481),(43 181.13898),(44 181.37946),(45 181.03755),(46 180.68411),(47 178.92253),(48 179.52122),(49 177.32054),(50 177.90549),(51 174.50674),(52 179.94405),(53 182.11345),(54 181.26634),(55 182.16742),(56 180.32529),(57 178.05069),(58 178.34218),(59 181.89261),(60 187.95544),(61 188.8437),(62 191.34924),(63 187.38496),(64 184.74538),(65 183.43158),(66 180.69673),(67 181.26865),(68 184.60547),(69 187.45047),(70 191.23132),(71 182.65842),(72 180.69014),(73 177.29893),(74 177.97379),(75 177.98318),(76 179.379),(77 180.12204),(78 184.29655),(79 186.0808),
(1 158.2613),(2 172.31914),(3 177.02563),(4 179.52512),(5 178.5778),(6 180.64435),(7 176.40567),(8 179.90167),(9 179.32481),(10 179.16301),(11 175.48444),(12 179.35156),(13 180.2469),(14 179.3017),(15 176.84225),(16 177.85294),(17 179.491),(18 183.51756),(19 181.8315),(20 180.69594),(21 177.71576),(22 176.35403),(23 174.2347),(24 174.51598),(25 176.26328),(26 177.84552),(27 177.04448),(28 179.33284),(29 178.01167),(30 176.14616),(31 177.29727),(32 176.26112),(33 176.39563),(34 179.8406),(35 181.10367),(36 179.6327),(37 181.21567),(38 179.67233),(39 176.51515),(40 176.72908),(41 176.62645),(42 178.25627),(43 180.52386),(44 180.59235),(45 178.77213),(46 176.93507),(47 175.36047),(48 173.63232),(49 175.91548),(50 177.61234),(51 174.8493),(52 177.35223),(53 178.12762),(54 175.18591),(55 173.54689),(56 173.25548),(57 172.80542),(58 175.06577),(59 177.82259),(60 181.64548),(61 181.92914),(62 182.47241),(63 179.6046),(64 180.62843),(65 178.36118),(66 178.65173),(67 178.00304),(68 182.05534),(69 184.34743),(70 182.30048),(71 180.54488),(72 176.45334),(73 175.28325),(74 175.74464),(75 175.88762),(76 177.48618),(77 178.24098),(78 180.3355),(79 179.66698),
(1 161.08769),(2 176.77876),(3 182.26538),(4 185.9791),(5 187.47968),(6 188.12186),(7 185.42613),(8 184.33937),(9 180.06454),(10 181.64093),(11 182.00389),(12 183.00336),(13 186.81909),(14 185.2792),(15 183.49844),(16 183.81627),(17 183.29153),(18 180.33022),(19 180.5153),(20 177.07721),(21 176.64603),(22 176.87898),(23 177.77222),(24 179.45517),(25 175.95068),(26 178.38794),(27 177.55803),(28 180.13731),(29 175.56453),(30 176.95956),(31 176.18544),(32 176.89357),(33 179.13809),(34 179.2015),(35 178.7624),(36 176.80373),(37 175.9518),(38 177.2556),(39 176.14534),(40 177.54552),(41 178.2277),(42 179.94011),(43 181.34636),(44 180.84558),(45 178.28888),(46 177.62206),(47 174.30862),(48 173.44073),(49 174.45035),(50 175.17267),(51 173.7044),(52 179.87115),(53 177.66635),(54 174.51547),(55 175.58461),(56 176.41914),(57 174.81335),(58 177.748),(59 179.61977),(60 183.64236),(61 183.76678),(62 183.33826),(63 177.51137),(64 176.01828),(65 179.6992),(66 181.5902),(67 181.26967),(68 182.62445),(69 182.84196),(70 184.60413),(71 180.88356),(72 180.55298),(73 179.29071),(74 180.77156),(75 180.6549),(76 180.72131),(77 179.44307),(78 182.55373),(79 185.48949),
(1 160.70567),(2 176.97133),(3 185.2607),(4 185.15553),(5 186.30199),(6 187.16205),(7 183.16971),(8 186.22888),(9 186.90742),(10 187.65726),(11 186.8583),(12 185.68645),(13 187.835),(14 185.36133),(15 183.52036),(16 182.08853),(17 186.54265),(18 186.91838),(19 184.4288),(20 183.77377),(21 181.81276),(22 181.81891),(23 182.16515),(24 182.72194),(25 181.60231),(26 184.46417),(27 184.40042),(28 183.14539),(29 181.52142),(30 181.08415),(31 181.67773),(32 179.6597),(33 184.00932),(34 186.7927),(35 184.10963),(36 183.55128),(37 183.41446),(38 186.32455),(39 182.62518),(40 182.81676),(41 183.33946),(42 184.27922),(43 184.53358),(44 183.59677),(45 182.35168),(46 182.77399),(47 182.09053),(48 180.63118),(49 179.36954),(50 177.50009),(51 176.9271),(52 180.2772),(53 181.48337),(54 179.48955),(55 181.90065),(56 179.18785),(57 176.99858),(58 177.76918),(59 181.91362),(60 187.51254),(61 189.2292),(62 189.64958),(63 188.61752),(64 184.74898),(65 181.59119),(66 180.3496),(67 182.26598),(68 186.92035),(69 189.28636),(70 187.35855),(71 182.75082),(72 179.66861),(73 180.23903),(74 178.01993),(75 177.54779),(76 178.8444),(77 179.76903),(78 183.21211),(79 182.01137),
(1 153.79926),(2 167.968),(3 172.323),(4 175.50587),(5 174.68759),(6 175.99858),(7 171.77177),(8 173.79382),(9 173.55731),(10 175.48515),(11 175.40414),(12 174.99785),(13 176.83917),(14 175.68013),(15 172.52756),(16 172.15933),(17 174.24518),(18 173.80049),(19 176.2763),(20 175.45657),(21 174.84694),(22 172.93933),(23 172.94138),(24 171.8364),(25 172.02927),(26 172.65965),(27 171.89635),(28 174.38338),(29 171.22604),(30 171.18495),(31 175.86867),(32 175.95392),(33 175.71323),(34 176.11598),(35 176.95718),(36 172.19443),(37 175.5883),(38 175.05597),(39 172.32483),(40 174.35266),(41 172.33603),(42 172.024),(43 175.1348),(44 174.43214),(45 170.95967),(46 171.6608),(47 171.94643),(48 170.46223),(49 169.94269),(50 170.2683),(51 169.31181),(52 172.33769),(53 172.30107),(54 170.58673),(55 170.48409),(56 167.67473),(57 166.55008),(58 170.13033),(59 175.66658),(60 176.65485),(61 178.17224),(62 178.29796),(63 174.97868),(64 174.29451),(65 174.11485),(66 174.44173),(67 174.97922),(68 179.18826),(69 178.87872),(70 179.4722),(71 173.26572),(72 170.92511),(73 169.92505),(74 171.43344),(75 172.088),(76 170.61328),(77 174.54791),(78 174.41183),(79 173.4049),
(1 157.05743),(2 172.039),(3 180.19647),(4 184.04295),(5 184.73076),(6 184.59186),(7 182.90132),(8 178.54816),(9 178.5014),(10 178.26381),(11 179.57767),(12 181.58484),(13 183.42094),(14 185.96371),(15 180.53532),(16 181.24193),(17 180.25496),(18 178.43094),(19 176.68214),(20 177.36743),(21 176.54372),(22 175.24562),(23 175.94185),(24 173.57893),(25 173.47119),(26 175.95918),(27 174.60564),(28 177.13985),(29 175.43451),(30 175.88344),(31 175.19713),(32 175.26312),(33 174.07455),(34 177.68146),(35 176.83978),(36 174.08426),(37 174.63501),(38 173.13007),(39 173.82452),(40 176.46962),(41 173.7687),(42 176.71298),(43 178.31973),(44 180.49638),(45 178.94539),(46 174.80475),(47 171.70203),(48 170.72884),(49 168.18394),(50 170.28012),(51 172.4447),(52 176.17117),(53 173.77782),(54 172.45047),(55 173.88788),(56 172.58095),(57 172.70625),(58 174.16151),(59 175.27943),(60 179.22342),(61 178.37886),(62 179.26263),(63 176.28764),(64 174.67664),(65 177.7965),(66 179.02635),(67 179.54659),(68 179.42569),(69 180.1571),(70 181.62415),(71 177.4868),(72 178.28697),(73 174.7465),(74 174.99573),(75 175.56796),(76 174.59886),(77 176.9951),(78 179.8383),(79 181.23157),
(1 154.47353),(2 170.91974),(3 174.28423),(4 179.57489),(5 176.38046),(6 178.60422),(7 173.78151),(8 174.69957),(9 176.40158),(10 177.98244),(11 178.87363),(12 177.10608),(13 178.64276),(14 178.84389),(15 177.50642),(16 177.01222),(17 177.53043),(18 177.147),(19 176.68901),(20 179.46284),(21 178.56581),(22 176.87506),(23 174.94843),(24 174.93317),(25 175.48933),(26 175.86461),(27 175.06932),(28 178.55582),(29 176.99832),(30 176.1879),(31 176.31343),(32 178.25868),(33 177.76976),(34 178.43787),(35 178.71573),(36 176.49417),(37 177.51976),(38 175.72058),(39 174.95432),(40 172.27019),(41 172.99078),(42 174.91193),(43 176.12952),(44 175.03743),(45 174.60147),(46 172.21788),(47 172.02351),(48 173.43887),(49 171.0058),(50 171.8054),(51 171.54755),(52 176.46965),(53 174.05992),(54 171.95627),(55 172.73833),(56 171.11374),(57 168.61534),(58 169.65598),(59 174.98036),(60 178.96916),(61 178.44403),(62 178.06673),(63 176.69151),(64 175.91066),(65 174.90434),(66 174.72908),(67 174.5237),(68 176.68195),(69 180.24818),(70 179.74446),(71 177.08354),(72 173.50116),(73 170.97179),(74 171.26422),(75 171.65633),(76 173.73608),(77 172.95148),(78 177.22092),(79 177.92206),
(1 160.78046),(2 175.27518),(3 182.78227),(4 185.15364),(5 181.65776),(6 179.49281),(7 178.29276),(8 179.21777),(9 179.86925),(10 180.34914),(11 178.9614),(12 182.3423),(13 183.26369),(14 183.4905),(15 179.14317),(16 180.43379),(17 182.33891),(18 183.75418),(19 182.3618),(20 184.0801),(21 178.5247),(22 178.284),(23 176.53598),(24 178.05098),(25 177.67386),(26 176.04912),(27 177.3289),(28 181.84482),(29 178.87866),(30 178.30342),(31 180.63646),(32 181.04747),(33 179.5578),(34 181.15836),(35 182.03291),(36 176.52835),(37 179.45927),(38 180.88953),(39 179.25186),(40 179.25787),(41 178.8634),(42 177.47578),(43 178.3743),(44 178.39253),(45 178.52628),(46 176.03825),(47 178.34962),(48 173.89058),(49 173.38156),(50 174.04846),(51 174.47432),(52 176.94498),(53 177.01703),(54 176.70103),(55 177.17398),(56 176.62056),(57 171.86769),(58 174.16483),(59 178.96349),(60 183.33006),(61 183.94276),(62 184.6633),(63 182.15166),(64 180.6281),(65 177.45978),(66 177.97507),(67 178.88551),(68 180.47307),(69 183.8131),(70 183.73601),(71 180.32558),(72 177.3963),(73 175.16035),(74 176.4442),(75 176.63312),(76 175.02054),(77 176.74373),(78 179.31262),(79 177.40343),
(1 157.10487),(2 171.23108),(3 178.40735),(4 180.94221),(5 184.02547),(6 181.82971),(7 177.84985),(8 178.61214),(9 173.47525),(10 178.9057),(11 180.4547),(12 178.97885),(13 180.63812),(14 182.79529),(15 181.32979),(16 177.41487),(17 177.4022),(18 173.46796),(19 173.50842),(20 173.687),(21 172.99704),(22 174.83377),(23 174.39497),(24 169.80867),(25 172.43768),(26 173.21231),(27 172.48245),(28 173.2236),(29 174.01933),(30 173.77739),(31 171.4215),(32 172.65723),(33 172.68488),(34 173.83005),(35 172.94182),(36 170.32727),(37 172.19601),(38 171.29726),(39 168.48654),(40 170.76564),(41 172.69922),(42 176.40274),(43 176.7129),(44 175.6757),(45 174.62006),(46 172.78796),(47 169.0227),(48 164.80669),(49 166.92764),(50 168.78024),(51 167.81816),(52 174.03984),(53 172.13962),(54 169.01134),(55 170.80962),(56 173.5329),(57 172.54886),(58 174.3058),(59 176.48753),(60 178.38719),(61 179.64087),(62 178.04025),(63 173.45132),(64 172.2024),(65 174.15788),(66 175.09428),(67 177.47206),(68 178.12051),(69 181.29321),(70 180.971),(71 176.97928),(72 176.19064),(73 175.34698),(74 173.9437),(75 173.61809),(76 173.08916),(77 172.87396),(78 175.90904),(79 179.35875),
(1 153.79195),(2 167.1991),(3 173.6614),(4 175.66846),(5 174.5),(6 173.22078),(7 172.38908),(8 171.95015),(9 174.60146),(10 175.11754),(11 174.46988),(12 173.60559),(13 175.85461),(14 174.35446),(15 170.81805),(16 172.4813),(17 174.34393),(18 173.7222),(19 175.08553),(20 173.22937),(21 171.65442),(22 171.36066),(23 171.02654),(24 170.3543),(25 169.78784),(26 172.46074),(27 172.41902),(28 172.95946),(29 170.95795),(30 169.24748),(31 169.61084),(32 172.12643),(33 170.6589),(34 172.96979),(35 173.46161),(36 171.5405),(37 173.64629),(38 171.30496),(39 169.82986),(40 171.45007),(41 172.47658),(42 171.3661),(43 170.74384),(44 172.38503),(45 170.47511),(46 170.48532),(47 170.4406),(48 171.34052),(49 168.828),(50 167.59645),(51 166.70378),(52 168.76395),(53 170.5504),(54 168.83623),(55 166.31189),(56 168.16245),(57 166.22734),(58 168.22865),(59 174.75374),(60 176.57683),(61 174.85321),(62 175.28836),(63 174.5709),(64 173.07211),(65 171.86618),(66 170.09026),(67 173.51018),(68 173.98845),(69 174.78973),(70 175.05322),(71 172.1361),(72 169.68175),(73 166.55597),(74 170.23135),(75 166.7384),(76 170.12375),(77 169.86337),(78 172.78557),(79 172.01648),
(1 157.95987),(2 173.35866),(3 178.1442),(4 178.02116),(5 178.2981),(6 178.66454),(7 176.66101),(8 174.1968),(9 175.7991),(10 175.6601),(11 176.28381),(12 177.73706),(13 176.55923),(14 179.48936),(15 175.13423),(16 175.96725),(17 177.73589),(18 177.70926),(19 182.20909),(20 180.77147),(21 178.99858),(22 177.03917),(23 174.56337),(24 175.205),(25 174.36272),(26 176.09288),(27 175.59526),(28 177.96834),(29 175.28564),(30 173.74252),(31 176.29242),(32 178.40546),(33 178.861),(34 179.11),(35 177.61295),(36 174.30072),(37 176.9837),(38 176.82211),(39 174.7184),(40 176.71533),(41 176.89333),(42 178.37863),(43 175.49382),(44 177.85265),(45 174.22998),(46 174.20863),(47 176.83696),(48 173.79532),(49 173.96017),(50 173.38327),(51 172.17104),(52 174.9597),(53 174.938),(54 176.42044),(55 174.47469),(56 172.73389),(57 171.78912),(58 171.53702),(59 176.06256),(60 180.35025),(61 180.66034),(62 182.36906),(63 178.72118),(64 177.61218),(65 176.99435),(66 178.50641),(67 177.93372),(68 178.7952),(69 182.00108),(70 180.79742),(71 177.69252),(72 174.68527),(73 175.15791),(74 173.9819),(75 175.06725),(76 173.12112),(77 175.10924),(78 176.72845),(79 177.26804),
