1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 396.42395),(2 523.4236),(3 552.8102),(4 574.96405),(5 600.26746),(6 592.83514),(7 607.0076),(8 626.1923),(9 611.6785),(10 619.01276),(11 630.1029),(12 631.0025),(13 635.8952),(14 626.81635),(15 620.7415),(16 636.8575),(17 619.357),(18 621.8438),(19 639.1078),(20 638.1636),(21 636.0141),(22 641.71826),(23 628.9438),(24 636.1059),(25 649.8837),(26 642.4393),(27 649.39325),(28 664.52466),(29 651.5329),(30 657.8627),(31 667.04205),(32 662.42725),(33 667.42944),(34 654.5199),(35 660.2917),(36 676.42584),(37 666.86975),(38 665.4267),(39 677.4663),(40 656.77155),(41 660.3697),(42 676.8785),(43 660.4482),(44 666.96356),(45 668.1363),(46 669.9505),(47 667.0266),(48 674.88153),(49 674.7587),(50 686.9475),(51 673.79974),(52 675.3494),(53 684.93384),(54 680.5438),(55 686.3448),(56 685.88885),(57 682.4656),(58 691.82355),(59 691.24084),(60 681.34753),(61 702.94336),(62 692.3997),(63 689.3361),(64 704.4136),(65 688.97125),(66 693.6476),(67 685.15326),(68 690.84064),(69 704.0496),(70 690.5467),(71 690.79333),(72 702.24384),(73 687.521),(74 686.5567),(75 703.1657),(76 682.62744),(77 680.9276),(78 670.1546),(79 660.7739),
(1 396.5071),(2 516.3681),(3 544.9271),(4 562.7646),(5 584.0641),(6 584.45264),(7 588.78467),(8 605.8895),(9 605.92285),(10 613.72784),(11 619.5281),(12 616.19366),(13 621.4846),(14 610.4428),(15 614.1695),(16 630.952),(17 620.59656),(18 616.6565),(19 626.9423),(20 629.3962),(21 633.4683),(22 635.4245),(23 630.2035),(24 639.2105),(25 656.58026),(26 645.3785),(27 652.54425),(28 664.7522),(29 658.7166),(30 660.2735),(31 671.59845),(32 668.3262),(33 672.92206),(34 663.8845),(35 657.74084),(36 672.8844),(37 669.77637),(38 667.4968),(39 669.65955),(40 652.4557),(41 654.8133),(42 668.1007),(43 660.3401),(44 661.22),(45 662.2964),(46 660.3109),(47 656.259),(48 672.2644),(49 665.9865),(50 676.67303),(51 672.7587),(52 672.7456),(53 678.2764),(54 675.1554),(55 675.80237),(56 676.79584),(57 672.9151),(58 681.7949),(59 678.5335),(60 674.3563),(61 694.9249),(62 683.0665),(63 680.8333),(64 691.8577),(65 680.5249),(66 682.40717),(67 675.69507),(68 679.7609),(69 681.90765),(70 674.2522),(71 672.0081),(72 679.91766),(73 672.8403),(74 664.98376),(75 678.2074),(76 663.0444),(77 668.0313),(78 659.57544),(79 655.28015),
(1 396.75708),(2 512.4497),(3 540.2974),(4 561.9193),(5 586.63855),(6 592.9166),(7 609.1588),(8 623.7707),(9 617.4617),(10 616.1302),(11 626.41284),(12 614.7033),(13 635.4886),(14 616.57214),(15 611.87384),(16 622.167),(17 613.36395),(18 603.9165),(19 620.69775),(20 618.41),(21 619.9901),(22 627.2626),(23 625.0657),(24 636.94684),(25 643.8846),(26 643.0717),(27 654.036),(28 655.248),(29 651.0663),(30 645.2498),(31 662.67596),(32 658.1921),(33 660.11536),(34 639.74194),(35 636.7595),(36 654.9031),(37 649.0371),(38 645.86115),(39 649.9511),(40 632.9164),(41 635.9674),(42 648.1556),(43 636.4702),(44 634.1234),(45 648.90125),(46 650.2152),(47 648.54156),(48 666.73834),(49 660.95526),(50 675.111),(51 667.2854),(52 669.7293),(53 682.839),(54 666.8858),(55 666.9357),(56 670.71124),(57 665.39594),(58 671.1342),(59 671.3488),(60 673.07074),(61 686.5363),(62 678.74927),(63 674.1329),(64 684.18054),(65 671.8435),(66 672.8872),(67 664.8927),(68 665.87006),(69 682.0449),(70 671.48193),(71 671.6123),(72 683.07306),(73 676.0471),(74 663.0205),(75 680.91235),(76 661.50964),(77 665.7487),(78 657.8164),(79 648.86145),
(1 398.12396),(2 526.77747),(3 556.5038),(4 568.0558),(5 592.69257),(6 594.20715),(7 611.9279),(8 625.6792),(9 625.8438),(10 621.0992),(11 626.51324),(12 625.28955),(13 644.765),(14 637.5966),(15 638.23303),(16 649.8096),(17 645.66766),(18 641.4578),(19 651.8105),(20 646.94714),(21 644.7983),(22 655.0114),(23 650.92377),(24 651.3829),(25 665.86633),(26 662.8293),(27 674.55884),(28 668.60175),(29 663.6623),(30 662.38324),(31 677.83594),(32 670.9741),(33 670.2363),(34 661.7413),(35 660.0939),(36 676.1739),(37 664.7506),(38 660.56177),(39 665.781),(40 646.63544),(41 638.4729),(42 653.93097),(43 655.21014),(44 650.41266),(45 663.9585),(46 657.3104),(47 661.60925),(48 668.22943),(49 664.78235),(50 673.1102),(51 677.6542),(52 677.49194),(53 692.13306),(54 683.54565),(55 679.0547),(56 684.7966),(57 684.7188),(58 704.06226),(59 686.90485),(60 687.55475),(61 689.3763),(62 676.6025),(63 677.3261),(64 697.7521),(65 694.9193),(66 702.5001),(67 696.19147),(68 700.69965),(69 700.8671),(70 696.3392),(71 689.9051),(72 698.6252),(73 689.9436),(74 678.2259),(75 687.15784),(76 675.08496),(77 680.15796),(78 671.22614),(79 667.3163),
(1 397.59012),(2 528.4264),(3 561.1968),(4 577.3974),(5 590.3609),(6 592.81934),(7 609.03424),(8 622.60785),(9 628.56195),(10 624.87384),(11 631.5546),(12 621.8654),(13 635.66583),(14 631.5197),(15 629.4953),(16 637.217),(17 628.6642),(18 625.4366),(19 635.2138),(20 629.64606),(21 627.9694),(22 641.8011),(23 643.24927),(24 653.69366),(25 661.0957),(26 647.1251),(27 647.60004),(28 650.4971),(29 646.7873),(30 649.54767),(31 664.74567),(32 651.0001),(33 651.2026),(34 644.2283),(35 643.80505),(36 658.2442),(37 653.7246),(38 649.508),(39 652.9148),(40 643.17236),(41 634.52344),(42 654.8781),(43 642.50055),(44 643.0882),(45 658.5352),(46 654.0072),(47 651.722),(48 658.97516),(49 657.5344),(50 671.8568),(51 676.8973),(52 667.792),(53 672.94977),(54 667.8563),(55 671.67084),(56 671.2753),(57 673.0048),(58 695.16675),(59 681.8779),(60 686.53687),(61 692.9074),(62 682.80536),(63 669.40356),(64 684.8527),(65 672.93475),(66 678.89685),(67 675.28436),(68 668.3947),(69 679.3132),(70 665.3534),(71 662.0751),(72 670.3074),(73 661.0915),(74 648.4473),(75 653.1281),(76 645.0322),(77 644.5386),(78 643.4487),(79 634.0804),
(1 396.37506),(2 526.30884),(3 554.33167),(4 574.1167),(5 589.0233),(6 591.8291),(7 607.3418),(8 616.8856),(9 611.92114),(10 616.5773),(11 624.9198),(12 621.2805),(13 620.822),(14 619.9926),(15 623.97864),(16 636.2807),(17 625.0111),(18 616.18256),(19 629.95825),(20 623.39655),(21 624.6338),(22 629.81006),(23 631.50323),(24 628.92896),(25 639.6763),(26 629.60565),(27 637.5684),(28 645.84204),(29 639.43774),(30 642.4547),(31 647.2536),(32 641.9379),(33 650.0373),(34 642.9008),(35 648.2505),(36 655.2099),(37 647.5899),(38 647.5861),(39 641.27655),(40 630.37756),(41 632.5803),(42 647.1558),(43 635.6795),(44 637.1786),(45 650.20636),(46 646.29767),(47 643.1892),(48 648.21136),(49 646.253),(50 662.8651),(51 655.2175),(52 646.4578),(53 648.8778),(54 644.79016),(55 654.7624),(56 653.807),(57 648.2083),(58 664.11975),(59 659.9182),(60 658.9486),(61 667.40204),(62 660.2638),(63 655.5207),(64 655.421),(65 653.8367),(66 654.27203),(67 647.2039),(68 649.3363),(69 666.0644),(70 658.9971),(71 650.48047),(72 660.6233),(73 655.0247),(74 643.71515),(75 656.2902),(76 640.01556),(77 637.7072),(78 639.9693),(79 634.05896),
(1 394.7537),(2 518.2559),(3 555.0249),(4 578.29407),(5 589.2176),(6 588.0282),(7 597.02655),(8 608.5184),(9 610.31134),(10 615.7315),(11 619.492),(12 616.82086),(13 622.9154),(14 619.30444),(15 625.6328),(16 632.9009),(17 624.9152),(18 612.4391),(19 619.0014),(20 614.9754),(21 611.35065),(22 617.2358),(23 612.13745),(24 627.0084),(25 636.0585),(26 633.3001),(27 630.4222),(28 643.5499),(29 633.8581),(30 631.09076),(31 643.7096),(32 635.95337),(33 644.62915),(34 636.5251),(35 631.9864),(36 647.3007),(37 636.755),(38 637.5806),(39 642.57684),(40 628.28033),(41 631.7763),(42 645.9355),(43 638.38367),(44 643.2592),(45 644.5979),(46 640.8681),(47 640.5228),(48 651.5758),(49 647.50037),(50 660.9716),(51 652.5073),(52 639.5798),(53 646.23267),(54 645.95135),(55 655.2244),(56 647.1054),(57 648.7368),(58 666.3427),(59 663.9709),(60 652.99164),(61 663.5643),(62 657.4679),(63 653.3233),(64 662.9055),(65 648.51825),(66 656.76215),(67 653.4059),(68 648.03253),(69 661.743),(70 646.59503),(71 636.60016),(72 638.148),(73 634.767),(74 634.17334),(75 649.0351),(76 634.9739),(77 636.2829),(78 628.44183),(79 624.94885),
(1 381.82947),(2 506.89874),(3 538.7083),(4 552.441),(5 575.0383),(6 574.14813),(7 586.5042),(8 595.1284),(9 589.60706),(10 589.0281),(11 603.0752),(12 602.43524),(13 608.26843),(14 597.9356),(15 603.15076),(16 613.93384),(17 603.1705),(18 594.78827),(19 604.423),(20 603.3043),(21 601.09814),(22 615.32605),(23 612.4293),(24 613.82904),(25 621.85254),(26 622.70776),(27 627.5635),(28 642.6833),(29 627.6973),(30 618.7678),(31 632.4392),(32 622.5585),(33 637.6268),(34 626.6787),(35 622.67426),(36 637.0921),(37 621.78766),(38 620.3178),(39 616.2009),(40 611.7606),(41 611.9558),(42 622.158),(43 611.24634),(44 611.3858),(45 623.4466),(46 619.378),(47 620.6222),(48 632.1215),(49 628.2536),(50 640.73145),(51 636.2965),(52 624.54474),(53 637.76624),(54 630.5215),(55 641.56696),(56 637.4725),(57 635.1643),(58 650.17737),(59 643.7677),(60 643.09064),(61 658.44946),(62 646.58185),(63 642.5175),(64 650.1167),(65 643.4313),(66 649.4356),(67 643.3071),(68 647.10626),(69 654.96356),(70 642.6137),(71 637.0313),(72 644.0613),(73 642.49243),(74 627.1635),(75 642.66693),(76 632.2387),(77 635.57245),(78 625.4057),(79 621.6743),
(1 388.46283),(2 505.39413),(3 538.46423),(4 555.37866),(5 577.14386),(6 576.4326),(7 577.81934),(8 583.45685),(9 579.3695),(10 578.1397),(11 592.5199),(12 587.5815),(13 598.6151),(14 594.03326),(15 591.33734),(16 600.71735),(17 594.78546),(18 603.9439),(19 612.7837),(20 604.6385),(21 598.5974),(22 608.53357),(23 594.9504),(24 601.2869),(25 607.3437),(26 600.535),(27 615.88855),(28 628.5535),(29 613.6893),(30 606.9552),(31 625.4957),(32 608.69434),(33 622.5911),(34 611.2968),(35 612.4034),(36 617.8039),(37 610.56537),(38 616.0992),(39 618.55536),(40 602.0774),(41 593.70935),(42 603.818),(43 593.95264),(44 592.5543),(45 607.46484),(46 597.74146),(47 602.5862),(48 612.56964),(49 614.1096),(50 623.07104),(51 624.1375),(52 617.7114),(53 628.1794),(54 620.1953),(55 626.04565),(56 626.3176),(57 615.86847),(58 634.89655),(59 632.87744),(60 623.78107),(61 641.9421),(62 636.87134),(63 632.3659),(64 643.0204),(65 630.2905),(66 630.8699),(67 630.258),(68 627.5326),(69 639.1586),(70 628.55695),(71 616.08496),(72 619.03766),(73 623.2267),(74 621.83954),(75 636.159),(76 625.8598),(77 628.0225),(78 620.49585),(79 614.23975),
(1 383.04758),(2 491.25684),(3 522.3458),(4 538.30566),(5 562.01117),(6 563.4267),(7 571.4012),(8 578.90845),(9 568.48553),(10 571.19635),(11 573.9485),(12 574.3325),(13 588.1881),(14 576.7311),(15 573.53125),(16 593.4178),(17 587.3138),(18 591.3255),(19 610.49744),(20 600.1203),(21 589.83905),(22 603.76154),(23 603.73816),(24 601.77374),(25 610.0626),(26 602.76135),(27 621.7966),(28 639.74316),(29 620.9053),(30 617.6959),(31 626.6603),(32 620.22015),(33 638.6804),(34 622.40497),(35 627.0807),(36 637.03656),(37 627.8338),(38 621.00006),(39 629.47754),(40 613.539),(41 607.01086),(42 620.3604),(43 608.3201),(44 597.27374),(45 610.8029),(46 599.80066),(47 603.1769),(48 614.22296),(49 607.0552),(50 624.5399),(51 619.9016),(52 611.20685),(53 621.33813),(54 609.3176),(55 620.7742),(56 618.53156),(57 612.2478),(58 635.12286),(59 631.95026),(60 635.3034),(61 647.47876),(62 634.4065),(63 626.9327),(64 634.4144),(65 624.0066),(66 630.01294),(67 622.6569),(68 628.0614),(69 632.55133),(70 625.58044),(71 619.269),(72 636.6049),(73 626.25494),(74 621.5428),(75 640.91364),(76 628.7334),(77 622.5865),(78 617.59674),(79 605.74115),
(1 386.25055),(2 493.4992),(3 530.2839),(4 539.2406),(5 563.50433),(6 567.1552),(7 570.4492),(8 574.5573),(9 567.42377),(10 566.90814),(11 574.613),(12 565.17194),(13 576.8576),(14 568.8761),(15 572.1034),(16 586.9126),(17 574.5922),(18 581.16345),(19 594.7454),(20 576.4361),(21 571.353),(22 587.8848),(23 593.41296),(24 602.9802),(25 613.8548),(26 597.37823),(27 619.9003),(28 639.03394),(29 617.1189),(30 617.22577),(31 629.95544),(32 621.0176),(33 631.1081),(34 621.6739),(35 620.16534),(36 630.38165),(37 623.8619),(38 615.6829),(39 631.231),(40 621.4632),(41 604.40326),(42 610.71313),(43 597.2982),(44 600.27325),(45 620.232),(46 605.49335),(47 599.5234),(48 615.9741),(49 613.9669),(50 621.5002),(51 611.6219),(52 616.5169),(53 619.93896),(54 610.7373),(55 621.08405),(56 621.7321),(57 620.3573),(58 625.67316),(59 620.97015),(60 618.6991),(61 638.33356),(62 624.58685),(63 617.4085),(64 625.14014),(65 620.6957),(66 625.27765),(67 627.34064),(68 625.42474),(69 635.9549),(70 631.5438),(71 617.9674),(72 632.2941),(73 624.13824),(74 618.5462),(75 635.16125),(76 623.526),(77 631.66956),(78 620.10333),(79 609.7167),
(1 390.60782),(2 508.24188),(3 547.645),(4 560.13855),(5 583.14417),(6 583.679),(7 587.5202),(8 593.2396),(9 585.10693),(10 583.481),(11 600.1387),(12 595.09515),(13 611.65015),(14 593.35547),(15 594.20044),(16 609.137),(17 605.87335),(18 602.40326),(19 616.74756),(20 603.614),(21 600.813),(22 614.94165),(23 613.66644),(24 618.2943),(25 624.6287),(26 613.98865),(27 635.5497),(28 650.6811),(29 624.4329),(30 621.35236),(31 636.43585),(32 625.89197),(33 631.2825),(34 620.13544),(35 619.45654),(36 631.8389),(37 625.8505),(38 619.0002),(39 629.4873),(40 612.8148),(41 608.33765),(42 619.72424),(43 610.27094),(44 615.22894),(45 627.1993),(46 617.9771),(47 617.8386),(48 629.5879),(49 617.81726),(50 626.4217),(51 617.4191),(52 615.49884),(53 621.82935),(54 616.224),(55 626.7761),(56 630.74725),(57 634.59595),(58 639.7005),(59 631.3086),(60 621.65826),(61 639.8037),(62 630.0915),(63 630.7416),(64 640.41425),(65 631.714),(66 641.1342),(67 632.56976),(68 637.53503),(69 644.06287),(70 641.0509),(71 635.81805),(72 637.6251),(73 634.84546),(74 630.76587),(75 645.6514),(76 624.0443),(77 629.38367),(78 628.3744),(79 619.8351),
(1 385.88983),(2 505.16608),(3 544.0271),(4 550.2149),(5 569.0888),(6 572.65356),(7 578.33374),(8 581.1615),(9 573.10785),(10 577.3205),(11 591.5127),(12 596.1566),(13 619.1136),(14 595.4738),(15 587.7201),(16 598.51776),(17 587.37085),(18 590.72894),(19 598.2814),(20 588.317),(21 585.06116),(22 601.3861),(23 598.2756),(24 593.11346),(25 603.84827),(26 592.1142),(27 608.78253),(28 633.847),(29 610.4581),(30 610.1885),(31 616.74677),(32 600.13165),(33 608.90186),(34 599.59705),(35 594.2771),(36 608.82263),(37 601.0111),(38 599.8298),(39 612.0355),(40 599.12646),(41 595.70764),(42 603.81976),(43 596.9194),(44 600.75024),(45 621.2409),(46 606.6443),(47 600.87836),(48 613.8323),(49 598.59784),(50 615.5558),(51 613.60834),(52 612.7624),(53 622.1266),(54 615.59204),(55 627.29443),(56 632.4429),(57 616.9161),(58 633.40186),(59 616.9144),(60 605.9219),(61 614.42035),(62 607.7042),(63 604.23944),(64 612.9903),(65 606.0506),(66 615.50946),(67 606.9372),(68 610.7684),(69 627.04834),(70 628.5632),(71 622.02704),(72 626.05475),(73 618.36804),(74 618.33997),(75 626.4096),(76 615.38837),(77 617.6062),(78 610.55524),(79 599.27155),
(1 386.66077),(2 498.6952),(3 534.43713),(4 547.9474),(5 570.3286),(6 581.1328),(7 573.5964),(8 585.31067),(9 580.6756),(10 578.67896),(11 592.6953),(12 596.47003),(13 611.3563),(14 597.25665),(15 597.08496),(16 610.5208),(17 597.5218),(18 598.9046),(19 602.10077),(20 598.64734),(21 599.06244),(22 615.0753),(23 612.15295),(24 606.1105),(25 616.1406),(26 603.33307),(27 619.43134),(28 635.48004),(29 606.96826),(30 605.63055),(31 619.5431),(32 619.6509),(33 614.89026),(34 606.61646),(35 608.0839),(36 622.9957),(37 611.10406),(38 614.1989),(39 624.81793),(40 612.1881),(41 612.0308),(42 616.13367),(43 608.33594),(44 606.75464),(45 620.15326),(46 613.6092),(47 611.9295),(48 610.74243),(49 591.5664),(50 613.3234),(51 609.4891),(52 608.6933),(53 619.86945),(54 626.4488),(55 629.8234),(56 631.2016),(57 631.42096),(58 642.366),(59 630.5447),(60 620.7441),(61 640.5836),(62 626.104),(63 624.2544),(64 635.10376),(65 627.48804),(66 631.9509),(67 627.73193),(68 625.5195),(69 631.1777),(70 624.4578),(71 622.3208),(72 635.0646),(73 623.4646),(74 617.77344),(75 624.80725),(76 619.3072),(77 625.21967),(78 612.06604),(79 605.22296),
(1 380.79172),(2 495.46704),(3 528.62726),(4 548.28125),(5 575.14954),(6 576.02893),(7 579.3097),(8 584.76373),(9 583.90686),(10 583.1591),(11 592.50323),(12 598.72144),(13 601.5662),(14 587.4941),(15 591.3075),(16 594.2403),(17 577.53064),(18 576.3688),(19 588.7412),(20 588.1752),(21 588.7122),(22 601.41956),(23 599.73615),(24 604.85974),(25 614.14105),(26 598.28815),(27 608.3181),(28 625.50214),(29 609.7821),(30 608.19006),(31 625.4626),(32 609.31305),(33 608.1299),(34 597.3177),(35 602.3664),(36 610.8278),(37 603.2848),(38 609.14276),(39 611.335),(40 598.9023),(41 593.19604),(42 600.8869),(43 602.7129),(44 608.29364),(45 619.85645),(46 604.7362),(47 606.18695),(48 610.736),(49 593.2209),(50 602.32056),(51 596.6277),(52 596.2632),(53 609.95776),(54 612.32404),(55 618.0934),(56 620.6551),(57 616.3749),(58 627.35693),(59 614.9725),(60 604.3509),(61 613.1696),(62 608.4952),(63 599.8697),(64 605.69446),(65 598.4121),(66 610.3485),(67 611.9679),(68 615.183),(69 627.5089),(70 615.10876),(71 617.30963),(72 626.8599),(73 620.246),(74 614.5399),(75 625.5436),(76 614.0627),(77 614.8142),(78 611.10345),(79 601.29755),
(1 384.03384),(2 499.8157),(3 525.29974),(4 535.2395),(5 566.621),(6 565.01373),(7 569.83),(8 587.65),(9 585.70624),(10 579.2829),(11 591.29407),(12 594.9808),(13 611.68225),(14 600.23004),(15 596.5585),(16 591.9522),(17 573.29785),(18 576.2672),(19 580.74713),(20 582.15454),(21 586.99084),(22 595.59296),(23 589.53644),(24 587.7369),(25 599.43146),(26 586.4773),(27 600.1549),(28 615.2657),(29 603.89905),(30 598.31067),(31 612.465),(32 601.03687),(33 601.78217),(34 593.16754),(35 594.3564),(36 604.5615),(37 597.7111),(38 602.25323),(39 605.2605),(40 592.4769),(41 588.6406),(42 594.0853),(43 595.64557),(44 605.7563),(45 616.4471),(46 606.4798),(47 606.8915),(48 622.51025),(49 617.41095),(50 628.44727),(51 613.2436),(52 610.7217),(53 632.0948),(54 624.8683),(55 637.3603),(56 633.3294),(57 623.52814),(58 636.1245),(59 625.3946),(60 625.1476),(61 634.43524),(62 625.87115),(63 622.9696),(64 633.5522),(65 622.6839),(66 622.75995),(67 622.32104),(68 627.3803),(69 631.59717),(70 629.391),(71 624.2612),(72 627.865),(73 620.2684),(74 616.93866),(75 630.56024),(76 615.3738),(77 623.27466),(78 613.7088),(79 607.48724),
(1 385.3694),(2 500.27106),(3 522.5971),(4 535.38245),(5 556.67114),(6 547.26764),(7 553.5855),(8 575.4245),(9 576.9426),(10 572.9629),(11 583.27203),(12 581.5763),(13 596.3825),(14 589.065),(15 592.9943),(16 585.44275),(17 567.99994),(18 575.9979),(19 586.3895),(20 582.0989),(21 577.27136),(22 601.14294),(23 585.4056),(24 584.02106),(25 602.2458),(26 589.196),(27 602.4051),(28 612.8553),(29 605.3173),(30 599.8174),(31 618.85657),(32 606.5941),(33 614.9566),(34 604.461),(35 602.11914),(36 606.1154),(37 595.7961),(38 595.287),(39 604.5447),(40 598.1136),(41 593.7419),(42 610.1406),(43 613.8509),(44 619.80304),(45 620.292),(46 603.8301),(47 607.0164),(48 620.8362),(49 616.0323),(50 630.2768),(51 625.9315),(52 615.37335),(53 626.5383),(54 624.6347),(55 635.2178),(56 625.51965),(57 610.7472),(58 622.2028),(59 618.5112),(60 621.51587),(61 627.2707),(62 626.8058),(63 622.59143),(64 634.06915),(65 622.31866),(66 622.48065),(67 627.6124),(68 624.9341),(69 633.6876),(70 622.6011),(71 621.52954),(72 626.5809),(73 619.31165),(74 610.22),(75 622.84784),(76 609.7284),(77 607.49805),(78 605.86884),(79 602.67053),
(1 372.83838),(2 496.00266),(3 518.8077),(4 531.3352),(5 553.8097),(6 540.2968),(7 535.3221),(8 555.89417),(9 563.11084),(10 570.5468),(11 575.1069),(12 569.73987),(13 580.277),(14 562.88245),(15 557.0467),(16 561.4712),(17 547.4306),(18 545.6471),(19 557.33997),(20 550.9384),(21 552.76917),(22 571.0934),(23 563.69696),(24 565.8962),(25 584.91644),(26 579.50366),(27 591.9172),(28 594.8933),(29 588.1347),(30 585.7942),(31 605.7553),(32 593.1206),(33 598.62823),(34 580.7362),(35 578.17194),(36 585.9649),(37 580.1714),(38 576.54816),(39 589.24615),(40 574.4227),(41 565.84814),(42 584.6832),(43 579.21936),(44 586.0867),(45 586.95795),(46 577.7865),(47 575.4268),(48 586.8745),(49 585.7763),(50 605.28235),(51 603.18414),(52 597.2605),(53 603.9481),(54 592.7999),(55 605.5553),(56 602.5482),(57 597.5207),(58 610.6221),(59 608.8178),(60 602.9261),(61 612.0103),(62 606.5596),(63 609.4405),(64 619.47003),(65 605.8352),(66 611.47),(67 611.6079),(68 606.3403),(69 613.1404),(70 607.6706),(71 599.712),(72 609.2936),(73 604.5092),(74 597.2114),(75 605.2823),(76 589.69855),(77 599.46277),(78 594.18774),(79 585.1292),
(1 383.64575),(2 512.27423),(3 530.02344),(4 548.9659),(5 563.3152),(6 558.6702),(7 561.9367),(8 573.36554),(9 575.92834),(10 583.54224),(11 586.8468),(12 578.53766),(13 589.4214),(14 579.6184),(15 576.963),(16 568.83417),(17 561.9061),(18 567.10425),(19 573.06757),(20 563.872),(21 564.0048),(22 593.15875),(23 588.17),(24 581.7578),(25 594.9358),(26 583.762),(27 605.44293),(28 615.5303),(29 594.52026),(30 593.46497),(31 609.2626),(32 597.2944),(33 613.9184),(34 600.5731),(35 600.7623),(36 603.9981),(37 594.356),(38 587.684),(39 590.5232),(40 580.0326),(41 580.21277),(42 597.7876),(43 586.61255),(44 585.7031),(45 598.2254),(46 593.53876),(47 589.73267),(48 587.3559),(49 583.8816),(50 604.43567),(51 603.246),(52 607.1422),(53 610.64154),(54 606.1486),(55 613.1704),(56 615.2155),(57 608.13885),(58 618.359),(59 621.38446),(60 627.10535),(61 637.0636),(62 629.3772),(63 626.7344),(64 639.0336),(65 632.8406),(66 633.27795),(67 621.17804),(68 624.2173),(69 633.0268),(70 625.9056),(71 620.00226),(72 631.08203),(73 632.4383),(74 617.28735),(75 624.2384),(76 606.45013),(77 613.1832),(78 606.55035),(79 599.41266),
