1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 52914.11),(2 162064.8),(3 291417.5),(4 437319.9),(5 581726.7),(6 744296.5),(7 886697.8),(8 1023094.94),(9 1148563.5),(10 1248484.6),(11 1340092.6),(12 1426317.4),(13 1540060),(14 1684680.4),(15 1821752.4),(16 1965965.4),(17 2122831.8),(18 2250421.3),(19 2354403.3),(20 2403085.3),(21 2431438),(22 2442068.3),(23 2434105.8),(24 2423256),(25 2410689),(26 2431707),(27 2477258.3),(28 2529107.8),(29 2614715.5),(30 2710544.3),(31 2774201),(32 2819536),(33 2893143.8),(34 2917842),(35 2953782.8),(36 2991723.3),(37 3009402),(38 3066218.8),(39 3112338.8),(40 3166067.3),(41 3258550),(42 3376950.8),(43 3503230),(44 3641734),(45 3731980),(46 3764671.3),(47 3773460.8),(48 3765257.3),(49 3744215.3),(50 3669106.8),(51 3587520.8),(52 3525502.3),(53 3490424.8),(54 3465317.3),(55 3443119.3),(56 3450115.3),(57 3453036),(58 3456209.3),(59 3485122),(60 3503202.3),(61 3527066.8),(62 3592733.8),(63 3620244.8),(64 3658682.8),(65 3750343.3),(66 3826976.8),(67 3940305.8),(68 4067504),(69 4213712.5),(70 4385745.5),(71 4574145.5),(72 4729052.5),(73 4932953.5),(74 5117874),(75 5301267),(76 5499442),(77 5696279.5),(78 5901048.5),(79 6116144.5),
(1 27.390785),(2 36.87324),(3 41.424862),(4 44.44264),(5 47.058033),(6 49.561234),(7 50.980297),(8 52.02648),(9 52.779186),(10 52.434097),(11 52.841255),(12 53.280228),(13 53.349064),(14 54.306366),(15 54.610798),(16 55.27133),(17 55.97394),(18 56.25621),(19 56.42971),(20 56.850822),(21 57.108624),(22 57.33129),(23 57.11975),(24 57.32192),(25 57.081596),(26 58.63888),(27 58.151432),(28 58.586742),(29 59.148373),(30 59.490627),(31 59.683567),(32 60.013535),(33 59.52983),(34 60.268147),(35 60.589314),(36 60.478195),(37 61.04191),(38 62.488083),(39 62.167267),(40 62.02831),(41 61.596413),(42 62.17051),(43 62.140152),(44 61.883186),(45 61.928707),(46 62.57179),(47 62.112568),(48 63.05993),(49 63.545746),(50 64.204735),(51 64.21418),(52 64.599815),(53 64.73673),(54 64.080925),(55 64.02892),(56 64.036835),(57 64.15813),(58 64.57696),(59 64.16169),(60 64.51314),(61 64.84454),(62 65.53181),(63 65.2247),(64 65.15405),(65 65.67335),(66 65.4894),(67 64.70952),(68 64.858894),(69 64.57999),(70 64.37671),(71 64.068405),(72 63.731777),(73 63.4708),(74 63.43001),(75 63.643963),(76 63.47169),(77 63.411205),(78 63.462723),(79 63.10778),
(1 27.373234),(2 37.102406),(3 41.592323),(4 45.49997),(5 48.487946),(6 50.793236),(7 51.779503),(8 52.47555),(9 53.024258),(10 52.87907),(11 52.999825),(12 52.69044),(13 53.438988),(14 54.84476),(15 55.161674),(16 55.801678),(17 57.285877),(18 57.525555),(19 57.832905),(20 58.05439),(21 57.924778),(22 57.686478),(23 57.69729),(24 57.922348),(25 58.429684),(26 58.88982),(27 59.02365),(28 58.623768),(29 59.632446),(30 60.02307),(31 60.304592),(32 60.266212),(33 60.03769),(34 60.289776),(35 59.985962),(36 59.65903),(37 60.166668),(38 60.47409),(39 60.171566),(40 60.284714),(41 60.541763),(42 60.111263),(43 60.414536),(44 60.638065),(45 60.364086),(46 60.251545),(47 60.172108),(48 60.39841),(49 60.865814),(50 60.860947),(51 60.596622),(52 60.848946),(53 61.213),(54 60.91668),(55 61.44402),(56 61.473278),(57 62.045166),(58 62.295746),(59 62.631874),(60 62.192238),(61 62.461597),(62 63.608032),(63 63.332047),(64 63.233494),(65 63.415607),(66 63.122032),(67 63.02421),(68 62.796097),(69 63.333538),(70 63.19154),(71 63.103653),(72 62.652004),(73 62.639053),(74 63.07865),(75 62.66758),(76 62.78592),(77 62.326607),(78 62.272274),(79 62.056007),
(1 27.294554),(2 36.308502),(3 40.974285),(4 43.990177),(5 46.632553),(6 48.917984),(7 50.10965),(8 51.133034),(9 51.53475),(10 51.310978),(11 51.539978),(12 51.90138),(13 52.88918),(14 54.33734),(15 54.608936),(16 55.114223),(17 55.780468),(18 56.515476),(19 57.209435),(20 57.436256),(21 57.830254),(22 57.941807),(23 57.16449),(24 56.63606),(25 57.50117),(26 58.320286),(27 59.041092),(28 58.85577),(29 59.203056),(30 59.264244),(31 59.282604),(32 59.46668),(33 59.719715),(34 59.866703),(35 59.633713),(36 59.55797),(37 59.535774),(38 60.403435),(39 60.052124),(40 60.254986),(41 60.340412),(42 59.936024),(43 60.022854),(44 59.972736),(45 60.264786),(46 60.701576),(47 61.03583),(48 61.074913),(49 61.4938),(50 61.770348),(51 61.052456),(52 61.10775),(53 61.273697),(54 61.64136),(55 61.615932),(56 61.39374),(57 61.353027),(58 61.020084),(59 60.566402),(60 60.545383),(61 60.44444),(62 61.539394),(63 61.096508),(64 61.265022),(65 61.209106),(66 61.04294),(67 61.15254),(68 61.161385),(69 60.92374),(70 61.30999),(71 61.382492),(72 61.384167),(73 61.472065),(74 61.63227),(75 61.39358),(76 61.38599),(77 61.41964),(78 60.712452),(79 60.855293),
(1 27.139717),(2 35.72644),(3 40.16831),(4 43.673206),(5 46.332706),(6 48.281574),(7 50.22937),(8 51.153687),(9 51.98735),(10 52.07875),(11 52.055607),(12 52.32704),(13 53.0591),(14 53.98963),(15 54.573494),(16 54.669186),(17 55.36975),(18 55.900925),(19 56.432735),(20 56.690994),(21 57.133015),(22 57.22464),(23 57.706192),(24 57.589947),(25 58.551052),(26 59.118877),(27 58.575584),(28 57.813763),(29 58.084297),(30 58.342243),(31 58.447987),(32 58.441227),(33 58.378586),(34 58.420753),(35 58.509346),(36 58.143463),(37 58.260464),(38 59.52773),(39 58.753376),(40 58.502296),(41 58.880657),(42 58.699364),(43 59.36909),(44 59.103565),(45 59.399296),(46 59.702587),(47 59.50286),(48 59.543945),(49 59.5406),(50 61.091797),(51 60.28593),(52 60.09153),(53 59.847706),(54 60.2222),(55 60.245255),(56 60.301414),(57 60.431313),(58 60.464638),(59 60.54433),(60 60.973125),(61 61.111977),(62 61.907578),(63 62.001987),(64 61.64798),(65 62.139988),(66 62.06544),(67 62.589012),(68 62.179256),(69 62.79446),(70 62.486073),(71 62.659725),(72 62.524094),(73 62.47454),(74 62.661015),(75 62.188698),(76 61.989468),(77 61.6783),(78 61.918846),(79 62.16578),
(1 27.417244),(2 36.252716),(3 40.751358),(4 43.958008),(5 46.41886),(6 48.372047),(7 49.647865),(8 50.679306),(9 50.923733),(10 51.05036),(11 50.651012),(12 51.500713),(13 52.353016),(14 53.540127),(15 53.730236),(16 54.2062),(17 54.696888),(18 54.62112),(19 55.162746),(20 55.648018),(21 55.73547),(22 55.637184),(23 55.232414),(24 55.101917),(25 55.304333),(26 55.967686),(27 55.98985),(28 56.08938),(29 56.76144),(30 56.90019),(31 56.84169),(32 56.564934),(33 56.968647),(34 56.623585),(35 56.142235),(36 56.25816),(37 56.30508),(38 57.18286),(39 56.418365),(40 56.639294),(41 57.136574),(42 57.114536),(43 57.19296),(44 57.45201),(45 57.949493),(46 58.13325),(47 58.1451),(48 58.37929),(49 59.16427),(50 60.71793),(51 60.2977),(52 60.11382),(53 60.250206),(54 60.19784),(55 60.835632),(56 60.826427),(57 60.722733),(58 61.005432),(59 60.922867),(60 60.969524),(61 61.437584),(62 61.878967),(63 61.12725),(64 61.50916),(65 61.60623),(66 61.509914),(67 61.099133),(68 61.261307),(69 61.326736),(70 61.464928),(71 60.715946),(72 60.469696),(73 60.62165),(74 60.878265),(75 60.66525),(76 60.42051),(77 60.545414),(78 59.960297),(79 60.029213),
(1 27.022348),(2 36.473198),(3 41.34134),(4 44.904842),(5 47.810966),(6 50.08531),(7 51.14486),(8 51.914974),(9 51.91167),(10 52.213593),(11 52.235344),(12 52.60666),(13 53.41933),(14 54.534744),(15 55.046738),(16 55.72042),(17 56.14401),(18 56.49593),(19 56.758347),(20 56.750385),(21 56.736626),(22 56.68453),(23 56.33431),(24 56.751923),(25 56.83022),(26 57.357376),(27 57.332924),(28 57.717285),(29 57.90053),(30 58.026615),(31 58.193394),(32 58.125168),(33 58.252373),(34 58.15053),(35 58.18435),(36 58.3606),(37 58.38962),(38 59.07818),(39 59.04576),(40 59.163017),(41 59.16877),(42 59.829216),(43 59.757954),(44 59.821014),(45 60.131317),(46 60.517487),(47 60.392147),(48 60.01922),(49 60.304863),(50 61.380108),(51 61.600075),(52 61.33044),(53 61.661205),(54 62.074135),(55 62.36824),(56 62.885628),(57 62.853863),(58 63.07031),(59 63.20093),(60 63.310604),(61 63.55745),(62 63.723232),(63 63.802097),(64 63.224922),(65 63.521835),(66 63.58995),(67 63.267986),(68 63.034145),(69 63.127155),(70 62.880447),(71 62.801773),(72 62.349075),(73 61.968628),(74 62.686836),(75 62.637478),(76 62.41083),(77 62.69683),(78 62.36563),(79 62.799595),
(1 27.547703),(2 36.788826),(3 41.178032),(4 44.23578),(5 47.009563),(6 48.681503),(7 50.061554),(8 51.064148),(9 51.33685),(10 51.7755),(11 51.6154),(12 51.51384),(13 52.14744),(14 54.044476),(15 54.13658),(16 54.559303),(17 55.10604),(18 55.525963),(19 55.746357),(20 55.873672),(21 56.514683),(22 56.57108),(23 56.235397),(24 55.93),(25 56.5685),(26 57.627796),(27 57.795536),(28 57.673252),(29 57.724525),(30 57.57515),(31 57.82515),(32 58.226315),(33 58.55745),(34 58.88915),(35 58.834637),(36 59.32157),(37 59.22287),(38 60.26751),(39 60.29689),(40 60.52485),(41 60.528404),(42 61.365997),(43 61.261898),(44 61.287697),(45 61.529602),(46 61.955772),(47 61.57915),(48 61.4726),(49 61.720474),(50 61.822525),(51 61.998295),(52 62.004448),(53 62.48838),(54 62.79869),(55 61.94936),(56 62.225727),(57 62.374676),(58 62.174255),(59 61.998623),(60 61.847305),(61 62.085693),(62 62.971275),(63 62.646523),(64 62.43587),(65 62.64171),(66 61.844585),(67 61.754986),(68 61.926014),(69 61.899143),(70 62.240612),(71 61.927708),(72 61.779716),(73 61.63404),(74 61.66698),(75 61.306076),(76 61.368687),(77 62.049046),(78 62.353928),(79 62.04218),
(1 26.849167),(2 35.74077),(3 39.52221),(4 43.15608),(5 45.621243),(6 47.71197),(7 49.142193),(8 50.487785),(9 50.556995),(10 50.931377),(11 50.62966),(12 51.07408),(13 51.385067),(14 52.861637),(15 52.3538),(16 53.180473),(17 53.433117),(18 54.28698),(19 54.40215),(20 54.901066),(21 55.460613),(22 55.54268),(23 55.42263),(24 55.27257),(25 55.71418),(26 56.160904),(27 55.536495),(28 55.466427),(29 55.844006),(30 56.48804),(31 56.159725),(32 55.689884),(33 56.42482),(34 55.924397),(35 55.88011),(36 56.04061),(37 56.433216),(38 57.23521),(39 56.77958),(40 56.96379),(41 57.166416),(42 57.546097),(43 57.706207),(44 57.723686),(45 57.910156),(46 58.693325),(47 58.952065),(48 59.106106),(49 59.817028),(50 60.849678),(51 60.240437),(52 60.47343),(53 60.88689),(54 61.12073),(55 60.910854),(56 60.921555),(57 60.774696),(58 61.309082),(59 61.303337),(60 61.584694),(61 61.845806),(62 61.973057),(63 62.019947),(64 62.027134),(65 62.51867),(66 62.845047),(67 62.25503),(68 62.370663),(69 62.52586),(70 62.63323),(71 62.562298),(72 62.49831),(73 62.372585),(74 62.817146),(75 62.502277),(76 61.997025),(77 62.02818),(78 62.20944),(79 61.992035),
(1 27.339191),(2 36.163822),(3 40.732582),(4 44.005405),(5 46.372765),(6 48.561295),(7 49.546146),(8 49.983578),(9 50.294144),(10 50.722103),(11 50.571728),(12 51.00459),(13 51.92658),(14 53.49278),(15 53.451466),(16 54.275974),(17 54.587654),(18 55.023205),(19 55.01381),(20 54.93472),(21 55.276646),(22 55.966618),(23 55.396854),(24 55.65244),(25 55.75034),(26 56.36109),(27 56.29414),(28 56.766422),(29 56.98665),(30 56.995453),(31 57.47184),(32 57.044415),(33 57.46786),(34 57.404408),(35 56.95036),(36 56.944965),(37 57.105507),(38 58.097645),(39 57.63859),(40 58.309013),(41 58.345787),(42 58.47317),(43 58.37839),(44 58.15702),(45 57.82983),(46 57.5505),(47 57.514526),(48 57.73904),(49 58.154057),(50 58.409794),(51 58.35772),(52 58.748657),(53 58.881443),(54 58.548424),(55 58.91013),(56 58.67251),(57 58.954468),(58 58.810997),(59 58.515522),(60 59.026775),(61 58.571373),(62 59.72132),(63 60.235073),(64 60.324463),(65 60.38151),(66 60.010994),(67 59.856903),(68 59.822613),(69 60.10089),(70 60.328266),(71 60.09568),(72 60.012844),(73 59.916985),(74 60.71612),(75 60.182304),(76 60.533096),(77 60.80488),(78 60.97313),(79 61.186573),
(1 26.933588),(2 35.49956),(3 39.61698),(4 43.235493),(5 45.83312),(6 48.107586),(7 49.24844),(8 50.288654),(9 50.313324),(10 50.14194),(11 50.351074),(12 50.69594),(13 51.42289),(14 52.637177),(15 52.92744),(16 54.060764),(17 54.491985),(18 55.29738),(19 55.16834),(20 55.67456),(21 56.02992),(22 56.34237),(23 56.104977),(24 56.27007),(25 56.46682),(26 56.725216),(27 56.686993),(28 56.6519),(29 56.702034),(30 56.896015),(31 57.046604),(32 57.20532),(33 57.354256),(34 57.41622),(35 57.023403),(36 57.165154),(37 57.114258),(38 57.75475),(39 57.08099),(40 57.671497),(41 57.531265),(42 57.66267),(43 57.843258),(44 58.302807),(45 58.18785),(46 58.324215),(47 58.049404),(48 58.647106),(49 58.65957),(50 59.407093),(51 59.10456),(52 59.161976),(53 59.24646),(54 59.500065),(55 59.929306),(56 59.91507),(57 59.83716),(58 60.061607),(59 59.4632),(60 59.97685),(61 59.816563),(62 60.246128),(63 60.461346),(64 60.664494),(65 60.96681),(66 61.255795),(67 61.467995),(68 60.83482),(69 61.130165),(70 61.350815),(71 61.185627),(72 61.167477),(73 60.72676),(74 61.418034),(75 60.9502),(76 60.48497),(77 59.965584),(78 60.54024),(79 60.61803),
(1 26.534739),(2 34.823063),(3 39.150284),(4 42.361107),(5 45.124565),(6 46.98948),(7 48.187164),(8 49.051987),(9 49.724125),(10 50.0682),(11 50.29034),(12 50.434544),(13 51.167973),(14 52.17257),(15 52.669865),(16 53.278355),(17 53.53163),(18 54.210133),(19 54.173702),(20 54.61883),(21 55.05014),(22 54.911892),(23 54.96408),(24 55.369442),(25 55.127422),(26 56.09124),(27 56.22359),(28 55.453377),(29 55.924946),(30 55.5035),(31 55.610073),(32 55.760365),(33 56.457806),(34 56.316505),(35 56.242405),(36 56.40925),(37 56.164063),(38 57.293583),(39 56.54587),(40 56.512577),(41 56.21266),(42 56.71159),(43 56.95016),(44 57.146976),(45 57.411465),(46 57.53463),(47 57.368576),(48 57.267536),(49 57.86347),(50 58.577614),(51 58.21131),(52 58.390564),(53 58.299255),(54 58.466637),(55 58.100327),(56 58.59299),(57 58.649574),(58 58.728535),(59 58.36146),(60 58.72745),(61 58.861115),(62 60.13475),(63 59.782326),(64 59.602398),(65 59.573166),(66 60.226547),(67 59.988487),(68 60.012794),(69 60.22547),(70 60.28663),(71 60.10862),(72 59.585686),(73 59.534267),(74 60.521935),(75 60.16339),(76 60.201614),(77 60.071133),(78 60.70952),(79 60.551205),
(1 26.475859),(2 35.27542),(3 39.556896),(4 43.322315),(5 45.762318),(6 47.886986),(7 49.203846),(8 49.905872),(9 49.77497),(10 50.40648),(11 50.172573),(12 50.499973),(13 50.906918),(14 52.409885),(15 52.74989),(16 53.265247),(17 54.156067),(18 54.554344),(19 54.368183),(20 54.688663),(21 54.856144),(22 54.80719),(23 54.022415),(24 53.490196),(25 53.64607),(26 54.55896),(27 55.007057),(28 55.28359),(29 55.30615),(30 55.8349),(31 56.11361),(32 55.906204),(33 56.75522),(34 56.680607),(35 56.18878),(36 56.087368),(37 56.392677),(38 56.853466),(39 56.731075),(40 56.184086),(41 55.815277),(42 56.59191),(43 56.405758),(44 56.4588),(45 57.17468),(46 57.450203),(47 57.873444),(48 57.65332),(49 57.807076),(50 58.467678),(51 58.146915),(52 58.05994),(53 58.23997),(54 58.392056),(55 59.167004),(56 59.32134),(57 59.118618),(58 59.03133),(59 59.33125),(60 59.5114),(61 59.54867),(62 60.00554),(63 59.947437),(64 59.646652),(65 59.313602),(66 59.280537),(67 58.75507),(68 58.582317),(69 58.286156),(70 58.568714),(71 58.11871),(72 58.51108),(73 58.300446),(74 58.967724),(75 58.691933),(76 58.36192),(77 58.64029),(78 58.220684),(79 58.527187),
(1 26.460682),(2 35.030926),(3 39.28581),(4 42.51836),(5 44.872696),(6 47.17752),(7 48.237267),(8 48.937866),(9 49.4215),(10 49.487316),(11 49.421894),(12 49.941193),(13 50.723255),(14 51.899166),(15 51.918423),(16 52.605484),(17 53.239594),(18 53.985004),(19 54.04764),(20 54.981815),(21 55.1034),(22 55.735622),(23 55.709545),(24 56.256107),(25 56.322662),(26 57.087147),(27 56.75953),(28 56.597546),(29 57.114506),(30 56.711113),(31 56.961697),(32 56.922432),(33 57.212124),(34 57.970043),(35 57.552074),(36 58.24976),(37 58.653698),(38 59.078167),(39 58.9339),(40 59.014675),(41 58.62207),(42 58.81823),(43 58.607536),(44 58.519505),(45 58.48651),(46 58.59381),(47 58.563118),(48 58.787926),(49 58.95593),(50 58.94926),(51 58.95813),(52 59.113873),(53 59.28357),(54 58.82039),(55 59.16832),(56 59.36007),(57 59.018944),(58 59.17305),(59 59.058445),(60 59.221733),(61 58.980865),(62 60.08957),(63 59.639435),(64 59.84342),(65 59.55179),(66 59.938545),(67 59.952175),(68 59.626553),(69 59.761646),(70 59.998554),(71 59.530304),(72 59.10434),(73 59.090065),(74 60.138676),(75 60.19272),(76 60.294975),(77 60.361397),(78 60.690655),(79 60.565247),
(1 26.550095),(2 35.589),(3 39.87156),(4 43.75595),(5 46.400795),(6 47.946358),(7 49.229828),(8 49.83686),(9 50.32139),(10 50.484146),(11 50.112457),(12 50.894253),(13 51.22251),(14 52.708206),(15 52.916218),(16 53.579746),(17 54.309174),(18 54.801712),(19 55.131702),(20 54.73351),(21 54.94079),(22 54.743595),(23 54.840263),(24 54.700798),(25 54.8862),(26 55.67975),(27 54.90638),(28 54.761116),(29 55.681976),(30 56.083607),(31 55.92389),(32 56.073868),(33 56.287167),(34 56.061317),(35 56.425785),(36 55.82197),(37 56.296787),(38 57.332527),(39 57.108337),(40 57.005898),(41 57.413784),(42 56.965103),(43 57.498146),(44 57.40706),(45 58.020557),(46 57.978664),(47 58.044693),(48 58.743317),(49 59.015118),(50 59.03753),(51 58.60443),(52 58.584957),(53 58.475655),(54 58.919933),(55 58.940983),(56 59.16201),(57 59.28727),(58 59.32695),(59 58.99517),(60 59.094463),(61 59.493412),(62 59.520916),(63 59.36322),(64 59.685635),(65 59.199795),(66 59.144657),(67 59.225742),(68 59.526363),(69 59.840424),(70 59.743275),(71 59.70618),(72 59.427116),(73 59.12992),(74 59.68547),(75 59.31419),(76 59.525127),(77 59.75829),(78 59.924362),(79 60.246643),
(1 25.98687),(2 34.438354),(3 38.05473),(4 41.339283),(5 44.24994),(6 45.878498),(7 47.152683),(8 47.8117),(9 47.901947),(10 48.148846),(11 48.05294),(12 48.367706),(13 48.945347),(14 50.62593),(15 50.715366),(16 51.272217),(17 52.22907),(18 52.201904),(19 52.862564),(20 53.138885),(21 53.635838),(22 53.334656),(23 53.78591),(24 53.329647),(25 53.705513),(26 54.353195),(27 54.379528),(28 54.631397),(29 54.70234),(30 54.792),(31 54.47187),(32 54.7104),(33 54.9792),(34 55.254627),(35 54.913387),(36 55.246693),(37 55.39569),(38 56.26351),(39 56.235065),(40 56.035076),(41 56.112267),(42 55.554886),(43 55.807705),(44 56.038498),(45 56.58578),(46 56.54366),(47 56.24719),(48 56.187965),(49 57.074608),(50 57.79178),(51 57.47445),(52 57.494057),(53 57.296593),(54 57.092915),(55 56.946297),(56 57.23783),(57 56.953194),(58 57.006035),(59 56.97611),(60 56.82986),(61 57.487904),(62 58.18355),(63 57.587036),(64 57.193462),(65 56.81714),(66 56.767754),(67 56.439648),(68 57.0214),(69 56.172848),(70 56.872166),(71 56.162663),(72 56.183655),(73 56.446335),(74 57.37208),(75 56.969063),(76 56.693382),(77 57.4123),(78 57.235992),(79 57.32917),
(1 26.018496),(2 35.015205),(3 39.16808),(4 42.552177),(5 44.694145),(6 46.743664),(7 47.987263),(8 48.36392),(9 48.354706),(10 48.451687),(11 48.594414),(12 48.514748),(13 49.27173),(14 50.56596),(15 51.063828),(16 51.83849),(17 52.698627),(18 53.589756),(19 54.315334),(20 54.366184),(21 54.76863),(22 54.908417),(23 54.9791),(24 55.249973),(25 55.593327),(26 55.93019),(27 55.71383),(28 55.133713),(29 55.5146),(30 55.43364),(31 55.65509),(32 55.656902),(33 55.74663),(34 55.984364),(35 55.731342),(36 55.58212),(37 55.573612),(38 56.68818),(39 56.55707),(40 56.324017),(41 56.437313),(42 56.18295),(43 56.23315),(44 56.59904),(45 56.307564),(46 56.660824),(47 56.325417),(48 56.74668),(49 56.838207),(50 57.338024),(51 57.2993),(52 57.37647),(53 57.037342),(54 57.334377),(55 57.074265),(56 57.422577),(57 57.29593),(58 57.796448),(59 57.50878),(60 57.81917),(61 57.954807),(62 59.18828),(63 58.76687),(64 59.00413),(65 58.7085),(66 59.033367),(67 59.139202),(68 59.121098),(69 59.498394),(70 59.383972),(71 59.350742),(72 59.540745),(73 59.165886),(74 59.45788),(75 58.512215),(76 58.442375),(77 58.358864),(78 58.46473),(79 58.231884),
(1 25.873083),(2 34.38735),(3 37.99384),(4 41.371117),(5 43.666405),(6 45.61421),(7 46.93647),(8 47.542667),(9 47.693577),(10 47.923935),(11 48.189312),(12 48.554897),(13 48.854084),(14 50.22052),(15 50.7381),(16 51.44379),(17 51.94799),(18 52.157528),(19 52.582985),(20 52.269955),(21 52.405838),(22 52.07137),(23 51.74231),(24 51.81027),(25 52.025864),(26 52.415),(27 52.463406),(28 52.333954),(29 52.643032),(30 52.847843),(31 53.089947),(32 53.166294),(33 53.203465),(34 53.458214),(35 53.03606),(36 53.208885),(37 53.2608),(38 54.571995),(39 53.913147),(40 54.630867),(41 54.924644),(42 55.070656),(43 55.41168),(44 55.362053),(45 55.802574),(46 56.17926),(47 56.154564),(48 56.213104),(49 56.341774),(50 57.741096),(51 57.398903),(52 57.66491),(53 57.482143),(54 57.184586),(55 57.339497),(56 57.658115),(57 57.233646),(58 57.458023),(59 57.53725),(60 57.705753),(61 57.804058),(62 58.061203),(63 57.37355),(64 57.53668),(65 57.129566),(66 56.99805),(67 56.98342),(68 57.16469),(69 57.063835),(70 57.0959),(71 56.810318),(72 57.442734),(73 56.885643),(74 57.89349),(75 57.13408),(76 57.376183),(77 57.42895),(78 57.963917),(79 58.043343),
