1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1798.3601),(2 3229.0894),(3 4101.2217),(4 4621.053),(5 4820.085),(6 4984.65),(7 5112.5835),(8 5215.2173),(9 5363.117),(10 5491.0024),(11 5665.6313),(12 5938.381),(13 6193.7993),(14 6323.231),(15 6506.804),(16 6605.5654),(17 6683.7124),(18 6781.1836),(19 6888.6245),(20 6993.6514),(21 7097.835),(22 7218.4507),(23 7272.147),(24 7244.765),(25 7205.4854),(26 7060.1807),(27 7005.332),(28 6953.7183),(29 6965.7393),(30 6991.4497),(31 7076.4956),(32 7032.6104),(33 7035.9707),(34 7020.5547),(35 7068.663),(36 7212.0146),(37 7228.8535),(38 7219.0137),(39 7231.9604),(40 7198.3545),(41 7171.3154),(42 7114.2876),(43 7112.1753),(44 7202.856),(45 7219.292),(46 7278.679),(47 7321.2417),(48 7416.2046),(49 7577.1665),(50 7754.149),(51 7744.586),(52 7801.4287),(53 7834.0083),(54 7805.8716),(55 7772.62),(56 7735.648),(57 7722.0947),(58 7703.5723),(59 7731.0635),(60 7726.3403),(61 7786.53),(62 7861.5415),(63 7866.908),(64 7873.954),(65 7907.359),(66 7983.6987),(67 8060.5493),(68 8075.3823),(69 8073.294),(70 8080.28),(71 8060.5513),(72 8067.422),(73 8060.3057),(74 8210.959),(75 8417.14),(76 8496.145),(77 8446.049),(78 8345.924),(79 8301.158),
(1 1782.7921),(2 3173.0044),(3 3966.8442),(4 4387.133),(5 4542.7476),(6 4687.924),(7 4849.357),(8 4922.351),(9 5023.859),(10 5119.8154),(11 5377.9453),(12 5676.754),(13 5869.867),(14 5909.776),(15 6043.4644),(16 6063.863),(17 6060.8555),(18 6168.3916),(19 6146.469),(20 6107.8877),(21 6183.915),(22 6294.4683),(23 6377.993),(24 6508.8486),(25 6651.9814),(26 6706.6797),(27 6648.0894),(28 6556.8677),(29 6535.3145),(30 6540.004),(31 6547.0464),(32 6520.9272),(33 6498.9297),(34 6473.0557),(35 6498.152),(36 6562.656),(37 6719.984),(38 6830.852),(39 6841.2085),(40 6831.4106),(41 6838.958),(42 6802.4287),(43 6807.5576),(44 6948.251),(45 6995.2124),(46 6915.0693),(47 6940.638),(48 7003.3765),(49 7185.426),(50 7376.958),(51 7490.945),(52 7545.5327),(53 7521.9556),(54 7541.981),(55 7633.5723),(56 7584.491),(57 7531.217),(58 7565.474),(59 7543.561),(60 7663.089),(61 7717.323),(62 7720.2695),(63 7685.821),(64 7667.8),(65 7637.8735),(66 7717.431),(67 7778.4883),(68 7801.5767),(69 7767.7036),(70 7702.8755),(71 7691.0557),(72 7709.9614),(73 7681.9873),(74 7802.4165),(75 7952.371),(76 7892.4297),(77 7797.5625),(78 7740.602),(79 7738.691),
(1 1715.3231),(2 3036.0935),(3 3863.7212),(4 4277.0654),(5 4463.536),(6 4594.3394),(7 4697.875),(8 4884.4873),(9 5117.354),(10 5157.382),(11 5327.9644),(12 5523.5225),(13 5766.2246),(14 5884.5464),(15 6049.925),(16 6196.0264),(17 6320.4194),(18 6441.674),(19 6454.608),(20 6479.3506),(21 6487.4863),(22 6634.171),(23 6743.518),(24 6747.914),(25 6817.8374),(26 6846.589),(27 6843.6772),(28 6745.257),(29 6709.485),(30 6771.701),(31 6850.8237),(32 6954.4785),(33 6906.6543),(34 6889.2915),(35 6904.9546),(36 6910.435),(37 6973.3276),(38 6967.6816),(39 7018.178),(40 7067.097),(41 7050.315),(42 6987.653),(43 6951.761),(44 6971.591),(45 7009.424),(46 7117.456),(47 7144.9155),(48 7205.533),(49 7346.263),(50 7429.7183),(51 7467.765),(52 7455.0537),(53 7438.1377),(54 7506.872),(55 7649.864),(56 7692.9365),(57 7688.416),(58 7728.692),(59 7724.91),(60 7792.1113),(61 7753.9575),(62 7707.479),(63 7726.4443),(64 7657.146),(65 7650.982),(66 7795.1416),(67 7936.117),(68 8057.1387),(69 8057.1055),(70 7931.9717),(71 7832.5767),(72 7779.295),(73 7718.5386),(74 7827.252),(75 7866.579),(76 7911.496),(77 7892.178),(78 7942.169),(79 8014.23),
(1 1694.0809),(2 2993.1914),(3 3820.9312),(4 4282.6895),(5 4511.6934),(6 4663.5415),(7 4798.5015),(8 4946.4375),(9 5096.5425),(10 5145.401),(11 5381.11),(12 5641.8105),(13 5864.14),(14 5988.8667),(15 6162.4375),(16 6239.0576),(17 6382.9985),(18 6506.9507),(19 6484.505),(20 6527.9326),(21 6558.9824),(22 6634.961),(23 6713.711),(24 6694.007),(25 6704.3784),(26 6708.4873),(27 6733.77),(28 6624.747),(29 6543.6284),(30 6573.483),(31 6665.948),(32 6768.256),(33 6704.7383),(34 6621.8745),(35 6457.5024),(36 6440.3945),(37 6474.2017),(38 6478.9214),(39 6556.6846),(40 6659.1714),(41 6644.6206),(42 6572.4404),(43 6599.144),(44 6666.974),(45 6723.8867),(46 6774.326),(47 6844.7383),(48 6942.8257),(49 7087.5386),(50 7247.3115),(51 7451.8296),(52 7536.3804),(53 7620.9785),(54 7644.3374),(55 7762.563),(56 7853.8965),(57 7916.8647),(58 7960.077),(59 7992.6104),(60 8048.655),(61 8021.3784),(62 7919.882),(63 7940.8096),(64 7948.573),(65 7967.743),(66 8064.71),(67 8158.884),(68 8180.288),(69 8192.603),(70 8044.347),(71 8007.168),(72 7885.782),(73 7883.9204),(74 7899.078),(75 7892.821),(76 7849.5615),(77 7831.963),(78 7761.005),(79 7785.4277),
(1 1715.6438),(2 3014.7354),(3 3793.9724),(4 4248.889),(5 4429.3145),(6 4673.4067),(7 4849.4277),(8 5012.4546),(9 5126.973),(10 5281.6514),(11 5544.9775),(12 5823.437),(13 6061.3984),(14 6207.3765),(15 6358.6733),(16 6336.9106),(17 6437.2754),(18 6480.8677),(19 6453.4126),(20 6445.9653),(21 6425.4814),(22 6522.2734),(23 6632.4824),(24 6709.9805),(25 6761.431),(26 6851.864),(27 6926.154),(28 6865.2617),(29 6758.7207),(30 6657.5713),(31 6661.086),(32 6649.066),(33 6592.499),(34 6506.5894),(35 6380.6123),(36 6385.2554),(37 6383.37),(38 6420.528),(39 6491.6113),(40 6616.4907),(41 6718.958),(42 6760.656),(43 6823.46),(44 6798.327),(45 6812.718),(46 6871.3047),(47 6980.2188),(48 7125.191),(49 7211.015),(50 7341.0435),(51 7546.5645),(52 7625.983),(53 7668.733),(54 7622.437),(55 7602.5684),(56 7649.0913),(57 7753.395),(58 7761.9004),(59 7848.7476),(60 7803.494),(61 7795.3164),(62 7729.5664),(63 7828.4575),(64 7900.1343),(65 7934.573),(66 7894.001),(67 7905.7314),(68 7814.7837),(69 7700.5825),(70 7653.481),(71 7660.361),(72 7727.555),(73 7819.4854),(74 7798.8145),(75 7888.7295),(76 7885.6934),(77 7878.9336),(78 7746.3696),(79 7762.868),
(1 1697.1208),(2 2974.4316),(3 3738.265),(4 4116.571),(5 4298.4707),(6 4533.3833),(7 4712.1895),(8 5041.8013),(9 5226.291),(10 5404.249),(11 5636.6226),(12 5903.465),(13 6110.632),(14 6261.1196),(15 6402.532),(16 6377.714),(17 6429.079),(18 6422.1143),(19 6472.0366),(20 6455.5737),(21 6447.845),(22 6569.127),(23 6681.176),(24 6726.454),(25 6729.6836),(26 6751.128),(27 6822.734),(28 6846.355),(29 6838.8755),(30 6769.7627),(31 6764.345),(32 6755.517),(33 6788.6416),(34 6833.328),(35 6865.964),(36 6917.9575),(37 7008.809),(38 7113.6143),(39 7252.287),(40 7364.9424),(41 7486.3667),(42 7601.072),(43 7631.285),(44 7677.3125),(45 7743.6567),(46 7723.304),(47 7767.562),(48 7813.6123),(49 7916.946),(50 7978.9126),(51 8069.5283),(52 8021.67),(53 7960.366),(54 8025.6606),(55 8139.1987),(56 8215.651),(57 8310.836),(58 8267.269),(59 8309.729),(60 8318.645),(61 8365.56),(62 8456.655),(63 8549.923),(64 8559.4795),(65 8504.721),(66 8433.052),(67 8549.564),(68 8465.018),(69 8316.321),(70 8208.337),(71 8218.096),(72 8324.03),(73 8382.6045),(74 8370.769),(75 8425.35),(76 8308.458),(77 8286.422),(78 8230.808),(79 8264.417),
(1 1660.8131),(2 2917.4067),(3 3658.7813),(4 4082.4536),(5 4296.2007),(6 4462.041),(7 4597.6855),(8 4840.232),(9 4898.3853),(10 5005.009),(11 5205.006),(12 5558.475),(13 5826.966),(14 5948.509),(15 6104.894),(16 6107.237),(17 6222.67),(18 6294.514),(19 6348.4697),(20 6352.505),(21 6466.6196),(22 6641.804),(23 6856.22),(24 6972.669),(25 6975.348),(26 6999.67),(27 7067.0435),(28 7072.584),(29 7040.9907),(30 7016.7827),(31 7073.0435),(32 7097.962),(33 7041.2266),(34 7097.142),(35 7061.1855),(36 7042.501),(37 7010.673),(38 7032.0327),(39 7104.5405),(40 7138.7056),(41 7130.036),(42 7083.164),(43 7111.894),(44 7170.1895),(45 7293.034),(46 7283.896),(47 7214.238),(48 7298.1133),(49 7390.9565),(50 7456.7485),(51 7444.7236),(52 7349.2676),(53 7249.222),(54 7339.4653),(55 7484.423),(56 7729.331),(57 7856.685),(58 7861.026),(59 7896.577),(60 7856.1143),(61 7872.6777),(62 7992.2817),(63 8039.3276),(64 7941.1245),(65 7893.692),(66 7952.7686),(67 8010.5967),(68 8078.6978),(69 8005.0957),(70 7946.723),(71 7936),(72 7986.5522),(73 8009.6567),(74 7978.0327),(75 7999.2837),(76 7976.627),(77 8016.26),(78 8014.2603),(79 8039.4775),
(1 1684.265),(2 2867.1416),(3 3617.917),(4 4046.2195),(5 4278.31),(6 4500.4463),(7 4655.228),(8 4813.365),(9 4894.3335),(10 4978.9663),(11 5147.8506),(12 5409.9355),(13 5557.278),(14 5669.5195),(15 5778.8237),(16 5737.099),(17 5775.8745),(18 5857.304),(19 5890.696),(20 5927.9287),(21 6010.7314),(22 6168.2734),(23 6279.038),(24 6297.568),(25 6360.959),(26 6371.198),(27 6426.0195),(28 6436.626),(29 6438.271),(30 6412.5923),(31 6491.4683),(32 6524.296),(33 6582.2544),(34 6600.15),(35 6585.333),(36 6486.742),(37 6421.638),(38 6530.515),(39 6728.38),(40 6785.04),(41 6808.667),(42 6824.034),(43 6941.3765),(44 7023.692),(45 7058.2686),(46 7109.9272),(47 7140.466),(48 7221.9785),(49 7300.2295),(50 7559.4204),(51 7604.0464),(52 7577.499),(53 7588.78),(54 7660.9404),(55 7706.0044),(56 7886.394),(57 8071.7397),(58 8111.727),(59 8104.3486),(60 7992.156),(61 7899.0205),(62 7864.523),(63 7884.8857),(64 7827.0747),(65 7824.8267),(66 7939.4307),(67 7915.0396),(68 7846.297),(69 7775.7573),(70 7686.5186),(71 7642.998),(72 7717.9644),(73 7705.509),(74 7716.991),(75 7787.977),(76 7747.1533),(77 7767.332),(78 7717.8613),(79 7794.7905),
(1 1655.7549),(2 2872.7517),(3 3615.2283),(4 4037.3179),(5 4282.5215),(6 4523.0967),(7 4683.5576),(8 4948.556),(9 5085.7705),(10 5151.4253),(11 5296.758),(12 5509.1636),(13 5650.5347),(14 5813.7925),(15 5950.6636),(16 5997.6636),(17 6145.1577),(18 6160.0503),(19 6142.6025),(20 6218.8027),(21 6313.5356),(22 6420.8125),(23 6439.94),(24 6554.0815),(25 6680.3296),(26 6641.9653),(27 6658.5967),(28 6766.861),(29 6749.066),(30 6649.8555),(31 6642.461),(32 6622.189),(33 6660.7915),(34 6728.982),(35 6638.1655),(36 6623.346),(37 6571.3965),(38 6668.188),(39 6780.406),(40 6823.8857),(41 6806.9927),(42 6771.2393),(43 6847.324),(44 6942.538),(45 7102.2563),(46 7127.6587),(47 7058.815),(48 7128.8022),(49 7166.886),(50 7292.5264),(51 7382.4795),(52 7355.508),(53 7464.8643),(54 7651.787),(55 7820.9717),(56 7918.344),(57 8024.0137),(58 8084.141),(59 8221.812),(60 8255.811),(61 8203.75),(62 8272.811),(63 8361.81),(64 8298.394),(65 8361.147),(66 8445.013),(67 8434.993),(68 8399.165),(69 8320.06),(70 8151.436),(71 8024.0874),(72 8103.62),(73 8144.4478),(74 8141.9136),(75 8140.8965),(76 8055.6616),(77 8030.8154),(78 8007.71),(79 7973.693),
(1 1622.252),(2 2789.7615),(3 3561.7014),(4 3946.5244),(5 4138.634),(6 4266.843),(7 4383.615),(8 4621.656),(9 4736.85),(10 4828.887),(11 4914.3877),(12 5059.017),(13 5130.637),(14 5265.8647),(15 5358.271),(16 5335.245),(17 5399.3457),(18 5399.995),(19 5401.3164),(20 5454.908),(21 5496.5127),(22 5553.9883),(23 5640.3687),(24 5790.814),(25 5855.314),(26 5896.3545),(27 5945.44),(28 6004.8164),(29 5970.614),(30 5990.9272),(31 6127.5527),(32 6138.9395),(33 6211.3965),(34 6214.592),(35 6176.7466),(36 6149.819),(37 6121.1714),(38 6272.401),(39 6392.7163),(40 6454.9365),(41 6487.0654),(42 6530.765),(43 6575.204),(44 6638.0903),(45 6791.398),(46 6827.3345),(47 6785.7197),(48 6764.1123),(49 6871.6665),(50 7007.0815),(51 7101.449),(52 7168.2476),(53 7298.0933),(54 7471.1025),(55 7668.3726),(56 7794.5347),(57 7785.279),(58 7730.137),(59 7709.902),(60 7696.222),(61 7650.977),(62 7762.2783),(63 7914.4663),(64 8030.559),(65 8081.9023),(66 8065.774),(67 8006.171),(68 7928.1655),(69 7882.6553),(70 7799.7124),(71 7792.024),(72 7868.6143),(73 7945.623),(74 7989.449),(75 7965.546),(76 7811.638),(77 7745.516),(78 7713.175),(79 7679.5967),
(1 1570.7241),(2 2675.309),(3 3457.0403),(4 3804.4324),(5 3924.5962),(6 4094.071),(7 4219.8853),(8 4477.1484),(9 4609.179),(10 4730.611),(11 4907.322),(12 5078.7285),(13 5152.9683),(14 5279.188),(15 5286.3726),(16 5243.453),(17 5380.616),(18 5450.07),(19 5505.341),(20 5494.3438),(21 5534.849),(22 5662.954),(23 5763.204),(24 5781.613),(25 5851.447),(26 5879.209),(27 5987.7695),(28 5960.2227),(29 5942.908),(30 6041.6685),(31 6160.642),(32 6117.609),(33 6176.6196),(34 6235.151),(35 6194.903),(36 6137.632),(37 6080.8193),(38 6178.9224),(39 6342.469),(40 6442.8496),(41 6556.8115),(42 6568.045),(43 6567.404),(44 6623.1816),(45 6743.254),(46 6800.427),(47 6824.7266),(48 6861.1865),(49 6897.4814),(50 6875.4507),(51 6945.1035),(52 6931.728),(53 6986.808),(54 7062.752),(55 7038.8735),(56 7013.6924),(57 7018.9814),(58 7068.697),(59 7141.799),(60 7213.703),(61 7240.1724),(62 7291.1875),(63 7333.6826),(64 7327.3467),(65 7287.771),(66 7345.313),(67 7340.822),(68 7336.309),(69 7314.0854),(70 7205.9585),(71 7132.7314),(72 7159.9336),(73 7236.572),(74 7257.4653),(75 7345.4956),(76 7288.6245),(77 7336.442),(78 7253.8047),(79 7174.17),
(1 1545.0878),(2 2668.831),(3 3396.466),(4 3757.9612),(5 3993.5894),(6 4160.824),(7 4305.3477),(8 4488.4043),(9 4569.2646),(10 4612.165),(11 4781.5103),(12 4947.254),(13 5079.206),(14 5245.173),(15 5224.868),(16 5192.073),(17 5269.9956),(18 5357.151),(19 5407.4043),(20 5440.901),(21 5494.1733),(22 5633.572),(23 5713.341),(24 5765.9233),(25 5845.497),(26 5883.222),(27 5990.0474),(28 6040.739),(29 6069.088),(30 6178.0415),(31 6230.0967),(32 6131.2354),(33 6147.6816),(34 6132.0894),(35 6069.4453),(36 6023.5044),(37 6002.371),(38 6108.553),(39 6227.3613),(40 6271.841),(41 6360.469),(42 6471.073),(43 6599.2363),(44 6655.8047),(45 6664.66),(46 6690.7847),(47 6666.1064),(48 6665.308),(49 6772.5386),(50 6869.9756),(51 7022.6733),(52 7130.707),(53 7245.9893),(54 7221.6147),(55 7158.462),(56 7098.974),(57 7184.3726),(58 7226.5405),(59 7191.499),(60 7078.1387),(61 7059.502),(62 7018.342),(63 7002.4194),(64 7019.217),(65 7048.906),(66 7128.4614),(67 7131.7666),(68 7113.222),(69 7171.975),(70 7143.1597),(71 7157.5884),(72 7225.7065),(73 7262.4155),(74 7260.9507),(75 7334.219),(76 7315.722),(77 7340.3975),(78 7296.5894),(79 7243.7827),
(1 1549.4647),(2 2653.695),(3 3367.9153),(4 3729.1116),(5 3971.569),(6 4155.69),(7 4299.855),(8 4493.5625),(9 4611.9463),(10 4800.2275),(11 4924.9204),(12 5111.838),(13 5297.6943),(14 5417.8315),(15 5406.9067),(16 5490.9194),(17 5534.9707),(18 5566.5503),(19 5632.224),(20 5729.358),(21 5765.0947),(22 5845.7246),(23 5842.03),(24 5907.671),(25 6017.9326),(26 6008.2227),(27 6043.549),(28 6152.1147),(29 6160.2983),(30 6248.981),(31 6251.385),(32 6140.957),(33 6163.9746),(34 6108.9575),(35 6070.013),(36 6065.459),(37 6069.3447),(38 6171.971),(39 6279.1123),(40 6408.918),(41 6528.7085),(42 6641.247),(43 6729.5244),(44 6762.3345),(45 6824.8374),(46 6846.08),(47 6850.052),(48 6899.2305),(49 6949.7227),(50 6986.803),(51 7110.4604),(52 7161.7207),(53 7238.485),(54 7260.1885),(55 7274.561),(56 7244.121),(57 7283.002),(58 7421.6694),(59 7485.367),(60 7473.0923),(61 7515.7373),(62 7535.1113),(63 7434.294),(64 7420.5244),(65 7454.999),(66 7537.697),(67 7538.108),(68 7545.2075),(69 7642.202),(70 7620.0166),(71 7547.6543),(72 7495.6514),(73 7468.721),(74 7448.612),(75 7505.1543),(76 7486.184),(77 7433.5283),(78 7347.298),(79 7277.1704),
(1 1529.6643),(2 2672.243),(3 3452.5432),(4 3803.986),(5 4049.5906),(6 4248.176),(7 4455.1167),(8 4706.1763),(9 4847.57),(10 5012.3496),(11 5132.4087),(12 5247.3354),(13 5401.934),(14 5391.014),(15 5380.1587),(16 5383.4404),(17 5532.279),(18 5606.6436),(19 5673.271),(20 5645.2803),(21 5677.376),(22 5706.565),(23 5718.2383),(24 5769.7354),(25 5849.224),(26 5836.042),(27 5883.76),(28 5907.3354),(29 5895.3223),(30 5922.167),(31 5978.8604),(32 5981.2715),(33 5900.6606),(34 5828.7866),(35 5901.517),(36 6023.678),(37 6083.9785),(38 6114.375),(39 6155.3755),(40 6269.1514),(41 6402.078),(42 6513.685),(43 6596.2935),(44 6597.082),(45 6544.1963),(46 6555.88),(47 6634.5996),(48 6713.6855),(49 6712.512),(50 6761.9585),(51 6843.1245),(52 6852.053),(53 6834.986),(54 6825.3643),(55 6837.5386),(56 6800.469),(57 6808.728),(58 6834.762),(59 6892.592),(60 6909.5986),(61 6908.7334),(62 7006.7964),(63 6973.883),(64 6969.894),(65 6965.796),(66 7085.285),(67 7091.7173),(68 7073.981),(69 7084.081),(70 6940.0776),(71 6846.829),(72 6800.4565),(73 6775.9053),(74 6728.913),(75 6813.022),(76 6852.098),(77 6864.183),(78 6757.7686),(79 6709.5176),
(1 1466.2495),(2 2514.1184),(3 3240.5842),(4 3511.5864),(5 3704.4944),(6 3868.6672),(7 4010.816),(8 4223.2114),(9 4351.9194),(10 4505.635),(11 4666.6797),(12 4796.038),(13 4925.0537),(14 4970.611),(15 5000.3247),(16 5055.8687),(17 5154.912),(18 5166.813),(19 5216.8647),(20 5270.888),(21 5355.951),(22 5358.3833),(23 5367.303),(24 5453.8257),(25 5530.818),(26 5584.1216),(27 5598.3276),(28 5599.765),(29 5587.2354),(30 5629.28),(31 5720.7686),(32 5734.9883),(33 5710.434),(34 5734.851),(35 5732.421),(36 5745.3867),(37 5804.8184),(38 5846.5674),(39 5852.0986),(40 5909.576),(41 6016.056),(42 6046.8325),(43 6095.35),(44 6076.3174),(45 6101.2437),(46 6214.87),(47 6273.6343),(48 6368.17),(49 6470.394),(50 6496.891),(51 6563.313),(52 6533.6406),(53 6520.076),(54 6500.709),(55 6503.2974),(56 6545.734),(57 6589.9067),(58 6601.8774),(59 6559.7305),(60 6489.832),(61 6513.7437),(62 6496.8613),(63 6481.5713),(64 6484.9146),(65 6460.4697),(66 6481.6377),(67 6529.58),(68 6566.4683),(69 6538.1924),(70 6378.1504),(71 6269.041),(72 6221.27),(73 6258.7534),(74 6385.415),(75 6517.897),(76 6531.79),(77 6522.3525),(78 6501.9634),(79 6465.4385),
(1 1462.498),(2 2482.975),(3 3111.4893),(4 3427.6272),(5 3602.8914),(6 3761.9006),(7 3943.989),(8 4170.352),(9 4318.8823),(10 4428.793),(11 4548.5103),(12 4703.9795),(13 4829.4546),(14 4944.838),(15 5009.9683),(16 5017.989),(17 5036.8306),(18 5160.193),(19 5301.1177),(20 5315.483),(21 5402.0947),(22 5439.9956),(23 5436.69),(24 5538.222),(25 5590.363),(26 5603.187),(27 5593.0737),(28 5553.565),(29 5549.799),(30 5615.6416),(31 5653.609),(32 5612.0176),(33 5545.4404),(34 5555.304),(35 5560.945),(36 5562.9844),(37 5601.0156),(38 5677.4087),(39 5674.389),(40 5747.313),(41 5815.8096),(42 5824.487),(43 5821.5264),(44 5835),(45 5987.6147),(46 6122.937),(47 6117.111),(48 6126.5405),(49 6200.836),(50 6304.873),(51 6408.975),(52 6434.2764),(53 6438.876),(54 6445.788),(55 6454.7075),(56 6522.481),(57 6527.0005),(58 6502.865),(59 6481.0513),(60 6463.453),(61 6527.735),(62 6591.5693),(63 6604.58),(64 6571.4375),(65 6517.2305),(66 6505.149),(67 6520.072),(68 6593.2715),(69 6653.8374),(70 6627.991),(71 6589.6934),(72 6567.0527),(73 6603.079),(74 6659.6885),(75 6720.713),(76 6648.298),(77 6587.0425),(78 6532.2207),(79 6616.317),
(1 1463.9128),(2 2501.2883),(3 3196.4102),(4 3569.8613),(5 3652.8262),(6 3787.3584),(7 3951.7417),(8 4125.141),(9 4334.02),(10 4428.4336),(11 4566.0605),(12 4641.9243),(13 4733.762),(14 4825.3184),(15 4784.1465),(16 4780.8584),(17 4793.9336),(18 4922),(19 5054.846),(20 5151.747),(21 5181.69),(22 5217.9497),(23 5204.132),(24 5243.3984),(25 5243.9595),(26 5279.809),(27 5418.7896),(28 5449.9556),(29 5415.0103),(30 5457.239),(31 5501.3706),(32 5475.036),(33 5594.473),(34 5686.8423),(35 5730.5293),(36 5712.057),(37 5730.0874),(38 5761.6494),(39 5821.094),(40 5845.4585),(41 5885.476),(42 5862.209),(43 5856.3677),(44 5949.772),(45 6110.997),(46 6281.3276),(47 6243.0664),(48 6262.345),(49 6315.895),(50 6435.123),(51 6523.844),(52 6648.36),(53 6641.33),(54 6604.774),(55 6647.6563),(56 6716.316),(57 6706.271),(58 6749.491),(59 6768.2256),(60 6820.4307),(61 6899.4585),(62 7002.9785),(63 7010.7915),(64 6981.2813),(65 6925.421),(66 7004.064),(67 7034.2344),(68 7058.9863),(69 7017.117),(70 6869.4595),(71 6757.717),(72 6682.029),(73 6623.3423),(74 6669.0264),(75 6738.753),(76 6677.609),(77 6675.6313),(78 6650.642),(79 6642.0586),
