1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71872.94),(2 201894.63),(3 399591.5),(4 617583.3),(5 865222.25),(6 1125526.1),(7 1405236.5),(8 1699198.6),(9 2018341.4),(10 2353807.3),(11 2715349.3),(12 3092166),(13 3477120),(14 3829288.8),(15 4127780),(16 4435180.5),(17 4705360.5),(18 4999050.5),(19 5306492.5),(20 5633370.5),(21 5940004.5),(22 6252483.5),(23 6567780.5),(24 6853701.5),(25 7168338.5),(26 7446158.5),(27 7793746),(28 8104359.5),(29 8430867),(30 8687978),(31 8959927),(32 9185623),(33 9409381),(34 9615467),(35 9829779),(36 10093895),(37 10441825),(38 10792473),(39 11172001),(40 11460640),(41 11734992),(42 11990625),(43 12176603),(44 12351679),(45 12521741),(46 12723756),(47 12916164),(48 13068796),(49 13267841),(50 13406455),(51 13633309),(52 13829569),(53 14136412),(54 14461705),(55 14750312),(56 14990591),(57 15183360),(58 15333957),(59 15516117),(60 15642045),(61 15651056),(62 15624676),(63 15594133),(64 15509131),(65 15463392),(66 15518143),(67 15495068),(68 15468277),(69 15526235),(70 15581939),(71 15644776),(72 15636963),(73 15588997),(74 15457444),(75 15275781),(76 15184432),(77 15020369),(78 14913921),(79 14900805),
(1 2000.6422),(2 2773.987),(3 3242.3757),(4 3381.2869),(5 3516.765),(6 3580.404),(7 3631.015),(8 3667.9114),(9 3702.736),(10 3692.1506),(11 3677.709),(12 3678.957),(13 3704.6755),(14 3674.6965),(15 3710.2617),(16 3709.0754),(17 3748.8062),(18 3827.6067),(19 3837.5903),(20 3744.195),(21 3747.2947),(22 3729.3245),(23 3727.8687),(24 3709.324),(25 3683.3044),(26 3735.1755),(27 3733.9778),(28 3772.9177),(29 3773.4128),(30 3734.6467),(31 3744.9187),(32 3815.5393),(33 3777.0625),(34 3745.5276),(35 3738.665),(36 3767.5068),(37 3770.1401),(38 3777.0725),(39 3788.5002),(40 3804.2163),(41 3838.369),(42 3879.6404),(43 3856.1045),(44 3879.189),(45 3830.6694),(46 3872.638),(47 3867.2927),(48 3898.9082),(49 3920.0735),(50 3909.5503),(51 3955.9678),(52 3899.3054),(53 3919.359),(54 3979.9905),(55 3905.9138),(56 3876.8083),(57 3923.3098),(58 3895.8215),(59 3847.0469),(60 3812.9253),(61 3783.4739),(62 3812.2976),(63 3812.5725),(64 3758.8735),(65 3769.3044),(66 3776.0356),(67 3791.6067),(68 3730.74),(69 3842.0735),(70 3804.9177),(71 3814.701),(72 3811.4429),(73 3770.4219),(74 3769.4138),(75 3764.0674),(76 3818.6355),(77 3821.494),(78 3807.7163),(79 3746.9932),
(1 1949.4668),(2 2582.413),(3 3100.2175),(4 3253.3057),(5 3401.4165),(6 3427.4075),(7 3494.632),(8 3500.5547),(9 3536.299),(10 3444.924),(11 3527.474),(12 3454.1335),(13 3530.044),(14 3435.1123),(15 3474.7847),(16 3518.164),(17 3606.2024),(18 3612.445),(19 3597.1648),(20 3486.4133),(21 3529.2349),(22 3508.093),(23 3513.9807),(24 3491.9111),(25 3452.673),(26 3598.9492),(27 3591.8525),(28 3588.788),(29 3546.8792),(30 3575.4858),(31 3546.391),(32 3557.9448),(33 3505.0203),(34 3529.6538),(35 3473.2922),(36 3534.9216),(37 3495.0483),(38 3501.2227),(39 3592.5447),(40 3640.9202),(41 3598.1123),(42 3615.6882),(43 3546.8784),(44 3655.2312),(45 3611.4336),(46 3728.8916),(47 3639.4438),(48 3631.6897),(49 3638.3506),(50 3578.5303),(51 3594.8699),(52 3647.3994),(53 3694.4155),(54 3691.8906),(55 3642.8513),(56 3630.2092),(57 3667.4934),(58 3681.495),(59 3645.7263),(60 3588.43),(61 3511.2827),(62 3529.5583),(63 3582.951),(64 3585.6912),(65 3580.7703),(66 3586.7356),(67 3589.8438),(68 3596.4958),(69 3657.283),(70 3625.1387),(71 3652.8406),(72 3661.2537),(73 3676.6992),(74 3684.1067),(75 3674.1538),(76 3693.9543),(77 3622.801),(78 3613.8337),(79 3577.8254),
(1 1860.1871),(2 2516.2942),(3 2948.9067),(4 3111.807),(5 3294.6118),(6 3318.3005),(7 3375.6538),(8 3422.852),(9 3453.5972),(10 3378.0273),(11 3402.283),(12 3392.5564),(13 3524.5605),(14 3465.2266),(15 3544.2192),(16 3486.1396),(17 3513.0706),(18 3499.1746),(19 3515.6838),(20 3374.1294),(21 3341.8489),(22 3322.225),(23 3340.756),(24 3369.2922),(25 3373.232),(26 3470.731),(27 3491.3152),(28 3456.4956),(29 3426.2583),(30 3460.9937),(31 3432.2622),(32 3414.871),(33 3281.5313),(34 3297.1592),(35 3294.3726),(36 3317.5833),(37 3348.6533),(38 3354.7236),(39 3412.193),(40 3433.6965),(41 3476.7651),(42 3514.2563),(43 3505.2603),(44 3518.7559),(45 3423.2053),(46 3477.05),(47 3374.7754),(48 3380.4717),(49 3387.7463),(50 3429.6055),(51 3442.0005),(52 3426.9932),(53 3432.5825),(54 3473.2788),(55 3454.4246),(56 3428.6216),(57 3454.177),(58 3476.658),(59 3482.0947),(60 3426.0313),(61 3387.9458),(62 3387.6956),(63 3459.6755),(64 3463.9568),(65 3446.0205),(66 3412.9895),(67 3434.24),(68 3399.6013),(69 3422.6794),(70 3354.4783),(71 3369.0313),(72 3377.809),(73 3357.6106),(74 3375.749),(75 3421.4595),(76 3457.804),(77 3448.6692),(78 3469.6912),(79 3475.1143),
(1 1803.7284),(2 2453.306),(3 2846.0774),(4 3010.8604),(5 3146.1096),(6 3184.3496),(7 3195.5154),(8 3238.6267),(9 3296.2534),(10 3282.5688),(11 3318.4514),(12 3298.865),(13 3384.441),(14 3356.5945),(15 3438.903),(16 3352.4595),(17 3360.9636),(18 3343.4634),(19 3330.0144),(20 3273.8071),(21 3335.6118),(22 3275.438),(23 3333.6501),(24 3326.6892),(25 3243.1958),(26 3301.421),(27 3319.3162),(28 3307.6394),(29 3251.4072),(30 3273.2148),(31 3269.0625),(32 3341.826),(33 3287.7305),(34 3324.8596),(35 3291.6936),(36 3271.4905),(37 3267.8704),(38 3261.2773),(39 3273.9924),(40 3272.0889),(41 3239.0496),(42 3296.4082),(43 3286.4265),(44 3313.7808),(45 3298.8315),(46 3275.3425),(47 3233.4973),(48 3251.9268),(49 3203.3433),(50 3201.9827),(51 3315.3901),(52 3268.287),(53 3258.0962),(54 3250.5457),(55 3256.656),(56 3239.8425),(57 3290.116),(58 3310.134),(59 3407.8843),(60 3366.281),(61 3355.7742),(62 3329.4553),(63 3345.7993),(64 3333.3193),(65 3370.1633),(66 3357.9153),(67 3342.2688),(68 3323.8958),(69 3383.3145),(70 3309.6968),(71 3346.2878),(72 3337.169),(73 3336.5742),(74 3360.555),(75 3372.1863),(76 3419.9824),(77 3411.408),(78 3358.026),(79 3330.5813),
(1 1754.7324),(2 2378.1619),(3 2788.539),(4 2865.3926),(5 2908.6924),(6 2924.4563),(7 3023.81),(8 3038.2703),(9 3075.657),(10 3018.9314),(11 3099.0376),(12 3100.1445),(13 3144.3545),(14 3103.0159),(15 3155.9172),(16 3085.228),(17 3116.3665),(18 3069.907),(19 3089.6963),(20 3073.1243),(21 3178.169),(22 3116.5085),(23 3147.2522),(24 3110.4497),(25 3039.8276),(26 3066.0247),(27 3129.047),(28 3126.3816),(29 3076.3792),(30 3136.0574),(31 3111.4585),(32 3126.3586),(33 3102.9932),(34 3173.2903),(35 3071.4314),(36 3102.8179),(37 3121.7612),(38 3107.2278),(39 3165.0166),(40 3173.0793),(41 3094.8997),(42 3105.6943),(43 3119.1252),(44 3164.0442),(45 3171.449),(46 3201.7598),(47 3197.9214),(48 3199.4475),(49 3212.7793),(50 3194.746),(51 3274.0928),(52 3209.1921),(53 3185.7646),(54 3155.8616),(55 3183.9458),(56 3179.802),(57 3187.8765),(58 3128.0444),(59 3160.8025),(60 3127.6833),(61 3147.3184),(62 3089.4805),(63 3154.922),(64 3138.6897),(65 3160.799),(66 3145.4795),(67 3160.4216),(68 3109.2585),(69 3121.4902),(70 3094.8682),(71 3118.4404),(72 3094.2515),(73 3114.9363),(74 3106.2935),(75 3132.7815),(76 3129.2097),(77 3124.532),(78 3152.1914),(79 3148.8032),
(1 1685.5076),(2 2235.193),(3 2555.2744),(4 2701.6343),(5 2820.6235),(6 2860.613),(7 2970.1108),(8 2968.5044),(9 3022.1057),(10 2958.2734),(11 2983.216),(12 2936.7727),(13 3004.0652),(14 2977.3027),(15 3036.4016),(16 3046.4734),(17 3036.0422),(18 3022.3008),(19 2979.7617),(20 2951.2813),(21 3006.0244),(22 2923.0176),(23 2952.9387),(24 2921.5864),(25 2901.8965),(26 2941.8442),(27 2943.6277),(28 2962.4497),(29 2932.3152),(30 2963.998),(31 2944.7183),(32 2932.09),(33 2939.1694),(34 3001.3916),(35 2900.9258),(36 2907.5786),(37 2902.5964),(38 2923.1272),(39 2941.1306),(40 2978.6821),(41 2947.0732),(42 3001.385),(43 3008.1228),(44 3073.3271),(45 3052.346),(46 3081.7202),(47 3040.8865),(48 3030.365),(49 3065.563),(50 3044.1438),(51 3066.689),(52 3072.9912),(53 3122.0215),(54 3082.4006),(55 3109.9812),(56 3094.1206),(57 3117.7407),(58 3045.5515),(59 3055.2473),(60 3028.0354),(61 3045.7983),(62 3009.5413),(63 3060.7605),(64 3007.2214),(65 3005.3064),(66 2980.3428),(67 2984.1433),(68 2989.5647),(69 3008.226),(70 2924.1714),(71 2994.2068),(72 3015.4026),(73 2993.4714),(74 3045.5864),(75 3051.535),(76 3033.7676),(77 3045.0344),(78 3056.8672),(79 3010.7778),
(1 1605.5533),(2 2097.6697),(3 2401.138),(4 2567.0923),(5 2641.6228),(6 2697.259),(7 2785.1343),(8 2781.7234),(9 2894.8933),(10 2867.1663),(11 2887.5083),(12 2878.7446),(13 2875.1458),(14 2879.8926),(15 2901.376),(16 2832.0322),(17 2882.7095),(18 2892.8481),(19 2875.3352),(20 2846.094),(21 2847.7937),(22 2781.9229),(23 2809.635),(24 2825.7676),(25 2841.0027),(26 2815.7485),(27 2853.9082),(28 2828.6587),(29 2780.2983),(30 2819.721),(31 2810.4705),(32 2808.082),(33 2805.823),(34 2843.2961),(35 2794.649),(36 2786.0493),(37 2809.8792),(38 2812.594),(39 2794.6104),(40 2845.553),(41 2817.6914),(42 2827.083),(43 2828.633),(44 2882.8132),(45 2882.4185),(46 2893.345),(47 2861.7913),(48 2855.795),(49 2887.9492),(50 2849.3196),(51 2918.2327),(52 2835.3765),(53 2913.8025),(54 2866.119),(55 2839.2693),(56 2814.6677),(57 2822.2925),(58 2828.8945),(59 2812.7485),(60 2814.4316),(61 2828.3413),(62 2849.7612),(63 2895.5376),(64 2866.2021),(65 2891.35),(66 2870.6565),(67 2868.6084),(68 2833.4084),(69 2873.5618),(70 2870.2834),(71 2885.0598),(72 2849.4463),(73 2828.3408),(74 2826.2961),(75 2814.4197),(76 2863.6545),(77 2873.341),(78 2867.6936),(79 2808.861),
(1 1518.3549),(2 2023.9954),(3 2306.1433),(4 2450.151),(5 2497.8816),(6 2567.2249),(7 2623.8254),(8 2659.0234),(9 2691.971),(10 2686.6443),(11 2743.7068),(12 2690.9944),(13 2718.9507),(14 2690.4321),(15 2758.7524),(16 2759.7114),(17 2834.8665),(18 2853.9526),(19 2821.67),(20 2811.6348),(21 2803.1157),(22 2743.692),(23 2750.1628),(24 2737.6274),(25 2723.1155),(26 2702.1423),(27 2712.1667),(28 2748.1401),(29 2692.0688),(30 2740.1294),(31 2704.829),(32 2695.2312),(33 2692.2776),(34 2731.9648),(35 2700.873),(36 2722.7952),(37 2728.5037),(38 2751.9905),(39 2794.4775),(40 2793.7332),(41 2782.1829),(42 2785.3472),(43 2766.027),(44 2800.1287),(45 2763.4749),(46 2812.4685),(47 2754.6335),(48 2708.2524),(49 2733.604),(50 2725.991),(51 2862.8835),(52 2802.9167),(53 2827.6074),(54 2793.592),(55 2793.429),(56 2768.641),(57 2803.2146),(58 2764.134),(59 2756.813),(60 2723.8254),(61 2789.3123),(62 2757.217),(63 2833.1958),(64 2823.491),(65 2831.6755),(66 2759.5652),(67 2763.4512),(68 2706.5723),(69 2774.6414),(70 2779.9507),(71 2803.9756),(72 2751.0188),(73 2714.639),(74 2762.3018),(75 2722.4995),(76 2767.9902),(77 2750.5288),(78 2797.5493),(79 2714.212),
(1 1509.0747),(2 1978.6962),(3 2281.7942),(4 2418.848),(5 2455.707),(6 2486.4656),(7 2535.8418),(8 2525.692),(9 2543.1223),(10 2581.1035),(11 2639.5112),(12 2622.9795),(13 2647.7864),(14 2612.3909),(15 2658.2695),(16 2588.12),(17 2644.8743),(18 2670.3445),(19 2673.843),(20 2638.9194),(21 2651.9421),(22 2609.5623),(23 2654.5693),(24 2641.6572),(25 2571.0642),(26 2607.53),(27 2655.1619),(28 2700.2432),(29 2611.6938),(30 2635.0063),(31 2631.9382),(32 2647.0845),(33 2636.233),(34 2640.8882),(35 2644.5225),(36 2607.52),(37 2647.7385),(38 2649.0867),(39 2691.3357),(40 2667.1677),(41 2672.2043),(42 2689.342),(43 2678.8928),(44 2634.9888),(45 2624.2512),(46 2701.4731),(47 2672.6282),(48 2674.6055),(49 2678.411),(50 2650.878),(51 2724.2146),(52 2624.256),(53 2692.63),(54 2681.3994),(55 2668.3967),(56 2668.4648),(57 2682.1414),(58 2637.4385),(59 2642.655),(60 2611.8306),(61 2571.1064),(62 2574.1787),(63 2620.8865),(64 2627.572),(65 2637.5562),(66 2626.5938),(67 2630.332),(68 2591.862),(69 2649.8557),(70 2576.0007),(71 2597.2375),(72 2619.1082),(73 2653.6538),(74 2677.5662),(75 2645.189),(76 2674.0454),(77 2649.921),(78 2625.2302),(79 2601.644),
(1 1412.8129),(2 1836.2633),(3 2154.3035),(4 2273.904),(5 2338.405),(6 2368.2253),(7 2430.1565),(8 2476.492),(9 2465.549),(10 2461.118),(11 2483.6794),(12 2468.7764),(13 2488.721),(14 2480.0232),(15 2518.3154),(16 2524.1792),(17 2527.5464),(18 2521.1624),(19 2453.0247),(20 2429.63),(21 2464.978),(22 2485.0671),(23 2532.3484),(24 2503.8838),(25 2480.3882),(26 2493.1084),(27 2477.4045),(28 2525.7441),(29 2481.5552),(30 2546.346),(31 2539.2058),(32 2512.6938),(33 2494.8286),(34 2546.0793),(35 2533.3345),(36 2508.5752),(37 2495.2805),(38 2493.429),(39 2539.9607),(40 2518.1965),(41 2541.4993),(42 2576.406),(43 2531.6714),(44 2540.3296),(45 2518.2395),(46 2570.8499),(47 2556.198),(48 2570.3464),(49 2624.6167),(50 2578.0251),(51 2591.8865),(52 2574.2356),(53 2541.9175),(54 2518.8706),(55 2505.3389),(56 2480.4185),(57 2508.3599),(58 2529.069),(59 2558.2026),(60 2512.458),(61 2501.37),(62 2484.042),(63 2509.0566),(64 2485.6255),(65 2507.787),(66 2507.7412),(67 2530.6428),(68 2497.398),(69 2544.7295),(70 2475.7705),(71 2504.9165),(72 2531.574),(73 2492.279),(74 2479.72),(75 2479.8489),(76 2549.9746),(77 2536.091),(78 2545.3923),(79 2516.509),
(1 1386.8114),(2 1797.5681),(3 2099.9768),(4 2174.903),(5 2248.868),(6 2297.3647),(7 2341.557),(8 2361.093),(9 2376.9333),(10 2412.3323),(11 2428.2266),(12 2395.975),(13 2439.1582),(14 2393.139),(15 2446.2615),(16 2444.4514),(17 2476.5203),(18 2458.871),(19 2425.525),(20 2374.301),(21 2427.8103),(22 2415.0315),(23 2406.7913),(24 2378.7576),(25 2386.1545),(26 2398.726),(27 2390.0623),(28 2419.2312),(29 2363.988),(30 2409.9878),(31 2418.143),(32 2420.1782),(33 2354.3323),(34 2397.439),(35 2367.3076),(36 2344.5022),(37 2332.5151),(38 2335.579),(39 2357.369),(40 2386.063),(41 2373.6),(42 2397.3906),(43 2349.0889),(44 2408.0737),(45 2429.3018),(46 2452.6497),(47 2470.4226),(48 2476.808),(49 2511.6182),(50 2456.4956),(51 2531.297),(52 2431.6123),(53 2436.529),(54 2413.52),(55 2440.206),(56 2415.675),(57 2464.4639),(58 2432.668),(59 2421.0063),(60 2441.9124),(61 2454.0615),(62 2464.3982),(63 2517.1758),(64 2472.6619),(65 2473.172),(66 2482.6626),(67 2498.552),(68 2454.7346),(69 2497.0815),(70 2429.652),(71 2424.1235),(72 2417.8914),(73 2418.1392),(74 2437.2866),(75 2441.1584),(76 2464.8074),(77 2484.131),(78 2457.436),(79 2442.5918),
(1 1285.9696),(2 1721.7219),(3 1998.9412),(4 2053.5095),(5 2153.845),(6 2218.8354),(7 2254.584),(8 2273.597),(9 2243.679),(10 2262.6558),(11 2268.484),(12 2229.9216),(13 2278.0183),(14 2282.0752),(15 2339.8008),(16 2297.1316),(17 2345.2996),(18 2336.9138),(19 2321.6746),(20 2302.121),(21 2300.9312),(22 2270.4932),(23 2273.1501),(24 2261.3635),(25 2244.8),(26 2274.4314),(27 2290.5083),(28 2272.6558),(29 2259.5195),(30 2294.8792),(31 2292.8447),(32 2301.299),(33 2313.4468),(34 2302.6704),(35 2329.7722),(36 2310.2393),(37 2302.2214),(38 2302.9236),(39 2314.2283),(40 2268.821),(41 2257.8813),(42 2291.38),(43 2297.2205),(44 2324.6086),(45 2289.7244),(46 2360.0737),(47 2351.166),(48 2333.6714),(49 2374.4233),(50 2342.9006),(51 2359.1675),(52 2302.3196),(53 2330.298),(54 2289.6526),(55 2305.4143),(56 2284.3906),(57 2320.9937),(58 2301.0325),(59 2339.0107),(60 2325.8022),(61 2342.116),(62 2295.1848),(63 2359.758),(64 2327.2634),(65 2308.6897),(66 2311.0496),(67 2305.7688),(68 2296.1736),(69 2311.7715),(70 2283.4888),(71 2327.5308),(72 2315.527),(73 2283.6313),(74 2304.3784),(75 2312.7512),(76 2312.5737),(77 2285.127),(78 2310.2546),(79 2324.427),
(1 1267.0192),(2 1677.5176),(3 1910.894),(4 2004.1934),(5 2107.2114),(6 2137.6096),(7 2202.8738),(8 2196.6765),(9 2186.4812),(10 2194.9954),(11 2223.9395),(12 2191.896),(13 2198.4072),(14 2188.4846),(15 2221.7617),(16 2171.0527),(17 2240.555),(18 2214.394),(19 2218.178),(20 2233.563),(21 2285.5388),(22 2257.5273),(23 2285.266),(24 2281.3862),(25 2248.6802),(26 2236.0337),(27 2226.0505),(28 2193.9329),(29 2194.8635),(30 2226.4116),(31 2177.7744),(32 2189.818),(33 2160.8284),(34 2236.672),(35 2216.2935),(36 2206.0313),(37 2196.9607),(38 2207.725),(39 2218.626),(40 2215.2761),(41 2202.7349),(42 2224.2595),(43 2225.5745),(44 2232.4448),(45 2181.2236),(46 2225.9946),(47 2188.282),(48 2212.9917),(49 2211.3525),(50 2210.6),(51 2267.6936),(52 2251.9312),(53 2269.6484),(54 2226.9934),(55 2226.073),(56 2205.4153),(57 2262.6765),(58 2220.162),(59 2224.968),(60 2204.141),(61 2190.3542),(62 2171.0208),(63 2206.8003),(64 2206.1453),(65 2222.403),(66 2219.8262),(67 2228.8535),(68 2195.3064),(69 2224.0586),(70 2228.8433),(71 2224.9006),(72 2232.2078),(73 2216.1497),(74 2235.3271),(75 2261.3438),(76 2256.9773),(77 2266.8328),(78 2272.347),(79 2251.7954),
(1 1238.4138),(2 1639.1873),(3 1863.7166),(4 1964.4886),(5 2004.9769),(6 2062.7495),(7 2129.0237),(8 2173.1267),(9 2188.1365),(10 2164.6624),(11 2155.3054),(12 2129.419),(13 2132.8188),(14 2123.7288),(15 2120.0999),(16 2099.1067),(17 2156.089),(18 2140.3337),(19 2140.167),(20 2064.0422),(21 2098.3975),(22 2105.6804),(23 2130.09),(24 2122.589),(25 2108.3223),(26 2113.5876),(27 2112.287),(28 2074.316),(29 2074.8486),(30 2077.4194),(31 2087.3638),(32 2074.421),(33 2055.4294),(34 2107.1868),(35 2087.453),(36 2058.423),(37 2072.0625),(38 2106.6956),(39 2093.9404),(40 2114.9587),(41 2088.5315),(42 2105.4465),(43 2088.4087),(44 2105.3054),(45 2098.3987),(46 2146.2725),(47 2128.303),(48 2133.8738),(49 2131.6133),(50 2133.1003),(51 2163.679),(52 2078.6147),(53 2108.6638),(54 2123.9265),(55 2132.9353),(56 2125.9832),(57 2134.5137),(58 2141.5127),(59 2169.0415),(60 2124.5913),(61 2160.4736),(62 2136.495),(63 2166.6367),(64 2123.366),(65 2131.1829),(66 2111.968),(67 2105.7786),(68 2089.338),(69 2102.6758),(70 2091.1462),(71 2148.6685),(72 2131.2686),(73 2111.6577),(74 2124.3293),(75 2128.361),(76 2158.1155),(77 2132.2932),(78 2124.5627),(79 2133.657),
(1 1164.4054),(2 1510.6843),(3 1723.4622),(4 1833.781),(5 1881.8264),(6 1907.2489),(7 1966.1179),(8 1984.8289),(9 1981.2434),(10 1967.56),(11 1975.2041),(12 1994.5288),(13 2014.972),(14 2026.0452),(15 2037.455),(16 2010.0472),(17 2025.6835),(18 1999.6157),(19 2016.8956),(20 1959.3359),(21 1992.6671),(22 1986.7723),(23 2007.6285),(24 2022.5356),(25 2009.7365),(26 2050.4995),(27 2056.0798),(28 2032.2712),(29 2015.3063),(30 1998.2979),(31 1975.4333),(32 1956.0973),(33 1946.6117),(34 2027.6833),(35 2019.0676),(36 2020.8407),(37 2014.231),(38 2020.2759),(39 2008.8823),(40 2026.7356),(41 2003.1986),(42 2015.5905),(43 1976.396),(44 2010.384),(45 1979.9138),(46 2042.5135),(47 2040.8706),(48 2059.7585),(49 2067.0369),(50 2038.8918),(51 2070.6775),(52 2025.4573),(53 2052.7095),(54 2060.8816),(55 2049.3342),(56 2039.854),(57 2041.3647),(58 2035.2041),(59 2088.8271),(60 2061.9673),(61 2076.225),(62 2092.8643),(63 2121.3677),(64 2080.007),(65 2097.7224),(66 2077.0134),(67 2058.068),(68 2057.393),(69 2111.3516),(70 2073.3445),(71 2127.834),(72 2129.2607),(73 2085.7458),(74 2103.5266),(75 2100.053),(76 2112.2769),(77 2084.7239),(78 2100.393),(79 2081.0098),
(1 1127.3416),(2 1474.8647),(3 1694.7228),(4 1754.6399),(5 1829.9048),(6 1918.5779),(7 1933.5044),(8 1927.8567),(9 1943.8402),(10 1936.3926),(11 1945.6031),(12 1941.6974),(13 1942.9567),(14 1956.8372),(15 1992.6725),(16 1953.4658),(17 1942.7365),(18 1943.221),(19 1955.0851),(20 1922.4712),(21 1945.1199),(22 1925.7258),(23 1928.3579),(24 1914.5612),(25 1898.4313),(26 1933.1029),(27 1951.0591),(28 1931.2075),(29 1915.166),(30 1942.6014),(31 1929.4014),(32 1940.7223),(33 1947.6709),(34 1976.5431),(35 1921.8212),(36 1920.4452),(37 1934.026),(38 1950.5334),(39 1964.1857),(40 1942.6691),(41 1923.2865),(42 1938.396),(43 1935.9585),(44 1958.9658),(45 1963.2451),(46 2040.095),(47 2041.1561),(48 2052.4917),(49 2025.1195),(50 1985.5581),(51 2020.4534),(52 1978.174),(53 2015.118),(54 2008.8234),(55 1970.8625),(56 1949.9427),(57 1944.1831),(58 1953.9735),(59 1984.8397),(60 1960.7593),(61 1960.4829),(62 1959.3906),(63 1949.6575),(64 1932.5371),(65 1988.2615),(66 1988.2067),(67 2015.2775),(68 2002.5076),(69 2025.592),(70 1952.9069),(71 1977.8947),(72 1997.146),(73 1966.0594),(74 1995.6118),(75 2024.5905),(76 2055.5942),(77 2038.222),(78 2018.0249),(79 1989.6074),
