1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 382.34384),(2 513.1726),(3 563.1105),(4 582.5759),(5 613.9556),(6 611.1375),(7 627.2112),(8 648.6373),(9 652.03595),(10 667.35156),(11 683.5212),(12 673.4832),(13 693.00336),(14 683.2694),(15 682.14343),(16 697.6495),(17 687.9516),(18 695.5136),(19 714.8519),(20 704.5085),(21 714.95685),(22 721.8092),(23 716.72266),(24 721.18225),(25 718.95526),(26 707.0026),(27 721.1963),(28 710.2439),(29 713.31067),(30 708.3075),(31 707.3102),(32 708.5042),(33 695.99255),(34 688.41223),(35 707.1472),(36 695.0379),(37 708.7888),(38 696.3019),(39 694.4597),(40 704.50323),(41 699.91223),(42 695.8597),(43 687.2178),(44 690.25256),(45 706.6118),(46 707.5595),(47 716.77875),(48 709.56006),(49 712.5986),(50 722.96515),(51 725.1603),(52 731.39355),(53 737.3207),(54 732.7208),(55 733.24524),(56 751.78735),(57 736.77875),(58 734.54395),(59 759.1315),(60 756.2328),(61 745.1521),(62 761.25806),(63 753.9163),(64 755.57605),(65 749.9963),(66 751.63403),(67 761.2274),(68 746.46936),(69 740.548),(70 756.02386),(71 740.69135),(72 733.62),(73 748.725),(74 730.987),(75 727.72107),(76 740.4977),(77 721.72156),(78 727.5229),(79 748.49817),
(1 374.02234),(2 502.03702),(3 546.3617),(4 569.9198),(5 599.65344),(6 604.12335),(7 620.88806),(8 642.6043),(9 640.4448),(10 652.27515),(11 672.02997),(12 663.23627),(13 673.74585),(14 667.01556),(15 666.6421),(16 679.4668),(17 668.8042),(18 670.83325),(19 684.3726),(20 684.09906),(21 700.7407),(22 698.19434),(23 695.9984),(24 704.2957),(25 696.3916),(26 693.3539),(27 706.94763),(28 699.7034),(29 704.8159),(30 700.2228),(31 691.5823),(32 694.43445),(33 687.768),(34 686.77484),(35 699.92944),(36 686.66504),(37 692.7623),(38 682.11536),(39 685.6651),(40 690.75134),(41 682.35077),(42 687.30035),(43 685.9649),(44 697.4735),(45 700.89575),(46 696.00275),(47 707.8728),(48 699.9903),(49 699.33496),(50 717.5177),(51 717.14374),(52 726.2056),(53 735.5752),(54 720.93146),(55 722.2401),(56 740.18805),(57 728.1157),(58 733.2308),(59 753.77405),(60 746.67444),(61 736.97253),(62 745.60535),(63 738.621),(64 744.8055),(65 732.0106),(66 733.05206),(67 738.5106),(68 731.8295),(69 728.8348),(70 743.62354),(71 726.4091),(72 724.5486),(73 726.6188),(74 708.2511),(75 710.47644),(76 726.90497),(77 707.6688),(78 708.60675),(79 728.7011),
(1 375.53735),(2 501.74408),(3 547.37354),(4 581.41235),(5 609.10266),(6 622.45795),(7 626.8875),(8 656.366),(9 655.47034),(10 658.3389),(11 680.82764),(12 672.56024),(13 685.9567),(14 684.1303),(15 683.6384),(16 688.5014),(17 681.72864),(18 687.6854),(19 701.77814),(20 693.2855),(21 708.97455),(22 712.05945),(23 704.6025),(24 708.65356),(25 690.27014),(26 687.01666),(27 710.5921),(28 696.62695),(29 699.1081),(30 695.0419),(31 693.744),(32 692.1139),(33 676.8504),(34 669.4701),(35 684.01587),(36 668.6357),(37 697.90063),(38 699.2686),(39 696.6579),(40 704.7494),(41 697.1435),(42 699.786),(43 692.3666),(44 695.75653),(45 699.01807),(46 701.6138),(47 710.9198),(48 706.78937),(49 710.6422),(50 725.8387),(51 725.8642),(52 731.9186),(53 744.6857),(54 744.4899),(55 737.49854),(56 755.38074),(57 748.59076),(58 745.66473),(59 771.1711),(60 759.6131),(61 743.0911),(62 747.8719),(63 741.94763),(64 745.3689),(65 737.9258),(66 735.23596),(67 738.7897),(68 723.51666),(69 723.68414),(70 739.8534),(71 728.2481),(72 726.3227),(73 732.0035),(74 716.7701),(75 720.3511),(76 729.0687),(77 719.82495),(78 719.46234),(79 743.7922),
(1 364.34985),(2 481.58286),(3 527.2429),(4 553.1287),(5 585.6713),(6 590.22205),(7 604.20386),(8 631.7997),(9 628.4123),(10 633.89075),(11 656.0458),(12 648.15216),(13 660.06866),(14 658.34283),(15 659.0393),(16 669.30835),(17 655.48175),(18 663.7848),(19 673.99866),(20 671.08826),(21 683.3915),(22 683.6994),(23 682.2968),(24 684.4375),(25 670.7329),(26 671.2436),(27 698.41187),(28 683.35126),(29 686.5534),(30 672.13855),(31 669.32367),(32 662.5407),(33 652.93756),(34 645.6671),(35 658.2111),(36 644.7813),(37 657.4696),(38 651.7534),(39 655.59406),(40 656.7036),(41 658.624),(42 654.02893),(43 652.2015),(44 654.0034),(45 651.6033),(46 655.2161),(47 668.984),(48 657.3626),(49 665.19257),(50 673.093),(51 672.1884),(52 680.0697),(53 694.8684),(54 688.06915),(55 687.59644),(56 696.1415),(57 691.0655),(58 690.13696),(59 707.9835),(60 695.5162),(61 690.61584),(62 703.67725),(63 695.6995),(64 707.3642),(65 698.69867),(66 690.31744),(67 705.0819),(68 693.8914),(69 699.09344),(70 705.39343),(71 694.20703),(72 696.35443),(73 696.56134),(74 688.8935),(75 690.7945),(76 703.8578),(77 688.1992),(78 684.9437),(79 703.4874),
(1 369.9398),(2 507.77716),(3 549.9921),(4 576.76984),(5 603.21387),(6 606.423),(7 625.8007),(8 643.0239),(9 643.4602),(10 649.98096),(11 673.75525),(12 666.3634),(13 669.3957),(14 667.8929),(15 671.4222),(16 684.1164),(17 673.0709),(18 677.2883),(19 700.8397),(20 693.01904),(21 705.71185),(22 699.5079),(23 699.7076),(24 709.84937),(25 695.23206),(26 688.49005),(27 705.3685),(28 697.47815),(29 708.3944),(30 694.37604),(31 688.003),(32 686.3621),(33 667.0613),(34 659.02045),(35 680.74066),(36 664.2356),(37 680.8987),(38 670.4221),(39 674.6583),(40 685.5711),(41 677.0674),(42 678.9279),(43 661.72577),(44 668.14764),(45 674.2141),(46 676.16876),(47 695.58966),(48 681.0512),(49 696.2667),(50 711.0718),(51 706.5083),(52 707.6358),(53 723.17786),(54 712.45447),(55 701.4171),(56 714.60443),(57 701.3041),(58 697.3502),(59 711.40564),(60 711.1398),(61 709.0778),(62 724.6346),(63 711.5783),(64 717.314),(65 707.97437),(66 697.1904),(67 707.43195),(68 695.0091),(69 701.17755),(70 718.01086),(71 705.2335),(72 702.57086),(73 698.9322),(74 686.64484),(75 698.18964),(76 710.0096),(77 696.9504),(78 694.1592),(79 715.4092),
(1 360.151),(2 487.50323),(3 534.733),(4 558.2843),(5 585.8784),(6 586.97986),(7 597.37177),(8 620.2942),(9 616.38446),(10 626.5809),(11 647.5929),(12 644.4857),(13 648.8757),(14 647.7873),(15 648.7124),(16 664.82935),(17 654.3253),(18 659.4434),(19 673.43915),(20 672.35614),(21 680.9574),(22 680.9759),(23 679.10535),(24 675.909),(25 660.18396),(26 658.71747),(27 668.1903),(28 660.5743),(29 661.66394),(30 648.8979),(31 639.02545),(32 639.5529),(33 633.3607),(34 628.76587),(35 642.1863),(36 636.11035),(37 651.13617),(38 648.6622),(39 653.2006),(40 669.7425),(41 656.39484),(42 665.7977),(43 658.83527),(44 670.8022),(45 674.60315),(46 674.376),(47 692.9406),(48 679.4463),(49 686.90765),(50 694.27277),(51 697.55365),(52 700.7684),(53 713.0078),(54 698.7211),(55 698.35986),(56 704.998),(57 690.71313),(58 693.1792),(59 712.17334),(60 697.7524),(61 698.3649),(62 710.89667),(63 699.9559),(64 709.9674),(65 698.26),(66 694.91156),(67 704.81226),(68 683.549),(69 689.0396),(70 696.3044),(71 683.6528),(72 674.0094),(73 677.5235),(74 664.66315),(75 681.2796),(76 693.2152),(77 672.0177),(78 671.73517),(79 694.6943),
(1 359.38623),(2 481.75568),(3 535.7746),(4 558.1272),(5 583.4653),(6 582.4724),(7 587.5749),(8 616.89825),(9 607.05884),(10 613.5256),(11 639.1314),(12 635.6621),(13 656.76416),(14 643.23474),(15 639.2587),(16 651.4015),(17 643.8978),(18 650.125),(19 665.023),(20 662.9359),(21 673.1918),(22 666.6683),(23 669.8578),(24 680.38794),(25 673.36346),(26 662.04614),(27 674.20776),(28 663.57465),(29 671.9348),(30 665.88727),(31 658.67126),(32 663.0529),(33 652.9121),(34 645.3872),(35 657.9518),(36 645.8161),(37 650.2409),(38 651.92316),(39 652.7307),(40 665.2583),(41 658.4796),(42 659.7065),(43 647.3127),(44 655.5793),(45 659.5687),(46 656.1909),(47 676.03375),(48 667.2929),(49 666.11884),(50 670.624),(51 668.7803),(52 677.9155),(53 699.2861),(54 694.39606),(55 687.22156),(56 703.7027),(57 688.4132),(58 696.1595),(59 700.8254),(60 691.34924),(61 683.14514),(62 695.71027),(63 692.19385),(64 697.0433),(65 694.7798),(66 694.7395),(67 697.1848),(68 689.4673),(69 681.44763),(70 690.9074),(71 685.09784),(72 673.16425),(73 682.546),(74 664.13074),(75 668.7338),(76 680.3533),(77 667.9259),(78 673.6049),(79 688.9475),
(1 347.10504),(2 470.94427),(3 512.6692),(4 529.4304),(5 554.31213),(6 556.4426),(7 558.30225),(8 580.9828),(9 576.62805),(10 588.261),(11 611.8052),(12 605.9673),(13 621.90704),(14 613.7621),(15 615.9902),(16 625.5838),(17 624.19904),(18 629.94574),(19 637.69),(20 630.43774),(21 643.804),(22 639.6774),(23 645.7817),(24 648.3119),(25 643.6609),(26 647.7251),(27 659.9851),(28 646.9795),(29 649.20013),(30 637.61426),(31 632.2253),(32 635.4693),(33 623.148),(34 616.9178),(35 623.59265),(36 608.6994),(37 612.808),(38 602.44653),(39 606.3646),(40 624.6173),(41 615.29736),(42 618.9882),(43 621.2856),(44 626.6435),(45 627.8019),(46 636.60156),(47 648.8768),(48 636.5665),(49 638.5558),(50 642.953),(51 646.91205),(52 652.4332),(53 672.07355),(54 671.9663),(55 669.65625),(56 689.0467),(57 682.66846),(58 683.15314),(59 690.3047),(60 679.76697),(61 673.41614),(62 675.5866),(63 675.23846),(64 685.66516),(65 679.84125),(66 675.6126),(67 680.0518),(68 669.6681),(69 662.2476),(70 667.31946),(71 656.896),(72 646.73315),(73 666.59784),(74 646.5485),(75 645.4511),(76 662.946),(77 646.01666),(78 645.2377),(79 658.8581),
(1 343.5788),(2 458.32822),(3 509.10947),(4 523.39374),(5 539.6109),(6 541.18066),(7 551.08765),(8 580.09106),(9 572.0627),(10 588.2755),(11 603.4465),(12 598.9696),(13 617.73425),(14 613.0198),(15 616.6185),(16 630.9475),(17 623.63965),(18 627.5097),(19 644.38245),(20 637.42786),(21 645.6948),(22 642.7145),(23 643.4254),(24 649.5486),(25 641.5198),(26 638.197),(27 651.44745),(28 638.9117),(29 650.5876),(30 637.30865),(31 628.98364),(32 636.5424),(33 627.98584),(34 620.9529),(35 637.6981),(36 629.9415),(37 628.73267),(38 628.2444),(39 619.46045),(40 632.8953),(41 622.4374),(42 619.72687),(43 626.7222),(44 633.59406),(45 634.5531),(46 643.08044),(47 653.9801),(48 640.4241),(49 643.67896),(50 656.9265),(51 659.3976),(52 672.7885),(53 682.5331),(54 668.88983),(55 669.00635),(56 679.0151),(57 668.7818),(58 663.5726),(59 679.14624),(60 678.37036),(61 672.9353),(62 676.2439),(63 664.8584),(64 673.4217),(65 652.5919),(66 651.452),(67 667.35364),(68 656.7367),(69 666.23175),(70 669.53064),(71 656.144),(72 643.99817),(73 653.2409),(74 638.5471),(75 644.9479),(76 661.2163),(77 640.2075),(78 646.12354),(79 658.6631),
(1 351.1456),(2 471.51938),(3 516.9282),(4 531.956),(5 557.8934),(6 563.1525),(7 573.5302),(8 598.82306),(9 599.8133),(10 603.6985),(11 628.6144),(12 621.967),(13 630.0015),(14 627.3358),(15 637.35614),(16 647.87305),(17 638.40894),(18 635.4058),(19 643.3631),(20 635.3314),(21 644.4644),(22 639.2232),(23 637.5737),(24 644.8422),(25 638.7054),(26 634.42426),(27 641.54333),(28 628.54114),(29 630.9037),(30 620.4437),(31 615.02527),(32 624.64667),(33 621.8228),(34 616.7647),(35 627.39685),(36 612.90265),(37 623.3417),(38 612.16284),(39 615.1467),(40 631.69354),(41 626.55634),(42 626.4506),(43 627.71906),(44 638.32074),(45 636.96454),(46 648.65857),(47 653.8403),(48 650.43176),(49 655.14056),(50 662.8589),(51 654.5264),(52 661.1433),(53 674.95386),(54 671.3524),(55 671.47815),(56 687.46356),(57 680.09534),(58 675.81464),(59 694.6133),(60 691.98267),(61 682.4699),(62 690.0798),(63 682.22485),(64 679.1514),(65 671.967),(66 666.80164),(67 684.2383),(68 672.3865),(69 667.2319),(70 666.27924),(71 655.2103),(72 651.64343),(73 658.24286),(74 647.7025),(75 659.84644),(76 674.48016),(77 654.6754),(78 648.53534),(79 666.2704),
(1 348.1862),(2 467.06406),(3 507.30847),(4 534.2226),(5 560.6645),(6 559.8541),(7 564.01514),(8 592.0075),(9 592.4069),(10 595.7661),(11 613.5943),(12 618.60095),(13 631.0919),(14 630.8414),(15 632.0828),(16 636.99786),(17 627.98395),(18 618.169),(19 635.1364),(20 631.1853),(21 643.04584),(22 645.7029),(23 643.4683),(24 652.4881),(25 650.9107),(26 645.01654),(27 653.76105),(28 640.02747),(29 641.0584),(30 628.926),(31 628.5449),(32 633.5481),(33 624.4415),(34 616.0405),(35 625.5768),(36 616.45685),(37 628.4944),(38 618.507),(39 623.4934),(40 632.6069),(41 626.98615),(42 631.19403),(43 638.1226),(44 630.4722),(45 638.2025),(46 638.2913),(47 646.3242),(48 637.5549),(49 650.8124),(50 661.03284),(51 662.34717),(52 665.2961),(53 675.0624),(54 668.31793),(55 667.2265),(56 685.99176),(57 680.5668),(58 673.2963),(59 691.7081),(60 689.7071),(61 682.4941),(62 688.7254),(63 670.93896),(64 677.1201),(65 666.2708),(66 660.5847),(67 682.7091),(68 664.0225),(69 673.20526),(70 678.36),(71 660.38763),(72 653.93066),(73 662.1142),(74 650.3415),(75 650.779),(76 666.8133),(77 656.40027),(78 654.1496),(79 662.9471),
(1 335.02335),(2 449.37558),(3 487.73227),(4 510.61383),(5 548.0738),(6 546.29425),(7 545.8102),(8 574.2911),(9 570.272),(10 579.4031),(11 595.86127),(12 593.2728),(13 599.85266),(14 596.8708),(15 602.4075),(16 614.63385),(17 606.8202),(18 605.93994),(19 621.3336),(20 614.3516),(21 619.4587),(22 617.91504),(23 621.10535),(24 632.27277),(25 627.37836),(26 617.0755),(27 630.0252),(28 614.6189),(29 621.0517),(30 619.2113),(31 620.5903),(32 619.1046),(33 609.4673),(34 598.5137),(35 599.29517),(36 598.9629),(37 603.095),(38 597.38666),(39 596.0825),(40 603.8537),(41 600.6235),(42 607.1117),(43 608.52106),(44 606.1985),(45 614.1699),(46 619.65393),(47 625.82794),(48 616.7983),(49 624.43286),(50 638.80255),(51 629.8119),(52 641.03046),(53 653.95654),(54 643.8353),(55 641.3601),(56 661.3376),(57 656.68225),(58 656.5574),(59 674.3146),(60 671.94495),(61 660.7955),(62 673.983),(63 655.0334),(64 663.4187),(65 658.56335),(66 652.1029),(67 663.7106),(68 658.38544),(69 661.9601),(70 664.7191),(71 658.4315),(72 654.05914),(73 667.7357),(74 644.9889),(75 646.5793),(76 667.2963),(77 657.3861),(78 652.88086),(79 665.7099),
(1 331.41077),(2 442.00183),(3 482.34164),(4 499.71338),(5 534.9387),(6 541.01733),(7 542.78094),(8 557.07666),(9 560.0474),(10 570.8879),(11 588.99774),(12 585.6036),(13 600.15485),(14 591.3951),(15 595.0688),(16 602.45776),(17 599.85565),(18 598.2688),(19 611.9439),(20 605.75336),(21 619.22235),(22 620.04926),(23 615.4968),(24 623.3443),(25 614.661),(26 616.7655),(27 624.8525),(28 616.86865),(29 617.1602),(30 616.29126),(31 610.32794),(32 608.9563),(33 596.83905),(34 584.91315),(35 590.8531),(36 586.51215),(37 590.3527),(38 579.44183),(39 581.7655),(40 590.5969),(41 586.66644),(42 595.03156),(43 597.8785),(44 605.75525),(45 610.24005),(46 615.87286),(47 623.2499),(48 607.0675),(49 617.668),(50 625.2526),(51 623.8807),(52 634.1756),(53 645.5244),(54 632.5925),(55 624.4652),(56 639.0743),(57 638.3863),(58 635.4686),(59 654.21094),(60 654.07916),(61 650.9378),(62 661.64014),(63 642.0559),(64 654.56744),(65 649.1337),(66 642.03687),(67 654.07086),(68 642.2743),(69 643.25494),(70 655.39954),(71 644.5282),(72 644.08026),(73 648.30426),(74 618.3494),(75 624.55444),(76 637.6592),(77 624.8078),(78 628.5783),(79 643.36816),
(1 337.58936),(2 452.89526),(3 492.84048),(4 513.51483),(5 543.17535),(6 536.8313),(7 535.2428),(8 555.0113),(9 556.1897),(10 561.85486),(11 586.29083),(12 587.11395),(13 596.9177),(14 587.8532),(15 585.83124),(16 601.5236),(17 596.64496),(18 594.1162),(19 608.5795),(20 600.10187),(21 603.18774),(22 601.704),(23 603.07886),(24 610.62036),(25 605.58453),(26 605.108),(27 612.7972),(28 609.4703),(29 611.1654),(30 605.92224),(31 603.3024),(32 605.30206),(33 593.6656),(34 585.8645),(35 588.6493),(36 586.77405),(37 589.8221),(38 586.0713),(39 586.57294),(40 593.6235),(41 593.4772),(42 599.6745),(43 598.7963),(44 594.3297),(45 601.51654),(46 607.5219),(47 617.9364),(48 607.13605),(49 616.6665),(50 636.009),(51 640.75183),(52 645.0013),(53 645.82416),(54 640.1278),(55 636.1261),(56 652.50476),(57 646.2376),(58 651.46906),(59 671.9151),(60 665.39954),(61 662.14154),(62 661.1588),(63 646.46924),(64 661.1121),(65 650.65234),(66 648.36084),(67 658.6235),(68 645.1872),(69 651.86316),(70 668.2465),(71 656.29144),(72 652.6305),(73 649.5619),(74 632.3332),(75 639.797),(76 657.81055),(77 638.80756),(78 638.8215),(79 652.5237),
(1 325.2001),(2 436.17477),(3 487.25665),(4 506.29358),(5 537.0043),(6 536.64075),(7 537.1068),(8 551.5666),(9 544.9986),(10 551.9225),(11 573.8249),(12 578.13464),(13 584.5239),(14 578.8217),(15 580.23157),(16 590.2916),(17 587.6672),(18 592.6233),(19 607.32837),(20 593.70166),(21 592.33636),(22 591.8571),(23 587.77856),(24 605.7816),(25 601.37274),(26 598.7965),(27 609.62476),(28 609.1433),(29 613.76434),(30 604.1091),(31 602.77106),(32 607.3529),(33 595.9016),(34 589.37537),(35 599.6522),(36 594.9722),(37 599.3592),(38 585.8079),(39 588.9225),(40 601.0768),(41 599.8439),(42 606.2328),(43 608.757),(44 608.4509),(45 617.4417),(46 613.4614),(47 618.7144),(48 611.89996),(49 625.95386),(50 641.22296),(51 635.76404),(52 639.84973),(53 653.20416),(54 637.5718),(55 638.2636),(56 654.67584),(57 656.3784),(58 656.617),(59 658.8044),(60 648.0105),(61 638.87115),(62 651.98785),(63 641.5476),(64 650.7873),(65 642.9038),(66 642.041),(67 652.8974),(68 652.9159),(69 651.7923),(70 655.6306),(71 642.25946),(72 633.31995),(73 641.82153),(74 627.2499),(75 629.1897),(76 639.4178),(77 626.98114),(78 632.1719),(79 641.40466),
(1 321.63953),(2 435.1991),(3 485.72742),(4 505.30222),(5 535.70795),(6 535.2369),(7 539.9929),(8 550.18567),(9 551.3921),(10 556.4589),(11 577.15967),(12 573.7385),(13 584.7144),(14 577.49243),(15 578.14923),(16 588.54913),(17 587.34344),(18 591.7502),(19 602.18005),(20 588.3228),(21 596.23303),(22 599.59674),(23 592.80505),(24 602.6342),(25 593.6484),(26 587.20825),(27 596.6889),(28 593.34705),(29 598.0496),(30 586.83435),(31 585.5171),(32 596.9884),(33 581.9778),(34 575.1727),(35 583.4986),(36 581.6509),(37 590.6725),(38 581.80176),(39 583.50006),(40 596.367),(41 594.0976),(42 597.61237),(43 592.8267),(44 595.5744),(45 601.51807),(46 604.1427),(47 604.29663),(48 597.0602),(49 605.8444),(50 628.9558),(51 634.0975),(52 638.84503),(53 642.57153),(54 627.4651),(55 635.12866),(56 640.7945),(57 640.57025),(58 637.0446),(59 654.3781),(60 640.9575),(61 633.6491),(62 644.8911),(63 627.54535),(64 641.6538),(65 639.2816),(66 640.1124),(67 656.8542),(68 644.07855),(69 639.9162),(70 639.5051),(71 635.25916),(72 622.1308),(73 635.456),(74 621.5034),(75 624.2135),(76 638.3497),(77 636.16565),(78 639.6894),(79 644.022),
(1 313.8787),(2 433.4116),(3 486.85672),(4 511.01633),(5 539.59467),(6 534.71545),(7 537.6462),(8 548.6094),(9 547.2205),(10 542.99164),(11 562.3671),(12 557.67554),(13 565.1359),(14 564.9182),(15 571.18994),(16 579.96893),(17 572.92847),(18 579.0852),(19 586.74304),(20 588.9104),(21 592.863),(22 583.84357),(23 579.7992),(24 585.52344),(25 580.052),(26 580.3659),(27 591.49963),(28 583.33026),(29 589.77216),(30 584.1291),(31 583.00903),(32 590.82806),(33 577.0484),(34 566.0964),(35 579.7538),(36 574.728),(37 585.6616),(38 576.27325),(39 576.02765),(40 584.66675),(41 584.99915),(42 587.3467),(43 585.1906),(44 583.2143),(45 583.34265),(46 585.56055),(47 594.2716),(48 591.8431),(49 598.7424),(50 611.6621),(51 619.1451),(52 621.5656),(53 627.7715),(54 618.74414),(55 618.679),(56 636.28876),(57 635.78253),(58 631.3519),(59 649.5545),(60 634.092),(61 627.12463),(62 632.434),(63 625.94446),(64 630.05164),(65 618.3582),(66 616.6941),(67 633.56165),(68 625.1888),(69 626.36523),(70 632.59406),(71 625.03815),(72 616.2778),(73 622.724),(74 607.7903),(75 614.259),(76 625.15173),(77 612.51416),(78 615.9428),(79 626.97754),
(1 307.9108),(2 415.60712),(3 464.75818),(4 491.10318),(5 524.7715),(6 531.23956),(7 536.95605),(8 551.4292),(9 547.29065),(10 539.85205),(11 557.48126),(12 548.02606),(13 561.6761),(14 561.8566),(15 560.10236),(16 575.25476),(17 576.63666),(18 574.26373),(19 579.2832),(20 567.885),(21 576.75085),(22 577.11426),(23 569.3654),(24 570.006),(25 571.8723),(26 573.0852),(27 584.0974),(28 575.74677),(29 583.674),(30 576.2212),(31 571.7577),(32 581.1059),(33 570.50946),(34 562.6434),(35 576.38837),(36 571.1008),(37 577.1436),(38 559.2629),(39 553.9656),(40 564.2599),(41 561.7058),(42 566.4184),(43 566.46606),(44 566.83704),(45 579.84644),(46 579.5702),(47 595.2739),(48 587.82666),(49 588.6855),(50 605.72186),(51 604.0829),(52 601.1023),(53 612.99664),(54 607.9153),(55 611.3929),(56 635.45264),(57 625.34924),(58 616.94916),(59 618.36847),(60 606.2547),(61 598.6394),(62 607.3974),(63 606.41345),(64 610.5611),(65 606.35077),(66 599.1234),(67 613.80475),(68 605.6724),(69 613.1642),(70 625.9896),(71 612.96893),(72 609.0021),(73 608.2859),(74 596.7986),(75 597.596),(76 612.6396),(77 597.50745),(78 595.9719),(79 607.59875),
(1 313.97913),(2 436.2486),(3 485.93597),(4 509.08554),(5 538.5957),(6 545.95135),(7 555.2768),(8 580.3808),(9 569.6635),(10 564.91516),(11 582.386),(12 576.14386),(13 587.87305),(14 581.7241),(15 581.9613),(16 592.82074),(17 598.0548),(18 594.9479),(19 606.59875),(20 593.5265),(21 594.3797),(22 587.1733),(23 580.58606),(24 581.3711),(25 576.9003),(26 574.85767),(27 583.42694),(28 581.1521),(29 593.86176),(30 585.61523),(31 581.0776),(32 590.2733),(33 575.98236),(34 573.18195),(35 587.32007),(36 578.6837),(37 583.88934),(38 571.27936),(39 563.8003),(40 573.7607),(41 577.72974),(42 581.008),(43 572.9342),(44 577.6152),(45 582.74335),(46 587.15955),(47 605.96967),(48 599.3468),(49 604.085),(50 617.7772),(51 617.5078),(52 621.581),(53 628.2367),(54 619.6977),(55 622.68176),(56 633.2549),(57 626.06),(58 624.138),(59 634.8159),(60 618.42206),(61 621.2028),(62 629.89935),(63 618.8435),(64 621.684),(65 617.95276),(66 613.92346),(67 629.56476),(68 618.03845),(69 621.39545),(70 639.2454),(71 632.92285),(72 621.47943),(73 618.8254),(74 603.76715),(75 605.1934),(76 616.8206),(77 602.21704),(78 602.6171),(79 612.7774),
