1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67437.26),(2 209642.8),(3 424239.66),(4 702046.5),(5 1018878.75),(6 1345658.9),(7 1655068.5),(8 1936773),(9 2252697.8),(10 2579778.8),(11 2899857.8),(12 3244435.3),(13 3654992),(14 4031615.3),(15 4369553.5),(16 4691650),(17 4956998),(18 5137656),(19 5286408),(20 5385737.5),(21 5441016.5),(22 5552704),(23 5665009.5),(24 5785449.5),(25 5932352.5),(26 6070136),(27 6225373.5),(28 6344564.5),(29 6456438.5),(30 6596846.5),(31 6715220.5),(32 6795341.5),(33 6895221.5),(34 6954262.5),(35 6918770.5),(36 6866672),(37 6816141.5),(38 6746829.5),(39 6725237.5),(40 6716457.5),(41 6688101.5),(42 6719789.5),(43 6769732),(44 6801220.5),(45 6993732),(46 7136812),(47 7313086),(48 7540572.5),(49 7756948),(50 7978847.5),(51 8205066.5),(52 8393614),(53 8622157),(54 8831288),(55 9045401),(56 9267077),(57 9416182),(58 9603682),(59 9720984),(60 9834207),(61 9924183),(62 9961799),(63 9982047),(64 10037744),(65 10033980),(66 10010247),(67 9980744),(68 9948543),(69 9903100),(70 10012008),(71 10055556),(72 10158575),(73 10288086),(74 10332837),(75 10449142),(76 10588087),(77 10733473),(78 11210264),(79 11464859),
(1 286.89914),(2 340.88113),(3 370.7028),(4 388.18335),(5 401.9259),(6 413.91104),(7 429.0178),(8 425.69617),(9 432.1552),(10 436.85446),(11 438.3415),(12 441.50143),(13 443.39893),(14 434.0654),(15 434.96613),(16 443.85397),(17 450.40866),(18 455.76624),(19 461.5149),(20 455.3573),(21 460.23932),(22 456.69055),(23 462.94476),(24 463.20126),(25 461.08987),(26 459.80795),(27 466.35794),(28 455.23727),(29 457.5215),(30 464.0338),(31 459.55643),(32 469.17038),(33 467.3916),(34 469.39752),(35 473.61624),(36 476.11377),(37 484.89758),(38 474.72348),(39 475.6318),(40 491.0556),(41 479.5559),(42 485.27563),(43 495.77924),(44 483.65573),(45 481.01392),(46 482.2802),(47 485.97922),(48 488.23273),(49 477.23648),(50 483.03134),(51 481.48422),(52 487.30502),(53 487.97308),(54 489.08823),(55 503.58963),(56 495.11984),(57 489.67395),(58 497.48782),(59 499.68692),(60 502.30127),(61 517.7724),(62 506.0476),(63 505.1182),(64 507.11087),(65 500.79987),(66 504.73773),(67 511.29776),(68 504.48978),(69 502.43445),(70 502.58658),(71 497.04547),(72 494.09085),(73 498.20718),(74 495.86185),(75 499.8074),(76 493.16626),(77 499.21478),(78 532.737),(79 520.1056),
(1 282.0696),(2 337.61206),(3 365.57248),(4 385.319),(5 391.4782),(6 406.7444),(7 416.70932),(8 417.25482),(9 419.89456),(10 423.7399),(11 424.4922),(12 428.50558),(13 430.61612),(14 423.58188),(15 429.61182),(16 439.1767),(17 435.46503),(18 440.75482),(19 456.08325),(20 448.8192),(21 450.43646),(22 445.84863),(23 450.30444),(24 454.989),(25 449.39206),(26 447.013),(27 451.689),(28 445.95367),(29 446.20767),(30 449.44733),(31 440.21033),(32 451.90967),(33 453.4098),(34 454.91214),(35 457.91245),(36 462.7268),(37 476.04434),(38 468.0806),(39 462.69763),(40 475.11133),(41 467.50516),(42 472.46793),(43 487.4779),(44 472.9505),(45 471.03848),(46 472.94644),(47 473.81522),(48 476.66156),(49 473.8096),(50 479.0803),(51 477.6943),(52 487.3996),(53 483.51425),(54 486.0626),(55 501.4256),(56 496.22763),(57 494.23907),(58 499.13602),(59 497.91296),(60 495.7345),(61 506.55975),(62 501.4217),(63 494.2737),(64 493.92493),(65 493.4868),(66 495.67627),(67 498.69193),(68 492.7316),(69 490.00555),(70 496.51788),(71 490.11386),(72 488.5981),(73 489.80594),(74 484.64813),(75 492.76144),(76 480.8015),(77 485.31418),(78 526.14343),(79 505.6824),
(1 276.8195),(2 337.01212),(3 359.56567),(4 377.18182),(5 382.69534),(6 394.70093),(7 407.63885),(8 409.84076),(9 410.08972),(10 418.30603),(11 416.79544),(12 417.50296),(13 418.4593),(14 414.96597),(15 415.75714),(16 426.40134),(17 425.4472),(18 429.12955),(19 447.19302),(20 443.08243),(21 445.30502),(22 437.6333),(23 440.41974),(24 449.70242),(25 446.22018),(26 446.1468),(27 447.4116),(28 440.17807),(29 441.1236),(30 442.14832),(31 436.9154),(32 445.06326),(33 445.4839),(34 446.8369),(35 450.8616),(36 458.2643),(37 465.01587),(38 458.23007),(39 461.61475),(40 471.3698),(41 461.36172),(42 468.9486),(43 478.06564),(44 472.69266),(45 474.90533),(46 469.69403),(47 467.75284),(48 472.1453),(49 470.46268),(50 475.4214),(51 472.99557),(52 476.98135),(53 473.06204),(54 474.45248),(55 481.67282),(56 481.50247),(57 482.793),(58 498.79),(59 499.88895),(60 495.76736),(61 504.73022),(62 490.66733),(63 490.38843),(64 489.45798),(65 482.07645),(66 483.47998),(67 490.84268),(68 481.00412),(69 478.4187),(70 482.6941),(71 478.63977),(72 480.5675),(73 481.22647),(74 476.76932),(75 482.85947),(76 475.47153),(77 480.8971),(78 510.28104),(79 495.64847),
(1 269.05267),(2 328.26367),(3 349.435),(4 365.27124),(5 374.89178),(6 385.03604),(7 394.51346),(8 395.43115),(9 396.17728),(10 405.22247),(11 407.88232),(12 406.85132),(13 411.17657),(14 404.7479),(15 412.92032),(16 421.98813),(17 421.46597),(18 427.08664),(19 442.02274),(20 433.66095),(21 440.48828),(22 436.33224),(23 440.61066),(24 448.13733),(25 442.06415),(26 442.16373),(27 445.78836),(28 442.23438),(29 443.10895),(30 444.81705),(31 437.3442),(32 445.13837),(33 443.82535),(34 446.11542),(35 446.16846),(36 450.7337),(37 460.55673),(38 456.7456),(39 457.29254),(40 468.20343),(41 457.508),(42 457.45514),(43 471.01532),(44 464.23715),(45 462.3902),(46 462.3256),(47 461.06992),(48 463.97577),(49 457.97),(50 464.5385),(51 457.66864),(52 462.5776),(53 460.66125),(54 460.5383),(55 468.7571),(56 464.05292),(57 467.32468),(58 478.62643),(59 472.81375),(60 476.86072),(61 487.34848),(62 473.07565),(63 474.02594),(64 471.13666),(65 463.76437),(66 466.30435),(67 467.87067),(68 463.7423),(69 456.71793),(70 461.37366),(71 459.80353),(72 462.49692),(73 463.80292),(74 457.77872),(75 463.59366),(76 452.97638),(77 456.97498),(78 491.95718),(79 471.93048),
(1 263.8611),(2 319.49857),(3 342.08337),(4 361.4858),(5 372.2985),(6 380.61234),(7 392.59656),(8 393.53082),(9 396.16223),(10 405.13824),(11 405.7757),(12 407.81107),(13 413.77435),(14 408.11707),(15 410.46146),(16 418.53433),(17 419.52927),(18 424.91345),(19 434.075),(20 425.0708),(21 430.25406),(22 424.20163),(23 423.90518),(24 436.7279),(25 433.59082),(26 428.8098),(27 435.9011),(28 429.12598),(29 426.53845),(30 430.5153),(31 431.10287),(32 434.73962),(33 433.21606),(34 434.38727),(35 433.07962),(36 436.9063),(37 447.3258),(38 445.3416),(39 454.79984),(40 465.19058),(41 453.42468),(42 457.18875),(43 466.18958),(44 458.20493),(45 455.3084),(46 455.76767),(47 455.31433),(48 458.0629),(49 452.1765),(50 458.55344),(51 454.0006),(52 461.36487),(53 458.96997),(54 464.49875),(55 468.28403),(56 467.48395),(57 469.5237),(58 479.42834),(59 475.61133),(60 476.40518),(61 485.57294),(62 473.79492),(63 473.33817),(64 469.711),(65 458.43658),(66 463.0605),(67 467.06604),(68 464.7306),(69 462.41272),(70 464.48074),(71 458.51926),(72 459.43015),(73 462.89798),(74 454.464),(75 456.04294),(76 449.06613),(77 457.5145),(78 492.38028),(79 477.98917),
(1 256.7599),(2 312.22012),(3 336.59543),(4 355.30914),(5 368.508),(6 376.1742),(7 386.74622),(8 391.05725),(9 393.41956),(10 400.67532),(11 400.09155),(12 402.02823),(13 405.33905),(14 401.40598),(15 399.33316),(16 411.7614),(17 413.29678),(18 418.6902),(19 430.72238),(20 422.71802),(21 428.13507),(22 420.37515),(23 421.1356),(24 430.48334),(25 424.73688),(26 421.26254),(27 424.3431),(28 418.8629),(29 421.99515),(30 426.08337),(31 421.1668),(32 428.90903),(33 427.07236),(34 429.064),(35 427.63144),(36 433.4379),(37 437.85965),(38 440.15765),(39 446.51285),(40 455.69818),(41 443.08633),(42 444.27844),(43 452.51224),(44 446.58453),(45 450.60718),(46 448.52896),(47 446.17786),(48 448.77087),(49 446.5255),(50 455.74875),(51 452.60297),(52 456.09158),(53 456.085),(54 458.59158),(55 461.6759),(56 457.50095),(57 460.75186),(58 471.30396),(59 467.9606),(60 471.95264),(61 480.12402),(62 472.04898),(63 472.96146),(64 471.23688),(65 460.1389),(66 465.82748),(67 474.3393),(68 465.10992),(69 464.53674),(70 467.9764),(71 458.2897),(72 459.34692),(73 462.06488),(74 456.8859),(75 463.81448),(76 460.03052),(77 464.0386),(78 493.49295),(79 480.20844),
(1 251.87576),(2 305.06183),(3 329.09702),(4 347.95364),(5 356.74625),(6 368.67157),(7 377.37805),(8 381.13104),(9 382.17654),(10 389.75656),(11 391.11014),(12 392.0934),(13 394.5818),(14 393.49677),(15 392.9492),(16 406.4078),(17 409.041),(18 410.42032),(19 422.99445),(20 416.08566),(21 422.51355),(22 417.443),(23 419.07593),(24 425.2078),(25 417.59372),(26 416.5144),(27 422.4242),(28 417.2312),(29 421.84113),(30 427.52728),(31 420.61774),(32 427.77936),(33 422.46347),(34 427.5473),(35 427.51767),(36 430.35248),(37 433.21164),(38 432.59995),(39 440.21042),(40 445.95377),(41 440.0499),(42 436.85477),(43 441.34216),(44 437.27115),(45 441.2681),(46 439.79666),(47 439.1314),(48 443.4345),(49 438.195),(50 441.54874),(51 433.72745),(52 437.46982),(53 436.3222),(54 439.71738),(55 446.487),(56 443.34793),(57 441.91656),(58 450.6314),(59 451.6976),(60 454.24847),(61 459.4744),(62 448.61783),(63 454.2373),(64 454.76962),(65 446.72394),(66 451.97433),(67 456.91376),(68 448.04575),(69 445.9041),(70 449.23975),(71 441.10803),(72 437.11102),(73 439.58182),(74 439.96326),(75 444.32236),(76 435.27466),(77 437.95364),(78 473.17453),(79 459.01843),
(1 253.36473),(2 303.97433),(3 327.19037),(4 347.99185),(5 352.4945),(6 363.97174),(7 370.11447),(8 372.51248),(9 372.79886),(10 380.8496),(11 379.81726),(12 381.04175),(13 385.8159),(14 383.59824),(15 382.03247),(16 396.1889),(17 396.33475),(18 403.13107),(19 414.93463),(20 409.34686),(21 413.7392),(22 402.33377),(23 406.49063),(24 413.05545),(25 406.12466),(26 405.2273),(27 412.0703),(28 408.79123),(29 411.29285),(30 415.81705),(31 409.12115),(32 416.2394),(33 413.41577),(34 418.91464),(35 419.24908),(36 422.40305),(37 428.00226),(38 424.2657),(39 427.60242),(40 434.3175),(41 428.02896),(42 425.74954),(43 429.30945),(44 424.08893),(45 428.09665),(46 425.1233),(47 423.86188),(48 430.6279),(49 425.9962),(50 433.8507),(51 424.8868),(52 431.27704),(53 431.08047),(54 434.7904),(55 439.8411),(56 441.12906),(57 440.04218),(58 448.72064),(59 450.61633),(60 449.0586),(61 455.8439),(62 446.31845),(63 442.97913),(64 444.69757),(65 436.47946),(66 443.46014),(67 445.99814),(68 439.02838),(69 434.3521),(70 439.06104),(71 435.63852),(72 434.34158),(73 435.80698),(74 432.9783),(75 436.6289),(76 428.58224),(77 431.6271),(78 463.79202),(79 449.6881),
(1 245.43571),(2 296.29825),(3 316.68387),(4 338.71298),(5 341.90323),(6 356.97925),(7 365.41287),(8 363.5858),(9 366.08072),(10 373.59814),(11 376.35175),(12 372.7575),(13 381.2373),(14 382.76382),(15 381.97696),(16 392.31494),(17 389.4754),(18 393.78833),(19 402.89548),(20 398.50577),(21 401.6942),(22 394.26358),(23 401.6326),(24 408.10083),(25 402.35898),(26 401.8037),(27 404.18246),(28 400.53903),(29 403.7977),(30 406.0826),(31 401.26648),(32 406.6583),(33 408.3541),(34 409.34543),(35 409.0643),(36 412.24457),(37 416.84177),(38 410.4806),(39 414.76285),(40 420.27396),(41 420.1593),(42 420.40784),(43 424.48044),(44 418.15427),(45 413.2995),(46 410.75696),(47 410.5046),(48 411.5547),(49 411.50372),(50 413.15564),(51 409.56143),(52 417.4038),(53 415.29178),(54 419.7892),(55 422.954),(56 422.69977),(57 424.6163),(58 434.70172),(59 435.1071),(60 437.6024),(61 450.6601),(62 444.98016),(63 437.0826),(64 437.82318),(65 429.94247),(66 430.44983),(67 437.16504),(68 431.06265),(69 430.22842),(70 433.71283),(71 427.68024),(72 428.33563),(73 432.4774),(74 427.75266),(75 433.78006),(76 430.46362),(77 437.15723),(78 469.29587),(79 452.29138),
(1 237.30548),(2 286.45178),(3 306.2508),(4 325.73746),(5 330.72464),(6 342.90097),(7 351.31342),(8 352.99207),(9 353.82343),(10 357.84888),(11 358.45447),(12 355.87646),(13 360.01898),(14 359.50586),(15 361.34702),(16 371.66388),(17 370.14316),(18 376.66528),(19 388.03134),(20 379.63345),(21 389.2591),(22 374.99872),(23 380.32498),(24 387.27045),(25 376.10428),(26 377.36673),(27 379.73392),(28 379.05646),(29 385.35626),(30 385.77057),(31 381.00272),(32 387.29077),(33 388.85065),(34 398.1132),(35 398.6639),(36 400.97473),(37 408.7253),(38 403.68466),(39 403.67026),(40 411.45328),(41 404.02362),(42 404.6925),(43 411.8919),(44 411.19376),(45 404.3203),(46 401.53366),(47 398.2097),(48 405.7484),(49 403.3279),(50 407.17752),(51 404.56693),(52 411.19907),(53 408.77628),(54 410.7493),(55 415.72577),(56 418.00632),(57 417.58075),(58 426.9569),(59 425.3192),(60 428.88855),(61 435.42145),(62 427.89395),(63 425.23895),(64 426.96402),(65 426.78836),(66 426.7179),(67 426.39407),(68 421.7153),(69 415.11612),(70 417.47134),(71 410.6377),(72 414.0311),(73 417.5734),(74 414.13858),(75 418.393),(76 413.90842),(77 416.55524),(78 446.50992),(79 427.14154),
(1 237.41048),(2 291.16132),(3 314.67007),(4 334.09042),(5 338.67508),(6 348.8772),(7 359.34308),(8 362.53665),(9 365.566),(10 373.22083),(11 369.02704),(12 369.5906),(13 375.26752),(14 369.4226),(15 372.45493),(16 384.89008),(17 385.36835),(18 392.6931),(19 401.03564),(20 391.29736),(21 399.2896),(22 386.0199),(23 393.82928),(24 405.0042),(25 396.47314),(26 399.85126),(27 407.75534),(28 400.6746),(29 405.67917),(30 408.65002),(31 404.86066),(32 407.1187),(33 404.50388),(34 412.35187),(35 414.71964),(36 417.35638),(37 417.40106),(38 414.64554),(39 412.6352),(40 419.4766),(41 416.7283),(42 415.16953),(43 423.98297),(44 419.3229),(45 414.65973),(46 413.89276),(47 412.1901),(48 416.1542),(49 410.6446),(50 418.70062),(51 413.9834),(52 420.44656),(53 418.81903),(54 420.04553),(55 426.42593),(56 428.15994),(57 427.5479),(58 434.47943),(59 432.7932),(60 439.91016),(61 445.69714),(62 434.42734),(63 432.12033),(64 440.2597),(65 433.4228),(66 437.04858),(67 442.95602),(68 437.19223),(69 433.55194),(70 436.93234),(71 432.18726),(72 427.1588),(73 428.11554),(74 423.39514),(75 426.60147),(76 416.0899),(77 418.8634),(78 450.80682),(79 434.15048),
(1 231.70708),(2 279.77496),(3 302.1658),(4 320.2251),(5 328.84457),(6 335.97845),(7 344.59012),(8 343.79166),(9 346.66455),(10 354.49734),(11 352.77426),(12 353.16806),(13 359.8181),(14 354.45987),(15 356.84372),(16 365.24374),(17 366.8814),(18 374.17416),(19 384.4756),(20 380.0814),(21 387.08246),(22 378.20245),(23 379.13025),(24 389.18277),(25 381.48053),(26 382.3682),(27 386.5914),(28 383.71585),(29 385.76874),(30 389.0434),(31 382.1983),(32 390.67236),(33 387.0096),(34 389.77832),(35 391.11353),(36 395.93747),(37 404.13016),(38 401.3692),(39 395.11758),(40 400.91754),(41 395.2163),(42 396.94165),(43 401.63498),(44 395.62183),(45 400.0649),(46 397.47556),(47 394.2544),(48 398.2693),(49 395.04834),(50 398.28162),(51 393.7447),(52 396.07965),(53 395.47632),(54 396.8531),(55 404.72974),(56 402.46036),(57 401.97586),(58 410.134),(59 412.26),(60 416.62994),(61 422.00894),(62 414.77982),(63 412.0859),(64 420.2971),(65 410.44238),(66 409.40552),(67 422.86414),(68 412.75742),(69 416.6357),(70 417.6527),(71 413.6653),(72 411.04764),(73 411.70395),(74 407.84396),(75 414.51697),(76 409.0023),(77 411.9466),(78 436.47284),(79 420.29245),
(1 232.75987),(2 278.73883),(3 303.3273),(4 320.8308),(5 323.53375),(6 330.80505),(7 341.1783),(8 339.28537),(9 342.59387),(10 349.61517),(11 349.50278),(12 354.2739),(13 357.5754),(14 354.20993),(15 358.96576),(16 366.9866),(17 367.02063),(18 373.4957),(19 385.51068),(20 375.0599),(21 379.29947),(22 377.41348),(23 377.9135),(24 384.9811),(25 373.90366),(26 372.42148),(27 375.4851),(28 373.17346),(29 378.6315),(30 380.13263),(31 375.04376),(32 380.31573),(33 374.27338),(34 379.4301),(35 377.088),(36 377.1756),(37 385.3301),(38 381.06873),(39 381.9126),(40 389.45108),(41 384.47372),(42 385.37054),(43 394.6199),(44 387.2756),(45 394.8739),(46 391.3714),(47 386.53918),(48 389.95697),(49 392.73123),(50 394.1345),(51 392.21942),(52 396.6909),(53 396.957),(54 399.09814),(55 401.08698),(56 404.1174),(57 402.343),(58 410.35602),(59 413.4776),(60 417.77417),(61 422.8968),(62 414.3269),(63 413.46753),(64 417.25488),(65 410.81848),(66 408.25424),(67 414.51062),(68 407.45483),(69 408.82175),(70 411.28778),(71 402.6046),(72 401.56003),(73 405.83115),(74 401.68906),(75 408.3578),(76 401.1294),(77 404.73657),(78 432.1443),(79 416.40985),
(1 229.29956),(2 272.69873),(3 299.69342),(4 319.55295),(5 323.46576),(6 333.25146),(7 336.29028),(8 338.38208),(9 339.46188),(10 346.5805),(11 341.38785),(12 344.55835),(13 348.73975),(14 347.3023),(15 347.09818),(16 360.80533),(17 361.2474),(18 366.69604),(19 375.0321),(20 368.62665),(21 375.40952),(22 375.30508),(23 375.7274),(24 380.91464),(25 377.81934),(26 377.1826),(27 379.75787),(28 372.8633),(29 370.66434),(30 374.0416),(31 370.62463),(32 378.71426),(33 376.277),(34 379.54187),(35 377.61636),(36 382.30838),(37 387.32813),(38 384.4169),(39 383.75424),(40 395.5613),(41 394.12708),(42 394.85538),(43 401.64606),(44 390.72098),(45 394.87823),(46 389.84372),(47 390.87408),(48 394.51385),(49 395.47397),(50 399.80936),(51 395.11917),(52 397.21426),(53 393.9276),(54 395.3118),(55 404.26617),(56 401.5264),(57 398.24207),(58 402.44547),(59 405.4709),(60 410.9471),(61 418.85526),(62 409.26538),(63 409.7277),(64 416.6763),(65 410.03998),(66 412.504),(67 411.73862),(68 403.17722),(69 404.17023),(70 405.2243),(71 397.03558),(72 398.09943),(73 402.32813),(74 398.48636),(75 406.2259),(76 401.00174),(77 403.1925),(78 431.80325),(79 415.9779),
(1 225.1741),(2 264.77856),(3 289.14526),(4 306.51282),(5 308.95288),(6 318.8301),(7 328.8849),(8 331.9622),(9 334.5395),(10 336.04523),(11 336.28955),(12 336.7852),(13 341.0142),(14 341.1099),(15 337.6087),(16 348.7463),(17 349.37207),(18 356.44885),(19 364.8532),(20 364.67004),(21 368.1227),(22 361.96033),(23 362.24265),(24 366.406),(25 365.04922),(26 361.28745),(27 363.5347),(28 358.26794),(29 359.85956),(30 363.5678),(31 362.948),(32 363.8167),(33 363.60645),(34 369.71655),(35 368.15817),(36 367.02277),(37 373.88123),(38 374.16794),(39 371.92123),(40 382.3347),(41 381.29938),(42 380.7165),(43 387.48315),(44 379.5847),(45 385.42804),(46 379.86902),(47 383.4697),(48 384.11935),(49 385.36597),(50 385.57315),(51 384.49503),(52 390.39197),(53 385.90015),(54 384.97296),(55 388.5854),(56 391.77612),(57 391.00015),(58 402.03308),(59 399.41074),(60 398.39822),(61 403.3733),(62 394.46948),(63 395.41663),(64 397.20123),(65 394.40106),(66 396.97263),(67 395.59555),(68 388.86243),(69 384.93823),(70 384.8417),(71 380.12973),(72 382.6403),(73 387.82623),(74 382.18872),(75 389.91287),(76 381.85162),(77 386.05542),(78 412.1073),(79 396.56064),
(1 217.1082),(2 257.57712),(3 279.92007),(4 297.71982),(5 305.07822),(6 316.41785),(7 323.53326),(8 325.40045),(9 329.79483),(10 333.97043),(11 334.25388),(12 333.34128),(13 336.68362),(14 335.6996),(15 333.2426),(16 344.1258),(17 343.43918),(18 351.50906),(19 362.1585),(20 359.5135),(21 361.14774),(22 358.0222),(23 358.26758),(24 367.38077),(25 361.61737),(26 360.75055),(27 366.2119),(28 359.9385),(29 362.06726),(30 362.3278),(31 360.03732),(32 363.4247),(33 359.59955),(34 363.93832),(35 361.20685),(36 364.98163),(37 373.81512),(38 371.87256),(39 370.56857),(40 375.02972),(41 372.83847),(42 372.04443),(43 382.9073),(44 376.17795),(45 379.6993),(46 375.8075),(47 375.87823),(48 377.3389),(49 373.84763),(50 380.66568),(51 377.83966),(52 382.02347),(53 382.22073),(54 384.9177),(55 387.24158),(56 394.89264),(57 391.6431),(58 399.9481),(59 398.5932),(60 399.73688),(61 411.1541),(62 397.83847),(63 396.33792),(64 396.59747),(65 388.25357),(66 389.33337),(67 394.9054),(68 391.23825),(69 387.5066),(70 388.77737),(71 379.51538),(72 379.6341),(73 383.67038),(74 381.8967),(75 385.38428),(76 377.61954),(77 379.374),(78 412.1868),(79 394.70837),
(1 213.54716),(2 252.86037),(3 276.55005),(4 291.32098),(5 298.71405),(6 308.80292),(7 312.64157),(8 316.36203),(9 319.69437),(10 323.52194),(11 322.61096),(12 324.36856),(13 329.494),(14 325.42126),(15 323.21817),(16 335.43027),(17 334.43326),(18 339.51416),(19 347.31763),(20 340.7746),(21 343.20734),(22 342.9254),(23 342.73956),(24 349.34167),(25 344.81326),(26 346.83728),(27 352.7722),(28 346.45218),(29 349.43585),(30 350.1382),(31 344.18246),(32 346.4491),(33 342.78433),(34 348.15042),(35 345.35602),(36 350.86154),(37 358.53943),(38 354.9568),(39 357.11728),(40 362.60858),(41 361.90665),(42 361.88852),(43 368.37283),(44 362.93234),(45 367.16196),(46 363.82495),(47 360.02896),(48 360.95398),(49 358.6827),(50 360.2974),(51 359.24496),(52 365.9842),(53 362.65417),(54 359.95023),(55 364.51944),(56 368.24487),(57 368.46176),(58 372.9405),(59 374.26697),(60 376.24878),(61 383.488),(62 374.65384),(63 374.76523),(64 374.66333),(65 369.33145),(66 378.45517),(67 380.4526),(68 377.37283),(69 374.46384),(70 376.42737),(71 370.8756),(72 368.82935),(73 372.4956),(74 369.1454),(75 374.3664),(76 368.66678),(77 369.10016),(78 392.98672),(79 382.95563),
(1 211.91263),(2 250.2156),(3 274.9815),(4 292.40042),(5 296.05515),(6 301.7848),(7 309.43045),(8 312.2737),(9 317.20847),(10 321.3911),(11 322.35495),(12 321.6125),(13 325.472),(14 325.33365),(15 328.8433),(16 343.05478),(17 338.82376),(18 342.49045),(19 348.35312),(20 341.7269),(21 348.9299),(22 344.88116),(23 343.78836),(24 348.3239),(25 340.7053),(26 340.09033),(27 346.47946),(28 344.02386),(29 344.2596),(30 350.63824),(31 344.73337),(32 348.75037),(33 343.80795),(34 350.0745),(35 346.67908),(36 351.49762),(37 360.94305),(38 360.29135),(39 362.3823),(40 366.96387),(41 367.94565),(42 368.6019),(43 374.7547),(44 370.61255),(45 370.98303),(46 366.32626),(47 361.62027),(48 364.28598),(49 360.2883),(50 362.84134),(51 361.38675),(52 369.4118),(53 367.27505),(54 365.38968),(55 373.97186),(56 373.896),(57 375.08353),(58 380.1042),(59 384.9781),(60 384.8699),(61 393.45316),(62 383.40155),(63 384.2556),(64 381.20612),(65 376.37958),(66 378.835),(67 384.84827),(68 376.6613),(69 378.02823),(70 377.40936),(71 374.5331),(72 377.32837),(73 380.21362),(74 380.483),(75 383.19086),(76 374.90826),(77 378.14346),(78 404.83493),(79 395.68793),
