1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 201.99931),(2 283.15192),(3 340.3876),(4 380.23016),(5 412.9065),(6 437.11023),(7 460.79807),(8 481.74167),(9 503.04102),(10 519.92975),(11 533.37335),(12 543.1221),(13 563.0977),(14 576.25653),(15 588.80493),(16 596.3659),(17 605.87823),(18 612.90137),(19 615.86755),(20 619.3241),(21 612.1934),(22 610.1226),(23 618.08057),(24 624.52234),(25 620.2978),(26 624.3074),(27 625.8091),(28 635.8578),(29 632.84015),(30 632.66266),(31 636.9878),(32 632.38116),(33 633.02966),(34 634.23444),(35 634.14966),(36 630.4588),(37 633.2981),(38 632.1651),(39 636.9793),(40 640.6918),(41 639.6805),(42 637.61346),(43 635.187),(44 635.2545),(45 637.7819),(46 639.722),(47 638.855),(48 644.0008),(49 643.88934),(50 644.535),(51 645.5232),(52 643.70374),(53 645.08856),(54 644.59894),(55 644.6681),(56 645.57446),(57 648.84125),(58 656.60205),(59 657.82355),(60 665.63184),(61 666.67725),(62 669.5995),(63 675.4127),(64 677.8735),(65 679.8245),(66 678.77106),(67 681.4999),(68 682.50934),(69 684.8738),(70 679.11066),(71 682.2921),(72 681.6497),(73 692.1248),(74 683.60004),(75 687.0783),(76 687.1787),(77 686.05975),(78 688.2849),(79 692.61926),
(1 200.06215),(2 280.85953),(3 335.06216),(4 369.67075),(5 401.62613),(6 427.3151),(7 450.1611),(8 468.42447),(9 488.69446),(10 502.8604),(11 520.7227),(12 530.1449),(13 552.7646),(14 564.62317),(15 571.26685),(16 577.92377),(17 584.86774),(18 586.0978),(19 590.9504),(20 593.8751),(21 593.01306),(22 595.7123),(23 599.1027),(24 608.1432),(25 606.952),(26 610.6676),(27 614.0668),(28 622.9537),(29 617.3374),(30 616.36304),(31 618.8588),(32 613.2059),(33 611.5903),(34 610.18445),(35 612.38525),(36 603.6791),(37 600.90985),(38 598.0069),(39 602.4694),(40 602.2939),(41 603.5271),(42 607.0843),(43 612.31024),(44 615.65155),(45 617.25183),(46 620.74524),(47 629.0623),(48 634.67053),(49 635.33),(50 638.2802),(51 642.32324),(52 643.53534),(53 648.256),(54 647.3661),(55 650.3602),(56 651.96246),(57 656.3104),(58 658.4476),(59 663.61536),(60 669.6008),(61 668.3422),(62 670.0872),(63 674.5218),(64 676.397),(65 677.7086),(66 681.2487),(67 683.79095),(68 685.17993),(69 678.5388),(70 671.44904),(71 668.7595),(72 666.84924),(73 670.3329),(74 658.2842),(75 661.3469),(76 660.74084),(77 666.2901),(78 664.77454),(79 665.5117),
(1 197.72694),(2 282.47314),(3 336.82086),(4 373.79398),(5 407.95926),(6 432.9607),(7 456.52512),(8 482.90317),(9 503.41992),(10 522.4987),(11 539.63824),(12 553.9606),(13 574.5577),(14 583.0613),(15 591.7243),(16 602.2552),(17 606.03253),(18 607.39905),(19 607.938),(20 607.36475),(21 604.41223),(22 604.974),(23 604.3907),(24 605.4879),(25 607.36255),(26 607.8616),(27 612.6779),(28 619.3755),(29 613.0665),(30 605.166),(31 610.3621),(32 609.63934),(33 608.93365),(34 612.0286),(35 617.39746),(36 613.1822),(37 612.7703),(38 610.09076),(39 612.6021),(40 613.01215),(41 614.6311),(42 616.55334),(43 624.5748),(44 630.3175),(45 633.213),(46 636.90967),(47 641.02875),(48 644.2051),(49 644.02576),(50 642.83826),(51 648.34827),(52 648.6133),(53 652.43695),(54 652.6161),(55 651.47144),(56 652.6324),(57 654.1618),(58 662.55634),(59 663.1895),(60 669.5392),(61 668.2312),(62 665.3591),(63 669.5413),(64 667.71326),(65 669.41046),(66 671.76746),(67 677.65735),(68 676.01764),(69 674.76447),(70 663.1023),(71 659.09753),(72 657.8864),(73 668.5686),(74 660.71783),(75 660.88916),(76 661.7277),(77 663.5454),(78 664.9955),(79 670.42206),
(1 192.54344),(2 272.94516),(3 327.61398),(4 365.7234),(5 396.1821),(6 419.89124),(7 440.05576),(8 463.44305),(9 480.63406),(10 494.96405),(11 506.9828),(12 518.6273),(13 539.6645),(14 553.9573),(15 568.9482),(16 577.36237),(17 583.75946),(18 590.8403),(19 589.5228),(20 594.0037),(21 598.2811),(22 600.7617),(23 598.22906),(24 596.83167),(25 599.61334),(26 604.80225),(27 604.95374),(28 610.4434),(29 606.48016),(30 608.96625),(31 605.276),(32 602.0726),(33 599.182),(34 601.8788),(35 606.19855),(36 603.2601),(37 599.6588),(38 599.78564),(39 598.3133),(40 600.1288),(41 604.7677),(42 607.8171),(43 609.6002),(44 615.5162),(45 616.7536),(46 617.01324),(47 617.8793),(48 615.6908),(49 617.35583),(50 620.49896),(51 625.9255),(52 628.87476),(53 630.4431),(54 632.0957),(55 638.90375),(56 640.3541),(57 645.49615),(58 647.3596),(59 645.4011),(60 646.1294),(61 646.1049),(62 648.09314),(63 656.1455),(64 658.3782),(65 656.5445),(66 652.7312),(67 652.7964),(68 654.0673),(69 654.6936),(70 651.3859),(71 645.7344),(72 645.544),(73 655.4941),(74 651.9512),(75 656.577),(76 650.7286),(77 651.47174),(78 652.6966),(79 656.07446),
(1 193.7576),(2 275.90234),(3 334.916),(4 367.8061),(5 396.96387),(6 424.95636),(7 444.92923),(8 465.9335),(9 485.39957),(10 501.28592),(11 514.77136),(12 526.5986),(13 544.1753),(14 558.3835),(15 573.1277),(16 583.9057),(17 588.03076),(18 590.06714),(19 592.5832),(20 595.74915),(21 601.8418),(22 604.73804),(23 607.5883),(24 611.8911),(25 607.584),(26 606.70386),(27 608.64594),(28 607.16565),(29 602.41473),(30 602.59033),(31 600.74677),(32 595.947),(33 595.3193),(34 597.8542),(35 594.91876),(36 596.14026),(37 595.3173),(38 596.2956),(39 600.0916),(40 599.47144),(41 602.9811),(42 607.0913),(43 612.7359),(44 617.3445),(45 620.0217),(46 621.4079),(47 624.11926),(48 624.55804),(49 626.2591),(50 631.1466),(51 635.0564),(52 638.9854),(53 643.74725),(54 648.8346),(55 655.0541),(56 661.0217),(57 664.03595),(58 668.08234),(59 670.04395),(60 671.60724),(61 674.2657),(62 675.18427),(63 682.72943),(64 683.049),(65 682.4689),(66 681.3399),(67 680.24725),(68 683.1256),(69 674.5735),(70 671.0681),(71 668.1012),(72 666.2971),(73 672.42163),(74 662.3104),(75 665.2211),(76 657.58685),(77 654.52277),(78 654.6489),(79 660.29016),
(1 191.45375),(2 269.89688),(3 323.9823),(4 358.39923),(5 390.81268),(6 416.66763),(7 438.92737),(8 458.2695),(9 472.9508),(10 487.22403),(11 499.94855),(12 512.9173),(13 531.9746),(14 546.6537),(15 559.6333),(16 561.81836),(17 566.9178),(18 569.2149),(19 573.8877),(20 575.7681),(21 576.37964),(22 576.64105),(23 580.54016),(24 579.0898),(25 579.3195),(26 578.8664),(27 582.1675),(28 584.4906),(29 584.4033),(30 580.84485),(31 578.9403),(32 579.734),(33 576.6627),(34 575.90686),(35 579.5028),(36 575.5961),(37 576.77325),(38 576.3843),(39 581.6637),(40 585.8769),(41 588.91943),(42 590.2474),(43 594.11194),(44 599.789),(45 601.98444),(46 607.03235),(47 606.0427),(48 610.9397),(49 614.7631),(50 616.31793),(51 626.6975),(52 632.1384),(53 635.2469),(54 636.28296),(55 635.2053),(56 637.8725),(57 643.55),(58 644.54193),(59 644.01025),(60 649.7552),(61 650.2246),(62 648.68195),(63 649.75446),(64 650.38837),(65 653.3672),(66 645.8195),(67 645.65326),(68 649.1473),(69 649.9758),(70 649.0916),(71 648.2912),(72 648.48456),(73 654.08466),(74 651.5834),(75 652.22876),(76 649.54553),(77 648.2153),(78 650.082),(79 651.6048),
(1 188.68735),(2 265.35495),(3 317.6102),(4 351.0253),(5 377.61453),(6 402.21616),(7 422.58438),(8 441.3347),(9 455.2447),(10 470.99405),(11 482.67526),(12 493.85614),(13 510.9315),(14 523.25464),(15 532.6959),(16 535.8393),(17 542.4538),(18 549.4792),(19 554.6748),(20 557.3738),(21 556.9247),(22 559.4624),(23 560.7543),(24 563.2624),(25 565.91986),(26 571.3096),(27 574.5415),(28 578.464),(29 576.1641),(30 577.59174),(31 574.4102),(32 571.49194),(33 567.76263),(34 566.0096),(35 568.0411),(36 567.00793),(37 568.9225),(38 565.51556),(39 567.242),(40 571.5073),(41 571.8698),(42 572.96356),(43 575.2881),(44 576.0684),(45 573.428),(46 575.5738),(47 575.5275),(48 576.8236),(49 582.8754),(50 582.41003),(51 591.2388),(52 596.4548),(53 597.27124),(54 600.8554),(55 608.7308),(56 611.42957),(57 613.6214),(58 613.38354),(59 614.5902),(60 616.45764),(61 615.6267),(62 613.5956),(63 617.40106),(64 618.23505),(65 617.22894),(66 616.3078),(67 615.9775),(68 620.6163),(69 622.6632),(70 622.90125),(71 621.34045),(72 616.6975),(73 621.16547),(74 626.89),(75 630.5364),(76 629.89374),(77 633.96277),(78 636.1844),(79 639.99274),
(1 188.35791),(2 267.1852),(3 319.93958),(4 355.80652),(5 383.37067),(6 408.35126),(7 430.36374),(8 450.29214),(9 466.06097),(10 483.89392),(11 498.13702),(12 508.9369),(13 523.862),(14 536.0219),(15 547.481),(16 551.57153),(17 556.4041),(18 558.65796),(19 565.8718),(20 569.079),(21 566.46295),(22 572.05945),(23 576.5814),(24 576.5673),(25 578.7646),(26 582.7519),(27 583.4291),(28 586.3216),(29 582.78644),(30 585.27374),(31 587.58856),(32 585.3564),(33 581.4767),(34 582.09143),(35 583.48785),(36 583.68384),(37 582.4187),(38 582.7402),(39 582.48596),(40 585.2486),(41 586.7464),(42 587.402),(43 588.27014),(44 588.3928),(45 585.6617),(46 585.8696),(47 586.2525),(48 584.49),(49 582.5433),(50 580.5982),(51 585.42175),(52 585.45026),(53 587.9385),(54 591.8259),(55 598.56433),(56 596.9486),(57 596.9091),(58 602.9625),(59 608.12964),(60 615.0098),(61 616.7469),(62 616.7653),(63 623.48206),(64 625.65295),(65 624.47485),(66 621.1867),(67 625.3362),(68 633.74365),(69 626.83954),(70 626.2851),(71 628.577),(72 626.84106),(73 639.3903),(74 636.4139),(75 639.7693),(76 637.3491),(77 641.3367),(78 644.6214),(79 648.6144),
(1 183.9318),(2 256.98215),(3 312.32758),(4 346.14233),(5 377.036),(6 402.8586),(7 422.85776),(8 442.81686),(9 457.8224),(10 473.26074),(11 485.4769),(12 492.1409),(13 505.13812),(14 513.2089),(15 525.0781),(16 528.9609),(17 530.87067),(18 535.2717),(19 541.0316),(20 541.7408),(21 544.28455),(22 544.2889),(23 545.21466),(24 545.70544),(25 545.15906),(26 548.05743),(27 546.19135),(28 550.27466),(29 546.85583),(30 550.1157),(31 551.2804),(32 554.51587),(33 554.21277),(34 558.16406),(35 558.4125),(36 560.022),(37 563.9388),(38 561.50964),(39 567.21277),(40 565.36584),(41 563.1883),(42 564.761),(43 569.0691),(44 573.70123),(45 576.641),(46 577.49506),(47 575.9453),(48 579.24854),(49 578.5259),(50 576.5477),(51 582.0276),(52 583.58344),(53 585.4597),(54 590.0703),(55 592.0686),(56 592.30383),(57 592.3328),(58 595.7917),(59 600.4233),(60 605.8685),(61 612.70953),(62 614.1189),(63 616.3265),(64 618.0733),(65 619.29535),(66 621.547),(67 622.47363),(68 628.0602),(69 621.5505),(70 619.88837),(71 623.83325),(72 623.10944),(73 630.4997),(74 629.4677),(75 634.38763),(76 629.834),(77 630.24756),(78 632.7621),(79 632.05896),
(1 181.57846),(2 255.71677),(3 306.59738),(4 342.7082),(5 373.45514),(6 396.38416),(7 416.1645),(8 437.56204),(9 453.68423),(10 470.72263),(11 484.7147),(12 494.9961),(13 513.4919),(14 521.54675),(15 536.42267),(16 544.6528),(17 550.24695),(18 551.1712),(19 558.1765),(20 559.42914),(21 558.23474),(22 555.6813),(23 554.66986),(24 552.5999),(25 550.6244),(26 553.8243),(27 551.7461),(28 553.58606),(29 550.21515),(30 548.2893),(31 548.074),(32 544.1781),(33 544.39777),(34 547.729),(35 549.7814),(36 547.162),(37 548.1221),(38 551.2661),(39 556.0617),(40 551.9758),(41 551.0037),(42 553.64215),(43 556.7161),(44 558.3593),(45 562.0258),(46 565.3211),(47 569.6463),(48 576.8968),(49 576.0056),(50 573.39105),(51 580.61536),(52 585.0156),(53 589.4805),(54 591.5412),(55 594.66895),(56 595.8388),(57 594.11365),(58 593.61707),(59 590.869),(60 594.6698),(61 598.0665),(62 602.11615),(63 601.52954),(64 604.8569),(65 606.861),(66 608.0947),(67 608.4175),(68 607.14905),(69 603.34204),(70 599.03485),(71 600.0694),(72 601.776),(73 605.8124),(74 604.5052),(75 611.38446),(76 611.78296),(77 616.72284),(78 616.5009),(79 618.6629),
(1 179.95528),(2 255.03145),(3 304.67807),(4 339.4216),(5 370.3699),(6 396.2635),(7 414.2065),(8 434.91293),(9 449.0783),(10 465.25183),(11 482.17947),(12 491.02393),(13 509.62384),(14 519.1952),(15 534.9481),(16 543.0112),(17 549.4833),(18 552.67535),(19 556.22076),(20 555.3537),(21 553.25323),(22 556.5414),(23 559.38654),(24 557.98425),(25 559.4524),(26 559.9287),(27 561.67755),(28 562.7773),(29 560.0194),(30 560.1003),(31 560.6015),(32 556.09576),(33 557.5308),(34 558.4648),(35 560.99084),(36 562.20105),(37 565.52515),(38 563.2243),(39 565.004),(40 566.93604),(41 567.1906),(42 571.16797),(43 571.44104),(44 572.4558),(45 573.30316),(46 572.3269),(47 575.71857),(48 580.2596),(49 582.1161),(50 583.73816),(51 586.9686),(52 585.74634),(53 589.8901),(54 592.0239),(55 586.4561),(56 587.18054),(57 585.9033),(58 591.75055),(59 591.0775),(60 595.30237),(61 599.70404),(62 600.8549),(63 601.56274),(64 602.5498),(65 600.51996),(66 595.6873),(67 598.7324),(68 595.7894),(69 593.5575),(70 588.98285),(71 593.0368),(72 590.65283),(73 594.55743),(74 596.3858),(75 594.9608),(76 596.8423),(77 600.4292),(78 600.148),(79 598.74805),
(1 177.00671),(2 247.54936),(3 295.81235),(4 329.36044),(5 359.4037),(6 385.94733),(7 404.5502),(8 421.51306),(9 434.47064),(10 449.5898),(11 460.00555),(12 470.18994),(13 483.85156),(14 492.2966),(15 505.00418),(16 505.98483),(17 509.80923),(18 513.58923),(19 519.2504),(20 520.9522),(21 524.32214),(22 530.5428),(23 533.2567),(24 535.2702),(25 533.3049),(26 532.77313),(27 538.2515),(28 545.3916),(29 544.44635),(30 546.938),(31 552.3871),(32 551.6628),(33 552.3371),(34 552.81305),(35 558.46594),(36 555.5073),(37 557.66376),(38 555.7746),(39 554.9427),(40 553.04504),(41 558.4),(42 558.51196),(43 561.8633),(44 566.38873),(45 569.08795),(46 572.2826),(47 574.44855),(48 575.5238),(49 577.17017),(50 579.9045),(51 581.2571),(52 579.8439),(53 584.7463),(54 589.70917),(55 591.7947),(56 590.50586),(57 590.43134),(58 594.42725),(59 594.8727),(60 597.9874),(61 605.3695),(62 606.6229),(63 606.65247),(64 608.84515),(65 611.8417),(66 610.0096),(67 612.9683),(68 611.1573),(69 607.8995),(70 603.804),(71 603.2542),(72 602.19617),(73 604.81287),(74 605.9083),(75 601.6236),(76 601.4536),(77 600.15515),(78 599.436),(79 597.8182),
(1 174.09975),(2 245.36237),(3 295.4558),(4 328.36108),(5 353.73886),(6 375.25574),(7 392.68167),(8 413.23828),(9 427.56494),(10 441.07333),(11 454.06668),(12 462.33096),(13 476.05472),(14 483.4177),(15 495.98532),(16 501.76758),(17 507.84256),(18 510.90765),(19 516.0936),(20 520.4688),(21 518.96454),(22 524.032),(23 529.1921),(24 532.5147),(25 533.99243),(26 538.7842),(27 541.5982),(28 545.9754),(29 545.21655),(30 548.978),(31 551.2638),(32 550.28766),(33 549.45544),(34 551.06445),(35 552.09216),(36 551.509),(37 553.36884),(38 549.5223),(39 553.2874),(40 551.147),(41 553.674),(42 555.7189),(43 559.26685),(44 560.73254),(45 564.4967),(46 567.9892),(47 567.8915),(48 568.44836),(49 570.60205),(50 572.6778),(51 575.50714),(52 577.208),(53 576.9552),(54 579.49225),(55 581.89514),(56 585.7574),(57 586.0187),(58 582.9749),(59 579.21643),(60 578.8696),(61 584.1211),(62 588.3045),(63 592.636),(64 598.5886),(65 601.8195),(66 601.6687),(67 602.66876),(68 604.07385),(69 601.6635),(70 593.90784),(71 593.92206),(72 591.92926),(73 596.9387),(74 593.0291),(75 592.6634),(76 588.6991),(77 589.20746),(78 594.6635),(79 595.65063),
(1 171.40924),(2 239.5234),(3 284.85315),(4 316.5915),(5 343.3271),(6 367.5015),(7 386.55438),(8 407.20697),(9 421.54782),(10 437.2156),(11 448.41617),(12 458.2195),(13 473.03778),(14 483.49185),(15 494.29724),(16 500.2025),(17 508.12296),(18 512.2335),(19 515.69116),(20 516.3345),(21 517.5434),(22 520.7733),(23 526.3301),(24 530.1084),(25 530.4016),(26 534.5456),(27 542.20013),(28 549.2922),(29 544.0551),(30 549.93195),(31 551.9406),(32 551.2621),(33 548.21747),(34 548.541),(35 544.91486),(36 544.2491),(37 544.1473),(38 544.5926),(39 550.4195),(40 549.9443),(41 551.3018),(42 556.10864),(43 562.1835),(44 560.9818),(45 561.29596),(46 564.12286),(47 563.2991),(48 566.85583),(49 564.9059),(50 567.22424),(51 575.5091),(52 574.0996),(53 579.1183),(54 580.3337),(55 580.48517),(56 584.92),(57 585.12317),(58 588.82886),(59 588.8844),(60 586.7902),(61 587.54333),(62 588.5607),(63 593.1902),(64 592.2656),(65 596.7441),(66 593.12744),(67 595.9301),(68 597.88196),(69 591.42975),(70 586.74475),(71 585.8488),(72 578.4804),(73 587.8494),(74 584.0947),(75 584.9139),(76 584.08887),(77 587.33356),(78 592.1801),(79 593.3923),
(1 169.41068),(2 235.87886),(3 281.2393),(4 315.28238),(5 343.06763),(6 366.7188),(7 387.00623),(8 403.61075),(9 419.2147),(10 437.515),(11 450.71924),(12 462.2091),(13 472.0179),(14 482.49823),(15 497.07663),(16 507.86713),(17 510.7418),(18 515.62335),(19 518.05194),(20 514.44653),(21 515.895),(22 519.6457),(23 523.0097),(24 527.4971),(25 526.7277),(26 529.4718),(27 535.9222),(28 537.4401),(29 536.0631),(30 538.88574),(31 541.1291),(32 541.4019),(33 543.40204),(34 545.07764),(35 543.19434),(36 543.28107),(37 543.094),(38 543.612),(39 545.61096),(40 545.45416),(41 547.56775),(42 550.8712),(43 557.58765),(44 557.5753),(45 561.2491),(46 565.0403),(47 564.72076),(48 571.5321),(49 573.2461),(50 573.4228),(51 580.16315),(52 577.5707),(53 579.405),(54 579.16766),(55 576.8957),(56 576.8429),(57 574.6948),(58 578.0482),(59 578.67377),(60 577.95087),(61 582.013),(62 574.71655),(63 579.2718),(64 576.3227),(65 578.93713),(66 569.31366),(67 569.7672),(68 569.95166),(69 564.2758),(70 559.1283),(71 559.9006),(72 556.854),(73 565.83185),(74 566.2966),(75 566.55334),(76 566.4908),(77 572.43054),(78 575.40454),(79 581.68),
(1 167.03697),(2 233.6174),(3 282.12277),(4 313.52466),(5 339.94107),(6 356.36084),(7 375.19022),(8 395.48917),(9 412.23355),(10 427.8901),(11 439.78357),(12 447.20203),(13 463.90808),(14 471.09406),(15 484.15695),(16 493.09576),(17 499.12836),(18 504.36136),(19 507.81772),(20 506.26324),(21 508.68347),(22 512.82495),(23 516.63464),(24 517.7109),(25 516.87494),(26 515.4249),(27 521.2006),(28 523.3944),(29 524.801),(30 525.12463),(31 526.69305),(32 524.6247),(33 528.49554),(34 528.3492),(35 527.5302),(36 526.67847),(37 524.14526),(38 525.50696),(39 525.5062),(40 524.72217),(41 527.87274),(42 528.1137),(43 531.2219),(44 530.39246),(45 532.2696),(46 537.5121),(47 539.85),(48 544.42847),(49 549.3719),(50 550.4303),(51 553.2064),(52 554.20337),(53 557.3734),(54 559.18176),(55 555.2905),(56 555.6575),(57 552.6976),(58 556.9872),(59 558.58405),(60 561.3812),(61 561.8944),(62 561.8189),(63 564.5065),(64 565.0132),(65 566.08685),(66 562.748),(67 559.2588),(68 560.63293),(69 556.1983),(70 554.07837),(71 552.81396),(72 555.7433),(73 563.7739),(74 564.9307),(75 564.0066),(76 566.3408),(77 565.5276),(78 566.5634),(79 563.5954),
(1 163.1993),(2 230.95557),(3 275.46878),(4 306.1259),(5 331.6535),(6 351.77112),(7 369.25314),(8 387.6309),(9 400.24158),(10 413.32236),(11 423.94073),(12 436.29837),(13 452.39145),(14 460.93607),(15 472.38217),(16 473.58826),(17 481.6631),(18 486.1364),(19 491.28876),(20 494.46188),(21 499.59045),(22 506.49124),(23 513.377),(24 514.39374),(25 518.7924),(26 517.4854),(27 523.86694),(28 524.62006),(29 522.8588),(30 525.01245),(31 526.3593),(32 527.04346),(33 529.7886),(34 529.4453),(35 531.1643),(36 528.3436),(37 527.0386),(38 524.7825),(39 530.1226),(40 527.4838),(41 525.4951),(42 524.0308),(43 527.46204),(44 529.57043),(45 533.82886),(46 537.1379),(47 536.7849),(48 539.87427),(49 543.66956),(50 543.9526),(51 547.6836),(52 547.1146),(53 554.2755),(54 553.6887),(55 558.4939),(56 560.18054),(57 560.06616),(58 563.1324),(59 564.0263),(60 568.10046),(61 569.5184),(62 570.57935),(63 575.76544),(64 577.0594),(65 578.441),(66 575.7596),(67 577.8089),(68 577.17365),(69 571.7452),(70 567.27277),(71 567.9708),(72 569.2169),(73 568.49036),(74 563.7165),(75 561.54456),(76 562.0109),(77 563.7823),(78 563.3126),(79 564.308),
(1 164.33656),(2 231.14362),(3 276.9028),(4 307.87198),(5 338.2903),(6 360.58676),(7 380.7028),(8 401.2014),(9 415.0099),(10 428.09448),(11 440.15427),(12 450.5082),(13 465.62292),(14 476.81555),(15 488.05157),(16 496.65408),(17 505.86197),(18 509.201),(19 509.28366),(20 513.7604),(21 513.40283),(22 516.739),(23 517.5778),(24 521.13617),(25 521.7817),(26 521.98175),(27 522.47125),(28 525.2597),(29 525.5409),(30 526.7199),(31 528.1377),(32 527.3183),(33 527.33673),(34 529.77673),(35 533.8906),(36 529.93304),(37 531.0013),(38 529.81506),(39 536.4837),(40 538.4028),(41 537.2339),(42 536.0378),(43 538.69214),(44 537.2576),(45 539.28534),(46 544.35114),(47 548.7775),(48 548.4881),(49 549.8387),(50 552.9254),(51 556.70935),(52 555.9278),(53 560.3286),(54 560.8722),(55 556.9728),(56 558.4341),(57 560.583),(58 563.598),(59 562.4598),(60 568.51587),(61 567.57556),(62 566.41254),(63 568.00977),(64 568.2494),(65 566.35516),(66 566.12476),(67 565.792),(68 566.6386),(69 558.8697),(70 558.107),(71 557.31757),(72 558.07544),(73 563.1821),(74 559.3741),(75 562.3984),(76 563.4833),(77 564.69745),(78 562.7907),(79 564.73395),
(1 164.36603),(2 231.34952),(3 278.17392),(4 304.68),(5 330.54846),(6 350.4054),(7 367.2966),(8 385.09473),(9 395.98575),(10 410.72913),(11 421.38083),(12 431.6737),(13 447.5924),(14 456.4412),(15 468.31546),(16 473.51413),(17 479.02435),(18 485.67242),(19 484.9135),(20 488.311),(21 485.75293),(22 489.85333),(23 491.2419),(24 490.19986),(25 488.1682),(26 489.22153),(27 491.065),(28 492.0506),(29 490.9379),(30 491.6484),(31 492.74774),(32 491.81732),(33 493.7207),(34 501.26636),(35 503.85806),(36 502.33295),(37 503.86365),(38 503.89127),(39 509.24518),(40 511.18344),(41 511.52475),(42 513.0952),(43 515.3871),(44 520.7684),(45 526.04425),(46 526.3152),(47 525.4185),(48 525.1267),(49 524.5059),(50 521.93604),(51 524.033),(52 525.8004),(53 528.98413),(54 529.26556),(55 524.72),(56 523.04083),(57 525.25885),(58 530.8884),(59 530.18744),(60 534.4744),(61 532.18195),(62 531.44446),(63 533.7538),(64 537.50653),(65 534.75323),(66 533.0242),(67 533.9673),(68 536.6584),(69 534.71674),(70 532.81177),(71 535.06696),(72 540.1097),(73 544.9612),(74 541.57947),(75 544.423),(76 544.1987),(77 549.7524),(78 547.63794),(79 550.5628),
