1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 28992.244),(2 99550.23),(3 202556.11),(4 315444.5),(5 417992.84),(6 497675.5),(7 559421.5),(8 601872.2),(9 622622.3),(10 618840.94),(11 610797.44),(12 616394),(13 653801.7),(14 744408.7),(15 868172.3),(16 1003415.94),(17 1147013.8),(18 1263995.9),(19 1363948.1),(20 1443458.4),(21 1494618.6),(22 1535605.9),(23 1573642.4),(24 1612056),(25 1670819),(26 1753821.4),(27 1844442),(28 1928975.4),(29 1978983.6),(30 2035083.9),(31 2083774.1),(32 2128334.8),(33 2166946.8),(34 2214987.5),(35 2249413),(36 2301752.8),(37 2354993.8),(38 2412942.3),(39 2487248.3),(40 2565558.5),(41 2653820.8),(42 2756855.8),(43 2868878.8),(44 2980652.3),(45 3096197.3),(46 3202014.8),(47 3313913),(48 3404006.3),(49 3493942.3),(50 3587363.3),(51 3687546.3),(52 3810916),(53 3945667.3),(54 4073625.3),(55 4220116.5),(56 4368391.5),(57 4519060),(58 4648440),(59 4739646.5),(60 4802733),(61 4857974),(62 4891879.5),(63 4935823),(64 4994372),(65 5084330.5),(66 5187082),(67 5297220.5),(68 5398966.5),(69 5536088.5),(70 5702169.5),(71 5873599.5),(72 6025160),(73 6203137.5),(74 6361962.5),(75 6592976),(76 6857152),(77 7123122),(78 7332974.5),(79 7554365.5),
(1 30530.057),(2 91555.125),(3 161816.5),(4 224863.94),(5 272972.66),(6 307631.8),(7 336545.72),(8 360398.1),(9 386379.63),(10 411766.03),(11 435520.34),(12 454853.75),(13 468416.22),(14 477462.66),(15 483386.72),(16 488270.53),(17 493985.1),(18 499834.56),(19 506147.66),(20 513973.44),(21 519164.97),(22 523638.47),(23 527264),(24 529877.8),(25 531736.4),(26 534979.06),(27 539556),(28 545266.6),(29 552521.1),(30 561081.6),(31 567514.56),(32 572960.75),(33 577379.8),(34 575526.9),(35 571009.8),(36 568257.94),(37 568818.5),(38 572038.9),(39 575021.1),(40 576301.8),(41 576522.8),(42 573019.2),(43 568648.4),(44 567916.7),(45 570603.44),(46 572803.44),(47 576760.25),(48 580877.5),(49 587609.3),(50 595303.25),(51 602317.7),(52 607432.2),(53 611599.9),(54 614376.3),(55 614626.4),(56 615443.94),(57 618499.94),(58 622044.6),(59 623357.8),(60 621913.6),(61 616655.9),(62 608789.56),(63 600560.25),(64 592892.3),(65 587149.75),(66 585592.3),(67 585568.25),(68 587469),(69 590327.56),(70 591233.44),(71 589195.5),(72 585265.6),(73 581058.06),(74 576747.06),(75 574579.6),(76 576220.06),(77 579498.7),(78 585185.3),(79 590413.4),
(1 31295.127),(2 93516.94),(3 165518.33),(4 233529.6),(5 286655.5),(6 325487.53),(7 359212.84),(8 388794.8),(9 418928.2),(10 448031.5),(11 473775.94),(12 492721.7),(13 509652.3),(14 524590.6),(15 535583.06),(16 544461.2),(17 551870.6),(18 561046.75),(19 565412),(20 568882.5),(21 571754.25),(22 573855.6),(23 575424.5),(24 576974.9),(25 579968.6),(26 583151.5),(27 587376.94),(28 591196.6),(29 595844.8),(30 599929),(31 603711.5),(32 608777.25),(33 611878.44),(34 613979.8),(35 612199.75),(36 607287.4),(37 603385),(38 601617.7),(39 599562.7),(40 597868.44),(41 596723.75),(42 596402.1),(43 594775.9),(44 593240.75),(45 592376.94),(46 590242.1),(47 588797.56),(48 587848.4),(49 585597.94),(50 581619.25),(51 579422.4),(52 580271.56),(53 581403.3),(54 583575.1),(55 584397.75),(56 582842.75),(57 581771.75),(58 580795),(59 581483.9),(60 585952.94),(61 591486.5),(62 595617.25),(63 596111.3),(64 595411.06),(65 594467.06),(66 592832.06),(67 587287.94),(68 582188.56),(69 575496.1),(70 569241.6),(71 567706.25),(72 566163),(73 564693.2),(74 564327.8),(75 560778.8),(76 559348.4),(77 558056.4),(78 559143.2),(79 558519.25),
(1 30247.646),(2 89054.414),(3 157310.34),(4 219938.84),(5 269076.94),(6 308040.44),(7 341413.84),(8 369255.7),(9 394711.28),(10 416326.7),(11 436397.22),(12 447461.16),(13 456571.66),(14 463472.03),(15 468370.1),(16 472475.7),(17 476785.03),(18 482505.47),(19 487621.22),(20 494581.84),(21 501569.84),(22 511028.94),(23 520566.3),(24 528993.8),(25 536286.4),(26 542794.8),(27 549250),(28 554944),(29 558140.5),(30 559172.75),(31 560109.75),(32 562246.06),(33 564945.56),(34 568867.44),(35 570123.2),(36 568324.7),(37 566598),(38 565897.75),(39 562791.9),(40 559587.5),(41 555315.2),(42 552756.8),(43 550234.7),(44 546964.06),(45 543387),(46 540896.4),(47 541916.2),(48 544089.5),(49 546827.1),(50 547873.8),(51 548703.06),(52 548136.06),(53 547076.5),(54 545966.25),(55 542114.94),(56 537935),(57 534357.75),(58 534695.2),(59 538250.25),(60 546027.8),(61 555829.56),(62 563530.25),(63 567774.2),(64 571270.56),(65 574617.2),(66 578325.94),(67 579402.4),(68 580824),(69 580248.75),(70 577150),(71 573715.9),(72 571490.94),(73 567808.94),(74 563512.06),(75 562552.06),(76 563554.44),(77 565178.3),(78 568410.06),(79 570510.8),
(1 28897.973),(2 85292.266),(3 150204.25),(4 208831.06),(5 255916.97),(6 293806.22),(7 326405.06),(8 352994.38),(9 375893.25),(10 396029.8),(11 410944.1),(12 421332.34),(13 426843.53),(14 431233.5),(15 435228.2),(16 438652.88),(17 442665.7),(18 445100.1),(19 447215.78),(20 450547.75),(21 453832.3),(22 460463.03),(23 467717.84),(24 473737.25),(25 478162.47),(26 481127),(27 482565.5),(28 482422.38),(29 481144.84),(30 481625.8),(31 482862.78),(32 484840.3),(33 488397),(34 493244.53),(35 499017.63),(36 504931.78),(37 509285.16),(38 510957.16),(39 509374.94),(40 507327.84),(41 505759.5),(42 506996.1),(43 506921.88),(44 506954.4),(45 508513.06),(46 509830.6),(47 513262.72),(48 516265.8),(49 520406.66),(50 525137.1),(51 527913),(52 528602.56),(53 528807.94),(54 528203.1),(55 526642.4),(56 524784.9),(57 521590.47),(58 517417),(59 510978.94),(60 505178.88),(61 500451.47),(62 495409.3),(63 492199),(64 491192.03),(65 492155.75),(66 494679.13),(67 496784.84),(68 498357.56),(69 500193.44),(70 503049.63),(71 505956.97),(72 511320.34),(73 518294.5),(74 526454.75),(75 533740.4),(76 538085.44),(77 539334),(78 536483),(79 530634.94),
(1 27792.61),(2 83153.86),(3 147221.73),(4 205544.86),(5 251937.72),(6 289161.28),(7 321453.72),(8 350033.94),(9 375438.94),(10 398605.8),(11 418044.16),(12 431774.16),(13 441192.8),(14 447857.28),(15 455257.16),(16 462171),(17 468017.06),(18 473700.8),(19 479460.38),(20 481814),(21 484232.34),(22 490311.78),(23 498378.38),(24 506313.44),(25 509511.13),(26 509627.88),(27 506525.4),(28 502005.47),(29 496643.56),(30 494470.22),(31 493532.22),(32 492009.63),(33 491975.34),(34 494322.13),(35 500307.13),(36 506895.88),(37 514138.8),(38 520495.84),(39 524120.53),(40 527740.4),(41 531374.56),(42 533725.7),(43 537263.56),(44 541809.8),(45 545422.75),(46 549574.25),(47 552170.9),(48 554176.6),(49 554338),(50 551823.5),(51 546530.9),(52 541513.25),(53 541032.9),(54 541952.06),(55 538591.1),(56 533511.3),(57 529987.2),(58 528403.94),(59 528192.25),(60 528045.6),(61 525985.1),(62 523677.66),(63 522209.47),(64 520662.16),(65 521264),(66 519047.97),(67 516644.03),(68 516361.25),(69 515657.88),(70 513511.4),(71 512285.13),(72 511306.84),(73 511729.4),(74 513740.94),(75 518694),(76 523787.13),(77 529132.5),(78 533837.2),(79 535106.56),
(1 27829.39),(2 82701.44),(3 144946.66),(4 198558.95),(5 239577.47),(6 270527.94),(7 296403.78),(8 319786.22),(9 345123.5),(10 368089.9),(11 387053.94),(12 401066.56),(13 411846.72),(14 420758.1),(15 427360.72),(16 435622.84),(17 446034.66),(18 455319.72),(19 463386.25),(20 470116.63),(21 475520.03),(22 479259.4),(23 480223.25),(24 480067.16),(25 480593.53),(26 483511.28),(27 487314.47),(28 492338.97),(29 495410.72),(30 497393.53),(31 497239.4),(32 495530.88),(33 495496.9),(34 495736.63),(35 498158.44),(36 500278.03),(37 501896.13),(38 501047.97),(39 499639.66),(40 499869.97),(41 497569.7),(42 492714.22),(43 489392.16),(44 487156.94),(45 486082.9),(46 485337.8),(47 483159.5),(48 482168.3),(49 477834.6),(50 475025.1),(51 471148.66),(52 466968.8),(53 463820.44),(54 461216.1),(55 459372.53),(56 456713.53),(57 455819.2),(58 457327.72),(59 460731.44),(60 465428.63),(61 469672.72),(62 474047.2),(63 477158.47),(64 478406.25),(65 480460.22),(66 484070.7),(67 485377),(68 485512.5),(69 487019.8),(70 487874.84),(71 488107.97),(72 489161),(73 489909.5),(74 493670.63),(75 499685.03),(76 504721.84),(77 507743.63),(78 510020.6),(79 510137.56),
(1 28457.594),(2 84407.95),(3 147665.39),(4 201936.67),(5 242806.97),(6 273163.4),(7 297193.84),(8 317377.66),(9 336837.34),(10 353330.5),(11 368078.13),(12 379303.4),(13 389085.25),(14 395723.16),(15 402121.38),(16 408030.25),(17 412739),(18 415185.34),(19 417630.53),(20 420102.3),(21 423492.4),(22 425733.5),(23 428592.28),(24 430771.8),(25 433531.3),(26 436121.63),(27 440335.53),(28 446735.94),(29 453826.6),(30 461720.94),(31 469018.4),(32 475429.25),(33 478673.75),(34 480506.9),(35 483763.03),(36 488053.9),(37 493673.66),(38 498641.4),(39 503595.28),(40 507724.38),(41 509289.9),(42 506981.06),(43 503805.6),(44 501677.4),(45 500025.9),(46 498394.8),(47 497149.4),(48 496835.72),(49 495804.25),(50 495542.4),(51 493838.3),(52 491098.1),(53 487547.16),(54 483001.03),(55 479651.2),(56 477990.06),(57 477108.3),(58 476378.72),(59 475559.66),(60 473735.44),(61 470575.3),(62 466838.9),(63 462387.1),(64 459075.63),(65 455020.7),(66 452688.34),(67 453047.63),(68 454461.38),(69 457415.4),(70 462548.84),(71 468100.94),(72 473821.84),(73 479142.8),(74 483579.88),(75 489786.4),(76 494606.94),(77 498421.16),(78 503929.66),(79 510437.53),
(1 27232.238),(2 78851.57),(3 136552.56),(4 186101.47),(5 220535.53),(6 242967.2),(7 260956.52),(8 278698.8),(9 297328.97),(10 315786.06),(11 332501.47),(12 345482.78),(13 357864.1),(14 367361.38),(15 377744.75),(16 390216.75),(17 399420.5),(18 405912.6),(19 407453.94),(20 407802.78),(21 409041.9),(22 413196.75),(23 419991.94),(24 427956.38),(25 434266.4),(26 436485.38),(27 437665.34),(28 437750.8),(29 441760.06),(30 446907.25),(31 451525.88),(32 454088.06),(33 455693.56),(34 455438.75),(35 456020.3),(36 457057.38),(37 458252.94),(38 458930.8),(39 459662.94),(40 459456.94),(41 460585.03),(42 464705.9),(43 467607.47),(44 469166.1),(45 469351.1),(46 469114.44),(47 470408.25),(48 472425.03),(49 473930.63),(50 474830.94),(51 472865.38),(52 469379.63),(53 465980.5),(54 462456.06),(55 458267.84),(56 451684.97),(57 444913.7),(58 439783.66),(59 436947.25),(60 434165.13),(61 432305.22),(62 429847.53),(63 425437.97),(64 422378.9),(65 419835.88),(66 417382.1),(67 416145.22),(68 416268.66),(69 415855),(70 415935.4),(71 418059.6),(72 421768.6),(73 426786.66),(74 431175.9),(75 433317.72),(76 432821.5),(77 431565.8),(78 431333.16),(79 429050.2),
(1 27021.592),(2 79452.38),(3 138885.33),(4 189188.2),(5 226695.61),(6 253034.53),(7 273892.8),(8 293648.66),(9 312436.16),(10 328591.47),(11 339251.84),(12 342789.03),(13 347165.06),(14 351992.63),(15 359278.63),(16 368033.13),(17 375454.6),(18 381178.5),(19 383658.9),(20 384971.72),(21 388657.03),(22 394357.44),(23 399449.9),(24 404395.6),(25 407237.28),(26 407028.84),(27 406161.94),(28 406285.13),(29 408583.88),(30 414614.28),(31 421007.53),(32 426296.13),(33 431637.88),(34 432797),(35 433426),(36 434296.13),(37 434731.47),(38 434554.56),(39 433856.66),(40 430736.97),(41 427203.6),(42 423103.34),(43 419455.97),(44 416395.7),(45 414789.8),(46 412900.06),(47 412460.2),(48 410588.8),(49 407780.06),(50 405537.4),(51 403422.4),(52 400545.97),(53 398112.88),(54 398136.88),(55 397613.6),(56 398904.4),(57 400646.06),(58 401400.44),(59 402853.66),(60 401706.2),(61 397987.2),(62 394477.72),(63 391254.88),(64 388631.88),(65 385187.6),(66 383875.72),(67 384187.97),(68 385704.78),(69 387636.84),(70 391007.7),(71 393408.4),(72 396625.3),(73 399768.22),(74 403642.3),(75 408090.38),(76 409804.53),(77 407869.66),(78 404298.34),(79 401588.2),
(1 25927.379),(2 76302.586),(3 130619.336),(4 174279.61),(5 205600.92),(6 228007.52),(7 247481.94),(8 265757.2),(9 285324.06),(10 302680.13),(11 316218.3),(12 324396.38),(13 332565.84),(14 340084.4),(15 347247.75),(16 354206.88),(17 359860.25),(18 365024.8),(19 368673.72),(20 373260.9),(21 378508.1),(22 384332.44),(23 391088.94),(24 397323.97),(25 399428.53),(26 401252.63),(27 402172.97),(28 403544.03),(29 406415.47),(30 410721.03),(31 416471.7),(32 421619.03),(33 427238.78),(34 430027.2),(35 429219.06),(36 428813.7),(37 427950.94),(38 427204.75),(39 427190.06),(40 427402.66),(41 427719.97),(42 425638.1),(43 424715.03),(44 424028.38),(45 425084),(46 427038.7),(47 430085.03),(48 431587.38),(49 432057.4),(50 431791.94),(51 432218.34),(52 430645.03),(53 427499.44),(54 427251.47),(55 427224.5),(56 427205.16),(57 426490.13),(58 427105.7),(59 425929.28),(60 426047.4),(61 426671.34),(62 427973.94),(63 430150.13),(64 433140.6),(65 434859.28),(66 434233.53),(67 431975.13),(68 431926.53),(69 433642.5),(70 435466.03),(71 437605.2),(72 438439.03),(73 438244.44),(74 437324.22),(75 433890.2),(76 431630.06),(77 428655.28),(78 426267.44),(79 425221.72),
(1 24934.91),(2 73778.67),(3 129065.65),(4 174565.95),(5 206195.23),(6 227846.14),(7 244033.84),(8 258973.53),(9 273403.3),(10 288368.7),(11 299532.9),(12 306553.97),(13 314246.2),(14 323500.1),(15 334537.7),(16 345653.97),(17 356085.4),(18 364683.9),(19 371711.1),(20 377088.75),(21 379335.2),(22 380345.5),(23 381771.6),(24 384284.03),(25 385850.25),(26 391039.66),(27 396891.97),(28 402139.78),(29 405262.16),(30 408931.53),(31 411398.3),(32 414256.88),(33 416948.53),(34 418989.47),(35 420024.8),(36 418685.3),(37 415087.06),(38 410256.22),(39 405138.6),(40 397739),(41 390450.47),(42 385398.94),(43 383532.4),(44 383005.56),(45 383278.25),(46 384916.84),(47 387024.25),(48 389455.8),(49 390728.84),(50 392957.8),(51 397061.72),(52 401899.78),(53 401798.56),(54 399804.2),(55 397509.3),(56 395874.1),(57 395727.6),(58 397220.75),(59 400194.5),(60 403112.53),(61 404370.03),(62 406246.44),(63 408285.9),(64 409487.34),(65 411339.1),(66 413479.25),(67 412838.56),(68 408839.13),(69 405032.22),(70 403192.88),(71 404601.25),(72 407131.13),(73 411570.72),(74 416046.47),(75 416369.2),(76 413980.2),(77 412252.66),(78 412057.63),(79 412416.06),
(1 24641.617),(2 71174.85),(3 122412.34),(4 163706.47),(5 192871.05),(6 213617.53),(7 231289.98),(8 248937.7),(9 267330.34),(10 283760.22),(11 298441.94),(12 309205.06),(13 317686.34),(14 325265.4),(15 332889.88),(16 340724.66),(17 348199.8),(18 355665.8),(19 363458.28),(20 368803.38),(21 371435.66),(22 371622.03),(23 371337.03),(24 371680.6),(25 373657.6),(26 376883.84),(27 380235.88),(28 383187.13),(29 385505),(30 387116.5),(31 387025.47),(32 386569.44),(33 386704.13),(34 386524.34),(35 384340.72),(36 381439.66),(37 378337),(38 375490),(39 372432.34),(40 368736.13),(41 364655.13),(42 362828.1),(43 362012.2),(44 362016.06),(45 363646.97),(46 365113.72),(47 367541.66),(48 369739.1),(49 372739.22),(50 375333.8),(51 377812.88),(52 379230.13),(53 380115.03),(54 379579.84),(55 379134.53),(56 379433.06),(57 381278.5),(58 383062),(59 385264.06),(60 387130.94),(61 388235.8),(62 390310.2),(63 392147.13),(64 393280.8),(65 396683.22),(66 399379.53),(67 399548.72),(68 399381.13),(69 397569.3),(70 396036.56),(71 396260.7),(72 396968.6),(73 398856.28),(74 400478.3),(75 401100.8),(76 402918.56),(77 402532.6),(78 401778.63),(79 401469.78),
(1 24044.94),(2 70747.52),(3 123216.09),(4 164604.5),(5 194644.66),(6 216062.75),(7 230933.5),(8 244968.22),(9 257787.48),(10 269279.94),(11 278370.9),(12 285669.22),(13 292377.16),(14 296516.56),(15 301853.16),(16 307017.4),(17 312463.22),(18 319196.03),(19 325105.44),(20 329794.78),(21 332148.97),(22 332862.75),(23 334331.44),(24 335328.38),(25 336606.84),(26 337836.97),(27 339734.8),(28 341871.84),(29 342000.84),(30 340486.13),(31 336602.88),(32 333280.94),(33 331369.5),(34 331755.66),(35 333081.72),(36 334472.38),(37 335723.9),(38 338361.22),(39 339184.78),(40 338874.9),(41 337797.7),(42 339891),(43 341061.3),(44 342246.38),(45 344457.72),(46 348250.9),(47 351536.66),(48 355441.3),(49 357796.7),(50 358621.9),(51 358008.16),(52 358291.9),(53 359285.22),(54 359786.13),(55 360426.13),(56 361121.9),(57 362522.34),(58 362936.8),(59 362443.28),(60 361488.5),(61 359989.63),(62 359633.5),(63 358858.78),(64 357525.6),(65 356414.97),(66 356699.3),(67 355234.47),(68 354154.84),(69 352963.2),(70 353098.94),(71 355393.44),(72 358840.75),(73 362686.13),(74 367064.75),(75 372064.6),(76 374358.7),(77 378066.75),(78 383019.88),(79 386892.03),
(1 23036.455),(2 67000.14),(3 115635.086),(4 153713.44),(5 180979.05),(6 200274.44),(7 215539.13),(8 228364.64),(9 240920.63),(10 251259.94),(11 259572.52),(12 267384.94),(13 275258.44),(14 280692.94),(15 287142.06),(16 293389.25),(17 299709.56),(18 307006.16),(19 313763.25),(20 320037.97),(21 324937.2),(22 329105.34),(23 332017.6),(24 333605.38),(25 335858),(26 338484.44),(27 341515.9),(28 342756.16),(29 342625.53),(30 341863.72),(31 341203.34),(32 339953.97),(33 338185.28),(34 337508.28),(35 337424.03),(36 338114.75),(37 337651.25),(38 337918.4),(39 336915.53),(40 335450.44),(41 333041.9),(42 332568.44),(43 332792.22),(44 333561.88),(45 335263.3),(46 336597.53),(47 336851.16),(48 336143.34),(49 336106.47),(50 337710.16),(51 338576.22),(52 338758.22),(53 339822.06),(54 341034.6),(55 341229.4),(56 341044.56),(57 340483.6),(58 340561.9),(59 342457.2),(60 344018.2),(61 342649.78),(62 340664.78),(63 338111.75),(64 335146.84),(65 332657.6),(66 329405.47),(67 325969.4),(68 324308.34),(69 323507.94),(70 324701),(71 325444.38),(72 327238.66),(73 330702.53),(74 335067.28),(75 337802.4),(76 340667.03),(77 344552.63),(78 348209.97),(79 351707.97),
(1 22179.912),(2 64240.09),(3 109859.695),(4 146538.42),(5 174647.5),(6 196920.33),(7 214701.97),(8 229863.9),(9 242696.1),(10 254990.89),(11 265715.5),(12 273964.13),(13 280916.56),(14 286153.25),(15 291883.47),(16 297988.72),(17 303393.6),(18 309015.8),(19 313276.63),(20 318243.34),(21 322998.94),(22 327684.28),(23 330192.9),(24 330670.56),(25 330939.7),(26 332196),(27 332620.06),(28 333982.03),(29 335847.88),(30 334638.66),(31 334349.2),(32 335043.5),(33 338336.34),(34 341199.6),(35 346061.38),(36 351596.25),(37 355476.88),(38 356469),(39 355770.22),(40 353213.06),(41 350754.13),(42 348243.6),(43 346138.94),(44 346368.38),(45 346786.63),(46 347446.3),(47 348882.28),(48 349717.97),(49 350792.8),(50 350972.44),(51 351405.5),(52 349874.47),(53 346617.84),(54 344398.9),(55 344313.88),(56 345793.38),(57 346792.06),(58 346039.63),(59 347150.47),(60 349608.47),(61 351550.84),(62 352823.4),(63 353107.66),(64 354270.63),(65 355158.9),(66 355978.72),(67 356858.78),(68 355875.63),(69 355594.47),(70 356828.25),(71 356546.1),(72 355276),(73 355239.06),(74 355691.03),(75 354957.88),(76 352457.7),(77 349803.28),(78 349694.16),(79 350213.63),
(1 22296.88),(2 65408.547),(3 111989.305),(4 149114.05),(5 176816.72),(6 198254.45),(7 214377.16),(8 228213.03),(9 240090.36),(10 250713.81),(11 258679.94),(12 266004.44),(13 272600.8),(14 277921.56),(15 284088.3),(16 289772.78),(17 294227.47),(18 298467.5),(19 301560.53),(20 303570.5),(21 305339.94),(22 307671.72),(23 309972.84),(24 312696.28),(25 315786.34),(26 318886.2),(27 321171.44),(28 324159.53),(29 326970.2),(30 327483.94),(31 326397.75),(32 326734.63),(33 328188.25),(34 329872.34),(35 333053.34),(36 335127.16),(37 335787),(38 336872.47),(39 337102.1),(40 337275.8),(41 335736.06),(42 336725.78),(43 336348.38),(44 335595.7),(45 334573.53),(46 332514.63),(47 329471.3),(48 326298.47),(49 324291.9),(50 322887.16),(51 322300.84),(52 323561.8),(53 323688.1),(54 323772.4),(55 324577.94),(56 324926.94),(57 325323.4),(58 325856.97),(59 325922.16),(60 325446.78),(61 327743.06),(62 331894.72),(63 335334.66),(64 336297.16),(65 335732.63),(66 335023.84),(67 333668),(68 330282.47),(69 328051.25),(70 327724.53),(71 328528.4),(72 331186.28),(73 334572.44),(74 336597.16),(75 339078.34),(76 339806.72),(77 339777.53),(78 339896.97),(79 340323.38),
(1 22399.596),(2 65014.836),(3 112240.11),(4 150269.53),(5 179271.98),(6 200678.13),(7 217580.75),(8 229755.47),(9 240312.8),(10 249146.97),(11 258409.66),(12 265643.75),(13 272477.28),(14 278407.34),(15 285579.44),(16 292402.22),(17 298369.34),(18 304121.72),(19 308378.34),(20 311400.1),(21 313066.97),(22 314203.9),(23 313176.84),(24 309089.3),(25 304317.5),(26 297941.78),(27 293913.84),(28 290921.5),(29 290880),(30 291295.84),(31 292112.9),(32 293487.75),(33 296126.6),(34 299559.22),(35 302615.9),(36 306563.9),(37 310858.03),(38 315790.44),(39 318483.3),(40 322085.56),(41 326539.72),(42 330250.44),(43 331618.34),(44 332372.97),(45 332285.8),(46 331740),(47 333463.5),(48 334546.78),(49 334450.4),(50 333029.56),(51 331386.03),(52 330552.4),(53 331400.5),(54 332549.56),(55 333663.22),(56 335770.03),(57 337888.06),(58 338997.3),(59 340761.44),(60 341515.28),(61 341960.7),(62 340553.38),(63 339192.9),(64 338892.66),(65 337188.47),(66 335567.97),(67 333591.5),(68 331435.97),(69 328267.1),(70 327544.38),(71 326992.78),(72 328298.66),(73 329461.75),(74 329847.28),(75 330120.53),(76 332180.03),(77 335824.38),(78 338771.88),(79 340644.28),
(1 21881.498),(2 63727.063),(3 109177.73),(4 145013.84),(5 171918),(6 191310.38),(7 205005.8),(8 215184.6),(9 223396.83),(10 233152.31),(11 244091.36),(12 253770.34),(13 259519.05),(14 263787.9),(15 268713.88),(16 273473.47),(17 276695.06),(18 279623.63),(19 282063.56),(20 283326),(21 285531.2),(22 287748.06),(23 288383.2),(24 287491.75),(25 286223.5),(26 284219),(27 281149.13),(28 278858.72),(29 279191.2),(30 280261.53),(31 280250.9),(32 280025.97),(33 280286.28),(34 281116.66),(35 281739.03),(36 281637.6),(37 282120.75),(38 283824.06),(39 286550.38),(40 290065.34),(41 292758.7),(42 297257.5),(43 301870.88),(44 305009.53),(45 305789.25),(46 305500.5),(47 304658.44),(48 303723.3),(49 302933),(50 300123.1),(51 297121.4),(52 295312.13),(53 293811.5),(54 292787.72),(55 292862.53),(56 292708.5),(57 293139.25),(58 292463.88),(59 292602.72),(60 292245.63),(61 293022),(62 294792.13),(63 295910.38),(64 297585.34),(65 298189.94),(66 297280.44),(67 293586.5),(68 289409.8),(69 286419.34),(70 285992.2),(71 285828.44),(72 286433.47),(73 286351.22),(74 286083),(75 285855.94),(76 285496.3),(77 286102.38),(78 287097.56),(79 286908.13),
